OriginalName,DatabaseName,Participant,SessionID,Timestamp,VideoTime,Value
The_Peanut_Butter_Falcon_cut7,131B298F-862D-4097-B819-B3862F126016-1,F0A098DE-C0FD-AA8B-2880-27D6D0A242D2,466C131B-33D1-ED3F-68DB-C441D65B0230,1586210824136,0,-100
The_Peanut_Butter_Falcon_cut7,131B298F-862D-4097-B819-B3862F126016-1,F0A098DE-C0FD-AA8B-2880-27D6D0A242D2,466C131B-33D1-ED3F-68DB-C441D65B0230,1586210824148,0,-100
The_Peanut_Butter_Falcon_cut7,131B298F-862D-4097-B819-B3862F126016-1,F0A098DE-C0FD-AA8B-2880-27D6D0A242D2,466C131B-33D1-ED3F-68DB-C441D65B0230,1586210827082,2858,-100
The_Peanut_Butter_Falcon_cut7,131B298F-862D-4097-B819-B3862F126016-1,F0A098DE-C0FD-AA8B-2880-27D6D0A242D2,466C131B-33D1-ED3F-68DB-C441D65B0230,1586210827084,2876,-99
The_Peanut_Butter_Falcon_cut7,131B298F-862D-4097-B819-B3862F126016-1,F0A098DE-C0FD-AA8B-2880-27D6D0A242D2,466C131B-33D1-ED3F-68DB-C441D65B0230,1586210827100,2894,-98
The_Peanut_Butter_Falcon_cut7,131B298F-862D-4097-B819-B3862F126016-1,F0A098DE-C0FD-AA8B-2880-27D6D0A242D2,466C131B-33D1-ED3F-68DB-C441D65B0230,1586210827115,2909,-97
The_Peanut_Butter_Falcon_cut7,131B298F-862D-4097-B819-B3862F126016-1,F0A098DE-C0FD-AA8B-2880-27D6D0A242D2,466C131B-33D1-ED3F-68DB-C441D65B0230,1586210827132,2925,-95
The_Peanut_Butter_Falcon_cut7,131B298F-862D-4097-B819-B3862F126016-1,F0A098DE-C0FD-AA8B-2880-27D6D0A242D2,466C131B-33D1-ED3F-68DB-C441D65B0230,1586210827148,2942,-94
The_Peanut_Butter_Falcon_cut7,131B298F-862D-4097-B819-B3862F126016-1,F0A098DE-C0FD-AA8B-2880-27D6D0A242D2,466C131B-33D1-ED3F-68DB-C441D65B0230,1586210827182,2975,-92
The_Peanut_Butter_Falcon_cut7,131B298F-862D-4097-B819-B3862F126016-1,F0A098DE-C0FD-AA8B-2880-27D6D0A242D2,466C131B-33D1-ED3F-68DB-C441D65B0230,1586210827198,2991,-91
The_Peanut_Butter_Falcon_cut7,131B298F-862D-4097-B819-B3862F126016-1,F0A098DE-C0FD-AA8B-2880-27D6D0A242D2,466C131B-33D1-ED3F-68DB-C441D65B0230,1586210827215,3008,-90
The_Peanut_Butter_Falcon_cut7,131B298F-862D-4097-B819-B3862F126016-1,F0A098DE-C0FD-AA8B-2880-27D6D0A242D2,466C131B-33D1-ED3F-68DB-C441D65B0230,1586210827231,3025,-89
The_Peanut_Butter_Falcon_cut7,131B298F-862D-4097-B819-B3862F126016-1,F0A098DE-C0FD-AA8B-2880-27D6D0A242D2,466C131B-33D1-ED3F-68DB-C441D65B0230,1586210827248,3041,-88
The_Peanut_Butter_Falcon_cut7,131B298F-862D-4097-B819-B3862F126016-1,F0A098DE-C0FD-AA8B-2880-27D6D0A242D2,466C131B-33D1-ED3F-68DB-C441D65B0230,1586210827281,3075,-85
The_Peanut_Butter_Falcon_cut7,131B298F-862D-4097-B819-B3862F126016-1,F0A098DE-C0FD-AA8B-2880-27D6D0A242D2,466C131B-33D1-ED3F-68DB-C441D65B0230,1586210827299,3092,-84
The_Peanut_Butter_Falcon_cut7,131B298F-862D-4097-B819-B3862F126016-1,F0A098DE-C0FD-AA8B-2880-27D6D0A242D2,466C131B-33D1-ED3F-68DB-C441D65B0230,1586210827314,3108,-83
The_Peanut_Butter_Falcon_cut7,131B298F-862D-4097-B819-B3862F126016-1,F0A098DE-C0FD-AA8B-2880-27D6D0A242D2,466C131B-33D1-ED3F-68DB-C441D65B0230,1586210827331,3125,-82
The_Peanut_Butter_Falcon_cut7,131B298F-862D-4097-B819-B3862F126016-1,F0A098DE-C0FD-AA8B-2880-27D6D0A242D2,466C131B-33D1-ED3F-68DB-C441D65B0230,1586210827348,3141,-81
The_Peanut_Butter_Falcon_cut7,131B298F-862D-4097-B819-B3862F126016-1,F0A098DE-C0FD-AA8B-2880-27D6D0A242D2,466C131B-33D1-ED3F-68DB-C441D65B0230,1586210827364,3158,-80
The_Peanut_Butter_Falcon_cut7,131B298F-862D-4097-B819-B3862F126016-1,F0A098DE-C0FD-AA8B-2880-27D6D0A242D2,466C131B-33D1-ED3F-68DB-C441D65B0230,1586210827381,3175,-79
The_Peanut_Butter_Falcon_cut7,131B298F-862D-4097-B819-B3862F126016-1,F0A098DE-C0FD-AA8B-2880-27D6D0A242D2,466C131B-33D1-ED3F-68DB-C441D65B0230,1586210827398,3191,-78
The_Peanut_Butter_Falcon_cut7,131B298F-862D-4097-B819-B3862F126016-1,F0A098DE-C0FD-AA8B-2880-27D6D0A242D2,466C131B-33D1-ED3F-68DB-C441D65B0230,1586210827414,3208,-77
The_Peanut_Butter_Falcon_cut7,131B298F-862D-4097-B819-B3862F126016-1,F0A098DE-C0FD-AA8B-2880-27D6D0A242D2,466C131B-33D1-ED3F-68DB-C441D65B0230,1586210827432,3225,-75
The_Peanut_Butter_Falcon_cut7,131B298F-862D-4097-B819-B3862F126016-1,F0A098DE-C0FD-AA8B-2880-27D6D0A242D2,466C131B-33D1-ED3F-68DB-C441D65B0230,1586210827448,3241,-74
The_Peanut_Butter_Falcon_cut7,131B298F-862D-4097-B819-B3862F126016-1,F0A098DE-C0FD-AA8B-2880-27D6D0A242D2,466C131B-33D1-ED3F-68DB-C441D65B0230,1586210827465,3258,-73
The_Peanut_Butter_Falcon_cut7,131B298F-862D-4097-B819-B3862F126016-1,F0A098DE-C0FD-AA8B-2880-27D6D0A242D2,466C131B-33D1-ED3F-68DB-C441D65B0230,1586210827481,3274,-72
