OriginalName,DatabaseName,Participant,SessionID,Timestamp,VideoTime,Value
The_Peanut_Butter_Falcon_cut2,A2DDDC72-20E6-4C39-A457-09EF11591C90-1,1C731536-0D44-00F0-2826-477D520EE4B7,6B262E6A-2A2F-42F4-40CB-A4538471E7FD,1586209938837,0,-100
The_Peanut_Butter_Falcon_cut2,A2DDDC72-20E6-4C39-A457-09EF11591C90-1,1C731536-0D44-00F0-2826-477D520EE4B7,6B262E6A-2A2F-42F4-40CB-A4538471E7FD,1586209938840,0,-100
The_Peanut_Butter_Falcon_cut2,A2DDDC72-20E6-4C39-A457-09EF11591C90-1,1C731536-0D44-00F0-2826-477D520EE4B7,6B262E6A-2A2F-42F4-40CB-A4538471E7FD,1586210006842,67851,-100
The_Peanut_Butter_Falcon_cut2,A2DDDC72-20E6-4C39-A457-09EF11591C90-1,1C731536-0D44-00F0-2826-477D520EE4B7,6B262E6A-2A2F-42F4-40CB-A4538471E7FD,1586210006843,67868,-99
The_Peanut_Butter_Falcon_cut2,A2DDDC72-20E6-4C39-A457-09EF11591C90-1,1C731536-0D44-00F0-2826-477D520EE4B7,6B262E6A-2A2F-42F4-40CB-A4538471E7FD,1586210006858,67884,-98
The_Peanut_Butter_Falcon_cut2,A2DDDC72-20E6-4C39-A457-09EF11591C90-1,1C731536-0D44-00F0-2826-477D520EE4B7,6B262E6A-2A2F-42F4-40CB-A4538471E7FD,1586210006875,67901,-97
The_Peanut_Butter_Falcon_cut2,A2DDDC72-20E6-4C39-A457-09EF11591C90-1,1C731536-0D44-00F0-2826-477D520EE4B7,6B262E6A-2A2F-42F4-40CB-A4538471E7FD,1586210006891,67917,-96
The_Peanut_Butter_Falcon_cut2,A2DDDC72-20E6-4C39-A457-09EF11591C90-1,1C731536-0D44-00F0-2826-477D520EE4B7,6B262E6A-2A2F-42F4-40CB-A4538471E7FD,1586210006908,67934,-94
The_Peanut_Butter_Falcon_cut2,A2DDDC72-20E6-4C39-A457-09EF11591C90-1,1C731536-0D44-00F0-2826-477D520EE4B7,6B262E6A-2A2F-42F4-40CB-A4538471E7FD,1586210006925,67951,-93
The_Peanut_Butter_Falcon_cut2,A2DDDC72-20E6-4C39-A457-09EF11591C90-1,1C731536-0D44-00F0-2826-477D520EE4B7,6B262E6A-2A2F-42F4-40CB-A4538471E7FD,1586210006941,67967,-92
The_Peanut_Butter_Falcon_cut2,A2DDDC72-20E6-4C39-A457-09EF11591C90-1,1C731536-0D44-00F0-2826-477D520EE4B7,6B262E6A-2A2F-42F4-40CB-A4538471E7FD,1586210006958,67984,-91
The_Peanut_Butter_Falcon_cut2,A2DDDC72-20E6-4C39-A457-09EF11591C90-1,1C731536-0D44-00F0-2826-477D520EE4B7,6B262E6A-2A2F-42F4-40CB-A4538471E7FD,1586210006975,68001,-90
The_Peanut_Butter_Falcon_cut2,A2DDDC72-20E6-4C39-A457-09EF11591C90-1,1C731536-0D44-00F0-2826-477D520EE4B7,6B262E6A-2A2F-42F4-40CB-A4538471E7FD,1586210007625,68634,-90
The_Peanut_Butter_Falcon_cut2,A2DDDC72-20E6-4C39-A457-09EF11591C90-1,1C731536-0D44-00F0-2826-477D520EE4B7,6B262E6A-2A2F-42F4-40CB-A4538471E7FD,1586210007625,68651,-89
The_Peanut_Butter_Falcon_cut2,A2DDDC72-20E6-4C39-A457-09EF11591C90-1,1C731536-0D44-00F0-2826-477D520EE4B7,6B262E6A-2A2F-42F4-40CB-A4538471E7FD,1586210007641,68668,-88
The_Peanut_Butter_Falcon_cut2,A2DDDC72-20E6-4C39-A457-09EF11591C90-1,1C731536-0D44-00F0-2826-477D520EE4B7,6B262E6A-2A2F-42F4-40CB-A4538471E7FD,1586210007658,68684,-87
The_Peanut_Butter_Falcon_cut2,A2DDDC72-20E6-4C39-A457-09EF11591C90-1,1C731536-0D44-00F0-2826-477D520EE4B7,6B262E6A-2A2F-42F4-40CB-A4538471E7FD,1586210007674,68701,-86
The_Peanut_Butter_Falcon_cut2,A2DDDC72-20E6-4C39-A457-09EF11591C90-1,1C731536-0D44-00F0-2826-477D520EE4B7,6B262E6A-2A2F-42F4-40CB-A4538471E7FD,1586210007691,68717,-85
The_Peanut_Butter_Falcon_cut2,A2DDDC72-20E6-4C39-A457-09EF11591C90-1,1C731536-0D44-00F0-2826-477D520EE4B7,6B262E6A-2A2F-42F4-40CB-A4538471E7FD,1586210007725,68751,-83
The_Peanut_Butter_Falcon_cut2,A2DDDC72-20E6-4C39-A457-09EF11591C90-1,1C731536-0D44-00F0-2826-477D520EE4B7,6B262E6A-2A2F-42F4-40CB-A4538471E7FD,1586210007708,68734,-84
The_Peanut_Butter_Falcon_cut2,A2DDDC72-20E6-4C39-A457-09EF11591C90-1,1C731536-0D44-00F0-2826-477D520EE4B7,6B262E6A-2A2F-42F4-40CB-A4538471E7FD,1586210007741,68768,-82
The_Peanut_Butter_Falcon_cut2,A2DDDC72-20E6-4C39-A457-09EF11591C90-1,1C731536-0D44-00F0-2826-477D520EE4B7,6B262E6A-2A2F-42F4-40CB-A4538471E7FD,1586210007892,68918,-81
The_Peanut_Butter_Falcon_cut2,A2DDDC72-20E6-4C39-A457-09EF11591C90-1,1C731536-0D44-00F0-2826-477D520EE4B7,6B262E6A-2A2F-42F4-40CB-A4538471E7FD,1586210007892,68901,-82
The_Peanut_Butter_Falcon_cut2,A2DDDC72-20E6-4C39-A457-09EF11591C90-1,1C731536-0D44-00F0-2826-477D520EE4B7,6B262E6A-2A2F-42F4-40CB-A4538471E7FD,1586210007908,68934,-80
The_Peanut_Butter_Falcon_cut2,A2DDDC72-20E6-4C39-A457-09EF11591C90-1,1C731536-0D44-00F0-2826-477D520EE4B7,6B262E6A-2A2F-42F4-40CB-A4538471E7FD,1586210007925,68951,-78
The_Peanut_Butter_Falcon_cut2,A2DDDC72-20E6-4C39-A457-09EF11591C90-1,1C731536-0D44-00F0-2826-477D520EE4B7,6B262E6A-2A2F-42F4-40CB-A4538471E7FD,1586210007941,68967,-77
The_Peanut_Butter_Falcon_cut2,A2DDDC72-20E6-4C39-A457-09EF11591C90-1,1C731536-0D44-00F0-2826-477D520EE4B7,6B262E6A-2A2F-42F4-40CB-A4538471E7FD,1586210007958,68984,-76
The_Peanut_Butter_Falcon_cut2,A2DDDC72-20E6-4C39-A457-09EF11591C90-1,1C731536-0D44-00F0-2826-477D520EE4B7,6B262E6A-2A2F-42F4-40CB-A4538471E7FD,1586210007976,69002,-75
The_Peanut_Butter_Falcon_cut2,A2DDDC72-20E6-4C39-A457-09EF11591C90-1,1C731536-0D44-00F0-2826-477D520EE4B7,6B262E6A-2A2F-42F4-40CB-A4538471E7FD,1586210008108,69117,-75
The_Peanut_Butter_Falcon_cut2,A2DDDC72-20E6-4C39-A457-09EF11591C90-1,1C731536-0D44-00F0-2826-477D520EE4B7,6B262E6A-2A2F-42F4-40CB-A4538471E7FD,1586210008109,69135,-74
The_Peanut_Butter_Falcon_cut2,A2DDDC72-20E6-4C39-A457-09EF11591C90-1,1C731536-0D44-00F0-2826-477D520EE4B7,6B262E6A-2A2F-42F4-40CB-A4538471E7FD,1586210008125,69151,-73
