Time,Value
0.0,-99.99919674698795
81.97396952914386,-99.99919674698795
83.96885484830773,-81.11428571750741
89.56282617495026,-81.11428571750744
93.7487996673181,-99.9999999998393
93.87439983365906,-99.99999999983923
597.0,-99.99999999983923
