Time,Value
0.0,-98.21406
5.775740817269437,-98.21406
7.789660092934481,-40.880567500040506
10.941462348647097,-40.880567500040534
53.716442033947246,37.936874999481795
56.939319653049075,37.936874999481795
58.853387273741866,-4.815280000000031
59.000000000000064,-4.815279999999942
69.99999999950788,75.1568826051198
75.8156344506366,75.15688260511988
80.72479363832261,20.817530000028114
81.00000000000813,20.817530000028114
87.65545695810745,91.52666923072356
99.95112724435974,91.52666923072351
101.80942449043049,43.48556000000689
101.99999999996515,43.48556000000672
114.5159045911932,95.4043685713062
127.51286892879784,95.40436857130621
129.97242467889214,-3.859440000000177
131.38114445104324,-3.859439999999817
137.20225162123518,73.29403833334686
142.62183672738544,73.29403833334679
143.7938946085009,93.38938092589842
163.0,93.38938092589846
163.00001,
165.99999,
166.0,93.38938092589848
198.9999999999969,93.38938092589856
201.99999999999974,-41.153917407216795
204.90000009108115,-41.15391740721643
205.99999968280903,98.85709962728652
206.92713850153118,98.85709962728608
207.0,96.7783080952517
207.00001,
210.99999,
211.0,-17.344600476211255
211.6497423905212,-35.882223333324866
213.9789039396443,-35.882223333324866
216.79607445306183,90.20680699998778
218.0,90.20680699998779
218.00001,
219.99999,
220.0,90.20680699998783
226.48183890406463,90.20680699998795
227.8536192978699,55.254048333375074
232.9999999999454,55.25404833337503
233.0,55.254048331716746
233.00001,
235.99999,
235.99999951239457,-35.86362519024169
235.999999512395,-35.86362519024213
236.0,-35.86361829856842
239.99999999999645,20.671270503592496
250.0,20.671270503592538
250.00001,
252.99999,
253.0,20.671270503592552
253.0,20.671270503592552
253.00001,
254.99999,
255.0,20.671270503592563
256.0,20.671270503592567
256.00001,
257.99999,
258.0,20.671270503592574
259.0,20.67127050359258
259.00001,
260.99999,
261.0,20.671270503592588
261.0,20.671270503592588
263.0,26.024833147421518
263.00001,
264.99999,
265.0,31.378395791250444
267.0,36.73195843507937
267.00001,
268.99999,
269.0,42.0855210789083
288.00000000000136,92.94436619528678
288.000000000002,92.94436619528678
290.0,82.58929164518094
290.00001,
299.99999,
300.0,30.813918894600206
300.99999999999903,25.636381619547137
300.99999999999943,25.636381619547176
302.5060074667166,70.41651821428422
309.0,70.41651821428428
309.00001,
310.99999,
311.0,70.41651821428431
328.0,70.41651821428447
328.00001,
329.99999,
330.0,70.4165182142845
331.8290873809597,70.41651821428451
334.46931825402766,34.246184285708296
344.0,34.24618428570842
344.00001,
345.99999,
346.0,34.24618428570845
347.0,34.246184285708466
347.00001,
348.99999,
349.0,34.246184285708495
349.5890711105851,34.2461842857085
353.9702235238833,-13.84118249975836
356.78044609444083,-13.841182499758515
362.9999999997757,46.036342140710076
365.99999999999136,46.03634214070993
368.7471679360493,-17.92666999999892
368.9080339404368,-17.926669999998705
370.95732631173064,48.60019476182242
375.0,48.60019476182253
375.00001,
377.99999,
378.0,48.6001947618226
383.0,48.60019476182273
383.00001,
387.99999,
388.0,48.600194761822856
389.0,48.600194761822884
389.00001,
390.99999,
391.0,48.600194761822934
392.0,48.60019476182296
392.00001,
394.99999,
395.0,48.60019476182304
399.2711242494794,48.60019476182315
403.7123257635923,19.639643750044343
418.0000000000744,19.63964375004436
423.55496495722565,90.51538555554815
440.99999999999983,90.51538555554771
441.0,90.51538555554495
441.00001,
442.42971466101477,
442.99999,
443.0,67.39178428572083
448.6067553146088,67.39178428572053
456.0,86.80292019999972
456.00001,
459.32485116663287,
461.99999,
462.0,95.53239428568601
467.87701707971314,95.53239428568605
478.0,50.02799572074843
478.00001,
480.99999,
481.0,36.54252441552326
488.0,5.076424703331213
514.0,5.076424703331236
514.00001,
518.8502311335444,
518.99999,
519.0,7.405328094854836
523.7218678956535,80.83029562490447
538.8101580995268,80.83029562490455
556.5220615034093,-50.49999999994725
557.5943662298489,-50.49999999994729
567.0,-68.65791345391403
