Time(sec),AYYSG3O9FNU15
389.0,53.00160256410256
390.0,53.354166666666664
391.0,53.706730769230774
392.0,54.059294871794876
393.0,55.13461538461538
394.0,58.96666666666666
395.0,59.0
396.0,59.0
397.0,59.0
398.0,59.0
399.0,59.0
400.0,56.37833333333333
401.0,34.88485042735043
402.0,-2.731305555555556
403.0,-17.298540609137056
404.0,-17.406408629441625
405.0,-17.514276649746193
406.0,-17.622144670050762
407.0,-17.73001269035533
408.0,-17.837880710659896
409.0,-17.945748730964468
410.0,-18.053616751269036
411.0,-18.161484771573605
412.0,-18.269352791878173
413.0,-18.377220812182742
414.0,-18.48508883248731
415.0,-18.59295685279188
416.0,-18.700824873096444
417.0,-18.808692893401016
418.0,-18.916560913705585
419.0,-19.024428934010153
420.0,-19.13229695431472
421.0,-19.24016497461929
422.0,-19.34803299492386
423.0,-19.455901015228427
424.0,-19.563769035532992
425.0,-19.671637055837564
426.0,-19.779505076142133
427.0,-19.8873730964467
428.0,-19.995241116751266
429.0,-20.10310913705584
430.0,-20.210977157360407
431.0,-20.318845177664976
432.0,-20.42671319796954
433.0,-20.534581218274113
434.0,-20.64244923857868
435.0,-20.75031725888325
436.0,-20.858185279187815
437.0,-20.966053299492387
438.0,-21.073921319796955
439.0,-21.181789340101524
440.0,-21.28965736040609
441.0,-21.39752538071066
442.0,-24.62810208685843
443.0,-35.54532454648526
444.0,-40.52200255102041
445.0,-40.551339285714285
446.0,-40.58067602040816
447.0,-40.61001275510204
448.0,-40.63934948979592
449.0,-40.6686862244898
450.0,-40.698022959183675
451.0,-40.727359693877546
452.0,-40.75669642857143
453.0,-40.78603316326531
454.0,-40.81536989795918
455.0,-40.84470663265306
456.0,-40.87404336734694
457.0,-40.90338010204081
458.0,-40.93271683673469
459.0,-40.96205357142857
460.0,-40.99139030612245
461.0,-41.020727040816325
462.0,-41.0500637755102
463.0,-41.07940051020408
464.0,-41.10873724489796
465.0,-41.13807397959184
466.0,-41.16741071428571
467.0,-41.19674744897959
468.0,-41.22608418367347
469.0,-41.25542091836735
470.0,-41.28475765306122
471.0,-41.314094387755105
472.0,-41.343431122448976
473.0,-41.372767857142854
474.0,-41.40210459183673
475.0,-41.43144132653061
476.0,-41.46077806122449
477.0,-41.490114795918366
478.0,-41.519451530612244
479.0,-41.54878826530612
480.0,-41.578125
481.0,-41.60746173469388
482.0,-41.636798469387756
483.0,-41.666135204081634
484.0,-41.695471938775505
485.0,-41.72480867346938
486.0,-41.75414540816327
487.0,-41.78348214285714
488.0,-41.81281887755102
489.0,-41.842155612244895
490.0,-41.87149234693877
491.0,-41.90082908163265
492.0,-41.93016581632653
493.0,-41.95950255102041
494.0,-41.988839285714285
495.0,-42.01817602040816
496.0,-42.047512755102034
497.0,-42.07684948979592
498.0,-42.1061862244898
499.0,-42.135522959183675
500.0,-42.164859693877546
501.0,-42.19419642857143
502.0,-42.2235331632653
503.0,-42.25286989795918
504.0,-42.28220663265306
505.0,-42.311543367346935
506.0,-42.34088010204081
507.0,-42.37021683673469
508.0,-42.39955357142857
509.0,-42.42889030612245
510.0,-42.458227040816325
511.0,-42.4875637755102
512.0,-42.51690051020408
513.0,-42.54623724489796
514.0,-42.57557397959183
515.0,-42.60491071428571
516.0,-42.63424744897959
517.0,-42.663584183673464
518.0,-42.69292091836734
519.0,-42.72225765306122
520.0,-42.7515943877551
521.0,-42.780931122448976
522.0,-24.35994140953701
523.0,1.1369047619047614
524.0,15.939991441020851
525.0,44.94
526.0,45.0
527.0,43.96666666666667
528.0,19.655416666666667
529.0,-8.581991634491635
530.0,-47.725194054894686
531.0,-84.97497284878864
532.0,-89.89583333333333
533.0,-96.5
534.0,-99.0
535.0,-99.0
536.0,-99.0
537.0,-99.0
538.0,-99.0
539.0,-99.0
540.0,-99.0
541.0,-99.0
542.0,-99.0
543.0,-99.0
544.0,-99.0
545.0,-99.0
546.0,-99.0
547.0,-99.0
548.0,-99.0
549.0,-99.0
550.0,-99.0
551.0,-99.0
552.0,-99.0
553.0,-99.0
554.0,-99.0
555.0,-99.0
556.0,-99.0
557.0,-99.0
558.0,-99.0
559.0,-99.0
560.0,-99.0
561.0,-99.0
562.0,-99.0
563.0,-99.0
564.0,-99.0
565.0,-99.0
566.0,-99.0
567.0,-99.0
568.0,-99.0
569.0,-99.0
570.0,-99.0
571.0,-99.0
572.0,-99.0
573.0,-99.0
574.0,-99.0
575.0,-99.0
576.0,-99.0
577.0,-99.0
578.0,-99.0
579.0,-99.0
580.0,-99.0
581.0,-99.0
582.0,-99.0
583.0,-99.0
584.0,-99.0
