Time(sec),AYYSG3O9FNU15
0.0,-99.93181818181817
1.0,-99.78030303030303
2.0,-99.62878787878789
3.0,-99.47727272727272
4.0,-99.32575757575758
5.0,-99.17424242424242
6.0,-99.02272727272728
7.0,-98.87121212121211
8.0,-98.71969696969697
9.0,-98.56818181818183
10.0,-98.41666666666666
11.0,-98.26515151515152
12.0,-98.11363636363636
13.0,-97.96212121212122
14.0,-97.81060606060605
15.0,-97.6590909090909
16.0,-97.50757575757576
17.0,-96.05830055361305
18.0,-92.82872596153847
19.0,-92.60036057692307
20.0,-92.3719951923077
21.0,-92.1436298076923
22.0,-91.91526442307693
23.0,-91.68689903846153
24.0,-91.45853365384616
25.0,-91.23016826923077
26.0,-91.00180288461539
27.0,-90.7734375
28.0,-77.86437314044652
29.0,-57.66904761904762
30.0,-57.1558201058201
31.0,-56.642592592592585
32.0,-56.12936507936507
33.0,-55.61613756613756
34.0,-55.102910052910055
35.0,-47.97992525549032
36.0,-40.12114726027397
37.0,-39.616010273972606
38.0,-39.11087328767123
39.0,-38.605736301369866
40.0,-38.10059931506849
41.0,-37.59546232876712
42.0,-37.09032534246575
43.0,-32.00125
44.0,-22.547497584541063
45.0,-12.0
46.0,-10.0
47.0,-6.8879166666666665
48.0,25.597103548966757
49.0,31.997641509433965
50.0,32.85253818508535
51.0,33.70743486073675
52.0,34.562331536388136
53.0,36.757267586279795
54.0,66.12743106893107
55.0,70.0
56.0,70.0
57.0,70.02105263157895
58.0,70.2982456140351
59.0,70.64912280701755
60.0,71.0
61.0,75.48817235396183
62.0,82.16483516483517
63.0,82.38461538461539
64.0,82.6043956043956
65.0,82.82417582417582
66.0,83.04395604395604
67.0,83.26373626373626
68.0,83.48351648351648
69.0,83.7032967032967
70.0,84.28754578754578
71.0,87.7175925925926
72.0,87.81018518518519
73.0,87.90277777777779
74.0,87.99537037037037
75.0,88.08796296296296
76.0,88.18055555555556
77.0,88.27314814814815
78.0,88.36574074074073
79.0,88.45833333333334
80.0,88.55092592592592
81.0,88.64351851851852
82.0,88.73611111111111
83.0,88.82870370370371
84.0,88.92129629629629
85.0,82.70337301587301
86.0,62.592261904761905
87.0,43.49122392290249
88.0,8.770829914825377
89.0,-13.132182971014492
90.0,-26.103129006006913
91.0,-50.113475524475525
92.0,-53.0
93.0,-53.0
94.0,-68.94878306878306
95.0,-93.7734375
96.0,-96.0
97.0,-96.0
98.0,-96.0
99.0,-96.0
100.0,-95.26923076923076
101.0,-88.6746565934066
102.0,-83.0
103.0,-83.0
104.0,-83.0
105.0,-83.0
106.0,-83.0
107.0,-83.0
108.0,-83.0
109.0,-83.0
110.0,-83.0
111.0,-83.0
112.0,-83.0
113.0,-83.0
114.0,-83.0
115.0,-83.0
116.0,-83.0
117.0,-83.0
118.0,-83.0
119.0,-83.0
120.0,-83.0
121.0,-83.0
122.0,-83.0
123.0,-83.0
124.0,-83.0
125.0,-83.0
126.0,-83.0
127.0,-83.0
128.0,-83.0
129.0,-83.0
130.0,-83.0
131.0,-83.0
132.0,-83.0
133.0,-83.0
134.0,-83.0
135.0,-83.0
136.0,-83.0
137.0,-83.0
138.0,-83.0
139.0,-83.0
140.0,-83.0
141.0,-83.0
142.0,-83.0
143.0,-83.0
144.0,-83.0
145.0,-83.0
146.0,-83.0
147.0,-83.0
148.0,-83.0
149.0,-83.0
150.0,-83.0
151.0,-83.0
152.0,-83.0
153.0,-83.0
154.0,-83.0
155.0,-73.68499188311688
156.0,-64.0
157.0,-64.0
158.0,-61.85430666077218
159.0,-49.42270061728395
160.0,-48.97623456790123
161.0,-48.9906378600823
162.0,-58.4448559670782
163.0,-74.66251937984495
164.0,-81.59402454780363
165.0,-83.46934754521963
166.0,-88.34277870989078
167.0,-90.74921580928482
168.0,-90.74817022166458
169.0,-90.74712463404434
170.0,-90.74607904642409
171.0,-90.74503345880385
172.0,-90.7439878711836
173.0,-90.74294228356337
174.0,-90.74189669594311
175.0,-90.74085110832287
176.0,-90.73980552070263
177.0,-90.73875993308239
178.0,-90.73771434546215
179.0,-90.7366687578419
180.0,-90.73562317022166
181.0,-90.73457758260142
182.0,-90.73353199498118
183.0,-90.73248640736094
184.0,-90.7314408197407
185.0,-90.73039523212046
186.0,-90.72934964450022
187.0,-90.72830405687998
188.0,-90.72725846925972
189.0,-90.72621288163948
190.0,-90.72516729401924
191.0,-90.724121706399
192.0,-90.72307611877875
193.0,-90.72203053115851
194.0,-90.72098494353827
195.0,-90.71993935591803
196.0,-90.71889376829779
197.0,-90.71784818067754
198.0,-90.7168025930573
199.0,-90.71575700543706
200.0,-90.71471141781682
201.0,-90.71366583019658
202.0,-90.71262024257632
203.0,-90.71157465495608
204.0,-90.71052906733584
205.0,-90.7094834797156
206.0,-90.70843789209536
207.0,-90.70739230447512
208.0,-90.70634671685488
209.0,-90.70530112923464
210.0,-90.70425554161439
211.0,-90.70320995399415
212.0,-90.7021643663739
213.0,-90.70111877875367
214.0,-90.70007319113343
215.0,-90.69902760351317
216.0,-90.69798201589293
217.0,-90.69693642827269
218.0,-90.69589084065245
219.0,-90.69484525303221
220.0,-90.69379966541196
221.0,-90.69275407779172
222.0,-90.69170849017148
223.0,-90.69066290255124
224.0,-90.689617314931
225.0,-90.68857172731074
226.0,-90.6875261396905
227.0,-90.68648055207026
228.0,-90.68543496445002
229.0,-90.68438937682978
230.0,-90.68334378920954
231.0,-90.6822982015893
232.0,-90.68125261396906
233.0,-90.68020702634881
234.0,-90.67916143872857
235.0,-90.67811585110833
236.0,-90.67707026348809
237.0,-90.67602467586785
238.0,-90.6749790882476
239.0,-90.67393350062736
240.0,-90.67288791300712
241.0,-90.67184232538688
242.0,-90.67079673776662
243.0,-90.66975115014638
244.0,-90.66870556252614
245.0,-90.6676599749059
246.0,-88.33343789209536
247.0,-86.0
248.0,-86.0
249.0,-86.0
250.0,-86.0
251.0,-86.0
252.0,-86.0
253.0,-84.18875
254.0,-83.16458333333334
255.0,-82.87291666666667
256.0,-82.58125
257.0,-82.28958333333334
258.0,-81.99791666666667
259.0,-81.70625
260.0,-81.41458333333334
261.0,-81.12291666666667
262.0,-80.83125
263.0,-80.53958333333334
264.0,-80.24791666666667
265.0,-79.10083333333333
266.0,-76.78333333333333
267.0,-74.9128205128205
268.0,-74.34871794871795
269.0,-73.78461538461538
270.0,-73.22051282051282
271.0,-72.65641025641025
272.0,-72.09230769230768
273.0,-70.5722186904005
274.0,-68.82438016528926
275.0,-68.61776859504133
276.0,-68.41115702479338
277.0,-68.20454545454545
278.0,-67.99793388429752
279.0,-67.7913223140496
280.0,-67.58471074380165
281.0,-67.37809917355372
282.0,-67.17148760330579
283.0,-66.96487603305785
284.0,-66.75826446280992
285.0,-65.62451790633608
286.0,-60.979166666666664
287.0,-57.32083333333334
288.0,-50.0
289.0,-50.0
290.0,-50.0
291.0,-50.0
292.0,-50.0
293.0,-50.0
294.0,-50.0
295.0,-50.0
296.0,-50.0
297.0,-50.0
298.0,-50.0
299.0,-50.0
300.0,-50.0
301.0,-50.0
302.0,-50.0
303.0,-50.0
304.0,-50.0
305.0,-50.0
306.0,-50.0
307.0,-50.0
308.0,-50.0
309.0,-50.0
310.0,-50.0
311.0,-50.0
312.0,-50.0
313.0,-50.0
314.0,-50.0
315.0,-50.0
316.0,-50.0
317.0,-50.0
318.0,-50.0
319.0,-50.0
320.0,-50.0
321.0,-50.0
322.0,-50.0
323.0,-50.0
324.0,-50.0
325.0,-50.0
326.0,-50.0
327.0,-50.0
328.0,-50.0
329.0,-50.0
330.0,-50.0
331.0,-50.0
332.0,-50.0
333.0,-48.88333333333333
334.0,-41.13755952380952
335.0,-40.78160714285714
336.0,-40.42565476190477
337.0,-40.069702380952386
338.0,-39.713750000000005
339.0,-39.357797619047616
340.0,-39.00184523809524
341.0,-38.64589285714286
342.0,-38.28994047619047
343.0,-37.93398809523809
344.0,-37.57803571428572
345.0,-37.22208333333334
346.0,-36.866130952380956
347.0,-36.51017857142857
348.0,-36.154226190476194
349.0,-35.79827380952381
350.0,-35.442321428571425
351.0,-35.086369047619044
352.0,-34.73041666666667
353.0,-34.37446428571429
354.0,-19.665532737324003
355.0,-15.041850220264317
356.0,-15.08590308370044
357.0,-15.129955947136562
358.0,-15.174008810572687
359.0,-15.218061674008812
360.0,-15.262114537444933
361.0,-15.306167400881057
362.0,-15.350220264317182
363.0,-15.394273127753303
364.0,-15.438325991189426
365.0,-15.482378854625551
366.0,-15.526431718061673
367.0,-15.570484581497798
368.0,-15.614537444933921
369.0,-15.658590308370043
370.0,-15.702643171806168
371.0,-15.746696035242291
372.0,-15.790748898678412
373.0,-15.834801762114537
374.0,-15.878854625550662
375.0,-15.922907488986784
376.0,-15.966960352422907
377.0,-21.300730626856932
378.0,-27.133393829401086
379.0,-27.33861510540276
380.0,-25.902237357319024
381.0,8.199280241323004
382.0,37.06343397824246
383.0,31.185185185185183
384.0,42.17916666666667
385.0,44.99375
386.0,51.943910256410255
387.0,52.29647435897435
388.0,52.64903846153847
