Time(sec),AJE5OG666CBAC
95.0,96.53218224670235
96.0,96.55028191205386
97.0,96.56838157740538
98.0,96.58648124275689
99.0,96.60458090810839
100.0,96.62268057345992
101.0,96.64078023881142
102.0,96.65887990416293
103.0,96.67697956951443
104.0,96.69507923486596
105.0,96.71317890021746
106.0,96.73127856556897
107.0,96.74937823092048
108.0,96.767477896272
109.0,96.78557756162351
110.0,96.80367722697501
111.0,96.82177689232654
112.0,96.83987655767804
113.0,96.85797622302955
114.0,96.87607588838105
115.0,96.89417555373257
116.0,96.91227521908408
117.0,96.9303748844356
118.0,96.94847454978711
119.0,96.96657421513862
120.0,96.98467388049013
121.0,97.00277354584163
122.0,97.02087321119315
123.0,97.03897287654466
124.0,97.05707254189618
125.0,97.07517220724768
126.0,97.09327187259919
127.0,97.1113715379507
128.0,97.12947120330222
129.0,97.14757086865373
130.0,97.16567053400523
131.0,97.18377019935676
132.0,97.20186986470826
133.0,97.21996953005977
134.0,97.23806919541127
135.0,97.2561688607628
136.0,97.2742685261143
137.0,97.29236819146581
138.0,97.31046785681733
139.0,97.32856752216884
140.0,97.34666718752035
141.0,97.36476685287185
142.0,97.38286651822338
143.0,97.40096618357488
144.0,97.4190658489264
145.0,97.4371655142779
146.0,97.45526517962942
147.0,97.47336484498092
148.0,97.49146451033243
149.0,97.50956417568395
150.0,97.52766384103546
151.0,97.54576350638698
152.0,97.56386317173848
153.0,97.58196283709
154.0,97.6000625024415
155.0,97.61816216779302
156.0,97.63626183314452
157.0,97.65436149849604
158.0,97.67246116384754
159.0,97.69056082919906
160.0,97.70866049455057
161.0,97.72676015990208
162.0,97.7448598252536
163.0,97.7629594906051
164.0,97.78105915595661
165.0,97.79915882130813
166.0,97.81725848665964
167.0,97.83535815201114
168.0,97.85345781736267
169.0,97.87155748271417
170.0,97.88965714806568
171.0,97.9077568134172
172.0,96.42901157027617
173.0,92.5703125
174.0,91.99739583333333
175.0,91.42447916666666
176.0,91.93282312925172
177.0,92.15391156462586
178.0,92.37500000000001
179.0,92.59608843537416
180.0,92.8171768707483
181.0,93.03826530612245
182.0,93.2593537414966
183.0,93.48044217687075
184.0,93.70153061224491
185.0,94.20374149659864
186.0,99.98101265822785
187.0,99.93881856540085
188.0,99.89662447257385
189.0,99.85443037974684
190.0,99.81223628691984
191.0,99.77004219409282
192.0,99.72784810126582
193.0,99.68565400843882
194.0,99.64345991561181
195.0,99.60126582278481
196.0,99.55907172995781
197.0,99.5168776371308
198.0,99.4746835443038
199.0,99.4324894514768
200.0,99.3902953586498
201.0,99.34810126582279
202.0,99.30590717299579
203.0,99.26371308016878
204.0,99.22151898734178
205.0,99.17932489451476
206.0,99.13713080168776
207.0,99.09493670886076
208.0,99.05274261603375
209.0,98.01181434599155
210.0,90.92142857142856
211.0,90.77857142857142
212.0,90.63571428571429
213.0,93.83214285714286
214.0,98.0
215.0,98.0
216.0,98.0
217.0,98.0
218.0,98.0
219.0,98.0
220.0,98.0
221.0,98.0
222.0,98.0
223.0,98.0
224.0,98.0
225.0,97.8
226.0,84.97575757575757
227.0,76.17933899433899
228.0,60.64849012775842
229.0,57.47662601626016
230.0,57.2530487804878
231.0,57.02947154471544
232.0,56.80589430894308
233.0,56.58231707317073
234.0,56.358739837398375
235.0,56.13516260162602
236.0,55.91158536585366
237.0,55.6880081300813
238.0,55.46443089430894
239.0,55.24085365853658
240.0,55.017276422764226
241.0,54.79369918699187
242.0,54.57012195121952
243.0,54.34654471544716
244.0,54.1229674796748
245.0,52.02439024390244
246.0,51.34146341463414
247.0,50.853658536585364
248.0,50.36585365853658
249.0,49.8780487804878
250.0,49.390243902439025
251.0,48.90243902439024
252.0,48.41463414634146
253.0,42.80976211984343
254.0,38.2746913580247
255.0,38.21296296296297
256.0,38.151234567901234
257.0,38.089506172839506
258.0,38.027777777777786
259.0,37.96604938271605
260.0,37.90432098765432
261.0,37.842592592592595
262.0,37.78086419753087
263.0,37.71913580246914
264.0,37.657407407407405
265.0,37.595679012345684
266.0,37.533950617283956
267.0,37.47222222222222
268.0,37.410493827160494
269.0,38.44395061728395
270.0,46.859375
271.0,51.581339285714286
272.0,63.12944408532644
273.0,63.74434389140272
274.0,63.925339366515836
275.0,64.10633484162896
276.0,64.28733031674207
277.0,64.46832579185521
278.0,64.64932126696831
279.0,64.83031674208145
280.0,65.01131221719456
281.0,65.1923076923077
282.0,65.3733031674208
283.0,65.55429864253395
284.0,65.73529411764706
285.0,65.9162895927602
286.0,66.0972850678733
287.0,66.27828054298644
288.0,66.45927601809954
289.0,66.64027149321268
290.0,66.82126696832579
291.0,67.00226244343892
292.0,67.18325791855203
293.0,67.36425339366517
294.0,72.45344587539157
295.0,75.06213017751479
296.0,75.12130177514794
297.0,75.18047337278105
298.0,75.2396449704142
299.0,75.29881656804733
300.0,75.35798816568048
301.0,75.4171597633136
302.0,75.47633136094676
303.0,75.53550295857988
304.0,75.59467455621301
305.0,75.65384615384616
306.0,75.71301775147928
307.0,75.77218934911244
308.0,75.83136094674556
309.0,75.8905325443787
310.0,75.94970414201183
311.0,71.09644970414202
312.0,66.0
313.0,66.0
314.0,66.0
315.0,66.0
316.0,66.0
317.0,66.0
318.0,66.0
319.0,66.0
320.0,66.0
321.0,66.0
322.0,66.0
323.0,66.0
324.0,66.0
325.0,66.0
326.0,66.0
327.0,66.0
328.0,66.0
329.0,66.0
330.0,66.0
331.0,66.0
332.0,66.0
333.0,66.0
334.0,66.0
335.0,55.13974358974359
336.0,52.31730769230769
337.0,50.434615384615384
338.0,44.796875
339.0,44.42755681818182
340.0,44.05823863636364
341.0,43.68892045454545
342.0,43.31960227272727
343.0,42.950284090909086
344.0,42.58096590909091
345.0,42.21164772727273
346.0,41.84232954545455
347.0,41.47301136363636
348.0,41.10369318181818
349.0,40.734375
350.0,40.36505681818182
351.0,39.99573863636364
352.0,39.62642045454545
353.0,39.25710227272727
354.0,38.887784090909086
355.0,35.855397727272724
356.0,31.0
357.0,31.0
358.0,31.0
359.0,31.0
360.0,46.60918668035396
361.0,91.77792420095422
362.0,98.7731884057971
363.0,98.7683574879227
364.0,98.7635265700483
365.0,98.75869565217391
366.0,98.75386473429951
367.0,98.74903381642511
368.0,98.74420289855072
369.0,98.73937198067632
370.0,98.73454106280192
371.0,98.72971014492754
372.0,98.72487922705314
373.0,98.72004830917874
374.0,98.71521739130435
375.0,98.71038647342996
376.0,98.70555555555555
377.0,98.70072463768116
378.0,98.69589371980678
379.0,98.69106280193236
380.0,98.68623188405797
381.0,98.68140096618359
382.0,98.67657004830917
383.0,98.67173913043479
384.0,94.91739130434783
385.0,87.23333333333333
386.0,87.0
387.0,87.0
388.0,87.0
389.0,87.0
390.0,87.0
391.0,87.0
392.0,89.24458333333334
393.0,93.0
394.0,93.0
395.0,94.07000000000001
396.0,98.88
397.0,99.0
398.0,99.0
399.0,99.0
400.0,99.0
401.0,99.0
402.0,99.0
403.0,99.0
404.0,99.0
405.0,99.0
406.0,99.0
407.0,99.0
408.0,99.0
409.0,99.0
410.0,99.0
411.0,99.0
412.0,99.0
413.0,99.0
414.0,99.0
415.0,99.0
416.0,99.0
417.0,99.0
418.0,99.0
419.0,99.0
420.0,99.0
421.0,99.0
422.0,99.0
423.0,99.0
424.0,99.0
425.0,99.0
426.0,99.0
427.0,99.0
428.0,99.0
429.0,99.0
430.0,99.0
431.0,99.0
432.0,99.0
433.0,99.0
434.0,99.0
435.0,99.0
436.0,99.0
437.0,99.0
438.0,99.0
439.0,99.0
440.0,99.0
441.0,99.0
442.0,99.0
443.0,99.0
444.0,99.0
445.0,99.0
446.0,99.0
447.0,99.0
448.0,99.0
449.0,99.0
450.0,99.0
451.0,99.0
452.0,99.0
453.0,99.0
454.0,99.0
455.0,99.0
456.0,99.0
457.0,99.0
458.0,99.0
459.0,99.0
460.0,99.0
461.0,99.0
462.0,99.0
463.0,99.0
464.0,99.0
465.0,92.28113225785005
466.0,78.86204151240915
467.0,63.52122899159664
468.0,54.16517857142857
469.0,44.549107142857146
470.0,30.087595466863764
471.0,22.0
472.0,22.0
473.0,22.0
474.0,21.4
475.0,12.6625
476.0,11.9125
477.0,1.5672029702970298
478.0,-1.0426980198019802
479.0,-1.0798267326732673
480.0,-1.1169554455445545
481.0,-1.1540841584158417
482.0,-1.1912128712871286
483.0,-1.2283415841584158
484.0,-1.2654702970297032
485.0,-1.30259900990099
486.0,-1.339727722772277
487.0,-1.3768564356435644
488.0,-1.4139851485148516
489.0,-1.4511138613861385
490.0,-1.4882425742574257
491.0,-1.5253712871287128
492.0,-1.5625
493.0,-1.599628712871287
494.0,-1.6367574257425743
495.0,-1.6738861386138613
496.0,-1.7110148514851484
497.0,-1.7481435643564356
498.0,-1.785272277227723
499.0,-1.8224009900990097
500.0,-1.8595297029702968
501.0,-1.8966584158415842
502.0,-1.9337871287128714
503.0,-1.9709158415841586
504.0,-2.0080445544554455
505.0,-2.0451732673267324
506.0,-2.08230198019802
507.0,-2.119430693069307
508.0,-2.1565594059405937
509.0,-2.193688118811881
510.0,-2.2308168316831685
511.0,-2.2679455445544554
512.0,-2.3050742574257423
513.0,-2.3422029702970297
514.0,-2.3793316831683167
515.0,-2.416460396039604
516.0,-2.453589108910891
517.0,-3.6396039603960397
518.0,-10.785714285714286
519.0,-12.214285714285714
520.0,-24.966666666666665
521.0,-39.60242825607064
522.0,-40.134105960264904
523.0,-40.23344370860927
524.0,-40.33278145695364
525.0,-40.432119205298015
526.0,-40.53145695364238
527.0,-40.63079470198675
528.0,-40.730132450331126
529.0,-40.829470198675494
530.0,-40.92880794701987
531.0,-41.02814569536424
532.0,-41.12748344370861
533.0,-41.22682119205298
534.0,-41.32615894039735
535.0,-41.425496688741724
536.0,-47.02859881491809
537.0,-50.57105263157895
538.0,-51.11491228070175
539.0,-51.65877192982456
540.0,-52.20263157894736
541.0,-52.74649122807017
542.0,-53.290350877192985
543.0,-53.83421052631579
544.0,-54.378070175438594
545.0,-54.9219298245614
546.0,-60.6875
547.0,-61.104166666666664
548.0,-61.520833333333336
549.0,-61.9375
550.0,-62.354166666666664
551.0,-62.770833333333336
552.0,-63.1875
553.0,-63.604166666666664
554.0,-68.17371794871795
555.0,-75.38461538461539
556.0,-75.8974358974359
557.0,-76.41025641025641
558.0,-78.6423076923077
559.0,-94.86
560.0,-98.0
561.0,-98.0
562.0,-98.0
563.0,-98.0
564.0,-98.0
565.0,-98.0
566.0,-98.0
567.0,-98.0
