Time(sec),AJE5OG666CBAC
145.0,-99.49784688995216
146.0,-99.5
147.0,-99.5
148.0,-99.5
149.0,-99.5
150.0,-99.5
151.0,-99.5
152.0,-99.5
153.0,-99.5
154.0,-99.5
155.0,-94.26764705882354
156.0,-86.59393382352941
157.0,-84.25
158.0,-83.625
159.0,-83.0
160.0,-82.375
161.0,-79.003125
162.0,-78.66666666666667
163.0,-78.66666666666667
164.0,-78.66666666666667
165.0,-78.66666666666667
166.0,-78.66666666666667
167.0,-77.2715158045977
168.0,-74.08620689655172
169.0,-74.19396551724138
170.0,-74.30172413793103
171.0,-74.40948275862068
172.0,-74.51724137931035
173.0,-74.625
174.0,-74.73275862068965
175.0,-74.84051724137932
176.0,-74.94827586206897
177.0,-75.05280172413794
178.0,-75.11799568965517
179.0,-75.171875
180.0,-75.22575431034483
181.0,-75.27963362068965
182.0,-75.33351293103449
183.0,-75.38739224137932
184.0,-75.44127155172414
185.0,-75.49515086206897
186.0,-75.5490301724138
187.0,-75.60290948275862
188.0,-75.65678879310344
189.0,-75.71066810344828
190.0,-75.76454741379311
191.0,-75.81842672413794
192.0,-75.87230603448276
193.0,-75.92618534482759
194.0,-75.98006465517241
195.0,-76.03394396551724
196.0,-76.08782327586206
197.0,-76.14170258620689
198.0,-76.19558189655172
199.0,-76.24946120689656
200.0,-76.30334051724138
201.0,-76.3572198275862
202.0,-76.41109913793103
203.0,-76.46497844827586
204.0,-79.69946120689656
205.0,-80.5
206.0,-80.5
207.0,-80.5
208.0,-80.5
209.0,-80.5
210.0,-85.91666666666666
211.0,-97.5
212.0,-97.5
213.0,-97.5
214.0,-97.5
215.0,-97.49987553932957
216.0,-97.49881762363093
217.0,-97.49757301692665
218.0,-97.49632841022238
219.0,-97.49508380351809
220.0,-97.49383919681381
221.0,-97.49259459010952
222.0,-97.49134998340524
223.0,-97.49010537670097
224.0,-97.48886076999668
225.0,-97.4876161632924
226.0,-97.48637155658813
227.0,-97.48512694988383
228.0,-97.48388234317956
229.0,-97.48263773647527
230.0,-97.48139312977099
231.0,-97.48014852306672
232.0,-97.47890391636243
233.0,-97.47765930965815
234.0,-97.47641470295386
235.0,-97.47517009624958
236.0,-97.47392548954531
237.0,-97.47268088284102
238.0,-97.47143627613674
239.0,-97.47019166943247
240.0,-97.46894706272818
241.0,-97.46770245602389
242.0,-97.46645784931961
243.0,-97.46521324261533
244.0,-97.46396863591106
245.0,-97.46272402920677
246.0,-97.46147942250249
247.0,-97.4602348157982
248.0,-97.45899020909393
249.0,-97.45774560238965
250.0,-97.45650099568536
251.0,-97.45525638898108
252.0,-97.45401178227681
253.0,-97.45276717557252
254.0,-97.45152256886823
255.0,-97.45027796216395
256.0,-97.44903335545968
257.0,-97.4477887487554
258.0,-97.44654414205111
259.0,-97.44529953534683
260.0,-97.44405492864254
261.0,-97.44281032193827
262.0,-97.44156571523399
263.0,-97.4403211085297
264.0,-97.43907650182543
265.0,-97.43783189512115
266.0,-97.43658728841686
267.0,-97.43534268171257
268.0,-97.4340980750083
269.0,-97.43285346830402
270.0,-97.43160886159974
271.0,-97.43036425489545
272.0,-97.42911964819118
273.0,-97.42787504148689
274.0,-97.42663043478261
275.0,-97.42538582807832
276.0,-97.42414122137404
277.0,-97.42289661466977
278.0,-97.42157733156323
279.0,-97.41934948556256
280.0,-97.416860272154
281.0,-97.41437105874544
282.0,-97.41188184533686
283.0,-97.40939263192831
284.0,-97.40690341851975
285.0,-97.40441420511118
286.0,-97.40192499170261
287.0,-97.39943577829406
288.0,-97.39702124128776
289.0,-97.39551526717557
290.0,-97.39427066047129
291.0,-97.393026053767
292.0,-97.39178144706273
293.0,-97.3906115167607
294.0,-97.3903501493528
295.0,-97.3903501493528
296.0,-97.3903501493528
297.0,-97.3903501493528
298.0,-97.3903501493528
299.0,-97.3903501493528
300.0,-97.3903501493528
301.0,-97.3903501493528
302.0,-97.3903501493528
303.0,-97.39027547295055
304.0,-97.38929223365417
305.0,-97.38804762694988
306.0,-97.3868030202456
307.0,-97.38555841354132
308.0,-97.38431380683704
309.0,-97.38306920013277
310.0,-97.38182459342848
311.0,-97.3805799867242
312.0,-97.37933538001991
313.0,-97.37809077331563
314.0,-97.37684616661134
315.0,-97.37560155990707
316.0,-97.37435695320279
317.0,-97.37311234649852
318.0,-97.37186773979423
319.0,-97.37062313308994
320.0,-97.36937852638566
321.0,-97.36813391968138
322.0,-97.36688931297711
323.0,-97.36564470627282
324.0,-97.36440009956854
325.0,-97.36315549286425
326.0,-97.36191088615998
327.0,-97.36066627945569
328.0,-97.35942167275141
329.0,-97.35817706604713
330.0,-97.35693245934286
331.0,-97.35568785263857
332.0,-97.35444324593428
333.0,-97.35319863923
334.0,-97.35195403252573
335.0,-97.35070942582145
336.0,-97.34946481911716
337.0,-97.34822021241288
338.0,-97.3469756057086
339.0,-97.34573099900432
340.0,-97.34448639230003
341.0,-97.34324178559575
342.0,-97.34199717889148
343.0,-97.3407525721872
344.0,-97.33950796548291
345.0,-97.33826335877862
346.0,-97.33701875207434
347.0,-97.33577414537007
348.0,-97.33452953866578
349.0,-97.3332849319615
350.0,-97.33204032525722
351.0,-97.33079571855293
352.0,-97.32955111184864
353.0,-97.32830650514437
354.0,-97.32706189844009
355.0,-97.32581729173582
356.0,-97.32457268503154
357.0,-97.32332807832725
358.0,-97.32208347162296
359.0,-97.32083886491868
360.0,-97.31959425821441
361.0,-97.31834965151012
362.0,-97.31710504480584
363.0,-97.31586043810157
364.0,-97.31461583139728
365.0,-97.31337122469299
366.0,-97.31212661798871
367.0,-97.31088201128443
368.0,-97.30963740458016
369.0,-97.30839279787588
370.0,-97.30714819117159
371.0,-97.3059035844673
372.0,-97.30465897776303
373.0,-97.30341437105875
374.0,-97.30216976435446
375.0,-97.30092515765018
376.0,-97.29968055094591
377.0,-97.29843594424162
378.0,-97.29719133753733
379.0,-97.29594673083305
380.0,-97.29470212412878
381.0,-97.2934575174245
382.0,-97.29221291072022
383.0,-97.29096830401593
384.0,-97.28972369731164
385.0,-97.28847909060737
386.0,-97.28723448390308
387.0,-97.2859898771988
388.0,-97.28474527049453
389.0,-97.28350066379025
390.0,-97.28225605708596
391.0,-97.28101145038167
392.0,-97.2797668436774
393.0,-97.27852223697312
394.0,-97.27727763026884
395.0,-97.27603302356455
396.0,-97.27478841686028
397.0,-97.27354381015599
398.0,-97.27229920345171
399.0,-97.27105459674742
400.0,-97.26980999004314
401.0,-97.26856538333887
402.0,-97.26732077663459
403.0,-97.2660761699303
404.0,-97.26483156322601
405.0,-97.26357451045469
406.0,-97.26153335545968
407.0,-97.25904414205111
408.0,-97.25655492864254
409.0,-97.25406571523398
410.0,-97.25157650182543
411.0,-97.24908728841686
412.0,-97.2465980750083
413.0,-97.24418353800199
414.0,-97.2434865582476
415.0,-97.2434865582476
416.0,-97.2434865582476
417.0,-97.2434865582476
418.0,-97.2434865582476
419.0,-97.2434865582476
420.0,-97.2434865582476
421.0,-97.24341188184533
422.0,-97.24242864254896
423.0,-97.24118403584467
424.0,-97.23993942914039
425.0,-97.2386948224361
426.0,-97.23745021573183
427.0,-97.23620560902755
428.0,-97.23496100232327
429.0,-97.23371639561898
430.0,-97.2324717889147
431.0,-97.23122718221042
432.0,-97.22998257550614
433.0,-97.22873796880187
434.0,-97.22749336209758
435.0,-97.2262487553933
436.0,-97.22500414868901
437.0,-97.22375954198473
438.0,-97.22251493528044
439.0,-97.22127032857617
440.0,-97.22002572187189
441.0,-97.21878111516762
442.0,-97.21753650846333
443.0,-97.21629190175904
444.0,-97.21504729505476
445.0,-97.21380268835048
446.0,-97.21255808164621
447.0,-97.21131347494192
448.0,-97.21006886823764
449.0,-97.20882426153335
450.0,-97.20757965482908
451.0,-97.20633504812479
452.0,-97.20509044142051
453.0,-97.20384583471623
454.0,-97.20260122801196
455.0,-97.20135662130767
456.0,-97.20011201460338
457.0,-97.1988674078991
458.0,-97.19762280119483
459.0,-97.19637819449055
460.0,-97.19513358778626
461.0,-97.19388898108198
462.0,-97.19264437437769
463.0,-97.19139976767342
464.0,-97.19015516096913
465.0,-97.18891055426485
466.0,-97.18766594756057
467.0,-97.1864213408563
468.0,-97.18517673415201
469.0,-97.18393212744772
470.0,-97.18268752074344
471.0,-97.18144291403917
472.0,-97.18019830733488
473.0,-97.1789537006306
474.0,-97.17770909392632
475.0,-97.17646448722203
476.0,-97.17521988051776
477.0,-97.17397527381347
478.0,-97.17273066710919
479.0,-97.17148606040492
480.0,-97.17024145370064
481.0,-97.16899684699635
482.0,-97.16775224029206
483.0,-97.16650763358778
484.0,-97.16526302688351
485.0,-97.16401842017922
486.0,-97.16277381347494
487.0,-97.16152920677067
488.0,-97.16028460006638
489.0,-97.1590399933621
490.0,-97.15779538665781
491.0,-97.15655077995353
492.0,-97.15530617324926
493.0,-97.15406156654498
494.0,-97.15281695984069
495.0,-97.1515723531364
496.0,-97.15032774643213
497.0,-97.14908313972785
498.0,-97.14783853302356
499.0,-97.14659392631928
500.0,-97.14534931961501
501.0,-97.14410471291072
502.0,-97.14286010620644
503.0,-97.14161549950215
504.0,-97.14037089279788
505.0,-97.1391262860936
506.0,-97.13786923332228
507.0,-97.13582807832725
508.0,-97.13333886491868
509.0,-97.13084965151013
510.0,-97.12836043810157
511.0,-96.64267960592365
512.0,-91.84735202492212
513.0,-91.03738317757009
514.0,-90.22741433021807
515.0,-89.41744548286604
516.0,-88.61152647975078
517.0,-87.18504672897197
518.0,-85.0
519.0,-85.0
520.0,-85.0
521.0,-85.0
522.0,-85.0
523.0,-85.0
524.0,-80.2256
525.0,-79.104
526.0,-79.184
527.0,-79.264
528.0,-79.34400000000001
529.0,-79.424
530.0,-82.74199999999999
531.0,-86.0
532.0,-86.0
533.0,-86.0
534.0,-86.0
535.0,-88.01666666666667
536.0,-97.0
537.0,-97.0
538.0,-97.0
539.0,-96.99965675057209
540.0,-96.95881006864988
541.0,-96.89016018306636
542.0,-96.82151029748283
543.0,-96.75286041189932
544.0,-96.6842105263158
545.0,-96.61556064073227
546.0,-96.54691075514874
547.0,-96.47826086956522
548.0,-96.42505720823799
549.0,-96.39073226544622
550.0,-96.35640732265446
551.0,-96.32208237986269
552.0,-96.28775743707094
553.0,-96.25343249427917
554.0,-96.21910755148741
555.0,-96.18478260869566
556.0,-96.15045766590389
557.0,-96.11613272311213
558.0,-96.08180778032036
559.0,-96.0474828375286
560.0,-96.01315789473685
561.0,-95.97883295194508
562.0,-95.94450800915332
563.0,-95.91018306636155
564.0,-95.8758581235698
565.0,-95.84153318077804
566.0,-95.80720823798626
567.0,-95.7728832951945
568.0,-95.73855835240275
569.0,-95.70423340961098
570.0,-95.66990846681922
571.0,-95.63558352402745
572.0,-95.6012585812357
573.0,-95.56693363844394
574.0,-95.53260869565217
575.0,-91.23121027205696
576.0,-85.68518518518519
577.0,-85.31481481481481
578.0,-85.02222222222221
579.0,-85.0
580.0,-85.0
581.0,-85.0
582.0,-85.0
583.0,-85.0
584.0,-85.0
585.0,-85.0
586.0,-85.0
587.0,-85.0
588.0,-85.0
589.0,-85.0
590.0,-85.0
591.0,-85.0
592.0,-85.0
593.0,-85.0
594.0,-85.0
595.0,-85.0
596.0,-85.0
597.0,-85.0
598.0,-85.0
599.0,-85.0
600.0,-85.0
