Time(sec),A3BPENSX5EVJ2
283.0,55.952220077220076
284.0,56.502413127413135
285.0,57.05260617760619
286.0,57.60279922779923
287.0,58.15299227799228
288.0,58.70318532818533
289.0,59.25337837837837
290.0,59.80357142857143
291.0,60.35376447876448
292.0,60.90395752895754
293.0,61.454150579150586
294.0,62.00434362934364
295.0,62.55453667953668
296.0,63.104729729729726
297.0,63.654922779922785
298.0,64.20511583011583
299.0,64.75530888030889
300.0,65.30550193050193
301.0,65.85569498069499
302.0,66.40588803088804
303.0,66.95608108108108
304.0,67.50627413127413
305.0,68.05646718146718
306.0,68.60666023166023
307.0,69.15685328185329
308.0,69.70704633204635
309.0,70.25723938223939
310.0,70.80743243243244
311.0,71.35762548262548
312.0,71.90781853281854
313.0,72.45801158301158
314.0,73.00820463320464
315.0,73.55839768339769
316.0,74.10859073359073
317.0,74.65878378378379
318.0,75.20897683397683
319.0,75.75916988416989
320.0,76.30936293436294
321.0,76.85955598455598
322.0,77.40974903474904
323.0,77.95994208494209
324.0,78.51013513513514
325.0,79.06032818532819
326.0,79.61052123552125
327.0,80.16071428571429
328.0,80.71090733590734
329.0,81.26110038610038
330.0,81.81129343629344
331.0,82.36148648648648
332.0,82.91167953667954
333.0,83.4618725868726
334.0,84.01206563706565
335.0,84.56225868725869
336.0,85.11245173745174
337.0,85.66264478764478
338.0,86.21283783783784
339.0,86.7630308880309
340.0,87.31322393822394
341.0,87.863416988417
342.0,88.41361003861005
343.0,88.96380308880309
344.0,89.51399613899613
345.0,90.0641891891892
346.0,90.61438223938224
347.0,91.1645752895753
348.0,91.71476833976834
349.0,92.2649613899614
350.0,92.81515444015444
351.0,93.36534749034749
352.0,93.91554054054055
353.0,94.46573359073359
354.0,95.01592664092665
355.0,95.5661196911197
356.0,96.11631274131274
357.0,96.6665057915058
358.0,97.21669884169884
359.0,97.7668918918919
360.0,98.31708494208495
361.0,98.86727799227799
362.0,98.46779279279279
363.0,87.38342803030304
364.0,88.13147095959596
365.0,90.27477904040404
366.0,92.41808712121212
367.0,94.56139520202021
368.0,96.70470328282829
369.0,98.84801136363636
370.0,95.57644980019981
371.0,16.3625
372.0,3.4
373.0,-4.675
374.0,-10.95
375.0,-15.95
376.0,-22.65
377.0,-30.5
378.0,-39.18777777777778
379.0,-44.06115485564304
380.0,-44.937795275590545
381.0,-45.81443569553805
382.0,-46.69107611548556
383.0,-47.567716535433064
384.0,-48.44435695538057
385.0,-49.320997375328076
386.0,-50.19763779527558
387.0,-51.07427821522309
388.0,-51.9509186351706
389.0,-52.8275590551181
390.0,-53.704199475065614
391.0,-54.58083989501311
392.0,-55.45748031496063
393.0,-56.334120734908126
394.0,-57.21076115485564
395.0,-58.08740157480315
396.0,-58.96404199475065
397.0,-59.840682414698165
398.0,-60.717322834645664
399.0,-61.59396325459318
400.0,-62.470603674540676
401.0,-63.34724409448819
402.0,-64.2238845144357
403.0,-65.1005249343832
404.0,-65.97716535433071
405.0,-66.85380577427821
406.0,-67.73044619422572
407.0,-68.60708661417323
408.0,-69.48372703412073
409.0,-70.36036745406824
410.0,-71.23700787401575
411.0,-72.11364829396325
412.0,-72.99028871391076
413.0,-73.86692913385826
414.0,-74.74356955380577
415.0,-75.62020997375328
416.0,-76.49685039370078
417.0,-77.37349081364829
418.0,-78.2501312335958
419.0,-79.1267716535433
420.0,-80.00341207349081
421.0,-80.88005249343831
422.0,-81.75669291338582
423.0,-82.63333333333333
424.0,-83.50997375328083
425.0,-84.38661417322835
426.0,-85.26325459317584
427.0,-86.13989501312335
428.0,-87.01653543307086
429.0,-87.89317585301838
430.0,-88.76981627296587
431.0,-89.64645669291339
432.0,-90.52309711286088
433.0,-91.3997375328084
434.0,-92.2763779527559
435.0,-93.15301837270341
436.0,-94.0296587926509
437.0,-94.90629921259843
438.0,-95.78293963254592
439.0,-96.65958005249344
440.0,-97.53622047244093
441.0,-98.41286089238845
442.0,-98.57850393700787
443.0,-92.52380952380952
444.0,-80.5895571095571
445.0,-55.04208513708513
446.0,-34.69087301587302
447.0,-21.697190476190478
448.0,-13.56749837977965
449.0,-10.43745949449125
450.0,-11.020738820479584
451.0,-11.604018146467919
452.0,-12.187297472456255
453.0,-12.770576798444589
454.0,-13.353856124432923
455.0,-13.937135450421257
456.0,-14.520414776409591
457.0,-15.103694102397927
458.0,-15.686973428386262
459.0,-16.270252754374596
460.0,-16.85353208036293
461.0,-17.436811406351264
462.0,-18.020090732339597
463.0,-18.603370058327933
464.0,-19.18664938431627
465.0,-19.7699287103046
466.0,-20.353208036292934
467.0,-20.93648736228127
468.0,-21.519766688269605
469.0,-22.103046014257938
470.0,-22.686325340246274
471.0,-23.269604666234606
472.0,-23.852883992222942
473.0,-24.43616331821128
474.0,-25.01944264419961
475.0,-25.602721970187947
476.0,-26.18600129617628
477.0,-26.769280622164615
478.0,-27.352559948152948
479.0,-27.935839274141284
480.0,-28.519118600129616
481.0,-29.102397926117952
482.0,-29.685677252106284
483.0,-30.268956578094624
484.0,-30.852235904082953
485.0,-31.435515230071292
486.0,-32.018794556059625
487.0,-32.60207388204796
488.0,-33.18535320803629
489.0,-33.768632534024626
490.0,-34.35191186001296
491.0,-34.93519118600129
492.0,-35.518470511989634
493.0,-36.10174983797796
494.0,-36.6850291639663
495.0,-37.268308489954634
496.0,-37.85158781594297
497.0,-38.4348671419313
498.0,-39.018146467919635
499.0,-39.60142579390797
500.0,-40.18470511989631
501.0,-40.767984445884636
502.0,-41.35126377187298
503.0,-41.93454309786131
504.0,-42.517822423849644
505.0,-43.10110174983798
506.0,-43.68438107582631
507.0,-44.267660401814645
508.0,-44.85093972780298
509.0,-45.43421905379132
510.0,-46.017498379779646
511.0,-46.60077770576798
512.0,-47.18405703175632
513.0,-47.767336357744654
514.0,-48.35061568373298
515.0,-48.933895009721326
516.0,-49.517174335709655
517.0,-50.10045366169799
518.0,-50.68373298768633
519.0,-51.26701231367466
520.0,-51.850291639663
521.0,-52.43357096565133
522.0,-53.01685029163966
523.0,-53.600129617628
524.0,-54.18340894361633
525.0,-54.766688269604664
526.0,-55.349967595593
527.0,-55.933246921581336
528.0,-56.516526247569665
529.0,-57.099805573558
530.0,-57.68308489954634
531.0,-58.26636422553467
532.0,-58.849643551523
533.0,-59.43292287751134
534.0,-60.016202203499674
535.0,-60.59948152948802
536.0,-61.18276085547634
537.0,-61.766040181464675
538.0,-62.34931950745302
539.0,-62.932598833441354
540.0,-63.515878159429676
541.0,-64.09915748541802
542.0,-64.68243681140635
543.0,-65.26571613739468
544.0,-65.84899546338302
545.0,-66.43227478937135
546.0,-67.01555411535969
547.0,-67.59883344134803
548.0,-68.18211276733635
549.0,-68.76539209332469
550.0,-69.34867141931304
551.0,-69.93195074530135
552.0,-70.5152300712897
553.0,-71.09850939727804
554.0,-71.68178872326635
555.0,-72.2650680492547
556.0,-72.84834737524304
557.0,-73.43162670123137
558.0,-74.0149060272197
559.0,-74.59818535320804
560.0,-75.18146467919637
561.0,-75.76474400518471
562.0,-76.34802333117304
563.0,-76.93130265716137
564.0,-77.51458198314971
565.0,-78.09786130913804
566.0,-78.68114063512637
567.0,-79.26441996111471
568.0,-79.84769928710304
569.0,-80.43097861309138
570.0,-81.01425793907971
571.0,-81.59753726506804
572.0,-82.18081659105638
573.0,-82.76409591704473
574.0,-83.34737524303304
575.0,-83.93065456902139
576.0,-84.51393389500973
577.0,-85.09721322099804
578.0,-85.68049254698639
579.0,-86.26377187297473
580.0,-86.84705119896306
581.0,-87.43033052495139
582.0,-88.01360985093973
583.0,-88.59688917692806
584.0,-89.1801685029164
585.0,-89.76344782890473
586.0,-90.34672715489306
587.0,-90.9300064808814
588.0,-91.51328580686973
589.0,-92.09656513285806
590.0,-92.6798444588464
591.0,-93.26312378483473
592.0,-93.84640311082308
593.0,-94.4296824368114
594.0,-95.01296176279973
595.0,-95.59624108878808
596.0,-96.1795204147764
597.0,-96.76279974076473
598.0,-97.34607906675308
599.0,-97.92935839274142
600.0,-98.51263771872974
601.0,-99.09591704471808
602.0,-99.67919637070642
603.0,-100.0
