OriginalName,DatabaseName,Participant,ExternalPID,SessionID,Timestamp,VideoTime,Value
The_Hustle_cut9,18AE7733-0925-4175-A35E-AACE352D821F-1,20561B37-7A01-F8B1-605D-73C05E9558FC,A9DEGNR0707LR,613679B9-D04E-BEAE-7115-4502E9ADAA5A,1592457154506,0,-100
The_Hustle_cut9,18AE7733-0925-4175-A35E-AACE352D821F-1,20561B37-7A01-F8B1-605D-73C05E9558FC,A9DEGNR0707LR,613679B9-D04E-BEAE-7115-4502E9ADAA5A,1592457154461,0,-100
The_Hustle_cut9,18AE7733-0925-4175-A35E-AACE352D821F-1,20561B37-7A01-F8B1-605D-73C05E9558FC,A9DEGNR0707LR,EA7E8C11-688B-D720-9433-09BFA06BC14A,1592457571396,0,-100
The_Hustle_cut9,18AE7733-0925-4175-A35E-AACE352D821F-1,20561B37-7A01-F8B1-605D-73C05E9558FC,A9DEGNR0707LR,EA7E8C11-688B-D720-9433-09BFA06BC14A,1592457571345,0,-100
The_Hustle_cut9,18AE7733-0925-4175-A35E-AACE352D821F-1,20561B37-7A01-F8B1-605D-73C05E9558FC,A9DEGNR0707LR,11568738-BB59-03D7-4CC8-EF5AFE849C80,1592457660622,0,-100
The_Hustle_cut9,18AE7733-0925-4175-A35E-AACE352D821F-1,20561B37-7A01-F8B1-605D-73C05E9558FC,A9DEGNR0707LR,11568738-BB59-03D7-4CC8-EF5AFE849C80,1592457660652,0,-100
The_Hustle_cut9,18AE7733-0925-4175-A35E-AACE352D821F-1,20561B37-7A01-F8B1-605D-73C05E9558FC,A9DEGNR0707LR,11568738-BB59-03D7-4CC8-EF5AFE849C80,1592458323893,460032,-100
The_Hustle_cut9,18AE7733-0925-4175-A35E-AACE352D821F-1,D8670990-6580-D9AC-CB01-873F8D99F74B,A3980M16RUS4K,B7522E0D-08EB-89EF-2DA1-672809059E97,1592458766489,0,-100
The_Hustle_cut9,18AE7733-0925-4175-A35E-AACE352D821F-1,D8670990-6580-D9AC-CB01-873F8D99F74B,A3980M16RUS4K,B7522E0D-08EB-89EF-2DA1-672809059E97,1592458766512,0,-100
The_Hustle_cut9,18AE7733-0925-4175-A35E-AACE352D821F-1,D8670990-6580-D9AC-CB01-873F8D99F74B,A3980M16RUS4K,B7522E0D-08EB-89EF-2DA1-672809059E97,1592458788985,11643,-100
