Time,Value
0.0,-99.98601694915254
116.24433703612276,-99.98601694915254
121.1247560733799,-95.87832999523405
125.7667721111574,-95.87832999523405
127.8474010541538,-99.95289847712269
172.76158441442556,-99.9528984771227
173.99999622523006,-91.80002485048864
173.99999622528097,-91.80002485048857
176.86357392245984,-99.9032258060242
268.8521148339009,-99.90322580602421
270.79898394661154,-96.35714000361277
272.920966437504,-96.35714000361284
274.9209664379341,-74.8887500001897
274.9999974850075,-74.88875000018976
275.99999764499324,-89.5999653552085
276.51891476758067,-89.5999653552085
283.3904152944588,-99.01555714720024
289.81676783347166,-99.01555714720024
293.99999999998835,-83.40595600068036
293.9999999999968,-83.40595600068046
294.99999880340135,-65.01897200182066
294.99999975020324,-65.01897200182187
295.99999999999767,-94.27630999973915
296.5,-94.27630999973944
296.99999557692286,-98.9999582135097
301.94352203672247,-98.99995821351015
303.94351583771464,-85.5192300006147
303.99999566559507,-85.51923000061457
304.99999999901974,-99.39166998656584
305.68561369661177,-99.39166998656609
306.99999589210427,-99.96999821442488
413.6806523741098,-99.96999821442492
416.8129947357794,-70.9965800000523
418.8357937243306,-70.99658000005213
419.99999882290166,-99.30766137477984
419.9999988233943,-99.30766137477949
421.86136752220665,-83.12559733373155
435.8579396417317,-83.12559733373145
437.8621635078187,-53.24444333358224
439.9752671205414,-53.244443333582275
440.99999999994026,-73.49999999918509
444.5,-73.49999999918566
444.9999999999781,-78.69999999977153
449.96409821578817,-78.69999999977121
450.9999999998228,-90.7224999986829
451.9223214283617,-90.72249999868244
452.99999999971567,-99.77499999737528
463.955785680557,-99.7749999973747
464.9999999999919,-83.3216700003477
469.98462392470634,-83.32167000034784
472.5926505082237,-99.99999999991995
619.0,-99.99999999991985
