1,0
0,2
0,3
4,5
6,7
2,8
9,10
11,7
12,13
12,2
14,4
15,7
12,16
13,15
7,0
16,0
17,14
14,7
0,10
6,1
12,7
10,11
16,15
0,11
18,17
14,6
19,10
15,10
6,0
18,4
19,4
14,19
20,6
9,13
11,16
9,5
13,7
0,17
16,8
13,11
7,2
9,20
20,16
5,19
12,14
15,1
4,0
9,7
13,4
11,4
9,4
16,17
3,7
18,14
2,18
17,7
17,12
18,8
3,11
15,12
20,14
3,10
20,0
15,2
14,2
12,1
13,5
9,11
12,4
5,0
8,10
7,4
9,6
7,16
11,6
17,5
20,5
15,19
0,13
6,18
17,6
11,2
10,20
15,20
17,11
18,3
9,8
18,13
9,14
0,8
18,15
14,10
5,14
3,14
14,11
3,6
2,20
13,8
14,0
14,8
13,19
12,10
20,17
16,19
18,7
4,16
20,12
6,10
20,8
20,1
15,6
12,3
17,4
4,2
7,10
16,10
18,19
15,3
5,15
20,7
16,13
8,5
20,3
20,19
17,9
5,12
13,3
14,15
3,16
17,13
2,1
17,19
18,10
2,10
13,10
5,1
16,5
2,19
5,3
6,19
2,5
8,12
11,1
3,2
0,15
2,17
9,0
17,10
20,11
18,16
8,4
4,10
20,4
12,0
11,15
16,6
1,7
12,18
3,17
11,19
0,19
1,14
9,2
3,19
18,20
19,1
17,1
11,12
16,1
15,17
3,1
14,13
9,3
9,19
6,5
18,1
18,5
16,2
20,13
12,9
3,4
18,9
18,0
16,14
4,1
5,10
11,8
15,9
7,8
9,16
19,12
6,8
19,8
4,15
1,10
4,6
13,2
7,19
8,1
8,3
6,13
6,2
8,15
5,11
12,6
8,17
1,13
9,1
18,11
5,7
