"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.A","Input.B","Input.a_start","Input.a_end","Input.b_start","Input.b_end","Answer.choice","Approve","Reject"
"3X0EMNLXEP3KTWNGQ6OF6CX885UVPI","34S6YYW6IU5MN1EL7Y6QKL151ZKSBA","Movie clip violence comparison (WARNING: This HIT may contain adult content. Worker discretion is advised.)","Choose the video clip with the least amount of portrayed violence","violence, comparison","$0.25","Sat Jun 13 05:57:13 PDT 2020","1","BatchId:4078107;OriginalHitTemplateId:920937340;","1200","345600","Sat Jun 20 05:57:13 PDT 2020","","","3U4J9857OFPJ0WJ4F580TY82MEU7BP","AVQ079S6QO1BW","Submitted","Sat Jun 13 05:57:43 PDT 2020","Sat Jun 13 05:59:46 PDT 2020","Wed Jun 17 05:59:46 PDT 2020","","","","123","0% (0/0)","0% (0/0)","0% (0/0)","https://sail.usc.edu/movie_violence_annotation/triplet_annotation_clips/The_Hustle_cut6_s243.0e338.0.mp4","https://sail.usc.edu/movie_violence_annotation/triplet_annotation_clips/The_Peanut_Butter_Falcon_cut7_s108.0e198.0.mp4","247.0","340.0","110.0","197.0","optionB"
"3HKIF5DF6YBGJCHEKMTWKLUJGMOG9J","34S6YYW6IU5MN1EL7Y6QKL151ZKSBA","Movie clip violence comparison (WARNING: This HIT may contain adult content. Worker discretion is advised.)","Choose the video clip with the least amount of portrayed violence","violence, comparison","$0.25","Sat Jun 13 05:57:25 PDT 2020","1","BatchId:4078107;OriginalHitTemplateId:920937340;","1200","345600","Sat Jun 20 05:57:25 PDT 2020","","","34QN5IT0T05MGNLDRU3HNH8E6U380R","AVIEE6LDH0BT5","Submitted","Sat Jun 13 05:58:56 PDT 2020","Sat Jun 13 06:06:44 PDT 2020","Wed Jun 17 06:06:44 PDT 2020","","","","468","0% (0/0)","0% (0/0)","0% (0/0)","https://sail.usc.edu/movie_violence_annotation/triplet_annotation_clips/The_Hustle_cut6_s243.0e338.0.mp4","https://sail.usc.edu/movie_violence_annotation/triplet_annotation_clips/The_Peanut_Butter_Falcon_cut7_s103.0e108.0.mp4","247.0","340.0","108.0","108.0","optionA"
"3LXX8KJXPWN4BPYC8564PU3L78FO9E","34S6YYW6IU5MN1EL7Y6QKL151ZKSBA","Movie clip violence comparison (WARNING: This HIT may contain adult content. Worker discretion is advised.)","Choose the video clip with the least amount of portrayed violence","violence, comparison","$0.25","Sat Jun 13 05:57:13 PDT 2020","1","BatchId:4078107;OriginalHitTemplateId:920937340;","1200","345600","Sat Jun 20 05:57:13 PDT 2020","","","3KRVW3HTZOZ12L7TUXWK25FSLRBMSG","A3P57IUDHUKNCE","Submitted","Sat Jun 13 05:58:09 PDT 2020","Sat Jun 13 06:04:02 PDT 2020","Wed Jun 17 06:04:02 PDT 2020","","","","353","0% (0/0)","0% (0/0)","0% (0/0)","https://sail.usc.edu/movie_violence_annotation/triplet_annotation_clips/The_Hustle_cut6_s243.0e338.0.mp4","https://sail.usc.edu/movie_violence_annotation/triplet_annotation_clips/The_Hustle_cut6_s338.0e361.0.mp4","247.0","340.0","343.0","357.0","optionA"
"3OKP4QVBP2BUOVRJCS7WGG53M46GAY","34S6YYW6IU5MN1EL7Y6QKL151ZKSBA","Movie clip violence comparison (WARNING: This HIT may contain adult content. Worker discretion is advised.)","Choose the video clip with the least amount of portrayed violence","violence, comparison","$0.25","Sat Jun 13 05:57:25 PDT 2020","1","BatchId:4078107;OriginalHitTemplateId:920937340;","1200","345600","Sat Jun 20 05:57:25 PDT 2020","","","3LEP4MGT3HEZH5KE6IBMTQIY8PXDBO","A3AD5YO7CLO4LN","Submitted","Sat Jun 13 05:58:31 PDT 2020","Sat Jun 13 06:09:02 PDT 2020","Wed Jun 17 06:09:02 PDT 2020","","","","631","0% (0/0)","0% (0/0)","0% (0/0)","https://sail.usc.edu/movie_violence_annotation/triplet_annotation_clips/Good_Boys_cut4_s430.0e467.0.mp4","https://sail.usc.edu/movie_violence_annotation/triplet_annotation_clips/The_Hustle_cut6_s0.0e243.0.mp4","432.0","469.0","0.0","245.0","optionA"
"39N6W9XWRD1VKDPMSYLCJ2NAPV9YGQ","34S6YYW6IU5MN1EL7Y6QKL151ZKSBA","Movie clip violence comparison (WARNING: This HIT may contain adult content. Worker discretion is advised.)","Choose the video clip with the least amount of portrayed violence","violence, comparison","$0.25","Sat Jun 13 05:57:13 PDT 2020","1","BatchId:4078107;OriginalHitTemplateId:920937340;","1200","345600","Sat Jun 20 05:57:13 PDT 2020","","","3CCZ6YKWR8XLPZQOTSF748ZG78W59Y","A1OX5KXDZAVQPJ","Submitted","Sat Jun 13 05:57:57 PDT 2020","Sat Jun 13 06:02:40 PDT 2020","Wed Jun 17 06:02:40 PDT 2020","","","","283","0% (0/0)","0% (0/0)","0% (0/0)","https://sail.usc.edu/movie_violence_annotation/triplet_annotation_clips/Good_Boys_cut4_s333.0e340.0.mp4","https://sail.usc.edu/movie_violence_annotation/triplet_annotation_clips/Good_Boys_cut4_s523.0e701.0.mp4","338.0","338.0","525.0","701.0","optionA"
"3E9ZFLPWOY6KGZ57DQZDL0TH227IXW","34S6YYW6IU5MN1EL7Y6QKL151ZKSBA","Movie clip violence comparison (WARNING: This HIT may contain adult content. Worker discretion is advised.)","Choose the video clip with the least amount of portrayed violence","violence, comparison","$0.25","Sat Jun 13 05:57:13 PDT 2020","1","BatchId:4078107;OriginalHitTemplateId:920937340;","1200","345600","Sat Jun 20 05:57:13 PDT 2020","","","323Q6SJS8JU6621WXGG831OHFFIFHH","A3TKUXUTDX6FBF","Submitted","Sat Jun 13 06:07:07 PDT 2020","Sat Jun 13 06:08:04 PDT 2020","Wed Jun 17 06:08:04 PDT 2020","","","","57","100% (41/41)","0% (0/0)","0% (0/0)","https://sail.usc.edu/movie_violence_annotation/triplet_annotation_clips/Good_Boys_cut4_s467.0e480.0.mp4","https://sail.usc.edu/movie_violence_annotation/triplet_annotation_clips/The_Peanut_Butter_Falcon_cut7_s103.0e108.0.mp4","473.0","476.0","108.0","108.0","optionB"
"3XEIP58NL01BBVDSZBKBA11KR6ZLZA","34S6YYW6IU5MN1EL7Y6QKL151ZKSBA","Movie clip violence comparison (WARNING: This HIT may contain adult content. Worker discretion is advised.)","Choose the video clip with the least amount of portrayed violence","violence, comparison","$0.25","Sat Jun 13 05:57:25 PDT 2020","1","BatchId:4078107;OriginalHitTemplateId:920937340;","1200","345600","Sat Jun 20 05:57:25 PDT 2020","","","3RJSC4XJ1183T52BTWWEBXYN44250M","A2JJF5OFND2KL5","Submitted","Sat Jun 13 05:57:31 PDT 2020","Sat Jun 13 06:07:39 PDT 2020","Wed Jun 17 06:07:39 PDT 2020","","","","608","0% (0/0)","0% (0/0)","0% (0/0)","https://sail.usc.edu/movie_violence_annotation/triplet_annotation_clips/Good_Boys_cut4_s35.0e42.0.mp4","https://sail.usc.edu/movie_violence_annotation/triplet_annotation_clips/Good_Boys_cut4_s422.0e430.0.mp4","39.0","40.0","427.0","427.0","optionA"
"3FTID4TN8LCB653N3PISWUSILCVLYJ","34S6YYW6IU5MN1EL7Y6QKL151ZKSBA","Movie clip violence comparison (WARNING: This HIT may contain adult content. Worker discretion is advised.)","Choose the video clip with the least amount of portrayed violence","violence, comparison","$0.25","Sat Jun 13 05:57:13 PDT 2020","1","BatchId:4078107;OriginalHitTemplateId:920937340;","1200","345600","Sat Jun 20 05:57:13 PDT 2020","","","36PW28KO40AZQ1TMWZMA4XGDQJDAEJ","A1W7F4L83SEZXF","Submitted","Sat Jun 13 05:57:55 PDT 2020","Sat Jun 13 06:02:08 PDT 2020","Wed Jun 17 06:02:08 PDT 2020","","","","253","100% (12/12)","100% (12/12)","0% (0/0)","https://sail.usc.edu/movie_violence_annotation/triplet_annotation_clips/Good_Boys_cut4_s28.0e35.0.mp4","https://sail.usc.edu/movie_violence_annotation/triplet_annotation_clips/Good_Boys_cut4_s523.0e701.0.mp4","36.0","37.0","525.0","701.0","optionA"
"3L7SUC0TTU8YFSPNVT8Y4FDN946M0L","34S6YYW6IU5MN1EL7Y6QKL151ZKSBA","Movie clip violence comparison (WARNING: This HIT may contain adult content. Worker discretion is advised.)","Choose the video clip with the least amount of portrayed violence","violence, comparison","$0.25","Sat Jun 13 05:57:25 PDT 2020","1","BatchId:4078107;OriginalHitTemplateId:920937340;","1200","345600","Sat Jun 20 05:57:25 PDT 2020","","","3R5F3LQFV3YM30EJ2555Q21036QOZ2","A9Q29DG9Z39BI","Submitted","Sat Jun 13 06:06:25 PDT 2020","Sat Jun 13 06:09:50 PDT 2020","Wed Jun 17 06:09:50 PDT 2020","","","","205","0% (0/0)","0% (0/0)","0% (0/0)","https://sail.usc.edu/movie_violence_annotation/triplet_annotation_clips/The_Hustle_cut6_s361.0e403.0.mp4","https://sail.usc.edu/movie_violence_annotation/triplet_annotation_clips/The_Hustle_cut6_s403.0e422.0.mp4","363.0","405.0","409.0","417.0","optionA"
"3SR6AEG6W579K9KXC43U42ZB4VMYHP","34S6YYW6IU5MN1EL7Y6QKL151ZKSBA","Movie clip violence comparison (WARNING: This HIT may contain adult content. Worker discretion is advised.)","Choose the video clip with the least amount of portrayed violence","violence, comparison","$0.25","Sat Jun 13 05:57:13 PDT 2020","1","BatchId:4078107;OriginalHitTemplateId:920937340;","1200","345600","Sat Jun 20 05:57:13 PDT 2020","","","3YJ6NA41JCUEOLLGZJFYR8I0UD9PJZ","A3I7ZBU31VKOMC","Submitted","Sat Jun 13 05:59:19 PDT 2020","Sat Jun 13 06:01:19 PDT 2020","Wed Jun 17 06:01:19 PDT 2020","","","","120","100% (3/3)","0% (0/0)","0% (0/0)","https://sail.usc.edu/movie_violence_annotation/triplet_annotation_clips/The_Hustle_cut6_s361.0e403.0.mp4","https://sail.usc.edu/movie_violence_annotation/triplet_annotation_clips/The_Peanut_Butter_Falcon_cut7_s103.0e108.0.mp4","363.0","405.0","108.0","108.0","optionA"
