,A1NRY8F9U4AYE,A3TDR6MXS6UO5,A2YP8M9VHFXZV
333649,,,-83.0
333652,,,-83.0
333656,,,-83.0
333672,,,-83.0
333678,,,-83.33333333333333
333681,,,-83.66666666666667
333683,,,-84.0
333691,,,-84.0
333704,,,-85.0
333705,,,-85.0
333711,,,-85.0
333719,,,-86.0
333742,,,-86.0
333747,,,-86.33333333333333
333749,,,-86.66666666666667
333753,,,-87.0
333761,,,-87.0
333773,,,-87.5
333774,,,-88.0
333776,,,-88.0
333791,,,-88.0
333796,,,-89.0
333799,,,-89.0
333802,,,-89.0
333818,,,-89.0
333827,,,-89.5
333830,,,-90.0
333831,,,-90.0
333836,,,-90.0
333848,,,-92.0
333852,,,-92.0
333858,,,-92.0
333878,,,-92.0
333882,,,-92.5
333888,,,-93.0
333905,,,-93.0
333908,,,-93.0
333917,,,-93.0
333920,,,-93.33333333333333
333925,,,-93.66666666666667
333927,,,-94.0
333947,,,-94.0
333948,,,-94.0
333950,,,-94.5
333959,,,-95.0
333968,,,-95.0
333973,,,-95.33333333333333
333978,,,-95.66666666666667
333981,,,-96.0
333999,,,-96.0
334002,,,-96.0
334003,,,-96.5
334013,,,-97.0
334020,,,-97.0
334025,,,-97.33333333333333
334030,,,-97.66666666666667
334032,,,-98.0
334039,,,-98.0
334050,,,-99.0
334052,,,-99.0
334055,,,-99.0
334056,,,-99.0
334065,,,-100.0
334078,,,-100.0
334082,,,-100.0
334104,,,-100.0
334107,,,-100.0
334131,,,-100.0
334147,,,-100.0
334149,,,-100.0
334172,,,-100.0
334176,,,-100.0
334199,,,-100.0
334205,,,-100.0
334245,,,-100.0
334252,,,-100.0
334296,,,-100.0
334306,,,-100.0
334345,,,-100.0
334350,,,-100.0
334372,,,-100.0
334376,,,-100.0
334398,,,-100.0
334402,,,-100.0
334403,,,-100.0
334404,,,-100.0
334424,,,-100.0
334427,,,-100.0
334451,,,-100.0
334456,,,-100.0
334477,,,-100.0
334480,,,-100.0
334504,,,-100.0
334508,,,-100.0
334529,,,-100.0
334534,,,-100.0
334555,,,-100.0
334559,,,-100.0
334573,,,-100.0
334579,,,-100.0
334597,,,-100.0
334601,,,-100.0
334625,,,-100.0
334628,,,-100.0
334650,,,-100.0
334654,,,-100.0
334676,,,-100.0
334680,,,-100.0
334704,,,-100.0
334708,,,-100.0
334729,,,-100.0
334732,,,-100.0
334756,,,-100.0
334760,,,-100.0
334771,,,-100.0
334776,,,-100.0
334797,,,-100.0
334801,,,-100.0
334824,,,-100.0
334829,,,-100.0
334850,,,-100.0
334857,,,-100.0
334902,,,-100.0
334906,,,-100.0
334929,,,-100.0
334933,,,-100.0
334956,,,-100.0
334960,,,-100.0
334981,,,-100.0
334985,,,-100.0
334997,,,-100.0
335002,,,-100.0
335025,,,-100.0
335028,,,-100.0
335049,,,-100.0
335053,,,-100.0
335076,,,-100.0
335079,,,-100.0
335101,,,-100.0
335106,,,-100.0
335129,,,-100.0
335134,,,-100.0
335155,,,-100.0
335159,,,-100.0
335180,,,-100.0
335184,,,-100.0
335197,,,-100.0
335202,,,-100.0
335223,,,-100.0
335227,,,-100.0
335249,,,-100.0
335253,,,-100.0
335275,,,-100.0
335279,,,-100.0
335301,,,-100.0
335305,,,-100.0
335328,,,-100.0
335333,,,-100.0
335354,,,-100.0
335357,,,-100.0
335381,,,-100.0
335386,,,-100.0
335406,,,-100.0
335411,,,-100.0
335421,,,-100.0
335426,,,-100.0
335449,,,-100.0
335453,,,-100.0
335474,,,-100.0
335478,,,-100.0
335501,,,-100.0
335504,,,-100.0
335527,,,-100.0
335532,,,-100.0
335554,,,-100.0
335557,,,-100.0
335581,,,-100.0
335584,,,-100.0
335606,,,-100.0
335610,,,-100.0
335622,,,-100.0
335629,,,-100.0
335648,,,-100.0
335654,,,-100.0
335675,,,-100.0
335679,,,-100.0
335701,,,-100.0
335705,,,-100.0
335727,,,-100.0
335730,,,-100.0
335753,,,-100.0
335758,,,-100.0
335781,,,-100.0
335784,,,-100.0
335806,,,-100.0
335809,,,-100.0
335834,,,-100.0
335840,,,-100.0
335847,,,-100.0
335853,,,-100.0
335875,,,-100.0
335880,,,-100.0
335926,,,-100.0
335930,,,-100.0
335954,,,-100.0
335963,,,-100.0
335978,,,-100.0
335983,,,-100.0
336006,,,-100.0
336009,,,-100.0
336032,,,-100.0
336037,,,-100.0
336047,,,-100.0
336050,,,-100.0
336073,,,-100.0
336082,,,-100.0
336100,,,-100.0
336104,,,-100.0
336152,,,-100.0
336155,,,-100.0
336178,,,-100.0
336183,,,-100.0
336206,,,-100.0
336211,,,-100.0
336231,,,-100.0
336235,,,-100.0
336258,,,-100.0
336262,,,-100.0
336272,,,-100.0
336277,,,-100.0
336298,,,-100.0
336303,,,-100.0
336326,,,-100.0
336329,,,-100.0
336351,,,-100.0
336355,,,-100.0
336378,,,-100.0
336381,,,-100.0
336404,,,-100.0
336409,,,-100.0
336431,,,-100.0
342821,,,-100.0
342827,,,-100.0
342834,,,-100.0
342862,,,-100.0
342865,,,-100.0
342878,,,-100.0
342882,,,-100.0
342896,,,-100.0
342899,,,-100.0
342914,,,-100.0
342917,,,-100.0
342931,,,-100.0
342934,,,-100.0
342949,,,-100.0
342952,,,-100.0
342967,,,-100.0
342970,,,-100.0
342984,,,-100.0
342987,,,-100.0
343001,,,-100.0
343003,,,-100.0
343020,,,-100.0
343027,,,-100.0
343047,,,-100.0
343049,,,-100.0
343079,,,-100.0
343083,,,-100.0
343095,,,-100.0
343099,,,-100.0
343114,,,-100.0
343118,,,-100.0
343131,,,-100.0
343135,,,-100.0
343149,,,-100.0
343157,,,-100.0
343184,,,-100.0
343197,,,-100.0
343219,,,-100.0
343221,,,-100.0
343236,,,-100.0
343238,,,-100.0
343253,,,-100.0
343260,,,-100.0
343261,,,-100.0
343278,,,-100.0
343280,,,-100.0
343296,,,-100.0
343298,,,-100.0
343313,,,-100.0
343315,,,-100.0
343348,,,-100.0
343351,,,-100.0
343366,,,-100.0
343368,,,-100.0
343383,,,-100.0
343385,,,-100.0
343401,,,-100.0
343402,,,-100.0
343419,,,-100.0
343421,,,-100.0
343435,,,-100.0
343437,,,-100.0
343454,,,-100.0
343455,,,-100.0
343456,,,-100.0
343472,,,-100.0
343476,,,-100.0
343496,,,-100.0
343521,,,-100.0
343531,,,-100.0
343538,,,-100.0
343548,,,-100.0
343555,,,-100.0
343566,,,-100.0
343571,,,-100.0
343584,,,-100.0
343588,,,-100.0
343604,,,-100.0
343608,,,-100.0
343619,,,-100.0
343623,,,-100.0
343637,,,-100.0
343643,,,-100.0
343653,,,-100.0
343657,,,-100.0
343671,,,-100.0
343674,,,-100.0
343678,,,-100.0
343681,,,-100.0
343695,,,-100.0
343699,,,-100.0
343712,,,-100.0
343716,,,-100.0
343730,,,-100.0
343733,,,-100.0
343748,,,-100.0
343752,,,-100.0
343765,,,-100.0
343768,,,-100.0
343783,,,-100.0
343785,,,-100.0
343801,,,-100.0
343804,,,-100.0
343817,,,-100.0
343821,,,-100.0
343835,,,-100.0
343838,,,-100.0
343853,,,-100.0
343855,,,-100.0
343871,,,-100.0
343873,,,-100.0
343889,,,-100.0
343894,,,-100.0
343901,,,-100.0
343903,,,-100.0
343912,,,-100.0
343919,,,-100.0
343930,,,-100.0
343935,,,-100.0
343948,,,-100.0
343952,,,-100.0
343966,,,-100.0
343970,,,-100.0
343999,,,-100.0
344004,,,-100.0
344018,,,-100.0
344020,,,-100.0
344035,,,-100.0
344038,,,-100.0
344052,,,-100.0
344055,,,-100.0
344070,,,-100.0
344073,,,-100.0
344087,,,-100.0
344090,,,-100.0
344104,,,-100.0
344106,,,-100.0
344112,,,-100.0
344114,,,-100.0
344129,,,-100.0
344131,,,-100.0
344147,,,-100.0
344149,,,-100.0
344165,,,-100.0
344167,,,-100.0
344181,,,-100.0
344184,,,-100.0
344199,,,-100.0
344200,,,-100.0
344217,,,-100.0
344219,,,-100.0
344236,,,-100.0
344238,,,-100.0
344253,,,-100.0
344256,,,-100.0
344271,,,-100.0
344275,,,-100.0
344304,,,-100.0
344307,,,-100.0
344323,,,-100.0
344329,,,-100.0
344334,,,-100.0
344929,,,-100.0
344950,,,-100.0
344982,,,-100.0
345000,,,-100.0
345018,,,-100.0
345053,,,-100.0
345071,,,-100.0
345105,,,-100.0
345140,,,-100.0
345147,,,-100.0
345163,,,-100.0
345181,,,-100.0
345198,,,-100.0
345216,,,-100.0
345234,,,-100.0
345252,,,-100.0
345269,,,-100.0
345286,,,-100.0
345304,,,-100.0
345321,,,-100.0
345339,,,-100.0
345356,,,-100.0
345365,,,-100.0
345381,,,-100.0
345399,,,-100.0
345418,,,-100.0
345434,,,-100.0
345452,,,-100.0
345468,,,-100.0
345486,,,-100.0
345504,,,-100.0
345522,,,-100.0
345539,,,-100.0
345555,,,-100.0
345573,,,-100.0
345580,,,-100.0
345598,,,-100.0
345615,,,-100.0
345631,,,-100.0
345650,,,-100.0
345667,,,-100.0
345686,,,-100.0
345703,,,-100.0
345721,,,-100.0
345737,,,-100.0
345755,,,-100.0
345772,,,-100.0
345779,,,-100.0
345797,,,-100.0
345814,,,-100.0
345831,,,-100.0
345849,,,-100.0
345868,,,-100.0
345886,,,-100.0
345902,,,-100.0
345923,,,-100.0
345936,,,-100.0
345971,,,-100.0
345989,,,-100.0
346005,,,-100.0
346012,,,-100.0
346030,,,-100.0
346049,,,-100.0
346065,,,-100.0
346084,,,-100.0
346100,,,-100.0
346118,,,-100.0
346135,,,-100.0
346152,,,-100.0
346170,,,-100.0
346187,,,-100.0
346204,,,-100.0
346213,,,-100.0
346229,,,-100.0
346249,,,-100.0
346264,,,-100.0
346283,,,-100.0
346299,,,-100.0
346317,,,-100.0
346335,,,-100.0
346371,,,-100.0
346387,,,-100.0
346404,,,-100.0
346423,,,-100.0
346429,,,-100.0
346447,,,-100.0
346464,,,-100.0
346481,,,-100.0
346499,,,-100.0
346517,,,-100.0
346534,,,-100.0
346551,,,-100.0
346569,,,-100.0
346586,,,-100.0
346604,,,-100.0
346622,,,-100.0
346644,,,-100.0
346663,,,-100.0
346680,,,-100.0
346698,,,-100.0
346716,,,-100.0
346734,,,-100.0
346750,,,-100.0
346768,,,-100.0
346786,,,-100.0
346821,,,-100.0
346837,,,-100.0
346855,,,-100.0
346862,,,-100.0
346880,,,-100.0
346898,,,-100.0
346916,,,-100.0
346932,,,-100.0
346949,,,-100.0
346966,,,-100.0
346985,,,-100.0
347002,,,-100.0
347019,,,-100.0
347037,,,-100.0
347055,,,-100.0
347062,,,-100.0
347080,,,-100.0
347098,,,-100.0
347131,,,-100.0
347149,,,-100.0
347166,,,-100.0
347183,,,-100.0
347200,,,-100.0
347218,,,-100.0
347235,,,-100.0
347256,,,-100.0
347278,,,-100.0
347295,,,-100.0
349745,,,-100.0
349753,,,-100.0
349799,,,-100.0
349803,,,-100.0
349822,,,-100.0
349828,,,-100.0
349872,,,-100.0
349878,,,-100.0
349923,,,-100.0
349930,,,-100.0
349975,,,-100.0
349981,,,-100.0
350023,,,-100.0
350029,,,-100.0
350074,,,-100.0
350080,,,-100.0
350121,,,-100.0
350127,,,-100.0
350170,,,-100.0
350177,,,-100.0
350219,,,-100.0
350225,,,-100.0
350243,,,-100.0
350250,,,-100.0
350293,,,-100.0
350298,,,-100.0
350341,,,-100.0
350348,,,-100.0
350508,,,-100.0
350516,,,-100.0
350561,,,-100.0
350566,,,-100.0
350612,,,-100.0
350624,,,-100.0
350772,,,-100.0
350778,,,-100.0
350825,,,-100.0
350831,,,-100.0
350936,,,-100.0
350943,,,-100.0
350989,,,-100.0
350995,,,-100.0
351092,,,-100.0
351099,,,-100.0
351278,,,-100.0
351287,,,-100.0
351333,,,-100.0
351337,,,-100.0
351644,,,-100.0
351663,,,-100.0
351841,,,-100.0
351849,,,-100.0
351900,,,-100.0
351906,,,-100.0
352011,,,-100.0
352020,,,-100.0
352069,,,-100.0
352075,,,-100.0
352174,,,-100.0
352186,,,-100.0
352238,,,-100.0
352244,,,-100.0
352292,,,-100.0
352299,,,-100.0
352486,,,-100.0
352493,,,-100.0
352545,,,-100.0
352550,,,-100.0
352602,,,-100.0
352607,,,-100.0
353612,,,-100.0
353621,,,-100.0
353744,,,-100.0
353761,,,-100.0
353768,,,-100.0
353780,,,-100.0
353787,,,-100.0
353800,,,-100.0
353808,,,-100.0
353820,,,-100.0
353827,,,-100.0
353841,,,-100.0
353905,,,-100.0
353922,,,-100.0
353930,,,-100.0
353942,,,-100.0
353947,,,-100.0
353961,,,-100.0
353967,,,-100.0
353981,,,-100.0
354069,,,-100.0
354083,,,-100.0
354089,,,-100.0
354101,,,-100.0
354108,,,-100.0
354121,,,-100.0
354130,,,-100.0
354143,,,-100.0
354226,,,-100.0
354245,,,-100.0
354267,,,-100.0
354279,,,-100.0
354283,,,-100.0
354290,,,-100.0
354302,,,-100.0
354311,,,-100.0
354314,,,-100.0
354321,,,-100.0
354322,,,-100.0
354339,,,-100.0
354374,,,-100.0
354409,,,-100.0
354443,,,-100.0
354461,,,-100.0
354479,,,-100.0
354495,,,-100.0
354510,,,-100.0
354513,,,-100.0
354525,,,-100.0
354531,,,-100.0
354538,,,-100.0
354544,,,-100.0
354552,,,-100.0
354556,,,-100.0
354564,,,-100.0
354570,,,-100.0
354572,,,-100.0
354584,,,-100.0
354590,,,-100.0
354607,,,-100.0
354625,,,-100.0
354643,,,-100.0
354661,,,-100.0
354697,,,-100.0
354730,,,-100.0
354737,,,-100.0
354745,,,-100.0
354754,,,-100.0
354755,,,-100.0
354764,,,-100.0
354772,,,-100.0
354784,,,-100.0
354790,,,-100.0
354807,,,-100.0
354825,,,-100.0
354842,,,-100.0
354858,,,-100.0
354876,,,-100.0
354888,,,-100.0
354904,,,-100.0
354912,,,-100.0
354944,,,-100.0
354948,,,-100.0
354963,,,-100.0
354971,,,-100.0
354989,,,-100.0
355006,,,-100.0
355024,,,-100.0
355040,,,-100.0
355058,,,-100.0
355076,,,-100.0
355094,,,-100.0
355111,,,-100.0
355129,,,-100.0
355145,,,-100.0
355164,,,-100.0
355171,,,-100.0
355188,,,-100.0
355216,,,-100.0
355239,,,-100.0
355257,,,-100.0
355270,,,-100.0
355274,,,-100.0
355285,,,-100.0
355292,,,-100.0
355294,,,-100.0
355311,,,-100.0
355325,,,-100.0
355326,,,-100.0
355345,,,-100.0
355362,,,-100.0
355380,,,-100.0
355386,,,-100.0
355404,,,-100.0
355421,,,-100.0
355439,,,-100.0
355457,,,-100.0
355475,,,-100.0
355490,,,-100.0
355506,,,-100.0
355508,,,-100.0
355516,,,-100.0
355525,,,-100.0
355533,,,-100.0
355543,,,-100.0
355545,,,-100.0
355561,,,-100.0
355579,,,-100.0
355595,,,-100.0
355603,,,-100.0
355622,,,-100.0
355637,,,-100.0
355655,,,-100.0
355660,,,-100.0
355673,,,-100.0
355686,,,-100.0
355690,,,-100.0
355694,,,-100.0
355705,,,-100.0
355708,,,-100.0
355713,,,-100.0
355725,,,-100.0
355733,,,-100.0
355743,,,-100.0
355746,,,-100.0
355760,,,-100.0
355779,,,-100.0
355796,,,-100.0
355820,,,-100.0
355856,,,-100.0
355872,,,-100.0
355908,,,-100.0
355944,,,-100.0
355961,,,-100.0
355977,,,-100.0
355995,,,-100.0
356012,,,-100.0
356020,,,-100.0
356037,,,-100.0
356053,,,-100.0
356072,,,-100.0
356107,,,-100.0
356125,,,-100.0
356155,,,-100.0
356159,,,-100.0
356168,,,-100.0
356177,,,-100.0
356194,,,-100.0
356207,,,-100.0
356211,,,-100.0
356237,,,-100.0
356271,,,-100.0
356288,,,-100.0
356306,,,-100.0
356324,,,-100.0
356340,,,-100.0
356358,,,-100.0
356375,,,-100.0
356394,,,-100.0
356408,,,-100.0
356412,,,-100.0
356418,,,-100.0
356445,,,-100.0
356448,,,-100.0
356452,,,-100.0
356488,,,-100.0
356506,,,-100.0
356521,,,-100.0
356539,,,-100.0
356559,,,-100.0
356593,,,-100.0
356616,,,-100.0
356629,,,-100.0
356639,,,-100.0
356668,,,-100.0
356836,,,-100.0
356850,,,-100.0
356861,,,-100.0
356869,,,-100.0
356880,,,-100.0
356910,,,-100.0
357221,,,-100.0
357251,,,-100.0
357265,,,-100.0
357291,,,-100.0
357501,,,-100.0
357512,,,-100.0
357525,,,-100.0
357551,,,-100.0
357764,,,-100.0
357793,,,-100.0
357823,,,-100.0
357835,,,-100.0
358347,,,-100.0
358357,,,-100.0
358389,,,-100.0
358400,,,-100.0
358422,,,-100.0
358435,,,-100.0
358619,,,-100.0
358636,,,-100.0
358642,,,-100.0
358655,,,-100.0
358662,,,-100.0
358675,,,-100.0
358682,,,-100.0
358695,,,-100.0
358701,,,-100.0
358715,,,-100.0
358723,,,-100.0
358735,,,-100.0
358741,,,-100.0
358755,,,-100.0
358764,,,-100.0
358775,,,-100.0
358782,,,-100.0
358795,,,-100.0
358804,,,-100.0
358817,,,-100.0
358827,,,-100.0
358836,,,-100.0
358921,,,-100.0
358937,,,-100.0
358943,,,-100.0
358957,,,-100.0
358965,,,-100.0
358977,,,-100.0
358983,,,-100.0
358997,,,-100.0
359004,,,-100.0
359017,,,-100.0
359023,,,-100.0
359036,,,-100.0
359045,,,-100.0
359057,,,-100.0
359100,,,-100.0
359121,,,-100.0
359127,,,-100.0
359137,,,-100.0
359142,,,-100.0
359156,,,-100.0
359163,,,-100.0
359177,,,-100.0
359184,,,-100.0
359199,,,-100.0
359205,,,-100.0
359217,,,-100.0
359224,,,-100.0
359236,,,-100.0
359243,,,-100.0
359257,,,-100.0
359265,,,-100.0
359277,,,-100.0
359284,,,-100.0
359297,,,-100.0
359305,,,-100.0
359317,,,-100.0
359324,,,-100.0
359377,,,-100.0
359385,,,-100.0
359397,,,-100.0
359405,,,-100.0
359417,,,-100.0
359423,,,-100.0
359457,,,-100.0
359465,,,-100.0
359477,,,-100.0
359485,,,-100.0
359498,,,-100.0
359621,,,-100.0
359639,,,-100.0
359647,,,-100.0
359658,,,-100.0
359666,,,-100.0
359678,,,-100.0
359687,,,-100.0
359698,,,-100.0
359708,,,-100.0
359737,,,-100.0
359746,,,-100.0
359758,,,-100.0
359823,,,-100.0
359838,,,-100.0
359845,,,-100.0
359859,,,-100.0
359867,,,-100.0
359878,,,-100.0
359885,,,-100.0
359898,,,-100.0
359907,,,-100.0
359918,,,-100.0
360003,,,-100.0
360019,,,-100.0
360029,,,-100.0
360039,,,-100.0
360046,,,-100.0
360059,,,-100.0
360145,,,-100.0
360160,,,-100.0
360168,,,-100.0
360179,,,-100.0
360188,,,-100.0
360199,,,-100.0
360207,,,-100.0
360219,,,-100.0
360229,,,-100.0
360240,,,-100.0
360304,,,-100.0
360320,,,-100.0
360329,,,-100.0
360340,,,-100.0
360347,,,-100.0
360360,,,-100.0
360369,,,-100.0
360380,,,-100.0
360389,,,-100.0
360400,,,-100.0
360409,,,-100.0
360420,,,-100.0
361430,,,-100.0
361444,,,-100.0
361455,,,-100.0
361463,,,-100.0
361472,,,-100.0
361483,,,-100.0
361494,,,-100.0
361503,,,-100.0
361512,,,-100.0
361523,,,-100.0
361535,,,-100.0
361543,,,-100.0
369832,,,-100.0
369849,,,-100.0
369854,,,-100.0
369883,,,-100.0
369886,,,-100.0
369900,,,-100.0
369903,,,-100.0
369918,,,-100.0
369920,,,-100.0
369925,,,-100.0
369927,,,-100.0
369941,,,-100.0
369945,,,-100.0
369959,,,-100.0
369961,,,-100.0
369978,,,-100.0
369980,,,-100.0
369994,,,-100.0
369996,,,-100.0
370012,,,-100.0
370014,,,-100.0
370030,,,-100.0
370032,,,-100.0
370047,,,-100.0
370050,,,-100.0
370064,,,-100.0
370066,,,-100.0
370083,,,-100.0
370085,,,-100.0
370102,,,-100.0
370125,,,-100.0
370142,,,-100.0
370152,,,-100.0
370177,,,-100.0
370183,,,-100.0
370212,,,-100.0
370217,,,-100.0
370247,,,-100.0
370268,,,-100.0
370284,,,-100.0
370288,,,-100.0
370318,,,-100.0
370321,,,-100.0
370334,,,-100.0
370338,,,-100.0
370352,,,-100.0
370356,,,-100.0
370360,,,-100.0
370362,,,-100.0
370377,,,-100.0
370379,,,-100.0
370394,,,-100.0
370397,,,-100.0
370411,,,-100.0
370414,,,-100.0
370429,,,-100.0
370431,,,-100.0
370447,,,-100.0
370449,,,-100.0
370464,,,-100.0
370467,,,-100.0
370493,,,-100.0
370548,,,-100.0
370552,,,-100.0
370575,,,-100.0
370583,,,-100.0
370601,,,-100.0
370612,,,-100.0
370638,,,-100.0
370651,,,-100.0
370666,,,-100.0
370683,,,-100.0
370703,,,-100.0
370717,,,-100.0
370736,,,-100.0
370753,,,-100.0
370772,,,-100.0
370777,,,-100.0
370795,,,-100.0
370812,,,-100.0
370832,,,-100.0
370848,,,-100.0
370866,,,-100.0
370882,,,-100.0
370899,,,-100.0
370918,,,-100.0
370938,,,-100.0
370955,,,-100.0
370976,,,-100.0
370980,,,-100.0
370984,,,-100.0
370995,,,-100.0
371015,,,-100.0
371031,,,-100.0
371048,,,-100.0
371065,,,-100.0
371084,,,-100.0
371099,,,-100.0
371118,,,-100.0
371136,,,-100.0
371154,,,-100.0
371170,,,-100.0
371173,,,-100.0
371188,,,-100.0
371205,,,-100.0
371212,,,-100.0
371230,,,-100.0
371248,,,-100.0
371268,,,-100.0
371284,,,-100.0
371292,,,-100.0
371316,,,-100.0
371321,,,-100.0
371334,,,-100.0
371342,,,-100.0
371352,,,-100.0
371356,,,-100.0
371368,,,-100.0
371377,,,-100.0
371386,,,-100.0
371389,,,-100.0
371403,,,-100.0
371407,,,-100.0
371411,,,-100.0
371414,,,-100.0
371428,,,-100.0
371432,,,-100.0
371445,,,-100.0
371449,,,-100.0
371463,,,-100.0
371466,,,-100.0
371480,,,-100.0
371483,,,-100.0
371498,,,-100.0
371501,,,-100.0
371516,,,-100.0
371519,,,-100.0
371534,,,-100.0
371536,,,-100.0
371550,,,-100.0
371553,,,-100.0
371568,,,-100.0
371570,,,-100.0
371587,,,-100.0
371610,,,-100.0
371622,,,-100.0
371629,,,-100.0
371637,,,-100.0
371655,,,-100.0
371665,,,-100.0
371672,,,-100.0
371681,,,-100.0
371685,,,-100.0
371698,,,-100.0
371702,,,-100.0
371715,,,-100.0
371719,,,-100.0
371733,,,-100.0
371737,,,-100.0
371750,,,-100.0
371756,,,-100.0
371767,,,-100.0
371770,,,-100.0
371785,,,-100.0
371789,,,-100.0
371804,,,-100.0
371807,,,-100.0
371821,,,-100.0
371823,,,-100.0
371837,,,-100.0
371845,,,-100.0
371847,,,-100.0
371861,,,-100.0
371864,,,-100.0
371880,,,-100.0
371883,,,-100.0
371898,,,-100.0
371901,,,-100.0
371919,,,-100.0
376627,,,-100.0
376643,,,-99.0
376676,,,-99.0
376682,,,-98.0
376710,,,-98.0
376721,,,-97.0
376749,,,-97.0
376757,,,-96.0
376770,,,-96.0
376781,,,-95.0
376815,,,-95.0
376824,,,-94.0
376843,,,-94.0
376853,,,-93.0
376880,,,-93.0
376892,,,-92.0
376917,,,-92.0
376927,,,-91.0
376955,,,-91.0
376969,,,-90.0
376995,,,-90.0
377005,,,-89.0
377030,,,-89.0
377040,,,-88.0
377044,,,-88.0
377057,,,-87.0
377086,,,-87.0
377098,,,-86.0
377124,,,-86.0
377133,,,-85.0
377160,,,-85.0
377170,,,-84.0
377194,,,-84.0
377203,,,-83.0
377229,,,-83.0
377239,,,-82.0
377268,,,-82.0
377272,,,-81.0
377298,,,-81.0
377309,,,-80.0
377336,,,-80.0
377346,,,-79.0
377354,,,-79.0
377365,,,-78.0
377393,,,-78.0
377406,,,-77.0
377432,,,-77.0
377440,,,-76.0
377465,,,-76.0
377466,,,-75.0
377491,,,-75.0
377499,,,-74.0
377529,,,-74.0
377536,,,-73.0
377564,,,-73.0
377577,,,-72.0
377602,,,-72.0
377613,,,-71.0
377640,,,-71.0
377648,,,-70.0
377672,,,-70.0
377687,,,-69.0
377703,,,-69.0
377714,,,-68.0
377742,,,-68.0
377756,,,-67.0
377782,,,-67.0
377795,,,-66.0
377821,,,-66.0
377829,,,-65.0
377860,,,-65.0
377869,,,-64.0
377894,,,-64.0
377895,,,-63.0
377927,,,-63.0
377938,,,-62.0
377948,,,-62.0
377961,,,-61.0
377990,,,-61.0
378003,,,-60.0
378028,,,-60.0
378040,,,-59.0
378069,,,-59.0
378083,,,-58.0
378108,,,-58.0
378117,,,-56.0
378133,,,-56.0
378143,,,-55.0
378170,,,-55.0
378180,,,-54.0
378208,,,-54.0
378219,,,-53.0
378253,,,-53.0
378272,,,-52.0
378312,,,-52.0
378322,,,-51.0
378323,,,
401825,,,
401826,,,
401862,,,
402899,,,
402938,,,
402939,,,
418983,,,
419008,,,
419013,,,
419048,,,
419054,,,
419128,,,
419133,,,
419181,,,
419185,,,
419207,,,
419213,,,
419233,,,
419237,,,
419249,,,
419255,,,
419274,,,
419281,,,
419301,,,
419305,,,
419328,,,
419332,,,
419353,,,
419357,,,
419379,,,
419385,,,
419406,,,
419412,,,
419432,,,
419436,,,
419459,,,
419463,,,
419474,,,
419479,,,
419502,,,
419506,,,
419527,,,
419532,,,
419553,,,
419557,,,
419579,,,
419584,,,
419605,,,
419610,,,
419633,,,
419637,,,
419658,,,
419664,,,
419673,,,
419678,,,
419700,,,
419706,,,
419726,,,
419730,,,
419753,,,
419758,,,
419778,,,
419786,,,
419805,,,
419811,,,
419832,,,
419839,,,
419858,,,
419862,,,
419885,,,
419891,,,
419927,,,
419936,,,
419979,,,
419984,,,
420034,,,
420040,,,
420058,,,
420062,,,
420084,,,
420089,,,
420099,,,
420117,,,
420153,,,
420172,,,
420204,,,
420208,,,
420230,,,
420233,,,
420258,,,
420261,,,
420284,,,
420288,,,
420309,,,
420313,,,
420325,,,
420326,,,
420328,,,
420345,,,
420351,,,
420355,,,
420362,,,
420378,,,
420381,,,
420393,,,
420404,,,
420408,,,
420430,,,
420433,,,
420449,,,
420456,,,
420461,,,
420473,,,
420483,,,
420486,,,
420489,,,
420509,,,
420512,,,
420524,,,
420527,,,
420543,,,
420550,,,
420553,,,
420561,,,
420578,,,
420579,,,
420581,,,
420596,,,
420604,,,
420607,,,
420614,,,
420630,,,
420633,,,
420648,,,
420656,,,
420659,,,
420666,,,
420673,,,
420682,,,
420686,,,
420690,,,
420708,,,
420710,,,
420714,,,
420725,,,
420735,,,
420739,,,
420742,,,
420752,,,
420755,,,
420760,,,
420778,,,
420783,,,
420795,,,
420804,,,
420807,,,
420814,,,
420830,,,
420831,,,
420834,,,
420847,,,
420856,,,
420859,,,
420865,,,
420872,,,
420882,,,
420885,,,
420906,,,
420909,,,
420912,,,
420924,,,
420935,,,
420938,,,
420942,,,
420959,,,
420976,,,
420979,,,
420995,,,
421004,,,
421010,,,
421011,,,
421028,,,
421029,,,
421035,,,
421046,,,
421055,,,
421058,,,
421063,,,
421081,,,
421082,,,
421084,,,
421098,,,
421106,,,
421107,,,
421112,,,
421123,,,
421135,,,
421138,,,
421140,,,
421158,,,
421160,,,
421163,,,
421176,,,
421177,,,
421179,,,
421193,,,
421202,,,
421205,,,
421210,,,
421228,,,
421229,,,
421232,,,
421246,,,
421256,,,
421259,,,
421264,,,
421281,,,
421286,,,
421305,,,
421307,,,
421310,,,
421335,,,
421339,,,
421340,,,
421355,,,
421368,,,
421372,,,
421374,,,
421392,,,
421409,,,
421427,,,
421444,,,
421455,,,
421457,,,
421461,,,
421479,,,
421481,,,
421484,,,
421496,,,
421507,,,
421510,,,
421515,,,
421521,,,
421533,,,
421537,,,
421541,,,
421556,,,
421560,,,
421564,,,
421574,,,
421586,,,
421589,,,
421591,,,
421602,,,
421605,,,
421609,,,
421627,,,
421628,,,
421632,,,
421644,,,
421655,,,
421658,,,
421661,,,
421679,,,
421681,,,
