,A1NRY8F9U4AYE,A3TDR6MXS6UO5,A2YP8M9VHFXZV
84361,,,100.0
84362,,,100.0
84367,,,100.0
84381,,,100.0
84384,,,100.0
84389,,,100.0
84397,,,100.0
84400,,,100.0
84414,,,100.0
84415,,,100.0
84417,,,100.0
84432,,,100.0
84437,,,100.0
84441,,,100.0
84451,,,100.0
84454,,,100.0
84467,,,100.0
84470,,,100.0
84484,,,100.0
84487,,,100.0
84503,,,100.0
84505,,,100.0
84519,,,100.0
84523,,,100.0
84534,,,100.0
84538,,,100.0
84540,,,100.0
84555,,,100.0
84558,,,100.0
84562,,,100.0
84563,,,100.0
84565,,,100.0
84580,,,100.0
84583,,,100.0
84587,,,100.0
84598,,,100.0
84600,,,100.0
84613,,,100.0
84614,,,100.0
84618,,,100.0
84632,,,100.0
84635,,,100.0
84639,,,100.0
84650,,,100.0
84654,,,100.0
84668,,,100.0
84671,,,100.0
84685,,,100.0
84690,,,100.0
84706,,,100.0
84709,,,100.0
84720,,,100.0
84725,,,100.0
84734,,,100.0
84738,,,100.0
84740,,,100.0
84755,,,100.0
84757,,,100.0
84762,,,100.0
84764,,,100.0
84780,,,100.0
84782,,,100.0
84787,,,100.0
84798,,,100.0
84800,,,100.0
84814,,,100.0
84817,,,100.0
84833,,,100.0
84835,,,100.0
84851,,,100.0
84852,,,100.0
84868,,,100.0
84870,,,100.0
84886,,,100.0
84888,,,100.0
84902,,,100.0
84905,,,100.0
84921,,,100.0
84924,,,100.0
84933,,,100.0
84938,,,100.0
84941,,,100.0
84956,,,100.0
84958,,,100.0
84960,,,100.0
84981,,,100.0
84983,,,100.0
84987,,,100.0
84998,,,100.0
85000,,,100.0
85012,,,100.0
85016,,,100.0
85018,,,100.0
85033,,,100.0
85036,,,100.0
85039,,,100.0
85051,,,100.0
85053,,,100.0
85064,,,100.0
85069,,,100.0
85071,,,100.0
85085,,,100.0
85089,,,100.0
85103,,,100.0
85105,,,100.0
85121,,,100.0
85123,,,100.0
85139,,,100.0
85142,,,100.0
85157,,,100.0
85159,,,100.0
85174,,,100.0
85177,,,100.0
85185,,,100.0
85191,,,100.0
85198,,,100.0
85202,,,100.0
85214,,,100.0
85216,,,100.0
85218,,,100.0
85233,,,100.0
85236,,,100.0
85239,,,100.0
85252,,,100.0
85254,,,100.0
85264,,,100.0
85269,,,100.0
85272,,,100.0
85286,,,100.0
85290,,,100.0
85291,,,100.0
85304,,,100.0
85307,,,100.0
85322,,,100.0
85326,,,100.0
85340,,,100.0
85343,,,100.0
85357,,,100.0
85359,,,100.0
85360,,,100.0
85376,,,100.0
85379,,,100.0
85386,,,100.0
85392,,,100.0
85394,,,100.0
85410,,,100.0
85412,,,100.0
85417,,,100.0
85420,,,100.0
85434,,,100.0
85437,,,100.0
85438,,,100.0
85452,,,100.0
85455,,,100.0
85464,,,100.0
85469,,,100.0
85472,,,100.0
85486,,,100.0
85489,,,100.0
85490,,,100.0
85505,,,100.0
85507,,,100.0
85508,,,100.0
85522,,,100.0
85527,,,100.0
85541,,,100.0
85546,,,100.0
85558,,,100.0
85562,,,100.0
85576,,,100.0
85581,,,100.0
85593,,,100.0
85596,,,100.0
85610,,,100.0
85611,,,100.0
85612,,,100.0
85617,,,100.0
85620,,,100.0
85639,,,100.0
85653,,,100.0
85655,,,100.0
85664,,,100.0
85670,,,100.0
85674,,,100.0
85687,,,100.0
85690,,,100.0
85705,,,100.0
85708,,,100.0
85716,,,100.0
85723,,,100.0
85727,,,100.0
85732,,,100.0
85742,,,100.0
85745,,,100.0
85758,,,100.0
85759,,,100.0
85761,,,100.0
85775,,,100.0
85777,,,100.0
85793,,,100.0
85796,,,100.0
85811,,,100.0
85813,,,100.0
85828,,,100.0
85831,,,100.0
85835,,,100.0
85838,,,100.0
85852,,,100.0
85857,,,100.0
85864,,,100.0
85870,,,100.0
85873,,,100.0
85888,,,100.0
85890,,,100.0
85891,,,100.0
85905,,,100.0
85908,,,100.0
85916,,,100.0
85923,,,100.0
85926,,,100.0
85941,,,100.0
85944,,,100.0
85958,,,100.0
85963,,,100.0
85976,,,100.0
85979,,,100.0
85984,,,100.0
85994,,,100.0
85997,,,100.0
86011,,,100.0
86014,,,100.0
86029,,,100.0
86031,,,100.0
86036,,,100.0
86039,,,100.0
86053,,,100.0
86055,,,100.0
86070,,,100.0
86073,,,100.0
86088,,,100.0
86089,,,100.0
86091,,,100.0
86106,,,100.0
86109,,,100.0
86116,,,100.0
86124,,,100.0
86127,,,100.0
86141,,,100.0
86142,,,100.0
86144,,,100.0
86158,,,100.0
86159,,,100.0
86161,,,100.0
86176,,,100.0
86181,,,100.0
86184,,,100.0
86193,,,100.0
86196,,,100.0
86211,,,100.0
86212,,,100.0
86214,,,100.0
86229,,,100.0
86232,,,100.0
86236,,,100.0
86246,,,100.0
86250,,,100.0
86264,,,100.0
86267,,,100.0
86273,,,100.0
86276,,,100.0
86289,,,100.0
86296,,,100.0
86309,,,100.0
86313,,,100.0
86325,,,100.0
86329,,,100.0
86341,,,100.0
86344,,,100.0
86359,,,100.0
86361,,,100.0
86368,,,100.0
86377,,,100.0
86379,,,100.0
86384,,,100.0
86394,,,100.0
86397,,,100.0
86410,,,100.0
86412,,,100.0
86415,,,100.0
86429,,,100.0
86433,,,100.0
86436,,,100.0
86447,,,100.0
86450,,,100.0
86462,,,100.0
86465,,,100.0
86468,,,100.0
86472,,,100.0
86475,,,100.0
86489,,,100.0
86490,,,100.0
86494,,,100.0
86507,,,100.0
86510,,,100.0
86515,,,100.0
86523,,,100.0
86527,,,100.0
86542,,,100.0
86544,,,100.0
86559,,,100.0
86562,,,100.0
86577,,,100.0
86580,,,100.0
86593,,,100.0
86595,,,100.0
86597,,,100.0
86610,,,100.0
86612,,,100.0
86615,,,100.0
86630,,,100.0
86634,,,100.0
86635,,,100.0
86647,,,100.0
86650,,,100.0
86661,,,100.0
86665,,,100.0
86669,,,100.0
86683,,,100.0
86687,,,100.0
86690,,,100.0
86692,,,100.0
86708,,,100.0
86710,,,100.0
86715,,,100.0
86724,,,100.0
86727,,,100.0
86741,,,100.0
86742,,,100.0
86767,,,100.0
86861,,,100.0
86888,,,100.0
86915,,,100.0
86940,,,100.0
86966,,,100.0
86993,,,100.0
87019,,,100.0
87035,,,100.0
87140,,,100.0
87167,,,100.0
87192,,,100.0
87218,,,100.0
87235,,,100.0
87261,,,100.0
87287,,,100.0
87313,,,100.0
87419,,,100.0
87444,,,100.0
88867,,,100.0
88868,,,100.0
88889,,,100.0
88921,,,100.0
88954,,,100.0
88999,,,100.0
89033,,,100.0
89067,,,100.0
89085,,,100.0
89120,,,100.0
89145,,,100.0
89163,,,100.0
89198,,,100.0
89233,,,100.0
89251,,,100.0
89285,,,100.0
89304,,,100.0
89338,,,100.0
89356,,,100.0
89379,,,100.0
89415,,,100.0
89432,,,100.0
89449,,,100.0
89468,,,100.0
89502,,,100.0
89521,,,100.0
89537,,,100.0
89554,,,100.0
89572,,,100.0
89579,,,100.0
89597,,,100.0
89614,,,100.0
89631,,,100.0
89649,,,100.0
89667,,,100.0
89702,,,100.0
89719,,,100.0
89735,,,100.0
89755,,,100.0
89772,,,100.0
89779,,,100.0
89796,,,100.0
89813,,,100.0
89830,,,100.0
89848,,,100.0
89867,,,100.0
89883,,,100.0
89901,,,100.0
89918,,,100.0
89935,,,100.0
89955,,,100.0
89972,,,100.0
89988,,,100.0
90006,,,100.0
90013,,,100.0
90030,,,100.0
90048,,,100.0
90065,,,100.0
90083,,,100.0
90100,,,100.0
90117,,,100.0
90135,,,100.0
90153,,,100.0
90174,,,100.0
90199,,,100.0
90206,,,100.0
90219,,,100.0
90237,,,100.0
90252,,,100.0
90271,,,100.0
90290,,,100.0
90308,,,100.0
90320,,,100.0
90341,,,100.0
90353,,,100.0
90372,,,100.0
90388,,,100.0
90405,,,100.0
90426,,,100.0
90430,,,100.0
90448,,,100.0
90464,,,100.0
90482,,,100.0
90500,,,100.0
90517,,,100.0
90535,,,100.0
90552,,,100.0
90569,,,100.0
90588,,,100.0
90608,,,100.0
90624,,,100.0
90630,,,100.0
90646,,,100.0
90666,,,100.0
90681,,,100.0
90699,,,100.0
90716,,,100.0
90735,,,100.0
90751,,,100.0
90769,,,100.0
90786,,,100.0
90804,,,100.0
90822,,,100.0
90839,,,100.0
90856,,,100.0
90863,,,100.0
90881,,,100.0
90898,,,100.0
90917,,,100.0
90933,,,100.0
90952,,,100.0
90968,,,100.0
90986,,,100.0
90995,,,100.0
91007,,,100.0
91022,,,100.0
91023,,,100.0
91040,,,100.0
91048,,,100.0
91056,,,100.0
91063,,,100.0
91082,,,100.0
91098,,,100.0
91115,,,100.0
91133,,,100.0
91151,,,100.0
91167,,,100.0
91168,,,100.0
91186,,,100.0
91195,,,100.0
91204,,,100.0
91220,,,100.0
91238,,,100.0
91256,,,100.0
91274,,,100.0
91280,,,100.0
91297,,,100.0
91314,,,100.0
91315,,,100.0
91332,,,100.0
91343,,,100.0
91350,,,100.0
91367,,,100.0
91369,,,100.0
91388,,,100.0
91395,,,100.0
91404,,,100.0
91425,,,100.0
91442,,,100.0
91469,,,100.0
91474,,,100.0
91484,,,100.0
91490,,,100.0
91504,,,100.0
91515,,,100.0
91518,,,100.0
91541,,,100.0
91555,,,100.0
91575,,,100.0
91593,,,100.0
91612,,,100.0
91632,,,100.0
91646,,,100.0
91649,,,100.0
91663,,,100.0
91674,,,100.0
91689,,,100.0
91700,,,100.0
91706,,,100.0
91715,,,100.0
91717,,,100.0
91732,,,100.0
91741,,,100.0
91750,,,100.0
91772,,,100.0
91787,,,100.0
91809,,,100.0
91837,,,100.0
91846,,,100.0
91856,,,100.0
91873,,,100.0
91875,,,100.0
91889,,,100.0
91899,,,100.0
91906,,,100.0
91914,,,100.0
91915,,,100.0
91930,,,100.0
91953,,,100.0
91972,,,100.0
91990,,,100.0
92005,,,100.0
92020,,,100.0
92026,,,100.0
92042,,,100.0
92047,,,100.0
92061,,,100.0
92072,,,100.0
92094,,,100.0
92099,,,100.0
92107,,,100.0
92124,,,100.0
92125,,,100.0
92140,,,100.0
92148,,,100.0
92168,,,100.0
92190,,,100.0
92192,,,100.0
92207,,,100.0
92221,,,100.0
92227,,,100.0
92242,,,100.0
92246,,,100.0
92269,,,100.0
92272,,,100.0
92286,,,100.0
92298,,,100.0
92304,,,100.0
92323,,,100.0
92333,,,100.0
92346,,,100.0
92366,,,100.0
92370,,,100.0
92384,,,100.0
92393,,,100.0
92399,,,100.0
92416,,,100.0
92420,,,100.0
92434,,,100.0
92445,,,100.0
92452,,,100.0
92469,,,100.0
92487,,,100.0
92505,,,100.0
92521,,,100.0
92541,,,100.0
92551,,,100.0
92557,,,100.0
92564,,,100.0
92565,,,100.0
92567,,,100.0
92592,,,100.0
92618,,,100.0
92645,,,100.0
92723,,,100.0
92752,,,100.0
92766,,,100.0
92792,,,100.0
92818,,,100.0
92898,,,100.0
92924,,,100.0
92949,,,100.0
92976,,,100.0
92991,,,100.0
93073,,,100.0
93151,,,100.0
93192,,,100.0
93270,,,100.0
93298,,,100.0
93323,,,100.0
93349,,,100.0
93443,,,100.0
93470,,,100.0
93496,,,100.0
93620,,,100.0
93645,,,100.0
93709,,,100.0
93825,,,100.0
93843,,,100.0
93868,,,100.0
93894,,,100.0
93974,,,100.0
94000,,,100.0
94026,,,100.0
94042,,,100.0
94068,,,100.0
94173,,,100.0
94200,,,100.0
94225,,,100.0
94252,,,100.0
94346,,,100.0
94374,,,100.0
94399,,,100.0
94425,,,100.0
94519,,,100.0
94547,,,100.0
94571,,,100.0
94598,,,100.0
94625,,,100.0
94693,,,100.0
94722,,,100.0
94771,,,100.0
94799,,,100.0
94877,,,100.0
94894,,,100.0
94919,,,100.0
94945,,,100.0
94971,,,100.0
95076,,,100.0
95103,,,100.0
95120,,,100.0
95145,,,100.0
95250,,,100.0
95277,,,100.0
95302,,,100.0
95328,,,100.0
95345,,,100.0
95449,,,100.0
95477,,,100.0
95502,,,100.0
95528,,,100.0
95544,,,100.0
95570,,,100.0
95648,,,100.0
95678,,,100.0
95702,,,100.0
95728,,,100.0
95754,,,100.0
95848,,,100.0
95877,,,100.0
95901,,,100.0
95928,,,100.0
95954,,,100.0
96049,,,100.0
96075,,,100.0
96101,,,100.0
96127,,,100.0
96153,,,100.0
96248,,,100.0
96275,,,100.0
96299,,,100.0
96326,,,100.0
96353,,,100.0
96421,,,100.0
96447,,,100.0
96473,,,100.0
96500,,,100.0
96527,,,100.0
96554,,,100.0
96622,,,100.0
96648,,,100.0
96673,,,100.0
96699,,,100.0
96725,,,100.0
96754,,,100.0
96847,,,100.0
96874,,,100.0
96899,,,100.0
96925,,,100.0
97030,,,100.0
97048,,,100.0
97072,,,100.0
97098,,,100.0
97125,,,100.0
97230,,,100.0
97257,,,100.0
97272,,,100.0
97298,,,100.0
97403,,,100.0
97430,,,100.0
97431,,,100.0
97450,,,100.0
97454,,,100.0
97456,,,100.0
97469,,,100.0
97471,,,100.0
97472,,,100.0
97489,,,100.0
97491,,,100.0
97499,,,100.0
97509,,,100.0
97512,,,100.0
97529,,,100.0
97532,,,100.0
97549,,,100.0
97552,,,100.0
97569,,,100.0
97572,,,100.0
97589,,,100.0
97592,,,100.0
97603,,,100.0
97609,,,100.0
97612,,,100.0
97629,,,100.0
97631,,,100.0
97632,,,100.0
97649,,,100.0
97650,,,100.0
97669,,,100.0
97681,,,100.0
97802,,,100.0
97830,,,100.0
97855,,,100.0
97881,,,100.0
97890,,,100.0
97911,,,100.0
97913,,,100.0
97930,,,100.0
97932,,,100.0
97950,,,100.0
97951,,,100.0
97970,,,100.0
97972,,,100.0
97976,,,100.0
97990,,,100.0
97991,,,100.0
98004,,,100.0
98010,,,100.0
98029,,,100.0
98748,,,100.0
98776,,,100.0
98793,,,100.0
98801,,,100.0
98813,,,100.0
98815,,,100.0
98827,,,100.0
98833,,,100.0
98835,,,100.0
98853,,,100.0
98854,,,100.0
98873,,,100.0
98875,,,100.0
98879,,,100.0
98893,,,100.0
98894,,,100.0
98907,,,100.0
98913,,,100.0
98915,,,100.0
98933,,,100.0
98934,,,100.0
98953,,,100.0
98955,,,100.0
98973,,,100.0
99001,,,100.0
99028,,,100.0
99053,,,100.0
99079,,,100.0
99093,,,100.0
99114,,,100.0
99115,,,100.0
99134,,,100.0
99136,,,100.0
99154,,,100.0
99156,,,100.0
99172,,,100.0
99174,,,100.0
99177,,,100.0
99194,,,100.0
99197,,,100.0
99214,,,100.0
99216,,,100.0
99228,,,100.0
99234,,,100.0
99236,,,100.0
99254,,,100.0
99255,,,100.0
99274,,,100.0
99276,,,100.0
99294,,,100.0
99295,,,100.0
99315,,,100.0
99319,,,100.0
99334,,,100.0
99336,,,100.0
99354,,,100.0
99435,,,100.0
99455,,,100.0
99457,,,100.0
99475,,,100.0
99478,,,100.0
99495,,,100.0
99497,,,100.0
99515,,,100.0
99517,,,100.0
99535,,,100.0
99538,,,100.0
99555,,,100.0
99558,,,100.0
99575,,,100.0
99577,,,100.0
99595,,,100.0
99596,,,100.0
99615,,,100.0
99617,,,100.0
99635,,,100.0
99637,,,100.0
99655,,,100.0
99656,,,100.0
99675,,,100.0
99677,,,100.0
99695,,,100.0
99697,,,100.0
99715,,,100.0
99717,,,100.0
99735,,,100.0
99736,,,100.0
99755,,,100.0
99757,,,100.0
99775,,,100.0
99777,,,100.0
99795,,,100.0
99797,,,100.0
99836,,,100.0
99936,,,100.0
99956,,,100.0
99958,,,100.0
99976,,,100.0
99978,,,100.0
99996,,,100.0
99998,,,100.0
100016,,,100.0
100018,,,100.0
100036,,,100.0
100038,,,100.0
100056,,,100.0
100058,,,100.0
100076,,,100.0
100078,,,100.0
100098,,,100.0
100358,,,100.0
100378,,,100.0
100380,,,100.0
100397,,,100.0
100399,,,100.0
100417,,,100.0
100419,,,100.0
100437,,,100.0
100439,,,100.0
100457,,,100.0
100739,,,100.0
100760,,,100.0
100764,,,100.0
100778,,,100.0
100781,,,100.0
100798,,,100.0
100800,,,100.0
100819,,,100.0
100999,,,100.0
101020,,,100.0
101021,,,100.0
101039,,,100.0
101041,,,100.0
101059,,,100.0
101062,,,100.0
101079,,,100.0
101220,,,100.0
101241,,,100.0
101244,,,100.0
101260,,,100.0
101262,,,100.0
101280,,,100.0
101282,,,100.0
101300,,,100.0
102630,,,100.0
102656,,,100.0
102683,,,100.0
102709,,,100.0
102735,,,100.0
102883,,,100.0
102885,,,100.0
102906,,,100.0
102907,,,100.0
102910,,,100.0
102925,,,100.0
102927,,,100.0
102945,,,100.0
102947,,,100.0
102965,,,100.0
102968,,,100.0
102985,,,100.0
102987,,,100.0
103005,,,100.0
103007,,,100.0
103025,,,100.0
103027,,,100.0
103045,,,100.0
103055,,,100.0
103082,,,100.0
103110,,,100.0
103213,,,100.0
103229,,,100.0
103263,,,100.0
103324,,,100.0
103454,,,100.0
103483,,,100.0
103534,,,100.0
103560,,,100.0
103586,,,100.0
103612,,,100.0
103638,,,100.0
103654,,,100.0
103680,,,100.0
103706,,,100.0
103732,,,100.0
103759,,,100.0
103785,,,100.0
103811,,,100.0
103838,,,100.0
103854,,,100.0
103880,,,100.0
103906,,,100.0
103932,,,100.0
103958,,,100.0
103985,,,100.0
104012,,,100.0
104037,,,100.0
104063,,,100.0
104080,,,100.0
104105,,,100.0
104131,,,100.0
104157,,,100.0
104185,,,100.0
104212,,,100.0
104237,,,100.0
104263,,,100.0
104289,,,100.0
104305,,,100.0
104332,,,100.0
104384,,,100.0
104411,,,100.0
104437,,,100.0
104463,,,100.0
104489,,,100.0
104505,,,100.0
104531,,,100.0
104558,,,100.0
104584,,,100.0
104609,,,100.0
104637,,,100.0
104663,,,100.0
104689,,,100.0
104715,,,100.0
104731,,,100.0
104757,,,100.0
104783,,,100.0
104809,,,100.0
104836,,,100.0
104862,,,100.0
104888,,,100.0
104915,,,100.0
104931,,,100.0
104957,,,100.0
104982,,,100.0
105009,,,100.0
105041,,,100.0
105121,,,100.0
105142,,,100.0
105157,,,100.0
105182,,,100.0
105209,,,100.0
105235,,,100.0
105262,,,100.0
105288,,,100.0
105314,,,100.0
105340,,,100.0
105366,,,100.0
105382,,,100.0
105408,,,100.0
105434,,,100.0
105460,,,100.0
105488,,,100.0
105513,,,100.0
105540,,,100.0
105565,,,100.0
105582,,,100.0
105608,,,100.0
105634,,,100.0
105660,,,100.0
105686,,,100.0
105713,,,100.0
105739,,,100.0
105765,,,100.0
105791,,,100.0
105807,,,100.0
105834,,,100.0
105860,,,100.0
105885,,,100.0
105913,,,100.0
105939,,,100.0
105965,,,100.0
105991,,,100.0
106006,,,100.0
106034,,,100.0
106059,,,100.0
108078,,,100.0
108093,,,100.0
108098,,,100.0
108111,,,100.0
108116,,,100.0
108129,,,100.0
108133,,,100.0
108148,,,100.0
108153,,,100.0
108165,,,100.0
108169,,,100.0
108184,,,100.0
108188,,,100.0
108199,,,100.0
108205,,,100.0
108218,,,100.0
108221,,,100.0
108225,,,100.0
108231,,,100.0
108242,,,100.0
108246,,,100.0
108260,,,100.0
108266,,,100.0
108293,,,100.0
108300,,,100.0
108330,,,100.0
110313,,,100.0
110341,,,100.0
110367,,,100.0
110392,,,100.0
110419,,,100.0
110446,,,100.0
110472,,,100.0
110488,,,100.0
110514,,,100.0
110540,,,100.0
110567,,,100.0
110593,,,100.0
110619,,,100.0
110645,,,100.0
110672,,,100.0
110687,,,100.0
110714,,,100.0
110740,,,100.0
110766,,,100.0
110793,,,100.0
110819,,,100.0
110845,,,100.0
110849,,,100.0
110870,,,100.0
110872,,,100.0
110889,,,100.0
110892,,,100.0
110898,,,100.0
110909,,,100.0
110911,,,100.0
110913,,,100.0
110929,,,100.0
110932,,,100.0
110939,,,100.0
110949,,,100.0
110951,,,100.0
110965,,,100.0
110970,,,100.0
110993,,,100.0
111018,,,100.0
111044,,,100.0
111070,,,100.0
111090,,,100.0
111092,,,100.0
111098,,,100.0
111110,,,100.0
111113,,,100.0
111139,,,100.0
111165,,,100.0
111191,,,100.0
111218,,,100.0
111244,,,100.0
111270,,,100.0
111296,,,100.0
111323,,,100.0
111339,,,100.0
111365,,,100.0
111391,,,100.0
111418,,,100.0
111444,,,100.0
111470,,,100.0
111496,,,100.0
111523,,,100.0
111538,,,100.0
111565,,,100.0
111634,,,100.0
111669,,,100.0
111695,,,100.0
111721,,,100.0
111749,,,100.0
111764,,,100.0
111790,,,100.0
111816,,,100.0
111843,,,100.0
111869,,,100.0
111895,,,100.0
111921,,,100.0
111947,,,100.0
111963,,,100.0
111990,,,100.0
112015,,,100.0
112042,,,100.0
112069,,,100.0
112095,,,100.0
112121,,,100.0
112146,,,100.0
112175,,,100.0
112190,,,100.0
112216,,,100.0
112242,,,100.0
112268,,,100.0
112295,,,100.0
112321,,,100.0
112347,,,100.0
112373,,,100.0
112389,,,100.0
112415,,,100.0
112441,,,100.0
112467,,,100.0
112495,,,100.0
112520,,,100.0
112547,,,100.0
112572,,,100.0
112600,,,100.0
112630,,,100.0
112687,,,100.0
112721,,,100.0
112746,,,100.0
112772,,,100.0
112798,,,100.0
112814,,,100.0
112841,,,100.0
112867,,,100.0
112893,,,100.0
112919,,,100.0
112946,,,100.0
112972,,,100.0
112998,,,100.0
113024,,,100.0
113041,,,100.0
113067,,,100.0
113093,,,100.0
113119,,,100.0
113146,,,100.0
113172,,,100.0
113198,,,100.0
113224,,,100.0
113240,,,100.0
113266,,,100.0
113292,,,100.0
113319,,,100.0
113345,,,100.0
113372,,,100.0
113398,,,100.0
113423,,,100.0
113939,,,100.0
113959,,,100.0
113961,,,100.0
113979,,,100.0
113981,,,100.0
113998,,,100.0
114000,,,100.0
114019,,,100.0
114021,,,100.0
114039,,,100.0
114041,,,100.0
114059,,,100.0
114063,,,100.0
114079,,,100.0
114082,,,100.0
114099,,,100.0
114100,,,100.0
114119,,,100.0
114121,,,100.0
114139,,,100.0
114142,,,100.0
114159,,,100.0
114161,,,100.0
114179,,,100.0
114183,,,100.0
114199,,,100.0
114201,,,100.0
114219,,,100.0
114222,,,100.0
114239,,,100.0
114241,,,100.0
114259,,,100.0
114263,,,100.0
114279,,,100.0
114281,,,100.0
114299,,,100.0
114440,,,100.0
114460,,,100.0
114464,,,100.0
114480,,,100.0
114482,,,100.0
114500,,,100.0
114502,,,100.0
114520,,,100.0
114522,,,100.0
114540,,,100.0
114542,,,100.0
114560,,,100.0
114564,,,100.0
114580,,,100.0
114582,,,100.0
114600,,,100.0
114602,,,100.0
114620,,,100.0
114622,,,100.0
114640,,,100.0
114642,,,100.0
114660,,,100.0
114662,,,100.0
114680,,,100.0
114683,,,100.0
114721,,,100.0
114723,,,100.0
114741,,,100.0
114743,,,100.0
114761,,,100.0
114763,,,100.0
114781,,,100.0
114783,,,100.0
114801,,,100.0
114803,,,100.0
114821,,,100.0
114823,,,100.0
114841,,,100.0
114843,,,100.0
114861,,,100.0
114863,,,100.0
114881,,,100.0
114883,,,100.0
114901,,,100.0
114904,,,100.0
114921,,,100.0
114924,,,100.0
114941,,,100.0
114943,,,100.0
114961,,,100.0
114963,,,100.0
114981,,,100.0
114985,,,100.0
115001,,,100.0
115003,,,100.0
115022,,,100.0
115023,,,100.0
115042,,,100.0
115044,,,100.0
115062,,,100.0
115064,,,100.0
115082,,,100.0
115084,,,100.0
115102,,,100.0
115104,,,100.0
115122,,,100.0
115124,,,100.0
115143,,,100.0
115145,,,100.0
115162,,,100.0
115164,,,100.0
115182,,,100.0
115184,,,100.0
115202,,,100.0
115204,,,100.0
115222,,,100.0
115225,,,100.0
115242,,,100.0
115244,,,100.0
115262,,,100.0
115264,,,100.0
115282,,,100.0
115284,,,100.0
115302,,,100.0
115304,,,100.0
115323,,,100.0
115325,,,100.0
115342,,,100.0
115344,,,100.0
115363,,,100.0
115365,,,100.0
115383,,,100.0
115386,,,100.0
115403,,,100.0
115405,,,100.0
115422,,,100.0
115428,,,100.0
115443,,,100.0
115444,,,100.0
115446,,,100.0
115463,,,100.0
115465,,,100.0
115473,,,100.0
115483,,,100.0
115484,,,100.0
115498,,,100.0
115503,,,100.0
115505,,,100.0
115523,,,100.0
115525,,,100.0
115543,,,100.0
115545,,,100.0
115551,,,100.0
115563,,,100.0
115565,,,100.0
115577,,,100.0
115583,,,100.0
115585,,,100.0
115603,,,100.0
115604,,,100.0
115605,,,100.0
115620,,,100.0
115623,,,100.0
115625,,,100.0
115643,,,100.0
115645,,,100.0
115646,,,100.0
115663,,,100.0
115665,,,100.0
115672,,,100.0
115683,,,100.0
115685,,,100.0
115698,,,100.0
115703,,,100.0
115705,,,100.0
115724,,,100.0
115726,,,100.0
115744,,,100.0
115746,,,100.0
115751,,,100.0
115764,,,100.0
115766,,,100.0
115777,,,100.0
115784,,,100.0
115788,,,100.0
115803,,,100.0
115804,,,100.0
115806,,,100.0
115818,,,100.0
115824,,,100.0
115826,,,100.0
115844,,,100.0
115845,,,100.0
115846,,,100.0
115864,,,100.0
115866,,,100.0
115872,,,100.0
115884,,,100.0
115886,,,100.0
115897,,,100.0
115904,,,100.0
115907,,,100.0
115924,,,100.0
115926,,,100.0
115944,,,100.0
115946,,,100.0
115951,,,100.0
115964,,,100.0
115966,,,100.0
115977,,,100.0
115984,,,100.0
115986,,,100.0
116003,,,100.0
116004,,,100.0
116006,,,100.0
116025,,,100.0
116027,,,100.0
116029,,,100.0
116045,,,100.0
116047,,,100.0
116065,,,100.0
116067,,,100.0
116071,,,100.0
116085,,,100.0
116087,,,100.0
116105,,,100.0
116107,,,100.0
116108,,,100.0
116125,,,100.0
116127,,,100.0
116145,,,100.0
116147,,,100.0
116165,,,100.0
116167,,,100.0
116178,,,100.0
116185,,,100.0
116188,,,100.0
116202,,,100.0
116207,,,100.0
116209,,,100.0
116225,,,100.0
116227,,,100.0
116228,,,100.0
116244,,,100.0
116245,,,100.0
116247,,,100.0
116265,,,100.0
116267,,,100.0
116271,,,100.0
116285,,,100.0
116286,,,100.0
116297,,,100.0
116305,,,100.0
116309,,,100.0
116323,,,100.0
116327,,,100.0
116330,,,100.0
116345,,,100.0
116347,,,100.0
116349,,,100.0
116366,,,100.0
116367,,,100.0
116376,,,100.0
116386,,,100.0
116387,,,100.0
116402,,,100.0
116406,,,100.0
116407,,,100.0
116426,,,100.0
116427,,,100.0
116428,,,100.0
116446,,,100.0
116447,,,100.0
116454,,,100.0
116466,,,100.0
116468,,,100.0
116469,,,100.0
116486,,,100.0
116488,,,100.0
116497,,,100.0
116506,,,100.0
116508,,,100.0
116523,,,100.0
116526,,,100.0
116528,,,100.0
116546,,,100.0
116548,,,100.0
116549,,,100.0
116566,,,100.0
116567,,,100.0
116575,,,100.0
116586,,,100.0
116588,,,100.0
116603,,,100.0
116606,,,100.0
116607,,,100.0
116626,,,100.0
116628,,,100.0
116646,,,100.0
116647,,,100.0
116654,,,100.0
116666,,,100.0
116668,,,100.0
116670,,,100.0
116686,,,100.0
116688,,,100.0
116697,,,100.0
116706,,,100.0
116708,,,100.0
116723,,,100.0
116727,,,100.0
116728,,,100.0
116747,,,100.0
116748,,,100.0
116767,,,100.0
116768,,,100.0
116774,,,100.0
116787,,,100.0
116800,,,100.0
116809,,,100.0
117490,,,100.0
117510,,,100.0
117514,,,100.0
117530,,,100.0
117533,,,100.0
117549,,,100.0
117551,,,100.0
117569,,,100.0
117571,,,100.0
117589,,,100.0
117591,,,100.0
117602,,,100.0
117609,,,100.0
117611,,,100.0
117629,,,100.0
117631,,,100.0
117649,,,100.0
117651,,,100.0
117666,,,100.0
117670,,,100.0
117672,,,100.0
117733,,,100.0
117767,,,100.0
117792,,,100.0
117793,,,100.0
117815,,,100.0
117819,,,100.0
117822,,,100.0
117830,,,100.0
117833,,,100.0
117844,,,100.0
117850,,,100.0
