,AXKVHJHF1EOVT,AQNCH42WD4ITI,A1XY2JMPVJCF4,A93LDI16XJWI8
184868,-23.0,-21.0,-68.0,5.0
184869,-23.0,-21.0,-68.0,5.0
184885,-23.0,-21.0,-68.5,5.0
184886,-23.0,-21.0,-69.0,5.0
184888,-23.0,-21.0,-69.0,5.0
184889,-23.0,-21.0,-69.33333333333333,5.0
184894,-23.0,-21.0,-69.66666666666667,5.0
184901,-23.25,-21.0,-70.0,5.0
184904,-23.5,-21.0,-70.0,5.0
184908,-23.75,-21.0,-70.66666666666667,5.0
184913,-24.0,-21.0,-71.33333333333333,5.0
184919,-24.0,-21.0,-72.0,5.0
184923,-24.0,-21.0,-72.0,5.0
184930,-24.0,-21.0,-72.5,5.0
184936,-24.0,-21.0,-73.0,5.0
184938,-24.0,-21.0,-73.0,5.0
184948,-24.0,-21.0,-73.5,5.0
184952,-24.0,-21.0,-74.0,5.0
184954,-24.0,-21.0,-74.0,5.0
184963,-24.0,-21.0,-74.5,5.0
184970,-24.0,-21.0,-75.0,5.0
184972,-24.0,-21.0,-75.0,5.0
184982,-24.0,-21.0,-75.5,5.0
184985,-24.0,-21.0,-76.0,5.0
184986,-24.0,-21.0,-76.0,5.0
185003,-24.5,-21.0,-76.0,5.0
185013,-25.0,-21.0,-76.0,5.0
185020,-25.0,-21.0,-76.0,5.0
185031,-25.0,-21.0,-76.0,5.0
185034,-25.5,-21.0,-76.0,5.0
185062,-26.0,-21.0,-76.0,5.0
185064,-26.0,-21.0,-76.0,5.0
185081,-26.0,-21.0,-76.0,5.0
185110,-26.0,-21.0,-76.0,5.0
185135,-27.0,-21.0,-76.0,5.0
185147,-27.0,-21.0,-76.0,5.0
185177,-28.0,-21.0,-76.0,5.0
185200,-28.0,-21.0,-76.0,5.0
185217,-28.0,-21.0,-76.0,5.0
185229,-28.0,-21.0,-76.0,5.0
185233,-28.333333333333332,-21.0,-76.0,5.0
185250,-28.666666666666668,-21.0,-76.0,5.0
185257,-29.0,-21.0,-76.0,5.0
185266,-29.0,-21.0,-76.0,5.0
185283,-29.0,-21.0,-76.0,5.0
185300,-29.0,-21.0,-76.0,5.0
185311,-29.0,-21.0,-76.0,5.0
185317,-29.333333333333332,-21.0,-76.0,5.0
185334,-29.666666666666668,-21.0,-76.0,5.0
185340,-30.0,-21.0,-76.0,5.0
185350,-30.0,-21.0,-76.0,5.0
185367,-30.0,-21.0,-76.0,5.0
185384,-30.0,-21.0,-76.0,5.0
185400,-30.0,-21.0,-76.0,5.0
185417,-30.0,-21.0,-76.0,5.0
185421,-30.0,-21.0,-76.0,5.0
185433,-30.333333333333332,-21.0,-76.0,5.0
185450,-30.666666666666668,-21.0,-76.0,5.0
185466,-31.0,-21.0,-76.0,5.0
185483,-31.0,-21.0,-76.0,5.0
185487,-31.0,-21.0,-76.0,5.0
185500,-31.333333333333332,-21.0,-76.0,5.0
185517,-31.666666666666668,-21.0,-76.0,5.0
185518,-32.0,-21.0,-76.0,5.0
185533,-32.0,-21.0,-76.0,5.0
185551,-32.0,-21.0,-76.0,5.0
185555,-32.0,-21.0,-76.0,5.0
185567,-32.5,-21.0,-76.0,5.0
185571,-33.0,-21.0,-76.0,5.0
185584,-33.0,-21.0,-76.0,5.0
185600,-33.0,-21.0,-76.0,5.0
185614,-33.0,-21.0,-76.0,5.0
185634,-33.5,-21.0,-76.0,5.0
185650,-34.0,-21.0,-76.0,5.0
185652,-34.0,-21.0,-76.0,5.0
185662,-34.0,-21.0,-76.0,5.0
185685,-34.5,-21.0,-76.0,5.0
185688,-35.0,-21.0,-76.0,5.0
185701,-35.0,-21.0,-76.0,5.0
185705,-35.0,-21.0,-76.0,5.0
185718,-35.333333333333336,-21.0,-76.0,5.0
185734,-35.666666666666664,-21.0,-76.0,5.0
185735,-36.0,-21.0,-76.0,5.0
185747,-36.0,-21.0,-76.0,5.0
185751,-36.333333333333336,-21.0,-76.0,5.0
185767,-36.666666666666664,-21.0,-76.0,5.0
185777,-37.0,-21.0,-76.0,5.0
185784,-37.0,-21.0,-76.0,5.0
185801,-37.0,-21.0,-76.0,5.0
185819,-37.0,-21.0,-76.0,5.0
185821,-37.0,-21.0,-76.0,5.0
185835,-37.5,-21.0,-76.0,5.0
185847,-38.0,-21.0,-76.0,5.0
185851,-38.0,-21.0,-76.0,5.0
185873,-38.0,-21.0,-76.0,5.0
185887,-38.0,-21.0,-76.0,5.0
185901,-38.0,-21.0,-76.0,5.0
185905,-38.0,-21.0,-76.0,5.0
185917,-38.333333333333336,-21.0,-76.0,5.0
185926,-38.666666666666664,-21.0,-76.0,5.0
185932,-39.0,-21.0,-76.0,5.0
185934,-39.0,-21.0,-76.0,5.0
185944,-39.0,-21.0,-76.0,5.0
185951,-39.25,-21.0,-76.0,5.0
185967,-39.5,-21.0,-76.0,5.0
185968,-39.75,-21.0,-76.0,5.0
185971,-40.0,-21.0,-76.0,5.0
185982,-40.0,-21.0,-76.0,5.0
185985,-40.0,-21.0,-76.0,5.0
186001,-40.0,-21.0,-76.0,5.0
186002,-40.0,-21.0,-76.0,5.0
186010,-40.0,-21.0,-76.0,5.0
186020,-40.333333333333336,-21.0,-76.0,5.0
186021,-40.666666666666664,-21.0,-76.0,5.0
186029,-41.0,-21.0,-76.0,5.0
186035,-41.0,-21.0,-76.0,5.0
186042,-41.0,-21.0,-76.0,5.0
186051,-41.0,-21.0,-76.0,5.0
186068,-41.0,-21.0,-76.0,5.0
186073,-41.0,-21.0,-76.0,5.0
186084,-41.0,-21.0,-76.0,5.0
186085,-41.0,-21.0,-76.0,5.0
186101,-41.333333333333336,-21.0,-76.0,5.0
186103,-41.666666666666664,-21.0,-76.0,5.0
186110,-42.0,-21.0,-76.0,5.0
186118,-42.0,-21.0,-76.0,5.0
186131,-42.0,-21.0,-76.0,5.0
186132,-42.0,-21.0,-76.0,5.0
186134,-42.25,-21.0,-76.0,5.0
186151,-42.5,-21.0,-76.0,5.0
186159,-42.75,-21.0,-76.0,5.0
186164,-43.0,-21.0,-76.0,5.0
186170,-43.0,-21.0,-76.0,5.0
186187,-43.0,-21.0,-76.0,5.0
186188,-43.0,-21.0,-76.0,5.0
186201,-43.0,-21.0,-76.0,5.0
186210,-43.0,-21.0,-76.0,5.0
186219,-43.333333333333336,-21.0,-76.0,5.0
186220,-43.666666666666664,-21.0,-76.0,5.0
186229,-44.0,-21.0,-76.0,5.0
186231,-44.0,-21.0,-76.0,5.0
186234,-44.0,-21.0,-76.0,5.0
186238,-44.0,-21.0,-76.0,5.0
186244,-44.2,-21.0,-76.0,5.0
186251,-44.4,-21.0,-76.0,5.0
186261,-44.6,-21.0,-76.0,5.0
186268,-44.8,-21.0,-76.0,5.0
186270,-45.0,-21.0,-76.0,5.0
186306,-45.0,-21.0,-76.0,5.0
186317,-45.0,-21.0,-76.0,5.0
186320,-45.333333333333336,-21.0,-76.0,5.0
186334,-45.666666666666664,-21.0,-76.0,5.0
186335,-46.0,-21.0,-76.0,5.0
186347,-46.0,-21.0,-76.0,5.0
186351,-46.333333333333336,-21.0,-76.0,5.0
186367,-46.666666666666664,-21.0,-76.0,5.0
186373,-47.0,-21.0,-76.0,5.0
186384,-47.0,-21.0,-76.0,5.0
186401,-47.0,-21.0,-76.0,5.0
186420,-47.0,-21.0,-76.0,5.0
186431,-47.0,-21.0,-76.0,5.0
186434,-47.5,-21.0,-76.0,5.0
186450,-48.0,-21.0,-76.0,5.0
186451,-48.0,-21.0,-76.0,5.0
186470,-48.0,-21.0,-76.0,5.0
186484,-48.0,-21.0,-76.0,5.0
186501,-48.0,-21.0,-76.0,5.0
186517,-48.0,-21.0,-76.0,5.0
186524,-48.0,-21.0,-76.0,5.0
186551,-48.5,-21.0,-76.0,5.0
186557,-49.0,-21.0,-76.0,5.0
186567,-49.0,-21.0,-76.0,5.0
186584,-49.0,-21.0,-76.0,5.0
186601,-49.0,-21.0,-76.0,5.0
186617,-49.0,-21.0,-76.0,5.0
186633,-49.0,-21.0,-76.0,5.0
186634,-49.25,-21.0,-76.0,5.0
186652,-49.5,-21.0,-76.0,5.0
186671,-49.75,-21.0,-76.0,5.0
186682,-50.0,-21.0,-76.0,5.0
186684,-50.0,-21.0,-76.0,5.0
186694,-50.0,-21.0,-76.0,5.0
186702,-50.25,-21.0,-76.0,5.0
186719,-50.5,-21.0,-76.0,5.0
186727,-50.75,-21.0,-76.0,5.0
186731,-51.0,-21.0,-76.0,5.0
186734,-51.0,-21.0,-76.0,5.0
186743,-51.0,-21.0,-76.0,5.0
186744,-51.0,-21.0,-76.0,5.0
186751,-51.25,-21.0,-76.0,5.0
186761,-51.5,-21.0,-76.0,5.0
186769,-51.75,-21.0,-76.0,5.0
186778,-52.0,-21.0,-76.0,5.0
186785,-52.0,-21.0,-76.0,5.0
186794,-52.0,-21.0,-76.0,5.0
186812,-52.0,-21.0,-76.0,5.0
186818,-52.0,-21.0,-76.0,5.0
186827,-52.0,-21.0,-76.0,5.0
186830,-52.0,-21.0,-76.0,5.0
186834,-52.2,-21.0,-76.0,5.0
186844,-52.4,-21.0,-76.0,5.0
186851,-52.6,-21.0,-76.0,5.0
186861,-52.8,-21.0,-76.0,5.0
186862,-53.0,-21.0,-76.0,5.0
186867,-53.0,-21.0,-76.0,5.0
186874,-53.0,-21.0,-76.0,5.0
186878,-53.166666666666664,-21.0,-76.0,5.0
186884,-53.333333333333336,-21.0,-76.0,5.0
186894,-53.5,-21.0,-76.0,5.0
186901,-53.666666666666664,-21.0,-76.0,5.0
186910,-53.833333333333336,-21.0,-76.0,5.0
186914,-54.0,-21.0,-76.0,5.0
186927,-54.0,-21.0,-76.0,5.0
186928,-54.25,-21.0,-76.0,5.0
186934,-54.5,-21.0,-76.0,5.0
186946,-54.75,-21.0,-76.0,5.0
186951,-55.0,-21.0,-76.0,5.0
186962,-55.0,-21.0,-76.0,5.0
186968,-55.0,-21.0,-76.0,5.0
186978,-55.0,-21.0,-76.0,5.0
186984,-55.0,-21.0,-76.0,5.0
186993,-55.0,-21.0,-76.0,5.0
186999,-55.0,-21.0,-76.0,5.0
187001,-55.166666666666664,-21.0,-76.0,5.0
187013,-55.333333333333336,-21.0,-76.0,5.0
187017,-55.5,-21.0,-76.0,5.0
187027,-55.666666666666664,-21.0,-76.0,5.0
187034,-55.833333333333336,-21.0,-76.0,5.0
187035,-56.0,-21.0,-76.0,5.0
187044,-56.0,-21.0,-76.0,5.0
187061,-56.0,-21.0,-76.0,5.0
187069,-56.0,-21.0,-76.0,5.0
187077,-56.0,-21.0,-76.0,5.0
187085,-56.0,-21.0,-76.0,5.0
187094,-56.0,-21.0,-76.0,5.0
187096,-56.0,-21.0,-76.0,5.0
187101,-56.5,-21.0,-76.0,5.0
187112,-57.0,-21.0,-76.0,5.0
187117,-57.0,-21.0,-76.0,5.0
187134,-57.0,-21.0,-76.0,5.0
187151,-57.0,-21.0,-76.0,5.0
187152,-57.0,-21.0,-76.0,5.0
187164,-57.333333333333336,-21.0,-76.0,5.0
187167,-57.666666666666664,-21.0,-76.0,4.666666666666667
187177,-58.0,-21.0,-76.0,4.333333333333333
187181,-58.0,-21.0,-76.0,4.0
187183,-58.0,-21.0,-76.0,4.0
187187,-58.0,-21.0,-76.0,3.6666666666666665
187191,-58.142857142857146,-21.0,-76.0,3.3333333333333335
187197,-58.285714285714285,-21.0,-76.0,3.0
187199,-58.42857142857143,-21.0,-76.0,3.0
187202,-58.57142857142857,-21.0,-76.0,2.0
187215,-58.714285714285715,-21.0,-76.0,1.0
187218,-58.857142857142854,-21.0,-76.0,1.0
187221,-59.0,-21.0,-76.0,0.6666666666666667
187232,-59.0,-21.0,-76.0,0.33333333333333337
187233,-59.142857142857146,-21.0,-76.0,0.0
187234,-59.285714285714285,-21.0,-76.0,0.0
187236,-59.42857142857143,-21.0,-76.0,0.0
187251,-59.57142857142857,-21.0,-76.0,-1.0
187253,-59.714285714285715,-21.0,-76.0,-1.0
187254,-59.857142857142854,-21.0,-76.0,-1.25
187261,-60.0,-21.0,-76.0,-1.5
187267,-60.0,-21.0,-76.0,-1.75
187269,-60.0,-21.0,-76.0,-2.0
187271,-60.0,-21.0,-76.0,-2.0
187284,-60.0,-21.0,-76.0,-2.5
187287,-60.0,-21.0,-76.0,-3.0
187290,-60.0,-21.0,-76.0,-3.0
187304,-60.0,-21.0,-76.0,-4.0
187305,-60.0,-21.0,-76.0,-4.0
187306,-60.0,-21.0,-76.0,-4.0
187309,-60.0,-21.0,-76.0,-4.5
187311,-60.2,-21.0,-76.0,-5.0
187313,-60.4,-21.0,-76.0,-5.0
187317,-60.6,-21.0,-76.0,-5.5
187329,-60.8,-21.0,-76.0,-6.0
187330,-61.0,-21.0,-76.0,-6.0
187333,-61.0,-21.0,-76.0,-6.0
187334,-61.0,-21.0,-76.0,-6.5
187347,-61.0,-21.0,-76.0,-7.0
187349,-61.0,-21.0,-76.0,-7.0
187351,-61.0,-21.0,-76.0,-7.666666666666667
187352,-61.0,-21.0,-76.0,-8.333333333333334
187365,-61.111111111111114,-21.0,-76.0,-9.0
187368,-61.22222222222222,-21.0,-76.0,-9.0
187369,-61.333333333333336,-21.0,-76.0,-9.5
187383,-61.44444444444444,-21.0,-76.0,-10.0
187384,-61.55555555555556,-21.0,-76.0,-10.0
187386,-61.666666666666664,-21.0,-76.0,-10.0
187400,-61.77777777777778,-21.0,-76.0,-11.0
187402,-61.888888888888886,-21.0,-76.0,-11.0
187407,-62.0,-21.0,-76.0,-11.333333333333334
187417,-62.0,-21.0,-76.0,-11.666666666666666
187418,-62.1,-21.0,-76.0,-12.0
187419,-62.2,-21.0,-76.0,-12.0
187420,-62.3,-21.0,-76.0,-12.0
187436,-62.4,-21.0,-76.0,-13.0
187438,-62.5,-21.0,-76.0,-13.0
187451,-62.6,-21.0,-76.0,-13.5
187454,-62.7,-21.0,-76.0,-14.0
187456,-62.8,-21.0,-76.0,-14.0
187461,-62.9,-21.0,-76.0,-15.0
187462,-63.0,-21.0,-76.0,-15.0
187464,-63.0,-21.0,-76.0,-15.0
187467,-63.0,-21.0,-76.0,-15.5
187479,-63.0,-21.0,-76.0,-16.0
187480,-63.0,-21.0,-76.0,-16.0
187482,-63.166666666666664,-21.0,-76.0,-16.0
187484,-63.333333333333336,-21.0,-76.0,-16.5
187496,-63.5,-21.0,-76.0,-17.0
187498,-63.666666666666664,-21.0,-76.0,-17.0
187501,-63.833333333333336,-21.0,-76.0,-17.333333333333332
187512,-64.0,-21.0,-76.0,-17.666666666666668
187514,-64.0,-21.0,-76.0,-18.0
187516,-64.0,-21.0,-76.0,-18.0
187518,-64.0,-21.0,-76.0,-19.0
187532,-64.0,-21.0,-76.0,-20.0
187534,-64.0,-21.0,-76.0,-20.0
187535,-64.0,-21.0,-76.0,-20.0
187550,-64.0,-21.0,-76.0,-21.0
187552,-64.0,-21.0,-76.0,-21.0
187553,-64.0,-21.0,-76.0,-21.0
187554,-64.0,-21.0,-76.0,-21.5
187568,-64.33333333333333,-21.0,-76.0,-22.0
187571,-64.66666666666667,-21.0,-76.0,-22.0
187576,-65.0,-21.0,-76.0,-22.333333333333332
187584,-65.0,-21.0,-76.0,-22.666666666666668
187586,-65.0,-21.0,-76.0,-23.0
187588,-65.0,-21.0,-76.0,-23.0
187601,-65.0,-21.0,-76.0,-23.5
187603,-65.0,-21.0,-76.0,-24.0
187605,-65.0,-21.0,-76.0,-24.0
187612,-65.0,-21.0,-76.0,-24.333333333333332
187619,-65.66666666666667,-21.0,-76.0,-24.666666666666668
187621,-66.33333333333333,-21.0,-76.0,-25.0
187623,-67.0,-21.0,-76.0,-25.0
187628,-67.0,-21.0,-76.0,-26.0
187630,-67.0,-21.0,-76.0,-26.0
187634,-67.0,-21.0,-76.0,-26.5
187646,-67.0,-21.0,-76.0,-27.0
187649,-67.0,-21.0,-76.0,-27.0
187651,-67.0,-21.0,-76.0,-27.666666666666668
187658,-67.0,-21.0,-76.0,-28.333333333333332
187664,-67.16666666666667,-21.0,-76.0,-29.0
187666,-67.33333333333333,-21.0,-76.0,-29.0
187682,-67.5,-21.0,-76.0,-30.0
187684,-67.66666666666667,-21.0,-76.0,-30.0
187685,-67.83333333333333,-21.0,-76.0,-30.0
187686,-68.0,-21.0,-76.0,-30.5
187699,-68.0,-21.0,-76.0,-31.0
187700,-68.0,-21.0,-76.0,-31.0
187701,-68.0,-21.0,-76.0,-31.0
187717,-68.0,-21.0,-76.0,-32.0
187718,-68.0,-21.0,-76.0,-32.0
187720,-68.0,-21.0,-76.0,-32.0
187734,-68.0,-21.0,-76.0,-32.5
187735,-68.0,-21.0,-76.0,-33.0
187738,-68.0,-21.0,-76.0,-33.0
187751,-68.0,-21.0,-76.0,-33.5
187753,-68.0,-21.0,-76.0,-34.0
187756,-68.0,-21.0,-76.0,-34.0
187771,-68.0,-21.0,-76.0,-35.0
187772,-68.0,-21.0,-76.0,-35.0
187774,-68.0,-21.0,-76.0,-35.0
187778,-68.0,-21.0,-76.0,-36.0
187781,-68.0,-21.0,-76.0,-36.0
187784,-68.0,-21.0,-76.0,-36.333333333333336
187789,-68.0,-21.0,-76.0,-36.666666666666664
187795,-68.1,-21.0,-76.0,-37.0
187797,-68.2,-21.0,-76.0,-37.0
187801,-68.3,-21.0,-76.0,-38.0
187813,-68.4,-21.0,-76.0,-39.0
187816,-68.5,-21.0,-76.0,-39.0
187818,-68.6,-21.0,-76.0,-39.5
187831,-68.7,-21.0,-76.0,-40.0
187833,-68.8,-21.0,-76.0,-40.0
187834,-68.9,-21.0,-76.0,-40.25
187836,-69.0,-21.0,-76.0,-40.5
187846,-69.0,-21.0,-76.0,-40.75
187849,-69.25,-21.0,-76.0,-41.0
187852,-69.5,-21.0,-76.0,-41.0
187867,-69.75,-21.0,-76.0,-41.5
187868,-70.0,-21.0,-76.0,-42.0
187901,-70.0,-21.0,-76.0,-42.0
187911,-70.0,-21.0,-76.0,-42.0
187917,-70.33333333333333,-21.0,-76.0,-42.0
187934,-70.66666666666667,-21.0,-76.0,-42.0
187941,-71.0,-21.0,-76.0,-42.0
187945,-71.0,-21.0,-76.0,-42.0
187951,-71.0,-21.0,-76.0,-42.0
187959,-71.0,-21.0,-76.0,-42.0
187966,-71.0,-21.0,-76.0,-42.0
187968,-71.2,-21.0,-76.0,-42.0
187980,-71.4,-21.0,-76.0,-42.0
187986,-71.6,-21.0,-76.0,-42.0
188001,-71.8,-21.0,-76.0,-42.0
188003,-72.0,-21.0,-76.0,-42.0
188009,-72.0,-21.0,-76.0,-42.0
188011,-72.0,-21.0,-76.0,-42.0
188017,-72.33333333333333,-21.0,-76.0,-42.0
188028,-72.66666666666667,-21.0,-76.0,-42.0
188033,-73.0,-21.0,-76.0,-42.0
188034,-73.0,-21.0,-76.0,-42.0
188042,-73.0,-21.0,-76.0,-42.0
188043,-73.0,-21.0,-76.0,-42.0
188051,-73.25,-21.0,-76.0,-42.0
188060,-73.5,-21.0,-76.0,-42.0
188067,-73.75,-21.0,-76.0,-42.0
188069,-74.0,-21.0,-76.0,-42.0
188079,-74.0,-21.0,-76.0,-42.0
188085,-74.0,-21.0,-76.0,-42.0
188101,-74.0,-21.0,-76.0,-42.0
188110,-74.0,-21.0,-76.0,-42.0
188112,-74.0,-21.0,-76.0,-42.0
188117,-74.5,-21.0,-76.0,-42.0
188130,-75.0,-21.0,-76.0,-42.0
188134,-75.0,-21.0,-76.0,-42.0
188151,-75.0,-21.0,-76.0,-42.0
188153,-75.0,-21.0,-76.0,-42.0
188167,-75.0,-22.0,-76.0,-42.0
188169,-75.0,-22.0,-76.0,-42.0
188170,-75.0,-22.5,-76.0,-42.0
188183,-75.33333333333333,-23.0,-76.0,-42.0
188187,-75.66666666666667,-23.0,-76.0,-42.0
188194,-76.0,-23.5,-76.0,-42.0
188200,-76.0,-24.0,-76.0,-42.0
188201,-76.0,-24.0,-76.0,-42.0
188202,-76.0,-24.0,-76.0,-42.0
188207,-76.0,-24.5,-76.0,-42.0
188216,-76.25,-25.0,-76.0,-42.0
188220,-76.5,-25.0,-76.0,-42.0
188221,-76.75,-25.0,-76.0,-42.0
188231,-77.0,-25.5,-76.0,-42.0
188233,-77.0,-26.0,-76.0,-42.0
188237,-77.0,-26.0,-76.0,-42.0
188250,-77.0,-27.0,-76.0,-42.0
188269,-77.0,-27.0,-76.0,-42.0
188283,-78.0,-27.0,-76.0,-42.0
188293,-78.0,-27.0,-76.0,-42.0
188308,-79.0,-27.0,-76.0,-42.0
188346,-79.0,-27.0,-76.0,-42.0
188368,-80.0,-27.0,-76.0,-42.0
188412,-80.0,-27.0,-76.0,-42.0
188437,-81.0,-27.0,-76.0,-42.0
188461,-81.0,-27.0,-76.0,-42.0
188494,-82.0,-27.0,-76.0,-42.0
188500,-82.0,-27.0,-76.0,-42.0
188529,-83.0,-27.0,-76.0,-42.0
188536,-83.0,-27.0,-76.0,-42.0
188551,-83.0,-28.0,-76.0,-42.0
188557,-83.0,-28.0,-76.0,-42.0
188561,-83.0,-28.5,-76.0,-42.0
188568,-83.33333333333333,-29.0,-76.0,-42.0
188571,-83.66666666666667,-29.0,-76.0,-42.0
188577,-84.0,-29.5,-76.0,-42.0
188584,-84.0,-30.0,-76.0,-42.0
188588,-84.0,-30.0,-76.0,-42.0
188601,-84.0,-31.0,-76.0,-42.0
188605,-84.0,-31.0,-76.0,-42.0
188611,-84.0,-32.0,-76.0,-42.0
188618,-84.33333333333333,-33.0,-76.0,-42.0
188622,-84.66666666666667,-33.0,-76.0,-42.0
188633,-85.0,-33.5,-76.0,-42.0
188634,-85.0,-34.0,-76.0,-42.0
188676,-85.0,-34.0,-76.0,-42.0
188694,-86.0,-34.0,-76.0,-42.0
188713,-86.0,-34.0,-76.0,-42.0
188719,-86.33333333333333,-34.0,-76.0,-42.0
188737,-86.66666666666667,-34.0,-76.0,-42.0
188738,-87.0,-34.0,-76.0,-42.0
188768,-87.0,-34.0,-76.0,-42.0
188778,-87.0,-34.0,-76.0,-42.0
188784,-87.5,-34.0,-76.0,-42.0
188790,-88.0,-34.0,-76.0,-42.0
188818,-88.0,-34.0,-76.0,-42.0
188821,-88.0,-34.0,-76.0,-42.0
188826,-88.0,-34.333333333333336,-76.0,-42.0
188834,-89.0,-34.666666666666664,-76.0,-42.0
188836,-89.0,-35.0,-76.0,-42.0
188839,-89.0,-35.0,-76.0,-42.0
188851,-89.0,-35.5,-76.0,-42.0
188852,-89.0,-36.0,-76.0,-42.0
188856,-89.0,-36.0,-76.0,-42.0
188867,-89.0,-36.5,-76.0,-42.0
188869,-89.0,-37.0,-76.0,-42.0
188872,-89.0,-37.0,-76.0,-42.0
188874,-89.0,-37.5,-76.0,-42.0
188885,-89.25,-38.0,-76.0,-42.0
188888,-89.5,-38.0,-76.0,-42.0
188890,-89.75,-38.0,-76.0,-42.0
188895,-90.0,-38.25,-76.0,-42.5
188898,-90.0,-38.5,-76.0,-43.0
188900,-90.0,-38.75,-76.0,-43.0
188902,-90.0,-39.0,-76.0,-43.333333333333336
188907,-90.14285714285714,-39.0,-76.0,-43.666666666666664
188913,-90.28571428571429,-39.333333333333336,-76.0,-44.0
188916,-90.42857142857143,-39.666666666666664,-76.0,-44.0
188920,-90.57142857142857,-40.0,-76.0,-44.333333333333336
188924,-90.71428571428571,-40.0,-76.0,-44.666666666666664
188931,-90.85714285714286,-40.333333333333336,-76.0,-45.0
188934,-91.0,-40.666666666666664,-76.0,-45.0
188936,-91.0,-41.0,-76.0,-46.0
188949,-91.0,-41.0,-76.0,-47.0
188952,-91.0,-41.0,-76.0,-47.0
188967,-91.0,-41.0,-76.0,-48.0
188969,-91.16666666666667,-41.0,-76.0,-48.0
188985,-91.33333333333333,-41.0,-76.0,-49.0
188988,-91.5,-41.0,-76.0,-49.0
189002,-91.66666666666667,-41.0,-76.0,-50.0
189005,-91.83333333333333,-41.0,-76.0,-50.0
189015,-92.0,-41.0,-76.0,-50.5
189020,-92.0,-41.0,-76.0,-51.0
189022,-92.0,-41.0,-76.0,-51.0
189038,-92.0,-41.0,-76.0,-52.0
189040,-92.0,-41.0,-76.0,-52.0
189055,-92.0,-41.0,-76.0,-53.0
189058,-92.0,-41.0,-76.0,-53.0
189063,-92.0,-41.0,-76.0,-54.0
189065,-92.0,-41.0,-76.0,-54.0
189081,-92.0,-41.0,-76.0,-55.0
189084,-92.0,-41.0,-76.0,-55.0
189098,-92.0,-41.0,-76.0,-57.0
189101,-92.0,-41.0,-76.0,-57.0
189102,-92.0,-41.0,-76.0,-57.5
189116,-92.5,-41.0,-76.0,-58.0
189118,-93.0,-41.0,-76.0,-58.0
189134,-93.0,-41.0,-76.0,-59.0
189136,-93.0,-41.0,-76.0,-59.0
189152,-93.0,-41.0,-76.0,-60.0
189153,-93.0,-41.0,-76.0,-60.0
189155,-93.5,-41.0,-76.0,-60.0
189166,-94.0,-41.0,-76.0,-60.5
189170,-94.0,-41.0,-76.0,-61.0
189173,-94.0,-41.0,-76.0,-61.0
189188,-94.0,-41.0,-76.0,-62.0
189192,-94.0,-41.0,-76.0,-62.0
189195,-94.0,-41.0,-76.0,-62.5
189205,-94.5,-41.0,-76.0,-63.0
189208,-95.0,-41.0,-76.0,-63.0
189209,-95.0,-41.0,-76.0,-63.0
189222,-95.0,-41.0,-76.0,-64.0
189224,-95.0,-41.0,-76.0,-64.0
189226,-95.0,-41.0,-76.0,-64.5
189230,-95.0,-41.0,-76.0,-65.0
189232,-95.0,-41.0,-76.0,-65.0
189245,-95.0,-41.0,-76.0,-65.5
189248,-95.0,-41.0,-76.0,-66.0
189250,-95.0,-41.0,-76.0,-66.0
189252,-95.0,-41.0,-76.0,-66.66666666666667
189264,-96.0,-41.0,-76.0,-67.33333333333333
189266,-96.0,-41.0,-76.0,-68.0
189277,-96.0,-41.0,-76.0,-68.0
189304,-96.0,-41.0,-76.0,-68.0
189308,-96.0,-41.333333333333336,-76.0,-68.0
189310,-96.25,-41.666666666666664,-76.0,-68.0
189321,-96.5,-42.0,-76.0,-68.0
189323,-96.75,-42.0,-76.0,-68.0
189327,-97.0,-42.333333333333336,-76.0,-68.0
189329,-97.0,-42.666666666666664,-76.0,-68.0
189337,-97.0,-43.0,-76.0,-68.0
189341,-97.0,-43.0,-76.0,-68.0
189353,-97.0,-44.0,-76.0,-68.0
189357,-97.0,-44.0,-76.0,-68.0
189361,-97.0,-44.333333333333336,-76.0,-68.0
189362,-97.0,-44.666666666666664,-76.0,-68.0
189370,-97.33333333333333,-45.0,-76.0,-68.0
189374,-97.66666666666667,-45.0,-76.0,-68.0
189383,-98.0,-45.5,-76.0,-68.0
189387,-98.0,-46.0,-76.0,-68.0
189390,-98.0,-46.0,-76.0,-68.0
189394,-98.0,-46.5,-76.0,-68.0
189404,-98.5,-47.0,-76.0,-68.0
189417,-99.0,-47.0,-76.0,-68.0
189438,-99.0,-47.0,-76.0,-68.0
189464,-100.0,-47.0,-76.0,-68.0
189540,-100.0,-47.0,-76.0,-68.0
189548,-100.0,-47.0,-76.0,-69.0
189549,-100.0,-47.0,-76.0,-69.0
189565,-100.0,-47.0,-76.0,-71.0
189567,-100.0,-47.0,-76.0,-71.0
189583,-100.0,-47.0,-76.0,-72.0
189585,-100.0,-47.0,-76.0,-72.0
189599,-100.0,-47.0,-76.0,-73.0
189602,-100.0,-47.0,-76.0,-73.0
189617,-100.0,-47.0,-76.0,-74.0
189619,-100.0,-47.0,-76.0,-74.0
189635,-100.0,-47.0,-76.0,-75.0
189637,-100.0,-47.0,-76.0,-75.0
189654,-100.0,-47.0,-76.0,-76.0
189656,-100.0,-47.0,-76.0,-76.0
189672,-100.0,-47.0,-76.0,-77.0
189674,-100.0,-47.0,-76.0,-77.0
189690,-100.0,-47.0,-76.0,-78.0
