,AXKVHJHF1EOVT,AQNCH42WD4ITI,A1XY2JMPVJCF4,A93LDI16XJWI8
174119,-63.0,-89.0,-82.0,-29.0
174121,-63.0,-89.0,-82.0,-29.0
174124,-63.0,-89.0,-82.0,-29.0
174136,-63.0,-88.0,-82.0,-29.0
174137,-63.0,-88.0,-82.0,-29.0
174139,-63.0,-88.0,-82.0,-29.0
174153,-63.0,-87.0,-82.0,-29.0
174154,-63.0,-87.0,-82.0,-29.0
174158,-63.0,-87.0,-82.0,-29.0
174169,-63.0,-86.0,-82.0,-29.0
174171,-63.0,-86.0,-82.0,-29.0
174172,-63.0,-86.0,-82.0,-29.0
174186,-63.0,-85.0,-82.0,-29.0
174187,-63.0,-85.0,-82.0,-29.0
174190,-63.0,-85.0,-82.0,-29.0
174203,-63.0,-84.0,-82.0,-29.0
174204,-63.0,-84.0,-82.0,-29.0
174206,-63.0,-84.0,-82.0,-29.0
174214,-63.0,-83.5,-82.0,-29.0
174220,-62.75,-83.0,-82.0,-29.0
174221,-62.5,-83.0,-82.0,-29.0
174224,-62.25,-83.0,-82.0,-29.0
174232,-62.0,-82.0,-82.0,-29.0
174238,-62.0,-81.0,-82.0,-29.0
174253,-62.0,-80.0,-82.0,-29.0
174254,-62.0,-80.0,-82.0,-29.0
174258,-62.0,-80.0,-82.0,-29.0
174262,-62.0,-79.5,-82.0,-29.0
174270,-61.75,-79.0,-82.0,-29.0
174271,-61.5,-79.0,-82.0,-29.0
174273,-61.25,-79.0,-82.0,-29.0
174277,-61.0,-78.5,-82.0,-29.0
174286,-61.0,-78.0,-82.0,-29.0
174288,-61.0,-78.0,-82.0,-29.0
174291,-61.0,-78.0,-82.0,-29.0
174303,-61.0,-77.0,-82.0,-29.0
174304,-61.0,-77.0,-82.0,-29.0
174307,-61.0,-77.0,-82.0,-29.0
174310,-61.0,-76.5,-82.0,-29.0
174320,-60.75,-76.0,-82.0,-29.0
174321,-60.5,-76.0,-82.0,-29.0
174323,-60.25,-76.0,-82.0,-29.0
174324,-60.0,-75.5,-82.0,-29.0
174337,-60.0,-75.0,-82.0,-29.0
174338,-60.0,-75.0,-82.0,-29.0
174340,-60.0,-75.0,-82.0,-29.0
174353,-60.0,-74.0,-82.0,-29.0
174372,-60.0,-74.0,-82.0,-29.0
174402,-59.0,-74.0,-82.0,-29.0
174470,-59.0,-74.0,-82.0,-29.0
174491,-58.0,-74.0,-82.0,-29.0
174568,-58.0,-74.0,-82.0,-29.0
174572,-57.5,-74.0,-82.0,-29.0
174586,-57.0,-73.5,-82.0,-29.0
174588,-57.0,-73.0,-82.0,-29.0
174592,-57.0,-73.0,-82.0,-29.0
174604,-57.0,-72.0,-82.0,-29.0
174607,-57.0,-72.0,-82.0,-29.0
174621,-57.0,-71.0,-82.0,-29.0
174626,-57.0,-71.0,-82.0,-29.0
174631,-57.0,-70.5,-82.0,-29.0
174639,-56.75,-70.0,-82.0,-29.0
174643,-56.5,-70.0,-82.0,-29.0
174654,-56.25,-69.0,-82.0,-29.0
174657,-56.0,-69.0,-82.0,-29.0
174658,-56.0,-69.0,-82.0,-29.0
174671,-56.0,-68.0,-82.0,-29.0
174674,-56.0,-68.0,-82.0,-29.0
174687,-56.0,-67.0,-82.0,-29.0
174688,-55.666666666666664,-66.0,-82.0,-29.0
174692,-55.333333333333336,-66.0,-82.0,-29.0
174702,-55.0,-65.5,-82.0,-29.0
174704,-55.0,-65.0,-82.0,-29.0
174709,-55.0,-65.0,-82.0,-29.0
174722,-55.0,-64.0,-82.0,-29.0
174745,-55.0,-64.0,-82.0,-29.0
174763,-54.0,-64.0,-82.0,-29.0
174788,-54.0,-64.0,-82.0,-29.0
174798,-54.0,-64.0,-82.0,-29.0
174805,-53.75,-64.0,-82.0,-29.0
174822,-53.5,-64.0,-82.0,-29.0
174838,-53.25,-64.0,-82.0,-29.0
174843,-53.0,-64.0,-82.0,-29.0
174852,-53.0,-64.0,-82.0,-29.0
174855,-52.75,-64.0,-82.0,-29.0
174871,-52.5,-64.0,-82.0,-29.0
174888,-52.25,-64.0,-82.0,-29.0
174890,-52.0,-64.0,-82.0,-29.0
174906,-52.0,-64.0,-82.0,-29.0
174923,-52.0,-64.0,-82.0,-29.0
174937,-52.0,-64.0,-82.0,-29.0
174938,-51.666666666666664,-64.0,-82.0,-29.0
174955,-51.333333333333336,-64.0,-82.0,-29.0
174967,-51.0,-64.0,-82.0,-29.0
174972,-51.0,-64.0,-82.0,-29.0
174977,-51.0,-64.0,-82.0,-29.0
174989,-50.5,-64.0,-82.0,-29.0
175011,-50.0,-64.0,-82.0,-29.0
175053,-50.0,-64.0,-82.0,-29.0
175073,-49.0,-64.0,-82.0,-29.0
175111,-49.0,-64.0,-82.0,-29.0
175133,-48.0,-64.0,-82.0,-29.0
175173,-48.0,-64.0,-82.0,-29.0
175191,-47.0,-64.0,-82.0,-29.0
175201,-47.0,-64.0,-82.0,-29.0
175232,-46.0,-64.0,-82.0,-29.0
175241,-46.0,-64.0,-82.0,-29.0
175268,-45.0,-64.0,-82.0,-29.0
175314,-45.0,-64.0,-82.0,-29.0
175336,-44.0,-64.0,-82.0,-29.0
175345,-44.0,-64.0,-82.0,-29.0
175368,-43.0,-64.0,-82.0,-29.0
175372,-43.0,-64.0,-82.0,-29.0
175389,-43.0,-64.0,-82.0,-29.0
175405,-43.0,-64.0,-82.0,-29.0
175415,-43.0,-64.0,-82.0,-29.0
175422,-42.666666666666664,-64.0,-82.0,-29.0
175439,-42.333333333333336,-64.0,-82.0,-29.0
175451,-42.0,-64.0,-82.0,-29.0
175470,-42.0,-64.0,-82.0,-29.0
175503,-41.0,-64.0,-82.0,-29.0
175518,-41.0,-64.0,-82.0,-29.0
175550,-40.0,-64.0,-82.0,-29.0
175561,-40.0,-64.0,-82.0,-29.0
175588,-39.0,-64.0,-82.0,-29.0
175629,-39.0,-64.0,-82.0,-29.0
175660,-38.0,-64.0,-82.0,-29.0
175700,-38.0,-64.0,-82.0,-29.0
175802,-37.0,-64.0,-82.0,-29.0
175836,-37.0,-64.0,-82.0,-29.0
175866,-36.0,-64.0,-82.0,-29.0
175897,-36.0,-64.0,-82.0,-29.0
175910,-36.0,-64.0,-81.5,-29.0
175914,-35.666666666666664,-64.0,-81.0,-29.0
175917,-35.333333333333336,-64.0,-81.0,-29.0
175929,-35.0,-64.0,-80.5,-29.0
175931,-35.0,-64.0,-80.0,-29.0
175933,-35.0,-64.0,-80.0,-29.0
175947,-35.0,-64.0,-79.0,-29.0
175949,-35.0,-64.0,-79.0,-29.0
175963,-35.0,-64.0,-78.0,-29.0
175965,-35.0,-64.0,-78.0,-29.0
175979,-35.0,-64.0,-77.0,-29.0
175982,-35.0,-64.0,-77.0,-29.0
175992,-35.0,-64.0,-76.33333333333333,-29.0
176006,-34.666666666666664,-64.0,-75.66666666666667,-29.0
176015,-34.333333333333336,-64.0,-75.0,-29.0
176017,-34.0,-64.0,-75.0,-29.0
176023,-34.0,-64.0,-74.66666666666667,-29.0
176026,-34.0,-64.0,-74.33333333333333,-29.0
176032,-33.666666666666664,-64.0,-74.0,-29.0
176039,-33.333333333333336,-64.0,-74.0,-29.0
176054,-33.0,-64.0,-74.0,-29.0
176056,-33.0,-64.0,-74.0,-29.0
176073,-33.0,-64.0,-74.0,-29.0
176089,-33.0,-64.0,-74.0,-29.0
176097,-33.0,-64.0,-74.0,-29.0
176106,-32.5,-64.0,-74.0,-29.0
176117,-32.0,-64.0,-74.0,-29.0
176123,-32.0,-64.0,-74.0,-29.0
176132,-32.0,-64.0,-74.0,-29.0
176139,-31.666666666666668,-64.0,-74.0,-29.0
176156,-31.333333333333332,-64.0,-74.0,-29.0
176163,-31.0,-64.0,-74.0,-29.0
176173,-31.0,-64.0,-74.0,-29.0
176175,-31.0,-64.0,-74.0,-29.0
176190,-30.5,-64.0,-74.0,-29.0
176204,-30.0,-64.0,-74.0,-29.0
176206,-30.0,-64.0,-74.0,-29.0
176223,-30.0,-64.0,-74.0,-29.0
176240,-30.0,-64.0,-74.0,-29.0
176256,-29.666666666666668,-64.0,-74.0,-29.0
176260,-29.333333333333332,-64.0,-74.0,-29.0
176262,-29.0,-63.666666666666664,-74.0,-29.0
176273,-29.0,-63.333333333333336,-74.0,-29.0
176277,-29.0,-63.0,-74.0,-29.0
176281,-29.0,-63.0,-74.0,-29.0
176290,-29.0,-62.5,-74.0,-29.0
176293,-29.0,-62.0,-74.0,-29.0
176295,-29.0,-62.0,-74.0,-29.0
176306,-29.0,-61.0,-74.0,-29.0
176310,-29.0,-60.0,-74.0,-29.0
176314,-29.0,-60.0,-74.0,-29.0
176323,-29.0,-59.5,-74.0,-29.0
176326,-29.0,-59.0,-74.0,-29.0
176329,-29.0,-59.0,-74.0,-29.0
176340,-29.0,-58.5,-74.0,-29.0
176343,-29.0,-58.0,-74.0,-29.0
176349,-29.0,-58.0,-74.0,-29.0
176360,-29.0,-57.0,-74.0,-29.0
176362,-29.0,-57.0,-74.0,-29.0
176377,-29.0,-56.0,-74.0,-29.0
176490,-29.0,-56.0,-74.0,-29.0
176507,-29.0,-56.0,-74.0,-29.0
176524,-29.0,-56.0,-74.0,-29.0
176531,-29.0,-56.0,-74.0,-29.0
176540,-29.5,-56.0,-74.0,-29.0
176550,-30.0,-56.0,-74.0,-29.0
176557,-30.0,-56.0,-74.0,-29.0
176574,-30.0,-56.0,-74.0,-29.0
176581,-30.0,-56.0,-74.0,-29.0
176590,-31.0,-56.0,-74.0,-29.0
176592,-32.0,-56.0,-74.0,-29.0
176607,-32.0,-56.0,-74.0,-29.0
176622,-32.0,-56.0,-74.0,-29.0
176623,-32.5,-56.0,-74.0,-29.0
176635,-33.0,-56.0,-74.0,-29.0
176640,-33.0,-56.0,-74.0,-29.0
176657,-33.0,-56.0,-74.0,-29.0
176674,-33.0,-56.0,-74.0,-29.0
176677,-33.0,-56.0,-74.0,-29.0
176690,-33.5,-56.0,-74.0,-29.0
176703,-34.0,-56.0,-74.0,-29.0
176707,-34.0,-56.0,-74.0,-29.0
176724,-34.0,-56.0,-74.0,-29.0
176730,-34.0,-56.0,-74.0,-29.0
176740,-34.333333333333336,-56.0,-74.0,-29.0
176757,-34.666666666666664,-56.0,-74.0,-29.0
176762,-35.0,-56.0,-74.0,-29.0
176774,-35.0,-56.0,-74.0,-29.0
176790,-35.0,-56.0,-74.0,-29.0
176807,-35.0,-56.0,-74.0,-29.0
176824,-35.0,-56.0,-74.0,-29.0
176840,-35.0,-56.0,-74.0,-29.0
177004,-35.0,-56.0,-74.0,-29.0
177020,-35.0,-56.0,-73.0,-29.0
177022,-35.0,-56.0,-73.0,-29.0
177036,-35.0,-56.0,-72.0,-29.0
177039,-35.0,-56.0,-72.0,-29.0
177054,-35.0,-56.0,-71.0,-29.0
177057,-35.0,-56.0,-71.0,-29.0
177070,-35.0,-56.0,-70.0,-29.0
177073,-35.0,-56.0,-70.0,-29.0
177088,-35.0,-56.0,-69.0,-29.0
177091,-35.0,-56.0,-69.0,-29.0
177103,-35.0,-56.0,-68.0,-29.0
177596,-35.0,-56.0,-68.0,-29.0
177627,-35.0,-56.0,-68.0,-29.0
177677,-35.0,-56.0,-68.0,-29.0
177727,-35.0,-56.0,-68.0,-29.0
177961,-35.0,-56.0,-68.0,-29.0
177977,-35.0,-56.0,-68.0,-29.0
178012,-35.0,-56.0,-68.0,-29.0
178046,-35.0,-56.0,-68.0,-29.0
178064,-35.0,-56.0,-68.0,-29.0
178105,-35.0,-56.0,-68.0,-29.0
178111,-34.75,-56.0,-68.0,-29.0
178126,-34.5,-56.0,-68.0,-29.0
178128,-34.25,-56.0,-68.0,-29.0
178134,-34.0,-56.0,-68.0,-29.0
178145,-34.0,-56.0,-68.0,-29.0
178158,-34.0,-56.0,-68.0,-29.0
178175,-34.0,-56.0,-68.0,-29.0
178192,-34.0,-56.0,-68.0,-29.0
178194,-34.0,-56.0,-68.0,-29.0
178209,-33.5,-56.0,-68.0,-29.0
178217,-33.0,-56.0,-68.0,-29.0
178225,-33.0,-56.0,-68.0,-29.0
178242,-33.0,-56.0,-68.0,-29.0
178258,-33.0,-56.0,-68.0,-29.0
178264,-33.0,-56.0,-68.0,-29.0
178275,-32.5,-56.0,-68.0,-29.0
178284,-32.0,-56.0,-68.0,-29.0
178295,-32.0,-56.0,-68.0,-29.0
178322,-31.0,-56.0,-68.0,-29.0
178360,-31.0,-56.0,-68.0,-29.0
178380,-30.0,-56.0,-68.0,-29.0
178424,-30.0,-56.0,-68.0,-29.0
178444,-29.0,-56.0,-68.0,-29.0
178499,-29.0,-56.0,-68.0,-29.0
178522,-28.0,-56.0,-68.0,-29.0
178532,-28.0,-56.0,-68.0,-29.0
178556,-27.0,-56.0,-68.0,-29.0
178578,-27.0,-56.0,-68.0,-29.0
178592,-27.0,-56.0,-68.0,-29.0
178598,-27.0,-56.0,-68.0,-29.0
178609,-26.5,-56.0,-68.0,-29.0
178619,-26.0,-56.0,-68.0,-29.0
178620,-26.0,-56.0,-68.0,-29.0
178626,-26.0,-56.0,-68.0,-29.0
178636,-26.0,-56.0,-68.0,-29.0
178643,-26.0,-56.0,-68.0,-29.0
178655,-26.0,-56.0,-68.0,-29.0
178659,-26.0,-56.0,-68.0,-29.0
178669,-26.0,-56.0,-68.0,-29.0
178676,-25.75,-56.0,-68.0,-29.0
178680,-25.5,-56.0,-68.0,-29.0
178693,-25.25,-56.0,-68.0,-29.0
178698,-25.0,-56.0,-68.0,-29.0
178699,-25.0,-56.0,-68.0,-29.0
178709,-25.0,-56.0,-68.0,-29.0
178717,-25.0,-56.0,-68.0,-29.0
178726,-25.0,-56.0,-68.0,-29.0
178739,-25.0,-56.0,-68.0,-29.0
178758,-24.0,-56.0,-68.0,-29.0
178795,-24.0,-56.0,-68.0,-29.0
178815,-23.0,-56.0,-68.0,-29.0
178876,-23.0,-56.0,-68.0,-29.0
178897,-22.0,-56.0,-68.0,-29.0
178913,-22.0,-56.0,-68.0,-29.0
178936,-21.0,-56.0,-68.0,-29.0
178981,-21.0,-56.0,-68.0,-29.0
179000,-20.0,-56.0,-68.0,-29.0
179042,-20.0,-56.0,-68.0,-29.0
179067,-19.0,-56.0,-68.0,-29.0
179078,-19.0,-56.0,-68.0,-29.0
179102,-18.0,-56.0,-68.0,-29.0
179155,-18.0,-56.0,-68.0,-29.0
179175,-17.0,-56.0,-68.0,-29.0
180131,-17.0,-56.0,-68.0,-29.0
180150,-16.0,-56.0,-68.0,-29.0
180182,-16.0,-56.0,-68.0,-29.0
180195,-15.0,-56.0,-68.0,-29.0
180232,-15.0,-56.0,-68.0,-29.0
180244,-14.5,-56.0,-68.0,-29.0
180249,-14.0,-56.0,-68.0,-29.0
180261,-14.0,-56.0,-68.0,-29.0
180277,-14.0,-56.0,-68.0,-29.0
180294,-14.0,-56.0,-68.0,-29.0
180295,-14.0,-56.0,-68.0,-29.0
180311,-13.5,-56.0,-68.0,-29.0
180312,-13.0,-56.0,-68.0,-29.0
180325,-13.0,-56.0,-68.0,-29.0
180328,-12.5,-56.0,-68.0,-29.0
180363,-12.0,-56.0,-68.0,-29.0
180380,-12.0,-56.0,-68.0,-29.0
180408,-11.0,-56.0,-68.0,-29.0
180438,-11.0,-56.0,-68.0,-29.0
180497,-10.0,-56.0,-68.0,-29.0
180547,-10.0,-56.0,-68.0,-29.0
180616,-9.0,-56.0,-68.0,-29.0
180631,-9.0,-56.0,-68.0,-29.0
180662,-8.0,-56.0,-68.0,-29.0
180676,-8.0,-56.0,-68.0,-29.0
180706,-7.0,-56.0,-68.0,-29.0
181448,-7.0,-56.0,-68.0,-29.0
181466,-8.0,-56.0,-68.0,-29.0
181502,-8.0,-56.0,-68.0,-29.0
181517,-9.0,-56.0,-68.0,-29.0
181553,-9.0,-56.0,-68.0,-29.0
181575,-10.0,-56.0,-68.0,-29.0
181631,-10.0,-56.0,-68.0,-29.0
181665,-11.0,-56.0,-68.0,-29.0
181712,-11.0,-56.0,-68.0,-29.0
181741,-12.0,-56.0,-68.0,-29.0
181774,-12.0,-56.0,-68.0,-29.0
181813,-13.0,-56.0,-68.0,-29.0
181828,-13.0,-56.0,-68.0,-29.0
181867,-14.0,-56.0,-68.0,-29.0
181908,-14.0,-56.0,-68.0,-29.0
181926,-15.0,-56.0,-68.0,-29.0
181976,-15.0,-56.0,-68.0,-29.0
182000,-16.0,-56.0,-68.0,-29.0
182042,-16.0,-56.0,-68.0,-29.0
182064,-17.0,-56.0,-68.0,-29.0
182076,-17.0,-56.0,-68.0,-29.0
182100,-18.0,-56.0,-68.0,-29.0
182147,-18.0,-56.0,-68.0,-29.0
182181,-19.0,-56.0,-68.0,-29.0
182236,-19.0,-56.0,-68.0,-29.0
182255,-20.0,-56.0,-68.0,-29.0
182295,-20.0,-56.0,-68.0,-29.0
182318,-21.0,-56.0,-68.0,-29.0
182328,-21.0,-56.0,-68.0,-29.0
182357,-22.0,-56.0,-68.0,-29.0
182759,-22.0,-56.0,-68.0,-29.0
182780,-21.0,-56.0,-68.0,-29.0
182815,-21.0,-56.0,-68.0,-29.0
182827,-20.0,-56.0,-68.0,-29.0
182883,-20.0,-56.0,-68.0,-29.0
182899,-20.0,-55.0,-68.0,-29.0
182902,-19.88888888888889,-55.0,-68.0,-29.0
182915,-19.77777777777778,-54.0,-68.0,-29.0
182919,-19.666666666666668,-54.0,-68.0,-29.0
182932,-19.555555555555557,-53.0,-68.0,-29.0
182935,-19.444444444444443,-53.0,-68.0,-29.0
182949,-19.333333333333332,-52.0,-68.0,-29.0
182951,-19.22222222222222,-52.0,-68.0,-29.0
182961,-19.11111111111111,-51.666666666666664,-68.0,-29.0
182962,-19.0,-51.333333333333336,-68.0,-29.0
182966,-19.0,-51.0,-68.0,-29.0
182972,-19.0,-51.0,-68.0,-29.0
182977,-19.0,-50.666666666666664,-68.0,-29.0
182981,-19.0,-50.333333333333336,-68.0,-29.0
182982,-19.0,-50.0,-68.0,-29.0
182984,-19.0,-50.0,-68.0,-29.0
182985,-18.88888888888889,-50.0,-68.0,-29.0
182998,-18.77777777777778,-49.5,-68.0,-29.0
182999,-18.666666666666668,-49.0,-68.0,-29.0
183003,-18.555555555555557,-49.0,-68.0,-29.0
183012,-18.444444444444443,-48.333333333333336,-68.0,-29.0
183014,-18.333333333333332,-47.666666666666664,-68.0,-29.0
183016,-18.22222222222222,-47.0,-68.0,-29.0
183031,-18.11111111111111,-47.0,-68.0,-29.0
183032,-18.0,-47.0,-68.0,-29.0
183044,-18.0,-47.0,-68.0,-29.0
183047,-18.0,-47.0,-68.0,-29.0
183064,-18.0,-47.0,-68.0,-29.0
183074,-18.0,-47.0,-68.0,-29.0
183077,-17.666666666666668,-47.0,-68.0,-29.0
183081,-17.333333333333332,-47.0,-68.0,-29.0
183093,-17.0,-47.0,-68.0,-29.0
183097,-17.0,-47.0,-68.0,-29.0
183103,-17.0,-47.0,-68.0,-29.0
183114,-16.5,-47.0,-68.0,-29.0
183131,-16.0,-47.0,-68.0,-29.0
183181,-16.0,-47.0,-68.0,-29.0
183201,-15.5,-47.0,-68.0,-29.0
183204,-15.0,-46.5,-68.0,-29.0
183217,-15.0,-46.0,-68.0,-29.0
183220,-15.0,-46.0,-68.0,-29.0
183234,-15.0,-45.0,-68.0,-29.0
183236,-15.0,-45.0,-68.0,-29.0
183250,-15.0,-44.0,-68.0,-29.0
183253,-15.0,-44.0,-68.0,-29.0
183266,-15.0,-43.0,-68.0,-29.0
183267,-14.8,-42.0,-68.0,-29.0
183271,-14.6,-42.0,-68.0,-29.0
183283,-14.4,-41.0,-68.0,-29.0
183286,-14.2,-41.0,-68.0,-29.0
183289,-14.0,-40.5,-68.0,-29.0
183300,-14.0,-40.0,-68.0,-29.0
183301,-14.0,-40.0,-68.0,-29.0
183333,-13.0,-40.0,-68.0,-29.0
183354,-13.0,-40.0,-68.0,-29.0
183381,-12.0,-40.0,-68.0,-29.0
183397,-12.0,-40.0,-68.0,-29.0
183415,-12.0,-40.0,-68.0,-29.0
183431,-12.0,-40.0,-68.0,-29.0
183432,-12.0,-40.0,-68.0,-29.0
183435,-11.8,-40.0,-68.0,-29.0
183448,-11.6,-39.5,-68.0,-29.0
183451,-11.4,-39.0,-68.0,-29.0
183453,-11.2,-39.0,-68.0,-29.0
183462,-11.0,-38.666666666666664,-68.0,-29.0
183464,-11.0,-38.333333333333336,-68.0,-29.0
183467,-11.0,-38.0,-68.0,-29.0
183470,-11.0,-38.0,-68.0,-29.0
183481,-11.0,-37.5,-68.0,-29.0
183484,-11.0,-37.0,-68.0,-29.0
183489,-11.0,-37.0,-68.0,-29.0
183498,-11.0,-36.5,-68.0,-29.0
183501,-11.0,-36.0,-68.0,-29.0
183504,-11.0,-36.0,-68.0,-29.0
183516,-11.0,-35.5,-68.0,-29.0
183517,-11.0,-35.0,-68.0,-29.0
183521,-11.0,-35.0,-68.0,-29.0
183532,-11.0,-34.5,-68.0,-29.0
183534,-11.0,-34.0,-68.0,-29.0
183548,-11.0,-34.0,-68.0,-29.0
183654,-11.0,-34.0,-68.0,-29.0
183669,-11.0,-33.0,-68.0,-29.0
183671,-11.0,-33.0,-68.0,-29.0
183685,-11.0,-32.0,-68.0,-29.0
183691,-11.0,-32.0,-68.0,-29.0
183701,-11.0,-31.0,-68.0,-29.0
183704,-11.0,-31.0,-68.0,-29.0
183714,-11.0,-30.5,-68.0,-29.0
183718,-11.0,-30.0,-68.0,-28.666666666666668
183721,-11.0,-30.0,-68.0,-28.333333333333332
183732,-11.0,-29.333333333333332,-68.0,-28.0
183734,-11.0,-28.666666666666668,-68.0,-28.0
183735,-11.0,-28.0,-68.0,-27.5
183749,-11.0,-28.0,-68.0,-27.0
183751,-11.0,-28.0,-68.0,-27.0
183766,-11.0,-28.0,-68.0,-26.0
183770,-11.0,-28.0,-68.0,-26.0
183784,-11.0,-28.0,-68.0,-25.0
183786,-11.0,-28.0,-68.0,-25.0
183791,-11.0,-28.0,-68.0,-24.0
183793,-11.0,-28.0,-68.0,-24.0
183809,-11.0,-28.0,-68.0,-22.0
183812,-11.0,-28.0,-68.0,-22.0
183827,-11.0,-28.0,-68.0,-21.0
183829,-11.0,-28.0,-68.0,-21.0
183845,-11.0,-28.0,-68.0,-20.0
183848,-11.0,-28.0,-68.0,-20.0
183854,-11.0,-28.0,-68.0,-19.5
183862,-11.0,-27.666666666666668,-68.0,-19.0
183865,-11.0,-27.333333333333332,-68.0,-19.0
183870,-11.0,-27.0,-68.0,-18.666666666666668
183871,-11.0,-27.0,-68.0,-18.333333333333332
183880,-11.0,-26.666666666666668,-68.0,-18.0
183882,-11.0,-26.333333333333332,-68.0,-18.0
183885,-11.0,-26.0,-68.0,-17.666666666666668
183888,-11.0,-26.0,-68.0,-17.333333333333332
183898,-11.0,-25.666666666666668,-68.0,-17.0
183900,-11.0,-25.333333333333332,-68.0,-17.0
183902,-11.0,-25.0,-68.0,-16.666666666666668
183904,-11.0,-25.0,-68.0,-16.333333333333332
183916,-11.0,-24.666666666666668,-68.0,-16.0
183918,-11.0,-24.333333333333332,-68.0,-16.0
183919,-11.0,-24.0,-68.0,-15.666666666666666
183922,-11.0,-24.0,-68.0,-15.333333333333334
183934,-11.0,-23.5,-68.0,-15.0
183935,-11.0,-23.0,-68.0,-15.0
183936,-11.0,-23.0,-68.0,-15.0
183938,-11.0,-23.0,-68.0,-14.5
183941,-11.0,-22.333333333333332,-68.0,-14.0
183943,-11.0,-21.666666666666668,-68.0,-14.0
183952,-11.0,-21.0,-68.0,-13.0
183959,-11.0,-21.0,-68.0,-12.0
183962,-11.0,-21.0,-68.0,-12.0
183976,-11.0,-21.0,-68.0,-11.0
183980,-11.0,-21.0,-68.0,-11.0
183994,-11.0,-21.0,-68.0,-10.0
183996,-11.0,-21.0,-68.0,-10.0
184012,-11.0,-21.0,-68.0,-9.0
184014,-11.0,-21.0,-68.0,-9.0
184030,-11.0,-21.0,-68.0,-8.0
184032,-11.0,-21.0,-68.0,-8.0
184048,-11.0,-21.0,-68.0,-7.0
184050,-11.0,-21.0,-68.0,-7.0
184066,-11.0,-21.0,-68.0,-6.0
184069,-11.0,-21.0,-68.0,-6.0
184083,-11.0,-21.0,-68.0,-5.0
184085,-11.0,-21.0,-68.0,-5.0
184086,-11.0,-21.0,-68.0,-4.5
184101,-11.2,-21.0,-68.0,-4.0
184103,-11.4,-21.0,-68.0,-4.0
184108,-11.6,-21.0,-68.0,-2.0
184110,-11.8,-21.0,-68.0,-2.0
184122,-12.0,-21.0,-68.0,-1.5
184126,-12.0,-21.0,-68.0,-1.0
184128,-12.0,-21.0,-68.0,-1.0
184144,-12.0,-21.0,-68.0,0.0
184147,-12.0,-21.0,-68.0,0.0
184163,-12.0,-21.0,-68.0,1.0
184166,-12.0,-21.0,-68.0,1.0
184178,-12.0,-21.0,-68.0,1.5
184179,-12.2,-21.0,-68.0,2.0
184181,-12.4,-21.0,-68.0,2.0
184197,-12.6,-21.0,-68.0,3.0
184199,-12.8,-21.0,-68.0,3.0
184200,-13.0,-21.0,-68.0,3.5
184215,-13.0,-21.0,-68.0,4.0
184217,-13.0,-21.0,-68.0,4.0
184233,-13.0,-21.0,-68.0,5.0
184277,-13.0,-21.0,-68.0,5.0
184297,-14.0,-21.0,-68.0,5.0
184316,-14.0,-21.0,-68.0,5.0
184352,-15.0,-21.0,-68.0,5.0
184361,-15.0,-21.0,-68.0,5.0
184385,-16.0,-21.0,-68.0,5.0
184434,-16.0,-21.0,-68.0,5.0
184453,-17.0,-21.0,-68.0,5.0
184477,-17.0,-21.0,-68.0,5.0
184510,-17.0,-21.0,-68.0,5.0
184518,-17.0,-21.0,-68.0,5.0
184528,-17.0,-21.0,-68.0,5.0
184537,-17.333333333333332,-21.0,-68.0,5.0
184543,-17.666666666666668,-21.0,-68.0,5.0
184548,-18.0,-21.0,-68.0,5.0
184560,-18.0,-21.0,-68.0,5.0
184564,-18.2,-21.0,-68.0,5.0
184567,-18.4,-21.0,-68.0,5.0
184580,-18.6,-21.0,-68.0,5.0
184584,-18.8,-21.0,-68.0,5.0
184591,-19.0,-21.0,-68.0,5.0
184601,-19.0,-21.0,-68.0,5.0
184614,-19.0,-21.0,-68.0,5.0
184618,-19.0,-21.0,-68.0,5.0
184634,-19.0,-21.0,-68.0,5.0
184636,-19.0,-21.0,-68.0,5.0
184641,-19.0,-21.0,-68.0,5.0
184651,-19.333333333333332,-21.0,-68.0,5.0
184660,-19.666666666666668,-21.0,-68.0,5.0
184665,-20.0,-21.0,-68.0,5.0
184668,-20.0,-21.0,-68.0,5.0
184679,-20.0,-21.0,-68.0,5.0
184684,-20.0,-21.0,-68.0,5.0
184696,-20.0,-21.0,-68.0,5.0
184701,-20.0,-21.0,-68.0,5.0
184711,-20.0,-21.0,-68.0,5.0
184712,-20.25,-21.0,-68.0,5.0
184719,-20.5,-21.0,-68.0,5.0
184732,-20.75,-21.0,-68.0,5.0
184735,-21.0,-21.0,-68.0,5.0
184751,-21.0,-21.0,-68.0,5.0
184752,-21.0,-21.0,-68.0,5.0
184754,-21.2,-21.0,-68.0,5.0
184769,-21.4,-21.0,-68.0,5.0
184775,-21.6,-21.0,-68.0,5.0
184785,-21.8,-21.0,-68.0,5.0
184787,-22.0,-21.0,-68.0,5.0
184790,-22.0,-21.0,-68.0,5.0
184801,-22.0,-21.0,-68.0,5.0
184813,-22.0,-21.0,-68.0,5.0
184819,-22.0,-21.0,-68.0,5.0
184826,-22.0,-21.0,-68.0,5.0
184829,-22.2,-21.0,-68.0,5.0
184835,-22.4,-21.0,-68.0,5.0
184849,-22.6,-21.0,-68.0,5.0
184851,-22.8,-21.0,-68.0,5.0
184855,-23.0,-21.0,-68.0,5.0
184865,-23.0,-21.0,-68.0,5.0
