,A29R1LR84VSJU,A1UH47OTAH2RT,A2JNCB317KX86,A1EUJEHDI66UT
266308,,60.0,-26.0,100.0
266341,,60.0,-26.0,100.0
266379,,60.0,-26.0,100.0
266408,,60.0,-26.0,100.0
266424,,60.0,-26.0,100.0
266442,,60.0,-26.0,100.0
266447,,60.0,-26.0,100.0
266471,,60.0,-26.0,100.0
266478,,60.0,-26.0,100.0
266494,,60.0,-26.0,100.0
266507,,60.0,-26.0,100.0
266534,,60.0,-26.0,100.0
266551,,60.0,-26.0,100.0
266622,,60.0,-26.0,100.0
266637,,60.0,-26.0,100.0
266660,,60.0,-26.0,100.0
266691,,60.0,-26.0,100.0
266728,,60.0,-26.0,100.0
266741,,60.0,-26.0,100.0
266805,,60.0,-26.0,100.0
266829,,60.0,-26.0,100.0
266892,,60.0,-26.0,100.0
266922,,60.0,-26.0,100.0
266923,,60.0,-26.0,100.0
270413,,60.0,-26.0,100.0
270441,,60.0,-26.0,100.0
270486,,60.0,-26.0,100.0
270515,,60.0,-26.0,100.0
270531,,60.0,-26.0,100.0
270544,,60.0,-26.0,100.0
270558,,60.0,-26.0,100.0
270578,,60.0,-26.0,100.0
270593,,60.0,-26.0,100.0
270610,,60.0,-26.0,100.0
270625,,60.0,-26.0,100.0
270642,,60.0,-26.0,100.0
270660,,60.0,-26.0,100.0
270676,,60.0,-26.0,100.0
270693,,60.0,-26.0,100.0
270708,,60.0,-26.0,100.0
270726,,60.0,-26.0,100.0
270745,,60.0,-26.0,100.0
270759,,60.0,-26.0,100.0
270777,,60.0,-26.0,100.0
270792,,60.0,-26.0,100.0
270808,,60.0,-26.0,100.0
270827,,60.0,-26.0,100.0
270842,,60.0,-26.0,100.0
270861,,60.0,-26.0,100.0
270875,,60.0,-26.0,100.0
270892,,60.0,-26.0,100.0
270910,,60.0,-26.0,100.0
270926,,60.0,-26.0,100.0
270945,,60.0,-26.0,100.0
270959,,60.0,-26.0,100.0
270975,,60.0,-26.0,100.0
270994,,60.0,-26.0,100.0
271009,,60.0,-26.0,100.0
271027,,60.0,-26.0,100.0
271042,,60.0,-26.0,100.0
271058,,60.0,-26.0,100.0
271077,,60.0,-26.0,100.0
271107,,60.0,-26.0,100.0
271120,,60.0,-26.0,100.0
271135,,60.0,-26.0,100.0
271148,,60.0,-26.0,100.0
271165,,60.0,-26.0,100.0
271179,,60.0,-26.0,100.0
271196,,60.0,-26.0,100.0
271209,,60.0,-26.0,100.0
271227,,60.0,-26.0,100.0
271259,,60.0,-26.0,100.0
271271,,60.0,-26.0,100.0
271292,,60.0,-26.0,100.0
271308,,60.0,-26.0,100.0
271327,,60.0,-26.0,100.0
271344,,60.0,-26.0,100.0
271365,,60.0,-26.0,100.0
271379,,60.0,-26.0,100.0
271392,,60.0,-26.0,100.0
271410,,60.0,-26.0,100.0
271425,,60.0,-26.0,100.0
271444,,60.0,-26.0,100.0
271459,,60.0,-26.0,100.0
271475,,60.0,-26.0,100.0
271495,,60.0,-26.0,100.0
271509,,60.0,-26.0,100.0
271528,,60.0,-26.0,100.0
271546,,60.0,-26.0,100.0
271562,,60.0,-26.0,100.0
271577,,60.0,-26.0,100.0
271592,,60.0,-26.0,100.0
271610,,60.0,-26.0,100.0
271625,,60.0,-26.0,100.0
271642,,60.0,-26.0,100.0
271660,,60.0,-26.0,100.0
271676,,60.0,-26.0,100.0
271697,,60.0,-26.0,100.0
271711,,60.0,-26.0,100.0
271726,,60.0,-26.0,100.0
271744,,60.0,-26.0,100.0
271759,,60.0,-26.0,100.0
271777,,60.0,-26.0,100.0
271792,,60.0,-26.0,100.0
271808,,60.0,-26.0,100.0
271827,,60.0,-26.0,100.0
271843,,60.0,-26.0,100.0
271860,,60.0,-26.0,100.0
271875,,60.0,-26.0,100.0
271892,,60.0,-26.0,100.0
271911,,60.0,-26.0,100.0
271926,,60.0,-26.0,100.0
271944,,60.0,-26.0,100.0
271958,,60.0,-26.0,100.0
271976,,60.0,-26.0,100.0
271994,,60.0,-26.0,100.0
272010,,60.0,-26.0,100.0
272027,,60.0,-26.0,100.0
272042,,60.0,-26.0,100.0
272058,,60.0,-26.0,100.0
272078,,60.0,-26.0,100.0
272095,,60.0,-26.0,100.0
272109,,60.0,-26.0,100.0
272126,,60.0,-26.0,100.0
272142,,60.0,-26.0,100.0
272161,,60.0,-26.0,100.0
272176,,60.0,-26.0,100.0
272193,,60.0,-26.0,100.0
272209,,60.0,-26.0,100.0
272227,,60.0,-26.0,100.0
272244,,60.0,-26.0,100.0
272262,,60.0,-26.0,100.0
272277,,60.0,-26.0,100.0
272295,,60.0,-26.0,100.0
272309,,60.0,-26.0,100.0
272327,,60.0,-26.0,100.0
272342,,60.0,-26.0,100.0
272360,,60.0,-26.0,100.0
272375,,60.0,-26.0,100.0
272392,,60.0,-26.0,100.0
272410,,60.0,-26.0,100.0
272426,,60.0,-26.0,100.0
272444,,60.0,-26.0,100.0
272460,,60.0,-26.0,100.0
272476,,60.0,-26.0,100.0
272493,,60.0,-26.0,100.0
272508,,60.0,-26.0,100.0
272527,,60.0,-26.0,100.0
272542,,60.0,-26.0,100.0
272558,,60.0,-26.0,100.0
272577,,60.0,-26.0,100.0
272592,,60.0,-26.0,100.0
272610,,60.0,-26.0,100.0
272625,,60.0,-26.0,100.0
272642,,60.0,-26.0,100.0
272660,,60.0,-26.0,100.0
272675,,60.0,-26.0,100.0
272694,,60.0,-26.0,100.0
272708,,60.0,-26.0,100.0
272726,,60.0,-26.0,100.0
272745,,60.0,-26.0,100.0
272758,,60.0,-26.0,100.0
272778,,60.0,-26.0,100.0
272792,,60.0,-26.0,100.0
272808,,60.0,-26.0,100.0
272827,,60.0,-26.0,100.0
272843,,60.0,-26.0,100.0
272861,,60.0,-26.0,100.0
272875,,60.0,-26.0,100.0
272892,,60.0,-26.0,100.0
272911,,60.0,-26.0,100.0
272930,,60.0,-26.0,100.0
272943,,60.0,-26.0,100.0
272958,,60.0,-26.0,100.0
272976,,60.0,-26.0,100.0
272993,,60.0,-26.0,100.0
273010,,60.0,-26.0,100.0
273027,,60.0,-26.0,100.0
273042,,60.0,-26.0,100.0
273058,,60.0,-26.0,100.0
273077,,60.0,-26.0,100.0
273094,,60.0,-26.0,100.0
273110,,60.0,-26.0,100.0
273126,,60.0,-26.0,100.0
273142,,60.0,-26.0,100.0
273160,,60.0,-26.0,100.0
273180,,60.0,-26.0,100.0
273194,,60.0,-26.0,100.0
273208,,60.0,-26.0,100.0
273226,,60.0,-26.0,100.0
273243,,60.0,-26.0,100.0
273258,,60.0,-26.0,100.0
273277,,60.0,-26.0,100.0
273292,,60.0,-26.0,100.0
273308,,60.0,-26.0,100.0
273327,,60.0,-26.0,100.0
273343,,60.0,-26.0,100.0
273360,,60.0,-26.0,100.0
273375,,60.0,-26.0,100.0
273392,,60.0,-26.0,100.0
273412,,60.0,-26.0,100.0
273425,,60.0,-26.0,100.0
273444,,60.0,-26.0,100.0
273459,,60.0,-26.0,100.0
273476,,60.0,-26.0,100.0
273495,,60.0,-26.0,100.0
273508,,60.0,-26.0,100.0
273528,,60.0,-26.0,100.0
273546,,60.0,-26.0,100.0
273558,,60.0,-26.0,100.0
276805,,60.0,-26.0,100.0
276806,,60.0,-26.0,100.0
276825,,60.0,-26.0,100.0
276859,,60.0,-26.0,100.0
276877,,60.0,-26.0,100.0
276894,,60.0,-26.0,100.0
276912,,60.0,-26.0,100.0
276930,,60.0,-26.0,100.0
276946,,60.0,-26.0,100.0
276982,,60.0,-26.0,100.0
277006,,60.0,-26.0,100.0
277023,,60.0,-26.0,100.0
277040,,60.0,-26.0,100.0
277059,,60.0,-26.0,100.0
277076,,60.0,-26.0,100.0
277093,,60.0,-26.0,100.0
277112,,60.0,-26.0,100.0
277145,,60.0,-26.0,100.0
277163,,60.0,-26.0,100.0
277182,,60.0,-26.0,100.0
277198,,60.0,-26.0,100.0
277218,,60.0,-26.0,100.0
277240,,60.0,-26.0,100.0
277259,,60.0,-26.0,100.0
277276,,60.0,-26.0,100.0
277293,,60.0,-26.0,100.0
277310,,60.0,-26.0,100.0
277328,,60.0,-26.0,100.0
277348,,60.0,-26.0,100.0
277363,,60.0,-26.0,100.0
277385,,60.0,-26.0,100.0
277397,,60.0,-26.0,100.0
277415,,60.0,-26.0,100.0
277433,,60.0,-26.0,100.0
277440,,60.0,-26.0,100.0
277466,,60.0,-26.0,100.0
277475,,60.0,-26.0,100.0
277491,,60.0,-26.0,100.0
277517,,60.0,-26.0,100.0
277527,,60.0,-26.0,100.0
277557,,60.0,-26.0,100.0
277566,,60.0,-26.0,100.0
277582,,60.0,-26.0,100.0
277599,,60.0,-26.0,100.0
277615,,60.0,-26.0,100.0
277635,,60.0,-26.0,100.0
277651,,60.0,-26.0,100.0
277657,,60.0,-26.0,100.0
277674,,60.0,-26.0,100.0
277691,,60.0,-26.0,100.0
277711,,60.0,-26.0,100.0
277727,,60.0,-26.0,100.0
277744,,60.0,-26.0,100.0
277764,,60.0,-26.0,100.0
277779,,60.0,-26.0,100.0
277796,,60.0,-26.0,100.0
277814,,60.0,-26.0,100.0
277832,,60.0,-26.0,100.0
277851,,60.0,-26.0,100.0
277866,,60.0,-26.0,100.0
277881,,60.0,-26.0,100.0
277891,,60.0,-26.0,100.0
277908,,60.0,-26.0,100.0
277926,,60.0,-26.0,100.0
277944,,60.0,-26.0,100.0
277963,,60.0,-26.0,100.0
277978,,60.0,-26.0,100.0
277996,,60.0,-26.0,100.0
278013,,60.0,-26.0,100.0
278031,,60.0,-26.0,100.0
278049,,60.0,-26.0,100.0
278068,,60.0,-26.0,100.0
278084,,60.0,-26.0,100.0
278090,,60.0,-26.0,100.0
278108,,60.0,-26.0,100.0
278126,,60.0,-26.0,100.0
278142,,60.0,-26.0,100.0
278160,,60.0,-26.0,100.0
278182,,60.0,-26.0,100.0
278195,,60.0,-26.0,100.0
278213,,60.0,-26.0,100.0
278231,,60.0,-26.0,100.0
278247,,60.0,-26.0,100.0
278265,,60.0,-26.0,100.0
278283,,60.0,-26.0,100.0
278291,,60.0,-26.0,100.0
278307,,60.0,-26.0,100.0
278324,,60.0,-26.0,100.0
278354,,60.0,-26.0,100.0
278361,,60.0,-26.0,100.0
278379,,60.0,-26.0,100.0
278395,,60.0,-26.0,100.0
278412,,60.0,-26.0,100.0
278428,,60.0,-26.0,100.0
278446,,60.0,-26.0,100.0
278465,,60.0,-26.0,100.0
278482,,60.0,-26.0,100.0
278499,,60.0,-26.0,100.0
278516,,60.0,-26.0,100.0
278523,,60.0,-26.0,100.0
278541,,60.0,-26.0,100.0
278559,,60.0,-26.0,100.0
278576,,60.0,-26.0,100.0
278598,,60.0,-26.0,100.0
278611,,60.0,-26.0,100.0
278629,,60.0,-26.0,100.0
278646,,60.0,-26.0,100.0
278664,,60.0,-26.0,100.0
278682,,60.0,-26.0,100.0
278698,,60.0,-26.0,100.0
278719,,60.0,-26.0,100.0
278723,,60.0,-26.0,100.0
278740,,60.0,-26.0,100.0
278767,,60.0,-26.0,100.0
278777,,60.0,-26.0,100.0
278794,,60.0,-26.0,100.0
278810,,60.0,-26.0,100.0
278828,,60.0,-26.0,100.0
278846,,60.0,-26.0,100.0
278863,,60.0,-26.0,100.0
278881,,60.0,-26.0,100.0
278898,,60.0,-26.0,100.0
278916,,60.0,-26.0,100.0
278933,,60.0,-26.0,100.0
278940,,60.0,-26.0,100.0
278958,,60.0,-26.0,100.0
278974,,60.0,-26.0,100.0
278992,,60.0,-26.0,100.0
279010,,60.0,-26.0,100.0
279027,,60.0,-26.0,100.0
279048,,60.0,-26.0,100.0
279063,,60.0,-26.0,100.0
279079,,60.0,-26.0,100.0
279097,,60.0,-26.0,100.0
279115,,60.0,-26.0,100.0
279132,,60.0,-26.0,100.0
279139,,60.0,-26.0,100.0
279156,,60.0,-26.0,100.0
279177,,60.0,-26.0,100.0
279191,,60.0,-26.0,100.0
279212,,60.0,-26.0,100.0
279227,,60.0,-26.0,100.0
279245,,60.0,-26.0,100.0
279263,,60.0,-26.0,100.0
279278,,60.0,-26.0,100.0
279299,,60.0,-26.0,100.0
279315,,60.0,-26.0,100.0
279333,,60.0,-26.0,100.0
279348,,60.0,-26.0,100.0
279367,,60.0,-26.0,100.0
279373,,60.0,-26.0,100.0
279391,,60.0,-26.0,100.0
279409,,60.0,-26.0,100.0
279426,,60.0,-26.0,100.0
279443,,60.0,-26.0,100.0
279469,,60.0,-26.0,100.0
279478,,60.0,-26.0,100.0
279496,,60.0,-26.0,100.0
279514,,60.0,-26.0,100.0
279532,,60.0,-26.0,100.0
279550,,60.0,-26.0,100.0
279566,,60.0,-26.0,100.0
279572,,60.0,-26.0,100.0
279590,,60.0,-26.0,100.0
279609,,60.0,-26.0,100.0
279627,,60.0,-26.0,100.0
279643,,60.0,-26.0,100.0
279660,,60.0,-26.0,100.0
279679,,60.0,-26.0,100.0
279696,,60.0,-26.0,100.0
279714,,60.0,-26.0,100.0
279729,,60.0,-26.0,100.0
279748,,60.0,-26.0,100.0
279772,,60.0,-26.0,100.0
279782,,60.0,-26.0,100.0
279798,,60.0,-26.0,100.0
279807,,60.0,-26.0,100.0
279824,,60.0,-26.0,100.0
279846,,60.0,-26.0,100.0
279860,,60.0,-26.0,100.0
279880,,60.0,-26.0,100.0
344443,,60.0,-26.0,100.0
344444,100.0,60.0,-26.0,100.0
344460,99.0,60.0,-26.0,100.0
344475,99.0,60.0,-26.0,100.0
344500,98.0,60.0,-26.0,100.0
344502,97.0,60.0,-26.0,100.0
344508,97.0,60.0,-26.0,100.0
344519,96.0,60.0,-26.0,100.0
344526,96.0,60.0,-26.0,100.0
344540,95.0,60.0,-26.0,100.0
344549,95.0,60.0,-26.0,100.0
344554,94.0,60.0,-26.0,100.0
344562,94.0,60.0,-26.0,100.0
344570,93.0,60.0,-26.0,100.0
344578,93.0,60.0,-26.0,100.0
344589,92.0,60.0,-26.0,100.0
344600,92.0,60.0,-26.0,100.0
344607,91.0,60.0,-26.0,100.0
344614,91.0,60.0,-26.0,100.0
344641,89.0,60.0,-26.0,100.0
344650,89.0,60.0,-26.0,100.0
344659,87.0,60.0,-26.0,100.0
344668,87.0,60.0,-26.0,100.0
344677,86.0,60.0,-26.0,100.0
344686,86.0,60.0,-26.0,100.0
344694,85.0,60.0,-26.0,100.0
344700,85.0,60.0,-26.0,100.0
344702,84.0,60.0,-26.0,100.0
344708,84.0,60.0,-26.0,100.0
344722,83.0,60.0,-26.0,100.0
344729,83.0,60.0,-26.0,100.0
344736,82.0,60.0,-26.0,100.0
344744,82.0,60.0,-26.0,100.0
344752,81.0,60.0,-26.0,100.0
344770,81.0,60.0,-26.0,100.0
344775,80.0,60.0,-26.0,100.0
344792,80.0,60.0,-26.0,100.0
344808,79.0,60.0,-26.0,100.0
344815,79.0,60.0,-26.0,100.0
344824,77.0,60.0,-26.0,100.0
344831,77.0,60.0,-26.0,100.0
344844,76.0,60.0,-26.0,100.0
344854,76.0,60.0,-26.0,100.0
344874,74.0,60.0,-26.0,100.0
344883,74.0,60.0,-26.0,100.0
344893,73.0,60.0,-26.0,100.0
344899,73.0,60.0,-26.0,100.0
344912,72.0,60.0,-26.0,100.0
344919,71.0,60.0,-26.0,100.0
344934,70.0,60.0,-26.0,100.0
344942,70.0,60.0,-26.0,100.0
344955,68.0,60.0,-26.0,100.0
344965,68.0,60.0,-26.0,100.0
344970,67.0,60.0,-26.0,100.0
344977,67.0,60.0,-26.0,100.0
344989,66.0,60.0,-26.0,100.0
344995,66.0,60.0,-26.0,100.0
345009,65.0,60.0,-26.0,100.0
345019,65.0,60.0,-26.0,100.0
345026,64.0,60.0,-26.0,100.0
345033,64.0,60.0,-26.0,100.0
345042,63.0,60.0,-26.0,100.0
345053,63.0,60.0,-26.0,100.0
345060,62.0,60.0,-26.0,100.0
345067,62.0,60.0,-26.0,100.0
345074,61.0,60.0,-26.0,100.0
345081,61.0,60.0,-26.0,100.0
345093,60.0,60.0,-26.0,100.0
345103,60.0,60.0,-26.0,100.0
345114,59.0,60.0,-26.0,100.0
345120,59.0,60.0,-26.0,100.0
345128,58.0,60.0,-26.0,100.0
345135,57.0,60.0,-26.0,100.0
345140,57.0,60.0,-26.0,100.0
345152,56.0,60.0,-26.0,100.0
345158,56.0,60.0,-26.0,100.0
345171,55.0,60.0,-26.0,100.0
345180,55.0,60.0,-26.0,100.0
345186,54.0,60.0,-26.0,100.0
345192,54.0,60.0,-26.0,100.0
345201,53.0,60.0,-26.0,100.0
345215,53.0,60.0,-26.0,100.0
345221,52.0,60.0,-26.0,100.0
345230,52.0,60.0,-26.0,100.0
345239,51.0,60.0,-26.0,100.0
345246,51.0,60.0,-26.0,100.0
345256,49.0,60.0,-26.0,100.0
345265,49.0,60.0,-26.0,100.0
345275,48.0,60.0,-26.0,100.0
345282,48.0,60.0,-26.0,100.0
345292,47.0,60.0,-26.0,100.0
345301,47.0,60.0,-26.0,100.0
345310,46.0,60.0,-26.0,100.0
345317,46.0,60.0,-26.0,100.0
345325,45.0,60.0,-26.0,100.0
345335,45.0,60.0,-26.0,100.0
345345,44.0,60.0,-26.0,100.0
345355,43.0,60.0,-26.0,100.0
345378,42.0,60.0,-26.0,100.0
345388,42.0,60.0,-26.0,100.0
345404,40.0,60.0,-26.0,100.0
345412,40.0,60.0,-26.0,100.0
345423,39.0,60.0,-26.0,100.0
345434,39.0,60.0,-26.0,100.0
345442,38.0,60.0,-26.0,100.0
345449,38.0,60.0,-26.0,100.0
345457,37.0,60.0,-26.0,100.0
345465,37.0,60.0,-26.0,100.0
345476,36.0,60.0,-26.0,100.0
345487,36.0,60.0,-26.0,100.0
345509,35.0,60.0,-26.0,100.0
345518,35.0,60.0,-26.0,100.0
345526,34.0,60.0,-26.0,100.0
345534,34.0,60.0,-26.0,100.0
345543,33.0,60.0,-26.0,100.0
345548,33.0,60.0,-26.0,100.0
345555,31.0,60.0,-26.0,100.0
345565,31.0,60.0,-26.0,100.0
345584,29.0,60.0,-26.0,100.0
345596,29.0,60.0,-26.0,100.0
345603,28.0,60.0,-26.0,100.0
345611,28.0,60.0,-26.0,100.0
345621,27.0,60.0,-26.0,100.0
345631,27.0,60.0,-26.0,100.0
345656,25.0,60.0,-26.0,100.0
345661,25.0,60.0,-26.0,100.0
345690,23.0,60.0,-26.0,100.0
345695,23.0,60.0,-26.0,100.0
345707,21.0,60.0,-26.0,100.0
345720,21.0,60.0,-26.0,100.0
345727,20.0,60.0,-26.0,100.0
345734,20.0,60.0,-26.0,100.0
345744,19.0,60.0,-26.0,100.0
345748,19.0,60.0,-26.0,100.0
345761,18.0,60.0,-26.0,100.0
345774,18.0,60.0,-26.0,100.0
345784,16.0,60.0,-26.0,100.0
345795,16.0,60.0,-26.0,100.0
345803,15.0,60.0,-26.0,100.0
345807,15.0,60.0,-26.0,100.0
345821,14.0,60.0,-26.0,100.0
345825,14.0,60.0,-26.0,100.0
345839,13.0,60.0,-26.0,100.0
345850,13.0,60.0,-26.0,100.0
345871,11.0,60.0,-26.0,100.0
345883,11.0,60.0,-26.0,100.0
345890,10.0,60.0,-26.0,100.0
345896,10.0,60.0,-26.0,100.0
345908,9.0,60.0,-26.0,100.0
345912,9.0,60.0,-26.0,100.0
345926,8.0,60.0,-26.0,100.0
345936,8.0,60.0,-26.0,100.0
345945,7.0,60.0,-26.0,100.0
345952,7.0,60.0,-26.0,100.0
345962,6.0,60.0,-26.0,100.0
345973,6.0,60.0,-26.0,100.0
345984,5.0,60.0,-26.0,100.0
345990,5.0,60.0,-26.0,100.0
346003,4.0,60.0,-26.0,100.0
346013,4.0,60.0,-26.0,100.0
346019,3.0,60.0,-26.0,100.0
346027,3.0,60.0,-26.0,100.0
346047,2.0,60.0,-26.0,100.0
346057,2.0,60.0,-26.0,100.0
346071,1.0,60.0,-26.0,100.0
346075,1.0,60.0,-26.0,100.0
346090,0.0,60.0,-26.0,100.0
346099,0.0,60.0,-26.0,100.0
346109,-1.0,60.0,-26.0,100.0
346117,-1.0,60.0,-26.0,100.0
346126,-2.0,60.0,-26.0,100.0
346136,-2.0,60.0,-26.0,100.0
346146,-3.0,60.0,-26.0,100.0
346156,-3.0,60.0,-26.0,100.0
346160,-4.0,60.0,-26.0,100.0
346166,-4.0,60.0,-26.0,100.0
346180,-5.0,60.0,-26.0,100.0
346201,-5.0,60.0,-26.0,100.0
346202,-6.0,60.0,-26.0,100.0
346212,-6.0,60.0,-26.0,100.0
346218,-7.0,60.0,-26.0,100.0
346226,-7.0,60.0,-26.0,100.0
346236,-8.0,60.0,-26.0,100.0
346245,-8.0,60.0,-26.0,100.0
346255,-9.0,60.0,-26.0,100.0
346268,-9.0,60.0,-26.0,100.0
346288,-10.0,60.0,-26.0,100.0
346298,-10.0,60.0,-26.0,100.0
346306,-11.0,60.0,-26.0,100.0
346316,-11.0,60.0,-26.0,100.0
346322,-12.0,60.0,-26.0,100.0
346330,-12.0,60.0,-26.0,100.0
346343,-13.0,60.0,-26.0,100.0
346349,-13.0,60.0,-26.0,100.0
346360,-14.0,60.0,-26.0,100.0
346369,-14.0,60.0,-26.0,100.0
346376,-15.0,60.0,-26.0,100.0
346391,-15.0,60.0,-26.0,100.0
346402,-16.0,60.0,-26.0,100.0
346407,-16.0,60.0,-26.0,100.0
346416,-17.0,60.0,-26.0,100.0
346428,-17.0,60.0,-26.0,100.0
346435,-18.0,60.0,-26.0,100.0
346442,-18.0,60.0,-26.0,100.0
346454,-20.0,60.0,-26.0,100.0
346462,-20.0,60.0,-26.0,100.0
346470,-21.0,60.0,-26.0,100.0
346481,-21.0,60.0,-26.0,100.0
346491,-22.0,60.0,-26.0,100.0
346498,-22.0,60.0,-26.0,100.0
346510,-23.0,60.0,-26.0,100.0
346520,-23.0,60.0,-26.0,100.0
346540,-25.0,60.0,-26.0,100.0
346551,-25.0,60.0,-26.0,100.0
346558,-26.0,60.0,-26.0,100.0
346568,-26.0,60.0,-26.0,100.0
346574,-27.0,60.0,-26.0,100.0
346583,-27.0,60.0,-26.0,100.0
346605,-28.0,60.0,-26.0,100.0
346616,-28.0,60.0,-26.0,100.0
346627,-29.0,60.0,-26.0,100.0
346636,-29.0,60.0,-26.0,100.0
346654,-31.0,60.0,-26.0,100.0
346661,-31.0,60.0,-26.0,100.0
346672,-32.0,60.0,-26.0,100.0
346682,-32.0,60.0,-26.0,100.0
346690,-33.0,60.0,-26.0,100.0
346697,-33.0,60.0,-26.0,100.0
346703,-34.0,60.0,-26.0,100.0
346713,-34.0,60.0,-26.0,100.0
346721,-35.0,60.0,-26.0,100.0
346733,-35.0,60.0,-26.0,100.0
346742,-36.0,60.0,-26.0,100.0
346748,-36.0,60.0,-26.0,100.0
346758,-37.0,60.0,-26.0,100.0
346770,-37.0,60.0,-26.0,100.0
346794,-39.0,60.0,-26.0,100.0
346803,-39.0,60.0,-26.0,100.0
346812,-40.0,60.0,-26.0,100.0
346819,-40.0,60.0,-26.0,100.0
346827,-41.0,60.0,-26.0,100.0
346838,-42.0,60.0,-26.0,100.0
346851,-43.0,60.0,-26.0,100.0
346860,-43.0,60.0,-26.0,100.0
346869,-44.0,60.0,-26.0,100.0
346876,-44.0,60.0,-26.0,100.0
346903,-47.0,60.0,-26.0,100.0
346917,-47.0,60.0,-26.0,100.0
346925,-48.0,60.0,-26.0,100.0
346935,-48.0,60.0,-26.0,100.0
346959,-49.0,60.0,-26.0,100.0
346970,-49.0,60.0,-26.0,100.0
346977,-50.0,60.0,-26.0,100.0
346999,-50.0,60.0,-26.0,100.0
347029,-51.0,60.0,-26.0,100.0
347038,-51.0,60.0,-26.0,100.0
347067,-53.0,60.0,-26.0,100.0
347090,-53.0,60.0,-26.0,100.0
347105,-54.0,60.0,-26.0,100.0
347113,-54.0,60.0,-26.0,100.0
347140,-55.0,60.0,-26.0,100.0
347151,-55.0,60.0,-26.0,100.0
347161,-56.0,60.0,-26.0,100.0
347170,-56.0,60.0,-26.0,100.0
347202,-57.0,60.0,-26.0,100.0
347212,-57.0,60.0,-26.0,100.0
347261,-59.0,60.0,-26.0,100.0
347266,-59.0,60.0,-26.0,100.0
347285,-60.0,60.0,-26.0,100.0
347311,-60.0,60.0,-26.0,100.0
347337,-61.0,60.0,-26.0,100.0
347348,-61.0,60.0,-26.0,100.0
347356,-62.0,60.0,-26.0,100.0
347364,-62.0,60.0,-26.0,100.0
347372,-63.0,60.0,-26.0,100.0
347386,-63.0,60.0,-26.0,100.0
347407,-65.0,60.0,-26.0,100.0
347414,-65.0,60.0,-26.0,100.0
347437,-66.0,60.0,-26.0,100.0
347446,-66.0,60.0,-26.0,100.0
347469,-67.0,60.0,-26.0,100.0
347482,-67.0,60.0,-26.0,100.0
347506,-68.0,60.0,-26.0,100.0
347517,-68.0,60.0,-26.0,100.0
347537,-69.0,60.0,-26.0,100.0
347549,-69.0,60.0,-26.0,100.0
347561,-70.0,60.0,-26.0,100.0
347572,-70.0,60.0,-26.0,100.0
347589,-72.0,60.0,-26.0,100.0
347599,-72.0,60.0,-26.0,100.0
347609,-73.0,60.0,-26.0,100.0
347617,-73.0,60.0,-26.0,100.0
347625,-74.0,60.0,-26.0,100.0
347637,-74.0,60.0,-26.0,100.0
347658,-76.0,60.0,-26.0,100.0
347666,-76.0,60.0,-26.0,100.0
347677,-77.0,60.0,-26.0,100.0
347709,-78.0,60.0,-26.0,100.0
347722,-79.0,60.0,-26.0,100.0
347732,-79.0,60.0,-26.0,100.0
347737,-80.0,60.0,-26.0,100.0
347749,-80.0,60.0,-26.0,100.0
347754,-81.0,60.0,-26.0,100.0
347777,-81.0,60.0,-26.0,100.0
347789,-82.0,60.0,-26.0,100.0
347795,-82.0,60.0,-26.0,100.0
347807,-84.0,60.0,-26.0,100.0
347817,-84.0,60.0,-26.0,100.0
347823,-85.0,60.0,-26.0,100.0
347833,-85.0,60.0,-26.0,100.0
347842,-86.0,60.0,-26.0,100.0
347852,-86.0,60.0,-26.0,100.0
347860,-87.0,60.0,-26.0,100.0
347873,-87.0,60.0,-26.0,100.0
347895,-89.0,60.0,-26.0,100.0
347903,-89.0,60.0,-26.0,100.0
347910,-90.0,60.0,-26.0,100.0
347918,-91.0,60.0,-26.0,100.0
347928,-91.0,60.0,-26.0,100.0
347939,-92.0,60.0,-26.0,100.0
347947,-92.0,60.0,-26.0,100.0
347957,-93.0,60.0,-26.0,100.0
347966,-93.0,60.0,-26.0,100.0
347990,-95.0,60.0,-26.0,100.0
348000,-95.0,60.0,-26.0,100.0
348006,-96.0,60.0,-26.0,100.0
348018,-96.0,60.0,-26.0,100.0
348040,-98.0,60.0,-26.0,100.0
348051,-98.0,60.0,-26.0,100.0
348061,-99.0,60.0,-26.0,100.0
348068,-99.0,60.0,-26.0,100.0
348075,-100.0,60.0,-26.0,100.0
402309,-100.0,60.0,-26.0,100.0
402332,-99.0,60.0,-26.0,100.0
402508,-99.0,60.0,-26.0,100.0
402556,-98.0,60.0,-26.0,100.0
402587,-98.0,60.0,-26.0,100.0
402608,-97.0,60.0,-26.0,100.0
402707,-97.0,60.0,-26.0,100.0
402808,-96.0,60.0,-26.0,100.0
402835,-96.0,60.0,-26.0,100.0
402910,-94.0,60.0,-26.0,100.0
402932,-94.0,60.0,-26.0,100.0
403041,-93.0,60.0,-26.0,100.0
403061,-93.0,60.0,-26.0,100.0
403114,-92.0,60.0,-26.0,100.0
403142,-92.0,60.0,-26.0,100.0
403204,-91.0,60.0,-26.0,100.0
403276,-91.0,60.0,-26.0,100.0
403330,-89.0,60.0,-26.0,100.0
403404,-89.0,60.0,-26.0,100.0
403423,-88.0,60.0,-26.0,100.0
403440,-66.0,60.0,-26.0,100.0
403447,-65.0,60.0,-26.0,100.0
403470,-65.0,60.0,-26.0,100.0
