,A1NRY8F9U4AYE,A3QI1RV4HQ9MO,A2Q3SM0KEI497
151375,,,-100.0
151388,,,-100.0
151407,,,-100.0
151459,,,-100.0
151503,,,-100.0
151581,,,-100.0
151683,,,-100.0
151697,,,-100.0
151744,,,-100.0
151766,,,-100.0
151785,,,-100.0
151863,,,-100.0
151883,,,-100.0
151928,,,-100.0
152016,,,-100.0
152075,,,-100.0
152149,,,-100.0
152269,,,-100.0
152331,,,-100.0
152345,,,-100.0
152371,,,-100.0
152413,,,-100.0
152447,,,-100.0
152474,,,-100.0
152525,,,-100.0
152542,,,-100.0
152599,,,-100.0
152647,,,-100.0
152670,,,-100.0
152838,,,-100.0
152875,,,-100.0
152888,,,-100.0
152909,,,-100.0
152926,,,-100.0
152947,,,-100.0
152978,,,-100.0
152999,,,-100.0
153049,,,-100.0
153112,,,-100.0
153158,,,-100.0
153213,,,-100.0
153240,,,-100.0
153294,,,-100.0
153373,,,-100.0
153425,,,-100.0
153443,,,-100.0
153464,,,-100.0
153544,,,-100.0
153584,,,-100.0
153644,,,-100.0
153729,,,-100.0
153746,,,-100.0
153807,,,-100.0
154553,,,-100.0
154578,,,-100.0
154592,,,-100.0
154616,,,-100.0
154655,,,-100.0
154671,,,-100.0
154692,,,-100.0
154720,,,-100.0
154741,,,-100.0
154805,,,-100.0
154822,,,-100.0
154877,,,-100.0
154955,,,-100.0
154991,,,-100.0
155015,,,-100.0
155052,,,-100.0
155095,,,-100.0
155128,,,-100.0
155705,,,-100.0
155734,,,-100.0
155764,,,-100.0
155795,,,-100.0
155888,,,-100.0
155911,,,-100.0
155929,,,-100.0
155982,,,-100.0
156029,,,-100.0
156058,,,-100.0
156081,,,-100.0
156120,,,-100.0
156193,,,-100.0
156216,,,-100.0
156287,,,-100.0
156312,,,-100.0
156327,,,-100.0
156388,,,-100.0
156463,,,-100.0
156487,,,-100.0
156523,,,-100.0
156548,,,-100.0
156704,,,-100.0
156753,,,-100.0
156794,,,-100.0
156894,,,-100.0
156910,,,-100.0
156958,,,-100.0
156967,,,-100.0
156988,,,-100.0
157017,,,-100.0
157046,,,-100.0
157057,,,-100.0
157076,,,-100.0
157084,,,-100.0
157098,,,-100.0
157128,,,-100.0
157144,,,-100.0
157164,,,-100.0
157199,,,-100.0
157211,,,-100.0
157240,,,-100.0
157249,,,-100.0
157262,,,-100.0
157292,,,-100.0
157307,,,-100.0
157329,,,-100.0
157346,,,-100.0
157377,,,-100.0
157392,,,-100.0
157404,,,-100.0
157427,,,-100.0
158236,,,-100.0
158270,,,-100.0
158362,,,-100.0
158386,,,-100.0
158447,,,-100.0
158507,,,-100.0
158521,,,-100.0
158580,,,-100.0
158613,,,-100.0
158639,,,-100.0
158694,,,-100.0
158710,,,-100.0
158754,,,-100.0
158770,,,-100.0
158796,,,-100.0
158809,,,-100.0
158832,,,-100.0
158847,,,-100.0
158962,,,-100.0
158981,,,-100.0
158994,,,-100.0
159009,,,-100.0
159040,,,-100.0
159054,,,-100.0
159082,,,-100.0
159116,,,-100.0
160782,,,-100.0
160820,,,-100.0
160893,,,-100.0
160917,,,-100.0
160928,,,-100.0
160971,,,-100.0
160981,,,-100.0
161108,,,-100.0
161315,,,-100.0
161349,,,-100.0
161366,,,-100.0
161442,,,-100.0
161450,,,-100.0
161466,,,-100.0
161478,,,-100.0
161497,,,-100.0
161638,,,-100.0
161677,,,-100.0
161757,,,-100.0
161835,,,-100.0
161874,,,-100.0
161913,,,-100.0
161962,,,-100.0
162007,,,-100.0
162121,,,-100.0
162155,,,-100.0
162325,,,-100.0
162368,,,-100.0
162527,,,-100.0
162581,,,-100.0
162736,,,-100.0
162756,,,-100.0
180603,,,-100.0
180629,,,-100.0
180671,,,-100.0
180729,,,-100.0
180765,,,-100.0
180791,,,-100.0
180816,,,-100.0
180874,,,-100.0
181560,,,-100.0
181603,,,-100.0
181652,,,-100.0
181711,,,-100.0
181725,,,-100.0
181786,,,-100.0
181804,,,-100.0
181851,,,-100.0
181865,,,-100.0
181914,,,-100.0
182041,,,-100.0
182082,,,-100.0
182095,,,-100.0
182113,,,-100.0
182159,,,-100.0
182180,,,-100.0
182245,,,-100.0
182283,,,-100.0
182325,,,-100.0
182353,,,-100.0
182370,,,-100.0
182392,,,-100.0
182451,,,-100.0
182532,,,-100.0
182598,,,-100.0
182645,,,-100.0
182806,,,-100.0
182910,,,-100.0
183018,,,-100.0
183055,,,-100.0
183073,,,-100.0
183102,,,-100.0
183224,,,-100.0
183348,,,-100.0
183400,,,-100.0
183503,,,-100.0
183524,,,-100.0
183549,,,-100.0
183652,,,-100.0
183774,,,-100.0
183862,,,-100.0
183927,,,-100.0
184071,,,-100.0
184128,,,-100.0
184141,,,-100.0
184158,,,-100.0
184177,,,-100.0
184209,,,-100.0
184366,,,-100.0
184444,,,-100.0
184512,,,-100.0
184560,,,-100.0
184580,,,-100.0
184725,,,-100.0
184768,,,-100.0
184855,,,-100.0
184936,,,-100.0
185013,,,-100.0
185033,,,-100.0
185063,,,-100.0
185196,,,-100.0
185226,,,-100.0
185243,,,-100.0
185287,,,-100.0
185297,,,-100.0
185316,,,-100.0
185637,,,-100.0
185679,,,-100.0
185731,,,-100.0
185796,,,-100.0
187318,,,-100.0
187337,,,-100.0
187350,,,-100.0
187376,,,-100.0
187386,,,-100.0
187412,,,-100.0
187518,,,-100.0
187566,,,-100.0
187665,,,-100.0
187727,,,-100.0
187744,,,-100.0
187779,,,-100.0
187909,,,-100.0
187973,,,-100.0
220483,,,-100.0
220507,,,-99.0
220555,,,-99.0
220570,,,-98.0
220617,,,-98.0
220633,,,-97.0
220852,,,-97.0
220874,,,-96.0
220908,,,-96.0
220918,,,-95.0
220962,,,-95.0
220984,,,-94.0
221110,,,-94.0
221138,,,-93.0
221187,,,-93.0
221207,,,-92.0
221321,,,-92.0
221348,,,-91.0
221405,,,-91.0
221420,,,-90.0
221529,,,-90.0
221557,,,-89.0
221614,,,-89.0
221636,,,-88.0
221782,,,-88.0
221805,,,-87.0
221859,,,-87.0
221877,,,-86.0
221992,,,-86.0
222019,,,-85.0
222070,,,-85.0
222086,,,-84.0
222234,,,-84.0
222265,,,-83.0
222321,,,-83.0
222340,,,-82.0
222460,,,-82.0
222490,,,-81.0
222541,,,-81.0
222551,,,-80.0
222733,,,-80.0
222757,,,-79.0
222803,,,-79.0
222826,,,-78.0
224338,,,-78.0
224357,,,-77.0
224393,,,-77.0
224403,,,-76.0
224416,,,-76.0
224433,,,-75.0
224469,,,-75.0
224478,,,-74.0
224534,,,-74.0
224554,,,-73.0
224601,,,-73.0
224620,,,-72.0
224669,,,-72.0
224678,,,-71.0
243416,,,-71.0
243440,,,-70.0
243470,,,-70.0
243487,,,-69.0
243527,,,-69.0
243541,,,-68.0
243781,,,-68.0
243803,,,-67.0
243852,,,-67.0
243868,,,-66.0
245352,,,-66.0
245375,,,-67.0
245410,,,-67.0
245426,,,-68.0
245471,,,-68.0
245487,,,-69.0
245503,,,-69.0
245520,,,-70.0
245628,,,-70.0
245647,,,-71.0
245693,,,-71.0
245708,,,-72.0
245866,,,-72.0
245886,,,-73.0
245928,,,-73.0
245942,,,-74.0
246050,,,-74.0
246079,,,-75.0
246133,,,-75.0
246147,,,-76.0
246266,,,-76.0
246292,,,-77.0
246336,,,-77.0
246349,,,-78.0
246456,,,-78.0
246475,,,-79.0
246504,,,-79.0
246519,,,-80.0
246530,,,-80.0
246542,,,-81.0
246658,,,-81.0
246677,,,-82.0
246719,,,-82.0
246736,,,-83.0
246906,,,-83.0
246941,,,-84.0
247110,,,-84.0
247134,,,-85.0
247178,,,-85.0
247194,,,-86.0
247327,,,-86.0
247372,,,-87.0
247534,,,-87.0
247582,,,-88.0
247648,,,-88.0
247684,,,-89.0
247752,,,-89.0
247786,,,-90.0
247850,,,-90.0
247921,,,-93.0
247967,,,-93.0
247989,,,-94.0
248034,,,-94.0
248050,,,-95.0
248098,,,-95.0
248116,,,-96.0
248233,,,-96.0
248273,,,-97.0
248431,,,-97.0
248457,,,-98.0
248502,,,-98.0
248518,,,-99.0
248642,,,-99.0
248670,,,-100.0
256020,,,-100.0
256021,,,-100.0
256035,,,-100.0
256226,,,-100.0
256246,,,-100.0
256473,,,-100.0
256495,,,-100.0
256725,,,-100.0
256747,,,-100.0
256980,,,-100.0
257009,,,-100.0
257281,,,-100.0
257299,,,-100.0
257729,,,-100.0
257745,,,-100.0
257864,,,-100.0
257894,,,-100.0
258146,,,-100.0
258168,,,-100.0
258427,,,-100.0
258457,,,-100.0
258705,,,-100.0
258732,,,-100.0
258990,,,-100.0
259014,,,-100.0
259015,,,-100.0
282673,,,-100.0
282674,,,-100.0
282688,,,-100.0
282804,,,-100.0
282813,,,-100.0
282934,,,-100.0
282935,,,-100.0
282998,,,-100.0
283011,,,-100.0
283130,,,-100.0
283145,,,-100.0
283223,,,-100.0
283236,,,-100.0
283362,,,-100.0
283365,,,-100.0
283502,,,-100.0
283513,,,-100.0
283644,,,-100.0
283656,,,-100.0
283744,,,-100.0
283769,,,-100.0
283786,,,-100.0
283798,,,-100.0
283941,,,-100.0
283956,,,-100.0
284082,,,-100.0
284097,,,-100.0
284109,,,-100.0
284134,,,-99.0
284194,,,-99.0
284203,,,-98.0
284213,,,-98.0
284223,,,-98.0
284293,,,-98.0
284314,,,-98.0
284407,,,-98.0
284427,,,-97.0
284438,,,-97.0
284443,,,-97.0
284481,,,-97.0
284502,,,-96.0
284601,,,-96.0
284607,,,-95.66666666666667
284625,,,-95.33333333333333
284627,,,-95.0
284641,,,-95.0
284650,,,-95.0
284670,,,-95.0
284692,,,-94.0
284789,,,-94.0
284814,,,-93.5
284821,,,-93.0
284835,,,-93.0
284864,,,-93.0
284869,,,-93.0
284883,,,-92.5
284893,,,-92.0
284995,,,-92.0
285006,,,-91.66666666666667
285015,,,-91.33333333333333
285034,,,-91.0
285064,,,-91.0
285066,,,-91.0
285086,,,-91.0
285105,,,-90.5
285106,,,-90.0
285113,,,-90.0
285181,,,-90.0
285193,,,-90.0
285247,,,-90.0
285267,,,-89.5
285269,,,-89.0
285281,,,-89.0
285320,,,-89.0
285333,,,-89.0
285416,,,-89.0
285427,,,-89.0
285453,,,-89.0
285480,,,-88.0
285494,,,-88.0
285499,,,-88.0
285500,,,-88.0
285526,,,-88.0
285546,,,-87.0
285652,,,-87.0
285683,,,-86.0
285738,,,-86.0
285761,,,-85.0
285781,,,-85.0
285810,,,-84.0
285879,,,-84.0
285905,,,-83.0
285960,,,-83.0
285986,,,-82.0
286057,,,-82.0
286081,,,-81.0
286141,,,-81.0
286163,,,-80.0
286233,,,-80.0
286264,,,-79.0
286285,,,-79.0
286323,,,-78.0
286367,,,-78.0
286392,,,-77.0
286411,,,-77.0
286438,,,-76.0
286487,,,-76.0
286509,,,-75.0
286538,,,-75.0
286544,,,-74.0
286611,,,-74.0
286638,,,-73.0
286701,,,-73.0
286727,,,-72.0
286788,,,-72.0
286816,,,-71.0
286882,,,-71.0
286914,,,-70.0
286975,,,-70.0
287012,,,-69.0
287088,,,-69.0
287115,,,-68.0
287135,,,-68.0
287167,,,-67.0
287213,,,-67.0
287237,,,-66.0
287295,,,-66.0
287320,,,-65.0
287395,,,-65.0
287429,,,-64.0
287452,,,-64.0
287506,,,-63.0
287545,,,-63.0
287562,,,-62.0
287586,,,-62.0
287597,,,-61.0
287618,,,-61.0
287619,,,-60.0
287647,,,-60.0
287658,,,-59.0
287687,,,-59.0
287698,,,-58.0
287725,,,-58.0
287749,,,-57.0
287760,,,-57.0
287773,,,-56.0
287805,,,-56.0
287822,,,-55.0
287842,,,-55.0
287857,,,-54.0
287884,,,-54.0
287899,,,-53.0
287937,,,-53.0
287961,,,-52.0
287970,,,-52.0
287989,,,-51.0
288018,,,-51.0
288032,,,-50.0
288053,,,-50.0
288066,,,-49.0
288097,,,-49.0
288109,,,-48.0
288140,,,-48.0
288152,,,-47.0
288181,,,-47.0
288194,,,-46.0
288220,,,-46.0
288234,,,-45.0
288251,,,-45.0
288266,,,-44.0
288276,,,-44.0
288292,,,-43.0
288326,,,-43.0
288341,,,-42.0
288379,,,-42.0
288390,,,-41.0
288419,,,-41.0
288438,,,-40.0
288466,,,-40.0
288470,,,-39.0
288502,,,-39.0
288522,,,-38.0
288561,,,-38.0
288577,,,-37.0
288608,,,-37.0
288621,,,-36.0
288652,,,-36.0
288668,,,-35.0
288675,,,-35.0
288682,,,-34.0
288708,,,-34.0
288725,,,-33.0
288750,,,-33.0
288764,,,-32.0
288778,,,-32.0
288790,,,-31.0
288823,,,-31.0
288834,,,-30.0
288848,,,-30.0
288874,,,-29.0
288898,,,-29.0
288906,,,-28.0
288935,,,-28.0
288948,,,-27.0
288978,,,-27.0
288991,,,-26.0
289022,,,-26.0
289032,,,-25.0
289063,,,-25.0
289075,,,-24.0
289102,,,-24.0
289105,,,-23.0
289134,,,-23.0
289155,,,-22.0
289166,,,-22.0
289189,,,-21.0
289228,,,-21.0
289243,,,-20.0
289272,,,-20.0
289283,,,-19.0
289315,,,-19.0
289319,,,-18.0
289350,,,-18.0
289362,,,-17.0
289397,,,-17.0
289413,,,-16.0
289427,,,-16.0
289442,,,-15.0
289469,,,-15.0
289482,,,-14.0
289515,,,-14.0
289527,,,-13.0
289556,,,-13.0
289568,,,-12.0
289601,,,-12.0
289615,,,-11.0
289644,,,-11.0
289655,,,-10.0
289692,,,-10.0
289708,,,-9.0
289739,,,-9.0
289750,,,-8.0
289768,,,-8.0
289781,,,-7.0
289796,,,-7.0
289813,,,-6.0
289827,,,-6.0
289842,,,-5.0
289882,,,-5.0
289898,,,-4.0
289928,,,-4.0
289945,,,-3.0
289976,,,-3.0
289986,,,-2.0
290017,,,-2.0
290027,,,-1.0
290067,,,-1.0
290081,,,0.0
290113,,,0.0
290127,,,1.0
290164,,,1.0
290178,,,2.0
290207,,,2.0
290219,,,3.0
290261,,,3.0
290271,,,4.0
290303,,,4.0
290316,,,5.0
290346,,,5.0
290357,,,6.0
290378,,,6.0
290393,,,7.0
290427,,,7.0
290444,,,8.0
290459,,,8.0
290474,,,9.0
290516,,,9.0
290545,,,10.0
290584,,,10.0
290594,,,11.0
290606,,,11.0
290621,,,12.0
290633,,,12.0
290649,,,13.0
290682,,,13.0
290695,,,14.0
290746,,,14.0
290770,,,15.0
290808,,,15.0
290826,,,16.0
290870,,,16.0
290887,,,17.0
290929,,,17.0
290950,,,18.0
290992,,,18.0
291038,,,21.0
291079,,,21.0
291096,,,22.0
291130,,,22.0
291149,,,23.0
291180,,,23.0
291191,,,24.0
291219,,,24.0
291232,,,25.0
291250,,,25.0
291265,,,26.0
291295,,,26.0
291306,,,27.0
291336,,,27.0
291346,,,28.0
291383,,,28.0
291395,,,29.0
291426,,,29.0
291435,,,30.0
291463,,,30.0
291476,,,31.0
291488,,,31.0
291501,,,32.0
291529,,,32.0
291542,,,33.0
291567,,,33.0
291580,,,34.0
291607,,,34.0
291619,,,35.0
291635,,,35.0
291650,,,36.0
291660,,,36.0
291663,,,37.0
291694,,,37.0
291708,,,38.0
291744,,,38.0
291756,,,39.0
291792,,,39.0
291806,,,40.0
291858,,,40.0
291875,,,41.0
291888,,,41.0
291905,,,42.0
291947,,,42.0
291980,,,43.0
291998,,,43.0
292019,,,44.0
292060,,,44.0
292088,,,45.0
292091,,,45.0
292108,,,46.0
292120,,,46.0
292135,,,47.0
292169,,,47.0
292181,,,48.0
292212,,,48.0
292225,,,49.0
292262,,,49.0
292276,,,50.0
292310,,,50.0
292316,,,51.0
292328,,,51.0
292350,,,52.0
292360,,,52.0
292381,,,53.0
292394,,,53.0
292416,,,54.0
292446,,,54.0
292462,,,55.0
292500,,,55.0
292508,,,56.0
292547,,,56.0
292559,,,57.0
292595,,,57.0
292611,,,58.0
292648,,,58.0
292667,,,59.0
292681,,,59.0
292700,,,60.0
292715,,,60.0
292730,,,61.0
292752,,,61.0
292770,,,62.0
292781,,,62.0
292799,,,63.0
292816,,,63.0
292842,,,64.0
292881,,,64.0
292896,,,65.0
292932,,,65.0
292936,,,66.0
292979,,,66.0
292995,,,67.0
293029,,,67.0
293048,,,68.0
293084,,,68.0
293099,,,69.0
293131,,,69.0
293143,,,70.0
293174,,,70.0
293188,,,71.0
293219,,,71.0
293243,,,72.0
293280,,,72.0
293292,,,73.0
293330,,,73.0
293350,,,74.0
293376,,,74.0
293395,,,75.0
293425,,,75.0
293438,,,76.0
293480,,,76.0
293491,,,77.0
293504,,,77.0
293523,,,78.0
293536,,,78.0
293558,,,79.0
293592,,,79.0
293597,,,80.0
293637,,,80.0
293655,,,81.0
293671,,,81.0
293691,,,82.0
293726,,,82.0
293744,,,83.0
293776,,,83.0
293787,,,84.0
293816,,,84.0
293834,,,85.0
293845,,,85.0
293861,,,86.0
293896,,,86.0
293921,,,87.0
293954,,,87.0
293972,,,88.0
294009,,,88.0
294011,,,89.0
294022,,,89.0
294043,,,90.0
294061,,,90.0
294085,,,91.0
294126,,,91.0
294143,,,92.0
294183,,,92.0
294194,,,93.0
294221,,,93.0
294236,,,94.0
294268,,,94.0
294283,,,95.0
294293,,,95.0
294307,,,96.0
294342,,,96.0
294357,,,97.0
294390,,,97.0
294413,,,98.0
294453,,,98.0
294476,,,99.0
294501,,,99.0
294527,,,100.0
299898,,,100.0
299920,,,100.0
300055,,,100.0
300096,,,100.0
300122,,,100.0
300152,,,99.0
300193,,,99.0
300203,,,98.0
300215,,,98.0
300241,,,98.0
300247,,,98.0
300262,,,97.0
300276,,,97.0
300298,,,96.0
300347,,,96.0
300367,,,95.0
300381,,,95.0
300404,,,94.0
300441,,,94.0
300458,,,93.0
300500,,,93.0
300519,,,92.0
300567,,,92.0
300583,,,91.0
300623,,,91.0
300630,,,90.0
304138,,,90.0
304165,,,89.0
304195,,,89.0
304205,,,88.0
304233,,,88.0
304243,,,87.0
304263,,,87.0
304278,,,85.0
304308,,,85.0
304325,,,84.0
304338,,,84.0
304351,,,83.0
304523,,,83.0
304539,,,82.0
304570,,,82.0
304582,,,81.0
304607,,,81.0
304621,,,80.0
304653,,,80.0
304662,,,79.0
306804,,,79.0
306836,,,77.0
306870,,,77.0
306882,,,76.0
306913,,,76.0
306924,,,75.0
306953,,,75.0
306971,,,74.0
307008,,,74.0
307020,,,73.0
307042,,,73.0
307054,,,72.0
307066,,,72.0
307081,,,71.0
307116,,,71.0
307129,,,70.0
307138,,,70.0
307154,,,69.0
307184,,,69.0
307196,,,68.0
307225,,,68.0
307239,,,67.0
307250,,,67.0
307261,,,65.0
307268,,,65.0
307278,,,64.0
307285,,,64.0
307295,,,63.0
307305,,,63.0
307317,,,62.0
307340,,,62.0
307354,,,61.0
307388,,,61.0
307401,,,60.0
307415,,,60.0
307436,,,59.0
307447,,,59.0
307463,,,58.0
307493,,,58.0
307506,,,57.0
307536,,,57.0
307549,,,55.0
307581,,,55.0
307593,,,54.0
307606,,,54.0
307620,,,53.0
307653,,,53.0
307670,,,52.0
307691,,,52.0
307709,,,51.0
307774,,,51.0
307809,,,50.0
307829,,,50.0
307853,,,49.0
307883,,,49.0
307899,,,48.0
307936,,,48.0
307952,,,47.0
307986,,,47.0
308000,,,46.0
308034,,,46.0
308054,,,45.0
308099,,,45.0
308117,,,44.0
308126,,,44.0
308142,,,43.0
308183,,,43.0
308198,,,42.0
308230,,,42.0
308248,,,41.0
308291,,,41.0
308293,,,40.0
308308,,,40.0
308327,,,39.0
308372,,,39.0
308391,,,38.0
308441,,,38.0
308455,,,37.0
308488,,,37.0
308502,,,36.0
308529,,,36.0
308541,,,35.0
308572,,,35.0
308586,,,34.0
308624,,,34.0
308641,,,33.0
308684,,,33.0
308705,,,32.0
308729,,,32.0
308743,,,31.0
308753,,,31.0
308765,,,30.0
308788,,,30.0
308798,,,29.0
308824,,,29.0
308835,,,28.0
308869,,,28.0
308883,,,27.0
308922,,,27.0
308941,,,26.0
308973,,,26.0
308989,,,25.0
309033,,,25.0
309044,,,24.0
309078,,,24.0
309092,,,23.0
309132,,,23.0
309149,,,22.0
309173,,,22.0
309187,,,21.0
309226,,,21.0
309245,,,20.0
309261,,,20.0
309284,,,19.0
309321,,,19.0
309342,,,18.0
309378,,,18.0
309383,,,17.0
309425,,,17.0
309462,,,16.0
309499,,,16.0
309527,,,15.0
309582,,,15.0
309605,,,14.0
309647,,,14.0
309664,,,13.0
309684,,,13.0
309700,,,12.0
309736,,,12.0
309751,,,11.0
309790,,,11.0
309801,,,10.0
309823,,,10.0
309840,,,9.0
309878,,,9.0
309899,,,8.0
309942,,,8.0
309968,,,7.0
309981,,,7.0
310002,,,6.0
310026,,,6.0
310043,,,5.0
310078,,,5.0
310094,,,4.0
310137,,,4.0
310160,,,3.0
310198,,,3.0
310212,,,2.0
310243,,,2.0
310260,,,1.0
310273,,,1.0
310292,,,0.0
310305,,,0.0
310328,,,-1.0
310370,,,-1.0
310390,,,-2.0
310432,,,-2.0
310455,,,-3.0
310472,,,-3.0
310496,,,-4.0
310546,,,-4.0
310585,,,-5.0
310613,,,-5.0
310634,,,-6.0
310704,,,-6.0
310720,,,-7.0
310768,,,-7.0
310785,,,-8.0
310832,,,-8.0
310864,,,-11.0
310878,,,-11.0
310901,,,-12.0
310934,,,-12.0
310947,,,-13.0
310984,,,-13.0
310996,,,-14.0
311036,,,-14.0
311050,,,-15.0
311073,,,-15.0
311079,,,-16.0
311103,,,-16.0
311113,,,-17.0
311143,,,-17.0
311165,,,-18.0
311177,,,-18.0
311194,,,-19.0
311230,,,-19.0
311243,,,-20.0
311279,,,-20.0
311284,,,-21.0
311320,,,-21.0
311338,,,-22.0
311373,,,-22.0
311390,,,-23.0
311429,,,-23.0
311449,,,-24.0
311489,,,-24.0
311505,,,-25.0
311530,,,-25.0
311545,,,-26.0
311579,,,-26.0
311597,,,-27.0
311635,,,-27.0
311648,,,-28.0
311684,,,-28.0
311698,,,-29.0
311729,,,-29.0
311761,,,-30.0
311780,,,-30.0
311804,,,-31.0
311847,,,-31.0
311867,,,-32.0
311910,,,-32.0
311928,,,-33.0
311955,,,-33.0
311976,,,-34.0
312018,,,-34.0
312046,,,-35.0
312090,,,-35.0
312109,,,-36.0
312140,,,-36.0
312153,,,-37.0
312190,,,-37.0
312206,,,-38.0
312219,,,-38.0
312233,,,-39.0
312275,,,-39.0
312291,,,-40.0
312305,,,-40.0
312331,,,-41.0
312375,,,-41.0
312395,,,-42.0
312433,,,-42.0
312453,,,-43.0
312489,,,-43.0
312503,,,-44.0
312543,,,-44.0
312559,,,-45.0
312586,,,-45.0
312607,,,-46.0
312649,,,-46.0
312671,,,-47.0
312721,,,-47.0
312737,,,-48.0
312777,,,-48.0
312792,,,-49.0
312817,,,-49.0
312833,,,-50.0
312874,,,-50.0
312894,,,-51.0
312938,,,-51.0
312951,,,-52.0
312995,,,-52.0
313011,,,-53.0
313052,,,-53.0
313067,,,-54.0
313081,,,-54.0
313099,,,-55.0
313111,,,-55.0
313130,,,-56.0
313143,,,-56.0
313164,,,-57.0
313210,,,-57.0
313220,,,-58.0
313260,,,-58.0
313277,,,-59.0
313292,,,-59.0
313323,,,-60.0
313368,,,-60.0
313385,,,-61.0
313418,,,-61.0
313432,,,-62.0
313484,,,-62.0
313502,,,-63.0
313518,,,-63.0
313542,,,-64.0
313585,,,-64.0
313609,,,-65.0
313645,,,-65.0
313652,,,-66.0
313693,,,-66.0
313709,,,-67.0
313750,,,-67.0
313771,,,-68.0
313814,,,-68.0
313832,,,-69.0
313866,,,-69.0
313888,,,-70.0
313938,,,-70.0
313963,,,-71.0
314013,,,-71.0
314028,,,-72.0
314071,,,-72.0
314086,,,-73.0
314100,,,-73.0
314123,,,-74.0
314138,,,-74.0
314168,,,-76.0
314222,,,-76.0
314246,,,-77.0
314265,,,-77.0
314275,,,-78.0
314334,,,-78.0
314356,,,-79.0
314408,,,-79.0
314428,,,-80.0
314476,,,-80.0
314498,,,-81.0
314538,,,-81.0
314553,,,-82.0
314594,,,-82.0
314610,,,-83.0
314662,,,-83.0
314688,,,-84.0
314701,,,-84.0
314765,,,-88.0
314782,,,-88.0
314807,,,-89.0
314850,,,-89.0
314867,,,-90.0
314925,,,-90.0
314944,,,-91.0
314961,,,-91.0
315005,,,-92.0
315015,,,-92.0
315030,,,-93.0
315055,,,-93.0
315069,,,-94.0
315093,,,-94.0
315107,,,-95.0
315128,,,-95.0
315134,,,-96.0
315143,,,-96.0
315154,,,-97.0
315179,,,-97.0
315190,,,-98.0
315218,,,-98.0
315231,,,-99.0
315239,,,-99.0
315254,,,-100.0
333247,,,-100.0
333281,,,-100.0
333329,,,-100.0
333380,,,-100.0
333414,,,-100.0
333534,,,-100.0
333548,,,-100.0
333574,,,-100.0
333587,,,-100.0
333616,,,-100.0
333633,,,-100.0
333765,,,-100.0
333781,,,-100.0
333806,,,-100.0
333817,,,-100.0
333840,,,-100.0
333851,,,-100.0
333871,,,-100.0
333884,,,-100.0
333905,,,-100.0
333922,,,-100.0
333933,,,-100.0
333967,,,-100.0
333982,,,-100.0
334002,,,-100.0
334015,,,-100.0
334036,,,-100.0
334048,,,-100.0
334081,,,-100.0
366322,,,-100.0
366323,,83.0,-100.0
366335,,82.0,-100.0
366380,,82.0,-100.0
366393,,81.0,-100.0
366428,,81.0,-100.0
366438,,80.0,-100.0
366469,,80.0,-100.0
366476,,79.0,-100.0
366486,,79.0,-100.0
366488,,78.0,-100.0
366517,,78.0,-100.0
366527,,77.0,-100.0
366558,,77.0,-100.0
366569,,76.0,-100.0
366601,,76.0,-100.0
366612,,75.0,-100.0
366640,,75.0,-100.0
366649,,74.0,-100.0
366679,,74.0,-100.0
366689,,73.0,-100.0
366709,,73.0,-100.0
366719,,72.0,-100.0
366755,,72.0,-100.0
366766,,71.0,-100.0
366792,,71.0,-100.0
366800,,70.0,-100.0
366831,,70.0,-100.0
366839,,69.0,-100.0
366867,,69.0,-100.0
366876,,68.0,-100.0
366913,,68.0,-100.0
366915,,67.0,-100.0
366973,,67.0,-100.0
366983,,66.0,-100.0
367014,,66.0,-100.0
367025,,65.0,-100.0
367060,,65.0,-100.0
367070,,64.0,-100.0
367137,,64.0,-100.0
367153,,63.0,-100.0
367187,,63.0,-100.0
367204,,62.0,-100.0
367239,,62.0,-100.0
367255,,61.0,-100.0
367286,,61.0,-100.0
367300,,60.0,-100.0
367360,,60.0,-100.0
367370,,59.0,-100.0
367405,,59.0,-100.0
367417,,58.0,-100.0
367455,,58.0,-100.0
367469,,57.0,-100.0
367504,,57.0,-100.0
367517,,56.0,-100.0
367541,,56.0,-100.0
367545,,55.0,-100.0
367579,,55.0,-100.0
367589,,54.0,-100.0
367616,,54.0,-100.0
367628,,53.0,-100.0
367659,,53.0,-100.0
367670,,52.0,-100.0
367705,,52.0,-100.0
367718,,51.0,-100.0
367755,,51.0,-100.0
367759,,50.0,-100.0
367797,,50.0,-100.0
367810,,49.0,-100.0
367849,,49.0,-100.0
367866,,48.0,-100.0
367895,,48.0,-100.0
367905,,47.0,-100.0
367937,,47.0,-100.0
367946,,46.0,-100.0
367968,,46.0,-100.0
367970,,45.0,-100.0
368004,,45.0,-100.0
368015,,44.0,-100.0
368048,,44.0,-100.0
368060,,43.0,-100.0
368096,,43.0,-100.0
368112,,42.0,-100.0
368192,,42.0,-100.0
368196,,41.0,-100.0
368232,,41.0,-100.0
368243,,40.0,-100.0
368276,,40.0,-100.0
368287,,39.0,-100.0
368321,,39.0,-100.0
368335,,38.0,-100.0
368365,,38.0,-100.0
368376,,37.0,-100.0
368395,,37.0,-100.0
368399,,36.0,-100.0
368482,,36.0,-100.0
368495,,35.0,-100.0
368533,,35.0,-100.0
368546,,34.0,-100.0
368584,,34.0,-100.0
368594,,33.0,-100.0
368618,,33.0,-100.0
368622,,32.0,-100.0
