,A1NRY8F9U4AYE,A3QI1RV4HQ9MO,A2Q3SM0KEI497
444037,-47.0,-93.0,-100.0
444044,-48.0,-93.0,-100.0
444060,-49.0,-93.0,-100.0
444078,-50.0,-93.0,-100.0
444097,-51.0,-93.0,-100.0
444133,-54.0,-93.0,-100.0
444151,-55.0,-93.0,-100.0
444185,-57.0,-93.0,-100.0
444202,-58.0,-93.0,-100.0
444220,-59.0,-93.0,-100.0
444238,-60.0,-93.0,-100.0
444255,-61.0,-93.0,-100.0
444272,-62.0,-93.0,-100.0
444279,-63.0,-93.0,-100.0
444296,-65.0,-93.0,-100.0
444313,-66.0,-93.0,-100.0
444332,-67.0,-93.0,-100.0
444348,-68.0,-93.0,-100.0
444365,-69.0,-93.0,-100.0
444383,-70.0,-93.0,-100.0
444401,-71.0,-93.0,-100.0
444418,-72.0,-93.0,-100.0
444435,-73.0,-93.0,-100.0
444452,-75.0,-93.0,-100.0
444469,-76.0,-93.0,-100.0
444477,-77.0,-93.0,-100.0
444495,-78.0,-93.0,-100.0
444511,-79.0,-93.0,-100.0
444530,-80.0,-93.0,-100.0
444547,-81.0,-93.0,-100.0
444564,-82.0,-93.0,-100.0
444583,-83.0,-93.0,-100.0
444600,-85.0,-93.0,-100.0
444617,-86.0,-93.0,-100.0
444634,-87.0,-93.0,-100.0
444635,-87.5,-93.0,-100.0
444652,-88.0,-93.0,-100.0
444671,-89.0,-93.0,-100.0
444678,-89.5,-93.0,-100.0
444688,-90.0,-93.0,-100.0
444694,-91.0,-93.0,-100.0
444700,-91.5,-93.0,-100.0
444712,-92.0,-93.0,-100.0
444729,-93.0,-93.0,-100.0
444735,-94.0,-93.0,-100.0
444747,-95.0,-93.0,-100.0
444782,-97.0,-93.0,-100.0
444797,-97.5,-93.0,-100.0
444799,-98.0,-93.0,-100.0
444834,-100.0,-93.0,-100.0
445008,-100.0,-93.0,-100.0
445066,-100.0,-93.0,-100.0
445108,-100.0,-93.0,-100.0
445112,-100.0,-93.0,-100.0
445336,-100.0,-93.0,-100.0
445360,-100.0,-93.0,-100.0
445428,-100.0,-93.0,-100.0
445439,-100.0,-93.0,-100.0
445484,-100.0,-93.0,-100.0
445499,-100.0,-93.0,-100.0
445661,-100.0,-93.0,-100.0
445704,-100.0,-93.0,-100.0
445732,-100.0,-93.0,-100.0
445743,-100.0,-93.0,-100.0
445770,-100.0,-93.0,-100.0
445808,-100.0,-93.0,-100.0
446036,-100.0,-93.0,-100.0
446100,-100.0,-93.0,-100.0
446175,-100.0,-93.0,-100.0
446205,-100.0,-93.0,-100.0
446460,-100.0,-93.0,-100.0
446477,-100.0,-93.0,-100.0
446521,-100.0,-93.0,-100.0
446535,-100.0,-93.0,-100.0
446567,-100.0,-93.0,-100.0
446585,-100.0,-93.0,-100.0
446606,-100.0,-93.0,-100.0
446624,-100.0,-93.0,-100.0
446666,-100.0,-93.0,-100.0
446817,-100.0,-93.0,-100.0
446827,-100.0,-93.0,-100.0
446867,-100.0,-93.0,-100.0
446883,-100.0,-93.0,-100.0
446935,-100.0,-93.0,-100.0
446968,-100.0,-93.0,-100.0
447010,-100.0,-93.0,-100.0
447051,-100.0,-93.0,-100.0
447073,-100.0,-93.0,-100.0
447113,-100.0,-93.0,-100.0
447128,-100.0,-93.0,-100.0
447148,-100.0,-93.0,-100.0
447182,-100.0,-93.0,-100.0
447210,-100.0,-93.0,-100.0
447228,-100.0,-93.0,-100.0
447251,-100.0,-93.0,-100.0
447288,-100.0,-93.0,-100.0
447316,-100.0,-93.0,-100.0
447377,-100.0,-93.0,-100.0
447421,-100.0,-93.0,-100.0
447438,-100.0,-93.0,-100.0
447490,-100.0,-93.0,-100.0
447508,-100.0,-93.0,-100.0
447530,-100.0,-93.0,-100.0
447549,-100.0,-93.0,-100.0
447597,-100.0,-93.0,-100.0
447631,-100.0,-93.0,-100.0
447651,-100.0,-93.0,-100.0
447675,-100.0,-93.0,-100.0
447697,-100.0,-93.0,-100.0
447737,-100.0,-93.0,-100.0
447758,-100.0,-93.0,-100.0
447774,-100.0,-93.0,-100.0
447793,-100.0,-93.0,-100.0
447805,-100.0,-93.0,-100.0
447827,-100.0,-93.0,-100.0
447838,-100.0,-93.0,-100.0
447856,-100.0,-93.0,-100.0
447872,-100.0,-93.0,-100.0
447890,-100.0,-93.0,-100.0
447897,-100.0,-93.0,-100.0
447914,-100.0,-93.0,-100.0
447934,-100.0,-93.0,-100.0
447950,-100.0,-93.0,-100.0
447967,-100.0,-93.0,-100.0
447987,-100.0,-93.0,-100.0
448002,-100.0,-93.0,-100.0
448019,-100.0,-93.0,-100.0
448037,-100.0,-93.0,-100.0
448054,-100.0,-93.0,-100.0
448072,-100.0,-93.0,-100.0
448090,-100.0,-93.0,-100.0
448103,-100.0,-93.0,-100.0
448122,-100.0,-93.0,-100.0
448135,-100.0,-93.0,-100.0
448150,-100.0,-93.0,-100.0
448168,-100.0,-93.0,-100.0
448184,-100.0,-93.0,-100.0
448205,-100.0,-93.0,-100.0
448218,-100.0,-93.0,-100.0
448241,-100.0,-93.0,-100.0
448255,-100.0,-93.0,-100.0
448277,-100.0,-93.0,-100.0
448294,-100.0,-93.0,-100.0
448334,-100.0,-93.0,-100.0
448350,-100.0,-93.0,-100.0
448388,-100.0,-93.0,-100.0
448442,-100.0,-93.0,-100.0
448466,-100.0,-93.0,-100.0
448517,-100.0,-93.0,-100.0
448528,-100.0,-93.0,-100.0
448546,-100.0,-93.0,-100.0
448570,-100.0,-93.0,-100.0
448613,-100.0,-93.0,-100.0
448658,-100.0,-93.0,-100.0
448693,-100.0,-93.0,-100.0
448745,-100.0,-93.0,-100.0
448799,-100.0,-93.0,-100.0
448821,-100.0,-93.0,-100.0
448845,-100.0,-93.0,-100.0
448892,-100.0,-93.0,-100.0
448908,-100.0,-93.0,-100.0
449545,-100.0,-93.0,-100.0
449579,-100.0,-93.0,-100.0
449608,-100.0,-93.0,-100.0
449614,-100.0,-93.0,-100.0
449671,-100.0,-93.0,-100.0
449690,-100.0,-93.0,-100.0
449711,-100.0,-93.0,-100.0
449736,-100.0,-93.0,-100.0
449755,-100.0,-93.0,-100.0
449866,-100.0,-93.0,-100.0
449920,-100.0,-93.0,-100.0
449947,-100.0,-93.0,-100.0
449961,-100.0,-93.0,-100.0
449984,-100.0,-93.0,-100.0
450008,-100.0,-93.0,-100.0
450027,-100.0,-93.0,-100.0
450035,-100.0,-93.0,-100.0
450050,-100.0,-93.0,-100.0
450072,-100.0,-93.0,-100.0
450086,-100.0,-93.0,-100.0
450171,-100.0,-93.0,-100.0
450189,-100.0,-93.0,-100.0
450208,-100.0,-93.0,-100.0
450227,-100.0,-93.0,-100.0
450240,-100.0,-93.0,-100.0
450259,-100.0,-93.0,-100.0
450278,-100.0,-93.0,-100.0
450301,-100.0,-93.0,-100.0
450320,-100.0,-93.0,-100.0
450351,-100.0,-93.0,-100.0
450373,-100.0,-93.0,-100.0
450470,-100.0,-93.0,-100.0
450511,-100.0,-93.0,-100.0
450563,-100.0,-93.0,-100.0
450608,-100.0,-93.0,-100.0
450644,-100.0,-93.0,-100.0
450813,-100.0,-93.0,-100.0
450855,-100.0,-93.0,-100.0
450889,-100.0,-93.0,-100.0
450931,-100.0,-93.0,-100.0
450982,-100.0,-93.0,-100.0
451130,-100.0,-93.0,-100.0
451165,-100.0,-93.0,-100.0
451195,-100.0,-93.0,-100.0
451230,-100.0,-93.0,-100.0
451283,-100.0,-93.0,-100.0
451302,-100.0,-93.0,-100.0
451328,-100.0,-93.0,-100.0
451341,-100.0,-93.0,-100.0
451505,-100.0,-93.0,-100.0
451530,-100.0,-93.0,-100.0
451600,-100.0,-93.0,-100.0
451626,-100.0,-93.0,-100.0
451664,-100.0,-93.0,-100.0
451688,-100.0,-93.0,-100.0
451831,-100.0,-93.0,-100.0
451867,-100.0,-93.0,-100.0
451901,-100.0,-93.0,-100.0
451922,-100.0,-93.0,-100.0
451948,-100.0,-93.0,-100.0
451969,-100.0,-93.0,-100.0
452017,-100.0,-93.0,-100.0
452033,-100.0,-93.0,-100.0
452057,-100.0,-93.0,-100.0
452071,-100.0,-93.0,-100.0
452170,-100.0,-93.0,-100.0
452192,-100.0,-93.0,-100.0
452265,-100.0,-93.0,-100.0
452290,-100.0,-93.0,-100.0
452346,-100.0,-93.0,-100.0
452432,-100.0,-93.0,-100.0
452467,-100.0,-93.0,-100.0
452525,-100.0,-93.0,-100.0
452715,-100.0,-93.0,-100.0
452743,-100.0,-93.0,-100.0
452798,-100.0,-93.0,-100.0
452826,-100.0,-93.0,-100.0
452899,-100.0,-93.0,-100.0
452984,-100.0,-93.0,-100.0
453022,-100.0,-93.0,-100.0
453069,-100.0,-93.0,-100.0
453131,-100.0,-93.0,-100.0
453147,-100.0,-93.0,-100.0
453264,-100.0,-93.0,-100.0
453295,-100.0,-93.0,-100.0
453340,-100.0,-93.0,-100.0
453361,-100.0,-93.0,-100.0
453423,-100.0,-93.0,-100.0
453452,-100.0,-93.0,-100.0
453473,-100.0,-93.0,-100.0
453476,-100.0,-93.0,-100.0
453477,-100.0,-93.0,-100.0
453493,-100.0,-93.0,-100.0
453497,-100.0,-93.0,-100.0
453509,-100.0,-93.0,-100.0
453512,-100.0,-93.0,-100.0
453515,-100.0,-93.0,-100.0
453543,-100.0,-93.0,-100.0
453549,-100.0,-93.0,-100.0
453558,-100.0,-93.0,-100.0
453562,-100.0,-93.0,-100.0
453567,-100.0,-93.0,-100.0
453580,-100.0,-93.0,-100.0
453586,-100.0,-93.0,-100.0
453597,-100.0,-93.0,-100.0
453598,-100.0,-93.0,-100.0
453647,-100.0,-93.0,-100.0
453656,-100.0,-93.0,-100.0
453694,-100.0,-93.0,-100.0
453710,-100.0,-93.0,-100.0
453716,-100.0,-93.0,-100.0
453727,-100.0,-93.0,-100.0
453732,-100.0,-93.0,-100.0
453737,-100.0,-93.0,-100.0
453761,-100.0,-93.0,-100.0
453767,-100.0,-93.0,-100.0
453795,-100.0,-93.0,-100.0
453802,-100.0,-93.0,-100.0
453804,-100.0,-93.0,-100.0
453813,-100.0,-93.0,-100.0
453818,-100.0,-93.0,-100.0
453819,-100.0,-93.0,-100.0
453831,-100.0,-93.0,-100.0
453836,-100.0,-93.0,-100.0
453848,-100.0,-93.0,-100.0
453853,-100.0,-93.0,-100.0
453874,-100.0,-93.0,-100.0
453951,-100.0,-93.0,-100.0
453980,-100.0,-93.0,-100.0
453982,-100.0,-93.0,-100.0
453986,-100.0,-93.0,-100.0
454013,-100.0,-93.0,-100.0
454018,-100.0,-93.0,-100.0
454019,-100.0,-93.0,-100.0
454047,-100.0,-93.0,-100.0
454054,-100.0,-93.0,-100.0
454060,-100.0,-93.0,-100.0
454067,-100.0,-93.0,-100.0
454073,-100.0,-93.0,-100.0
454078,-100.0,-93.0,-100.0
454089,-100.0,-93.0,-100.0
454094,-100.0,-93.0,-100.0
454107,-100.0,-93.0,-100.0
454112,-100.0,-93.0,-100.0
454125,-100.0,-93.0,-100.0
454131,-100.0,-93.0,-100.0
454142,-100.0,-93.0,-100.0
454149,-100.0,-93.0,-100.0
454177,-100.0,-93.0,-100.0
454184,-100.0,-93.0,-100.0
454194,-100.0,-93.0,-100.0
454198,-100.0,-93.0,-100.0
454212,-100.0,-93.0,-100.0
454216,-100.0,-93.0,-100.0
454230,-100.0,-93.0,-100.0
454234,-100.0,-93.0,-100.0
454247,-100.0,-93.0,-100.0
454251,-100.0,-93.0,-100.0
454264,-100.0,-93.0,-100.0
454270,-100.0,-93.0,-100.0
454272,-100.0,-93.0,-100.0
454282,-100.0,-93.0,-100.0
454287,-100.0,-93.0,-100.0
454299,-100.0,-93.0,-100.0
454305,-100.0,-93.0,-100.0
454307,-100.0,-93.0,-100.0
454309,-100.0,-93.0,-100.0
454312,-100.0,-93.0,-100.0
454341,-100.0,-93.0,-100.0
454350,-100.0,-93.0,-100.0
454377,-100.0,-93.0,-100.0
454381,-100.0,-93.0,-100.0
454394,-100.0,-93.0,-100.0
454399,-100.0,-93.0,-100.0
454411,-100.0,-93.0,-100.0
454420,-100.0,-93.0,-100.0
454430,-100.0,-93.0,-100.0
454436,-100.0,-93.0,-100.0
454464,-100.0,-93.0,-100.0
454471,-100.0,-93.0,-100.0
454482,-100.0,-93.0,-100.0
454487,-100.0,-93.0,-100.0
454499,-100.0,-93.0,-100.0
454506,-100.0,-93.0,-100.0
454507,-100.0,-93.0,-100.0
454511,-100.0,-93.0,-100.0
454517,-100.0,-93.0,-100.0
454524,-100.0,-93.0,-100.0
454528,-100.0,-93.0,-100.0
454540,-100.0,-93.0,-100.0
454547,-100.0,-93.0,-100.0
454553,-100.0,-93.0,-100.0
454558,-100.0,-93.0,-100.0
454563,-100.0,-93.0,-100.0
454575,-100.0,-93.0,-100.0
454582,-100.0,-93.0,-100.0
454593,-100.0,-93.0,-100.0
454598,-100.0,-93.0,-100.0
454607,-100.0,-93.0,-100.0
454611,-100.0,-93.0,-100.0
454617,-100.0,-93.0,-100.0
454627,-100.0,-93.0,-100.0
454634,-100.0,-93.0,-100.0
454645,-100.0,-93.0,-100.0
454653,-100.0,-93.0,-100.0
454664,-100.0,-93.0,-100.0
454680,-100.0,-93.0,-100.0
454690,-100.0,-93.0,-100.0
454717,-100.0,-93.0,-100.0
454723,-100.0,-93.0,-100.0
454733,-100.0,-93.0,-100.0
454736,-100.0,-93.0,-100.0
454739,-100.0,-93.0,-100.0
454744,-100.0,-93.0,-100.0
454758,-100.0,-93.0,-100.0
454762,-100.0,-93.0,-100.0
454770,-100.0,-93.0,-100.0
454774,-100.0,-93.0,-100.0
454778,-100.0,-93.0,-100.0
454792,-100.0,-93.0,-100.0
454796,-100.0,-93.0,-100.0
454804,-100.0,-93.0,-100.0
454810,-100.0,-93.0,-100.0
454814,-100.0,-93.0,-100.0
454827,-100.0,-93.0,-100.0
454831,-100.0,-93.0,-100.0
454845,-100.0,-93.0,-100.0
454848,-100.0,-93.0,-100.0
454852,-100.0,-93.0,-100.0
454863,-100.0,-93.0,-100.0
454867,-100.0,-93.0,-100.0
454880,-100.0,-93.0,-100.0
454884,-100.0,-93.0,-100.0
454895,-100.0,-93.0,-100.0
454898,-100.0,-93.0,-100.0
454902,-100.0,-93.0,-100.0
454915,-100.0,-93.0,-100.0
454920,-100.0,-93.0,-100.0
454932,-100.0,-93.0,-100.0
454935,-100.0,-93.0,-100.0
454939,-100.0,-93.0,-100.0
454942,-100.0,-93.0,-100.0
454957,-100.0,-93.0,-100.0
454961,-100.0,-93.0,-100.0
454974,-100.0,-93.0,-100.0
454978,-100.0,-93.0,-100.0
454991,-100.0,-93.0,-100.0
454997,-100.0,-93.0,-100.0
455009,-100.0,-93.0,-100.0
455013,-100.0,-93.0,-100.0
455026,-100.0,-93.0,-100.0
455029,-100.0,-93.0,-100.0
455044,-100.0,-93.0,-100.0
455048,-100.0,-93.0,-100.0
455062,-100.0,-93.0,-100.0
455066,-100.0,-93.0,-100.0
455079,-100.0,-93.0,-100.0
455084,-100.0,-93.0,-100.0
455096,-100.0,-93.0,-100.0
455101,-100.0,-93.0,-100.0
455114,-100.0,-93.0,-100.0
455119,-100.0,-93.0,-100.0
455131,-100.0,-93.0,-100.0
455137,-100.0,-93.0,-100.0
455149,-100.0,-93.0,-100.0
455153,-100.0,-93.0,-100.0
455157,-100.0,-93.0,-100.0
455161,-100.0,-93.0,-100.0
455173,-100.0,-93.0,-100.0
455178,-100.0,-93.0,-100.0
455191,-100.0,-93.0,-100.0
455194,-100.0,-93.0,-100.0
455208,-100.0,-93.0,-100.0
455212,-100.0,-93.0,-100.0
455226,-100.0,-93.0,-100.0
455231,-100.0,-93.0,-100.0
455243,-100.0,-93.0,-100.0
455247,-100.0,-93.0,-100.0
455261,-100.0,-93.0,-100.0
455265,-100.0,-93.0,-100.0
455277,-100.0,-93.0,-100.0
455282,-100.0,-93.0,-100.0
455295,-100.0,-93.0,-100.0
455299,-100.0,-93.0,-100.0
455312,-100.0,-93.0,-100.0
455314,-100.0,-93.0,-100.0
455317,-100.0,-93.0,-100.0
455331,-100.0,-93.0,-100.0
455334,-100.0,-93.0,-100.0
455349,-100.0,-93.0,-100.0
455353,-100.0,-93.0,-100.0
455356,-100.0,-93.0,-100.0
455357,-100.0,-93.0,-100.0
455359,-100.0,-93.0,-100.0
455372,-100.0,-93.0,-100.0
455375,-100.0,-93.0,-100.0
455390,-100.0,-93.0,-100.0
455394,-100.0,-93.0,-100.0
455408,-100.0,-93.0,-100.0
455412,-100.0,-93.0,-100.0
455426,-100.0,-93.0,-100.0
455428,-100.0,-93.0,-100.0
455429,-100.0,-93.0,-100.0
455439,-100.0,-93.0,-100.0
455443,-100.0,-93.0,-100.0
455446,-100.0,-93.0,-100.0
455460,-100.0,-93.0,-100.0
455465,-100.0,-93.0,-100.0
455477,-100.0,-93.0,-100.0
455482,-100.0,-93.0,-100.0
455495,-100.0,-93.0,-100.0
455499,-100.0,-93.0,-100.0
455513,-100.0,-93.0,-100.0
455517,-100.0,-93.0,-100.0
455530,-100.0,-93.0,-100.0
455534,-100.0,-93.0,-100.0
455548,-100.0,-93.0,-100.0
455551,-100.0,-93.0,-100.0
455566,-100.0,-93.0,-100.0
455570,-100.0,-93.0,-100.0
455582,-100.0,-93.0,-100.0
455587,-100.0,-93.0,-100.0
455590,-100.0,-93.0,-100.0
455594,-100.0,-93.0,-100.0
455607,-100.0,-93.0,-100.0
455611,-100.0,-93.0,-100.0
455625,-100.0,-93.0,-100.0
455629,-100.0,-93.0,-100.0
455642,-100.0,-93.0,-100.0
455646,-100.0,-93.0,-100.0
455660,-100.0,-93.0,-100.0
455663,-100.0,-93.0,-100.0
455677,-100.0,-93.0,-100.0
455680,-100.0,-93.0,-100.0
455694,-100.0,-93.0,-100.0
455698,-100.0,-93.0,-100.0
455713,-100.0,-93.0,-100.0
455717,-100.0,-93.0,-100.0
455721,-100.0,-93.0,-100.0
455730,-100.0,-93.0,-100.0
455734,-100.0,-93.0,-100.0
455748,-100.0,-93.0,-100.0
455754,-100.0,-93.0,-100.0
455763,-100.0,-93.0,-100.0
455765,-100.0,-93.0,-100.0
455769,-100.0,-93.0,-100.0
455778,-100.0,-93.0,-100.0
455783,-100.0,-93.0,-100.0
455787,-100.0,-93.0,-100.0
455789,-100.0,-93.0,-100.0
455793,-100.0,-93.0,-100.0
455808,-100.0,-93.0,-100.0
455811,-100.0,-93.0,-100.0
455823,-100.0,-93.0,-100.0
455828,-100.0,-93.0,-100.0
455841,-100.0,-93.0,-100.0
455845,-100.0,-93.0,-100.0
455859,-100.0,-93.0,-100.0
455862,-100.0,-93.0,-100.0
455876,-100.0,-93.0,-100.0
455880,-100.0,-93.0,-100.0
455894,-100.0,-93.0,-100.0
455898,-100.0,-93.0,-100.0
455912,-100.0,-93.0,-100.0
455916,-100.0,-93.0,-100.0
455928,-100.0,-93.0,-100.0
455935,-100.0,-93.0,-100.0
455964,-100.0,-93.0,-100.0
455968,-100.0,-93.0,-100.0
455982,-100.0,-93.0,-100.0
455986,-100.0,-93.0,-100.0
456007,-100.0,-93.0,-100.0
456011,-100.0,-93.0,-100.0
456022,-100.0,-93.0,-100.0
456026,-100.0,-93.0,-100.0
456040,-100.0,-93.0,-100.0
456044,-100.0,-93.0,-100.0
456059,-100.0,-93.0,-100.0
456063,-100.0,-93.0,-100.0
456075,-100.0,-93.0,-100.0
456080,-100.0,-93.0,-100.0
456094,-100.0,-93.0,-100.0
456098,-100.0,-93.0,-100.0
456110,-100.0,-93.0,-100.0
456115,-100.0,-93.0,-100.0
456128,-100.0,-93.0,-100.0
456132,-100.0,-93.0,-100.0
456146,-100.0,-93.0,-100.0
456149,-100.0,-93.0,-100.0
456164,-100.0,-93.0,-100.0
456168,-100.0,-93.0,-100.0
456181,-100.0,-93.0,-100.0
456185,-100.0,-93.0,-100.0
456199,-100.0,-93.0,-100.0
456202,-100.0,-93.0,-100.0
456216,-100.0,-93.0,-100.0
456222,-100.0,-93.0,-100.0
456225,-100.0,-93.0,-100.0
456240,-100.0,-93.0,-100.0
456244,-100.0,-93.0,-100.0
456258,-100.0,-93.0,-100.0
456262,-100.0,-93.0,-100.0
456275,-100.0,-93.0,-100.0
456278,-100.0,-93.0,-100.0
456292,-100.0,-93.0,-100.0
456298,-100.0,-93.0,-100.0
456310,-100.0,-93.0,-100.0
456314,-100.0,-93.0,-100.0
456327,-100.0,-93.0,-100.0
456331,-100.0,-93.0,-100.0
456346,-100.0,-93.0,-100.0
456349,-100.0,-93.0,-100.0
456363,-100.0,-93.0,-100.0
456367,-100.0,-93.0,-100.0
456370,-100.0,-93.0,-100.0
456380,-100.0,-93.0,-100.0
456384,-100.0,-93.0,-100.0
456397,-100.0,-93.0,-100.0
456402,-100.0,-93.0,-100.0
456415,-100.0,-93.0,-100.0
456419,-100.0,-93.0,-100.0
456430,-100.0,-93.0,-100.0
456433,-100.0,-93.0,-100.0
456437,-100.0,-93.0,-100.0
456440,-100.0,-93.0,-100.0
456444,-100.0,-93.0,-100.0
456458,-100.0,-93.0,-100.0
456462,-100.0,-93.0,-100.0
456475,-100.0,-93.0,-100.0
456480,-100.0,-93.0,-100.0
456484,-100.0,-93.0,-100.0
456510,-100.0,-93.0,-100.0
456514,-100.0,-93.0,-100.0
456526,-100.0,-93.0,-100.0
456530,-100.0,-93.0,-100.0
456533,-100.0,-93.0,-100.0
456544,-100.0,-93.0,-100.0
456549,-100.0,-93.0,-100.0
456563,-100.0,-93.0,-100.0
456567,-100.0,-93.0,-100.0
456579,-100.0,-93.0,-100.0
456585,-100.0,-93.0,-100.0
456597,-100.0,-93.0,-100.0
456675,-100.0,-93.0,-100.0
456704,-100.0,-93.0,-100.0
456754,-100.0,-93.0,-100.0
456773,-100.0,-93.0,-100.0
456819,-100.0,-93.0,-100.0
456855,-100.0,-93.0,-100.0
457014,-100.0,-93.0,-100.0
457064,-100.0,-93.0,-100.0
457083,-100.0,-93.0,-100.0
457093,-100.0,-93.0,-100.0
457116,-100.0,-93.0,-100.0
457288,-100.0,-93.0,-100.0
457334,-100.0,-93.0,-100.0
457423,-100.0,-93.0,-100.0
457433,-100.0,-93.0,-100.0
457461,-100.0,-93.0,-100.0
457492,-100.0,-93.0,-100.0
457625,-100.0,-93.0,-100.0
457670,-100.0,-93.0,-100.0
457744,-100.0,-93.0,-100.0
457780,-100.0,-93.0,-100.0
457836,-100.0,-93.0,-100.0
457862,-100.0,-93.0,-100.0
457891,-100.0,-93.0,-100.0
457930,-100.0,-93.0,-100.0
457949,-100.0,-93.0,-100.0
457997,-100.0,-93.0,-100.0
458022,-100.0,-93.0,-100.0
458071,-100.0,-93.0,-100.0
458105,-100.0,-93.0,-100.0
458124,-100.0,-93.0,-100.0
458158,-100.0,-93.0,-100.0
458206,-100.0,-93.0,-100.0
458245,-100.0,-93.0,-100.0
458292,-100.0,-93.0,-100.0
458344,-100.0,-93.0,-100.0
458353,-100.0,-93.0,-100.0
458406,-100.0,-93.0,-100.0
458432,-100.0,-93.0,-100.0
458460,-100.0,-93.0,-100.0
458489,-100.0,-93.0,-100.0
458548,-100.0,-93.0,-100.0
458570,-100.0,-93.0,-100.0
458641,-100.0,-93.0,-100.0
458684,-100.0,-93.0,-100.0
458737,-100.0,-93.0,-100.0
458772,-100.0,-93.0,-100.0
459310,-100.0,-93.0,-100.0
459363,-100.0,-93.0,-100.0
459413,-100.0,-93.0,-100.0
459431,-100.0,-93.0,-100.0
459486,-100.0,-93.0,-100.0
459767,-100.0,-93.0,-100.0
459814,-100.0,-93.0,-100.0
459842,-100.0,-93.0,-100.0
459853,-100.0,-93.0,-100.0
459894,-100.0,-93.0,-100.0
459909,-100.0,-93.0,-100.0
460144,-100.0,-93.0,-100.0
460165,-100.0,-93.0,-100.0
460213,-100.0,-93.0,-100.0
460247,-100.0,-93.0,-100.0
464738,-100.0,-93.0,-100.0
464779,-100.0,-93.0,-100.0
464821,-100.0,-93.0,-100.0
464828,-100.0,-93.0,-100.0
464861,-100.0,-93.0,-100.0
464878,-100.0,-93.0,-100.0
464913,-100.0,-93.0,-100.0
464941,-100.0,-93.0,-100.0
464965,-100.0,-93.0,-100.0
464973,-100.0,-93.0,-100.0
465009,-100.0,-93.0,-100.0
465036,-100.0,-93.0,-100.0
465065,-100.0,-93.0,-100.0
465088,-100.0,-93.0,-100.0
465106,-100.0,-93.0,-100.0
465123,-100.0,-93.0,-100.0
465135,-100.0,-93.0,-100.0
465161,-100.0,-93.0,-100.0
465171,-100.0,-93.0,-100.0
465185,-100.0,-93.0,-100.0
465205,-100.0,-93.0,-100.0
465262,-100.0,-93.0,-100.0
465303,-100.0,-93.0,-100.0
465319,-100.0,-93.0,-100.0
465351,-100.0,-93.0,-100.0
465390,-100.0,-93.0,-100.0
465405,-100.0,-93.0,-100.0
465448,-100.0,-93.0,-100.0
465460,-100.0,-93.0,-100.0
465524,-100.0,-93.0,-100.0
465540,-100.0,-93.0,-100.0
465563,-100.0,-93.0,-100.0
465582,-100.0,-93.0,-100.0
465598,-100.0,-93.0,-100.0
465608,-100.0,-93.0,-100.0
465626,-100.0,-93.0,-100.0
465672,-100.0,-93.0,-100.0
465690,-100.0,-93.0,-100.0
465778,-100.0,-93.0,-100.0
465796,-100.0,-93.0,-100.0
465817,-100.0,-93.0,-100.0
465838,-100.0,-93.0,-100.0
465902,-100.0,-93.0,-100.0
465914,-100.0,-93.0,-100.0
465974,-100.0,-93.0,-100.0
465986,-100.0,-93.0,-100.0
466023,-100.0,-93.0,-100.0
466028,-100.0,-93.0,-100.0
466054,-100.0,-93.0,-100.0
466073,-100.0,-93.0,-100.0
466110,-100.0,-93.0,-100.0
466136,-100.0,-93.0,-100.0
466199,-100.0,-93.0,-100.0
466211,-100.0,-93.0,-100.0
466264,-100.0,-93.0,-100.0
466275,-100.0,-93.0,-100.0
466309,-100.0,-93.0,-100.0
466325,-100.0,-93.0,-100.0
466357,-100.0,-93.0,-100.0
466388,-100.0,-93.0,-100.0
466425,-100.0,-93.0,-100.0
466435,-100.0,-93.0,-100.0
466469,-100.0,-93.0,-100.0
466480,-100.0,-93.0,-100.0
466500,-100.0,-93.0,-100.0
466527,-100.0,-93.0,-100.0
466545,-100.0,-93.0,-100.0
466577,-100.0,-93.0,-100.0
466646,-100.0,-93.0,-100.0
466655,-100.0,-93.0,-100.0
466682,-100.0,-93.0,-100.0
466703,-100.0,-93.0,-100.0
466731,-100.0,-93.0,-100.0
466756,-100.0,-93.0,-100.0
466803,-100.0,-93.0,-100.0
466812,-100.0,-93.0,-100.0
466851,-100.0,-93.0,-100.0
466865,-100.0,-93.0,-100.0
466889,-100.0,-93.0,-100.0
466907,-100.0,-93.0,-100.0
466946,-100.0,-93.0,-100.0
466970,-100.0,-93.0,-100.0
467022,-100.0,-93.0,-100.0
467054,-100.0,-93.0,-100.0
467092,-100.0,-93.0,-100.0
467104,-100.0,-93.0,-100.0
467116,-100.0,-93.0,-100.0
467147,-100.0,-93.0,-100.0
467188,-100.0,-93.0,-100.0
467203,-100.0,-93.0,-100.0
467242,-100.0,-93.0,-100.0
467264,-100.0,-93.0,-100.0
467285,-100.0,-93.0,-100.0
467349,-100.0,-93.0,-100.0
467383,-100.0,-93.0,-100.0
467479,-100.0,-93.0,-100.0
467528,-100.0,-93.0,-100.0
467553,-100.0,-93.0,-100.0
467579,-100.0,-93.0,-100.0
467598,-100.0,-93.0,-100.0
467611,-100.0,-93.0,-100.0
467630,-100.0,-93.0,-100.0
467676,-100.0,-93.0,-100.0
467684,-100.0,-93.0,-100.0
467702,-100.0,-93.0,-100.0
467721,-100.0,-93.0,-100.0
467767,-100.0,-93.0,-100.0
467841,-100.0,-93.0,-100.0
467855,-100.0,-93.0,-100.0
