,A1N90NJVNSUG6,A1W7S7ALCLVTL,AFV9RX3T7ZHIB
292501,20.0,-100.0,30.0
292504,21.0,-100.0,30.0
292616,21.0,-100.0,30.0
292629,22.0,-100.0,30.0
292692,35.0,-100.0,30.0
292698,36.0,-100.0,30.0
293075,69.0,-100.0,30.0
293089,70.0,-100.0,30.0
293120,83.0,-100.0,30.0
293122,84.0,-100.0,30.0
293736,73.0,-100.0,30.0
293745,72.0,-100.0,30.0
293882,40.0,-100.0,30.0
293899,39.0,-100.0,30.0
294030,25.0,-100.0,30.0
294045,24.0,-100.0,30.0
294124,5.0,-100.0,30.0
294138,4.0,-100.0,30.0
294251,-21.0,-100.0,30.0
294259,-22.0,-100.0,30.0
294394,-22.0,-100.0,30.0
294417,-23.0,-100.0,30.0
294555,-51.0,-100.0,30.0
294578,-52.0,-100.0,30.0
294632,-66.0,-100.0,30.0
294637,-67.0,-100.0,30.0
294783,-82.0,-100.0,30.0
294795,-83.0,-100.0,30.0
294796,,-100.0,30.0
296472,,-100.0,30.0
296503,,-100.0,30.0
296511,,-100.0,30.0
296537,,-100.0,30.0
296546,,-100.0,30.0
296590,,-100.0,30.0
296598,,-100.0,30.0
296614,,-100.0,30.0
296622,,-100.0,30.0
296632,,-100.0,30.0
296639,,-100.0,30.0
296666,,-100.0,30.0
296674,,-100.0,30.0
296700,,-100.0,30.0
296709,,-100.0,30.0
296737,,-100.0,30.0
296745,,-100.0,30.0
296771,,-100.0,30.0
296778,,-100.0,30.0
296788,,-100.0,30.0
296799,,-100.0,30.0
296808,,-100.0,30.0
296831,,-100.0,30.0
296837,,-100.0,30.0
296848,,-100.0,30.0
296856,,-100.0,30.0
296883,,-100.0,30.0
296892,,-100.0,30.0
296903,,-100.0,30.0
296913,,-100.0,30.0
296936,,-100.0,30.0
296944,,-100.0,30.0
296957,,-100.0,30.0
296966,,-100.0,30.0
296979,,-100.0,30.0
296988,,-100.0,30.0
297001,,-100.0,30.0
297009,,-100.0,30.0
297020,,-100.0,30.0
297027,,-100.0,30.0
297031,,-100.0,30.0
297044,,-100.0,30.0
297055,,-100.0,30.0
297081,,-100.0,30.0
297091,,-100.0,30.0
297099,,-100.0,30.0
297109,,-100.0,30.0
297120,,-100.0,30.0
297130,,-100.0,30.0
297138,,-100.0,30.0
297153,,-100.0,30.0
297161,,-100.0,30.0
297172,,-100.0,30.0
297181,,-100.0,30.0
297192,,-100.0,30.0
297219,,-100.0,30.0
297226,,-100.0,30.0
297235,,-100.0,30.0
297236,,-100.0,30.0
297243,,-100.0,30.0
297253,,-100.0,30.0
297261,,-100.0,30.0
297273,,-100.0,30.0
297281,,-100.0,30.0
297293,,-100.0,30.0
297300,,-100.0,30.0
297317,,-100.0,30.0
297324,,-100.0,30.0
297335,,-100.0,30.0
297342,,-100.0,30.0
297354,,-100.0,30.0
297363,,-100.0,30.0
297374,,-100.0,30.0
297407,,-100.0,30.0
297415,,-100.0,30.0
297425,,-100.0,30.0
297434,,-100.0,30.0
297443,,-100.0,30.0
297453,,-100.0,30.0
297460,,-100.0,30.0
297465,,-100.0,30.0
297476,,-100.0,30.0
297484,,-100.0,30.0
297491,,-100.0,30.0
297512,,-100.0,30.0
297523,,-100.0,30.0
297534,,-100.0,30.0
297542,,-100.0,30.0
297562,,-100.0,30.0
297571,,-100.0,30.0
297581,,-100.0,30.0
297590,,-100.0,30.0
297602,,-100.0,30.0
297612,,-100.0,30.0
297634,,-100.0,30.0
297662,,-100.0,30.0
297670,,-100.0,30.0
297679,,-100.0,30.0
297692,,-100.0,30.0
297702,,-100.0,30.0
297712,,-100.0,30.0
297721,,-100.0,30.0
297733,,-100.0,30.0
297742,,-100.0,30.0
297751,,-100.0,30.0
297759,,-100.0,30.0
297771,,-100.0,30.0
297781,,-100.0,30.0
297799,,-100.0,30.0
297809,,-100.0,30.0
297819,,-100.0,30.0
297828,,-100.0,30.0
297837,,-100.0,30.0
297844,,-100.0,30.0
297855,,-100.0,30.0
297865,,-100.0,30.0
297877,,-100.0,30.0
297886,,-100.0,30.0
297888,,-100.0,30.0
297897,,-100.0,30.0
297907,,-100.0,30.0
297915,,-100.0,30.0
297926,,-100.0,30.0
297934,,-100.0,30.0
297949,,-100.0,30.0
297957,,-100.0,30.0
297971,,-100.0,30.0
297979,,-100.0,30.0
298000,,-100.0,30.0
298010,,-100.0,30.0
298020,,-100.0,30.0
298029,,-100.0,30.0
298055,,-100.0,30.0
298064,,-100.0,30.0
298079,,-100.0,30.0
298087,,-100.0,30.0
298090,,-100.0,30.0
298098,,-100.0,30.0
298109,,-100.0,30.0
298118,,-100.0,30.0
298132,,-100.0,30.0
298140,,-100.0,30.0
298153,,-100.0,30.0
298161,,-100.0,30.0
298173,,-100.0,30.0
298182,,-100.0,30.0
298197,,-100.0,30.0
298205,,-100.0,30.0
298228,,-100.0,30.0
298237,,-100.0,30.0
298245,,-100.0,30.0
298255,,-100.0,30.0
298265,,-100.0,30.0
298275,,-100.0,30.0
298286,,-100.0,30.0
298296,,-100.0,30.0
298306,,-100.0,30.0
298315,,-100.0,30.0
298317,,-100.0,30.0
298325,,-100.0,30.0
298338,,-100.0,30.0
298346,,-100.0,30.0
298357,,-100.0,30.0
298366,,-100.0,30.0
298377,,-100.0,30.0
298386,,-100.0,30.0
298405,,-100.0,30.0
298413,,-100.0,30.0
298423,,-100.0,30.0
298431,,-100.0,30.0
298443,,-100.0,30.0
298453,,-100.0,30.0
298463,,-100.0,30.0
298471,,-100.0,30.0
298492,,-100.0,30.0
298501,,-100.0,30.0
298512,,-100.0,30.0
298520,,-100.0,30.0
298527,,-100.0,30.0
298542,,-100.0,30.0
298551,,-100.0,30.0
298559,,-100.0,30.0
298567,,-100.0,30.0
298591,,-100.0,30.0
298602,,-100.0,30.0
298611,,-100.0,30.0
298620,,-100.0,30.0
298654,,-100.0,30.0
298663,,-100.0,30.0
298676,,-100.0,30.0
298685,,-100.0,30.0
298697,,-100.0,30.0
298707,,-100.0,30.0
298729,,-100.0,30.0
298738,,-100.0,30.0
298739,,-100.0,30.0
298775,,-100.0,30.0
298795,,-100.0,30.0
298806,,-100.0,30.0
298826,,-100.0,30.0
298843,,-100.0,30.0
298849,,-100.0,30.0
298855,,-100.0,30.0
298861,,-100.0,30.0
298865,,-100.0,30.0
298887,,-100.0,30.0
298893,,-100.0,30.0
298898,,-100.0,30.0
298904,,-100.0,30.0
298914,,-100.0,30.0
298917,,-100.0,30.0
298927,,-100.0,30.0
298931,,-100.0,30.0
298944,,-100.0,30.0
298951,,-100.0,30.0
298960,,-100.0,30.0
298974,,-100.0,30.0
298979,,-100.0,30.0
298988,,-100.0,30.0
298991,,-100.0,30.0
299001,,-100.0,30.0
299004,,-100.0,30.0
299020,,-100.0,30.0
299024,,-100.0,30.0
299036,,-100.0,30.0
299039,,-100.0,30.0
299056,,-100.0,30.0
299060,,-100.0,30.0
299071,,-100.0,30.0
299075,,-100.0,30.0
299089,,-100.0,30.0
299094,,-100.0,30.0
299107,,-100.0,30.0
299111,,-100.0,30.0
299122,,-100.0,30.0
299128,,-100.0,30.0
299143,,-100.0,30.0
299147,,-100.0,30.0
299157,,-100.0,30.0
299161,,-100.0,30.0
299166,,-100.0,30.0
299169,,-100.0,30.0
299186,,-100.0,30.0
299190,,-100.0,30.0
299201,,-100.0,30.0
299207,,-100.0,30.0
299218,,-100.0,30.0
299224,,-100.0,30.0
299236,,-100.0,30.0
299239,,-100.0,30.0
299253,,-100.0,30.0
299259,,-100.0,30.0
299273,,-100.0,30.0
299279,,-100.0,30.0
299289,,-100.0,30.0
299293,,-100.0,30.0
299306,,-100.0,30.0
299311,,-100.0,30.0
299322,,-100.0,30.0
299325,,-100.0,30.0
299339,,-100.0,30.0
299343,,-100.0,30.0
299365,,-100.0,30.0
299369,,-100.0,30.0
299384,,-100.0,30.0
299388,,-100.0,30.0
299400,,-100.0,30.0
299405,,-100.0,30.0
299416,,-100.0,30.0
299419,,-100.0,30.0
299437,,-100.0,30.0
299440,,-100.0,30.0
299451,,-100.0,30.0
299455,,-100.0,30.0
299472,,-100.0,30.0
299477,,-100.0,30.0
299495,,-100.0,30.0
299499,,-100.0,30.0
299506,,-100.0,30.0
299509,,-100.0,30.0
299524,,-100.0,30.0
299527,,-100.0,30.0
299539,,-100.0,30.0
299543,,-100.0,30.0
299557,,-100.0,30.0
299561,,-100.0,30.0
299573,,-100.0,30.0
299583,,-100.0,30.0
299592,,-100.0,30.0
299595,,-100.0,30.0
299599,,-100.0,30.0
299602,,-100.0,30.0
299616,,-100.0,30.0
299619,,-100.0,30.0
299636,,-100.0,30.0
299640,,-100.0,30.0
299650,,-100.0,30.0
299654,,-100.0,30.0
299667,,-100.0,30.0
299673,,-100.0,30.0
299687,,-100.0,30.0
299691,,-100.0,30.0
299705,,-100.0,30.0
299711,,-100.0,30.0
299721,,-100.0,30.0
299725,,-100.0,30.0
299739,,-100.0,30.0
299743,,-100.0,30.0
299755,,-100.0,30.0
299761,,-100.0,30.0
299775,,-100.0,30.0
299779,,-100.0,30.0
299790,,-100.0,30.0
299794,,-100.0,30.0
299832,,-100.0,30.0
299836,,-100.0,30.0
299849,,-100.0,30.0
299855,,-100.0,30.0
299884,,-100.0,30.0
299888,,-100.0,30.0
299901,,-100.0,30.0
299904,,-100.0,30.0
299919,,-100.0,30.0
299922,,-100.0,30.0
299939,,-100.0,30.0
299943,,-100.0,30.0
299973,,-100.0,30.0
299976,,-100.0,30.0
300006,,-100.0,30.0
300009,,-100.0,30.0
300018,,-100.0,30.0
300031,,-100.0,30.0
300034,,-100.0,30.0
300047,,-100.0,30.0
349940,,-100.0,30.0
349955,,-100.0,30.0
349969,,-100.0,30.0
349986,,-100.0,30.0
349997,,-100.0,30.0
350087,,-100.0,30.0
350098,,-100.0,30.0
350119,,-100.0,30.0
350131,,-100.0,30.0
350153,,-100.0,30.0
350162,,-100.0,30.0
350186,,-100.0,30.0
350196,,-100.0,30.0
350220,,-100.0,30.0
350228,,-100.0,30.0
350237,,-100.0,30.0
350248,,-100.0,30.0
350256,,-100.0,30.0
350278,,-100.0,30.0
350286,,-100.0,30.0
350311,,-100.0,30.0
350320,,-100.0,30.0
350345,,-100.0,30.0
350354,,-100.0,30.0
350363,,-100.0,30.0
350371,,-100.0,30.0
350397,,-100.0,30.0
350404,,-100.0,30.0
350429,,-100.0,30.0
350437,,-100.0,30.0
350446,,-100.0,30.0
350454,,-100.0,30.0
350480,,-100.0,30.0
350487,,-100.0,30.0
350512,,-100.0,30.0
350520,,-100.0,30.0
350529,,-100.0,30.0
350537,,-100.0,30.0
350547,,-100.0,30.0
350556,,-100.0,30.0
350581,,-100.0,30.0
350589,,-100.0,30.0
350611,,-100.0,30.0
350621,,-100.0,30.0
350629,,-100.0,30.0
350638,,-100.0,30.0
350648,,-100.0,30.0
350656,,-100.0,30.0
350666,,-100.0,30.0
350674,,-100.0,30.0
350701,,-100.0,30.0
350712,,-100.0,30.0
350738,,-100.0,30.0
350745,,-100.0,30.0
350758,,-100.0,30.0
350766,,-100.0,30.0
350793,,-100.0,30.0
350800,,-100.0,30.0
350827,,-100.0,30.0
350834,,-100.0,30.0
350860,,-100.0,30.0
350868,,-100.0,30.0
350895,,-100.0,30.0
350902,,-100.0,30.0
350913,,-100.0,30.0
350922,,-100.0,30.0
350948,,-100.0,30.0
350955,,-100.0,30.0
350964,,-100.0,30.0
350973,,-100.0,30.0
350998,,-100.0,30.0
351006,,-100.0,30.0
351030,,-100.0,30.0
351042,,-100.0,30.0
351066,,-100.0,30.0
351073,,-100.0,30.0
351100,,-100.0,30.0
351111,,-100.0,30.0
351135,,-100.0,30.0
351138,,-100.0,30.0
351145,,-100.0,30.0
351153,,-100.0,30.0
351159,,-100.0,30.0
351163,,-100.0,30.0
351173,,-100.0,30.0
351176,,-100.0,30.0
351183,,-100.0,30.0
351184,,-100.0,30.0
351188,,-100.0,30.0
351192,,-100.0,30.0
351209,,-100.0,30.0
351217,,-100.0,30.0
351219,,-100.0,30.0
351226,,-100.0,30.0
351230,,-100.0,30.0
351239,,-100.0,30.0
351258,,-100.0,30.0
351266,,-100.0,30.0
351275,,-100.0,30.0
351293,,-100.0,30.0
351294,,-100.0,30.0
351298,,-100.0,30.0
351299,,-100.0,30.0
351307,,-100.0,30.0
351328,,-100.0,30.0
351332,,-100.0,30.0
351340,,-100.0,30.0
351352,,-100.0,30.0
351356,,-100.0,30.0
351366,,-100.0,30.0
351370,,-100.0,30.0
351374,,-100.0,30.0
351375,,-100.0,30.0
351378,,-100.0,30.0
351401,,-100.0,30.0
351406,,-100.0,30.0
351411,,-100.0,30.0
351416,,-100.0,30.0
351438,,-100.0,30.0
351440,,-100.0,30.0
351444,,-100.0,30.0
351447,,-100.0,30.0
351458,,-100.0,30.0
351460,,-100.0,30.0
351462,,-100.0,30.0
351464,,-100.0,30.0
351472,,-100.0,30.0
351475,,-100.0,30.0
351480,,-100.0,30.0
351483,,-100.0,30.0
351493,,-100.0,30.0
351494,,-100.0,30.0
351499,,-100.0,30.0
351511,,-100.0,30.0
351518,,-100.0,30.0
351528,,-100.0,30.0
351535,,-100.0,30.0
351538,,-100.0,30.0
351544,,-100.0,30.0
351551,,-100.0,30.0
351552,,-100.0,30.0
351558,,-100.0,30.0
351570,,-100.0,30.0
351574,,-100.0,30.0
351579,,-100.0,30.0
351586,,-100.0,30.0
351588,,-100.0,30.0
351592,,-100.0,30.0
351595,,-100.0,30.0
351599,,-100.0,30.0
351608,,-100.0,30.0
351613,,-100.0,30.0
351621,,-100.0,30.0
351628,,-100.0,30.0
351632,,-100.0,30.0
351636,,-100.0,30.0
351644,,-100.0,30.0
351658,,-100.0,30.0
351662,,-100.0,30.0
351664,,-100.0,30.0
351669,,-100.0,30.0
351676,,-100.0,30.0
351693,,-100.0,30.0
351698,,-100.0,30.0
351706,,-100.0,30.0
351709,,-100.0,30.0
351713,,-100.0,30.0
351715,,-100.0,30.0
351741,,-100.0,30.0
351745,,-100.0,30.0
351748,,-100.0,30.0
351750,,-100.0,30.0
351753,,-100.0,30.0
351757,,-100.0,30.0
351762,,-100.0,30.0
351767,,-100.0,30.0
351776,,-100.0,30.0
351778,,-100.0,30.0
351783,,-100.0,30.0
351784,,-100.0,30.0
351786,,-100.0,30.0
351792,,-100.0,30.0
351796,,-100.0,30.0
351805,,-100.0,30.0
351811,,-100.0,30.0
351812,,-100.0,30.0
351816,,-100.0,30.0
351841,,-100.0,30.0
351844,,-100.0,30.0
351848,,-100.0,30.0
351852,,-100.0,30.0
351857,,-100.0,30.0
351861,,-100.0,30.0
351864,,-100.0,30.0
351876,,-100.0,30.0
351891,,-100.0,30.0
351896,,-100.0,30.0
351900,,-100.0,30.0
351904,,-100.0,30.0
351908,,-100.0,30.0
351911,,-100.0,30.0
351914,,-100.0,30.0
351918,,-100.0,30.0
351934,,-100.0,30.0
351937,,-100.0,30.0
351944,,-100.0,30.0
351945,,-100.0,30.0
351947,,-100.0,30.0
351950,,-100.0,30.0
351951,,-100.0,30.0
351955,,-100.0,30.0
351967,,-100.0,30.0
351970,,-100.0,30.0
351974,,-100.0,30.0
351980,,-100.0,30.0
351985,,-100.0,30.0
351990,,-100.0,30.0
352004,,-100.0,30.0
352007,,-100.0,30.0
352009,,-100.0,30.0
352019,,-100.0,30.0
352021,,-100.0,30.0
352025,,-100.0,30.0
352032,,-100.0,30.0
352039,,-100.0,30.0
352043,,-100.0,30.0
352050,,-100.0,30.0
352066,,-100.0,30.0
352070,,-100.0,30.0
352073,,-100.0,30.0
352078,,-100.0,30.0
352080,,-100.0,30.0
352083,,-100.0,30.0
352088,,-100.0,30.0
352100,,-100.0,30.0
352109,,-100.0,30.0
352115,,-100.0,30.0
352116,,-100.0,30.0
352126,,-100.0,30.0
352130,,-100.0,30.0
352143,,-100.0,30.0
352144,,-100.0,30.0
352148,,-100.0,30.0
352151,,-100.0,30.0
352162,,-100.0,30.0
352167,,-100.0,30.0
352178,,-100.0,30.0
352185,,-100.0,30.0
352191,,-100.0,30.0
352201,,-100.0,30.0
352203,,-100.0,30.0
352208,,-100.0,30.0
352213,,-100.0,30.0
352218,,-100.0,30.0
352235,,-100.0,30.0
352239,,-100.0,30.0
352240,,-100.0,30.0
352244,,-100.0,30.0
352249,,-100.0,30.0
352257,,-100.0,30.0
352261,,-100.0,30.0
352270,,-100.0,30.0
352274,,-100.0,30.0
352280,,-100.0,30.0
352308,,-100.0,30.0
352314,,-100.0,30.0
352326,,-100.0,30.0
352330,,-100.0,30.0
352342,,-100.0,30.0
352343,,-100.0,30.0
352349,,-100.0,30.0
352351,,-100.0,30.0
352358,,-100.0,30.0
352361,,-100.0,30.0
352364,,-100.0,30.0
352367,,-100.0,30.0
352371,,-100.0,30.0
352381,,-100.0,30.0
352385,,-100.0,30.0
352387,,-100.0,30.0
352389,,-100.0,30.0
352390,,-100.0,30.0
352397,,-100.0,30.0
352400,,-100.0,30.0
352403,,-100.0,30.0
352407,,-100.0,30.0
352409,,-100.0,30.0
352415,,-100.0,30.0
352421,,-100.0,30.0
352425,,-100.0,30.0
352426,,-100.0,30.0
352434,,-100.0,30.0
352438,,-100.0,30.0
352442,,-100.0,30.0
352444,,-100.0,30.0
352448,,-100.0,30.0
352458,,-100.0,30.0
352464,,-100.0,30.0
352471,,-100.0,30.0
352473,,-100.0,30.0
352476,,-100.0,30.0
352481,,-100.0,30.0
352486,,-100.0,30.0
352490,,-100.0,30.0
352492,,-100.0,30.0
352493,,-100.0,30.0
352499,,-100.0,30.0
352502,,-100.0,30.0
352507,,-100.0,30.0
352513,,-100.0,30.0
352516,,-100.0,30.0
352520,,-100.0,30.0
352525,,-100.0,30.0
352529,,-100.0,30.0
352531,,-100.0,30.0
352534,,-100.0,30.0
352541,,-100.0,30.0
352542,,-100.0,30.0
352547,,-100.0,30.0
352548,,-100.0,30.0
352557,,-100.0,30.0
352560,,-100.0,30.0
352564,,-100.0,30.0
352568,,-100.0,30.0
352574,,-100.0,30.0
352579,,-100.0,30.0
352582,,-100.0,30.0
352584,,-100.0,30.0
352591,,-100.0,30.0
352596,,-100.0,30.0
352599,,-100.0,30.0
352602,,-100.0,30.0
352605,,-100.0,30.0
352609,,-100.0,30.0
352615,,-100.0,30.0
352621,,-100.0,30.0
352624,,-100.0,30.0
352630,,-100.0,30.0
352637,,-100.0,30.0
352640,,-100.0,30.0
352644,,-100.0,30.0
352648,,-100.0,30.0
352652,,-100.0,30.0
352654,,-100.0,30.0
352658,,-100.0,30.0
352659,,-100.0,30.0
352666,,-100.0,30.0
352669,,-100.0,30.0
352673,,-100.0,30.0
352674,,-100.0,30.0
352676,,-100.0,30.0
352677,,-100.0,30.0
352683,,-100.0,30.0
352686,,-100.0,30.0
352691,,-100.0,30.0
352697,,-100.0,30.0
352708,,-100.0,30.0
352710,,-100.0,30.0
352712,,-100.0,30.0
352716,,-100.0,30.0
352725,,-100.0,30.0
352727,,-100.0,30.0
352731,,-100.0,30.0
352741,,-100.0,30.0
352743,,-100.0,30.0
352749,,-100.0,30.0
352758,,-100.0,30.0
352765,,-100.0,30.0
352771,,-100.0,30.0
352774,,-100.0,30.0
352778,,-100.0,30.0
352780,,-100.0,30.0
352783,,-100.0,30.0
352788,,-100.0,30.0
352791,,-100.0,30.0
352794,,-100.0,30.0
352795,,-100.0,30.0
352798,,-100.0,30.0
352799,,-100.0,30.0
352805,,-100.0,30.0
352806,,-100.0,30.0
352808,,-100.0,30.0
352817,,-100.0,30.0
352819,,-100.0,30.0
352823,,-100.0,30.0
352824,,-100.0,30.0
352825,,-100.0,30.0
352831,,-100.0,30.0
352837,,-100.0,30.0
352838,,-100.0,30.0
352841,,-100.0,30.0
352842,,-100.0,30.0
352849,,-100.0,30.0
352858,,-100.0,30.0
352862,,-100.0,30.0
352866,,-100.0,30.0
352875,,-100.0,30.0
352881,,-100.0,30.0
352889,,-100.0,30.0
352891,,-100.0,30.0
352894,,-100.0,30.0
352899,,-100.0,30.0
352906,,-100.0,30.0
352908,,-100.0,30.0
352911,,-100.0,30.0
352914,,-100.0,30.0
352920,,-100.0,30.0
352924,,-100.0,30.0
352925,,-100.0,30.0
352928,,-100.0,30.0
352931,,-100.0,30.0
352938,,-100.0,30.0
352941,,-100.0,30.0
352942,,-100.0,30.0
352946,,-100.0,30.0
352948,,-100.0,30.0
352954,,-100.0,30.0
352958,,-100.0,30.0
352966,,-100.0,30.0
352972,,-100.0,30.0
352976,,-100.0,30.0
352978,,-100.0,30.0
352983,,-100.0,30.0
352984,,-100.0,30.0
352992,,-100.0,30.0
352994,,-100.0,30.0
352999,,-100.0,30.0
353009,,-100.0,30.0
353016,,-100.0,30.0
353017,,-100.0,30.0
353025,,-100.0,30.0
353033,,-100.0,30.0
353035,,-100.0,30.0
353040,,-100.0,30.0
353043,,-100.0,30.0
353049,,-100.0,30.0
353055,,-100.0,30.0
353058,,-100.0,30.0
353071,,-100.0,30.0
353075,,-100.0,30.0
353087,,-100.0,30.0
353088,,-100.0,30.0
353091,,-100.0,30.0
353092,,-100.0,30.0
353096,,-100.0,30.0
353103,,-100.0,30.0
353104,,-100.0,30.0
353105,,-100.0,30.0
353110,,-100.0,30.0
353112,,-100.0,30.0
353120,,-100.0,30.0
353123,,-100.0,30.0
353124,,-100.0,30.0
353127,,-100.0,30.0
353132,,-100.0,30.0
353139,,-100.0,30.0
353141,,-100.0,30.0
353146,,-100.0,30.0
353150,,-100.0,30.0
353159,,-100.0,30.0
353168,,-100.0,30.0
353176,,-100.0,30.0
353180,,-100.0,30.0
353188,,-100.0,30.0
353192,,-100.0,30.0
353197,,-100.0,30.0
353203,,-100.0,30.0
353206,,-100.0,30.0
353210,,-100.0,30.0
353212,,-100.0,30.0
353214,,-100.0,30.0
353220,,-100.0,30.0
353223,,-100.0,30.0
353229,,-100.0,30.0
353230,,-100.0,30.0
353233,,-100.0,30.0
353234,,-100.0,30.0
353238,,-100.0,30.0
353239,,-100.0,30.0
353243,,-100.0,30.0
353251,,-100.0,30.0
353253,,-100.0,30.0
353255,,-100.0,30.0
353257,,-100.0,30.0
353259,,-100.0,30.0
353261,,-100.0,30.0
353269,,-100.0,30.0
353271,,-100.0,30.0
353272,,-100.0,30.0
353276,,-100.0,30.0
353278,,-100.0,30.0
353286,,-100.0,30.0
353287,,-100.0,30.0
353293,,-100.0,30.0
353294,,-100.0,30.0
353301,,-100.0,30.0
353309,,-100.0,30.0
353310,,-100.0,30.0
353318,,-100.0,30.0
353326,,-100.0,30.0
353334,,-100.0,30.0
353340,,-100.0,30.0
353342,,-100.0,30.0
353345,,-100.0,30.0
353350,,-100.0,30.0
353358,,-100.0,30.0
353359,,-100.0,30.0
353366,,-100.0,30.0
353373,,-100.0,30.0
353375,,-100.0,30.0
353377,,-100.0,30.0
353380,,-100.0,30.0
353383,,-100.0,30.0
353392,,-100.0,30.0
353393,,-100.0,30.0
353398,,-100.0,30.0
353399,,-100.0,30.0
353401,,-100.0,30.0
353408,,-100.0,30.0
353410,,-100.0,30.0
353411,,-100.0,30.0
353415,,-100.0,30.0
353417,,-100.0,30.0
353426,,-100.0,30.0
353429,,-100.0,30.0
353434,,-100.0,30.0
353435,,-100.0,30.0
353453,,-100.0,30.0
353454,,-100.0,30.0
353458,,-100.0,30.0
353466,,-100.0,30.0
353470,,-100.0,30.0
353474,,-100.0,30.0
353475,,-100.0,30.0
353484,,-100.0,30.0
353488,,-100.0,30.0
353492,,-100.0,30.0
353499,,-100.0,30.0
353508,,-100.0,30.0
353519,,-100.0,30.0
353522,,-100.0,30.0
353526,,-100.0,30.0
353527,,-100.0,30.0
353537,,-100.0,30.0
353540,,-100.0,30.0
353543,,-100.0,30.0
353544,,-100.0,30.0
353547,,-100.0,30.0
353555,,-100.0,30.0
353557,,-100.0,30.0
353562,,-100.0,30.0
353564,,-100.0,30.0
353566,,-100.0,30.0
353571,,-100.0,30.0
353578,,-100.0,30.0
353580,,-100.0,30.0
353588,,-100.0,30.0
353592,,-100.0,30.0
353597,,-100.0,30.0
353598,,-100.0,30.0
353604,,-100.0,30.0
353617,,-100.0,30.0
353625,,-100.0,30.0
353627,,-100.0,30.0
353631,,-100.0,30.0
353632,,-100.0,30.0
353640,,-100.0,30.0
353645,,-100.0,30.0
353649,,-100.0,30.0
353650,,-100.0,30.0
353656,,-100.0,30.0
353660,,-100.0,30.0
353666,,-100.0,30.0
353669,,-100.0,30.0
353672,,-100.0,30.0
353673,,-100.0,30.0
353685,,-100.0,30.0
353686,,-100.0,30.0
353690,,-100.0,30.0
353693,,-100.0,30.0
353702,,-100.0,30.0
353704,,-100.0,30.0
353708,,-100.0,30.0
353710,,-100.0,30.0
353711,,-100.0,30.0
353717,,-100.0,30.0
353726,,-100.0,30.0
353731,,-100.0,30.0
353735,,-100.0,30.0
353740,,-100.0,30.0
353743,,-100.0,30.0
353745,,-100.0,30.0
353746,,-100.0,30.0
353753,,-100.0,30.0
353760,,-100.0,30.0
353773,,-100.0,30.0
353774,,-100.0,30.0
353780,,-100.0,30.0
353783,,-100.0,30.0
353792,,-100.0,30.0
353796,,-100.0,30.0
353804,,-100.0,30.0
353816,,-100.0,30.0
353823,,-100.0,30.0
353827,,-100.0,30.0
353831,,-100.0,30.0
353833,,-100.0,30.0
353839,,-100.0,30.0
353851,,-100.0,30.0
353860,,-100.0,30.0
353861,,-100.0,30.0
353869,,-100.0,30.0
353877,,-100.0,30.0
353879,,-100.0,30.0
353884,,-100.0,30.0
353885,,-100.0,30.0
353894,,-100.0,30.0
353900,,-100.0,30.0
353903,,-100.0,30.0
353909,,-100.0,30.0
353911,,-100.0,30.0
353912,,-100.0,30.0
353919,,-100.0,30.0
353938,,-100.0,30.0
353944,,-100.0,30.0
353946,,-100.0,30.0
353953,,-100.0,30.0
353956,,-100.0,30.0
353963,,-100.0,30.0
353964,,-100.0,30.0
353972,,-100.0,30.0
353985,,-100.0,30.0
353991,,-100.0,30.0
353994,,-100.0,30.0
353997,,-100.0,30.0
354001,,-100.0,30.0
354010,,-100.0,30.0
354012,,-100.0,30.0
354019,,-100.0,30.0
354026,,-100.0,30.0
354028,,-100.0,30.0
354029,,-100.0,30.0
354032,,-100.0,30.0
354036,,-100.0,30.0
354043,,-100.0,30.0
354044,,-100.0,30.0
354047,,-100.0,30.0
354052,,-100.0,30.0
354061,,-100.0,30.0
354062,,-100.0,30.0
354065,,-100.0,30.0
354069,,-100.0,30.0
354076,,-100.0,30.0
354086,,-100.0,30.0
354089,,-100.0,30.0
354093,,-100.0,30.0
354098,,-100.0,30.0
354109,,-100.0,30.0
354116,,-100.0,30.0
354120,,-100.0,30.0
354125,,-100.0,30.0
354131,,-100.0,30.0
354150,,-100.0,30.0
354155,,-100.0,30.0
354159,,-100.0,30.0
354160,,-100.0,30.0
354163,,-100.0,30.0
354179,,-100.0,30.0
354185,,-100.0,30.0
354190,,-100.0,30.0
354194,,-100.0,30.0
354199,,-100.0,30.0
354203,,-100.0,30.0
354210,,-100.0,30.0
354211,,-100.0,30.0
354218,,-100.0,30.0
354226,,-100.0,30.0
354231,,-100.0,30.0
354234,,-100.0,30.0
354243,,-100.0,30.0
354246,,-100.0,30.0
354345,,-100.0,30.0
354365,,-100.0,30.0
354388,,-100.0,30.0
354402,,-100.0,30.0
354412,,-100.0,30.0
354429,,-100.0,30.0
354512,,-100.0,30.0
354529,,-100.0,30.0
354532,,-100.0,30.0
354546,,-100.0,30.0
354549,,-100.0,30.0
354562,,-100.0,30.0
354566,,-100.0,30.0
354578,,-100.0,30.0
354582,,-100.0,30.0
354594,,-100.0,30.0
354598,,-100.0,30.0
354613,,-100.0,30.0
354700,,-100.0,30.0
354715,,-100.0,30.0
354735,,-100.0,30.0
354748,,-100.0,30.0
