,A1N90NJVNSUG6,A1W7S7ALCLVTL,AFV9RX3T7ZHIB
197541,,,30.0
197546,,,30.0
197574,,,30.0
197580,,,30.0
197610,,,30.0
197616,,,30.0
197628,,,30.0
197634,,,30.0
197663,,,30.0
197670,,,30.0
197687,,,30.0
197693,,,30.0
197704,,,30.0
197716,,,30.0
197740,,,30.0
197746,,,30.0
197774,,,30.0
197779,,,30.0
197794,,,30.0
197799,,,30.0
197828,,,30.0
197833,,,30.0
197862,,,30.0
197867,,,30.0
197885,,,30.0
197890,,,30.0
197917,,,30.0
197939,,,30.0
197950,,,30.0
197956,,,30.0
197962,,,30.0
197991,,,30.0
197999,,,30.0
198025,,,30.0
198033,,,30.0
198044,,,30.0
198051,,,30.0
198078,,,30.0
198084,,,30.0
198114,,,30.0
198122,,,30.0
198138,,,30.0
198143,,,30.0
198156,,,30.0
198163,,,30.0
198190,,,30.0
198197,,,30.0
198208,,,30.0
198213,,,30.0
198243,,,30.0
198253,,,30.0
198265,,,30.0
198271,,,30.0
198282,,,30.0
198290,,,30.0
198300,,,30.0
198306,,,30.0
198315,,,30.0
198321,,,30.0
198332,,,30.0
198338,,,30.0
198341,,,30.0
198346,,,30.0
198355,,,30.0
198363,,,30.0
198374,,,30.0
198379,,,30.0
198396,,,30.0
198401,,,30.0
198415,,,30.0
198420,,,30.0
198429,,,30.0
198435,,,30.0
198442,,,30.0
198449,,,30.0
198460,,,30.0
198467,,,30.0
198476,,,30.0
198482,,,30.0
198496,,,30.0
198502,,,30.0
198513,,,30.0
198519,,,30.0
198529,,,30.0
198535,,,30.0
198547,,,30.0
198554,,,30.0
198559,,,30.0
198572,,,30.0
198584,,,30.0
198591,,,30.0
198597,,,30.0
198607,,,30.0
198627,,,30.0
198641,,,30.0
198654,,,30.0
198660,,,30.0
198669,,,30.0
198679,,,30.0
198685,,,30.0
198695,,,30.0
198700,,,30.0
198713,,,30.0
198720,,,30.0
198730,,,30.0
198735,,,30.0
198751,,,30.0
198758,,,30.0
198765,,,30.0
198770,,,30.0
198771,,,30.0
198777,,,30.0
198788,,,30.0
198795,,,30.0
198808,,,30.0
198813,,,30.0
198823,,,30.0
198830,,,30.0
198841,,,30.0
198850,,,30.0
198860,,,30.0
198865,,,30.0
198886,,,30.0
198891,,,30.0
198900,,,30.0
198905,,,30.0
198923,,,30.0
198932,,,30.0
198941,,,30.0
198958,,,30.0
198967,,,30.0
198973,,,30.0
198991,,,30.0
198996,,,30.0
199007,,,30.0
199014,,,30.0
199023,,,30.0
199028,,,30.0
199043,,,30.0
199048,,,30.0
199059,,,30.0
199064,,,30.0
199080,,,30.0
199086,,,30.0
199096,,,30.0
199101,,,30.0
199112,,,30.0
199118,,,30.0
199130,,,30.0
199135,,,30.0
199146,,,30.0
199151,,,30.0
199167,,,30.0
199184,,,30.0
199198,,,30.0
199208,,,30.0
199214,,,30.0
199223,,,30.0
199228,,,30.0
199241,,,30.0
199247,,,30.0
199259,,,30.0
199263,,,30.0
199275,,,30.0
199286,,,30.0
199303,,,30.0
199308,,,30.0
199319,,,30.0
199326,,,30.0
199334,,,30.0
199342,,,30.0
199349,,,30.0
199355,,,30.0
199363,,,30.0
199368,,,30.0
199381,,,30.0
199388,,,30.0
199406,,,30.0
199412,,,30.0
199439,,,30.0
199447,,,30.0
199457,,,30.0
199463,,,30.0
199491,,,30.0
199496,,,30.0
199509,,,30.0
199514,,,30.0
199545,,,30.0
199550,,,30.0
199578,,,30.0
199585,,,30.0
199597,,,30.0
199601,,,30.0
199620,,,30.0
199626,,,30.0
199640,,,30.0
199652,,,30.0
199662,,,30.0
199668,,,30.0
199690,,,30.0
199699,,,30.0
199711,,,30.0
199716,,,30.0
199728,,,30.0
199733,,,30.0
199759,,,30.0
199764,,,30.0
199778,,,30.0
199785,,,30.0
199797,,,30.0
199802,,,30.0
199820,,,30.0
199826,,,30.0
199837,,,30.0
199843,,,30.0
199873,,,30.0
199879,,,30.0
199890,,,30.0
199895,,,30.0
199924,,,30.0
199931,,,30.0
199943,,,30.0
199948,,,30.0
199959,,,30.0
199966,,,30.0
199981,,,30.0
199989,,,30.0
199999,,,30.0
200005,,,30.0
200015,,,30.0
200020,,,30.0
200047,,,30.0
200053,,,30.0
200071,,,30.0
200077,,,30.0
200090,,,30.0
200096,,,30.0
200124,,,30.0
200130,,,30.0
200141,,,30.0
200146,,,30.0
200177,,,30.0
200182,,,30.0
200194,,,30.0
200199,,,30.0
200212,,,30.0
200219,,,30.0
200247,,,30.0
200253,,,30.0
200271,,,30.0
211178,,,30.0
211179,-80.0,,30.0
211184,-79.0,,30.0
211202,-79.0,,30.0
211216,-78.0,,30.0
211345,-78.0,,30.0
211371,-77.0,,30.0
211412,-77.0,,30.0
211425,-76.0,,30.0
211797,-98.0,,30.0
211803,-99.0,,30.0
211804,,,30.0
215423,,,30.0
215424,-80.0,,30.0
215429,-79.0,,30.0
215480,-79.0,,30.0
215498,-78.0,,30.0
215541,-78.0,,30.0
215551,-77.0,,30.0
215584,-77.0,,30.0
215592,-76.0,,30.0
215669,-63.0,,30.0
215674,-62.0,,30.0
215714,-62.0,,30.0
215720,-61.0,,30.0
215756,-61.0,,30.0
215765,-60.0,,30.0
215851,-35.0,,30.0
215854,-34.0,,30.0
215984,-33.0,,30.0
215992,-32.0,,30.0
216032,-32.0,,30.0
216043,-31.0,,30.0
216076,-31.0,,30.0
216089,-29.0,,30.0
216121,-29.0,,30.0
216127,-28.0,,30.0
216157,-13.0,,30.0
216163,-12.0,,30.0
216202,-12.0,,30.0
216222,-11.0,,30.0
216384,10.0,,30.0
216399,11.0,,30.0
216448,11.0,,30.0
216453,12.0,,30.0
216508,12.0,,30.0
216520,13.0,,30.0
216706,21.0,,30.0
216720,22.0,,30.0
216756,22.0,,30.0
216765,23.0,,30.0
216806,23.0,,30.0
216811,24.0,,30.0
216816,46.0,,30.0
216963,47.0,,30.0
216975,48.0,,30.0
217022,56.0,,30.0
217024,57.0,,30.0
217069,57.0,,30.0
217084,59.0,,30.0
217600,61.0,,30.0
217618,60.0,,30.0
217633,59.0,,30.0
217635,58.0,,30.0
217735,58.0,,30.0
217749,57.0,,30.0
217793,57.0,,30.0
217803,56.0,,30.0
217813,39.0,,30.0
217829,38.0,,30.0
217833,38.0,,30.0
217849,37.0,,30.0
217938,37.0,,30.0
217950,36.0,,30.0
217975,36.0,,30.0
217985,35.0,,30.0
218005,-8.0,,30.0
218006,-9.0,,30.0
218098,-9.0,,30.0
218112,-10.0,,30.0
218166,-10.0,,30.0
218176,-11.0,,30.0
218229,-63.0,,30.0
218247,-64.0,,30.0
218300,-64.0,,30.0
218315,-65.0,,30.0
218316,,,30.0
221655,,,30.0
221656,,-59.0,30.0
221717,,-60.0,30.0
221733,,-63.0,30.0
221734,,-64.0,30.0
221739,,-64.0,30.0
221750,,-65.0,30.0
221759,,-65.0,30.0
221770,,-67.0,30.0
221777,,-67.0,30.0
221804,,-69.0,30.0
221811,,-69.0,30.0
221839,,-71.0,30.0
221847,,-71.0,30.0
221860,,-72.0,30.0
221865,,-72.0,30.0
221892,,-74.0,30.0
221899,,-74.0,30.0
221916,,-77.0,30.0
221921,,-77.0,30.0
221935,,-78.0,30.0
221941,,-78.0,30.0
221968,,-80.0,30.0
221973,,-80.0,30.0
221987,,-81.0,30.0
221993,,-81.0,30.0
222021,,-83.0,30.0
222027,,-83.0,30.0
222038,,-84.0,30.0
222045,,-84.0,30.0
222073,,-86.0,30.0
222079,,-86.0,30.0
222090,,-88.0,30.0
222096,,-88.0,30.0
222112,,-89.0,30.0
222119,,-89.0,30.0
222123,,-90.0,30.0
222128,,-90.0,30.0
222138,,-91.0,30.0
222144,,-91.0,30.0
222169,,-93.0,30.0
222175,,-93.0,30.0
222191,,-94.0,30.0
222204,,-94.0,30.0
222213,,-95.0,30.0
222218,,-95.0,30.0
222260,,-96.0,30.0
222282,,-96.0,30.0
222291,,-97.0,30.0
222296,,-97.0,30.0
222309,,-98.0,30.0
222314,,-98.0,30.0
222325,,-99.0,30.0
222332,,-100.0,30.0
232964,,-100.0,30.0
232965,-100.0,-100.0,30.0
232972,-99.0,-100.0,30.0
232997,-99.0,-100.0,30.0
233015,-98.0,-100.0,30.0
233050,-98.0,-100.0,30.0
233056,-97.0,-100.0,30.0
233087,-97.0,-100.0,30.0
233094,-96.0,-100.0,30.0
233207,-96.0,-100.0,30.0
233217,-95.0,-100.0,30.0
233243,-95.0,-100.0,30.0
233252,-94.0,-100.0,30.0
233280,-94.0,-100.0,30.0
233290,-93.0,-100.0,30.0
233404,-93.0,-100.0,30.0
233412,-92.0,-100.0,30.0
233476,-92.0,-100.0,30.0
233488,-90.0,-100.0,30.0
233524,-90.0,-100.0,30.0
233531,-89.0,-100.0,30.0
233642,-89.0,-100.0,30.0
233652,-88.0,-100.0,30.0
233686,-88.0,-100.0,30.0
233692,-87.0,-100.0,30.0
233722,-87.0,-100.0,30.0
233733,-86.0,-100.0,30.0
233765,-86.0,-100.0,30.0
233767,-85.5,-100.0,30.0
233771,-85.0,-100.0,30.0
233787,-80.8,-100.0,30.0
233796,-76.6,-100.0,30.0
233816,-72.4,-100.0,30.0
233823,-68.2,-100.0,30.0
233865,-64.0,-100.0,30.0
233866,-63.666666666666664,-100.0,30.0
233871,-63.333333333333336,-100.0,30.0
233876,-63.0,-100.0,30.0
233885,-63.0,-100.0,30.0
233888,-63.0,-100.0,30.0
233914,-63.0,-100.0,30.0
233917,-62.666666666666664,-100.0,30.0
233922,-62.333333333333336,-100.0,30.0
233928,-62.0,-100.0,30.0
233941,-52.0,-100.0,30.0
233945,-51.0,-100.0,30.0
233949,-51.0,-100.0,30.0
233973,-51.0,-100.0,30.0
233988,-50.0,-100.0,30.0
234032,-50.0,-100.0,30.0
234035,-49.5,-100.0,30.0
234041,-49.0,-100.0,30.0
234051,-49.0,-100.0,30.0
234072,-49.0,-100.0,30.0
234077,-49.0,-100.0,30.0
234086,-48.5,-100.0,30.0
234087,-48.0,-100.0,30.0
234092,-48.0,-100.0,30.0
234102,-48.0,-100.0,30.0
234105,-47.5,-100.0,30.0
234112,-47.0,-100.0,30.0
234125,-43.0,-100.0,30.0
234132,-39.0,-100.0,30.0
234135,-38.0,-100.0,30.0
234137,-38.0,-100.0,30.0
234144,-38.0,-100.0,30.0
234166,-38.0,-100.0,30.0
234171,-38.0,-100.0,30.0
234177,-37.0,-100.0,30.0
234208,-37.0,-100.0,30.0
234209,-36.0,-100.0,30.0
234239,-36.0,-100.0,30.0
234249,-35.5,-100.0,30.0
234255,-35.0,-100.0,30.0
234260,-30.0,-100.0,30.0
234281,-25.0,-100.0,30.0
234293,-20.0,-100.0,30.0
234297,-15.0,-100.0,30.0
234301,-14.0,-100.0,30.0
234309,-13.0,-100.0,30.0
234315,-13.0,-100.0,30.0
234328,-13.0,-100.0,30.0
234354,-13.0,-100.0,30.0
234366,-12.0,-100.0,30.0
234397,-12.0,-100.0,30.0
234410,-11.0,-100.0,30.0
234422,-7.25,-100.0,30.0
234440,-3.5,-100.0,30.0
234465,0.25,-100.0,30.0
234468,4.0,-100.0,30.0
234470,5.0,-100.0,30.0
234473,5.333333333333333,-100.0,30.0
234493,5.666666666666667,-100.0,30.0
234505,6.0,-100.0,30.0
234576,6.333333333333333,-100.0,30.0
234592,6.666666666666666,-100.0,30.0
234599,7.0,-100.0,30.0
234615,8.0,-100.0,30.0
234616,11.4,-100.0,30.0
234626,14.8,-100.0,30.0
234649,18.2,-100.0,30.0
234659,21.6,-100.0,30.0
234665,25.0,-100.0,30.0
234670,26.0,-100.0,30.0
234683,26.333333333333332,-100.0,30.0
234692,26.666666666666668,-100.0,30.0
234739,27.0,-100.0,30.0
234748,28.0,-100.0,30.0
234760,28.0,-100.0,30.0
234777,28.0,-100.0,30.0
234799,28.0,-100.0,30.0
234809,28.0,-100.0,30.0
234828,28.0,-100.0,30.0
234841,28.0,-100.0,30.0
234846,28.0,-100.0,30.0
234857,28.0,-100.0,30.0
234863,28.0,-100.0,30.0
234873,28.0,-100.0,30.0
234879,28.0,-100.0,30.0
234891,28.0,-100.0,30.0
234959,28.0,-100.0,30.0
234977,28.0,-100.0,30.0
234993,28.0,-100.0,30.0
235008,28.0,-100.0,30.0
235012,28.0,-100.0,30.0
235023,28.0,-100.0,30.0
235028,28.0,-100.0,30.0
235041,28.0,-100.0,30.0
235046,28.0,-100.0,30.0
235058,28.0,-100.0,30.0
235062,28.0,-100.0,30.0
235076,28.0,-100.0,30.0
235079,28.0,-100.0,30.0
235092,28.0,-100.0,30.0
235142,28.0,-100.0,30.0
235160,28.0,-100.0,30.0
235177,28.0,-100.0,30.0
235200,28.0,-100.0,30.0
235204,28.0,-100.0,30.0
235218,28.0,-100.0,30.0
235232,29.0,-100.0,30.0
235235,29.0,-100.0,30.0
235244,29.0,-100.0,30.0
235262,29.0,-100.0,30.0
235275,29.0,-100.0,30.0
235278,29.0,-100.0,30.0
235289,30.0,-100.0,30.0
235328,30.8,-100.0,30.0
235344,31.6,-100.0,30.0
235363,32.4,-100.0,30.0
235377,33.2,-100.0,30.0
235379,34.0,-100.0,30.0
235382,34.5,-100.0,30.0
235391,35.0,-100.0,30.0
235393,35.0,-100.0,30.0
235397,35.0,-100.0,30.0
235410,35.0,-100.0,30.0
235414,35.0,-100.0,30.0
235429,35.0,-100.0,30.0
235433,35.0,-100.0,30.0
235444,36.0,-100.0,30.0
235448,36.0,-100.0,30.0
235459,36.0,-100.0,30.0
235467,36.0,-100.0,30.0
235475,37.0,-100.0,30.0
235527,37.0,-100.0,30.0
235545,37.0,-100.0,30.0
235551,37.0,-100.0,30.0
235562,37.0,-100.0,30.0
235565,37.0,-100.0,30.0
235578,37.0,-100.0,30.0
235581,37.0,-100.0,30.0
235594,37.0,-100.0,30.0
235599,37.0,-100.0,30.0
235611,37.0,-100.0,30.0
235614,37.0,-100.0,30.0
235628,37.0,-100.0,30.0
235632,37.0,-100.0,30.0
235647,37.0,-100.0,30.0
235713,37.0,-100.0,30.0
235729,37.0,-100.0,30.0
235733,37.0,-100.0,30.0
235745,37.0,-100.0,30.0
235748,37.0,-100.0,30.0
235762,37.0,-100.0,30.0
235768,37.0,-100.0,30.0
235779,37.0,-100.0,30.0
235782,37.0,-100.0,30.0
235795,37.0,-100.0,30.0
235800,37.0,-100.0,30.0
235811,37.0,-100.0,30.0
235832,37.0,-100.0,30.0
235846,36.0,-100.0,30.0
235877,36.0,-100.0,30.0
235897,35.5,-100.0,30.0
235901,35.0,-100.0,30.0
235913,35.0,-100.0,30.0
235917,35.0,-100.0,30.0
235930,35.0,-100.0,30.0
235931,35.0,-100.0,30.0
235934,34.5,-100.0,30.0
235940,34.0,-100.0,30.0
235946,34.0,-100.0,30.0
235988,34.0,-100.0,30.0
235989,34.0,-100.0,30.0
235996,33.0,-100.0,30.0
236007,32.0,-100.0,30.0
236064,32.0,-100.0,30.0
236081,32.0,-100.0,30.0
236099,32.0,-100.0,30.0
236105,32.0,-100.0,30.0
236112,31.666666666666668,-100.0,30.0
236116,31.333333333333332,-100.0,30.0
236121,31.0,-100.0,30.0
236129,31.0,-100.0,30.0
236149,31.0,-100.0,30.0
236150,30.5,-100.0,30.0
236160,30.0,-100.0,30.0
236162,30.0,-100.0,30.0
236210,30.0,-100.0,30.0
236224,28.0,-100.0,30.0
236232,28.0,-100.0,30.0
236249,28.0,-100.0,30.0
236266,28.0,-100.0,30.0
236280,28.0,-100.0,30.0
236285,28.0,-100.0,30.0
236297,28.0,-100.0,30.0
236302,28.0,-100.0,30.0
236314,28.0,-100.0,30.0
236319,28.0,-100.0,30.0
236331,28.0,-100.0,30.0
236337,28.0,-100.0,30.0
236348,28.0,-100.0,30.0
236352,28.0,-100.0,30.0
236361,27.0,-100.0,30.0
236394,27.0,-100.0,30.0
236396,26.0,-100.0,30.0
236416,26.0,-100.0,30.0
236432,26.0,-100.0,30.0
236440,25.0,-100.0,30.0
236449,25.0,-100.0,30.0
236464,25.0,-100.0,30.0
236470,25.0,-100.0,30.0
236482,25.0,-100.0,30.0
236487,25.0,-100.0,30.0
236499,25.0,-100.0,30.0
236504,25.0,-100.0,30.0
236515,25.0,-100.0,30.0
236519,25.0,-100.0,30.0
236531,25.0,-100.0,30.0
236542,25.0,-100.0,30.0
236550,24.0,-100.0,30.0
236598,24.0,-100.0,30.0
236600,23.5,-100.0,30.0
236601,23.0,-100.0,30.0
236616,23.0,-100.0,30.0
236620,23.0,-100.0,30.0
236630,23.0,-100.0,30.0
236633,22.666666666666668,-100.0,30.0
236638,22.333333333333332,-100.0,30.0
236639,22.0,-100.0,30.0
236648,22.0,-100.0,30.0
236654,22.0,-100.0,30.0
236666,22.0,-100.0,30.0
236671,22.0,-100.0,30.0
236682,22.0,-100.0,30.0
236688,22.0,-100.0,30.0
236700,22.0,-100.0,30.0
236703,22.0,-100.0,30.0
236718,22.0,-100.0,30.0
236788,22.0,-100.0,30.0
236795,21.0,-100.0,30.0
236801,20.833333333333332,-100.0,30.0
236817,20.666666666666668,-100.0,30.0
236821,20.5,-100.0,30.0
236833,20.333333333333332,-100.0,30.0
236838,20.166666666666668,-100.0,30.0
236842,20.0,-100.0,30.0
236850,19.5,-100.0,30.0
236854,19.0,-100.0,30.0
236856,18.25,-100.0,30.0
236867,17.5,-100.0,30.0
236871,16.75,-100.0,30.0
236874,16.0,-100.0,30.0
236879,15.0,-100.0,30.0
236882,15.0,-100.0,30.0
236887,15.0,-100.0,30.0
236899,15.0,-100.0,30.0
236904,15.0,-100.0,30.0
236918,15.0,-100.0,30.0
237002,15.0,-100.0,30.0
237018,15.0,-100.0,30.0
237022,15.0,-100.0,30.0
237033,15.0,-100.0,30.0
237040,15.0,-100.0,30.0
237051,15.0,-100.0,30.0
237056,15.0,-100.0,30.0
237064,15.0,-100.0,30.0
237067,14.666666666666666,-100.0,30.0
237072,14.333333333333334,-100.0,30.0
237075,14.0,-100.0,30.0
237085,14.0,-100.0,30.0
237089,14.0,-100.0,30.0
237100,14.0,-100.0,30.0
237101,13.5,-100.0,30.0
237106,13.0,-100.0,30.0
237145,13.0,-100.0,30.0
237174,12.0,-100.0,30.0
237206,12.0,-100.0,30.0
237219,12.0,-100.0,30.0
237223,12.0,-100.0,30.0
237234,12.0,-100.0,30.0
237239,12.0,-100.0,30.0
237251,12.0,-100.0,30.0
237257,12.0,-100.0,30.0
237269,12.0,-100.0,30.0
237270,12.0,-100.0,30.0
237274,11.5,-100.0,30.0
237279,11.0,-100.0,30.0
237282,11.0,-100.0,30.0
237285,10.0,-100.0,30.0
237301,9.0,-100.0,30.0
237339,9.0,-100.0,30.0
237348,8.0,-100.0,30.0
237389,8.0,-100.0,30.0
237404,8.0,-100.0,30.0
237423,8.0,-100.0,30.0
237435,8.0,-100.0,30.0
237439,8.0,-100.0,30.0
237453,8.0,-100.0,30.0
237459,8.0,-100.0,30.0
237466,8.0,-100.0,30.0
237470,7.5,-100.0,30.0
237473,7.0,-100.0,30.0
237504,7.0,-100.0,30.0
237505,6.0,-100.0,30.0
237556,1.0,-100.0,30.0
237558,-4.0,-100.0,30.0
237568,-5.0,-100.0,30.0
237579,-5.0,-100.0,30.0
237607,-5.0,-100.0,30.0
237615,-6.0,-100.0,30.0
237632,-6.0,-100.0,30.0
237643,-6.0,-100.0,30.0
237729,-6.0,-100.0,30.0
237735,-7.0,-100.0,30.0
237739,-8.0,-100.0,30.0
237741,-10.0,-100.0,30.0
237754,-10.222222222222221,-100.0,30.0
237775,-10.444444444444445,-100.0,30.0
237794,-10.666666666666666,-100.0,30.0
237803,-10.88888888888889,-100.0,30.0
237809,-11.11111111111111,-100.0,30.0
237822,-11.333333333333334,-100.0,30.0
237844,-11.555555555555555,-100.0,30.0
237858,-11.777777777777779,-100.0,30.0
237884,-12.0,-100.0,30.0
237894,-13.0,-100.0,30.0
237899,-13.0,-100.0,30.0
237922,-14.0,-100.0,30.0
237957,-14.0,-100.0,30.0
237973,-14.0,-100.0,30.0
237999,-14.0,-100.0,30.0
238009,-14.0,-100.0,30.0
238037,-14.0,-100.0,30.0
238045,-14.0,-100.0,30.0
238101,-14.0,-100.0,30.0
238109,-15.0,-100.0,30.0
238154,-15.0,-100.0,30.0
238159,-15.5,-100.0,30.0
238165,-16.0,-100.0,30.0
238178,-16.666666666666668,-100.0,30.0
238206,-17.333333333333332,-100.0,30.0
238222,-18.0,-100.0,30.0
238245,-18.666666666666668,-100.0,30.0
238257,-19.333333333333332,-100.0,30.0
238271,-20.0,-100.0,30.0
238277,-21.0,-100.0,30.0
238343,-26.2,-100.0,30.0
238358,-31.4,-100.0,30.0
238378,-36.6,-100.0,30.0
238390,-41.8,-100.0,30.0
238410,-47.0,-100.0,30.0
238415,-48.0,-100.0,30.0
238419,-48.0,-100.0,30.0
238432,-48.0,-100.0,30.0
238439,-48.0,-100.0,30.0
238447,-48.0,-100.0,30.0
238454,-48.0,-100.0,30.0
238467,-49.0,-100.0,30.0
238524,-51.77777777777778,-100.0,30.0
238542,-54.55555555555556,-100.0,30.0
238565,-57.33333333333333,-100.0,30.0
238575,-60.111111111111114,-100.0,30.0
238600,-62.888888888888886,-100.0,30.0
238612,-65.66666666666666,-100.0,30.0
238633,-68.44444444444444,-100.0,30.0
238645,-71.22222222222223,-100.0,30.0
238687,-74.0,-100.0,30.0
238696,-75.0,-100.0,30.0
238709,-75.0,-100.0,30.0
238725,-75.0,-100.0,30.0
238747,-75.0,-100.0,30.0
238751,-75.5,-100.0,30.0
238759,-76.0,-100.0,30.0
238764,-76.1,-100.0,30.0
238788,-76.2,-100.0,30.0
238800,-76.3,-100.0,30.0
238894,-76.4,-100.0,30.0
238909,-76.5,-100.0,30.0
238931,-76.6,-100.0,30.0
238943,-76.7,-100.0,30.0
238968,-76.8,-100.0,30.0
238979,-76.9,-100.0,30.0
239023,-77.0,-100.0,30.0
239037,-78.0,-100.0,30.0
239061,-91.0,-100.0,30.0
239081,-91.5,-100.0,30.0
239090,-92.0,-100.0,30.0
239094,-92.0,-100.0,30.0
239111,-92.0,-100.0,30.0
239126,-92.0,-100.0,30.0
239133,-92.0,-100.0,30.0
239143,-92.0,-100.0,30.0
239148,-92.0,-100.0,30.0
239160,-92.0,-100.0,30.0
239164,-92.0,-100.0,30.0
239178,-92.0,-100.0,30.0
239263,-92.0,-100.0,30.0
239277,-92.0,-100.0,30.0
239283,-92.0,-100.0,30.0
239288,-92.0,-100.0,30.0
239294,-92.5,-100.0,30.0
239296,-93.0,-100.0,30.0
239297,,-100.0,30.0
239299,,-100.0,30.0
239310,,-100.0,30.0
239317,,-100.0,30.0
239327,,-100.0,30.0
239334,,-100.0,30.0
239343,,-100.0,30.0
239447,,-100.0,30.0
239463,,-100.0,30.0
239481,,-100.0,30.0
239495,,-100.0,30.0
239499,,-100.0,30.0
239511,,-100.0,30.0
239532,,-100.0,30.0
239545,,-100.0,30.0
239648,,-100.0,30.0
239663,,-100.0,30.0
239667,,-100.0,30.0
239679,,-100.0,30.0
239685,,-100.0,30.0
239696,,-100.0,30.0
239700,,-100.0,30.0
239713,,-100.0,30.0
239719,,-100.0,30.0
239730,,-100.0,30.0
239832,,-100.0,30.0
239849,,-100.0,30.0
239868,,-100.0,30.0
239880,,-100.0,30.0
239888,,-100.0,30.0
239896,,-100.0,30.0
239901,,-100.0,30.0
239913,,-100.0,30.0
239919,,-100.0,30.0
239930,,-100.0,30.0
240016,,-100.0,30.0
240031,,-100.0,30.0
240035,,-100.0,30.0
240048,,-100.0,30.0
240068,,-100.0,30.0
240080,,-100.0,30.0
240085,,-100.0,30.0
240098,,-100.0,30.0
240104,,-100.0,30.0
240114,,-100.0,30.0
240120,,-100.0,30.0
240131,,-100.0,30.0
240284,,-100.0,30.0
240302,,-100.0,30.0
240319,,-100.0,30.0
240332,,-100.0,30.0
240336,,-100.0,30.0
240349,,-100.0,30.0
240354,,-100.0,30.0
240367,,-100.0,30.0
240451,,-100.0,30.0
240469,,-100.0,30.0
240487,,-100.0,30.0
240499,,-100.0,30.0
240504,,-100.0,30.0
240516,,-100.0,30.0
240523,,-100.0,30.0
240535,,-100.0,30.0
240539,,-100.0,30.0
240550,,-100.0,30.0
240556,,-100.0,30.0
240567,,-100.0,30.0
240573,,-100.0,30.0
240584,,-100.0,30.0
240688,,-100.0,30.0
240703,,-100.0,30.0
240721,,-100.0,30.0
240762,,-100.0,30.0
240765,,-100.0,30.0
240786,,-100.0,30.0
240909,,-100.0,30.0
240923,,-100.0,30.0
240947,,-100.0,30.0
240957,,-100.0,30.0
240980,,-100.0,30.0
240990,,-100.0,30.0
241141,,-100.0,30.0
241159,,-100.0,30.0
241184,,-100.0,30.0
241195,,-100.0,30.0
241220,,-100.0,30.0
241228,,-100.0,30.0
242160,,-100.0,30.0
242179,,-100.0,30.0
242206,,-100.0,30.0
242216,,-100.0,30.0
242232,,-100.0,30.0
242249,,-100.0,30.0
242255,,-100.0,30.0
242273,,-100.0,30.0
261802,,-100.0,30.0
261803,-91.0,-100.0,30.0
261811,-90.0,-100.0,30.0
262310,-55.0,-100.0,30.0
262320,-54.0,-100.0,30.0
262355,-32.0,-100.0,30.0
262363,-31.0,-100.0,30.0
262587,-14.0,-100.0,30.0
262604,-13.0,-100.0,30.0
262685,-13.0,-100.0,30.0
262706,-12.0,-100.0,30.0
262839,14.0,-100.0,30.0
262848,15.0,-100.0,30.0
262873,15.0,-100.0,30.0
262883,16.0,-100.0,30.0
263008,30.0,-100.0,30.0
263030,31.0,-100.0,30.0
263051,31.0,-100.0,30.0
263059,32.0,-100.0,30.0
263140,46.0,-100.0,30.0
263151,47.0,-100.0,30.0
263182,47.0,-100.0,30.0
263193,48.0,-100.0,30.0
263201,48.0,-100.0,30.0
263214,49.0,-100.0,30.0
263309,61.0,-100.0,30.0
263319,62.0,-100.0,30.0
264032,87.0,-100.0,30.0
264035,86.0,-100.0,30.0
264075,86.0,-100.0,30.0
264090,85.0,-100.0,30.0
264124,69.0,-100.0,30.0
264125,68.0,-100.0,30.0
264170,68.0,-100.0,30.0
264181,67.0,-100.0,30.0
264254,36.0,-100.0,30.0
264256,35.0,-100.0,30.0
264305,35.0,-100.0,30.0
264312,34.0,-100.0,30.0
264384,16.0,-100.0,30.0
264385,15.0,-100.0,30.0
264489,-10.0,-100.0,30.0
264507,-12.0,-100.0,30.0
264536,-12.0,-100.0,30.0
264542,-13.0,-100.0,30.0
264597,-34.0,-100.0,30.0
264603,-35.0,-100.0,30.0
264608,-35.0,-100.0,30.0
264615,-36.0,-100.0,30.0
264706,-36.0,-100.0,30.0
264720,-37.0,-100.0,30.0
264842,-58.0,-100.0,30.0
264853,-59.0,-100.0,30.0
264880,-59.0,-100.0,30.0
264887,-60.0,-100.0,30.0
264911,-75.0,-100.0,30.0
264916,-76.0,-100.0,30.0
265002,-94.0,-100.0,30.0
265007,-95.0,-100.0,30.0
265035,-95.0,-100.0,30.0
265049,-97.0,-100.0,30.0
265050,,-100.0,30.0
291327,,-100.0,30.0
291328,-100.0,-100.0,30.0
291329,-99.0,-100.0,30.0
291348,-99.0,-100.0,30.0
291351,-98.0,-100.0,30.0
291456,-86.0,-100.0,30.0
291465,-85.0,-100.0,30.0
291603,-68.0,-100.0,30.0
291604,-67.0,-100.0,30.0
291690,-67.0,-100.0,30.0
291705,-66.0,-100.0,30.0
291861,-51.0,-100.0,30.0
291867,-50.0,-100.0,30.0
291881,-50.0,-100.0,30.0
291889,-49.0,-100.0,30.0
292030,-32.0,-100.0,30.0
292034,-31.0,-100.0,30.0
292177,-20.0,-100.0,30.0
292180,-19.0,-100.0,30.0
292359,-2.0,-100.0,30.0
292373,-1.0,-100.0,30.0
292434,14.0,-100.0,30.0
292438,15.0,-100.0,30.0
