,AOEGJLWFISOZQ,AU2980AA60A2C,AJALV8WOILDPA
285703,-100.0,-88.0,-62.0
285719,-100.0,-88.0,-62.0
285736,-100.0,-88.0,-62.0
285753,-100.0,-88.0,-62.0
285770,-100.0,-88.0,-62.0
285786,-100.0,-88.0,-62.0
285803,-100.0,-88.0,-62.0
285820,-100.0,-88.0,-62.0
285836,-100.0,-88.0,-62.0
285853,-100.0,-88.0,-62.0
285869,-100.0,-88.0,-62.0
285903,-100.0,-88.0,-62.0
285920,-99.0,-88.0,-62.0
285935,-98.0,-88.0,-62.0
285952,-97.0,-88.0,-62.0
285969,-96.0,-88.0,-62.0
285985,-94.0,-88.0,-62.0
286002,-93.0,-88.0,-62.0
286019,-92.0,-88.0,-62.0
286036,-91.0,-88.0,-62.0
286052,-90.0,-88.0,-62.0
286053,-89.5,-88.0,-62.0
286069,-89.0,-88.0,-62.0
286070,-88.5,-88.0,-62.0
286086,-88.0,-88.0,-62.0
286102,-87.0,-88.0,-62.0
286103,-86.5,-88.0,-62.0
286119,-86.0,-88.0,-62.0
286136,-85.0,-88.0,-62.0
286153,-85.0,-88.0,-62.0
286169,-85.0,-88.0,-62.0
286186,-85.0,-88.0,-62.0
286202,-85.0,-88.0,-62.0
286219,-85.0,-88.0,-62.0
286236,-85.0,-88.0,-62.0
286253,-85.0,-88.0,-62.0
286269,-85.0,-88.0,-62.0
286282,-85.0,-88.0,-62.0
286286,-85.0,-88.0,-62.5
286299,-85.0,-88.0,-63.0
286303,-85.0,-88.0,-63.5
286315,-85.0,-88.0,-64.0
286319,-85.0,-88.0,-64.5
286332,-85.0,-88.0,-65.0
286336,-85.0,-88.0,-65.5
286349,-85.0,-88.0,-66.0
286352,-85.0,-88.0,-66.33333333333333
286360,-85.0,-88.0,-66.66666666666667
286365,-85.0,-88.0,-67.0
286369,-85.0,-88.0,-67.66666666666667
286378,-85.0,-88.0,-68.33333333333333
286382,-85.0,-88.0,-69.0
286386,-85.0,-88.0,-69.5
286399,-85.0,-88.0,-70.0
286403,-85.0,-88.0,-70.25
286410,-85.0,-88.0,-70.5
286412,-85.0,-88.0,-70.75
286416,-85.0,-88.25,-71.0
286419,-85.0,-88.5,-71.25
286426,-85.0,-88.75,-71.5
286428,-85.0,-89.0,-71.75
286432,-85.0,-89.0,-72.0
286436,-85.0,-89.0,-72.33333333333333
286443,-85.0,-89.0,-72.66666666666667
286449,-85.0,-89.0,-73.0
286452,-85.0,-89.0,-73.2
286454,-85.0,-89.0,-73.4
286460,-85.0,-89.5,-73.6
286462,-85.0,-90.0,-73.8
286466,-85.0,-90.0,-74.0
286469,-85.0,-90.0,-74.0
286477,-85.0,-90.0,-74.0
286486,-85.0,-90.0,-74.0
286493,-85.0,-90.0,-74.0
286503,-85.0,-90.0,-74.0
286510,-85.0,-90.0,-74.0
286520,-85.0,-90.0,-74.0
286526,-85.0,-90.0,-74.0
286536,-85.0,-90.0,-74.0
286543,-85.0,-90.0,-74.0
286553,-85.0,-90.0,-74.0
286560,-85.0,-90.0,-74.0
286569,-85.0,-90.0,-74.0
286576,-85.0,-90.0,-74.0
286579,-85.0,-90.0,-74.0
286586,-85.0,-90.33333333333333,-74.0
286593,-85.0,-90.66666666666667,-74.0
286598,-85.0,-91.0,-74.0
286602,-85.0,-91.0,-74.0
286610,-85.0,-91.0,-74.0
286618,-85.0,-91.0,-74.0
286619,-85.0,-91.66666666666667,-74.0
286626,-85.0,-92.33333333333333,-74.0
286629,-85.0,-93.0,-74.0
286636,-85.0,-93.0,-74.0
286643,-85.0,-93.0,-74.0
286653,-85.0,-93.0,-74.0
286660,-85.0,-93.0,-74.0
286669,-85.0,-93.0,-74.0
286676,-85.0,-93.0,-74.0
286686,-85.0,-93.0,-74.0
286693,-85.0,-93.0,-74.0
286703,-85.0,-93.0,-74.0
286710,-85.0,-93.0,-74.0
286719,-85.0,-93.0,-74.0
286727,-85.0,-93.0,-74.0
286736,-85.0,-93.0,-74.0
286743,-85.0,-93.0,-74.0
286753,-85.0,-93.0,-74.0
286760,-85.0,-93.0,-74.0
286764,-85.0,-93.0,-74.0
286769,-85.0,-93.33333333333333,-74.0
286777,-85.0,-93.66666666666667,-74.0
286780,-85.0,-94.0,-74.0
286783,-85.0,-94.28571428571429,-74.0
286786,-85.0,-94.57142857142857,-74.33333333333333
286793,-85.0,-94.85714285714286,-74.66666666666667
286799,-85.0,-95.14285714285714,-75.0
286803,-85.0,-95.42857142857143,-75.25
286810,-85.0,-95.71428571428571,-75.5
286812,-85.0,-96.0,-75.75
286816,-85.0,-96.25,-76.0
286819,-85.0,-96.5,-76.25
286828,-85.0,-96.75,-76.5
286830,-85.0,-97.0,-76.75
286833,-85.0,-97.0,-77.0
286836,-85.0,-97.0,-77.33333333333333
286843,-85.0,-97.0,-77.66666666666667
286849,-85.0,-97.0,-78.0
286852,-85.0,-97.0,-78.33333333333333
286863,-85.0,-97.0,-78.66666666666667
286866,-85.0,-97.0,-79.0
286869,-85.0,-97.0,-79.33333333333333
286876,-85.0,-97.0,-79.66666666666667
286883,-85.0,-97.0,-80.0
286886,-85.0,-97.0,-80.33333333333333
286893,-85.0,-97.0,-80.66666666666667
286899,-85.0,-97.0,-81.0
286903,-85.0,-97.0,-81.5
286910,-85.0,-97.0,-82.0
286915,-85.0,-97.0,-82.5
286916,-85.0,-97.25,-83.0
286919,-85.0,-97.5,-83.25
286926,-85.0,-97.75,-83.5
286929,-85.0,-98.0,-83.75
286933,-85.0,-98.0,-84.0
286936,-85.0,-98.0,-84.33333333333333
286943,-85.0,-98.0,-84.66666666666667
286949,-85.0,-98.0,-85.0
286953,-85.0,-98.0,-85.2
286956,-85.0,-98.0,-85.4
286960,-85.0,-98.5,-85.6
286963,-85.0,-99.0,-85.8
286966,-85.0,-99.25,-86.0
286969,-85.0,-99.5,-86.25
286979,-85.0,-99.75,-86.5
286981,-85.0,-100.0,-86.75
286983,-85.0,-100.0,-87.0
286986,-85.0,-100.0,-87.33333333333333
286994,-85.0,-100.0,-87.66666666666667
286999,-85.0,-100.0,-88.0
287003,-85.0,-100.0,-88.33333333333333
287010,-85.0,-100.0,-88.66666666666667
287016,-85.0,-100.0,-89.0
287019,-85.0,-100.0,-89.33333333333333
287027,-85.0,-100.0,-89.66666666666667
287033,-85.0,-100.0,-90.0
287036,-85.0,-100.0,-90.33333333333333
287043,-85.0,-100.0,-90.66666666666667
287049,-85.0,-100.0,-91.0
287053,-85.0,-100.0,-91.66666666666667
287061,-85.0,-100.0,-92.33333333333333
287066,-85.0,-100.0,-93.0
287069,-85.0,-100.0,-93.33333333333333
287076,-85.0,-100.0,-93.66666666666667
287084,-85.0,-100.0,-94.0
287087,-85.0,-100.0,-94.33333333333333
287093,-85.0,-100.0,-94.66666666666667
287100,-85.0,-100.0,-95.0
287103,-85.0,-100.0,-95.33333333333333
287110,-85.0,-100.0,-95.66666666666667
287116,-85.0,-100.0,-96.0
287119,-85.0,-100.0,-96.33333333333333
287126,-85.0,-100.0,-96.66666666666667
287133,-85.0,-100.0,-97.0
287136,-85.0,-100.0,-97.33333333333333
287144,-85.0,-100.0,-97.66666666666667
287150,-85.0,-100.0,-98.0
287153,-85.0,-100.0,-98.33333333333333
287160,-85.0,-100.0,-98.66666666666667
287166,-85.0,-100.0,-99.0
287170,-85.0,-100.0,-99.5
287183,-85.0,-100.0,-100.0
287186,-85.0,-100.0,-100.0
287193,-85.0,-100.0,-100.0
287203,-85.0,-100.0,-100.0
287210,-85.0,-100.0,-100.0
287219,-85.0,-100.0,-100.0
287227,-85.0,-100.0,-100.0
287236,-85.0,-100.0,-100.0
287243,-85.0,-100.0,-100.0
287253,-85.0,-100.0,-100.0
287260,-85.0,-100.0,-100.0
287270,-85.0,-100.0,-100.0
287277,-85.0,-100.0,-100.0
287286,-85.0,-100.0,-100.0
287293,-85.0,-100.0,-100.0
287303,-85.0,-100.0,-100.0
287310,-85.0,-100.0,-100.0
287319,-85.0,-100.0,-100.0
287326,-85.0,-100.0,-100.0
287336,-85.0,-100.0,-100.0
287343,-85.0,-100.0,-100.0
287352,-85.0,-100.0,-100.0
287360,-85.0,-100.0,-100.0
287369,-85.0,-100.0,-100.0
287376,-85.0,-100.0,-100.0
287386,-85.0,-100.0,-100.0
287393,-85.0,-100.0,-100.0
287403,-85.0,-100.0,-100.0
287410,-85.0,-100.0,-100.0
287419,-85.0,-100.0,-100.0
287426,-85.0,-100.0,-100.0
287436,-85.0,-100.0,-100.0
287446,-85.0,-100.0,-100.0
287453,-85.0,-100.0,-100.0
287463,-85.0,-100.0,-100.0
287469,-85.0,-100.0,-100.0
287477,-85.0,-100.0,-100.0
287486,-85.0,-100.0,-100.0
287493,-85.0,-100.0,-100.0
287503,-85.0,-100.0,-100.0
287510,-85.0,-100.0,-100.0
287520,-85.0,-100.0,-100.0
287527,-85.0,-100.0,-100.0
287536,-85.0,-100.0,-100.0
287544,-85.0,-100.0,-100.0
287553,-85.0,-100.0,-100.0
287560,-85.0,-100.0,-100.0
287570,-85.0,-100.0,-100.0
287577,-85.0,-100.0,-100.0
287586,-85.0,-100.0,-100.0
287593,-85.0,-100.0,-100.0
287603,-85.0,-100.0,-100.0
287610,-85.0,-100.0,-100.0
287619,-85.0,-100.0,-100.0
287626,-85.0,-100.0,-100.0
287636,-85.0,-100.0,-100.0
287643,-85.0,-100.0,-100.0
287653,-85.0,-100.0,-100.0
287660,-85.0,-100.0,-100.0
287669,-85.0,-100.0,-100.0
287677,-85.0,-100.0,-100.0
287686,-85.0,-100.0,-100.0
287693,-85.0,-100.0,-100.0
287703,-85.0,-100.0,-100.0
287710,-85.0,-100.0,-100.0
287719,-85.0,-100.0,-100.0
287727,-85.0,-100.0,-100.0
287736,-85.0,-100.0,-100.0
287743,-85.0,-100.0,-100.0
287753,-85.0,-100.0,-100.0
287760,-85.0,-100.0,-100.0
287769,-85.0,-100.0,-100.0
287777,-85.0,-100.0,-100.0
287786,-85.0,-100.0,-100.0
287793,-85.0,-100.0,-100.0
287803,-85.0,-100.0,-100.0
287811,-85.0,-100.0,-100.0
287820,-85.0,-100.0,-100.0
287826,-85.0,-100.0,-100.0
287836,-85.0,-100.0,-100.0
287844,-85.0,-100.0,-100.0
287853,-85.0,-100.0,-100.0
287860,-85.0,-100.0,-100.0
287877,-85.0,-100.0,-100.0
287893,-85.0,-100.0,-100.0
287910,-85.0,-100.0,-100.0
287926,-85.0,-100.0,-100.0
287943,-85.0,-100.0,-100.0
287960,-85.0,-100.0,-100.0
287977,-85.0,-100.0,-100.0
287993,-85.0,-100.0,-100.0
288010,-85.0,-100.0,-100.0
288027,-85.0,-100.0,-100.0
288043,-85.0,-100.0,-100.0
288238,-85.0,-100.0,-100.0
288255,-86.0,-100.0,-100.0
288272,-87.0,-100.0,-100.0
288288,-88.0,-100.0,-100.0
288306,-89.0,-100.0,-100.0
288322,-90.0,-100.0,-100.0
288338,-91.0,-100.0,-100.0
288355,-92.0,-100.0,-100.0
288372,-93.0,-100.0,-100.0
288388,-95.0,-100.0,-100.0
288405,-96.0,-100.0,-100.0
288422,-97.0,-100.0,-100.0
288438,-98.0,-100.0,-100.0
288455,-99.0,-100.0,-100.0
288472,-100.0,-100.0,-100.0
289443,-100.0,-100.0,-100.0
289461,-100.0,-100.0,-100.0
289476,-100.0,-100.0,-100.0
289495,-100.0,-100.0,-100.0
289510,-100.0,-100.0,-100.0
289526,-100.0,-100.0,-100.0
289543,-100.0,-100.0,-100.0
289561,-100.0,-100.0,-100.0
289577,-100.0,-100.0,-100.0
289594,-100.0,-100.0,-100.0
289610,-100.0,-100.0,-100.0
289627,-100.0,-100.0,-100.0
289643,-100.0,-100.0,-100.0
289660,-100.0,-100.0,-100.0
289676,-100.0,-100.0,-100.0
289694,-100.0,-100.0,-100.0
289710,-100.0,-100.0,-100.0
289727,-100.0,-100.0,-100.0
289743,-100.0,-100.0,-100.0
289762,-100.0,-100.0,-100.0
289777,-100.0,-100.0,-100.0
289794,-100.0,-100.0,-100.0
289810,-100.0,-100.0,-100.0
289827,-100.0,-100.0,-100.0
289843,-100.0,-100.0,-100.0
289862,-100.0,-100.0,-100.0
289876,-100.0,-100.0,-100.0
289893,-100.0,-100.0,-100.0
289910,-100.0,-100.0,-100.0
289926,-100.0,-100.0,-100.0
289943,-100.0,-100.0,-100.0
289960,-100.0,-100.0,-100.0
289977,-100.0,-100.0,-100.0
289993,-100.0,-100.0,-100.0
290010,-100.0,-100.0,-100.0
290027,-100.0,-100.0,-100.0
290044,-100.0,-100.0,-100.0
290060,-100.0,-100.0,-100.0
290076,-100.0,-100.0,-100.0
290093,-100.0,-100.0,-100.0
290110,-100.0,-100.0,-100.0
290126,-100.0,-100.0,-100.0
290143,-100.0,-100.0,-100.0
290160,-100.0,-100.0,-100.0
290177,-100.0,-100.0,-100.0
290194,-100.0,-100.0,-100.0
290210,-100.0,-100.0,-100.0
290226,-100.0,-100.0,-100.0
290244,-100.0,-100.0,-100.0
290260,-100.0,-100.0,-100.0
290277,-100.0,-100.0,-100.0
290293,-100.0,-100.0,-100.0
290310,-100.0,-100.0,-100.0
290327,-100.0,-100.0,-100.0
290343,-100.0,-100.0,-100.0
290360,-100.0,-100.0,-100.0
290377,-100.0,-100.0,-100.0
290393,-100.0,-100.0,-100.0
290410,-100.0,-100.0,-100.0
290426,-100.0,-100.0,-100.0
290444,-100.0,-100.0,-100.0
290460,-100.0,-100.0,-100.0
290477,-100.0,-100.0,-100.0
290494,-100.0,-100.0,-100.0
290510,-100.0,-100.0,-100.0
290526,-100.0,-100.0,-100.0
290543,-100.0,-100.0,-100.0
290560,-100.0,-100.0,-100.0
290577,-100.0,-100.0,-100.0
290593,-100.0,-100.0,-100.0
290610,-100.0,-100.0,-100.0
290626,-100.0,-100.0,-100.0
290643,-100.0,-100.0,-100.0
290660,-100.0,-100.0,-100.0
290676,-100.0,-100.0,-100.0
290693,-100.0,-100.0,-100.0
290710,-100.0,-100.0,-100.0
290726,-100.0,-100.0,-100.0
290743,-100.0,-100.0,-100.0
290760,-100.0,-100.0,-100.0
290777,-100.0,-100.0,-100.0
290793,-100.0,-100.0,-100.0
290810,-100.0,-100.0,-100.0
290827,-100.0,-100.0,-100.0
290843,-100.0,-100.0,-100.0
290860,-100.0,-100.0,-100.0
290876,-100.0,-100.0,-100.0
290893,-100.0,-100.0,-100.0
290910,-100.0,-100.0,-100.0
290926,-100.0,-100.0,-100.0
290943,-100.0,-100.0,-100.0
290960,-100.0,-100.0,-100.0
290976,-100.0,-100.0,-100.0
290993,-100.0,-100.0,-100.0
291010,-100.0,-100.0,-100.0
291027,-100.0,-100.0,-100.0
352504,-100.0,-100.0,-100.0
352521,-100.0,-100.0,-100.0
352537,-100.0,-100.0,-100.0
352554,-100.0,-100.0,-100.0
352571,-100.0,-100.0,-100.0
352588,-100.0,-100.0,-100.0
352604,-100.0,-100.0,-100.0
352621,-100.0,-100.0,-100.0
352637,-100.0,-100.0,-100.0
352654,-100.0,-100.0,-100.0
352671,-100.0,-100.0,-100.0
352687,-100.0,-100.0,-100.0
352704,-100.0,-100.0,-100.0
352721,-100.0,-100.0,-100.0
352738,-100.0,-100.0,-100.0
352754,-100.0,-100.0,-100.0
352771,-100.0,-100.0,-100.0
352787,-100.0,-100.0,-100.0
352804,-100.0,-100.0,-100.0
352821,-100.0,-100.0,-100.0
352838,-100.0,-100.0,-100.0
352854,-100.0,-100.0,-100.0
352871,-100.0,-100.0,-100.0
352888,-100.0,-100.0,-100.0
352904,-100.0,-100.0,-100.0
352921,-100.0,-100.0,-100.0
352937,-100.0,-100.0,-100.0
352954,-100.0,-100.0,-100.0
352971,-100.0,-100.0,-100.0
352988,-100.0,-100.0,-100.0
353004,-100.0,-100.0,-100.0
353021,-100.0,-100.0,-100.0
353037,-100.0,-100.0,-100.0
353054,-100.0,-100.0,-100.0
353071,-100.0,-100.0,-100.0
353087,-100.0,-100.0,-100.0
353104,-100.0,-100.0,-100.0
353121,-100.0,-100.0,-100.0
353137,-100.0,-100.0,-100.0
353154,-100.0,-100.0,-100.0
353171,-100.0,-100.0,-100.0
353187,-100.0,-100.0,-100.0
353204,-100.0,-100.0,-100.0
353221,-100.0,-100.0,-100.0
353237,-100.0,-100.0,-100.0
353254,-100.0,-100.0,-100.0
353271,-100.0,-100.0,-100.0
353554,-100.0,-100.0,-100.0
353571,-100.0,-100.0,-100.0
353588,-100.0,-100.0,-100.0
353604,-100.0,-100.0,-100.0
353621,-100.0,-100.0,-100.0
353637,-100.0,-100.0,-100.0
353654,-100.0,-100.0,-100.0
353671,-100.0,-100.0,-100.0
353688,-100.0,-100.0,-100.0
353704,-100.0,-100.0,-100.0
353721,-100.0,-100.0,-100.0
353738,-100.0,-100.0,-100.0
353754,-100.0,-100.0,-100.0
353771,-100.0,-100.0,-100.0
353787,-100.0,-100.0,-100.0
353804,-100.0,-100.0,-100.0
353821,-100.0,-100.0,-100.0
353838,-100.0,-100.0,-100.0
353854,-100.0,-100.0,-100.0
353871,-100.0,-100.0,-100.0
353887,-100.0,-100.0,-100.0
353904,-100.0,-100.0,-100.0
353921,-100.0,-100.0,-100.0
353938,-100.0,-100.0,-100.0
353954,-100.0,-100.0,-100.0
353971,-100.0,-100.0,-100.0
353987,-100.0,-100.0,-100.0
354004,-100.0,-100.0,-100.0
354021,-100.0,-100.0,-100.0
354038,-100.0,-100.0,-100.0
354054,-100.0,-100.0,-100.0
354071,-100.0,-100.0,-100.0
354087,-100.0,-100.0,-100.0
354104,-100.0,-100.0,-100.0
354121,-100.0,-100.0,-100.0
354137,-100.0,-100.0,-100.0
354154,-100.0,-100.0,-100.0
354171,-100.0,-100.0,-100.0
354188,-100.0,-100.0,-100.0
354204,-100.0,-100.0,-100.0
354221,-100.0,-100.0,-100.0
354237,-100.0,-100.0,-100.0
354254,-100.0,-100.0,-100.0
354271,-100.0,-100.0,-100.0
354287,-100.0,-100.0,-100.0
354304,-100.0,-100.0,-100.0
354321,-100.0,-100.0,-100.0
354827,-100.0,-100.0,-100.0
354844,-100.0,-100.0,-100.0
354860,-100.0,-100.0,-100.0
354877,-100.0,-100.0,-100.0
354893,-100.0,-100.0,-100.0
354910,-100.0,-100.0,-100.0
354927,-100.0,-100.0,-100.0
354943,-100.0,-100.0,-100.0
356654,-100.0,-100.0,-100.0
356672,-100.0,-100.0,-100.0
356688,-100.0,-100.0,-100.0
356704,-100.0,-100.0,-100.0
356721,-100.0,-100.0,-100.0
356738,-100.0,-100.0,-100.0
356754,-100.0,-100.0,-100.0
356771,-100.0,-100.0,-100.0
356788,-100.0,-100.0,-100.0
356804,-100.0,-100.0,-100.0
356821,-100.0,-100.0,-100.0
356837,-100.0,-100.0,-100.0
356854,-100.0,-100.0,-100.0
356871,-100.0,-100.0,-100.0
356888,-100.0,-100.0,-100.0
356904,-100.0,-100.0,-100.0
356921,-100.0,-100.0,-100.0
356938,-100.0,-100.0,-100.0
356954,-100.0,-100.0,-100.0
356971,-100.0,-100.0,-100.0
356988,-100.0,-100.0,-100.0
357004,-100.0,-100.0,-100.0
357021,-100.0,-100.0,-100.0
357038,-100.0,-100.0,-100.0
357054,-100.0,-100.0,-100.0
357071,-100.0,-100.0,-100.0
357087,-100.0,-100.0,-100.0
357104,-100.0,-100.0,-100.0
357121,-100.0,-100.0,-100.0
357138,-100.0,-100.0,-100.0
357154,-100.0,-100.0,-100.0
357171,-100.0,-100.0,-100.0
357187,-100.0,-100.0,-100.0
357204,-100.0,-100.0,-100.0
357222,-100.0,-100.0,-100.0
357404,-100.0,-100.0,-100.0
357421,-100.0,-100.0,-100.0
357437,-100.0,-100.0,-100.0
357454,-100.0,-100.0,-100.0
357471,-100.0,-100.0,-100.0
357487,-100.0,-100.0,-100.0
357504,-100.0,-100.0,-100.0
357521,-100.0,-100.0,-100.0
357537,-100.0,-100.0,-100.0
357554,-100.0,-100.0,-100.0
357571,-100.0,-100.0,-100.0
357588,-100.0,-100.0,-100.0
357604,-100.0,-100.0,-100.0
357621,-100.0,-100.0,-100.0
357638,-100.0,-100.0,-100.0
357654,-100.0,-100.0,-100.0
357671,-100.0,-100.0,-100.0
357688,-100.0,-100.0,-100.0
357704,-100.0,-100.0,-100.0
357721,-100.0,-100.0,-100.0
357738,-100.0,-100.0,-100.0
357754,-100.0,-100.0,-100.0
357771,-100.0,-100.0,-100.0
357788,-100.0,-100.0,-100.0
357804,-100.0,-100.0,-100.0
357821,-100.0,-100.0,-100.0
357838,-100.0,-100.0,-100.0
357854,-100.0,-100.0,-100.0
357871,-100.0,-100.0,-100.0
357888,-100.0,-100.0,-100.0
357904,-100.0,-100.0,-100.0
357921,-100.0,-100.0,-100.0
357937,-100.0,-100.0,-100.0
357954,-100.0,-100.0,-100.0
357971,-100.0,-100.0,-100.0
358210,-100.0,-100.0,-100.0
358228,-100.0,-100.0,-100.0
358243,-100.0,-100.0,-100.0
358260,-100.0,-100.0,-100.0
358277,-100.0,-100.0,-100.0
358293,-100.0,-100.0,-100.0
358310,-100.0,-100.0,-100.0
358327,-100.0,-100.0,-100.0
358343,-100.0,-100.0,-100.0
358360,-100.0,-100.0,-100.0
358377,-100.0,-100.0,-100.0
358393,-100.0,-100.0,-100.0
358410,-100.0,-100.0,-100.0
358427,-100.0,-100.0,-100.0
358444,-100.0,-100.0,-100.0
358460,-100.0,-100.0,-100.0
358477,-100.0,-100.0,-100.0
358494,-100.0,-100.0,-100.0
358510,-100.0,-100.0,-100.0
358526,-100.0,-100.0,-100.0
358543,-100.0,-100.0,-100.0
358560,-100.0,-100.0,-100.0
358579,-100.0,-100.0,-100.0
358593,-100.0,-100.0,-100.0
358610,-100.0,-100.0,-100.0
358627,-100.0,-100.0,-100.0
358643,-100.0,-100.0,-100.0
358660,-100.0,-100.0,-100.0
358678,-100.0,-100.0,-100.0
358693,-100.0,-100.0,-100.0
358712,-100.0,-100.0,-100.0
358727,-100.0,-100.0,-100.0
358743,-100.0,-100.0,-100.0
358760,-100.0,-100.0,-100.0
358778,-100.0,-100.0,-100.0
358793,-100.0,-100.0,-100.0
358810,-100.0,-100.0,-100.0
358826,-100.0,-100.0,-100.0
358846,-100.0,-100.0,-100.0
358860,-100.0,-100.0,-100.0
358878,-100.0,-100.0,-100.0
358893,-100.0,-100.0,-100.0
358911,-100.0,-100.0,-100.0
358927,-100.0,-100.0,-100.0
358943,-100.0,-100.0,-100.0
358960,-100.0,-100.0,-100.0
358977,-100.0,-100.0,-100.0
358993,-100.0,-100.0,-100.0
359010,-100.0,-100.0,-100.0
359026,-100.0,-100.0,-100.0
359043,-100.0,-100.0,-100.0
359060,-100.0,-100.0,-100.0
359077,-100.0,-100.0,-100.0
359093,-100.0,-100.0,-100.0
359110,-100.0,-100.0,-100.0
359127,-100.0,-100.0,-100.0
359144,-100.0,-100.0,-100.0
359160,-100.0,-100.0,-100.0
359177,-100.0,-100.0,-100.0
359193,-100.0,-100.0,-100.0
359210,-100.0,-100.0,-100.0
359228,-100.0,-100.0,-100.0
359243,-100.0,-100.0,-100.0
359260,-100.0,-100.0,-100.0
359277,-100.0,-100.0,-100.0
359293,-100.0,-100.0,-100.0
359311,-100.0,-100.0,-100.0
359326,-100.0,-100.0,-100.0
359344,-100.0,-100.0,-100.0
359360,-100.0,-100.0,-100.0
359377,-100.0,-100.0,-100.0
359394,-100.0,-100.0,-100.0
359410,-100.0,-100.0,-100.0
359427,-100.0,-100.0,-100.0
359443,-100.0,-100.0,-100.0
359460,-100.0,-100.0,-100.0
364743,-100.0,-100.0,-100.0
364761,-100.0,-100.0,-100.0
364777,-100.0,-100.0,-100.0
364793,-100.0,-100.0,-100.0
364810,-100.0,-100.0,-100.0
364826,-100.0,-100.0,-100.0
364843,-100.0,-100.0,-100.0
364860,-100.0,-100.0,-100.0
364877,-100.0,-100.0,-100.0
364893,-100.0,-100.0,-100.0
364910,-100.0,-100.0,-100.0
364926,-100.0,-100.0,-100.0
364943,-100.0,-100.0,-100.0
364960,-100.0,-100.0,-100.0
364977,-100.0,-100.0,-100.0
364993,-100.0,-100.0,-100.0
365010,-100.0,-100.0,-100.0
365026,-100.0,-100.0,-100.0
365043,-100.0,-100.0,-100.0
365060,-100.0,-100.0,-100.0
365076,-100.0,-100.0,-100.0
365093,-100.0,-100.0,-100.0
365110,-100.0,-100.0,-100.0
365126,-100.0,-100.0,-100.0
365143,-100.0,-100.0,-100.0
365160,-100.0,-100.0,-100.0
365176,-100.0,-100.0,-100.0
365193,-100.0,-100.0,-100.0
365210,-100.0,-100.0,-100.0
365229,-100.0,-100.0,-100.0
365243,-100.0,-100.0,-100.0
365260,-100.0,-100.0,-100.0
365277,-100.0,-100.0,-100.0
365293,-100.0,-100.0,-100.0
365310,-100.0,-100.0,-100.0
365327,-100.0,-100.0,-100.0
365343,-100.0,-100.0,-100.0
365360,-100.0,-100.0,-100.0
365376,-100.0,-100.0,-100.0
365394,-100.0,-100.0,-100.0
365410,-100.0,-100.0,-100.0
365426,-100.0,-100.0,-100.0
365443,-100.0,-100.0,-100.0
365460,-100.0,-100.0,-100.0
365477,-100.0,-100.0,-100.0
365493,-100.0,-100.0,-100.0
365510,-100.0,-100.0,-100.0
365526,-100.0,-100.0,-100.0
365543,-100.0,-100.0,-100.0
365560,-100.0,-100.0,-100.0
365576,-100.0,-100.0,-100.0
365593,-100.0,-100.0,-100.0
365610,-100.0,-100.0,-100.0
365626,-100.0,-100.0,-100.0
365643,-100.0,-100.0,-100.0
365660,-100.0,-100.0,-100.0
365676,-100.0,-100.0,-100.0
365693,-100.0,-100.0,-100.0
365710,-100.0,-100.0,-100.0
365727,-100.0,-100.0,-100.0
365743,-100.0,-100.0,-100.0
365760,-100.0,-100.0,-100.0
365777,-100.0,-100.0,-100.0
365793,-100.0,-100.0,-100.0
365810,-100.0,-100.0,-100.0
365826,-100.0,-100.0,-100.0
365843,-100.0,-100.0,-100.0
365860,-100.0,-100.0,-100.0
365877,-100.0,-100.0,-100.0
365893,-100.0,-100.0,-100.0
365910,-100.0,-100.0,-100.0
365926,-100.0,-100.0,-100.0
365943,-100.0,-100.0,-100.0
365960,-100.0,-100.0,-100.0
379643,-100.0,-100.0,-100.0
379661,-100.0,-100.0,-100.0
379677,-100.0,-100.0,-100.0
379693,-100.0,-100.0,-100.0
379710,-100.0,-100.0,-100.0
379726,-100.0,-100.0,-100.0
379744,-100.0,-100.0,-100.0
379760,-100.0,-100.0,-100.0
379777,-100.0,-100.0,-100.0
379793,-100.0,-100.0,-100.0
379810,-100.0,-100.0,-100.0
379827,-100.0,-100.0,-100.0
379843,-100.0,-100.0,-100.0
379860,-100.0,-100.0,-100.0
379876,-100.0,-100.0,-100.0
379893,-100.0,-100.0,-100.0
379910,-100.0,-100.0,-100.0
379926,-100.0,-100.0,-100.0
379943,-100.0,-100.0,-100.0
379960,-100.0,-100.0,-100.0
379976,-100.0,-100.0,-100.0
379993,-100.0,-100.0,-100.0
380010,-100.0,-100.0,-100.0
380026,-100.0,-100.0,-100.0
380044,-100.0,-100.0,-100.0
380060,-100.0,-100.0,-100.0
380077,-100.0,-100.0,-100.0
380093,-100.0,-100.0,-100.0
380110,-100.0,-100.0,-100.0
380127,-100.0,-100.0,-100.0
380143,-100.0,-100.0,-100.0
380160,-100.0,-100.0,-100.0
380177,-100.0,-100.0,-100.0
380193,-100.0,-100.0,-100.0
380211,-100.0,-100.0,-100.0
380226,-100.0,-100.0,-100.0
380243,-100.0,-100.0,-100.0
380260,-100.0,-100.0,-100.0
380276,-100.0,-100.0,-100.0
380294,-100.0,-100.0,-100.0
380310,-100.0,-100.0,-100.0
380327,-100.0,-100.0,-100.0
380343,-100.0,-100.0,-100.0
380360,-100.0,-100.0,-100.0
380377,-100.0,-100.0,-100.0
