,AUOV735LIDVBE,A1NJP8CPZQER4,A4FNENGCDFSOG,AF8GOPFSTWCH8
187485,-100.0,,-100.0,
187488,-100.0,,-100.0,
187490,-100.0,,-100.0,
187501,-100.0,,-100.0,
187505,-100.0,,-100.0,
187507,-100.0,,-100.0,
187518,-100.0,,-100.0,
187521,-100.0,,-100.0,
187524,-100.0,,-100.0,
187535,-100.0,,-100.0,
187538,-100.0,,-100.0,
187541,-100.0,,-100.0,
187551,-100.0,,-100.0,
187556,-100.0,,-100.0,
187568,-100.0,,-100.0,
187585,-100.0,,-100.0,
187601,-100.0,,-100.0,
187618,-100.0,,-100.0,
187635,-100.0,,-100.0,
187654,-100.0,,-100.0,
187668,-100.0,,-100.0,
187685,-100.0,,-100.0,
187701,-100.0,,-100.0,
187718,-100.0,,-100.0,
187735,-100.0,,-100.0,
187752,-100.0,,-100.0,
187768,-100.0,,-100.0,
187788,-100.0,,-100.0,
187801,-100.0,,-100.0,
187818,-100.0,,-100.0,
187835,-100.0,,-100.0,
187851,-100.0,,-100.0,
187868,-100.0,,-100.0,
187885,-100.0,,-100.0,
188268,-100.0,,-100.0,
188288,-100.0,,-100.0,
188301,-100.0,,-100.0,
188318,-100.0,,-100.0,
188335,-100.0,,-100.0,
188352,-100.0,,-100.0,
188444,-100.0,,-100.0,
188480,-100.0,,-99.0,
188528,-100.0,,-97.0,
188579,-100.0,,-94.0,
188895,-100.0,,-94.0,
188914,-100.0,,-93.0,
188945,-100.0,,-91.0,
188997,-100.0,,-89.0,
189197,-100.0,,-89.0,
189216,-100.0,,-89.0,
189265,-100.0,,-89.0,
189361,-100.0,,-89.0,
189380,-100.0,,-88.0,
189396,-100.0,,-88.0,
189412,-100.0,,-87.0,
189433,-100.0,,-86.0,
189794,-100.0,,-86.0,
189814,-100.0,,-85.0,
189833,-100.0,,-84.0,
189846,-100.0,,-83.0,
189863,-100.0,,-82.0,
189879,-100.0,,-81.0,
189895,-100.0,,-80.0,
189916,-100.0,,-79.0,
189935,-100.0,,-78.0,
190122,-100.0,,-78.0,
190139,-100.0,,-78.0,
190141,-100.0,,-78.0,
190155,-100.0,,-78.0,
190157,-100.0,,-78.0,
190172,-100.0,,-78.0,
190174,-100.0,,-78.0,
190188,-100.0,,-78.0,
190191,-100.0,,-78.0,
190205,-100.0,,-78.0,
190207,-100.0,,-78.0,
190221,-100.0,,-78.0,
190224,-100.0,,-78.0,
190234,-100.0,,-78.0,
190238,-100.0,,-78.0,
190240,-100.0,,-78.0,
190253,-100.0,,-78.0,
190255,-100.0,,-78.0,
190257,-100.0,,-78.0,
190261,-100.0,,-78.0,
190268,-100.0,,-77.66666666666667,
190271,-100.0,,-77.33333333333333,
190282,-100.0,,-77.0,
190302,-100.0,,-76.0,
190316,-100.0,,-75.0,
190318,-100.0,,-74.5,
190332,-100.0,,-74.0,
190350,-100.0,,-73.0,
190351,-100.0,,-72.5,
190367,-100.0,,-72.0,
190368,-100.0,,-71.5,
190385,-100.0,,-71.0,
190400,-100.0,,-70.0,
190402,-100.0,,-70.0,
190435,-100.0,,-70.0,
190452,-100.0,,-70.0,
190468,-100.0,,-70.0,
190486,-100.0,,-70.0,
190504,-100.0,,-70.0,
190517,-100.0,,-70.0,
190535,-100.0,,-70.0,
190551,-100.0,,-70.0,
190568,-100.0,,-70.0,
190586,-100.0,,-70.0,
190601,-100.0,,-70.0,
190618,-100.0,,-70.0,
190636,-100.0,,-70.0,
190651,-100.0,,-70.0,
190668,-100.0,,-70.0,
190684,-100.0,,-70.0,
190701,-100.0,,-70.0,
190718,-100.0,,-70.0,
190735,-100.0,,-70.0,
190751,-100.0,,-70.0,
190769,-100.0,,-70.0,
190785,-100.0,,-70.0,
190804,-100.0,,-70.0,
190818,-100.0,,-70.0,
190832,-100.0,,-70.0,
190835,-100.0,,-70.0,
190851,-100.0,,-70.0,
190852,-100.0,,-70.0,
190855,-100.0,,-70.0,
190868,-100.0,,-70.0,
190877,-100.0,,-70.0,
190880,-100.0,,-70.0,
190885,-100.0,,-70.0,
190893,-100.0,,-70.0,
190905,-100.0,,-70.0,
190919,-100.0,,-70.0,
190922,-100.0,,-70.0,
190935,-100.0,,-70.0,
190937,-100.0,,-70.0,
190948,-100.0,,-70.0,
190950,-100.0,,-70.0,
190965,-100.0,,-70.0,
190968,-100.0,,-70.0,
190980,-100.0,,-70.0,
190983,-100.0,,-70.0,
190996,-100.0,,-70.0,
190999,-100.0,,-70.0,
191012,-100.0,,-70.0,
191015,-100.0,,-70.0,
191016,-100.0,,-70.0,-82.0
191023,-100.0,,-70.0,-81.875
191037,-100.0,,-70.0,-81.75
191038,-100.0,,-70.0,-81.625
191040,-100.0,,-70.0,-81.5
191052,-100.0,,-70.0,-81.375
191054,-100.0,,-70.0,-81.25
191056,-100.0,,-70.0,-81.125
191063,-100.0,,-70.0,-81.0
191067,-100.0,,-70.0,-80.66666666666667
191070,-100.0,,-70.0,-80.33333333333333
191076,-100.0,,-70.0,-80.0
191083,-100.0,,-70.0,-79.66666666666667
191086,-100.0,,-70.0,-79.33333333333333
191098,-100.0,,-70.0,-79.0
191101,-100.0,,-70.0,-78.4
191107,-100.0,,-70.0,-77.8
191114,-100.0,,-70.0,-77.2
191124,-100.0,,-70.0,-76.6
191144,-100.0,,-70.0,-76.0
191157,-100.0,,-70.0,-76.0
191167,-100.0,,-70.0,-76.0
191176,-100.0,,-70.0,-76.0
191187,-100.0,,-70.0,-76.0
191207,-100.0,,-70.0,-76.0
191219,-100.0,,-70.0,-76.0
191236,-100.0,,-70.0,-76.0
191252,-100.0,,-70.0,-76.0
191268,-100.0,,-70.0,-76.0
191285,-100.0,,-70.0,-76.0
191289,-100.0,,-70.0,-76.0
191302,-100.0,,-70.0,-76.0
191304,-100.0,,-70.0,-76.0
191306,-100.0,,-70.0,-76.0
191320,-100.0,,-70.0,-76.0
191321,-100.0,,-70.0,-76.0
191322,-100.0,,-70.0,-76.0
191335,-100.0,,-70.0,-76.0
191338,-100.0,,-70.0,-76.0
191350,-100.0,,-70.0,-76.0
191352,-100.0,,-70.0,-76.0
191363,-100.0,,-70.0,-76.0
191366,-100.0,,-70.0,-76.0
191381,-100.0,,-70.0,-76.0
191383,-100.0,,-70.0,-76.0
191396,-100.0,,-70.0,-76.0
191399,-100.0,,-70.0,-76.0
191421,-100.0,,-70.0,-76.0
191424,-100.0,,-70.0,-76.0
191438,-100.0,,-70.0,-76.0
191441,-100.0,,-70.0,-76.0
191452,-100.0,,-70.0,-76.0
191453,-100.0,,-70.0,-76.0
191455,-100.0,,-70.0,-76.0
191469,-100.0,,-70.0,-76.0
191489,-100.0,,-70.0,-76.0
191506,-100.0,,-70.0,-76.0
191518,-100.0,,-70.0,-76.0
191535,-100.0,,-70.0,-76.0
191552,-100.0,,-70.0,-76.0
191569,-100.0,,-70.0,-76.0
191585,-100.0,,-70.0,-76.0
191602,-100.0,,-70.0,-76.0
191686,-100.0,,-70.0,-76.0
191702,-100.0,,-70.0,-76.0
191720,-100.0,,-70.0,-76.0
191735,-100.0,,-70.0,-76.0
191751,-100.0,,-70.0,-76.0
191768,-100.0,,-70.0,-76.0
191785,-100.0,,-70.0,-76.0
191801,-100.0,,-70.0,-76.0
191819,-100.0,,-70.0,-76.0
191918,-100.0,,-70.0,-76.0
191933,-100.0,,-70.0,-76.0
191935,-100.0,,-70.0,-75.75
191952,-100.0,,-70.0,-75.5
191968,-100.0,,-70.0,-75.25
191980,-100.0,,-70.0,-75.0
191985,-100.0,,-70.0,-74.33333333333333
192001,-100.0,,-70.0,-73.66666666666667
192015,-100.0,,-70.0,-73.0
192019,-100.0,,-70.0,-72.0
192037,-100.0,,-70.0,-71.0
192061,-100.0,,-70.0,-70.0
192096,-100.0,,-70.0,-68.0
192097,-100.0,,-70.0,
192118,-100.0,,-70.0,
192135,-100.0,,-70.0,
192153,-100.0,,-70.0,
192168,-100.0,,-70.0,
192185,-100.0,,-70.0,
192202,-100.0,,-70.0,
192218,-100.0,,-70.0,
192235,-100.0,,-70.0,
192253,-100.0,,-70.0,
192268,-100.0,,-70.0,
192890,-100.0,,-70.0,
192904,-100.0,,-70.0,
192906,-100.0,,-70.0,
192920,-100.0,,-70.0,
192921,-100.0,,-70.0,
192936,-100.0,,-70.0,
192938,-100.0,,-70.0,
192949,-100.0,,-70.0,
192952,-100.0,,-70.0,
192964,-100.0,,-70.0,
192966,-100.0,,-70.0,
192982,-100.0,,-70.0,
192985,-100.0,,-70.0,
193007,-100.0,,-70.0,
193009,-100.0,,-70.0,
193021,-100.0,,-70.0,
193023,-100.0,,-70.0,
193038,-100.0,,-70.0,
193053,-100.0,,-70.0,
193054,-100.0,,-70.0,
193068,-100.0,,-70.0,
193070,-100.0,,-70.0,
193084,-100.0,,-70.0,
193275,-100.0,,-70.0,
193276,-100.0,-100.0,-70.0,
193284,-100.0,-99.5,-70.0,
193286,-100.0,-99.0,-70.0,
193295,-100.0,-99.0,-70.0,
193303,-100.0,-98.0,-70.0,
193311,-100.0,-98.0,-70.0,
193319,-100.0,-97.0,-70.0,
193328,-100.0,-97.0,-70.0,
193336,-100.0,-96.0,-70.0,
193344,-100.0,-96.0,-70.0,
193351,-100.0,-95.5,-70.0,
193353,-100.0,-95.0,-70.0,
193368,-100.0,-95.0,-70.0,
193528,-100.0,-95.0,-70.0,
193536,-100.0,-94.0,-70.0,
193545,-100.0,-94.0,-70.0,
193552,-100.0,-93.0,-70.0,
193566,-100.0,-93.0,-70.0,
193569,-100.0,-92.0,-70.0,
193580,-100.0,-92.0,-70.0,
193586,-100.0,-91.0,-70.0,
193711,-100.0,-91.0,-70.0,
193736,-100.0,-89.0,-70.0,
193746,-100.0,-89.0,-70.0,
193769,-100.0,-87.0,-70.0,
193818,-100.0,-87.0,-70.0,
193852,-100.0,-87.0,-70.0,
193878,-100.0,-87.0,-70.0,
193884,-100.0,-86.5,-70.0,
193902,-100.0,-86.0,-70.0,
193903,-100.0,-86.0,-70.0,
193914,-100.0,-86.0,-70.0,
193935,-100.0,-85.0,-70.0,
193936,-100.0,-84.0,-70.0,
193946,-100.0,-84.0,-70.0,
193951,-100.0,-83.5,-70.0,
193952,-100.0,-83.0,-70.0,
194034,-100.0,-83.0,-70.0,
194049,-100.0,-83.0,-70.0,
194051,-100.0,-82.33333333333333,-70.0,
194067,-100.0,-81.66666666666667,-70.0,
194086,-100.0,-81.0,-70.0,
194097,-100.0,-81.0,-70.0,
194101,-100.0,-80.5,-70.0,
194102,-100.0,-80.0,-70.0,
194118,-100.0,-80.0,-70.0,
194134,-100.0,-80.0,-70.0,
194151,-100.0,-80.0,-70.0,
194251,-100.0,-80.0,-70.0,
194268,-100.0,-80.0,-70.0,
194287,-100.0,-80.0,-70.0,
194301,-100.0,-80.0,-70.0,
194318,-100.0,-80.0,-70.0,
194334,-100.0,-80.0,-70.0,
194351,-100.0,-80.0,-70.0,
194369,-100.0,-80.0,-70.0,
194385,-100.0,-80.0,-70.0,
195189,-100.0,-80.0,-70.0,
195205,-100.0,-80.0,-70.0,
195208,-100.0,-80.0,-70.0,
195221,-100.0,-80.0,-70.0,
195224,-100.0,-80.0,-70.0,
195238,-100.0,-80.0,-70.0,
195241,-100.0,-80.0,-70.0,
195251,-100.0,-80.0,-70.0,
195255,-100.0,-80.0,-70.0,
195257,-100.0,-80.0,-70.0,
195269,-100.0,-80.0,-70.0,
195272,-100.0,-80.0,-70.0,
195274,-100.0,-80.0,-70.0,
195285,-100.0,-80.0,-70.0,
195288,-100.0,-80.0,-70.0,
195291,-100.0,-80.0,-70.0,
195305,-100.0,-80.0,-70.0,
195307,-100.0,-80.0,-70.0,
195317,-100.0,-80.0,-70.0,
195321,-100.0,-80.0,-70.0,
195324,-100.0,-80.0,-70.0,
195335,-100.0,-80.0,-70.0,
195338,-100.0,-80.0,-70.0,
195341,-100.0,-80.0,-70.0,
195355,-100.0,-80.0,-70.0,
195357,-100.0,-80.0,-70.0,
195368,-100.0,-80.0,-70.0,
195371,-100.0,-80.0,-70.0,
195374,-100.0,-80.0,-70.0,
195388,-100.0,-80.0,-70.0,
195391,-100.0,-80.0,-70.0,
195401,-100.0,-80.0,-70.0,
195405,-100.0,-80.0,-70.0,
195407,-100.0,-80.0,-70.0,
195421,-100.0,-80.0,-70.0,
195425,-100.0,-80.0,-70.0,
195438,-100.0,-80.0,-70.0,
195441,-100.0,-80.0,-70.0,
195455,-100.0,-80.0,-70.0,
195457,-100.0,-80.0,-70.0,
195472,-100.0,-80.0,-70.0,
195475,-100.0,-80.0,-70.0,
195488,-100.0,-80.0,-70.0,
195490,-100.0,-80.0,-70.0,
195505,-100.0,-80.0,-70.0,
195507,-100.0,-80.0,-70.0,
195521,-100.0,-80.0,-70.0,
195524,-100.0,-80.0,-70.0,
195538,-100.0,-80.0,-70.0,
195540,-100.0,-80.0,-70.0,
195555,-100.0,-80.0,-70.0,
195557,-100.0,-80.0,-70.0,
195571,-100.0,-80.0,-70.0,
195574,-100.0,-80.0,-70.0,
195588,-100.0,-80.0,-70.0,
195591,-100.0,-80.0,-70.0,
195605,-100.0,-80.0,-70.0,
195608,-100.0,-80.0,-70.0,
195621,-100.0,-80.0,-70.0,
195624,-100.0,-80.0,-70.0,
195639,-100.0,-80.0,-70.0,
195751,-100.0,-80.0,-70.0,
195769,-100.0,-80.0,-70.0,
195801,-100.0,-80.0,-70.0,
195819,-100.0,-80.0,-70.0,
195834,-100.0,-80.0,-70.0,
195851,-100.0,-80.0,-70.0,
195869,-100.0,-80.0,-70.0,
195884,-100.0,-80.0,-70.0,
195901,-100.0,-80.0,-70.0,
195918,-100.0,-80.0,-70.0,
195934,-100.0,-80.0,-70.0,
195952,-100.0,-80.0,-70.0,
195968,-100.0,-80.0,-70.0,
195985,-100.0,-80.0,-70.0,
196001,-100.0,-80.0,-70.0,
196018,-100.0,-80.0,-70.0,
196034,-100.0,-80.0,-70.0,
196051,-100.0,-80.0,-70.0,
196068,-100.0,-80.0,-70.0,
196084,-100.0,-80.0,-70.0,
196101,-100.0,-80.0,-70.0,
196118,-100.0,-80.0,-70.0,
196134,-100.0,-80.0,-70.0,
196151,-100.0,-80.0,-70.0,
196168,-100.0,-80.0,-70.0,
196184,-100.0,-80.0,-70.0,
196202,-100.0,-80.0,-70.0,
196218,-100.0,-80.0,-70.0,
196235,-100.0,-80.0,-70.0,
196251,-100.0,-80.0,-70.0,
196268,-100.0,-80.0,-70.0,
196284,-100.0,-80.0,-70.0,
196301,-100.0,-80.0,-70.0,
196318,-100.0,-80.0,-70.0,
196346,-100.0,-80.0,-70.0,
196354,-100.0,-80.0,-70.0,
196367,-100.0,-80.0,-70.0,
196384,-100.0,-80.0,-70.0,
196589,-100.0,-80.0,-70.0,
196608,-100.0,-80.0,-70.0,
196610,-100.0,-80.0,-70.0,
196618,-100.0,-80.0,-70.0,
196621,-100.0,-80.0,-70.0,
196624,-100.0,-80.0,-70.0,
196636,-100.0,-80.0,-70.0,
196638,-100.0,-80.0,-70.0,
196641,-100.0,-80.0,-70.0,
196655,-100.0,-80.0,-70.0,
196657,-100.0,-80.0,-70.0,
196661,-100.0,-80.0,-70.0,
196667,-100.0,-80.0,-70.0,
196671,-100.0,-80.0,-70.0,
196674,-100.0,-80.0,-70.0,
196687,-100.0,-80.0,-70.0,
196688,-100.0,-80.0,-70.0,
196691,-100.0,-80.0,-70.0,
196701,-100.0,-80.0,-70.0,
196705,-100.0,-80.0,-70.0,
196707,-100.0,-80.0,-70.0,
196721,-100.0,-80.0,-70.0,
196724,-100.0,-80.0,-70.0,
196727,-100.0,-80.0,-70.0,
196734,-100.0,-80.0,-69.66666666666667,
196739,-100.0,-80.0,-69.33333333333333,
196746,-100.0,-80.0,-69.0,
196754,-100.0,-80.0,-68.5,
196763,-100.0,-80.0,-68.0,
196768,-100.0,-80.0,-67.33333333333333,
196789,-100.0,-80.0,-66.66666666666667,
196794,-100.0,-80.0,-66.0,
196803,-100.0,-80.0,-65.5,
196811,-100.0,-80.0,-65.0,
196817,-100.0,-80.0,-64.5,
196828,-100.0,-80.0,-64.0,
196841,-100.0,-80.0,-63.5,
196844,-100.0,-80.0,-63.0,
196851,-100.0,-80.0,-62.0,
196861,-100.0,-80.0,-61.0,
196868,-100.0,-80.0,-61.0,
196884,-100.0,-80.0,-61.0,
196904,-100.0,-80.0,-61.0,
196918,-100.0,-80.0,-61.0,
196941,-100.0,-80.0,-61.0,
196951,-100.0,-80.0,-61.0,
196968,-100.0,-80.0,-61.0,
196972,-100.0,-80.0,-61.0,
196984,-100.0,-80.0,-61.0,
196989,-100.0,-80.0,-61.0,
196991,-100.0,-80.0,-61.0,
196996,-100.0,-80.0,-61.0,
197001,-100.0,-80.0,-60.75,
197005,-100.0,-80.0,-60.5,
197007,-100.0,-80.0,-60.25,
197012,-100.0,-80.0,-60.0,
197021,-100.0,-80.0,-59.714285714285715,
197024,-100.0,-80.0,-59.42857142857143,
197026,-100.0,-80.0,-59.142857142857146,
197038,-100.0,-80.0,-58.857142857142854,
197039,-100.0,-80.0,-58.57142857142857,
197040,-100.0,-80.0,-58.285714285714285,
197045,-100.0,-80.0,-58.0,
197055,-100.0,-80.0,-57.666666666666664,
197057,-100.0,-80.0,-57.333333333333336,
197061,-100.0,-80.0,-57.0,
197071,-100.0,-80.0,-56.333333333333336,
197074,-100.0,-80.0,-55.666666666666664,
197080,-100.0,-80.0,-55.0,
197084,-100.0,-80.0,-54.75,
197088,-100.0,-80.0,-54.5,
197091,-100.0,-80.0,-54.25,
197094,-100.0,-80.0,-54.0,
197101,-100.0,-80.0,-54.0,
197105,-100.0,-80.0,-54.0,
197118,-100.0,-80.0,-54.0,
197135,-100.0,-80.0,-54.0,
197151,-100.0,-80.0,-54.0,
197176,-100.0,-80.0,-54.0,
197185,-100.0,-80.0,-54.0,
197194,-100.0,-80.0,-54.0,
197204,-100.0,-80.0,-53.5,
197213,-100.0,-80.0,-53.0,
197218,-100.0,-80.0,-53.0,
197231,-100.0,-80.0,-53.0,
197240,-100.0,-80.0,-52.0,
197245,-100.0,-80.0,-51.0,
197251,-100.0,-80.0,-50.5,
197261,-100.0,-80.0,-50.0,
197268,-100.0,-80.0,-49.5,
197278,-100.0,-80.0,-49.0,
197284,-100.0,-80.0,-48.5,
197294,-100.0,-80.0,-48.0,
197301,-100.0,-80.0,-47.5,
197311,-100.0,-80.0,-47.0,
197318,-100.0,-80.0,-46.5,
197329,-100.0,-80.0,-46.0,
197346,-100.0,-80.0,-46.0,
197355,-100.0,-80.0,-46.0,
197367,-100.0,-80.0,-46.0,
197385,-100.0,-80.0,-46.0,
197401,-100.0,-80.0,-46.0,
197418,-100.0,-80.0,-46.0,
197437,-100.0,-80.0,-46.0,
197453,-100.0,-80.0,-46.0,
197468,-100.0,-80.0,-46.0,
197485,-100.0,-80.0,-46.0,
197501,-100.0,-80.0,-46.0,
197517,-100.0,-80.0,-46.0,
197534,-100.0,-80.0,-46.0,
197552,-100.0,-80.0,-46.0,
197574,-100.0,-80.0,-46.0,
197609,-100.0,-80.0,-46.0,
197623,-99.0,-80.0,-46.0,
197636,-98.0,-80.0,-46.0,
197639,-98.0,-80.0,-46.0,
197649,-98.0,-80.0,-46.0,
197655,-97.66666666666667,-80.0,-46.0,
197657,-97.33333333333333,-80.0,-46.0,
197662,-97.0,-80.0,-46.0,
197671,-96.66666666666667,-80.0,-46.0,
197674,-96.33333333333333,-80.0,-46.0,
197676,-96.0,-80.0,-46.0,
197688,-95.5,-80.0,-46.0,
197689,-95.0,-80.0,-46.0,
197691,-94.5,-80.0,-46.0,
197702,-94.0,-80.0,-46.0,
197705,-93.66666666666667,-80.0,-46.0,
197707,-93.33333333333333,-80.0,-46.0,
197715,-93.0,-80.0,-46.0,
197721,-92.66666666666667,-80.0,-46.0,
197724,-92.33333333333333,-80.0,-46.0,
197729,-92.0,-80.0,-46.0,
197739,-91.66666666666667,-80.0,-46.0,
197741,-91.33333333333333,-80.0,-46.0,
197742,-91.0,-80.0,-46.0,
197755,-90.5,-80.0,-46.0,
197756,-90.0,-80.0,-46.0,
197762,-90.0,-80.0,-46.0,
197769,-90.0,-80.0,-46.0,
197771,-89.66666666666667,-80.0,-46.0,
197774,-89.33333333333333,-80.0,-46.0,
197782,-89.0,-80.0,-46.0,
197788,-88.66666666666667,-80.0,-46.0,
197790,-88.33333333333333,-80.0,-46.0,
197795,-88.0,-80.0,-46.0,
197808,-87.5,-80.0,-46.0,
197809,-87.0,-80.0,-46.0,
197822,-86.0,-80.0,-46.0,
197835,-85.0,-80.0,-46.0,
197849,-84.0,-80.0,-46.0,
197862,-83.0,-80.0,-46.0,
197867,-82.5,-80.0,-46.0,
197876,-82.0,-80.0,-46.0,
197886,-82.0,-80.0,-46.0,
197889,-82.0,-80.0,-46.0,
197901,-81.5,-80.0,-46.0,
197902,-81.0,-80.0,-46.0,
197916,-80.0,-80.0,-46.0,
197918,-79.5,-80.0,-46.0,
197929,-79.0,-80.0,-46.0,
197934,-78.5,-80.0,-46.0,
197942,-78.0,-80.0,-46.0,
197952,-77.5,-80.0,-46.0,
197955,-77.0,-80.0,-46.0,
197967,-76.5,-80.0,-46.0,
197969,-76.0,-80.0,-46.0,
197982,-75.0,-80.0,-46.0,
197986,-74.5,-80.0,-46.0,
197996,-74.0,-80.0,-46.0,
198001,-74.0,-80.0,-46.0,
198010,-74.0,-80.0,-46.0,
198018,-73.5,-80.0,-46.0,
198022,-73.0,-80.0,-46.0,
198035,-72.0,-80.0,-46.0,
198049,-71.0,-80.0,-46.0,
198062,-70.0,-80.0,-46.0,
198075,-69.0,-80.0,-46.0,
198089,-68.0,-80.0,-46.0,
198102,-67.0,-80.0,-46.0,
198106,-67.0,-80.0,-46.0,
198122,-67.0,-80.0,-46.0,
198124,-67.0,-80.0,-46.0,
198138,-67.0,-80.0,-46.0,
198141,-67.0,-80.0,-46.0,
198142,-67.0,-80.0,-46.0,
198151,-66.66666666666667,-80.0,-46.0,
198155,-66.33333333333333,-80.0,-46.0,
198156,-66.0,-80.0,-46.0,
198157,-65.66666666666667,-80.0,-46.0,
198168,-65.33333333333333,-80.0,-46.0,
198169,-65.0,-80.0,-46.0,
198171,-64.66666666666667,-80.0,-46.0,
198174,-64.33333333333333,-80.0,-46.0,
198182,-64.0,-80.0,-46.0,
198187,-63.75,-80.0,-46.0,
198188,-63.5,-80.0,-46.0,
198191,-63.25,-80.0,-46.0,
198196,-63.0,-80.0,-46.0,
198197,-63.0,-80.0,-46.0,
198201,-63.0,-80.0,-46.0,
198205,-63.0,-80.0,-46.0,
198207,-63.0,-80.0,-46.0,
198209,-63.0,-80.0,-46.0,
198216,-62.666666666666664,-80.0,-46.0,
198217,-62.333333333333336,-80.0,-46.0,
198222,-62.0,-80.0,-46.0,
198224,-61.666666666666664,-80.0,-46.0,
198234,-61.333333333333336,-80.0,-46.0,
198235,-61.0,-80.0,-46.0,
198238,-60.75,-80.0,-46.0,
198240,-60.5,-80.0,-46.0,
198248,-60.25,-80.0,-46.0,
198249,-60.0,-80.0,-46.0,
198251,-59.75,-80.0,-46.0,
198255,-59.5,-80.0,-46.0,
198257,-59.25,-80.0,-46.0,
198263,-59.0,-80.0,-46.0,
198267,-59.0,-80.0,-46.0,
198271,-59.0,-80.0,-46.0,
198274,-59.0,-80.0,-46.0,
198283,-59.0,-80.0,-46.0,
198284,-59.0,-80.0,-46.0,
198288,-59.0,-80.0,-46.0,
198290,-59.0,-80.0,-46.0,
198301,-59.0,-80.0,-46.0,
198302,-59.0,-80.0,-46.0,
198305,-58.666666666666664,-80.0,-46.0,
198308,-58.333333333333336,-80.0,-46.0,
198315,-58.0,-80.0,-46.0,
198318,-58.0,-80.0,-46.0,
198321,-58.0,-80.0,-46.0,
198324,-58.0,-80.0,-46.0,
198329,-58.0,-80.0,-46.0,
198338,-57.666666666666664,-80.0,-46.0,
198340,-57.333333333333336,-80.0,-46.0,
198342,-57.0,-80.0,-46.0,
198355,-56.5,-80.0,-46.0,
198356,-56.0,-80.0,-46.0,
198357,-55.5,-80.0,-46.0,
198369,-55.0,-80.0,-46.0,
198371,-54.666666666666664,-80.0,-46.0,
198375,-54.333333333333336,-80.0,-46.0,
198382,-54.0,-80.0,-46.0,
198388,-53.666666666666664,-80.0,-46.0,
198390,-53.333333333333336,-80.0,-46.0,
198395,-53.0,-80.0,-46.0,
198405,-52.666666666666664,-80.0,-46.0,
198407,-52.333333333333336,-80.0,-46.0,
198409,-52.0,-80.0,-46.0,
198421,-51.5,-80.0,-46.0,
198422,-51.0,-80.0,-46.0,
198424,-50.5,-80.0,-46.0,
198436,-50.0,-80.0,-46.0,
198438,-50.0,-80.0,-46.0,
198440,-50.0,-80.0,-46.0,
198449,-50.0,-80.0,-46.0,
198455,-49.666666666666664,-80.0,-46.0,
198457,-49.333333333333336,-80.0,-46.0,
198462,-49.0,-80.0,-46.0,
198472,-48.666666666666664,-80.0,-46.0,
198475,-48.333333333333336,-80.0,-46.0,
198476,-48.0,-80.0,-46.0,
198489,-47.0,-80.0,-46.0,
198491,-46.5,-80.0,-46.0,
198502,-46.0,-80.0,-46.0,
198505,-45.666666666666664,-80.0,-46.0,
198507,-45.333333333333336,-80.0,-46.0,
198515,-45.0,-80.0,-46.0,
198522,-44.666666666666664,-80.0,-46.0,
198524,-44.333333333333336,-80.0,-46.0,
198530,-44.0,-80.0,-46.0,
198538,-43.666666666666664,-80.0,-46.0,
198540,-43.333333333333336,-80.0,-46.0,
198542,-43.0,-80.0,-46.0,
198555,-42.5,-80.0,-46.0,
198556,-42.0,-80.0,-46.0,
198557,-42.0,-80.0,-46.0,
198569,-42.0,-80.0,-46.0,
198571,-41.666666666666664,-80.0,-46.0,
198574,-41.333333333333336,-80.0,-46.0,
198583,-41.0,-80.0,-46.0,
198588,-41.0,-80.0,-46.0,
198590,-41.0,-80.0,-46.0,
198605,-41.0,-80.0,-46.0,
198607,-41.0,-80.0,-46.0,
198621,-41.0,-80.0,-46.0,
198624,-41.0,-80.0,-46.0,
198638,-41.0,-80.0,-46.0,
198640,-41.0,-80.0,-46.0,
198655,-41.0,-80.0,-46.0,
198657,-41.0,-80.0,-46.0,
198671,-41.0,-80.0,-46.0,
198674,-41.0,-80.0,-46.0,
198688,-41.0,-80.0,-46.0,
198690,-41.0,-80.0,-46.0,
198705,-41.0,-80.0,-46.0,
198719,-41.0,-80.0,-46.0,
198735,-41.0,-80.0,-46.0,
198934,-41.0,-80.0,-46.0,
198953,-41.0,-80.0,-46.0,
198969,-41.0,-80.0,-46.0,
198984,-41.0,-80.0,-46.0,
199001,-41.0,-80.0,-46.0,
199018,-41.0,-80.0,-46.0,
199026,-41.0,-80.0,-46.0,
199027,-41.0,-80.0,-46.0,-65.0
199034,-41.0,-80.0,-46.0,-64.66666666666667
199051,-41.0,-80.0,-46.0,-64.33333333333333
199062,-41.0,-80.0,-46.0,-64.0
199067,-41.0,-80.0,-46.0,-63.5
199089,-41.0,-80.0,-46.0,-63.0
199104,-41.0,-80.0,-46.0,-62.5
199108,-41.0,-80.0,-46.0,-62.0
199117,-41.0,-80.0,-46.0,-61.4
199118,-41.0,-80.0,-46.0,-60.8
199134,-41.0,-80.0,-46.0,-60.2
199136,-41.0,-80.0,-46.0,-59.6
199143,-41.0,-80.0,-46.0,-59.0
199151,-41.0,-80.0,-46.0,-58.77777777777778
199167,-41.0,-80.0,-46.0,-58.55555555555556
199184,-41.0,-80.0,-46.0,-58.333333333333336
199201,-41.0,-80.0,-46.0,-58.111111111111114
199218,-41.0,-80.0,-46.0,-57.888888888888886
199234,-41.0,-80.0,-46.0,-57.666666666666664
199251,-41.0,-80.0,-46.0,-57.44444444444444
199267,-41.0,-80.0,-46.0,-57.22222222222222
