,AUOV735LIDVBE,A1NJP8CPZQER4,A4FNENGCDFSOG,AF8GOPFSTWCH8
286782,-100.0,-100.0,-100.0,-100.0
286855,-100.0,-100.0,-100.0,-100.0
286866,-100.0,-100.0,-100.0,-100.0
287118,-100.0,-100.0,-100.0,-100.0
287124,-100.0,-100.0,-100.0,-100.0
287211,-100.0,-100.0,-100.0,-100.0
287219,-100.0,-100.0,-100.0,-100.0
287294,-100.0,-100.0,-100.0,-100.0
287302,-100.0,-100.0,-100.0,-100.0
287371,-100.0,-100.0,-100.0,-100.0
287379,-100.0,-100.0,-100.0,-100.0
287446,-100.0,-100.0,-100.0,-100.0
287453,-100.0,-100.0,-100.0,-100.0
287570,-100.0,-100.0,-100.0,-100.0
287640,-100.0,-100.0,-100.0,-100.0
287662,-100.0,-100.0,-100.0,-100.0
287680,-100.0,-100.0,-100.0,-100.0
287689,-100.0,-100.0,-100.0,-100.0
287697,-100.0,-100.0,-100.0,-100.0
287707,-100.0,-100.0,-100.0,-100.0
287712,-100.0,-100.0,-100.0,-100.0
287762,-100.0,-100.0,-100.0,-100.0
287779,-100.0,-100.0,-100.0,-100.0
287792,-100.0,-100.0,-100.0,-100.0
287796,-100.0,-100.0,-100.0,-100.0
287812,-100.0,-100.0,-100.0,-100.0
287830,-100.0,-100.0,-100.0,-100.0
287862,-100.0,-100.0,-100.0,-100.0
287869,-100.0,-100.0,-100.0,-100.0
287879,-100.0,-100.0,-100.0,-100.0
287912,-100.0,-100.0,-100.0,-100.0
287919,-100.0,-100.0,-100.0,-100.0
287928,-100.0,-100.0,-100.0,-100.0
287945,-100.0,-100.0,-100.0,-100.0
287962,-100.0,-100.0,-100.0,-100.0
287979,-100.0,-100.0,-100.0,-100.0
287995,-100.0,-100.0,-100.0,-100.0
288012,-100.0,-100.0,-100.0,-100.0
288013,-100.0,-100.0,-100.0,-100.0
288030,-100.0,-100.0,-100.0,-100.0
288038,-100.0,-100.0,-100.0,-100.0
288043,-100.0,-100.0,-100.0,-100.0
288045,-100.0,-100.0,-100.0,-100.0
288069,-100.0,-100.0,-100.0,-100.0
288079,-100.0,-100.0,-100.0,-100.0
288089,-100.0,-100.0,-100.0,-100.0
288103,-100.0,-100.0,-100.0,-100.0
288112,-100.0,-100.0,-100.0,-100.0
288129,-100.0,-100.0,-100.0,-100.0
288146,-100.0,-100.0,-100.0,-100.0
288153,-100.0,-100.0,-100.0,-100.0
288163,-100.0,-100.0,-100.0,-100.0
288177,-100.0,-100.0,-100.0,-100.0
288180,-100.0,-100.0,-100.0,-100.0
288196,-100.0,-100.0,-100.0,-100.0
288203,-100.0,-100.0,-100.0,-100.0
288206,-100.0,-100.0,-100.0,-100.0
288216,-100.0,-100.0,-100.0,-100.0
288229,-100.0,-100.0,-100.0,-100.0
288244,-100.0,-100.0,-100.0,-100.0
288246,-100.0,-100.0,-100.0,-100.0
288251,-100.0,-100.0,-100.0,-100.0
288263,-100.0,-100.0,-100.0,-100.0
288274,-100.0,-100.0,-100.0,-100.0
288282,-100.0,-100.0,-100.0,-100.0
288296,-100.0,-100.0,-100.0,-100.0
288307,-100.0,-100.0,-100.0,-100.0
288312,-100.0,-100.0,-100.0,-100.0
288313,-100.0,-100.0,-100.0,-100.0
288329,-100.0,-100.0,-100.0,-100.0
288346,-100.0,-100.0,-100.0,-100.0
288362,-100.0,-100.0,-100.0,-100.0
288379,-100.0,-100.0,-100.0,-100.0
288396,-100.0,-100.0,-100.0,-100.0
288413,-100.0,-100.0,-100.0,-100.0
288423,-100.0,-100.0,-100.0,-100.0
288429,-100.0,-100.0,-100.0,-100.0
288431,-100.0,-100.0,-100.0,-100.0
288446,-100.0,-100.0,-100.0,-100.0
288454,-99.66666666666667,-100.0,-100.0,-100.0
288459,-99.33333333333333,-100.0,-100.0,-100.0
288460,-99.0,-100.0,-100.0,-100.0
288467,-98.5,-100.0,-100.0,-100.0
288473,-98.0,-100.0,-100.0,-100.0
288479,-97.5,-100.0,-100.0,-100.0
288486,-97.0,-100.0,-100.0,-100.0
288495,-96.5,-100.0,-100.0,-100.0
288500,-96.0,-100.0,-100.0,-100.0
288509,-96.0,-100.0,-100.0,-100.0
288512,-96.0,-100.0,-100.0,-100.0
288513,-96.0,-100.0,-100.0,-100.0
288515,-95.5,-100.0,-100.0,-100.0
288526,-95.0,-100.0,-100.0,-100.0
288529,-94.66666666666667,-100.0,-100.0,-100.0
288538,-94.33333333333333,-100.0,-100.0,-100.0
288540,-94.0,-99.75,-100.0,-100.0
288546,-93.5,-99.5,-100.0,-100.0
288553,-93.0,-99.25,-100.0,-100.0
288555,-92.75,-99.0,-100.0,-100.0
288557,-92.5,-99.0,-100.0,-100.0
288562,-92.25,-99.0,-100.0,-100.0
288566,-92.0,-99.0,-100.0,-100.0
288579,-91.0,-99.0,-100.0,-100.0
288596,-91.0,-99.0,-100.0,-100.0
288601,-91.0,-99.0,-100.0,-100.0
288608,-91.0,-99.0,-100.0,-100.0
288618,-91.0,-99.0,-100.0,-100.0
288623,-91.0,-99.0,-100.0,-100.0
288629,-91.0,-99.0,-100.0,-100.0
288635,-91.0,-99.0,-100.0,-100.0
288645,-91.0,-99.0,-100.0,-100.0
288662,-91.0,-99.0,-100.0,-100.0
288675,-91.0,-99.0,-100.0,-100.0
288679,-91.0,-99.0,-100.0,-100.0
288682,-91.0,-99.0,-100.0,-100.0
288689,-91.0,-99.0,-100.0,-100.0
288695,-91.0,-98.5,-100.0,-100.0
288704,-91.0,-98.0,-100.0,-100.0
288705,-91.0,-98.0,-100.0,-100.0
288712,-91.0,-98.0,-100.0,-100.0
288757,-91.0,-98.0,-100.0,-100.0
288762,-91.0,-98.0,-100.0,-100.0
288795,-91.0,-98.0,-100.0,-100.0
288800,-91.0,-98.0,-100.0,-100.0
288829,-91.0,-98.0,-100.0,-100.0
288834,-91.0,-98.0,-100.0,-100.0
288837,-91.0,-97.5,-100.0,-100.0
288850,-91.0,-97.0,-100.0,-100.0
288871,-91.0,-97.0,-100.0,-100.0
288878,-91.0,-97.0,-100.0,-100.0
288936,-91.0,-97.0,-100.0,-100.0
288949,-91.0,-97.0,-100.0,-100.0
288990,-91.0,-97.0,-100.0,-100.0
289006,-91.0,-96.0,-100.0,-100.0
289142,-91.0,-96.0,-100.0,-100.0
289163,-91.0,-95.0,-100.0,-100.0
289298,-91.0,-95.0,-100.0,-100.0
289315,-91.0,-94.0,-100.0,-100.0
289600,-91.0,-94.0,-100.0,-100.0
289620,-91.0,-93.0,-100.0,-100.0
289633,-91.0,-93.0,-100.0,-100.0
289647,-92.0,-93.0,-100.0,-100.0
289660,-92.0,-93.0,-100.0,-100.0
289673,-93.0,-93.0,-100.0,-100.0
289686,-94.0,-93.0,-100.0,-100.0
289699,-95.0,-93.0,-100.0,-100.0
289713,-96.0,-93.0,-100.0,-100.0
289726,-97.0,-93.0,-100.0,-100.0
289740,-98.0,-93.0,-100.0,-100.0
289753,-99.0,-93.0,-100.0,-100.0
289766,-100.0,-93.0,-100.0,-100.0
289909,-100.0,-93.0,-100.0,-100.0
289928,-100.0,-92.0,-100.0,-100.0
290061,-100.0,-92.0,-100.0,-100.0
290081,-100.0,-91.0,-100.0,-100.0
290227,-100.0,-91.0,-100.0,-100.0
290246,-100.0,-90.0,-100.0,-100.0
290384,-100.0,-90.0,-100.0,-100.0
290403,-100.0,-89.0,-100.0,-100.0
290536,-100.0,-89.0,-100.0,-100.0
290556,-100.0,-88.0,-100.0,-100.0
290687,-100.0,-88.0,-100.0,-100.0
290705,-100.0,-89.0,-100.0,-100.0
290985,-100.0,-89.0,-100.0,-100.0
291001,-100.0,-90.0,-100.0,-100.0
291296,-100.0,-90.0,-100.0,-100.0
291314,-100.0,-91.0,-100.0,-100.0
291595,-100.0,-91.0,-100.0,-100.0
291613,-100.0,-92.0,-100.0,-100.0
291906,-100.0,-92.0,-100.0,-100.0
291925,-100.0,-93.0,-100.0,-100.0
292222,-100.0,-93.0,-100.0,-100.0
292242,-100.0,-94.0,-100.0,-100.0
292561,-100.0,-94.0,-100.0,-100.0
292580,-100.0,-95.0,-100.0,-100.0
292863,-100.0,-95.0,-100.0,-100.0
292881,-100.0,-96.0,-100.0,-100.0
293183,-100.0,-96.0,-100.0,-100.0
293199,-100.0,-97.0,-100.0,-100.0
293492,-100.0,-97.0,-100.0,-100.0
293512,-100.0,-98.0,-100.0,-100.0
293806,-100.0,-98.0,-100.0,-100.0
293824,-100.0,-99.0,-100.0,-100.0
293960,-100.0,-99.0,-100.0,-100.0
293977,-100.0,-100.0,-100.0,-100.0
294379,-100.0,-100.0,-100.0,-100.0
294413,-100.0,-100.0,-100.0,-100.0
294446,-100.0,-100.0,-100.0,-100.0
294480,-100.0,-100.0,-100.0,-100.0
294512,-100.0,-100.0,-100.0,-100.0
294545,-100.0,-100.0,-100.0,-100.0
294579,-100.0,-100.0,-100.0,-100.0
294596,-100.0,-100.0,-100.0,-100.0
294629,-100.0,-100.0,-100.0,-100.0
294662,-100.0,-100.0,-100.0,-100.0
294678,-100.0,-100.0,-100.0,-100.0
294729,-100.0,-100.0,-100.0,-100.0
294746,-100.0,-100.0,-100.0,-100.0
294762,-100.0,-100.0,-100.0,-100.0
294778,-100.0,-100.0,-100.0,-100.0
294795,-100.0,-100.0,-100.0,-100.0
294812,-100.0,-100.0,-100.0,-100.0
294828,-100.0,-100.0,-100.0,-100.0
294846,-100.0,-100.0,-100.0,-100.0
294862,-100.0,-100.0,-100.0,-100.0
294879,-100.0,-100.0,-100.0,-100.0
294895,-100.0,-100.0,-100.0,-100.0
294912,-100.0,-100.0,-100.0,-100.0
294929,-100.0,-100.0,-100.0,-100.0
294945,-100.0,-100.0,-100.0,-100.0
294962,-100.0,-100.0,-100.0,-100.0
294978,-100.0,-100.0,-100.0,-100.0
294995,-100.0,-100.0,-100.0,-100.0
298999,-100.0,-100.0,-100.0,-100.0
299055,-100.0,-100.0,-100.0,-100.0
299082,-100.0,-100.0,-100.0,-100.0
299097,-100.0,-100.0,-100.0,-100.0
299184,-100.0,-100.0,-100.0,-100.0
299192,-100.0,-100.0,-100.0,-100.0
299260,-100.0,-100.0,-100.0,-100.0
299273,-100.0,-100.0,-100.0,-100.0
299361,-100.0,-100.0,-100.0,-100.0
299392,-100.0,-100.0,-100.0,-100.0
299448,-100.0,-100.0,-100.0,-100.0
299461,-100.0,-100.0,-100.0,-100.0
299540,-100.0,-100.0,-100.0,-100.0
299551,-100.0,-100.0,-100.0,-100.0
299574,-100.0,-100.0,-100.0,-100.0
299578,-100.0,-100.0,-100.0,-100.0
299660,-100.0,-100.0,-100.0,-100.0
299668,-100.0,-100.0,-100.0,-100.0
299723,-100.0,-100.0,-100.0,-100.0
299732,-100.0,-100.0,-100.0,-100.0
299832,-100.0,-100.0,-100.0,-100.0
299841,-100.0,-100.0,-100.0,-100.0
299895,-100.0,-100.0,-100.0,-100.0
299915,-100.0,-100.0,-100.0,-100.0
299987,-100.0,-100.0,-100.0,-100.0
299997,-100.0,-100.0,-100.0,-100.0
300031,-100.0,-100.0,-100.0,-100.0
300046,-100.0,-100.0,-100.0,-100.0
300101,-100.0,-100.0,-100.0,-100.0
300111,-100.0,-100.0,-100.0,-100.0
300132,-100.0,-100.0,-100.0,-100.0
300140,-100.0,-100.0,-100.0,-100.0
300164,-100.0,-100.0,-100.0,-100.0
300173,-100.0,-100.0,-100.0,-100.0
300198,-100.0,-100.0,-100.0,-100.0
300214,-100.0,-100.0,-100.0,-100.0
300239,-100.0,-100.0,-100.0,-100.0
300250,-100.0,-100.0,-100.0,-100.0
300268,-100.0,-100.0,-100.0,-100.0
300279,-100.0,-100.0,-100.0,-100.0
300351,-100.0,-100.0,-100.0,-100.0
300357,-100.0,-100.0,-100.0,-100.0
300536,-100.0,-100.0,-100.0,-100.0
300547,-100.0,-100.0,-100.0,-100.0
300609,-100.0,-100.0,-100.0,-100.0
300627,-100.0,-100.0,-100.0,-100.0
300662,-100.0,-100.0,-100.0,-100.0
300670,-100.0,-100.0,-100.0,-100.0
300729,-100.0,-100.0,-100.0,-100.0
300738,-100.0,-100.0,-100.0,-100.0
300803,-100.0,-100.0,-100.0,-100.0
300812,-100.0,-100.0,-100.0,-100.0
301026,-100.0,-100.0,-100.0,-100.0
301082,-100.0,-100.0,-100.0,-100.0
301107,-100.0,-100.0,-100.0,-100.0
301118,-100.0,-100.0,-100.0,-100.0
301186,-100.0,-100.0,-100.0,-100.0
301199,-100.0,-100.0,-100.0,-100.0
301271,-100.0,-100.0,-100.0,-100.0
301278,-100.0,-100.0,-100.0,-100.0
301343,-100.0,-100.0,-100.0,-100.0
301350,-100.0,-100.0,-100.0,-100.0
301454,-100.0,-100.0,-100.0,-100.0
301473,-100.0,-100.0,-100.0,-100.0
301571,-100.0,-100.0,-100.0,-100.0
301589,-100.0,-100.0,-100.0,-100.0
301675,-100.0,-100.0,-100.0,-100.0
301689,-100.0,-100.0,-100.0,-100.0
301782,-100.0,-100.0,-100.0,-100.0
301794,-100.0,-100.0,-100.0,-100.0
302076,-100.0,-100.0,-100.0,-100.0
302133,-100.0,-100.0,-100.0,-100.0
302139,-100.0,-100.0,-100.0,-100.0
302151,-100.0,-100.0,-100.0,-100.0
302266,-100.0,-100.0,-100.0,-100.0
302276,-100.0,-100.0,-100.0,-100.0
302359,-100.0,-100.0,-100.0,-100.0
302367,-100.0,-100.0,-100.0,-100.0
302430,-100.0,-100.0,-100.0,-100.0
302443,-100.0,-100.0,-100.0,-100.0
302561,-100.0,-100.0,-100.0,-100.0
302568,-100.0,-100.0,-100.0,-100.0
302694,-100.0,-100.0,-100.0,-100.0
302719,-100.0,-100.0,-100.0,-100.0
302871,-100.0,-100.0,-100.0,-100.0
302889,-100.0,-100.0,-100.0,-100.0
302988,-100.0,-100.0,-100.0,-100.0
302997,-100.0,-100.0,-100.0,-100.0
303045,-100.0,-100.0,-100.0,-100.0
303057,-100.0,-100.0,-100.0,-100.0
303058,-100.0,-100.0,-100.0,-100.0
304878,-100.0,-100.0,-100.0,-100.0
304896,-100.0,-100.0,-100.0,-100.0
304928,-100.0,-100.0,-100.0,-100.0
304945,-100.0,-100.0,-100.0,-100.0
304962,-100.0,-100.0,-100.0,-100.0
304978,-100.0,-100.0,-100.0,-100.0
305011,-100.0,-100.0,-100.0,-100.0
305045,-100.0,-100.0,-100.0,-100.0
305061,-100.0,-100.0,-100.0,-100.0
305078,-100.0,-100.0,-100.0,-100.0
305094,-100.0,-100.0,-100.0,-100.0
305128,-100.0,-100.0,-100.0,-100.0
305145,-100.0,-100.0,-100.0,-100.0
305178,-100.0,-100.0,-100.0,-100.0
305212,-100.0,-100.0,-100.0,-100.0
305278,-100.0,-100.0,-100.0,-100.0
305296,-100.0,-100.0,-100.0,-100.0
305312,-100.0,-100.0,-100.0,-100.0
305345,-100.0,-100.0,-100.0,-100.0
305394,-100.0,-100.0,-100.0,-100.0
305428,-100.0,-100.0,-100.0,-100.0
305461,-100.0,-100.0,-100.0,-100.0
305479,-100.0,-100.0,-100.0,-100.0
305494,-100.0,-100.0,-100.0,-100.0
305512,-100.0,-100.0,-100.0,-100.0
305544,-100.0,-100.0,-100.0,-100.0
305561,-100.0,-100.0,-100.0,-100.0
305578,-100.0,-100.0,-100.0,-100.0
305596,-100.0,-100.0,-100.0,-100.0
309055,-100.0,-100.0,-100.0,-100.0
309090,-100.0,-100.0,-100.0,-99.0
309136,-100.0,-100.0,-100.0,-96.0
309171,-100.0,-100.0,-100.0,-94.0
309217,-100.0,-100.0,-100.0,-91.0
309419,-100.0,-100.0,-100.0,-90.95238095238095
309433,-99.0,-100.0,-100.0,-90.9047619047619
309446,-98.0,-100.0,-100.0,-90.85714285714286
309459,-98.0,-100.0,-100.0,-90.80952380952381
309472,-97.0,-100.0,-100.0,-90.76190476190476
309486,-96.0,-100.0,-100.0,-90.71428571428571
309499,-95.0,-100.0,-100.0,-90.66666666666667
309512,-94.0,-100.0,-100.0,-90.61904761904762
309526,-93.0,-100.0,-100.0,-90.57142857142857
309539,-92.0,-100.0,-100.0,-90.52380952380952
309552,-91.0,-100.0,-100.0,-90.47619047619048
309566,-90.0,-100.0,-100.0,-90.42857142857143
309579,-90.0,-100.0,-100.0,-90.38095238095238
309592,-89.0,-100.0,-100.0,-90.33333333333333
309606,-88.0,-100.0,-100.0,-90.28571428571429
309619,-87.0,-100.0,-100.0,-90.23809523809524
309632,-86.0,-100.0,-100.0,-90.19047619047619
309646,-85.0,-100.0,-100.0,-90.14285714285714
309844,-85.0,-100.0,-100.0,-90.0952380952381
309863,-85.0,-100.0,-100.0,-90.04761904761905
309879,-85.0,-100.0,-100.0,-90.0
309894,-85.0,-100.0,-100.0,-89.75
309899,-85.0,-100.0,-100.0,-89.5
309913,-84.0,-100.0,-100.0,-89.25
309926,-83.0,-100.0,-100.0,-89.0
309928,-82.5,-100.0,-100.0,-88.6
309939,-82.0,-100.0,-100.0,-88.2
309944,-82.0,-100.0,-100.0,-87.8
309952,-82.0,-100.0,-100.0,-87.4
309960,-81.66666666666667,-100.0,-100.0,-87.0
309961,-81.33333333333333,-100.0,-100.0,-86.625
309966,-81.0,-100.0,-100.0,-86.25
309978,-80.5,-100.0,-100.0,-85.875
309979,-80.0,-100.0,-100.0,-85.5
309992,-79.0,-100.0,-100.0,-85.125
309994,-78.5,-100.0,-100.0,-84.75
310006,-78.0,-100.0,-100.0,-84.375
310007,-77.75,-100.0,-100.0,-84.0
310008,-77.5,-100.0,-100.0,
310011,-77.25,-100.0,-100.0,
310019,-77.0,-100.0,-100.0,
310028,-76.5,-100.0,-100.0,
310032,-76.0,-100.0,-100.0,
310046,-75.0,-100.0,-100.0,
310059,-74.0,-100.0,-100.0,
310061,-74.0,-100.0,-100.0,
310072,-74.0,-100.0,-100.0,
310086,-73.0,-100.0,-100.0,
310094,-72.5,-100.0,-100.0,
310099,-72.0,-100.0,-100.0,
310111,-71.5,-100.0,-100.0,
310112,-71.0,-100.0,-100.0,
310126,-70.0,-100.0,-100.0,
310139,-69.0,-100.0,-100.0,
310144,-68.5,-100.0,-100.0,
310152,-68.0,-100.0,-100.0,
310166,-67.0,-100.0,-100.0,
310177,-66.5,-100.0,-100.0,
310179,-66.0,-100.0,-100.0,
310192,-66.0,-100.0,-100.0,
310194,-65.5,-100.0,-100.0,
310206,-65.0,-100.0,-100.0,
310219,-64.0,-100.0,-100.0,
310227,-63.5,-100.0,-100.0,
310232,-63.0,-100.0,-100.0,
310246,-62.0,-100.0,-100.0,
310259,-61.0,-100.0,-100.0,
310261,-60.5,-100.0,-100.0,
310272,-60.0,-100.0,-100.0,
310277,-59.5,-100.0,-100.0,
310286,-59.0,-100.0,-100.0,
310299,-58.0,-100.0,-100.0,
310311,-58.0,-100.0,-100.0,
310312,-58.0,-100.0,-100.0,
310326,-57.0,-100.0,-100.0,
310339,-56.0,-100.0,-100.0,
310344,-55.5,-100.0,-100.0,
310352,-55.0,-100.0,-100.0,
310362,-54.5,-100.0,-100.0,
310366,-54.0,-100.0,-100.0,
310377,-54.0,-100.0,-100.0,
310395,-54.0,-100.0,-100.0,
310428,-54.0,-100.0,-100.0,
310460,-54.0,-100.0,-100.0,
310479,-54.0,-100.0,-100.0,
310494,-54.0,-100.0,-100.0,
310511,-54.0,-100.0,-100.0,
310544,-54.0,-100.0,-100.0,
310561,-54.0,-100.0,-100.0,
310578,-54.0,-100.0,-100.0,
310611,-54.0,-100.0,-100.0,
310628,-54.0,-100.0,-100.0,
310644,-54.0,-100.0,-100.0,
310662,-54.0,-100.0,-100.0,
310679,-54.0,-100.0,-100.0,
310696,-54.0,-100.0,-100.0,
310711,-54.0,-100.0,-100.0,
310728,-54.0,-100.0,-100.0,
310744,-54.0,-100.0,-100.0,
310761,-54.0,-100.0,-100.0,
310778,-54.0,-100.0,-100.0,
310794,-54.0,-100.0,-100.0,
310811,-54.0,-100.0,-100.0,
310827,-54.0,-100.0,-100.0,
310844,-54.0,-100.0,-100.0,
310862,-54.0,-100.0,-100.0,
310878,-54.0,-100.0,-100.0,
310894,-54.0,-100.0,-100.0,
310911,-54.0,-100.0,-100.0,
310927,-54.0,-100.0,-100.0,
310944,-54.0,-100.0,-100.0,
310961,-54.0,-100.0,-100.0,
310977,-54.0,-100.0,-100.0,
310995,-54.0,-100.0,-100.0,
311011,-54.0,-100.0,-100.0,
311028,-54.0,-100.0,-100.0,
311044,-54.0,-100.0,-100.0,
311061,-54.0,-100.0,-100.0,
311078,-54.0,-100.0,-100.0,
311094,-54.0,-100.0,-100.0,
311111,-54.0,-100.0,-100.0,
311128,-54.0,-100.0,-100.0,
311161,-54.0,-100.0,-100.0,
311177,-54.0,-100.0,-100.0,
311194,-54.0,-100.0,-100.0,
311212,-54.0,-100.0,-100.0,
311228,-54.0,-100.0,-100.0,
311244,-54.0,-100.0,-100.0,
311261,-54.0,-100.0,-100.0,
311278,-54.0,-100.0,-100.0,
311294,-54.0,-100.0,-100.0,
311328,-54.0,-100.0,-100.0,
311345,-54.0,-100.0,-100.0,
311361,-54.0,-100.0,-100.0,
311378,-54.0,-100.0,-100.0,
311395,-54.0,-100.0,-100.0,
311411,-54.0,-100.0,-100.0,
311429,-54.0,-100.0,-100.0,
311444,-54.0,-100.0,-100.0,
311461,-54.0,-100.0,-100.0,
313792,-54.0,-100.0,-100.0,
313806,-55.0,-100.0,-100.0,
313819,-56.0,-100.0,-100.0,
313832,-57.0,-100.0,-100.0,
313846,-58.0,-100.0,-100.0,
313859,-59.0,-100.0,-100.0,
313872,-60.0,-100.0,-100.0,
313886,-61.0,-100.0,-100.0,
313899,-61.0,-100.0,-100.0,
313912,-62.0,-100.0,-100.0,
313926,-63.0,-100.0,-100.0,
313939,-64.0,-100.0,-100.0,
313952,-65.0,-100.0,-100.0,
313966,-66.0,-100.0,-100.0,
313980,-67.0,-100.0,-100.0,
313992,-68.0,-100.0,-100.0,
314005,-68.0,-100.0,-100.0,
314019,-69.0,-100.0,-100.0,
314024,-69.5,-100.0,-100.0,
314032,-70.0,-99.5,-100.0,
314033,-70.5,-99.0,-100.0,
314045,-71.0,-99.0,-100.0,
314059,-72.0,-99.0,-100.0,
314072,-73.0,-99.0,-100.0,
314086,-74.0,-99.0,-100.0,
314099,-75.0,-99.0,-100.0,
314112,-76.0,-99.0,-100.0,
314126,-77.0,-99.0,-100.0,
314139,-77.0,-99.0,-100.0,
314152,-78.0,-99.0,-100.0,
314166,-79.0,-99.0,-100.0,
314171,-79.33333333333333,-99.0,-100.0,
314178,-79.66666666666667,-98.0,-100.0,
314179,-80.0,-98.0,-100.0,
314192,-81.0,-98.0,-100.0,
314206,-82.0,-98.0,-100.0,
314219,-83.0,-98.0,-100.0,
314232,-84.0,-98.0,-100.0,
314246,-85.0,-98.0,-100.0,
314259,-85.0,-98.0,-100.0,
314272,-86.0,-98.0,-100.0,
314286,-87.0,-98.0,-100.0,
314299,-88.0,-98.0,-100.0,
314310,-88.5,-98.0,-100.0,
314312,-89.0,-97.5,-100.0,
314318,-89.5,-97.0,-100.0,
314326,-90.0,-97.0,-100.0,
314339,-91.0,-97.0,-100.0,
314352,-92.0,-97.0,-100.0,
314366,-93.0,-97.0,-100.0,
314379,-93.0,-97.0,-100.0,
314392,-94.0,-97.0,-100.0,
314406,-95.0,-97.0,-100.0,
314419,-96.0,-97.0,-100.0,
314432,-97.0,-97.0,-100.0,
314446,-98.0,-97.0,-100.0,
314459,-99.0,-97.0,-100.0,
314465,-99.5,-97.0,-100.0,
314472,-100.0,-96.5,-100.0,
314474,-100.0,-96.0,-100.0,
314615,-100.0,-96.0,-100.0,
314624,-100.0,-95.0,-100.0,
314965,-100.0,-95.0,-100.0,
314977,-100.0,-96.0,-100.0,
315115,-100.0,-96.0,-100.0,
315126,-100.0,-97.0,-100.0,
315271,-100.0,-97.0,-100.0,
315280,-100.0,-98.0,-100.0,
315432,-100.0,-98.0,-100.0,
315442,-100.0,-99.0,-100.0,
315581,-100.0,-99.0,-100.0,
315592,-100.0,-100.0,-100.0,
316327,-100.0,-100.0,-100.0,
316345,-100.0,-100.0,-100.0,
316361,-100.0,-100.0,-100.0,
316410,-100.0,-100.0,-100.0,
316444,-100.0,-100.0,-100.0,
316477,-100.0,-100.0,-100.0,
316494,-100.0,-100.0,-100.0,
316510,-100.0,-100.0,-100.0,
316529,-100.0,-100.0,-100.0,
316561,-100.0,-100.0,-100.0,
316577,-100.0,-100.0,-100.0,
316594,-100.0,-100.0,-100.0,
316611,-100.0,-100.0,-100.0,
316644,-100.0,-100.0,-100.0,
316661,-100.0,-100.0,-100.0,
316677,-100.0,-100.0,-100.0,
316695,-100.0,-100.0,-100.0,
316710,-100.0,-100.0,-100.0,
316728,-100.0,-100.0,-100.0,
316745,-100.0,-100.0,-100.0,
316777,-100.0,-100.0,-100.0,
316811,-100.0,-100.0,-100.0,
316827,-100.0,-100.0,-100.0,
316845,-100.0,-100.0,-100.0,
316863,-100.0,-100.0,-100.0,
316877,-100.0,-100.0,-100.0,
316899,-100.0,-100.0,-100.0,
316914,-100.0,-100.0,-100.0,
316939,-100.0,-100.0,-100.0,
316955,-100.0,-100.0,-100.0,
316967,-100.0,-100.0,-100.0,
316978,-100.0,-100.0,-100.0,
317003,-100.0,-100.0,-100.0,
317016,-100.0,-100.0,-100.0,
317034,-100.0,-100.0,-100.0,
317044,-100.0,-100.0,-100.0,
317062,-100.0,-100.0,-100.0,
317078,-100.0,-100.0,-100.0,
317097,-100.0,-100.0,-100.0,
317110,-100.0,-100.0,-100.0,
317127,-100.0,-100.0,-100.0,
317144,-100.0,-100.0,-100.0,
317160,-100.0,-100.0,-100.0,
317177,-100.0,-100.0,-100.0,
317194,-100.0,-100.0,-100.0,
317211,-100.0,-100.0,-100.0,
317233,-100.0,-100.0,-100.0,
317244,-100.0,-100.0,-100.0,
317261,-100.0,-100.0,-100.0,
317277,-100.0,-100.0,-100.0,
317294,-100.0,-100.0,-100.0,
317310,-100.0,-100.0,-100.0,
317327,-100.0,-100.0,-100.0,
317344,-100.0,-100.0,-100.0,
317360,-100.0,-100.0,-100.0,
317377,-100.0,-100.0,-100.0,
317394,-100.0,-100.0,-100.0,
317411,-100.0,-100.0,-100.0,
317443,-100.0,-100.0,-100.0,
317454,-100.0,-99.0,-100.0,
317595,-100.0,-99.0,-100.0,
317604,-100.0,-98.0,-100.0,
317745,-100.0,-98.0,-100.0,
317756,-100.0,-97.0,-100.0,
317916,-100.0,-97.0,-100.0,
317929,-100.0,-96.0,-100.0,
318017,-100.0,-96.0,-100.0,
318018,-100.0,-96.0,-100.0,-82.0
318059,-100.0,-96.0,-100.0,-81.5
318064,-99.5,-96.0,-100.0,-81.0
318073,-99.0,-96.0,-100.0,-80.5
318075,-98.5,-96.0,-100.0,-80.0
318085,-98.0,-95.0,-100.0,-79.5
318099,-97.0,-95.0,-100.0,-79.0
318112,-97.0,-95.0,-100.0,-78.91666666666667
318125,-96.0,-95.0,-100.0,-78.83333333333333
318139,-95.0,-95.0,-100.0,-78.75
318152,-94.0,-95.0,-100.0,-78.66666666666667
318166,-93.0,-95.0,-100.0,-78.58333333333333
318179,-92.0,-95.0,-100.0,-78.5
318192,-91.0,-95.0,-100.0,-78.41666666666667
318206,-90.0,-95.0,-100.0,-78.33333333333333
318219,-89.0,-95.0,-100.0,-78.25
318227,-89.0,-95.0,-100.0,-78.16666666666667
318232,-89.0,-94.5,-100.0,-78.08333333333333
318237,-88.5,-94.0,-100.0,-78.0
318246,-88.0,-94.0,-100.0,-77.91666666666667
318259,-87.0,-94.0,-100.0,-77.83333333333333
318272,-86.0,-94.0,-100.0,-77.75
318286,-85.0,-94.0,-100.0,-77.66666666666667
318299,-84.0,-94.0,-100.0,-77.58333333333333
