,A3UTSRN8QLKWE,A3ST8XFT4X93K,A2YN6Z2DAW88X,A6PO7JT39QQGP
81853,100.0,-1.0,-100.0,-33.0
81876,100.0,-1.0,-100.0,-32.0
81890,100.0,-1.0,-100.0,-32.0
81960,100.0,-1.0,-100.0,-31.0
82709,100.0,-1.0,-100.0,-31.0
82754,100.0,-1.0,-100.0,-30.0
82788,100.0,-1.0,-100.0,-30.0
82816,100.0,-1.0,-100.0,-29.0
82825,100.0,-1.0,-100.0,-28.0
82846,100.0,-1.0,-100.0,-28.0
82867,100.0,-1.0,-100.0,-27.0
82890,100.0,-1.0,-100.0,-27.0
82937,100.0,-1.0,-100.0,-26.0
83019,100.0,-1.0,-100.0,-26.0
83025,100.0,-1.0,-100.0,-25.0
83089,100.0,-1.0,-100.0,-25.0
83101,100.0,-1.0,-100.0,-24.0
83144,100.0,-1.0,-100.0,-24.0
83159,100.0,-1.0,-100.0,-23.0
83188,100.0,-1.0,-100.0,-23.0
83209,100.0,-1.0,-100.0,-22.0
83229,100.0,-1.0,-100.0,-22.0
83308,100.0,-1.0,-100.0,-21.0
83346,100.0,-1.0,-100.0,-21.0
83356,100.0,-1.0,-100.0,-20.0
83377,100.0,-1.0,-100.0,-20.0
83394,100.0,-1.0,-100.0,-19.0
83413,100.0,-1.0,-100.0,-19.0
83426,100.0,-1.0,-100.0,-18.0
83447,100.0,-1.0,-100.0,-18.0
83448,100.0,-1.0,-100.0,-17.0
83453,100.0,-1.0,-100.0,-17.0
83465,100.0,-1.0,-100.0,-16.0
83881,100.0,-1.0,-100.0,-16.0
83921,100.0,-1.0,-100.0,-15.0
83925,100.0,-1.0,-100.0,-15.0
83953,100.0,-1.0,-100.0,-14.0
83957,100.0,-1.0,-100.0,-14.0
83968,100.0,-1.0,-100.0,-13.0
84036,100.0,-1.0,-100.0,-13.0
84051,100.0,-1.0,-100.0,-12.0
84097,100.0,-1.0,-100.0,-12.0
84098,100.0,-1.0,-100.0,-11.0
84103,100.0,-1.0,-100.0,-11.0
84117,100.0,-1.0,-100.0,-10.0
84170,100.0,-1.0,-100.0,-10.0
84181,100.0,-1.0,-100.0,-9.0
84200,100.0,-1.0,-100.0,-9.0
84245,100.0,-1.0,-100.0,-8.0
84250,100.0,-1.0,-100.0,-8.0
84263,100.0,-1.0,-100.0,-7.0
84287,100.0,-1.0,-100.0,-7.0
84296,100.0,-1.0,-100.0,-6.0
84304,100.0,-1.0,-100.0,-6.0
84317,100.0,-1.0,-100.0,-5.0
84338,100.0,-1.0,-100.0,-5.0
84380,100.0,-1.0,-100.0,-4.0
84407,100.0,-1.0,-100.0,-4.0
84435,100.0,-1.0,-100.0,-3.0
84489,100.0,-1.0,-100.0,-3.0
84517,100.0,-1.0,-100.0,-2.0
84537,100.0,-1.0,-100.0,-2.0
84549,100.0,-1.0,-100.0,-1.0
84554,100.0,-1.0,-100.0,-1.0
84589,100.0,-1.0,-100.0,1.0
84593,100.0,-1.0,-100.0,1.0
84607,100.0,-1.0,-100.0,2.0
84646,100.0,-1.0,-100.0,2.0
84712,100.0,-1.0,-100.0,3.0
84716,100.0,-1.0,-100.0,3.0
84719,100.0,-1.0,-100.0,4.0
84869,100.0,-1.0,-100.0,4.0
84906,100.0,-1.0,-100.0,5.0
84932,100.0,-1.0,-100.0,5.0
84953,100.0,-1.0,-100.0,6.0
84973,100.0,-1.0,-100.0,6.0
85004,100.0,-1.0,-100.0,7.0
85030,100.0,-1.0,-100.0,7.0
85042,100.0,-1.0,-100.0,8.0
85061,100.0,-1.0,-100.0,8.0
85076,100.0,-1.0,-100.0,9.0
85097,100.0,-1.0,-100.0,9.0
85114,100.0,-1.0,-100.0,10.0
85133,100.0,-1.0,-100.0,10.0
85152,100.0,-1.0,-100.0,11.0
85160,100.0,-1.0,-100.0,11.0
85170,100.0,-1.0,-100.0,12.0
85206,100.0,-1.0,-100.0,12.0
85221,100.0,-1.0,-100.0,13.0
85238,100.0,-1.0,-100.0,13.0
85252,100.0,-1.0,-100.0,14.0
85320,100.0,-1.0,-100.0,14.0
85332,100.0,-1.0,-100.0,15.0
85356,100.0,-1.0,-100.0,15.0
85370,100.0,-1.0,-100.0,16.0
85398,100.0,-1.0,-100.0,16.0
85413,100.0,-1.0,-100.0,17.0
85431,100.0,-1.0,-100.0,17.0
85458,100.0,-1.0,-100.0,18.0
85475,100.0,-1.0,-100.0,18.0
85501,100.0,-1.0,-100.0,19.0
85563,100.0,-1.0,-100.0,19.0
85574,100.0,-1.0,-100.0,20.0
85596,100.0,-1.0,-100.0,20.0
85664,100.0,-1.0,-100.0,21.0
85685,100.0,-1.0,-100.0,21.0
85693,100.0,-1.0,-100.0,22.0
85712,100.0,-1.0,-100.0,22.0
85724,100.0,-1.0,-100.0,23.0
85752,100.0,-1.0,-100.0,23.0
85800,100.0,-1.0,-100.0,24.0
85805,100.0,-1.0,-100.0,24.0
85819,100.0,-1.0,-100.0,25.0
85856,100.0,-1.0,-100.0,25.0
85874,100.0,-1.0,-100.0,26.0
85896,100.0,-1.0,-100.0,26.0
85910,100.0,-1.0,-100.0,27.0
86023,100.0,-1.0,-100.0,27.0
86078,100.0,-1.0,-100.0,28.0
86106,100.0,-1.0,-100.0,28.0
86128,100.0,-1.0,-100.0,29.0
86174,100.0,-1.0,-100.0,29.0
86195,100.0,-1.0,-100.0,30.0
86209,100.0,-1.0,-100.0,30.0
86224,100.0,-1.0,-100.0,32.0
86272,100.0,-1.0,-100.0,32.0
86305,100.0,-1.0,-100.0,33.0
86310,100.0,-1.0,-100.0,33.0
86320,100.0,-1.0,-100.0,34.0
86323,100.0,-1.0,-100.0,34.0
86337,100.0,-1.0,-100.0,35.0
86341,100.0,-1.0,-100.0,35.0
86429,100.0,-1.0,-100.0,36.0
86434,100.0,-1.0,-100.0,36.0
86455,100.0,-1.0,-100.0,37.0
86471,100.0,-1.0,-100.0,37.0
86504,100.0,-1.0,-100.0,38.0
86507,100.0,-1.0,-100.0,38.0
86518,100.0,-1.0,-100.0,39.0
86533,100.0,-1.0,-100.0,39.0
86540,100.0,-1.0,-100.0,40.0
86561,100.0,-1.0,-100.0,40.0
86593,100.0,-1.0,-100.0,41.0
86611,100.0,-1.0,-100.0,41.0
86621,100.0,-1.0,-100.0,42.0
86638,100.0,-1.0,-100.0,42.0
86649,100.0,-1.0,-100.0,43.0
86655,100.0,-1.0,-100.0,43.0
86667,100.0,-1.0,-100.0,45.0
86672,100.0,-1.0,-100.0,45.0
86685,100.0,-1.0,-100.0,46.0
86737,100.0,-1.0,-100.0,46.0
86748,100.0,-1.0,-100.0,47.0
86749,100.0,-1.0,-100.0,
88724,100.0,-1.0,-100.0,
88746,100.0,-1.0,-100.0,
88752,100.0,-1.0,-100.0,
88795,100.0,-1.0,-100.0,
88801,100.0,-1.0,-100.0,
88820,100.0,-1.0,-100.0,
88829,100.0,-1.0,-100.0,
88835,100.0,-1.0,-100.0,
88836,100.0,-1.0,-100.0,98.0
88847,100.0,-1.0,-100.0,97.5
88854,100.0,-1.0,-100.0,97.0
88930,100.0,-1.0,-100.0,97.0
88958,100.0,-1.0,-100.0,96.0
88963,100.0,-1.0,-100.0,96.0
88971,100.0,-1.0,-100.0,95.0
88985,100.0,-1.0,-100.0,95.0
89001,100.0,-1.0,-100.0,94.0
89005,100.0,-1.0,-100.0,94.0
89027,100.0,-1.0,-100.0,93.0
89033,100.0,-1.0,-100.0,93.0
89041,100.0,-1.0,-100.0,92.0
89078,100.0,-1.0,-100.0,92.0
89099,100.0,-1.0,-100.0,91.0
89103,100.0,-1.0,-100.0,91.0
89135,100.0,-1.0,-100.0,90.0
89140,100.0,-1.0,-100.0,90.0
89150,100.0,-1.0,-100.0,89.0
89166,100.0,-1.0,-100.0,89.0
89185,100.0,-1.0,-100.0,88.0
89189,100.0,-1.0,-100.0,88.0
89201,100.0,-1.0,-100.0,87.0
89204,100.0,-1.0,-100.0,87.0
89220,100.0,-1.0,-100.0,86.0
89235,100.0,-1.0,-100.0,86.0
89252,100.0,-1.0,-100.0,84.0
89292,100.0,-1.0,-100.0,84.0
89303,100.0,-1.0,-100.0,83.0
89317,100.0,-1.0,-100.0,83.0
89333,100.0,-1.0,-100.0,82.0
89347,100.0,-1.0,-100.0,82.0
89370,100.0,-1.0,-100.0,81.0
89384,100.0,-1.0,-100.0,81.0
89403,100.0,-1.0,-100.0,80.0
89422,100.0,-1.0,-100.0,80.0
89432,100.0,-1.0,-100.0,79.0
89475,100.0,-1.0,-100.0,79.0
89490,100.0,-1.0,-100.0,78.0
89504,100.0,-1.0,-100.0,78.0
89516,100.0,-1.0,-100.0,77.0
89561,100.0,-1.0,-100.0,77.0
89570,100.0,-1.0,-100.0,76.0
89585,100.0,-1.0,-100.0,76.0
89596,100.0,-1.0,-100.0,75.0
89642,100.0,-1.0,-100.0,75.0
89673,100.0,-1.0,-100.0,74.0
89691,100.0,-1.0,-100.0,74.0
89702,100.0,-1.0,-100.0,73.0
89728,100.0,-1.0,-100.0,73.0
89730,100.0,-1.0,-100.0,72.75
89750,100.0,-1.0,-100.0,72.5
89755,100.0,-1.0,-100.0,72.25
89769,100.0,-1.0,-100.0,72.0
89774,100.0,-1.0,-100.0,72.0
89786,100.0,-1.0,-100.0,72.0
89787,100.0,-1.0,-100.0,71.66666666666667
89799,100.0,-1.0,-100.0,71.33333333333333
89812,100.0,-1.0,-100.0,71.0
89819,100.0,-1.0,-100.0,71.0
89830,100.0,-1.0,-100.0,71.0
89874,100.0,-1.0,-100.0,70.5
89875,100.0,-1.0,-100.0,70.0
89924,100.0,-1.0,-100.0,70.0
89926,100.0,-1.0,-100.0,69.0
89930,100.0,-1.0,-100.0,69.0
89942,100.0,-1.0,-100.0,68.0
90031,100.0,-1.0,-100.0,68.0
90041,100.0,-1.0,-100.0,67.0
90057,100.0,-1.0,-100.0,67.0
90065,100.0,-1.0,-100.0,66.0
90069,100.0,-1.0,-100.0,66.0
90082,100.0,-1.0,-100.0,65.0
90154,100.0,-1.0,-100.0,65.0
90156,100.0,-1.0,-100.0,64.0
90168,100.0,-1.0,-100.0,64.0
90180,100.0,-1.0,-100.0,63.0
90195,100.0,-1.0,-100.0,63.0
90200,100.0,-1.0,-100.0,62.5
90212,100.0,-1.0,-100.0,62.0
90216,100.0,-1.0,-100.0,62.0
90226,100.0,-1.0,-100.0,61.5
90228,100.0,-1.0,-100.0,61.0
90232,100.0,-1.0,-100.0,61.0
90330,100.0,-1.0,-100.0,60.0
90358,100.0,-1.0,-100.0,59.0
90387,100.0,-1.0,-100.0,58.0
90394,100.0,-1.0,-100.0,58.0
90406,100.0,-1.0,-100.0,57.0
90446,100.0,-1.0,-100.0,57.0
90458,100.0,-1.0,-100.0,56.0
90474,100.0,-1.0,-100.0,56.0
90486,100.0,-1.0,-100.0,55.0
90502,100.0,-1.0,-100.0,55.0
90516,100.0,-1.0,-100.0,54.0
90520,100.0,-1.0,-100.0,54.0
90533,100.0,-1.0,-100.0,53.0
90538,100.0,-1.0,-100.0,53.0
90611,100.0,-1.0,-100.0,52.0
90649,100.0,-1.0,-100.0,52.0
90663,100.0,-1.0,-100.0,51.0
90675,100.0,-1.0,-100.0,51.0
90686,100.0,-1.0,-100.0,50.0
90690,100.0,-1.0,-100.0,50.0
90708,100.0,-1.0,-100.0,49.0
90712,100.0,-1.0,-100.0,49.0
90725,100.0,-1.0,-100.0,48.0
90729,100.0,-1.0,-100.0,48.0
90746,100.0,-1.0,-100.0,46.0
90760,100.0,-1.0,-100.0,46.0
90771,100.0,-1.0,-100.0,45.0
90778,100.0,-1.0,-100.0,45.0
90784,100.0,-1.0,-100.0,43.0
90788,100.0,-1.0,-100.0,43.0
90803,100.0,-1.0,-100.0,42.0
90807,100.0,-1.0,-100.0,42.0
90820,100.0,-1.0,-100.0,41.0
90824,100.0,-1.0,-100.0,41.0
90840,100.0,-1.0,-100.0,40.0
90845,100.0,-1.0,-100.0,40.0
90856,100.0,-1.0,-100.0,39.0
90862,100.0,-1.0,-100.0,39.0
90870,100.0,-1.0,-100.0,38.0
90874,100.0,-1.0,-100.0,38.0
90893,100.0,-1.0,-100.0,36.0
90908,100.0,-1.0,-100.0,36.0
90917,100.0,-1.0,-100.0,35.0
90921,100.0,-1.0,-100.0,35.0
90954,100.0,-1.0,-100.0,34.0
90959,100.0,-1.0,-100.0,34.0
90970,100.0,-1.0,-100.0,33.0
91017,100.0,-1.0,-100.0,32.0
91048,100.0,-1.0,-100.0,31.0
91051,100.0,-1.0,-100.0,31.0
91066,100.0,-1.0,-100.0,30.0
91081,100.0,-1.0,-100.0,30.0
91115,100.0,-1.0,-100.0,29.0
91119,100.0,-1.0,-100.0,29.0
91129,100.0,-1.0,-100.0,28.0
91157,100.0,-1.0,-100.0,28.0
91167,100.0,-1.0,-100.0,27.0
91172,100.0,-1.0,-100.0,27.0
91183,100.0,-1.0,-100.0,26.0
91187,100.0,-1.0,-100.0,26.0
91202,100.0,-1.0,-100.0,25.0
91205,100.0,-1.0,-100.0,25.0
91208,100.0,-1.0,-100.0,24.0
91230,100.0,-1.0,-100.0,24.0
91253,100.0,-1.0,-100.0,23.0
91297,100.0,-1.0,-100.0,23.0
91304,100.0,-1.0,-100.0,22.0
91339,100.0,-1.0,-100.0,22.0
91361,100.0,-1.0,-100.0,21.0
91367,100.0,-1.0,-100.0,21.0
91378,100.0,-1.0,-100.0,20.0
91406,100.0,-1.0,-100.0,20.0
91414,100.0,-1.0,-100.0,19.0
91450,100.0,-1.0,-100.0,19.0
91472,100.0,-1.0,-100.0,18.0
91477,100.0,-1.0,-100.0,18.0
91486,100.0,-1.0,-100.0,17.0
91492,100.0,-1.0,-100.0,17.0
91501,100.0,-1.0,-100.0,16.0
91542,100.0,-1.0,-100.0,16.0
91549,100.0,-1.0,-100.0,15.0
91845,100.0,-1.0,-100.0,15.0
91854,100.0,-1.0,-100.0,14.0
91880,100.0,-1.0,-100.0,14.0
91898,100.0,-1.0,-100.0,13.0
91903,100.0,-1.0,-100.0,13.0
91922,100.0,-1.0,-100.0,12.0
91942,100.0,-1.0,-100.0,12.0
91957,100.0,-1.0,-100.0,11.0
91977,100.0,-1.0,-100.0,11.0
91990,100.0,-1.0,-100.0,10.0
92033,100.0,-1.0,-100.0,10.0
92043,100.0,-1.0,-100.0,9.0
92066,100.0,-1.0,-100.0,9.0
92074,100.0,-1.0,-100.0,8.0
92082,100.0,-1.0,-100.0,8.0
92093,100.0,-1.0,-100.0,6.0
92135,100.0,-1.0,-100.0,6.0
92147,100.0,-1.0,-100.0,5.0
92183,100.0,-1.0,-100.0,5.0
92199,100.0,-1.0,-100.0,4.0
92234,100.0,-1.0,-100.0,4.0
92260,100.0,-1.0,-100.0,3.0
92274,100.0,-1.0,-100.0,3.0
92288,100.0,-1.0,-100.0,2.0
92350,100.0,-1.0,-100.0,1.0
92353,100.0,-1.0,-100.0,1.0
92371,100.0,-1.0,-100.0,0.0
92386,100.0,-1.0,-100.0,0.0
92398,100.0,-1.0,-100.0,-1.0
92402,100.0,-1.0,-100.0,-1.0
92416,100.0,-1.0,-100.0,-3.0
92420,100.0,-1.0,-100.0,-3.0
92432,100.0,-1.0,-100.0,-4.0
92436,100.0,-1.0,-100.0,-4.0
92450,100.0,-1.0,-100.0,-5.0
92458,100.0,-1.0,-100.0,-5.0
92468,100.0,-1.0,-100.0,-6.0
92475,100.0,-1.0,-100.0,-6.0
92486,100.0,-1.0,-100.0,-7.0
92489,100.0,-1.0,-100.0,-7.0
92505,100.0,-1.0,-100.0,-8.0
92510,100.0,-1.0,-100.0,-8.0
92528,100.0,-1.0,-100.0,-9.0
92532,100.0,-1.0,-100.0,-9.0
92554,100.0,-1.0,-100.0,-10.0
92559,100.0,-1.0,-100.0,-10.0
92568,100.0,-1.0,-100.0,-11.0
92583,100.0,-1.0,-100.0,-11.0
92602,100.0,-1.0,-100.0,-12.0
92622,100.0,-1.0,-100.0,-12.0
92634,100.0,-1.0,-100.0,-13.0
92638,100.0,-1.0,-100.0,-13.0
92651,100.0,-1.0,-100.0,-14.0
92659,100.0,-1.0,-100.0,-14.0
92667,100.0,-1.0,-100.0,-15.0
92671,100.0,-1.0,-100.0,-15.0
92684,100.0,-1.0,-100.0,-16.0
92688,100.0,-1.0,-100.0,-16.0
92702,100.0,-1.0,-100.0,-17.0
92706,100.0,-1.0,-100.0,-17.0
92715,100.0,-1.0,-100.0,-18.0
92718,100.0,-1.0,-100.0,-18.0
92738,100.0,-1.0,-100.0,-19.0
92743,100.0,-1.0,-100.0,-19.0
92754,100.0,-1.0,-100.0,-20.0
92762,100.0,-1.0,-100.0,-20.0
92775,100.0,-1.0,-100.0,-21.0
92780,100.0,-1.0,-100.0,-21.0
92791,100.0,-1.0,-100.0,-22.0
92798,100.0,-1.0,-100.0,-22.0
92808,100.0,-1.0,-100.0,-23.0
92853,100.0,-1.0,-100.0,-23.0
92867,100.0,-1.0,-100.0,-25.0
92870,100.0,-1.0,-100.0,-25.0
92886,100.0,-1.0,-100.0,-26.0
92890,100.0,-1.0,-100.0,-26.0
92902,100.0,-1.0,-100.0,-27.0
92905,100.0,-1.0,-100.0,-27.0
92918,100.0,-1.0,-100.0,-28.0
92928,100.0,-1.0,-100.0,-29.0
92949,100.0,-1.0,-100.0,-29.0
92968,100.0,-1.0,-100.0,-30.0
92976,100.0,-1.0,-100.0,-30.0
92991,100.0,-1.0,-100.0,-31.0
93030,100.0,-1.0,-100.0,-31.0
93035,100.0,-1.0,-100.0,-32.0
93056,100.0,-1.0,-100.0,-32.0
93073,100.0,-1.0,-100.0,-33.0
93125,100.0,-1.0,-100.0,-33.0
93138,100.0,-1.0,-100.0,-34.0
93162,100.0,-1.0,-100.0,-34.0
93183,100.0,-1.0,-100.0,-35.0
93198,100.0,-1.0,-100.0,-35.0
93232,100.0,-1.0,-100.0,-36.0
93236,100.0,-1.0,-100.0,-36.0
93250,100.0,-1.0,-100.0,-37.0
93269,100.0,-1.0,-100.0,-37.0
93295,100.0,-1.0,-100.0,-38.0
93318,100.0,-1.0,-100.0,-38.0
93327,100.0,-1.0,-100.0,-39.0
93349,100.0,-1.0,-100.0,-39.0
93356,100.0,-1.0,-100.0,-40.0
93363,100.0,-1.0,-100.0,-40.0
93390,100.0,-1.0,-100.0,-41.0
93402,100.0,-1.0,-100.0,-41.0
93459,100.0,-1.0,-100.0,-42.0
93492,100.0,-1.0,-100.0,-42.0
93502,100.0,-1.0,-100.0,-43.0
93506,100.0,-1.0,-100.0,-43.0
93519,100.0,-1.0,-100.0,-44.0
93523,100.0,-1.0,-100.0,-44.0
93637,100.0,-1.0,-100.0,-45.0
93646,100.0,-1.0,-100.0,-45.0
93661,100.0,-1.0,-100.0,-46.0
93678,100.0,-1.0,-100.0,-46.0
93686,100.0,-1.0,-100.0,-47.0
93766,100.0,-1.0,-100.0,-47.0
93767,100.0,-1.0,-100.0,-48.0
93783,100.0,-1.0,-100.0,-48.0
93793,100.0,-1.0,-100.0,-49.0
93797,100.0,-1.0,-100.0,-49.0
93811,100.0,-1.0,-100.0,-50.0
94521,100.0,-1.0,-100.0,-50.0
94544,100.0,-1.0,-100.0,-51.0
94601,100.0,-1.0,-100.0,-51.0
94615,100.0,-1.0,-100.0,-52.0
94621,100.0,-1.0,-100.0,-52.0
94646,100.0,-1.0,-100.0,-53.0
94650,100.0,-1.0,-100.0,-53.0
94672,100.0,-1.0,-100.0,-54.0
94678,100.0,-1.0,-100.0,-54.0
94721,100.0,-1.0,-100.0,-55.0
94730,100.0,-1.0,-100.0,-55.0
94753,100.0,-1.0,-100.0,-56.0
94782,100.0,-1.0,-100.0,-56.0
94800,100.0,-1.0,-100.0,-58.0
94805,100.0,-1.0,-100.0,-58.0
94818,100.0,-1.0,-100.0,-59.0
94822,100.0,-1.0,-100.0,-59.0
94835,100.0,-1.0,-100.0,-60.0
94838,100.0,-1.0,-100.0,-60.0
94842,100.0,-1.0,-100.0,-61.0
94846,100.0,-1.0,-100.0,-61.0
94864,100.0,-1.0,-100.0,-62.0
94879,100.0,-1.0,-100.0,-62.0
94894,100.0,-1.0,-100.0,-63.0
94923,100.0,-1.0,-100.0,-63.0
94935,100.0,-1.0,-100.0,-64.0
94950,100.0,-1.0,-100.0,-64.0
94983,100.0,-1.0,-100.0,-65.0
94987,100.0,-1.0,-100.0,-65.0
94999,100.0,-1.0,-100.0,-66.0
95015,100.0,-1.0,-100.0,-66.0
95023,100.0,-1.0,-100.0,-67.0
95027,100.0,-1.0,-100.0,-67.0
95037,100.0,-1.0,-100.0,-68.0
95041,100.0,-1.0,-100.0,-68.0
95051,100.0,-1.0,-100.0,-69.0
95059,100.0,-1.0,-100.0,-70.0
95061,100.0,-1.0,-100.0,-70.0
95077,100.0,-1.0,-100.0,-71.0
95084,100.0,-1.0,-100.0,-71.0
95095,100.0,-1.0,-100.0,-72.0
95132,100.0,-1.0,-100.0,-72.0
95147,100.0,-1.0,-100.0,-73.0
95162,100.0,-1.0,-100.0,-73.0
95191,100.0,-1.0,-100.0,-74.0
95207,100.0,-1.0,-100.0,-74.0
95235,100.0,-1.0,-100.0,-75.0
95254,100.0,-1.0,-100.0,-75.0
95275,100.0,-1.0,-100.0,-76.0
95304,100.0,-1.0,-100.0,-76.0
95314,100.0,-1.0,-100.0,-77.0
95331,100.0,-1.0,-100.0,-77.0
95348,100.0,-1.0,-100.0,-78.0
95353,100.0,-1.0,-100.0,-78.0
95378,100.0,-1.0,-100.0,-79.0
95382,100.0,-1.0,-100.0,-79.0
95400,100.0,-1.0,-100.0,-80.0
95403,100.0,-1.0,-100.0,-80.0
95416,100.0,-1.0,-100.0,-81.0
95420,100.0,-1.0,-100.0,-81.0
95433,100.0,-1.0,-100.0,-82.0
95436,100.0,-1.0,-100.0,-82.0
95451,100.0,-1.0,-100.0,-83.0
95455,100.0,-1.0,-100.0,-83.0
95469,100.0,-1.0,-100.0,-84.0
95523,100.0,-1.0,-100.0,-84.0
95578,100.0,-1.0,-100.0,-85.0
95585,100.0,-1.0,-100.0,-85.0
95617,100.0,-1.0,-100.0,-86.0
95664,100.0,-1.0,-100.0,-86.0
95676,100.0,-1.0,-100.0,-87.0
95690,100.0,-1.0,-100.0,-87.0
95703,100.0,-1.0,-100.0,-89.0
95709,100.0,-1.0,-100.0,-90.0
95753,100.0,-1.0,-100.0,-90.0
95769,100.0,-1.0,-100.0,-91.0
95806,100.0,-1.0,-100.0,-91.0
95819,100.0,-1.0,-100.0,-92.0
95833,100.0,-1.0,-100.0,-92.0
95850,100.0,-1.0,-100.0,-94.0
95887,100.0,-1.0,-100.0,-94.0
95895,100.0,-1.0,-100.0,-95.0
95905,100.0,-1.0,-100.0,-95.0
95913,100.0,-1.0,-100.0,-96.0
95929,100.0,-1.0,-100.0,-96.0
95950,100.0,-1.0,-100.0,-97.0
95985,100.0,-1.0,-100.0,-97.0
95998,100.0,-1.0,-100.0,-98.0
96016,100.0,-1.0,-100.0,-98.0
96030,100.0,-1.0,-100.0,-99.0
96131,100.0,-1.0,-100.0,-99.0
96147,100.0,-1.0,-100.0,-100.0
98201,100.0,-1.0,-100.0,-100.0
98222,99.0,-1.0,-100.0,-100.0
98227,99.0,-1.0,-100.0,-100.0
98264,97.0,-1.0,-100.0,-100.0
98270,97.0,-1.0,-100.0,-100.0
98299,96.0,-1.0,-100.0,-100.0
98305,96.0,-1.0,-100.0,-100.0
98329,93.0,-1.0,-100.0,-100.0
98335,93.0,-1.0,-100.0,-100.0
98350,92.0,-1.0,-100.0,-100.0
98355,92.0,-1.0,-100.0,-100.0
98390,90.0,-1.0,-100.0,-100.0
98396,90.0,-1.0,-100.0,-100.0
98432,88.0,-1.0,-100.0,-100.0
98438,88.0,-1.0,-100.0,-100.0
98452,86.0,-1.0,-100.0,-100.0
98459,86.0,-1.0,-100.0,-100.0
98475,85.0,-1.0,-100.0,-100.0
98480,85.0,-1.0,-100.0,-100.0
98496,84.0,-1.0,-100.0,-100.0
98511,84.0,-1.0,-100.0,-100.0
98512,83.0,-1.0,-100.0,-100.0
98517,83.0,-1.0,-100.0,-100.0
98531,82.0,-1.0,-100.0,-100.0
98538,82.0,-1.0,-100.0,-100.0
98546,81.0,-1.0,-100.0,-100.0
98553,81.0,-1.0,-100.0,-100.0
98565,80.0,-1.0,-100.0,-100.0
98576,80.0,-1.0,-100.0,-100.0
98583,79.0,-1.0,-100.0,-100.0
98590,79.0,-1.0,-100.0,-100.0
98611,78.0,-1.0,-100.0,-100.0
98618,78.0,-1.0,-100.0,-100.0
98626,77.0,-1.0,-100.0,-100.0
98633,77.0,-1.0,-100.0,-100.0
98642,76.0,-1.0,-100.0,-100.0
98654,76.0,-1.0,-100.0,-100.0
98669,75.0,-1.0,-100.0,-100.0
98674,75.0,-1.0,-100.0,-100.0
98686,74.0,-1.0,-100.0,-100.0
98691,74.0,-1.0,-100.0,-100.0
98705,73.0,-1.0,-100.0,-100.0
98713,73.0,-1.0,-100.0,-100.0
98722,72.0,-1.0,-100.0,-100.0
98727,72.0,-1.0,-100.0,-100.0
98742,71.0,-1.0,-100.0,-100.0
98747,71.0,-1.0,-100.0,-100.0
98756,70.0,-1.0,-100.0,-100.0
98763,70.0,-1.0,-100.0,-100.0
98770,69.0,-1.0,-100.0,-100.0
98777,69.0,-1.0,-100.0,-100.0
98783,68.0,-1.0,-100.0,-100.0
98789,68.0,-1.0,-100.0,-100.0
98799,67.0,-1.0,-100.0,-100.0
98805,67.0,-1.0,-100.0,-100.0
98827,66.0,-1.0,-100.0,-100.0
98831,66.0,-1.0,-100.0,-100.0
98837,65.0,-1.0,-100.0,-100.0
98841,65.0,-1.0,-100.0,-100.0
98850,64.0,-1.0,-100.0,-100.0
98854,64.0,-1.0,-100.0,-100.0
98872,63.0,-1.0,-100.0,-100.0
98879,63.0,-1.0,-100.0,-100.0
98889,62.0,-1.0,-100.0,-100.0
98894,62.0,-1.0,-100.0,-100.0
98904,61.0,-1.0,-100.0,-100.0
98910,61.0,-1.0,-100.0,-100.0
98930,60.0,-1.0,-100.0,-100.0
98943,60.0,-1.0,-100.0,-100.0
98947,59.0,-1.0,-100.0,-100.0
98954,59.0,-1.0,-100.0,-100.0
98963,58.0,-1.0,-100.0,-100.0
98969,58.0,-1.0,-100.0,-100.0
98989,57.0,-1.0,-100.0,-100.0
98995,57.0,-1.0,-100.0,-100.0
99005,56.0,-1.0,-100.0,-100.0
99018,56.0,-1.0,-100.0,-100.0
99032,54.0,-1.0,-100.0,-100.0
99039,54.0,-1.0,-100.0,-100.0
99050,53.0,-1.0,-100.0,-100.0
99057,53.0,-1.0,-100.0,-100.0
99079,52.0,-1.0,-100.0,-100.0
99085,52.0,-1.0,-100.0,-100.0
99092,51.0,-1.0,-100.0,-100.0
99098,51.0,-1.0,-100.0,-100.0
99107,50.0,-1.0,-100.0,-100.0
99112,50.0,-1.0,-100.0,-100.0
99121,49.0,-1.0,-100.0,-100.0
99128,49.0,-1.0,-100.0,-100.0
99139,48.0,-1.0,-100.0,-100.0
99144,48.0,-1.0,-100.0,-100.0
99164,47.0,-1.0,-100.0,-100.0
99170,46.0,-1.0,-100.0,-100.0
99173,46.0,-1.0,-100.0,-100.0
99181,45.0,-1.0,-100.0,-100.0
99186,45.0,-1.0,-100.0,-100.0
99198,44.0,-1.0,-100.0,-100.0
99205,44.0,-1.0,-100.0,-100.0
99214,43.0,-1.0,-100.0,-100.0
99220,43.0,-1.0,-100.0,-100.0
99242,42.0,-1.0,-100.0,-100.0
99249,42.0,-1.0,-100.0,-100.0
99259,40.0,-1.0,-100.0,-100.0
99274,40.0,-1.0,-100.0,-100.0
99289,39.0,-1.0,-100.0,-100.0
99295,39.0,-1.0,-100.0,-100.0
