,A3UTSRN8QLKWE,A3ST8XFT4X93K,A2YN6Z2DAW88X,A6PO7JT39QQGP
336772,100.0,,-100.0,-100.0
336793,100.0,,-100.0,-100.0
336815,100.0,,-100.0,-100.0
336824,100.0,,-100.0,-100.0
336846,100.0,,-100.0,-100.0
336850,100.0,,-100.0,-100.0
336867,100.0,,-100.0,-100.0
336871,100.0,,-100.0,-100.0
336887,100.0,,-100.0,-100.0
336909,100.0,,-100.0,-100.0
336930,100.0,,-100.0,-100.0
336950,100.0,,-100.0,-100.0
336972,100.0,,-100.0,-100.0
336993,100.0,,-100.0,-100.0
337011,100.0,,-100.0,-100.0
337014,100.0,,-100.0,-100.0
337035,100.0,,-100.0,-100.0
337045,100.0,,-100.0,-100.0
337068,100.0,,-100.0,-100.0
337086,100.0,,-100.0,-100.0
337087,100.0,,-100.0,-100.0
337109,100.0,,-100.0,-100.0
337130,100.0,,-100.0,-100.0
337150,100.0,,-100.0,-100.0
337171,100.0,,-100.0,-100.0
337193,100.0,,-100.0,-100.0
337200,100.0,,-100.0,-100.0
337213,100.0,,-100.0,-100.0
337222,100.0,,-100.0,-100.0
337235,100.0,,-100.0,-100.0
337245,100.0,,-100.0,-100.0
337267,100.0,,-100.0,-100.0
337288,100.0,,-100.0,-100.0
337309,100.0,,-100.0,-100.0
337424,100.0,,-100.0,-100.0
337443,100.0,,-100.0,-100.0
337564,100.0,,-100.0,-100.0
337569,100.0,,-100.0,-100.0
337705,100.0,,-100.0,-100.0
337726,100.0,,-100.0,-100.0
337838,100.0,,-100.0,-100.0
337844,100.0,,-100.0,-100.0
337858,100.0,,-100.0,-99.5
337881,100.0,,-100.0,-99.0
337942,100.0,,-100.0,-99.0
337955,100.0,,-100.0,-98.0
337989,100.0,,-100.0,-98.0
338000,100.0,,-100.0,-98.0
338003,100.0,,-100.0,-98.0
338058,100.0,,-100.0,-97.0
338060,100.0,,-100.0,-97.0
338077,100.0,,-100.0,-97.0
338108,100.0,,-100.0,-97.0
338138,100.0,,-100.0,-96.0
338172,100.0,,-100.0,-96.0
338194,100.0,,-100.0,-95.5
338199,100.0,,-100.0,-95.0
338212,100.0,,-100.0,-95.0
338251,100.0,,-100.0,-95.0
338261,100.0,,-100.0,-94.0
338321,100.0,,-100.0,-94.0
338339,100.0,,-100.0,-93.0
338342,100.0,,-100.0,-93.0
338359,100.0,,-100.0,-93.0
338393,100.0,,-100.0,-93.0
338429,100.0,,-100.0,-92.0
338472,100.0,,-100.0,-92.0
338478,100.0,,-100.0,-91.5
338484,100.0,,-100.0,-91.0
338499,100.0,,-100.0,-91.0
338517,100.0,,-100.0,-91.0
338531,100.0,,-100.0,-90.0
338542,100.0,,-100.0,-90.0
338555,100.0,,-100.0,-89.0
338558,100.0,,-100.0,-89.0
338576,100.0,,-100.0,-89.0
338587,100.0,,-100.0,-89.0
338601,100.0,,-100.0,-88.0
338622,100.0,,-100.0,-88.0
338639,100.0,,-100.0,-88.0
338640,100.0,,-100.0,-88.0
338676,100.0,,-100.0,-87.0
338687,100.0,,-100.0,-87.0
338699,100.0,,-100.0,-86.0
338730,100.0,,-100.0,-86.0
338770,100.0,,-100.0,-85.0
338804,100.0,,-100.0,-85.0
338825,100.0,,-100.0,-85.0
338826,100.0,,-100.0,-85.0
338839,100.0,,-100.0,-84.0
338869,100.0,,-100.0,-84.0
338885,100.0,,-100.0,-83.0
338896,100.0,,-100.0,-83.0
338919,100.0,,-100.0,-82.0
338950,100.0,,-100.0,-82.0
338969,100.0,,-100.0,-81.0
338992,100.0,,-100.0,-81.0
339010,100.0,,-100.0,-81.0
339019,100.0,,-100.0,-80.5
339030,100.0,,-100.0,-80.0
339156,100.0,,-100.0,-80.0
339185,100.0,,-100.0,-80.0
339373,100.0,,-100.0,-80.0
339408,100.0,,-100.0,-80.0
339507,100.0,,-100.0,-80.0
339575,100.0,,-100.0,-81.0
339607,100.0,,-100.0,-81.0
339635,100.0,,-100.0,-81.0
339656,100.0,,-100.0,-81.0
339669,100.0,,-100.0,-82.0
339681,100.0,,-100.0,-82.0
339701,100.0,,-100.0,-83.0
339712,100.0,,-100.0,-83.0
339718,100.0,,-100.0,-84.0
339760,100.0,,-100.0,-84.0
339808,100.0,,-100.0,-85.0
339810,100.0,,-100.0,-85.0
339837,100.0,,-100.0,-85.0
339844,100.0,,-100.0,-85.0
339881,100.0,,-100.0,-86.0
339910,100.0,,-100.0,-86.0
339918,100.0,,-100.0,-87.0
339969,100.0,,-100.0,-87.0
339987,100.0,,-100.0,-88.0
340027,100.0,,-100.0,-88.0
340042,100.0,,-100.0,-89.0
340088,100.0,,-100.0,-89.0
340095,100.0,,-100.0,-89.0
340111,100.0,,-100.0,-89.5
340129,100.0,,-100.0,-90.0
340150,100.0,,-100.0,-90.0
340151,100.0,,-100.0,-90.5
340168,100.0,,-100.0,-91.0
340172,100.0,,-100.0,-91.0
340194,100.0,,-100.0,-91.0
340214,100.0,,-100.0,-91.0
340220,100.0,,-100.0,-91.0
340235,100.0,,-100.0,-91.5
340236,100.0,,-100.0,-92.0
340245,100.0,,-100.0,-92.0
340248,100.0,,-100.0,-92.0
340260,100.0,,-100.0,-93.0
340266,100.0,,-100.0,-93.0
340287,100.0,,-100.0,-93.0
340292,100.0,,-100.0,-93.0
340308,100.0,,-100.0,-93.5
340328,100.0,,-100.0,-94.0
340329,100.0,,-100.0,-94.0
340350,100.0,,-100.0,-94.0
340371,100.0,,-100.0,-94.0
340377,100.0,,-100.0,-94.0
340390,100.0,,-100.0,-95.0
340392,100.0,,-100.0,-95.0
340413,100.0,,-100.0,-95.0
340424,100.0,,-100.0,-95.0
340462,100.0,,-100.0,-96.0
340472,100.0,,-100.0,-96.0
340486,100.0,,-100.0,-97.0
340528,100.0,,-100.0,-97.0
340559,100.0,,-100.0,-98.0
340565,100.0,,-100.0,-98.0
340586,100.0,,-100.0,-99.0
340617,100.0,,-100.0,-99.0
340653,100.0,,-100.0,-100.0
343620,100.0,,-100.0,-100.0
343652,100.0,,-100.0,-99.0
343732,100.0,,-100.0,-99.0
343746,100.0,,-100.0,-98.0
343754,100.0,,-100.0,-98.0
343759,100.0,,-100.0,-97.0
343766,100.0,,-100.0,-97.0
343776,100.0,,-100.0,-96.0
343784,100.0,,-100.0,-96.0
343794,100.0,,-100.0,-95.0
343826,100.0,,-100.0,-95.0
343896,100.0,,-100.0,-94.0
343924,100.0,,-100.0,-94.0
343941,100.0,,-100.0,-93.0
343977,100.0,,-100.0,-93.0
343997,100.0,,-100.0,-92.0
344017,100.0,,-100.0,-92.0
344028,100.0,,-100.0,-91.0
344104,100.0,,-100.0,-91.0
344113,100.0,,-100.0,-90.0
344135,100.0,,-100.0,-90.0
344182,100.0,,-100.0,-89.0
344222,100.0,,-100.0,-89.0
344230,100.0,,-100.0,-88.0
344298,100.0,,-100.0,-88.0
344324,100.0,,-100.0,-87.0
344346,100.0,,-100.0,-87.0
344360,100.0,,-100.0,-86.0
344422,100.0,,-100.0,-85.0
344434,100.0,,-100.0,-84.0
344458,100.0,,-100.0,-84.0
344490,100.0,,-100.0,-83.0
344500,100.0,,-100.0,-83.0
344510,100.0,,-100.0,-82.0
344534,100.0,,-100.0,-82.0
344573,100.0,,-100.0,-81.0
344595,100.0,,-100.0,-81.0
344603,100.0,,-100.0,-80.0
344653,100.0,,-100.0,-80.0
344667,100.0,,-100.0,-79.0
344691,100.0,,-100.0,-79.0
344703,100.0,,-100.0,-78.0
344759,100.0,,-100.0,-78.0
344774,100.0,,-100.0,-77.0
344796,100.0,,-100.0,-77.0
344827,100.0,,-100.0,-76.0
344850,100.0,,-100.0,-76.0
344860,100.0,,-100.0,-75.0
344886,100.0,,-100.0,-75.0
344921,100.0,,-100.0,-74.0
344953,100.0,,-100.0,-74.0
344961,100.0,,-100.0,-73.0
345000,100.0,,-100.0,-73.0
345011,100.0,,-100.0,-72.0
345057,100.0,,-100.0,-72.0
345066,100.0,,-100.0,-71.0
345105,100.0,,-100.0,-71.0
345118,100.0,,-100.0,-70.0
345124,100.0,,-100.0,-70.0
345159,100.0,,-100.0,-69.0
345187,100.0,,-100.0,-69.0
345196,100.0,,-100.0,-68.0
345249,100.0,,-100.0,-68.0
345269,100.0,,-100.0,-67.0
345280,100.0,,-100.0,-67.0
345295,100.0,,-100.0,-66.0
345337,100.0,,-100.0,-66.0
345359,100.0,,-100.0,-65.0
345368,100.0,,-100.0,-65.0
345390,100.0,,-100.0,-64.0
345404,100.0,,-100.0,-64.0
345445,100.0,,-100.0,-63.0
346154,100.0,,-100.0,-63.0
346170,99.0,,-100.0,-63.0
346176,99.0,,-100.0,-63.0
346204,97.0,,-100.0,-63.0
346210,97.0,,-100.0,-63.0
346222,96.0,,-100.0,-63.0
346228,96.0,,-100.0,-63.0
346239,95.0,,-100.0,-63.0
346260,95.0,,-100.0,-63.0
346299,92.0,,-100.0,-63.0
346302,92.0,,-100.0,-63.0
346316,91.0,,-100.0,-63.0
346322,91.0,,-100.0,-63.0
346334,90.0,,-100.0,-63.0
346341,90.0,,-100.0,-63.0
346372,88.0,,-100.0,-63.0
346377,88.0,,-100.0,-63.0
346408,86.0,,-100.0,-63.0
346417,86.0,,-100.0,-63.0
346441,84.0,,-100.0,-63.0
346448,82.0,,-100.0,-63.0
346464,81.0,,-100.0,-63.0
346495,81.0,,-100.0,-63.0
346501,80.0,,-100.0,-63.0
346508,80.0,,-100.0,-63.0
346521,79.0,,-100.0,-63.0
346527,79.0,,-100.0,-63.0
346537,78.0,,-100.0,-63.0
346543,78.0,,-100.0,-63.0
346552,77.0,,-100.0,-63.0
346557,77.0,,-100.0,-63.0
346574,75.0,,-100.0,-63.0
346580,75.0,,-100.0,-63.0
346588,74.0,,-100.0,-63.0
346595,74.0,,-100.0,-63.0
346608,73.0,,-100.0,-63.0
346616,73.0,,-100.0,-63.0
346624,72.0,,-100.0,-63.0
346629,72.0,,-100.0,-63.0
346639,71.0,,-100.0,-63.0
346645,71.0,,-100.0,-63.0
346669,69.0,,-100.0,-63.0
346673,68.5,,-100.0,-63.0
346675,68.0,,-100.0,-63.125
346693,67.0,,-100.0,-63.25
346698,67.0,,-100.0,-63.375
346706,66.0,,-100.0,-63.5
346714,66.0,,-100.0,-63.625
346723,65.0,,-100.0,-63.75
346728,65.0,,-100.0,-63.875
346737,64.66666666666667,,-100.0,-64.0
346742,64.33333333333333,,-100.0,-64.0
346752,64.0,,-100.0,-64.125
346759,64.0,,-100.0,-64.25
346769,63.0,,-100.0,-64.375
346775,63.0,,-100.0,-64.5
346785,62.0,,-100.0,-64.625
346792,62.0,,-100.0,-64.75
346803,61.0,,-100.0,-64.875
346805,61.0,,-100.0,-65.0
346831,61.0,,-100.0,-65.0
346844,61.0,,-100.0,-66.0
346848,61.0,,-100.0,-66.0
346856,60.0,,-100.0,-66.0
346870,60.0,,-100.0,-66.0
346875,60.0,,-100.0,-66.33333333333333
346879,59.0,,-100.0,-66.66666666666667
346883,59.0,,-100.0,-67.0
346885,59.0,,-100.0,-67.0
346901,58.0,,-100.0,-67.0
346910,58.0,,-100.0,-67.0
346928,58.0,,-100.0,-67.33333333333333
346947,57.0,,-100.0,-67.66666666666667
346948,57.0,,-100.0,-68.0
346953,57.0,,-100.0,-68.0
346956,56.5,,-100.0,-68.0
346962,56.0,,-100.0,-68.2
346976,56.0,,-100.0,-68.4
346989,55.0,,-100.0,-68.6
346994,55.0,,-100.0,-68.8
346995,54.5,,-100.0,-69.0
347003,54.0,,-100.0,-69.0
347008,54.0,,-100.0,-69.0
347024,53.0,,-100.0,-69.0
347025,52.0,,-100.0,-69.16666666666667
347031,52.0,,-100.0,-69.33333333333333
347039,51.0,,-100.0,-69.5
347045,51.0,,-100.0,-69.66666666666667
347055,50.0,,-100.0,-69.83333333333333
347060,50.0,,-100.0,-70.0
347071,49.5,,-100.0,-70.0
347076,49.0,,-100.0,-70.08333333333333
347082,49.0,,-100.0,-70.16666666666667
347090,48.0,,-100.0,-70.25
347096,48.0,,-100.0,-70.33333333333333
347100,47.0,,-100.0,-70.41666666666667
347107,47.0,,-100.0,-70.5
347114,46.0,,-100.0,-70.58333333333333
347122,46.0,,-100.0,-70.66666666666667
347131,45.0,,-100.0,-70.75
347138,45.0,,-100.0,-70.83333333333333
347151,44.0,,-100.0,-70.91666666666667
347154,44.0,,-100.0,-71.0
347158,44.0,,-100.0,-71.0
347166,43.5,,-100.0,-71.0
347167,43.0,,-100.0,-71.33333333333333
347173,43.0,,-100.0,-71.66666666666667
347175,42.5,,-100.0,-72.0
347189,42.0,,-100.0,-72.0
347195,42.0,,-100.0,-72.0
347204,41.0,,-100.0,-72.0
347209,41.0,,-100.0,-72.0
347219,40.0,,-100.0,-72.0
347225,40.0,,-100.0,-72.0
347228,39.5,,-100.0,-72.0
347244,39.0,,-100.0,-72.2
347249,39.0,,-100.0,-72.4
347257,38.0,,-100.0,-72.6
347263,38.0,,-100.0,-72.8
347269,37.5,,-100.0,-73.0
347276,37.0,,-100.0,-73.0
347283,37.0,,-100.0,-73.0
347293,36.0,,-100.0,-73.0
347300,35.0,,-100.0,-73.0
347301,34.5,,-100.0,-73.0
347321,34.0,,-100.0,-73.33333333333333
347328,34.0,,-100.0,-73.66666666666667
347335,33.0,,-100.0,-74.0
347343,33.0,,-100.0,-74.0
347354,32.0,,-100.0,-74.0
347360,32.0,,-100.0,-74.0
347374,32.0,,-100.0,-74.5
347389,31.666666666666668,,-100.0,-75.0
347399,31.333333333333332,,-100.0,-75.0
347401,31.0,,-100.0,-75.2
347410,31.0,,-100.0,-75.4
347419,30.0,,-100.0,-75.6
347426,30.0,,-100.0,-75.8
347430,29.5,,-100.0,-76.0
347439,29.0,,-100.0,-76.0
347447,29.0,,-100.0,-76.25
347455,28.0,,-100.0,-76.5
347462,28.0,,-100.0,-76.75
347472,27.5,,-100.0,-77.0
347476,27.0,,-100.0,-77.0
347479,27.0,,-100.0,-77.0
347491,27.0,,-100.0,-77.5
347498,26.0,,-100.0,-78.0
347506,25.0,,-100.0,-78.0
347507,25.0,,-100.0,-78.0
347513,25.0,,-100.0,-78.25
347523,24.0,,-100.0,-78.5
347531,24.0,,-100.0,-78.75
347532,23.5,,-100.0,-79.0
347538,23.0,,-100.0,-79.0
347548,23.0,,-100.0,-79.0
347556,22.0,,-100.0,-79.0
347559,22.0,,-100.0,-79.0
347561,22.0,,-100.0,-79.2
347569,21.0,,-100.0,-79.4
347575,21.0,,-100.0,-79.6
347586,20.0,,-100.0,-79.8
347593,20.0,,-100.0,-80.0
347602,19.0,,-100.0,-80.0
347610,19.0,,-100.0,-80.0
347617,18.5,,-100.0,-80.0
347618,18.0,,-100.0,-80.33333333333333
347625,18.0,,-100.0,-80.66666666666667
347626,17.5,,-100.0,-81.0
347635,17.0,,-100.0,-81.0
347640,17.0,,-100.0,-81.0
347653,15.0,,-100.0,-81.0
347654,15.0,,-100.0,-81.0
347662,15.0,,-100.0,-81.125
347671,14.0,,-100.0,-81.25
347677,14.0,,-100.0,-81.375
347687,13.0,,-100.0,-81.5
347695,13.0,,-100.0,-81.625
347705,12.0,,-100.0,-81.75
347710,12.0,,-100.0,-81.875
347713,11.5,,-100.0,-82.0
347725,11.0,,-100.0,-82.0
347727,11.0,,-100.0,-82.0
347738,11.0,,-100.0,-83.0
347746,11.0,,-100.0,-83.0
347755,10.0,,-100.0,-83.0
347761,10.0,,-100.0,-83.0
347772,9.5,,-100.0,-83.0
347773,9.0,,-100.0,-83.14285714285714
347779,9.0,,-100.0,-83.28571428571429
347790,8.0,,-100.0,-83.42857142857143
347797,8.0,,-100.0,-83.57142857142857
347806,7.0,,-100.0,-83.71428571428571
347811,7.0,,-100.0,-83.85714285714286
347817,6.666666666666667,,-100.0,-84.0
347828,6.333333333333333,,-100.0,-84.0
347840,6.0,,-100.0,-85.0
347846,6.0,,-100.0,-85.0
347857,5.0,,-100.0,-85.0
347868,5.0,,-100.0,-85.0
347874,5.0,,-100.0,-85.14285714285714
347887,4.0,,-100.0,-85.28571428571429
347892,4.0,,-100.0,-85.42857142857143
347906,3.0,,-100.0,-85.57142857142857
347913,3.0,,-100.0,-85.71428571428571
347924,2.0,,-100.0,-85.85714285714286
347930,2.0,,-100.0,-86.0
347945,1.0,,-100.0,-86.0
347953,1.0,,-100.0,-86.0
347956,0.0,,-100.0,-86.0
347959,0.0,,-100.0,-86.0
347963,0.0,,-100.0,-86.33333333333333
347973,-1.0,,-100.0,-86.66666666666667
347996,-1.0,,-100.0,-87.0
348009,-1.0,,-100.0,-87.0
348022,-1.0,,-100.0,-88.0
348027,-1.0,,-100.0,-88.0
348035,-2.0,,-100.0,-88.0
348041,-2.0,,-100.0,-88.0
348051,-3.0,,-100.0,-88.0
348058,-3.0,,-100.0,-88.0
348063,-3.3333333333333335,,-100.0,-88.0
348074,-3.6666666666666665,,-100.0,-89.0
348084,-4.0,,-100.0,-89.0
348090,-4.0,,-100.0,-89.0
348098,-5.0,,-100.0,-89.0
348103,-5.0,,-100.0,-89.0
348104,-5.5,,-100.0,-89.0
348116,-6.0,,-100.0,-89.2
348123,-6.0,,-100.0,-89.4
348132,-7.0,,-100.0,-89.6
348138,-7.0,,-100.0,-89.8
348144,-7.5,,-100.0,-90.0
348146,-8.0,,-100.0,-90.0
348152,-8.0,,-100.0,-90.0
348154,-9.0,,-100.0,-90.0
348158,-10.0,,-100.0,-90.33333333333333
348164,-10.0,,-100.0,-90.66666666666667
348166,-10.5,,-100.0,-91.0
348174,-11.0,,-100.0,-91.0
348180,-11.0,,-100.0,-91.0
348193,-11.5,,-100.0,-91.0
348195,-12.0,,-100.0,-91.14285714285714
348202,-12.0,,-100.0,-91.28571428571429
348211,-13.0,,-100.0,-91.42857142857143
348220,-13.0,,-100.0,-91.57142857142857
348233,-14.0,,-100.0,-91.71428571428571
348239,-14.0,,-100.0,-91.85714285714286
348245,-15.0,,-100.0,-92.0
348251,-16.0,,-100.0,-92.0
348259,-16.0,,-100.0,-92.0
348276,-16.5,,-100.0,-92.0
348288,-17.0,,-100.0,-92.5
348293,-17.0,,-100.0,-93.0
348304,-18.0,,-100.0,-93.0
348308,-18.0,,-100.0,-93.0
348325,-19.0,,-100.0,-93.0
348332,-19.0,,-100.0,-93.0
348340,-20.0,,-100.0,-93.0
348346,-20.0,,-100.0,-93.5
348353,-20.5,,-100.0,-94.0
348357,-21.0,,-100.0,-94.0
348365,-21.0,,-100.0,-94.0
348374,-22.0,,-100.0,-94.0
348380,-22.0,,-100.0,-94.0
348381,-23.0,,-100.0,-94.0
348382,-23.0,,-100.0,-94.0
348390,-23.0,,-100.0,-94.16666666666667
348407,-24.0,,-100.0,-94.33333333333333
348411,-24.0,,-100.0,-94.5
348423,-25.0,,-100.0,-94.66666666666667
348429,-25.0,,-100.0,-94.83333333333333
348433,-25.5,,-100.0,-95.0
348435,-26.0,,-100.0,-95.0
348442,-26.0,,-100.0,-95.0
348450,-26.5,,-100.0,-95.0
348451,-27.0,,-100.0,-95.33333333333333
348457,-27.0,,-100.0,-95.66666666666667
348460,-27.5,,-100.0,-96.0
348469,-28.0,,-100.0,-96.0
348476,-28.0,,-100.0,-96.0
348489,-29.0,,-100.0,-96.0
348509,-29.0,,-100.0,-96.0
348510,-29.5,,-100.0,-96.0
348520,-30.0,,-100.0,-96.5
348521,-30.0,,-100.0,-97.0
348527,-30.0,,-100.0,-97.0
348538,-31.0,,-100.0,-97.0
348546,-31.0,,-100.0,-97.0
348552,-32.0,,-100.0,-97.0
348557,-33.0,,-100.0,-97.5
348560,-33.0,,-100.0,-98.0
348575,-33.0,,-100.0,-98.0
348584,-35.0,,-100.0,-98.0
348586,-35.0,,-100.0,-98.0
348603,-36.0,,-100.0,-98.14285714285714
348610,-36.0,,-100.0,-98.28571428571429
348621,-37.0,,-100.0,-98.42857142857143
348626,-37.0,,-100.0,-98.57142857142857
348634,-38.0,,-100.0,-98.71428571428571
348642,-38.0,,-100.0,-98.85714285714286
348649,-38.5,,-100.0,-99.0
348651,-39.0,,-100.0,-99.0
348658,-39.0,,-100.0,-99.0
348663,-39.333333333333336,,-100.0,-99.0
348678,-39.666666666666664,,-100.0,-100.0
348680,-40.0,,-100.0,-100.0
348689,-40.0,,-100.0,-100.0
348694,-41.0,,-100.0,-100.0
348701,-41.0,,-100.0,-100.0
348708,-42.0,,-100.0,-100.0
348714,-42.0,,-100.0,-100.0
348723,-43.0,,-100.0,-100.0
348729,-43.0,,-100.0,-100.0
348750,-44.0,,-100.0,-100.0
348764,-44.0,,-100.0,-100.0
348779,-45.0,,-100.0,-100.0
348784,-45.0,,-100.0,-100.0
348793,-46.0,,-100.0,-100.0
348798,-46.0,,-100.0,-100.0
348809,-47.0,,-100.0,-100.0
348819,-48.0,,-100.0,-100.0
348846,-48.0,,-100.0,-100.0
348853,-49.0,,-100.0,-100.0
348860,-49.0,,-100.0,-100.0
348868,-50.0,,-100.0,-100.0
348874,-50.0,,-100.0,-100.0
348883,-51.0,,-100.0,-100.0
348890,-51.0,,-100.0,-100.0
348910,-52.0,,-100.0,-100.0
348917,-52.0,,-100.0,-100.0
348926,-53.0,,-100.0,-100.0
348933,-53.0,,-100.0,-100.0
348946,-54.0,,-100.0,-100.0
348954,-54.0,,-100.0,-100.0
348962,-55.0,,-100.0,-100.0
348967,-55.0,,-100.0,-100.0
348977,-56.0,,-100.0,-100.0
348982,-56.0,,-100.0,-100.0
348997,-57.0,,-100.0,-100.0
349004,-57.0,,-100.0,-100.0
349008,-58.0,,-100.0,-100.0
349014,-58.0,,-100.0,-100.0
349028,-59.0,,-100.0,-100.0
349035,-59.0,,-100.0,-100.0
349042,-60.0,,-100.0,-100.0
349057,-60.0,,-100.0,-100.0
349070,-61.0,,-100.0,-100.0
349077,-61.0,,-100.0,-100.0
349085,-62.0,,-100.0,-100.0
349093,-62.0,,-100.0,-100.0
349108,-64.0,,-100.0,-100.0
349116,-64.0,,-100.0,-100.0
349123,-65.0,,-100.0,-100.0
349129,-65.0,,-100.0,-100.0
349138,-66.0,,-100.0,-100.0
349144,-66.0,,-100.0,-100.0
349167,-67.0,,-100.0,-100.0
349178,-67.0,,-100.0,-100.0
349185,-68.0,,-100.0,-100.0
349230,-68.0,,-100.0,-100.0
349236,-69.0,,-100.0,-100.0
349242,-69.0,,-100.0,-100.0
349251,-70.0,,-100.0,-100.0
349257,-70.0,,-100.0,-100.0
349272,-72.0,,-100.0,-100.0
349279,-72.0,,-100.0,-100.0
349287,-73.0,,-100.0,-100.0
349294,-73.0,,-100.0,-100.0
349316,-74.0,,-100.0,-100.0
349324,-74.0,,-100.0,-100.0
349332,-75.0,,-100.0,-100.0
349360,-75.0,,-100.0,-100.0
349389,-76.0,,-100.0,-100.0
349395,-76.0,,-100.0,-100.0
349403,-77.0,,-100.0,-100.0
349410,-77.0,,-100.0,-100.0
349424,-78.0,,-100.0,-100.0
349430,-78.0,,-100.0,-100.0
349434,-79.0,,-100.0,-100.0
349444,-79.0,,-100.0,-100.0
349453,-80.0,,-100.0,-100.0
349460,-80.0,,-100.0,-100.0
349487,-81.0,,-100.0,-100.0
349493,-81.0,,-100.0,-100.0
349503,-82.0,,-100.0,-100.0
349545,-82.0,,-100.0,-100.0
349551,-83.0,,-100.0,-100.0
349559,-83.0,,-100.0,-100.0
349584,-85.0,,-100.0,-100.0
349590,-85.0,,-100.0,-100.0
349596,-86.0,,-100.0,-100.0
349603,-86.0,,-100.0,-100.0
349617,-87.0,,-100.0,-100.0
349625,-87.0,,-100.0,-100.0
349632,-88.0,,-100.0,-100.0
349639,-88.0,,-100.0,-100.0
349648,-89.0,,-100.0,-100.0
349654,-89.0,,-100.0,-100.0
349668,-90.0,,-100.0,-100.0
349673,-90.0,,-100.0,-100.0
349681,-91.0,,-100.0,-100.0
349686,-91.0,,-100.0,-100.0
349701,-92.0,,-100.0,-100.0
349707,-92.0,,-100.0,-100.0
349716,-93.0,,-100.0,-100.0
349723,-93.0,,-100.0,-100.0
349734,-94.0,,-100.0,-100.0
349741,-94.0,,-100.0,-100.0
349767,-95.0,,-100.0,-100.0
349790,-95.0,,-100.0,-100.0
349801,-96.0,,-100.0,-100.0
349819,-96.0,,-100.0,-100.0
349824,-97.0,,-100.0,-100.0
349866,-98.0,,-100.0,-100.0
349880,-99.0,,-100.0,-100.0
349886,-99.0,,-100.0,-100.0
349913,-100.0,,-100.0,-100.0
349914,,,-100.0,-100.0
355488,,,-100.0,-100.0
355592,,,-100.0,-99.0
355681,,,-100.0,-99.0
355698,,,-100.0,-98.0
355702,,,-100.0,-98.0
355711,,,-100.0,-97.0
355769,,,-100.0,-97.0
355832,,,-100.0,-96.0
355866,,,-100.0,-96.0
355879,,,-100.0,-95.0
355927,,,-100.0,-95.0
355932,,,-100.0,-94.0
355962,,,-100.0,-94.0
355974,,,-100.0,-93.0
355992,,,-100.0,-93.0
356004,,,-100.0,-92.0
356023,,,-100.0,-92.0
356070,,,-100.0,-91.0
356092,,,-100.0,-91.0
356102,,,-100.0,-90.0
356110,,,-100.0,-90.0
356145,,,-100.0,-89.0
356152,,,-100.0,-89.0
356164,,,-100.0,-88.0
356184,,,-100.0,-88.0
356238,,,-100.0,-87.0
356325,,,-100.0,-87.0
356337,,,-100.0,-86.0
356359,,,-100.0,-86.0
356401,,,-100.0,-85.0
356407,,,-100.0,-85.0
356419,,,-100.0,-84.0
356440,,,-100.0,-84.0
356454,,,-100.0,-83.0
356477,,,-100.0,-83.0
356497,,,-100.0,-82.0
356539,,,-100.0,-82.0
356562,,,-100.0,-81.0
356584,,,-100.0,-81.0
356596,,,-100.0,-80.0
356659,,,-100.0,-80.0
356676,,,-100.0,-79.0
356694,,,-100.0,-79.0
356750,,,-100.0,-78.0
356758,,,-100.0,-78.0
356770,,,-100.0,-77.0
356788,,,-100.0,-77.0
356837,,,-100.0,-75.0
356892,,,-100.0,-75.0
356905,,,-100.0,-74.0
356926,,,-100.0,-74.0
356945,,,-100.0,-73.0
356951,,,-100.0,-73.0
356982,,,-100.0,-72.0
356989,,,-100.0,-72.0
357009,,,-100.0,-71.0
357033,,,-100.0,-71.0
357043,,,-100.0,-70.0
357066,,,-100.0,-70.0
357078,,,-100.0,-69.0
357128,,,-100.0,-69.0
357145,,,-100.0,-68.0
357192,,,-100.0,-68.0
357217,,,-100.0,-67.0
357259,,,-100.0,-67.0
357273,,,-100.0,-66.0
357329,,,-100.0,-66.0
357343,,,-100.0,-65.0
357394,,,-100.0,-65.0
357408,,,-100.0,-64.0
357415,,,-100.0,-63.0
357419,,,-100.0,-63.0
357461,,,-100.0,-62.0
357472,,,-100.0,-62.0
357488,,,-100.0,-61.0
357509,,,-100.0,-61.0
357522,,,-100.0,-60.0
357583,,,-100.0,-60.0
357595,,,-100.0,-59.0
357614,,,-100.0,-59.0
357642,,,-100.0,-58.0
357652,,,-100.0,-58.0
357661,,,-100.0,-57.0
357684,,,-100.0,-57.0
357693,,,-100.0,-56.0
357742,,,-100.0,-56.0
357756,,,-100.0,-55.0
357785,,,-100.0,-55.0
357797,,,-100.0,-54.0
357824,,,-100.0,-54.0
357827,,,-100.0,-53.0
357874,,,-100.0,-53.0
357887,,,-100.0,-52.0
357942,,,-100.0,-52.0
357978,,,-100.0,-51.0
357988,,,-100.0,-51.0
357998,,,-100.0,-50.0
358059,,,-100.0,-50.0
358060,,,-100.0,-49.0
358095,,,-100.0,-49.0
358108,,,-100.0,-48.0
358138,,,-100.0,-48.0
358155,,,-100.0,-47.0
358165,,,-100.0,-47.0
358176,,,-100.0,-46.0
358227,,,-100.0,-46.0
358239,,,-100.0,-45.0
358259,,,-100.0,-45.0
358270,,,-100.0,-44.0
358294,,,-100.0,-44.0
358334,,,-100.0,-43.0
358342,,,-100.0,-43.0
