,A3QFK8SWWMHIW,A3BPENSX5EVJ2,A371SNJNNUY9Z,AN26GE0GN8DP0
130399,-100.0,-100.0,-100.0,100.0
130430,-100.0,-100.0,-100.0,100.0
130447,-100.0,-100.0,-100.0,100.0
130457,-100.0,-100.0,-100.0,100.0
130469,-100.0,-100.0,-100.0,100.0
130510,-100.0,-100.0,-100.0,100.0
130518,-100.0,-100.0,-100.0,100.0
130529,-100.0,-100.0,-100.0,100.0
130537,-100.0,-100.0,-100.0,100.0
130546,-100.0,-100.0,-100.0,100.0
130554,-100.0,-100.0,-100.0,100.0
130565,-100.0,-100.0,-100.0,100.0
130574,-100.0,-100.0,-100.0,100.0
130583,-100.0,-100.0,-100.0,100.0
130594,-100.0,-100.0,-100.0,100.0
130602,-100.0,-100.0,-100.0,100.0
130622,-100.0,-100.0,-100.0,100.0
130661,-100.0,-100.0,-100.0,100.0
130674,-100.0,-100.0,-100.0,100.0
130692,-100.0,-100.0,-100.0,100.0
130699,-100.0,-100.0,-100.0,100.0
130725,-100.0,-100.0,-100.0,100.0
130734,-100.0,-100.0,-100.0,100.0
130747,-100.0,-100.0,-100.0,100.0
130764,-100.0,-100.0,-100.0,100.0
130792,-100.0,-100.0,-100.0,100.0
130800,-100.0,-100.0,-100.0,100.0
130836,-100.0,-100.0,-100.0,100.0
130860,-100.0,-100.0,-100.0,100.0
130886,-100.0,-100.0,-100.0,100.0
130941,-100.0,-100.0,-100.0,100.0
131002,-100.0,-100.0,-100.0,100.0
131016,-100.0,-100.0,-100.0,100.0
131036,-100.0,-100.0,-100.0,100.0
131094,-100.0,-100.0,-100.0,100.0
131166,-100.0,-100.0,-100.0,100.0
131189,-100.0,-100.0,-100.0,100.0
131244,-100.0,-100.0,-100.0,100.0
131252,-100.0,-100.0,-100.0,100.0
131321,-100.0,-100.0,-100.0,100.0
131388,-100.0,-100.0,-100.0,100.0
131502,-100.0,-100.0,-100.0,100.0
131530,-100.0,-100.0,-100.0,100.0
131557,-100.0,-100.0,-100.0,100.0
131577,-100.0,-100.0,-100.0,100.0
131602,-100.0,-100.0,-100.0,100.0
131620,-100.0,-100.0,-100.0,100.0
131670,-100.0,-100.0,-100.0,100.0
131680,-100.0,-100.0,-100.0,100.0
131871,-100.0,-100.0,-100.0,100.0
131947,-100.0,-100.0,-100.0,100.0
132003,-100.0,-100.0,-100.0,100.0
132043,-100.0,-100.0,-100.0,100.0
132072,-100.0,-100.0,-100.0,100.0
132091,-100.0,-100.0,-100.0,100.0
132187,-100.0,-100.0,-100.0,100.0
132221,-100.0,-100.0,-100.0,100.0
132273,-100.0,-100.0,-100.0,100.0
132291,-100.0,-100.0,-100.0,100.0
132368,-100.0,-100.0,-100.0,100.0
132391,-100.0,-100.0,-100.0,100.0
132454,-100.0,-100.0,-100.0,100.0
132477,-100.0,-100.0,-100.0,100.0
132480,-100.0,-100.0,-100.0,100.0
132496,-100.0,-100.0,-100.0,100.0
132501,-100.0,-100.0,-100.0,100.0
132519,-100.0,-100.0,-100.0,100.0
132646,-100.0,-100.0,-100.0,100.0
132662,-100.0,-100.0,-100.0,100.0
132761,-100.0,-100.0,-100.0,100.0
132786,-100.0,-100.0,-100.0,100.0
132836,-100.0,-100.0,-100.0,100.0
132880,-100.0,-100.0,-100.0,100.0
132911,-100.0,-100.0,-100.0,100.0
132932,-100.0,-100.0,-100.0,100.0
132958,-100.0,-100.0,-100.0,100.0
132986,-100.0,-100.0,-100.0,100.0
133012,-100.0,-100.0,-100.0,100.0
133033,-100.0,-100.0,-100.0,100.0
133072,-100.0,-100.0,-100.0,100.0
133081,-100.0,-100.0,-100.0,100.0
133109,-100.0,-100.0,-100.0,100.0
133132,-100.0,-100.0,-100.0,100.0
133159,-100.0,-100.0,-100.0,100.0
133182,-100.0,-100.0,-100.0,100.0
133213,-100.0,-100.0,-100.0,100.0
133246,-100.0,-100.0,-100.0,100.0
133273,-100.0,-100.0,-100.0,100.0
133291,-100.0,-100.0,-100.0,100.0
133399,-100.0,-100.0,-100.0,100.0
133515,-100.0,-100.0,-100.0,100.0
133534,-100.0,-100.0,-100.0,100.0
133600,-100.0,-100.0,-100.0,100.0
133695,-100.0,-100.0,-100.0,100.0
133723,-100.0,-100.0,-100.0,100.0
133814,-100.0,-100.0,-100.0,100.0
133833,-100.0,-100.0,-100.0,100.0
133897,-100.0,-100.0,-100.0,100.0
133929,-100.0,-100.0,-100.0,100.0
133944,-100.0,-100.0,-100.0,100.0
133954,-100.0,-100.0,-100.0,100.0
133981,-100.0,-100.0,-100.0,100.0
133999,-100.0,-100.0,-100.0,100.0
134105,-100.0,-100.0,-100.0,100.0
134155,-100.0,-100.0,-100.0,100.0
134301,-100.0,-100.0,-100.0,100.0
134334,-100.0,-100.0,-100.0,100.0
134386,-100.0,-100.0,-100.0,100.0
134412,-100.0,-100.0,-100.0,100.0
134509,-100.0,-100.0,-100.0,100.0
134526,-100.0,-100.0,-100.0,100.0
134626,-100.0,-100.0,-100.0,100.0
134651,-100.0,-100.0,-100.0,100.0
134703,-100.0,-100.0,-100.0,100.0
134725,-100.0,-100.0,-100.0,100.0
134887,-100.0,-100.0,-100.0,100.0
134929,-100.0,-100.0,-100.0,100.0
135106,-100.0,-100.0,-100.0,100.0
135127,-100.0,-100.0,-100.0,100.0
135198,-100.0,-100.0,-100.0,100.0
135222,-100.0,-100.0,-100.0,100.0
135223,-100.0,-100.0,-100.0,100.0
140604,-100.0,-100.0,-100.0,100.0
140605,-100.0,-100.0,-100.0,100.0
140617,-100.0,-100.0,-100.0,100.0
140634,-100.0,-100.0,-100.0,100.0
140646,-100.0,-100.0,-100.0,100.0
140672,-100.0,-100.0,-100.0,100.0
140683,-100.0,-100.0,-100.0,100.0
140703,-100.0,-100.0,-100.0,100.0
140712,-100.0,-100.0,-100.0,100.0
140730,-100.0,-100.0,-100.0,100.0
140740,-100.0,-100.0,-100.0,100.0
140755,-100.0,-100.0,-100.0,100.0
140765,-100.0,-100.0,-100.0,100.0
140784,-100.0,-100.0,-100.0,100.0
140792,-100.0,-100.0,-100.0,100.0
140836,-100.0,-100.0,-100.0,100.0
140843,-100.0,-100.0,-100.0,100.0
140873,-100.0,-100.0,-100.0,100.0
140881,-100.0,-100.0,-100.0,100.0
140899,-100.0,-100.0,-100.0,100.0
140906,-100.0,-100.0,-100.0,100.0
140924,-100.0,-100.0,-100.0,100.0
140933,-100.0,-100.0,-100.0,100.0
140951,-100.0,-100.0,-100.0,100.0
140956,-100.0,-100.0,-100.0,100.0
140974,-100.0,-100.0,-100.0,100.0
140985,-100.0,-100.0,-100.0,100.0
141007,-100.0,-100.0,-100.0,100.0
141016,-100.0,-100.0,-100.0,100.0
141036,-100.0,-100.0,-100.0,100.0
141049,-100.0,-100.0,-100.0,100.0
141067,-100.0,-100.0,-100.0,100.0
141074,-100.0,-100.0,-100.0,100.0
141104,-100.0,-100.0,-100.0,100.0
141111,-100.0,-100.0,-100.0,100.0
141129,-100.0,-100.0,-100.0,100.0
141136,-100.0,-100.0,-100.0,100.0
141154,-100.0,-100.0,-100.0,100.0
141167,-100.0,-100.0,-100.0,100.0
141213,-100.0,-100.0,-100.0,100.0
141223,-100.0,-100.0,-100.0,100.0
141242,-100.0,-100.0,-100.0,100.0
141253,-100.0,-100.0,-100.0,100.0
141280,-100.0,-100.0,-100.0,100.0
141289,-100.0,-100.0,-100.0,100.0
141298,-100.0,-100.0,-100.0,100.0
141306,-100.0,-100.0,-100.0,100.0
141327,-100.0,-100.0,-100.0,100.0
141335,-100.0,-100.0,-100.0,100.0
141357,-100.0,-100.0,-100.0,100.0
141371,-100.0,-100.0,-100.0,100.0
141439,-100.0,-100.0,-100.0,100.0
141467,-100.0,-100.0,-100.0,100.0
141483,-100.0,-100.0,-100.0,100.0
141508,-100.0,-100.0,-100.0,100.0
141518,-100.0,-100.0,-100.0,100.0
141526,-100.0,-100.0,-100.0,100.0
141538,-100.0,-100.0,-100.0,100.0
141551,-100.0,-100.0,-100.0,100.0
141563,-100.0,-100.0,-100.0,100.0
141571,-100.0,-100.0,-100.0,100.0
141581,-100.0,-100.0,-100.0,100.0
141588,-100.0,-100.0,-100.0,100.0
141605,-100.0,-100.0,-100.0,100.0
141624,-100.0,-100.0,-100.0,100.0
141635,-100.0,-100.0,-100.0,100.0
141642,-100.0,-100.0,-100.0,100.0
141671,-100.0,-100.0,-100.0,100.0
141678,-100.0,-100.0,-100.0,100.0
141687,-100.0,-100.0,-100.0,100.0
141695,-100.0,-100.0,-100.0,100.0
141708,-100.0,-100.0,-100.0,100.0
141729,-100.0,-100.0,-100.0,100.0
141763,-100.0,-100.0,-100.0,100.0
141767,-100.0,-100.0,-100.0,100.0
141780,-100.0,-100.0,-100.0,100.0
141787,-100.0,-100.0,-100.0,100.0
141798,-100.0,-100.0,-100.0,100.0
141805,-100.0,-100.0,-100.0,100.0
141815,-100.0,-100.0,-100.0,100.0
141823,-100.0,-100.0,-100.0,100.0
141836,-100.0,-100.0,-100.0,100.0
141844,-100.0,-100.0,-100.0,100.0
141877,-100.0,-100.0,-100.0,100.0
141888,-100.0,-100.0,-100.0,100.0
141902,-100.0,-100.0,-100.0,100.0
141921,-100.0,-100.0,-100.0,100.0
141944,-100.0,-100.0,-100.0,100.0
141948,-100.0,-100.0,-100.0,100.0
141959,-100.0,-100.0,-100.0,100.0
141965,-100.0,-100.0,-100.0,100.0
141979,-100.0,-100.0,-100.0,100.0
141986,-100.0,-100.0,-100.0,100.0
141999,-100.0,-100.0,-100.0,100.0
142006,-100.0,-100.0,-100.0,100.0
142047,-100.0,-100.0,-100.0,100.0
142055,-100.0,-100.0,-100.0,100.0
142079,-100.0,-100.0,-100.0,100.0
142087,-100.0,-100.0,-100.0,100.0
142115,-100.0,-100.0,-100.0,100.0
142122,-100.0,-100.0,-100.0,100.0
142158,-100.0,-100.0,-100.0,100.0
142165,-100.0,-100.0,-100.0,100.0
142202,-100.0,-100.0,-100.0,100.0
142212,-100.0,-100.0,-100.0,100.0
142234,-100.0,-100.0,-100.0,100.0
142252,-100.0,-100.0,-100.0,100.0
142296,-100.0,-100.0,-100.0,100.0
142313,-100.0,-100.0,-100.0,100.0
142324,-100.0,-100.0,-100.0,100.0
142333,-100.0,-100.0,-100.0,100.0
142368,-100.0,-100.0,-100.0,100.0
142377,-100.0,-100.0,-100.0,100.0
142428,-100.0,-100.0,-100.0,100.0
142435,-100.0,-100.0,-100.0,100.0
142462,-100.0,-100.0,-100.0,100.0
142475,-100.0,-100.0,-100.0,100.0
142523,-100.0,-100.0,-100.0,100.0
142533,-100.0,-100.0,-100.0,100.0
142572,-100.0,-100.0,-100.0,100.0
142580,-100.0,-100.0,-100.0,100.0
142621,-100.0,-100.0,-100.0,100.0
142628,-100.0,-100.0,-100.0,100.0
142638,-100.0,-100.0,-100.0,100.0
142645,-100.0,-100.0,-100.0,100.0
142657,-100.0,-100.0,-100.0,100.0
142665,-100.0,-100.0,-100.0,100.0
142679,-100.0,-100.0,-100.0,100.0
142712,-100.0,-100.0,-100.0,100.0
142724,-100.0,-100.0,-100.0,100.0
142735,-100.0,-100.0,-100.0,100.0
142770,-100.0,-100.0,-100.0,100.0
142778,-100.0,-100.0,-100.0,100.0
142792,-100.0,-100.0,-100.0,100.0
142795,-100.0,-100.0,-100.0,100.0
142813,-100.0,-100.0,-100.0,100.0
142826,-100.0,-100.0,-100.0,100.0
142868,-100.0,-100.0,-100.0,100.0
142878,-100.0,-100.0,-100.0,100.0
142910,-100.0,-100.0,-100.0,100.0
142923,-100.0,-100.0,-100.0,100.0
142934,-100.0,-100.0,-100.0,100.0
142941,-100.0,-100.0,-100.0,100.0
142986,-100.0,-100.0,-100.0,100.0
142991,-100.0,-100.0,-100.0,100.0
143005,-100.0,-100.0,-100.0,100.0
143011,-100.0,-100.0,-100.0,100.0
143023,-100.0,-100.0,-100.0,100.0
143030,-100.0,-100.0,-100.0,100.0
143058,-100.0,-100.0,-100.0,100.0
143072,-100.0,-100.0,-100.0,100.0
143094,-100.0,-100.0,-100.0,100.0
143120,-100.0,-100.0,-100.0,100.0
143132,-100.0,-100.0,-100.0,100.0
143141,-100.0,-100.0,-100.0,100.0
143199,-100.0,-100.0,-100.0,100.0
143212,-100.0,-100.0,-100.0,100.0
143223,-100.0,-100.0,-100.0,100.0
143231,-100.0,-100.0,-100.0,100.0
143244,-100.0,-100.0,-100.0,100.0
143253,-100.0,-100.0,-100.0,100.0
143275,-100.0,-100.0,-100.0,100.0
143283,-100.0,-100.0,-100.0,100.0
143295,-100.0,-100.0,-100.0,100.0
143319,-100.0,-100.0,-100.0,100.0
143343,-100.0,-100.0,-100.0,100.0
143348,-100.0,-100.0,-100.0,100.0
143363,-100.0,-100.0,-100.0,100.0
143370,-100.0,-100.0,-100.0,100.0
143398,-100.0,-100.0,-100.0,100.0
143403,-100.0,-100.0,-100.0,100.0
143418,-100.0,-100.0,-100.0,100.0
143426,-100.0,-100.0,-100.0,100.0
143461,-100.0,-100.0,-100.0,100.0
143470,-100.0,-100.0,-100.0,100.0
143483,-100.0,-100.0,-100.0,100.0
143492,-100.0,-100.0,-100.0,100.0
143505,-100.0,-100.0,-100.0,100.0
143515,-100.0,-100.0,-100.0,100.0
143552,-100.0,-100.0,-100.0,100.0
143558,-100.0,-100.0,-100.0,100.0
143596,-100.0,-100.0,-100.0,100.0
143605,-100.0,-100.0,-100.0,100.0
143638,-100.0,-100.0,-100.0,100.0
143643,-100.0,-100.0,-100.0,100.0
143649,-100.0,-100.0,-100.0,100.0
143650,-100.0,-100.0,-100.0,100.0
143704,-100.0,-100.0,-100.0,100.0
143724,-100.0,-100.0,-100.0,100.0
143823,-100.0,-100.0,-100.0,100.0
143858,-100.0,-100.0,-100.0,100.0
143893,-100.0,-100.0,-100.0,100.0
143914,-100.0,-100.0,-100.0,100.0
144075,-100.0,-100.0,-100.0,100.0
144102,-100.0,-100.0,-100.0,100.0
144137,-100.0,-100.0,-100.0,100.0
144190,-100.0,-100.0,-100.0,100.0
144221,-100.0,-100.0,-100.0,100.0
144242,-100.0,-100.0,-100.0,100.0
144277,-100.0,-100.0,-100.0,100.0
144288,-100.0,-100.0,-100.0,100.0
144400,-100.0,-100.0,-100.0,100.0
144422,-100.0,-100.0,-100.0,100.0
144495,-100.0,-100.0,-100.0,100.0
144515,-100.0,-100.0,-100.0,100.0
144546,-100.0,-100.0,-100.0,100.0
144566,-100.0,-100.0,-100.0,100.0
144598,-100.0,-100.0,-100.0,100.0
144629,-100.0,-100.0,-100.0,100.0
144658,-100.0,-100.0,-100.0,100.0
144705,-100.0,-100.0,-100.0,100.0
144760,-100.0,-100.0,-100.0,100.0
144780,-100.0,-100.0,-100.0,100.0
144886,-100.0,-100.0,-100.0,100.0
144910,-100.0,-100.0,-100.0,100.0
144968,-100.0,-100.0,-100.0,100.0
145066,-100.0,-100.0,-100.0,100.0
145101,-100.0,-100.0,-100.0,100.0
145130,-100.0,-100.0,-100.0,100.0
145160,-100.0,-100.0,-100.0,100.0
145219,-100.0,-100.0,-100.0,100.0
145344,-100.0,-100.0,-100.0,100.0
145360,-100.0,-100.0,-100.0,100.0
145394,-100.0,-100.0,-100.0,100.0
145416,-100.0,-100.0,-100.0,100.0
145520,-100.0,-100.0,-100.0,100.0
145544,-100.0,-100.0,-100.0,100.0
145615,-100.0,-100.0,-100.0,100.0
145683,-100.0,-100.0,-100.0,100.0
145804,-100.0,-100.0,-100.0,100.0
145835,-100.0,-100.0,-100.0,100.0
145867,-100.0,-100.0,-100.0,100.0
145889,-100.0,-100.0,-100.0,100.0
145920,-100.0,-100.0,-100.0,100.0
145944,-100.0,-100.0,-100.0,100.0
146098,-100.0,-100.0,-100.0,100.0
146122,-100.0,-100.0,-100.0,100.0
146250,-100.0,-100.0,-100.0,100.0
146299,-100.0,-100.0,-100.0,100.0
146446,-100.0,-100.0,-100.0,100.0
146477,-100.0,-100.0,-100.0,100.0
146612,-100.0,-100.0,-100.0,100.0
146635,-100.0,-100.0,-100.0,100.0
146753,-100.0,-100.0,-100.0,100.0
146788,-100.0,-100.0,-100.0,100.0
146922,-100.0,-100.0,-100.0,100.0
146945,-100.0,-100.0,-100.0,100.0
146981,-100.0,-100.0,-100.0,100.0
147007,-100.0,-100.0,-100.0,100.0
147264,-100.0,-100.0,-100.0,100.0
147284,-100.0,-100.0,-100.0,100.0
147406,-100.0,-100.0,-100.0,100.0
147429,-100.0,-100.0,-100.0,100.0
147488,-100.0,-100.0,-100.0,100.0
147506,-100.0,-100.0,-100.0,100.0
147537,-100.0,-100.0,-100.0,100.0
147566,-100.0,-100.0,-100.0,100.0
147682,-100.0,-100.0,-100.0,100.0
147695,-100.0,-100.0,-100.0,100.0
147750,-100.0,-100.0,-100.0,100.0
147784,-100.0,-100.0,-100.0,100.0
147927,-100.0,-100.0,-100.0,100.0
147946,-100.0,-100.0,-100.0,100.0
148135,-100.0,-100.0,-100.0,100.0
148158,-100.0,-100.0,-100.0,100.0
148259,-100.0,-100.0,-100.0,100.0
148319,-100.0,-100.0,-100.0,100.0
148517,-100.0,-100.0,-100.0,100.0
148593,-100.0,-100.0,-100.0,100.0
148700,-100.0,-100.0,-100.0,100.0
148734,-100.0,-100.0,-100.0,100.0
148804,-100.0,-100.0,-100.0,100.0
148880,-100.0,-100.0,-100.0,100.0
148913,-100.0,-100.0,-100.0,100.0
148934,-100.0,-100.0,-100.0,100.0
148965,-100.0,-100.0,-100.0,100.0
149010,-100.0,-100.0,-100.0,100.0
149344,-100.0,-100.0,-100.0,100.0
149430,-100.0,-100.0,-100.0,100.0
149449,-100.0,-100.0,-100.0,100.0
149491,-100.0,-100.0,-100.0,100.0
149595,-100.0,-100.0,-100.0,100.0
149621,-100.0,-100.0,-100.0,100.0
149726,-100.0,-100.0,-100.0,100.0
149781,-100.0,-100.0,-100.0,100.0
149934,-100.0,-100.0,-100.0,100.0
150012,-100.0,-100.0,-100.0,100.0
150075,-100.0,-100.0,-100.0,100.0
150113,-100.0,-100.0,-100.0,100.0
150299,-100.0,-100.0,-100.0,100.0
150338,-100.0,-100.0,-100.0,100.0
150417,-100.0,-100.0,-100.0,100.0
150436,-100.0,-100.0,-100.0,100.0
150569,-100.0,-100.0,-100.0,100.0
150608,-100.0,-100.0,-100.0,100.0
150823,-100.0,-100.0,-100.0,100.0
150867,-100.0,-100.0,-100.0,100.0
150924,-100.0,-100.0,-100.0,100.0
150949,-100.0,-100.0,-100.0,100.0
151050,-100.0,-100.0,-100.0,100.0
151123,-100.0,-100.0,-100.0,100.0
151240,-100.0,-100.0,-100.0,100.0
151304,-100.0,-100.0,-100.0,100.0
151497,-100.0,-100.0,-100.0,100.0
151566,-100.0,-100.0,-100.0,100.0
151676,-100.0,-100.0,-100.0,100.0
151725,-100.0,-100.0,-100.0,100.0
151823,-100.0,-100.0,-100.0,100.0
152084,-100.0,-100.0,-100.0,100.0
152121,-100.0,-100.0,-100.0,100.0
152173,-100.0,-100.0,-100.0,100.0
152222,-100.0,-100.0,-100.0,100.0
152246,-100.0,-100.0,-100.0,100.0
152285,-100.0,-100.0,-100.0,100.0
152325,-100.0,-100.0,-100.0,100.0
152363,-100.0,-100.0,-100.0,100.0
152433,-100.0,-100.0,-100.0,100.0
152495,-100.0,-100.0,-100.0,100.0
152523,-100.0,-100.0,-100.0,100.0
152629,-100.0,-100.0,-100.0,100.0
152645,-100.0,-100.0,-100.0,100.0
152785,-100.0,-100.0,-100.0,100.0
152831,-100.0,-100.0,-100.0,100.0
152904,-100.0,-100.0,-100.0,100.0
152932,-100.0,-100.0,-100.0,100.0
153018,-100.0,-100.0,-100.0,100.0
153079,-100.0,-100.0,-100.0,100.0
153305,-100.0,-100.0,-100.0,100.0
153340,-100.0,-100.0,-100.0,100.0
153481,-100.0,-100.0,-100.0,100.0
153499,-100.0,-100.0,-100.0,100.0
153630,-100.0,-100.0,-100.0,100.0
153683,-100.0,-100.0,-100.0,100.0
153742,-100.0,-100.0,-100.0,100.0
153766,-100.0,-100.0,-100.0,100.0
153984,-100.0,-100.0,-100.0,100.0
154014,-100.0,-100.0,-100.0,100.0
154133,-100.0,-100.0,-100.0,100.0
154147,-100.0,-100.0,-100.0,100.0
154194,-100.0,-100.0,-100.0,100.0
154223,-100.0,-100.0,-100.0,100.0
154423,-100.0,-100.0,-100.0,100.0
154449,-100.0,-100.0,-100.0,100.0
154489,-100.0,-100.0,-100.0,100.0
154547,-100.0,-100.0,-100.0,100.0
154735,-100.0,-100.0,-100.0,100.0
154763,-100.0,-100.0,-100.0,100.0
154916,-100.0,-100.0,-100.0,100.0
154947,-100.0,-100.0,-100.0,100.0
155670,-100.0,-100.0,-100.0,100.0
155697,-100.0,-100.0,-100.0,100.0
155933,-100.0,-100.0,-100.0,100.0
155966,-100.0,-100.0,-100.0,100.0
156160,-100.0,-100.0,-100.0,100.0
156206,-100.0,-100.0,-100.0,100.0
156469,-100.0,-100.0,-100.0,100.0
156489,-100.0,-100.0,-100.0,100.0
156693,-100.0,-100.0,-100.0,100.0
156739,-100.0,-100.0,-100.0,100.0
156783,-100.0,-100.0,-100.0,100.0
156829,-100.0,-100.0,-100.0,100.0
157005,-100.0,-100.0,-100.0,100.0
157057,-100.0,-100.0,-100.0,100.0
157104,-100.0,-100.0,-100.0,100.0
157151,-100.0,-100.0,-100.0,100.0
157315,-100.0,-100.0,-100.0,100.0
157358,-100.0,-100.0,-100.0,100.0
160392,-100.0,-100.0,-100.0,100.0
160393,-100.0,-100.0,-100.0,100.0
160413,-100.0,-100.0,-100.0,100.0
160446,-100.0,-100.0,-100.0,100.0
160463,-100.0,-100.0,-100.0,100.0
160481,-100.0,-100.0,-100.0,100.0
160488,-100.0,-100.0,-100.0,100.0
160503,-100.0,-100.0,-100.0,100.0
160506,-100.0,-100.0,-99.5,100.0
160522,-100.0,-100.0,-99.0,100.0
160540,-100.0,-100.0,-99.0,100.0
160551,-100.0,-100.0,-99.0,100.0
160558,-100.0,-100.0,-98.0,100.0
160575,-100.0,-100.0,-98.0,100.0
160582,-100.0,-100.0,-98.0,100.0
160593,-100.0,-100.0,-97.5,100.0
160597,-100.0,-100.0,-97.0,100.0
160616,-100.0,-100.0,-97.0,100.0
160626,-100.0,-100.0,-96.0,100.0
160628,-100.0,-100.0,-96.0,100.0
160643,-100.0,-100.0,-96.0,100.0
160646,-100.0,-100.0,-95.5,100.0
160660,-100.0,-100.0,-95.0,100.0
160663,-100.0,-100.0,-95.0,100.0
160669,-100.0,-100.0,-95.0,100.0
160680,-100.0,-100.0,-94.5,100.0
160685,-100.0,-100.0,-94.0,100.0
160698,-100.0,-100.0,-94.0,100.0
160702,-100.0,-100.0,-94.0,100.0
160708,-100.0,-100.0,-93.5,100.0
160720,-100.0,-100.0,-93.0,100.0
160722,-100.0,-100.0,-93.0,100.0
160739,-100.0,-100.0,-93.0,100.0
160754,-100.0,-100.0,-92.0,100.0
160758,-100.0,-100.0,-92.0,100.0
160774,-100.0,-100.0,-92.0,100.0
160788,-100.0,-100.0,-91.0,100.0
160793,-100.0,-100.0,-90.5,100.0
160806,-100.0,-100.0,-90.0,100.0
160809,-100.0,-100.0,-89.0,100.0
160824,-100.0,-100.0,-88.0,100.0
160826,-100.0,-100.0,-87.5,100.0
160841,-100.0,-100.0,-87.0,100.0
160845,-100.0,-100.0,-86.5,100.0
160860,-100.0,-100.0,-86.0,100.0
160862,-100.0,-100.0,-85.5,100.0
160867,-100.0,-100.0,-85.0,100.0
160880,-100.0,-100.0,-84.5,100.0
160882,-100.0,-100.0,-84.0,100.0
160898,-100.0,-100.0,-83.5,100.0
160901,-100.0,-100.0,-83.0,100.0
160914,-100.0,-100.0,-82.5,100.0
160919,-100.0,-100.0,-82.0,100.0
160922,-100.0,-100.0,-81.5,100.0
160939,-100.0,-100.0,-81.0,100.0
160956,-100.0,-100.0,-80.0,100.0
160958,-100.0,-100.0,-79.5,100.0
160973,-100.0,-100.0,-79.0,100.0
160977,-100.0,-100.0,-79.0,100.0
160991,-100.0,-100.0,-79.0,100.0
160998,-100.0,-100.0,-79.0,100.0
161008,-100.0,-100.0,-78.0,100.0
161026,-100.0,-100.0,-78.0,100.0
161032,-100.0,-100.0,-78.0,100.0
161044,-100.0,-100.0,-77.5,100.0
161045,-100.0,-100.0,-77.0,100.0
161062,-100.0,-100.0,-77.0,100.0
161076,-100.0,-100.0,-76.0,100.0
161079,-100.0,-100.0,-76.0,100.0
161095,-100.0,-100.0,-76.0,100.0
161096,-100.0,-100.0,-75.5,100.0
161100,-100.0,-100.0,-75.0,100.0
161114,-100.0,-100.0,-74.5,100.0
161119,-100.0,-100.0,-74.0,100.0
161131,-100.0,-100.0,-73.5,100.0
161136,-100.0,-100.0,-73.0,100.0
161138,-100.0,-100.0,-73.0,100.0
161156,-100.0,-100.0,-73.0,100.0
161165,-100.0,-100.0,-73.0,100.0
161172,-100.0,-100.0,-72.5,100.0
161181,-100.0,-100.0,-72.0,100.0
161191,-100.0,-100.0,-72.0,100.0
161204,-100.0,-100.0,-72.0,100.0
161209,-100.0,-100.0,-71.5,100.0
161218,-100.0,-100.0,-71.0,100.0
161227,-100.0,-100.0,-71.0,100.0
161235,-100.0,-100.0,-71.0,100.0
161243,-100.0,-100.0,-70.5,100.0
161252,-100.0,-100.0,-70.0,100.0
161276,-100.0,-100.0,-70.0,100.0
161294,-100.0,-100.0,-68.0,100.0
161304,-100.0,-100.0,-67.0,100.0
161321,-100.0,-100.0,-67.0,100.0
161325,-100.0,-100.0,-67.0,100.0
161336,-100.0,-100.0,-66.0,100.0
161340,-100.0,-100.0,-66.0,100.0
161341,-100.0,-100.0,-66.0,100.0
161363,-100.0,-100.0,-66.0,100.0
161380,-100.0,-100.0,-65.0,100.0
161399,-100.0,-100.0,-65.0,100.0
161418,-100.0,-100.0,-64.0,100.0
161444,-100.0,-100.0,-64.0,100.0
161463,-100.0,-100.0,-63.0,100.0
161487,-100.0,-100.0,-63.0,100.0
161502,-100.0,-100.0,-62.0,100.0
161522,-100.0,-100.0,-62.0,100.0
161527,-100.0,-100.0,-61.0,100.0
161547,-100.0,-100.0,-61.0,100.0
161561,-100.0,-100.0,-60.0,100.0
161582,-100.0,-100.0,-60.0,100.0
161596,-100.0,-100.0,-59.0,100.0
161617,-100.0,-100.0,-59.0,100.0
161631,-100.0,-100.0,-58.0,100.0
161652,-100.0,-100.0,-58.0,100.0
161672,-100.0,-100.0,-57.0,100.0
161701,-100.0,-100.0,-57.0,100.0
161721,-100.0,-100.0,-56.0,100.0
161737,-100.0,-100.0,-56.0,100.0
161759,-100.0,-100.0,-55.0,100.0
161778,-100.0,-100.0,-55.0,100.0
161790,-100.0,-100.0,-54.0,100.0
161809,-100.0,-100.0,-54.0,100.0
161820,-100.0,-100.0,-53.0,100.0
161839,-100.0,-100.0,-52.0,100.0
161857,-100.0,-100.0,-51.0,100.0
161874,-100.0,-100.0,-49.0,100.0
161892,-100.0,-100.0,-48.0,100.0
161909,-100.0,-100.0,-47.0,100.0
161926,-100.0,-100.0,-46.0,100.0
161944,-100.0,-100.0,-45.0,100.0
161952,-100.0,-100.0,-44.0,100.0
161970,-100.0,-100.0,-44.0,100.0
161987,-100.0,-100.0,-43.0,100.0
162007,-100.0,-100.0,-43.0,100.0
162017,-100.0,-100.0,-41.0,100.0
162018,-100.0,-100.0,,100.0
163235,-100.0,-100.0,,100.0
163252,-100.0,-100.0,,100.0
163343,-100.0,-100.0,,100.0
163365,-100.0,-100.0,,100.0
163426,-100.0,-100.0,,100.0
163449,-100.0,-100.0,,100.0
163477,-100.0,-100.0,,100.0
163508,-100.0,-100.0,,100.0
163520,-100.0,-100.0,,100.0
163551,-100.0,-100.0,,100.0
163580,-100.0,-100.0,,100.0
