,A3QFK8SWWMHIW,A3BPENSX5EVJ2,A371SNJNNUY9Z,AN26GE0GN8DP0
407333,-61.0,-100.0,-100.0,100.0
407337,-61.0,-100.0,-100.0,100.0
407345,-62.0,-100.0,-100.0,100.0
407353,-62.0,-100.0,-100.0,100.0
407354,-62.0,-100.0,-100.0,100.0
407368,-62.0,-100.0,-100.0,100.0
407369,-63.0,-100.0,-100.0,100.0
407381,-64.0,-100.0,-100.0,100.0
407387,-64.0,-100.0,-100.0,100.0
407403,-65.0,-100.0,-100.0,100.0
407407,-65.0,-100.0,-100.0,100.0
407408,-66.0,-100.0,-100.0,100.0
407412,-66.0,-100.0,-100.0,100.0
407422,-67.0,-100.0,-100.0,100.0
407429,-67.0,-100.0,-100.0,100.0
407442,-68.0,-100.0,-100.0,100.0
407445,-68.0,-100.0,-100.0,100.0
407457,-69.0,-100.0,-100.0,100.0
407463,-69.0,-100.0,-100.0,100.0
407468,-70.0,-100.0,-100.0,100.0
407477,-71.0,-100.0,-100.0,100.0
407480,-71.0,-100.0,-100.0,100.0
407482,-71.0,-100.0,-100.0,100.0
407493,-72.0,-100.0,-100.0,100.0
407498,-72.0,-100.0,-100.0,100.0
407509,-73.0,-100.0,-100.0,100.0
407517,-73.0,-100.0,-100.0,100.0
407527,-74.0,-100.0,-100.0,100.0
407535,-74.0,-100.0,-100.0,100.0
407548,-75.0,-100.0,-100.0,100.0
407570,-75.0,-100.0,-100.0,100.0
407580,-76.0,-100.0,-100.0,100.0
407585,-76.0,-100.0,-100.0,100.0
407598,-77.0,-100.0,-100.0,100.0
407603,-77.0,-100.0,-100.0,100.0
407617,-78.0,-100.0,-100.0,100.0
407622,-78.0,-100.0,-100.0,100.0
407632,-80.0,-100.0,-100.0,100.0
407639,-80.0,-100.0,-100.0,100.0
407640,-81.0,-100.0,-100.0,100.0
407645,-81.0,-100.0,-100.0,100.0
407655,-81.5,-100.0,-100.0,100.0
407657,-82.0,-100.0,-100.0,100.0
407665,-82.0,-100.0,-100.0,100.0
407674,-83.0,-100.0,-100.0,100.0
407681,-83.0,-100.0,-100.0,100.0
407697,-84.0,-100.0,-100.0,100.0
407717,-84.0,-100.0,-100.0,100.0
407731,-85.0,-100.0,-100.0,100.0
407738,-85.0,-100.0,-100.0,100.0
407739,-85.5,-100.0,-100.0,100.0
407747,-86.0,-100.0,-100.0,100.0
407757,-86.0,-100.0,-100.0,100.0
407758,-86.0,-100.0,-100.0,100.0
407771,-87.0,-100.0,-100.0,100.0
407794,-87.0,-100.0,-100.0,100.0
407801,-88.0,-100.0,-100.0,100.0
407820,-88.0,-100.0,-100.0,100.0
407832,-89.0,-100.0,-100.0,100.0
407837,-89.0,-100.0,-100.0,100.0
407838,-90.0,-100.0,-100.0,100.0
407860,-90.0,-100.0,-100.0,100.0
407872,-90.5,-100.0,-100.0,100.0
407873,-91.0,-100.0,-100.0,100.0
407888,-91.0,-100.0,-100.0,100.0
407897,-91.0,-100.0,-100.0,100.0
407908,-92.0,-100.0,-100.0,100.0
407913,-92.0,-100.0,-100.0,100.0
407926,-94.0,-100.0,-100.0,100.0
407933,-94.0,-100.0,-100.0,100.0
407948,-94.0,-100.0,-100.0,99.5
407954,-95.0,-100.0,-100.0,99.0
407961,-96.0,-100.0,-100.0,99.0
407983,-96.0,-100.0,-100.0,99.0
407997,-97.0,-100.0,-100.0,99.0
407998,-97.0,-100.0,-100.0,99.0
408001,-97.0,-100.0,-100.0,98.33333333333333
408010,-97.33333333333333,-100.0,-100.0,97.66666666666667
408011,-97.66666666666667,-100.0,-100.0,97.0
408013,-98.0,-100.0,-100.0,96.8
408019,-98.0,-100.0,-100.0,96.6
408021,-98.5,-100.0,-100.0,96.4
408031,-99.0,-100.0,-100.0,96.2
408032,-99.0,-100.0,-100.0,96.0
408037,-99.0,-100.0,-100.0,96.0
408048,-100.0,-100.0,-100.0,96.0
408055,-100.0,-100.0,-100.0,96.0
408069,-100.0,-100.0,-100.0,95.0
408096,-100.0,-100.0,-100.0,95.0
408113,-100.0,-100.0,-100.0,94.0
408181,-100.0,-100.0,-100.0,94.0
408199,-100.0,-100.0,-100.0,93.0
408201,-100.0,-100.0,-100.0,93.0
408207,-100.0,-100.0,-100.0,93.0
408218,-100.0,-100.0,-100.0,93.0
408233,-100.0,-100.0,-100.0,92.0
408260,-100.0,-100.0,-100.0,92.0
408272,-100.0,-100.0,-100.0,91.0
408296,-100.0,-100.0,-100.0,91.0
408317,-100.0,-100.0,-100.0,90.0
408345,-100.0,-100.0,-100.0,90.0
408356,-100.0,-100.0,-100.0,89.0
408380,-100.0,-100.0,-100.0,89.0
408384,-100.0,-100.0,-100.0,88.5
408399,-100.0,-100.0,-100.0,88.0
408404,-100.0,-100.0,-100.0,88.0
408419,-100.0,-100.0,-100.0,88.0
408436,-100.0,-100.0,-100.0,87.0
408445,-100.0,-100.0,-100.0,87.0
408466,-100.0,-100.0,-100.0,87.0
408486,-100.0,-100.0,-100.0,86.0
408521,-100.0,-100.0,-100.0,86.0
408548,-100.0,-100.0,-100.0,85.0
408571,-100.0,-100.0,-100.0,85.0
408592,-100.0,-100.0,-100.0,84.0
408593,-100.0,-100.0,-100.0,84.0
408628,-100.0,-100.0,-100.0,84.0
408641,-100.0,-100.0,-100.0,83.0
408654,-100.0,-100.0,-100.0,83.0
408666,-100.0,-100.0,-100.0,83.0
408686,-100.0,-100.0,-100.0,82.0
408747,-100.0,-100.0,-100.0,81.0
408773,-100.0,-100.0,-100.0,80.0
408792,-100.0,-100.0,-100.0,80.0
408794,-100.0,-100.0,-100.0,80.0
408812,-100.0,-100.0,-100.0,79.0
408829,-100.0,-100.0,-100.0,79.0
408837,-100.0,-100.0,-100.0,79.0
408859,-100.0,-100.0,-100.0,78.0
408885,-100.0,-100.0,-100.0,77.0
408915,-100.0,-100.0,-100.0,77.0
408937,-100.0,-100.0,-100.0,76.0
408964,-100.0,-100.0,-100.0,76.0
408985,-100.0,-100.0,-100.0,75.0
409010,-100.0,-100.0,-100.0,75.0
409023,-100.0,-100.0,-100.0,74.0
409049,-100.0,-100.0,-100.0,74.0
409065,-100.0,-100.0,-100.0,73.5
409076,-100.0,-100.0,-100.0,73.0
409083,-100.0,-100.0,-100.0,72.5
409104,-100.0,-100.0,-100.0,72.0
409124,-100.0,-100.0,-100.0,72.0
409139,-100.0,-100.0,-100.0,71.0
409164,-100.0,-100.0,-100.0,71.0
409190,-100.0,-100.0,-100.0,70.0
409216,-100.0,-100.0,-100.0,70.0
409221,-100.0,-100.0,-100.0,69.5
409239,-100.0,-100.0,-100.0,69.0
409265,-100.0,-100.0,-100.0,68.0
409288,-100.0,-100.0,-100.0,68.0
409298,-100.0,-100.0,-100.0,68.0
409311,-100.0,-100.0,-100.0,67.0
409337,-100.0,-100.0,-100.0,67.0
409353,-100.0,-100.0,-100.0,66.0
409382,-100.0,-100.0,-100.0,66.0
409402,-100.0,-100.0,-100.0,65.0
409436,-100.0,-100.0,-100.0,65.0
409461,-100.0,-100.0,-100.0,64.0
409487,-100.0,-100.0,-100.0,63.0
409511,-100.0,-100.0,-100.0,63.0
409525,-100.0,-100.0,-100.0,62.0
409549,-100.0,-100.0,-100.0,61.5
409553,-100.0,-100.0,-100.0,61.0
409585,-100.0,-100.0,-100.0,61.0
409605,-100.0,-100.0,-100.0,60.0
409635,-100.0,-100.0,-100.0,60.0
409638,-100.0,-100.0,-100.0,60.0
409653,-100.0,-100.0,-100.0,59.0
409684,-100.0,-100.0,-100.0,59.0
409702,-100.0,-100.0,-100.0,58.0
409724,-100.0,-100.0,-100.0,58.0
409741,-100.0,-100.0,-100.0,57.0
409767,-100.0,-100.0,-100.0,57.0
409783,-100.0,-100.0,-100.0,55.0
409794,-100.0,-100.0,-100.0,55.0
409816,-100.0,-100.0,-100.0,55.0
409838,-100.0,-100.0,-100.0,54.0
409871,-100.0,-100.0,-100.0,54.0
409893,-100.0,-100.0,-100.0,53.0
409909,-100.0,-100.0,-100.0,53.0
409911,-100.0,-100.0,-100.0,53.0
409917,-100.0,-100.0,-100.0,52.5
409931,-100.0,-100.0,-100.0,52.0
409957,-100.0,-100.0,-100.0,52.0
409983,-100.0,-100.0,-100.0,51.0
410019,-100.0,-100.0,-100.0,51.0
410040,-100.0,-100.0,-100.0,50.0
410069,-100.0,-100.0,-100.0,49.0
410091,-100.0,-100.0,-100.0,49.0
410107,-100.0,-100.0,-100.0,48.0
410115,-100.0,-100.0,-100.0,48.0
410129,-100.0,-100.0,-100.0,48.0
410144,-100.0,-100.0,-100.0,47.5
410147,-100.0,-100.0,-100.0,47.0
410172,-100.0,-100.0,-100.0,46.0
410194,-100.0,-100.0,-100.0,46.0
410209,-100.0,-100.0,-100.0,45.0
410234,-100.0,-100.0,-100.0,45.0
410246,-100.0,-100.0,-100.0,44.0
410289,-100.0,-100.0,-100.0,44.0
410307,-100.0,-100.0,-100.0,43.0
410315,-100.0,-100.0,-100.0,42.5
410335,-100.0,-100.0,-100.0,42.0
410338,-100.0,-100.0,-100.0,41.666666666666664
410346,-100.0,-100.0,-100.0,41.333333333333336
410360,-100.0,-100.0,-100.0,41.0
410369,-100.0,-100.0,-100.0,41.0
410388,-100.0,-100.0,-100.0,41.0
410409,-100.0,-100.0,-100.0,40.0
410439,-100.0,-100.0,-100.0,40.0
410460,-100.0,-100.0,-100.0,39.0
410485,-100.0,-100.0,-100.0,39.0
410497,-100.0,-100.0,-100.0,38.0
410535,-100.0,-100.0,-100.0,38.0
410550,-100.0,-100.0,-100.0,37.0
410571,-100.0,-100.0,-100.0,37.0
410577,-100.0,-100.0,-100.0,37.0
410579,-100.0,-100.0,-100.0,37.0
410590,-100.0,-100.0,-100.0,36.0
410619,-100.0,-100.0,-100.0,35.0
410637,-100.0,-100.0,-100.0,35.0
410657,-100.0,-100.0,-100.0,34.0
410686,-100.0,-100.0,-100.0,34.0
410710,-100.0,-100.0,-100.0,33.0
410741,-100.0,-100.0,-100.0,33.0
410760,-100.0,-100.0,-100.0,32.0
410773,-100.0,-100.0,-100.0,31.5
410786,-100.0,-100.0,-100.0,31.0
410790,-100.0,-100.0,-100.0,31.0
410812,-100.0,-100.0,-100.0,31.0
410836,-100.0,-100.0,-100.0,30.0
410860,-100.0,-100.0,-100.0,30.0
410879,-100.0,-100.0,-100.0,29.0
410904,-100.0,-100.0,-100.0,29.0
410919,-100.0,-100.0,-100.0,28.0
410950,-100.0,-100.0,-100.0,28.0
410961,-100.0,-100.0,-100.0,27.0
410987,-100.0,-100.0,-100.0,27.0
410997,-100.0,-100.0,-100.0,26.5
411001,-100.0,-100.0,-100.0,26.0
411002,-100.0,-100.0,-100.0,26.0
411032,-100.0,-100.0,-100.0,26.0
411054,-100.0,-100.0,-100.0,25.5
411057,-100.0,-100.0,-100.0,25.0
411087,-100.0,-100.0,-100.0,24.5
411088,-100.0,-100.0,-100.0,24.0
411115,-100.0,-100.0,-100.0,24.0
411131,-100.0,-100.0,-100.0,23.0
411157,-100.0,-100.0,-100.0,22.0
411187,-100.0,-100.0,-100.0,22.0
411199,-100.0,-100.0,-100.0,21.5
411212,-100.0,-100.0,-100.0,21.0
411214,-100.0,-100.0,-100.0,20.5
411240,-100.0,-100.0,-100.0,20.0
411260,-100.0,-100.0,-100.0,20.0
411273,-100.0,-100.0,-100.0,19.5
411277,-100.0,-100.0,-100.0,19.0
411289,-100.0,-100.0,-100.0,19.0
411301,-100.0,-100.0,-100.0,19.0
411313,-100.0,-100.0,-100.0,18.0
411344,-100.0,-100.0,-100.0,18.0
411360,-100.0,-100.0,-100.0,17.0
411386,-100.0,-100.0,-100.0,17.0
411413,-100.0,-100.0,-100.0,16.0
411419,-100.0,-100.0,-100.0,16.0
411440,-100.0,-100.0,-100.0,16.0
411480,-100.0,-100.0,-100.0,15.0
411507,-100.0,-100.0,-100.0,15.0
411522,-100.0,-100.0,-100.0,14.0
411553,-100.0,-100.0,-100.0,14.0
411558,-100.0,-100.0,-100.0,13.5
411565,-100.0,-100.0,-100.0,13.0
411572,-100.0,-100.0,-100.0,12.5
411593,-100.0,-100.0,-100.0,12.0
411619,-100.0,-100.0,-100.0,12.0
411633,-100.0,-100.0,-100.0,11.0
411660,-100.0,-100.0,-100.0,11.0
411679,-100.0,-100.0,-100.0,10.0
411690,-100.0,-100.0,-100.0,10.0
411706,-100.0,-100.0,-100.0,10.0
411721,-100.0,-100.0,-100.0,9.0
411744,-100.0,-100.0,-100.0,9.0
411761,-100.0,-100.0,-100.0,8.0
411813,-100.0,-100.0,-100.0,8.0
411836,-100.0,-100.0,-100.0,7.5
411838,-100.0,-100.0,-100.0,7.0
411850,-100.0,-100.0,-100.0,6.5
411862,-100.0,-100.0,-100.0,6.0
411888,-100.0,-100.0,-100.0,5.5
411894,-100.0,-100.0,-100.0,5.0
411916,-100.0,-100.0,-100.0,5.0
411922,-100.0,-100.0,-100.0,5.0
411946,-100.0,-100.0,-100.0,4.0
411979,-100.0,-100.0,-100.0,3.0
411983,-100.0,-100.0,-100.0,3.0
412000,-100.0,-100.0,-100.0,3.0
412001,-100.0,-100.0,-100.0,2.5
412012,-100.0,-100.0,-100.0,2.0
412039,-100.0,-100.0,-100.0,1.0
412062,-100.0,-100.0,-100.0,1.0
412076,-100.0,-100.0,-100.0,0.0
412101,-100.0,-100.0,-100.0,0.0
412109,-100.0,-100.0,-100.0,-0.5
412117,-100.0,-100.0,-100.0,-1.0
412123,-100.0,-100.0,-100.0,-1.0
412142,-100.0,-100.0,-100.0,-1.0
412161,-100.0,-100.0,-100.0,-2.0
412188,-100.0,-100.0,-100.0,-2.0
412201,-100.0,-100.0,-100.0,-3.0
412238,-100.0,-100.0,-100.0,-3.0
412252,-100.0,-100.0,-100.0,-3.5
412258,-100.0,-100.0,-100.0,-4.0
412271,-100.0,-100.0,-100.0,-4.5
412285,-100.0,-100.0,-100.0,-5.0
412311,-100.0,-100.0,-100.0,-6.0
412343,-100.0,-100.0,-100.0,-6.0
412344,-100.0,-100.0,-100.0,-6.0
412356,-100.0,-100.0,-100.0,-6.5
412369,-100.0,-100.0,-100.0,-7.0
412406,-100.0,-100.0,-100.0,-7.0
412417,-100.0,-100.0,-100.0,-8.0
412442,-100.0,-100.0,-100.0,-9.0
412470,-100.0,-100.0,-100.0,-9.0
412480,-100.0,-100.0,-100.0,-9.5
412487,-100.0,-100.0,-100.0,-10.0
412494,-100.0,-100.0,-100.0,-10.0
412509,-100.0,-100.0,-100.0,-10.0
412527,-100.0,-100.0,-100.0,-11.0
412557,-100.0,-100.0,-100.0,-12.0
412578,-100.0,-100.0,-100.0,-12.0
412599,-100.0,-100.0,-100.0,-13.0
412625,-100.0,-100.0,-100.0,-13.0
412652,-100.0,-100.0,-100.0,-14.0
412679,-100.0,-100.0,-100.0,-14.0
412693,-100.0,-100.0,-100.0,-14.5
412700,-100.0,-100.0,-100.0,-15.0
412707,-100.0,-100.0,-100.0,-15.0
412729,-100.0,-100.0,-100.0,-15.0
412749,-100.0,-100.0,-100.0,-16.0
412778,-100.0,-100.0,-100.0,-16.0
412798,-100.0,-100.0,-100.0,-17.0
412826,-100.0,-100.0,-100.0,-17.0
412840,-100.0,-100.0,-100.0,-18.0
412865,-100.0,-100.0,-100.0,-19.0
412893,-100.0,-100.0,-100.0,-20.0
412912,-100.0,-100.0,-100.0,-20.0
412920,-100.0,-100.0,-100.0,-20.5
412926,-100.0,-100.0,-100.0,-21.0
412953,-100.0,-100.0,-100.0,-21.0
412954,-100.0,-100.0,-100.0,-21.5
412978,-100.0,-100.0,-100.0,-22.0
413009,-100.0,-100.0,-100.0,-23.0
413030,-100.0,-100.0,-100.0,-23.0
413045,-100.0,-100.0,-100.0,-24.0
413073,-100.0,-100.0,-100.0,-24.0
413094,-100.0,-100.0,-100.0,-25.0
413129,-100.0,-100.0,-100.0,-25.0
413145,-100.0,-100.0,-100.0,-26.0
413176,-100.0,-100.0,-100.0,-26.0
413190,-100.0,-100.0,-100.0,-27.0
413215,-100.0,-100.0,-100.0,-27.0
413231,-100.0,-100.0,-100.0,-28.0
413261,-100.0,-100.0,-100.0,-28.0
413278,-100.0,-100.0,-100.0,-29.0
413307,-100.0,-100.0,-100.0,-30.0
413330,-100.0,-100.0,-100.0,-30.0
413362,-100.0,-100.0,-100.0,-31.0
413394,-100.0,-100.0,-100.0,-32.0
413426,-100.0,-100.0,-100.0,-33.0
413445,-100.0,-100.0,-100.0,-33.0
413463,-100.0,-100.0,-100.0,-34.0
413487,-100.0,-100.0,-100.0,-34.0
413509,-100.0,-100.0,-100.0,-35.0
413535,-100.0,-100.0,-100.0,-35.0
413560,-100.0,-100.0,-100.0,-36.0
413587,-100.0,-100.0,-100.0,-37.0
413618,-100.0,-100.0,-100.0,-37.0
413631,-100.0,-100.0,-100.0,-38.0
413660,-100.0,-100.0,-100.0,-38.0
413675,-100.0,-100.0,-100.0,-39.0
413705,-100.0,-100.0,-100.0,-39.0
413722,-100.0,-100.0,-100.0,-40.0
413750,-100.0,-100.0,-100.0,-40.0
413766,-100.0,-100.0,-100.0,-41.0
413793,-100.0,-100.0,-100.0,-42.0
413820,-100.0,-100.0,-100.0,-42.0
413847,-100.0,-100.0,-100.0,-43.0
413875,-100.0,-100.0,-100.0,-44.0
413909,-100.0,-100.0,-100.0,-44.0
413929,-100.0,-100.0,-100.0,-45.0
413958,-100.0,-100.0,-100.0,-45.0
413973,-100.0,-100.0,-100.0,-46.0
414002,-100.0,-100.0,-100.0,-46.0
414020,-100.0,-100.0,-100.0,-47.0
414045,-100.0,-100.0,-100.0,-47.0
414062,-100.0,-100.0,-100.0,-48.0
414085,-100.0,-100.0,-100.0,-48.0
414101,-100.0,-100.0,-100.0,-49.0
414129,-100.0,-100.0,-100.0,-49.0
414149,-100.0,-100.0,-100.0,-50.0
414183,-100.0,-100.0,-100.0,-50.0
414199,-100.0,-100.0,-100.0,-51.0
414227,-100.0,-100.0,-100.0,-52.0
414261,-100.0,-100.0,-100.0,-52.0
414291,-100.0,-100.0,-100.0,-53.0
414314,-100.0,-100.0,-100.0,-53.0
414329,-100.0,-100.0,-100.0,-55.0
414355,-100.0,-100.0,-100.0,-55.0
414378,-100.0,-100.0,-100.0,-56.0
414414,-100.0,-100.0,-100.0,-57.0
414435,-100.0,-100.0,-100.0,-57.0
414460,-100.0,-100.0,-100.0,-58.0
414480,-100.0,-100.0,-100.0,-59.0
414502,-100.0,-100.0,-100.0,-59.0
414518,-100.0,-100.0,-100.0,-60.0
414546,-100.0,-100.0,-100.0,-60.0
414564,-100.0,-100.0,-100.0,-61.0
414597,-100.0,-100.0,-100.0,-61.0
414624,-100.0,-100.0,-100.0,-62.0
414661,-100.0,-100.0,-100.0,-62.0
414682,-100.0,-100.0,-100.0,-63.0
414714,-100.0,-100.0,-100.0,-63.0
414734,-100.0,-100.0,-100.0,-64.0
414765,-100.0,-100.0,-100.0,-65.0
414784,-100.0,-100.0,-100.0,-65.0
414799,-100.0,-100.0,-100.0,-66.0
414829,-100.0,-100.0,-100.0,-66.0
414843,-100.0,-100.0,-100.0,-67.0
414865,-100.0,-100.0,-100.0,-67.0
414885,-100.0,-100.0,-100.0,-68.0
414915,-100.0,-100.0,-100.0,-68.0
414942,-100.0,-100.0,-100.0,-69.0
414963,-100.0,-100.0,-100.0,-70.0
414986,-100.0,-100.0,-100.0,-70.0
415003,-100.0,-100.0,-100.0,-71.0
415034,-100.0,-100.0,-100.0,-72.0
415062,-100.0,-100.0,-100.0,-72.0
415086,-100.0,-100.0,-100.0,-73.0
415115,-100.0,-100.0,-100.0,-73.0
415139,-100.0,-100.0,-100.0,-74.0
415166,-100.0,-100.0,-100.0,-75.0
415189,-100.0,-100.0,-100.0,-76.0
415212,-100.0,-100.0,-100.0,-76.0
415237,-100.0,-100.0,-100.0,-77.0
415262,-100.0,-100.0,-100.0,-78.0
415283,-100.0,-100.0,-100.0,-79.0
415314,-100.0,-100.0,-100.0,-79.0
415326,-100.0,-100.0,-100.0,-80.0
415354,-100.0,-100.0,-100.0,-80.0
415383,-100.0,-100.0,-100.0,-81.0
415413,-100.0,-100.0,-100.0,-81.0
415441,-100.0,-100.0,-100.0,-82.0
415465,-100.0,-100.0,-100.0,-83.0
415498,-100.0,-100.0,-100.0,-84.0
415521,-100.0,-100.0,-100.0,-85.0
415550,-100.0,-100.0,-100.0,-85.0
415566,-100.0,-100.0,-100.0,-86.0
415592,-100.0,-100.0,-100.0,-86.0
415609,-100.0,-100.0,-100.0,-87.0
415635,-100.0,-100.0,-100.0,-87.0
415659,-100.0,-100.0,-100.0,-88.0
415688,-100.0,-100.0,-100.0,-88.0
415706,-100.0,-100.0,-100.0,-89.0
415735,-100.0,-100.0,-100.0,-90.0
415773,-100.0,-100.0,-100.0,-91.0
415801,-100.0,-100.0,-100.0,-92.0
415824,-100.0,-100.0,-100.0,-92.0
415842,-100.0,-100.0,-100.0,-93.0
415870,-100.0,-100.0,-100.0,-94.0
415900,-100.0,-100.0,-100.0,-94.0
415921,-100.0,-100.0,-100.0,-95.0
415955,-100.0,-100.0,-100.0,-96.0
416030,-100.0,-100.0,-100.0,-97.0
416068,-100.0,-100.0,-100.0,-98.0
416115,-100.0,-100.0,-100.0,-98.0
416147,-100.0,-100.0,-100.0,-99.0
416189,-100.0,-100.0,-100.0,-100.0
501726,-100.0,-100.0,-100.0,-100.0
501727,-100.0,-100.0,-100.0,-100.0
501732,-100.0,-100.0,-100.0,-100.0
501908,-100.0,-100.0,-100.0,-100.0
501926,-100.0,-100.0,-100.0,-100.0
502129,-100.0,-100.0,-100.0,-100.0
502159,-100.0,-100.0,-100.0,-100.0
502272,-100.0,-100.0,-100.0,-100.0
502296,-100.0,-100.0,-100.0,-100.0
502307,-100.0,-100.0,-100.0,-100.0
502320,-100.0,-100.0,-100.0,-100.0
502322,-100.0,-100.0,-100.0,-100.0
502332,-100.0,-100.0,-100.0,-100.0
502341,-100.0,-100.0,-100.0,-100.0
502342,-100.0,-100.0,-100.0,-100.0
502396,-100.0,-100.0,-100.0,-100.0
507152,-100.0,-100.0,-100.0,-100.0
507176,-100.0,-100.0,-100.0,-100.0
507182,-100.0,-100.0,-100.0,-100.0
507192,-100.0,-100.0,-100.0,-100.0
507207,-100.0,-100.0,-100.0,-100.0
507225,-100.0,-100.0,-100.0,-100.0
507353,-100.0,-100.0,-100.0,-100.0
507375,-100.0,-100.0,-100.0,-100.0
507380,-100.0,-100.0,-100.0,-100.0
507401,-100.0,-100.0,-100.0,-100.0
507552,-100.0,-100.0,-100.0,-100.0
507577,-100.0,-100.0,-100.0,-100.0
507584,-100.0,-100.0,-100.0,-100.0
507600,-100.0,-100.0,-100.0,-100.0
507607,-100.0,-100.0,-100.0,-100.0
507625,-100.0,-100.0,-100.0,-100.0
507727,-100.0,-100.0,-100.0,-100.0
507752,-100.0,-100.0,-100.0,-100.0
507757,-100.0,-100.0,-100.0,-100.0
507777,-100.0,-100.0,-100.0,-100.0
507784,-100.0,-100.0,-100.0,-100.0
507807,-100.0,-100.0,-100.0,-100.0
508809,-100.0,-100.0,-100.0,-100.0
508834,-100.0,-100.0,-100.0,-100.0
508840,-100.0,-100.0,-100.0,-100.0
508853,-100.0,-100.0,-100.0,-100.0
531185,-100.0,-100.0,-100.0,-100.0
531210,-100.0,-100.0,-100.0,-100.0
531215,-100.0,-100.0,-100.0,-100.0
531232,-100.0,-100.0,-100.0,-100.0
531237,-100.0,-100.0,-100.0,-100.0
531252,-100.0,-100.0,-100.0,-100.0
532136,-100.0,-100.0,-100.0,-100.0
532162,-100.0,-100.0,-100.0,-100.0
532168,-100.0,-100.0,-100.0,-100.0
532185,-100.0,-100.0,-100.0,-100.0
532190,-100.0,-100.0,-100.0,-100.0
532211,-100.0,-100.0,-100.0,-100.0
532217,-100.0,-100.0,-100.0,-100.0
532234,-100.0,-100.0,-100.0,-100.0
532238,-100.0,-100.0,-100.0,-100.0
532251,-100.0,-100.0,-100.0,-100.0
532257,-100.0,-100.0,-100.0,-100.0
532285,-100.0,-100.0,-100.0,-100.0
532291,-100.0,-100.0,-100.0,-100.0
532309,-100.0,-100.0,-100.0,-100.0
532313,-100.0,-100.0,-100.0,-100.0
532334,-100.0,-100.0,-100.0,-100.0
532340,-100.0,-100.0,-100.0,-100.0
532351,-100.0,-100.0,-100.0,-100.0
532364,-100.0,-100.0,-100.0,-100.0
532386,-100.0,-100.0,-100.0,-100.0
532391,-100.0,-100.0,-100.0,-100.0
532410,-100.0,-100.0,-100.0,-100.0
532414,-100.0,-100.0,-100.0,-100.0
532433,-100.0,-100.0,-100.0,-100.0
532438,-100.0,-100.0,-100.0,-100.0
532461,-100.0,-100.0,-100.0,-100.0
532468,-100.0,-100.0,-100.0,-100.0
532511,-100.0,-100.0,-100.0,-100.0
532520,-100.0,-100.0,-100.0,-100.0
532560,-100.0,-100.0,-100.0,-100.0
532564,-100.0,-100.0,-100.0,-100.0
532586,-100.0,-100.0,-100.0,-100.0
532594,-100.0,-100.0,-100.0,-100.0
532610,-100.0,-100.0,-100.0,-100.0
532615,-100.0,-100.0,-100.0,-100.0
532632,-100.0,-100.0,-100.0,-100.0
532637,-100.0,-100.0,-100.0,-100.0
532661,-100.0,-100.0,-100.0,-100.0
532666,-100.0,-100.0,-100.0,-100.0
532686,-100.0,-100.0,-100.0,-100.0
532691,-100.0,-100.0,-100.0,-100.0
532712,-100.0,-100.0,-100.0,-100.0
532718,-100.0,-100.0,-100.0,-100.0
532728,-100.0,-100.0,-100.0,-100.0
532733,-100.0,-100.0,-100.0,-100.0
532761,-100.0,-100.0,-100.0,-100.0
532766,-100.0,-100.0,-100.0,-100.0
532785,-100.0,-100.0,-100.0,-100.0
532790,-100.0,-100.0,-100.0,-100.0
532810,-100.0,-100.0,-100.0,-100.0
532815,-100.0,-100.0,-100.0,-100.0
532835,-100.0,-100.0,-100.0,-100.0
532841,-100.0,-100.0,-100.0,-100.0
532861,-100.0,-100.0,-100.0,-100.0
532866,-100.0,-100.0,-100.0,-100.0
532886,-100.0,-100.0,-100.0,-100.0
532891,-100.0,-100.0,-100.0,-100.0
532911,-100.0,-100.0,-100.0,-100.0
532916,-100.0,-100.0,-100.0,-100.0
532932,-100.0,-100.0,-100.0,-100.0
532937,-100.0,-100.0,-100.0,-100.0
532955,-100.0,-100.0,-100.0,-100.0
532965,-100.0,-100.0,-100.0,-100.0
532986,-100.0,-100.0,-100.0,-100.0
532991,-100.0,-100.0,-100.0,-100.0
533011,-100.0,-100.0,-100.0,-100.0
533015,-100.0,-100.0,-100.0,-100.0
533031,-100.0,-100.0,-100.0,-100.0
533041,-100.0,-100.0,-100.0,-100.0
533062,-100.0,-100.0,-100.0,-100.0
533066,-100.0,-100.0,-100.0,-100.0
533085,-100.0,-100.0,-100.0,-100.0
533090,-100.0,-100.0,-100.0,-100.0
533111,-100.0,-100.0,-100.0,-100.0
533116,-100.0,-100.0,-100.0,-100.0
533132,-100.0,-100.0,-100.0,-100.0
533137,-100.0,-100.0,-100.0,-100.0
533152,-100.0,-100.0,-100.0,-100.0
533167,-100.0,-100.0,-100.0,-100.0
533186,-100.0,-100.0,-100.0,-100.0
533192,-100.0,-100.0,-100.0,-100.0
533212,-100.0,-100.0,-100.0,-100.0
533219,-100.0,-100.0,-100.0,-100.0
533228,-100.0,-100.0,-100.0,-100.0
533241,-100.0,-100.0,-100.0,-100.0
533261,-100.0,-100.0,-100.0,-100.0
533265,-100.0,-100.0,-100.0,-100.0
533286,-100.0,-100.0,-100.0,-100.0
533292,-100.0,-100.0,-100.0,-100.0
533311,-100.0,-100.0,-100.0,-100.0
533323,-100.0,-100.0,-100.0,-100.0
533364,-100.0,-100.0,-100.0,-100.0
533371,-100.0,-100.0,-100.0,-100.0
