,AZSSG2REHDX18,A1XY2JMPVJCF4
361807,-100.0,-100.0
361823,-100.0,-100.0
361840,-100.0,-100.0
361856,-100.0,-100.0
362257,-100.0,-100.0
362274,-100.0,-100.0
362290,-100.0,-100.0
362307,-100.0,-100.0
362323,-100.0,-100.0
362340,-100.0,-100.0
362357,-100.0,-100.0
362370,-100.0,-100.0
362373,-100.0,-100.0
362387,-100.0,-100.0
362389,-100.0,-100.0
362390,-100.0,-100.0
362406,-100.0,-100.0
362409,-100.0,-100.0
362411,-100.0,-100.0
362423,-100.0,-100.0
362425,-100.0,-100.0
362440,-100.0,-100.0
362442,-100.0,-100.0
362456,-100.0,-100.0
362457,-100.0,-100.0
362458,-100.0,-100.0
362473,-100.0,-100.0
362480,-100.0,-100.0
362482,-100.0,-100.0
362483,-100.0,-100.0
362485,-100.0,-100.0
362490,-100.0,-100.0
362500,-100.0,-100.0
362506,-100.0,-100.0
362523,-100.0,-100.0
362668,-100.0,-100.0
362686,-100.0,-100.0
362688,-100.0,-100.0
362708,-100.0,-100.0
362710,-100.0,-100.0
362722,-100.0,-100.0
362725,-100.0,-100.0
362739,-100.0,-100.0
362740,-100.0,-100.0
362756,-100.0,-100.0
362757,-100.0,-100.0
362779,-100.0,-100.0
362781,-100.0,-100.0
362792,-100.0,-100.0
362947,-100.0,-100.0
362964,-100.0,-100.0
362965,-100.0,-100.0
362967,-100.0,-100.0
362968,-100.0,-100.0
362983,-100.0,-100.0
362985,-100.0,-100.0
363007,-100.0,-100.0
363009,-100.0,-100.0
363020,-100.0,-100.0
363022,-100.0,-100.0
363037,-100.0,-100.0
363039,-100.0,-100.0
363055,-100.0,-100.0
363206,-100.0,-100.0
363223,-100.0,-100.0
363225,-100.0,-100.0
363245,-100.0,-100.0
363248,-100.0,-100.0
363262,-100.0,-100.0
363264,-100.0,-100.0
363276,-100.0,-100.0
363279,-100.0,-100.0
363282,-100.0,-100.0
363284,-100.0,-100.0
363305,-100.0,-100.0
363307,-100.0,-100.0
363319,-100.0,-100.0
363322,-100.0,-100.0
363337,-100.0,-100.0
363467,-100.0,-100.0
363491,-100.0,-100.0
363492,-100.0,-100.0
363504,-100.0,-100.0
363506,-100.0,-100.0
363521,-100.0,-100.0
363523,-100.0,-100.0
363544,-100.0,-100.0
363546,-100.0,-100.0
363560,-100.0,-100.0
363563,-100.0,-100.0
363574,-100.0,-100.0
363577,-100.0,-100.0
363592,-100.0,-100.0
363594,-100.0,-100.0
363604,-100.0,-100.0
363803,-100.0,-100.0
363821,-100.0,-100.0
363822,-100.0,-100.0
363842,-100.0,-100.0
363844,-100.0,-100.0
363859,-100.0,-100.0
363861,-100.0,-100.0
363873,-100.0,-100.0
363875,-100.0,-100.0
363890,-100.0,-100.0
363893,-100.0,-100.0
363913,-100.0,-100.0
364244,-100.0,-100.0
364250,-100.0,-100.0
364258,-100.0,-100.0
364272,-100.0,-100.0
364274,-100.0,-100.0
364286,-100.0,-100.0
364287,-100.0,-100.0
364303,-100.0,-100.0
364305,-100.0,-100.0
364326,-100.0,-100.0
364328,-100.0,-100.0
364342,-100.0,-100.0
364344,-100.0,-100.0
364356,-100.0,-100.0
364358,-100.0,-100.0
364374,-100.0,-100.0
380875,-100.0,-100.0
380887,-100.0,-100.0
380889,-100.0,-100.0
380901,-100.0,-100.0
380902,-100.0,-100.0
380917,-100.0,-100.0
380920,-100.0,-100.0
380940,-100.0,-100.0
380942,-100.0,-100.0
380957,-100.0,-100.0
380959,-100.0,-100.0
380971,-100.0,-100.0
380973,-100.0,-100.0
380988,-100.0,-100.0
380990,-100.0,-100.0
381011,-100.0,-100.0
381013,-100.0,-100.0
381028,-100.0,-100.0
381042,-100.0,-100.0
381043,-100.0,-100.0
381048,-100.0,-100.0
381050,-100.0,-100.0
381071,-100.0,-100.0
381074,-100.0,-100.0
381085,-100.0,-100.0
381087,-100.0,-100.0
381102,-100.0,-100.0
381104,-100.0,-100.0
381125,-100.0,-100.0
381127,-100.0,-100.0
381142,-100.0,-100.0
381143,-100.0,-100.0
381156,-100.0,-100.0
381158,-100.0,-100.0
381173,-100.0,-100.0
381175,-100.0,-100.0
381196,-100.0,-100.0
381198,-100.0,-100.0
381199,-100.0,-100.0
381201,-100.0,-100.0
381216,-100.0,-100.0
381219,-100.0,-100.0
381239,-100.0,-100.0
381241,-100.0,-100.0
381256,-100.0,-100.0
381259,-100.0,-100.0
381270,-100.0,-100.0
381271,-100.0,-100.0
381287,-100.0,-100.0
381289,-100.0,-100.0
381310,-100.0,-100.0
381312,-100.0,-100.0
381326,-100.0,-100.0
381340,-100.0,-100.0
381342,-100.0,-100.0
381358,-100.0,-100.0
381360,-100.0,-100.0
381370,-100.0,-100.0
381372,-100.0,-100.0
381384,-100.0,-100.0
381386,-100.0,-100.0
381401,-100.0,-100.0
381403,-100.0,-100.0
381424,-100.0,-100.0
381426,-100.0,-100.0
381440,-100.0,-100.0
381443,-100.0,-100.0
381455,-100.0,-100.0
381456,-100.0,-100.0
381471,-100.0,-100.0
381474,-100.0,-100.0
381495,-100.0,-100.0
381497,-100.0,-100.0
381508,-100.0,-100.0
381510,-100.0,-100.0
381525,-100.0,-100.0
381538,-100.0,-100.0
381539,-100.0,-100.0
381555,-100.0,-100.0
381557,-100.0,-100.0
381568,-100.0,-100.0
381570,-100.0,-100.0
381585,-100.0,-100.0
381588,-100.0,-100.0
381608,-100.0,-100.0
381610,-100.0,-100.0
381625,-100.0,-100.0
381639,-100.0,-100.0
381641,-100.0,-100.0
381656,-100.0,-100.0
381658,-100.0,-100.0
381679,-100.0,-100.0
381683,-100.0,-100.0
381699,-100.0,-100.0
381701,-100.0,-100.0
381722,-100.0,-100.0
381724,-100.0,-100.0
381739,-100.0,-100.0
381741,-100.0,-100.0
381753,-100.0,-100.0
393490,-100.0,-100.0
393506,-100.0,-100.0
393512,-100.0,-100.0
393522,-100.0,-100.0
393526,-100.0,-100.0
393539,-100.0,-100.0
393543,-100.0,-100.0
393555,-100.0,-100.0
393559,-100.0,-100.0
393572,-100.0,-100.0
393577,-100.0,-100.0
393589,-100.0,-100.0
393594,-100.0,-100.0
393605,-100.0,-100.0
393608,-100.0,-100.0
393622,-100.0,-100.0
393625,-100.0,-100.0
393638,-100.0,-100.0
393642,-100.0,-100.0
393655,-100.0,-100.0
393658,-100.0,-100.0
393672,-100.0,-100.0
393675,-100.0,-100.0
393688,-100.0,-100.0
393691,-100.0,-100.0
393705,-100.0,-100.0
394289,-100.0,-100.0
394307,-100.0,-100.0
394310,-100.0,-100.0
394322,-100.0,-100.0
394325,-100.0,-100.0
394339,-100.0,-100.0
394342,-100.0,-100.0
394355,-100.0,-100.0
394358,-100.0,-100.0
394372,-100.0,-100.0
394375,-100.0,-100.0
394388,-100.0,-100.0
394392,-100.0,-100.0
394405,-100.0,-100.0
394408,-100.0,-100.0
394422,-100.0,-100.0
394425,-100.0,-100.0
394439,-100.0,-100.0
394442,-100.0,-100.0
394455,-100.0,-100.0
399990,-100.0,-100.0
400006,-100.0,-100.0
400010,-100.0,-100.0
400022,-100.0,-100.0
400025,-100.0,-100.0
400039,-100.0,-100.0
400042,-100.0,-100.0
400055,-100.0,-100.0
400059,-100.0,-100.0
400072,-100.0,-100.0
400075,-100.0,-100.0
400089,-100.0,-100.0
400092,-100.0,-100.0
400105,-100.0,-100.0
400109,-100.0,-100.0
400122,-100.0,-100.0
400126,-100.0,-100.0
400139,-100.0,-100.0
400142,-100.0,-100.0
400155,-100.0,-100.0
400159,-100.0,-100.0
400172,-100.0,-100.0
400175,-100.0,-100.0
400189,-100.0,-100.0
400192,-100.0,-100.0
400205,-100.0,-100.0
400209,-100.0,-100.0
400222,-100.0,-100.0
400225,-100.0,-100.0
400239,-100.0,-100.0
400243,-100.0,-100.0
400255,-100.0,-100.0
400259,-100.0,-100.0
400272,-100.0,-100.0
400276,-100.0,-100.0
400288,-100.0,-100.0
400292,-100.0,-100.0
400305,-100.0,-100.0
400309,-100.0,-100.0
400323,-100.0,-100.0
400857,-100.0,-100.0
400872,-100.0,-100.0
400876,-100.0,-100.0
400889,-100.0,-100.0
407940,-100.0,-100.0
407956,-100.0,-100.0
407959,-100.0,-100.0
407972,-100.0,-100.0
407975,-100.0,-100.0
407989,-100.0,-100.0
407992,-100.0,-100.0
408005,-100.0,-100.0
408009,-100.0,-100.0
408022,-100.0,-100.0
408025,-100.0,-100.0
408039,-100.0,-100.0
408042,-100.0,-100.0
408055,-100.0,-100.0
408640,-100.0,-100.0
408655,-100.0,-100.0
408659,-100.0,-100.0
408672,-100.0,-100.0
408676,-100.0,-100.0
408689,-100.0,-100.0
408692,-100.0,-100.0
408705,-100.0,-100.0
408709,-100.0,-100.0
408722,-100.0,-100.0
408725,-100.0,-100.0
408741,-100.0,-100.0
408923,-100.0,-100.0
408939,-100.0,-100.0
408942,-100.0,-100.0
408955,-100.0,-100.0
408959,-100.0,-100.0
408972,-100.0,-100.0
408975,-100.0,-100.0
408989,-100.0,-100.0
408992,-100.0,-100.0
409005,-100.0,-100.0
409009,-100.0,-100.0
409022,-100.0,-100.0
409026,-100.0,-100.0
409039,-100.0,-100.0
409042,-100.0,-100.0
409056,-100.0,-100.0
409060,-100.0,-100.0
409072,-100.0,-100.0
409640,-100.0,-100.0
409656,-100.0,-100.0
409660,-100.0,-100.0
409672,-100.0,-100.0
409675,-100.0,-100.0
409689,-100.0,-100.0
409692,-100.0,-100.0
409705,-100.0,-100.0
409709,-100.0,-100.0
409722,-100.0,-100.0
409725,-100.0,-100.0
409739,-100.0,-100.0
409742,-100.0,-100.0
409755,-100.0,-100.0
409759,-100.0,-100.0
409772,-100.0,-100.0
409775,-100.0,-100.0
409789,-100.0,-100.0
409792,-100.0,-100.0
409805,-100.0,-100.0
409809,-100.0,-100.0
409822,-100.0,-100.0
420223,-100.0,-100.0
420239,-100.0,-100.0
420243,-100.0,-100.0
420255,-100.0,-100.0
420259,-100.0,-100.0
420272,-100.0,-100.0
420275,-100.0,-100.0
420289,-100.0,-100.0
420292,-100.0,-100.0
420305,-100.0,-100.0
420309,-100.0,-100.0
420322,-100.0,-100.0
420325,-100.0,-100.0
420339,-100.0,-100.0
420342,-100.0,-100.0
420355,-100.0,-100.0
420359,-100.0,-100.0
420372,-100.0,-100.0
420375,-100.0,-100.0
420389,-100.0,-100.0
441707,-100.0,-100.0
441725,-100.0,-100.0
441731,-100.0,-100.0
441739,-100.0,-100.0
441743,-100.0,-100.0
441756,-100.0,-100.0
441759,-100.0,-100.0
441772,-100.0,-100.0
441775,-100.0,-100.0
441789,-100.0,-100.0
441792,-100.0,-100.0
441807,-100.0,-100.0
442907,-100.0,-100.0
442923,-100.0,-100.0
442926,-100.0,-100.0
442939,-100.0,-100.0
442943,-100.0,-100.0
442956,-100.0,-100.0
442959,-100.0,-100.0
442972,-100.0,-100.0
442976,-100.0,-100.0
442989,-100.0,-100.0
442992,-100.0,-100.0
443005,-100.0,-100.0
443009,-100.0,-100.0
443022,-100.0,-100.0
462109,-100.0,-100.0
462125,-100.0,-100.0
462133,-100.0,-100.0
462142,-100.0,-100.0
462146,-100.0,-100.0
462157,-100.0,-100.0
462162,-100.0,-100.0
462174,-100.0,-100.0
462179,-100.0,-100.0
462193,-100.0,-100.0
462199,-100.0,-100.0
462208,-100.0,-100.0
462808,-100.0,-100.0
462827,-100.0,-100.0
462830,-100.0,-100.0
462840,-100.0,-100.0
462844,-100.0,-100.0
462857,-100.0,-100.0
462861,-100.0,-100.0
462873,-100.0,-100.0
462877,-100.0,-100.0
462890,-100.0,-100.0
462894,-100.0,-100.0
462907,-100.0,-100.0
462911,-100.0,-100.0
462923,-100.0,-100.0
462927,-100.0,-100.0
462940,-100.0,-100.0
465925,-100.0,-100.0
465941,-100.0,-100.0
465944,-100.0,-100.0
465957,-100.0,-100.0
465961,-100.0,-100.0
465973,-100.0,-100.0
465978,-100.0,-100.0
465990,-100.0,-100.0
465994,-100.0,-100.0
466007,-100.0,-100.0
466010,-100.0,-100.0
466023,-100.0,-100.0
466027,-100.0,-100.0
466040,-100.0,-100.0
466044,-100.0,-100.0
466057,-100.0,-100.0
466558,-100.0,-100.0
466574,-100.0,-100.0
466578,-100.0,-100.0
466590,-100.0,-100.0
466594,-100.0,-100.0
466607,-100.0,-100.0
466611,-100.0,-100.0
466623,-100.0,-100.0
466627,-100.0,-100.0
466640,-100.0,-100.0
466644,-100.0,-100.0
466657,-100.0,-100.0
466661,-100.0,-100.0
466674,-100.0,-100.0
466677,-100.0,-100.0
466690,-100.0,-100.0
466695,-100.0,-100.0
466707,-100.0,-100.0
466711,-100.0,-100.0
466724,-100.0,-100.0
466727,-100.0,-100.0
466740,-100.0,-100.0
466744,-100.0,-100.0
466758,-100.0,-100.0
467576,-100.0,-100.0
467591,-100.0,-100.0
467594,-100.0,-100.0
467607,-100.0,-100.0
467611,-100.0,-100.0
467623,-100.0,-100.0
467627,-100.0,-100.0
467640,-100.0,-100.0
467644,-100.0,-100.0
467657,-100.0,-100.0
467661,-100.0,-100.0
467673,-100.0,-100.0
467677,-100.0,-100.0
467690,-100.0,-100.0
467695,-100.0,-100.0
467707,-100.0,-100.0
467892,-100.0,-100.0
467907,-100.0,-100.0
467911,-100.0,-100.0
467923,-100.0,-100.0
467927,-100.0,-100.0
467940,-100.0,-100.0
467944,-100.0,-100.0
467957,-100.0,-100.0
467961,-100.0,-100.0
467973,-100.0,-100.0
467977,-100.0,-100.0
467990,-100.0,-100.0
468326,-100.0,-100.0
468342,-100.0,-100.0
468359,-100.0,-100.0
468373,-100.0,-100.0
468377,-100.0,-100.0
468390,-100.0,-100.0
468394,-100.0,-100.0
468408,-100.0,-100.0
468411,-100.0,-100.0
468423,-100.0,-100.0
468427,-100.0,-100.0
468440,-100.0,-100.0
468444,-100.0,-100.0
468460,-100.0,-100.0
480159,-100.0,-100.0
480175,-100.0,-100.0
480180,-100.0,-100.0
480190,-100.0,-100.0
480195,-100.0,-100.0
480207,-100.0,-100.0
480211,-100.0,-100.0
480224,-100.0,-100.0
480228,-100.0,-100.0
480240,-100.0,-100.0
480244,-100.0,-100.0
480257,-100.0,-100.0
480261,-100.0,-100.0
480274,-100.0,-100.0
480278,-100.0,-100.0
480290,-100.0,-100.0
480295,-100.0,-100.0
480307,-100.0,-100.0
480311,-100.0,-100.0
480324,-100.0,-100.0
495926,-100.0,-100.0
495941,-100.0,-100.0
495947,-100.0,-100.0
495958,-100.0,-100.0
495963,-100.0,-100.0
495974,-100.0,-100.0
495978,-100.0,-100.0
495990,-100.0,-100.0
495994,-100.0,-100.0
496007,-100.0,-100.0
496010,-100.0,-100.0
496024,-100.0,-100.0
496028,-100.0,-100.0
496040,-100.0,-100.0
496044,-100.0,-100.0
496057,-100.0,-100.0
496061,-100.0,-100.0
496074,-100.0,-100.0
496077,-100.0,-100.0
496091,-100.0,-100.0
496325,-100.0,-100.0
496342,-100.0,-100.0
496345,-100.0,-100.0
496357,-100.0,-100.0
496363,-100.0,-100.0
496374,-100.0,-100.0
496377,-100.0,-100.0
496390,-100.0,-100.0
496394,-100.0,-100.0
496407,-100.0,-100.0
496411,-100.0,-100.0
496424,-100.0,-100.0
496427,-100.0,-100.0
496440,-100.0,-100.0
496444,-100.0,-100.0
496457,-100.0,-100.0
496462,-100.0,-100.0
496474,-100.0,-100.0
496478,-100.0,-100.0
496490,-100.0,-100.0
496494,-100.0,-100.0
496507,-100.0,-100.0
496511,-100.0,-100.0
496524,-100.0,-100.0
496576,-100.0,-100.0
496593,-100.0,-100.0
496596,-100.0,-100.0
496607,-100.0,-100.0
496612,-100.0,-100.0
496624,-100.0,-100.0
496627,-100.0,-100.0
496640,-100.0,-100.0
496644,-100.0,-100.0
496657,-100.0,-100.0
496661,-100.0,-100.0
496674,-100.0,-100.0
496677,-100.0,-100.0
496690,-100.0,-100.0
496695,-100.0,-100.0
496707,-100.0,-100.0
496713,-100.0,-100.0
496724,-100.0,-100.0
496728,-100.0,-100.0
496741,-100.0,-100.0
559843,-100.0,-100.0
559858,-100.0,-100.0
559864,-100.0,-100.0
559874,-100.0,-100.0
559879,-100.0,-100.0
559891,-100.0,-100.0
559895,-100.0,-100.0
559907,-100.0,-100.0
559912,-100.0,-100.0
559924,-100.0,-100.0
559928,-100.0,-100.0
559941,-100.0,-100.0
559944,-100.0,-100.0
559958,-100.0,-100.0
559962,-100.0,-100.0
559974,-100.0,-100.0
559978,-100.0,-100.0
559991,-100.0,-100.0
559995,-100.0,-100.0
560007,-100.0,-100.0
560011,-100.0,-100.0
560024,-100.0,-100.0
560028,-100.0,-100.0
560041,-100.0,-100.0
560045,-100.0,-100.0
560058,-100.0,-100.0
560062,-100.0,-100.0
560074,-100.0,-100.0
560081,-100.0,-100.0
560091,-100.0,-100.0
560096,-100.0,-100.0
560108,-100.0,-100.0
560111,-100.0,-100.0
560124,-100.0,-100.0
560129,-100.0,-100.0
560141,-100.0,-100.0
560144,-100.0,-100.0
560157,-100.0,-100.0
560161,-100.0,-100.0
560174,-100.0,-100.0
560178,-100.0,-100.0
560191,-100.0,-100.0
560194,-100.0,-100.0
560208,-100.0,-100.0
560212,-100.0,-100.0
560224,-100.0,-100.0
560228,-100.0,-100.0
560241,-100.0,-100.0
560245,-100.0,-100.0
560257,-100.0,-100.0
560261,-100.0,-100.0
560274,-100.0,-100.0
560278,-100.0,-100.0
560291,-100.0,-100.0
560295,-100.0,-100.0
560307,-100.0,-100.0
560313,-100.0,-100.0
560324,-100.0,-100.0
560328,-100.0,-100.0
560341,-100.0,-100.0
560345,-100.0,-100.0
560357,-100.0,-100.0
560361,-100.0,-100.0
560374,-100.0,-100.0
560379,-100.0,-100.0
560391,-100.0,-100.0
560395,-100.0,-100.0
560407,-100.0,-100.0
560412,-100.0,-100.0
560426,-100.0,-100.0
560710,-100.0,-100.0
560726,-100.0,-100.0
560730,-100.0,-100.0
560741,-100.0,-100.0
560745,-100.0,-100.0
560758,-100.0,-100.0
560761,-100.0,-100.0
560775,-100.0,-100.0
560780,-100.0,-100.0
560791,-100.0,-100.0
560796,-100.0,-100.0
560807,-100.0,-100.0
560811,-100.0,-100.0
560824,-100.0,-100.0
560828,-100.0,-100.0
560841,-100.0,-100.0
560845,-100.0,-100.0
560857,-100.0,-100.0
560861,-100.0,-100.0
560874,-100.0,-100.0
560879,-100.0,-100.0
560891,-100.0,-100.0
560895,-100.0,-100.0
560907,-100.0,-100.0
560911,-100.0,-100.0
560924,-100.0,-100.0
560928,-100.0,-100.0
560941,-100.0,-100.0
560945,-100.0,-100.0
560957,-100.0,-100.0
560962,-100.0,-100.0
560977,-100.0,-100.0
561377,-100.0,-100.0
561391,-100.0,-100.0
561396,-100.0,-100.0
561407,-100.0,-100.0
561411,-100.0,-100.0
561424,-100.0,-100.0
561429,-100.0,-100.0
561441,-100.0,-100.0
561445,-100.0,-100.0
561457,-100.0,-100.0
561463,-100.0,-100.0
561474,-100.0,-100.0
561478,-100.0,-100.0
561491,-100.0,-100.0
561495,-100.0,-100.0
561507,-100.0,-100.0
561512,-100.0,-100.0
561524,-100.0,-100.0
561528,-100.0,-100.0
561541,-100.0,-100.0
561545,-100.0,-100.0
561557,-100.0,-100.0
561562,-100.0,-100.0
561574,-100.0,-100.0
561578,-100.0,-100.0
561591,-100.0,-100.0
561595,-100.0,-100.0
561607,-100.0,-100.0
561611,-100.0,-100.0
561624,-100.0,-100.0
561628,-100.0,-100.0
561641,-100.0,-100.0
561645,-100.0,-100.0
561659,-100.0,-100.0
561664,-100.0,-100.0
561679,-100.0,-100.0
561684,-100.0,-100.0
561692,-100.0,-100.0
561696,-100.0,-100.0
561709,-100.0,-100.0
561715,-100.0,-100.0
561724,-100.0,-100.0
561728,-100.0,-100.0
561741,-100.0,-100.0
561744,-100.0,-100.0
561758,-100.0,-100.0
561762,-100.0,-100.0
561774,-100.0,-100.0
561778,-100.0,-100.0
561791,-100.0,-100.0
561797,-100.0,-100.0
561807,-100.0,-100.0
561811,-100.0,-100.0
561824,-100.0,-100.0
561828,-100.0,-100.0
561841,-100.0,-100.0
561845,-100.0,-100.0
561857,-100.0,-100.0
561861,-100.0,-100.0
561874,-100.0,-100.0
561878,-100.0,-100.0
561891,-100.0,-100.0
561895,-100.0,-100.0
561908,-100.0,-100.0
566109,-100.0,-100.0
566124,-100.0,-100.0
566130,-100.0,-100.0
566141,-100.0,-100.0
566145,-100.0,-100.0
566158,-100.0,-100.0
566162,-100.0,-100.0
566174,-100.0,-100.0
566179,-100.0,-100.0
566191,-100.0,-100.0
566195,-100.0,-100.0
566208,-100.0,-100.0
566212,-100.0,-100.0
566224,-100.0,-100.0
566229,-100.0,-100.0
566241,-100.0,-100.0
566245,-100.0,-100.0
566258,-100.0,-100.0
566262,-100.0,-100.0
566274,-100.0,-100.0
566278,-100.0,-100.0
566291,-100.0,-100.0
566296,-100.0,-100.0
566307,-100.0,-100.0
566312,-100.0,-100.0
566324,-100.0,-100.0
566328,-100.0,-100.0
566341,-100.0,-100.0
566346,-100.0,-100.0
566358,-100.0,-100.0
566362,-100.0,-100.0
566374,-100.0,-100.0
566380,-100.0,-100.0
566391,-100.0,-100.0
566395,-100.0,-100.0
566407,-100.0,-100.0
566411,-100.0,-100.0
566424,-100.0,-100.0
566429,-100.0,-100.0
566441,-100.0,-100.0
566445,-100.0,-100.0
566457,-100.0,-100.0
566463,-100.0,-100.0
566474,-100.0,-100.0
566479,-100.0,-100.0
566491,-100.0,-100.0
566495,-100.0,-100.0
566508,-100.0,-100.0
566513,-100.0,-100.0
566524,-100.0,-100.0
566529,-100.0,-100.0
566541,-100.0,-100.0
567643,-100.0,-100.0
567659,-100.0,-100.0
567663,-100.0,-100.0
567674,-100.0,-100.0
567679,-100.0,-100.0
567691,-100.0,-100.0
567695,-100.0,-100.0
567707,-100.0,-100.0
567712,-100.0,-100.0
567724,-100.0,-100.0
567728,-100.0,-100.0
567741,-100.0,-100.0
567745,-100.0,-100.0
567758,-100.0,-100.0
567762,-100.0,-100.0
567774,-100.0,-100.0
567778,-100.0,-100.0
567791,-100.0,-100.0
567797,-100.0,-100.0
567808,-100.0,-100.0
567811,-100.0,-100.0
567812,-100.0,-100.0
567824,-100.0,-100.0
567828,-100.0,-100.0
567829,-100.0,-100.0
567841,-100.0,-100.0
567844,-100.0,-100.0
567861,-100.0,-100.0
567878,-100.0,-100.0
567894,-100.0,-100.0
567911,-100.0,-100.0
567928,-100.0,-100.0
567945,-100.0,-100.0
567953,-100.0,-100.0
567969,-100.0,-100.0
567973,-100.0,-100.0
567985,-100.0,-100.0
567991,-100.0,-100.0
568069,-100.0,-100.0
568094,-100.0,-100.0
568112,-100.0,-100.0
568128,-100.0,-100.0
568145,-100.0,-100.0
568161,-100.0,-100.0
568178,-100.0,-100.0
568194,-100.0,-100.0
568211,-100.0,-100.0
568311,-100.0,-100.0
568328,-100.0,-100.0
568345,-100.0,-100.0
568361,-100.0,-100.0
568378,-100.0,-100.0
568395,-100.0,-100.0
569111,-100.0,-100.0
569129,-100.0,-100.0
569144,-100.0,-100.0
569161,-100.0,-100.0
569178,-100.0,-100.0
569195,-100.0,-100.0
569211,-100.0,-100.0
569361,-100.0,-100.0
569378,-100.0,-100.0
569395,-100.0,-100.0
569411,-100.0,-100.0
569528,-100.0,-100.0
569545,-100.0,-100.0
569561,-100.0,-100.0
569578,-100.0,-100.0
569594,-100.0,-100.0
569711,-100.0,-100.0
569729,-100.0,-100.0
569744,-100.0,-100.0
569761,-100.0,-100.0
569778,-100.0,-100.0
569794,-100.0,-100.0
569928,-100.0,-100.0
569945,-100.0,-100.0
575636,-100.0,-100.0
575663,-100.0,-100.0
575695,-100.0,-100.0
575703,-100.0,-100.0
575729,-100.0,-100.0
575740,-100.0,-100.0
575767,-100.0,-100.0
575777,-100.0,-100.0
575955,-100.0,-100.0
575974,-100.0,-100.0
575999,-100.0,-100.0
576005,-100.0,-100.0
576027,-100.0,-100.0
576039,-100.0,-100.0
576056,-100.0,-100.0
576072,-100.0,-100.0
576094,-100.0,-100.0
576107,-100.0,-100.0
577370,-100.0,-100.0
577392,-100.0,-100.0
577414,-100.0,-100.0
577420,-100.0,-100.0
577443,-100.0,-100.0
577455,-100.0,-100.0
577478,-100.0,-100.0
577492,-100.0,-100.0
577517,-100.0,-100.0
577533,-100.0,-100.0
577557,-100.0,-100.0
577570,-100.0,-100.0
583495,-100.0,-100.0
583512,-100.0,-100.0
583526,-100.0,-100.0
583528,-100.0,-100.0
583541,-100.0,-100.0
583545,-100.0,-100.0
583558,-100.0,-100.0
583562,-100.0,-100.0
583574,-100.0,-100.0
583578,-100.0,-100.0
583591,-100.0,-100.0
583595,-100.0,-100.0
583608,-100.0,-100.0
583611,-100.0,-100.0
583624,-100.0,-100.0
583628,-100.0,-100.0
583641,-100.0,-100.0
583645,-100.0,-100.0
583658,-100.0,-100.0
583661,-100.0,-100.0
583674,-100.0,-100.0
583678,-100.0,-100.0
583691,-100.0,-100.0
583695,-100.0,-100.0
583708,-100.0,-100.0
583711,-100.0,-100.0
583726,-100.0,-100.0
584042,-100.0,-100.0
584058,-100.0,-100.0
584062,-100.0,-100.0
584072,-100.0,-100.0
584074,-100.0,-100.0
584078,-100.0,-100.0
584091,-100.0,-100.0
584095,-100.0,-100.0
584107,-100.0,-100.0
584112,-100.0,-100.0
584124,-100.0,-100.0
584129,-100.0,-100.0
584136,-100.0,-100.0
584141,-100.0,-100.0
584145,-100.0,-100.0
584158,-100.0,-100.0
584161,-100.0,-100.0
584174,-100.0,-100.0
584178,-100.0,-100.0
584191,-100.0,-100.0
584195,-100.0,-100.0
584208,-100.0,-100.0
584211,-100.0,-100.0
584219,-100.0,-100.0
584224,-100.0,-100.0
584228,-100.0,-100.0
584241,-100.0,-100.0
584244,-100.0,-100.0
584259,-100.0,-100.0
584362,-100.0,-100.0
584379,-100.0,-100.0
584395,-100.0,-100.0
584411,-100.0,-100.0
584428,-100.0,-100.0
584445,-100.0,-100.0
584461,-100.0,-100.0
587565,-100.0,-100.0
587606,-100.0,-100.0
587647,-100.0,-100.0
587687,-100.0,-100.0
588379,-100.0,-100.0
588419,-100.0,-100.0
588459,-100.0,-100.0
588460,-100.0,-100.0
588769,-100.0,-100.0
588806,-100.0,-100.0
588835,-100.0,-100.0
588853,-100.0,-100.0
588886,-100.0,-100.0
588936,-100.0,-100.0
589082,-100.0,-100.0
589164,-100.0,-100.0
590154,-100.0,-100.0
590162,-100.0,-100.0
590175,-100.0,-100.0
590179,-100.0,-100.0
590193,-100.0,-100.0
590194,-100.0,-100.0
590200,-100.0,-100.0
590210,-100.0,-100.0
590212,-100.0,-100.0
590219,-100.0,-100.0
590233,-100.0,-100.0
590234,-100.0,-100.0
590241,-100.0,-100.0
590246,-100.0,-100.0
590249,-100.0,-100.0
590252,-100.0,-100.0
590263,-100.0,-100.0
590265,-100.0,-100.0
590273,-100.0,-100.0
590286,-100.0,-100.0
590288,-100.0,-100.0
590289,-100.0,-100.0
590303,-100.0,-100.0
590305,-100.0,-100.0
590317,-100.0,-100.0
590319,-100.0,-100.0
590323,-100.0,-100.0
590326,-100.0,-100.0
590347,-100.0,-100.0
592702,-100.0,-100.0
592724,-100.0,-100.0
592749,-100.0,-100.0
592759,-100.0,-100.0
592784,-100.0,-100.0
592798,-100.0,-100.0
592823,-100.0,-100.0
592839,-100.0,-100.0
593302,-100.0,-100.0
593326,-100.0,-100.0
593351,-100.0,-100.0
593369,-100.0,-100.0
593393,-100.0,-100.0
593406,-100.0,-100.0
593432,-100.0,-100.0
593443,-100.0,-100.0
593755,-100.0,-100.0
593776,-100.0,-100.0
593806,-100.0,-100.0
593820,-100.0,-100.0
593844,-100.0,-100.0
593863,-100.0,-100.0
