,nan,A2Q3SM0KEI497
164506,,-100.0
164533,,-100.0
164546,,-100.0
164579,,-100.0
164613,,-100.0
164625,,-100.0
164665,,-100.0
164698,,-100.0
164715,,-100.0
164720,,-100.0
164765,,-100.0
164783,,-100.0
164805,,-100.0
164820,,-100.0
164838,,-100.0
164856,,-100.0
164875,,-100.0
164899,,-100.0
164923,,-100.0
164937,,-100.0
164967,,-100.0
165009,,-100.0
165024,,-100.0
165030,,-100.0
165042,,-100.0
165069,,-100.0
165075,,-100.0
165096,,-100.0
165110,,-100.0
165116,,-100.0
165129,,-100.0
165156,,-100.0
165162,,-100.0
165175,,-100.0
165188,,-100.0
165205,,-100.0
165223,,-100.0
165242,,-100.0
165262,,-100.0
165278,,-100.0
165293,,-100.0
165311,,-100.0
165327,,-100.0
165347,,-100.0
165353,,-100.0
165370,,-100.0
165389,,-100.0
165405,,-100.0
165423,,-100.0
165450,,-100.0
165487,,-100.0
165506,,-100.0
165531,,-100.0
165548,,-100.0
165571,,-100.0
165575,,-100.0
165588,,-100.0
165606,,-100.0
165621,,-100.0
165640,,-100.0
165657,,-100.0
165674,,-100.0
165691,,-100.0
165708,,-100.0
165728,,-100.0
165744,,-100.0
165764,,-100.0
165765,,-100.0
165778,,-100.0
165780,,-100.0
165783,,-100.0
165787,,-100.0
165797,,-100.0
165801,,-100.0
165805,,-100.0
165813,,-100.0
165817,,-100.0
165829,,-100.0
165832,,-100.0
165846,,-100.0
165849,,-100.0
165863,,-100.0
165867,,-100.0
165879,,-100.0
165882,,-100.0
165896,,-100.0
165899,,-100.0
165913,,-100.0
165918,,-100.0
165930,,-100.0
165943,,-100.0
165963,,-100.0
165966,,-100.0
165979,,-100.0
165982,,-100.0
165996,,-100.0
165999,,-100.0
166013,,-100.0
166016,,-100.0
166029,,-100.0
166032,,-100.0
166046,,-100.0
166049,,-100.0
166063,,-100.0
166067,,-100.0
166079,,-100.0
166082,,-100.0
166096,,-100.0
166099,,-100.0
166113,,-100.0
166117,,-100.0
166129,,-100.0
166132,,-100.0
166146,,-100.0
166149,,-100.0
166163,,-100.0
166166,,-100.0
166179,,-100.0
166182,,-100.0
166196,,-100.0
166199,,-100.0
166213,,-100.0
166216,,-100.0
166229,,-100.0
166232,,-100.0
166246,,-100.0
166249,,-100.0
166263,,-100.0
166266,,-100.0
166280,,-100.0
166282,,-100.0
166296,,-100.0
166299,,-100.0
166313,,-100.0
166316,,-100.0
166329,,-100.0
166332,,-100.0
166346,,-100.0
166349,,-100.0
166363,,-100.0
166365,,-100.0
166379,,-100.0
166382,,-100.0
166396,,-100.0
166399,,-100.0
166413,,-100.0
166416,,-100.0
166430,,-100.0
166431,,-100.0
178932,,-100.0
178933,,-100.0
178950,,-100.0
178953,,-100.0
178967,,-100.0
178971,,-100.0
178982,,-100.0
178985,,-100.0
178998,,-100.0
179002,,-100.0
179015,,-100.0
179018,,-100.0
179032,,-100.0
179035,,-100.0
179048,,-100.0
179052,,-100.0
179065,,-100.0
179069,,-100.0
179082,,-100.0
179086,,-100.0
179098,,-100.0
179101,,-100.0
179116,,-100.0
179333,,-100.0
179349,,-100.0
179353,,-100.0
179365,,-100.0
179369,,-100.0
179382,,-100.0
179388,,-100.0
179398,,-100.0
179401,,-100.0
179416,,-100.0
179419,,-100.0
179432,,-100.0
179436,,-100.0
179449,,-100.0
179452,,-100.0
179465,,-100.0
179750,,-100.0
179767,,-100.0
179769,,-100.0
179782,,-100.0
179787,,-100.0
179799,,-100.0
179802,,-100.0
179815,,-100.0
179818,,-100.0
179832,,-100.0
179837,,-100.0
179849,,-100.0
179852,,-100.0
179867,,-100.0
179870,,-100.0
179882,,-100.0
179885,,-100.0
179899,,-100.0
180067,,-100.0
180083,,-100.0
180087,,-100.0
180099,,-100.0
180102,,-100.0
180116,,-100.0
180119,,-100.0
180132,,-100.0
180136,,-100.0
180148,,-100.0
180152,,-100.0
180166,,-100.0
180317,,-100.0
180333,,-100.0
180338,,-100.0
180349,,-100.0
180353,,-100.0
180366,,-100.0
180369,,-100.0
180382,,-100.0
180385,,-100.0
180398,,-100.0
180402,,-100.0
180415,,-100.0
180419,,-100.0
180432,,-100.0
180437,,-100.0
180449,,-100.0
180683,,-100.0
180699,,-100.0
180703,,-100.0
180716,,-100.0
180719,,-100.0
180732,,-100.0
180736,,-100.0
180749,,-100.0
180753,,-100.0
180765,,-100.0
180770,,-100.0
180782,,-100.0
180789,,-100.0
180799,,-100.0
181733,,-100.0
181752,,-100.0
181761,,-100.0
181782,,-100.0
181787,,-100.0
181798,,-100.0
181802,,-100.0
181815,,-100.0
181819,,-100.0
181832,,-100.0
181837,,-100.0
181848,,-100.0
181852,,-100.0
181866,,-100.0
182117,,-100.0
182133,,-100.0
182137,,-100.0
182148,,-100.0
182152,,-100.0
182167,,-100.0
182171,,-100.0
182182,,-100.0
182186,,-100.0
182198,,-100.0
182202,,-100.0
182215,,-100.0
182220,,-100.0
182232,,-100.0
182599,,-100.0
182635,,-100.0
182652,,-100.0
182723,,-100.0
182765,,-100.0
182842,,-100.0
182854,,-100.0
182886,,-100.0
182904,,-100.0
182941,,-100.0
182959,,-100.0
183001,,-100.0
183062,,-100.0
183099,,-100.0
183167,,-100.0
183188,,-100.0
183197,,-100.0
183231,,-100.0
183272,,-100.0
183292,,-100.0
183344,,-100.0
183359,,-100.0
183375,,-100.0
183442,,-100.0
183456,,-100.0
183484,,-100.0
183496,,-100.0
183520,,-100.0
183533,,-100.0
183572,,-100.0
183585,,-100.0
183606,,-100.0
183611,,-100.0
183615,,-100.0
183643,,-100.0
183645,,-100.0
183661,,-100.0
183684,,-100.0
183721,,-100.0
183722,,-100.0
183739,,-100.0
183750,,-100.0
183761,,-100.0
183766,,-100.0
183770,,-100.0
183798,,-100.0
183802,,-100.0
183807,,-100.0
183816,,-100.0
183819,,-100.0
183827,,-100.0
183832,,-100.0
183837,,-100.0
183848,,-100.0
183849,,-100.0
183852,,-100.0
183866,,-100.0
183869,,-100.0
183882,,-100.0
183885,,-100.0
183898,,-100.0
183902,,-100.0
183904,,-100.0
183916,,-100.0
183938,,-100.0
183943,,-100.0
183955,,-100.0
183978,,-100.0
183992,,-100.0
184009,,-100.0
184015,,-100.0
184054,,-100.0
184089,,-100.0
184092,,-100.0
184151,,-100.0
184171,,-100.0
184192,,-100.0
184198,,-100.0
184199,,-100.0
184222,,-100.0
184230,,-100.0
184239,,-100.0
184251,,-100.0
184258,,-100.0
184277,,-100.0
184287,,-100.0
184307,,-100.0
184315,,-100.0
184338,,-100.0
184350,,-100.0
184377,,-100.0
184388,,-100.0
184403,,-100.0
184420,,-100.0
184433,,-100.0
184476,,-100.0
184487,,-100.0
184496,,-100.0
184513,,-100.0
184565,,-100.0
184568,,-100.0
184584,,-100.0
184616,,-100.0
184625,,-100.0
184633,,-100.0
184662,,-100.0
184663,,-100.0
184686,,-100.0
184727,,-100.0
184779,,-100.0
184900,,-100.0
184916,,-100.0
184920,,-100.0
184925,,-100.0
184932,,-100.0
184935,,-100.0
184948,,-100.0
184953,,-100.0
184966,,-100.0
184969,,-100.0
184981,,-100.0
184985,,-100.0
184999,,-100.0
185002,,-100.0
185016,,-100.0
185019,,-100.0
185032,,-100.0
185093,,-100.0
185120,,-100.0
185125,,-100.0
185160,,-100.0
185169,,-100.0
185181,,-100.0
185199,,-100.0
185205,,-100.0
185206,,-100.0
185251,,-100.0
185258,,-100.0
185261,,-100.0
185269,,-100.0
185277,,-100.0
185322,,-100.0
185328,,-100.0
185355,,-100.0
185422,,-100.0
185462,,-100.0
185486,,-100.0
185507,,-100.0
185540,,-100.0
185560,,-100.0
185564,,-100.0
185576,,-100.0
185580,,-100.0
185583,,-100.0
185585,,-100.0
185593,,-100.0
185598,,-100.0
185599,,-100.0
185601,,-100.0
185606,,-100.0
185610,,-100.0
185613,,-100.0
185616,,-100.0
185621,,-100.0
185629,,-100.0
185632,,-100.0
185633,,-100.0
185640,,-100.0
185646,,-100.0
185647,,-100.0
185649,,-100.0
185650,,-100.0
185657,,-100.0
185663,,-100.0
185666,,-100.0
185668,,-100.0
185674,,-100.0
185679,,-100.0
185682,,-100.0
185684,,-100.0
185691,,-100.0
185696,,-100.0
185699,,-100.0
185701,,-100.0
185703,,-100.0
185713,,-100.0
185715,,-100.0
185729,,-100.0
185732,,-100.0
185747,,-100.0
185749,,-100.0
185763,,-100.0
185767,,-100.0
185779,,-100.0
185781,,-100.0
185789,,-100.0
185796,,-100.0
185799,,-100.0
185813,,-100.0
185816,,-100.0
185822,,-100.0
185829,,-100.0
185832,,-100.0
185846,,-100.0
185848,,-100.0
185863,,-100.0
185865,,-100.0
185879,,-100.0
185882,,-100.0
185896,,-100.0
185899,,-100.0
185913,,-100.0
185914,,-100.0
185917,,-100.0
185930,,-100.0
185938,,-100.0
185947,,-100.0
185950,,-100.0
185963,,-100.0
185967,,-100.0
185979,,-100.0
185982,,-100.0
185997,,-100.0
186000,,-100.0
186013,,-100.0
186014,,-100.0
186066,,-100.0
186101,,-100.0
186103,,-100.0
186144,,-100.0
186156,,-100.0
186174,,-100.0
186176,,-100.0
186179,,-100.0
186187,,-100.0
186196,,-100.0
186207,,-100.0
186233,,-100.0
186247,,-100.0
186256,,-100.0
186265,,-100.0
186268,,-100.0
186278,,-100.0
186289,,-100.0
186302,,-100.0
186310,,-100.0
186320,,-100.0
186325,,-100.0
186328,,-100.0
186340,,-100.0
186346,,-100.0
186351,,-100.0
186355,,-100.0
186361,,-100.0
186372,,-100.0
186375,,-100.0
186440,,-100.0
186467,,-100.0
186485,,-100.0
186516,,-100.0
186524,,-100.0
186525,,-100.0
186537,,-100.0
186555,,-100.0
186558,,-100.0
186561,,-100.0
186570,,-100.0
186577,,-100.0
186587,,-100.0
186594,,-100.0
186595,,-100.0
186603,,-100.0
186607,,-100.0
186613,,-100.0
186624,,-100.0
186630,,-100.0
186640,,-100.0
186641,,-100.0
186646,,-100.0
186660,,-100.0
186661,,-100.0
186675,,-100.0
186682,,-100.0
186686,,-100.0
186692,,-100.0
186718,,-100.0
186771,,-100.0
186789,,-100.0
186836,,-100.0
186867,,-100.0
186881,,-100.0
186894,,-100.0
186901,,-100.0
186907,,-100.0
186914,,-100.0
186916,,-100.0
186921,,-100.0
186932,,-100.0
186933,,-100.0
186944,,-100.0
186950,,-100.0
186951,,-100.0
186954,,-100.0
186975,,-100.0
186984,,-100.0
186988,,-100.0
186995,,-100.0
186997,,-100.0
187004,,-100.0
187005,,-100.0
187010,,-100.0
187022,,-100.0
187032,,-100.0
187043,,-100.0
187050,,-100.0
187059,,-100.0
187080,,-100.0
187110,,-100.0
187150,,-100.0
187151,,-100.0
187167,,-100.0
187171,,-100.0
187181,,-100.0
187182,,-100.0
187183,,-100.0
187187,,-100.0
187199,,-100.0
187203,,-100.0
187206,,-100.0
187216,,-100.0
187220,,-100.0
187221,,-100.0
187230,,-100.0
187232,,-100.0
187238,,-100.0
187239,,-100.0
187247,,-100.0
187249,,-100.0
187253,,-100.0
187255,,-100.0
187257,,-100.0
187260,,-100.0
187266,,-100.0
187270,,-100.0
187272,,-100.0
187273,,-100.0
187281,,-100.0
187282,,-100.0
187291,,-100.0
187294,,-100.0
187307,,-100.0
187315,,-100.0
187326,,-100.0
187331,,-100.0
187336,,-100.0
187349,,-100.0
187358,,-100.0
187359,,-100.0
187368,,-100.0
187376,,-100.0
187377,,-100.0
187386,,-100.0
187392,,-100.0
187397,,-100.0
187482,,-100.0
187494,,-100.0
187530,,-100.0
187533,,-100.0
187541,,-100.0
187563,,-100.0
187566,,-100.0
187616,,-100.0
187621,,-100.0
187635,,-100.0
187638,,-100.0
187643,,-100.0
187651,,-100.0
187655,,-100.0
187659,,-100.0
187672,,-100.0
187678,,-100.0
187680,,-100.0
187688,,-100.0
187695,,-100.0
187707,,-100.0
187709,,-100.0
187713,,-100.0
187724,,-100.0
187734,,-100.0
187744,,-100.0
187753,,-100.0
187766,,-100.0
187774,,-100.0
187778,,-100.0
187785,,-100.0
187808,,-100.0
187816,,-100.0
187820,,-100.0
187821,,-100.0
187835,,-100.0
187859,,-100.0
187875,,-100.0
187884,,-100.0
187906,,-100.0
187963,,-100.0
188003,,-100.0
188047,,-100.0
188150,,-100.0
188245,,-100.0
188299,,-100.0
188322,,-100.0
188541,,-100.0
188560,,-100.0
188568,,-100.0
188576,,-100.0
188581,,-100.0
188591,,-100.0
188596,,-100.0
188609,,-100.0
188619,,-100.0
188625,,-100.0
188633,,-100.0
188638,,-100.0
188651,,-100.0
188657,,-100.0
188668,,-100.0
188674,,-100.0
188686,,-100.0
188695,,-100.0
188704,,-100.0
188711,,-100.0
188721,,-100.0
188728,,-100.0
188738,,-100.0
188745,,-100.0
188756,,-100.0
188764,,-100.0
188774,,-100.0
188857,,-100.0
188937,,-100.0
189018,,-100.0
189039,,-100.0
189104,,-100.0
189177,,-100.0
189198,,-100.0
189259,,-100.0
189268,,-100.0
189288,,-100.0
189304,,-100.0
189312,,-100.0
189323,,-100.0
189341,,-100.0
189345,,-100.0
189353,,-100.0
189361,,-100.0
189371,,-100.0
189384,,-100.0
189393,,-100.0
189407,,-100.0
189413,,-100.0
189428,,-100.0
189440,,-100.0
189448,,-100.0
189459,,-100.0
189466,,-100.0
189546,,-100.0
189628,,-100.0
189668,,-100.0
189686,,-100.0
189703,,-100.0
189710,,-100.0
189720,,-100.0
189724,,-100.0
189736,,-100.0
189757,,-100.0
189758,,-100.0
189771,,-100.0
189782,,-100.0
189785,,-100.0
189795,,-100.0
189805,,-100.0
189814,,-100.0
189822,,-100.0
189833,,-100.0
189843,,-100.0
189850,,-100.0
189865,,-100.0
189879,,-100.0
189886,,-100.0
189888,,-100.0
189931,,-100.0
190043,,-100.0
190086,,-100.0
190129,,-100.0
190171,,-100.0
190173,,-100.0
190187,,-100.0
190195,,-100.0
190204,,-100.0
190205,,-100.0
190235,,-100.0
190245,,-100.0
190252,,-100.0
190261,,-100.0
190281,,-100.0
190291,,-100.0
190312,,-100.0
190313,,-100.0
190316,,-100.0
190323,,-100.0
190333,,-100.0
190338,,-100.0
190351,,-100.0
190356,,-100.0
190364,,-100.0
190367,,-100.0
190374,,-100.0
190385,,-100.0
190404,,-100.0
190436,,-100.0
190454,,-100.0
190507,,-100.0
190542,,-100.0
190586,,-100.0
190587,,-100.0
190604,,-100.0
190610,,-100.0
190620,,-100.0
190627,,-100.0
190638,,-100.0
190645,,-100.0
190655,,-100.0
190663,,-100.0
190672,,-100.0
190678,,-100.0
190689,,-100.0
190695,,-100.0
190708,,-100.0
190715,,-100.0
190725,,-100.0
190731,,-100.0
190742,,-100.0
190749,,-100.0
190756,,-100.0
190766,,-100.0
190773,,-100.0
190784,,-100.0
190790,,-100.0
190872,,-100.0
190908,,-100.0
190944,,-100.0
190947,,-100.0
190962,,-100.0
190969,,-100.0
190976,,-100.0
190983,,-100.0
190992,,-100.0
191003,,-100.0
191016,,-100.0
191023,,-100.0
191036,,-100.0
191044,,-100.0
191045,,-100.0
191055,,-100.0
191061,,-100.0
191075,,-100.0
191082,,-100.0
191093,,-100.0
191100,,-100.0
191112,,-100.0
191132,,-100.0
191140,,-100.0
191179,,-100.0
191237,,-100.0
191337,,-100.0
191388,,-100.0
191455,,-100.0
191471,,-100.0
191477,,-100.0
191489,,-100.0
191490,,-100.0
191494,,-100.0
191505,,-100.0
191510,,-100.0
191521,,-100.0
191528,,-100.0
191540,,-100.0
191547,,-100.0
191553,,-100.0
191557,,-100.0
191563,,-100.0
191574,,-100.0
191577,,-100.0
191582,,-100.0
191591,,-100.0
191599,,-100.0
191603,,-100.0
191616,,-100.0
191623,,-100.0
191632,,-100.0
191634,,-100.0
191640,,-100.0
191652,,-100.0
191659,,-100.0
191664,,-100.0
191668,,-100.0
191674,,-100.0
191686,,-100.0
191693,,-100.0
191704,,-100.0
191724,,-100.0
191770,,-100.0
191930,,-100.0
192096,,-100.0
192214,,-100.0
192243,,-100.0
192250,,-100.0
192272,,-100.0
192316,,-100.0
192325,,-100.0
192348,,-100.0
192375,,-100.0
192390,,-100.0
192392,,-100.0
192418,,-100.0
192421,,-100.0
192450,,-100.0
192501,,-100.0
192524,,-100.0
192544,,-100.0
192571,,-100.0
192604,,-100.0
192611,,-100.0
192628,,-100.0
192637,,-100.0
192653,,-100.0
192661,,-100.0
192668,,-100.0
192700,,-100.0
192713,,-100.0
192731,,-100.0
192738,,-100.0
192744,,-100.0
192754,,-100.0
192760,,-100.0
192766,,-100.0
192776,,-100.0
192793,,-100.0
192794,,-100.0
192807,,-100.0
192823,,-100.0
192843,,-100.0
192870,,-100.0
192908,,-100.0
192952,,-100.0
192992,,-100.0
193008,,-100.0
193029,,-100.0
193063,,-100.0
193081,,-100.0
193091,,-100.0
193096,,-100.0
193124,,-100.0
193137,,-100.0
193165,,-100.0
193180,,-100.0
193395,,-100.0
193551,,-100.0
193575,,-100.0
193583,,-100.0
193592,,-100.0
193599,,-100.0
193600,,-100.0
193604,,-100.0
193613,,-100.0
193615,,-100.0
193619,,-100.0
193622,,-100.0
193638,,-100.0
193649,,-100.0
193652,,-100.0
193655,,-100.0
193665,,-100.0
193669,,-100.0
193670,,-100.0
193680,,-100.0
193682,,-100.0
193690,,-100.0
193699,,-100.0
193702,,-100.0
193705,,-100.0
193716,,-100.0
193719,,-100.0
193722,,-100.0
193733,,-100.0
193745,,-100.0
193758,,-100.0
193768,,-100.0
193778,,-100.0
193790,,-100.0
193859,,-100.0
193895,,-100.0
193928,,-100.0
193943,,-100.0
193962,,-100.0
193963,,-100.0
193976,,-100.0
193978,,-100.0
193983,,-100.0
193995,,-100.0
194003,,-100.0
194010,,-100.0
194015,,-100.0
194024,,-100.0
194043,,-100.0
194051,,-100.0
194052,,-100.0
194062,,-100.0
194086,,-100.0
194099,,-100.0
194105,,-100.0
194117,,-100.0
194126,,-100.0
194140,,-100.0
194145,,-100.0
194209,,-100.0
194227,,-100.0
194335,,-100.0
194353,,-100.0
194396,,-100.0
194425,,-100.0
194482,,-100.0
194520,,-100.0
194626,,-100.0
194682,,-100.0
194711,,-100.0
194734,,-100.0
194756,,-100.0
194767,,-100.0
194776,,-100.0
194783,,-100.0
194786,,-100.0
194799,,-100.0
194803,,-100.0
194815,,-100.0
194817,,-100.0
194818,,-100.0
194832,,-100.0
194836,,-100.0
194849,,-100.0
194852,,-100.0
194865,,-100.0
194869,,-100.0
194882,,-100.0
194885,,-100.0
194886,,-100.0
194898,,-100.0
194903,,-100.0
194915,,-100.0
194919,,-100.0
194932,,-100.0
194933,,-100.0
195101,,-100.0
195150,,-100.0
195173,,-100.0
195197,,-100.0
195236,,-100.0
195274,,-100.0
195306,,-100.0
195370,,-100.0
195434,,-100.0
195480,,-100.0
195525,,-100.0
195573,,-100.0
195591,,-100.0
195638,,-100.0
195652,,-100.0
195656,,-100.0
195693,,-100.0
195737,,-100.0
195784,,-100.0
195823,,-100.0
195832,,-100.0
195850,,-100.0
195856,,-100.0
195857,,-100.0
195858,,-100.0
195900,,-100.0
195907,,-100.0
195935,,-100.0
195943,,-100.0
195961,,-100.0
195965,,-100.0
195977,,-100.0
196101,,-100.0
196119,,-100.0
196123,,-100.0
196139,,-100.0
196143,,-100.0
196159,,-100.0
196160,,-100.0
196182,,-100.0
196190,,-100.0
196214,,-100.0
196218,,-100.0
196238,,-100.0
196242,,-100.0
196255,,-100.0
196389,,-100.0
196396,,-100.0
196400,,-100.0
196415,,-100.0
196419,,-100.0
196434,,-100.0
196442,,-100.0
196455,,-100.0
196464,,-100.0
196478,,-100.0
196635,,-100.0
196651,,-100.0
196659,,-100.0
196694,,-100.0
196706,,-100.0
196748,,-100.0
196901,,-100.0
196919,,-100.0
196926,,-100.0
196940,,-100.0
196945,,-100.0
196957,,-100.0
196965,,-100.0
196977,,-100.0
196982,,-100.0
196995,,-100.0
197003,,-100.0
197020,,-100.0
197028,,-100.0
197138,,-100.0
197156,,-100.0
197164,,-100.0
197177,,-100.0
197180,,-100.0
197181,,-100.0
197184,,-100.0
197194,,-100.0
197197,,-100.0
197198,,-100.0
197200,,-100.0
197210,,-100.0
197214,,-100.0
197217,,-100.0
197218,,-100.0
197230,,-100.0
197233,,-100.0
197237,,-100.0
197246,,-100.0
197249,,-100.0
197263,,-100.0
197266,,-100.0
197280,,-100.0
197282,,-100.0
197296,,-100.0
197299,,-100.0
197313,,-100.0
197317,,-100.0
197330,,-100.0
197332,,-100.0
197346,,-100.0
197349,,-100.0
197352,,-100.0
197363,,-100.0
197365,,-100.0
197369,,-100.0
197374,,-100.0
197380,,-100.0
197383,,-100.0
197396,,-100.0
197399,,-100.0
197404,,-100.0
197407,,-100.0
197413,,-100.0
197415,,-100.0
197425,,-100.0
197430,,-100.0
197432,,-100.0
197446,,-100.0
197455,,-100.0
197480,,-100.0
197490,,-100.0
197496,,-100.0
197498,,-100.0
197513,,-100.0
197515,,-100.0
197530,,-100.0
197532,,-100.0
197534,,-100.0
197547,,-100.0
197549,,-100.0
197551,,-100.0
197555,,-100.0
197563,,-100.0
197565,,-100.0
197573,,-100.0
197579,,-100.0
197581,,-100.0
197582,,-100.0
197592,,-100.0
197596,,-100.0
197599,,-100.0
197608,,-100.0
197613,,-100.0
197614,,-100.0
197615,,-100.0
197627,,-100.0
197630,,-100.0
197633,,-100.0
197646,,-100.0
197649,,-100.0
197663,,-100.0
197666,,-100.0
197680,,-100.0
197682,,-100.0
197696,,-100.0
197699,,-100.0
197713,,-100.0
197716,,-100.0
197717,,-100.0
197730,,-100.0
197734,,-100.0
197736,,-100.0
197740,,-100.0
197746,,-100.0
197748,,-100.0
197755,,-100.0
197763,,-100.0
197767,,-100.0
197772,,-100.0
197780,,-100.0
197782,,-100.0
197786,,-100.0
197796,,-100.0
197799,,-100.0
197801,,-100.0
197810,,-100.0
197813,,-100.0
197815,,-100.0
197823,,-100.0
197829,,-100.0
197834,,-100.0
197863,,-100.0
197866,,-100.0
197880,,-100.0
197882,,-100.0
197896,,-100.0
197899,,-100.0
197913,,-100.0
197914,,-100.0
197915,,-100.0
197931,,-100.0
197935,,-100.0
197936,,-100.0
197942,,-100.0
197953,,-100.0
197956,,-100.0
197963,,-100.0
197965,,-100.0
197982,,-100.0
197986,,-100.0
197989,,-100.0
197996,,-100.0
198003,,-100.0
198030,,-100.0
198032,,-100.0
198046,,-100.0
198048,,-100.0
198063,,-100.0
198065,,-100.0
198080,,-100.0
198082,,-100.0
198096,,-100.0
198098,,-100.0
198112,,-100.0
198113,,-100.0
198115,,-100.0
198119,,-100.0
198130,,-100.0
198132,,-100.0
198135,,-100.0
198146,,-100.0
198148,,-100.0
198163,,-100.0
198165,,-100.0
198167,,-100.0
198180,,-100.0
198182,,-100.0
198196,,-100.0
198198,,-100.0
198213,,-100.0
198215,,-100.0
198230,,-100.0
198232,,-100.0
198246,,-100.0
198248,,-100.0
198263,,-100.0
198265,,-100.0
198280,,-100.0
198282,,-100.0
198290,,-100.0
198296,,-100.0
198301,,-100.0
198308,,-100.0
198312,,-100.0
198313,,-100.0
198316,,-100.0
198329,,-100.0
198331,,-100.0
198343,,-100.0
198346,,-100.0
198348,,-100.0
198363,,-100.0
198365,,-100.0
198380,,-100.0
198382,,-100.0
198396,,-100.0
198398,,-100.0
198413,,-100.0
198416,,-100.0
198430,,-100.0
198432,,-100.0
198447,,-100.0
198449,,-100.0
198463,,-100.0
198465,,-100.0
198479,,-100.0
198482,,-100.0
198496,,-100.0
198498,,-100.0
198504,,-100.0
198513,,-100.0
198516,,-100.0
198524,,-100.0
198529,,-100.0
198542,,-100.0
198657,,-100.0
198679,,-100.0
198695,,-100.0
198712,,-100.0
198725,,-100.0
198733,,-100.0
198793,,-100.0
198858,,-100.0
198863,,-100.0
198877,,-100.0
198884,,-100.0
198905,,-100.0
199016,,-100.0
199033,,-100.0
199056,,-100.0
199067,,-100.0
199074,,-100.0
199087,,-100.0
199179,,-100.0
199198,,-100.0
199206,,-100.0
199217,,-100.0
199222,,-100.0
199234,,-100.0
199239,,-100.0
199256,,-100.0
199318,,-100.0
199333,,-100.0
199338,,-100.0
199354,,-100.0
199365,,-100.0
199366,,-100.0
199371,,-100.0
199376,,-100.0
199378,,-100.0
199383,,-100.0
199396,,-100.0
199503,,-100.0
199517,,-100.0
199523,,-100.0
199539,,-100.0
199545,,-100.0
199554,,-100.0
199558,,-100.0
199571,,-100.0
199576,,-100.0
199577,,-100.0
199585,,-100.0
199596,,-100.0
199701,,-100.0
199718,,-100.0
199728,,-100.0
199739,,-100.0
199747,,-100.0
199755,,-100.0
199759,,-100.0
199772,,-100.0
199793,,-100.0
199799,,-100.0
199813,,-100.0
199852,,-100.0
199859,,-100.0
199884,,-100.0
199899,,-100.0
199900,,-100.0
199906,,-100.0
199908,,-100.0
199920,,-100.0
199923,,-100.0
199935,,-100.0
199938,,-100.0
199942,,-100.0
199943,,-100.0
199955,,-100.0
199972,,-100.0
199978,,-100.0
200004,,-100.0
200013,,-100.0
200023,,-100.0
200028,,-100.0
200029,,-100.0
200047,,-100.0
200049,,-100.0
200052,,-100.0
200053,,-100.0
200054,,-100.0
200067,,-100.0
200068,,-100.0
200071,,-100.0
200073,,-100.0
200076,,-100.0
200089,,-100.0
200091,,-100.0
200095,,-100.0
200096,,-100.0
200111,,-100.0
200114,,-100.0
200119,,-100.0
200122,,-100.0
200124,,-100.0
200137,,-100.0
200152,,-100.0
200160,,-100.0
200166,,-100.0
200172,,-100.0
200175,,-100.0
200181,,-100.0
200197,,-100.0
200202,,-100.0
200205,,-100.0
200209,,-100.0
200223,,-100.0
200228,,-100.0
200229,,-100.0
200236,,-100.0
200246,,-100.0
200254,,-100.0
200255,,-100.0
200262,,-100.0
200268,,-100.0
200281,,-100.0
200282,,-100.0
200288,,-100.0
200290,,-100.0
200298,,-100.0
200305,,-100.0
200307,,-100.0
200308,,-100.0
200309,,-100.0
200314,,-100.0
200318,,-100.0
200323,,-100.0
200327,,-100.0
200338,,-100.0
200349,,-100.0
200357,,-100.0
200358,,-100.0
200365,,-100.0
200375,,-100.0
200377,,-100.0
200385,,-100.0
200387,,-100.0
200403,,-100.0
200408,,-100.0
200409,,-100.0
200413,,-100.0
200414,,-100.0
200416,,-100.0
200418,,-100.0
200421,,-100.0
200422,,-100.0
200430,,-100.0
200431,,-100.0
200433,,-100.0
200436,,-100.0
200441,,-100.0
200446,,-100.0
200449,,-100.0
200450,,-100.0
200453,,-100.0
200456,,-100.0
200458,,-100.0
200463,,-100.0
200466,,-100.0
200468,,-100.0
200469,,-100.0
200472,,-100.0
200473,,-100.0
200480,,-100.0
200481,,-100.0
200482,,-100.0
200485,,-100.0
200492,,-100.0
200494,,-100.0
200495,,-100.0
200496,,-100.0
200499,,-100.0
200506,,-100.0
200511,,-100.0
200513,,-100.0
200517,,-100.0
200519,,-100.0
200529,,-100.0
200531,,-100.0
200537,,-100.0
200541,,-100.0
200546,,-100.0
200549,,-100.0
200556,,-100.0
200562,,-100.0
200563,,-100.0
200565,,-100.0
200573,,-100.0
200579,,-100.0
200580,,-100.0
200582,,-100.0
200593,,-100.0
200597,,-100.0
200599,,-100.0
200609,,-100.0
200612,,-100.0
200613,,-100.0
200615,,-100.0
200620,,-100.0
200623,,-100.0
200626,,-100.0
200629,,-100.0
200631,,-100.0
200640,,-100.0
200645,,-100.0
200646,,-100.0
200650,,-100.0
200653,,-100.0
200655,,-100.0
200658,,-100.0
200659,,-100.0
200663,,-100.0
200666,,-100.0
200668,,-100.0
200679,,-100.0
200680,,-100.0
200681,,-100.0
200684,,-100.0
200686,,-100.0
200687,,-100.0
200695,,-100.0
200696,,-100.0
200697,,-100.0
200698,,-100.0
200706,,-100.0
200713,,-100.0
200715,,-100.0
200719,,-100.0
200722,,-100.0
