,nan,A2Q3SM0KEI497
298443,,-100.0
298595,,-100.0
298612,,-100.0
298617,,-100.0
298630,,-100.0
298635,,-100.0
298648,,-100.0
298649,,-100.0
298656,,-100.0
298672,,-100.0
298689,,-100.0
298854,,-100.0
298871,,-100.0
298883,,-100.0
298913,,-100.0
298923,,-100.0
298929,,-100.0
298936,,-100.0
298945,,-100.0
298966,,-100.0
298974,,-100.0
299158,,-100.0
299174,,-100.0
299180,,-100.0
299195,,-100.0
299203,,-100.0
299222,,-100.0
299237,,-100.0
299250,,-100.0
299259,,-100.0
299277,,-100.0
299463,,-100.0
299483,,-100.0
299492,,-100.0
299501,,-100.0
299506,,-100.0
299521,,-100.0
299526,,-100.0
299537,,-100.0
299549,,-100.0
299565,,-100.0
299573,,-100.0
299585,,-100.0
299780,,-100.0
299791,,-100.0
299797,,-100.0
299815,,-100.0
299822,,-100.0
299833,,-100.0
299839,,-100.0
299852,,-100.0
309218,,-100.0
309233,,-100.0
309239,,-100.0
309266,,-100.0
309272,,-100.0
309299,,-100.0
309304,,-100.0
309316,,-100.0
309321,,-100.0
309333,,-100.0
309619,,-100.0
309633,,-100.0
309638,,-100.0
309649,,-100.0
309654,,-100.0
309666,,-100.0
309673,,-100.0
309682,,-100.0
309688,,-100.0
309699,,-100.0
309706,,-100.0
309716,,-100.0
309721,,-100.0
309733,,-100.0
310350,,-100.0
310367,,-100.0
310369,,-100.0
310383,,-100.0
310388,,-100.0
310399,,-100.0
310403,,-100.0
310416,,-100.0
310419,,-100.0
310432,,-100.0
310435,,-100.0
310449,,-100.0
311817,,-100.0
311833,,-100.0
311837,,-100.0
311849,,-100.0
311854,,-100.0
311866,,-100.0
311869,,-100.0
311882,,-100.0
311887,,-100.0
311899,,-100.0
311902,,-100.0
311917,,-100.0
312067,,-100.0
312083,,-100.0
312087,,-100.0
312099,,-100.0
312102,,-100.0
312116,,-100.0
314300,,-100.0
314301,,-100.0
314317,,-100.0
314333,,-100.0
314362,,-100.0
314383,,-100.0
314409,,-100.0
314421,,-100.0
314429,,-100.0
314437,,-100.0
314461,,-100.0
314470,,-100.0
314496,,-100.0
314508,,-100.0
314514,,-100.0
314521,,-100.0
314534,,-100.0
314546,,-100.0
314567,,-100.0
314581,,-100.0
314602,,-100.0
314612,,-100.0
314613,,-100.0
314627,,-100.0
314633,,-100.0
314635,,-100.0
314641,,-100.0
314661,,-100.0
314666,,-100.0
314672,,-100.0
314678,,-100.0
314686,,-100.0
314691,,-100.0
314700,,-100.0
314703,,-100.0
314713,,-100.0
314722,,-100.0
314730,,-100.0
314731,,-100.0
314739,,-100.0
314754,,-100.0
314766,,-100.0
314775,,-100.0
314800,,-100.0
314807,,-100.0
314811,,-100.0
314825,,-100.0
314832,,-100.0
314833,,-100.0
314843,,-100.0
314845,,-100.0
314852,,-100.0
314860,,-100.0
314863,,-100.0
314866,,-100.0
314874,,-100.0
314880,,-100.0
314884,,-100.0
314895,,-100.0
314896,,-100.0
314904,,-100.0
314905,,-100.0
314920,,-100.0
314923,,-100.0
314929,,-100.0
314933,,-100.0
314941,,-100.0
314950,,-100.0
314961,,-100.0
314982,,-100.0
314991,,-100.0
315005,,-100.0
315016,,-100.0
315029,,-100.0
315032,,-100.0
315039,,-100.0
315045,,-100.0
315046,,-100.0
315054,,-100.0
315058,,-100.0
315061,,-100.0
315070,,-100.0
315075,,-100.0
315080,,-100.0
315083,,-100.0
315093,,-100.0
315099,,-100.0
315101,,-100.0
315110,,-100.0
315111,,-100.0
315118,,-100.0
315125,,-100.0
315133,,-100.0
315140,,-100.0
315143,,-100.0
315152,,-100.0
315165,,-100.0
315170,,-100.0
315180,,-100.0
315187,,-100.0
315197,,-100.0
315204,,-100.0
315212,,-100.0
315218,,-100.0
315225,,-100.0
315226,,-100.0
315233,,-100.0
315237,,-100.0
315242,,-100.0
315246,,-100.0
315247,,-100.0
315256,,-100.0
315267,,-100.0
315269,,-100.0
315278,,-100.0
315282,,-100.0
315284,,-100.0
315286,,-100.0
315290,,-100.0
315301,,-100.0
315310,,-100.0
315333,,-100.0
315337,,-100.0
315350,,-100.0
315354,,-100.0
315367,,-100.0
315376,,-100.0
315385,,-100.0
315393,,-100.0
315396,,-100.0
315402,,-100.0
315411,,-100.0
315417,,-100.0
315420,,-100.0
315427,,-100.0
315435,,-100.0
315436,,-100.0
315442,,-100.0
315443,,-100.0
315448,,-100.0
315455,,-100.0
315460,,-100.0
315464,,-100.0
315473,,-100.0
315477,,-100.0
315496,,-100.0
315503,,-100.0
315516,,-100.0
315521,,-100.0
315548,,-100.0
315553,,-100.0
315558,,-100.0
315574,,-100.0
315578,,-100.0
315582,,-100.0
315584,,-100.0
315591,,-100.0
315593,,-100.0
315598,,-100.0
315600,,-100.0
315607,,-100.0
315612,,-100.0
315620,,-100.0
315625,,-100.0
315635,,-100.0
315648,,-100.0
315650,,-100.0
315660,,-100.0
315668,,-100.0
315676,,-100.0
315687,,-100.0
315697,,-100.0
315713,,-100.0
315720,,-100.0
315725,,-100.0
315737,,-100.0
315741,,-100.0
315749,,-100.0
315751,,-100.0
315759,,-100.0
315761,,-100.0
315764,,-100.0
315771,,-100.0
315778,,-100.0
315783,,-100.0
315784,,-100.0
315789,,-100.0
315795,,-100.0
315802,,-100.0
315803,,-100.0
315813,,-100.0
315819,,-100.0
315837,,-100.0
315841,,-100.0
315856,,-100.0
315860,,-100.0
315874,,-100.0
315883,,-100.0
315908,,-100.0
315912,,-100.0
315935,,-100.0
315938,,-100.0
315948,,-100.0
315954,,-100.0
315960,,-100.0
315965,,-100.0
315970,,-100.0
315972,,-100.0
315978,,-100.0
315993,,-100.0
316012,,-100.0
316022,,-100.0
316037,,-100.0
316051,,-100.0
316061,,-100.0
316071,,-100.0
316087,,-100.0
316091,,-100.0
316095,,-100.0
316098,,-100.0
316113,,-100.0
316117,,-100.0
316134,,-100.0
316145,,-100.0
316159,,-100.0
316166,,-100.0
316178,,-100.0
316184,,-100.0
316199,,-100.0
316204,,-100.0
316220,,-100.0
316225,,-100.0
316239,,-100.0
316246,,-100.0
316260,,-100.0
316265,,-100.0
316276,,-100.0
316277,,-100.0
316296,,-100.0
316297,,-100.0
316305,,-100.0
316315,,-100.0
316318,,-100.0
316321,,-100.0
316323,,-100.0
316332,,-100.0
316341,,-100.0
316349,,-100.0
316351,,-100.0
316357,,-100.0
316363,,-100.0
316379,,-100.0
316386,,-100.0
316388,,-100.0
316399,,-100.0
316405,,-100.0
316421,,-100.0
316426,,-100.0
316436,,-100.0
316444,,-100.0
316460,,-100.0
316469,,-100.0
316482,,-100.0
316488,,-100.0
316500,,-100.0
316505,,-100.0
316510,,-100.0
316513,,-100.0
316522,,-100.0
316534,,-100.0
316542,,-100.0
316547,,-100.0
316557,,-100.0
316563,,-100.0
316570,,-100.0
316581,,-100.0
316582,,-100.0
316586,,-100.0
316591,,-100.0
316600,,-100.0
316604,,-100.0
316606,,-100.0
316635,,-100.0
316642,,-100.0
316654,,-100.0
316663,,-100.0
316676,,-100.0
316681,,-100.0
316702,,-100.0
316709,,-100.0
316725,,-100.0
316731,,-100.0
316744,,-100.0
316748,,-100.0
316761,,-100.0
316768,,-100.0
316784,,-100.0
316791,,-100.0
316807,,-100.0
316813,,-100.0
316831,,-100.0
316836,,-100.0
316848,,-100.0
316852,,-100.0
316856,,-100.0
316859,,-100.0
316870,,-100.0
316875,,-100.0
316881,,-100.0
316891,,-100.0
316898,,-100.0
316911,,-100.0
316919,,-100.0
316930,,-100.0
316935,,-100.0
316950,,-100.0
316962,,-100.0
316970,,-100.0
316992,,-100.0
316999,,-100.0
317011,,-100.0
317018,,-100.0
317062,,-100.0
317074,,-100.0
317087,,-100.0
317094,,-100.0
317106,,-100.0
317109,,-100.0
317112,,-100.0
317114,,-100.0
317130,,-100.0
317137,,-100.0
317139,,-100.0
317147,,-100.0
317151,,-100.0
317154,,-100.0
317161,,-100.0
317165,,-100.0
317171,,-100.0
317179,,-100.0
317194,,-100.0
317223,,-100.0
317228,,-100.0
317245,,-100.0
317258,,-100.0
317272,,-100.0
317277,,-100.0
317305,,-100.0
317308,,-100.0
317316,,-100.0
317322,,-100.0
317329,,-100.0
317331,,-100.0
317344,,-100.0
317347,,-100.0
317348,,-100.0
317360,,-100.0
317361,,-100.0
317366,,-100.0
317372,,-100.0
317375,,-100.0
317377,,-100.0
317387,,-100.0
317389,,-100.0
317395,,-100.0
317396,,-100.0
317397,,-100.0
317404,,-100.0
317412,,-100.0
317423,,-100.0
348167,,-100.0
348183,,-100.0
348188,,-100.0
348199,,-100.0
348206,,-100.0
348216,,-100.0
348219,,-100.0
348232,,-100.0
348236,,-100.0
348249,,-100.0
348255,,-100.0
348266,,-100.0
348270,,-100.0
348283,,-100.0
348287,,-100.0
348299,,-100.0
348302,,-100.0
348316,,-100.0
348320,,-100.0
348333,,-100.0
348338,,-100.0
348349,,-100.0
348554,,-100.0
348561,,-100.0
348570,,-100.0
348587,,-100.0
348593,,-100.0
348611,,-100.0
348621,,-100.0
348633,,-100.0
348664,,-100.0
348677,,-100.0
348687,,-100.0
348700,,-100.0
348710,,-100.0
348724,,-100.0
348735,,-100.0
348750,,-100.0
348761,,-100.0
348780,,-100.0
348851,,-100.0
348867,,-100.0
348873,,-100.0
348882,,-100.0
348886,,-100.0
348899,,-100.0
348903,,-100.0
348916,,-100.0
348919,,-100.0
348932,,-100.0
348936,,-100.0
348951,,-100.0
348954,,-100.0
348966,,-100.0
348971,,-100.0
348982,,-100.0
348987,,-100.0
348999,,-100.0
349400,,-100.0
349417,,-100.0
349421,,-100.0
349432,,-100.0
349437,,-100.0
349449,,-100.0
349453,,-100.0
349466,,-100.0
349470,,-100.0
349485,,-100.0
349493,,-100.0
349536,,-100.0
349790,,-100.0
349807,,-100.0
349817,,-100.0
349837,,-100.0
349841,,-100.0
349845,,-100.0
349854,,-100.0
349871,,-100.0
349880,,-100.0
349894,,-100.0
349917,,-100.0
349926,,-100.0
349933,,-100.0
349937,,-100.0
349942,,-100.0
349949,,-100.0
349950,,-100.0
349955,,-100.0
349966,,-100.0
349967,,-100.0
349970,,-100.0
349973,,-100.0
349982,,-100.0
349986,,-100.0
349988,,-100.0
349999,,-100.0
350003,,-100.0
350016,,-100.0
350020,,-100.0
350032,,-100.0
350037,,-100.0
350049,,-100.0
350052,,-100.0
350066,,-100.0
350346,,-100.0
350361,,-100.0
350370,,-100.0
350388,,-100.0
350393,,-100.0
350408,,-100.0
350418,,-100.0
350433,,-100.0
350440,,-100.0
350456,,-100.0
350464,,-100.0
350480,,-100.0
350490,,-100.0
350497,,-100.0
350505,,-100.0
350521,,-100.0
351120,,-100.0
351125,,-100.0
351133,,-100.0
351149,,-100.0
351159,,-100.0
351174,,-100.0
351184,,-100.0
351200,,-100.0
351211,,-100.0
351226,,-100.0
351389,,-100.0
351408,,-100.0
351414,,-100.0
351422,,-100.0
351428,,-100.0
351441,,-100.0
351446,,-100.0
351458,,-100.0
351462,,-100.0
351475,,-100.0
351481,,-100.0
351493,,-100.0
351498,,-100.0
351511,,-100.0
351516,,-100.0
351527,,-100.0
351534,,-100.0
351545,,-100.0
351550,,-100.0
351552,,-100.0
351622,,-100.0
351640,,-100.0
351645,,-100.0
351662,,-100.0
351672,,-100.0
351680,,-100.0
351696,,-100.0
351710,,-100.0
351715,,-100.0
351726,,-100.0
351734,,-100.0
351744,,-100.0
351749,,-100.0
351762,,-100.0
351770,,-100.0
351785,,-100.0
351790,,-100.0
351805,,-100.0
352309,,-100.0
352327,,-100.0
352332,,-100.0
352343,,-100.0
352351,,-100.0
352361,,-100.0
352367,,-100.0
352377,,-100.0
352381,,-100.0
352395,,-100.0
352400,,-100.0
352403,,-100.0
352409,,-100.0
352420,,-100.0
352425,,-100.0
352437,,-100.0
352446,,-100.0
352454,,-100.0
352460,,-100.0
352472,,-100.0
352479,,-100.0
352490,,-100.0
352778,,-100.0
352795,,-100.0
352800,,-100.0
352812,,-100.0
352819,,-100.0
352828,,-100.0
352841,,-100.0
352846,,-100.0
352854,,-100.0
352861,,-100.0
352870,,-100.0
352875,,-100.0
352888,,-100.0
352896,,-100.0
352906,,-100.0
352912,,-100.0
352926,,-100.0
352951,,-100.0
352959,,-100.0
352964,,-100.0
352975,,-100.0
352985,,-100.0
352994,,-100.0
353000,,-100.0
353010,,-100.0
353018,,-100.0
353028,,-100.0
353035,,-100.0
353045,,-100.0
353049,,-100.0
353053,,-100.0
353059,,-100.0
353070,,-100.0
353076,,-100.0
353087,,-100.0
353094,,-100.0
353105,,-100.0
353111,,-100.0
353122,,-100.0
353127,,-100.0
353140,,-100.0
353145,,-100.0
353158,,-100.0
353165,,-100.0
353176,,-100.0
353182,,-100.0
353192,,-100.0
353200,,-100.0
353211,,-100.0
353217,,-100.0
353227,,-100.0
353234,,-100.0
353245,,-100.0
353251,,-100.0
353252,,-100.0
353258,,-100.0
353270,,-100.0
353276,,-100.0
353286,,-100.0
353293,,-100.0
353304,,-100.0
353310,,-100.0
353322,,-100.0
353348,,-100.0
353358,,-100.0
353363,,-100.0
353374,,-100.0
353379,,-100.0
353391,,-100.0
353399,,-100.0
353409,,-100.0
353575,,-100.0
353593,,-100.0
353597,,-100.0
353609,,-100.0
353614,,-100.0
353627,,-100.0
353632,,-100.0
353645,,-100.0
353652,,-100.0
353661,,-100.0
353683,,-100.0
353690,,-100.0
353695,,-100.0
353704,,-100.0
353710,,-100.0
353720,,-100.0
353725,,-100.0
353740,,-100.0
353939,,-100.0
353956,,-100.0
353964,,-100.0
353972,,-100.0
353980,,-100.0
353990,,-100.0
353997,,-100.0
354009,,-100.0
354030,,-100.0
354042,,-100.0
354047,,-100.0
354060,,-100.0
354068,,-100.0
354080,,-100.0
354086,,-100.0
354097,,-100.0
354103,,-100.0
354117,,-100.0
354513,,-100.0
354531,,-100.0
354537,,-100.0
354553,,-100.0
354557,,-100.0
354569,,-100.0
354576,,-100.0
354587,,-100.0
354594,,-100.0
354606,,-100.0
354611,,-100.0
354622,,-100.0
354627,,-100.0
354641,,-100.0
354646,,-100.0
354662,,-100.0
354673,,-100.0
354695,,-100.0
354836,,-100.0
354864,,-100.0
354876,,-100.0
354894,,-100.0
354934,,-100.0
354965,,-100.0
354990,,-100.0
355016,,-100.0
355138,,-100.0
355170,,-100.0
355219,,-100.0
355250,,-100.0
355265,,-100.0
355274,,-100.0
355297,,-100.0
355312,,-100.0
355335,,-100.0
355347,,-100.0
355475,,-100.0
355494,,-100.0
355512,,-100.0
355524,,-100.0
355536,,-100.0
355545,,-100.0
355566,,-100.0
355579,,-100.0
355586,,-100.0
355597,,-100.0
355604,,-100.0
355614,,-100.0
355619,,-100.0
355632,,-100.0
355839,,-100.0
355857,,-100.0
355862,,-100.0
355873,,-100.0
355878,,-100.0
355890,,-100.0
355901,,-100.0
355914,,-100.0
355921,,-100.0
355930,,-100.0
355935,,-100.0
355946,,-100.0
355966,,-100.0
355977,,-100.0
355984,,-100.0
355995,,-100.0
356002,,-100.0
356012,,-100.0
356019,,-100.0
356029,,-100.0
356195,,-100.0
356215,,-100.0
356233,,-100.0
356239,,-100.0
356246,,-100.0
356255,,-100.0
356274,,-100.0
356288,,-100.0
356311,,-100.0
356323,,-100.0
356329,,-100.0
356340,,-100.0
356347,,-100.0
356358,,-100.0
356365,,-100.0
356376,,-100.0
356689,,-100.0
356706,,-100.0
356712,,-100.0
356721,,-100.0
356727,,-100.0
356741,,-100.0
356750,,-100.0
356763,,-100.0
356781,,-100.0
356792,,-100.0
356798,,-100.0
356808,,-100.0
356815,,-100.0
356827,,-100.0
356858,,-100.0
356872,,-100.0
356880,,-100.0
356888,,-100.0
356894,,-100.0
356899,,-100.0
356915,,-100.0
356943,,-100.0
357051,,-100.0
357097,,-100.0
357196,,-100.0
357213,,-100.0
357226,,-100.0
357241,,-100.0
357246,,-100.0
357251,,-100.0
357252,,-100.0
357277,,-100.0
357282,,-100.0
357294,,-100.0
357300,,-100.0
357312,,-100.0
357322,,-100.0
357337,,-100.0
357342,,-100.0
357346,,-100.0
357353,,-100.0
357363,,-100.0
357365,,-100.0
357371,,-100.0
357379,,-100.0
357389,,-100.0
357409,,-100.0
357424,,-100.0
357429,,-100.0
357442,,-100.0
357481,,-100.0
357515,,-100.0
357548,,-100.0
357561,,-100.0
357663,,-100.0
357680,,-100.0
357696,,-100.0
357706,,-100.0
357729,,-100.0
357741,,-100.0
357846,,-100.0
357867,,-100.0
357878,,-100.0
357886,,-100.0
357997,,-100.0
358015,,-100.0
358118,,-100.0
358128,,-100.0
358153,,-100.0
358163,,-100.0
358183,,-100.0
358194,,-100.0
358265,,-100.0
358280,,-100.0
358302,,-100.0
358311,,-100.0
358337,,-100.0
358343,,-100.0
358465,,-100.0
358481,,-100.0
358502,,-100.0
358511,,-100.0
358600,,-100.0
358616,,-100.0
358639,,-100.0
358643,,-100.0
358667,,-100.0
358681,,-100.0
358706,,-100.0
358714,,-100.0
358723,,-100.0
358737,,-100.0
358757,,-100.0
358778,,-100.0
358785,,-100.0
358795,,-100.0
358796,,-100.0
358813,,-100.0
358814,,-100.0
358827,,-100.0
358835,,-100.0
358838,,-100.0
358841,,-100.0
358842,,-100.0
358857,,-100.0
358870,,-100.0
358877,,-100.0
358879,,-100.0
358894,,-100.0
358898,,-100.0
358909,,-100.0
358911,,-100.0
358919,,-100.0
358928,,-100.0
358942,,-100.0
358960,,-100.0
358961,,-100.0
358979,,-100.0
358995,,-100.0
359003,,-100.0
359014,,-100.0
359036,,-100.0
359046,,-100.0
359052,,-100.0
359075,,-100.0
359080,,-100.0
359090,,-100.0
359095,,-100.0
359107,,-100.0
359128,,-100.0
359147,,-100.0
359162,,-100.0
359174,,-100.0
359195,,-100.0
359207,,-100.0
359221,,-100.0
359232,,-100.0
359249,,-100.0
359262,,-100.0
359284,,-100.0
359296,,-100.0
359318,,-100.0
359325,,-100.0
359337,,-100.0
359346,,-100.0
359357,,-100.0
359379,,-100.0
359399,,-100.0
359408,,-100.0
359420,,-100.0
359429,,-100.0
359438,,-100.0
359447,,-100.0
359453,,-100.0
359467,,-100.0
359489,,-100.0
359496,,-100.0
359503,,-100.0
359513,,-100.0
359535,,-100.0
359547,,-100.0
359555,,-100.0
359581,,-100.0
359588,,-100.0
359597,,-100.0
359604,,-100.0
359633,,-100.0
359654,,-100.0
359661,,-100.0
359677,,-100.0
359698,,-100.0
359721,,-100.0
359731,,-100.0
359738,,-100.0
359741,,-100.0
359751,,-100.0
359760,,-100.0
359765,,-100.0
359777,,-100.0
359783,,-100.0
359794,,-100.0
359799,,-100.0
359810,,-100.0
359817,,-100.0
359827,,-100.0
359833,,-100.0
359840,,-100.0
359845,,-100.0
359860,,-100.0
359868,,-100.0
359878,,-100.0
359884,,-100.0
359894,,-100.0
359900,,-100.0
359910,,-100.0
359918,,-100.0
359930,,-100.0
359935,,-100.0
359937,,-100.0
359942,,-100.0
359961,,-100.0
359962,,-100.0
359968,,-100.0
359973,,-100.0
359979,,-100.0
359981,,-100.0
359982,,-100.0
359992,,-100.0
359994,,-100.0
359997,,-100.0
360002,,-100.0
360010,,-100.0
360013,,-100.0
360016,,-100.0
360027,,-100.0
360037,,-100.0
360042,,-100.0
360053,,-100.0
360059,,-100.0
360061,,-100.0
360066,,-100.0
360070,,-100.0
360075,,-100.0
360095,,-100.0
360109,,-100.0
360116,,-100.0
360117,,-100.0
360122,,-100.0
360143,,-100.0
360147,,-100.0
360159,,-100.0
360169,,-100.0
360176,,-100.0
360182,,-100.0
360194,,-100.0
360199,,-100.0
360209,,-100.0
360216,,-100.0
360225,,-100.0
360230,,-100.0
360240,,-100.0
360247,,-100.0
360257,,-100.0
360262,,-100.0
360276,,-100.0
360280,,-100.0
360282,,-100.0
360293,,-100.0
360299,,-100.0
360302,,-100.0
360309,,-100.0
360310,,-100.0
360316,,-100.0
360322,,-100.0
360327,,-100.0
360331,,-100.0
360332,,-100.0
360338,,-100.0
360339,,-100.0
360344,,-100.0
360346,,-100.0
360357,,-100.0
360359,,-100.0
360363,,-100.0
360366,,-100.0
360376,,-100.0
360380,,-100.0
360385,,-100.0
360393,,-100.0
360399,,-100.0
360409,,-100.0
360415,,-100.0
360423,,-100.0
360428,,-100.0
360440,,-100.0
360444,,-100.0
360461,,-100.0
360476,,-100.0
360487,,-100.0
360608,,-100.0
360625,,-100.0
360631,,-100.0
360650,,-100.0
360655,,-100.0
360677,,-100.0
360704,,-100.0
360716,,-100.0
360878,,-100.0
360892,,-100.0
360904,,-100.0
360915,,-100.0
360938,,-100.0
360951,,-100.0
361113,,-100.0
361128,,-100.0
361135,,-100.0
361142,,-100.0
361149,,-100.0
361157,,-100.0
361165,,-100.0
361177,,-100.0
361184,,-100.0
361196,,-100.0
361364,,-100.0
361370,,-100.0
361376,,-100.0
361390,,-100.0
361395,,-100.0
361411,,-100.0
361423,,-100.0
361437,,-100.0
361447,,-100.0
361463,,-100.0
361727,,-100.0
361743,,-100.0
361750,,-100.0
361763,,-100.0
361771,,-100.0
361786,,-100.0
361793,,-100.0
361802,,-100.0
361808,,-100.0
361819,,-100.0
361964,,-100.0
361977,,-100.0
361986,,-100.0
361996,,-100.0
362005,,-100.0
362018,,-100.0
362028,,-100.0
362041,,-100.0
362048,,-100.0
362051,,-100.0
362061,,-100.0
362069,,-100.0
362077,,-100.0
362099,,-100.0
362105,,-100.0
362126,,-100.0
362140,,-100.0
362166,,-100.0
362172,,-100.0
362181,,-100.0
362194,,-100.0
362199,,-100.0
362212,,-100.0
362216,,-100.0
362218,,-100.0
362227,,-100.0
362236,,-100.0
362243,,-100.0
362253,,-100.0
362262,,-100.0
362271,,-100.0
362278,,-100.0
362288,,-100.0
362335,,-100.0
362353,,-100.0
362359,,-100.0
362383,,-100.0
362395,,-100.0
362401,,-100.0
362412,,-100.0
362416,,-100.0
362417,,-100.0
362421,,-100.0
362426,,-100.0
362430,,-100.0
362433,,-100.0
362444,,-100.0
362450,,-100.0
362452,,-100.0
362461,,-100.0
362462,,-100.0
362470,,-100.0
362483,,-100.0
362490,,-100.0
362498,,-100.0
362613,,-100.0
362636,,-100.0
362650,,-100.0
362655,,-100.0
362669,,-100.0
362683,,-100.0
362697,,-100.0
362713,,-100.0
362714,,-100.0
362749,,-100.0
362815,,-100.0
362828,,-100.0
362845,,-100.0
362852,,-100.0
362854,,-100.0
362857,,-100.0
362863,,-100.0
362873,,-100.0
362882,,-100.0
362894,,-100.0
362905,,-100.0
362916,,-100.0
362921,,-100.0
362922,,-100.0
362929,,-100.0
362936,,-100.0
362945,,-100.0
362949,,-100.0
363008,,-100.0
363028,,-100.0
363040,,-100.0
363044,,-100.0
363050,,-100.0
363054,,-100.0
363064,,-100.0
363070,,-100.0
363073,,-100.0
363078,,-100.0
363093,,-100.0
363099,,-100.0
363113,,-100.0
363122,,-100.0
363193,,-100.0
363283,,-100.0
363300,,-100.0
363306,,-100.0
363323,,-100.0
363333,,-100.0
363344,,-100.0
363356,,-100.0
363379,,-100.0
372529,,-100.0
372530,,-100.0
372545,,-100.0
372589,,-100.0
372599,,-100.0
372625,,-100.0
372650,,-100.0
372666,,-100.0
372675,,-100.0
372855,,-100.0
372867,,-100.0
372910,,-100.0
372917,,-100.0
372950,,-100.0
372958,,-100.0
373099,,-100.0
373111,,-100.0
373148,,-100.0
373153,,-100.0
373315,,-100.0
373322,,-100.0
373363,,-100.0
373369,,-100.0
373404,,-100.0
373413,,-100.0
373592,,-100.0
373602,,-100.0
373640,,-100.0
373649,,-100.0
373667,,-100.0
373678,,-100.0
373862,,-100.0
373872,,-100.0
373915,,-100.0
373921,,-100.0
373963,,-100.0
373969,,-100.0
374317,,-100.0
374332,,-100.0
374391,,-100.0
374403,,-100.0
374462,,-100.0
374475,,-100.0
374687,,-100.0
374738,,-100.0
374802,,-100.0
374811,,-100.0
375037,,-100.0
375051,,-100.0
375103,,-100.0
375114,,-100.0
375188,,-100.0
375204,,-100.0
375216,,-100.0
375229,,-100.0
375246,,-100.0
375260,,-100.0
375271,,-100.0
375294,,-100.0
375307,,-100.0
375327,,-100.0
375339,,-100.0
375360,,-100.0
375371,,-100.0
375373,,-100.0
375377,,-100.0
375389,,-100.0
375449,,-100.0
375457,,-100.0
375505,,-100.0
375513,,-100.0
375602,,-100.0
375630,,-100.0
375657,,-100.0
375673,,-100.0
375686,,-100.0
375692,,-100.0
375700,,-100.0
375712,,-100.0
375719,,-100.0
375723,,-100.0
375738,,-100.0
375745,,-100.0
375754,,-100.0
375762,,-100.0
375764,,-100.0
375769,,-100.0
375770,,-100.0
375778,,-100.0
375786,,-100.0
375794,,-100.0
375805,,-100.0
375828,,-100.0
375839,,-100.0
375965,,-100.0
375979,,-100.0
375986,,-100.0
375994,,-100.0
376004,,-100.0
376011,,-100.0
376019,,-100.0
376028,,-100.0
376037,,-100.0
376044,,-100.0
376052,,-100.0
376061,,-100.0
376069,,-100.0
376078,,-100.0
376087,,-100.0
376094,,-100.0
376102,,-100.0
376111,,-100.0
376119,,-100.0
376127,,-100.0
376136,,-100.0
376144,,-100.0
376233,,-100.0
376245,,-100.0
376254,,-100.0
376262,,-100.0
376269,,-100.0
376278,,-100.0
376288,,-100.0
376297,,-100.0
376324,,-100.0
376332,,-100.0
376339,,-100.0
376344,,-100.0
376353,,-100.0
376361,,-100.0
376368,,-100.0
376377,,-100.0
376387,,-100.0
376397,,-100.0
376398,,-100.0
376405,,-100.0
376410,,-100.0
376413,,-100.0
376433,,-100.0
376444,,-100.0
376454,,-100.0
376461,,-100.0
376463,,-100.0
376468,,-100.0
376470,,-100.0
376477,,-100.0
376485,,-100.0
376494,,-100.0
376502,,-100.0
376511,,-100.0
376516,,-100.0
376521,,-100.0
376530,,-100.0
376531,,-100.0
376537,,-100.0
376544,,-100.0
376552,,-100.0
376561,,-100.0
376569,,-100.0
376577,,-100.0
376584,,-100.0
376586,,-100.0
376593,,-100.0
376594,,-100.0
376603,,-100.0
376611,,-100.0
376619,,-100.0
376627,,-100.0
376635,,-100.0
376647,,-100.0
376654,,-100.0
376661,,-100.0
376670,,-100.0
376677,,-100.0
376686,,-100.0
376694,,-100.0
376719,,-100.0
376729,,-100.0
376738,,-100.0
376744,,-100.0
376755,,-100.0
376763,,-100.0
376771,,-100.0
376777,,-100.0
376786,,-100.0
376794,,-100.0
376805,,-100.0
376814,,-100.0
376820,,-100.0
376827,,-100.0
376837,,-100.0
376838,,-100.0
376844,,-100.0
376852,,-100.0
376861,,-100.0
376868,,-100.0
376877,,-100.0
376886,,-100.0
376894,,-100.0
376896,,-100.0
376903,,-100.0
376904,,-100.0
376911,,-100.0
376920,,-100.0
376927,,-100.0
376936,,-100.0
376944,,-100.0
376952,,-100.0
376960,,-100.0
376961,,-100.0
376967,,-100.0
376969,,-100.0
376979,,-100.0
377023,,-100.0
377032,,-100.0
377211,,-100.0
377236,,-100.0
377290,,-100.0
377314,,-100.0
377328,,-100.0
377335,,-100.0
377370,,-100.0
377384,,-100.0
377391,,-100.0
377405,,-100.0
377447,,-100.0
377454,,-100.0
377553,,-100.0
377584,,-100.0
377588,,-100.0
377595,,-100.0
377603,,-100.0
377611,,-100.0
377618,,-100.0
377634,,-100.0
377643,,-100.0
377652,,-100.0
377657,,-100.0
377660,,-100.0
377670,,-100.0
377677,,-100.0
377686,,-100.0
377690,,-100.0
377694,,-100.0
377701,,-100.0
377727,,-100.0
377728,,-100.0
377732,,-100.0
377735,,-100.0
377738,,-100.0
377744,,-100.0
377761,,-100.0
377796,,-100.0
377819,,-100.0
377834,,-100.0
377840,,-100.0
377874,,-100.0
377923,,-100.0
377970,,-100.0
378011,,-100.0
378062,,-100.0
378064,,-100.0
378082,,-100.0
378092,,-100.0
378182,,-100.0
378195,,-100.0
