,AA6RYE4V0IBKM,AOEGJLWFISOZQ,AJE5OG666CBAC,ACOUEGRDJO7B6,A2LV5432PV1S3
253037,-100.0,-100.0,-98.0,-100.0,
253083,-100.0,-100.0,-98.0,-100.0,
253118,-100.0,-100.0,-98.0,-100.0,
253164,-100.0,-100.0,-98.0,-100.0,
253199,-100.0,-100.0,-98.0,-100.0,
253582,-100.0,-100.0,-98.0,-100.0,
253617,-100.0,-100.0,-98.0,-100.0,
253664,-100.0,-100.0,-98.0,-100.0,
253699,-100.0,-100.0,-98.0,-100.0,
253745,-100.0,-100.0,-98.0,-100.0,
254082,-100.0,-100.0,-98.0,-100.0,
254116,-100.0,-100.0,-98.0,-100.0,
254163,-100.0,-100.0,-98.0,-100.0,
254198,-100.0,-100.0,-98.0,-100.0,
254244,-100.0,-100.0,-98.0,-100.0,
254360,-100.0,-100.0,-98.0,-100.0,
254407,-100.0,-100.0,-98.0,-100.0,
254442,-100.0,-100.0,-98.0,-100.0,
254488,-100.0,-100.0,-98.0,-100.0,
263327,-100.0,-100.0,-98.0,-100.0,
263345,-100.0,-100.0,-98.0,-100.0,
263366,-100.0,-100.0,-98.0,-100.0,
263411,-100.0,-100.0,-98.0,-100.0,
263428,-100.0,-100.0,-98.0,-100.0,
266627,-100.0,-100.0,-98.0,-100.0,
266648,-100.0,-100.0,-98.0,-100.0,
266677,-100.0,-100.0,-98.0,-100.0,
266710,-100.0,-100.0,-98.0,-100.0,
266727,-100.0,-100.0,-98.0,-100.0,
266779,-100.0,-100.0,-98.0,-100.0,
283627,-100.0,-100.0,-98.0,-100.0,
283645,-100.0,-100.0,-98.0,-99.0,
283646,-100.0,-100.0,-98.0,-99.0,
283661,-100.0,-100.0,-98.0,-98.0,
283662,-100.0,-100.0,-98.0,-98.0,
283677,-100.0,-100.0,-98.0,-97.0,
283679,-100.0,-100.0,-98.0,-97.0,
283694,-100.0,-100.0,-98.0,-96.0,
283696,-100.0,-100.0,-98.0,-96.0,
283711,-100.0,-100.0,-98.0,-95.0,
283712,-100.0,-100.0,-98.0,-95.0,
283728,-100.0,-100.0,-98.0,-94.0,
283742,-100.0,-100.0,-98.0,-93.5,
283744,-100.0,-100.0,-98.0,-93.0,
283745,-100.0,-100.0,-98.0,-93.0,
283761,-100.0,-100.0,-98.0,-92.0,
283791,-100.0,-100.0,-98.0,-92.0,
283832,-100.0,-100.0,-98.0,-92.0,
283849,-99.0,-100.0,-98.0,-92.0,
283851,-99.0,-100.0,-98.0,-92.0,
283862,-98.0,-100.0,-98.0,-92.0,
283863,-98.0,-100.0,-98.0,-92.0,
283865,-98.0,-100.0,-98.0,-92.0,
283879,-97.0,-100.0,-98.0,-92.0,
283881,-97.0,-100.0,-98.0,-92.0,
283893,-96.0,-100.0,-98.0,-92.0,
283895,-96.0,-100.0,-98.0,-92.0,
283909,-95.0,-100.0,-98.0,-92.0,
283912,-95.0,-100.0,-98.0,-92.0,
283934,-94.0,-100.0,-98.0,-92.0,
283963,-94.0,-100.0,-98.0,-92.0,
284019,-94.0,-100.0,-98.0,-92.0,
284063,-94.0,-100.0,-98.0,-92.0,
284080,-94.0,-100.0,-98.0,-92.0,
284101,-94.0,-100.0,-98.0,-92.0,
284114,-93.0,-100.0,-98.0,-92.0,
284116,-93.0,-100.0,-98.0,-92.0,
284117,-92.5,-100.0,-98.0,-92.0,
284129,-92.0,-100.0,-98.0,-92.0,
284131,-92.0,-100.0,-98.0,-92.0,
284145,-91.0,-100.0,-98.0,-92.0,
284148,-91.0,-100.0,-98.0,-92.0,
284159,-89.0,-100.0,-98.0,-92.0,
284162,-89.0,-100.0,-98.0,-92.0,
284163,-88.5,-100.0,-98.0,-92.0,
284185,-88.0,-100.0,-98.0,-92.0,
284188,-88.0,-100.0,-98.0,-92.0,
284193,-87.5,-100.0,-98.0,-92.0,
284201,-87.0,-100.0,-98.0,-92.0,
284344,-87.0,-100.0,-98.0,-92.0,
284370,-87.0,-100.0,-98.0,-92.0,
284427,-87.0,-100.0,-98.0,-92.0,
284429,-86.5,-100.0,-98.0,-92.0,
284443,-86.0,-100.0,-98.0,-92.0,
284446,-86.0,-100.0,-98.0,-92.0,
284453,-85.66666666666667,-100.0,-98.0,-92.0,
284464,-85.33333333333333,-100.0,-98.0,-92.0,
284468,-85.0,-100.0,-98.0,-92.0,
284471,-85.0,-100.0,-98.0,-92.0,
284482,-84.0,-100.0,-98.0,-92.0,
284485,-84.0,-100.0,-98.0,-92.0,
284493,-83.5,-100.0,-98.0,-92.0,
284499,-83.0,-100.0,-98.0,-92.0,
284502,-83.0,-100.0,-98.0,-92.0,
284514,-82.0,-100.0,-98.0,-92.0,
284517,-82.0,-100.0,-98.0,-92.0,
284518,-82.0,-100.0,-98.0,-92.0,
284528,-81.0,-100.0,-98.0,-92.0,
284531,-81.0,-100.0,-98.0,-92.0,
284533,-80.5,-100.0,-98.0,-92.0,
284543,-80.0,-100.0,-98.0,-92.0,
284560,-80.0,-100.0,-98.0,-92.0,
284566,-80.0,-100.0,-98.0,-92.0,
284578,-80.0,-100.0,-98.0,-92.0,
284626,-80.0,-100.0,-98.0,-92.0,
284635,-80.0,-100.0,-98.0,-92.0,
284671,-80.0,-100.0,-98.0,-92.0,
284680,-80.0,-100.0,-98.0,-92.0,
284727,-80.0,-100.0,-98.0,-92.0,
284765,-80.0,-100.0,-98.0,-92.0,
284817,-80.0,-100.0,-98.0,-92.0,
284845,-80.0,-100.0,-98.0,-92.0,
284857,-80.0,-100.0,-98.0,-92.0,
284885,-80.0,-100.0,-98.0,-92.0,
284931,-80.0,-100.0,-98.0,-92.0,
284940,-80.0,-100.0,-98.0,-92.0,
284987,-80.0,-100.0,-98.0,-92.0,
284998,-80.0,-100.0,-98.0,-92.0,
285006,-80.0,-100.0,-98.0,-92.0,
285033,-80.0,-100.0,-98.0,-92.0,
285062,-80.0,-100.0,-98.0,-92.0,
285084,-80.0,-100.0,-98.0,-92.0,
285110,-80.0,-100.0,-98.0,-92.0,
285123,-80.0,-100.0,-98.0,-92.0,
285345,-80.0,-100.0,-98.0,-92.0,
285362,-80.0,-100.0,-98.0,-91.0,
285363,-80.0,-100.0,-98.0,-91.0,
285378,-80.0,-100.0,-98.0,-90.0,
285379,-80.0,-100.0,-98.0,-90.0,
285394,-80.0,-100.0,-98.0,-89.0,
285395,-80.0,-100.0,-98.0,-89.0,
285411,-80.0,-100.0,-98.0,-87.0,
285413,-80.0,-100.0,-98.0,-87.0,
285427,-80.0,-100.0,-98.0,-86.0,
285429,-80.0,-100.0,-98.0,-86.0,
285443,-80.0,-100.0,-98.0,-85.5,
285444,-80.0,-100.0,-98.0,-85.0,
285445,-80.0,-100.0,-98.0,-85.0,
285459,-80.0,-100.0,-98.0,-84.5,
285461,-80.0,-100.0,-98.0,-84.0,
285462,-80.0,-100.0,-98.0,-84.0,
285476,-80.0,-100.0,-98.0,-83.5,
285478,-79.5,-100.0,-98.0,-83.0,
285493,-79.0,-100.0,-98.0,-83.0,
285499,-79.0,-100.0,-98.0,-83.0,
285505,-79.0,-100.0,-98.0,-83.0,
285518,-78.0,-100.0,-98.0,-83.0,
285521,-78.0,-100.0,-98.0,-83.0,
285532,-77.0,-100.0,-98.0,-83.0,
285536,-77.0,-100.0,-98.0,-83.0,
285547,-76.0,-100.0,-98.0,-83.0,
285550,-76.0,-100.0,-98.0,-83.0,
285564,-74.0,-100.0,-98.0,-83.0,
285567,-74.0,-100.0,-98.0,-83.0,
285568,-73.5,-100.0,-98.0,-83.0,
285579,-73.0,-100.0,-98.0,-83.0,
285583,-73.0,-100.0,-98.0,-83.0,
285584,-72.5,-100.0,-98.0,-83.0,
285593,-72.0,-100.0,-98.0,-83.0,
285632,-72.0,-100.0,-98.0,-83.0,
285646,-72.0,-100.0,-98.0,-83.0,
285676,-72.0,-100.0,-98.0,-83.0,
285684,-72.0,-100.0,-98.0,-83.0,
285698,-72.0,-100.0,-98.0,-83.0,
285711,-71.0,-100.0,-98.0,-83.0,
285714,-71.0,-100.0,-98.0,-83.0,
285721,-70.5,-100.0,-98.0,-83.0,
285727,-70.0,-100.0,-98.0,-83.0,
285729,-70.0,-100.0,-98.0,-83.0,
285735,-69.5,-100.0,-98.0,-83.0,
285743,-69.0,-100.0,-98.0,-83.0,
285747,-69.0,-100.0,-98.0,-83.0,
285758,-68.5,-100.0,-98.0,-83.0,
285768,-68.0,-100.0,-98.0,-83.0,
285816,-68.0,-100.0,-98.0,-83.0,
285825,-68.0,-100.0,-98.0,-83.0,
285835,-68.0,-100.0,-98.0,-83.0,
285888,-68.0,-100.0,-98.0,-83.0,
285915,-68.0,-100.0,-98.0,-83.0,
285952,-68.0,-100.0,-98.0,-83.0,
285967,-68.0,-100.0,-98.0,-83.0,
285992,-68.0,-100.0,-98.0,-83.0,
286006,-68.0,-100.0,-98.0,-83.0,
286021,-68.0,-100.0,-98.0,-83.0,
286038,-68.0,-100.0,-98.0,-83.0,
286039,-68.0,-100.0,-98.0,-83.0,
286064,-68.0,-100.0,-98.0,-83.0,
286102,-68.0,-100.0,-98.0,-83.0,
286116,-68.0,-100.0,-98.0,-83.0,
286152,-68.0,-100.0,-98.0,-83.0,
286162,-68.0,-100.0,-98.0,-83.0,
286167,-68.0,-100.0,-98.0,-83.0,
286185,-68.0,-100.0,-98.0,-83.0,
286201,-68.0,-100.0,-98.0,-83.0,
286209,-68.0,-100.0,-98.0,-83.0,
286214,-68.0,-100.0,-98.0,-83.0,
286224,-68.0,-100.0,-98.0,-83.0,
286229,-68.0,-100.0,-98.0,-83.0,
286239,-68.0,-100.0,-98.0,-83.0,
286245,-68.0,-100.0,-98.0,-83.0,
286258,-68.0,-100.0,-98.0,-83.0,
286262,-68.0,-100.0,-98.0,-83.0,
286274,-68.0,-100.0,-98.0,-83.0,
286278,-68.0,-100.0,-98.0,-83.0,
286292,-68.0,-100.0,-98.0,-83.0,
286492,-68.0,-100.0,-98.0,-83.0,
286513,-68.0,-100.0,-98.0,-83.0,
286545,-68.0,-100.0,-98.0,-83.0,
286576,-68.0,-100.0,-98.0,-83.0,
286594,-68.0,-100.0,-98.0,-83.0,
286611,-68.0,-100.0,-98.0,-83.0,
286725,-68.0,-100.0,-98.0,-83.0,
286746,-68.0,-100.0,-98.0,-83.0,
286775,-68.0,-100.0,-98.0,-83.0,
286809,-68.0,-100.0,-98.0,-83.0,
286827,-68.0,-100.0,-98.0,-83.0,
286845,-68.0,-100.0,-98.0,-83.0,
286874,-68.0,-100.0,-98.0,-83.0,
286914,-68.0,-100.0,-98.0,-83.0,
286919,-68.0,-100.0,-98.0,-83.0,
286946,-68.0,-100.0,-98.0,-83.0,
286975,-68.0,-100.0,-98.0,-83.0,
286986,-68.0,-100.0,-98.0,-83.0,
286995,-68.0,-100.0,-98.0,-83.0,
287016,-68.0,-100.0,-98.0,-83.0,
287044,-68.0,-100.0,-98.0,-83.0,
287059,-68.0,-100.0,-98.0,-83.0,
287062,-68.0,-100.0,-98.0,-83.0,
287068,-68.0,-100.0,-98.0,-83.0,
287093,-68.0,-100.0,-98.0,-83.0,
287111,-68.0,-100.0,-98.0,-83.0,
287114,-68.0,-100.0,-98.0,-83.0,
287126,-68.0,-100.0,-98.0,-83.0,
287127,-68.0,-100.0,-98.0,-83.0,
287157,-68.0,-100.0,-98.0,-83.0,
287159,-68.0,-100.0,-98.0,-83.0,
287173,-68.0,-100.0,-98.0,-83.0,
287946,-68.0,-100.0,-98.0,-83.0,
287961,-67.0,-100.0,-98.0,-83.0,
287963,-67.0,-100.0,-98.0,-83.0,
287975,-66.0,-100.0,-98.0,-83.0,
287978,-66.0,-100.0,-98.0,-83.0,
288002,-65.0,-100.0,-98.0,-83.0,
288005,-65.0,-100.0,-98.0,-83.0,
288016,-64.0,-100.0,-98.0,-83.0,
288019,-64.0,-100.0,-98.0,-83.0,
288031,-63.0,-100.0,-98.0,-83.0,
288033,-63.0,-100.0,-98.0,-83.0,
288049,-62.0,-100.0,-98.0,-83.0,
288543,-62.0,-100.0,-98.0,-83.0,
288561,-62.0,-100.0,-98.0,-83.0,
288592,-62.0,-100.0,-98.0,-83.0,
288627,-62.0,-100.0,-98.0,-83.0,
288643,-62.0,-100.0,-98.0,-83.0,
288797,-62.0,-100.0,-98.0,-83.0,
288814,-62.0,-100.0,-98.0,-83.0,
288848,-62.0,-100.0,-98.0,-83.0,
288882,-62.0,-100.0,-98.0,-83.0,
289043,-62.0,-100.0,-98.0,-83.0,
289061,-62.0,-100.0,-98.0,-83.0,
289092,-62.0,-100.0,-98.0,-83.0,
289110,-62.0,-100.0,-98.0,-83.0,
289126,-62.0,-100.0,-98.0,-83.0,
289143,-62.0,-100.0,-98.0,-83.0,
289160,-62.0,-100.0,-98.0,-83.0,
289187,-62.0,-100.0,-98.0,-83.0,
289201,-63.0,-100.0,-98.0,-83.0,
289205,-63.0,-100.0,-98.0,-83.0,
289215,-64.0,-100.0,-98.0,-83.0,
289217,-64.0,-100.0,-98.0,-83.0,
289229,-64.5,-100.0,-98.0,-83.0,
289231,-65.0,-100.0,-98.0,-83.0,
289234,-65.0,-100.0,-98.0,-83.0,
289246,-67.0,-100.0,-98.0,-83.0,
289249,-67.0,-100.0,-98.0,-83.0,
289254,-67.5,-100.0,-98.0,-83.0,
289260,-68.0,-100.0,-98.0,-83.0,
289263,-68.0,-100.0,-98.0,-83.0,
289277,-69.0,-100.0,-98.0,-83.0,
289297,-69.0,-100.0,-98.0,-83.0,
289310,-69.0,-100.0,-98.0,-83.0,
289345,-69.0,-100.0,-98.0,-83.0,
289360,-69.0,-100.0,-98.0,-83.0,
289377,-69.0,-100.0,-98.0,-83.0,
289394,-69.0,-100.0,-98.0,-83.0,
289395,-69.0,-100.0,-98.0,-83.0,
289414,-69.0,-100.0,-98.0,-83.0,
289426,-69.0,-100.0,-98.0,-83.0,
289459,-69.0,-100.0,-98.0,-83.0,
289465,-69.0,-100.0,-98.0,-83.0,
289468,-69.0,-100.0,-98.0,-83.0,
289469,-69.0,-100.0,-98.0,-83.0,-99.0
289475,-69.0,-100.0,-98.0,-83.0,-98.83333333333333
289477,-69.0,-100.0,-98.0,-83.0,-98.66666666666667
289495,-69.0,-100.0,-98.0,-83.0,-98.5
289503,-69.0,-100.0,-98.0,-83.0,-98.33333333333333
289508,-69.0,-100.0,-98.0,-83.0,-98.16666666666667
289509,-69.0,-100.0,-98.0,-83.0,-98.0
289519,-69.0,-100.0,-98.0,-83.0,-97.5
289525,-69.0,-100.0,-98.0,-83.0,-97.0
289536,-69.0,-100.0,-98.0,-83.0,-96.5
289550,-69.0,-100.0,-98.0,-83.0,-96.0
289559,-69.0,-100.0,-98.0,-83.0,-96.0
289568,-69.0,-100.0,-98.0,-83.0,-96.0
289573,-69.0,-100.0,-98.0,-83.0,-96.0
289587,-69.0,-100.0,-98.0,-83.0,-96.0
289593,-69.0,-100.0,-98.0,-83.0,-96.0
289604,-69.0,-100.0,-98.0,-83.0,-96.0
289627,-69.0,-100.0,-98.0,-83.0,-96.0
289636,-69.0,-100.0,-98.0,-83.0,-96.0
289643,-69.0,-100.0,-98.0,-83.0,-96.0
289657,-69.0,-100.0,-98.0,-83.0,-96.0
289662,-69.0,-100.0,-98.0,-83.0,-96.0
289674,-69.0,-100.0,-98.0,-83.0,-96.0
289705,-69.0,-100.0,-98.0,-83.0,-96.0
289726,-69.0,-100.0,-98.0,-83.0,-96.0
289853,-69.0,-100.0,-98.0,-83.0,-96.0
289870,-69.0,-99.0,-98.0,-83.0,-96.0
289887,-69.0,-98.0,-98.0,-83.0,-96.0
289903,-69.0,-97.0,-98.0,-83.0,-96.0
289921,-69.0,-95.0,-98.0,-83.0,-96.0
289938,-69.0,-94.0,-98.0,-83.0,-96.0
289954,-69.0,-93.0,-98.0,-83.0,-96.0
289970,-69.0,-92.0,-98.0,-83.0,-96.0
289987,-69.0,-91.0,-98.0,-83.0,-96.0
289995,-69.0,-90.5,-98.0,-83.0,-96.0
290003,-69.0,-90.0,-98.0,-83.0,-96.25
290020,-69.0,-89.0,-98.0,-83.0,-96.5
290026,-69.0,-88.66666666666667,-98.0,-83.0,-96.75
290036,-69.0,-88.33333333333333,-98.0,-83.0,-97.0
290037,-69.0,-88.0,-98.0,-83.0,-97.4
290047,-69.0,-87.5,-98.0,-83.0,-97.8
290053,-69.0,-87.0,-98.0,-83.0,-98.2
290070,-69.0,-85.0,-98.0,-83.0,-98.6
290076,-69.0,-84.5,-98.0,-83.0,-99.0
290087,-69.0,-84.0,-98.0,-83.0,-99.0
290092,-69.0,-83.5,-98.0,-83.0,-99.0
290103,-69.0,-83.0,-98.0,-83.0,-99.0
290110,-69.0,-82.5,-98.0,-83.0,-99.0
290120,-69.0,-82.0,-98.0,-83.0,-99.0
290126,-69.0,-81.5,-98.0,-83.0,-99.0
290137,-69.0,-81.0,-98.0,-83.0,-99.0
290153,-69.0,-80.0,-98.0,-83.0,-99.0
290159,-69.0,-79.5,-98.0,-83.0,-99.0
290170,-69.0,-79.0,-98.0,-83.0,-99.0
290186,-69.0,-78.5,-98.0,-83.0,-99.0
290187,-69.0,-78.0,-98.0,-83.0,-99.0
290204,-69.0,-77.0,-98.0,-83.0,-99.0
290220,-69.0,-75.0,-98.0,-83.0,-99.0
290225,-69.0,-74.66666666666667,-98.0,-83.0,-99.0
290234,-69.0,-74.33333333333333,-98.0,-83.0,-99.0
290237,-69.0,-74.0,-98.0,-83.0,-99.0
290240,-69.0,-73.5,-98.0,-83.0,-99.0
290254,-69.0,-73.0,-98.0,-83.0,-99.0
290270,-69.0,-72.0,-98.0,-83.0,-99.0
290287,-69.0,-71.0,-98.0,-83.0,-99.0
290304,-69.0,-70.0,-98.0,-83.0,-99.0
290320,-69.0,-69.0,-98.0,-83.0,-99.0
290328,-69.0,-68.5,-98.0,-83.0,-99.0
290337,-69.0,-68.0,-98.0,-83.0,-99.0
290344,-69.0,-68.0,-98.0,-83.0,-99.0
290371,-69.0,-68.0,-98.0,-83.0,-99.0
290396,-69.0,-68.0,-98.0,-83.0,-99.0
290407,-69.0,-68.0,-98.0,-83.0,-99.0
290422,-69.0,-68.0,-98.0,-83.0,-99.0
290435,-69.0,-68.0,-98.0,-83.0,-99.0
290455,-69.0,-68.0,-98.0,-83.0,-99.0
290475,-69.0,-68.0,-98.0,-83.0,-99.0
290488,-69.0,-68.0,-98.0,-83.0,-99.0
290496,-69.0,-68.0,-98.0,-83.0,-99.0
290497,-69.0,-68.0,-98.0,-83.0,-99.0
290505,-69.0,-68.0,-98.0,-83.0,-99.0
290513,-69.0,-68.0,-98.0,-83.0,-99.0
290526,-69.0,-68.0,-98.0,-83.0,-99.0
290531,-69.0,-68.0,-98.0,-83.0,-99.0
290543,-69.0,-68.0,-98.0,-83.0,-99.0
290554,-69.0,-68.0,-98.0,-83.0,-99.0
290573,-69.0,-68.0,-98.0,-83.0,-99.0
290576,-69.0,-68.0,-98.0,-83.0,-99.0
290579,-69.0,-68.0,-98.0,-83.0,-99.0
290591,-69.0,-68.0,-98.0,-83.0,-99.0
290596,-69.0,-68.0,-98.0,-83.0,-99.0
290635,-69.0,-68.0,-98.0,-83.0,-99.0
290641,-69.0,-68.0,-98.0,-83.0,-99.0
290645,-69.0,-68.0,-98.0,-83.0,-99.0
290654,-69.0,-68.0,-98.0,-83.33333333333333,-99.0
290660,-69.0,-68.25,-98.0,-83.66666666666667,-99.0
290661,-69.0,-68.5,-98.0,-84.0,-99.0
290663,-69.0,-68.75,-98.0,-84.0,-99.0
290671,-69.0,-69.0,-98.0,-84.66666666666667,-99.0
290676,-69.0,-69.25,-98.0,-85.33333333333333,-99.0
290678,-69.0,-69.5,-98.0,-86.0,-99.0
290680,-69.0,-69.75,-98.0,-86.0,-99.0
290687,-69.0,-70.0,-98.0,-86.5,-99.0
290694,-69.0,-70.25,-98.0,-87.0,-99.0
290695,-69.0,-70.5,-98.0,-87.0,-99.0
290702,-69.0,-70.75,-98.0,-87.25,-99.0
290704,-69.0,-71.0,-98.0,-87.5,-99.0
290710,-69.0,-71.5,-98.0,-87.75,-99.0
290711,-69.0,-72.0,-98.0,-88.0,-99.0
290713,-69.0,-72.5,-98.0,-88.0,-99.0
290721,-69.0,-73.0,-98.0,-88.5,-99.0
290728,-69.0,-73.33333333333333,-98.0,-89.0,-99.0
290729,-69.0,-73.66666666666667,-98.0,-89.0,-99.0
290737,-69.0,-74.0,-98.0,-89.33333333333333,-99.0
290742,-69.0,-74.25,-98.0,-89.66666666666667,-99.0
290744,-69.0,-74.5,-98.0,-90.0,-99.0
290746,-69.0,-74.75,-98.0,-90.0,-99.0
290754,-69.0,-75.0,-98.0,-90.33333333333333,-99.0
290755,-69.0,-75.25,-98.0,-90.66666666666667,-99.0
290761,-69.0,-75.5,-98.0,-91.0,-99.0
290763,-69.0,-75.75,-98.0,-91.0,-99.0
290771,-69.0,-76.0,-98.0,-91.0,-99.0
290777,-69.0,-76.5,-98.0,-91.0,-99.0
290787,-69.0,-77.0,-98.0,-91.0,-99.0
290803,-69.0,-77.5,-98.0,-91.0,-99.0
290804,-69.0,-78.0,-98.0,-91.0,-99.0
290816,-69.0,-78.5,-98.0,-91.0,-99.0
290821,-69.0,-79.0,-98.0,-91.0,-99.0
290838,-69.0,-80.0,-98.0,-91.0,-99.0
290839,-69.0,-81.0,-98.0,-91.0,-99.0
290854,-69.0,-82.0,-98.0,-91.0,-99.0
290856,-69.0,-82.5,-98.0,-91.0,-99.0
290871,-69.0,-83.0,-98.0,-91.0,-99.0
290875,-69.0,-83.33333333333333,-98.0,-91.0,-99.0
290878,-69.0,-83.66666666666667,-98.0,-91.0,-99.0
290888,-69.0,-84.0,-98.0,-91.5,-99.0
290895,-69.0,-84.33333333333333,-98.0,-92.0,-99.0
290897,-69.0,-84.66666666666667,-98.0,-92.0,-99.0
290904,-69.0,-85.0,-98.0,-93.0,-99.0
290911,-69.0,-85.25,-98.0,-94.0,-99.0
290913,-69.0,-85.5,-98.0,-94.0,-99.0
290915,-69.0,-85.75,-98.0,-94.25,-99.0
290921,-69.0,-86.0,-98.0,-94.5,-99.0
290925,-69.0,-86.25,-98.0,-94.75,-99.0
290928,-69.0,-86.5,-98.0,-95.0,-99.0
290929,-69.0,-86.75,-98.0,-95.0,-99.0
290938,-69.0,-87.0,-98.0,-95.33333333333333,-99.0
290940,-69.0,-87.25,-98.0,-95.66666666666667,-99.0
290944,-69.0,-87.5,-98.0,-96.0,-99.0
290945,-69.0,-87.75,-98.0,-96.0,-99.0
290954,-69.0,-88.0,-98.0,-96.25,-99.0
290957,-69.0,-88.25,-98.0,-96.5,-99.0
290960,-69.0,-88.5,-98.0,-96.75,-99.0
290961,-69.0,-88.75,-98.0,-97.0,-99.0
290972,-69.0,-89.0,-98.0,-97.0,-99.0
290988,-69.0,-90.0,-98.0,-97.0,-99.0
290993,-69.0,-91.0,-98.0,-97.0,-99.0
291005,-69.0,-92.0,-98.0,-97.0,-99.0
291007,-69.0,-92.33333333333333,-98.0,-97.0,-99.0
291018,-69.0,-92.66666666666667,-98.0,-97.0,-99.0
291021,-69.0,-93.0,-98.0,-97.0,-99.0
291022,-69.0,-93.33333333333333,-98.0,-97.0,-99.0
291035,-69.0,-93.66666666666667,-98.0,-97.0,-99.0
291038,-69.0,-94.0,-98.0,-97.0,-99.0
291040,-69.0,-94.33333333333333,-98.0,-97.0,-99.0
291050,-69.0,-94.66666666666667,-98.0,-97.0,-99.0
291055,-69.0,-95.0,-98.0,-97.0,-99.0
291071,-69.0,-96.0,-98.0,-97.0,-99.0
291078,-69.0,-96.33333333333333,-98.0,-97.0,-99.0
291079,-69.0,-96.66666666666667,-98.0,-97.25,-99.0
291088,-69.0,-97.0,-98.0,-97.5,-99.0
291092,-69.0,-97.2,-98.0,-97.75,-99.0
291095,-69.0,-97.4,-98.0,-98.0,-99.0
291096,-69.0,-97.6,-98.0,-98.0,-99.0
291100,-69.0,-97.8,-98.0,-98.25,-99.0
291105,-69.0,-98.0,-98.0,-98.5,-99.0
291106,-69.0,-98.25,-98.0,-98.75,-99.0
291111,-69.0,-98.5,-98.0,-99.0,-99.0
291113,-69.0,-98.75,-98.0,-99.0,-99.0
291121,-69.0,-99.0,-98.0,-99.33333333333333,-99.0
291124,-69.0,-99.33333333333333,-98.0,-99.66666666666667,-99.0
291127,-69.0,-99.66666666666667,-98.0,-100.0,-99.0
291138,-69.0,-100.0,-98.0,-100.0,-99.0
291144,-69.0,-100.0,-98.0,-100.0,-99.0
291156,-69.0,-100.0,-98.0,-100.0,-99.0
291178,-69.0,-100.0,-98.0,-100.0,-99.0
291187,-69.0,-100.0,-98.0,-100.0,-99.0
291192,-69.0,-100.0,-98.0,-100.0,-99.0
291200,-69.0,-100.0,-98.0,-100.0,-99.0
292093,-69.0,-100.0,-98.0,-100.0,-99.0
292109,-69.0,-100.0,-98.0,-100.0,-99.0
292144,-69.0,-100.0,-98.0,-100.0,-99.0
292160,-69.0,-100.0,-98.0,-100.0,-99.0
292310,-69.0,-100.0,-98.0,-100.0,-99.0
292327,-69.0,-100.0,-98.0,-100.0,-99.0
292335,-69.0,-100.0,-98.0,-100.0,-99.0
292350,-70.0,-100.0,-98.0,-100.0,-99.0
292353,-70.0,-100.0,-98.0,-100.0,-99.0
292360,-70.5,-100.0,-98.0,-100.0,-99.0
292365,-71.0,-100.0,-98.0,-100.0,-99.0
292368,-71.0,-100.0,-98.0,-100.0,-99.0
292376,-71.5,-100.0,-98.0,-100.0,-99.0
292380,-72.0,-100.0,-98.0,-100.0,-99.0
292383,-72.0,-100.0,-98.0,-100.0,-99.0
292395,-73.0,-100.0,-98.0,-100.0,-99.0
292397,-73.0,-100.0,-98.0,-100.0,-99.0
292410,-73.5,-100.0,-98.0,-100.0,-99.0
292412,-74.0,-100.0,-98.0,-100.0,-99.0
292415,-74.0,-100.0,-98.0,-100.0,-99.0
292426,-75.0,-100.0,-98.0,-100.0,-99.0
292445,-75.0,-100.0,-98.0,-100.0,-99.0
292460,-75.0,-100.0,-98.0,-100.0,-99.0
292495,-75.0,-100.0,-98.0,-100.0,-99.0
292513,-75.0,-100.0,-98.0,-100.0,-99.0
292545,-75.0,-100.0,-98.0,-100.0,-99.0
292578,-75.0,-100.0,-98.0,-100.0,-99.0
292595,-75.0,-100.0,-98.0,-100.0,-99.0
292629,-75.0,-100.0,-98.0,-100.0,-99.0
292726,-75.0,-100.0,-98.0,-100.0,-99.0
292744,-75.0,-100.0,-98.0,-100.0,-99.0
292775,-75.0,-100.0,-98.0,-100.0,-99.0
292791,-75.0,-100.0,-98.0,-100.0,-99.0
292810,-75.0,-100.0,-98.0,-100.0,-99.0
292829,-75.0,-100.0,-98.0,-100.0,-99.0
292946,-75.0,-100.0,-98.0,-100.0,-99.0
292960,-76.0,-100.0,-98.0,-100.0,-99.0
292962,-76.0,-100.0,-98.0,-100.0,-99.0
292984,-77.0,-100.0,-98.0,-100.0,-99.0
292987,-77.0,-100.0,-98.0,-100.0,-99.0
293001,-78.0,-100.0,-98.0,-100.0,-99.0
293004,-78.0,-100.0,-98.0,-100.0,-99.0
293015,-79.0,-100.0,-98.0,-100.0,-99.0
293018,-79.0,-100.0,-98.0,-100.0,-99.0
293030,-80.0,-100.0,-98.0,-100.0,-99.0
293033,-80.0,-100.0,-98.0,-100.0,-99.0
293046,-81.0,-100.0,-98.0,-100.0,-99.0
293048,-81.0,-100.0,-98.0,-100.0,-99.0
293062,-82.0,-100.0,-98.0,-100.0,-99.0
293065,-82.0,-100.0,-98.0,-100.0,-99.0
293077,-82.5,-100.0,-98.0,-100.0,-99.0
293079,-83.0,-100.0,-98.0,-100.0,-99.0
293082,-83.0,-100.0,-98.0,-100.0,-99.0
