,AZSSG2REHDX18,AYYSG3O9FNU15,AOEGJLWFISOZQ,AU2980AA60A2C,A93LDI16XJWI8
0,-100.0,-100.0,-100.0,-100.0,-100.0
1,-100.0,,-100.0,-100.0,-100.0
3037,-100.0,,-100.0,-100.0,-100.0
3055,-100.0,,-100.0,-100.0,-100.0
3071,-100.0,,-100.0,-100.0,-100.0
3088,-100.0,,-100.0,-100.0,-100.0
3104,-100.0,,-100.0,-100.0,-100.0
3121,-100.0,,-100.0,-100.0,-100.0
3487,-100.0,,-100.0,-100.0,-100.0
3506,-100.0,,-100.0,-100.0,-100.0
3521,-100.0,,-100.0,-100.0,-100.0
3537,-100.0,,-100.0,-100.0,-100.0
3555,-100.0,,-100.0,-100.0,-100.0
3571,-100.0,,-100.0,-100.0,-100.0
3587,-100.0,,-100.0,-100.0,-100.0
3604,-100.0,,-100.0,-100.0,-100.0
3620,-100.0,,-100.0,-100.0,-100.0
3639,-100.0,,-100.0,-100.0,-100.0
3654,-100.0,,-100.0,-100.0,-100.0
3672,-100.0,,-100.0,-100.0,-100.0
4621,-100.0,,-100.0,-100.0,-100.0
4639,-100.0,,-100.0,-100.0,-100.0
4655,-100.0,,-100.0,-100.0,-100.0
4672,-100.0,,-100.0,-100.0,-100.0
4687,-100.0,,-100.0,-100.0,-100.0
4704,-100.0,,-100.0,-100.0,-100.0
4721,-100.0,,-100.0,-100.0,-100.0
4737,-100.0,,-100.0,-100.0,-100.0
4755,-100.0,,-100.0,-100.0,-100.0
4771,-100.0,,-100.0,-100.0,-100.0
4903,-100.0,,-100.0,-100.0,-100.0
4921,-100.0,,-100.0,-100.0,-100.0
4937,-100.0,,-100.0,-100.0,-100.0
4954,-100.0,,-100.0,-100.0,-100.0
4972,-100.0,,-100.0,-100.0,-100.0
4987,-100.0,,-100.0,-100.0,-100.0
5005,-100.0,,-100.0,-100.0,-100.0
5970,-100.0,,-100.0,-100.0,-100.0
5988,-100.0,,-100.0,-100.0,-100.0
6005,-100.0,,-100.0,-100.0,-100.0
6022,-100.0,,-100.0,-100.0,-100.0
6037,-100.0,,-100.0,-100.0,-100.0
6054,-100.0,,-100.0,-100.0,-100.0
6072,-100.0,,-100.0,-100.0,-100.0
6255,-100.0,,-100.0,-100.0,-100.0
6272,-100.0,,-100.0,-100.0,-100.0
6290,-100.0,,-100.0,-100.0,-100.0
6304,-100.0,,-100.0,-100.0,-100.0
6321,-100.0,,-100.0,-100.0,-100.0
6337,-100.0,,-100.0,-100.0,-100.0
6353,-100.0,,-100.0,-100.0,-100.0
6371,-100.0,,-100.0,-100.0,-100.0
6538,-100.0,,-100.0,-100.0,-100.0
6555,-100.0,,-100.0,-100.0,-100.0
6570,-100.0,,-100.0,-100.0,-100.0
6587,-100.0,,-100.0,-100.0,-100.0
6604,-100.0,,-100.0,-100.0,-100.0
6621,-100.0,,-100.0,-100.0,-100.0
6639,-100.0,,-100.0,-100.0,-100.0
6653,-100.0,,-100.0,-100.0,-100.0
8621,-100.0,,-100.0,-100.0,-100.0
8637,-100.0,,-100.0,-100.0,-100.0
8654,-100.0,,-100.0,-100.0,-100.0
8671,-100.0,,-100.0,-100.0,-100.0
8688,-100.0,,-100.0,-100.0,-100.0
8705,-100.0,,-100.0,-100.0,-100.0
8720,-100.0,,-100.0,-100.0,-100.0
8737,-100.0,,-100.0,-100.0,-100.0
8754,-100.0,,-100.0,-100.0,-100.0
8771,-100.0,,-100.0,-100.0,-100.0
10771,-100.0,,-100.0,-100.0,-100.0
10788,-100.0,,-100.0,-100.0,-100.0
10805,-100.0,,-100.0,-100.0,-100.0
10807,-100.0,,-100.0,-100.0,-100.0
10821,-99.5,,-100.0,-100.0,-100.0
10824,-99.0,,-100.0,-100.0,-100.0
10838,-98.5,,-100.0,-100.0,-100.0
10839,-98.0,,-100.0,-100.0,-100.0
10854,-97.0,,-100.0,-100.0,-100.0
10855,-96.66666666666667,,-100.0,-100.0,-100.0
10872,-96.33333333333333,,-100.0,-100.0,-100.0
10879,-96.0,,-100.0,-100.0,-100.0
10888,-95.5,,-100.0,-100.0,-100.0
10894,-95.0,,-100.0,-100.0,-100.0
10904,-94.5,,-100.0,-100.0,-100.0
10911,-94.0,,-100.0,-100.0,-100.0
10920,-94.0,,-100.0,-100.0,-100.0
10937,-94.0,,-100.0,-100.0,-100.0
11570,-94.0,,-100.0,-100.0,-100.0
11587,-94.0,,-100.0,-100.0,-100.0
11605,-94.0,,-100.0,-100.0,-100.0
11621,-94.0,,-100.0,-100.0,-100.0
11639,-94.0,,-100.0,-100.0,-100.0
11654,-94.0,,-100.0,-100.0,-100.0
11672,-94.0,,-100.0,-100.0,-100.0
11687,-94.0,,-100.0,-100.0,-100.0
12838,-94.0,,-100.0,-100.0,-100.0
12855,-94.0,,-100.0,-100.0,-100.0
12872,-94.0,,-100.0,-100.0,-100.0
12888,-94.0,,-100.0,-100.0,-100.0
12905,-94.0,,-100.0,-100.0,-100.0
12988,-94.0,,-100.0,-100.0,-100.0
13005,-94.0,,-100.0,-100.0,-100.0
13022,-94.0,,-100.0,-100.0,-100.0
13038,-94.0,,-100.0,-100.0,-100.0
13055,-94.0,,-100.0,-100.0,-100.0
13070,-94.0,,-100.0,-100.0,-100.0
13088,-94.0,,-100.0,-100.0,-100.0
13123,-94.0,,-100.0,-100.0,-100.0
13141,-94.0,,-100.0,-99.0,-100.0
13191,-94.0,,-100.0,-98.0,-100.0
13255,-94.0,,-100.0,-98.0,-100.0
13272,-94.0,,-100.0,-98.0,-100.0
13288,-94.0,,-100.0,-98.0,-100.0
13304,-94.0,,-100.0,-98.0,-100.0
13321,-94.0,,-100.0,-98.0,-100.0
13338,-94.0,,-100.0,-98.0,-100.0
13354,-94.0,,-100.0,-98.0,-100.0
13371,-94.0,,-100.0,-98.0,-100.0
13389,-94.0,,-100.0,-98.0,-100.0
13787,-94.0,,-100.0,-98.0,-100.0
13805,-94.0,,-100.0,-98.0,-100.0
13821,-94.0,,-100.0,-98.0,-100.0
13838,-94.0,,-100.0,-98.0,-100.0
13854,-94.0,,-100.0,-98.0,-100.0
13871,-94.0,,-100.0,-98.0,-100.0
13888,-94.0,,-100.0,-98.0,-100.0
13904,-94.0,,-100.0,-98.0,-100.0
14337,-94.0,,-100.0,-98.0,-100.0
14354,-94.0,,-100.0,-98.0,-100.0
14371,-94.0,,-100.0,-98.0,-100.0
14388,-94.0,,-100.0,-98.0,-100.0
14405,-94.0,,-100.0,-98.0,-100.0
14421,-94.0,,-100.0,-98.0,-100.0
14438,-94.0,,-100.0,-98.0,-100.0
14455,-94.0,,-100.0,-98.0,-100.0
15822,-94.0,,-100.0,-98.0,-100.0
15848,-95.0,,-100.0,-98.0,-100.0
15865,-96.0,,-100.0,-98.0,-100.0
15879,-97.0,,-100.0,-98.0,-100.0
15895,-98.0,,-100.0,-98.0,-100.0
15908,-99.0,,-100.0,-98.0,-100.0
15925,-100.0,,-100.0,-98.0,-100.0
16054,-100.0,,-100.0,-98.0,-100.0
16073,-100.0,,-100.0,-98.0,-100.0
16087,-100.0,,-100.0,-98.0,-100.0
16105,-100.0,,-100.0,-98.0,-100.0
16120,-100.0,,-100.0,-98.0,-100.0
16139,-100.0,,-100.0,-98.0,-100.0
16154,-100.0,,-100.0,-98.0,-100.0
16172,-100.0,,-100.0,-98.0,-100.0
16189,-100.0,,-100.0,-98.0,-100.0
16205,-100.0,,-100.0,-98.0,-100.0
16222,-100.0,,-100.0,-98.0,-100.0
16238,-100.0,,-100.0,-98.0,-100.0
16254,-100.0,,-100.0,-98.0,-100.0
16271,-100.0,,-100.0,-98.0,-100.0
16288,-100.0,,-100.0,-98.0,-100.0
16304,-100.0,,-100.0,-98.0,-100.0
16321,-100.0,,-100.0,-98.0,-100.0
16337,-100.0,,-100.0,-98.0,-100.0
16354,-100.0,,-100.0,-98.0,-100.0
16370,-100.0,,-100.0,-98.0,-100.0
16388,-100.0,,-100.0,-98.0,-100.0
16404,-100.0,,-100.0,-98.0,-100.0
16421,-100.0,,-100.0,-98.0,-100.0
16438,-100.0,,-100.0,-98.0,-100.0
16455,-100.0,,-100.0,-98.0,-100.0
16470,-100.0,,-100.0,-98.0,-100.0
16488,-100.0,,-100.0,-98.0,-100.0
16505,-100.0,,-100.0,-98.0,-100.0
16521,-100.0,,-100.0,-98.0,-100.0
16538,-100.0,,-100.0,-98.0,-100.0
16554,-100.0,,-100.0,-98.0,-100.0
16572,-100.0,,-100.0,-98.0,-100.0
16587,-100.0,,-100.0,-98.0,-100.0
16605,-100.0,,-100.0,-98.0,-100.0
16621,-100.0,,-100.0,-98.0,-100.0
16637,-100.0,,-100.0,-98.0,-100.0
16654,-100.0,,-100.0,-98.0,-100.0
16671,-100.0,,-100.0,-98.0,-100.0
16688,-100.0,,-100.0,-98.0,-100.0
16705,-100.0,,-100.0,-98.0,-100.0
16721,-100.0,,-100.0,-98.0,-100.0
16738,-100.0,,-100.0,-98.0,-100.0
16754,-100.0,,-100.0,-98.0,-100.0
16770,-100.0,,-100.0,-98.0,-100.0
16787,-100.0,,-100.0,-98.0,-100.0
16803,-100.0,,-100.0,-98.0,-100.0
16905,-100.0,,-100.0,-98.0,-100.0
16922,-100.0,,-100.0,-99.0,-100.0
16971,-100.0,,-100.0,-100.0,-100.0
57737,-100.0,,-100.0,-100.0,-100.0
57752,-100.0,,-100.0,-100.0,-100.0
57807,-100.0,,-100.0,-100.0,-100.0
57818,-100.0,,-100.0,-100.0,-100.0
72372,-100.0,,-100.0,-100.0,-100.0
72389,-100.0,,-100.0,-100.0,-100.0
72405,-100.0,,-100.0,-100.0,-100.0
72421,-100.0,,-100.0,-100.0,-100.0
72439,-100.0,,-100.0,-100.0,-100.0
72456,-100.0,,-100.0,-100.0,-100.0
72473,-100.0,,-100.0,-100.0,-100.0
72489,-100.0,,-100.0,-100.0,-100.0
72505,-100.0,,-100.0,-100.0,-100.0
72522,-100.0,,-100.0,-100.0,-100.0
72539,-100.0,,-100.0,-100.0,-100.0
72688,-100.0,,-100.0,-100.0,-100.0
72706,-100.0,,-100.0,-100.0,-100.0
72721,-100.0,,-100.0,-100.0,-100.0
72738,-100.0,,-100.0,-100.0,-100.0
72756,-100.0,,-100.0,-100.0,-100.0
72773,-100.0,,-100.0,-100.0,-100.0
72788,-100.0,,-100.0,-100.0,-100.0
72805,-100.0,,-100.0,-100.0,-100.0
72822,-100.0,,-100.0,-100.0,-100.0
72837,-100.0,,-100.0,-100.0,-100.0
72856,-100.0,,-100.0,-100.0,-100.0
72872,-100.0,,-100.0,-100.0,-100.0
72888,-100.0,,-100.0,-100.0,-100.0
72910,-100.0,,-100.0,-100.0,-100.0
72922,-100.0,,-100.0,-100.0,-100.0
72938,-100.0,,-100.0,-100.0,-100.0
72956,-100.0,,-100.0,-100.0,-100.0
72973,-100.0,,-100.0,-100.0,-100.0
72989,-100.0,,-100.0,-100.0,-100.0
73006,-100.0,,-100.0,-100.0,-100.0
73023,-100.0,,-100.0,-100.0,-100.0
73038,-100.0,,-100.0,-100.0,-100.0
73055,-100.0,,-100.0,-100.0,-100.0
73071,-100.0,,-100.0,-100.0,-100.0
73088,-100.0,,-100.0,-100.0,-100.0
73105,-100.0,,-100.0,-100.0,-100.0
73117,-100.0,,-100.0,-100.0,-100.0
73122,-100.0,,-100.0,-100.0,-100.0
73139,-100.0,,-100.0,-100.0,-100.0
73151,-100.0,,-100.0,-100.0,-100.0
73155,-100.0,,-100.0,-100.0,-100.0
73172,-100.0,,-100.0,-100.0,-100.0
73189,-100.0,,-100.0,-100.0,-100.0
73200,-100.0,,-100.0,-100.0,-100.0
73205,-100.0,,-100.0,-100.0,-100.0
73222,-100.0,,-100.0,-100.0,-100.0
73238,-100.0,,-100.0,-100.0,-100.0
73251,-100.0,,-100.0,-100.0,-100.0
73255,-100.0,,-100.0,-100.0,-100.0
73272,-100.0,,-100.0,-100.0,-100.0
73288,-100.0,,-100.0,-100.0,-100.0
73299,-100.0,,-100.0,-100.0,-100.0
73305,-100.0,,-100.0,-100.0,-100.0
73321,-100.0,,-100.0,-100.0,-100.0
73332,-100.0,,-100.0,-100.0,-100.0
73339,-100.0,,-100.0,-100.0,-100.0
73365,-100.0,,-100.0,-100.0,-100.0
73399,-100.0,,-100.0,-100.0,-100.0
73415,-100.0,,-100.0,-100.0,-100.0
73449,-100.0,,-100.0,-100.0,-100.0
73466,-100.0,,-100.0,-100.0,-100.0
73482,-100.0,,-100.0,-100.0,-100.0
73500,-100.0,,-100.0,-100.0,-100.0
73516,-100.0,,-100.0,-100.0,-100.0
73536,-100.0,,-100.0,-100.0,-100.0
73549,-100.0,,-100.0,-100.0,-100.0
73575,-100.0,,-100.0,-100.0,-100.0
73590,-100.0,,-100.0,-100.0,-100.0
73610,-100.0,,-100.0,-100.0,-100.0
73627,-100.0,,-100.0,-100.0,-100.0
73647,-100.0,,-100.0,-100.0,-100.0
73661,-100.0,,-100.0,-100.0,-100.0
73681,-100.0,,-100.0,-100.0,-100.0
73706,-100.0,,-100.0,-100.0,-100.0
73724,-100.0,,-100.0,-100.0,-100.0
73742,-100.0,,-100.0,-100.0,-100.0
73758,-100.0,,-100.0,-100.0,-100.0
73783,-100.0,,-100.0,-100.0,-100.0
73803,-100.0,,-100.0,-100.0,-100.0
73824,-100.0,,-100.0,-100.0,-100.0
73836,-100.0,,-100.0,-100.0,-100.0
74404,-100.0,,-100.0,-100.0,-100.0
74423,-100.0,,-100.0,-100.0,-100.0
74439,-100.0,,-100.0,-100.0,-100.0
74456,-100.0,,-100.0,-100.0,-100.0
74472,-100.0,,-100.0,-100.0,-100.0
74489,-100.0,,-100.0,-100.0,-100.0
74505,-100.0,,-100.0,-100.0,-100.0
74522,-100.0,,-100.0,-100.0,-100.0
74539,-100.0,,-100.0,-100.0,-100.0
74555,-100.0,,-100.0,-100.0,-100.0
74573,-100.0,,-100.0,-100.0,-100.0
74589,-100.0,,-100.0,-100.0,-100.0
74607,-100.0,,-100.0,-100.0,-100.0
74621,-100.0,,-100.0,-100.0,-100.0
74639,-100.0,,-100.0,-100.0,-100.0
74655,-100.0,,-100.0,-100.0,-100.0
74672,-100.0,,-100.0,-100.0,-100.0
74688,-100.0,,-100.0,-100.0,-100.0
74705,-100.0,,-100.0,-100.0,-100.0
75172,-100.0,,-100.0,-100.0,-100.0
75189,-100.0,,-100.0,-100.0,-100.0
75205,-100.0,,-100.0,-100.0,-100.0
75207,-100.0,,-100.0,-100.0,-100.0
75222,-100.0,,-100.0,-100.0,-100.0
75237,-100.0,,-100.0,-100.0,-100.0
75256,-100.0,,-100.0,-100.0,-100.0
75271,-100.0,,-100.0,-100.0,-100.0
75272,-100.0,,-100.0,-100.0,-100.0
75289,-100.0,,-100.0,-100.0,-100.0
75290,-100.0,,-100.0,-100.0,-100.0
75305,-100.0,,-100.0,-100.0,-100.0
75307,-100.0,,-100.0,-100.0,-100.0
75321,-100.0,,-100.0,-100.0,-100.0
75340,-100.0,,-100.0,-100.0,-100.0
75505,-100.0,,-100.0,-100.0,-100.0
75522,-100.0,,-100.0,-100.0,-100.0
75539,-100.0,,-100.0,-100.0,-100.0
75555,-100.0,,-100.0,-100.0,-100.0
75572,-100.0,,-100.0,-100.0,-100.0
75588,-100.0,,-100.0,-100.0,-100.0
75605,-100.0,,-100.0,-100.0,-100.0
75623,-100.0,,-100.0,-100.0,-100.0
75639,-100.0,,-100.0,-100.0,-100.0
75656,-100.0,,-100.0,-100.0,-100.0
75672,-100.0,,-100.0,-100.0,-100.0
75689,-100.0,,-100.0,-100.0,-100.0
75705,-100.0,,-100.0,-100.0,-100.0
75722,-100.0,,-100.0,-100.0,-100.0
75738,-100.0,,-100.0,-100.0,-100.0
75755,-100.0,,-100.0,-100.0,-100.0
75771,-100.0,,-100.0,-100.0,-100.0
75788,-100.0,,-100.0,-100.0,-100.0
75804,-100.0,,-100.0,-100.0,-100.0
75889,-100.0,,-100.0,-100.0,-100.0
75917,-100.0,,-100.0,-100.0,-100.0
75951,-100.0,,-100.0,-100.0,-100.0
75956,-100.0,,-100.0,-100.0,-100.0
75971,-100.0,,-100.0,-100.0,-100.0
75974,-100.0,,-100.0,-100.0,-100.0
75989,-100.0,,-100.0,-100.0,-100.0
76006,-100.0,,-100.0,-100.0,-100.0
76023,-100.0,,-100.0,-100.0,-100.0
76039,-100.0,,-100.0,-100.0,-100.0
76056,-100.0,,-100.0,-100.0,-100.0
76072,-100.0,,-100.0,-100.0,-100.0
76089,-100.0,,-100.0,-100.0,-100.0
76218,-100.0,,-100.0,-100.0,-100.0
76241,-100.0,,-100.0,-100.0,-100.0
76280,-100.0,,-100.0,-100.0,-100.0
76297,-100.0,,-100.0,-100.0,-100.0
76997,-100.0,,-100.0,-100.0,-100.0
77019,-100.0,,-100.0,-100.0,-100.0
77058,-100.0,,-100.0,-100.0,-100.0
77070,-100.0,,-100.0,-100.0,-100.0
77530,-100.0,,-100.0,-100.0,-100.0
77555,-100.0,,-100.0,-100.0,-100.0
77589,-100.0,,-100.0,-100.0,-100.0
77601,-100.0,,-100.0,-100.0,-100.0
78405,-100.0,,-100.0,-100.0,-100.0
78422,-100.0,,-100.0,-100.0,-100.0
78438,-100.0,,-100.0,-100.0,-100.0
78455,-100.0,,-100.0,-100.0,-100.0
78472,-100.0,,-100.0,-100.0,-100.0
78488,-100.0,,-100.0,-100.0,-100.0
78506,-100.0,,-100.0,-100.0,-100.0
78921,-100.0,,-100.0,-100.0,-100.0
78940,-100.0,,-100.0,-100.0,-100.0
78955,-100.0,,-100.0,-100.0,-100.0
78972,-100.0,,-100.0,-100.0,-100.0
78990,-100.0,,-100.0,-100.0,-100.0
79006,-100.0,,-100.0,-100.0,-100.0
79021,-100.0,,-100.0,-100.0,-100.0
82860,-100.0,,-100.0,-100.0,-100.0
82880,-100.0,,-100.0,-100.0,-100.0
82920,-100.0,,-100.0,-100.0,-100.0
82937,-100.0,,-100.0,-100.0,-100.0
82978,-100.0,,-100.0,-100.0,-100.0
83002,-100.0,,-100.0,-100.0,-100.0
89038,-100.0,,-100.0,-100.0,-100.0
89055,-100.0,,-100.0,-100.0,-100.0
89073,-100.0,,-100.0,-100.0,-100.0
89089,-100.0,,-100.0,-100.0,-100.0
89105,-100.0,,-100.0,-100.0,-100.0
89123,-100.0,,-100.0,-100.0,-100.0
89139,-100.0,,-100.0,-100.0,-100.0
89155,-100.0,,-100.0,-100.0,-100.0
89172,-100.0,,-100.0,-100.0,-100.0
89188,-100.0,,-100.0,-100.0,-100.0
89205,-100.0,,-100.0,-100.0,-100.0
89223,-100.0,,-100.0,-100.0,-100.0
89239,-100.0,,-100.0,-100.0,-100.0
89255,-100.0,,-100.0,-100.0,-100.0
89273,-100.0,,-100.0,-100.0,-100.0
89290,-100.0,,-100.0,-100.0,-100.0
89305,-100.0,,-100.0,-100.0,-100.0
89322,-100.0,,-100.0,-100.0,-100.0
89338,-100.0,,-100.0,-100.0,-100.0
89355,-100.0,,-100.0,-100.0,-100.0
89371,-100.0,,-100.0,-100.0,-100.0
89390,-100.0,,-100.0,-100.0,-100.0
89404,-100.0,,-100.0,-100.0,-100.0
89422,-100.0,,-100.0,-100.0,-100.0
89438,-100.0,,-100.0,-100.0,-100.0
89456,-100.0,,-100.0,-100.0,-100.0
89472,-100.0,,-100.0,-100.0,-100.0
89488,-100.0,,-100.0,-100.0,-100.0
89506,-100.0,,-100.0,-100.0,-100.0
89521,-100.0,,-100.0,-100.0,-100.0
89539,-100.0,,-100.0,-100.0,-100.0
89553,-100.0,,-100.0,-100.0,-100.0
89554,-100.0,,-100.0,-100.0,-100.0
89572,-100.0,,-100.0,-100.0,-100.0
89578,-100.0,,-100.0,-100.0,-100.0
89588,-100.0,,-100.0,-100.0,-100.0
89605,-100.0,,-100.0,-100.0,-100.0
89618,-100.0,,-100.0,-100.0,-100.0
89622,-100.0,,-100.0,-100.0,-100.0
89637,-100.0,,-100.0,-100.0,-100.0
89638,-100.0,,-100.0,-100.0,-100.0
89655,-100.0,,-100.0,-100.0,-100.0
89671,-100.0,,-100.0,-100.0,-100.0
89686,-100.0,,-100.0,-100.0,-100.0
89688,-100.0,,-100.0,-100.0,-100.0
89706,-100.0,,-100.0,-100.0,-100.0
89721,-100.0,,-100.0,-100.0,-100.0
89738,-100.0,,-100.0,-100.0,-100.0
89754,-100.0,,-100.0,-100.0,-100.0
89773,-100.0,,-100.0,-100.0,-100.0
89782,-100.0,,-100.0,-100.0,-100.0
89788,-100.0,,-100.0,-100.0,-100.0
89805,-100.0,,-100.0,-100.0,-100.0
89814,-100.0,,-100.0,-100.0,-100.0
89822,-100.0,,-100.0,-100.0,-100.0
89840,-100.0,,-100.0,-100.0,-100.0
89855,-100.0,,-100.0,-100.0,-100.0
89866,-100.0,,-100.0,-100.0,-100.0
89872,-100.0,,-100.0,-100.0,-100.0
89884,-100.0,,-100.0,-100.0,-100.0
89888,-100.0,,-100.0,-100.0,-100.0
89905,-100.0,,-100.0,-100.0,-100.0
89922,-100.0,,-100.0,-100.0,-100.0
89938,-100.0,,-100.0,-100.0,-100.0
89946,-100.0,,-100.0,-100.0,-100.0
89947,-100.0,-99.0,-100.0,-100.0,-100.0
89955,-100.0,-98.66666666666667,-100.0,-100.0,-100.0
89972,-100.0,-98.33333333333333,-100.0,-100.0,-100.0
89988,-100.0,-98.0,-100.0,-100.0,-100.0
89989,-100.0,-97.4,-100.0,-100.0,-100.0
90004,-100.0,-96.8,-100.0,-100.0,-100.0
90005,-100.0,-96.2,-100.0,-100.0,-100.0
90021,-100.0,-95.6,-100.0,-100.0,-100.0
90029,-100.0,-95.0,-100.0,-100.0,-100.0
90031,-100.0,-94.97435897435898,-100.0,-100.0,-100.0
90038,-100.0,-94.94871794871794,-100.0,-100.0,-100.0
90056,-100.0,-94.92307692307692,-100.0,-100.0,-100.0
90068,-100.0,-94.8974358974359,-100.0,-100.0,-100.0
90071,-100.0,-94.87179487179488,-100.0,-100.0,-100.0
90087,-100.0,-94.84615384615384,-100.0,-100.0,-100.0
90155,-100.0,-94.82051282051282,-100.0,-100.0,-100.0
90170,-100.0,-94.7948717948718,-100.0,-100.0,-100.0
90173,-100.0,-94.76923076923077,-100.0,-100.0,-100.0
90188,-100.0,-94.74358974358974,-100.0,-100.0,-100.0
90193,-100.0,-94.71794871794872,-100.0,-100.0,-100.0
90206,-100.0,-94.6923076923077,-100.0,-100.0,-100.0
90222,-100.0,-94.66666666666667,-100.0,-100.0,-100.0
90238,-100.0,-94.64102564102564,-100.0,-100.0,-100.0
90255,-100.0,-94.61538461538461,-100.0,-100.0,-100.0
90271,-100.0,-94.58974358974359,-100.0,-100.0,-100.0
90289,-100.0,-94.56410256410257,-100.0,-100.0,-100.0
90296,-100.0,-94.53846153846153,-100.0,-100.0,-100.0
90305,-100.0,-94.51282051282051,-100.0,-100.0,-100.0
90317,-100.0,-94.48717948717949,-100.0,-100.0,-100.0
90321,-100.0,-94.46153846153847,-100.0,-100.0,-100.0
90338,-100.0,-94.43589743589743,-100.0,-100.0,-100.0
90355,-100.0,-94.41025641025641,-100.0,-100.0,-100.0
90362,-100.0,-94.38461538461539,-100.0,-100.0,-100.0
90372,-100.0,-94.35897435897436,-100.0,-100.0,-100.0
90388,-100.0,-94.33333333333333,-100.0,-100.0,-100.0
90390,-100.0,-94.3076923076923,-100.0,-100.0,-100.0
90405,-100.0,-94.28205128205128,-100.0,-100.0,-100.0
90422,-100.0,-94.25641025641026,-100.0,-100.0,-100.0
90439,-100.0,-94.23076923076923,-100.0,-100.0,-100.0
90456,-100.0,-94.2051282051282,-100.0,-100.0,-100.0
90462,-100.0,-94.17948717948718,-100.0,-100.0,-100.0
90473,-100.0,-94.15384615384616,-100.0,-100.0,-100.0
90489,-100.0,-94.12820512820512,-100.0,-100.0,-100.0
90506,-100.0,-94.1025641025641,-100.0,-100.0,-100.0
90523,-100.0,-94.07692307692308,-100.0,-100.0,-100.0
90531,-100.0,-94.05128205128206,-100.0,-100.0,-100.0
90540,-100.0,-94.02564102564102,-100.0,-100.0,-100.0
90556,-100.0,-94.0,-100.0,-100.0,-100.0
90571,-100.0,-93.66666666666667,-100.0,-100.0,-100.0
90589,-100.0,-93.33333333333333,-100.0,-100.0,-100.0
90597,-100.0,-93.0,-100.0,-100.0,-100.0
90606,-100.0,-92.33333333333333,-100.0,-100.0,-100.0
90622,-100.0,-91.66666666666667,-100.0,-100.0,-100.0
90638,-100.0,-91.0,-100.0,-100.0,-100.0
90639,-100.0,-91.0,-100.0,-100.0,-100.0
90656,-100.0,-91.0,-100.0,-100.0,-100.0
90673,-100.0,-91.0,-100.0,-100.0,-100.0
90688,-100.0,-91.0,-100.0,-100.0,-100.0
90705,-100.0,-91.0,-100.0,-100.0,-100.0
90722,-100.0,-91.0,-100.0,-100.0,-100.0
90739,-100.0,-91.0,-100.0,-100.0,-100.0
90756,-100.0,-91.0,-100.0,-100.0,-100.0
90772,-100.0,-91.0,-100.0,-100.0,-100.0
90789,-100.0,-91.0,-100.0,-100.0,-100.0
90805,-100.0,-91.0,-100.0,-100.0,-100.0
90822,-100.0,-91.0,-100.0,-100.0,-100.0
90838,-100.0,-91.0,-100.0,-100.0,-100.0
90856,-100.0,-91.0,-100.0,-100.0,-100.0
90872,-100.0,-91.0,-100.0,-100.0,-100.0
90890,-100.0,-91.0,-100.0,-100.0,-100.0
90906,-100.0,-91.0,-100.0,-100.0,-100.0
90921,-100.0,-91.0,-100.0,-100.0,-100.0
90938,-100.0,-91.0,-100.0,-100.0,-100.0
90957,-100.0,-91.0,-100.0,-100.0,-100.0
90973,-100.0,-91.0,-100.0,-100.0,-100.0
90989,-100.0,-91.0,-100.0,-100.0,-100.0
91006,-100.0,-91.0,-100.0,-100.0,-100.0
91022,-100.0,-91.0,-100.0,-100.0,-100.0
91038,-100.0,-91.0,-100.0,-100.0,-100.0
91054,-100.0,-91.0,-100.0,-100.0,-100.0
91072,-100.0,-91.0,-100.0,-100.0,-100.0
91088,-100.0,-91.0,-100.0,-100.0,-100.0
91105,-100.0,-91.0,-100.0,-100.0,-100.0
91121,-100.0,-91.0,-100.0,-100.0,-100.0
91139,-100.0,-91.0,-100.0,-100.0,-100.0
91155,-100.0,-91.0,-100.0,-100.0,-100.0
91171,-100.0,-91.0,-100.0,-100.0,-100.0
91172,-100.0,-91.0,-100.0,-100.0,-100.0
91188,-100.0,-91.0,-100.0,-100.0,-100.0
91203,-100.0,-91.0,-100.0,-100.0,-100.0
91205,-100.0,-91.0,-100.0,-100.0,-100.0
91222,-100.0,-91.0,-100.0,-100.0,-100.0
91262,-100.0,-91.0,-100.0,-100.0,-100.0
91279,-100.0,-91.0,-100.0,-100.0,-100.0
91372,-100.0,-91.0,-100.0,-100.0,-100.0
91389,-100.0,-91.0,-100.0,-100.0,-100.0
91405,-100.0,-91.0,-100.0,-100.0,-100.0
91422,-100.0,-91.0,-100.0,-100.0,-100.0
91439,-100.0,-91.0,-100.0,-100.0,-100.0
91455,-100.0,-91.0,-100.0,-100.0,-100.0
91472,-100.0,-91.0,-100.0,-100.0,-100.0
91488,-100.0,-91.0,-100.0,-100.0,-100.0
91505,-100.0,-91.0,-100.0,-100.0,-100.0
91522,-100.0,-91.0,-100.0,-100.0,-100.0
91538,-100.0,-91.0,-100.0,-100.0,-100.0
91555,-100.0,-91.0,-100.0,-100.0,-100.0
91572,-100.0,-91.0,-100.0,-100.0,-100.0
91588,-100.0,-91.0,-100.0,-100.0,-100.0
91605,-100.0,-91.0,-100.0,-100.0,-100.0
91622,-100.0,-91.0,-100.0,-100.0,-100.0
91638,-100.0,-91.0,-100.0,-100.0,-100.0
91639,-100.0,-91.0,-100.0,-100.0,-100.0
91656,-100.0,-91.0,-100.0,-100.0,-100.0
