,AZSSG2REHDX18,AYYSG3O9FNU15,AOEGJLWFISOZQ,AU2980AA60A2C,A93LDI16XJWI8
189678,-100.0,,-100.0,-100.0,-100.0
189693,-100.0,,-100.0,-100.0,-100.0
189709,-100.0,,-100.0,-100.0,-100.0
189728,-100.0,,-100.0,-100.0,-100.0
189744,-100.0,,-100.0,-100.0,-100.0
189761,-100.0,,-100.0,-100.0,-100.0
190157,-100.0,,-100.0,-100.0,-100.0
190175,-100.0,,-100.0,-100.0,-100.0
190189,-100.0,,-100.0,-100.0,-100.0
190207,-100.0,,-100.0,-100.0,-100.0
190223,-100.0,,-100.0,-100.0,-100.0
190240,-100.0,,-100.0,-100.0,-100.0
190256,-100.0,,-100.0,-100.0,-100.0
190340,-100.0,,-100.0,-100.0,-100.0
190357,-100.0,,-100.0,-100.0,-100.0
190373,-100.0,,-100.0,-100.0,-100.0
190390,-100.0,,-100.0,-100.0,-100.0
190408,-100.0,,-100.0,-100.0,-100.0
190424,-100.0,,-100.0,-100.0,-100.0
190439,-100.0,,-100.0,-100.0,-100.0
190473,-100.0,,-100.0,-100.0,-100.0
190490,-100.0,,-100.0,-100.0,-100.0
190506,-100.0,,-100.0,-100.0,-100.0
190523,-100.0,,-100.0,-100.0,-100.0
190540,-100.0,,-100.0,-100.0,-100.0
190557,-100.0,,-100.0,-100.0,-100.0
190574,-100.0,,-100.0,-100.0,-100.0
190590,-100.0,,-100.0,-100.0,-100.0
190606,-100.0,,-100.0,-100.0,-100.0
190623,-100.0,,-100.0,-100.0,-100.0
190640,-100.0,,-100.0,-100.0,-100.0
190656,-100.0,,-100.0,-100.0,-100.0
190674,-100.0,,-100.0,-100.0,-100.0
190691,-100.0,,-100.0,-100.0,-100.0
190707,-100.0,,-100.0,-100.0,-100.0
190725,-100.0,,-100.0,-100.0,-100.0
190740,-100.0,,-100.0,-100.0,-100.0
190756,-100.0,,-100.0,-100.0,-100.0
190775,-100.0,,-100.0,-100.0,-100.0
190790,-100.0,,-100.0,-100.0,-100.0
190808,-100.0,,-100.0,-100.0,-100.0
190822,-100.0,,-100.0,-100.0,-100.0
190840,-100.0,,-100.0,-100.0,-100.0
190858,-100.0,,-100.0,-100.0,-100.0
190873,-100.0,,-100.0,-100.0,-100.0
190891,-100.0,,-100.0,-100.0,-100.0
190907,-100.0,,-100.0,-100.0,-100.0
190923,-100.0,,-100.0,-100.0,-100.0
190941,-100.0,,-100.0,-100.0,-100.0
190957,-100.0,,-100.0,-100.0,-100.0
190973,-100.0,,-100.0,-100.0,-100.0
190989,-100.0,,-100.0,-100.0,-100.0
191007,-100.0,,-100.0,-100.0,-100.0
191023,-100.0,,-100.0,-100.0,-100.0
191040,-100.0,,-100.0,-100.0,-100.0
191056,-100.0,,-100.0,-100.0,-100.0
191073,-100.0,,-100.0,-100.0,-100.0
191090,-100.0,,-100.0,-100.0,-100.0
191108,-100.0,,-100.0,-100.0,-100.0
191124,-100.0,,-100.0,-100.0,-100.0
191139,-100.0,,-100.0,-100.0,-100.0
191158,-100.0,,-100.0,-100.0,-100.0
191173,-100.0,,-100.0,-100.0,-100.0
191191,-100.0,,-100.0,-100.0,-100.0
191207,-100.0,,-100.0,-100.0,-100.0
191223,-100.0,,-100.0,-100.0,-100.0
191240,-100.0,,-100.0,-100.0,-100.0
191258,-100.0,,-100.0,-100.0,-100.0
191273,-100.0,,-100.0,-100.0,-100.0
191289,-100.0,,-100.0,-100.0,-100.0
191307,-100.0,,-100.0,-100.0,-100.0
191323,-100.0,,-100.0,-100.0,-100.0
191341,-100.0,,-100.0,-100.0,-100.0
191356,-100.0,,-100.0,-100.0,-100.0
191373,-100.0,,-100.0,-100.0,-100.0
191390,-100.0,,-100.0,-100.0,-100.0
191406,-100.0,,-100.0,-100.0,-100.0
191423,-100.0,,-100.0,-100.0,-100.0
191440,-100.0,,-100.0,-100.0,-100.0
191456,-100.0,,-100.0,-100.0,-100.0
191474,-100.0,,-100.0,-100.0,-100.0
191490,-100.0,,-100.0,-100.0,-100.0
191508,-100.0,,-100.0,-100.0,-100.0
191523,-100.0,,-100.0,-100.0,-100.0
191529,-100.0,,-100.0,-100.0,-100.0
191541,-100.0,,-100.0,-100.0,-100.0
191558,-100.0,,-100.0,-100.0,-100.0
191573,-100.0,,-100.0,-100.0,-100.0
191591,-100.0,,-100.0,-100.0,-100.0
191606,-100.0,,-100.0,-100.0,-100.0
191610,-100.0,,-100.0,-100.0,-100.0
191638,-100.0,,-100.0,-100.0,-100.0
191657,-100.0,,-100.0,-99.0,-100.0
191660,-100.0,,-100.0,-98.66666666666667,-100.0
191692,-100.0,,-100.0,-98.33333333333333,-100.0
191706,-100.0,,-100.0,-98.0,-100.0
191725,-100.0,,-100.0,-98.0,-100.0
191741,-100.0,,-100.0,-98.0,-100.0
191775,-100.0,,-100.0,-98.0,-100.0
191812,-100.0,,-100.0,-98.0,-100.0
191842,-100.0,,-100.0,-98.0,-100.0
191859,-100.0,,-100.0,-98.0,-100.0
191891,-100.0,,-100.0,-98.0,-100.0
191909,-100.0,,-100.0,-98.0,-100.0
191943,-100.0,,-100.0,-98.0,-100.0
191975,-100.0,,-100.0,-98.0,-100.0
191992,-100.0,,-100.0,-98.0,-100.0
192024,-100.0,,-100.0,-98.0,-100.0
192026,-100.0,,-100.0,-97.5,-100.0
192043,-100.0,,-100.0,-97.0,-100.0
192074,-100.0,,-100.0,-96.0,-100.0
192110,-100.0,,-100.0,-95.0,-100.0
192209,-100.0,,-100.0,-95.0,-100.0
192225,-100.0,,-100.0,-94.0,-100.0
192258,-100.0,,-100.0,-92.0,-100.0
192274,-100.0,,-100.0,-91.0,-100.0
192291,-100.0,,-100.0,-90.5,-100.0
192294,-100.0,,-100.0,-90.0,-100.0
192308,-100.0,,-100.0,-89.5,-100.0
192313,-100.0,,-100.0,-89.0,-100.0
192323,-100.0,,-100.0,-89.0,-100.0
192339,-100.0,,-100.0,-89.0,-100.0
192357,-100.0,,-100.0,-89.0,-100.0
192373,-100.0,,-100.0,-89.0,-100.0
192391,-100.0,,-100.0,-89.0,-100.0
192408,-100.0,,-100.0,-89.0,-100.0
192423,-100.0,,-100.0,-89.0,-100.0
192440,-100.0,,-100.0,-89.0,-100.0
194723,-100.0,,-100.0,-89.0,-100.0
194742,-100.0,,-100.0,-89.0,-100.0
194757,-100.0,,-100.0,-89.0,-100.0
194773,-100.0,,-100.0,-89.0,-100.0
194790,-100.0,,-100.0,-89.0,-100.0
194806,-100.0,,-100.0,-89.0,-100.0
194823,-100.0,,-100.0,-89.0,-100.0
194839,-100.0,,-100.0,-89.0,-100.0
194878,-100.0,,-100.0,-89.0,-100.0
194894,-100.0,,-100.0,-89.0,-100.0
194928,-100.0,,-100.0,-89.0,-100.0
194946,-100.0,,-100.0,-89.0,-100.0
194962,-100.0,,-100.0,-89.0,-100.0
194979,-100.0,,-100.0,-89.0,-100.0
194996,-100.0,,-100.0,-89.0,-100.0
195012,-100.0,,-100.0,-89.0,-100.0
195029,-100.0,,-100.0,-89.0,-100.0
195045,-100.0,,-100.0,-89.0,-100.0
200344,-100.0,,-100.0,-89.0,-100.0
200345,-100.0,-100.0,-100.0,-89.0,-100.0
200385,-100.0,-99.0,-100.0,-89.0,-100.0
200425,-100.0,-97.0,-100.0,-89.0,-100.0
200466,-100.0,-94.0,-100.0,-89.0,-100.0
200508,-100.0,-92.0,-100.0,-89.0,-100.0
201243,-100.0,-88.0,-100.0,-89.0,-100.0
201284,-100.0,-87.0,-100.0,-89.0,-100.0
201324,-100.0,-85.0,-100.0,-89.0,-100.0
201325,-100.0,,-100.0,-89.0,-100.0
202174,-100.0,,-100.0,-89.0,-100.0
202190,-100.0,,-100.0,-89.0,-100.0
202208,-100.0,,-100.0,-89.0,-100.0
202223,-100.0,,-100.0,-89.0,-100.0
202240,-100.0,,-100.0,-89.0,-100.0
202256,-100.0,,-100.0,-89.0,-100.0
202273,-100.0,,-100.0,-89.0,-100.0
202290,-100.0,,-100.0,-89.0,-100.0
202307,-100.0,,-100.0,-89.0,-100.0
202323,-100.0,,-100.0,-89.0,-100.0
202340,-100.0,,-100.0,-89.0,-100.0
202358,-100.0,,-100.0,-89.0,-100.0
202373,-100.0,,-100.0,-89.0,-100.0
202391,-100.0,,-100.0,-89.0,-100.0
202393,-100.0,,-100.0,-89.0,-100.0
202407,-100.0,,-100.0,-89.0,-100.0
202423,-100.0,,-100.0,-89.0,-100.0
202424,-100.0,,-100.0,-89.0,-100.0
202440,-100.0,,-100.0,-89.0,-100.0
202458,-100.0,,-100.0,-89.0,-100.0
202474,-100.0,,-100.0,-89.0,-100.0
202491,-100.0,,-100.0,-89.0,-100.0
202508,-100.0,,-100.0,-89.0,-100.0
202523,-100.0,,-100.0,-89.0,-100.0
202541,-100.0,,-100.0,-89.0,-100.0
202545,-100.0,,-100.0,-89.0,-100.0
202557,-100.0,,-100.0,-89.0,-100.0
202574,-100.0,,-100.0,-89.0,-100.0
202580,-100.0,,-100.0,-89.0,-100.0
202590,-100.0,,-100.0,-89.0,-100.0
202607,-100.0,,-100.0,-89.0,-100.0
202623,-100.0,,-100.0,-89.0,-100.0
202640,-100.0,,-100.0,-89.0,-100.0
202658,-100.0,,-100.0,-89.0,-100.0
202673,-100.0,,-100.0,-89.0,-100.0
202687,-100.0,,-100.0,-89.0,-100.0
202690,-100.0,,-100.0,-89.0,-100.0
202708,-100.0,,-100.0,-89.0,-100.0
202713,-100.0,,-100.0,-89.0,-100.0
202724,-100.0,,-100.0,-89.0,-100.0
202761,-100.0,,-100.0,-89.0,-100.0
202776,-100.0,,-100.0,-89.0,-100.0
202823,-100.0,,-100.0,-89.0,-100.0
202861,-100.0,,-100.0,-89.0,-100.0
202916,-100.0,,-100.0,-89.0,-100.0
202931,-100.0,,-100.0,-89.0,-100.0
203031,-100.0,,-100.0,-89.0,-100.0
203049,-100.0,,-100.0,-88.0,-100.0
203098,-100.0,,-100.0,-86.0,-100.0
203156,-100.0,,-100.0,-86.0,-100.0
203174,-100.0,,-100.0,-86.0,-100.0
203190,-100.0,,-100.0,-86.0,-100.0
203206,-100.0,,-100.0,-86.0,-100.0
203224,-100.0,,-100.0,-86.0,-100.0
203241,-100.0,,-100.0,-86.0,-100.0
203257,-100.0,,-100.0,-86.0,-100.0
203274,-100.0,,-100.0,-86.0,-100.0
203283,-100.0,,-100.0,-86.0,-100.0
203290,-100.0,,-100.0,-86.0,-99.5
203302,-100.0,,-100.0,-86.0,-99.0
203307,-100.0,,-100.0,-86.0,-98.5
203317,-100.0,,-100.0,-86.0,-98.0
203323,-100.0,,-100.0,-86.0,-97.5
203333,-100.0,,-100.0,-86.0,-97.0
203341,-100.0,,-100.0,-86.0,-96.5
203350,-100.0,,-100.0,-86.0,-96.0
203366,-100.0,,-100.0,-86.0,-95.0
203383,-100.0,,-100.0,-86.0,-94.0
203400,-100.0,,-100.0,-86.0,-93.0
203416,-100.0,,-100.0,-86.0,-92.0
203433,-100.0,,-100.0,-86.0,-91.0
203450,-100.0,,-100.0,-86.0,-90.0
203559,-100.0,,-100.0,-86.0,-90.0
203560,-100.0,-84.0,-100.0,-86.0,-90.0
203600,-100.0,-85.0,-100.0,-86.0,-90.0
203640,-100.0,-88.0,-100.0,-86.0,-90.0
203666,-100.0,-88.0,-100.0,-86.0,-90.0
203683,-100.0,-88.0,-100.0,-86.0,-89.0
203699,-100.0,-88.0,-100.0,-86.0,-88.0
203716,-100.0,-88.0,-100.0,-86.0,-87.0
203733,-100.0,-88.0,-100.0,-86.0,-86.0
203750,-100.0,-88.0,-100.0,-86.0,-85.0
203766,-100.0,-88.0,-100.0,-86.0,-84.0
203783,-100.0,-88.0,-100.0,-86.0,-83.0
203799,-100.0,-88.0,-100.0,-86.0,-82.0
203816,-100.0,-88.0,-100.0,-86.0,-81.0
203833,-100.0,-88.0,-100.0,-86.0,-79.0
203850,-100.0,-88.0,-100.0,-86.0,-78.0
203851,-100.0,-88.0,-100.0,-86.0,-77.5
203867,-100.0,-88.0,-100.0,-85.5,-77.0
203869,-100.0,-88.0,-100.0,-85.0,-76.5
203883,-100.0,-88.0,-100.0,-84.5,-76.0
203901,-100.0,-88.0,-100.0,-84.0,-76.0
203934,-100.0,-88.0,-100.0,-82.0,-76.0
204183,-100.0,-88.0,-100.0,-82.0,-76.0
204201,-100.0,-88.0,-100.0,-82.0,-75.0
204216,-100.0,-88.0,-100.0,-82.0,-74.0
204233,-100.0,-88.0,-100.0,-82.0,-73.0
204249,-100.0,-88.0,-100.0,-82.0,-72.0
204266,-100.0,-88.0,-100.0,-82.0,-71.0
204283,-100.0,-88.0,-100.0,-82.0,-70.0
204300,-100.0,-88.0,-100.0,-82.0,-69.0
204316,-100.0,-88.0,-100.0,-82.0,-67.0
204667,-100.0,-88.0,-100.0,-82.0,-67.0
204691,-100.0,-88.0,-100.0,-82.0,-67.0
204729,-100.0,-88.0,-100.0,-82.0,-67.0
204746,-100.0,-88.0,-100.0,-82.0,-67.0
204766,-100.0,-88.0,-100.0,-82.0,-67.0
204784,-100.0,-88.0,-100.0,-82.0,-66.0
204800,-100.0,-88.0,-100.0,-82.0,-65.0
204816,-100.0,-88.0,-100.0,-82.0,-63.0
204833,-100.0,-88.0,-100.0,-82.0,-62.0
204850,-100.0,-88.0,-100.0,-82.0,-61.0
204862,-100.0,-88.0,-100.0,-82.0,-60.5
204866,-100.0,-87.75,-100.0,-82.0,-60.0
204883,-100.0,-87.5,-100.0,-82.0,-59.0
204900,-100.0,-87.25,-100.0,-82.0,-58.0
204902,-100.0,-87.0,-100.0,-82.0,-57.5
204916,-100.0,-86.33333333333333,-100.0,-82.0,-57.0
204933,-100.0,-85.66666666666667,-100.0,-82.0,-56.0
204942,-100.0,-85.0,-100.0,-82.0,-55.5
204950,-100.0,-84.84615384615384,-100.0,-82.0,-55.0
204966,-100.0,-84.6923076923077,-100.0,-82.0,-53.0
204983,-100.0,-84.53846153846153,-100.0,-82.0,-52.0
204999,-100.0,-84.38461538461539,-100.0,-82.0,-51.0
205016,-100.0,-84.23076923076923,-100.0,-82.0,-50.0
205033,-100.0,-84.07692307692308,-100.0,-82.0,-49.0
205049,-100.0,-83.92307692307692,-100.0,-82.0,-48.0
205066,-100.0,-83.76923076923077,-100.0,-82.0,-47.0
205083,-100.0,-83.61538461538461,-100.0,-82.0,-46.0
205099,-100.0,-83.46153846153847,-100.0,-82.0,-45.0
205116,-100.0,-83.3076923076923,-100.0,-82.0,-44.0
205299,-100.0,-83.15384615384616,-100.0,-82.0,-44.0
205306,-100.0,-83.0,-100.0,-82.0,-43.5
205317,-100.0,-83.33333333333333,-100.0,-82.0,-43.0
205333,-100.0,-83.66666666666667,-100.0,-82.0,-42.0
205347,-100.0,-84.0,-100.0,-82.0,-41.5
205349,-100.0,-84.5,-100.0,-82.0,-41.0
205366,-100.0,-85.0,-100.0,-82.0,-40.0
205383,-100.0,-85.5,-100.0,-82.0,-38.0
205387,-100.0,-86.0,-100.0,-82.0,-37.5
205400,-100.0,-86.66666666666667,-100.0,-82.0,-37.0
205416,-100.0,-87.33333333333333,-100.0,-82.0,-36.0
205428,-100.0,-88.0,-100.0,-82.0,-35.5
205433,-100.0,-88.04347826086956,-100.0,-82.0,-35.0
205450,-100.0,-88.08695652173913,-100.0,-82.0,-34.0
205460,-100.0,-88.1304347826087,-100.0,-82.0,-33.5
205466,-100.0,-88.17391304347827,-100.0,-82.0,-33.0
205482,-100.0,-88.21739130434783,-100.0,-82.0,-32.5
205483,-100.0,-88.26086956521739,-100.0,-82.0,-32.0
205500,-100.0,-88.30434782608695,-100.0,-82.0,-31.0
205516,-100.0,-88.34782608695652,-100.0,-82.0,-30.0
205533,-100.0,-88.3913043478261,-100.0,-82.0,-28.0
205601,-100.0,-88.43478260869566,-100.0,-82.0,-28.0
205643,-100.0,-88.47826086956522,-100.0,-82.0,-28.0
205680,-100.0,-88.52173913043478,-100.0,-82.0,-28.0
205693,-100.0,-88.56521739130434,-100.0,-82.0,-28.0
205699,-100.0,-88.6086956521739,-100.0,-82.0,-28.0
205716,-100.0,-88.65217391304348,-100.0,-82.0,-27.0
205733,-100.0,-88.69565217391305,-100.0,-82.0,-26.0
205750,-100.0,-88.73913043478261,-100.0,-82.0,-25.0
205766,-100.0,-88.78260869565217,-100.0,-82.0,-24.0
205783,-100.0,-88.82608695652173,-100.0,-82.0,-23.0
205799,-100.0,-88.8695652173913,-100.0,-82.0,-22.0
205816,-100.0,-88.91304347826087,-100.0,-82.0,-21.0
205817,-100.0,-88.95652173913044,-100.0,-82.0,-20.5
205833,-100.0,-89.0,-100.0,-82.0,-20.0
205850,-100.0,-88.75,-100.0,-82.0,-18.0
205856,-100.0,-88.5,-100.0,-82.0,-17.5
205867,-100.0,-88.25,-100.0,-82.0,-17.0
205874,-100.0,-88.0,-100.0,-82.0,-16.666666666666668
205875,-100.0,,-100.0,-82.0,-16.333333333333332
205883,-100.0,,-100.0,-82.0,-16.0
205893,-100.0,,-100.0,-82.0,-15.5
205899,-100.0,,-100.0,-82.0,-15.0
205907,-100.0,,-100.0,-82.0,-14.5
205916,-100.0,,-100.0,-82.0,-14.0
205933,-100.0,,-100.0,-82.0,-13.0
205949,-100.0,,-100.0,-82.0,-12.0
205966,-100.0,,-100.0,-82.0,-11.0
205984,-100.0,,-100.0,-82.0,-10.0
206000,-100.0,,-100.0,-82.0,-8.0
206016,-100.0,,-100.0,-82.0,-7.0
206033,-100.0,,-100.0,-82.0,-6.0
206050,-100.0,,-100.0,-82.0,-5.0
206066,-100.0,,-100.0,-82.0,-4.0
206083,-100.0,,-100.0,-82.0,-3.0
206099,-100.0,,-100.0,-82.0,-2.0
206116,-100.0,,-100.0,-82.0,-1.0
206133,-100.0,,-100.0,-82.0,0.0
206149,-100.0,,-100.0,-82.0,1.0
206166,-100.0,,-100.0,-82.0,3.0
206183,-100.0,,-100.0,-82.0,4.0
206199,-100.0,,-100.0,-82.0,5.0
206216,-100.0,,-100.0,-82.0,6.0
206233,-100.0,,-100.0,-82.0,7.0
206351,-100.0,,-100.0,-82.0,7.0
206374,-100.0,,-100.0,-82.0,7.0
206417,-100.0,,-100.0,-82.0,7.0
206429,-100.0,,-100.0,-82.0,7.0
206483,-100.0,,-100.0,-82.0,7.0
206500,-100.0,,-100.0,-82.0,8.0
206516,-100.0,,-100.0,-82.0,9.0
206528,-100.0,,-100.0,-82.0,9.5
206533,-100.0,,-100.0,-82.0,10.0
206550,-100.0,,-100.0,-82.0,11.0
206555,-100.0,,-100.0,-82.0,12.0
206566,-100.0,,-100.0,-82.0,13.0
206583,-100.0,,-100.0,-82.0,14.0
206599,-100.0,,-100.0,-82.0,15.0
206616,-100.0,,-100.0,-82.0,16.0
206633,-100.0,,-100.0,-82.0,17.0
206650,-100.0,,-100.0,-82.0,18.0
206666,-100.0,,-100.0,-82.0,19.0
206683,-100.0,,-100.0,-82.0,20.0
206700,-100.0,,-100.0,-82.0,21.0
206708,-100.0,,-100.0,-82.0,22.0
206717,-100.0,,-100.0,-82.0,23.0
206733,-100.0,,-100.0,-82.0,23.5
206734,-100.0,,-100.0,-82.0,24.0
206750,-100.0,,-100.0,-82.0,25.0
206766,-100.0,,-100.0,-82.0,26.0
206783,-100.0,,-100.0,-82.0,27.0
206800,-100.0,,-100.0,-82.0,28.0
206816,-100.0,,-100.0,-82.0,29.0
206833,-100.0,,-100.0,-82.0,30.0
206849,-100.0,,-100.0,-82.0,31.0
206860,-100.0,,-100.0,-82.0,32.0
206866,-100.0,,-100.0,-82.0,33.0
206883,-100.0,,-100.0,-82.0,34.0
206888,-100.0,,-100.0,-82.0,34.5
206899,-100.0,,-100.0,-82.0,35.0
206916,-100.0,,-100.0,-82.0,36.0
206926,-100.0,,-100.0,-82.0,36.5
206933,-100.0,,-100.0,-82.0,37.0
206937,-100.0,,-100.0,-82.0,37.5
206949,-100.0,,-100.0,-82.0,38.0
206967,-100.0,,-100.0,-82.0,39.0
210959,-100.0,,-100.0,-82.0,39.0
210975,-99.0,,-100.0,-82.0,39.0
210989,-98.0,,-100.0,-82.0,39.0
211003,-97.0,,-100.0,-82.0,39.0
211020,-96.0,,-100.0,-82.0,39.0
211035,-95.0,,-100.0,-82.0,39.0
211121,-95.0,,-100.0,-82.0,39.0
211139,-94.0,,-100.0,-82.0,39.0
211153,-93.0,,-100.0,-82.0,39.0
211168,-92.0,,-100.0,-82.0,39.0
211193,-91.0,,-100.0,-82.0,39.0
211271,-91.0,,-100.0,-82.0,39.0
211286,-90.0,,-100.0,-82.0,39.0
211300,-88.0,,-100.0,-82.0,39.0
211318,-87.0,,-100.0,-82.0,39.0
211343,-86.0,,-100.0,-82.0,39.0
211357,-85.0,,-100.0,-82.0,39.0
211451,-85.0,,-100.0,-82.0,39.0
211477,-84.0,,-100.0,-82.0,39.0
211492,-83.0,,-100.0,-82.0,39.0
211508,-81.0,,-100.0,-82.0,39.0
212923,-81.0,,-100.0,-82.0,39.0
212940,-81.0,,-100.0,-82.0,39.0
212956,-81.0,,-100.0,-82.0,39.0
212974,-81.0,,-100.0,-82.0,39.0
212990,-81.0,,-100.0,-82.0,39.0
213008,-81.0,,-100.0,-82.0,39.0
213023,-81.0,,-100.0,-82.0,39.0
213042,-81.0,,-100.0,-82.0,39.0
213059,-81.0,,-100.0,-82.0,39.0
215983,-81.0,,-100.0,-82.0,39.0
216001,-81.0,,-100.0,-82.0,38.0
216016,-81.0,,-100.0,-82.0,37.0
216033,-81.0,,-100.0,-82.0,35.0
216050,-81.0,,-100.0,-82.0,34.0
216066,-81.0,,-100.0,-82.0,33.0
216083,-81.0,,-100.0,-82.0,32.0
216099,-81.0,,-100.0,-82.0,31.0
216116,-81.0,,-100.0,-82.0,30.0
216133,-81.0,,-100.0,-82.0,29.0
216150,-81.0,,-100.0,-82.0,28.0
216166,-81.0,,-100.0,-82.0,27.0
216183,-81.0,,-100.0,-82.0,25.0
216199,-81.0,,-100.0,-82.0,24.0
216216,-81.0,,-100.0,-82.0,23.0
216233,-81.0,,-100.0,-82.0,22.0
216250,-81.0,,-100.0,-82.0,21.0
216266,-81.0,,-100.0,-82.0,20.0
216283,-81.0,,-100.0,-82.0,19.0
216300,-81.0,,-100.0,-82.0,18.0
216317,-81.0,,-100.0,-82.0,17.0
216333,-81.0,,-100.0,-82.0,15.0
216350,-81.0,,-100.0,-82.0,14.0
216366,-81.0,,-100.0,-82.0,13.0
216383,-81.0,,-100.0,-82.0,12.0
216400,-81.0,,-100.0,-82.0,11.0
216416,-81.0,,-100.0,-82.0,10.0
216433,-81.0,,-100.0,-82.0,9.0
216450,-81.0,,-100.0,-82.0,8.0
216467,-81.0,,-100.0,-82.0,7.0
216483,-81.0,,-100.0,-82.0,5.0
216500,-81.0,,-100.0,-82.0,4.0
216516,-81.0,,-100.0,-82.0,3.0
216533,-81.0,,-100.0,-82.0,2.0
216550,-81.0,,-100.0,-82.0,1.0
216566,-81.0,,-100.0,-82.0,0.0
216583,-81.0,,-100.0,-82.0,-1.0
216600,-81.0,,-100.0,-82.0,-2.0
216684,-81.0,,-100.0,-82.0,-2.0
216700,-81.0,,-100.0,-82.0,-3.0
216716,-81.0,,-100.0,-82.0,-4.0
216733,-81.0,,-100.0,-82.0,-5.0
216750,-81.0,,-100.0,-82.0,-6.0
216766,-81.0,,-100.0,-82.0,-7.0
216783,-81.0,,-100.0,-82.0,-9.0
216799,-81.0,,-100.0,-82.0,-10.0
216816,-81.0,,-100.0,-82.0,-11.0
216833,-81.0,,-100.0,-82.0,-12.0
217516,-81.0,,-100.0,-82.0,-12.0
217534,-81.0,,-100.0,-82.0,-13.0
217550,-81.0,,-100.0,-82.0,-14.0
217566,-81.0,,-100.0,-82.0,-15.0
217583,-81.0,,-100.0,-82.0,-16.0
217600,-81.0,,-100.0,-82.0,-18.0
217616,-81.0,,-100.0,-82.0,-19.0
217633,-81.0,,-100.0,-82.0,-20.0
217650,-81.0,,-100.0,-82.0,-21.0
217666,-81.0,,-100.0,-82.0,-22.0
217766,-81.0,,-100.0,-82.0,-22.0
217783,-81.0,,-100.0,-82.0,-23.0
217800,-81.0,,-100.0,-82.0,-24.0
217817,-81.0,,-100.0,-82.0,-25.0
217833,-81.0,,-100.0,-82.0,-26.0
217850,-81.0,,-100.0,-82.0,-27.0
217866,-81.0,,-100.0,-82.0,-28.0
217884,-81.0,,-100.0,-82.0,-29.0
217902,-81.0,,-100.0,-82.0,-31.0
218740,-81.0,,-100.0,-82.0,-31.0
218758,-81.0,,-100.0,-83.0,-31.0
218806,-81.0,,-100.0,-85.0,-31.0
218824,-81.0,,-100.0,-86.0,-31.0
218839,-81.0,,-100.0,-87.0,-31.0
218993,-81.0,,-100.0,-87.0,-31.0
219009,-81.0,,-100.0,-88.0,-31.0
219041,-81.0,,-100.0,-90.0,-31.0
219700,-81.0,,-100.0,-90.0,-31.0
219717,-81.0,,-100.0,-90.0,-32.0
219733,-81.0,,-100.0,-90.0,-33.0
219750,-81.0,,-100.0,-90.0,-34.0
219766,-81.0,,-100.0,-90.0,-35.0
219783,-81.0,,-100.0,-90.0,-36.0
219800,-81.0,,-100.0,-90.0,-37.0
219817,-81.0,,-100.0,-90.0,-38.0
226301,-81.0,,-100.0,-90.0,-38.0
226319,-81.0,,-100.0,-89.0,-38.0
226369,-81.0,,-100.0,-87.0,-38.0
230590,-81.0,,-100.0,-87.0,-38.0
230607,-81.0,,-100.0,-87.0,-38.0
230624,-81.0,,-100.0,-87.0,-38.0
230640,-81.0,,-100.0,-87.0,-38.0
230656,-81.0,,-100.0,-87.0,-38.0
230674,-81.0,,-100.0,-87.0,-38.0
230690,-81.0,,-100.0,-87.0,-38.0
230707,-81.0,,-100.0,-87.0,-38.0
230725,-81.0,,-100.0,-87.0,-38.0
230740,-81.0,,-100.0,-87.0,-38.0
230756,-81.0,,-100.0,-87.0,-38.0
230774,-81.0,,-100.0,-87.0,-38.0
230790,-81.0,,-100.0,-87.0,-38.0
230808,-81.0,,-100.0,-87.0,-38.0
230824,-81.0,,-100.0,-87.0,-38.0
230841,-81.0,,-100.0,-87.0,-38.0
230857,-81.0,,-100.0,-87.0,-38.0
230873,-81.0,,-100.0,-87.0,-38.0
230890,-81.0,,-100.0,-87.0,-38.0
230907,-81.0,,-100.0,-87.0,-38.0
230924,-81.0,,-100.0,-87.0,-38.0
230942,-81.0,,-100.0,-87.0,-38.0
230957,-81.0,,-100.0,-87.0,-38.0
230973,-81.0,,-100.0,-87.0,-38.0
230992,-81.0,,-100.0,-87.0,-38.0
231008,-81.0,,-100.0,-87.0,-38.0
231025,-81.0,,-100.0,-87.0,-38.0
231041,-81.0,,-100.0,-87.0,-38.0
231057,-81.0,,-100.0,-87.0,-38.0
231075,-81.0,,-100.0,-87.0,-38.0
231091,-81.0,,-100.0,-87.0,-38.0
231108,-81.0,,-100.0,-87.0,-38.0
231123,-81.0,,-100.0,-87.0,-38.0
231141,-81.0,,-100.0,-87.0,-38.0
231158,-81.0,,-100.0,-87.0,-38.0
231174,-81.0,,-100.0,-87.0,-38.0
231191,-81.0,,-100.0,-87.0,-38.0
231206,-81.0,,-100.0,-87.0,-38.0
231225,-81.0,,-100.0,-87.0,-38.0
231938,-81.0,,-100.0,-87.0,-38.0
231956,-81.0,,-100.0,-88.0,-38.0
231991,-81.0,,-100.0,-89.0,-38.0
232007,-81.0,,-100.0,-89.0,-38.0
232023,-81.0,,-100.0,-90.0,-38.0
232044,-81.0,,-100.0,-91.0,-38.0
232257,-81.0,,-100.0,-91.0,-38.0
232276,-81.0,,-100.0,-91.0,-38.0
232290,-81.0,,-100.0,-91.0,-38.0
232307,-81.0,,-100.0,-91.0,-38.0
232323,-81.0,,-100.0,-91.0,-38.0
