,A2RJBMEEVBZ8E,A1NTYZ6IERUPC
72411,-100.0,-100.0
72418,-100.0,-100.0
72430,-100.0,-100.0
72448,-100.0,-100.0
72460,-100.0,-100.0
72467,-100.0,-100.0
72479,-100.0,-100.0
72508,-100.0,-100.0
72536,-100.0,-100.0
72546,-100.0,-100.0
72556,-100.0,-100.0
72578,-100.0,-100.0
72603,-100.0,-100.0
72613,-100.0,-100.0
72624,-100.0,-100.0
72646,-100.0,-100.0
72676,-100.0,-100.0
72684,-100.0,-100.0
72692,-100.0,-100.0
72708,-100.0,-100.0
72735,-100.0,-100.0
72746,-100.0,-100.0
72758,-100.0,-100.0
72778,-100.0,-100.0
72812,-100.0,-100.0
72819,-100.0,-100.0
72831,-100.0,-100.0
72848,-100.0,-100.0
72886,-100.0,-100.0
72903,-100.0,-100.0
72917,-100.0,-100.0
72926,-100.0,-100.0
72943,-100.0,-100.0
72976,-100.0,-100.0
73004,-100.0,-100.0
73016,-100.0,-100.0
73028,-100.0,-100.0
73043,-100.0,-100.0
73071,-100.0,-100.0
73083,-100.0,-100.0
73095,-100.0,-100.0
73114,-100.0,-100.0
73128,-100.0,-100.0
73141,-100.0,-100.0
73152,-100.0,-100.0
73175,-100.0,-100.0
73201,-100.0,-100.0
73210,-100.0,-100.0
73223,-100.0,-100.0
73247,-100.0,-100.0
73292,-100.0,-100.0
73314,-100.0,-100.0
73356,-100.0,-100.0
73381,-100.0,-100.0
73437,-100.0,-100.0
73447,-100.0,-100.0
73499,-100.0,-100.0
73520,-100.0,-100.0
73566,-100.0,-100.0
73591,-100.0,-100.0
73601,-100.0,-100.0
73604,-100.0,-100.0
73618,-100.0,-100.0
73634,-100.0,-100.0
73650,-100.0,-100.0
73667,-100.0,-100.0
73684,-100.0,-100.0
73688,-100.0,-100.0
73701,-100.0,-100.0
73712,-100.0,-100.0
73731,-100.0,-100.0
73742,-100.0,-100.0
73756,-100.0,-100.0
73774,-100.0,-100.0
73819,-100.0,-100.0
73822,-100.0,-100.0
73829,-100.0,-100.0
73834,-100.0,-100.0
73841,-100.0,-100.0
73854,-100.0,-100.0
73860,-100.0,-100.0
73870,-100.0,-100.0
73875,-100.0,-100.0
73882,-100.0,-100.0
73884,-100.0,-100.0
73898,-100.0,-100.0
73902,-100.0,-100.0
73906,-100.0,-100.0
73916,-100.0,-100.0
73917,-100.0,-100.0
73922,-100.0,-100.0
73934,-100.0,-100.0
73950,-100.0,-100.0
73952,-100.0,-100.0
73963,-100.0,-100.0
73967,-100.0,-100.0
73969,-100.0,-100.0
73974,-100.0,-100.0
74032,-100.0,-100.0
74058,-100.0,-100.0
74128,-100.0,-100.0
74146,-100.0,-100.0
74166,-100.0,-100.0
74174,-100.0,-100.0
74238,-100.0,-100.0
74250,-100.0,-100.0
74309,-100.0,-100.0
74320,-100.0,-100.0
74334,-100.0,-100.0
74345,-100.0,-100.0
74346,-100.0,-100.0
74850,-100.0,-100.0
74868,-100.0,-100.0
74883,-100.0,-100.0
74899,-100.0,-100.0
74916,-100.0,-100.0
74933,-100.0,-100.0
74951,-100.0,-100.0
74986,-100.0,-100.0
75267,-100.0,-100.0
75284,-100.0,-100.0
75300,-100.0,-100.0
75315,-100.0,-100.0
75332,-100.0,-100.0
75351,-100.0,-100.0
75369,-100.0,-100.0
75382,-100.0,-100.0
76598,-100.0,-100.0
76618,-100.0,-100.0
76637,-100.0,-100.0
76665,-100.0,-100.0
76681,-100.0,-100.0
76699,-100.0,-100.0
76715,-100.0,-100.0
76732,-100.0,-100.0
76751,-100.0,-100.0
76770,-100.0,-100.0
76782,-100.0,-100.0
76799,-100.0,-100.0
76814,-100.0,-100.0
76833,-100.0,-100.0
76849,-100.0,-100.0
76865,-100.0,-100.0
76881,-100.0,-100.0
76898,-100.0,-100.0
76915,-100.0,-100.0
76931,-100.0,-100.0
76949,-100.0,-100.0
76964,-100.0,-100.0
76981,-100.0,-100.0
76999,-100.0,-100.0
77015,-100.0,-100.0
77032,-100.0,-100.0
77050,-100.0,-100.0
77065,-100.0,-100.0
77097,-100.0,-100.0
77114,-100.0,-100.0
77131,-100.0,-100.0
77164,-100.0,-100.0
77181,-100.0,-100.0
77202,-100.0,-100.0
77231,-100.0,-100.0
77247,-100.0,-100.0
77264,-100.0,-100.0
77282,-100.0,-100.0
77297,-100.0,-100.0
77314,-100.0,-100.0
82972,-100.0,-100.0
82990,-100.0,-100.0
83022,-100.0,-100.0
83057,-100.0,-100.0
83071,-100.0,-100.0
83088,-100.0,-100.0
83105,-100.0,-100.0
83123,-100.0,-100.0
83155,-100.0,-100.0
83171,-100.0,-100.0
83188,-100.0,-100.0
83205,-100.0,-100.0
83222,-100.0,-100.0
83238,-100.0,-100.0
83254,-100.0,-100.0
83270,-100.0,-100.0
83288,-100.0,-100.0
83320,-100.0,-100.0
83337,-100.0,-100.0
83354,-100.0,-100.0
83371,-100.0,-100.0
83387,-100.0,-100.0
83403,-100.0,-100.0
83420,-100.0,-100.0
83437,-100.0,-100.0
83453,-100.0,-100.0
83470,-100.0,-100.0
83487,-100.0,-100.0
83503,-100.0,-100.0
83520,-100.0,-100.0
83537,-100.0,-100.0
83555,-100.0,-100.0
93192,-100.0,-100.0
93193,-100.0,-100.0
93194,-100.0,-100.0
93213,-100.0,-100.0
93221,-100.0,-100.0
93266,-100.0,-100.0
93292,-100.0,-100.0
93317,-100.0,-100.0
93361,-100.0,-100.0
93404,-100.0,-100.0
93446,-100.0,-100.0
93484,-100.0,-100.0
93506,-100.0,-100.0
93543,-100.0,-100.0
93567,-100.0,-100.0
93600,-100.0,-100.0
93617,-100.0,-100.0
93703,-100.0,-100.0
93751,-100.0,-100.0
93798,-100.0,-100.0
93810,-100.0,-100.0
93861,-100.0,-100.0
93880,-100.0,-100.0
93909,-100.0,-100.0
93922,-100.0,-100.0
93977,-100.0,-100.0
93990,-100.0,-100.0
94026,-100.0,-100.0
94035,-100.0,-100.0
94137,-100.0,-100.0
94151,-100.0,-100.0
94221,-100.0,-100.0
94228,-100.0,-100.0
94245,-100.0,-100.0
94264,-100.0,-100.0
94317,-100.0,-100.0
94333,-100.0,-100.0
94397,-100.0,-100.0
94423,-100.0,-100.0
94476,-100.0,-100.0
94497,-100.0,-100.0
94518,-100.0,-100.0
94534,-100.0,-100.0
94582,-100.0,-100.0
94601,-100.0,-100.0
94654,-100.0,-100.0
94661,-100.0,-100.0
94686,-100.0,-100.0
94730,-100.0,-100.0
94755,-100.0,-100.0
94777,-100.0,-100.0
94798,-100.0,-100.0
94823,-100.0,-100.0
94851,-100.0,-100.0
94876,-100.0,-100.0
94959,-100.0,-100.0
94969,-100.0,-100.0
94984,-100.0,-100.0
95004,-100.0,-100.0
95034,-100.0,-100.0
95044,-100.0,-100.0
95055,-100.0,-100.0
95074,-100.0,-100.0
95082,-100.0,-100.0
95084,-100.0,-100.0
95102,-100.0,-100.0
95129,-100.0,-100.0
95153,-100.0,-100.0
95164,-100.0,-100.0
95175,-100.0,-100.0
95203,-100.0,-100.0
95251,-100.0,-100.0
95261,-100.0,-100.0
95329,-100.0,-100.0
95344,-100.0,-100.0
95384,-100.0,-100.0
95392,-100.0,-100.0
95420,-100.0,-100.0
95429,-100.0,-100.0
95530,-100.0,-100.0
95537,-100.0,-100.0
95553,-100.0,-100.0
95562,-100.0,-100.0
95580,-100.0,-100.0
95587,-100.0,-100.0
95600,-100.0,-100.0
95613,-100.0,-100.0
95697,-100.0,-100.0
95709,-100.0,-100.0
95742,-100.0,-100.0
95762,-100.0,-100.0
95907,-100.0,-100.0
95913,-100.0,-100.0
95931,-100.0,-100.0
95939,-100.0,-100.0
96076,-100.0,-100.0
96087,-100.0,-100.0
96120,-100.0,-100.0
96151,-100.0,-100.0
96269,-100.0,-100.0
96283,-100.0,-100.0
96308,-100.0,-100.0
96332,-100.0,-100.0
96333,-100.0,-100.0
105519,-100.0,-100.0
105528,-100.0,-100.0
105561,-100.0,-100.0
105578,-100.0,-100.0
105597,-100.0,-100.0
105613,-100.0,-100.0
105648,-100.0,-100.0
105666,-100.0,-100.0
105684,-100.0,-100.0
105701,-100.0,-100.0
105717,-100.0,-100.0
105735,-100.0,-100.0
105754,-100.0,-100.0
105761,-100.0,-100.0
105778,-100.0,-100.0
105795,-100.0,-100.0
105811,-100.0,-100.0
105830,-100.0,-100.0
105847,-100.0,-100.0
105865,-100.0,-100.0
105883,-100.0,-100.0
105901,-100.0,-100.0
105917,-100.0,-100.0
105935,-100.0,-100.0
105953,-100.0,-100.0
105959,-100.0,-100.0
105977,-100.0,-100.0
105994,-100.0,-100.0
106011,-100.0,-100.0
106030,-100.0,-100.0
106047,-100.0,-100.0
106064,-100.0,-100.0
106082,-100.0,-100.0
106099,-100.0,-100.0
106105,-100.0,-100.0
106106,-100.0,-100.0
123959,-100.0,-100.0
123981,-100.0,-100.0
124054,-100.0,-100.0
124094,-100.0,-100.0
124136,-100.0,-100.0
124163,-100.0,-100.0
124322,-100.0,-100.0
124383,-100.0,-100.0
124424,-100.0,-100.0
124469,-100.0,-100.0
124605,-100.0,-100.0
124665,-100.0,-100.0
124881,-100.0,-100.0
124913,-100.0,-100.0
125075,-100.0,-100.0
125123,-100.0,-100.0
125166,-100.0,-100.0
125235,-100.0,-100.0
125330,-100.0,-100.0
125352,-100.0,-100.0
125391,-100.0,-100.0
125416,-100.0,-100.0
125593,-100.0,-100.0
125621,-100.0,-100.0
125668,-100.0,-100.0
125695,-100.0,-100.0
125734,-100.0,-100.0
125735,-100.0,-100.0
125753,-100.0,-100.0
125877,-100.0,-100.0
125899,-100.0,-100.0
126080,-100.0,-100.0
126110,-100.0,-100.0
126196,-100.0,-100.0
126315,-100.0,-100.0
126389,-100.0,-100.0
126429,-100.0,-100.0
126516,-100.0,-100.0
126552,-100.0,-100.0
126755,-100.0,-100.0
126785,-100.0,-100.0
126854,-100.0,-100.0
126884,-100.0,-100.0
126954,-100.0,-100.0
126975,-100.0,-100.0
127130,-100.0,-100.0
127161,-100.0,-100.0
127181,-100.0,-100.0
127204,-100.0,-100.0
127488,-100.0,-100.0
127520,-100.0,-100.0
127561,-100.0,-100.0
127626,-100.0,-100.0
127742,-100.0,-100.0
127770,-100.0,-100.0
127808,-100.0,-100.0
127852,-100.0,-100.0
127921,-100.0,-100.0
127953,-100.0,-100.0
127972,-100.0,-100.0
127988,-100.0,-100.0
128009,-100.0,-100.0
128021,-100.0,-100.0
128053,-100.0,-100.0
128060,-100.0,-100.0
128081,-100.0,-100.0
128090,-100.0,-100.0
128140,-100.0,-100.0
128147,-100.0,-100.0
128168,-100.0,-100.0
128177,-100.0,-100.0
128197,-100.0,-100.0
128206,-100.0,-100.0
128227,-100.0,-100.0
128234,-100.0,-100.0
128274,-100.0,-100.0
128293,-100.0,-100.0
128318,-100.0,-100.0
128325,-100.0,-100.0
128345,-100.0,-100.0
128355,-100.0,-100.0
128409,-100.0,-100.0
128421,-100.0,-100.0
128441,-100.0,-100.0
128449,-100.0,-100.0
128477,-100.0,-100.0
128486,-100.0,-100.0
128506,-100.0,-100.0
128513,-100.0,-100.0
128532,-100.0,-100.0
128541,-100.0,-100.0
128563,-100.0,-100.0
128571,-100.0,-100.0
128591,-100.0,-100.0
128598,-100.0,-100.0
128619,-100.0,-100.0
128633,-100.0,-100.0
128660,-100.0,-100.0
128673,-100.0,-100.0
128700,-100.0,-100.0
128710,-100.0,-100.0
128758,-100.0,-100.0
128768,-100.0,-100.0
128788,-100.0,-100.0
128796,-100.0,-100.0
128817,-100.0,-100.0
128830,-100.0,-100.0
128861,-100.0,-100.0
128871,-100.0,-100.0
128900,-100.0,-100.0
128908,-100.0,-100.0
128928,-100.0,-100.0
128936,-100.0,-100.0
128955,-100.0,-100.0
128967,-100.0,-100.0
128994,-100.0,-100.0
129008,-100.0,-100.0
129065,-100.0,-100.0
129079,-100.0,-100.0
129109,-100.0,-100.0
129117,-100.0,-100.0
129150,-100.0,-100.0
129157,-100.0,-100.0
129178,-100.0,-100.0
129189,-100.0,-100.0
129208,-100.0,-100.0
129217,-100.0,-100.0
129236,-100.0,-100.0
129247,-100.0,-100.0
129267,-100.0,-100.0
129289,-100.0,-100.0
129312,-100.0,-100.0
129315,-100.0,-100.0
129366,-100.0,-100.0
129378,-100.0,-100.0
129399,-100.0,-100.0
129422,-100.0,-100.0
129449,-100.0,-100.0
129459,-100.0,-100.0
129480,-100.0,-100.0
129489,-100.0,-100.0
129511,-100.0,-100.0
129522,-100.0,-100.0
129552,-100.0,-100.0
129559,-100.0,-100.0
129580,-100.0,-100.0
129591,-100.0,-100.0
129622,-100.0,-100.0
129633,-100.0,-100.0
129658,-100.0,-100.0
129695,-100.0,-100.0
129716,-100.0,-100.0
129760,-100.0,-100.0
129819,-100.0,-100.0
129829,-100.0,-100.0
129839,-100.0,-100.0
129845,-100.0,-100.0
129867,-100.0,-100.0
129878,-100.0,-100.0
129894,-100.0,-100.0
129908,-100.0,-100.0
129918,-100.0,-100.0
129925,-100.0,-100.0
129934,-100.0,-100.0
129940,-100.0,-100.0
129963,-100.0,-100.0
129967,-100.0,-100.0
129987,-100.0,-100.0
129993,-100.0,-100.0
130003,-100.0,-100.0
130013,-100.0,-100.0
130023,-100.0,-100.0
130030,-100.0,-100.0
130040,-100.0,-100.0
130050,-100.0,-100.0
130060,-100.0,-100.0
130089,-100.0,-100.0
130098,-100.0,-100.0
130108,-100.0,-100.0
130118,-100.0,-100.0
130126,-100.0,-100.0
130137,-100.0,-100.0
130144,-100.0,-100.0
130194,-100.0,-100.0
130203,-100.0,-100.0
130239,-100.0,-100.0
130248,-100.0,-100.0
130259,-100.0,-100.0
130266,-100.0,-100.0
130275,-100.0,-100.0
130282,-100.0,-100.0
130301,-100.0,-100.0
130315,-100.0,-100.0
130346,-100.0,-100.0
130353,-100.0,-100.0
130380,-100.0,-100.0
130387,-100.0,-100.0
130392,-100.0,-100.0
130399,-100.0,-100.0
130430,-100.0,-100.0
130447,-100.0,-100.0
130457,-100.0,-100.0
130469,-100.0,-100.0
130510,-100.0,-100.0
130518,-100.0,-100.0
130529,-100.0,-100.0
130537,-100.0,-100.0
130546,-100.0,-100.0
130554,-100.0,-100.0
130565,-100.0,-100.0
130574,-100.0,-100.0
130583,-100.0,-100.0
130594,-100.0,-100.0
130602,-100.0,-100.0
130622,-100.0,-100.0
130661,-100.0,-100.0
130674,-100.0,-100.0
130692,-100.0,-100.0
130699,-100.0,-100.0
130725,-100.0,-100.0
130734,-100.0,-100.0
130747,-100.0,-100.0
130764,-100.0,-100.0
130792,-100.0,-100.0
130800,-100.0,-100.0
130836,-100.0,-100.0
130860,-100.0,-100.0
130886,-100.0,-100.0
130941,-100.0,-100.0
131002,-100.0,-100.0
131016,-100.0,-100.0
131036,-100.0,-100.0
131094,-100.0,-100.0
131166,-100.0,-100.0
131189,-100.0,-100.0
131244,-100.0,-100.0
131252,-100.0,-100.0
131321,-100.0,-100.0
131388,-100.0,-100.0
131502,-100.0,-100.0
131530,-100.0,-100.0
131557,-100.0,-100.0
131577,-100.0,-100.0
131602,-100.0,-100.0
131620,-100.0,-100.0
131670,-100.0,-100.0
131680,-100.0,-100.0
131871,-100.0,-100.0
131947,-100.0,-100.0
132003,-100.0,-100.0
132043,-100.0,-100.0
132072,-100.0,-100.0
132091,-100.0,-100.0
132187,-100.0,-100.0
132221,-100.0,-100.0
132273,-100.0,-100.0
132291,-100.0,-100.0
132368,-100.0,-100.0
132391,-100.0,-100.0
132454,-100.0,-100.0
132477,-100.0,-100.0
132480,-100.0,-100.0
132496,-100.0,-100.0
132501,-100.0,-100.0
132519,-100.0,-100.0
132646,-100.0,-100.0
132662,-100.0,-100.0
132761,-100.0,-100.0
132786,-100.0,-100.0
132836,-100.0,-100.0
132880,-100.0,-100.0
132911,-100.0,-100.0
132932,-100.0,-100.0
132958,-100.0,-100.0
132986,-100.0,-100.0
133012,-100.0,-100.0
133033,-100.0,-100.0
133072,-100.0,-100.0
133081,-100.0,-100.0
133109,-100.0,-100.0
133132,-100.0,-100.0
133159,-100.0,-100.0
133182,-100.0,-100.0
133213,-100.0,-100.0
133246,-100.0,-100.0
133273,-100.0,-100.0
133291,-100.0,-100.0
133399,-100.0,-100.0
133515,-100.0,-100.0
133534,-100.0,-100.0
133600,-100.0,-100.0
133695,-100.0,-100.0
133723,-100.0,-100.0
133814,-100.0,-100.0
133833,-100.0,-100.0
133897,-100.0,-100.0
133929,-100.0,-100.0
133944,-100.0,-100.0
133954,-100.0,-100.0
133981,-100.0,-100.0
133999,-100.0,-100.0
134105,-100.0,-100.0
134155,-100.0,-100.0
134301,-100.0,-100.0
134334,-100.0,-100.0
134386,-100.0,-100.0
134412,-100.0,-100.0
134509,-100.0,-100.0
134526,-100.0,-100.0
134626,-100.0,-100.0
134651,-100.0,-100.0
134703,-100.0,-100.0
134725,-100.0,-100.0
134887,-100.0,-100.0
134929,-100.0,-100.0
135106,-100.0,-100.0
135127,-100.0,-100.0
135198,-100.0,-100.0
135222,-100.0,-100.0
135223,-100.0,-100.0
140604,-100.0,-100.0
140605,-100.0,-100.0
140617,-100.0,-100.0
140634,-100.0,-100.0
140646,-100.0,-100.0
140672,-100.0,-100.0
140683,-100.0,-100.0
140703,-100.0,-100.0
140712,-100.0,-100.0
140730,-100.0,-100.0
140740,-100.0,-100.0
140755,-100.0,-100.0
140765,-100.0,-100.0
140784,-100.0,-100.0
140792,-100.0,-100.0
140836,-100.0,-100.0
140843,-100.0,-100.0
140873,-100.0,-100.0
140881,-100.0,-100.0
140899,-100.0,-100.0
140906,-100.0,-100.0
140924,-100.0,-100.0
140933,-100.0,-100.0
140951,-100.0,-100.0
140956,-100.0,-100.0
140974,-100.0,-100.0
140985,-100.0,-100.0
141007,-100.0,-100.0
141016,-100.0,-100.0
141036,-100.0,-100.0
141049,-100.0,-100.0
141067,-100.0,-100.0
141074,-100.0,-100.0
141104,-100.0,-100.0
141111,-100.0,-100.0
141129,-100.0,-100.0
141136,-100.0,-100.0
141154,-100.0,-100.0
141167,-100.0,-100.0
141213,-100.0,-100.0
141223,-100.0,-100.0
141242,-100.0,-100.0
141253,-100.0,-100.0
141280,-100.0,-100.0
141289,-100.0,-100.0
141298,-100.0,-100.0
141306,-100.0,-100.0
141327,-100.0,-100.0
141335,-100.0,-100.0
141357,-100.0,-100.0
141371,-100.0,-100.0
141439,-100.0,-100.0
141467,-100.0,-100.0
141483,-100.0,-100.0
141508,-100.0,-100.0
141518,-100.0,-100.0
141526,-100.0,-100.0
141538,-100.0,-100.0
141551,-100.0,-100.0
141563,-100.0,-100.0
141571,-100.0,-100.0
141581,-100.0,-100.0
141588,-100.0,-100.0
141605,-100.0,-100.0
141624,-100.0,-100.0
141635,-100.0,-100.0
141642,-100.0,-100.0
141671,-100.0,-100.0
141678,-100.0,-100.0
141687,-100.0,-100.0
141695,-100.0,-100.0
141708,-100.0,-100.0
141729,-100.0,-100.0
141763,-100.0,-100.0
141767,-100.0,-100.0
141780,-100.0,-100.0
141787,-100.0,-100.0
141798,-100.0,-100.0
141805,-100.0,-100.0
141815,-100.0,-100.0
141823,-100.0,-100.0
141836,-100.0,-100.0
141844,-100.0,-100.0
141877,-100.0,-100.0
141888,-100.0,-100.0
141902,-100.0,-100.0
141921,-100.0,-100.0
141944,-100.0,-100.0
141948,-100.0,-100.0
141959,-100.0,-100.0
141965,-100.0,-100.0
141979,-100.0,-100.0
141986,-100.0,-100.0
141999,-100.0,-100.0
142006,-100.0,-100.0
142047,-100.0,-100.0
142055,-100.0,-100.0
142079,-100.0,-100.0
142087,-100.0,-100.0
142115,-100.0,-100.0
142122,-100.0,-100.0
142158,-100.0,-100.0
142165,-100.0,-100.0
142202,-100.0,-100.0
142212,-100.0,-100.0
142234,-100.0,-100.0
142252,-100.0,-100.0
142296,-100.0,-100.0
142313,-100.0,-100.0
142324,-100.0,-100.0
142333,-100.0,-100.0
142368,-100.0,-100.0
142377,-100.0,-100.0
142428,-100.0,-100.0
142435,-100.0,-100.0
142462,-100.0,-100.0
142475,-100.0,-100.0
142523,-100.0,-100.0
142533,-100.0,-100.0
142572,-100.0,-100.0
142580,-100.0,-100.0
142621,-100.0,-100.0
142628,-100.0,-100.0
142638,-100.0,-100.0
142645,-100.0,-100.0
142657,-100.0,-100.0
142665,-100.0,-100.0
142679,-100.0,-100.0
142712,-100.0,-100.0
142724,-100.0,-100.0
142735,-100.0,-100.0
142770,-100.0,-100.0
142778,-100.0,-100.0
142792,-100.0,-100.0
142795,-100.0,-100.0
142813,-100.0,-100.0
142826,-100.0,-100.0
142868,-100.0,-100.0
142878,-100.0,-100.0
142910,-100.0,-100.0
142923,-100.0,-100.0
142934,-100.0,-100.0
142941,-100.0,-100.0
142986,-100.0,-100.0
142991,-100.0,-100.0
143005,-100.0,-100.0
143011,-100.0,-100.0
143023,-100.0,-100.0
143030,-100.0,-100.0
143058,-100.0,-100.0
143072,-100.0,-100.0
143094,-100.0,-100.0
143120,-100.0,-100.0
143132,-100.0,-100.0
143141,-100.0,-100.0
143199,-100.0,-100.0
143212,-100.0,-100.0
143223,-100.0,-100.0
143231,-100.0,-100.0
143244,-100.0,-100.0
143253,-100.0,-100.0
143275,-100.0,-100.0
143283,-100.0,-100.0
143295,-100.0,-100.0
143319,-100.0,-100.0
143343,-100.0,-100.0
143348,-100.0,-100.0
143363,-100.0,-100.0
143370,-100.0,-100.0
143398,-100.0,-100.0
143403,-100.0,-100.0
143418,-100.0,-100.0
143426,-100.0,-100.0
143461,-100.0,-100.0
143470,-100.0,-100.0
143483,-100.0,-100.0
143492,-100.0,-100.0
143505,-100.0,-100.0
143515,-100.0,-100.0
143552,-100.0,-100.0
143558,-100.0,-100.0
143596,-100.0,-100.0
143605,-100.0,-100.0
143638,-100.0,-100.0
143643,-100.0,-100.0
143649,-100.0,-100.0
143650,-100.0,-100.0
143704,-100.0,-100.0
143724,-100.0,-100.0
143823,-100.0,-100.0
143858,-100.0,-100.0
143893,-100.0,-100.0
143914,-100.0,-100.0
144075,-100.0,-100.0
144102,-100.0,-100.0
144137,-100.0,-100.0
144190,-100.0,-100.0
144221,-100.0,-100.0
144242,-100.0,-100.0
144277,-100.0,-100.0
144288,-100.0,-100.0
144400,-100.0,-100.0
144422,-100.0,-100.0
144495,-100.0,-100.0
144515,-100.0,-100.0
144546,-100.0,-100.0
144566,-100.0,-100.0
144598,-100.0,-100.0
144629,-100.0,-100.0
144658,-100.0,-100.0
144705,-100.0,-100.0
144760,-100.0,-100.0
144780,-100.0,-100.0
144886,-100.0,-100.0
144910,-100.0,-100.0
144968,-100.0,-100.0
145066,-100.0,-100.0
145101,-100.0,-100.0
145130,-100.0,-100.0
145160,-100.0,-100.0
145219,-100.0,-100.0
145344,-100.0,-100.0
145360,-100.0,-100.0
145394,-100.0,-100.0
145416,-100.0,-100.0
145520,-100.0,-100.0
145544,-100.0,-100.0
145615,-100.0,-100.0
145683,-100.0,-100.0
145804,-100.0,-100.0
145835,-100.0,-100.0
145867,-100.0,-100.0
145889,-100.0,-100.0
145920,-100.0,-100.0
145944,-100.0,-100.0
146098,-100.0,-100.0
146122,-100.0,-100.0
146250,-100.0,-100.0
146299,-100.0,-100.0
146446,-100.0,-100.0
146477,-100.0,-100.0
146612,-100.0,-100.0
146635,-100.0,-100.0
146753,-100.0,-100.0
146788,-100.0,-100.0
146922,-100.0,-100.0
146945,-100.0,-100.0
146981,-100.0,-100.0
147007,-100.0,-100.0
147264,-100.0,-100.0
147284,-100.0,-100.0
147406,-100.0,-100.0
147429,-100.0,-100.0
147488,-100.0,-100.0
147506,-100.0,-100.0
147537,-100.0,-100.0
147566,-100.0,-100.0
147682,-100.0,-100.0
147695,-100.0,-100.0
147750,-100.0,-100.0
147784,-100.0,-100.0
147927,-100.0,-100.0
147946,-100.0,-100.0
148135,-100.0,-100.0
148158,-100.0,-100.0
148259,-100.0,-100.0
148319,-100.0,-100.0
148517,-100.0,-100.0
148593,-100.0,-100.0
148700,-100.0,-100.0
148734,-100.0,-100.0
148804,-100.0,-100.0
148880,-100.0,-100.0
148913,-100.0,-100.0
148934,-100.0,-100.0
148965,-100.0,-100.0
149010,-100.0,-100.0
149344,-100.0,-100.0
149430,-100.0,-100.0
149449,-100.0,-100.0
149491,-100.0,-100.0
149595,-100.0,-100.0
149621,-100.0,-100.0
149726,-100.0,-100.0
149781,-100.0,-100.0
149934,-100.0,-100.0
150012,-100.0,-100.0
150075,-100.0,-100.0
150113,-100.0,-100.0
150299,-100.0,-100.0
150338,-100.0,-100.0
150417,-100.0,-100.0
150436,-100.0,-100.0
150569,-100.0,-100.0
150608,-100.0,-100.0
150823,-100.0,-100.0
150867,-100.0,-100.0
150924,-100.0,-100.0
150949,-100.0,-100.0
151050,-100.0,-100.0
151123,-100.0,-100.0
151240,-100.0,-100.0
151304,-100.0,-100.0
151497,-100.0,-100.0
151566,-100.0,-100.0
151676,-100.0,-100.0
151725,-100.0,-100.0
151823,-100.0,-100.0
152084,-100.0,-100.0
152121,-100.0,-100.0
152173,-100.0,-100.0
152222,-100.0,-100.0
152246,-100.0,-100.0
152285,-100.0,-100.0
152325,-100.0,-100.0
152363,-100.0,-100.0
152433,-100.0,-100.0
152495,-100.0,-100.0
152523,-100.0,-100.0
152629,-100.0,-100.0
152645,-100.0,-100.0
152785,-100.0,-100.0
152831,-100.0,-100.0
152904,-100.0,-100.0
152932,-100.0,-100.0
153018,-100.0,-100.0
153079,-100.0,-100.0
153305,-100.0,-100.0
153340,-100.0,-100.0
153481,-100.0,-100.0
153499,-100.0,-100.0
153630,-100.0,-100.0
153683,-100.0,-100.0
153742,-100.0,-100.0
153766,-100.0,-100.0
153984,-100.0,-100.0
154014,-100.0,-100.0
154133,-100.0,-100.0
154147,-100.0,-100.0
154194,-100.0,-100.0
154223,-100.0,-100.0
154423,-100.0,-100.0
154449,-100.0,-100.0
154489,-100.0,-100.0
154547,-100.0,-100.0
154735,-100.0,-100.0
154763,-100.0,-100.0
154916,-100.0,-100.0
154947,-100.0,-100.0
155670,-100.0,-100.0
155697,-100.0,-100.0
155933,-100.0,-100.0
155966,-100.0,-100.0
156160,-100.0,-100.0
156206,-100.0,-100.0
156469,-100.0,-100.0
156489,-100.0,-100.0
156693,-100.0,-100.0
156739,-100.0,-100.0
156783,-100.0,-100.0
156829,-100.0,-100.0
157005,-100.0,-100.0
157057,-100.0,-100.0
157104,-100.0,-100.0
157151,-100.0,-100.0
157315,-100.0,-100.0
157358,-100.0,-100.0
160392,-100.0,-100.0
160393,-100.0,-100.0
160413,-100.0,-100.0
160446,-100.0,-100.0
160463,-100.0,-100.0
160481,-100.0,-100.0
160488,-100.0,-100.0
160503,-100.0,-100.0
160506,-100.0,-100.0
160522,-100.0,-100.0
160540,-100.0,-100.0
160551,-100.0,-100.0
160558,-100.0,-100.0
160575,-100.0,-100.0
160582,-100.0,-100.0
160593,-100.0,-100.0
160597,-100.0,-100.0
160616,-100.0,-100.0
160626,-100.0,-100.0
160628,-100.0,-100.0
160643,-100.0,-100.0
160646,-100.0,-100.0
160660,-100.0,-100.0
160663,-100.0,-100.0
160669,-100.0,-100.0
160680,-100.0,-100.0
160685,-100.0,-100.0
160698,-100.0,-100.0
160702,-100.0,-100.0
160708,-100.0,-100.0
160720,-100.0,-100.0
160722,-100.0,-100.0
160739,-100.0,-100.0
160754,-100.0,-100.0
160758,-100.0,-100.0
160774,-100.0,-100.0
160788,-100.0,-100.0
160793,-100.0,-100.0
160806,-100.0,-100.0
160809,-100.0,-100.0
160824,-100.0,-100.0
160826,-100.0,-100.0
160841,-100.0,-100.0
160845,-100.0,-100.0
160860,-100.0,-100.0
160862,-100.0,-100.0
160867,-100.0,-100.0
160880,-100.0,-100.0
