,AS7D4MNIH56ND,AZSSG2REHDX18,AYYSG3O9FNU15,AU2980AA60A2C,AJE5OG666CBAC,ACM1CEGHXTKZP
195992,-100.0,-84.0,,-61.0,-100.0,-11.0
196006,-100.0,-84.0,,-61.0,-100.0,-10.0
196010,-100.0,-84.0,,-61.0,-100.0,-10.0
196024,-100.0,-84.0,,-61.0,-100.0,-9.0
196027,-100.0,-84.0,,-61.0,-100.0,-9.0
196042,-100.0,-84.0,,-61.0,-100.0,-7.0
196045,-100.0,-84.0,,-61.0,-100.0,-7.0
196049,-100.0,-84.0,,-61.0,-100.0,-6.0
196053,-100.0,-84.0,,-61.0,-100.0,-6.0
196070,-100.0,-84.0,,-61.0,-100.0,-5.0
196072,-100.0,-84.0,,-61.0,-100.0,-5.0
196085,-100.0,-84.0,,-61.0,-100.0,-4.0
196087,-100.0,-84.0,,-61.0,-100.0,-4.0
196102,-100.0,-84.0,,-61.0,-100.0,-3.0
196106,-100.0,-84.0,,-61.0,-100.0,-3.0
196121,-100.0,-84.0,,-61.0,-100.0,-2.0
196124,-100.0,-84.0,,-61.0,-100.0,-2.0
196138,-100.0,-84.0,,-61.0,-100.0,-1.0
196141,-100.0,-84.0,,-61.0,-100.0,-1.0
196157,-100.0,-84.0,,-61.0,-100.0,0.0
196160,-100.0,-84.0,,-61.0,-100.0,0.0
196173,-100.0,-84.0,,-61.0,-100.0,2.0
196835,-100.0,-84.0,,-61.0,-100.0,2.0
196852,-100.0,-84.0,,-60.0,-100.0,2.0
196886,-100.0,-84.0,,-58.0,-100.0,2.0
196903,-100.0,-84.0,,-57.0,-100.0,2.0
196920,-100.0,-84.0,,-56.0,-100.0,2.0
197238,-100.0,-84.0,,-56.0,-100.0,2.0
197253,-100.0,-84.0,,-55.0,-100.0,2.0
197288,-100.0,-84.0,,-54.0,-100.0,2.0
197304,-100.0,-84.0,,-53.0,-100.0,2.0
197324,-100.0,-84.0,,-52.0,-100.0,2.0
197423,-100.0,-84.0,,-52.0,-100.0,2.0
197438,-100.0,-84.0,,-51.0,-100.0,2.0
197471,-100.0,-84.0,,-49.0,-100.0,2.0
197491,-100.0,-84.0,,-48.0,-100.0,2.0
197506,-100.0,-84.0,,-47.0,-100.0,2.0
198759,-100.0,-84.0,,-47.0,-100.0,2.0
198777,-100.0,-84.0,,-46.0,-100.0,2.0
198826,-100.0,-84.0,,-44.0,-100.0,2.0
198844,-100.0,-84.0,,-43.0,-100.0,2.0
199195,-100.0,-84.0,,-43.0,-100.0,2.0
199212,-100.0,-84.0,,-42.0,-100.0,2.0
199246,-100.0,-84.0,,-41.0,-100.0,2.0
199262,-100.0,-84.0,,-40.0,-100.0,2.0
199278,-100.0,-84.0,,-39.0,-100.0,2.0
199596,-100.0,-84.0,,-39.0,-100.0,2.0
199616,-100.0,-84.0,,-38.0,-100.0,2.0
199646,-100.0,-84.0,,-36.0,-100.0,2.0
199662,-100.0,-84.0,,-35.0,-100.0,2.0
199980,-100.0,-84.0,,-35.0,-100.0,2.0
199998,-100.0,-84.0,,-34.0,-100.0,2.0
200014,-100.0,-84.0,,-33.0,-100.0,2.0
200047,-100.0,-84.0,,-31.0,-100.0,2.0
200067,-100.0,-84.0,,-30.0,-100.0,2.0
206003,-100.0,-84.0,,-30.0,-100.0,2.0
206020,-100.0,-84.0,,-29.0,-100.0,2.0
206053,-100.0,-84.0,,-28.0,-100.0,2.0
206923,-100.0,-84.0,,-28.0,-100.0,2.0
206924,-100.0,-84.0,-84.0,-28.0,-100.0,2.0
206964,-100.0,-84.0,-83.0,-28.0,-100.0,2.0
208909,-100.0,-84.0,-83.0,-28.0,-100.0,2.0
208925,-99.0,-84.0,-83.0,-28.0,-100.0,2.0
208957,-97.0,-84.0,-83.0,-28.0,-100.0,2.0
208991,-95.0,-84.0,-83.0,-28.0,-100.0,2.0
209024,-93.0,-84.0,-83.0,-28.0,-100.0,2.0
209044,-91.0,-84.0,-83.0,-28.0,-100.0,2.0
209124,-91.0,-84.0,-83.0,-28.0,-100.0,2.0
209158,-89.0,-84.0,-83.0,-28.0,-100.0,2.0
209191,-87.0,-84.0,-83.0,-28.0,-100.0,2.0
209208,-86.0,-84.0,-83.0,-28.0,-100.0,2.0
209224,-85.0,-84.0,-83.0,-28.0,-100.0,2.0
209324,-85.0,-84.0,-83.0,-28.0,-100.0,2.0
209344,-84.0,-84.0,-83.0,-28.0,-100.0,2.0
209357,-83.0,-84.0,-83.0,-28.0,-100.0,2.0
209375,-82.0,-84.0,-83.0,-28.0,-100.0,2.0
209414,-80.0,-84.0,-83.0,-28.0,-100.0,2.0
209457,-80.0,-84.0,-83.0,-28.0,-100.0,2.0
209493,-79.0,-84.0,-83.0,-28.0,-100.0,2.0
209515,-79.0,-84.0,-83.0,-28.0,-100.0,2.0
209541,-77.0,-84.0,-83.0,-28.0,-100.0,2.0
209557,-76.0,-84.0,-83.0,-28.0,-100.0,2.0
209657,-76.0,-84.0,-83.0,-28.0,-100.0,2.0
209681,-75.0,-84.0,-83.0,-28.0,-100.0,2.0
209690,-74.0,-84.0,-83.0,-28.0,-100.0,2.0
209709,-73.0,-84.0,-83.0,-28.0,-100.0,2.0
209724,-72.0,-84.0,-83.0,-28.0,-100.0,2.0
210008,-72.0,-84.0,-83.0,-28.0,-100.0,2.0
210024,-71.0,-84.0,-83.0,-28.0,-100.0,2.0
210044,-71.0,-84.0,-83.0,-28.0,-100.0,2.0
210057,-70.0,-84.0,-83.0,-28.0,-100.0,2.0
210077,-69.0,-84.0,-83.0,-28.0,-100.0,2.0
210091,-68.0,-84.0,-83.0,-28.0,-100.0,2.0
210290,-68.0,-84.0,-83.0,-28.0,-100.0,2.0
210313,-67.0,-84.0,-83.0,-28.0,-100.0,2.0
210324,-67.0,-84.0,-83.0,-28.0,-100.0,2.0
210341,-65.0,-84.0,-83.0,-28.0,-100.0,2.0
210357,-64.0,-84.0,-83.0,-28.0,-100.0,2.0
210374,-63.0,-84.0,-83.0,-28.0,-100.0,2.0
210390,-62.0,-84.0,-83.0,-28.0,-100.0,2.0
210408,-61.0,-84.0,-83.0,-28.0,-100.0,2.0
210490,-61.0,-84.0,-83.0,-28.0,-100.0,2.0
210524,-60.0,-84.0,-83.0,-28.0,-100.0,2.0
210544,-60.0,-84.0,-83.0,-28.0,-100.0,2.0
210557,-58.0,-84.0,-83.0,-28.0,-100.0,2.0
210580,-58.0,-84.0,-83.0,-28.0,-100.0,2.0
210590,-57.0,-84.0,-83.0,-28.0,-100.0,2.0
210609,-56.0,-84.0,-83.0,-28.0,-100.0,2.0
210725,-56.0,-84.0,-83.0,-28.0,-100.0,2.0
210742,-55.0,-84.0,-83.0,-28.0,-100.0,2.0
210773,-53.0,-84.0,-83.0,-28.0,-100.0,2.0
210792,-51.0,-84.0,-83.0,-28.0,-100.0,2.0
210907,-51.0,-84.0,-83.0,-28.0,-100.0,2.0
210926,-50.0,-84.0,-83.0,-28.0,-100.0,2.0
210940,-49.0,-84.0,-83.0,-28.0,-100.0,2.0
210958,-48.0,-84.0,-83.0,-28.0,-100.0,2.0
210973,-47.0,-84.0,-83.0,-28.0,-100.0,2.0
210991,-45.0,-84.0,-83.0,-28.0,-100.0,2.0
211088,-45.0,-84.0,-83.0,-28.0,-100.0,2.0
211105,-45.0,-84.0,-83.0,-29.0,-100.0,2.0
211108,-45.0,-84.0,-83.0,-29.666666666666668,-100.0,2.0
211124,-44.0,-84.0,-83.0,-30.333333333333332,-100.0,2.0
211155,-43.0,-84.0,-83.0,-31.0,-100.0,2.0
211157,-42.0,-84.0,-83.0,-31.5,-100.0,2.0
211173,-41.5,-84.0,-83.0,-32.0,-100.0,2.0
211175,-41.0,-84.0,-83.0,-32.0,-100.0,2.0
211291,-41.0,-84.0,-83.0,-32.0,-100.0,2.0
211307,-40.0,-84.0,-83.0,-32.0,-100.0,2.0
211340,-38.0,-84.0,-83.0,-32.0,-100.0,2.0
211359,-36.0,-84.0,-83.0,-32.0,-100.0,2.0
211457,-36.0,-84.0,-83.0,-32.0,-100.0,2.0
211474,-35.0,-84.0,-83.0,-32.0,-100.0,2.0
211506,-34.0,-84.0,-83.0,-32.0,-100.0,2.0
211525,-32.0,-84.0,-83.0,-32.0,-100.0,2.0
211608,-32.0,-84.0,-83.0,-32.0,-100.0,2.0
211628,-31.0,-84.0,-83.0,-32.0,-100.0,2.0
211640,-30.0,-84.0,-83.0,-32.0,-100.0,2.0
211657,-29.0,-84.0,-83.0,-32.0,-100.0,2.0
211673,-28.0,-84.0,-83.0,-32.5,-100.0,2.0
211674,-28.0,-84.0,-83.0,-33.0,-100.0,2.0
211708,-28.0,-84.0,-83.0,-35.0,-100.0,2.0
211757,-28.0,-84.0,-83.0,-35.0,-100.0,2.0
211774,-27.0,-84.0,-83.0,-35.0,-100.0,2.0
211792,-26.0,-84.0,-83.0,-35.0,-100.0,2.0
211806,-25.0,-84.0,-83.0,-35.0,-100.0,2.0
211842,-25.0,-84.0,-83.0,-35.0,-100.0,2.0
211858,-25.0,-84.0,-83.0,-36.0,-100.0,2.0
211894,-25.0,-84.0,-83.0,-37.0,-100.0,2.0
211942,-25.0,-84.0,-83.0,-38.0,-100.0,2.0
212714,-25.0,-84.0,-83.0,-38.0,-100.0,2.0
212729,-25.0,-84.0,-83.0,-39.0,-100.0,2.0
212762,-25.0,-84.0,-83.0,-41.0,-100.0,2.0
212895,-25.0,-84.0,-83.0,-41.0,-100.0,2.0
212913,-25.0,-84.0,-83.0,-42.0,-100.0,2.0
212945,-25.0,-84.0,-83.0,-44.0,-100.0,2.0
213063,-25.0,-84.0,-83.0,-44.0,-100.0,2.0
213079,-25.0,-84.0,-83.0,-45.0,-100.0,2.0
213113,-25.0,-84.0,-83.0,-47.0,-100.0,2.0
213131,-25.0,-84.0,-83.0,-48.0,-100.0,2.0
213231,-25.0,-84.0,-83.0,-48.0,-100.0,2.0
213246,-25.0,-84.0,-83.0,-48.5,-100.0,2.0
213249,-25.0,-84.0,-83.0,-49.0,-99.66666666666667,2.0
213280,-25.0,-84.0,-83.0,-51.0,-99.33333333333333,2.0
213293,-25.0,-84.0,-83.0,-51.5,-99.0,2.0
213298,-25.0,-84.0,-83.0,-52.0,-98.33333333333333,2.0
213315,-25.0,-84.0,-83.0,-53.0,-97.66666666666667,2.0
213328,-25.0,-84.0,-83.0,-53.0,-97.0,2.0
213374,-25.0,-84.0,-83.0,-53.0,-94.0,2.0
213375,-25.0,-84.0,-83.0,-53.0,,2.0
213398,-25.0,-84.0,-83.0,-53.0,,2.0
213415,-25.0,-84.0,-83.0,-54.0,,2.0
213482,-25.0,-84.0,-83.0,-56.0,,2.0
213584,-25.0,-84.0,-83.0,-56.0,,2.0
213599,-25.0,-84.0,-83.0,-57.0,,2.0
213617,-25.0,-84.0,-83.0,-58.0,,2.0
213648,-25.0,-84.0,-83.0,-60.0,,2.0
213698,-25.0,-84.0,-83.0,-61.0,,2.0
213748,-25.0,-84.0,-83.0,-61.0,,2.0
213767,-25.0,-84.0,-83.0,-62.0,,2.0
213783,-25.0,-84.0,-83.0,-63.0,,2.0
213802,-25.0,-84.0,-83.0,-64.0,,2.0
213835,-25.0,-84.0,-83.0,-66.0,,2.0
213932,-25.0,-84.0,-83.0,-66.0,,2.0
213949,-25.0,-84.0,-83.0,-67.0,,2.0
213967,-25.0,-84.0,-83.0,-68.0,,2.0
213982,-25.0,-84.0,-83.0,-69.0,,2.0
214000,-25.0,-84.0,-83.0,-70.0,,2.0
214016,-25.0,-84.0,-83.0,-71.0,,2.0
214044,-25.0,-84.0,-83.0,-71.0,,2.0
214086,-25.0,-84.0,-84.0,-71.0,,2.0
214118,-25.0,-84.0,-85.0,-71.0,,2.0
214126,-25.0,-84.0,-86.0,-71.5,,2.0
214136,-25.0,-84.0,-86.66666666666667,-72.0,,2.0
214151,-25.0,-84.0,-87.33333333333333,-73.0,,2.0
214167,-25.0,-84.0,-88.0,-74.0,,2.0
214184,-25.0,-84.0,-89.5,-75.0,,2.0
214208,-25.0,-84.0,-91.0,-75.0,,2.0
214300,-25.0,-84.0,-91.2,-75.0,,2.0
214317,-25.0,-84.0,-91.4,-76.0,,2.0
214347,-25.0,-84.0,-91.6,-76.0,,2.0
214361,-25.0,-84.0,-91.8,-77.0,,2.0
214413,-25.0,-84.0,-92.0,-77.0,,2.0
214454,-25.0,-84.0,-93.0,-77.0,,2.0
214484,-25.0,-84.0,-94.0,-77.0,,2.0
214495,-25.0,-84.0,-95.0,-77.5,,2.0
214505,-25.0,-84.0,-96.0,-78.0,,2.0
214535,-25.0,-84.0,-97.0,-78.0,,2.0
215220,-25.0,-84.0,-98.0,-78.0,,2.0
215223,-25.0,-84.0,-99.0,-77.5,,2.0
215237,-25.0,-84.0,-98.66666666666667,-77.0,,2.0
215259,-25.0,-84.0,-98.33333333333333,-77.0,,2.0
215263,-25.0,-84.0,-98.0,-76.5,,2.0
215272,-25.0,-84.0,-97.33333333333333,-76.0,,2.0
215287,-25.0,-84.0,-96.66666666666667,-75.0,,2.0
215304,-25.0,-84.0,-96.0,-74.0,,2.0
215312,-25.0,-84.0,-95.57142857142857,-73.5,,2.0
215322,-25.0,-84.0,-95.14285714285714,-73.0,,2.0
215325,-25.0,-84.0,-94.71428571428571,-73.0,,2.0
215330,-25.0,-84.0,-94.28571428571429,-73.0,,2.0
215340,-25.0,-84.0,-93.85714285714286,-73.0,,2.0
215343,-25.0,-84.0,-93.42857142857143,-73.0,,2.0
215344,-25.0,-84.0,-93.0,-73.0,,2.0
215355,-25.0,-84.0,-92.85,-73.0,,2.0
215358,-25.0,-84.0,-92.7,-73.0,,2.0
215370,-25.0,-84.0,-92.55,-73.0,,2.0
215375,-25.0,-84.0,-92.4,-73.0,,2.0
215385,-25.0,-84.0,-92.25,-73.0,,2.0
215390,-25.0,-84.0,-92.1,-73.0,,2.0
215400,-25.0,-84.0,-91.95,-73.0,,2.0
215404,-25.0,-84.0,-91.8,-73.0,,2.0
215415,-25.0,-84.0,-91.65,-73.0,,2.0
215420,-25.0,-84.0,-91.5,-73.0,,2.0
215422,-25.0,-84.0,-91.35,-73.0,,2.0
215431,-25.0,-84.0,-91.2,-72.66666666666667,,2.0
215433,-25.0,-84.0,-91.05,-72.33333333333333,,2.0
215439,-25.0,-84.0,-90.9,-72.0,,2.0
215446,-25.0,-84.0,-90.75,-71.66666666666667,,2.0
215448,-25.0,-84.0,-90.6,-71.33333333333333,,2.0
215456,-25.0,-84.0,-90.45,-71.0,,2.0
215461,-25.0,-84.0,-90.3,-70.66666666666667,,2.0
215463,-25.0,-84.0,-90.15,-70.33333333333333,,2.0
215467,-25.0,-84.0,-90.0,-70.0,,2.0
215476,-25.0,-84.0,-89.85714285714286,-69.66666666666667,,2.0
215479,-25.0,-84.0,-89.71428571428571,-69.33333333333333,,2.0
215489,-25.0,-84.0,-89.57142857142857,-69.0,,2.0
215491,-25.0,-84.0,-89.42857142857143,-69.0,,2.0
215494,-25.0,-84.0,-89.28571428571429,-69.0,,2.0
215506,-25.0,-84.0,-89.14285714285714,-69.0,,2.0
215508,-25.0,-84.0,-89.0,-69.0,,2.0
215511,-25.0,-84.0,-88.66666666666667,-69.0,,2.0
215522,-25.0,-84.0,-88.33333333333333,-69.0,,2.0
215526,-25.0,-84.0,-88.0,-69.0,,2.0
215537,-25.0,-84.0,-87.66666666666667,-69.0,,2.0
215541,-25.0,-84.0,-87.33333333333333,-69.0,,2.0
215549,-25.0,-84.0,-87.0,-69.0,,2.0
215552,-25.0,-84.0,-86.66666666666667,-69.0,,2.0
215557,-25.0,-84.0,-86.33333333333333,-69.0,,2.0
215567,-25.0,-84.0,-86.0,-69.0,,2.0
215588,-25.0,-84.0,-85.66666666666667,-69.0,,2.0
215605,-25.0,-84.0,-85.33333333333333,-68.0,,2.0
215632,-25.0,-84.0,-85.0,-67.0,,2.0
215639,-25.0,-84.0,-84.66666666666667,-66.0,,2.0
215655,-25.0,-84.0,-84.33333333333333,-65.0,,2.0
215673,-25.0,-84.0,-84.0,-65.0,,2.0
215714,-25.0,-84.0,-82.0,-65.0,,2.0
215718,-25.0,-84.0,-81.6,-65.0,,2.0
215734,-25.0,-84.0,-81.2,-65.0,,2.0
215738,-25.0,-84.0,-80.8,-65.0,,2.0
215750,-25.0,-84.0,-80.4,-65.0,,2.0
215754,-25.0,-84.0,-80.0,-65.0,,2.0
215760,-25.0,-84.0,-79.57142857142857,-65.0,,2.0
215767,-25.0,-84.0,-79.14285714285714,-64.66666666666667,,2.0
215771,-25.0,-84.0,-78.71428571428571,-64.33333333333333,,2.0
215773,-25.0,-84.0,-78.28571428571429,-64.0,,2.0
215783,-25.0,-84.0,-77.85714285714286,-63.666666666666664,,2.0
215787,-25.0,-84.0,-77.42857142857143,-63.333333333333336,,2.0
215794,-25.0,-84.0,-77.0,-63.0,,2.0
215800,-25.0,-84.0,-76.75,-62.666666666666664,,2.0
215804,-25.0,-84.0,-76.5,-62.333333333333336,,2.0
215806,-25.0,-84.0,-76.25,-62.0,,2.0
215817,-25.0,-84.0,-76.0,-61.666666666666664,,2.0
215820,-25.0,-84.0,-75.75,-61.333333333333336,,2.0
215823,-25.0,-84.0,-75.5,-61.0,,2.0
215833,-25.0,-84.0,-75.25,-61.0,,2.0
215834,-25.0,-84.0,-75.0,-61.0,,2.0
215875,-25.0,-84.0,-72.0,-61.0,,2.0
215903,-25.0,-84.0,-71.0,-61.0,,2.0
215916,-25.0,-84.0,-70.0,-61.0,,2.0
215920,-25.0,-84.0,-69.75,-61.0,,2.0
215923,-25.0,-84.0,-69.5,-61.0,,2.0
215931,-25.0,-84.0,-69.25,-60.666666666666664,,2.0
215936,-25.0,-84.0,-69.0,-60.333333333333336,,2.0
215941,-25.0,-84.0,-68.75,-60.0,,2.0
215946,-25.0,-84.0,-68.5,-59.666666666666664,,2.0
215948,-25.0,-84.0,-68.25,-59.333333333333336,,2.0
215956,-25.0,-84.0,-68.0,-59.0,,2.0
215961,-25.0,-84.0,-67.625,-58.666666666666664,,2.0
215964,-25.0,-84.0,-67.25,-58.333333333333336,,2.0
215973,-25.0,-84.0,-66.875,-58.0,,2.0
215976,-25.0,-84.0,-66.5,-57.666666666666664,,2.0
215979,-25.0,-84.0,-66.125,-57.333333333333336,,2.0
215991,-25.0,-84.0,-65.75,-57.0,,2.0
215994,-25.0,-84.0,-65.375,-56.666666666666664,,2.0
215996,-25.0,-84.0,-65.0,-56.333333333333336,,2.0
216006,-25.0,-84.0,-64.66666666666667,-56.0,,2.0
216009,-25.0,-84.0,-64.33333333333333,-55.666666666666664,,2.0
216021,-25.0,-84.0,-64.0,-55.333333333333336,,2.0
216023,-25.0,-84.0,-63.666666666666664,-55.0,,2.0
216025,-25.0,-84.0,-63.333333333333336,-55.0,,2.0
216036,-25.0,-84.0,-63.0,-55.0,,2.0
216037,-25.0,-84.0,-62.57142857142857,-55.0,,2.0
216042,-25.0,-84.0,-62.142857142857146,-55.0,,2.0
216052,-25.0,-84.0,-61.714285714285715,-55.0,,2.0
216055,-25.0,-84.0,-61.285714285714285,-55.0,,2.0
216067,-25.0,-84.0,-60.857142857142854,-55.0,,2.0
216072,-25.0,-84.0,-60.42857142857143,-55.0,,2.0
216077,-25.0,-84.0,-60.0,-55.0,,2.0
216082,-25.0,-84.0,-59.75,-55.0,,2.0
216087,-25.0,-84.0,-59.5,-55.0,,2.0
216097,-25.0,-84.0,-59.25,-55.0,,2.0
216103,-25.0,-84.0,-59.0,-55.0,,2.0
216107,-25.0,-84.0,-58.75,-55.0,,2.0
216112,-25.0,-84.0,-58.5,-54.75,,2.0
216116,-25.0,-84.0,-58.25,-54.5,,2.0
216118,-25.0,-84.0,-58.0,-54.25,,2.0
216124,-25.0,-84.0,-57.75,-54.0,,2.0
216127,-25.0,-84.0,-57.5,-53.666666666666664,,2.0
216130,-25.0,-84.0,-57.25,-53.333333333333336,,2.0
216141,-25.0,-84.0,-57.0,-53.0,,2.0
216143,-25.0,-84.0,-56.75,-52.666666666666664,,2.0
216145,-25.0,-84.0,-56.5,-52.333333333333336,,2.0
216157,-25.0,-84.0,-56.25,-52.0,,2.0
216158,-25.0,-84.0,-56.0,-51.8,,2.0
216159,-25.0,-84.0,,-51.6,,2.0
216161,-25.0,-84.0,,-51.4,,2.0
216173,-25.0,-84.0,,-51.2,,2.0
216174,-25.0,-84.0,,-51.0,,2.0
216178,-25.0,-84.0,,-50.666666666666664,,2.0
216188,-25.0,-84.0,,-50.333333333333336,,2.0
216191,-25.0,-84.0,,-50.0,,2.0
216192,-25.0,-84.0,,-50.0,,2.0
216203,-25.0,-84.0,,-50.0,,2.0
216208,-25.0,-84.0,,-50.0,,2.0
216219,-25.0,-84.0,,-50.0,,2.0
216225,-25.0,-84.0,,-50.0,,2.0
216234,-25.0,-84.0,,-50.0,,2.0
216240,-25.0,-84.0,,-50.0,,2.0
216249,-25.0,-84.0,,-50.0,,2.0
216252,-25.0,-84.0,,-50.0,,2.0
216264,-25.0,-84.0,,-50.0,,2.0
216269,-25.0,-84.0,,-50.0,,2.0
216279,-25.0,-84.0,,-50.0,,2.0
216282,-25.0,-84.0,,-50.0,,2.0
216294,-25.0,-84.0,,-50.0,,2.0
216299,-25.0,-84.0,,-50.0,,2.0
216309,-25.0,-84.0,,-50.0,,2.0
216310,-25.0,-84.0,,-49.666666666666664,,2.0
216318,-25.0,-84.0,,-49.333333333333336,,2.0
216324,-25.0,-84.0,,-49.0,,2.0
216340,-25.0,-84.0,,-48.5,,2.0
216346,-25.0,-84.0,,-48.0,,2.0
216355,-25.0,-84.0,,-47.5,,2.0
216359,-25.0,-84.0,,-47.0,,2.0
216361,-25.0,-84.0,,-46.666666666666664,,2.0
216370,-25.0,-84.0,,-46.333333333333336,,2.0
216376,-25.0,-84.0,,-46.0,,2.0
217042,-25.0,-84.0,,-46.0,,2.0
217043,-25.0,-84.0,,-46.0,-92.0,2.0
217089,-25.0,-84.0,,-46.0,-91.0,2.0
217124,-25.0,-84.0,,-46.0,-88.0,2.0
217159,-25.0,-84.0,,-46.0,-86.0,2.0
217160,-25.0,-84.0,,-46.0,,2.0
217376,-25.0,-84.0,,-46.0,,2.0
217377,-25.0,-84.0,-53.0,-46.0,,2.0
217418,-25.0,-84.0,-52.0,-46.0,,2.0
217459,-25.0,-84.0,-50.0,-46.0,,2.0
217500,-25.0,-84.0,-47.0,-46.0,,2.0
217647,-25.0,-84.0,-47.333333333333336,-46.0,,2.0
217664,-25.0,-84.0,-47.666666666666664,-45.0,,2.0
217697,-25.0,-84.0,-48.0,-43.0,,2.0
217815,-25.0,-84.0,-48.333333333333336,-43.0,,2.0
217848,-25.0,-84.0,-48.666666666666664,-41.0,,2.0
218110,-25.0,-84.0,-49.0,-41.0,,2.0
218151,-25.0,-84.0,-50.0,-41.0,,2.0
218193,-25.0,-84.0,-52.0,-41.0,,2.0
218234,-25.0,-84.0,-55.0,-41.0,,2.0
218235,-25.0,-84.0,,-41.0,,2.0
219614,-25.0,-84.0,,-41.0,,2.0
219615,-25.0,-84.0,-54.0,-41.0,,2.0
219656,-25.0,-84.0,-53.0,-41.0,,2.0
219696,-25.0,-84.0,-51.0,-41.0,,2.0
219737,-25.0,-84.0,-49.0,-41.0,,2.0
219777,-25.0,-84.0,-48.0,-41.0,,2.0
219818,-25.0,-84.0,-47.0,-41.0,,2.0
219859,-25.0,-84.0,-44.0,-41.0,,2.0
219900,-25.0,-84.0,-42.0,-41.0,,2.0
219940,-25.0,-84.0,-39.0,-41.0,,2.0
220020,-25.0,-84.0,-37.0,-41.0,,2.0
220061,-25.0,-84.0,-36.0,-41.0,,2.0
220101,-25.0,-84.0,-34.0,-41.0,,2.0
220135,-25.0,-84.0,-32.5,-41.0,,2.0
220141,-25.0,-84.0,-31.0,-41.0,,2.0
220151,-25.0,-84.0,-30.869565217391305,-41.0,,2.0
220155,-25.0,-84.0,-30.73913043478261,-41.0,,2.0
220167,-25.0,-84.0,-30.608695652173914,-41.0,,2.0
220173,-25.0,-84.0,-30.47826086956522,-41.0,,2.0
220184,-25.0,-84.0,-30.347826086956523,-41.0,,2.0
220265,-25.0,-84.0,-30.217391304347828,-41.0,,2.0
220280,-25.0,-84.0,-30.08695652173913,-41.0,,2.0
220282,-25.0,-84.0,-29.956521739130434,-41.0,,2.0
220294,-25.0,-84.0,-29.82608695652174,-41.0,,2.0
220297,-25.0,-84.0,-29.695652173913043,-41.0,,2.0
220309,-25.0,-84.0,-29.565217391304348,-41.0,,2.0
220312,-25.0,-84.0,-29.434782608695652,-41.0,,2.0
220324,-25.0,-84.0,-29.304347826086957,-41.0,,2.0
220327,-25.0,-84.0,-29.17391304347826,-41.0,,2.0
220340,-25.0,-84.0,-29.043478260869566,-41.0,,2.0
220345,-25.0,-84.0,-28.91304347826087,-41.0,,2.0
220355,-25.0,-84.0,-28.782608695652172,-41.0,,2.0
220358,-25.0,-84.0,-28.652173913043477,-41.0,,2.0
220370,-25.0,-84.0,-28.52173913043478,-41.0,,2.0
220373,-25.0,-84.0,-28.391304347826086,-41.0,,2.0
220381,-25.0,-84.0,-28.26086956521739,-41.0,,2.0
220385,-25.0,-84.0,-28.130434782608695,-41.0,,2.25
220386,-25.0,-84.0,-28.0,-41.0,,2.5
220389,-25.0,-84.0,-27.875,-41.0,,2.75
220399,-25.0,-84.0,-27.75,-41.0,,3.0
220400,-25.0,-84.0,-27.625,-41.0,,3.0
220402,-25.0,-84.0,-27.5,-41.0,,3.0
220404,-25.0,-84.0,-27.375,-41.0,,3.5
220415,-25.0,-84.0,-27.25,-41.0,,4.0
220419,-25.0,-84.0,-27.125,-41.0,,4.0
220426,-25.0,-84.0,-27.0,-41.0,,4.333333333333333
220431,-25.0,-84.0,-26.818181818181817,-41.0,,4.666666666666667
220433,-25.0,-84.0,-26.636363636363637,-41.0,,5.0
220434,-25.0,-84.0,-26.454545454545453,-41.0,,5.0
220437,-25.0,-84.0,-26.272727272727273,-41.0,,5.0
220446,-25.0,-84.0,-26.09090909090909,-41.0,,5.333333333333333
220448,-25.0,-84.0,-25.90909090909091,-41.0,,5.666666666666667
220449,-25.0,-84.0,-25.727272727272727,-41.0,,6.0
220455,-25.0,-84.0,-25.545454545454547,-41.0,,6.0
220461,-25.0,-84.0,-25.363636363636363,-41.0,,6.25
220463,-25.0,-84.0,-25.18181818181818,-41.0,,6.5
220467,-25.0,-84.0,-25.0,-41.0,,6.75
220468,-25.0,-84.0,-24.862068965517242,-41.0,,7.0
220472,-25.0,-84.0,-24.724137931034484,-41.0,,7.0
220476,-25.0,-84.0,-24.586206896551722,-41.0,,7.333333333333333
220478,-25.0,-84.0,-24.448275862068964,-41.0,,7.666666666666667
220486,-25.0,-84.0,-24.310344827586206,-41.0,,8.0
220490,-25.0,-84.0,-24.17241379310345,-41.0,,8.0
220491,-25.0,-84.0,-24.03448275862069,-41.0,,8.666666666666666
220494,-25.0,-84.0,-23.896551724137932,-41.0,,9.333333333333334
220504,-25.0,-84.0,-23.75862068965517,-41.0,,10.0
220506,-25.0,-84.0,-23.620689655172413,-41.0,,10.0
220508,-25.0,-84.0,-23.482758620689655,-41.0,,10.0
220510,-25.0,-84.0,-23.344827586206897,-41.0,,10.333333333333334
220521,-25.0,-84.0,-23.20689655172414,-41.0,,10.666666666666666
220522,-25.0,-84.0,-23.06896551724138,-41.0,,11.0
220525,-25.0,-84.0,-22.93103448275862,-41.0,,11.0
220529,-25.0,-84.0,-22.79310344827586,-41.0,,12.0
220533,-25.0,-84.0,-22.655172413793103,-41.0,,12.0
220537,-25.0,-84.0,-22.517241379310345,-41.0,,12.333333333333334
220541,-25.0,-84.0,-22.379310344827587,-41.0,,12.666666666666666
220545,-25.0,-84.0,-22.241379310344826,-41.0,,13.0
