,AS7D4MNIH56ND,AZSSG2REHDX18,AYYSG3O9FNU15,AU2980AA60A2C,AJE5OG666CBAC,ACM1CEGHXTKZP
284589,100.0,-100.0,,-84.0,-99.0,18.0
284597,100.0,-100.0,,-84.0,-99.0,18.0
284601,100.0,-100.0,,-84.0,-99.0,18.0
284606,100.0,-100.0,,-84.0,-99.0,18.0
284612,100.0,-100.0,,-84.0,-99.0,18.0
284615,100.0,-100.0,,-84.0,-99.0,18.0
284624,100.0,-100.0,,-84.0,-99.0,18.0
284627,100.0,-100.0,,-84.0,-99.0,18.0
284630,100.0,-100.0,,-84.0,-99.0,18.0
284640,100.0,-100.0,,-84.0,-99.0,18.0
284643,100.0,-100.0,,-84.0,-99.0,18.0
284646,100.0,-100.0,,-84.0,-99.0,18.0
284656,100.0,-100.0,,-84.0,-99.0,18.0
284658,100.0,-100.0,,-84.0,-99.0,18.0
284661,100.0,-100.0,,-84.0,-99.0,18.0
284673,100.0,-100.0,,-84.0,-99.0,18.0
284676,100.0,-100.0,,-84.0,-99.0,18.0
284688,100.0,-100.0,,-84.0,-99.0,18.0
284689,100.0,-100.0,,-84.0,-99.0,18.0
284692,100.0,-100.0,,-84.0,-99.0,18.0
284704,100.0,-100.0,,-84.0,-99.0,18.0
284706,100.0,-100.0,,-84.0,-99.0,18.0
284708,100.0,-100.0,,-84.0,-99.0,18.0
284718,100.0,-100.0,,-84.0,-99.0,18.0
284722,100.0,-100.0,,-84.0,-99.0,18.0
284723,100.0,-100.0,,-84.0,-99.0,18.0
284734,100.0,-100.0,,-84.0,-99.0,18.0
284737,100.0,-100.0,,-84.0,-99.0,18.0
284741,100.0,-100.0,,-84.0,-99.0,18.0
284749,100.0,-100.0,,-84.0,-99.0,18.0
284754,100.0,-100.0,,-84.0,-99.0,18.0
284756,100.0,-100.0,,-84.0,-99.0,18.0
284764,100.0,-100.0,,-84.0,-99.0,18.0
284766,100.0,-100.0,,-84.0,-99.0,18.0
284774,100.0,-100.0,,-84.0,-99.0,18.0
284779,100.0,-100.0,,-84.0,-99.0,18.0
284783,100.0,-100.0,,-84.0,-99.0,18.0
284791,100.0,-100.0,,-84.0,-99.0,18.0
284794,100.0,-100.0,,-84.0,-99.0,18.0
284797,100.0,-100.0,,-84.0,-99.0,18.0
284808,100.0,-100.0,,-84.0,-99.0,18.0
284809,100.0,-100.0,,-84.0,-99.0,18.0
284813,100.0,-100.0,,-84.0,-99.0,18.0
284824,100.0,-100.0,,-84.0,-99.0,18.0
284827,100.0,-100.0,,-84.0,-99.0,18.0
284840,100.0,-100.0,,-84.0,-99.0,18.0
284841,100.0,-100.0,,-84.0,-99.0,18.0
284844,100.0,-100.0,,-84.0,-99.0,18.0
284855,100.0,-100.0,,-84.0,-99.0,18.0
284857,100.0,-100.0,,-84.0,-99.0,18.0
284891,100.0,-100.0,,-84.0,-99.0,18.0
284908,100.0,-100.0,,-84.0,-99.0,18.0
284924,100.0,-100.0,,-84.0,-99.0,18.0
284947,100.0,-100.0,,-84.0,-99.0,18.0
284982,100.0,-100.0,,-85.0,-99.0,18.0
285014,100.0,-100.0,,-87.0,-99.0,18.0
285048,100.0,-100.0,,-88.0,-99.0,18.0
285366,100.0,-100.0,,-88.0,-99.0,18.0
285382,100.0,-100.0,,-89.0,-99.0,18.0
285417,100.0,-100.0,,-90.0,-99.0,18.0
285517,100.0,-100.0,,-90.0,-99.0,18.0
285534,100.0,-100.0,,-91.0,-99.0,18.0
285566,100.0,-100.0,,-93.0,-99.0,18.0
285583,100.0,-100.0,,-94.0,-99.0,18.0
285677,100.0,-100.0,,-94.0,-99.0,18.0
285689,100.0,-100.0,,-94.0,-99.0,18.0
285693,100.0,-100.0,,-94.0,-99.0,18.0
285702,100.0,-100.0,,-94.0,-99.0,18.0
285703,100.0,-100.0,,-94.2,-99.0,18.0
285707,100.0,-100.0,,-94.4,-99.0,18.0
285719,100.0,-100.0,,-94.6,-99.0,18.0
285724,100.0,-100.0,,-94.8,-99.0,18.0
285734,100.0,-100.0,,-95.0,-99.0,18.0
285738,100.0,-100.0,,-95.0,-99.0,18.0
285749,100.0,-100.0,,-95.0,-99.0,18.0
285752,100.0,-100.0,,-95.0,-99.0,18.0
285764,100.0,-100.0,,-95.0,-99.0,18.0
285768,100.0,-100.0,,-95.0,-99.0,18.0
285779,100.0,-100.0,,-95.0,-99.0,18.0
285782,100.0,-100.0,,-95.0,-99.0,18.0
285794,100.0,-100.0,,-95.0,-99.0,18.0
285797,100.0,-100.0,,-95.0,-99.0,18.0
285809,100.0,-100.0,,-95.0,-99.0,18.0
285812,100.0,-100.0,,-95.0,-99.0,18.0
285825,100.0,-100.0,,-95.0,-99.0,18.0
285830,100.0,-100.0,,-95.0,-99.0,18.0
285840,100.0,-100.0,,-95.0,-99.0,18.0
285844,100.0,-100.0,,-95.0,-99.0,18.0
285855,100.0,-100.0,,-95.0,-99.0,18.0
285858,100.0,-100.0,,-95.0,-99.0,18.0
285870,100.0,-100.0,,-95.0,-99.0,18.0
285876,100.0,-100.0,,-95.0,-99.0,18.0
285885,100.0,-100.0,,-95.0,-99.0,18.0
285890,100.0,-100.0,,-95.0,-99.0,18.0
285900,100.0,-100.0,,-95.0,-99.0,18.0
285905,100.0,-100.0,,-95.0,-99.0,18.0
285917,100.0,-100.0,,-95.0,-99.0,18.0
285924,100.0,-100.0,,-95.0,-99.0,18.0
285946,100.0,-100.0,,-95.0,-99.0,18.0
285952,100.0,-100.0,,-95.0,-99.0,18.0
285961,100.0,-100.0,,-95.0,-99.0,18.0
285963,100.0,-100.0,,-95.0,-99.0,18.0
285976,100.0,-100.0,,-95.0,-99.0,18.0
285978,100.0,-100.0,,-95.0,-99.0,18.0
285991,100.0,-100.0,,-95.0,-99.0,18.0
285993,100.0,-100.0,,-95.0,-99.0,18.0
286006,100.0,-100.0,,-95.0,-99.0,18.0
286010,100.0,-100.0,,-95.0,-99.0,18.0
286022,100.0,-100.0,,-95.0,-99.0,18.0
286024,100.0,-100.0,,-95.0,-99.0,18.0
286037,100.0,-100.0,,-95.0,-99.0,18.0
286039,100.0,-100.0,,-95.0,-99.0,18.0
286052,100.0,-100.0,,-95.0,-99.0,18.0
286055,100.0,-100.0,,-95.0,-99.0,18.0
286067,100.0,-100.0,,-95.0,-99.0,18.0
286069,100.0,-100.0,,-95.0,-99.0,18.0
286081,100.0,-100.0,,-95.0,-99.0,18.0
286083,100.0,-100.0,,-95.0,-99.0,18.0
286097,100.0,-100.0,,-95.0,-99.0,18.0
286099,100.0,-100.0,,-95.0,-99.0,18.0
286112,100.0,-100.0,,-95.0,-99.0,18.0
286115,100.0,-100.0,,-95.0,-99.0,18.0
286127,100.0,-100.0,,-95.0,-99.0,18.0
286129,100.0,-100.0,,-95.0,-99.0,18.0
286143,100.0,-100.0,,-95.0,-99.0,18.0
286144,100.0,-100.0,,-95.0,-99.0,18.0
286158,100.0,-100.0,,-95.0,-99.0,18.0
286160,100.0,-100.0,,-95.0,-99.0,18.0
286173,100.0,-100.0,,-95.0,-99.0,18.0
286175,100.0,-100.0,,-95.0,-99.0,18.0
286188,100.0,-100.0,,-95.0,-99.0,18.0
286191,100.0,-100.0,,-95.0,-99.0,18.0
286203,100.0,-100.0,,-95.0,-99.0,18.0
286206,100.0,-100.0,,-95.0,-99.0,18.0
286219,100.0,-100.0,,-95.0,-99.0,18.0
286221,100.0,-100.0,,-95.0,-99.0,18.0
286234,100.0,-100.0,,-95.0,-99.0,18.0
286236,100.0,-100.0,,-95.0,-99.0,18.0
286249,100.0,-100.0,,-95.0,-99.0,18.0
286251,100.0,-100.0,,-95.0,-99.0,18.0
286264,100.0,-100.0,,-95.0,-99.0,18.0
286266,100.0,-100.0,,-95.0,-99.0,18.0
286279,100.0,-100.0,,-95.0,-99.0,18.0
286281,100.0,-100.0,,-95.0,-99.0,18.0
286294,100.0,-100.0,,-95.0,-99.0,18.0
286297,100.0,-100.0,,-95.0,-99.0,18.0
286309,100.0,-100.0,,-95.0,-99.0,18.0
286312,100.0,-100.0,,-95.0,-99.0,18.0
286325,100.0,-100.0,,-95.0,-99.0,18.0
286327,100.0,-100.0,,-95.0,-99.0,18.0
286340,100.0,-100.0,,-95.0,-99.0,18.0
286343,100.0,-100.0,,-95.0,-99.0,18.0
286355,100.0,-100.0,,-95.0,-99.0,18.0
286358,100.0,-100.0,,-95.0,-99.0,18.0
286370,100.0,-100.0,,-95.0,-99.0,18.0
286373,100.0,-100.0,,-95.0,-99.0,18.0
286385,100.0,-100.0,,-95.0,-99.0,18.0
286388,100.0,-100.0,,-95.0,-99.0,18.0
286400,100.0,-100.0,,-95.0,-99.0,18.0
286404,100.0,-100.0,,-95.0,-99.0,18.0
286415,100.0,-100.0,,-95.0,-99.0,18.0
286418,100.0,-100.0,,-95.0,-99.0,18.0
286430,100.0,-100.0,,-95.0,-99.0,18.0
286433,100.0,-100.0,,-95.0,-99.0,18.0
286446,100.0,-100.0,,-95.0,-99.0,18.0
286448,100.0,-100.0,,-95.0,-99.0,18.0
286461,100.0,-100.0,,-95.0,-99.0,18.0
286463,100.0,-100.0,,-95.0,-99.0,18.0
286476,100.0,-100.0,,-95.0,-99.0,18.0
286478,100.0,-100.0,,-95.0,-99.0,18.0
286491,100.0,-100.0,,-95.0,-99.0,18.0
286494,100.0,-100.0,,-95.0,-99.0,18.0
286506,100.0,-100.0,,-95.0,-99.0,18.0
286509,100.0,-100.0,,-95.0,-99.0,18.0
286521,100.0,-100.0,,-95.0,-99.0,18.0
286524,100.0,-100.0,,-95.0,-99.0,18.0
286537,100.0,-100.0,,-95.0,-99.0,18.0
286539,100.0,-100.0,,-95.0,-99.0,18.0
286552,100.0,-100.0,,-95.0,-99.0,18.0
286554,100.0,-100.0,,-95.0,-99.0,18.0
286567,100.0,-100.0,,-95.0,-99.0,18.0
286569,100.0,-100.0,,-95.0,-99.0,18.0
286582,100.0,-100.0,,-95.0,-99.0,18.0
286584,100.0,-100.0,,-95.0,-99.0,18.0
286597,100.0,-100.0,,-95.0,-99.0,18.0
286599,100.0,-100.0,,-95.0,-99.0,18.0
286612,100.0,-100.0,,-95.0,-99.0,18.0
286614,100.0,-100.0,,-95.0,-99.0,18.0
286627,100.0,-100.0,,-95.0,-99.0,18.0
286629,100.0,-100.0,,-95.0,-99.0,18.0
286637,100.0,-100.0,,-95.0,-99.0,18.0
286643,100.0,-100.0,,-95.33333333333333,-99.0,18.0
286644,100.0,-100.0,,-95.66666666666667,-99.0,18.0
286654,100.0,-100.0,,-96.0,-99.0,18.0
286658,100.0,-100.0,,-96.4,-99.0,18.0
286660,100.0,-100.0,,-96.8,-99.0,18.0
286673,100.0,-100.0,,-97.2,-99.0,18.0
286676,100.0,-100.0,,-97.6,-99.0,18.0
286687,100.0,-100.0,,-98.0,-99.0,18.0
286688,100.0,-100.0,,-98.0,-99.0,18.0
286691,100.0,-100.0,,-98.0,-99.0,18.0
286703,100.0,-100.0,,-98.0,-99.0,18.0
287007,100.0,-100.0,,-98.0,-99.0,18.0
287022,100.0,-100.0,,-98.0,-99.0,18.0
287025,100.0,-100.0,,-98.0,-99.0,18.0
287037,100.0,-100.0,,-98.0,-99.0,18.0
287040,100.0,-100.0,,-98.0,-99.0,18.0
287052,100.0,-100.0,,-98.0,-99.0,18.0
287054,100.0,-100.0,,-98.0,-99.0,18.0
287067,100.0,-100.0,,-98.0,-99.0,18.0
287070,100.0,-100.0,,-98.0,-99.0,18.0
287082,100.0,-100.0,,-98.0,-99.0,18.0
287085,100.0,-100.0,,-98.0,-99.0,18.0
287097,100.0,-100.0,,-98.0,-99.0,18.0
287099,100.0,-100.0,,-98.0,-99.0,18.0
287112,100.0,-100.0,,-98.0,-99.0,18.0
287114,100.0,-100.0,,-98.0,-99.0,18.0
287127,100.0,-100.0,,-98.0,-99.0,18.0
287130,100.0,-100.0,,-98.0,-99.0,18.0
287143,100.0,-100.0,,-98.0,-99.0,18.0
287724,100.0,-100.0,,-98.0,-99.0,18.0
287744,100.0,-100.0,,-99.0,-99.0,18.0
287775,100.0,-100.0,,-100.0,-99.0,18.0
288590,100.0,-100.0,,-100.0,-99.0,18.0
288591,100.0,-100.0,-81.0,-100.0,-99.0,18.0
288632,100.0,-100.0,-82.0,-100.0,-99.0,18.0
288673,100.0,-100.0,-85.0,-100.0,-99.0,18.0
288714,100.0,-100.0,-87.0,-100.0,-99.0,18.0
288755,100.0,-100.0,-90.0,-100.0,-99.0,18.0
288796,100.0,-100.0,-92.0,-100.0,-99.0,18.0
288836,100.0,-100.0,-95.0,-100.0,-99.0,18.0
288877,100.0,-100.0,-97.0,-100.0,-99.0,18.0
288917,100.0,-100.0,-99.0,-100.0,-99.0,18.0
293597,100.0,-100.0,-99.0,-100.0,-99.0,18.0
293613,99.0,-100.0,-99.0,-100.0,-99.0,18.0
293645,97.0,-100.0,-99.0,-100.0,-99.0,18.0
293662,96.0,-100.0,-99.0,-100.0,-99.0,18.0
293679,95.0,-100.0,-99.0,-100.0,-99.0,18.0
293712,93.0,-100.0,-99.0,-100.0,-99.0,18.0
293745,90.0,-100.0,-99.0,-100.0,-99.0,18.0
293763,89.0,-100.0,-99.0,-100.0,-99.0,18.0
293779,88.0,-100.0,-99.0,-100.0,-99.0,18.0
293797,87.0,-100.0,-99.0,-100.0,-99.0,18.0
293812,86.0,-100.0,-99.0,-100.0,-99.0,18.0
293830,85.0,-100.0,-99.0,-100.0,-99.0,18.0
293845,84.0,-100.0,-99.0,-100.0,-99.0,18.0
293879,81.0,-100.0,-99.0,-100.0,-99.0,18.0
293897,80.0,-100.0,-99.0,-100.0,-99.0,18.0
293912,79.0,-100.0,-99.0,-100.0,-99.0,18.0
293930,78.0,-100.0,-99.0,-100.0,-99.0,18.0
293945,77.0,-100.0,-99.0,-100.0,-99.0,18.0
293963,76.0,-100.0,-99.0,-100.0,-99.0,18.0
293996,74.0,-100.0,-99.0,-100.0,-99.0,18.0
294016,73.0,-100.0,-99.0,-100.0,-99.0,18.0
294029,72.0,-100.0,-99.0,-100.0,-99.0,18.0
294047,71.0,-100.0,-99.0,-100.0,-99.0,18.0
294062,70.0,-100.0,-99.0,-100.0,-99.0,18.0
294079,69.0,-100.0,-99.0,-100.0,-99.0,18.0
294095,68.0,-100.0,-99.0,-100.0,-99.0,18.0
294128,66.0,-100.0,-99.0,-100.0,-99.0,18.0
294162,64.0,-100.0,-99.0,-100.0,-99.0,18.0
294180,62.0,-100.0,-99.0,-100.0,-99.0,18.0
294195,61.0,-100.0,-99.0,-100.0,-99.0,18.0
294213,60.0,-100.0,-99.0,-100.0,-99.0,18.0
294229,59.0,-100.0,-99.0,-100.0,-99.0,18.0
294246,58.0,-100.0,-99.0,-100.0,-99.0,18.0
294262,57.0,-100.0,-99.0,-100.0,-99.0,18.0
294295,55.0,-100.0,-99.0,-100.0,-99.0,18.0
294313,53.0,-100.0,-99.0,-100.0,-99.0,18.0
294328,52.0,-100.0,-99.0,-100.0,-99.0,18.0
294347,51.0,-100.0,-99.0,-100.0,-99.0,18.0
294362,50.0,-100.0,-99.0,-100.0,-99.0,18.0
294380,49.0,-100.0,-99.0,-100.0,-99.0,18.0
294412,47.0,-100.0,-99.0,-100.0,-99.0,18.0
294430,46.0,-100.0,-99.0,-100.0,-99.0,18.0
294445,45.0,-100.0,-99.0,-100.0,-99.0,18.0
294466,44.0,-100.0,-99.0,-100.0,-99.0,18.0
294496,41.0,-100.0,-99.0,-100.0,-99.0,18.0
294528,39.0,-100.0,-99.0,-100.0,-99.0,18.0
294547,38.0,-100.0,-99.0,-100.0,-99.0,18.0
294562,37.0,-100.0,-99.0,-100.0,-99.0,18.0
294581,36.0,-100.0,-99.0,-100.0,-99.0,18.0
294595,35.0,-100.0,-99.0,-100.0,-99.0,18.0
294628,33.0,-100.0,-99.0,-100.0,-99.0,18.0
294663,31.0,-100.0,-99.0,-100.0,-99.0,18.0
294686,31.0,-100.0,-99.0,-100.0,-99.0,18.0
294712,29.0,-100.0,-99.0,-100.0,-99.0,18.0
294729,28.0,-100.0,-99.0,-100.0,-99.0,18.0
294749,27.0,-100.0,-99.0,-100.0,-99.0,18.0
294762,27.0,-100.0,-99.0,-100.0,-99.0,18.0
294784,25.0,-100.0,-99.0,-100.0,-99.0,18.0
294795,24.0,-100.0,-99.0,-100.0,-99.0,18.0
294814,23.0,-100.0,-99.0,-100.0,-99.0,18.0
294828,22.0,-100.0,-99.0,-100.0,-99.0,18.0
294846,21.0,-100.0,-99.0,-100.0,-99.0,18.0
294861,20.0,-100.0,-99.0,-100.0,-99.0,18.0
294881,19.0,-100.0,-99.0,-100.0,-99.0,18.0
294895,18.0,-100.0,-99.0,-100.0,-99.0,18.0
294913,17.0,-100.0,-99.0,-100.0,-99.0,18.0
294928,15.0,-100.0,-99.0,-100.0,-99.0,18.0
294945,14.0,-100.0,-99.0,-100.0,-99.0,18.0
294961,13.0,-100.0,-99.0,-100.0,-99.0,18.0
294980,12.0,-100.0,-99.0,-100.0,-99.0,18.0
294995,11.0,-100.0,-99.0,-100.0,-99.0,18.0
295014,10.0,-100.0,-99.0,-100.0,-99.0,18.0
295028,9.0,-100.0,-99.0,-100.0,-99.0,18.0
295046,8.0,-100.0,-99.0,-100.0,-99.0,18.0
295062,7.0,-100.0,-99.0,-100.0,-99.0,18.0
295085,6.0,-100.0,-99.0,-100.0,-99.0,18.0
295095,5.0,-100.0,-99.0,-100.0,-99.0,18.0
295112,4.0,-100.0,-99.0,-100.0,-99.0,18.0
295128,3.0,-100.0,-99.0,-100.0,-99.0,18.0
295148,2.0,-100.0,-99.0,-100.0,-99.0,18.0
295161,1.0,-100.0,-99.0,-100.0,-99.0,18.0
295179,0.0,-100.0,-99.0,-100.0,-99.0,18.0
295195,-1.0,-100.0,-99.0,-100.0,-99.0,18.0
295212,-2.0,-100.0,-99.0,-100.0,-99.0,18.0
295228,-4.0,-100.0,-99.0,-100.0,-99.0,18.0
295246,-5.0,-100.0,-99.0,-100.0,-99.0,18.0
295262,-6.0,-100.0,-99.0,-100.0,-99.0,18.0
295286,-7.0,-100.0,-99.0,-100.0,-99.0,18.0
295295,-8.0,-100.0,-99.0,-100.0,-99.0,18.0
295314,-9.0,-100.0,-99.0,-100.0,-99.0,18.0
295328,-10.0,-100.0,-99.0,-100.0,-99.0,18.0
295347,-11.0,-100.0,-99.0,-100.0,-99.0,18.0
295362,-12.0,-100.0,-99.0,-100.0,-99.0,18.0
295382,-14.0,-100.0,-99.0,-100.0,-99.0,18.0
295400,-14.0,-100.0,-99.0,-100.0,-99.0,18.0
295414,-15.0,-100.0,-99.0,-100.0,-99.0,18.0
295428,-16.0,-100.0,-99.0,-100.0,-99.0,18.0
295446,-17.0,-100.0,-99.0,-100.0,-99.0,18.0
295461,-18.0,-100.0,-99.0,-100.0,-99.0,18.0
295486,-18.0,-100.0,-99.0,-100.0,-99.0,18.0
295495,-19.0,-100.0,-99.0,-100.0,-99.0,18.0
295518,-19.0,-100.0,-99.0,-100.0,-99.0,18.0
295528,-21.0,-100.0,-99.0,-100.0,-99.0,18.0
295554,-21.0,-100.0,-99.0,-100.0,-99.0,18.0
295561,-22.0,-100.0,-99.0,-100.0,-99.0,18.0
295587,-22.0,-100.0,-99.0,-100.0,-99.0,18.0
295595,-23.0,-100.0,-99.0,-100.0,-99.0,18.0
295620,-23.0,-100.0,-99.0,-100.0,-99.0,18.0
295628,-24.0,-100.0,-99.0,-100.0,-99.0,18.0
295646,-25.0,-100.0,-99.0,-100.0,-99.0,18.0
295662,-26.0,-100.0,-99.0,-100.0,-99.0,18.0
295687,-26.0,-100.0,-99.0,-100.0,-99.0,18.0
295695,-28.0,-100.0,-99.0,-100.0,-99.0,18.0
295712,-29.0,-100.0,-99.0,-100.0,-99.0,18.0
295728,-30.0,-100.0,-99.0,-100.0,-99.0,18.0
295747,-31.0,-100.0,-99.0,-100.0,-99.0,18.0
295761,-32.0,-100.0,-99.0,-100.0,-99.0,18.0
295780,-33.0,-100.0,-99.0,-100.0,-99.0,18.0
295795,-34.0,-100.0,-99.0,-100.0,-99.0,18.0
295813,-35.0,-100.0,-99.0,-100.0,-99.0,18.0
295828,-37.0,-100.0,-99.0,-100.0,-99.0,18.0
295846,-38.0,-100.0,-99.0,-100.0,-99.0,18.0
295861,-39.0,-100.0,-99.0,-100.0,-99.0,18.0
295879,-40.0,-100.0,-99.0,-100.0,-99.0,18.0
295895,-41.0,-100.0,-99.0,-100.0,-99.0,18.0
295915,-42.0,-100.0,-99.0,-100.0,-99.0,18.0
295928,-43.0,-100.0,-99.0,-100.0,-99.0,18.0
295948,-44.0,-100.0,-99.0,-100.0,-99.0,18.0
295961,-45.0,-100.0,-99.0,-100.0,-99.0,18.0
295979,-47.0,-100.0,-99.0,-100.0,-99.0,18.0
295995,-48.0,-100.0,-99.0,-100.0,-99.0,18.0
296012,-49.0,-100.0,-99.0,-100.0,-99.0,18.0
296028,-50.0,-100.0,-99.0,-100.0,-99.0,18.0
296047,-51.0,-100.0,-99.0,-100.0,-99.0,18.0
296061,-52.0,-100.0,-99.0,-100.0,-99.0,18.0
296083,-53.0,-100.0,-99.0,-100.0,-99.0,18.0
296095,-54.0,-100.0,-99.0,-100.0,-99.0,18.0
296111,-55.0,-100.0,-99.0,-100.0,-99.0,18.0
296128,-57.0,-100.0,-99.0,-100.0,-99.0,18.0
296144,-58.0,-100.0,-99.0,-100.0,-99.0,18.0
296161,-59.0,-100.0,-99.0,-100.0,-99.0,18.0
296180,-60.0,-100.0,-99.0,-100.0,-99.0,18.0
296195,-61.0,-100.0,-99.0,-100.0,-99.0,18.0
296211,-62.0,-100.0,-99.0,-100.0,-99.0,18.0
296228,-63.0,-100.0,-99.0,-100.0,-99.0,18.0
296245,-64.0,-100.0,-99.0,-100.0,-99.0,18.0
296261,-65.0,-100.0,-99.0,-100.0,-99.0,18.0
296279,-67.0,-100.0,-99.0,-100.0,-99.0,18.0
296295,-68.0,-100.0,-99.0,-100.0,-99.0,18.0
296315,-69.0,-100.0,-99.0,-100.0,-99.0,18.0
296328,-70.0,-100.0,-99.0,-100.0,-99.0,18.0
296346,-71.0,-100.0,-99.0,-100.0,-99.0,18.0
296361,-72.0,-100.0,-99.0,-100.0,-99.0,18.0
296381,-73.0,-100.0,-99.0,-100.0,-99.0,18.0
296394,-74.0,-100.0,-99.0,-100.0,-99.0,18.0
296412,-75.0,-100.0,-99.0,-100.0,-99.0,18.0
296428,-77.0,-100.0,-99.0,-100.0,-99.0,18.0
296447,-78.0,-100.0,-99.0,-100.0,-99.0,18.0
296461,-79.0,-100.0,-99.0,-100.0,-99.0,18.0
296479,-80.0,-100.0,-99.0,-100.0,-99.0,18.0
296494,-81.0,-100.0,-99.0,-100.0,-99.0,18.0
296512,-82.0,-100.0,-99.0,-100.0,-99.0,18.0
296528,-83.0,-100.0,-99.0,-100.0,-99.0,18.0
296545,-84.0,-100.0,-99.0,-100.0,-99.0,18.0
296561,-85.0,-100.0,-99.0,-100.0,-99.0,18.0
296580,-87.0,-100.0,-99.0,-100.0,-99.0,18.0
296594,-88.0,-100.0,-99.0,-100.0,-99.0,18.0
296613,-89.0,-100.0,-99.0,-100.0,-99.0,18.0
296628,-90.0,-100.0,-99.0,-100.0,-99.0,18.0
296645,-91.0,-100.0,-99.0,-100.0,-99.0,18.0
296661,-92.0,-100.0,-99.0,-100.0,-99.0,18.0
296680,-93.0,-100.0,-99.0,-100.0,-99.0,18.0
296694,-94.0,-100.0,-99.0,-100.0,-99.0,18.0
296713,-95.0,-100.0,-99.0,-100.0,-99.0,18.0
296728,-97.0,-100.0,-99.0,-100.0,-99.0,18.0
296746,-98.0,-100.0,-99.0,-100.0,-99.0,18.0
296779,-100.0,-100.0,-99.0,-100.0,-99.0,18.0
311137,-100.0,-100.0,-99.0,-100.0,-99.0,18.0
311155,-100.0,-100.0,-99.0,-100.0,-99.0,17.0
311157,-100.0,-100.0,-99.0,-100.0,-99.0,17.0
311170,-100.0,-100.0,-99.0,-100.0,-99.0,16.0
311174,-100.0,-100.0,-99.0,-100.0,-99.0,16.0
311188,-100.0,-100.0,-99.0,-100.0,-99.0,15.0
311191,-100.0,-100.0,-99.0,-100.0,-99.0,15.0
311206,-100.0,-100.0,-99.0,-100.0,-99.0,14.0
311209,-100.0,-100.0,-99.0,-100.0,-99.0,14.0
311224,-100.0,-100.0,-99.0,-100.0,-99.0,13.0
311227,-100.0,-100.0,-99.0,-100.0,-99.0,13.0
311242,-100.0,-100.0,-99.0,-100.0,-99.0,12.0
311245,-100.0,-100.0,-99.0,-100.0,-99.0,12.0
311249,-100.0,-100.0,-99.0,-100.0,-99.0,11.0
311254,-100.0,-100.0,-99.0,-100.0,-99.0,11.0
311266,-100.0,-100.0,-99.0,-100.0,-99.0,10.0
311271,-100.0,-100.0,-99.0,-100.0,-99.0,10.0
311284,-100.0,-100.0,-99.0,-100.0,-99.0,9.0
311286,-100.0,-100.0,-99.0,-100.0,-99.0,9.0
311302,-100.0,-100.0,-99.0,-100.0,-99.0,7.0
311305,-100.0,-100.0,-99.0,-100.0,-99.0,7.0
311319,-100.0,-100.0,-99.0,-100.0,-99.0,6.0
311323,-100.0,-100.0,-99.0,-100.0,-99.0,6.0
311338,-100.0,-100.0,-99.0,-100.0,-99.0,5.0
311341,-100.0,-100.0,-99.0,-100.0,-99.0,5.0
311356,-100.0,-100.0,-99.0,-100.0,-99.0,4.0
311359,-100.0,-100.0,-99.0,-100.0,-99.0,4.0
311372,-100.0,-100.0,-99.0,-100.0,-99.0,3.0
311377,-100.0,-100.0,-99.0,-100.0,-99.0,3.0
311390,-100.0,-100.0,-99.0,-100.0,-99.0,2.0
311393,-100.0,-100.0,-99.0,-100.0,-99.0,2.0
311408,-100.0,-100.0,-99.0,-100.0,-99.0,1.0
311412,-100.0,-100.0,-99.0,-100.0,-99.0,1.0
311415,-100.0,-100.0,-99.0,-100.0,-99.0,0.0
311419,-100.0,-100.0,-99.0,-100.0,-99.0,0.0
311434,-100.0,-100.0,-99.0,-100.0,-99.0,-1.0
311438,-100.0,-100.0,-99.0,-100.0,-99.0,-1.0
311452,-100.0,-100.0,-99.0,-100.0,-99.0,-3.0
311455,-100.0,-100.0,-99.0,-100.0,-99.0,-3.0
311469,-100.0,-100.0,-99.0,-100.0,-99.0,-4.0
311474,-100.0,-100.0,-99.0,-100.0,-99.0,-4.0
311486,-100.0,-100.0,-99.0,-100.0,-99.0,-5.0
311489,-100.0,-100.0,-99.0,-100.0,-99.0,-5.0
311504,-100.0,-100.0,-99.0,-100.0,-99.0,-6.0
311507,-100.0,-100.0,-99.0,-100.0,-99.0,-6.0
311523,-100.0,-100.0,-99.0,-100.0,-99.0,-7.0
311526,-100.0,-100.0,-99.0,-100.0,-99.0,-7.0
311540,-100.0,-100.0,-99.0,-100.0,-99.0,-8.0
311543,-100.0,-100.0,-99.0,-100.0,-99.0,-8.0
311558,-100.0,-100.0,-99.0,-100.0,-99.0,-9.0
311561,-100.0,-100.0,-99.0,-100.0,-99.0,-9.0
311568,-100.0,-100.0,-99.0,-100.0,-99.0,-10.0
311570,-100.0,-100.0,-99.0,-100.0,-99.0,-10.0
311583,-100.0,-100.0,-99.0,-100.0,-99.0,-11.0
311585,-100.0,-100.0,-99.0,-100.0,-99.0,-11.0
311601,-100.0,-100.0,-99.0,-100.0,-99.0,-12.0
311609,-100.0,-100.0,-99.0,-100.0,-99.0,-12.0
311637,-100.0,-100.0,-99.0,-100.0,-99.0,-14.0
311640,-100.0,-100.0,-99.0,-100.0,-99.0,-14.0
311655,-100.0,-100.0,-99.0,-100.0,-99.0,-15.0
311657,-100.0,-100.0,-99.0,-100.0,-99.0,-15.0
