,AZSSG2REHDX18,A1XY2JMPVJCF4
289710,-100.0,-100.0
289727,-100.0,-100.0
289743,-100.0,-100.0
289762,-100.0,-100.0
289777,-100.0,-100.0
289794,-100.0,-100.0
289810,-100.0,-100.0
289827,-100.0,-100.0
289843,-100.0,-100.0
289862,-100.0,-100.0
289876,-100.0,-100.0
289893,-100.0,-100.0
289910,-100.0,-100.0
289926,-100.0,-100.0
289943,-100.0,-100.0
289960,-100.0,-100.0
289977,-100.0,-100.0
289993,-100.0,-100.0
290010,-100.0,-100.0
290027,-100.0,-100.0
290044,-100.0,-100.0
290060,-100.0,-100.0
290076,-100.0,-100.0
290093,-100.0,-100.0
290110,-100.0,-100.0
290126,-100.0,-100.0
290143,-100.0,-100.0
290160,-100.0,-100.0
290177,-100.0,-100.0
290194,-100.0,-100.0
290210,-100.0,-100.0
290226,-100.0,-100.0
290244,-100.0,-100.0
290260,-100.0,-100.0
290277,-100.0,-100.0
290293,-100.0,-100.0
290310,-100.0,-100.0
290327,-100.0,-100.0
290343,-100.0,-100.0
290360,-100.0,-100.0
290377,-100.0,-100.0
290393,-100.0,-100.0
290410,-100.0,-100.0
290426,-100.0,-100.0
290444,-100.0,-100.0
290460,-100.0,-100.0
290477,-100.0,-100.0
290494,-100.0,-100.0
290510,-100.0,-100.0
290526,-100.0,-100.0
290543,-100.0,-100.0
290560,-100.0,-100.0
290577,-100.0,-100.0
290593,-100.0,-100.0
290610,-100.0,-100.0
290626,-100.0,-100.0
290643,-100.0,-100.0
290660,-100.0,-100.0
290676,-100.0,-100.0
290693,-100.0,-100.0
290710,-100.0,-100.0
290726,-100.0,-100.0
290743,-100.0,-100.0
290760,-100.0,-100.0
290777,-100.0,-100.0
290793,-100.0,-100.0
290810,-100.0,-100.0
290827,-100.0,-100.0
290843,-100.0,-100.0
290860,-100.0,-100.0
290876,-100.0,-100.0
290893,-100.0,-100.0
290910,-100.0,-100.0
290926,-100.0,-100.0
290943,-100.0,-100.0
290960,-100.0,-100.0
290976,-100.0,-100.0
290993,-100.0,-100.0
291010,-100.0,-100.0
291027,-100.0,-100.0
352504,-100.0,-100.0
352521,-100.0,-100.0
352537,-100.0,-100.0
352554,-100.0,-100.0
352571,-100.0,-100.0
352588,-100.0,-100.0
352604,-100.0,-100.0
352621,-100.0,-100.0
352637,-100.0,-100.0
352654,-100.0,-100.0
352671,-100.0,-100.0
352687,-100.0,-100.0
352704,-100.0,-100.0
352721,-100.0,-100.0
352738,-100.0,-100.0
352754,-100.0,-100.0
352771,-100.0,-100.0
352787,-100.0,-100.0
352804,-100.0,-100.0
352821,-100.0,-100.0
352838,-100.0,-100.0
352854,-100.0,-100.0
352871,-100.0,-100.0
352888,-100.0,-100.0
352904,-100.0,-100.0
352921,-100.0,-100.0
352937,-100.0,-100.0
352954,-100.0,-100.0
352971,-100.0,-100.0
352988,-100.0,-100.0
353004,-100.0,-100.0
353021,-100.0,-100.0
353037,-100.0,-100.0
353054,-100.0,-100.0
353071,-100.0,-100.0
353087,-100.0,-100.0
353104,-100.0,-100.0
353121,-100.0,-100.0
353137,-100.0,-100.0
353154,-100.0,-100.0
353171,-100.0,-100.0
353187,-100.0,-100.0
353204,-100.0,-100.0
353221,-100.0,-100.0
353237,-100.0,-100.0
353254,-100.0,-100.0
353271,-100.0,-100.0
353554,-100.0,-100.0
353571,-100.0,-100.0
353588,-100.0,-100.0
353604,-100.0,-100.0
353621,-100.0,-100.0
353637,-100.0,-100.0
353654,-100.0,-100.0
353671,-100.0,-100.0
353688,-100.0,-100.0
353704,-100.0,-100.0
353721,-100.0,-100.0
353738,-100.0,-100.0
353754,-100.0,-100.0
353771,-100.0,-100.0
353787,-100.0,-100.0
353804,-100.0,-100.0
353821,-100.0,-100.0
353838,-100.0,-100.0
353854,-100.0,-100.0
353871,-100.0,-100.0
353887,-100.0,-100.0
353904,-100.0,-100.0
353921,-100.0,-100.0
353938,-100.0,-100.0
353954,-100.0,-100.0
353971,-100.0,-100.0
353987,-100.0,-100.0
354004,-100.0,-100.0
354021,-100.0,-100.0
354038,-100.0,-100.0
354054,-100.0,-100.0
354071,-100.0,-100.0
354087,-100.0,-100.0
354104,-100.0,-100.0
354121,-100.0,-100.0
354137,-100.0,-100.0
354154,-100.0,-100.0
354171,-100.0,-100.0
354188,-100.0,-100.0
354204,-100.0,-100.0
354221,-100.0,-100.0
354237,-100.0,-100.0
354254,-100.0,-100.0
354271,-100.0,-100.0
354287,-100.0,-100.0
354304,-100.0,-100.0
354321,-100.0,-100.0
354827,-100.0,-100.0
354844,-100.0,-100.0
354860,-100.0,-100.0
354877,-100.0,-100.0
354893,-100.0,-100.0
354910,-100.0,-100.0
354927,-100.0,-100.0
354943,-100.0,-100.0
356654,-100.0,-100.0
356672,-100.0,-100.0
356688,-100.0,-100.0
356704,-100.0,-100.0
356721,-100.0,-100.0
356738,-100.0,-100.0
356754,-100.0,-100.0
356771,-100.0,-100.0
356788,-100.0,-100.0
356804,-100.0,-100.0
356821,-100.0,-100.0
356837,-100.0,-100.0
356854,-100.0,-100.0
356871,-100.0,-100.0
356888,-100.0,-100.0
356904,-100.0,-100.0
356921,-100.0,-100.0
356938,-100.0,-100.0
356954,-100.0,-100.0
356971,-100.0,-100.0
356988,-100.0,-100.0
357004,-100.0,-100.0
357021,-100.0,-100.0
357038,-100.0,-100.0
357054,-100.0,-100.0
357071,-100.0,-100.0
357087,-100.0,-100.0
357104,-100.0,-100.0
357121,-100.0,-100.0
357138,-100.0,-100.0
357154,-100.0,-100.0
357171,-100.0,-100.0
357187,-100.0,-100.0
357204,-100.0,-100.0
357222,-100.0,-100.0
357404,-100.0,-100.0
357421,-100.0,-100.0
357437,-100.0,-100.0
357454,-100.0,-100.0
357471,-100.0,-100.0
357487,-100.0,-100.0
357504,-100.0,-100.0
357521,-100.0,-100.0
357537,-100.0,-100.0
357554,-100.0,-100.0
357571,-100.0,-100.0
357588,-100.0,-100.0
357604,-100.0,-100.0
357621,-100.0,-100.0
357638,-100.0,-100.0
357654,-100.0,-100.0
357671,-100.0,-100.0
357688,-100.0,-100.0
357704,-100.0,-100.0
357721,-100.0,-100.0
357738,-100.0,-100.0
357754,-100.0,-100.0
357771,-100.0,-100.0
357788,-100.0,-100.0
357804,-100.0,-100.0
357821,-100.0,-100.0
357838,-100.0,-100.0
357854,-100.0,-100.0
357871,-100.0,-100.0
357888,-100.0,-100.0
357904,-100.0,-100.0
357921,-100.0,-100.0
357937,-100.0,-100.0
357954,-100.0,-100.0
357971,-100.0,-100.0
358210,-100.0,-100.0
358228,-100.0,-100.0
358243,-100.0,-100.0
358260,-100.0,-100.0
358277,-100.0,-100.0
358293,-100.0,-100.0
358310,-100.0,-100.0
358327,-100.0,-100.0
358343,-100.0,-100.0
358360,-100.0,-100.0
358377,-100.0,-100.0
358393,-100.0,-100.0
358410,-100.0,-100.0
358427,-100.0,-100.0
358444,-100.0,-100.0
358460,-100.0,-100.0
358477,-100.0,-100.0
358494,-100.0,-100.0
358510,-100.0,-100.0
358526,-100.0,-100.0
358543,-100.0,-100.0
358560,-100.0,-100.0
358579,-100.0,-100.0
358593,-100.0,-100.0
358610,-100.0,-100.0
358627,-100.0,-100.0
358643,-100.0,-100.0
358660,-100.0,-100.0
358678,-100.0,-100.0
358693,-100.0,-100.0
358712,-100.0,-100.0
358727,-100.0,-100.0
358743,-100.0,-100.0
358760,-100.0,-100.0
358778,-100.0,-100.0
358793,-100.0,-100.0
358810,-100.0,-100.0
358826,-100.0,-100.0
358846,-100.0,-100.0
358860,-100.0,-100.0
358878,-100.0,-100.0
358893,-100.0,-100.0
358911,-100.0,-100.0
358927,-100.0,-100.0
358943,-100.0,-100.0
358960,-100.0,-100.0
358977,-100.0,-100.0
358993,-100.0,-100.0
359010,-100.0,-100.0
359026,-100.0,-100.0
359043,-100.0,-100.0
359060,-100.0,-100.0
359077,-100.0,-100.0
359093,-100.0,-100.0
359110,-100.0,-100.0
359127,-100.0,-100.0
359144,-100.0,-100.0
359160,-100.0,-100.0
359177,-100.0,-100.0
359193,-100.0,-100.0
359210,-100.0,-100.0
359228,-100.0,-100.0
359243,-100.0,-100.0
359260,-100.0,-100.0
359277,-100.0,-100.0
359293,-100.0,-100.0
359311,-100.0,-100.0
359326,-100.0,-100.0
359344,-100.0,-100.0
359360,-100.0,-100.0
359377,-100.0,-100.0
359394,-100.0,-100.0
359410,-100.0,-100.0
359427,-100.0,-100.0
359443,-100.0,-100.0
359460,-100.0,-100.0
364743,-100.0,-100.0
364761,-100.0,-100.0
364777,-100.0,-100.0
364793,-100.0,-100.0
364810,-100.0,-100.0
364826,-100.0,-100.0
364843,-100.0,-100.0
364860,-100.0,-100.0
364877,-100.0,-100.0
364893,-100.0,-100.0
364910,-100.0,-100.0
364926,-100.0,-100.0
364943,-100.0,-100.0
364960,-100.0,-100.0
364977,-100.0,-100.0
364993,-100.0,-100.0
365010,-100.0,-100.0
365026,-100.0,-100.0
365043,-100.0,-100.0
365060,-100.0,-100.0
365076,-100.0,-100.0
365093,-100.0,-100.0
365110,-100.0,-100.0
365126,-100.0,-100.0
365143,-100.0,-100.0
365160,-100.0,-100.0
365176,-100.0,-100.0
365193,-100.0,-100.0
365210,-100.0,-100.0
365229,-100.0,-100.0
365243,-100.0,-100.0
365260,-100.0,-100.0
365277,-100.0,-100.0
365293,-100.0,-100.0
365310,-100.0,-100.0
365327,-100.0,-100.0
365343,-100.0,-100.0
365360,-100.0,-100.0
365376,-100.0,-100.0
365394,-100.0,-100.0
365410,-100.0,-100.0
365426,-100.0,-100.0
365443,-100.0,-100.0
365460,-100.0,-100.0
365477,-100.0,-100.0
365493,-100.0,-100.0
365510,-100.0,-100.0
365526,-100.0,-100.0
365543,-100.0,-100.0
365560,-100.0,-100.0
365576,-100.0,-100.0
365593,-100.0,-100.0
365610,-100.0,-100.0
365626,-100.0,-100.0
365643,-100.0,-100.0
365660,-100.0,-100.0
365676,-100.0,-100.0
365693,-100.0,-100.0
365710,-100.0,-100.0
365727,-100.0,-100.0
365743,-100.0,-100.0
365760,-100.0,-100.0
365777,-100.0,-100.0
365793,-100.0,-100.0
365810,-100.0,-100.0
365826,-100.0,-100.0
365843,-100.0,-100.0
365860,-100.0,-100.0
365877,-100.0,-100.0
365893,-100.0,-100.0
365910,-100.0,-100.0
365926,-100.0,-100.0
365943,-100.0,-100.0
365960,-100.0,-100.0
379643,-100.0,-100.0
379661,-100.0,-100.0
379677,-100.0,-100.0
379693,-100.0,-100.0
379710,-100.0,-100.0
379726,-100.0,-100.0
379744,-100.0,-100.0
379760,-100.0,-100.0
379777,-100.0,-100.0
379793,-100.0,-100.0
379810,-100.0,-100.0
379827,-100.0,-100.0
379843,-100.0,-100.0
379860,-100.0,-100.0
379876,-100.0,-100.0
379893,-100.0,-100.0
379910,-100.0,-100.0
379926,-100.0,-100.0
379943,-100.0,-100.0
379960,-100.0,-100.0
379976,-100.0,-100.0
379993,-100.0,-100.0
380010,-100.0,-100.0
380026,-100.0,-100.0
380044,-100.0,-100.0
380060,-100.0,-100.0
380077,-100.0,-100.0
380093,-100.0,-100.0
380110,-100.0,-100.0
380127,-100.0,-100.0
380143,-100.0,-100.0
380160,-100.0,-100.0
380177,-100.0,-100.0
380193,-100.0,-100.0
380211,-100.0,-100.0
380226,-100.0,-100.0
380243,-100.0,-100.0
380260,-100.0,-100.0
380276,-100.0,-100.0
380294,-100.0,-100.0
380310,-100.0,-100.0
380327,-100.0,-100.0
380343,-100.0,-100.0
380360,-100.0,-100.0
380377,-100.0,-100.0
380393,-100.0,-100.0
380410,-100.0,-100.0
380426,-100.0,-100.0
380443,-100.0,-100.0
380460,-100.0,-100.0
380476,-100.0,-100.0
380493,-100.0,-100.0
380510,-100.0,-100.0
380526,-100.0,-100.0
380543,-100.0,-100.0
380560,-100.0,-100.0
380577,-100.0,-100.0
380593,-100.0,-100.0
380610,-100.0,-100.0
380627,-100.0,-100.0
380643,-100.0,-100.0
380660,-100.0,-100.0
380677,-100.0,-100.0
380693,-100.0,-100.0
380711,-100.0,-100.0
380726,-100.0,-100.0
380744,-100.0,-100.0
380760,-100.0,-100.0
380777,-100.0,-100.0
380793,-100.0,-100.0
380810,-100.0,-100.0
380826,-100.0,-100.0
380843,-100.0,-100.0
380860,-100.0,-100.0
380876,-100.0,-100.0
380893,-100.0,-100.0
380910,-100.0,-100.0
380926,-100.0,-100.0
380943,-100.0,-100.0
380960,-100.0,-100.0
380976,-100.0,-100.0
380993,-100.0,-100.0
381010,-100.0,-100.0
381026,-100.0,-100.0
381043,-100.0,-100.0
381060,-100.0,-100.0
381077,-100.0,-100.0
381094,-100.0,-100.0
381127,-100.0,-100.0
381160,-100.0,-100.0
381176,-100.0,-100.0
381193,-100.0,-100.0
381210,-100.0,-100.0
381228,-100.0,-100.0
381243,-100.0,-100.0
384126,-100.0,-100.0
384144,-100.0,-100.0
384160,-100.0,-100.0
384176,-100.0,-100.0
384193,-100.0,-100.0
384210,-100.0,-100.0
384226,-100.0,-100.0
384244,-100.0,-100.0
384260,-100.0,-100.0
384277,-100.0,-100.0
384293,-100.0,-100.0
384310,-100.0,-100.0
384326,-100.0,-100.0
384343,-100.0,-100.0
384359,-100.0,-100.0
384376,-100.0,-100.0
384393,-100.0,-100.0
384410,-100.0,-100.0
384426,-100.0,-100.0
384443,-100.0,-100.0
384459,-100.0,-100.0
384476,-100.0,-100.0
384494,-100.0,-100.0
384510,-100.0,-100.0
384526,-100.0,-100.0
384543,-100.0,-100.0
384560,-100.0,-100.0
384576,-100.0,-100.0
384593,-100.0,-100.0
384610,-100.0,-100.0
384626,-100.0,-100.0
384643,-100.0,-100.0
384660,-100.0,-100.0
384676,-100.0,-100.0
384693,-100.0,-100.0
384710,-100.0,-100.0
384726,-100.0,-100.0
384743,-100.0,-100.0
384760,-100.0,-100.0
384776,-100.0,-100.0
384794,-100.0,-100.0
384810,-100.0,-100.0
384827,-100.0,-100.0
384843,-100.0,-100.0
384860,-100.0,-100.0
384876,-100.0,-100.0
384893,-100.0,-100.0
384910,-100.0,-100.0
384927,-100.0,-100.0
384943,-100.0,-100.0
384960,-100.0,-100.0
384977,-100.0,-100.0
397493,-100.0,-100.0
397511,-100.0,-100.0
397526,-100.0,-100.0
397543,-100.0,-100.0
397560,-100.0,-100.0
397577,-100.0,-100.0
397593,-100.0,-100.0
397610,-100.0,-100.0
397626,-100.0,-100.0
397643,-100.0,-100.0
397660,-100.0,-100.0
397677,-100.0,-100.0
397693,-100.0,-100.0
397710,-100.0,-100.0
397727,-100.0,-100.0
397743,-100.0,-100.0
397760,-100.0,-100.0
397777,-100.0,-100.0
397793,-100.0,-100.0
397810,-100.0,-100.0
397827,-100.0,-100.0
397844,-100.0,-100.0
397860,-100.0,-100.0
397877,-100.0,-100.0
397893,-100.0,-100.0
397910,-100.0,-100.0
397927,-100.0,-100.0
397943,-100.0,-100.0
397960,-100.0,-100.0
397977,-100.0,-100.0
397993,-100.0,-100.0
398010,-100.0,-100.0
398026,-100.0,-100.0
398043,-100.0,-100.0
398060,-100.0,-100.0
398076,-100.0,-100.0
398093,-100.0,-100.0
398110,-100.0,-100.0
398126,-100.0,-100.0
398145,-100.0,-100.0
398160,-100.0,-100.0
398176,-100.0,-100.0
398193,-100.0,-100.0
398210,-100.0,-100.0
398227,-100.0,-100.0
398243,-100.0,-100.0
398260,-100.0,-100.0
398277,-100.0,-100.0
398439,-100.0,-100.0
398456,-100.0,-100.0
398472,-100.0,-100.0
398488,-100.0,-100.0
398505,-100.0,-100.0
398522,-100.0,-100.0
398538,-100.0,-100.0
398555,-100.0,-100.0
398572,-100.0,-100.0
398589,-100.0,-100.0
398605,-100.0,-100.0
398622,-100.0,-100.0
398638,-100.0,-100.0
398655,-100.0,-100.0
398672,-100.0,-100.0
398872,-100.0,-100.0
398889,-100.0,-100.0
398905,-100.0,-100.0
398922,-100.0,-100.0
398938,-100.0,-100.0
398955,-100.0,-100.0
398972,-100.0,-100.0
398988,-100.0,-100.0
399005,-100.0,-100.0
399022,-100.0,-100.0
399288,-100.0,-100.0
399305,-100.0,-100.0
399322,-100.0,-100.0
399338,-100.0,-100.0
399355,-100.0,-100.0
399372,-100.0,-100.0
408060,-100.0,-100.0
408078,-100.0,-100.0
408110,-100.0,-100.0
408126,-100.0,-100.0
408143,-100.0,-100.0
408160,-100.0,-100.0
408177,-100.0,-100.0
408193,-100.0,-100.0
408210,-100.0,-100.0
408227,-100.0,-100.0
408243,-100.0,-100.0
408260,-100.0,-100.0
408277,-100.0,-100.0
408293,-100.0,-100.0
408310,-100.0,-100.0
408327,-100.0,-100.0
408343,-100.0,-100.0
408360,-100.0,-100.0
408376,-100.0,-100.0
408393,-100.0,-100.0
408410,-100.0,-100.0
408426,-100.0,-100.0
408443,-100.0,-100.0
408460,-100.0,-100.0
408477,-100.0,-100.0
408493,-100.0,-100.0
408510,-100.0,-100.0
408526,-100.0,-100.0
408543,-100.0,-100.0
408560,-100.0,-100.0
408578,-100.0,-100.0
408593,-100.0,-100.0
408610,-100.0,-100.0
408627,-100.0,-100.0
408643,-100.0,-100.0
408660,-100.0,-100.0
408676,-100.0,-100.0
408693,-100.0,-100.0
408710,-100.0,-100.0
408726,-100.0,-100.0
408743,-100.0,-100.0
408760,-100.0,-100.0
408776,-100.0,-100.0
408793,-100.0,-100.0
408810,-100.0,-100.0
408826,-100.0,-100.0
408843,-100.0,-100.0
408860,-100.0,-100.0
408877,-100.0,-100.0
588627,-100.0,-100.0
588644,-100.0,-100.0
588676,-100.0,-100.0
588693,-100.0,-100.0
588710,-100.0,-100.0
588727,-100.0,-100.0
588743,-100.0,-100.0
588760,-100.0,-100.0
588776,-100.0,-100.0
588794,-100.0,-100.0
588810,-100.0,-100.0
588827,-100.0,-100.0
588843,-100.0,-100.0
588860,-100.0,-100.0
588877,-100.0,-100.0
588893,-100.0,-100.0
588910,-100.0,-100.0
588926,-100.0,-100.0
588943,-100.0,-100.0
588960,-100.0,-100.0
588976,-100.0,-100.0
588993,-100.0,-100.0
589010,-100.0,-100.0
589026,-100.0,-100.0
589043,-100.0,-100.0
589060,-100.0,-100.0
589077,-100.0,-100.0
589093,-100.0,-100.0
589110,-100.0,-100.0
589126,-100.0,-100.0
589144,-100.0,-100.0
589160,-100.0,-100.0
589176,-100.0,-100.0
589193,-100.0,-100.0
589210,-100.0,-100.0
589227,-100.0,-100.0
589243,-100.0,-100.0
589260,-100.0,-100.0
589277,-100.0,-100.0
589293,-100.0,-100.0
589310,-100.0,-100.0
589326,-100.0,-100.0
589343,-100.0,-100.0
589360,-100.0,-100.0
589376,-100.0,-100.0
589393,-100.0,-100.0
589410,-100.0,-100.0
589426,-100.0,-100.0
589443,-100.0,-100.0
589460,-100.0,-100.0
589476,-100.0,-100.0
589493,-100.0,-100.0
589510,-100.0,-100.0
589527,-100.0,-100.0
589543,-100.0,-100.0
589560,-100.0,-100.0
589577,-100.0,-100.0
589593,-100.0,-100.0
589610,-100.0,-100.0
589627,-100.0,-100.0
589643,-100.0,-100.0
589660,-100.0,-100.0
589676,-100.0,-100.0
589693,-100.0,-100.0
589710,-100.0,-100.0
589726,-100.0,-100.0
589743,-100.0,-100.0
589760,-100.0,-100.0
589776,-100.0,-100.0
589793,-100.0,-100.0
589810,-100.0,-100.0
589827,-100.0,-100.0
589843,-100.0,-100.0
589860,-100.0,-100.0
589877,-100.0,-100.0
589893,-100.0,-100.0
589910,-100.0,-100.0
589927,-100.0,-100.0
589943,-100.0,-100.0
589960,-100.0,-100.0
589976,-100.0,-100.0
589995,-100.0,-100.0
590010,-100.0,-100.0
590026,-100.0,-100.0
590043,-100.0,-100.0
590060,-100.0,-100.0
590077,-100.0,-100.0
590093,-100.0,-100.0
590110,-100.0,-100.0
590127,-100.0,-100.0
590143,-100.0,-100.0
590160,-100.0,-100.0
590176,-100.0,-100.0
590193,-100.0,-100.0
590210,-100.0,-100.0
590226,-100.0,-100.0
590243,-100.0,-100.0
590260,-100.0,-100.0
590276,-100.0,-100.0
590293,-100.0,-100.0
590310,-100.0,-100.0
590327,-100.0,-100.0
590343,-100.0,-100.0
590360,-100.0,-100.0
590377,-100.0,-100.0
590393,-100.0,-100.0
590410,-100.0,-100.0
590426,-100.0,-100.0
590443,-100.0,-100.0
590460,-100.0,-100.0
590477,-100.0,-100.0
590494,-100.0,-100.0
590510,-100.0,-100.0
590527,-100.0,-100.0
590543,-100.0,-100.0
590561,-100.0,-100.0
590576,-100.0,-100.0
590594,-100.0,-100.0
590610,-100.0,-100.0
590627,-100.0,-100.0
590643,-100.0,-100.0
590660,-100.0,-100.0
590677,-100.0,-100.0
590693,-100.0,-100.0
590710,-100.0,-100.0
590726,-100.0,-100.0
590745,-100.0,-100.0
590760,-100.0,-100.0
590777,-100.0,-100.0
590793,-100.0,-100.0
590810,-100.0,-100.0
590827,-100.0,-100.0
590844,-100.0,-100.0
590860,-100.0,-100.0
590878,-100.0,-100.0
590893,-100.0,-100.0
590911,-100.0,-100.0
590926,-100.0,-100.0
590943,-100.0,-100.0
590960,-100.0,-100.0
590976,-100.0,-100.0
590993,-100.0,-100.0
591010,-100.0,-100.0
591029,-100.0,-100.0
591043,-100.0,-100.0
591061,-100.0,-100.0
591077,-100.0,-100.0
591094,-100.0,-100.0
591110,-100.0,-100.0
591128,-100.0,-100.0
591143,-100.0,-100.0
591160,-100.0,-100.0
591176,-100.0,-100.0
591193,-100.0,-100.0
591210,-100.0,-100.0
591226,-100.0,-100.0
591243,-100.0,-100.0
591260,-100.0,-100.0
591276,-100.0,-100.0
591293,-100.0,-100.0
591310,-100.0,-100.0
591327,-100.0,-100.0
591343,-100.0,-100.0
591362,-100.0,-100.0
591376,-100.0,-100.0
591393,-100.0,-100.0
591410,-100.0,-100.0
591426,-100.0,-100.0
591443,-100.0,-100.0
591460,-100.0,-100.0
591476,-100.0,-100.0
591493,-100.0,-100.0
591510,-100.0,-100.0
591527,-100.0,-100.0
591543,-100.0,-100.0
591560,-100.0,-100.0
591577,-100.0,-100.0
606860,-100.0,-100.0
606877,-100.0,-100.0
606893,-100.0,-100.0
606910,-100.0,-100.0
606927,-100.0,-100.0
606943,-100.0,-100.0
606960,-100.0,-100.0
606977,-100.0,-100.0
606993,-100.0,-100.0
607010,-100.0,-100.0
607027,-100.0,-100.0
607043,-100.0,-100.0
607060,-100.0,-100.0
607077,-100.0,-100.0
607093,-100.0,-100.0
607110,-100.0,-100.0
607126,-100.0,-100.0
607143,-100.0,-100.0
607160,-100.0,-100.0
607176,-100.0,-100.0
607193,-100.0,-100.0
607210,-100.0,-100.0
607226,-100.0,-100.0
607243,-100.0,-100.0
607260,-100.0,-100.0
607277,-100.0,-100.0
607293,-100.0,-100.0
607310,-100.0,-100.0
607326,-100.0,-100.0
607343,-100.0,-100.0
607360,-100.0,-100.0
607377,-100.0,-100.0
607393,-100.0,-100.0
607410,-100.0,-100.0
607426,-100.0,-100.0
607443,-100.0,-100.0
607460,-100.0,-100.0
607477,-100.0,-100.0
607876,-100.0,-100.0
607894,-100.0,-100.0
607910,-100.0,-100.0
607927,-100.0,-100.0
607943,-100.0,-100.0
607960,-100.0,-100.0
607976,-100.0,-100.0
607993,-100.0,-100.0
608010,-100.0,-100.0
608027,-100.0,-100.0
608043,-100.0,-100.0
608060,-100.0,-100.0
608076,-100.0,-100.0
608093,-100.0,-100.0
608110,-100.0,-100.0
608127,-100.0,-100.0
608143,-100.0,-100.0
608160,-100.0,-100.0
608176,-100.0,-100.0
608193,-100.0,-100.0
608210,-100.0,-100.0
608227,-100.0,-100.0
608243,-100.0,-100.0
608260,-100.0,-100.0
608276,-100.0,-100.0
608293,-100.0,-100.0
608310,-100.0,-100.0
608327,-100.0,-100.0
608343,-100.0,-100.0
608360,-100.0,-100.0
608376,-100.0,-100.0
608393,-100.0,-100.0
608410,-100.0,-100.0
608426,-100.0,-100.0
608443,-100.0,-100.0
608460,-100.0,-100.0
608477,-100.0,-100.0
608493,-100.0,-100.0
608510,-100.0,-100.0
619386,-100.0,-100.0
619404,-100.0,-100.0
619420,-100.0,-100.0
619436,-100.0,-100.0
619453,-100.0,-100.0
619470,-100.0,-100.0
619487,-100.0,-100.0
619505,-100.0,-100.0
619537,-100.0,-100.0
619877,-100.0,-100.0
619894,-100.0,-100.0
619910,-100.0,-100.0
619926,-100.0,-100.0
619943,-100.0,-100.0
619960,-100.0,-100.0
619976,-100.0,-100.0
619993,-100.0,-100.0
620010,-100.0,-100.0
620026,-100.0,-100.0
620043,-100.0,-100.0
620060,-100.0,-100.0
620076,-100.0,-100.0
620093,-100.0,-100.0
620110,-100.0,-100.0
620126,-100.0,-100.0
620143,-100.0,-100.0
620160,-100.0,-100.0
620176,-100.0,-100.0
620193,-100.0,-100.0
620210,-100.0,-100.0
620227,-100.0,-100.0
620243,-100.0,-100.0
620260,-100.0,-100.0
620277,-100.0,-100.0
620293,-100.0,-100.0
620310,-100.0,-100.0
620327,-100.0,-100.0
620343,-100.0,-100.0
620360,-100.0,-100.0
620377,-100.0,-100.0
620393,-100.0,-100.0
620410,-100.0,-100.0
620426,-100.0,-100.0
620443,-100.0,-100.0
620460,-100.0,-100.0
620477,-100.0,-100.0
620493,-100.0,-100.0
620510,-100.0,-100.0
620527,-100.0,-100.0
620543,-100.0,-100.0
620560,-100.0,-100.0
620577,-100.0,-100.0
620593,-100.0,-100.0
620610,-100.0,-100.0
620627,-100.0,-100.0
620643,-100.0,-100.0
620660,-100.0,-100.0
620676,-100.0,-100.0
620693,-100.0,-100.0
620710,-100.0,-100.0
620727,-100.0,-100.0
620743,-100.0,-100.0
620760,-100.0,-100.0
620777,-100.0,-100.0
620793,-100.0,-100.0
620810,-100.0,-100.0
620826,-100.0,-100.0
620843,-100.0,-100.0
620860,-100.0,-100.0
620876,-100.0,-100.0
620893,-100.0,-100.0
620910,-100.0,-100.0
620926,-100.0,-100.0
620943,-100.0,-100.0
620960,-100.0,-100.0
620977,-100.0,-100.0
620993,-100.0,-100.0
621010,-100.0,-100.0
621027,-100.0,-100.0
621043,-100.0,-100.0
621060,-100.0,-100.0
621077,-100.0,-100.0
621093,-100.0,-100.0
621110,-100.0,-100.0
621126,-100.0,-100.0
621143,-100.0,-100.0
621160,-100.0,-100.0
621177,-100.0,-100.0
621193,-100.0,-100.0
621210,-100.0,-100.0
621227,-100.0,-100.0
621243,-100.0,-100.0
621260,-100.0,-100.0
621277,-100.0,-100.0
621293,-100.0,-100.0
621310,-100.0,-100.0
621326,-100.0,-100.0
621343,-100.0,-100.0
621360,-100.0,-100.0
621377,-100.0,-100.0
621393,-100.0,-100.0
621410,-100.0,-100.0
621426,-100.0,-100.0
621443,-100.0,-100.0
621460,-100.0,-100.0
621477,-100.0,-100.0
621493,-100.0,-100.0
621510,-100.0,-100.0
621526,-100.0,-100.0
621543,-100.0,-100.0
621560,-100.0,-100.0
621577,-100.0,-100.0
621593,-100.0,-100.0
621610,-100.0,-100.0
621626,-100.0,-100.0
621644,-100.0,-100.0
621660,-100.0,-100.0
621677,-100.0,-100.0
621693,-100.0,-100.0
621710,-100.0,-100.0
621727,-100.0,-100.0
621743,-100.0,-100.0
621760,-100.0,-100.0
621777,-100.0,-100.0
621793,-100.0,-100.0
621810,-100.0,-100.0
621827,-100.0,-100.0
621843,-100.0,-100.0
621860,-100.0,-100.0
621876,-100.0,-100.0
621893,-100.0,-100.0
621910,-100.0,-100.0
621927,-100.0,-100.0
621943,-100.0,-100.0
621960,-100.0,-100.0
621977,-100.0,-100.0
621993,-100.0,-100.0
622010,-100.0,-100.0
622027,-100.0,-100.0
622043,-100.0,-100.0
622060,-100.0,-100.0
622076,-100.0,-100.0
622093,-100.0,-100.0
