,A1GFGZJPLCHHF,A3ST8XFT4X93K
101994,-100.0,-100.0
102001,-100.0,-100.0
102011,-100.0,-100.0
102020,-100.0,-100.0
102029,-100.0,-100.0
102037,-100.0,-100.0
102054,-100.0,-100.0
102063,-100.0,-100.0
102070,-100.0,-100.0
102072,-100.0,-100.0
102081,-100.0,-100.0
102088,-100.0,-100.0
102096,-100.0,-100.0
102122,-100.0,-100.0
102140,-100.0,-100.0
102161,-100.0,-100.0
102176,-100.0,-100.0
102194,-100.0,-100.0
102211,-100.0,-100.0
102234,-100.0,-100.0
102250,-100.0,-100.0
102270,-100.0,-100.0
102279,-100.0,-100.0
102291,-100.0,-100.0
102300,-100.0,-100.0
102313,-100.0,-100.0
102320,-100.0,-100.0
102333,-100.0,-100.0
102349,-100.0,-100.0
102358,-100.0,-100.0
102367,-100.0,-100.0
102375,-100.0,-100.0
102392,-100.0,-100.0
102410,-100.0,-100.0
102427,-100.0,-100.0
102446,-100.0,-100.0
102464,-100.0,-100.0
102470,-100.0,-100.0
102482,-100.0,-100.0
102490,-100.0,-100.0
102493,-100.0,-100.0
102504,-100.0,-100.0
102512,-100.0,-100.0
102525,-100.0,-100.0
102531,-100.0,-100.0
102541,-100.0,-100.0
102548,-100.0,-100.0
102561,-100.0,-100.0
102565,-100.0,-100.0
102575,-100.0,-100.0
102595,-100.0,-100.0
102621,-100.0,-100.0
102630,-100.0,-100.0
102665,-100.0,-100.0
102697,-100.0,-100.0
102708,-100.0,-100.0
102734,-100.0,-100.0
102745,-100.0,-100.0
102764,-100.0,-100.0
102770,-100.0,-100.0
102788,-100.0,-100.0
102793,-100.0,-100.0
102804,-100.0,-100.0
102810,-100.0,-100.0
102823,-100.0,-100.0
102833,-100.0,-100.0
102835,-100.0,-100.0
102874,-100.0,-100.0
102875,-100.0,-100.0
102890,-100.0,-100.0
102957,-100.0,-100.0
102992,-100.0,-100.0
103046,-100.0,-100.0
103075,-100.0,-100.0
103156,-100.0,-100.0
103185,-100.0,-100.0
103210,-100.0,-100.0
103227,-100.0,-100.0
103324,-100.0,-100.0
103345,-100.0,-100.0
103369,-100.0,-100.0
103385,-100.0,-100.0
103506,-100.0,-100.0
103523,-100.0,-100.0
103539,-100.0,-100.0
103561,-100.0,-100.0
103569,-100.0,-100.0
103653,-100.0,-100.0
103672,-100.0,-100.0
103688,-100.0,-100.0
103704,-100.0,-100.0
103722,-100.0,-100.0
103741,-100.0,-100.0
103762,-100.0,-100.0
103774,-100.0,-100.0
103797,-100.0,-100.0
103799,-100.0,-100.0
103816,-100.0,-100.0
103834,-100.0,-100.0
103849,-100.0,-100.0
103868,-100.0,-100.0
103886,-100.0,-100.0
103908,-100.0,-100.0
103925,-100.0,-100.0
103943,-100.0,-100.0
104251,-100.0,-100.0
104269,-100.0,-100.0
104286,-100.0,-100.0
104303,-100.0,-100.0
104317,-100.0,-100.0
104339,-100.0,-100.0
104432,-100.0,-100.0
104452,-100.0,-100.0
104471,-100.0,-100.0
104485,-100.0,-100.0
104505,-100.0,-100.0
104519,-100.0,-100.0
104536,-100.0,-100.0
104644,-100.0,-100.0
104652,-100.0,-100.0
104668,-100.0,-100.0
104684,-100.0,-100.0
104701,-100.0,-100.0
104719,-100.0,-100.0
104736,-100.0,-100.0
104824,-100.0,-100.0
104844,-100.0,-100.0
104848,-100.0,-100.0
104866,-100.0,-100.0
104883,-100.0,-100.0
108334,-100.0,-100.0
108355,-100.0,-100.0
108371,-100.0,-100.0
108387,-100.0,-100.0
108404,-100.0,-100.0
108440,-100.0,-100.0
108551,-100.0,-100.0
108588,-100.0,-100.0
108621,-100.0,-100.0
108641,-100.0,-100.0
108687,-100.0,-100.0
108706,-100.0,-100.0
108746,-100.0,-100.0
108772,-100.0,-100.0
108774,-100.0,-100.0
108788,-100.0,-100.0
108793,-100.0,-100.0
108809,-100.0,-100.0
108826,-100.0,-100.0
108839,-100.0,-100.0
108845,-100.0,-100.0
108880,-100.0,-100.0
108896,-100.0,-100.0
108903,-100.0,-100.0
108921,-100.0,-100.0
108940,-100.0,-100.0
108956,-100.0,-100.0
108975,-100.0,-100.0
108990,-100.0,-100.0
109004,-100.0,-100.0
109008,-100.0,-100.0
109023,-100.0,-100.0
109026,-100.0,-100.0
109044,-100.0,-100.0
109055,-100.0,-100.0
109061,-100.0,-100.0
109073,-100.0,-100.0
109080,-100.0,-100.0
109095,-100.0,-100.0
109103,-100.0,-100.0
109122,-100.0,-100.0
109148,-100.0,-100.0
109190,-100.0,-100.0
109208,-100.0,-100.0
109220,-100.0,-100.0
109226,-100.0,-100.0
109239,-100.0,-100.0
109243,-100.0,-100.0
109261,-100.0,-100.0
109272,-100.0,-100.0
109278,-100.0,-100.0
109295,-100.0,-100.0
109307,-100.0,-100.0
109313,-100.0,-100.0
109320,-100.0,-100.0
109326,-100.0,-100.0
109339,-100.0,-100.0
109343,-100.0,-100.0
109354,-100.0,-100.0
109372,-100.0,-100.0
109389,-100.0,-100.0
109408,-100.0,-100.0
109425,-100.0,-100.0
109438,-100.0,-100.0
109443,-100.0,-100.0
109460,-100.0,-100.0
109474,-100.0,-100.0
109477,-100.0,-100.0
109491,-100.0,-100.0
109496,-100.0,-100.0
109507,-100.0,-100.0
109512,-100.0,-100.0
109522,-100.0,-100.0
109524,-100.0,-100.0
109542,-100.0,-100.0
109544,-100.0,-100.0
109571,-100.0,-100.0
109589,-100.0,-100.0
109606,-100.0,-100.0
109624,-100.0,-100.0
109636,-100.0,-100.0
109641,-100.0,-100.0
109656,-100.0,-100.0
109659,-100.0,-100.0
109675,-100.0,-100.0
109676,-100.0,-100.0
109690,-100.0,-100.0
109694,-100.0,-100.0
109710,-100.0,-100.0
109714,-100.0,-100.0
109723,-100.0,-100.0
109741,-100.0,-100.0
109749,-100.0,-100.0
109759,-100.0,-100.0
109771,-100.0,-100.0
109801,-100.0,-100.0
109845,-100.0,-100.0
109882,-100.0,-100.0
109889,-100.0,-100.0
109904,-100.0,-100.0
109908,-100.0,-100.0
109923,-100.0,-100.0
109932,-100.0,-100.0
109942,-100.0,-100.0
109945,-100.0,-100.0
109959,-100.0,-100.0
109968,-100.0,-100.0
109971,-100.0,-100.0
109989,-100.0,-100.0
110014,-100.0,-100.0
110042,-100.0,-100.0
110077,-100.0,-100.0
110087,-100.0,-100.0
110095,-100.0,-100.0
110107,-100.0,-100.0
110123,-100.0,-100.0
110133,-100.0,-100.0
110141,-100.0,-100.0
110158,-100.0,-100.0
110168,-100.0,-100.0
110170,-100.0,-100.0
110174,-100.0,-100.0
110193,-100.0,-100.0
110259,-100.0,-100.0
110280,-100.0,-100.0
110311,-100.0,-100.0
110325,-100.0,-100.0
110335,-100.0,-100.0
110341,-100.0,-100.0
110347,-100.0,-100.0
110360,-100.0,-100.0
110370,-100.0,-100.0
110378,-100.0,-100.0
110392,-100.0,-100.0
110396,-100.0,-100.0
110400,-100.0,-100.0
110405,-100.0,-100.0
110421,-100.0,-100.0
110443,-100.0,-100.0
110457,-100.0,-100.0
110473,-100.0,-100.0
110493,-100.0,-100.0
110510,-100.0,-100.0
110521,-100.0,-100.0
110536,-100.0,-100.0
110542,-100.0,-100.0
110550,-100.0,-100.0
110559,-100.0,-100.0
110576,-100.0,-100.0
110588,-100.0,-100.0
110590,-100.0,-100.0
110602,-100.0,-100.0
110607,-100.0,-100.0
110612,-100.0,-100.0
110625,-100.0,-100.0
110638,-100.0,-100.0
110655,-100.0,-100.0
110673,-100.0,-100.0
110691,-100.0,-100.0
110708,-100.0,-100.0
110726,-100.0,-100.0
110727,-100.0,-100.0
110743,-100.0,-100.0
110744,-100.0,-100.0
110760,-100.0,-100.0
110761,-100.0,-100.0
110782,-100.0,-100.0
110783,-100.0,-100.0
110794,-100.0,-100.0
110796,-100.0,-100.0
110803,-100.0,-100.0
110820,-100.0,-100.0
110837,-100.0,-100.0
110855,-100.0,-100.0
110873,-100.0,-100.0
110888,-100.0,-100.0
110895,-100.0,-100.0
110908,-100.0,-100.0
110914,-100.0,-100.0
110930,-100.0,-100.0
110933,-100.0,-100.0
110941,-100.0,-100.0
110943,-100.0,-100.0
110961,-100.0,-100.0
110971,-100.0,-100.0
110978,-100.0,-100.0
110995,-100.0,-100.0
111013,-100.0,-100.0
111021,-100.0,-100.0
111037,-100.0,-100.0
111054,-100.0,-100.0
111070,-100.0,-100.0
111076,-100.0,-100.0
111089,-100.0,-100.0
111106,-100.0,-100.0
111113,-100.0,-100.0
111124,-100.0,-100.0
111140,-100.0,-100.0
111144,-100.0,-100.0
111160,-100.0,-100.0
111179,-100.0,-100.0
111195,-100.0,-100.0
111214,-100.0,-100.0
111230,-100.0,-100.0
111248,-100.0,-100.0
111269,-100.0,-100.0
111288,-100.0,-100.0
111293,-100.0,-100.0
111308,-100.0,-100.0
111311,-100.0,-100.0
111320,-100.0,-100.0
111327,-100.0,-100.0
111339,-100.0,-100.0
111342,-100.0,-100.0
111354,-100.0,-100.0
111360,-100.0,-100.0
111373,-100.0,-100.0
111377,-100.0,-100.0
111396,-100.0,-100.0
111418,-100.0,-100.0
111447,-100.0,-100.0
111449,-100.0,-100.0
111474,-100.0,-100.0
111486,-100.0,-100.0
111506,-100.0,-100.0
111514,-100.0,-100.0
111522,-100.0,-100.0
111537,-100.0,-100.0
111550,-100.0,-100.0
111556,-100.0,-100.0
111561,-100.0,-100.0
111572,-100.0,-100.0
111591,-100.0,-100.0
111601,-100.0,-100.0
111612,-100.0,-100.0
111641,-100.0,-100.0
111655,-100.0,-100.0
111662,-100.0,-100.0
111677,-100.0,-100.0
111683,-100.0,-100.0
111687,-100.0,-100.0
111703,-100.0,-100.0
111708,-100.0,-100.0
111720,-100.0,-100.0
111722,-100.0,-100.0
111738,-100.0,-100.0
111743,-100.0,-100.0
111756,-100.0,-100.0
111758,-100.0,-100.0
111773,-100.0,-100.0
111774,-100.0,-100.0
111790,-100.0,-100.0
111792,-100.0,-100.0
111810,-100.0,-100.0
111827,-100.0,-100.0
111847,-100.0,-100.0
111863,-100.0,-100.0
111880,-100.0,-100.0
111886,-100.0,-100.0
111901,-100.0,-100.0
111904,-100.0,-100.0
111921,-100.0,-100.0
111922,-100.0,-100.0
111937,-100.0,-100.0
111940,-100.0,-100.0
111954,-100.0,-100.0
111959,-100.0,-100.0
111972,-100.0,-100.0
111974,-100.0,-100.0
111991,-100.0,-100.0
112009,-100.0,-100.0
112030,-100.0,-100.0
112045,-100.0,-100.0
112063,-100.0,-100.0
112084,-100.0,-100.0
112086,-100.0,-100.0
112095,-100.0,-100.0
112104,-100.0,-100.0
112122,-100.0,-100.0
112138,-100.0,-100.0
112142,-100.0,-100.0
112155,-100.0,-100.0
112156,-100.0,-100.0
112171,-100.0,-100.0
112173,-100.0,-100.0
112191,-100.0,-100.0
112210,-100.0,-100.0
112228,-100.0,-100.0
112243,-100.0,-100.0
112264,-100.0,-100.0
112278,-100.0,-100.0
112296,-100.0,-100.0
112297,-100.0,-100.0
112305,-100.0,-100.0
112316,-100.0,-100.0
112320,-100.0,-100.0
112330,-100.0,-100.0
112334,-100.0,-100.0
112337,-100.0,-100.0
112353,-100.0,-100.0
112357,-100.0,-100.0
112373,-100.0,-100.0
112390,-100.0,-100.0
112408,-100.0,-100.0
112425,-100.0,-100.0
112444,-100.0,-100.0
112460,-100.0,-100.0
112478,-100.0,-100.0
112480,-100.0,-100.0
112496,-100.0,-100.0
112499,-100.0,-100.0
112505,-100.0,-100.0
112509,-100.0,-100.0
112523,-100.0,-100.0
112525,-100.0,-100.0
112536,-100.0,-100.0
112541,-100.0,-100.0
112562,-100.0,-100.0
112599,-100.0,-100.0
112612,-100.0,-100.0
112633,-100.0,-100.0
112647,-100.0,-100.0
112657,-100.0,-100.0
112679,-100.0,-100.0
112696,-100.0,-100.0
112711,-100.0,-100.0
112727,-100.0,-100.0
112746,-100.0,-100.0
112841,-100.0,-100.0
112861,-100.0,-100.0
112877,-100.0,-100.0
112891,-100.0,-100.0
112911,-100.0,-100.0
112927,-100.0,-100.0
113022,-100.0,-100.0
113042,-100.0,-100.0
113059,-100.0,-100.0
113073,-100.0,-100.0
113092,-100.0,-100.0
113111,-100.0,-100.0
113205,-100.0,-100.0
113224,-100.0,-100.0
113236,-100.0,-100.0
113256,-100.0,-100.0
113273,-100.0,-100.0
113291,-100.0,-100.0
113308,-100.0,-100.0
113327,-100.0,-100.0
113476,-100.0,-100.0
113497,-100.0,-100.0
113520,-100.0,-100.0
113532,-100.0,-100.0
113563,-100.0,-100.0
113586,-100.0,-100.0
113709,-100.0,-100.0
113727,-100.0,-100.0
113747,-100.0,-100.0
113761,-100.0,-100.0
113782,-100.0,-100.0
113798,-100.0,-100.0
113895,-100.0,-100.0
113911,-100.0,-100.0
113936,-100.0,-100.0
113962,-100.0,-100.0
114072,-100.0,-100.0
114092,-100.0,-100.0
114110,-100.0,-100.0
114124,-100.0,-100.0
114145,-100.0,-100.0
114159,-100.0,-100.0
114254,-100.0,-100.0
114274,-100.0,-100.0
114290,-100.0,-100.0
114305,-100.0,-100.0
114323,-100.0,-100.0
114342,-100.0,-100.0
114360,-100.0,-100.0
114383,-100.0,-100.0
114454,-100.0,-100.0
114474,-100.0,-100.0
114489,-100.0,-100.0
114505,-100.0,-100.0
114524,-100.0,-100.0
114542,-100.0,-100.0
114562,-100.0,-100.0
114671,-100.0,-100.0
114689,-100.0,-100.0
114707,-100.0,-100.0
114723,-100.0,-100.0
114739,-100.0,-100.0
114758,-100.0,-100.0
114864,-100.0,-100.0
114883,-100.0,-100.0
114888,-100.0,-100.0
114905,-100.0,-100.0
114921,-100.0,-100.0
114939,-100.0,-100.0
115045,-100.0,-100.0
115065,-100.0,-100.0
115081,-100.0,-100.0
115087,-100.0,-100.0
115103,-100.0,-100.0
115121,-100.0,-100.0
115209,-100.0,-100.0
115246,-100.0,-100.0
115261,-100.0,-100.0
115278,-100.0,-100.0
115284,-100.0,-100.0
115297,-100.0,-100.0
115314,-100.0,-100.0
115334,-100.0,-100.0
115409,-100.0,-100.0
115431,-100.0,-100.0
115447,-100.0,-100.0
115460,-100.0,-100.0
115479,-100.0,-100.0
115496,-100.0,-100.0
115571,-100.0,-100.0
115589,-100.0,-100.0
115608,-100.0,-100.0
115625,-100.0,-100.0
115642,-100.0,-100.0
115661,-100.0,-100.0
115736,-100.0,-100.0
115753,-100.0,-100.0
115772,-100.0,-100.0
115789,-100.0,-100.0
115807,-100.0,-100.0
115825,-100.0,-100.0
115929,-100.0,-100.0
115940,-100.0,-100.0
115960,-100.0,-100.0
115972,-100.0,-100.0
116077,-100.0,-100.0
116097,-100.0,-100.0
116112,-100.0,-100.0
116130,-100.0,-100.0
116135,-100.0,-100.0
116147,-100.0,-100.0
116161,-100.0,-100.0
116326,-100.0,-100.0
116347,-100.0,-100.0
116364,-100.0,-100.0
116370,-100.0,-100.0
118575,-100.0,-100.0
118599,-100.0,-100.0
118607,-100.0,-100.0
118624,-100.0,-100.0
118749,-100.0,-100.0
118774,-100.0,-100.0
118926,-100.0,-100.0
118965,-100.0,-100.0
118970,-100.0,-100.0
119004,-100.0,-100.0
119009,-100.0,-100.0
119029,-100.0,-100.0
119034,-100.0,-100.0
119053,-100.0,-100.0
119181,-100.0,-100.0
119205,-100.0,-100.0
119209,-100.0,-100.0
119228,-100.0,-100.0
120633,-100.0,-100.0
120661,-100.0,-100.0
120666,-100.0,-100.0
120686,-100.0,-100.0
120692,-100.0,-100.0
120710,-100.0,-100.0
120714,-100.0,-100.0
120732,-100.0,-100.0
120887,-100.0,-100.0
120913,-100.0,-100.0
120921,-100.0,-100.0
120960,-100.0,-100.0
120970,-100.0,-100.0
121013,-100.0,-100.0
121019,-100.0,-100.0
121071,-100.0,-100.0
121116,-100.0,-100.0
121118,-100.0,-100.0
121140,-100.0,-100.0
121145,-100.0,-100.0
121166,-100.0,-100.0
121170,-100.0,-100.0
121191,-100.0,-100.0
121196,-100.0,-100.0
121214,-100.0,-100.0
121219,-100.0,-100.0
121241,-100.0,-100.0
121245,-100.0,-100.0
121266,-100.0,-100.0
121271,-100.0,-100.0
121290,-100.0,-100.0
121297,-100.0,-100.0
121315,-100.0,-100.0
121320,-100.0,-100.0
121342,-100.0,-100.0
121346,-100.0,-100.0
121367,-100.0,-100.0
121371,-100.0,-100.0
121392,-100.0,-100.0
121396,-100.0,-100.0
121416,-100.0,-100.0
121421,-100.0,-100.0
121442,-100.0,-100.0
121447,-100.0,-100.0
121467,-100.0,-100.0
121473,-100.0,-100.0
121518,-100.0,-100.0
122171,-100.0,-100.0
122192,-100.0,-100.0
122193,-100.0,-100.0
122215,-100.0,-100.0
122218,-100.0,-100.0
122220,-100.0,-100.0
122243,-100.0,-100.0
122259,-100.0,-100.0
122268,-100.0,-100.0
122294,-100.0,-100.0
122304,-100.0,-100.0
122312,-100.0,-100.0
122319,-100.0,-100.0
122335,-100.0,-100.0
122348,-100.0,-100.0
122354,-100.0,-100.0
122355,-100.0,-100.0
122373,-100.0,-100.0
122379,-100.0,-100.0
122389,-100.0,-100.0
122393,-100.0,-100.0
122403,-100.0,-100.0
122408,-100.0,-100.0
122423,-100.0,-100.0
122424,-100.0,-100.0
122426,-100.0,-100.0
122440,-100.0,-100.0
122447,-100.0,-100.0
122451,-100.0,-100.0
122458,-100.0,-100.0
122471,-100.0,-100.0
122475,-100.0,-100.0
122493,-100.0,-100.0
122494,-100.0,-100.0
122497,-100.0,-100.0
122511,-100.0,-100.0
122523,-100.0,-100.0
122528,-100.0,-100.0
122546,-100.0,-100.0
122548,-100.0,-100.0
122552,-100.0,-100.0
122555,-100.0,-100.0
122570,-100.0,-100.0
122573,-100.0,-100.0
122577,-100.0,-100.0
122588,-100.0,-100.0
122594,-100.0,-100.0
122604,-100.0,-100.0
122605,-100.0,-100.0
122622,-100.0,-100.0
122627,-100.0,-100.0
122640,-100.0,-100.0
122648,-100.0,-100.0
122654,-100.0,-100.0
122657,-100.0,-100.0
122670,-100.0,-100.0
122675,-100.0,-100.0
122677,-100.0,-100.0
122692,-100.0,-100.0
122695,-100.0,-100.0
122703,-100.0,-100.0
122709,-100.0,-100.0
122723,-100.0,-100.0
122727,-100.0,-100.0
122746,-100.0,-100.0
122748,-100.0,-100.0
122752,-100.0,-100.0
122753,-100.0,-100.0
122769,-100.0,-100.0
122773,-100.0,-100.0
122777,-100.0,-100.0
122788,-100.0,-100.0
122791,-100.0,-100.0
122795,-100.0,-100.0
122804,-100.0,-100.0
122822,-100.0,-100.0
122824,-100.0,-100.0
122828,-100.0,-100.0
122839,-100.0,-100.0
122848,-100.0,-100.0
122853,-100.0,-100.0
122857,-100.0,-100.0
122872,-100.0,-100.0
122876,-100.0,-100.0
122878,-100.0,-100.0
122889,-100.0,-100.0
122892,-100.0,-100.0
122896,-100.0,-100.0
122910,-100.0,-100.0
122927,-100.0,-100.0
122933,-100.0,-100.0
122938,-100.0,-100.0
122944,-100.0,-100.0
122962,-100.0,-100.0
122969,-100.0,-100.0
122983,-100.0,-100.0
122986,-100.0,-100.0
122989,-100.0,-100.0
123002,-100.0,-100.0
123003,-100.0,-100.0
123007,-100.0,-100.0
123021,-100.0,-100.0
123030,-100.0,-100.0
123035,-100.0,-100.0
123039,-100.0,-100.0
123050,-100.0,-100.0
123057,-100.0,-100.0
123063,-100.0,-100.0
123075,-100.0,-100.0
123084,-100.0,-100.0
123091,-100.0,-100.0
123109,-100.0,-100.0
123126,-100.0,-100.0
123134,-100.0,-100.0
123138,-100.0,-100.0
123144,-100.0,-100.0
123153,-100.0,-100.0
123158,-100.0,-100.0
123162,-100.0,-100.0
123178,-100.0,-100.0
123184,-100.0,-100.0
123186,-100.0,-100.0
123188,-100.0,-100.0
123203,-100.0,-100.0
123208,-100.0,-100.0
123212,-100.0,-100.0
123220,-100.0,-100.0
123232,-100.0,-100.0
123236,-100.0,-100.0
123253,-100.0,-100.0
123256,-100.0,-100.0
123263,-100.0,-100.0
123273,-100.0,-100.0
123285,-100.0,-100.0
123291,-100.0,-100.0
123293,-100.0,-100.0
123308,-100.0,-100.0
123312,-100.0,-100.0
123326,-100.0,-100.0
123331,-100.0,-100.0
123334,-100.0,-100.0
123344,-100.0,-100.0
123350,-100.0,-100.0
123362,-100.0,-100.0
123364,-100.0,-100.0
123379,-100.0,-100.0
123384,-100.0,-100.0
123389,-100.0,-100.0
123399,-100.0,-100.0
123407,-100.0,-100.0
123413,-100.0,-100.0
123420,-100.0,-100.0
123432,-100.0,-100.0
123437,-100.0,-100.0
123439,-100.0,-100.0
123455,-100.0,-100.0
123464,-100.0,-100.0
123472,-100.0,-100.0
123485,-100.0,-100.0
123491,-100.0,-100.0
123508,-100.0,-100.0
123509,-100.0,-100.0
123513,-100.0,-100.0
123525,-100.0,-100.0
123534,-100.0,-100.0
123540,-100.0,-100.0
123552,-100.0,-100.0
123560,-100.0,-100.0
123563,-100.0,-100.0
123577,-100.0,-100.0
123596,-100.0,-100.0
123602,-100.0,-100.0
123615,-100.0,-100.0
123619,-100.0,-100.0
123620,-100.0,-100.0
123621,-100.0,-100.0
123636,-100.0,-100.0
123644,-100.0,-100.0
123648,-100.0,-100.0
123654,-100.0,-100.0
123669,-100.0,-100.0
123672,-100.0,-100.0
123673,-100.0,-100.0
123689,-100.0,-100.0
123695,-100.0,-100.0
123698,-100.0,-100.0
123707,-100.0,-100.0
123711,-100.0,-100.0
123725,-100.0,-100.0
123742,-100.0,-100.0
123744,-100.0,-100.0
123751,-100.0,-100.0
123759,-100.0,-100.0
123770,-100.0,-100.0
123776,-100.0,-100.0
123788,-100.0,-100.0
123794,-100.0,-100.0
123798,-100.0,-100.0
123805,-100.0,-100.0
123812,-100.0,-100.0
123824,-100.0,-100.0
123829,-100.0,-100.0
123836,-100.0,-100.0
123845,-100.0,-100.0
123848,-100.0,-100.0
123853,-100.0,-100.0
123871,-100.0,-100.0
123874,-100.0,-100.0
123888,-100.0,-100.0
123890,-100.0,-100.0
123894,-100.0,-100.0
123907,-100.0,-100.0
123920,-100.0,-100.0
123923,-100.0,-100.0
123924,-100.0,-100.0
123941,-100.0,-100.0
123945,-100.0,-100.0
123948,-100.0,-100.0
123959,-100.0,-100.0
123970,-100.0,-100.0
123973,-100.0,-100.0
123976,-100.0,-100.0
123992,-100.0,-100.0
123997,-100.0,-100.0
124010,-100.0,-100.0
124020,-100.0,-100.0
124024,-100.0,-100.0
124028,-100.0,-100.0
124045,-100.0,-100.0
124050,-100.0,-100.0
124053,-100.0,-100.0
124066,-100.0,-100.0
124070,-100.0,-100.0
124072,-100.0,-100.0
124088,-100.0,-100.0
124092,-100.0,-100.0
124105,-100.0,-100.0
124122,-100.0,-100.0
124130,-100.0,-100.0
124132,-100.0,-100.0
124140,-100.0,-100.0
124155,-100.0,-100.0
124158,-100.0,-100.0
124159,-100.0,-100.0
124175,-100.0,-100.0
124186,-100.0,-100.0
124193,-100.0,-100.0
124205,-100.0,-100.0
124209,-100.0,-100.0
124210,-100.0,-100.0
124228,-100.0,-100.0
124231,-100.0,-100.0
124235,-100.0,-100.0
124246,-100.0,-100.0
124252,-100.0,-100.0
124253,-100.0,-100.0
124257,-100.0,-100.0
124270,-100.0,-100.0
124280,-100.0,-100.0
124287,-100.0,-100.0
124304,-100.0,-100.0
124305,-100.0,-100.0
124309,-100.0,-100.0
124322,-100.0,-100.0
124329,-100.0,-100.0
124335,-100.0,-100.0
124341,-100.0,-100.0
124352,-100.0,-100.0
124356,-100.0,-100.0
124357,-100.0,-100.0
124373,-100.0,-100.0
124377,-100.0,-100.0
124384,-100.0,-100.0
124392,-100.0,-100.0
124406,-100.0,-100.0
124409,-100.0,-100.0
124410,-100.0,-100.0
124427,-100.0,-100.0
124430,-100.0,-100.0
124434,-100.0,-100.0
124445,-100.0,-100.0
124449,-100.0,-100.0
124452,-100.0,-100.0
124453,-100.0,-100.0
124468,-100.0,-100.0
124474,-100.0,-100.0
124485,-100.0,-100.0
124503,-100.0,-100.0
124505,-100.0,-100.0
124522,-100.0,-100.0
124539,-100.0,-100.0
124568,-100.0,-100.0
124591,-100.0,-100.0
124609,-100.0,-100.0
124627,-100.0,-100.0
124645,-100.0,-100.0
124661,-100.0,-100.0
124680,-100.0,-100.0
124686,-100.0,-100.0
124704,-100.0,-100.0
124722,-100.0,-100.0
124738,-100.0,-100.0
124791,-100.0,-100.0
124827,-100.0,-100.0
124842,-100.0,-100.0
124860,-100.0,-100.0
124879,-100.0,-100.0
124885,-100.0,-100.0
124902,-100.0,-100.0
124921,-100.0,-100.0
124936,-100.0,-100.0
124957,-100.0,-100.0
124972,-100.0,-100.0
124991,-100.0,-100.0
125008,-100.0,-100.0
125033,-100.0,-100.0
125061,-100.0,-100.0
125078,-100.0,-100.0
125096,-100.0,-100.0
125103,-100.0,-100.0
125122,-100.0,-100.0
125136,-100.0,-100.0
125154,-100.0,-100.0
125172,-100.0,-100.0
125191,-100.0,-100.0
125207,-100.0,-100.0
125224,-100.0,-100.0
125242,-100.0,-100.0
125259,-100.0,-100.0
131373,-100.0,-100.0
131409,-100.0,-100.0
131442,-100.0,-100.0
131459,-100.0,-100.0
131477,-100.0,-100.0
131496,-100.0,-100.0
131502,-100.0,-100.0
131518,-100.0,-100.0
131538,-100.0,-100.0
131554,-100.0,-100.0
131571,-100.0,-100.0
131589,-100.0,-100.0
131607,-100.0,-100.0
131623,-100.0,-100.0
131641,-100.0,-100.0
131659,-100.0,-100.0
131677,-100.0,-100.0
131695,-100.0,-100.0
131711,-100.0,-100.0
131719,-100.0,-100.0
131736,-100.0,-100.0
131754,-100.0,-100.0
131771,-100.0,-100.0
131789,-100.0,-100.0
131806,-100.0,-100.0
131823,-100.0,-100.0
131842,-100.0,-100.0
131858,-100.0,-100.0
131876,-100.0,-100.0
131895,-100.0,-100.0
131910,-100.0,-100.0
131929,-100.0,-100.0
131935,-100.0,-100.0
131952,-100.0,-100.0
131971,-100.0,-100.0
131987,-100.0,-100.0
132005,-100.0,-100.0
132022,-100.0,-100.0
132040,-100.0,-100.0
132058,-100.0,-100.0
132074,-100.0,-100.0
132092,-100.0,-100.0
132128,-100.0,-100.0
132135,-100.0,-100.0
132153,-100.0,-100.0
132169,-100.0,-100.0
132186,-100.0,-100.0
132204,-100.0,-100.0
132222,-100.0,-100.0
132241,-100.0,-100.0
132260,-100.0,-100.0
132274,-100.0,-100.0
132292,-100.0,-100.0
132310,-100.0,-100.0
132328,-100.0,-100.0
132345,-100.0,-100.0
132368,-100.0,-100.0
132391,-100.0,-100.0
132404,-100.0,-100.0
132423,-100.0,-100.0
132439,-100.0,-100.0
132456,-100.0,-100.0
132474,-100.0,-100.0
132491,-100.0,-100.0
132509,-100.0,-100.0
132526,-100.0,-100.0
132548,-100.0,-100.0
132568,-100.0,-100.0
132586,-100.0,-100.0
132603,-100.0,-100.0
132621,-100.0,-100.0
132638,-100.0,-100.0
132656,-100.0,-100.0
132673,-100.0,-100.0
132690,-100.0,-100.0
132708,-100.0,-100.0
132725,-100.0,-100.0
132742,-100.0,-100.0
132752,-100.0,-100.0
132753,-100.0,-100.0
154420,-100.0,-100.0
154421,-100.0,-100.0
154440,-100.0,-100.0
154476,-100.0,-100.0
154502,-100.0,-100.0
154532,-100.0,-100.0
154552,-100.0,-100.0
154573,-100.0,-100.0
154606,-100.0,-100.0
154622,-100.0,-100.0
154638,-100.0,-100.0
154660,-100.0,-100.0
154692,-100.0,-100.0
154708,-100.0,-100.0
154726,-100.0,-100.0
154733,-100.0,-100.0
154750,-100.0,-100.0
154768,-100.0,-100.0
154791,-100.0,-100.0
154802,-100.0,-100.0
154828,-100.0,-100.0
154838,-100.0,-100.0
154857,-100.0,-100.0
154878,-100.0,-100.0
154898,-100.0,-100.0
154922,-100.0,-100.0
