,A1GFGZJPLCHHF,A3ST8XFT4X93K
429186,-100.0,-100.0
429200,-100.0,-100.0
429231,-100.0,-100.0
429238,-100.0,-100.0
429261,-100.0,-100.0
429271,-100.0,-100.0
429279,-100.0,-100.0
429292,-100.0,-100.0
429331,-100.0,-100.0
429359,-100.0,-100.0
429593,-100.0,-100.0
429597,-100.0,-100.0
429602,-100.0,-100.0
429613,-100.0,-100.0
429619,-100.0,-100.0
429631,-100.0,-100.0
429653,-100.0,-100.0
429669,-100.0,-100.0
429674,-100.0,-100.0
429691,-100.0,-100.0
429755,-100.0,-100.0
429763,-100.0,-100.0
429958,-100.0,-100.0
429973,-100.0,-100.0
429997,-100.0,-100.0
430010,-100.0,-100.0
430036,-100.0,-100.0
430054,-100.0,-100.0
430065,-100.0,-100.0
430089,-100.0,-100.0
430127,-100.0,-100.0
430140,-100.0,-100.0
430501,-100.0,-100.0
430519,-100.0,-100.0
430526,-100.0,-100.0
430555,-100.0,-100.0
430588,-100.0,-100.0
430594,-100.0,-100.0
430612,-100.0,-100.0
430623,-100.0,-100.0
430628,-100.0,-100.0
430639,-100.0,-100.0
430643,-100.0,-100.0
430655,-100.0,-100.0
430661,-100.0,-100.0
430672,-100.0,-100.0
430677,-100.0,-100.0
430679,-100.0,-100.0
430685,-100.0,-100.0
430703,-100.0,-100.0
430721,-100.0,-100.0
430734,-100.0,-100.0
430884,-100.0,-100.0
430900,-100.0,-100.0
430927,-100.0,-100.0
430939,-100.0,-100.0
430960,-100.0,-100.0
430968,-100.0,-100.0
430974,-100.0,-100.0
430985,-100.0,-100.0
430990,-100.0,-100.0
431002,-100.0,-100.0
431010,-100.0,-100.0
431021,-100.0,-100.0
431025,-100.0,-100.0
431037,-100.0,-100.0
431043,-100.0,-100.0
431054,-100.0,-100.0
431059,-100.0,-100.0
431072,-100.0,-100.0
431078,-100.0,-100.0
431090,-100.0,-100.0
431100,-100.0,-100.0
431115,-100.0,-100.0
431138,-100.0,-100.0
431151,-100.0,-100.0
431294,-100.0,-100.0
431299,-100.0,-100.0
431319,-100.0,-100.0
431331,-100.0,-100.0
431336,-100.0,-100.0
431348,-100.0,-100.0
431355,-100.0,-100.0
431367,-100.0,-100.0
431372,-100.0,-100.0
431387,-100.0,-100.0
431407,-100.0,-100.0
431419,-100.0,-100.0
431425,-100.0,-100.0
431436,-100.0,-100.0
431441,-100.0,-100.0
431454,-100.0,-100.0
431460,-100.0,-100.0
431473,-100.0,-100.0
431673,-100.0,-100.0
431690,-100.0,-100.0
431710,-100.0,-100.0
431723,-100.0,-100.0
431730,-100.0,-100.0
431731,-100.0,-100.0
431736,-100.0,-100.0
431748,-100.0,-100.0
431753,-100.0,-100.0
431764,-100.0,-100.0
431772,-100.0,-100.0
431783,-100.0,-100.0
431789,-100.0,-100.0
431800,-100.0,-100.0
431806,-100.0,-100.0
431817,-100.0,-100.0
431824,-100.0,-100.0
431836,-100.0,-100.0
431842,-100.0,-100.0
431857,-100.0,-100.0
432037,-100.0,-100.0
432055,-100.0,-100.0
432073,-100.0,-100.0
432087,-100.0,-100.0
432110,-100.0,-100.0
432122,-100.0,-100.0
432127,-100.0,-100.0
432138,-100.0,-100.0
432145,-100.0,-100.0
432157,-100.0,-100.0
432166,-100.0,-100.0
432172,-100.0,-100.0
432183,-100.0,-100.0
432209,-100.0,-100.0
432219,-100.0,-100.0
432401,-100.0,-100.0
432419,-100.0,-100.0
432441,-100.0,-100.0
432451,-100.0,-100.0
432472,-100.0,-100.0
432486,-100.0,-100.0
432491,-100.0,-100.0
432503,-100.0,-100.0
432512,-100.0,-100.0
432526,-100.0,-100.0
432549,-100.0,-100.0
432556,-100.0,-100.0
432776,-100.0,-100.0
432792,-100.0,-100.0
432810,-100.0,-100.0
432814,-100.0,-100.0
432820,-100.0,-100.0
432831,-100.0,-100.0
432838,-100.0,-100.0
432855,-100.0,-100.0
432861,-100.0,-100.0
432875,-100.0,-100.0
432894,-100.0,-100.0
432901,-100.0,-100.0
432908,-100.0,-100.0
432921,-100.0,-100.0
433122,-100.0,-100.0
433137,-100.0,-100.0
433144,-100.0,-100.0
433155,-100.0,-100.0
433161,-100.0,-100.0
433173,-100.0,-100.0
433192,-100.0,-100.0
433206,-100.0,-100.0
433213,-100.0,-100.0
433223,-100.0,-100.0
433229,-100.0,-100.0
433230,-100.0,-100.0
433236,-100.0,-100.0
433246,-100.0,-100.0
433254,-100.0,-100.0
433265,-100.0,-100.0
433285,-100.0,-100.0
433301,-100.0,-100.0
433611,-100.0,-100.0
433626,-100.0,-100.0
433648,-100.0,-100.0
433656,-100.0,-100.0
433663,-100.0,-100.0
433664,-100.0,-100.0
433670,-100.0,-100.0
433683,-100.0,-100.0
433689,-100.0,-100.0
433699,-100.0,-100.0
433705,-100.0,-100.0
433721,-100.0,-100.0
433740,-100.0,-100.0
433752,-100.0,-100.0
433758,-100.0,-100.0
433769,-100.0,-100.0
433920,-100.0,-100.0
433935,-100.0,-100.0
433965,-100.0,-100.0
433977,-100.0,-100.0
433989,-100.0,-100.0
434002,-100.0,-100.0
434010,-100.0,-100.0
434021,-100.0,-100.0
434030,-100.0,-100.0
434040,-100.0,-100.0
434046,-100.0,-100.0
434056,-100.0,-100.0
434057,-100.0,-100.0
434286,-100.0,-100.0
434300,-100.0,-100.0
434337,-100.0,-100.0
434347,-100.0,-100.0
434376,-100.0,-100.0
434387,-100.0,-100.0
434481,-100.0,-100.0
434500,-100.0,-100.0
434535,-100.0,-100.0
434547,-100.0,-100.0
434641,-100.0,-100.0
434659,-100.0,-100.0
434692,-100.0,-100.0
434699,-100.0,-100.0
434734,-100.0,-100.0
434740,-100.0,-100.0
434834,-100.0,-100.0
434850,-100.0,-100.0
434867,-100.0,-100.0
434882,-100.0,-100.0
434889,-100.0,-100.0
434899,-100.0,-100.0
434906,-100.0,-100.0
434914,-100.0,-100.0
435187,-100.0,-100.0
435202,-100.0,-100.0
435229,-100.0,-100.0
435236,-100.0,-100.0
435360,-100.0,-100.0
435375,-100.0,-100.0
435407,-100.0,-100.0
435416,-100.0,-100.0
435445,-100.0,-100.0
435458,-100.0,-100.0
436023,-100.0,-100.0
436041,-100.0,-100.0
436063,-100.0,-100.0
436085,-100.0,-100.0
436107,-100.0,-100.0
436119,-100.0,-100.0
436239,-100.0,-100.0
436252,-100.0,-100.0
436277,-100.0,-100.0
436286,-100.0,-100.0
436307,-100.0,-100.0
436319,-100.0,-100.0
436623,-100.0,-100.0
436637,-100.0,-100.0
436661,-100.0,-100.0
436671,-100.0,-100.0
436692,-100.0,-100.0
436704,-100.0,-100.0
436725,-100.0,-100.0
436737,-100.0,-100.0
436808,-100.0,-100.0
436822,-100.0,-100.0
436846,-100.0,-100.0
436854,-100.0,-100.0
436879,-100.0,-100.0
436888,-100.0,-100.0
436896,-100.0,-100.0
436904,-100.0,-100.0
436993,-100.0,-100.0
437005,-100.0,-100.0
437027,-100.0,-100.0
437037,-100.0,-100.0
437046,-100.0,-100.0
437055,-100.0,-100.0
437124,-100.0,-100.0
437138,-100.0,-100.0
437167,-100.0,-100.0
437174,-100.0,-100.0
437200,-100.0,-100.0
437209,-100.0,-100.0
437217,-100.0,-100.0
437226,-100.0,-100.0
437248,-100.0,-100.0
437255,-100.0,-100.0
437281,-100.0,-100.0
437290,-100.0,-100.0
437312,-100.0,-100.0
437322,-100.0,-100.0
437329,-100.0,-100.0
437339,-100.0,-100.0
437347,-100.0,-100.0
437356,-100.0,-100.0
437363,-100.0,-100.0
437372,-100.0,-100.0
437378,-100.0,-100.0
437389,-100.0,-100.0
437397,-100.0,-100.0
437405,-100.0,-100.0
437413,-100.0,-100.0
437421,-100.0,-100.0
437429,-100.0,-100.0
437439,-100.0,-100.0
437447,-100.0,-100.0
437455,-100.0,-100.0
437463,-100.0,-100.0
437471,-100.0,-100.0
437478,-100.0,-100.0
437489,-100.0,-100.0
437497,-100.0,-100.0
437505,-100.0,-100.0
437513,-100.0,-100.0
437522,-100.0,-100.0
437530,-100.0,-100.0
437538,-100.0,-100.0
437561,-100.0,-100.0
437573,-100.0,-100.0
437594,-100.0,-100.0
437605,-100.0,-100.0
437628,-100.0,-100.0
437639,-100.0,-100.0
437646,-100.0,-100.0
437655,-100.0,-100.0
437663,-100.0,-100.0
437672,-100.0,-100.0
437679,-100.0,-100.0
437689,-100.0,-100.0
437696,-100.0,-100.0
437705,-100.0,-100.0
437713,-100.0,-100.0
437722,-100.0,-100.0
437730,-100.0,-100.0
437740,-100.0,-100.0
437747,-100.0,-100.0
437757,-100.0,-100.0
437764,-100.0,-100.0
437775,-100.0,-100.0
437781,-100.0,-100.0
437790,-100.0,-100.0
437797,-100.0,-100.0
437806,-100.0,-100.0
437813,-100.0,-100.0
437824,-100.0,-100.0
437831,-100.0,-100.0
437841,-100.0,-100.0
437847,-100.0,-100.0
437857,-100.0,-100.0
437879,-100.0,-100.0
437890,-100.0,-100.0
437913,-100.0,-100.0
437924,-100.0,-100.0
437932,-100.0,-100.0
437945,-100.0,-100.0
437963,-100.0,-100.0
437975,-100.0,-100.0
437996,-100.0,-100.0
438007,-100.0,-100.0
438028,-100.0,-100.0
438041,-100.0,-100.0
438067,-100.0,-100.0
438077,-100.0,-100.0
438083,-100.0,-100.0
438107,-100.0,-100.0
438115,-100.0,-100.0
438124,-100.0,-100.0
438132,-100.0,-100.0
438141,-100.0,-100.0
438148,-100.0,-100.0
438157,-100.0,-100.0
438165,-100.0,-100.0
438175,-100.0,-100.0
438183,-100.0,-100.0
438192,-100.0,-100.0
438198,-100.0,-100.0
438206,-100.0,-100.0
438214,-100.0,-100.0
438224,-100.0,-100.0
438232,-100.0,-100.0
438241,-100.0,-100.0
438249,-100.0,-100.0
438258,-100.0,-100.0
438265,-100.0,-100.0
438274,-100.0,-100.0
438283,-100.0,-100.0
438291,-100.0,-100.0
438298,-100.0,-100.0
438307,-100.0,-100.0
438316,-100.0,-100.0
438325,-100.0,-100.0
438332,-100.0,-100.0
438343,-100.0,-100.0
438350,-100.0,-100.0
438358,-100.0,-100.0
438365,-100.0,-100.0
438374,-100.0,-100.0
438382,-100.0,-100.0
438391,-100.0,-100.0
438399,-100.0,-100.0
438407,-100.0,-100.0
438415,-100.0,-100.0
438424,-100.0,-100.0
438432,-100.0,-100.0
438441,-100.0,-100.0
438449,-100.0,-100.0
438458,-100.0,-100.0
438466,-100.0,-100.0
438476,-100.0,-100.0
438483,-100.0,-100.0
438488,-100.0,-100.0
438489,-100.0,-100.0
438491,-100.0,-100.0
438499,-100.0,-100.0
438506,-100.0,-100.0
438509,-100.0,-100.0
438511,-100.0,-100.0
438516,-100.0,-100.0
438524,-100.0,-100.0
438531,-100.0,-100.0
438540,-100.0,-100.0
438541,-100.0,-100.0
438546,-100.0,-100.0
438549,-100.0,-100.0
438560,-100.0,-100.0
438564,-100.0,-100.0
438567,-100.0,-100.0
438569,-100.0,-100.0
438574,-100.0,-100.0
438582,-100.0,-100.0
438590,-100.0,-100.0
438592,-100.0,-100.0
438600,-100.0,-100.0
438609,-100.0,-100.0
438631,-100.0,-100.0
438634,-100.0,-100.0
438640,-100.0,-100.0
438642,-100.0,-100.0
438649,-100.0,-100.0
438652,-100.0,-100.0
438658,-100.0,-100.0
438665,-100.0,-100.0
438675,-100.0,-100.0
438697,-100.0,-100.0
438709,-100.0,-100.0
438716,-100.0,-100.0
438724,-100.0,-100.0
438732,-100.0,-100.0
438743,-100.0,-100.0
438751,-100.0,-100.0
438758,-100.0,-100.0
438766,-100.0,-100.0
438775,-100.0,-100.0
438783,-100.0,-100.0
438791,-100.0,-100.0
438799,-100.0,-100.0
438809,-100.0,-100.0
438817,-100.0,-100.0
438828,-100.0,-100.0
438835,-100.0,-100.0
438843,-100.0,-100.0
438850,-100.0,-100.0
438855,-100.0,-100.0
438858,-100.0,-100.0
438867,-100.0,-100.0
438870,-100.0,-100.0
438875,-100.0,-100.0
438876,-100.0,-100.0
438883,-100.0,-100.0
438892,-100.0,-100.0
438904,-100.0,-100.0
438915,-100.0,-100.0
438926,-100.0,-100.0
438927,-100.0,-100.0
438947,-100.0,-100.0
438956,-100.0,-100.0
438961,-100.0,-100.0
438980,-100.0,-100.0
438994,-100.0,-100.0
439013,-100.0,-100.0
439029,-100.0,-100.0
439047,-100.0,-100.0
439062,-100.0,-100.0
439072,-100.0,-100.0
439081,-100.0,-100.0
439090,-100.0,-100.0
439094,-100.0,-100.0
439113,-100.0,-100.0
439116,-100.0,-100.0
439122,-100.0,-100.0
439128,-100.0,-100.0
439130,-100.0,-100.0
439138,-100.0,-100.0
439146,-100.0,-100.0
439148,-100.0,-100.0
439157,-100.0,-100.0
439163,-100.0,-100.0
439181,-100.0,-100.0
439196,-100.0,-100.0
439215,-100.0,-100.0
439229,-100.0,-100.0
439248,-100.0,-100.0
439262,-100.0,-100.0
439269,-100.0,-100.0
439279,-100.0,-100.0
439290,-100.0,-100.0
439310,-100.0,-100.0
439319,-100.0,-100.0
439328,-100.0,-100.0
439336,-100.0,-100.0
439344,-100.0,-100.0
439351,-100.0,-100.0
439360,-100.0,-100.0
439368,-100.0,-100.0
439377,-100.0,-100.0
439379,-100.0,-100.0
439384,-100.0,-100.0
439394,-100.0,-100.0
439401,-100.0,-100.0
439405,-100.0,-100.0
439411,-100.0,-100.0
439420,-100.0,-100.0
439434,-100.0,-100.0
439438,-100.0,-100.0
439440,-100.0,-100.0
439446,-100.0,-100.0
439452,-100.0,-100.0
439454,-100.0,-100.0
439457,-100.0,-100.0
439462,-100.0,-100.0
439470,-100.0,-100.0
439474,-100.0,-100.0
439480,-100.0,-100.0
439498,-100.0,-100.0
439511,-100.0,-100.0
439518,-100.0,-100.0
439528,-100.0,-100.0
439535,-100.0,-100.0
439544,-100.0,-100.0
439552,-100.0,-100.0
439561,-100.0,-100.0
439570,-100.0,-100.0
439580,-100.0,-100.0
439587,-100.0,-100.0
439595,-100.0,-100.0
439602,-100.0,-100.0
439611,-100.0,-100.0
439633,-100.0,-100.0
439645,-100.0,-100.0
439654,-100.0,-100.0
439662,-100.0,-100.0
439669,-100.0,-100.0
439673,-100.0,-100.0
439679,-100.0,-100.0
439686,-100.0,-100.0
439694,-100.0,-100.0
439695,-100.0,-100.0
439702,-100.0,-100.0
439712,-100.0,-100.0
439721,-100.0,-100.0
439728,-100.0,-100.0
439732,-100.0,-100.0
439743,-100.0,-100.0
439752,-100.0,-100.0
439762,-100.0,-100.0
439769,-100.0,-100.0
439778,-100.0,-100.0
439786,-100.0,-100.0
439795,-100.0,-100.0
439828,-100.0,-100.0
439839,-100.0,-100.0
439860,-100.0,-100.0
439868,-100.0,-100.0
439889,-100.0,-100.0
439896,-100.0,-100.0
439918,-100.0,-100.0
439929,-100.0,-100.0
439938,-100.0,-100.0
439946,-100.0,-100.0
439967,-100.0,-100.0
439979,-100.0,-100.0
439986,-100.0,-100.0
439996,-100.0,-100.0
440003,-100.0,-100.0
440014,-100.0,-100.0
440022,-100.0,-100.0
440033,-100.0,-100.0
440054,-100.0,-100.0
440063,-100.0,-100.0
440071,-100.0,-100.0
440080,-100.0,-100.0
440087,-100.0,-100.0
440096,-100.0,-100.0
440103,-100.0,-100.0
440113,-100.0,-100.0
441458,-100.0,-100.0
441474,-100.0,-100.0
441494,-100.0,-100.0
441507,-100.0,-100.0
441516,-100.0,-100.0
441542,-100.0,-100.0
441554,-100.0,-100.0
441567,-100.0,-100.0
441693,-100.0,-100.0
441711,-100.0,-100.0
441738,-100.0,-100.0
441749,-100.0,-100.0
441770,-100.0,-100.0
441771,-100.0,-100.0
441794,-100.0,-100.0
441800,-100.0,-100.0
441912,-100.0,-100.0
441928,-100.0,-100.0
441959,-100.0,-100.0
441965,-100.0,-100.0
441978,-100.0,-100.0
441988,-100.0,-100.0
442379,-100.0,-100.0
442394,-100.0,-100.0
442407,-100.0,-100.0
442417,-100.0,-100.0
442442,-100.0,-100.0
442450,-100.0,-100.0
442477,-100.0,-100.0
442488,-100.0,-100.0
442509,-100.0,-100.0
442522,-100.0,-100.0
442535,-100.0,-100.0
442536,-100.0,-100.0
442587,-100.0,-100.0
442598,-100.0,-100.0
442610,-100.0,-100.0
442619,-100.0,-100.0
442633,-100.0,-100.0
442661,-100.0,-100.0
442670,-100.0,-100.0
442697,-100.0,-100.0
442716,-100.0,-100.0
442721,-100.0,-100.0
442746,-100.0,-100.0
442748,-100.0,-100.0
442757,-100.0,-100.0
442847,-100.0,-100.0
442957,-100.0,-100.0
443005,-100.0,-100.0
443093,-100.0,-100.0
443153,-100.0,-100.0
443259,-100.0,-100.0
443314,-100.0,-100.0
443428,-100.0,-100.0
443504,-100.0,-100.0
443568,-100.0,-100.0
443649,-100.0,-100.0
443650,-100.0,-100.0
443663,-100.0,-100.0
443665,-100.0,-100.0
443672,-100.0,-100.0
443677,-100.0,-100.0
443689,-100.0,-100.0
443701,-100.0,-100.0
443702,-100.0,-100.0
443726,-100.0,-100.0
443727,-100.0,-100.0
443737,-100.0,-100.0
443740,-100.0,-100.0
443743,-100.0,-100.0
443744,-100.0,-100.0
443753,-100.0,-100.0
443763,-100.0,-100.0
443774,-100.0,-100.0
443779,-100.0,-100.0
443797,-100.0,-100.0
443798,-100.0,-100.0
443809,-100.0,-100.0
443822,-100.0,-100.0
443832,-100.0,-100.0
443842,-100.0,-100.0
443849,-100.0,-100.0
443866,-100.0,-100.0
443867,-100.0,-100.0
443876,-100.0,-100.0
443879,-100.0,-100.0
443886,-100.0,-100.0
443901,-100.0,-100.0
443921,-100.0,-100.0
443943,-100.0,-100.0
443963,-100.0,-100.0
443976,-100.0,-100.0
444028,-100.0,-100.0
444042,-100.0,-100.0
444045,-100.0,-100.0
444074,-100.0,-100.0
444081,-100.0,-100.0
444095,-100.0,-100.0
444123,-100.0,-100.0
444135,-100.0,-100.0
444143,-100.0,-100.0
444152,-100.0,-100.0
444159,-100.0,-100.0
444170,-100.0,-100.0
444212,-100.0,-100.0
444261,-100.0,-100.0
444298,-100.0,-100.0
444316,-100.0,-100.0
444327,-100.0,-100.0
444334,-100.0,-100.0
444342,-100.0,-100.0
444343,-100.0,-100.0
444351,-100.0,-100.0
444379,-100.0,-100.0
444391,-100.0,-100.0
444400,-100.0,-100.0
444413,-100.0,-100.0
444421,-100.0,-100.0
444447,-100.0,-100.0
444467,-100.0,-100.0
444500,-100.0,-100.0
444512,-100.0,-100.0
444528,-100.0,-100.0
444534,-100.0,-100.0
444538,-100.0,-100.0
444549,-100.0,-100.0
444552,-100.0,-100.0
444559,-100.0,-100.0
444568,-100.0,-100.0
444576,-100.0,-100.0
444586,-100.0,-100.0
444589,-100.0,-100.0
444593,-100.0,-100.0
444603,-100.0,-100.0
444614,-100.0,-100.0
444622,-100.0,-100.0
444634,-100.0,-100.0
444645,-100.0,-100.0
444646,-100.0,-100.0
444654,-100.0,-100.0
444662,-100.0,-100.0
444667,-100.0,-100.0
444676,-100.0,-100.0
444695,-100.0,-100.0
444707,-100.0,-100.0
444729,-100.0,-100.0
444748,-100.0,-100.0
444750,-100.0,-100.0
444751,-100.0,-100.0
444764,-100.0,-100.0
444777,-100.0,-100.0
444785,-100.0,-100.0
444790,-100.0,-100.0
444794,-100.0,-100.0
444803,-100.0,-100.0
444807,-100.0,-100.0
444828,-100.0,-100.0
444829,-100.0,-100.0
444838,-100.0,-100.0
444843,-100.0,-100.0
444848,-100.0,-100.0
444859,-100.0,-100.0
444880,-100.0,-100.0
444885,-100.0,-100.0
444898,-100.0,-100.0
444905,-100.0,-100.0
444916,-100.0,-100.0
444931,-100.0,-100.0
444939,-100.0,-100.0
444951,-100.0,-100.0
444968,-100.0,-100.0
444977,-100.0,-100.0
444985,-100.0,-100.0
444995,-100.0,-100.0
444998,-100.0,-100.0
445020,-100.0,-100.0
445028,-100.0,-100.0
445044,-100.0,-100.0
445052,-100.0,-100.0
445063,-100.0,-100.0
445068,-100.0,-100.0
445080,-100.0,-100.0
445097,-100.0,-100.0
445106,-100.0,-100.0
445116,-100.0,-100.0
445124,-100.0,-100.0
445136,-100.0,-100.0
445149,-100.0,-100.0
445168,-100.0,-100.0
445185,-100.0,-100.0
445188,-100.0,-100.0
445203,-100.0,-100.0
445210,-100.0,-100.0
445216,-100.0,-100.0
445226,-100.0,-100.0
445241,-100.0,-100.0
445244,-100.0,-100.0
445255,-100.0,-100.0
445262,-100.0,-100.0
445280,-100.0,-100.0
445296,-100.0,-100.0
445297,-100.0,-100.0
445310,-100.0,-100.0
445315,-100.0,-100.0
445331,-100.0,-100.0
445344,-100.0,-100.0
445349,-100.0,-100.0
445363,-100.0,-100.0
445368,-100.0,-100.0
445385,-100.0,-100.0
445386,-100.0,-100.0
445402,-100.0,-100.0
445410,-100.0,-100.0
445411,-100.0,-100.0
445434,-100.0,-100.0
445444,-100.0,-100.0
445456,-100.0,-100.0
445461,-100.0,-100.0
445478,-100.0,-100.0
445495,-100.0,-100.0
445497,-100.0,-100.0
445512,-100.0,-100.0
445532,-100.0,-100.0
445548,-100.0,-100.0
445555,-100.0,-100.0
445565,-100.0,-100.0
445566,-100.0,-100.0
445584,-100.0,-100.0
445600,-100.0,-100.0
445603,-100.0,-100.0
445619,-100.0,-100.0
445620,-100.0,-100.0
445636,-100.0,-100.0
445639,-100.0,-100.0
445643,-100.0,-100.0
445662,-100.0,-100.0
445671,-100.0,-100.0
445678,-100.0,-100.0
445691,-100.0,-100.0
445695,-100.0,-100.0
445712,-100.0,-100.0
445713,-100.0,-100.0
445730,-100.0,-100.0
445749,-100.0,-100.0
445759,-100.0,-100.0
445766,-100.0,-100.0
445779,-100.0,-100.0
445783,-100.0,-100.0
445804,-100.0,-100.0
445816,-100.0,-100.0
445818,-100.0,-100.0
445842,-100.0,-100.0
445861,-100.0,-100.0
445875,-100.0,-100.0
445876,-100.0,-100.0
445894,-100.0,-100.0
445913,-100.0,-100.0
445923,-100.0,-100.0
445929,-100.0,-100.0
445938,-100.0,-100.0
445948,-100.0,-100.0
445965,-100.0,-100.0
445981,-100.0,-100.0
445985,-100.0,-100.0
446000,-100.0,-100.0
446017,-100.0,-100.0
446034,-100.0,-100.0
446037,-100.0,-100.0
446057,-100.0,-100.0
446069,-100.0,-100.0
446083,-100.0,-100.0
446101,-100.0,-100.0
446113,-100.0,-100.0
446122,-100.0,-100.0
446147,-100.0,-100.0
446150,-100.0,-100.0
446165,-100.0,-100.0
446179,-100.0,-100.0
446182,-100.0,-100.0
446199,-100.0,-100.0
446207,-100.0,-100.0
446217,-100.0,-100.0
446234,-100.0,-100.0
446235,-100.0,-100.0
446252,-100.0,-100.0
446268,-100.0,-100.0
446275,-100.0,-100.0
446294,-100.0,-100.0
446311,-100.0,-100.0
446329,-100.0,-100.0
446345,-100.0,-100.0
446351,-100.0,-100.0
446364,-100.0,-100.0
446385,-100.0,-100.0
446397,-100.0,-100.0
446417,-100.0,-100.0
446448,-100.0,-100.0
446450,-100.0,-100.0
446469,-100.0,-100.0
446481,-100.0,-100.0
446487,-100.0,-100.0
446494,-100.0,-100.0
446514,-100.0,-100.0
446527,-100.0,-100.0
446541,-100.0,-100.0
446546,-100.0,-100.0
446558,-100.0,-100.0
446563,-100.0,-100.0
446580,-100.0,-100.0
446595,-100.0,-100.0
446598,-100.0,-100.0
446611,-100.0,-100.0
446616,-100.0,-100.0
446632,-100.0,-100.0
446647,-100.0,-100.0
446649,-100.0,-100.0
446663,-100.0,-100.0
446669,-100.0,-100.0
446685,-100.0,-100.0
446692,-100.0,-100.0
446702,-100.0,-100.0
446712,-100.0,-100.0
446734,-100.0,-100.0
446745,-100.0,-100.0
446754,-100.0,-100.0
446779,-100.0,-100.0
446791,-100.0,-100.0
446798,-100.0,-100.0
446804,-100.0,-100.0
446832,-100.0,-100.0
446845,-100.0,-100.0
446850,-100.0,-100.0
446868,-100.0,-100.0
446885,-100.0,-100.0
446890,-100.0,-100.0
446903,-100.0,-100.0
446905,-100.0,-100.0
446922,-100.0,-100.0
446942,-100.0,-100.0
446945,-100.0,-100.0
446959,-100.0,-100.0
446979,-100.0,-100.0
446997,-100.0,-100.0
447012,-100.0,-100.0
447031,-100.0,-100.0
447051,-100.0,-100.0
447071,-100.0,-100.0
447085,-100.0,-100.0
447119,-100.0,-100.0
447126,-100.0,-100.0
447144,-100.0,-100.0
447146,-100.0,-100.0
447162,-100.0,-100.0
447177,-100.0,-100.0
447195,-100.0,-100.0
447214,-100.0,-100.0
447230,-100.0,-100.0
447238,-100.0,-100.0
447249,-100.0,-100.0
447266,-100.0,-100.0
447282,-100.0,-100.0
447336,-100.0,-100.0
447399,-100.0,-100.0
447499,-100.0,-100.0
447557,-100.0,-100.0
447646,-100.0,-100.0
447698,-100.0,-100.0
447789,-100.0,-100.0
447956,-100.0,-100.0
448035,-100.0,-100.0
448163,-100.0,-100.0
448228,-100.0,-100.0
448349,-100.0,-100.0
448399,-100.0,-100.0
448431,-100.0,-100.0
448467,-100.0,-100.0
448505,-100.0,-100.0
448580,-100.0,-100.0
448638,-100.0,-100.0
448684,-100.0,-100.0
448718,-100.0,-100.0
448719,-100.0,-100.0
449309,-100.0,-100.0
449325,-100.0,-100.0
449333,-100.0,-100.0
449359,-100.0,-100.0
449368,-100.0,-100.0
449412,-100.0,-100.0
449417,-100.0,-100.0
449428,-100.0,-100.0
449435,-100.0,-100.0
449448,-100.0,-100.0
449470,-100.0,-100.0
449635,-100.0,-100.0
449648,-100.0,-100.0
449652,-100.0,-100.0
449656,-100.0,-100.0
449678,-100.0,-100.0
449690,-100.0,-100.0
449696,-100.0,-100.0
449710,-100.0,-100.0
449716,-100.0,-100.0
449729,-100.0,-100.0
449874,-100.0,-100.0
449891,-100.0,-100.0
449897,-100.0,-100.0
449909,-100.0,-100.0
449931,-100.0,-100.0
449944,-100.0,-100.0
449968,-100.0,-100.0
449979,-100.0,-100.0
450096,-100.0,-100.0
450107,-100.0,-100.0
450132,-100.0,-100.0
450142,-100.0,-100.0
450164,-100.0,-100.0
450176,-100.0,-100.0
450183,-100.0,-100.0
450194,-100.0,-100.0
450328,-100.0,-100.0
450343,-100.0,-100.0
450367,-100.0,-100.0
450375,-100.0,-100.0
450399,-100.0,-100.0
450412,-100.0,-100.0
450510,-100.0,-100.0
450527,-100.0,-100.0
450552,-100.0,-100.0
450559,-100.0,-100.0
450580,-100.0,-100.0
450593,-100.0,-100.0
450599,-100.0,-100.0
450610,-100.0,-100.0
450745,-100.0,-100.0
450759,-100.0,-100.0
450782,-100.0,-100.0
450793,-100.0,-100.0
450816,-100.0,-100.0
450826,-100.0,-100.0
450960,-100.0,-100.0
450976,-100.0,-100.0
450999,-100.0,-100.0
451007,-100.0,-100.0
451031,-100.0,-100.0
451043,-100.0,-100.0
451049,-100.0,-100.0
451065,-100.0,-100.0
451178,-100.0,-100.0
451194,-100.0,-100.0
451219,-100.0,-100.0
451227,-100.0,-100.0
451249,-100.0,-100.0
451262,-100.0,-100.0
451285,-100.0,-100.0
451295,-100.0,-100.0
451303,-100.0,-100.0
451313,-100.0,-100.0
451321,-100.0,-100.0
451331,-100.0,-100.0
451333,-100.0,-100.0
451349,-100.0,-100.0
451355,-100.0,-100.0
451357,-100.0,-100.0
451383,-100.0,-100.0
451418,-100.0,-100.0
451452,-100.0,-100.0
451471,-100.0,-100.0
451479,-100.0,-100.0
451482,-100.0,-100.0
451495,-100.0,-100.0
451498,-100.0,-100.0
451503,-100.0,-100.0
451514,-100.0,-100.0
451529,-100.0,-100.0
451537,-100.0,-100.0
451548,-100.0,-100.0
451555,-100.0,-100.0
451582,-100.0,-100.0
451597,-100.0,-100.0
451600,-100.0,-100.0
451617,-100.0,-100.0
451628,-100.0,-100.0
451629,-100.0,-100.0
451699,-100.0,-100.0
451713,-100.0,-100.0
