,A2LO2DX6H49IK,A1CAM1A9B1QR2,AN26GE0GN8DP0,A1R09GS9W47R5,A2KHL16YV7AIW
313571,-97.0,-43.0,-98.0,-48.0,-100.0
313583,-97.0,-43.0,-98.0,-48.0,-100.0
313588,-97.0,-43.0,-98.0,-48.0,-100.0
313599,-97.0,-43.0,-98.0,-48.0,-100.0
313603,-97.0,-43.0,-98.0,-48.0,-100.0
313615,-97.0,-43.0,-98.0,-48.0,-100.0
313619,-97.0,-43.0,-98.0,-48.0,-100.0
313632,-97.0,-43.0,-98.0,-48.0,-100.0
313636,-97.0,-43.0,-98.0,-48.0,-100.0
313649,-97.0,-43.0,-98.0,-48.0,-100.0
313653,-97.0,-43.0,-98.0,-48.0,-100.0
313666,-97.0,-43.0,-98.0,-48.0,-100.0
313671,-97.0,-43.0,-98.0,-48.0,-100.0
313682,-97.0,-43.0,-98.0,-48.0,-100.0
313686,-97.0,-43.0,-98.0,-48.0,-100.0
313704,-97.0,-43.0,-98.0,-48.0,-100.0
313708,-97.0,-43.0,-98.0,-48.0,-100.0
313719,-97.0,-43.0,-98.0,-48.0,-100.0
313733,-97.0,-43.0,-98.0,-48.0,-100.0
313749,-97.0,-43.0,-98.0,-48.0,-100.0
313756,-97.0,-43.0,-98.0,-48.0,-100.0
313766,-97.0,-43.0,-98.0,-48.0,-100.0
313770,-97.0,-43.0,-98.0,-48.0,-100.0
313783,-97.0,-43.0,-98.0,-48.0,-100.0
313807,-97.0,-43.0,-98.0,-48.0,-100.0
313816,-97.0,-43.0,-98.0,-48.0,-100.0
313820,-97.0,-43.0,-98.0,-48.0,-100.0
313833,-97.0,-43.0,-98.0,-48.0,-100.0
313838,-97.0,-43.0,-98.0,-48.0,-100.0
313850,-97.0,-43.0,-98.0,-48.0,-100.0
313854,-97.0,-43.0,-98.0,-48.0,-100.0
313868,-97.0,-43.0,-98.0,-48.0,-100.0
313880,-97.0,-43.0,-98.0,-48.0,-100.0
313936,-97.0,-43.0,-98.0,-48.0,-100.0
313954,-97.0,-43.0,-98.0,-48.0,-100.0
313967,-97.0,-43.0,-98.0,-48.0,-100.0
313971,-97.0,-43.0,-98.0,-48.0,-100.0
313984,-97.0,-43.0,-98.0,-48.0,-100.0
313987,-97.0,-43.0,-98.0,-48.0,-100.0
314000,-97.0,-43.0,-98.0,-48.0,-100.0
314005,-97.0,-43.0,-98.0,-48.0,-100.0
314024,-97.0,-43.0,-98.0,-48.0,-100.0
314027,-97.0,-43.0,-98.0,-48.0,-100.0
314037,-97.0,-43.0,-98.0,-48.0,-100.0
314042,-97.0,-43.0,-98.0,-48.0,-100.0
314051,-97.0,-43.0,-98.0,-48.0,-100.0
314055,-97.0,-43.0,-98.0,-48.0,-100.0
314067,-97.0,-43.0,-98.0,-48.0,-100.0
314074,-97.0,-43.0,-98.0,-48.0,-100.0
314084,-97.0,-43.0,-98.0,-48.0,-100.0
314092,-97.0,-43.0,-98.0,-48.0,-100.0
314101,-97.0,-43.0,-98.0,-48.0,-100.0
314104,-97.0,-43.0,-98.0,-48.0,-100.0
314118,-97.0,-43.0,-98.0,-48.0,-100.0
314124,-97.0,-43.0,-98.0,-48.0,-100.0
314134,-97.0,-43.0,-98.0,-48.0,-100.0
314138,-97.0,-43.0,-98.0,-48.0,-100.0
314151,-97.0,-43.0,-98.0,-48.0,-100.0
314155,-97.0,-43.0,-98.0,-48.0,-100.0
314168,-97.0,-43.0,-98.0,-48.0,-100.0
314173,-97.0,-43.0,-98.0,-48.0,-100.0
314185,-97.0,-43.0,-98.0,-48.0,-100.0
314189,-97.0,-43.0,-98.0,-48.0,-100.0
314201,-97.0,-43.0,-98.0,-48.0,-100.0
314208,-97.0,-43.0,-98.0,-48.0,-100.0
314218,-97.0,-43.0,-98.0,-48.0,-100.0
314222,-97.0,-43.0,-98.0,-48.0,-100.0
314235,-97.0,-43.0,-98.0,-48.0,-100.0
314239,-97.0,-43.0,-98.0,-48.0,-100.0
314252,-97.0,-43.0,-98.0,-48.0,-100.0
314257,-97.0,-43.0,-98.0,-48.0,-100.0
314269,-97.0,-43.0,-98.0,-48.0,-100.0
314273,-97.0,-43.0,-98.0,-48.0,-100.0
314287,-97.0,-43.0,-98.0,-48.0,-100.0
314304,-97.0,-43.0,-98.0,-48.0,-100.0
314319,-97.0,-43.0,-98.0,-48.0,-100.0
314323,-97.0,-43.0,-98.0,-48.0,-100.0
314335,-97.0,-43.0,-98.0,-48.0,-100.0
314340,-97.0,-43.0,-98.0,-48.0,-100.0
314356,-97.0,-43.0,-98.0,-48.0,-100.0
314375,-97.0,-43.0,-98.0,-48.0,-100.0
314389,-97.0,-43.0,-98.0,-48.0,-100.0
314392,-97.0,-43.0,-98.0,-48.0,-100.0
314402,-97.0,-43.0,-98.0,-48.0,-100.0
314406,-97.0,-43.0,-98.0,-48.0,-100.0
314419,-97.0,-43.0,-98.0,-48.0,-100.0
314424,-97.0,-43.0,-98.0,-48.0,-100.0
314436,-97.0,-43.0,-98.0,-48.0,-100.0
314440,-97.0,-43.0,-98.0,-48.0,-100.0
314453,-97.0,-43.0,-98.0,-48.0,-100.0
314459,-97.0,-43.0,-98.0,-48.0,-100.0
314469,-97.0,-43.0,-98.0,-48.0,-100.0
314477,-97.0,-43.0,-98.0,-48.0,-100.0
314487,-97.0,-43.0,-98.0,-48.0,-100.0
314491,-97.0,-43.0,-98.0,-48.0,-100.0
314503,-97.0,-43.0,-98.0,-48.0,-100.0
314511,-97.0,-43.0,-98.0,-48.0,-100.0
314520,-97.0,-43.0,-98.0,-48.0,-100.0
314524,-97.0,-43.0,-98.0,-48.0,-100.0
314536,-97.0,-43.0,-98.0,-48.0,-100.0
314542,-97.0,-43.0,-98.0,-48.0,-100.0
314553,-97.0,-43.0,-98.0,-48.0,-100.0
314557,-97.0,-43.0,-98.0,-48.0,-100.0
314570,-97.0,-43.0,-98.0,-48.0,-100.0
314574,-97.0,-43.0,-98.0,-48.0,-100.0
314587,-97.0,-43.0,-98.0,-48.0,-100.0
314592,-97.0,-43.0,-98.0,-48.0,-100.0
314607,-97.0,-43.0,-98.0,-48.0,-100.0
314617,-97.0,-43.0,-98.0,-48.0,-100.0
314630,-97.0,-43.0,-98.0,-48.0,-100.0
314648,-97.0,-43.0,-98.0,-48.0,-100.0
314658,-97.0,-43.0,-98.0,-48.0,-100.0
314661,-97.0,-43.0,-98.0,-48.0,-100.0
314670,-97.0,-43.0,-98.0,-48.0,-100.0
314675,-97.0,-43.0,-98.0,-48.0,-100.0
314691,-97.0,-43.0,-98.0,-48.0,-100.0
314694,-97.0,-43.0,-98.0,-48.0,-100.0
314704,-97.0,-43.0,-98.0,-48.0,-100.0
314713,-97.0,-43.0,-98.0,-48.0,-100.0
314721,-97.0,-43.0,-98.0,-48.0,-100.0
314724,-97.0,-43.0,-98.0,-48.0,-100.0
314737,-97.0,-43.0,-98.0,-48.0,-100.0
314741,-97.0,-43.0,-98.0,-48.0,-100.0
314754,-97.0,-43.0,-98.0,-48.0,-100.0
314759,-97.0,-43.0,-98.0,-48.0,-100.0
314774,-97.0,-43.0,-98.0,-48.0,-100.0
314806,-97.0,-43.0,-98.0,-48.0,-100.0
314821,-97.0,-43.0,-98.0,-48.0,-100.0
314846,-97.0,-43.0,-98.0,-48.0,-100.0
314855,-97.0,-43.0,-98.0,-48.0,-100.0
314858,-97.0,-43.0,-98.0,-48.0,-100.0
314871,-97.0,-43.0,-98.0,-48.0,-100.0
314876,-97.0,-43.0,-98.0,-48.0,-100.0
314888,-97.0,-43.0,-98.0,-48.0,-100.0
314891,-97.0,-43.0,-98.0,-48.0,-100.0
314911,-97.0,-43.0,-98.0,-48.0,-100.0
314920,-97.0,-43.0,-98.0,-48.0,-100.0
314933,-97.0,-43.0,-98.0,-48.0,-100.0
314945,-97.0,-43.0,-98.0,-48.0,-100.0
314957,-97.0,-43.0,-98.0,-48.0,-100.0
314978,-97.0,-43.0,-98.0,-48.0,-100.0
314996,-97.0,-43.0,-98.0,-48.0,-100.0
314999,-97.0,-43.0,-98.0,-48.0,-100.0
315026,-97.0,-43.0,-98.0,-48.0,-100.0
315045,-97.0,-43.0,-98.0,-48.0,-100.0
315059,-97.0,-43.0,-98.0,-48.0,-100.0
315062,-97.0,-43.0,-98.0,-48.0,-100.0
315072,-97.0,-43.0,-98.0,-48.0,-100.0
315076,-97.0,-43.0,-98.0,-48.0,-100.0
315091,-97.0,-43.0,-98.0,-48.0,-100.0
315097,-97.0,-43.0,-98.0,-48.0,-100.0
315108,-97.0,-43.0,-98.0,-48.0,-100.0
315112,-97.0,-43.0,-98.0,-48.0,-100.0
315123,-97.0,-43.0,-98.0,-48.0,-100.0
315127,-97.0,-43.0,-98.0,-48.0,-100.0
315139,-97.0,-43.0,-98.0,-48.0,-100.0
315143,-97.0,-43.0,-98.0,-48.0,-100.0
315156,-97.0,-43.0,-98.0,-48.0,-100.0
315160,-97.0,-43.0,-98.0,-48.0,-100.0
315173,-97.0,-43.0,-98.0,-48.0,-100.0
315177,-97.0,-43.0,-98.0,-48.0,-100.0
315192,-97.0,-43.0,-98.0,-48.0,-100.0
315195,-97.0,-43.0,-98.0,-48.0,-100.0
315206,-97.0,-43.0,-98.0,-48.0,-100.0
315211,-97.0,-43.0,-98.0,-48.0,-100.0
315223,-97.0,-43.0,-98.0,-48.0,-100.0
315227,-97.0,-43.0,-98.0,-48.0,-100.0
315240,-97.0,-43.0,-98.0,-48.0,-100.0
315244,-97.0,-43.0,-98.0,-48.0,-100.0
315257,-97.0,-43.0,-98.0,-48.0,-100.0
315262,-97.0,-43.0,-98.0,-48.0,-100.0
315273,-97.0,-43.0,-98.0,-48.0,-100.0
315277,-97.0,-43.0,-98.0,-48.0,-100.0
315290,-97.0,-43.0,-98.0,-48.0,-100.0
315295,-97.0,-43.0,-98.0,-48.0,-100.0
315307,-97.0,-43.0,-98.0,-48.0,-100.0
315311,-97.0,-43.0,-98.0,-48.0,-100.0
315330,-97.0,-43.0,-98.0,-48.0,-100.0
315334,-97.0,-43.0,-98.0,-48.0,-100.0
315344,-97.0,-43.0,-98.0,-48.0,-100.0
316639,-97.0,-43.0,-98.0,-48.0,-100.0
316660,-97.0,-43.0,-98.0,-48.0,-99.0
316743,-97.0,-43.0,-98.0,-48.0,-97.0
316758,-97.0,-43.0,-98.0,-48.0,-97.0
316778,-97.0,-43.0,-98.0,-48.0,-96.0
316806,-97.0,-43.0,-98.0,-48.0,-96.0
316830,-97.0,-43.0,-98.0,-48.0,-95.0
316873,-97.0,-43.0,-98.0,-48.0,-95.0
316938,-97.0,-43.0,-98.0,-48.0,-94.0
316961,-97.0,-43.0,-98.0,-48.0,-94.0
316977,-97.0,-43.0,-98.0,-48.0,-93.0
317027,-97.0,-43.0,-98.0,-48.0,-93.0
317053,-97.0,-43.0,-98.0,-48.0,-92.0
317125,-97.0,-43.0,-98.0,-48.0,-92.0
317179,-97.0,-43.0,-98.0,-48.0,-91.0
317277,-97.0,-43.0,-98.0,-48.0,-90.0
317303,-97.0,-43.0,-98.0,-48.0,-89.0
317323,-97.0,-43.0,-98.0,-48.0,-88.0
317345,-97.0,-43.0,-98.0,-48.0,-88.0
317402,-97.0,-43.0,-98.0,-48.0,-87.0
317446,-97.0,-43.0,-98.0,-48.0,-87.0
317460,-97.0,-43.0,-98.0,-48.0,-86.0
317573,-97.0,-43.0,-98.0,-48.0,-86.0
317587,-97.0,-43.0,-98.0,-48.0,-85.0
317652,-97.0,-43.0,-98.0,-48.0,-85.0
317668,-97.0,-43.0,-98.0,-48.0,-84.0
317693,-97.0,-43.0,-98.0,-48.0,-84.0
317773,-97.0,-43.0,-98.0,-48.0,-83.0
317803,-97.0,-43.0,-98.0,-48.0,-82.0
317824,-97.0,-43.0,-98.0,-48.0,-82.0
317841,-97.0,-43.0,-98.0,-48.0,-81.0
317987,-97.0,-43.0,-98.0,-48.0,-81.0
318017,-97.0,-43.0,-98.0,-48.0,-80.0
318115,-97.0,-43.0,-98.0,-48.0,-78.0
318142,-97.0,-43.0,-98.0,-48.0,-77.0
318231,-97.0,-43.0,-98.0,-48.0,-76.0
318269,-97.0,-43.0,-98.0,-48.0,-75.0
318357,-97.0,-43.0,-98.0,-48.0,-74.0
318376,-97.0,-43.0,-98.0,-48.0,-74.0
318406,-97.0,-43.0,-98.0,-48.0,-73.0
318492,-97.0,-43.0,-98.0,-48.0,-72.0
318547,-97.0,-43.0,-98.0,-48.0,-71.0
318627,-97.0,-43.0,-98.0,-48.0,-70.0
318660,-97.0,-43.0,-98.0,-48.0,-70.0
318784,-97.0,-43.0,-98.0,-48.0,-69.0
318834,-97.0,-43.0,-98.0,-48.0,-68.0
318868,-97.0,-43.0,-98.0,-48.0,-67.0
318886,-97.0,-43.0,-98.0,-48.0,-66.0
318930,-97.0,-43.0,-98.0,-48.0,-66.0
318973,-97.0,-43.0,-98.0,-48.0,-65.0
319060,-97.0,-43.0,-98.0,-48.0,-65.0
319124,-97.0,-43.0,-98.0,-48.0,-64.0
319159,-97.0,-43.0,-98.0,-48.0,-63.0
319178,-97.0,-43.0,-98.0,-48.0,-63.0
319230,-97.0,-43.0,-98.0,-48.0,-62.0
319278,-97.0,-43.0,-98.0,-48.0,-62.0
319362,-97.0,-43.0,-98.0,-48.0,-61.0
319406,-97.0,-43.0,-98.0,-48.0,-61.0
319427,-97.0,-43.0,-98.0,-48.0,-60.0
319489,-97.0,-43.0,-98.0,-48.0,-59.0
319520,-97.0,-43.0,-98.0,-48.0,-58.0
319542,-97.0,-43.0,-98.0,-48.0,-57.0
319561,-97.0,-43.0,-98.0,-48.0,-57.0
319577,-97.0,-43.0,-98.0,-48.0,-56.0
319664,-97.0,-43.0,-98.0,-48.0,-55.0
319685,-97.0,-43.0,-98.0,-48.0,-54.0
319713,-97.0,-43.0,-98.0,-48.0,-53.0
319767,-97.0,-43.0,-98.0,-48.0,-53.0
319847,-97.0,-43.0,-98.0,-48.0,-52.0
319907,-97.0,-43.0,-98.0,-48.0,-52.0
319926,-97.0,-43.0,-98.0,-48.0,-51.0
319981,-97.0,-43.0,-98.0,-48.0,-50.0
319999,-97.0,-43.0,-98.0,-48.0,-50.0
320091,-97.0,-43.0,-98.0,-48.0,-48.0
320128,-97.0,-43.0,-98.0,-48.0,-47.0
320177,-97.0,-43.0,-98.0,-48.0,-47.0
320231,-97.0,-43.0,-98.0,-48.0,-46.0
320258,-97.0,-43.0,-98.0,-48.0,-46.0
320351,-97.0,-43.0,-98.0,-48.0,-45.0
320413,-97.0,-43.0,-98.0,-48.0,-44.0
320431,-97.0,-43.0,-98.0,-48.0,-43.0
320455,-97.0,-43.0,-98.0,-48.0,-43.0
320467,-97.0,-43.0,-98.0,-48.0,-42.0
320491,-97.0,-43.0,-98.0,-48.0,-41.0
320510,-97.0,-43.0,-98.0,-48.0,-41.0
320553,-97.0,-43.0,-98.0,-48.0,-40.0
320581,-97.0,-43.0,-98.0,-48.0,-39.0
320623,-97.0,-43.0,-98.0,-48.0,-39.0
320674,-97.0,-43.0,-98.0,-48.0,-38.0
320725,-97.0,-43.0,-98.0,-48.0,-37.0
320779,-97.0,-43.0,-98.0,-48.0,-37.0
320852,-97.0,-43.0,-98.0,-48.0,-36.0
320876,-97.0,-43.0,-98.0,-48.0,-36.0
320894,-97.0,-43.0,-98.0,-48.0,-35.0
320944,-97.0,-43.0,-98.0,-48.0,-35.0
320972,-97.0,-43.0,-98.0,-48.0,-34.0
320995,-97.0,-43.0,-98.0,-48.0,-34.0
321011,-97.0,-43.0,-98.0,-48.0,-33.0
321038,-97.0,-43.0,-98.0,-48.0,-33.0
321052,-97.0,-43.0,-98.0,-48.0,-32.0
321108,-97.0,-43.0,-98.0,-48.0,-32.0
321133,-97.0,-43.0,-98.0,-48.0,-31.0
321351,-97.0,-43.0,-98.0,-48.0,-30.0
321376,-97.0,-43.0,-98.0,-48.0,-29.0
321461,-97.0,-43.0,-98.0,-48.0,-29.0
321481,-97.0,-43.0,-98.0,-48.0,-28.0
321514,-97.0,-43.0,-98.0,-48.0,-28.0
321533,-97.0,-43.0,-98.0,-48.0,-27.0
321557,-97.0,-43.0,-98.0,-48.0,-26.0
321577,-97.0,-43.0,-98.0,-48.0,-26.0
321596,-97.0,-43.0,-98.0,-48.0,-25.0
321617,-97.0,-43.0,-98.0,-48.0,-25.0
321658,-97.0,-43.0,-98.0,-48.0,-24.0
321697,-97.0,-43.0,-98.0,-48.0,-24.0
321767,-97.0,-43.0,-98.0,-48.0,-23.0
321792,-97.0,-43.0,-98.0,-48.0,-22.0
321817,-97.0,-43.0,-98.0,-48.0,-22.0
321830,-97.0,-43.0,-98.0,-48.0,-21.0
321916,-97.0,-43.0,-98.0,-48.0,-21.0
321960,-97.0,-43.0,-98.0,-48.0,-20.0
322029,-97.0,-43.0,-98.0,-48.0,-19.0
322054,-97.0,-43.0,-98.0,-48.0,-19.0
322074,-97.0,-43.0,-98.0,-48.0,-18.0
322132,-97.0,-43.0,-98.0,-48.0,-18.0
322151,-97.0,-43.0,-98.0,-48.0,-17.0
322176,-97.0,-43.0,-98.0,-48.0,-16.0
322201,-97.0,-43.0,-98.0,-48.0,-16.0
322217,-97.0,-43.0,-98.0,-48.0,-15.0
322292,-97.0,-43.0,-98.0,-48.0,-15.0
322341,-97.0,-43.0,-98.0,-48.0,-14.0
322377,-97.0,-43.0,-98.0,-48.0,-13.0
322381,-97.0,-43.0,-98.0,-48.0,4.0
322397,-97.0,-43.0,-98.0,-48.0,6.0
322400,-97.0,-43.0,-98.0,-48.0,8.0
322420,-97.0,-43.0,-98.0,-48.0,9.0
322477,-97.0,-43.0,-98.0,-48.0,9.0
322506,-97.0,-43.0,-98.0,-48.0,10.0
322629,-97.0,-43.0,-98.0,-48.0,10.0
322682,-97.0,-43.0,-98.0,-48.0,12.0
322710,-97.0,-43.0,-98.0,-48.0,13.0
322739,-97.0,-43.0,-98.0,-48.0,14.0
322760,-97.0,-43.0,-98.0,-48.0,15.0
322794,-97.0,-43.0,-98.0,-48.0,15.0
322862,-97.0,-43.0,-98.0,-48.0,17.0
322890,-97.0,-43.0,-98.0,-48.0,18.0
322912,-97.0,-43.0,-98.0,-48.0,19.0
322944,-97.0,-43.0,-98.0,-48.0,19.0
322965,-97.0,-43.0,-98.0,-48.0,20.0
323038,-97.0,-43.0,-98.0,-48.0,20.0
323058,-97.0,-43.0,-98.0,-48.0,21.0
323091,-97.0,-43.0,-98.0,-48.0,21.0
323110,-97.0,-43.0,-98.0,-48.0,22.0
323133,-97.0,-43.0,-98.0,-48.0,23.0
323155,-97.0,-43.0,-98.0,-48.0,23.0
323176,-97.0,-43.0,-98.0,-48.0,24.0
323200,-97.0,-43.0,-98.0,-48.0,24.0
323221,-97.0,-43.0,-98.0,-48.0,25.0
323245,-97.0,-43.0,-98.0,-48.0,25.0
323267,-97.0,-43.0,-98.0,-48.0,26.0
323294,-97.0,-43.0,-98.0,-48.0,26.0
323312,-97.0,-43.0,-98.0,-48.0,27.0
323487,-97.0,-43.0,-98.0,-48.0,27.0
323505,-97.0,-43.0,-98.0,-48.0,28.0
323532,-97.0,-43.0,-98.0,-48.0,29.0
323554,-97.0,-43.0,-98.0,-48.0,30.0
323581,-97.0,-43.0,-98.0,-48.0,32.0
323599,-97.0,-43.0,-98.0,-48.0,32.0
323618,-97.0,-43.0,-98.0,-48.0,33.0
323644,-97.0,-43.0,-98.0,-48.0,33.0
323662,-97.0,-43.0,-98.0,-48.0,34.0
323688,-97.0,-43.0,-98.0,-48.0,34.0
323708,-97.0,-43.0,-98.0,-48.0,35.0
323736,-97.0,-43.0,-98.0,-48.0,35.0
323763,-97.0,-43.0,-98.0,-48.0,36.0
323789,-97.0,-43.0,-98.0,-48.0,37.0
323810,-97.0,-43.0,-98.0,-48.0,38.0
323834,-97.0,-43.0,-98.0,-48.0,39.0
323873,-97.0,-43.0,-98.0,-48.0,40.0
323902,-97.0,-43.0,-98.0,-48.0,41.0
323972,-97.0,-43.0,-98.0,-48.0,43.0
324044,-97.0,-43.0,-98.0,-48.0,44.0
324127,-97.0,-43.0,-98.0,-48.0,45.0
324154,-97.0,-43.0,-98.0,-48.0,45.0
324195,-97.0,-43.0,-98.0,-48.0,46.0
324217,-97.0,-43.0,-98.0,-48.0,47.0
324237,-97.0,-43.0,-98.0,-48.0,48.0
324260,-97.0,-43.0,-98.0,-48.0,49.0
324281,-97.0,-43.0,-98.0,-48.0,50.0
324314,-97.0,-43.0,-98.0,-48.0,51.0
324332,-97.0,-43.0,-98.0,-48.0,51.0
324351,-97.0,-43.0,-98.0,-48.0,52.0
324377,-97.0,-43.0,-98.0,-48.0,53.0
324397,-97.0,-43.0,-98.0,-48.0,54.0
324421,-97.0,-43.0,-98.0,-48.0,55.0
324444,-97.0,-43.0,-98.0,-48.0,56.0
324468,-97.0,-43.0,-98.0,-48.0,57.0
324493,-97.0,-43.0,-98.0,-48.0,58.0
324517,-97.0,-43.0,-98.0,-48.0,59.0
324585,-97.0,-43.0,-98.0,-48.0,61.0
324612,-97.0,-43.0,-98.0,-48.0,62.0
324645,-97.0,-43.0,-98.0,-48.0,62.0
324663,-97.0,-43.0,-98.0,-48.0,63.0
324768,-97.0,-43.0,-98.0,-48.0,64.0
324794,-97.0,-43.0,-98.0,-48.0,66.0
324822,-97.0,-43.0,-98.0,-48.0,66.0
324831,-97.0,-43.0,-98.0,-48.0,67.0
325158,-97.0,-43.0,-98.0,-48.0,100.0
325191,-97.0,-43.0,-98.0,-48.0,99.0
325249,-97.0,-43.0,-98.0,-48.0,98.0
325267,-97.0,-43.0,-98.0,-48.0,97.0
325307,-97.0,-43.0,-98.0,-48.0,96.0
325327,-97.0,-43.0,-98.0,-48.0,95.0
325350,-97.0,-43.0,-98.0,-48.0,94.0
325373,-97.0,-43.0,-98.0,-48.0,92.0
325406,-97.0,-43.0,-98.0,-48.0,91.0
325522,-97.0,-43.0,-98.0,-48.0,90.0
325561,-97.0,-43.0,-98.0,-48.0,89.0
325609,-97.0,-43.0,-98.0,-48.0,88.0
325639,-97.0,-43.0,-98.0,-48.0,88.0
325670,-97.0,-43.0,-98.0,-48.0,87.0
325785,-97.0,-43.0,-98.0,-48.0,87.0
325859,-97.0,-43.0,-98.0,-48.0,86.0
325990,-97.0,-43.0,-98.0,-48.0,85.0
326010,-97.0,-43.0,-98.0,-48.0,85.0
326081,-97.0,-43.0,-98.0,-48.0,84.0
326121,-97.0,-43.0,-98.0,-48.0,84.0
326215,-97.0,-43.0,-98.0,-48.0,83.0
326332,-97.0,-43.0,-98.0,-48.0,82.0
326354,-97.0,-43.0,-98.0,-48.0,82.0
326410,-97.0,-43.0,-98.0,-48.0,81.0
326500,-97.0,-43.0,-98.0,-48.0,81.0
326544,-97.0,-43.0,-98.0,-48.0,80.0
326638,-97.0,-43.0,-98.0,-48.0,79.0
326673,-97.0,-43.0,-98.0,-48.0,79.0
326691,-97.0,-43.0,-98.0,-48.0,78.0
326718,-97.0,-43.0,-98.0,-48.0,77.0
326738,-97.0,-43.0,-98.0,-48.0,76.0
326759,-97.0,-43.0,-98.0,-48.0,76.0
326783,-97.0,-43.0,-98.0,-48.0,75.0
326810,-97.0,-43.0,-98.0,-48.0,75.0
326833,-97.0,-43.0,-98.0,-48.0,74.0
326883,-97.0,-43.0,-98.0,-48.0,74.0
326904,-97.0,-43.0,-98.0,-48.0,73.0
326933,-97.0,-43.0,-98.0,-48.0,73.0
326977,-97.0,-43.0,-98.0,-48.0,72.0
327031,-97.0,-43.0,-98.0,-48.0,72.0
327059,-97.0,-43.0,-98.0,-48.0,71.0
327203,-97.0,-43.0,-98.0,-48.0,71.0
327243,-97.0,-43.0,-98.0,-48.0,70.0
327293,-97.0,-43.0,-98.0,-48.0,69.0
327319,-97.0,-43.0,-98.0,-48.0,69.0
327362,-97.0,-43.0,-98.0,-48.0,68.0
327485,-97.0,-43.0,-98.0,-48.0,68.0
327562,-97.0,-43.0,-98.0,-48.0,66.0
327607,-97.0,-43.0,-98.0,-48.0,65.0
327651,-97.0,-43.0,-98.0,-48.0,64.0
327670,-97.0,-43.0,-98.0,-48.0,63.0
327699,-97.0,-43.0,-98.0,-48.0,63.0
327770,-97.0,-43.0,-98.0,-48.0,62.0
327793,-97.0,-43.0,-98.0,-48.0,61.0
327823,-97.0,-43.0,-98.0,-48.0,61.0
327843,-97.0,-43.0,-98.0,-48.0,60.0
327923,-97.0,-43.0,-98.0,-48.0,60.0
327993,-97.0,-43.0,-98.0,-48.0,59.0
328056,-97.0,-43.0,-98.0,-48.0,58.0
328088,-97.0,-43.0,-98.0,-48.0,58.0
328106,-97.0,-43.0,-98.0,-48.0,57.0
328138,-97.0,-43.0,-98.0,-48.0,56.0
328158,-97.0,-43.0,-98.0,-48.0,56.0
328235,-97.0,-43.0,-98.0,-48.0,55.0
328266,-97.0,-43.0,-98.0,-48.0,55.0
328339,-97.0,-43.0,-98.0,-48.0,54.0
328388,-97.0,-43.0,-98.0,-48.0,53.0
328407,-97.0,-43.0,-98.0,-48.0,53.0
328476,-97.0,-43.0,-98.0,-48.0,52.0
328516,-97.0,-43.0,-98.0,-48.0,52.0
328544,-97.0,-43.0,-98.0,-48.0,51.0
328655,-97.0,-43.0,-98.0,-48.0,51.0
328674,-97.0,-43.0,-98.0,-48.0,50.0
328768,-97.0,-43.0,-98.0,-48.0,49.0
328790,-97.0,-43.0,-98.0,-48.0,48.0
328809,-97.0,-43.0,-98.0,-48.0,48.0
328827,-97.0,-43.0,-98.0,-48.0,47.0
328853,-97.0,-43.0,-98.0,-48.0,47.0
328877,-97.0,-43.0,-98.0,-48.0,46.0
328903,-97.0,-43.0,-98.0,-48.0,46.0
328922,-97.0,-43.0,-98.0,-48.0,45.0
328944,-97.0,-43.0,-98.0,-48.0,45.0
328963,-97.0,-43.0,-98.0,-48.0,44.0
328988,-97.0,-43.0,-98.0,-48.0,43.0
329009,-97.0,-43.0,-98.0,-48.0,43.0
329056,-97.0,-43.0,-98.0,-48.0,42.0
329090,-97.0,-43.0,-98.0,-48.0,41.0
329111,-97.0,-43.0,-98.0,-48.0,40.0
329166,-97.0,-43.0,-98.0,-48.0,40.0
329186,-97.0,-43.0,-98.0,-48.0,39.0
329211,-97.0,-43.0,-98.0,-48.0,39.0
329242,-97.0,-43.0,-98.0,-48.0,38.0
329291,-97.0,-43.0,-98.0,-48.0,37.0
329306,-97.0,-43.0,-98.0,-48.0,10.0
329384,-97.0,-43.0,-98.0,-48.0,9.0
329465,-97.0,-43.0,-98.0,-48.0,9.0
329488,-97.0,-43.0,-98.0,-48.0,8.0
329548,-97.0,-43.0,-98.0,-48.0,7.0
329569,-97.0,-43.0,-98.0,-48.0,6.0
329606,-97.0,-43.0,-98.0,-48.0,5.0
329670,-97.0,-43.0,-98.0,-48.0,4.0
329705,-97.0,-43.0,-98.0,-48.0,3.0
329724,-97.0,-43.0,-98.0,-48.0,2.0
329828,-97.0,-43.0,-98.0,-48.0,2.0
329846,-97.0,-43.0,-98.0,-48.0,1.0
329914,-97.0,-43.0,-98.0,-48.0,1.0
329937,-97.0,-43.0,-98.0,-48.0,0.0
329968,-97.0,-43.0,-98.0,-48.0,0.0
330005,-97.0,-43.0,-98.0,-48.0,-1.0
330034,-97.0,-43.0,-98.0,-48.0,-1.0
330055,-97.0,-43.0,-98.0,-48.0,-2.0
330083,-97.0,-43.0,-98.0,-48.0,-3.0
330148,-97.0,-43.0,-98.0,-48.0,-3.0
330223,-97.0,-43.0,-98.0,-48.0,-4.0
330278,-97.0,-43.0,-98.0,-48.0,-5.0
330329,-97.0,-43.0,-98.0,-48.0,-6.0
330403,-97.0,-43.0,-98.0,-48.0,-7.0
330473,-97.0,-43.0,-98.0,-48.0,-8.0
