,nan_x,nan_y,ASPRULQHB8B1F,AQP4PHYDXRBPI
58330,-84.0,-100.0,-100.0,-100.0
58371,-84.0,-100.0,-100.0,-100.0
58663,-84.0,-100.0,-100.0,-100.0
58718,-84.0,-100.0,-100.0,-100.0
58787,-84.0,-100.0,-100.0,-100.0
58846,-84.0,-100.0,-100.0,-100.0
58920,-84.0,-100.0,-100.0,-100.0
58960,-84.0,-100.0,-100.0,-100.0
59050,-84.0,-100.0,-100.0,-100.0
59121,-84.0,-100.0,-100.0,-100.0
59158,-84.0,-100.0,-100.0,-100.0
59178,-84.0,-100.0,-100.0,-100.0
59209,-84.0,-100.0,-100.0,-100.0
59227,-84.0,-100.0,-100.0,-100.0
59294,-84.0,-100.0,-100.0,-100.0
59321,-84.0,-100.0,-100.0,-100.0
59333,-84.0,-100.0,-100.0,-100.0
59365,-84.0,-100.0,-100.0,-100.0
59455,-84.0,-100.0,-100.0,-100.0
59694,-84.0,-100.0,-100.0,-100.0
59713,-84.0,-100.0,-100.0,-100.0
59790,-84.0,-100.0,-100.0,-100.0
59806,-84.0,-100.0,-100.0,-100.0
59813,-84.0,-100.0,-100.0,-100.0
59893,-84.0,-100.0,-100.0,-100.0
59938,-84.0,-100.0,-100.0,-100.0
59983,-84.0,-100.0,-100.0,-100.0
60042,-84.0,-100.0,-100.0,-100.0
60059,-84.0,-100.0,-100.0,-100.0
60088,-84.0,-100.0,-100.0,-100.0
60149,-84.0,-100.0,-100.0,-100.0
60161,-84.0,-100.0,-100.0,-100.0
60188,-84.0,-100.0,-100.0,-100.0
60195,-84.0,-100.0,-100.0,-100.0
60208,-84.0,-100.0,-100.0,-100.0
60216,-84.0,-100.0,-100.0,-100.0
60223,-84.0,-100.0,-100.0,-100.0
60237,-84.0,-100.0,-100.0,-100.0
60244,-84.0,-100.0,-100.0,-100.0
60257,-84.0,-100.0,-100.0,-100.0
60289,-84.0,-100.0,-100.0,-100.0
60307,-84.0,-100.0,-100.0,-100.0
60314,-84.0,-100.0,-100.0,-100.0
60346,-84.0,-100.0,-100.0,-100.0
60426,-84.0,-100.0,-100.0,-100.0
60439,-84.0,-100.0,-100.0,-100.0
60450,-84.0,-100.0,-100.0,-100.0
60467,-84.0,-100.0,-100.0,-100.0
60487,-84.0,-100.0,-100.0,-100.0
60496,-84.0,-100.0,-100.0,-100.0
60512,-84.0,-100.0,-100.0,-100.0
60525,-84.0,-100.0,-100.0,-100.0
60534,-84.0,-100.0,-100.0,-100.0
60563,-84.0,-100.0,-100.0,-100.0
60571,-84.0,-100.0,-100.0,-100.0
60674,-84.0,-100.0,-100.0,-100.0
60709,-84.0,-100.0,-100.0,-100.0
60770,-84.0,-100.0,-100.0,-100.0
60826,-84.0,-100.0,-100.0,-100.0
60841,-84.0,-100.0,-100.0,-100.0
60851,-84.0,-100.0,-100.0,-100.0
60861,-84.0,-100.0,-100.0,-100.0
60889,-84.0,-100.0,-100.0,-100.0
60890,-84.0,-100.0,-100.0,-100.0
60906,-84.0,-100.0,-100.0,-100.0
60921,-84.0,-100.0,-100.0,-100.0
60947,-84.0,-100.0,-100.0,-100.0
60983,-84.0,-100.0,-100.0,-100.0
60985,-84.0,-100.0,-100.0,-100.0
61025,-84.0,-100.0,-100.0,-100.0
61051,-84.0,-100.0,-100.0,-100.0
61055,-84.0,-100.0,-100.0,-100.0
61075,-84.0,-100.0,-100.0,-100.0
61151,-84.0,-100.0,-100.0,-100.0
61171,-84.0,-100.0,-100.0,-100.0
61179,-84.0,-100.0,-100.0,-100.0
61216,-84.0,-100.0,-100.0,-100.0
61218,-84.0,-100.0,-100.0,-100.0
61241,-84.0,-100.0,-100.0,-100.0
61256,-84.0,-100.0,-100.0,-100.0
61260,-84.0,-100.0,-100.0,-100.0
61307,-84.0,-100.0,-100.0,-100.0
61462,-84.0,-100.0,-100.0,-100.0
61479,-84.0,-100.0,-100.0,-100.0
61513,-84.0,-100.0,-100.0,-100.0
61521,-84.0,-100.0,-100.0,-100.0
61654,-84.0,-100.0,-100.0,-100.0
61808,-84.0,-100.0,-100.0,-100.0
61837,-84.0,-100.0,-100.0,-100.0
61878,-84.0,-100.0,-100.0,-100.0
61909,-84.0,-100.0,-100.0,-100.0
61919,-84.0,-100.0,-100.0,-100.0
61924,-84.0,-100.0,-100.0,-100.0
61975,-84.0,-100.0,-100.0,-100.0
61993,-84.0,-100.0,-100.0,-100.0
62020,-84.0,-100.0,-100.0,-100.0
62040,-84.0,-100.0,-100.0,-100.0
62064,-84.0,-100.0,-100.0,-100.0
62067,-84.0,-100.0,-100.0,-100.0
62117,-84.0,-100.0,-100.0,-100.0
62149,-84.0,-100.0,-100.0,-100.0
62166,-84.0,-100.0,-100.0,-100.0
62169,-84.0,-100.0,-100.0,-100.0
62189,-84.0,-100.0,-100.0,-100.0
62193,-84.0,-100.0,-100.0,-100.0
62194,-84.0,-100.0,-100.0,-100.0
62210,-84.0,-100.0,-100.0,-100.0
62229,-84.0,-100.0,-100.0,-100.0
62251,-84.0,-100.0,-100.0,-100.0
62267,-84.0,-100.0,-100.0,-100.0
62272,-84.0,-100.0,-100.0,-100.0
62306,-84.0,-100.0,-100.0,-100.0
62336,-84.0,-100.0,-100.0,-100.0
62343,-84.0,-100.0,-100.0,-100.0
62351,-84.0,-100.0,-100.0,-100.0
62356,-84.0,-100.0,-100.0,-100.0
62460,-84.0,-100.0,-100.0,-100.0
62481,-84.0,-100.0,-100.0,-100.0
62511,-84.0,-100.0,-100.0,-100.0
62520,-84.0,-100.0,-100.0,-100.0
62550,-84.0,-100.0,-100.0,-100.0
62578,-84.0,-100.0,-100.0,-100.0
62615,-84.0,-100.0,-100.0,-100.0
62619,-84.0,-100.0,-100.0,-100.0
62623,-84.0,-100.0,-100.0,-100.0
62638,-84.0,-100.0,-100.0,-100.0
62647,-84.0,-100.0,-100.0,-100.0
62667,-84.0,-100.0,-100.0,-100.0
62673,-84.0,-100.0,-100.0,-100.0
62714,-84.0,-100.0,-100.0,-100.0
62732,-84.0,-100.0,-100.0,-100.0
62772,-84.0,-100.0,-100.0,-100.0
62793,-84.0,-100.0,-100.0,-100.0
62846,-84.0,-100.0,-100.0,-100.0
62862,-84.0,-100.0,-100.0,-100.0
62896,-84.0,-100.0,-100.0,-100.0
62905,-84.0,-100.0,-100.0,-100.0
62964,-84.0,-100.0,-100.0,-100.0
63167,-84.0,-100.0,-100.0,-100.0
63250,-84.0,-100.0,-100.0,-100.0
63293,-84.0,-100.0,-100.0,-100.0
63608,-84.0,-100.0,-100.0,-100.0
63632,-84.0,-100.0,-100.0,-100.0
63686,-84.0,-100.0,-100.0,-100.0
63719,-84.0,-100.0,-100.0,-100.0
64027,-84.0,-100.0,-100.0,-100.0
64062,-84.0,-100.0,-100.0,-100.0
64091,-84.0,-100.0,-100.0,-100.0
64155,-84.0,-100.0,-100.0,-100.0
64201,-84.0,-100.0,-100.0,-100.0
64236,-84.0,-100.0,-100.0,-100.0
64279,-84.0,-100.0,-100.0,-100.0
64294,-84.0,-100.0,-100.0,-100.0
64328,-84.0,-100.0,-100.0,-100.0
64337,-84.0,-100.0,-100.0,-100.0
64365,-84.0,-100.0,-100.0,-100.0
64366,-84.0,-100.0,-100.0,-100.0
64399,-84.0,-100.0,-100.0,-100.0
64547,-84.0,-100.0,-100.0,-100.0
64570,-84.0,-100.0,-100.0,-100.0
64591,-84.0,-100.0,-100.0,-100.0
64604,-84.0,-100.0,-100.0,-100.0
64606,-84.0,-100.0,-100.0,-100.0
64612,-84.0,-100.0,-100.0,-100.0
64632,-84.0,-100.0,-100.0,-100.0
64634,-84.0,-100.0,-100.0,-100.0
64637,-84.0,-100.0,-100.0,-100.0
64651,-84.0,-100.0,-100.0,-100.0
64653,-84.0,-100.0,-100.0,-100.0
64656,-84.0,-100.0,-100.0,-100.0
64661,-84.0,-100.0,-100.0,-100.0
64667,-84.0,-100.0,-100.0,-100.0
64684,-84.0,-100.0,-100.0,-100.0
64698,-84.0,-100.0,-100.0,-100.0
64703,-84.0,-100.0,-100.0,-100.0
64726,-84.0,-100.0,-100.0,-100.0
64728,-84.0,-100.0,-100.0,-100.0
64745,-84.0,-100.0,-100.0,-100.0
64764,-84.0,-100.0,-100.0,-100.0
64771,-84.0,-100.0,-100.0,-100.0
64777,-84.0,-100.0,-100.0,-100.0
64796,-84.0,-100.0,-100.0,-100.0
64797,-84.0,-100.0,-100.0,-100.0
64803,-84.0,-100.0,-100.0,-100.0
64806,-84.0,-100.0,-100.0,-100.0
64809,-84.0,-100.0,-100.0,-100.0
64815,-84.0,-100.0,-100.0,-100.0
64861,-84.0,-100.0,-100.0,-100.0
64898,-84.0,-100.0,-100.0,-100.0
64905,-84.0,-100.0,-100.0,-100.0
64909,-84.0,-100.0,-100.0,-100.0
64910,-84.0,-100.0,-100.0,-100.0
64931,-84.0,-100.0,-100.0,-100.0
64945,-84.0,-100.0,-100.0,-100.0
64951,-84.0,-100.0,-100.0,-100.0
64975,-84.0,-100.0,-100.0,-100.0
64976,-84.0,-100.0,-100.0,-100.0
64978,-84.0,-100.0,-100.0,-100.0
64989,-84.0,-100.0,-100.0,-100.0
64996,-84.0,-100.0,-100.0,-100.0
65019,-84.0,-100.0,-100.0,-100.0
65020,-84.0,-100.0,-100.0,-100.0
65039,-84.0,-100.0,-100.0,-100.0
65043,-84.0,-100.0,-100.0,-100.0
65048,-84.0,-100.0,-100.0,-100.0
65068,-84.0,-100.0,-100.0,-100.0
65073,-84.0,-100.0,-100.0,-100.0
65086,-84.0,-100.0,-100.0,-100.0
65094,-84.0,-100.0,-100.0,-100.0
65122,-84.0,-100.0,-100.0,-100.0
65124,-84.0,-100.0,-100.0,-100.0
65143,-84.0,-100.0,-100.0,-100.0
65146,-84.0,-100.0,-100.0,-100.0
65160,-84.0,-100.0,-100.0,-100.0
65162,-84.0,-100.0,-100.0,-100.0
65176,-84.0,-100.0,-100.0,-100.0
65195,-84.0,-100.0,-100.0,-100.0
65231,-84.0,-100.0,-100.0,-100.0
65234,-84.0,-100.0,-100.0,-100.0
65257,-84.0,-100.0,-100.0,-100.0
65260,-84.0,-100.0,-100.0,-100.0
65298,-84.0,-100.0,-100.0,-100.0
65301,-84.0,-100.0,-100.0,-100.0
65328,-84.0,-100.0,-100.0,-100.0
65360,-84.0,-100.0,-100.0,-100.0
65381,-84.0,-100.0,-100.0,-100.0
65386,-84.0,-100.0,-100.0,-100.0
65428,-84.0,-100.0,-100.0,-100.0
65431,-84.0,-100.0,-100.0,-100.0
65455,-84.0,-100.0,-100.0,-100.0
65460,-84.0,-100.0,-100.0,-100.0
65517,-84.0,-100.0,-100.0,-100.0
65521,-84.0,-100.0,-100.0,-100.0
65542,-84.0,-100.0,-100.0,-100.0
65545,-84.0,-100.0,-100.0,-100.0
65557,-84.0,-100.0,-100.0,-100.0
65560,-84.0,-100.0,-100.0,-100.0
65590,-84.0,-100.0,-100.0,-100.0
65596,-84.0,-100.0,-100.0,-100.0
65615,-84.0,-100.0,-100.0,-100.0
65618,-84.0,-100.0,-100.0,-100.0
65623,-84.0,-100.0,-100.0,-100.0
65652,-84.0,-100.0,-100.0,-100.0
65660,-84.0,-100.0,-100.0,-100.0
65670,-84.0,-100.0,-100.0,-100.0
65709,-84.0,-100.0,-100.0,-100.0
65712,-84.0,-100.0,-100.0,-100.0
65724,-84.0,-100.0,-100.0,-100.0
65727,-84.0,-100.0,-100.0,-100.0
65759,-84.0,-100.0,-100.0,-100.0
65764,-84.0,-100.0,-100.0,-100.0
65788,-84.0,-100.0,-100.0,-100.0
65792,-84.0,-100.0,-100.0,-100.0
65804,-84.0,-100.0,-100.0,-100.0
65810,-84.0,-100.0,-100.0,-100.0
65828,-84.0,-100.0,-100.0,-100.0
65833,-84.0,-100.0,-100.0,-100.0
65859,-84.0,-100.0,-100.0,-100.0
65864,-84.0,-100.0,-100.0,-100.0
65877,-84.0,-100.0,-100.0,-100.0
65884,-84.0,-100.0,-100.0,-100.0
65894,-84.0,-100.0,-100.0,-100.0
65900,-84.0,-100.0,-100.0,-100.0
65907,-84.0,-100.0,-100.0,-100.0
65939,-84.0,-100.0,-100.0,-100.0
65957,-84.0,-100.0,-100.0,-100.0
66047,-84.0,-100.0,-100.0,-100.0
66075,-84.0,-100.0,-100.0,-100.0
66126,-84.0,-100.0,-100.0,-100.0
66136,-84.0,-100.0,-100.0,-100.0
66154,-84.0,-100.0,-100.0,-100.0
66157,-84.0,-100.0,-100.0,-100.0
66159,-84.0,-100.0,-100.0,-100.0
66173,-84.0,-100.0,-100.0,-100.0
66177,-84.0,-100.0,-100.0,-100.0
66206,-84.0,-100.0,-100.0,-100.0
66212,-84.0,-100.0,-100.0,-100.0
66222,-84.0,-100.0,-100.0,-100.0
66224,-84.0,-100.0,-100.0,-100.0
66230,-84.0,-100.0,-100.0,-100.0
66269,-84.0,-100.0,-100.0,-100.0
66276,-84.0,-100.0,-100.0,-100.0
66280,-84.0,-100.0,-100.0,-100.0
66309,-84.0,-100.0,-100.0,-100.0
66313,-84.0,-100.0,-100.0,-100.0
66342,-84.0,-100.0,-100.0,-100.0
66349,-84.0,-100.0,-100.0,-100.0
66354,-84.0,-100.0,-100.0,-100.0
66371,-84.0,-100.0,-100.0,-100.0
66417,-84.0,-100.0,-100.0,-100.0
66429,-84.0,-100.0,-100.0,-100.0
66436,-84.0,-100.0,-100.0,-100.0
66471,-84.0,-100.0,-100.0,-100.0
66497,-84.0,-100.0,-100.0,-100.0
66510,-84.0,-100.0,-100.0,-100.0
66511,-84.0,-100.0,-100.0,-100.0
66516,-84.0,-100.0,-100.0,-100.0
66537,-84.0,-100.0,-100.0,-100.0
66572,-84.0,-100.0,-100.0,-100.0
66610,-84.0,-100.0,-100.0,-100.0
66646,-84.0,-100.0,-100.0,-100.0
66669,-84.0,-100.0,-100.0,-100.0
66694,-84.0,-100.0,-100.0,-100.0
66717,-84.0,-100.0,-100.0,-100.0
66736,-84.0,-100.0,-100.0,-100.0
66756,-84.0,-100.0,-100.0,-100.0
66778,-84.0,-100.0,-100.0,-100.0
66789,-84.0,-100.0,-100.0,-100.0
66876,-84.0,-100.0,-100.0,-100.0
66888,-84.0,-100.0,-100.0,-100.0
66904,-84.0,-100.0,-100.0,-100.0
66910,-84.0,-100.0,-100.0,-100.0
66927,-84.0,-100.0,-100.0,-100.0
66929,-84.0,-100.0,-100.0,-100.0
66971,-84.0,-100.0,-100.0,-100.0
67008,-84.0,-100.0,-100.0,-100.0
67040,-84.0,-100.0,-100.0,-100.0
67065,-84.0,-100.0,-100.0,-100.0
67090,-84.0,-100.0,-100.0,-100.0
67149,-84.0,-100.0,-100.0,-100.0
67198,-84.0,-100.0,-100.0,-100.0
67218,-84.0,-100.0,-100.0,-100.0
67230,-84.0,-100.0,-100.0,-100.0
67260,-84.0,-100.0,-100.0,-100.0
67289,-84.0,-100.0,-100.0,-100.0
67292,-84.0,-100.0,-100.0,-100.0
67340,-84.0,-100.0,-100.0,-100.0
67353,-84.0,-100.0,-100.0,-100.0
67364,-84.0,-100.0,-100.0,-100.0
67371,-84.0,-100.0,-100.0,-100.0
67379,-84.0,-100.0,-100.0,-100.0
67391,-84.0,-100.0,-100.0,-100.0
67410,-84.0,-100.0,-100.0,-100.0
67441,-84.0,-100.0,-100.0,-100.0
67444,-84.0,-100.0,-100.0,-100.0
67467,-84.0,-100.0,-100.0,-100.0
67479,-84.0,-100.0,-100.0,-100.0
67487,-84.0,-100.0,-100.0,-100.0
67509,-84.0,-100.0,-100.0,-100.0
67511,-84.0,-100.0,-100.0,-100.0
67514,-84.0,-100.0,-100.0,-100.0
67539,-84.0,-100.0,-100.0,-100.0
67557,-84.0,-100.0,-100.0,-100.0
67559,-84.0,-100.0,-100.0,-100.0
67572,-84.0,-100.0,-100.0,-100.0
67576,-84.0,-100.0,-100.0,-100.0
67583,-84.0,-100.0,-100.0,-100.0
67598,-84.0,-100.0,-100.0,-100.0
67604,-84.0,-100.0,-100.0,-100.0
67627,-84.0,-100.0,-100.0,-100.0
67645,-84.0,-100.0,-100.0,-100.0
67655,-84.0,-100.0,-100.0,-100.0
67660,-84.0,-100.0,-100.0,-100.0
67665,-84.0,-100.0,-100.0,-100.0
67673,-84.0,-100.0,-100.0,-100.0
67679,-84.0,-100.0,-100.0,-100.0
67680,-84.0,-100.0,-100.0,-100.0
67690,-84.0,-100.0,-100.0,-100.0
67692,-84.0,-100.0,-100.0,-100.0
67693,-84.0,-100.0,-100.0,-100.0
67706,-84.0,-100.0,-100.0,-100.0
67716,-84.0,-100.0,-100.0,-100.0
67733,-84.0,-100.0,-100.0,-100.0
67761,-84.0,-100.0,-100.0,-100.0
67772,-84.0,-100.0,-100.0,-100.0
67788,-84.0,-100.0,-100.0,-100.0
67793,-84.0,-100.0,-100.0,-100.0
67806,-84.0,-100.0,-100.0,-100.0
67813,-84.0,-100.0,-100.0,-100.0
67818,-84.0,-100.0,-100.0,-100.0
67864,-84.0,-100.0,-100.0,-100.0
67867,-84.0,-100.0,-100.0,-100.0
67877,-84.0,-100.0,-100.0,-100.0
67885,-84.0,-100.0,-100.0,-100.0
67896,-84.0,-100.0,-100.0,-100.0
67897,-84.0,-100.0,-100.0,-100.0
67908,-84.0,-100.0,-100.0,-100.0
67911,-84.0,-100.0,-100.0,-100.0
67938,-84.0,-100.0,-100.0,-100.0
67942,-84.0,-100.0,-100.0,-100.0
67958,-84.0,-100.0,-100.0,-100.0
67972,-84.0,-100.0,-100.0,-100.0
67995,-84.0,-100.0,-100.0,-100.0
68000,-84.0,-100.0,-100.0,-100.0
68029,-84.0,-100.0,-100.0,-100.0
68035,-84.0,-100.0,-100.0,-100.0
68059,-84.0,-100.0,-100.0,-100.0
68071,-84.0,-100.0,-100.0,-100.0
68084,-84.0,-100.0,-100.0,-100.0
68124,-84.0,-100.0,-100.0,-100.0
68133,-84.0,-100.0,-100.0,-100.0
68137,-84.0,-100.0,-100.0,-100.0
68150,-84.0,-100.0,-100.0,-100.0
68175,-84.0,-100.0,-100.0,-100.0
68177,-84.0,-100.0,-100.0,-100.0
68209,-84.0,-100.0,-100.0,-100.0
68234,-84.0,-100.0,-100.0,-100.0
68239,-84.0,-100.0,-100.0,-100.0
68272,-84.0,-100.0,-100.0,-100.0
68314,-84.0,-100.0,-100.0,-100.0
68326,-84.0,-100.0,-100.0,-100.0
68333,-84.0,-100.0,-100.0,-100.0
68342,-84.0,-100.0,-100.0,-100.0
68361,-84.0,-100.0,-100.0,-100.0
68366,-84.0,-100.0,-100.0,-100.0
68370,-84.0,-100.0,-100.0,-100.0
68394,-84.0,-100.0,-100.0,-100.0
68395,-84.0,-100.0,-100.0,-100.0
68400,-84.0,-100.0,-100.0,-100.0
68436,-84.0,-100.0,-100.0,-100.0
68441,-84.0,-100.0,-100.0,-100.0
68500,-84.0,-100.0,-100.0,-100.0
68537,-84.0,-100.0,-100.0,-100.0
68547,-84.0,-100.0,-100.0,-100.0
68562,-84.0,-100.0,-100.0,-100.0
68568,-84.0,-100.0,-100.0,-100.0
68592,-84.0,-100.0,-100.0,-100.0
68603,-84.0,-100.0,-100.0,-100.0
68621,-84.0,-100.0,-100.0,-100.0
68668,-84.0,-100.0,-100.0,-100.0
68715,-84.0,-100.0,-100.0,-100.0
68732,-84.0,-100.0,-100.0,-100.0
68744,-84.0,-100.0,-100.0,-100.0
68756,-84.0,-100.0,-100.0,-100.0
68814,-84.0,-100.0,-100.0,-100.0
68832,-84.0,-100.0,-100.0,-100.0
68844,-84.0,-100.0,-100.0,-100.0
68857,-84.0,-100.0,-100.0,-100.0
68866,-84.0,-100.0,-100.0,-100.0
68905,-84.0,-100.0,-100.0,-100.0
68920,-84.0,-100.0,-100.0,-100.0
68941,-84.0,-100.0,-100.0,-100.0
68956,-84.0,-100.0,-100.0,-100.0
69012,-84.0,-100.0,-100.0,-100.0
69015,-84.0,-100.0,-100.0,-100.0
69037,-84.0,-100.0,-100.0,-100.0
69041,-84.0,-100.0,-100.0,-100.0
69056,-84.0,-100.0,-100.0,-100.0
69060,-84.0,-100.0,-100.0,-100.0
69079,-84.0,-100.0,-100.0,-100.0
69085,-84.0,-100.0,-100.0,-100.0
69106,-84.0,-100.0,-100.0,-100.0
69113,-84.0,-100.0,-100.0,-100.0
69138,-84.0,-100.0,-100.0,-100.0
69141,-84.0,-100.0,-100.0,-100.0
69145,-84.0,-100.0,-100.0,-100.0
69156,-84.0,-100.0,-100.0,-100.0
69172,-84.0,-100.0,-100.0,-100.0
69193,-84.0,-100.0,-100.0,-100.0
69206,-84.0,-100.0,-100.0,-100.0
69219,-84.0,-100.0,-100.0,-100.0
69223,-84.0,-100.0,-100.0,-100.0
69227,-84.0,-100.0,-100.0,-100.0
69237,-84.0,-100.0,-100.0,-100.0
69242,-84.0,-100.0,-100.0,-100.0
69255,-84.0,-100.0,-100.0,-100.0
69258,-84.0,-100.0,-100.0,-100.0
69262,-84.0,-100.0,-100.0,-100.0
69271,-84.0,-100.0,-100.0,-100.0
69272,-84.0,-100.0,-100.0,-100.0
69275,-84.0,-100.0,-100.0,-100.0
69288,-84.0,-100.0,-100.0,-100.0
69296,-84.0,-100.0,-100.0,-100.0
69309,-84.0,-100.0,-100.0,-100.0
69314,-84.0,-100.0,-100.0,-100.0
69317,-84.0,-100.0,-100.0,-100.0
69329,-84.0,-100.0,-100.0,-100.0
69344,-84.0,-100.0,-100.0,-100.0
69348,-84.0,-100.0,-100.0,-100.0
69354,-84.0,-100.0,-100.0,-100.0
69356,-84.0,-100.0,-100.0,-100.0
69390,-84.0,-100.0,-100.0,-100.0
69391,-84.0,-100.0,-100.0,-100.0
69409,-84.0,-100.0,-100.0,-100.0
69410,-84.0,-100.0,-100.0,-100.0
69415,-84.0,-100.0,-100.0,-100.0
69426,-84.0,-100.0,-100.0,-100.0
69439,-84.0,-100.0,-100.0,-100.0
69455,-84.0,-100.0,-100.0,-100.0
69462,-84.0,-100.0,-100.0,-100.0
69463,-84.0,-100.0,-100.0,-100.0
69470,-84.0,-100.0,-100.0,-100.0
69475,-84.0,-100.0,-100.0,-100.0
69493,-84.0,-100.0,-100.0,-100.0
69502,-84.0,-100.0,-100.0,-100.0
69507,-84.0,-100.0,-100.0,-100.0
69509,-84.0,-100.0,-100.0,-100.0
69524,-84.0,-100.0,-100.0,-100.0
69525,-84.0,-100.0,-100.0,-100.0
69541,-84.0,-100.0,-100.0,-100.0
69549,-84.0,-100.0,-100.0,-100.0
69555,-84.0,-100.0,-100.0,-100.0
69561,-84.0,-100.0,-100.0,-100.0
69581,-84.0,-100.0,-100.0,-100.0
69589,-84.0,-100.0,-100.0,-100.0
69593,-84.0,-100.0,-100.0,-100.0
69600,-84.0,-100.0,-100.0,-100.0
69610,-84.0,-100.0,-100.0,-100.0
69614,-84.0,-100.0,-100.0,-100.0
69624,-84.0,-100.0,-100.0,-100.0
69626,-84.0,-100.0,-100.0,-100.0
69635,-84.0,-100.0,-100.0,-100.0
69644,-84.0,-100.0,-100.0,-100.0
69670,-84.0,-100.0,-100.0,-100.0
69671,-84.0,-100.0,-100.0,-100.0
69681,-84.0,-100.0,-100.0,-100.0
69721,-84.0,-100.0,-100.0,-100.0
69735,-84.0,-100.0,-100.0,-100.0
69756,-84.0,-100.0,-100.0,-100.0
69766,-84.0,-100.0,-100.0,-100.0
69776,-84.0,-100.0,-100.0,-100.0
69788,-84.0,-100.0,-100.0,-100.0
69801,-84.0,-100.0,-100.0,-100.0
69809,-84.0,-100.0,-100.0,-100.0
69845,-84.0,-100.0,-100.0,-100.0
69859,-84.0,-100.0,-100.0,-100.0
69870,-84.0,-100.0,-100.0,-100.0
69883,-84.0,-100.0,-100.0,-100.0
69892,-84.0,-100.0,-100.0,-100.0
69913,-84.0,-100.0,-100.0,-100.0
69916,-84.0,-100.0,-100.0,-100.0
69934,-84.0,-100.0,-100.0,-100.0
69947,-84.0,-100.0,-100.0,-100.0
69965,-84.0,-100.0,-100.0,-100.0
69969,-84.0,-100.0,-100.0,-100.0
69988,-84.0,-100.0,-100.0,-100.0
69989,-84.0,-100.0,-100.0,-100.0
69999,-84.0,-100.0,-100.0,-100.0
70000,-84.0,-100.0,-100.0,-100.0
70010,-84.0,-100.0,-100.0,-100.0
70032,-84.0,-100.0,-100.0,-100.0
70036,-84.0,-100.0,-100.0,-100.0
70042,-84.0,-100.0,-100.0,-100.0
70045,-84.0,-100.0,-100.0,-100.0
70051,-84.0,-100.0,-100.0,-100.0
70060,-84.0,-100.0,-100.0,-100.0
70076,-84.0,-100.0,-100.0,-100.0
70077,-84.0,-100.0,-100.0,-100.0
70086,-84.0,-100.0,-100.0,-100.0
70120,-84.0,-100.0,-100.0,-100.0
70121,-84.0,-100.0,-100.0,-100.0
70160,-84.0,-100.0,-100.0,-100.0
70170,-84.0,-100.0,-100.0,-100.0
70181,-84.0,-100.0,-100.0,-100.0
70195,-84.0,-100.0,-100.0,-100.0
70201,-84.0,-100.0,-100.0,-100.0
70229,-84.0,-100.0,-100.0,-100.0
70231,-84.0,-100.0,-100.0,-100.0
70235,-84.0,-100.0,-100.0,-100.0
70255,-84.0,-100.0,-100.0,-100.0
70256,-84.0,-100.0,-100.0,-100.0
70282,-84.0,-100.0,-100.0,-100.0
70286,-84.0,-100.0,-100.0,-100.0
70299,-84.0,-100.0,-100.0,-100.0
70303,-84.0,-100.0,-100.0,-100.0
70307,-84.0,-100.0,-100.0,-100.0
70310,-84.0,-100.0,-100.0,-100.0
70320,-84.0,-100.0,-100.0,-100.0
70326,-84.0,-100.0,-100.0,-100.0
70328,-84.0,-100.0,-100.0,-100.0
70346,-84.0,-100.0,-100.0,-100.0
70359,-84.0,-100.0,-100.0,-100.0
70362,-84.0,-100.0,-100.0,-100.0
70380,-84.0,-100.0,-100.0,-100.0
70384,-84.0,-100.0,-100.0,-100.0
70396,-84.0,-100.0,-100.0,-100.0
70398,-84.0,-100.0,-100.0,-100.0
70400,-84.0,-100.0,-100.0,-100.0
70432,-84.0,-100.0,-100.0,-100.0
70433,-84.0,-100.0,-100.0,-100.0
70448,-84.0,-100.0,-100.0,-100.0
70470,-84.0,-100.0,-100.0,-100.0
70479,-84.0,-100.0,-100.0,-100.0
70480,-84.0,-100.0,-100.0,-100.0
70495,-84.0,-100.0,-100.0,-100.0
70499,-84.0,-100.0,-100.0,-100.0
70513,-84.0,-100.0,-100.0,-100.0
70533,-84.0,-100.0,-100.0,-100.0
70545,-84.0,-100.0,-100.0,-100.0
70558,-84.0,-100.0,-100.0,-100.0
70563,-84.0,-100.0,-100.0,-100.0
70583,-84.0,-100.0,-100.0,-100.0
70606,-84.0,-100.0,-100.0,-100.0
70650,-84.0,-100.0,-100.0,-100.0
70686,-84.0,-100.0,-100.0,-100.0
70693,-84.0,-100.0,-100.0,-100.0
70714,-84.0,-100.0,-100.0,-100.0
70730,-84.0,-100.0,-100.0,-100.0
70745,-84.0,-100.0,-100.0,-100.0
70760,-84.0,-100.0,-100.0,-100.0
70773,-84.0,-100.0,-100.0,-100.0
70801,-84.0,-100.0,-100.0,-100.0
70814,-84.0,-100.0,-100.0,-100.0
70835,-84.0,-100.0,-100.0,-100.0
70889,-84.0,-100.0,-100.0,-100.0
70902,-84.0,-100.0,-100.0,-100.0
70920,-84.0,-100.0,-100.0,-100.0
70922,-84.0,-100.0,-100.0,-100.0
70940,-84.0,-100.0,-100.0,-100.0
70952,-84.0,-100.0,-100.0,-100.0
70968,-84.0,-100.0,-100.0,-100.0
71007,-84.0,-100.0,-100.0,-100.0
71024,-84.0,-100.0,-100.0,-100.0
71025,-84.0,-100.0,-100.0,-100.0
71037,-84.0,-100.0,-100.0,-100.0
71043,-84.0,-100.0,-100.0,-100.0
71055,-84.0,-100.0,-100.0,-100.0
