,nan_x,nan_y,ASPRULQHB8B1F,AQP4PHYDXRBPI
345262,-96.0,-100.0,-100.0,-100.0
345312,-96.0,-100.0,-100.0,-100.0
345317,-96.0,-100.0,-100.0,-100.0
345341,-96.0,-100.0,-100.0,-100.0
345367,-96.0,-100.0,-100.0,-100.0
345383,-96.0,-100.0,-100.0,-100.0
345391,-96.0,-100.0,-100.0,-100.0
345407,-96.0,-100.0,-100.0,-100.0
345412,-96.0,-100.0,-100.0,-100.0
345419,-96.0,-100.0,-100.0,-100.0
345438,-97.0,-100.0,-100.0,-100.0
345452,-97.5,-100.0,-100.0,-100.0
345453,-98.0,-100.0,-100.0,-100.0
345470,-99.0,-100.0,-100.0,-100.0
345475,-99.5,-100.0,-100.0,-100.0
345486,-100.0,-100.0,-100.0,-100.0
345499,-100.0,-100.0,-100.0,-100.0
345506,-100.0,-100.0,-100.0,-100.0
345509,-100.0,-100.0,-100.0,-100.0
345516,-100.0,-100.0,-100.0,-100.0
345523,-100.0,-100.0,-100.0,-100.0
345533,-100.0,-100.0,-100.0,-100.0
345565,-100.0,-100.0,-100.0,-100.0
345591,-100.0,-100.0,-100.0,-100.0
345613,-100.0,-100.0,-100.0,-100.0
345620,-100.0,-100.0,-100.0,-100.0
345647,-100.0,-100.0,-100.0,-100.0
345672,-100.0,-100.0,-100.0,-100.0
345685,-100.0,-100.0,-100.0,-100.0
345690,-100.0,-100.0,-100.0,-100.0
345739,-100.0,-100.0,-100.0,-100.0
345747,-100.0,-100.0,-100.0,-100.0
345751,-100.0,-100.0,-100.0,-100.0
345758,-100.0,-100.0,-100.0,-100.0
345778,-100.0,-100.0,-100.0,-100.0
345784,-100.0,-100.0,-100.0,-100.0
345794,-100.0,-100.0,-100.0,-100.0
345821,-100.0,-100.0,-100.0,-100.0
345833,-100.0,-100.0,-100.0,-100.0
345839,-100.0,-100.0,-100.0,-100.0
345926,-100.0,-100.0,-100.0,-100.0
345935,-100.0,-100.0,-100.0,-100.0
345944,-100.0,-100.0,-100.0,-100.0
345954,-100.0,-100.0,-100.0,-100.0
345958,-100.0,-100.0,-100.0,-100.0
345963,-100.0,-100.0,-100.0,-100.0
345976,-100.0,-100.0,-100.0,-100.0
345977,-100.0,-100.0,-100.0,-100.0
345991,-100.0,-100.0,-100.0,-100.0
345999,-100.0,-100.0,-100.0,-100.0
346013,-100.0,-100.0,-100.0,-100.0
346016,-100.0,-100.0,-100.0,-100.0
346033,-100.0,-100.0,-100.0,-100.0
346042,-100.0,-100.0,-100.0,-100.0
346056,-100.0,-100.0,-100.0,-100.0
346065,-100.0,-100.0,-100.0,-100.0
346078,-100.0,-100.0,-100.0,-100.0
346086,-100.0,-100.0,-100.0,-100.0
346095,-100.0,-100.0,-100.0,-100.0
346103,-100.0,-100.0,-100.0,-100.0
346111,-100.0,-100.0,-100.0,-100.0
346217,-100.0,-100.0,-100.0,-100.0
346239,-100.0,-100.0,-100.0,-100.0
346258,-100.0,-100.0,-100.0,-100.0
346265,-100.0,-100.0,-100.0,-100.0
346398,-100.0,-100.0,-100.0,-100.0
346407,-100.0,-100.0,-100.0,-100.0
346415,-100.0,-100.0,-100.0,-100.0
346536,-100.0,-100.0,-100.0,-100.0
346542,-100.0,-100.0,-100.0,-100.0
346585,-100.0,-100.0,-100.0,-100.0
346640,-100.0,-100.0,-100.0,-100.0
346668,-100.0,-100.0,-100.0,-100.0
346683,-100.0,-100.0,-100.0,-100.0
346724,-100.0,-100.0,-100.0,-100.0
346742,-100.0,-100.0,-100.0,-100.0
346753,-100.0,-100.0,-100.0,-100.0
346770,-100.0,-100.0,-100.0,-100.0
346771,-100.0,-100.0,-100.0,-100.0
346786,-100.0,-100.0,-100.0,-100.0
346794,-100.0,-100.0,-100.0,-100.0
346803,-100.0,-100.0,-100.0,-100.0
346819,-100.0,-100.0,-100.0,-100.0
346836,-100.0,-100.0,-100.0,-100.0
346849,-100.0,-100.0,-100.0,-100.0
346852,-100.0,-100.0,-100.0,-100.0
346869,-100.0,-100.0,-100.0,-100.0
346878,-100.0,-100.0,-100.0,-100.0
346886,-100.0,-100.0,-100.0,-100.0
346903,-100.0,-100.0,-100.0,-100.0
346928,-100.0,-100.0,-100.0,-100.0
346931,-100.0,-100.0,-100.0,-100.0
346960,-100.0,-100.0,-100.0,-100.0
346976,-100.0,-100.0,-100.0,-100.0
346981,-100.0,-100.0,-100.0,-100.0
346992,-100.0,-100.0,-100.0,-100.0
346993,-100.0,-100.0,-100.0,-100.0
347007,-100.0,-100.0,-100.0,-100.0
347038,-100.0,-100.0,-100.0,-100.0
347052,-100.0,-100.0,-100.0,-100.0
347086,-100.0,-100.0,-100.0,-100.0
347106,-100.0,-100.0,-100.0,-100.0
347115,-100.0,-100.0,-100.0,-100.0
347130,-100.0,-100.0,-100.0,-100.0
347136,-100.0,-100.0,-100.0,-100.0
347144,-100.0,-100.0,-100.0,-100.0
347148,-100.0,-100.0,-100.0,-100.0
347153,-100.0,-100.0,-100.0,-100.0
347159,-100.0,-100.0,-100.0,-100.0
347169,-100.0,-100.0,-100.0,-100.0
347174,-100.0,-100.0,-100.0,-100.0
347186,-100.0,-100.0,-100.0,-100.0
347203,-100.0,-100.0,-100.0,-100.0
347219,-100.0,-100.0,-100.0,-100.0
347230,-100.0,-100.0,-100.0,-100.0
347236,-100.0,-100.0,-100.0,-100.0
347253,-100.0,-100.0,-100.0,-100.0
347258,-100.0,-100.0,-100.0,-100.0
347270,-100.0,-100.0,-100.0,-100.0
347305,-100.0,-100.0,-100.0,-100.0
347334,-100.0,-100.0,-100.0,-100.0
347369,-100.0,-100.0,-100.0,-100.0
347395,-100.0,-100.0,-100.0,-100.0
347408,-100.0,-100.0,-100.0,-100.0
347453,-100.0,-100.0,-100.0,-100.0
347470,-100.0,-100.0,-100.0,-100.0
347486,-100.0,-100.0,-100.0,-100.0
347494,-100.0,-100.0,-100.0,-100.0
347503,-100.0,-100.0,-100.0,-100.0
347520,-100.0,-100.0,-100.0,-100.0
347536,-100.0,-100.0,-100.0,-100.0
347553,-100.0,-100.0,-100.0,-100.0
347570,-100.0,-100.0,-100.0,-100.0
347585,-100.0,-100.0,-100.0,-100.0
347587,-100.0,-100.0,-100.0,-100.0
347595,-100.0,-100.0,-100.0,-100.0
347701,-100.0,-100.0,-100.0,-100.0
347732,-100.0,-100.0,-100.0,-100.0
347791,-100.0,-100.0,-100.0,-100.0
347803,-100.0,-100.0,-100.0,-100.0
347807,-100.0,-100.0,-100.0,-100.0
347820,-100.0,-100.0,-100.0,-100.0
347828,-100.0,-100.0,-100.0,-100.0
347836,-100.0,-100.0,-100.0,-100.0
347853,-100.0,-100.0,-100.0,-100.0
347856,-100.0,-100.0,-100.0,-100.0
347870,-100.0,-100.0,-100.0,-100.0
347886,-100.0,-100.0,-100.0,-100.0
347903,-100.0,-100.0,-100.0,-100.0
347920,-100.0,-100.0,-100.0,-100.0
347950,-100.0,-100.0,-100.0,-100.0
348022,-100.0,-100.0,-100.0,-100.0
348043,-100.0,-100.0,-100.0,-100.0
348085,-100.0,-100.0,-100.0,-100.0
348155,-100.0,-100.0,-100.0,-100.0
348234,-100.0,-100.0,-100.0,-100.0
348267,-100.0,-100.0,-100.0,-100.0
348311,-100.0,-100.0,-100.0,-100.0
348351,-100.0,-100.0,-100.0,-100.0
348398,-100.0,-100.0,-100.0,-100.0
348417,-100.0,-100.0,-100.0,-100.0
348448,-100.0,-100.0,-100.0,-100.0
348459,-100.0,-100.0,-100.0,-100.0
348584,-100.0,-100.0,-100.0,-100.0
348614,-100.0,-100.0,-100.0,-100.0
348672,-100.0,-100.0,-100.0,-100.0
348685,-100.0,-100.0,-100.0,-100.0
348743,-100.0,-100.0,-100.0,-100.0
348765,-100.0,-100.0,-100.0,-100.0
348841,-100.0,-100.0,-100.0,-100.0
348869,-100.0,-100.0,-100.0,-100.0
348925,-100.0,-100.0,-100.0,-100.0
348944,-100.0,-100.0,-100.0,-100.0
349035,-100.0,-100.0,-100.0,-100.0
349063,-100.0,-100.0,-100.0,-100.0
349102,-100.0,-100.0,-100.0,-100.0
349126,-100.0,-100.0,-100.0,-100.0
349188,-100.0,-100.0,-100.0,-100.0
349211,-100.0,-100.0,-100.0,-100.0
349267,-100.0,-100.0,-100.0,-100.0
349286,-100.0,-100.0,-100.0,-100.0
349304,-100.0,-100.0,-100.0,-100.0
349343,-100.0,-100.0,-100.0,-100.0
349377,-100.0,-100.0,-100.0,-100.0
349499,-100.0,-100.0,-100.0,-100.0
349567,-100.0,-100.0,-100.0,-100.0
349597,-100.0,-100.0,-100.0,-100.0
349920,-100.0,-100.0,-100.0,-100.0
349938,-100.0,-100.0,-100.0,-100.0
349954,-100.0,-100.0,-100.0,-100.0
349970,-100.0,-100.0,-100.0,-100.0
349987,-100.0,-100.0,-100.0,-100.0
350004,-100.0,-100.0,-100.0,-100.0
350021,-100.0,-100.0,-100.0,-100.0
350037,-100.0,-100.0,-100.0,-100.0
350054,-100.0,-100.0,-100.0,-100.0
350063,-100.0,-100.0,-100.0,-100.0
350070,-100.0,-100.0,-100.0,-100.0
350078,-100.0,-100.0,-100.0,-100.0
350087,-100.0,-100.0,-100.0,-100.0
350104,-100.0,-100.0,-100.0,-100.0
350129,-100.0,-100.0,-100.0,-100.0
350151,-100.0,-100.0,-100.0,-100.0
350163,-100.0,-100.0,-100.0,-100.0
350173,-100.0,-100.0,-100.0,-100.0
350237,-100.0,-100.0,-100.0,-100.0
350259,-100.0,-100.0,-100.0,-100.0
350322,-100.0,-100.0,-100.0,-100.0
350352,-100.0,-100.0,-100.0,-100.0
350366,-100.0,-100.0,-100.0,-100.0
350396,-100.0,-100.0,-100.0,-100.0
350424,-100.0,-100.0,-100.0,-100.0
350435,-100.0,-100.0,-100.0,-100.0
350493,-100.0,-100.0,-100.0,-100.0
350502,-100.0,-100.0,-100.0,-100.0
350510,-100.0,-100.0,-100.0,-100.0
350535,-100.0,-100.0,-100.0,-100.0
350572,-100.0,-100.0,-100.0,-100.0
350599,-100.0,-100.0,-100.0,-100.0
350611,-100.0,-100.0,-100.0,-100.0
350636,-100.0,-100.0,-100.0,-100.0
350637,-100.0,-100.0,-100.0,-100.0
350654,-100.0,-100.0,-100.0,-100.0
350655,-100.0,-100.0,-100.0,-100.0
350671,-100.0,-100.0,-100.0,-100.0
350685,-100.0,-100.0,-100.0,-100.0
350702,-100.0,-100.0,-100.0,-100.0
350722,-100.0,-100.0,-100.0,-100.0
350738,-100.0,-100.0,-100.0,-100.0
350750,-100.0,-100.0,-100.0,-100.0
350773,-100.0,-100.0,-100.0,-100.0
350796,-100.0,-100.0,-100.0,-100.0
350809,-100.0,-100.0,-100.0,-100.0
350820,-100.0,-100.0,-100.0,-100.0
350838,-100.0,-100.0,-100.0,-100.0
350862,-100.0,-100.0,-100.0,-100.0
350877,-100.0,-100.0,-100.0,-100.0
350903,-100.0,-100.0,-100.0,-100.0
350954,-100.0,-100.0,-100.0,-100.0
350968,-100.0,-100.0,-100.0,-100.0
350975,-100.0,-100.0,-100.0,-100.0
350989,-100.0,-100.0,-100.0,-100.0
351002,-100.0,-100.0,-100.0,-100.0
351022,-100.0,-100.0,-100.0,-100.0
351028,-100.0,-100.0,-100.0,-100.0
351038,-100.0,-100.0,-100.0,-100.0
351053,-100.0,-100.0,-100.0,-100.0
351064,-100.0,-100.0,-100.0,-100.0
351079,-100.0,-100.0,-100.0,-100.0
351090,-100.0,-100.0,-100.0,-100.0
351106,-100.0,-100.0,-100.0,-100.0
351109,-100.0,-100.0,-100.0,-100.0
351119,-100.0,-100.0,-100.0,-100.0
351135,-100.0,-100.0,-100.0,-100.0
351183,-100.0,-100.0,-100.0,-100.0
351199,-100.0,-100.0,-100.0,-100.0
351212,-100.0,-100.0,-100.0,-100.0
351235,-100.0,-100.0,-100.0,-100.0
351236,-100.0,-100.0,-100.0,-100.0
351263,-100.0,-100.0,-100.0,-100.0
351266,-100.0,-100.0,-100.0,-100.0
351272,-100.0,-100.0,-100.0,-100.0
351310,-100.0,-100.0,-100.0,-100.0
351320,-100.0,-100.0,-100.0,-100.0
351325,-100.0,-100.0,-100.0,-100.0
351399,-100.0,-100.0,-100.0,-100.0
351418,-100.0,-100.0,-100.0,-100.0
351424,-100.0,-100.0,-100.0,-100.0
351425,-100.0,-100.0,-100.0,-100.0
351444,-100.0,-100.0,-100.0,-100.0
351448,-100.0,-100.0,-100.0,-100.0
351455,-100.0,-100.0,-100.0,-100.0
351462,-100.0,-100.0,-100.0,-100.0
351476,-100.0,-100.0,-100.0,-100.0
351484,-100.0,-100.0,-100.0,-100.0
351506,-100.0,-100.0,-100.0,-100.0
351524,-100.0,-100.0,-100.0,-100.0
351540,-100.0,-100.0,-100.0,-100.0
351552,-100.0,-100.0,-100.0,-100.0
351564,-100.0,-100.0,-100.0,-100.0
351569,-100.0,-100.0,-100.0,-100.0
351572,-100.0,-100.0,-100.0,-100.0
351584,-100.0,-100.0,-100.0,-100.0
351620,-100.0,-100.0,-100.0,-100.0
351627,-100.0,-100.0,-100.0,-100.0
351645,-100.0,-100.0,-100.0,-100.0
351652,-100.0,-100.0,-100.0,-100.0
351653,-100.0,-100.0,-100.0,-100.0
351657,-100.0,-100.0,-100.0,-100.0
351696,-100.0,-100.0,-100.0,-100.0
351699,-100.0,-100.0,-100.0,-100.0
351728,-100.0,-100.0,-100.0,-100.0
351765,-100.0,-100.0,-100.0,-100.0
351779,-100.0,-100.0,-100.0,-100.0
351862,-100.0,-100.0,-100.0,-100.0
351871,-100.0,-100.0,-100.0,-100.0
351887,-100.0,-100.0,-100.0,-100.0
351891,-100.0,-100.0,-100.0,-100.0
351898,-100.0,-100.0,-100.0,-100.0
351935,-100.0,-100.0,-100.0,-100.0
351943,-100.0,-100.0,-100.0,-100.0
351945,-100.0,-100.0,-100.0,-100.0
351959,-100.0,-100.0,-100.0,-100.0
351965,-100.0,-100.0,-100.0,-100.0
352000,-100.0,-100.0,-100.0,-100.0
352053,-100.0,-100.0,-100.0,-100.0
352160,-100.0,-100.0,-100.0,-100.0
352206,-100.0,-100.0,-100.0,-100.0
352238,-100.0,-100.0,-100.0,-100.0
352391,-100.0,-100.0,-100.0,-100.0
352452,-100.0,-100.0,-100.0,-100.0
352489,-100.0,-100.0,-100.0,-100.0
352538,-100.0,-100.0,-100.0,-100.0
352585,-100.0,-100.0,-100.0,-100.0
352731,-100.0,-100.0,-100.0,-100.0
352760,-100.0,-100.0,-100.0,-100.0
352768,-100.0,-100.0,-100.0,-100.0
352874,-100.0,-100.0,-100.0,-100.0
352940,-100.0,-100.0,-100.0,-100.0
352968,-100.0,-100.0,-100.0,-100.0
352995,-100.0,-100.0,-100.0,-100.0
353060,-100.0,-100.0,-100.0,-100.0
353075,-100.0,-100.0,-100.0,-100.0
353183,-100.0,-100.0,-100.0,-100.0
353403,-100.0,-100.0,-100.0,-100.0
353448,-100.0,-100.0,-100.0,-100.0
353469,-100.0,-100.0,-100.0,-100.0
353508,-100.0,-100.0,-100.0,-100.0
353514,-100.0,-100.0,-100.0,-100.0
353557,-100.0,-100.0,-100.0,-100.0
353565,-100.0,-100.0,-100.0,-100.0
353591,-100.0,-100.0,-100.0,-100.0
353603,-100.0,-100.0,-100.0,-100.0
353626,-100.0,-100.0,-100.0,-100.0
353799,-100.0,-100.0,-100.0,-100.0
353815,-100.0,-100.0,-100.0,-100.0
353844,-100.0,-100.0,-100.0,-100.0
353861,-100.0,-100.0,-100.0,-100.0
353867,-100.0,-100.0,-100.0,-100.0
353883,-100.0,-100.0,-100.0,-100.0
353891,-100.0,-100.0,-100.0,-100.0
353918,-100.0,-100.0,-100.0,-100.0
353933,-100.0,-100.0,-100.0,-100.0
354015,-100.0,-100.0,-100.0,-100.0
354055,-100.0,-100.0,-100.0,-100.0
354069,-100.0,-100.0,-100.0,-100.0
354092,-100.0,-100.0,-100.0,-100.0
354117,-100.0,-100.0,-100.0,-100.0
354134,-100.0,-100.0,-100.0,-100.0
354149,-100.0,-100.0,-100.0,-100.0
354177,-100.0,-100.0,-100.0,-100.0
354201,-100.0,-100.0,-100.0,-100.0
354212,-100.0,-100.0,-100.0,-100.0
354242,-100.0,-100.0,-100.0,-100.0
354263,-100.0,-100.0,-100.0,-100.0
354304,-100.0,-100.0,-100.0,-100.0
354315,-100.0,-100.0,-100.0,-100.0
354332,-100.0,-100.0,-100.0,-100.0
354355,-100.0,-100.0,-100.0,-100.0
354364,-100.0,-100.0,-100.0,-100.0
354379,-100.0,-100.0,-100.0,-100.0
354392,-100.0,-100.0,-100.0,-100.0
354395,-100.0,-100.0,-100.0,-100.0
354403,-100.0,-100.0,-100.0,-100.0
354478,-100.0,-100.0,-100.0,-100.0
354497,-100.0,-100.0,-100.0,-100.0
354499,-100.0,-100.0,-100.0,-100.0
354511,-100.0,-100.0,-100.0,-100.0
354518,-100.0,-100.0,-100.0,-100.0
354533,-100.0,-100.0,-100.0,-100.0
354535,-100.0,-100.0,-100.0,-100.0
354542,-100.0,-100.0,-100.0,-100.0
354550,-100.0,-100.0,-100.0,-100.0
354575,-100.0,-100.0,-100.0,-100.0
354591,-100.0,-100.0,-100.0,-100.0
354595,-100.0,-100.0,-100.0,-100.0
354599,-100.0,-100.0,-100.0,-100.0
354616,-100.0,-100.0,-100.0,-100.0
354637,-100.0,-100.0,-100.0,-100.0
354703,-100.0,-100.0,-100.0,-100.0
354730,-100.0,-100.0,-100.0,-100.0
354752,-100.0,-100.0,-100.0,-100.0
354778,-100.0,-100.0,-100.0,-100.0
354797,-100.0,-100.0,-100.0,-100.0
354867,-100.0,-100.0,-100.0,-100.0
354924,-100.0,-100.0,-100.0,-100.0
354966,-100.0,-100.0,-100.0,-100.0
354972,-100.0,-100.0,-100.0,-100.0
354985,-100.0,-100.0,-100.0,-100.0
355002,-100.0,-100.0,-100.0,-100.0
355022,-100.0,-100.0,-100.0,-100.0
355078,-100.0,-100.0,-100.0,-100.0
355123,-100.0,-100.0,-100.0,-100.0
355145,-100.0,-100.0,-100.0,-100.0
355189,-100.0,-100.0,-100.0,-100.0
355198,-100.0,-100.0,-100.0,-100.0
355216,-100.0,-100.0,-100.0,-100.0
355225,-100.0,-100.0,-100.0,-100.0
355240,-100.0,-100.0,-100.0,-100.0
355279,-100.0,-100.0,-100.0,-100.0
355287,-100.0,-100.0,-100.0,-100.0
355292,-100.0,-100.0,-100.0,-100.0
355316,-100.0,-100.0,-100.0,-100.0
355326,-100.0,-100.0,-100.0,-100.0
355327,-100.0,-100.0,-100.0,-100.0
355335,-100.0,-100.0,-100.0,-100.0
355344,-100.0,-100.0,-100.0,-100.0
355355,-100.0,-100.0,-100.0,-100.0
355396,-100.0,-100.0,-100.0,-100.0
355408,-100.0,-100.0,-100.0,-100.0
355429,-100.0,-100.0,-100.0,-100.0
355430,-100.0,-100.0,-100.0,-100.0
355439,-100.0,-100.0,-100.0,-100.0
355441,-100.0,-100.0,-100.0,-100.0
355476,-100.0,-100.0,-100.0,-100.0
355535,-100.0,-100.0,-100.0,-100.0
355551,-100.0,-100.0,-100.0,-100.0
355587,-100.0,-100.0,-100.0,-100.0
355599,-100.0,-100.0,-100.0,-100.0
355622,-100.0,-100.0,-100.0,-100.0
355638,-100.0,-100.0,-100.0,-100.0
355657,-100.0,-100.0,-100.0,-100.0
355675,-100.0,-100.0,-100.0,-100.0
355678,-100.0,-100.0,-100.0,-100.0
355699,-100.0,-100.0,-100.0,-100.0
355730,-100.0,-100.0,-100.0,-100.0
355742,-100.0,-100.0,-100.0,-100.0
355747,-100.0,-100.0,-100.0,-100.0
355761,-100.0,-100.0,-100.0,-100.0
355773,-100.0,-100.0,-100.0,-100.0
355778,-100.0,-100.0,-100.0,-100.0
355804,-100.0,-100.0,-100.0,-100.0
355815,-100.0,-100.0,-100.0,-100.0
355859,-100.0,-100.0,-100.0,-100.0
355869,-100.0,-100.0,-100.0,-100.0
355887,-100.0,-100.0,-100.0,-100.0
355903,-100.0,-100.0,-100.0,-100.0
355916,-100.0,-100.0,-100.0,-100.0
355920,-100.0,-100.0,-100.0,-100.0
355939,-100.0,-100.0,-100.0,-100.0
355940,-100.0,-100.0,-100.0,-100.0
355955,-100.0,-100.0,-100.0,-100.0
355965,-100.0,-100.0,-100.0,-100.0
355985,-100.0,-100.0,-100.0,-100.0
355995,-100.0,-100.0,-100.0,-100.0
356039,-100.0,-100.0,-100.0,-100.0
356048,-100.0,-100.0,-100.0,-100.0
356064,-100.0,-100.0,-100.0,-100.0
356091,-100.0,-100.0,-100.0,-100.0
356105,-100.0,-100.0,-100.0,-100.0
356129,-100.0,-100.0,-100.0,-100.0
356137,-100.0,-100.0,-100.0,-100.0
356141,-100.0,-100.0,-100.0,-100.0
356147,-100.0,-100.0,-100.0,-100.0
356205,-100.0,-100.0,-100.0,-100.0
356210,-100.0,-100.0,-100.0,-100.0
356217,-100.0,-100.0,-100.0,-100.0
356251,-100.0,-100.0,-100.0,-100.0
356255,-100.0,-100.0,-100.0,-100.0
356257,-100.0,-100.0,-100.0,-100.0
356266,-100.0,-100.0,-100.0,-100.0
356272,-100.0,-100.0,-100.0,-100.0
356307,-100.0,-100.0,-100.0,-100.0
356308,-100.0,-100.0,-100.0,-100.0
356318,-100.0,-100.0,-100.0,-100.0
356367,-100.0,-100.0,-100.0,-100.0
356386,-100.0,-100.0,-100.0,-100.0
356442,-100.0,-100.0,-100.0,-100.0
356447,-100.0,-100.0,-100.0,-100.0
356472,-100.0,-100.0,-100.0,-100.0
356490,-100.0,-100.0,-100.0,-100.0
356513,-100.0,-100.0,-100.0,-100.0
356519,-100.0,-100.0,-100.0,-100.0
356530,-100.0,-100.0,-100.0,-100.0
356533,-100.0,-100.0,-100.0,-100.0
356543,-100.0,-100.0,-100.0,-100.0
356568,-100.0,-100.0,-100.0,-100.0
356579,-100.0,-100.0,-100.0,-100.0
356585,-100.0,-100.0,-100.0,-100.0
356590,-100.0,-100.0,-100.0,-100.0
356622,-100.0,-100.0,-100.0,-100.0
356624,-100.0,-100.0,-100.0,-100.0
356647,-100.0,-100.0,-100.0,-100.0
356681,-100.0,-100.0,-100.0,-100.0
356691,-100.0,-100.0,-100.0,-100.0
356699,-100.0,-100.0,-100.0,-100.0
356713,-100.0,-100.0,-100.0,-100.0
356719,-100.0,-100.0,-100.0,-100.0
356748,-100.0,-100.0,-100.0,-100.0
356778,-100.0,-100.0,-100.0,-100.0
356796,-100.0,-100.0,-100.0,-100.0
356820,-100.0,-100.0,-100.0,-100.0
356830,-100.0,-100.0,-100.0,-100.0
356846,-100.0,-100.0,-100.0,-100.0
356854,-100.0,-100.0,-100.0,-100.0
356871,-100.0,-100.0,-100.0,-100.0
356878,-100.0,-100.0,-100.0,-100.0
356913,-100.0,-100.0,-100.0,-100.0
356914,-100.0,-100.0,-100.0,-100.0
356921,-100.0,-100.0,-100.0,-100.0
356924,-100.0,-100.0,-100.0,-100.0
356934,-100.0,-100.0,-100.0,-100.0
356946,-100.0,-100.0,-100.0,-100.0
356960,-100.0,-100.0,-100.0,-100.0
356973,-100.0,-100.0,-100.0,-100.0
356976,-100.0,-100.0,-100.0,-100.0
356986,-100.0,-100.0,-100.0,-100.0
356990,-100.0,-100.0,-100.0,-100.0
356996,-100.0,-100.0,-100.0,-100.0
357003,-100.0,-100.0,-100.0,-100.0
357004,-100.0,-100.0,-100.0,-100.0
357006,-100.0,-100.0,-100.0,-100.0
357009,-100.0,-100.0,-100.0,-100.0
357013,-100.0,-100.0,-100.0,-100.0
357023,-100.0,-100.0,-100.0,-100.0
357029,-100.0,-100.0,-100.0,-100.0
357040,-100.0,-100.0,-100.0,-100.0
357044,-100.0,-100.0,-100.0,-100.0
357056,-100.0,-100.0,-100.0,-100.0
357062,-100.0,-100.0,-100.0,-100.0
357064,-100.0,-100.0,-100.0,-100.0
357067,-100.0,-100.0,-100.0,-100.0
357073,-100.0,-100.0,-100.0,-100.0
357087,-100.0,-100.0,-100.0,-100.0
357090,-100.0,-100.0,-100.0,-100.0
357094,-100.0,-100.0,-100.0,-100.0
357106,-100.0,-100.0,-100.0,-100.0
357126,-100.0,-100.0,-100.0,-100.0
357129,-100.0,-100.0,-100.0,-100.0
357139,-100.0,-100.0,-100.0,-100.0
357161,-100.0,-100.0,-100.0,-100.0
357167,-100.0,-100.0,-100.0,-100.0
357179,-100.0,-100.0,-100.0,-100.0
357196,-100.0,-100.0,-100.0,-100.0
357216,-100.0,-100.0,-100.0,-100.0
357225,-100.0,-100.0,-100.0,-99.66666666666667
357228,-100.0,-100.0,-100.0,-99.33333333333333
357234,-100.0,-100.0,-100.0,-99.0
357241,-100.0,-100.0,-100.0,-99.0
357254,-100.0,-100.0,-100.0,-99.0
357290,-100.0,-100.0,-100.0,-99.0
357300,-100.0,-100.0,-100.0,-98.5
357301,-100.0,-100.0,-100.0,-98.0
357313,-100.0,-100.0,-100.0,-98.0
357333,-100.0,-100.0,-100.0,-98.0
357351,-100.0,-100.0,-100.0,-98.0
357390,-100.0,-100.0,-100.0,-98.0
357407,-100.0,-100.0,-100.0,-98.0
357428,-100.0,-100.0,-100.0,-98.0
357453,-100.0,-100.0,-100.0,-98.0
357463,-100.0,-100.0,-100.0,-98.0
357475,-100.0,-100.0,-100.0,-98.0
357482,-100.0,-100.0,-100.0,-98.0
357490,-100.0,-100.0,-100.0,-98.0
357499,-100.0,-100.0,-100.0,-98.0
357507,-100.0,-100.0,-100.0,-98.0
357519,-100.0,-100.0,-100.0,-98.0
357523,-100.0,-100.0,-100.0,-98.0
357526,-100.0,-100.0,-100.0,-98.0
357533,-100.0,-100.0,-100.0,-98.0
357540,-100.0,-100.0,-100.0,-98.0
357554,-100.0,-100.0,-100.0,-98.0
357557,-100.0,-100.0,-100.0,-98.0
357573,-100.0,-100.0,-100.0,-98.0
357584,-100.0,-100.0,-100.0,-98.0
357587,-100.0,-100.0,-100.0,-98.0
357597,-100.0,-100.0,-100.0,-98.0
357605,-100.0,-100.0,-100.0,-98.0
357627,-100.0,-100.0,-100.0,-98.0
357634,-100.0,-100.0,-100.0,-98.0
357645,-100.0,-100.0,-100.0,-98.0
357664,-100.0,-100.0,-100.0,-98.0
357686,-100.0,-100.0,-100.0,-98.0
357706,-100.0,-100.0,-100.0,-98.0
357737,-100.0,-100.0,-100.0,-98.0
357757,-100.0,-100.0,-100.0,-98.0
357781,-100.0,-100.0,-100.0,-98.0
357785,-100.0,-100.0,-100.0,-98.5
357840,-100.0,-100.0,-100.0,-99.0
357859,-100.0,-100.0,-100.0,-99.0
357873,-100.0,-100.0,-100.0,-99.0
357897,-100.0,-100.0,-100.0,-99.0
357905,-100.0,-100.0,-100.0,-99.0
358022,-100.0,-100.0,-100.0,-99.0
358028,-100.0,-100.0,-100.0,-99.0
358052,-100.0,-100.0,-100.0,-99.0
358057,-100.0,-100.0,-100.0,-99.0
358070,-100.0,-100.0,-100.0,-99.0
358073,-100.0,-100.0,-100.0,-99.0
358074,-100.0,-100.0,-100.0,-99.0
358081,-100.0,-100.0,-100.0,-99.0
358090,-100.0,-100.0,-100.0,-99.0
358104,-100.0,-100.0,-100.0,-99.0
358107,-100.0,-100.0,-100.0,-99.0
358123,-100.0,-100.0,-100.0,-99.0
358136,-100.0,-100.0,-100.0,-99.0
358140,-100.0,-100.0,-100.0,-99.0
358157,-100.0,-100.0,-100.0,-99.0
358161,-100.0,-100.0,-100.0,-99.0
358173,-100.0,-100.0,-100.0,-99.0
358182,-100.0,-100.0,-100.0,-99.0
358190,-100.0,-100.0,-100.0,-99.0
358421,-100.0,-100.0,-100.0,-99.0
358466,-100.0,-100.0,-100.0,-99.0
358540,-100.0,-100.0,-100.0,-99.0
358557,-100.0,-100.0,-100.0,-99.0
