,A1B2BMGBX36ZX,A2YP8M9VHFXZV,A23KB5AO13NF7,nan
375988,-100.0,-100.0,-100.0,-100.0
375995,-100.0,-100.0,-100.0,-100.0
376003,-100.0,-100.0,-100.0,-100.0
376014,-100.0,-100.0,-100.0,-100.0
376023,-100.0,-100.0,-100.0,-100.0
376031,-100.0,-100.0,-100.0,-100.0
376042,-100.0,-100.0,-100.0,-100.0
376058,-100.0,-100.0,-100.0,-100.0
376066,-100.0,-100.0,-100.0,-100.0
376074,-100.0,-100.0,-100.0,-100.0
376083,-100.0,-100.0,-100.0,-100.0
376090,-100.0,-100.0,-100.0,-100.0
376107,-100.0,-100.0,-100.0,-100.0
376114,-100.0,-100.0,-100.0,-100.0
376123,-100.0,-100.0,-100.0,-100.0
376129,-100.0,-100.0,-100.0,-100.0
376137,-100.0,-100.0,-100.0,-100.0
376149,-100.0,-100.0,-100.0,-100.0
376158,-100.0,-100.0,-100.0,-100.0
376166,-100.0,-100.0,-100.0,-100.0
376174,-100.0,-100.0,-100.0,-100.0
376183,-100.0,-100.0,-100.0,-100.0
376192,-100.0,-100.0,-100.0,-100.0
376197,-100.0,-100.0,-100.0,-100.0
376207,-100.0,-100.0,-100.0,-100.0
376213,-100.0,-100.0,-100.0,-100.0
376224,-100.0,-100.0,-100.0,-100.0
376233,-100.0,-100.0,-100.0,-100.0
376240,-100.0,-100.0,-100.0,-100.0
376256,-100.0,-100.0,-100.0,-100.0
376265,-100.0,-100.0,-100.0,-100.0
376271,-100.0,-100.0,-100.0,-100.0
376281,-100.0,-100.0,-100.0,-100.0
376291,-100.0,-100.0,-100.0,-100.0
376299,-100.0,-100.0,-100.0,-100.0
376309,-100.0,-100.0,-100.0,-100.0
376319,-100.0,-100.0,-100.0,-100.0
376331,-100.0,-100.0,-100.0,-100.0
376340,-100.0,-100.0,-100.0,-100.0
376353,-100.0,-100.0,-100.0,-100.0
376362,-100.0,-100.0,-100.0,-100.0
376368,-100.0,-100.0,-100.0,-100.0
376375,-100.0,-100.0,-100.0,-100.0
376381,-100.0,-100.0,-100.0,-100.0
376390,-100.0,-100.0,-100.0,-100.0
376400,-100.0,-100.0,-100.0,-100.0
376410,-100.0,-100.0,-100.0,-100.0
376416,-100.0,-100.0,-100.0,-100.0
376431,-100.0,-100.0,-100.0,-100.0
376434,-100.0,-100.0,-100.0,-100.0
376443,-100.0,-100.0,-100.0,-100.0
376451,-100.0,-100.0,-100.0,-100.0
376468,-100.0,-100.0,-100.0,-100.0
376471,-100.0,-100.0,-100.0,-100.0
376480,-100.0,-100.0,-100.0,-100.0
376490,-100.0,-100.0,-100.0,-100.0
376498,-100.0,-100.0,-100.0,-100.0
376510,-100.0,-100.0,-100.0,-100.0
376520,-100.0,-100.0,-100.0,-100.0
376531,-100.0,-100.0,-100.0,-100.0
376540,-100.0,-100.0,-100.0,-100.0
376549,-100.0,-100.0,-100.0,-100.0
376556,-100.0,-100.0,-100.0,-100.0
376565,-100.0,-100.0,-100.0,-100.0
376592,-100.0,-100.0,-100.0,-100.0
376597,-100.0,-100.0,-100.0,-100.0
376605,-100.0,-100.0,-100.0,-100.0
376613,-100.0,-100.0,-100.0,-100.0
376620,-100.0,-100.0,-100.0,-100.0
376627,-100.0,-100.0,-100.0,-100.0
376636,-100.0,-100.0,-100.0,-100.0
376646,-100.0,-100.0,-100.0,-100.0
376657,-100.0,-100.0,-100.0,-100.0
376663,-100.0,-100.0,-100.0,-100.0
376678,-100.0,-100.0,-100.0,-100.0
376682,-100.0,-100.0,-100.0,-100.0
376697,-100.0,-100.0,-100.0,-100.0
376706,-100.0,-100.0,-100.0,-100.0
376714,-100.0,-100.0,-100.0,-100.0
376723,-100.0,-100.0,-100.0,-100.0
376733,-100.0,-100.0,-100.0,-100.0
376740,-100.0,-100.0,-100.0,-100.0
376748,-100.0,-100.0,-100.0,-100.0
376759,-100.0,-100.0,-100.0,-100.0
376768,-100.0,-100.0,-100.0,-100.0
376775,-100.0,-100.0,-100.0,-100.0
376783,-100.0,-100.0,-100.0,-100.0
376793,-100.0,-100.0,-100.0,-100.0
376806,-100.0,-100.0,-100.0,-100.0
376813,-100.0,-100.0,-100.0,-100.0
376822,-100.0,-100.0,-100.0,-100.0
376830,-100.0,-100.0,-100.0,-100.0
376840,-100.0,-100.0,-100.0,-100.0
376847,-100.0,-100.0,-100.0,-100.0
376857,-100.0,-100.0,-100.0,-100.0
376863,-100.0,-100.0,-100.0,-100.0
376871,-100.0,-100.0,-100.0,-100.0
376882,-100.0,-100.0,-100.0,-100.0
405200,-100.0,-100.0,-100.0,-100.0
405244,-100.0,-100.0,-100.0,-100.0
405247,-100.0,-100.0,-100.0,-100.0
405268,-100.0,-100.0,-100.0,-100.0
405271,-100.0,-100.0,-100.0,-100.0
405293,-100.0,-100.0,-100.0,-100.0
405296,-100.0,-100.0,-100.0,-100.0
405319,-100.0,-100.0,-100.0,-100.0
406373,-100.0,-100.0,-100.0,-100.0
406398,-100.0,-100.0,-100.0,-100.0
406403,-100.0,-100.0,-100.0,-100.0
406423,-100.0,-100.0,-100.0,-100.0
406427,-100.0,-100.0,-100.0,-100.0
406448,-100.0,-100.0,-100.0,-100.0
406450,-100.0,-100.0,-100.0,-100.0
406473,-100.0,-100.0,-100.0,-100.0
406476,-100.0,-100.0,-100.0,-100.0
406498,-100.0,-100.0,-100.0,-100.0
420088,-100.0,-100.0,-100.0,-100.0
420111,-100.0,-100.0,-100.0,-100.0
420127,-100.0,-100.0,-100.0,-100.0
420143,-100.0,-100.0,-100.0,-100.0
420259,-100.0,-100.0,-100.0,-100.0
420273,-100.0,-100.0,-100.0,-100.0
420322,-100.0,-100.0,-100.0,-100.0
420334,-100.0,-100.0,-100.0,-100.0
420450,-100.0,-100.0,-100.0,-100.0
420465,-100.0,-100.0,-100.0,-100.0
420486,-100.0,-100.0,-100.0,-100.0
420493,-100.0,-100.0,-100.0,-100.0
420519,-100.0,-100.0,-100.0,-100.0
420528,-100.0,-100.0,-100.0,-100.0
420623,-100.0,-100.0,-100.0,-100.0
420632,-100.0,-100.0,-100.0,-100.0
420653,-100.0,-100.0,-100.0,-100.0
420661,-100.0,-100.0,-100.0,-100.0
420671,-100.0,-100.0,-100.0,-100.0
420677,-100.0,-100.0,-100.0,-100.0
420687,-100.0,-100.0,-100.0,-100.0
420694,-100.0,-100.0,-100.0,-100.0
420817,-100.0,-100.0,-100.0,-100.0
420830,-100.0,-100.0,-100.0,-100.0
420852,-100.0,-100.0,-100.0,-100.0
420860,-100.0,-100.0,-100.0,-100.0
420871,-100.0,-100.0,-100.0,-100.0
420877,-100.0,-100.0,-100.0,-100.0
420887,-100.0,-100.0,-100.0,-100.0
420894,-100.0,-100.0,-100.0,-100.0
421007,-100.0,-100.0,-100.0,-100.0
421019,-100.0,-100.0,-100.0,-100.0
421063,-100.0,-100.0,-100.0,-100.0
421080,-100.0,-100.0,-100.0,-100.0
421512,-100.0,-100.0,-100.0,-100.0
421526,-100.0,-100.0,-100.0,-100.0
421567,-100.0,-100.0,-100.0,-100.0
421574,-100.0,-100.0,-100.0,-100.0
421600,-100.0,-100.0,-100.0,-100.0
421612,-100.0,-100.0,-100.0,-100.0
421621,-100.0,-100.0,-100.0,-100.0
421628,-100.0,-100.0,-100.0,-100.0
421651,-100.0,-100.0,-100.0,-100.0
421665,-100.0,-100.0,-100.0,-100.0
421699,-100.0,-100.0,-100.0,-100.0
421712,-100.0,-100.0,-100.0,-100.0
421735,-100.0,-100.0,-100.0,-100.0
421744,-100.0,-100.0,-100.0,-100.0
421755,-100.0,-100.0,-100.0,-100.0
421761,-100.0,-100.0,-100.0,-100.0
421770,-100.0,-100.0,-100.0,-100.0
421777,-100.0,-100.0,-100.0,-100.0
421786,-100.0,-100.0,-100.0,-100.0
421794,-100.0,-100.0,-100.0,-100.0
421821,-100.0,-100.0,-100.0,-100.0
421829,-100.0,-100.0,-100.0,-100.0
421853,-100.0,-100.0,-100.0,-100.0
421860,-100.0,-100.0,-100.0,-100.0
421871,-100.0,-100.0,-100.0,-100.0
421878,-100.0,-100.0,-100.0,-100.0
421909,-100.0,-100.0,-100.0,-100.0
421917,-100.0,-100.0,-100.0,-100.0
421951,-100.0,-100.0,-100.0,-100.0
421967,-100.0,-100.0,-100.0,-100.0
422203,-100.0,-100.0,-100.0,-100.0
422226,-100.0,-100.0,-100.0,-100.0
422231,-100.0,-100.0,-100.0,-100.0
422251,-100.0,-100.0,-100.0,-100.0
422256,-100.0,-100.0,-100.0,-100.0
422275,-100.0,-100.0,-100.0,-100.0
422280,-100.0,-100.0,-100.0,-100.0
422301,-100.0,-100.0,-100.0,-100.0
422305,-100.0,-100.0,-100.0,-100.0
422326,-100.0,-100.0,-100.0,-100.0
422331,-100.0,-100.0,-100.0,-100.0
422351,-100.0,-100.0,-100.0,-100.0
422529,-100.0,-100.0,-100.0,-100.0
422553,-100.0,-100.0,-100.0,-100.0
422559,-100.0,-100.0,-100.0,-100.0
422577,-100.0,-100.0,-100.0,-100.0
422581,-100.0,-100.0,-100.0,-100.0
422601,-100.0,-100.0,-100.0,-100.0
442626,-100.0,-100.0,-100.0,-100.0
442627,-100.0,-100.0,-100.0,-100.0
442643,-100.0,-100.0,-100.0,-100.0
442657,-100.0,-100.0,-100.0,-100.0
442677,-100.0,-100.0,-100.0,-100.0
442684,-100.0,-100.0,-100.0,-100.0
442712,-100.0,-100.0,-100.0,-100.0
442847,-100.0,-100.0,-100.0,-100.0
442879,-100.0,-100.0,-100.0,-100.0
442887,-100.0,-100.0,-100.0,-100.0
442913,-100.0,-100.0,-100.0,-100.0
443061,-100.0,-100.0,-100.0,-100.0
443077,-100.0,-100.0,-100.0,-100.0
443084,-100.0,-100.0,-100.0,-100.0
443110,-100.0,-100.0,-100.0,-100.0
443118,-100.0,-100.0,-100.0,-100.0
443128,-100.0,-100.0,-100.0,-100.0
443134,-100.0,-100.0,-100.0,-100.0
443164,-100.0,-100.0,-100.0,-100.0
443263,-100.0,-100.0,-100.0,-100.0
443278,-100.0,-100.0,-100.0,-100.0
443298,-100.0,-100.0,-100.0,-100.0
443310,-100.0,-100.0,-100.0,-100.0
443334,-100.0,-100.0,-100.0,-100.0
443347,-100.0,-100.0,-100.0,-100.0
443445,-100.0,-100.0,-100.0,-100.0
443461,-100.0,-100.0,-100.0,-100.0
443485,-100.0,-100.0,-100.0,-100.0
443492,-100.0,-100.0,-100.0,-100.0
443501,-100.0,-100.0,-100.0,-100.0
443511,-100.0,-100.0,-100.0,-100.0
443533,-100.0,-100.0,-100.0,-100.0
443547,-100.0,-100.0,-100.0,-100.0
443643,-100.0,-100.0,-100.0,-100.0
443660,-100.0,-100.0,-100.0,-100.0
443688,-100.0,-100.0,-100.0,-100.0
443695,-100.0,-100.0,-100.0,-100.0
443716,-100.0,-100.0,-100.0,-100.0
443727,-100.0,-100.0,-100.0,-100.0
443836,-100.0,-100.0,-100.0,-100.0
443853,-100.0,-100.0,-100.0,-100.0
443871,-100.0,-100.0,-100.0,-100.0
443873,-100.0,-100.0,-100.0,-100.0
443896,-100.0,-100.0,-100.0,-100.0
443909,-100.0,-100.0,-100.0,-100.0
443917,-100.0,-100.0,-100.0,-100.0
443943,-100.0,-100.0,-100.0,-100.0
444036,-100.0,-100.0,-100.0,-100.0
444050,-100.0,-100.0,-100.0,-100.0
444077,-100.0,-100.0,-100.0,-100.0
444090,-100.0,-100.0,-100.0,-100.0
444113,-100.0,-100.0,-100.0,-100.0
444125,-100.0,-100.0,-100.0,-100.0
444252,-100.0,-100.0,-100.0,-100.0
444268,-100.0,-100.0,-100.0,-100.0
444293,-100.0,-100.0,-100.0,-100.0
444307,-100.0,-100.0,-100.0,-100.0
444470,-100.0,-100.0,-100.0,-100.0
444484,-100.0,-100.0,-100.0,-100.0
444496,-100.0,-100.0,-100.0,-100.0
444506,-100.0,-100.0,-100.0,-100.0
444633,-100.0,-100.0,-100.0,-100.0
444648,-100.0,-100.0,-100.0,-100.0
444672,-100.0,-100.0,-100.0,-100.0
444686,-100.0,-100.0,-100.0,-100.0
444709,-100.0,-100.0,-100.0,-100.0
444716,-100.0,-100.0,-100.0,-100.0
444834,-100.0,-100.0,-100.0,-100.0
444848,-100.0,-100.0,-100.0,-100.0
444871,-100.0,-100.0,-100.0,-100.0
444879,-100.0,-100.0,-100.0,-100.0
444889,-100.0,-100.0,-100.0,-100.0
444898,-100.0,-100.0,-100.0,-100.0
445033,-100.0,-100.0,-100.0,-100.0
445047,-100.0,-100.0,-100.0,-100.0
445072,-100.0,-100.0,-100.0,-100.0
445080,-100.0,-100.0,-100.0,-100.0
445215,-100.0,-100.0,-100.0,-100.0
445229,-100.0,-100.0,-100.0,-100.0
445253,-100.0,-100.0,-100.0,-100.0
445261,-100.0,-100.0,-100.0,-100.0
445286,-100.0,-100.0,-100.0,-100.0
445297,-100.0,-100.0,-100.0,-100.0
445414,-100.0,-100.0,-100.0,-100.0
445427,-100.0,-100.0,-100.0,-100.0
445454,-100.0,-100.0,-100.0,-100.0
445462,-100.0,-100.0,-100.0,-100.0
445485,-100.0,-100.0,-100.0,-100.0
445496,-100.0,-100.0,-100.0,-100.0
445614,-100.0,-100.0,-100.0,-100.0
445626,-100.0,-100.0,-100.0,-100.0
445665,-100.0,-100.0,-100.0,-100.0
445679,-100.0,-100.0,-100.0,-100.0
445830,-100.0,-100.0,-100.0,-100.0
445846,-100.0,-100.0,-100.0,-100.0
445868,-100.0,-100.0,-100.0,-100.0
445876,-100.0,-100.0,-100.0,-100.0
445902,-100.0,-100.0,-100.0,-100.0
445913,-100.0,-100.0,-100.0,-100.0
446030,-100.0,-100.0,-100.0,-100.0
446047,-100.0,-100.0,-100.0,-100.0
446073,-100.0,-100.0,-100.0,-100.0
446083,-100.0,-100.0,-100.0,-100.0
446109,-100.0,-100.0,-100.0,-100.0
446121,-100.0,-100.0,-100.0,-100.0
446229,-100.0,-100.0,-100.0,-100.0
446244,-100.0,-100.0,-100.0,-100.0
446269,-100.0,-100.0,-100.0,-100.0
446276,-100.0,-100.0,-100.0,-100.0
446301,-100.0,-100.0,-100.0,-100.0
446312,-100.0,-100.0,-100.0,-100.0
446430,-100.0,-100.0,-100.0,-100.0
446446,-100.0,-100.0,-100.0,-100.0
446470,-100.0,-100.0,-100.0,-100.0
446481,-100.0,-100.0,-100.0,-100.0
446633,-100.0,-100.0,-100.0,-100.0
446642,-100.0,-100.0,-100.0,-100.0
446668,-100.0,-100.0,-100.0,-100.0
446676,-100.0,-100.0,-100.0,-100.0
446701,-100.0,-100.0,-100.0,-100.0
446710,-100.0,-100.0,-100.0,-100.0
446820,-100.0,-100.0,-100.0,-100.0
446834,-100.0,-100.0,-100.0,-100.0
446857,-100.0,-100.0,-100.0,-100.0
446858,-100.0,-100.0,-100.0,-100.0
446884,-100.0,-100.0,-100.0,-100.0
446894,-100.0,-100.0,-100.0,-100.0
447020,-100.0,-100.0,-100.0,-100.0
447034,-100.0,-100.0,-100.0,-100.0
447060,-100.0,-100.0,-100.0,-100.0
447074,-100.0,-100.0,-100.0,-100.0
447205,-100.0,-100.0,-100.0,-100.0
447220,-100.0,-100.0,-100.0,-100.0
447249,-100.0,-100.0,-100.0,-100.0
447258,-100.0,-100.0,-100.0,-100.0
447400,-100.0,-100.0,-100.0,-100.0
447415,-100.0,-100.0,-100.0,-100.0
447438,-100.0,-100.0,-100.0,-100.0
447448,-100.0,-100.0,-100.0,-100.0
447473,-100.0,-100.0,-100.0,-100.0
447483,-100.0,-100.0,-100.0,-100.0
447489,-100.0,-100.0,-100.0,-100.0
447599,-100.0,-100.0,-100.0,-100.0
447614,-100.0,-100.0,-100.0,-100.0
447638,-100.0,-100.0,-100.0,-100.0
447646,-100.0,-100.0,-100.0,-100.0
447672,-100.0,-100.0,-100.0,-100.0
447682,-100.0,-100.0,-100.0,-100.0
447683,-100.0,-100.0,-100.0,-100.0
448766,-100.0,-100.0,-100.0,-100.0
448790,-100.0,-100.0,-100.0,-100.0
448794,-100.0,-100.0,-100.0,-100.0
448814,-100.0,-100.0,-100.0,-100.0
448818,-100.0,-100.0,-100.0,-100.0
448839,-100.0,-100.0,-100.0,-100.0
448844,-100.0,-100.0,-100.0,-100.0
448864,-100.0,-100.0,-100.0,-100.0
448869,-100.0,-100.0,-100.0,-100.0
448890,-100.0,-100.0,-100.0,-100.0
448896,-100.0,-100.0,-100.0,-100.0
448915,-100.0,-100.0,-100.0,-100.0
449042,-100.0,-100.0,-100.0,-100.0
449066,-100.0,-100.0,-100.0,-100.0
449072,-100.0,-100.0,-100.0,-100.0
449090,-100.0,-100.0,-100.0,-100.0
449095,-100.0,-100.0,-100.0,-100.0
449115,-100.0,-100.0,-100.0,-100.0
449120,-100.0,-100.0,-100.0,-100.0
449140,-100.0,-100.0,-100.0,-100.0
449144,-100.0,-100.0,-100.0,-100.0
449165,-100.0,-100.0,-100.0,-100.0
449344,-100.0,-100.0,-100.0,-100.0
449367,-100.0,-100.0,-100.0,-100.0
449370,-100.0,-100.0,-100.0,-100.0
449391,-100.0,-100.0,-100.0,-100.0
449396,-100.0,-100.0,-100.0,-100.0
449416,-100.0,-100.0,-100.0,-100.0
449420,-100.0,-100.0,-100.0,-100.0
449441,-100.0,-100.0,-100.0,-100.0
451802,-100.0,-100.0,-100.0,-100.0
451825,-100.0,-100.0,-100.0,-100.0
451830,-100.0,-100.0,-100.0,-100.0
451849,-100.0,-100.0,-100.0,-100.0
451853,-100.0,-100.0,-100.0,-100.0
451874,-100.0,-100.0,-100.0,-100.0
451878,-100.0,-100.0,-100.0,-100.0
451899,-100.0,-100.0,-100.0,-100.0
451903,-100.0,-100.0,-100.0,-100.0
451925,-100.0,-100.0,-100.0,-100.0
451929,-100.0,-100.0,-100.0,-100.0
451951,-100.0,-100.0,-100.0,-100.0
452680,-100.0,-100.0,-100.0,-100.0
452703,-100.0,-100.0,-100.0,-100.0
452707,-100.0,-100.0,-100.0,-100.0
452727,-100.0,-100.0,-100.0,-100.0
452732,-100.0,-100.0,-100.0,-100.0
452752,-100.0,-100.0,-100.0,-100.0
452756,-100.0,-100.0,-100.0,-100.0
452777,-100.0,-100.0,-100.0,-100.0
452782,-100.0,-100.0,-100.0,-100.0
452802,-100.0,-100.0,-100.0,-100.0
453032,-100.0,-100.0,-100.0,-100.0
453054,-100.0,-100.0,-100.0,-100.0
453059,-100.0,-100.0,-100.0,-100.0
453078,-100.0,-100.0,-100.0,-100.0
453085,-100.0,-100.0,-100.0,-100.0
453104,-100.0,-100.0,-100.0,-100.0
453109,-100.0,-100.0,-100.0,-100.0
453129,-100.0,-100.0,-100.0,-100.0
461598,-100.0,-100.0,-100.0,-100.0
461599,-100.0,-100.0,-100.0,-100.0
461614,-100.0,-100.0,-100.0,-100.0
461645,-100.0,-100.0,-100.0,-100.0
461655,-100.0,-100.0,-100.0,-100.0
461684,-100.0,-100.0,-100.0,-100.0
461693,-100.0,-100.0,-100.0,-100.0
461719,-100.0,-100.0,-100.0,-100.0
461727,-100.0,-100.0,-100.0,-100.0
461756,-100.0,-100.0,-100.0,-100.0
461767,-100.0,-100.0,-100.0,-100.0
461873,-100.0,-100.0,-100.0,-100.0
461884,-100.0,-100.0,-100.0,-100.0
461912,-100.0,-100.0,-100.0,-100.0
461923,-100.0,-100.0,-100.0,-100.0
461951,-100.0,-100.0,-100.0,-100.0
461961,-100.0,-100.0,-100.0,-100.0
461990,-100.0,-100.0,-100.0,-100.0
462001,-100.0,-100.0,-100.0,-100.0
462104,-100.0,-100.0,-100.0,-100.0
462117,-100.0,-100.0,-100.0,-100.0
462146,-100.0,-100.0,-100.0,-100.0
462157,-100.0,-100.0,-100.0,-100.0
462187,-100.0,-100.0,-100.0,-100.0
462197,-100.0,-100.0,-100.0,-100.0
462227,-100.0,-100.0,-100.0,-100.0
462239,-100.0,-100.0,-100.0,-100.0
462323,-100.0,-100.0,-100.0,-100.0
462335,-100.0,-100.0,-100.0,-100.0
462362,-100.0,-100.0,-100.0,-100.0
462371,-100.0,-100.0,-100.0,-100.0
462399,-100.0,-100.0,-100.0,-100.0
462412,-100.0,-100.0,-100.0,-100.0
462521,-100.0,-100.0,-100.0,-100.0
462532,-100.0,-100.0,-100.0,-100.0
462562,-100.0,-100.0,-100.0,-100.0
462571,-100.0,-100.0,-100.0,-100.0
462600,-100.0,-100.0,-100.0,-100.0
462611,-100.0,-100.0,-100.0,-100.0
462721,-100.0,-100.0,-100.0,-100.0
462732,-100.0,-100.0,-100.0,-100.0
462766,-100.0,-100.0,-100.0,-100.0
462775,-100.0,-100.0,-100.0,-100.0
462905,-100.0,-100.0,-100.0,-100.0
462920,-100.0,-100.0,-100.0,-100.0
462948,-100.0,-100.0,-100.0,-100.0
462960,-100.0,-100.0,-100.0,-100.0
463111,-100.0,-100.0,-100.0,-100.0
463127,-100.0,-100.0,-100.0,-100.0
463160,-100.0,-100.0,-100.0,-100.0
463173,-100.0,-100.0,-100.0,-100.0
463303,-100.0,-100.0,-100.0,-100.0
463318,-100.0,-100.0,-100.0,-100.0
463348,-100.0,-100.0,-100.0,-100.0
463360,-100.0,-100.0,-100.0,-100.0
463393,-100.0,-100.0,-100.0,-100.0
463405,-100.0,-100.0,-100.0,-100.0
463513,-100.0,-100.0,-100.0,-100.0
463517,-100.0,-100.0,-100.0,-100.0
463550,-100.0,-100.0,-100.0,-100.0
463561,-100.0,-100.0,-100.0,-100.0
463692,-100.0,-100.0,-100.0,-100.0
463708,-100.0,-100.0,-100.0,-100.0
463735,-100.0,-100.0,-100.0,-100.0
463746,-100.0,-100.0,-100.0,-100.0
463886,-100.0,-100.0,-100.0,-100.0
463900,-100.0,-100.0,-100.0,-100.0
463936,-100.0,-100.0,-100.0,-100.0
463940,-100.0,-100.0,-100.0,-100.0
463951,-100.0,-100.0,-100.0,-100.0
463964,-100.0,-100.0,-100.0,-100.0
464063,-100.0,-100.0,-100.0,-100.0
464081,-100.0,-100.0,-100.0,-100.0
464122,-100.0,-100.0,-100.0,-100.0
464133,-100.0,-100.0,-100.0,-100.0
464262,-100.0,-100.0,-100.0,-100.0
464278,-100.0,-100.0,-100.0,-100.0
464313,-100.0,-100.0,-100.0,-100.0
464324,-100.0,-100.0,-100.0,-100.0
464439,-100.0,-100.0,-100.0,-100.0
464455,-100.0,-100.0,-100.0,-100.0
464487,-100.0,-100.0,-100.0,-100.0
464506,-100.0,-100.0,-100.0,-100.0
464624,-100.0,-100.0,-100.0,-100.0
464641,-100.0,-100.0,-100.0,-100.0
464677,-100.0,-100.0,-100.0,-100.0
464686,-100.0,-100.0,-100.0,-100.0
464697,-100.0,-100.0,-100.0,-100.0
464709,-100.0,-100.0,-100.0,-100.0
464834,-100.0,-100.0,-100.0,-100.0
464846,-100.0,-100.0,-100.0,-100.0
464973,-100.0,-100.0,-100.0,-100.0
464996,-100.0,-100.0,-100.0,-100.0
465022,-100.0,-100.0,-100.0,-100.0
465028,-100.0,-100.0,-100.0,-100.0
465034,-100.0,-100.0,-100.0,-100.0
465047,-100.0,-100.0,-100.0,-100.0
465053,-100.0,-100.0,-100.0,-100.0
465063,-100.0,-100.0,-100.0,-100.0
465071,-100.0,-100.0,-100.0,-100.0
465083,-100.0,-100.0,-100.0,-100.0
465174,-100.0,-100.0,-100.0,-100.0
465189,-100.0,-100.0,-100.0,-100.0
465194,-100.0,-100.0,-100.0,-100.0
465204,-100.0,-100.0,-100.0,-100.0
465211,-100.0,-100.0,-100.0,-100.0
465221,-100.0,-100.0,-100.0,-100.0
465228,-100.0,-100.0,-100.0,-100.0
465233,-100.0,-100.0,-100.0,-100.0
465247,-100.0,-100.0,-100.0,-100.0
465372,-100.0,-100.0,-100.0,-100.0
465391,-100.0,-100.0,-100.0,-100.0
465412,-100.0,-100.0,-100.0,-100.0
465420,-100.0,-100.0,-100.0,-100.0
465430,-100.0,-100.0,-100.0,-100.0
465446,-100.0,-100.0,-100.0,-100.0
465573,-100.0,-100.0,-100.0,-100.0
465587,-100.0,-100.0,-100.0,-100.0
465594,-100.0,-100.0,-100.0,-100.0
465603,-100.0,-100.0,-100.0,-100.0
465609,-100.0,-100.0,-100.0,-100.0
465619,-100.0,-100.0,-100.0,-100.0
465626,-100.0,-100.0,-100.0,-100.0
465638,-100.0,-100.0,-100.0,-100.0
465649,-100.0,-100.0,-100.0,-100.0
465663,-100.0,-100.0,-100.0,-100.0
465677,-100.0,-100.0,-100.0,-100.0
465697,-100.0,-100.0,-100.0,-100.0
465706,-100.0,-100.0,-100.0,-100.0
465725,-100.0,-100.0,-100.0,-100.0
465751,-100.0,-100.0,-100.0,-100.0
465754,-100.0,-100.0,-100.0,-100.0
465764,-100.0,-100.0,-100.0,-100.0
465769,-100.0,-100.0,-100.0,-100.0
465772,-100.0,-100.0,-100.0,-100.0
465774,-100.0,-100.0,-100.0,-100.0
465776,-100.0,-100.0,-100.0,-100.0
465778,-100.0,-100.0,-100.0,-100.0
465785,-100.0,-100.0,-100.0,-100.0
465791,-100.0,-100.0,-100.0,-100.0
465797,-100.0,-100.0,-100.0,-100.0
465802,-100.0,-100.0,-100.0,-100.0
465803,-100.0,-100.0,-100.0,-100.0
465810,-100.0,-100.0,-100.0,-100.0
465822,-100.0,-100.0,-100.0,-100.0
465825,-100.0,-100.0,-100.0,-100.0
465827,-100.0,-100.0,-100.0,-100.0
465840,-100.0,-100.0,-100.0,-100.0
465842,-100.0,-100.0,-100.0,-100.0
465845,-100.0,-100.0,-100.0,-100.0
465846,-100.0,-100.0,-100.0,-100.0
465850,-100.0,-100.0,-100.0,-100.0
465855,-100.0,-100.0,-100.0,-100.0
465857,-100.0,-100.0,-100.0,-100.0
465862,-100.0,-100.0,-100.0,-100.0
465871,-100.0,-100.0,-100.0,-100.0
465874,-100.0,-100.0,-100.0,-100.0
465879,-100.0,-100.0,-100.0,-100.0
465888,-100.0,-100.0,-100.0,-100.0
465898,-100.0,-100.0,-100.0,-100.0
465909,-100.0,-100.0,-100.0,-100.0
465915,-100.0,-100.0,-100.0,-100.0
465924,-100.0,-100.0,-100.0,-100.0
465934,-100.0,-100.0,-100.0,-100.0
465946,-100.0,-100.0,-100.0,-100.0
465950,-100.0,-100.0,-100.0,-100.0
465951,-100.0,-100.0,-100.0,-100.0
465956,-100.0,-100.0,-100.0,-100.0
465965,-100.0,-100.0,-100.0,-100.0
465969,-100.0,-100.0,-100.0,-100.0
465974,-100.0,-100.0,-100.0,-100.0
465983,-100.0,-100.0,-100.0,-100.0
465987,-100.0,-100.0,-100.0,-100.0
465990,-100.0,-100.0,-100.0,-100.0
465991,-100.0,-100.0,-100.0,-100.0
466002,-100.0,-100.0,-100.0,-100.0
466005,-100.0,-100.0,-100.0,-100.0
466009,-100.0,-100.0,-100.0,-100.0
466011,-100.0,-100.0,-100.0,-100.0
466019,-100.0,-100.0,-100.0,-100.0
466022,-100.0,-100.0,-100.0,-100.0
466027,-100.0,-100.0,-100.0,-100.0
466037,-100.0,-100.0,-100.0,-100.0
466043,-100.0,-100.0,-100.0,-100.0
466054,-100.0,-100.0,-100.0,-100.0
466062,-100.0,-100.0,-100.0,-100.0
466074,-100.0,-100.0,-100.0,-100.0
466081,-100.0,-100.0,-100.0,-100.0
466091,-100.0,-100.0,-100.0,-100.0
466098,-100.0,-100.0,-100.0,-100.0
466109,-100.0,-100.0,-100.0,-100.0
466116,-100.0,-100.0,-100.0,-100.0
466127,-100.0,-100.0,-100.0,-100.0
466131,-100.0,-100.0,-100.0,-100.0
466133,-100.0,-100.0,-100.0,-100.0
466144,-100.0,-100.0,-100.0,-100.0
466150,-100.0,-100.0,-100.0,-100.0
466151,-100.0,-100.0,-100.0,-100.0
466162,-100.0,-100.0,-100.0,-100.0
