,A9DEGNR0707LR,A2PM3OLCOW52S
38335,-100.0,-100.0
38342,-100.0,-100.0
38343,-100.0,-100.0
38359,-100.0,-100.0
38371,-100.0,-100.0
38378,-100.0,-100.0
38388,-100.0,-100.0
38400,-100.0,-100.0
38409,-100.0,-100.0
38428,-100.0,-100.0
38430,-100.0,-100.0
38441,-100.0,-100.0
38461,-100.0,-100.0
38470,-100.0,-100.0
38472,-100.0,-100.0
38482,-100.0,-100.0
38488,-100.0,-100.0
38493,-100.0,-100.0
38514,-100.0,-100.0
38525,-100.0,-100.0
38540,-100.0,-100.0
38552,-100.0,-100.0
38563,-100.0,-100.0
38565,-100.0,-100.0
38576,-100.0,-100.0
38592,-100.0,-100.0
38603,-100.0,-100.0
38606,-100.0,-100.0
38613,-100.0,-100.0
38637,-100.0,-100.0
38639,-100.0,-100.0
38645,-100.0,-100.0
38656,-100.0,-100.0
38675,-100.0,-100.0
38683,-100.0,-100.0
38691,-100.0,-100.0
38694,-100.0,-100.0
38706,-100.0,-100.0
38727,-100.0,-100.0
38730,-100.0,-100.0
38739,-100.0,-100.0
38740,-100.0,-100.0
38770,-100.0,-100.0
38771,-100.0,-100.0
38777,-100.0,-100.0
38781,-100.0,-100.0
38805,-100.0,-100.0
38812,-100.0,-100.0
38813,-100.0,-100.0
38822,-100.0,-100.0
38844,-100.0,-100.0
38850,-100.0,-100.0
38863,-100.0,-100.0
38873,-100.0,-100.0
38887,-100.0,-100.0
38890,-100.0,-100.0
38897,-100.0,-100.0
38900,-100.0,-100.0
38911,-100.0,-100.0
38915,-100.0,-100.0
38924,-100.0,-100.0
38945,-100.0,-100.0
38954,-100.0,-100.0
38957,-100.0,-100.0
38976,-100.0,-100.0
38988,-100.0,-100.0
39001,-100.0,-100.0
39004,-100.0,-100.0
39013,-100.0,-100.0
39030,-100.0,-100.0
39042,-100.0,-100.0
39043,-100.0,-100.0
39063,-100.0,-100.0
39071,-100.0,-100.0
39088,-100.0,-100.0
39093,-100.0,-100.0
39098,-100.0,-100.0
39111,-100.0,-100.0
39116,-100.0,-100.0
39127,-100.0,-100.0
39139,-100.0,-100.0
39144,-100.0,-100.0
39155,-100.0,-100.0
39167,-100.0,-100.0
39183,-100.0,-100.0
39192,-100.0,-100.0
39195,-100.0,-100.0
39221,-100.0,-100.0
39227,-100.0,-100.0
39228,-100.0,-100.0
39237,-100.0,-100.0
39264,-100.0,-100.0
39267,-100.0,-100.0
39279,-100.0,-100.0
39280,-100.0,-100.0
39308,-100.0,-100.0
39315,-100.0,-100.0
39316,-100.0,-100.0
39328,-100.0,-100.0
39351,-100.0,-100.0
39357,-100.0,-100.0
39363,-100.0,-100.0
39380,-100.0,-100.0
39390,-100.0,-100.0
39408,-100.0,-100.0
39414,-100.0,-100.0
39429,-100.0,-100.0
39438,-100.0,-100.0
39447,-100.0,-100.0
39459,-100.0,-100.0
39470,-100.0,-100.0
39472,-100.0,-100.0
39478,-100.0,-100.0
39503,-100.0,-100.0
39516,-100.0,-100.0
39544,-100.0,-100.0
39552,-100.0,-100.0
39555,-100.0,-100.0
39574,-100.0,-100.0
39591,-100.0,-100.0
39603,-100.0,-100.0
39604,-100.0,-100.0
39611,-100.0,-100.0
39631,-100.0,-100.0
39638,-100.0,-100.0
39641,-100.0,-100.0
39652,-100.0,-100.0
39660,-100.0,-100.0
39667,-100.0,-100.0
39694,-100.0,-100.0
39699,-100.0,-100.0
39711,-100.0,-100.0
39713,-100.0,-100.0
39762,-100.0,-100.0
39767,-100.0,-100.0
39774,-100.0,-100.0
39783,-100.0,-100.0
39800,-100.0,-100.0
39808,-100.0,-100.0
39820,-100.0,-100.0
39831,-100.0,-100.0
39839,-100.0,-100.0
39859,-100.0,-100.0
39869,-100.0,-100.0
39884,-100.0,-100.0
39890,-100.0,-100.0
39896,-100.0,-100.0
39911,-100.0,-100.0
39923,-100.0,-100.0
39926,-100.0,-100.0
39948,-100.0,-100.0
39953,-100.0,-100.0
39965,-100.0,-100.0
39970,-100.0,-100.0
39972,-100.0,-100.0
39975,-100.0,-100.0
39995,-100.0,-100.0
40005,-100.0,-100.0
40022,-100.0,-100.0
40024,-100.0,-100.0
40037,-100.0,-100.0
40053,-100.0,-100.0
40074,-100.0,-100.0
40078,-100.0,-100.0
40086,-100.0,-100.0
40109,-100.0,-100.0
40115,-100.0,-100.0
40125,-100.0,-100.0
40129,-100.0,-100.0
40156,-100.0,-100.0
40160,-100.0,-100.0
40170,-100.0,-100.0
40182,-100.0,-100.0
40202,-100.0,-100.0
40209,-100.0,-100.0
40215,-100.0,-100.0
40234,-100.0,-100.0
40243,-100.0,-100.0
40256,-100.0,-100.0
40266,-100.0,-100.0
40279,-100.0,-100.0
40283,-100.0,-100.0
40293,-100.0,-100.0
40313,-100.0,-100.0
40322,-100.0,-100.0
40323,-100.0,-100.0
40331,-100.0,-100.0
40358,-100.0,-100.0
40362,-100.0,-100.0
40370,-100.0,-100.0
40382,-100.0,-100.0
40398,-100.0,-100.0
40401,-100.0,-100.0
40405,-100.0,-100.0
40414,-100.0,-100.0
40436,-100.0,-100.0
40441,-100.0,-100.0
40451,-100.0,-100.0
40458,-100.0,-100.0
40464,-100.0,-100.0
40480,-100.0,-100.0
40485,-100.0,-100.0
40508,-100.0,-100.0
40510,-100.0,-100.0
40521,-100.0,-100.0
40550,-100.0,-100.0
40551,-100.0,-100.0
40561,-100.0,-100.0
40563,-100.0,-100.0
40573,-100.0,-100.0
40597,-100.0,-100.0
40600,-100.0,-100.0
40620,-100.0,-100.0
40627,-100.0,-100.0
40642,-100.0,-100.0
40647,-100.0,-100.0
40663,-100.0,-100.0
40671,-100.0,-100.0
40676,-100.0,-100.0
40678,-100.0,-100.0
40682,-100.0,-100.0
40690,-100.0,-100.0
40691,-100.0,-100.0
40701,-100.0,-100.0
40710,-100.0,-100.0
40714,-100.0,-100.0
40718,-100.0,-100.0
40728,-100.0,-100.0
40735,-100.0,-100.0
40743,-100.0,-100.0
40744,-100.0,-100.0
40750,-100.0,-100.0
40757,-100.0,-100.0
40763,-100.0,-100.0
40770,-100.0,-100.0
40780,-100.0,-100.0
40785,-100.0,-100.0
40788,-100.0,-100.0
40797,-100.0,-100.0
40798,-100.0,-100.0
40805,-100.0,-100.0
40814,-100.0,-100.0
40820,-100.0,-100.0
40822,-100.0,-100.0
40826,-100.0,-100.0
40834,-100.0,-100.0
40838,-100.0,-100.0
40840,-100.0,-100.0
40850,-100.0,-100.0
40856,-100.0,-100.0
40863,-100.0,-100.0
40870,-100.0,-100.0
40874,-100.0,-100.0
40882,-100.0,-100.0
40884,-100.0,-100.0
40891,-100.0,-100.0
40898,-100.0,-100.0
40911,-100.0,-100.0
40916,-100.0,-100.0
40917,-100.0,-100.0
40927,-100.0,-100.0
40929,-100.0,-100.0
40935,-100.0,-100.0
40955,-100.0,-100.0
40957,-100.0,-100.0
40962,-100.0,-100.0
40969,-100.0,-100.0
40979,-100.0,-100.0
40988,-100.0,-100.0
40998,-100.0,-100.0
41000,-100.0,-100.0
41004,-100.0,-100.0
41014,-100.0,-100.0
41020,-100.0,-100.0
41032,-100.0,-100.0
41039,-100.0,-100.0
41046,-100.0,-100.0
41048,-100.0,-100.0
41056,-100.0,-100.0
41057,-100.0,-100.0
41062,-100.0,-100.0
41074,-100.0,-100.0
41083,-100.0,-100.0
41087,-100.0,-100.0
41091,-100.0,-100.0
41098,-100.0,-100.0
41109,-100.0,-100.0
41115,-100.0,-100.0
41127,-100.0,-100.0
41135,-100.0,-100.0
41138,-100.0,-100.0
41142,-100.0,-100.0
41152,-100.0,-100.0
41161,-100.0,-100.0
41169,-100.0,-100.0
41173,-100.0,-100.0
41179,-100.0,-100.0
41187,-100.0,-100.0
41195,-100.0,-100.0
41196,-100.0,-100.0
41202,-100.0,-100.0
41213,-100.0,-100.0
41214,-100.0,-100.0
41223,-100.0,-100.0
41233,-100.0,-100.0
41240,-100.0,-100.0
41246,-100.0,-100.0
41249,-100.0,-100.0
41255,-100.0,-100.0
41259,-100.0,-100.0
41261,-100.0,-100.0
41274,-100.0,-100.0
41280,-100.0,-100.0
41290,-100.0,-100.0
41298,-100.0,-100.0
41302,-100.0,-100.0
41308,-100.0,-100.0
41316,-100.0,-100.0
41329,-100.0,-100.0
41336,-100.0,-100.0
41340,-100.0,-100.0
41343,-100.0,-100.0
41351,-100.0,-100.0
41352,-100.0,-100.0
41360,-100.0,-100.0
41372,-100.0,-100.0
41379,-100.0,-100.0
41380,-100.0,-100.0
41385,-100.0,-100.0
41391,-100.0,-100.0
41392,-100.0,-100.0
41393,-100.0,-100.0
41421,-100.0,-100.0
41433,-100.0,-100.0
41461,-100.0,-100.0
41475,-100.0,-100.0
41487,-100.0,-100.0
41506,-100.0,-100.0
41537,-100.0,-100.0
41550,-100.0,-100.0
41579,-100.0,-100.0
41591,-100.0,-100.0
41620,-100.0,-100.0
41632,-100.0,-100.0
41662,-100.0,-100.0
41674,-100.0,-100.0
41685,-100.0,-100.0
41700,-100.0,-100.0
41728,-100.0,-100.0
41740,-100.0,-100.0
41772,-100.0,-100.0
41790,-100.0,-100.0
41801,-100.0,-100.0
41814,-100.0,-100.0
41846,-100.0,-100.0
41857,-100.0,-100.0
41888,-100.0,-100.0
41902,-100.0,-100.0
41936,-100.0,-100.0
41946,-100.0,-100.0
41980,-100.0,-100.0
41990,-100.0,-100.0
42019,-100.0,-100.0
42030,-100.0,-100.0
42060,-100.0,-100.0
42077,-100.0,-100.0
42107,-100.0,-100.0
42119,-100.0,-100.0
42152,-100.0,-100.0
42163,-100.0,-100.0
42194,-100.0,-100.0
42209,-100.0,-100.0
42219,-100.0,-100.0
42232,-100.0,-100.0
42261,-100.0,-100.0
42273,-100.0,-100.0
42286,-100.0,-100.0
42309,-100.0,-100.0
42310,-100.0,-100.0
42324,-100.0,-100.0
42356,-100.0,-100.0
42367,-100.0,-100.0
42399,-100.0,-100.0
42414,-100.0,-100.0
42443,-100.0,-100.0
42458,-100.0,-100.0
42468,-100.0,-100.0
42487,-100.0,-100.0
42488,-100.0,-100.0
42497,-100.0,-100.0
42528,-100.0,-100.0
42541,-100.0,-100.0
42575,-100.0,-100.0
42586,-100.0,-100.0
42618,-100.0,-100.0
42629,-100.0,-100.0
42639,-100.0,-100.0
42661,-100.0,-100.0
42673,-100.0,-100.0
42703,-100.0,-100.0
42714,-100.0,-100.0
42732,-100.0,-100.0
42746,-100.0,-100.0
42750,-100.0,-100.0
42758,-100.0,-100.0
42794,-100.0,-100.0
42807,-100.0,-100.0
42836,-100.0,-100.0
42846,-100.0,-100.0
42853,-100.0,-100.0
42860,-100.0,-100.0
42864,-100.0,-100.0
42879,-100.0,-100.0
42891,-100.0,-100.0
42905,-100.0,-100.0
42937,-100.0,-100.0
42948,-100.0,-100.0
42978,-100.0,-100.0
42979,-100.0,-100.0
42989,-100.0,-100.0
42999,-100.0,-100.0
43021,-100.0,-100.0
43034,-100.0,-100.0
43050,-100.0,-100.0
43054,-100.0,-100.0
43065,-100.0,-100.0
43080,-100.0,-100.0
43090,-100.0,-100.0
43105,-100.0,-100.0
43135,-100.0,-100.0
43143,-100.0,-100.0
43152,-100.0,-100.0
43162,-100.0,-100.0
43163,-100.0,-100.0
43177,-100.0,-100.0
43207,-100.0,-100.0
43221,-100.0,-100.0
43230,-100.0,-100.0
43250,-100.0,-100.0
43252,-100.0,-100.0
43264,-100.0,-100.0
43273,-100.0,-100.0
43289,-100.0,-100.0
43319,-100.0,-100.0
43335,-100.0,-100.0
43341,-100.0,-100.0
43356,-100.0,-100.0
43365,-100.0,-100.0
43380,-100.0,-100.0
43410,-100.0,-100.0
43423,-100.0,-100.0
43452,-100.0,-100.0
43466,-100.0,-100.0
43485,-100.0,-100.0
43501,-100.0,-100.0
43520,-100.0,-100.0
43530,-100.0,-100.0
43539,-100.0,-100.0
43541,-100.0,-100.0
43574,-100.0,-100.0
43585,-100.0,-100.0
43615,-100.0,-100.0
43626,-100.0,-100.0
43643,-100.0,-100.0
43656,-100.0,-100.0
43658,-100.0,-100.0
43674,-100.0,-100.0
43704,-100.0,-100.0
43716,-100.0,-100.0
43743,-100.0,-100.0
43750,-100.0,-100.0
43756,-100.0,-100.0
43765,-100.0,-100.0
43796,-100.0,-100.0
43808,-100.0,-100.0
43839,-100.0,-100.0
43851,-100.0,-100.0
43855,-100.0,-100.0
43868,-100.0,-100.0
43889,-100.0,-100.0
43908,-100.0,-100.0
43947,-100.0,-100.0
43975,-100.0,-100.0
43976,-100.0,-100.0
43988,-100.0,-100.0
43998,-100.0,-100.0
44004,-100.0,-100.0
44052,-100.0,-100.0
44085,-100.0,-100.0
44103,-100.0,-100.0
44107,-100.0,-100.0
44120,-100.0,-100.0
44123,-100.0,-100.0
44131,-100.0,-100.0
44142,-100.0,-100.0
44164,-100.0,-100.0
44174,-100.0,-100.0
44195,-100.0,-100.0
44197,-100.0,-100.0
44207,-100.0,-100.0
44213,-100.0,-100.0
44230,-100.0,-100.0
44241,-100.0,-100.0
44257,-100.0,-100.0
44265,-100.0,-100.0
44275,-100.0,-100.0
44299,-100.0,-100.0
44306,-100.0,-100.0
44309,-100.0,-100.0
44325,-100.0,-100.0
44333,-100.0,-100.0
44342,-100.0,-100.0
44367,-100.0,-100.0
44378,-100.0,-100.0
44390,-100.0,-100.0
44400,-100.0,-100.0
44409,-100.0,-100.0
44410,-100.0,-100.0
44430,-100.0,-100.0
44441,-100.0,-100.0
44461,-100.0,-100.0
44475,-100.0,-100.0
44478,-100.0,-100.0
44482,-100.0,-100.0
44493,-100.0,-100.0
44501,-100.0,-100.0
44517,-100.0,-100.0
44527,-100.0,-100.0
44551,-100.0,-100.0
44555,-100.0,-100.0
44562,-100.0,-100.0
44569,-100.0,-100.0
44575,-100.0,-100.0
44581,-100.0,-100.0
44603,-100.0,-100.0
44615,-100.0,-100.0
44637,-100.0,-100.0
44638,-100.0,-100.0
44649,-100.0,-100.0
44653,-100.0,-100.0
44676,-100.0,-100.0
44685,-100.0,-100.0
44706,-100.0,-100.0
44714,-100.0,-100.0
44723,-100.0,-100.0
44735,-100.0,-100.0
44743,-100.0,-100.0
44749,-100.0,-100.0
44765,-100.0,-100.0
44775,-100.0,-100.0
44793,-100.0,-100.0
44797,-100.0,-100.0
44804,-100.0,-100.0
44809,-100.0,-100.0
44833,-100.0,-100.0
44845,-100.0,-100.0
44867,-100.0,-100.0
44880,-100.0,-100.0
44881,-100.0,-100.0
44904,-100.0,-100.0
44915,-100.0,-100.0
44937,-100.0,-100.0
44946,-100.0,-100.0
44972,-100.0,-100.0
44976,-100.0,-100.0
44980,-100.0,-100.0
45003,-100.0,-100.0
45012,-100.0,-100.0
45035,-100.0,-100.0
45043,-100.0,-100.0
45044,-100.0,-100.0
45064,-100.0,-100.0
45067,-100.0,-100.0
45077,-100.0,-100.0
45099,-100.0,-100.0
45109,-100.0,-100.0
45123,-100.0,-100.0
45132,-100.0,-100.0
45135,-100.0,-100.0
45145,-100.0,-100.0
45167,-100.0,-100.0
45177,-100.0,-100.0
45178,-100.0,-100.0
45183,-100.0,-100.0
45187,-100.0,-100.0
45254,-100.0,-100.0
45268,-100.0,-100.0
45340,-100.0,-100.0
45364,-100.0,-100.0
45428,-100.0,-100.0
45443,-100.0,-100.0
45500,-100.0,-100.0
45518,-100.0,-100.0
45541,-100.0,-100.0
45555,-100.0,-100.0
45556,-100.0,-100.0
73380,-100.0,-100.0
73397,-100.0,-100.0
73407,-100.0,-100.0
73430,-100.0,-100.0
73439,-100.0,-100.0
73489,-100.0,-100.0
73493,-100.0,-100.0
73547,-100.0,-100.0
73551,-100.0,-100.0
73580,-100.0,-100.0
73598,-100.0,-100.0
73614,-100.0,-100.0
73618,-100.0,-100.0
73630,-100.0,-100.0
73634,-100.0,-100.0
73647,-100.0,-100.0
73651,-100.0,-100.0
73664,-100.0,-100.0
73667,-100.0,-100.0
73680,-100.0,-100.0
73684,-100.0,-100.0
73715,-100.0,-100.0
73720,-100.0,-100.0
73748,-100.0,-100.0
73752,-100.0,-100.0
73764,-100.0,-100.0
73767,-100.0,-100.0
73781,-100.0,-100.0
73788,-100.0,-100.0
73798,-100.0,-100.0
73805,-100.0,-100.0
73831,-100.0,-100.0
73835,-100.0,-100.0
73848,-100.0,-100.0
73851,-100.0,-100.0
73865,-100.0,-100.0
73869,-100.0,-100.0
73881,-100.0,-100.0
73886,-100.0,-100.0
73899,-100.0,-100.0
73903,-100.0,-100.0
73915,-100.0,-100.0
73918,-100.0,-100.0
73932,-100.0,-100.0
73935,-100.0,-100.0
73949,-100.0,-100.0
73954,-100.0,-100.0
73965,-100.0,-100.0
73969,-100.0,-100.0
73982,-100.0,-100.0
73989,-100.0,-100.0
73999,-100.0,-100.0
74002,-100.0,-100.0
74016,-100.0,-100.0
74065,-100.0,-100.0
74074,-100.0,-100.0
74090,-100.0,-100.0
74116,-100.0,-100.0
74120,-100.0,-100.0
74132,-100.0,-100.0
74136,-100.0,-100.0
74166,-100.0,-100.0
74170,-100.0,-100.0
74182,-100.0,-100.0
74208,-100.0,-100.0
74221,-100.0,-100.0
74246,-100.0,-100.0
74253,-100.0,-100.0
74257,-100.0,-100.0
74267,-100.0,-100.0
74273,-100.0,-100.0
74288,-100.0,-100.0
74291,-100.0,-100.0
74301,-100.0,-100.0
74307,-100.0,-100.0
74321,-100.0,-100.0
74325,-100.0,-100.0
74334,-100.0,-100.0
74338,-100.0,-100.0
74350,-100.0,-100.0
74369,-100.0,-100.0
74384,-100.0,-100.0
74389,-100.0,-100.0
74400,-100.0,-100.0
74405,-100.0,-100.0
74419,-100.0,-100.0
74425,-100.0,-100.0
74435,-100.0,-100.0
74440,-100.0,-100.0
74452,-100.0,-100.0
74456,-100.0,-100.0
74467,-100.0,-100.0
74488,-100.0,-100.0
74501,-100.0,-100.0
74507,-100.0,-100.0
74517,-100.0,-100.0
74524,-100.0,-100.0
74534,-100.0,-100.0
74539,-100.0,-100.0
74552,-100.0,-100.0
74558,-100.0,-100.0
74568,-100.0,-100.0
74572,-100.0,-100.0
74600,-100.0,-100.0
74607,-100.0,-100.0
74620,-100.0,-100.0
74655,-100.0,-100.0
74669,-100.0,-100.0
74694,-100.0,-100.0
74707,-100.0,-100.0
74730,-100.0,-100.0
74747,-100.0,-100.0
74775,-100.0,-100.0
74783,-100.0,-100.0
74797,-100.0,-100.0
74804,-100.0,-100.0
74809,-100.0,-100.0
74821,-100.0,-100.0
74825,-100.0,-100.0
74839,-100.0,-100.0
74844,-100.0,-100.0
74855,-100.0,-100.0
74859,-100.0,-100.0
74871,-100.0,-100.0
74875,-100.0,-100.0
74888,-100.0,-100.0
74893,-100.0,-100.0
74906,-100.0,-100.0
74910,-100.0,-100.0
74922,-100.0,-100.0
74927,-100.0,-100.0
74939,-100.0,-100.0
74944,-100.0,-100.0
74957,-100.0,-100.0
74961,-100.0,-100.0
74973,-100.0,-100.0
74991,-100.0,-100.0
75006,-100.0,-100.0
75011,-100.0,-100.0
75023,-100.0,-100.0
75027,-100.0,-100.0
75039,-100.0,-100.0
75043,-100.0,-100.0
75055,-100.0,-100.0
75060,-100.0,-100.0
75071,-100.0,-100.0
75077,-100.0,-100.0
75098,-100.0,-100.0
75115,-100.0,-100.0
75123,-100.0,-100.0
75127,-100.0,-100.0
75139,-100.0,-100.0
75165,-100.0,-100.0
75173,-100.0,-100.0
75178,-100.0,-100.0
75189,-100.0,-100.0
75193,-100.0,-100.0
75206,-100.0,-100.0
75210,-100.0,-100.0
75224,-100.0,-100.0
75228,-100.0,-100.0
75242,-100.0,-100.0
75246,-100.0,-100.0
75256,-100.0,-100.0
75261,-100.0,-100.0
75275,-100.0,-100.0
75279,-100.0,-100.0
75291,-100.0,-100.0
75295,-100.0,-100.0
75307,-100.0,-100.0
75312,-100.0,-100.0
75323,-100.0,-100.0
75327,-100.0,-100.0
75342,-100.0,-100.0
75347,-100.0,-100.0
75358,-100.0,-100.0
75362,-100.0,-100.0
75377,-100.0,-100.0
75395,-100.0,-100.0
75412,-100.0,-100.0
75415,-100.0,-100.0
75431,-100.0,-100.0
75447,-100.0,-100.0
75458,-100.0,-100.0
75462,-100.0,-100.0
75475,-100.0,-100.0
75480,-100.0,-100.0
75490,-100.0,-100.0
75497,-100.0,-100.0
75510,-100.0,-100.0
75515,-100.0,-100.0
75526,-100.0,-100.0
75533,-100.0,-100.0
75543,-100.0,-100.0
75546,-100.0,-100.0
75558,-100.0,-100.0
75562,-100.0,-100.0
75575,-100.0,-100.0
75600,-100.0,-100.0
75612,-100.0,-100.0
75636,-100.0,-100.0
75642,-100.0,-100.0
75647,-100.0,-100.0
75658,-100.0,-100.0
75664,-100.0,-100.0
75676,-100.0,-100.0
75681,-100.0,-100.0
75696,-100.0,-100.0
75699,-100.0,-100.0
75710,-100.0,-100.0
75716,-100.0,-100.0
75725,-100.0,-100.0
75729,-100.0,-100.0
75743,-100.0,-100.0
75766,-100.0,-100.0
75776,-100.0,-100.0
75781,-100.0,-100.0
75793,-100.0,-100.0
75797,-100.0,-100.0
75809,-100.0,-100.0
75816,-100.0,-100.0
75826,-100.0,-100.0
75830,-100.0,-100.0
75844,-100.0,-100.0
75848,-100.0,-100.0
75859,-100.0,-100.0
75863,-100.0,-100.0
75876,-100.0,-100.0
75881,-100.0,-100.0
75896,-100.0,-100.0
75900,-100.0,-100.0
75913,-100.0,-100.0
75916,-100.0,-100.0
75927,-100.0,-100.0
75951,-100.0,-100.0
75960,-100.0,-100.0
75964,-100.0,-100.0
75977,-100.0,-100.0
75985,-100.0,-100.0
75995,-100.0,-100.0
76000,-100.0,-100.0
76011,-100.0,-100.0
76015,-100.0,-100.0
76027,-100.0,-100.0
76031,-100.0,-100.0
76045,-100.0,-100.0
76049,-100.0,-100.0
76063,-100.0,-100.0
76072,-100.0,-100.0
76086,-100.0,-100.0
76103,-100.0,-100.0
76111,-100.0,-100.0
76115,-100.0,-100.0
76128,-100.0,-100.0
76132,-100.0,-100.0
76145,-100.0,-100.0
76149,-100.0,-100.0
76162,-100.0,-100.0
76166,-100.0,-100.0
76179,-100.0,-100.0
76184,-100.0,-100.0
76195,-100.0,-100.0
76199,-100.0,-100.0
76212,-100.0,-100.0
76216,-100.0,-100.0
76228,-100.0,-100.0
76232,-100.0,-100.0
76245,-100.0,-100.0
76249,-100.0,-100.0
76262,-100.0,-100.0
76267,-100.0,-100.0
76281,-100.0,-100.0
76285,-100.0,-100.0
76295,-100.0,-100.0
76299,-100.0,-100.0
76312,-100.0,-100.0
76317,-100.0,-100.0
76328,-100.0,-100.0
76336,-100.0,-100.0
76346,-100.0,-100.0
76350,-100.0,-100.0
76365,-100.0,-100.0
76369,-100.0,-100.0
76379,-100.0,-100.0
76402,-100.0,-100.0
76413,-100.0,-100.0
76417,-100.0,-100.0
76430,-100.0,-100.0
76434,-100.0,-100.0
76447,-100.0,-100.0
76451,-100.0,-100.0
76464,-100.0,-100.0
76468,-100.0,-100.0
76482,-100.0,-100.0
76487,-100.0,-100.0
76498,-100.0,-100.0
76501,-100.0,-100.0
76514,-100.0,-100.0
76518,-100.0,-100.0
76531,-100.0,-100.0
76535,-100.0,-100.0
76547,-100.0,-100.0
76551,-100.0,-100.0
76563,-100.0,-100.0
76597,-100.0,-100.0
76604,-100.0,-100.0
76623,-100.0,-100.0
76633,-100.0,-100.0
76653,-100.0,-100.0
76663,-100.0,-100.0
76667,-100.0,-100.0
76680,-100.0,-100.0
76685,-100.0,-100.0
76700,-100.0,-100.0
76704,-100.0,-100.0
76719,-100.0,-100.0
76736,-100.0,-100.0
76748,-100.0,-100.0
76751,-100.0,-100.0
76764,-100.0,-100.0
76769,-100.0,-100.0
76780,-100.0,-100.0
76785,-100.0,-100.0
76799,-100.0,-100.0
76804,-100.0,-100.0
76815,-100.0,-100.0
76819,-100.0,-100.0
76832,-100.0,-100.0
76835,-100.0,-100.0
76847,-100.0,-100.0
76854,-100.0,-100.0
76866,-100.0,-100.0
76869,-100.0,-100.0
76882,-100.0,-100.0
76887,-100.0,-100.0
76899,-100.0,-100.0
76903,-100.0,-100.0
76915,-100.0,-100.0
76919,-100.0,-100.0
76931,-100.0,-100.0
76936,-100.0,-100.0
76949,-100.0,-100.0
76954,-100.0,-100.0
76965,-100.0,-100.0
76970,-100.0,-100.0
76986,-100.0,-100.0
76987,-100.0,-100.0
129354,-100.0,-100.0
129355,-100.0,-100.0
129400,-100.0,-100.0
129417,-100.0,-100.0
129421,-100.0,-100.0
129433,-100.0,-100.0
129456,-100.0,-100.0
129468,-100.0,-100.0
129491,-100.0,-100.0
154103,-100.0,-100.0
154104,-100.0,-100.0
154155,-100.0,-100.0
154175,-100.0,-100.0
154179,-100.0,-100.0
154399,-100.0,-100.0
154424,-100.0,-100.0
154526,-100.0,-100.0
154586,-100.0,-100.0
154666,-100.0,-100.0
154709,-100.0,-100.0
154720,-100.0,-100.0
154735,-100.0,-100.0
154751,-100.0,-100.0
154759,-100.0,-100.0
154771,-100.0,-100.0
154776,-100.0,-100.0
154790,-100.0,-100.0
154794,-100.0,-100.0
154810,-100.0,-100.0
154828,-100.0,-100.0
154842,-100.0,-100.0
154863,-100.0,-100.0
154876,-100.0,-100.0
154881,-100.0,-100.0
154896,-100.0,-100.0
154900,-100.0,-100.0
154912,-100.0,-100.0
154916,-100.0,-100.0
156655,-100.0,-100.0
156669,-100.0,-100.0
156683,-100.0,-100.0
156702,-100.0,-100.0
156744,-100.0,-100.0
156761,-100.0,-100.0
156839,-100.0,-100.0
156859,-100.0,-100.0
156885,-100.0,-100.0
156900,-100.0,-100.0
156915,-100.0,-100.0
156926,-100.0,-100.0
156995,-100.0,-100.0
157013,-100.0,-100.0
157040,-100.0,-100.0
157060,-100.0,-100.0
157186,-100.0,-100.0
157236,-100.0,-100.0
157299,-100.0,-100.0
157328,-100.0,-100.0
157332,-100.0,-100.0
157342,-100.0,-100.0
157398,-100.0,-100.0
157413,-100.0,-100.0
157457,-100.0,-100.0
157464,-100.0,-100.0
157502,-100.0,-100.0
157518,-100.0,-100.0
157617,-100.0,-100.0
157641,-100.0,-100.0
157656,-100.0,-100.0
157662,-100.0,-100.0
157687,-100.0,-100.0
157700,-100.0,-100.0
157720,-100.0,-100.0
157732,-100.0,-100.0
157770,-100.0,-100.0
157778,-100.0,-100.0
157810,-100.0,-100.0
157828,-100.0,-100.0
157913,-100.0,-100.0
157933,-100.0,-100.0
157954,-100.0,-100.0
157979,-100.0,-100.0
157985,-100.0,-100.0
157995,-100.0,-100.0
158079,-100.0,-100.0
158098,-100.0,-100.0
158135,-100.0,-100.0
158150,-100.0,-100.0
158165,-100.0,-100.0
158173,-100.0,-100.0
158186,-100.0,-100.0
158192,-100.0,-100.0
158224,-100.0,-100.0
158228,-100.0,-100.0
158255,-100.0,-100.0
158265,-100.0,-100.0
158296,-100.0,-100.0
158314,-100.0,-100.0
158337,-100.0,-100.0
158349,-100.0,-100.0
158350,-100.0,-100.0
160874,-100.0,-100.0
160888,-100.0,-100.0
160962,-100.0,-100.0
160972,-100.0,-100.0
161034,-100.0,-100.0
161041,-100.0,-100.0
161056,-100.0,-100.0
161059,-100.0,-100.0
161111,-100.0,-100.0
161118,-100.0,-100.0
161156,-100.0,-100.0
161164,-100.0,-100.0
161205,-100.0,-100.0
161213,-100.0,-100.0
161251,-100.0,-100.0
161259,-100.0,-100.0
161289,-100.0,-100.0
161296,-100.0,-100.0
161339,-100.0,-100.0
161348,-100.0,-100.0
161386,-100.0,-100.0
161397,-100.0,-100.0
161450,-100.0,-100.0
161459,-100.0,-100.0
161493,-100.0,-100.0
161502,-100.0,-100.0
161548,-100.0,-100.0
161559,-100.0,-100.0
161613,-100.0,-100.0
161620,-100.0,-100.0
