,A9DEGNR0707LR,A2PM3OLCOW52S
161661,-100.0,-100.0
161669,-100.0,-100.0
161707,-100.0,-100.0
161716,-100.0,-100.0
161759,-100.0,-100.0
161767,-100.0,-100.0
161808,-100.0,-100.0
161818,-100.0,-100.0
161858,-100.0,-100.0
161863,-100.0,-100.0
161905,-100.0,-100.0
161912,-100.0,-100.0
161958,-100.0,-100.0
161975,-100.0,-100.0
162025,-100.0,-100.0
162044,-100.0,-100.0
162060,-100.0,-100.0
162076,-100.0,-100.0
162095,-100.0,-100.0
162106,-100.0,-100.0
162140,-100.0,-100.0
162150,-100.0,-100.0
162191,-100.0,-100.0
162202,-100.0,-100.0
162243,-100.0,-100.0
162250,-100.0,-100.0
162299,-100.0,-100.0
162310,-100.0,-100.0
162354,-100.0,-100.0
162377,-100.0,-100.0
162427,-100.0,-100.0
162442,-100.0,-100.0
162479,-100.0,-100.0
162488,-100.0,-100.0
162530,-100.0,-100.0
162540,-100.0,-100.0
162581,-100.0,-100.0
162589,-100.0,-100.0
162643,-100.0,-100.0
162655,-100.0,-100.0
162693,-100.0,-100.0
162702,-100.0,-100.0
162747,-100.0,-100.0
162760,-100.0,-100.0
162814,-100.0,-100.0
162825,-100.0,-100.0
162874,-100.0,-100.0
162884,-100.0,-100.0
162935,-100.0,-100.0
162949,-100.0,-100.0
162981,-100.0,-100.0
162993,-100.0,-100.0
163037,-100.0,-100.0
163044,-100.0,-100.0
163083,-100.0,-100.0
163100,-100.0,-100.0
163145,-100.0,-100.0
163156,-100.0,-100.0
163173,-100.0,-100.0
163182,-100.0,-100.0
163205,-100.0,-100.0
163212,-100.0,-100.0
163251,-100.0,-100.0
163260,-100.0,-100.0
163303,-100.0,-100.0
163310,-100.0,-100.0
163311,-100.0,-100.0
186346,-100.0,-100.0
186347,-100.0,-100.0
186361,-100.0,-100.0
186366,-100.0,-100.0
186383,-100.0,-100.0
186423,-100.0,-100.0
186474,-100.0,-100.0
186512,-100.0,-100.0
186529,-100.0,-100.0
186552,-100.0,-100.0
186562,-100.0,-100.0
186612,-100.0,-100.0
186632,-100.0,-100.0
186648,-100.0,-100.0
186666,-100.0,-100.0
186692,-100.0,-100.0
186705,-100.0,-100.0
186717,-100.0,-100.0
186741,-100.0,-100.0
186753,-100.0,-100.0
186774,-100.0,-100.0
186789,-100.0,-100.0
186816,-100.0,-100.0
186853,-100.0,-100.0
186865,-100.0,-100.0
186883,-100.0,-100.0
186902,-100.0,-100.0
186922,-100.0,-100.0
186940,-100.0,-100.0
186952,-100.0,-100.0
186960,-100.0,-100.0
186982,-100.0,-100.0
186997,-100.0,-100.0
187013,-100.0,-100.0
187042,-100.0,-100.0
187062,-100.0,-100.0
187087,-100.0,-100.0
187164,-100.0,-100.0
187170,-100.0,-100.0
187177,-100.0,-100.0
187197,-100.0,-100.0
187206,-100.0,-100.0
187215,-100.0,-100.0
187349,-100.0,-100.0
187355,-100.0,-100.0
187368,-100.0,-100.0
187372,-100.0,-100.0
187384,-100.0,-100.0
187396,-100.0,-100.0
187405,-100.0,-100.0
187412,-100.0,-100.0
187427,-100.0,-100.0
187449,-100.0,-100.0
187520,-100.0,-100.0
187533,-100.0,-100.0
187547,-100.0,-100.0
187552,-100.0,-100.0
187572,-100.0,-100.0
187596,-100.0,-100.0
187604,-100.0,-100.0
187610,-100.0,-100.0
187623,-100.0,-100.0
187629,-100.0,-100.0
187664,-100.0,-100.0
187683,-100.0,-100.0
187693,-100.0,-100.0
187704,-100.0,-100.0
187713,-100.0,-100.0
187735,-100.0,-100.0
187750,-100.0,-100.0
187771,-100.0,-100.0
187779,-100.0,-100.0
187790,-100.0,-100.0
187804,-100.0,-100.0
187811,-100.0,-100.0
187824,-100.0,-100.0
187839,-100.0,-100.0
187852,-100.0,-100.0
187862,-100.0,-100.0
187876,-100.0,-100.0
187881,-100.0,-100.0
187898,-100.0,-100.0
187916,-100.0,-100.0
187937,-100.0,-100.0
187951,-100.0,-100.0
187965,-100.0,-100.0
187971,-100.0,-100.0
187985,-100.0,-100.0
188002,-100.0,-100.0
188020,-100.0,-100.0
188024,-100.0,-100.0
188037,-100.0,-100.0
188046,-100.0,-100.0
188062,-100.0,-100.0
188079,-100.0,-100.0
188096,-100.0,-100.0
188100,-100.0,-100.0
188114,-100.0,-100.0
188133,-100.0,-100.0
188155,-100.0,-100.0
188167,-100.0,-100.0
188184,-100.0,-100.0
188187,-100.0,-100.0
188200,-100.0,-100.0
188207,-100.0,-100.0
188225,-100.0,-100.0
188232,-100.0,-100.0
188244,-100.0,-100.0
188260,-100.0,-100.0
188280,-100.0,-100.0
188298,-100.0,-100.0
188314,-100.0,-100.0
188331,-100.0,-100.0
188352,-100.0,-100.0
188366,-100.0,-100.0
188381,-100.0,-100.0
188386,-100.0,-100.0
188406,-100.0,-100.0
188420,-100.0,-100.0
188436,-100.0,-100.0
188453,-100.0,-100.0
188458,-100.0,-100.0
188461,-100.0,-100.0
188483,-100.0,-100.0
188497,-100.0,-100.0
188515,-100.0,-100.0
188530,-100.0,-100.0
188545,-100.0,-100.0
188556,-100.0,-100.0
188572,-100.0,-100.0
188583,-100.0,-100.0
188602,-100.0,-100.0
188617,-100.0,-100.0
188642,-100.0,-100.0
188653,-100.0,-100.0
188661,-100.0,-100.0
188678,-100.0,-100.0
188692,-100.0,-100.0
188697,-100.0,-100.0
188713,-100.0,-100.0
188730,-100.0,-100.0
188747,-100.0,-100.0
188764,-100.0,-100.0
188776,-100.0,-100.0
188783,-100.0,-100.0
188799,-100.0,-100.0
188817,-100.0,-100.0
188847,-100.0,-100.0
188853,-100.0,-100.0
188867,-100.0,-100.0
188873,-100.0,-100.0
188886,-100.0,-100.0
188894,-100.0,-100.0
188916,-100.0,-100.0
188929,-100.0,-100.0
188945,-100.0,-100.0
188957,-100.0,-100.0
188976,-100.0,-100.0
188981,-100.0,-100.0
188997,-100.0,-100.0
189017,-100.0,-100.0
189034,-100.0,-100.0
189053,-100.0,-100.0
189075,-100.0,-100.0
189087,-100.0,-100.0
189090,-100.0,-100.0
189095,-100.0,-100.0
189117,-100.0,-100.0
189130,-100.0,-100.0
189152,-100.0,-100.0
189163,-100.0,-100.0
189183,-100.0,-100.0
189199,-100.0,-100.0
189214,-100.0,-100.0
189220,-100.0,-100.0
189242,-100.0,-100.0
189253,-100.0,-100.0
189273,-100.0,-100.0
189285,-100.0,-100.0
189326,-100.0,-100.0
189332,-100.0,-100.0
189351,-100.0,-100.0
189362,-100.0,-100.0
189391,-100.0,-100.0
189399,-100.0,-100.0
189426,-100.0,-100.0
189433,-100.0,-100.0
189434,-100.0,-100.0
310442,-100.0,-100.0
310459,-100.0,-100.0
310465,-100.0,-100.0
310476,-100.0,-100.0
310480,-100.0,-100.0
310494,-100.0,-100.0
310496,-100.0,-100.0
310512,-100.0,-100.0
310515,-100.0,-100.0
310528,-100.0,-100.0
310532,-100.0,-100.0
310564,-100.0,-100.0
310567,-100.0,-100.0
310581,-100.0,-100.0
310583,-100.0,-100.0
310599,-100.0,-100.0
310602,-100.0,-100.0
310617,-100.0,-100.0
310619,-100.0,-100.0
310633,-100.0,-100.0
310636,-100.0,-100.0
310640,-100.0,-100.0
310643,-100.0,-100.0
310658,-100.0,-100.0
310661,-100.0,-100.0
310675,-100.0,-100.0
310678,-100.0,-100.0
310693,-100.0,-100.0
310696,-100.0,-100.0
310710,-100.0,-100.0
310714,-100.0,-100.0
310727,-100.0,-100.0
310731,-100.0,-100.0
310745,-100.0,-100.0
310749,-100.0,-100.0
310757,-100.0,-100.0
310763,-100.0,-100.0
310766,-100.0,-100.0
310774,-100.0,-100.0
310781,-100.0,-100.0
310782,-100.0,-100.0
310784,-100.0,-100.0
310799,-100.0,-100.0
310803,-100.0,-100.0
310809,-100.0,-100.0
310814,-100.0,-100.0
310815,-100.0,-100.0
310820,-100.0,-100.0
310826,-100.0,-100.0
310830,-100.0,-100.0
310833,-100.0,-100.0
310836,-100.0,-100.0
310840,-100.0,-100.0
310843,-100.0,-100.0
310858,-100.0,-100.0
310861,-100.0,-100.0
310866,-100.0,-100.0
310875,-100.0,-100.0
310877,-100.0,-100.0
310878,-100.0,-100.0
310883,-100.0,-100.0
310892,-100.0,-100.0
310895,-100.0,-100.0
310896,-100.0,-100.0
310901,-100.0,-100.0
310910,-100.0,-100.0
310913,-100.0,-100.0
310914,-100.0,-100.0
310919,-100.0,-100.0
310928,-100.0,-100.0
310931,-100.0,-100.0
310938,-100.0,-100.0
310942,-100.0,-100.0
310945,-100.0,-100.0
310949,-100.0,-100.0
310954,-100.0,-100.0
310959,-100.0,-100.0
310963,-100.0,-100.0
310965,-100.0,-100.0
310972,-100.0,-100.0
310977,-100.0,-100.0
310981,-100.0,-100.0
310984,-100.0,-100.0
310990,-100.0,-100.0
310996,-100.0,-100.0
310997,-100.0,-100.0
310999,-100.0,-100.0
311007,-100.0,-100.0
311015,-100.0,-100.0
311019,-100.0,-100.0
311024,-100.0,-100.0
311029,-100.0,-100.0
311033,-100.0,-100.0
311035,-100.0,-100.0
311042,-100.0,-100.0
311046,-100.0,-100.0
311050,-100.0,-100.0
311055,-100.0,-100.0
311057,-100.0,-100.0
311059,-100.0,-100.0
311060,-100.0,-100.0
311064,-100.0,-100.0
311075,-100.0,-100.0
311077,-100.0,-100.0
311078,-100.0,-100.0
311082,-100.0,-100.0
311092,-100.0,-100.0
311094,-100.0,-100.0
311095,-100.0,-100.0
311110,-100.0,-100.0
311113,-100.0,-100.0
311127,-100.0,-100.0
311129,-100.0,-100.0
311145,-100.0,-100.0
311148,-100.0,-100.0
311162,-100.0,-100.0
311165,-100.0,-100.0
311179,-100.0,-100.0
311183,-100.0,-100.0
311198,-100.0,-100.0
311200,-100.0,-100.0
311214,-100.0,-100.0
311217,-100.0,-100.0
311232,-100.0,-100.0
311236,-100.0,-100.0
311250,-100.0,-100.0
311253,-100.0,-100.0
311257,-100.0,-100.0
311260,-100.0,-100.0
311274,-100.0,-100.0
311278,-100.0,-100.0
311292,-100.0,-100.0
313429,-100.0,-100.0
313464,-100.0,-100.0
313466,-100.0,-100.0
313481,-100.0,-100.0
313485,-100.0,-100.0
313499,-100.0,-100.0
313504,-100.0,-100.0
313533,-100.0,-100.0
313543,-100.0,-100.0
313568,-100.0,-100.0
313570,-100.0,-100.0
313586,-100.0,-100.0
313588,-100.0,-100.0
313602,-100.0,-100.0
313606,-100.0,-100.0
313620,-100.0,-100.0
313622,-100.0,-100.0
313627,-100.0,-100.0
313629,-100.0,-100.0
313645,-100.0,-100.0
313648,-100.0,-100.0
313662,-100.0,-100.0
313664,-100.0,-100.0
313680,-100.0,-100.0
313682,-100.0,-100.0
313699,-100.0,-100.0
313701,-100.0,-100.0
313714,-100.0,-100.0
313845,-100.0,-100.0
313863,-100.0,-100.0
313865,-100.0,-100.0
313880,-100.0,-100.0
313883,-100.0,-100.0
313897,-100.0,-100.0
313900,-100.0,-100.0
313914,-100.0,-100.0
313916,-100.0,-100.0
313932,-100.0,-100.0
313935,-100.0,-100.0
313950,-100.0,-100.0
313952,-100.0,-100.0
313967,-100.0,-100.0
313969,-100.0,-100.0
313984,-100.0,-100.0
313987,-100.0,-100.0
314002,-100.0,-100.0
314245,-100.0,-100.0
314262,-100.0,-100.0
314266,-100.0,-100.0
314279,-100.0,-100.0
314282,-100.0,-100.0
314296,-100.0,-100.0
314298,-100.0,-100.0
314314,-100.0,-100.0
314317,-100.0,-100.0
314332,-100.0,-100.0
314334,-100.0,-100.0
314348,-100.0,-100.0
314352,-100.0,-100.0
314366,-100.0,-100.0
314368,-100.0,-100.0
314384,-100.0,-100.0
314386,-100.0,-100.0
314401,-100.0,-100.0
314405,-100.0,-100.0
314419,-100.0,-100.0
314421,-100.0,-100.0
314437,-100.0,-100.0
314440,-100.0,-100.0
314454,-100.0,-100.0
314671,-100.0,-100.0
314679,-100.0,-100.0
314681,-100.0,-100.0
314696,-100.0,-100.0
314698,-100.0,-100.0
314713,-100.0,-100.0
314715,-100.0,-100.0
314730,-100.0,-100.0
314734,-100.0,-100.0
314749,-100.0,-100.0
314751,-100.0,-100.0
314765,-100.0,-100.0
314768,-100.0,-100.0
314783,-100.0,-100.0
314788,-100.0,-100.0
314801,-100.0,-100.0
314803,-100.0,-100.0
314818,-100.0,-100.0
314821,-100.0,-100.0
314836,-100.0,-100.0
315071,-100.0,-100.0
315090,-100.0,-100.0
315092,-100.0,-100.0
315112,-100.0,-100.0
315114,-100.0,-100.0
315130,-100.0,-100.0
327547,-100.0,-100.0
327563,-100.0,-100.0
327566,-100.0,-100.0
327570,-100.0,-100.0
327573,-100.0,-100.0
327588,-100.0,-100.0
327591,-100.0,-100.0
327604,-100.0,-100.0
327607,-100.0,-100.0
327623,-100.0,-100.0
327626,-100.0,-100.0
327640,-100.0,-100.0
327642,-100.0,-100.0
327657,-100.0,-100.0
327660,-100.0,-100.0
327676,-100.0,-100.0
327679,-100.0,-100.0
327693,-100.0,-100.0
327695,-100.0,-100.0
327709,-100.0,-100.0
327712,-100.0,-100.0
327727,-100.0,-100.0
401466,-100.0,-100.0
401478,-100.0,-100.0
401530,-100.0,-100.0
401544,-100.0,-100.0
401581,-100.0,-100.0
401588,-100.0,-100.0
401637,-100.0,-100.0
401647,-100.0,-100.0
401701,-100.0,-100.0
401707,-100.0,-100.0
401744,-100.0,-100.0
401750,-100.0,-100.0
401786,-100.0,-100.0
401794,-100.0,-100.0
401831,-100.0,-100.0
401837,-100.0,-100.0
401873,-100.0,-100.0
401880,-100.0,-100.0
401916,-100.0,-100.0
401922,-100.0,-100.0
401958,-100.0,-100.0
401966,-100.0,-100.0
402002,-100.0,-100.0
402011,-100.0,-100.0
402047,-100.0,-100.0
402054,-100.0,-100.0
402096,-100.0,-100.0
402102,-100.0,-100.0
402136,-100.0,-100.0
402144,-100.0,-100.0
402182,-100.0,-100.0
402189,-100.0,-100.0
402226,-100.0,-100.0
402239,-100.0,-100.0
402276,-100.0,-100.0
402285,-100.0,-100.0
402301,-100.0,-100.0
402311,-100.0,-100.0
402351,-100.0,-100.0
402361,-100.0,-100.0
402378,-100.0,-100.0
402385,-100.0,-100.0
402403,-100.0,-100.0
402414,-100.0,-100.0
402452,-100.0,-100.0
402462,-100.0,-100.0
402499,-100.0,-100.0
402506,-100.0,-100.0
402547,-100.0,-100.0
402553,-100.0,-100.0
402596,-100.0,-100.0
402603,-100.0,-100.0
402646,-100.0,-100.0
402653,-100.0,-100.0
402696,-100.0,-100.0
402705,-100.0,-100.0
402748,-100.0,-100.0
402755,-100.0,-100.0
402795,-100.0,-100.0
402802,-100.0,-100.0
402846,-100.0,-100.0
402854,-100.0,-100.0
402895,-100.0,-100.0
402904,-100.0,-100.0
402943,-100.0,-100.0
402951,-100.0,-100.0
402997,-100.0,-100.0
403004,-100.0,-100.0
403047,-100.0,-100.0
403055,-100.0,-100.0
403099,-100.0,-100.0
403106,-100.0,-100.0
403148,-100.0,-100.0
403156,-100.0,-100.0
403203,-100.0,-100.0
403251,-100.0,-100.0
403270,-100.0,-100.0
403287,-100.0,-100.0
403323,-100.0,-100.0
403330,-100.0,-100.0
403358,-100.0,-100.0
403365,-100.0,-100.0
403394,-100.0,-100.0
403405,-100.0,-100.0
403432,-100.0,-100.0
403438,-100.0,-100.0
403465,-100.0,-100.0
403471,-100.0,-100.0
403500,-100.0,-100.0
403514,-100.0,-100.0
403540,-100.0,-100.0
403547,-100.0,-100.0
403575,-100.0,-100.0
403582,-100.0,-100.0
403611,-100.0,-100.0
403623,-100.0,-100.0
403650,-100.0,-100.0
403657,-100.0,-100.0
403684,-100.0,-100.0
403692,-100.0,-100.0
403704,-100.0,-100.0
403714,-100.0,-100.0
403743,-100.0,-100.0
403751,-100.0,-100.0
403780,-100.0,-100.0
403786,-100.0,-100.0
403824,-100.0,-100.0
403832,-100.0,-100.0
403846,-100.0,-100.0
403853,-100.0,-100.0
403881,-100.0,-100.0
403887,-100.0,-100.0
403917,-100.0,-100.0
403924,-100.0,-100.0
403956,-100.0,-100.0
403964,-100.0,-100.0
403998,-100.0,-100.0
404003,-100.0,-100.0
404036,-100.0,-100.0
404046,-100.0,-100.0
404074,-100.0,-100.0
404082,-100.0,-100.0
404116,-100.0,-100.0
404127,-100.0,-100.0
404158,-100.0,-100.0
404165,-100.0,-100.0
404194,-100.0,-100.0
404202,-100.0,-100.0
404230,-100.0,-100.0
404237,-100.0,-100.0
404269,-100.0,-100.0
404277,-100.0,-100.0
404289,-100.0,-100.0
404297,-100.0,-100.0
404327,-100.0,-100.0
404334,-100.0,-100.0
404368,-100.0,-100.0
404375,-100.0,-100.0
404416,-100.0,-100.0
404425,-100.0,-100.0
404440,-100.0,-100.0
404449,-100.0,-100.0
404481,-100.0,-100.0
404488,-100.0,-100.0
404520,-100.0,-100.0
404532,-100.0,-100.0
404562,-100.0,-100.0
404571,-100.0,-100.0
404604,-100.0,-100.0
404611,-100.0,-100.0
404624,-100.0,-100.0
404630,-100.0,-100.0
404662,-100.0,-100.0
404671,-100.0,-100.0
404686,-100.0,-100.0
404693,-100.0,-100.0
404706,-100.0,-100.0
404716,-100.0,-100.0
404747,-100.0,-100.0
404754,-100.0,-100.0
404785,-100.0,-100.0
404792,-100.0,-100.0
404826,-100.0,-100.0
404838,-100.0,-100.0
404852,-100.0,-100.0
404859,-100.0,-100.0
404873,-100.0,-100.0
404882,-100.0,-100.0
404913,-100.0,-100.0
404919,-100.0,-100.0
404952,-100.0,-100.0
404958,-100.0,-100.0
404972,-100.0,-100.0
404982,-100.0,-100.0
405019,-100.0,-100.0
405026,-100.0,-100.0
405059,-100.0,-100.0
405067,-100.0,-100.0
405099,-100.0,-100.0
405108,-100.0,-100.0
405140,-100.0,-100.0
405146,-100.0,-100.0
405182,-100.0,-100.0
405191,-100.0,-100.0
405224,-100.0,-100.0
405233,-100.0,-100.0
405270,-100.0,-100.0
405277,-100.0,-100.0
405313,-100.0,-100.0
405320,-100.0,-100.0
405360,-100.0,-100.0
405367,-100.0,-100.0
405402,-100.0,-100.0
405409,-100.0,-100.0
405446,-100.0,-100.0
405453,-100.0,-100.0
405488,-100.0,-100.0
405494,-100.0,-100.0
405529,-100.0,-100.0
405538,-100.0,-100.0
405571,-100.0,-100.0
405578,-100.0,-100.0
405619,-100.0,-100.0
405628,-100.0,-100.0
405664,-100.0,-100.0
405675,-100.0,-100.0
405709,-100.0,-100.0
405719,-100.0,-100.0
405754,-100.0,-100.0
405761,-100.0,-100.0
405796,-100.0,-100.0
405803,-100.0,-100.0
405841,-100.0,-100.0
405847,-100.0,-100.0
405883,-100.0,-100.0
405889,-100.0,-100.0
405928,-100.0,-100.0
405940,-100.0,-100.0
406008,-100.0,-100.0
406023,-100.0,-100.0
406039,-100.0,-100.0
406055,-100.0,-100.0
406088,-100.0,-100.0
406096,-100.0,-100.0
406109,-100.0,-100.0
406118,-100.0,-100.0
406128,-100.0,-100.0
406134,-100.0,-100.0
406146,-100.0,-100.0
406155,-100.0,-100.0
406166,-100.0,-100.0
406176,-100.0,-100.0
406204,-100.0,-100.0
406209,-100.0,-100.0
406235,-100.0,-100.0
406242,-100.0,-100.0
406269,-100.0,-100.0
406276,-100.0,-100.0
406301,-100.0,-100.0
406307,-100.0,-100.0
406336,-100.0,-100.0
406346,-100.0,-100.0
406374,-100.0,-100.0
406385,-100.0,-100.0
406410,-100.0,-100.0
406417,-100.0,-100.0
406446,-100.0,-100.0
406454,-100.0,-100.0
406479,-100.0,-100.0
406486,-100.0,-100.0
406514,-100.0,-100.0
406523,-100.0,-100.0
406551,-100.0,-100.0
406557,-100.0,-100.0
406585,-100.0,-100.0
406591,-100.0,-100.0
406621,-100.0,-100.0
406626,-100.0,-100.0
406659,-100.0,-100.0
406665,-100.0,-100.0
406679,-100.0,-100.0
406690,-100.0,-100.0
406720,-100.0,-100.0
406730,-100.0,-100.0
406743,-100.0,-100.0
406751,-100.0,-100.0
406781,-100.0,-100.0
406789,-100.0,-100.0
406820,-100.0,-100.0
406826,-100.0,-100.0
406857,-100.0,-100.0
406863,-100.0,-100.0
406891,-100.0,-100.0
406898,-100.0,-100.0
406931,-100.0,-100.0
406940,-100.0,-100.0
406969,-100.0,-100.0
406978,-100.0,-100.0
407008,-100.0,-100.0
407015,-100.0,-100.0
407049,-100.0,-100.0
407056,-100.0,-100.0
407088,-100.0,-100.0
407096,-100.0,-100.0
407126,-100.0,-100.0
407135,-100.0,-100.0
407165,-100.0,-100.0
407171,-100.0,-100.0
407206,-100.0,-100.0
407212,-100.0,-100.0
407245,-100.0,-100.0
407253,-100.0,-100.0
407285,-100.0,-100.0
407292,-100.0,-100.0
407324,-100.0,-100.0
407335,-100.0,-100.0
407365,-100.0,-100.0
407372,-100.0,-100.0
407406,-100.0,-100.0
407413,-100.0,-100.0
407444,-100.0,-100.0
407450,-100.0,-100.0
407482,-100.0,-100.0
407490,-100.0,-100.0
407503,-100.0,-100.0
407515,-100.0,-100.0
407546,-100.0,-100.0
407553,-100.0,-100.0
407584,-100.0,-100.0
407593,-100.0,-100.0
407631,-100.0,-100.0
407642,-100.0,-100.0
407658,-100.0,-100.0
407664,-100.0,-100.0
407700,-100.0,-100.0
407708,-100.0,-100.0
407741,-100.0,-100.0
407747,-100.0,-100.0
407761,-100.0,-100.0
407770,-100.0,-100.0
407805,-100.0,-100.0
407812,-100.0,-100.0
407828,-100.0,-100.0
407836,-100.0,-100.0
407869,-100.0,-100.0
407876,-100.0,-100.0
407911,-100.0,-100.0
407917,-100.0,-100.0
407950,-100.0,-100.0
407958,-100.0,-100.0
407996,-100.0,-100.0
408005,-100.0,-100.0
408038,-100.0,-100.0
408045,-100.0,-100.0
408059,-100.0,-100.0
408070,-100.0,-100.0
408109,-100.0,-100.0
408117,-100.0,-100.0
408154,-100.0,-100.0
408161,-100.0,-100.0
408196,-100.0,-100.0
408208,-100.0,-100.0
408243,-100.0,-100.0
408249,-100.0,-100.0
408284,-100.0,-100.0
408291,-100.0,-100.0
408325,-100.0,-100.0
408332,-100.0,-100.0
408372,-100.0,-100.0
408380,-100.0,-100.0
408395,-100.0,-100.0
408405,-100.0,-100.0
408422,-100.0,-100.0
408432,-100.0,-100.0
408469,-100.0,-100.0
408477,-100.0,-100.0
408514,-100.0,-100.0
408525,-100.0,-100.0
408567,-100.0,-100.0
408576,-100.0,-100.0
408637,-100.0,-100.0
408675,-100.0,-100.0
408733,-100.0,-100.0
408768,-100.0,-100.0
408780,-100.0,-100.0
408788,-100.0,-100.0
408816,-100.0,-100.0
408824,-100.0,-100.0
408872,-100.0,-100.0
408880,-100.0,-100.0
408908,-100.0,-100.0
408915,-100.0,-100.0
408946,-100.0,-100.0
408950,-100.0,-100.0
408979,-100.0,-100.0
408985,-100.0,-100.0
408997,-100.0,-100.0
409006,-100.0,-100.0
409018,-100.0,-100.0
409031,-100.0,-100.0
409072,-100.0,-100.0
409078,-100.0,-100.0
409104,-100.0,-100.0
409110,-100.0,-100.0
409122,-100.0,-100.0
409128,-100.0,-100.0
409157,-100.0,-100.0
409164,-100.0,-100.0
409192,-100.0,-100.0
409198,-100.0,-100.0
409224,-100.0,-100.0
409231,-100.0,-100.0
409257,-100.0,-100.0
409264,-100.0,-100.0
409290,-100.0,-100.0
409298,-100.0,-100.0
409331,-100.0,-100.0
409347,-100.0,-100.0
435023,-100.0,-100.0
435035,-100.0,-100.0
435065,-100.0,-100.0
435073,-100.0,-100.0
435088,-100.0,-100.0
435096,-100.0,-100.0
435107,-100.0,-100.0
435115,-100.0,-100.0
435125,-100.0,-100.0
435134,-100.0,-100.0
435161,-100.0,-100.0
435168,-100.0,-100.0
435198,-100.0,-100.0
435208,-100.0,-100.0
435221,-100.0,-100.0
435229,-100.0,-100.0
435262,-100.0,-100.0
435268,-100.0,-100.0
435296,-100.0,-100.0
435301,-100.0,-100.0
435330,-100.0,-100.0
435336,-100.0,-100.0
435364,-100.0,-100.0
435370,-100.0,-100.0
435399,-100.0,-100.0
435404,-100.0,-100.0
435430,-100.0,-100.0
435436,-100.0,-100.0
435465,-100.0,-100.0
435470,-100.0,-100.0
435499,-100.0,-100.0
435504,-100.0,-100.0
435534,-100.0,-100.0
435539,-100.0,-100.0
435569,-100.0,-100.0
435573,-100.0,-100.0
435586,-100.0,-100.0
435595,-100.0,-100.0
435628,-100.0,-100.0
435637,-100.0,-100.0
435667,-100.0,-100.0
435673,-100.0,-100.0
435700,-100.0,-100.0
435705,-100.0,-100.0
435735,-100.0,-100.0
435740,-100.0,-100.0
435753,-100.0,-100.0
435763,-100.0,-100.0
435791,-100.0,-100.0
435799,-100.0,-100.0
435827,-100.0,-100.0
435835,-100.0,-100.0
435863,-100.0,-100.0
435871,-100.0,-100.0
435901,-100.0,-100.0
435909,-100.0,-100.0
435921,-100.0,-100.0
435929,-100.0,-100.0
435964,-100.0,-100.0
435971,-100.0,-100.0
436002,-100.0,-100.0
436008,-100.0,-100.0
436021,-100.0,-100.0
436030,-100.0,-100.0
436063,-100.0,-100.0
436070,-100.0,-100.0
436099,-100.0,-100.0
436105,-100.0,-100.0
436121,-100.0,-100.0
436129,-100.0,-100.0
436164,-100.0,-100.0
436170,-100.0,-100.0
436202,-100.0,-100.0
436211,-100.0,-100.0
436242,-100.0,-100.0
436252,-100.0,-100.0
436283,-100.0,-100.0
436292,-100.0,-100.0
436305,-100.0,-100.0
436313,-100.0,-100.0
436343,-100.0,-100.0
436350,-100.0,-100.0
436381,-100.0,-100.0
436387,-100.0,-100.0
436419,-100.0,-100.0
436424,-100.0,-100.0
436459,-100.0,-100.0
436467,-100.0,-100.0
436500,-100.0,-100.0
436509,-100.0,-100.0
436522,-100.0,-100.0
436530,-100.0,-100.0
436567,-100.0,-100.0
436578,-100.0,-100.0
436591,-100.0,-100.0
436598,-100.0,-100.0
436634,-100.0,-100.0
436641,-100.0,-100.0
436656,-100.0,-100.0
436664,-100.0,-100.0
436697,-100.0,-100.0
436703,-100.0,-100.0
436736,-100.0,-100.0
436743,-100.0,-100.0
436777,-100.0,-100.0
436784,-100.0,-100.0
436819,-100.0,-100.0
436825,-100.0,-100.0
436868,-100.0,-100.0
436878,-100.0,-100.0
436893,-100.0,-100.0
436905,-100.0,-100.0
436937,-100.0,-100.0
436943,-100.0,-100.0
436978,-100.0,-100.0
436987,-100.0,-100.0
437020,-100.0,-100.0
437026,-100.0,-100.0
437067,-100.0,-100.0
437074,-100.0,-100.0
437115,-100.0,-100.0
437120,-100.0,-100.0
437162,-100.0,-100.0
437171,-100.0,-100.0
437212,-100.0,-100.0
437225,-100.0,-100.0
437241,-100.0,-100.0
437252,-100.0,-100.0
437286,-100.0,-100.0
437291,-100.0,-100.0
437327,-100.0,-100.0
437334,-100.0,-100.0
437369,-100.0,-100.0
437376,-100.0,-100.0
437419,-100.0,-100.0
437426,-100.0,-100.0
437465,-100.0,-100.0
437473,-100.0,-100.0
437491,-100.0,-100.0
437499,-100.0,-100.0
437540,-100.0,-100.0
437549,-100.0,-100.0
437588,-100.0,-100.0
437598,-100.0,-100.0
437613,-100.0,-100.0
437624,-100.0,-100.0
437658,-100.0,-100.0
437666,-100.0,-100.0
437701,-100.0,-100.0
437709,-100.0,-100.0
437724,-100.0,-100.0
437732,-100.0,-100.0
437774,-100.0,-100.0
437782,-100.0,-100.0
437819,-100.0,-100.0
437826,-100.0,-100.0
437864,-100.0,-100.0
437871,-100.0,-100.0
437908,-100.0,-100.0
437920,-100.0,-100.0
437954,-100.0,-100.0
437961,-100.0,-100.0
437997,-100.0,-100.0
438005,-100.0,-100.0
438041,-100.0,-100.0
438049,-100.0,-100.0
438067,-100.0,-100.0
438075,-100.0,-100.0
438119,-100.0,-100.0
438126,-100.0,-100.0
438167,-100.0,-100.0
