,AY5QB85BMBVU8,A3P9TMATWBA1Q,A8DMLATJZOF4Q,A8WWSKUYQ4X5N
125232,-100.0,-100.0,-100.0,-100.0
125294,-100.0,-100.0,-100.0,-100.0
125321,-100.0,-100.0,-100.0,-100.0
125387,-100.0,-100.0,-100.0,-100.0
125421,-100.0,-100.0,-100.0,-100.0
125506,-100.0,-100.0,-100.0,-100.0
125544,-100.0,-100.0,-100.0,-100.0
125607,-100.0,-100.0,-100.0,-100.0
125629,-100.0,-100.0,-100.0,-100.0
125689,-100.0,-100.0,-100.0,-100.0
125730,-100.0,-100.0,-100.0,-100.0
125910,-100.0,-100.0,-100.0,-100.0
125958,-100.0,-100.0,-100.0,-100.0
126085,-100.0,-100.0,-100.0,-100.0
126126,-100.0,-100.0,-100.0,-100.0
126146,-100.0,-100.0,-100.0,-100.0
126206,-100.0,-100.0,-100.0,-100.0
126269,-100.0,-100.0,-100.0,-100.0
126302,-100.0,-100.0,-100.0,-100.0
126399,-100.0,-100.0,-100.0,-100.0
126460,-100.0,-100.0,-100.0,-100.0
126490,-100.0,-100.0,-100.0,-100.0
126558,-100.0,-100.0,-100.0,-100.0
126626,-100.0,-100.0,-100.0,-100.0
126661,-100.0,-100.0,-100.0,-100.0
126694,-100.0,-100.0,-100.0,-100.0
126758,-100.0,-100.0,-100.0,-100.0
126780,-100.0,-100.0,-100.0,-100.0
126813,-100.0,-100.0,-100.0,-100.0
127232,-100.0,-100.0,-100.0,-100.0
127290,-100.0,-100.0,-100.0,-100.0
127302,-100.0,-100.0,-100.0,-100.0
127331,-100.0,-100.0,-100.0,-100.0
127470,-100.0,-100.0,-100.0,-100.0
127471,-100.0,-100.0,-100.0,-100.0
127480,-100.0,-100.0,-100.0,-100.0
127590,-100.0,-100.0,-100.0,-100.0
127603,-100.0,-100.0,-100.0,-100.0
127612,-100.0,-100.0,-100.0,-100.0
127621,-100.0,-100.0,-100.0,-100.0
127631,-100.0,-100.0,-100.0,-100.0
127636,-100.0,-100.0,-100.0,-100.0
127643,-100.0,-100.0,-100.0,-100.0
127657,-100.0,-100.0,-100.0,-100.0
127658,-100.0,-100.0,-100.0,-100.0
127670,-100.0,-100.0,-100.0,-100.0
127672,-100.0,-100.0,-100.0,-100.0
127723,-100.0,-100.0,-100.0,-100.0
127746,-100.0,-100.0,-100.0,-100.0
127762,-100.0,-100.0,-100.0,-100.0
127763,-100.0,-100.0,-100.0,-100.0
127770,-100.0,-100.0,-100.0,-100.0
127780,-100.0,-100.0,-100.0,-100.0
127801,-100.0,-100.0,-100.0,-100.0
127803,-100.0,-100.0,-100.0,-100.0
127810,-100.0,-100.0,-100.0,-100.0
127814,-100.0,-100.0,-100.0,-100.0
127849,-100.0,-100.0,-100.0,-100.0
127853,-100.0,-100.0,-100.0,-100.0
127865,-100.0,-100.0,-100.0,-100.0
127881,-100.0,-100.0,-100.0,-100.0
127886,-100.0,-100.0,-100.0,-100.0
127893,-100.0,-100.0,-100.0,-100.0
127926,-100.0,-100.0,-100.0,-100.0
127940,-100.0,-100.0,-100.0,-100.0
128009,-100.0,-100.0,-100.0,-100.0
128025,-100.0,-100.0,-100.0,-100.0
128027,-100.0,-100.0,-100.0,-100.0
128090,-100.0,-100.0,-100.0,-100.0
128097,-100.0,-100.0,-100.0,-100.0
128104,-100.0,-100.0,-100.0,-100.0
128111,-100.0,-100.0,-100.0,-100.0
128126,-100.0,-100.0,-100.0,-100.0
128127,-100.0,-100.0,-100.0,-100.0
128131,-100.0,-100.0,-100.0,-100.0
128149,-100.0,-100.0,-100.0,-100.0
128627,-100.0,-100.0,-100.0,-100.0
128658,-100.0,-100.0,-100.0,-100.0
128730,-100.0,-100.0,-100.0,-100.0
128756,-100.0,-100.0,-100.0,-100.0
128777,-100.0,-100.0,-100.0,-100.0
128794,-100.0,-100.0,-100.0,-100.0
128871,-100.0,-100.0,-100.0,-100.0
128916,-100.0,-100.0,-100.0,-100.0
128987,-100.0,-100.0,-100.0,-100.0
129005,-100.0,-100.0,-100.0,-100.0
129081,-100.0,-100.0,-100.0,-100.0
129108,-100.0,-100.0,-100.0,-100.0
129141,-100.0,-100.0,-100.0,-100.0
129209,-100.0,-100.0,-100.0,-100.0
129295,-100.0,-100.0,-100.0,-100.0
129337,-100.0,-100.0,-100.0,-100.0
129347,-100.0,-100.0,-100.0,-100.0
129397,-100.0,-100.0,-100.0,-100.0
129450,-100.0,-100.0,-100.0,-100.0
129510,-100.0,-100.0,-100.0,-100.0
129547,-100.0,-100.0,-100.0,-100.0
129606,-100.0,-100.0,-100.0,-100.0
129652,-100.0,-100.0,-100.0,-100.0
129690,-100.0,-100.0,-100.0,-100.0
129711,-100.0,-100.0,-100.0,-100.0
129764,-100.0,-100.0,-100.0,-100.0
129784,-100.0,-100.0,-100.0,-100.0
129810,-100.0,-100.0,-100.0,-100.0
129866,-100.0,-100.0,-100.0,-100.0
129888,-100.0,-100.0,-100.0,-100.0
129946,-100.0,-100.0,-100.0,-100.0
129987,-100.0,-100.0,-100.0,-100.0
130069,-100.0,-100.0,-100.0,-100.0
130077,-100.0,-100.0,-100.0,-100.0
130260,-100.0,-100.0,-100.0,-100.0
130288,-100.0,-100.0,-100.0,-100.0
130340,-100.0,-100.0,-100.0,-100.0
130397,-100.0,-100.0,-100.0,-100.0
130424,-100.0,-100.0,-100.0,-100.0
130453,-100.0,-100.0,-100.0,-100.0
130489,-100.0,-100.0,-100.0,-100.0
130496,-100.0,-100.0,-100.0,-100.0
130545,-100.0,-100.0,-100.0,-100.0
130597,-100.0,-100.0,-100.0,-100.0
130613,-100.0,-100.0,-100.0,-100.0
130651,-100.0,-100.0,-100.0,-100.0
130719,-100.0,-100.0,-100.0,-100.0
130757,-100.0,-100.0,-100.0,-100.0
130804,-100.0,-100.0,-100.0,-100.0
130829,-100.0,-100.0,-100.0,-100.0
130892,-100.0,-100.0,-100.0,-100.0
130906,-100.0,-100.0,-100.0,-100.0
130907,-100.0,-100.0,-100.0,-100.0
130918,-100.0,-100.0,-100.0,-100.0
130927,-100.0,-100.0,-100.0,-100.0
130930,-100.0,-100.0,-100.0,-100.0
130936,-100.0,-100.0,-100.0,-100.0
130942,-100.0,-100.0,-100.0,-100.0
130952,-100.0,-100.0,-100.0,-100.0
130959,-100.0,-100.0,-100.0,-100.0
130963,-100.0,-100.0,-100.0,-100.0
130976,-100.0,-100.0,-100.0,-100.0
130982,-100.0,-100.0,-100.0,-100.0
130983,-100.0,-100.0,-100.0,-100.0
130993,-100.0,-100.0,-100.0,-100.0
130999,-100.0,-100.0,-100.0,-100.0
131012,-100.0,-100.0,-100.0,-100.0
131018,-100.0,-100.0,-100.0,-100.0
131031,-100.0,-100.0,-100.0,-100.0
131036,-100.0,-100.0,-100.0,-100.0
131064,-100.0,-100.0,-100.0,-100.0
131070,-100.0,-100.0,-100.0,-100.0
131081,-100.0,-100.0,-100.0,-100.0
131086,-100.0,-100.0,-100.0,-100.0
131116,-100.0,-100.0,-100.0,-100.0
131121,-100.0,-100.0,-100.0,-100.0
131133,-100.0,-100.0,-100.0,-100.0
131139,-100.0,-100.0,-100.0,-100.0
131153,-100.0,-100.0,-100.0,-100.0
131158,-100.0,-100.0,-100.0,-100.0
131159,-100.0,-100.0,-100.0,-100.0
131226,-100.0,-100.0,-100.0,-100.0
131325,-100.0,-100.0,-100.0,-100.0
131347,-100.0,-100.0,-100.0,-100.0
131439,-100.0,-100.0,-100.0,-100.0
131454,-100.0,-100.0,-100.0,-100.0
131526,-100.0,-100.0,-100.0,-100.0
131550,-100.0,-100.0,-100.0,-100.0
131599,-100.0,-100.0,-100.0,-100.0
131632,-100.0,-100.0,-100.0,-100.0
131673,-100.0,-100.0,-100.0,-100.0
131703,-100.0,-100.0,-100.0,-100.0
131752,-100.0,-100.0,-100.0,-100.0
131786,-100.0,-100.0,-100.0,-100.0
131815,-100.0,-100.0,-100.0,-100.0
131842,-100.0,-100.0,-100.0,-100.0
131955,-100.0,-100.0,-100.0,-100.0
131989,-100.0,-100.0,-100.0,-100.0
132044,-100.0,-100.0,-100.0,-100.0
132071,-100.0,-100.0,-100.0,-100.0
132144,-100.0,-100.0,-100.0,-100.0
132160,-100.0,-100.0,-100.0,-100.0
132174,-100.0,-100.0,-100.0,-100.0
132203,-100.0,-100.0,-100.0,-100.0
132256,-100.0,-100.0,-100.0,-100.0
132271,-100.0,-100.0,-100.0,-100.0
132332,-100.0,-100.0,-100.0,-100.0
132390,-100.0,-100.0,-100.0,-100.0
132418,-100.0,-100.0,-100.0,-100.0
132429,-100.0,-100.0,-100.0,-100.0
132470,-100.0,-100.0,-100.0,-100.0
132494,-100.0,-100.0,-100.0,-100.0
132562,-100.0,-100.0,-100.0,-100.0
132580,-100.0,-100.0,-100.0,-100.0
132618,-100.0,-100.0,-100.0,-100.0
132699,-100.0,-100.0,-100.0,-100.0
132715,-100.0,-100.0,-100.0,-100.0
132772,-100.0,-100.0,-100.0,-100.0
132844,-100.0,-100.0,-100.0,-100.0
132875,-100.0,-100.0,-100.0,-100.0
132885,-100.0,-100.0,-100.0,-100.0
132925,-100.0,-100.0,-100.0,-100.0
132971,-100.0,-100.0,-100.0,-100.0
133045,-100.0,-100.0,-100.0,-100.0
133055,-100.0,-100.0,-100.0,-100.0
133092,-100.0,-100.0,-100.0,-100.0
133278,-100.0,-100.0,-100.0,-100.0
133296,-100.0,-100.0,-100.0,-100.0
133372,-100.0,-100.0,-100.0,-100.0
133408,-100.0,-100.0,-100.0,-100.0
133438,-100.0,-100.0,-100.0,-100.0
133475,-100.0,-100.0,-100.0,-100.0
133491,-100.0,-100.0,-100.0,-100.0
133525,-100.0,-100.0,-100.0,-100.0
133625,-100.0,-100.0,-100.0,-100.0
133658,-100.0,-100.0,-100.0,-100.0
133706,-100.0,-100.0,-100.0,-100.0
133727,-100.0,-100.0,-100.0,-100.0
133795,-100.0,-100.0,-100.0,-100.0
133832,-100.0,-100.0,-100.0,-100.0
133902,-100.0,-100.0,-100.0,-100.0
133912,-100.0,-100.0,-100.0,-100.0
133929,-100.0,-100.0,-100.0,-100.0
134006,-100.0,-100.0,-100.0,-100.0
134069,-100.0,-100.0,-100.0,-100.0
134108,-100.0,-100.0,-100.0,-100.0
134156,-100.0,-100.0,-100.0,-100.0
134178,-100.0,-100.0,-100.0,-100.0
134237,-100.0,-100.0,-100.0,-100.0
134265,-100.0,-100.0,-100.0,-100.0
134327,-100.0,-100.0,-100.0,-100.0
134343,-100.0,-100.0,-100.0,-100.0
134370,-100.0,-100.0,-100.0,-100.0
134420,-100.0,-100.0,-100.0,-100.0
134490,-100.0,-100.0,-100.0,-100.0
134544,-100.0,-100.0,-100.0,-100.0
134578,-100.0,-100.0,-100.0,-100.0
134634,-100.0,-100.0,-100.0,-100.0
134660,-100.0,-100.0,-100.0,-100.0
134716,-100.0,-100.0,-100.0,-100.0
134761,-100.0,-100.0,-100.0,-100.0
134793,-100.0,-100.0,-100.0,-100.0
135135,-100.0,-100.0,-100.0,-100.0
135189,-100.0,-100.0,-100.0,-100.0
135208,-100.0,-100.0,-100.0,-100.0
135231,-100.0,-100.0,-100.0,-100.0
135292,-100.0,-100.0,-100.0,-100.0
135337,-100.0,-100.0,-100.0,-100.0
135358,-100.0,-100.0,-100.0,-100.0
135388,-100.0,-100.0,-100.0,-100.0
135435,-100.0,-100.0,-100.0,-100.0
135459,-100.0,-100.0,-100.0,-100.0
135509,-100.0,-100.0,-100.0,-100.0
135589,-100.0,-100.0,-100.0,-100.0
135602,-100.0,-100.0,-100.0,-100.0
135738,-100.0,-100.0,-100.0,-100.0
135749,-100.0,-100.0,-100.0,-100.0
135776,-100.0,-100.0,-100.0,-100.0
135887,-100.0,-100.0,-100.0,-100.0
135927,-100.0,-100.0,-100.0,-100.0
136025,-100.0,-100.0,-100.0,-100.0
136079,-100.0,-100.0,-100.0,-100.0
136125,-100.0,-100.0,-100.0,-100.0
136190,-100.0,-100.0,-100.0,-100.0
136305,-100.0,-100.0,-100.0,-100.0
136437,-100.0,-100.0,-100.0,-100.0
136616,-100.0,-100.0,-100.0,-100.0
136682,-100.0,-100.0,-100.0,-100.0
136693,-100.0,-100.0,-100.0,-100.0
136761,-100.0,-100.0,-100.0,-100.0
136789,-100.0,-100.0,-100.0,-100.0
136814,-100.0,-100.0,-100.0,-100.0
136887,-100.0,-100.0,-100.0,-100.0
136937,-100.0,-100.0,-100.0,-100.0
137035,-100.0,-100.0,-100.0,-100.0
137086,-100.0,-100.0,-100.0,-100.0
137134,-100.0,-100.0,-100.0,-100.0
137158,-100.0,-100.0,-100.0,-100.0
137173,-100.0,-100.0,-100.0,-100.0
137214,-100.0,-100.0,-100.0,-100.0
137239,-100.0,-100.0,-100.0,-100.0
137297,-100.0,-100.0,-100.0,-100.0
137329,-100.0,-100.0,-100.0,-100.0
137412,-100.0,-100.0,-100.0,-100.0
137458,-100.0,-100.0,-100.0,-100.0
137495,-100.0,-100.0,-100.0,-100.0
137544,-100.0,-100.0,-100.0,-100.0
137590,-100.0,-100.0,-100.0,-100.0
137609,-100.0,-100.0,-100.0,-100.0
137659,-100.0,-100.0,-100.0,-100.0
137727,-100.0,-100.0,-100.0,-100.0
137752,-100.0,-100.0,-100.0,-100.0
137831,-100.0,-100.0,-100.0,-100.0
137847,-100.0,-100.0,-100.0,-100.0
137904,-100.0,-100.0,-100.0,-100.0
138037,-100.0,-100.0,-100.0,-100.0
138051,-100.0,-100.0,-100.0,-100.0
138156,-100.0,-100.0,-100.0,-100.0
138212,-100.0,-100.0,-100.0,-100.0
138235,-100.0,-100.0,-100.0,-100.0
138302,-100.0,-100.0,-100.0,-100.0
138320,-100.0,-100.0,-100.0,-100.0
138352,-100.0,-100.0,-100.0,-100.0
138432,-100.0,-100.0,-100.0,-100.0
138449,-100.0,-100.0,-100.0,-100.0
138537,-100.0,-100.0,-100.0,-100.0
138603,-100.0,-100.0,-100.0,-100.0
138630,-100.0,-100.0,-100.0,-100.0
138651,-100.0,-100.0,-100.0,-100.0
138685,-100.0,-100.0,-100.0,-100.0
138879,-100.0,-100.0,-100.0,-100.0
138958,-100.0,-100.0,-100.0,-100.0
138979,-100.0,-100.0,-100.0,-100.0
139014,-100.0,-100.0,-100.0,-100.0
139039,-100.0,-100.0,-100.0,-100.0
139056,-100.0,-100.0,-100.0,-100.0
139073,-100.0,-100.0,-100.0,-100.0
139106,-100.0,-100.0,-100.0,-100.0
139127,-100.0,-100.0,-100.0,-100.0
139142,-100.0,-100.0,-100.0,-100.0
139207,-100.0,-100.0,-100.0,-100.0
139255,-100.0,-100.0,-100.0,-100.0
139270,-100.0,-100.0,-100.0,-100.0
139296,-100.0,-100.0,-100.0,-100.0
139623,-100.0,-100.0,-100.0,-100.0
139651,-100.0,-100.0,-100.0,-100.0
139720,-100.0,-100.0,-100.0,-100.0
139780,-100.0,-100.0,-100.0,-100.0
139805,-100.0,-100.0,-100.0,-100.0
139876,-100.0,-100.0,-100.0,-100.0
139904,-100.0,-100.0,-100.0,-100.0
139945,-100.0,-100.0,-100.0,-100.0
139960,-100.0,-100.0,-100.0,-100.0
139996,-100.0,-100.0,-100.0,-100.0
140226,-100.0,-100.0,-100.0,-100.0
140281,-100.0,-100.0,-100.0,-100.0
140366,-100.0,-100.0,-100.0,-100.0
140392,-100.0,-100.0,-100.0,-100.0
140436,-100.0,-100.0,-100.0,-100.0
140459,-100.0,-100.0,-100.0,-100.0
140526,-100.0,-100.0,-100.0,-100.0
140578,-100.0,-100.0,-100.0,-100.0
140703,-100.0,-100.0,-100.0,-100.0
140721,-100.0,-100.0,-100.0,-100.0
140825,-100.0,-100.0,-100.0,-100.0
140851,-100.0,-100.0,-100.0,-100.0
140909,-100.0,-100.0,-100.0,-100.0
140942,-100.0,-100.0,-100.0,-100.0
141032,-100.0,-100.0,-100.0,-100.0
141057,-100.0,-100.0,-100.0,-100.0
141144,-100.0,-100.0,-100.0,-100.0
141171,-100.0,-100.0,-100.0,-100.0
141230,-100.0,-100.0,-100.0,-100.0
141267,-100.0,-100.0,-100.0,-100.0
141343,-100.0,-100.0,-100.0,-100.0
141386,-100.0,-100.0,-100.0,-100.0
141472,-100.0,-100.0,-100.0,-100.0
141494,-100.0,-100.0,-100.0,-100.0
141564,-100.0,-100.0,-100.0,-100.0
141584,-100.0,-100.0,-100.0,-100.0
141660,-100.0,-100.0,-100.0,-100.0
141692,-100.0,-100.0,-100.0,-100.0
141734,-100.0,-100.0,-100.0,-100.0
141784,-100.0,-100.0,-100.0,-100.0
141817,-100.0,-100.0,-100.0,-100.0
141833,-100.0,-100.0,-100.0,-100.0
141834,-100.0,-100.0,-100.0,-100.0
141848,-100.0,-100.0,-100.0,-100.0
141851,-100.0,-100.0,-100.0,-100.0
141864,-100.0,-100.0,-100.0,-100.0
141884,-100.0,-100.0,-100.0,-100.0
141891,-100.0,-100.0,-100.0,-100.0
141892,-100.0,-100.0,-100.0,-100.0
141907,-100.0,-100.0,-100.0,-100.0
141909,-100.0,-100.0,-100.0,-100.0
141916,-100.0,-100.0,-100.0,-100.0
141944,-100.0,-100.0,-100.0,-100.0
141952,-100.0,-100.0,-100.0,-100.0
141990,-100.0,-100.0,-100.0,-100.0
141995,-100.0,-100.0,-100.0,-100.0
142003,-100.0,-100.0,-100.0,-100.0
142011,-100.0,-100.0,-100.0,-100.0
142031,-100.0,-100.0,-100.0,-100.0
142046,-100.0,-100.0,-100.0,-100.0
142060,-100.0,-100.0,-100.0,-100.0
142066,-100.0,-100.0,-100.0,-100.0
142090,-100.0,-100.0,-100.0,-100.0
142101,-100.0,-100.0,-100.0,-100.0
142110,-100.0,-100.0,-100.0,-100.0
142115,-100.0,-100.0,-100.0,-100.0
142125,-100.0,-100.0,-100.0,-100.0
142132,-100.0,-100.0,-100.0,-100.0
142144,-100.0,-100.0,-100.0,-100.0
142150,-100.0,-100.0,-100.0,-100.0
142161,-100.0,-100.0,-100.0,-100.0
142168,-100.0,-100.0,-100.0,-100.0
142179,-100.0,-100.0,-100.0,-100.0
142187,-100.0,-100.0,-100.0,-100.0
142190,-100.0,-100.0,-100.0,-100.0
142195,-100.0,-100.0,-100.0,-100.0
142217,-100.0,-100.0,-100.0,-100.0
142219,-100.0,-100.0,-100.0,-100.0
142231,-100.0,-100.0,-100.0,-100.0
142238,-100.0,-100.0,-100.0,-100.0
142248,-100.0,-100.0,-100.0,-100.0
142261,-100.0,-100.0,-100.0,-100.0
142271,-100.0,-100.0,-100.0,-100.0
142283,-100.0,-100.0,-100.0,-100.0
142292,-100.0,-100.0,-100.0,-100.0
142302,-100.0,-100.0,-100.0,-100.0
142310,-100.0,-100.0,-100.0,-100.0
142311,-100.0,-100.0,-100.0,-100.0
142317,-100.0,-100.0,-100.0,-100.0
142324,-100.0,-100.0,-100.0,-100.0
142325,-100.0,-100.0,-100.0,-100.0
142340,-100.0,-100.0,-100.0,-100.0
142348,-100.0,-100.0,-100.0,-100.0
142360,-100.0,-100.0,-100.0,-100.0
142369,-100.0,-100.0,-100.0,-100.0
142378,-100.0,-100.0,-100.0,-100.0
142386,-100.0,-100.0,-100.0,-100.0
142395,-100.0,-100.0,-100.0,-100.0
142403,-100.0,-100.0,-100.0,-100.0
142412,-100.0,-100.0,-100.0,-100.0
142419,-100.0,-100.0,-100.0,-100.0
142436,-100.0,-100.0,-100.0,-100.0
142448,-100.0,-100.0,-100.0,-100.0
142470,-100.0,-100.0,-100.0,-100.0
142482,-100.0,-100.0,-100.0,-100.0
142486,-100.0,-100.0,-100.0,-100.0
142491,-100.0,-100.0,-100.0,-100.0
142500,-100.0,-100.0,-100.0,-100.0
142506,-100.0,-100.0,-100.0,-100.0
142508,-100.0,-100.0,-100.0,-100.0
142516,-100.0,-100.0,-100.0,-100.0
142519,-100.0,-100.0,-100.0,-100.0
142526,-100.0,-100.0,-100.0,-100.0
142535,-100.0,-100.0,-100.0,-100.0
142544,-100.0,-100.0,-100.0,-100.0
142552,-100.0,-100.0,-100.0,-100.0
142559,-100.0,-100.0,-100.0,-100.0
142565,-100.0,-100.0,-100.0,-100.0
142570,-100.0,-100.0,-100.0,-100.0
142576,-100.0,-100.0,-100.0,-100.0
142586,-100.0,-100.0,-100.0,-100.0
142595,-100.0,-100.0,-100.0,-100.0
142621,-100.0,-100.0,-100.0,-100.0
142630,-100.0,-100.0,-100.0,-100.0
142637,-100.0,-100.0,-100.0,-100.0
142646,-100.0,-100.0,-100.0,-100.0
142655,-100.0,-100.0,-100.0,-100.0
142660,-100.0,-100.0,-100.0,-100.0
142663,-100.0,-100.0,-100.0,-100.0
142686,-100.0,-100.0,-100.0,-100.0
142700,-100.0,-100.0,-100.0,-100.0
142706,-100.0,-100.0,-100.0,-100.0
142707,-100.0,-100.0,-100.0,-100.0
142722,-100.0,-100.0,-100.0,-100.0
142735,-100.0,-100.0,-100.0,-100.0
142742,-100.0,-100.0,-100.0,-100.0
142751,-100.0,-100.0,-100.0,-100.0
142758,-100.0,-100.0,-100.0,-100.0
142764,-100.0,-100.0,-100.0,-100.0
142776,-100.0,-100.0,-100.0,-100.0
142785,-100.0,-100.0,-100.0,-100.0
142795,-100.0,-100.0,-100.0,-100.0
142802,-100.0,-100.0,-100.0,-100.0
142809,-100.0,-100.0,-100.0,-100.0
142812,-100.0,-100.0,-100.0,-100.0
142819,-100.0,-100.0,-100.0,-100.0
142829,-100.0,-100.0,-100.0,-100.0
142847,-100.0,-100.0,-100.0,-100.0
142850,-100.0,-100.0,-100.0,-100.0
142863,-100.0,-100.0,-100.0,-100.0
142886,-100.0,-100.0,-100.0,-100.0
142899,-100.0,-100.0,-100.0,-100.0
142903,-100.0,-100.0,-100.0,-100.0
142907,-100.0,-100.0,-100.0,-100.0
142916,-100.0,-100.0,-100.0,-100.0
142940,-100.0,-100.0,-100.0,-100.0
142941,-100.0,-100.0,-100.0,-100.0
142951,-100.0,-100.0,-100.0,-100.0
142954,-100.0,-100.0,-100.0,-100.0
142973,-100.0,-100.0,-100.0,-100.0
142975,-100.0,-100.0,-100.0,-100.0
142983,-100.0,-100.0,-100.0,-100.0
142990,-100.0,-100.0,-100.0,-100.0
142992,-100.0,-100.0,-100.0,-100.0
143002,-100.0,-100.0,-100.0,-100.0
143016,-100.0,-100.0,-100.0,-100.0
143028,-100.0,-100.0,-100.0,-100.0
143051,-100.0,-100.0,-100.0,-100.0
143052,-100.0,-100.0,-100.0,-100.0
143063,-100.0,-100.0,-100.0,-100.0
143071,-100.0,-100.0,-100.0,-100.0
143082,-100.0,-100.0,-100.0,-100.0
143104,-100.0,-100.0,-100.0,-100.0
143111,-100.0,-100.0,-100.0,-100.0
143115,-100.0,-100.0,-100.0,-100.0
143133,-100.0,-100.0,-100.0,-100.0
143139,-100.0,-100.0,-100.0,-100.0
143151,-100.0,-100.0,-100.0,-100.0
143158,-100.0,-100.0,-100.0,-100.0
143168,-100.0,-100.0,-100.0,-100.0
143179,-100.0,-100.0,-100.0,-100.0
143183,-100.0,-100.0,-100.0,-100.0
143192,-100.0,-100.0,-100.0,-100.0
143216,-100.0,-100.0,-100.0,-100.0
143224,-100.0,-100.0,-100.0,-100.0
143229,-100.0,-100.0,-100.0,-100.0
143252,-100.0,-100.0,-100.0,-100.0
143263,-100.0,-100.0,-100.0,-100.0
143271,-100.0,-100.0,-100.0,-100.0
143280,-100.0,-100.0,-100.0,-100.0
143299,-100.0,-100.0,-100.0,-100.0
143303,-100.0,-100.0,-100.0,-100.0
143315,-100.0,-100.0,-100.0,-100.0
143324,-100.0,-100.0,-100.0,-100.0
143333,-100.0,-100.0,-100.0,-100.0
143354,-100.0,-100.0,-100.0,-100.0
143356,-100.0,-100.0,-100.0,-100.0
143368,-100.0,-100.0,-100.0,-100.0
143391,-100.0,-100.0,-100.0,-100.0
143402,-100.0,-100.0,-100.0,-100.0
143404,-100.0,-100.0,-100.0,-100.0
143409,-100.0,-100.0,-100.0,-100.0
143432,-100.0,-100.0,-100.0,-100.0
143445,-100.0,-100.0,-100.0,-100.0
143455,-100.0,-100.0,-100.0,-100.0
143469,-100.0,-100.0,-100.0,-100.0
143472,-100.0,-100.0,-100.0,-100.0
143480,-100.0,-100.0,-100.0,-100.0
143505,-100.0,-100.0,-100.0,-100.0
143514,-100.0,-100.0,-100.0,-100.0
143523,-100.0,-100.0,-100.0,-100.0
143525,-100.0,-100.0,-100.0,-100.0
143533,-100.0,-100.0,-100.0,-100.0
143547,-100.0,-100.0,-100.0,-100.0
143550,-100.0,-100.0,-100.0,-100.0
143556,-100.0,-100.0,-100.0,-100.0
143561,-100.0,-100.0,-100.0,-100.0
143567,-100.0,-100.0,-100.0,-100.0
143575,-100.0,-100.0,-100.0,-100.0
143584,-100.0,-100.0,-100.0,-100.0
143585,-100.0,-100.0,-100.0,-100.0
143591,-100.0,-100.0,-100.0,-100.0
143607,-100.0,-100.0,-100.0,-100.0
143609,-100.0,-100.0,-100.0,-100.0
143627,-100.0,-100.0,-100.0,-100.0
143631,-100.0,-100.0,-100.0,-100.0
143644,-100.0,-100.0,-100.0,-100.0
143651,-100.0,-100.0,-100.0,-100.0
143661,-100.0,-100.0,-100.0,-100.0
143669,-100.0,-100.0,-100.0,-100.0
143678,-100.0,-100.0,-100.0,-100.0
143681,-100.0,-100.0,-100.0,-100.0
143685,-100.0,-100.0,-100.0,-100.0
143696,-100.0,-100.0,-100.0,-100.0
143721,-100.0,-100.0,-100.0,-100.0
143732,-100.0,-100.0,-100.0,-100.0
143755,-100.0,-100.0,-100.0,-100.0
143762,-100.0,-100.0,-100.0,-100.0
143766,-100.0,-100.0,-100.0,-100.0
143773,-100.0,-100.0,-100.0,-100.0
143775,-100.0,-100.0,-100.0,-100.0
143784,-100.0,-100.0,-100.0,-100.0
143792,-100.0,-100.0,-100.0,-100.0
143807,-100.0,-100.0,-100.0,-100.0
143819,-100.0,-100.0,-100.0,-100.0
143820,-100.0,-100.0,-100.0,-100.0
143830,-100.0,-100.0,-100.0,-100.0
143831,-100.0,-100.0,-100.0,-100.0
143844,-100.0,-100.0,-100.0,-100.0
143846,-100.0,-100.0,-100.0,-100.0
143851,-100.0,-100.0,-100.0,-100.0
143860,-100.0,-100.0,-100.0,-100.0
143885,-100.0,-100.0,-100.0,-100.0
143895,-100.0,-100.0,-100.0,-100.0
143902,-100.0,-100.0,-100.0,-100.0
143903,-100.0,-100.0,-100.0,-100.0
143913,-100.0,-100.0,-100.0,-100.0
143937,-100.0,-100.0,-100.0,-100.0
143947,-100.0,-100.0,-100.0,-100.0
143962,-100.0,-100.0,-100.0,-100.0
143966,-100.0,-100.0,-100.0,-100.0
143972,-100.0,-100.0,-100.0,-100.0
143978,-100.0,-100.0,-100.0,-100.0
143984,-100.0,-100.0,-100.0,-100.0
143989,-100.0,-100.0,-100.0,-100.0
144006,-100.0,-100.0,-100.0,-100.0
144013,-100.0,-100.0,-100.0,-100.0
144014,-100.0,-100.0,-100.0,-100.0
144019,-100.0,-100.0,-100.0,-100.0
144023,-100.0,-100.0,-100.0,-100.0
144030,-100.0,-100.0,-100.0,-100.0
144042,-100.0,-100.0,-100.0,-100.0
144047,-100.0,-100.0,-100.0,-100.0
144051,-100.0,-100.0,-100.0,-100.0
144060,-100.0,-100.0,-100.0,-100.0
144069,-100.0,-100.0,-100.0,-100.0
144078,-100.0,-100.0,-100.0,-100.0
144088,-100.0,-100.0,-100.0,-100.0
144102,-100.0,-100.0,-100.0,-100.0
144112,-100.0,-100.0,-100.0,-100.0
144140,-100.0,-100.0,-100.0,-100.0
144174,-100.0,-100.0,-100.0,-100.0
144186,-100.0,-100.0,-100.0,-100.0
144190,-100.0,-100.0,-100.0,-100.0
144195,-100.0,-100.0,-100.0,-100.0
144209,-100.0,-100.0,-100.0,-100.0
