,AY5QB85BMBVU8,A3P9TMATWBA1Q,A8DMLATJZOF4Q,A8WWSKUYQ4X5N
391389,-100.0,-100.0,-100.0,-100.0
391394,-100.0,-100.0,-100.0,-100.0
391431,-100.0,-100.0,-100.0,-100.0
391468,-100.0,-100.0,-100.0,-100.0
391475,-100.0,-100.0,-100.0,-100.0
391485,-100.0,-100.0,-100.0,-100.0
391506,-100.0,-100.0,-100.0,-100.0
391511,-100.0,-100.0,-100.0,-100.0
391533,-100.0,-100.0,-100.0,-100.0
391554,-100.0,-100.0,-100.0,-100.0
391558,-100.0,-100.0,-100.0,-100.0
391579,-100.0,-100.0,-100.0,-100.0
391588,-100.0,-100.0,-100.0,-100.0
391594,-100.0,-100.0,-100.0,-100.0
391599,-100.0,-100.0,-100.0,-100.0
391616,-100.0,-100.0,-100.0,-100.0
391626,-100.0,-100.0,-100.0,-100.0
391636,-100.0,-100.0,-100.0,-100.0
391649,-100.0,-100.0,-100.0,-100.0
391658,-100.0,-100.0,-100.0,-100.0
391665,-100.0,-100.0,-100.0,-100.0
391675,-100.0,-100.0,-100.0,-100.0
391679,-100.0,-100.0,-100.0,-100.0
391701,-100.0,-100.0,-100.0,-100.0
391723,-100.0,-100.0,-100.0,-100.0
391732,-100.0,-100.0,-100.0,-100.0
391739,-100.0,-100.0,-100.0,-100.0
391749,-100.0,-100.0,-100.0,-100.0
391758,-100.0,-100.0,-100.0,-100.0
391778,-100.0,-100.0,-100.0,-100.0
391786,-100.0,-100.0,-100.0,-100.0
391828,-100.0,-100.0,-100.0,-100.0
391829,-100.0,-100.0,-100.0,-100.0
391836,-100.0,-100.0,-100.0,-100.0
391854,-100.0,-100.0,-100.0,-100.0
391863,-100.0,-100.0,-100.0,-100.0
391886,-100.0,-100.0,-100.0,-100.0
391888,-100.0,-100.0,-100.0,-100.0
391899,-100.0,-100.0,-100.0,-100.0
391928,-100.0,-100.0,-100.0,-100.0
391947,-100.0,-100.0,-100.0,-100.0
391960,-100.0,-100.0,-100.0,-100.0
392000,-100.0,-100.0,-100.0,-100.0
392015,-100.0,-100.0,-100.0,-100.0
392028,-100.0,-100.0,-100.0,-100.0
392052,-100.0,-100.0,-100.0,-100.0
392058,-100.0,-100.0,-100.0,-100.0
392068,-100.0,-100.0,-100.0,-100.0
392072,-100.0,-100.0,-100.0,-100.0
392079,-100.0,-100.0,-100.0,-100.0
392095,-100.0,-100.0,-100.0,-100.0
392110,-100.0,-100.0,-100.0,-100.0
392116,-100.0,-100.0,-100.0,-100.0
392132,-100.0,-100.0,-100.0,-100.0
392140,-100.0,-100.0,-100.0,-100.0
392153,-100.0,-100.0,-100.0,-100.0
392156,-100.0,-100.0,-100.0,-100.0
392164,-100.0,-100.0,-100.0,-100.0
392184,-100.0,-100.0,-100.0,-100.0
392188,-100.0,-100.0,-100.0,-100.0
392190,-100.0,-100.0,-100.0,-100.0
395474,-100.0,-100.0,-100.0,-100.0
395524,-100.0,-100.0,-100.0,-100.0
395548,-100.0,-100.0,-100.0,-100.0
395564,-100.0,-100.0,-100.0,-100.0
395570,-100.0,-100.0,-100.0,-100.0
395578,-100.0,-100.0,-100.0,-100.0
395584,-100.0,-100.0,-100.0,-100.0
395601,-100.0,-100.0,-100.0,-100.0
395608,-100.0,-100.0,-100.0,-100.0
395627,-100.0,-100.0,-100.0,-100.0
395629,-100.0,-100.0,-100.0,-100.0
395661,-100.0,-100.0,-100.0,-100.0
395716,-100.0,-100.0,-100.0,-100.0
395728,-100.0,-100.0,-100.0,-100.0
395748,-100.0,-100.0,-100.0,-100.0
395751,-100.0,-100.0,-100.0,-100.0
395756,-100.0,-100.0,-100.0,-100.0
395774,-100.0,-100.0,-100.0,-100.0
395780,-100.0,-100.0,-100.0,-100.0
395813,-100.0,-100.0,-100.0,-100.0
395819,-100.0,-100.0,-100.0,-100.0
395828,-100.0,-100.0,-100.0,-100.0
395829,-100.0,-100.0,-100.0,-100.0
395834,-100.0,-100.0,-100.0,-100.0
395848,-100.0,-100.0,-100.0,-100.0
395849,-100.0,-100.0,-100.0,-100.0
399929,-100.0,-100.0,-100.0,-100.0
399942,-100.0,-100.0,-100.0,-100.0
399971,-100.0,-100.0,-100.0,-100.0
399979,-100.0,-100.0,-100.0,-100.0
400009,-100.0,-100.0,-100.0,-100.0
400017,-100.0,-100.0,-100.0,-100.0
400037,-100.0,-100.0,-100.0,-100.0
400038,-100.0,-100.0,-100.0,-100.0
400048,-100.0,-100.0,-100.0,-100.0
400053,-100.0,-100.0,-100.0,-100.0
400055,-100.0,-100.0,-100.0,-100.0
400092,-100.0,-100.0,-100.0,-100.0
400096,-100.0,-100.0,-100.0,-100.0
400097,-100.0,-100.0,-100.0,-100.0
400102,-100.0,-100.0,-100.0,-100.0
400110,-100.0,-100.0,-100.0,-100.0
400111,-100.0,-100.0,-100.0,-100.0
400117,-100.0,-100.0,-100.0,-100.0
400140,-100.0,-100.0,-100.0,-100.0
400144,-100.0,-100.0,-100.0,-100.0
400147,-100.0,-100.0,-100.0,-100.0
400151,-100.0,-100.0,-100.0,-100.0
400171,-100.0,-100.0,-100.0,-100.0
400177,-100.0,-100.0,-100.0,-100.0
400188,-100.0,-100.0,-100.0,-100.0
400190,-100.0,-100.0,-100.0,-100.0
400197,-100.0,-100.0,-100.0,-100.0
400205,-100.0,-100.0,-100.0,-100.0
400213,-100.0,-100.0,-100.0,-100.0
400233,-100.0,-100.0,-100.0,-100.0
400240,-100.0,-100.0,-100.0,-100.0
400250,-100.0,-100.0,-100.0,-100.0
400254,-100.0,-100.0,-100.0,-100.0
400267,-100.0,-100.0,-100.0,-100.0
400276,-100.0,-100.0,-100.0,-100.0
400284,-100.0,-100.0,-100.0,-100.0
400312,-100.0,-100.0,-100.0,-100.0
400317,-100.0,-100.0,-100.0,-100.0
400320,-100.0,-100.0,-100.0,-100.0
400325,-100.0,-100.0,-100.0,-100.0
400353,-100.0,-100.0,-100.0,-100.0
400377,-100.0,-100.0,-100.0,-100.0
400384,-100.0,-100.0,-100.0,-100.0
400385,-100.0,-100.0,-100.0,-100.0
401385,-100.0,-100.0,-100.0,-100.0
401396,-100.0,-100.0,-100.0,-100.0
401427,-100.0,-100.0,-100.0,-100.0
401434,-100.0,-100.0,-100.0,-100.0
401469,-100.0,-100.0,-100.0,-100.0
401478,-100.0,-100.0,-100.0,-100.0
401513,-100.0,-100.0,-100.0,-100.0
401521,-100.0,-100.0,-100.0,-100.0
401556,-100.0,-100.0,-100.0,-100.0
401566,-100.0,-100.0,-100.0,-100.0
401589,-100.0,-100.0,-100.0,-100.0
401593,-100.0,-100.0,-100.0,-100.0
402339,-100.0,-100.0,-100.0,-100.0
402352,-100.0,-100.0,-100.0,-100.0
402390,-100.0,-100.0,-100.0,-100.0
402398,-100.0,-100.0,-100.0,-100.0
402434,-100.0,-100.0,-100.0,-100.0
402443,-100.0,-100.0,-100.0,-100.0
402463,-100.0,-100.0,-100.0,-100.0
402473,-100.0,-100.0,-100.0,-100.0
402512,-100.0,-100.0,-100.0,-100.0
402525,-100.0,-100.0,-100.0,-100.0
402565,-100.0,-100.0,-100.0,-100.0
402576,-100.0,-100.0,-100.0,-100.0
403610,-100.0,-100.0,-100.0,-100.0
403634,-100.0,-100.0,-100.0,-100.0
403654,-100.0,-100.0,-100.0,-100.0
403661,-100.0,-100.0,-100.0,-100.0
403668,-100.0,-100.0,-100.0,-100.0
403678,-100.0,-100.0,-100.0,-100.0
403686,-100.0,-100.0,-100.0,-100.0
403695,-100.0,-100.0,-100.0,-100.0
403704,-100.0,-100.0,-100.0,-100.0
403713,-100.0,-100.0,-100.0,-100.0
403719,-100.0,-100.0,-100.0,-100.0
403720,-100.0,-100.0,-100.0,-100.0
403726,-100.0,-100.0,-100.0,-100.0
403737,-100.0,-100.0,-100.0,-100.0
403744,-100.0,-100.0,-100.0,-100.0
403754,-100.0,-100.0,-100.0,-100.0
403761,-100.0,-100.0,-100.0,-100.0
403773,-100.0,-100.0,-100.0,-100.0
403782,-100.0,-100.0,-100.0,-100.0
403791,-100.0,-100.0,-100.0,-100.0
403798,-100.0,-100.0,-100.0,-100.0
403808,-100.0,-100.0,-100.0,-100.0
403816,-100.0,-100.0,-100.0,-100.0
403825,-100.0,-100.0,-100.0,-100.0
403833,-100.0,-100.0,-100.0,-100.0
403842,-100.0,-100.0,-100.0,-100.0
403849,-100.0,-100.0,-100.0,-100.0
403860,-100.0,-100.0,-100.0,-100.0
403869,-100.0,-100.0,-100.0,-100.0
403877,-100.0,-100.0,-100.0,-100.0
403885,-100.0,-100.0,-100.0,-100.0
403895,-100.0,-100.0,-100.0,-100.0
403901,-100.0,-100.0,-100.0,-100.0
403913,-100.0,-100.0,-100.0,-100.0
403922,-100.0,-100.0,-100.0,-100.0
403937,-100.0,-100.0,-100.0,-100.0
403946,-100.0,-100.0,-100.0,-100.0
403960,-100.0,-100.0,-100.0,-100.0
403978,-100.0,-100.0,-100.0,-100.0
403989,-100.0,-100.0,-100.0,-100.0
404017,-100.0,-100.0,-100.0,-100.0
404026,-100.0,-100.0,-100.0,-100.0
404049,-100.0,-100.0,-100.0,-100.0
404061,-100.0,-100.0,-100.0,-100.0
404069,-100.0,-100.0,-100.0,-100.0
404077,-100.0,-100.0,-100.0,-100.0
404084,-100.0,-100.0,-100.0,-100.0
404095,-100.0,-100.0,-100.0,-100.0
404101,-100.0,-100.0,-100.0,-100.0
404112,-100.0,-100.0,-100.0,-100.0
404120,-100.0,-100.0,-100.0,-100.0
404130,-100.0,-100.0,-100.0,-100.0
404137,-100.0,-100.0,-100.0,-100.0
404147,-100.0,-100.0,-100.0,-100.0
404154,-100.0,-100.0,-100.0,-100.0
404160,-100.0,-100.0,-100.0,-100.0
404171,-100.0,-100.0,-100.0,-100.0
404178,-100.0,-100.0,-100.0,-100.0
404191,-100.0,-100.0,-100.0,-100.0
405856,-100.0,-100.0,-100.0,-100.0
405873,-100.0,-100.0,-100.0,-100.0
405882,-100.0,-100.0,-100.0,-100.0
405905,-100.0,-100.0,-100.0,-100.0
405913,-100.0,-100.0,-100.0,-100.0
405940,-100.0,-100.0,-100.0,-100.0
405948,-100.0,-100.0,-100.0,-100.0
405992,-100.0,-100.0,-100.0,-100.0
406001,-100.0,-100.0,-100.0,-100.0
406011,-100.0,-100.0,-100.0,-100.0
413666,-100.0,-100.0,-100.0,-100.0
413667,-100.0,-100.0,-100.0,-100.0
413680,-100.0,-100.0,-100.0,-100.0
413688,-100.0,-100.0,-100.0,-100.0
413698,-100.0,-100.0,-100.0,-100.0
413717,-100.0,-100.0,-100.0,-100.0
413734,-100.0,-100.0,-100.0,-100.0
413742,-100.0,-100.0,-100.0,-100.0
413748,-100.0,-100.0,-100.0,-100.0
413756,-100.0,-100.0,-100.0,-100.0
413766,-100.0,-100.0,-100.0,-100.0
413770,-100.0,-100.0,-100.0,-100.0
413777,-100.0,-100.0,-100.0,-100.0
413787,-100.0,-100.0,-100.0,-100.0
413796,-100.0,-100.0,-100.0,-100.0
413809,-100.0,-100.0,-100.0,-100.0
413813,-100.0,-100.0,-100.0,-100.0
413821,-100.0,-100.0,-100.0,-100.0
413831,-100.0,-100.0,-100.0,-100.0
413840,-100.0,-100.0,-100.0,-100.0
413848,-100.0,-100.0,-100.0,-100.0
413853,-100.0,-100.0,-100.0,-100.0
413863,-100.0,-100.0,-100.0,-100.0
413869,-100.0,-100.0,-100.0,-100.0
413877,-100.0,-100.0,-100.0,-100.0
413900,-100.0,-100.0,-100.0,-100.0
413908,-100.0,-100.0,-100.0,-100.0
413926,-100.0,-100.0,-100.0,-100.0
413934,-100.0,-100.0,-100.0,-100.0
413941,-100.0,-100.0,-100.0,-100.0
413949,-100.0,-100.0,-100.0,-100.0
413964,-100.0,-100.0,-100.0,-100.0
413971,-100.0,-100.0,-100.0,-100.0
413986,-100.0,-100.0,-100.0,-100.0
414008,-100.0,-100.0,-100.0,-100.0
414010,-100.0,-100.0,-100.0,-100.0
414017,-100.0,-100.0,-100.0,-100.0
414047,-100.0,-100.0,-100.0,-100.0
414057,-100.0,-100.0,-100.0,-100.0
414087,-100.0,-100.0,-100.0,-100.0
414088,-100.0,-100.0,-100.0,-100.0
414092,-100.0,-100.0,-100.0,-100.0
414098,-100.0,-100.0,-100.0,-100.0
414122,-100.0,-100.0,-100.0,-100.0
414130,-100.0,-100.0,-100.0,-100.0
414148,-100.0,-100.0,-100.0,-100.0
414151,-100.0,-100.0,-100.0,-100.0
414181,-100.0,-100.0,-100.0,-100.0
414203,-100.0,-100.0,-100.0,-100.0
414208,-100.0,-100.0,-100.0,-100.0
414221,-100.0,-100.0,-100.0,-100.0
414227,-100.0,-100.0,-100.0,-100.0
414251,-100.0,-100.0,-100.0,-100.0
414266,-100.0,-100.0,-100.0,-100.0
414268,-100.0,-100.0,-100.0,-100.0
414275,-100.0,-100.0,-100.0,-100.0
414333,-100.0,-100.0,-100.0,-100.0
414339,-100.0,-100.0,-100.0,-100.0
414346,-100.0,-100.0,-100.0,-100.0
414348,-100.0,-100.0,-100.0,-100.0
414354,-100.0,-100.0,-100.0,-100.0
414357,-100.0,-100.0,-100.0,-100.0
414360,-100.0,-100.0,-100.0,-100.0
414384,-100.0,-100.0,-100.0,-100.0
414401,-100.0,-100.0,-100.0,-100.0
414437,-100.0,-100.0,-100.0,-100.0
414477,-100.0,-100.0,-100.0,-100.0
414481,-100.0,-100.0,-100.0,-100.0
414489,-100.0,-100.0,-100.0,-100.0
414494,-100.0,-100.0,-100.0,-100.0
414502,-100.0,-100.0,-100.0,-100.0
414518,-100.0,-100.0,-100.0,-100.0
414528,-100.0,-100.0,-100.0,-100.0
414537,-100.0,-100.0,-100.0,-100.0
414543,-100.0,-100.0,-100.0,-100.0
414559,-100.0,-100.0,-100.0,-100.0
414572,-100.0,-100.0,-100.0,-100.0
414579,-100.0,-100.0,-100.0,-100.0
414587,-100.0,-100.0,-100.0,-100.0
414613,-100.0,-100.0,-100.0,-100.0
414619,-100.0,-100.0,-100.0,-100.0
414627,-100.0,-100.0,-100.0,-100.0
414636,-100.0,-100.0,-100.0,-100.0
414653,-100.0,-100.0,-100.0,-100.0
414660,-100.0,-100.0,-100.0,-100.0
414686,-100.0,-100.0,-100.0,-100.0
414688,-100.0,-100.0,-100.0,-100.0
414699,-100.0,-100.0,-100.0,-100.0
414706,-100.0,-100.0,-100.0,-100.0
414712,-100.0,-100.0,-100.0,-100.0
414723,-100.0,-100.0,-100.0,-100.0
414733,-100.0,-100.0,-100.0,-100.0
414742,-100.0,-100.0,-100.0,-100.0
414750,-100.0,-100.0,-100.0,-100.0
414758,-100.0,-100.0,-100.0,-100.0
414770,-100.0,-100.0,-100.0,-100.0
414777,-100.0,-100.0,-100.0,-100.0
414793,-100.0,-100.0,-100.0,-100.0
414804,-100.0,-100.0,-100.0,-100.0
414824,-100.0,-100.0,-100.0,-100.0
414828,-100.0,-100.0,-100.0,-100.0
414848,-100.0,-100.0,-100.0,-100.0
414851,-100.0,-100.0,-100.0,-100.0
414859,-100.0,-100.0,-100.0,-100.0
414867,-100.0,-100.0,-100.0,-100.0
414884,-100.0,-100.0,-100.0,-100.0
414891,-100.0,-100.0,-100.0,-100.0
414917,-100.0,-100.0,-100.0,-100.0
414928,-100.0,-100.0,-100.0,-100.0
414950,-100.0,-100.0,-100.0,-100.0
414960,-100.0,-100.0,-100.0,-100.0
414970,-100.0,-100.0,-100.0,-100.0
414990,-100.0,-100.0,-100.0,-100.0
414992,-100.0,-100.0,-100.0,-100.0
414998,-100.0,-100.0,-100.0,-100.0
415012,-100.0,-100.0,-100.0,-100.0
415019,-100.0,-100.0,-100.0,-100.0
415034,-100.0,-100.0,-100.0,-100.0
415036,-100.0,-100.0,-100.0,-100.0
415045,-100.0,-100.0,-100.0,-100.0
415047,-100.0,-100.0,-100.0,-100.0
415053,-100.0,-100.0,-100.0,-100.0
415063,-100.0,-100.0,-100.0,-100.0
415081,-100.0,-100.0,-100.0,-100.0
416498,-100.0,-100.0,-100.0,-100.0
416499,-100.0,-100.0,-100.0,-100.0
416538,-100.0,-100.0,-100.0,-100.0
416850,-100.0,-100.0,-100.0,-100.0
416868,-100.0,-100.0,-100.0,-100.0
416876,-100.0,-100.0,-100.0,-100.0
416897,-100.0,-100.0,-100.0,-100.0
416900,-100.0,-100.0,-100.0,-100.0
416914,-100.0,-100.0,-100.0,-100.0
416917,-100.0,-100.0,-100.0,-100.0
416930,-100.0,-100.0,-100.0,-100.0
416934,-100.0,-100.0,-100.0,-100.0
416948,-100.0,-100.0,-100.0,-100.0
417465,-100.0,-100.0,-100.0,-100.0
417481,-100.0,-100.0,-100.0,-100.0
417484,-100.0,-100.0,-100.0,-100.0
417497,-100.0,-100.0,-100.0,-100.0
417500,-100.0,-100.0,-100.0,-100.0
417514,-100.0,-100.0,-100.0,-100.0
417517,-100.0,-100.0,-100.0,-100.0
417532,-100.0,-100.0,-100.0,-100.0
417535,-100.0,-100.0,-100.0,-100.0
417547,-100.0,-100.0,-100.0,-100.0
417550,-100.0,-100.0,-100.0,-100.0
417564,-100.0,-100.0,-100.0,-100.0
417765,-100.0,-100.0,-100.0,-100.0
417782,-100.0,-100.0,-100.0,-100.0
417786,-100.0,-100.0,-100.0,-100.0
417799,-100.0,-100.0,-100.0,-100.0
417803,-100.0,-100.0,-100.0,-100.0
417815,-100.0,-100.0,-100.0,-100.0
417819,-100.0,-100.0,-100.0,-100.0
417831,-100.0,-100.0,-100.0,-100.0
417834,-100.0,-100.0,-100.0,-100.0
417848,-100.0,-100.0,-100.0,-100.0
417850,-100.0,-100.0,-100.0,-100.0
417866,-100.0,-100.0,-100.0,-100.0
417950,-100.0,-100.0,-100.0,-100.0
417965,-100.0,-100.0,-100.0,-100.0
417967,-100.0,-100.0,-100.0,-100.0
417981,-100.0,-100.0,-100.0,-100.0
417983,-100.0,-100.0,-100.0,-100.0
417997,-100.0,-100.0,-100.0,-100.0
418001,-100.0,-100.0,-100.0,-100.0
418014,-100.0,-100.0,-100.0,-100.0
418017,-100.0,-100.0,-100.0,-100.0
418031,-100.0,-100.0,-100.0,-100.0
418617,-100.0,-100.0,-100.0,-100.0
418631,-100.0,-100.0,-100.0,-100.0
418634,-100.0,-100.0,-100.0,-100.0
418647,-100.0,-100.0,-100.0,-100.0
418650,-100.0,-100.0,-100.0,-100.0
418664,-100.0,-100.0,-100.0,-100.0
418667,-100.0,-100.0,-100.0,-100.0
418681,-100.0,-100.0,-100.0,-100.0
418684,-100.0,-100.0,-100.0,-100.0
418698,-100.0,-100.0,-100.0,-100.0
418831,-100.0,-100.0,-100.0,-100.0
418848,-100.0,-100.0,-100.0,-100.0
418851,-100.0,-100.0,-100.0,-100.0
418865,-100.0,-100.0,-100.0,-100.0
418868,-100.0,-100.0,-100.0,-100.0
418881,-100.0,-100.0,-100.0,-100.0
418884,-100.0,-100.0,-100.0,-100.0
418897,-100.0,-100.0,-100.0,-100.0
418900,-100.0,-100.0,-100.0,-100.0
418914,-100.0,-100.0,-100.0,-100.0
418917,-100.0,-100.0,-100.0,-100.0
418931,-100.0,-100.0,-100.0,-100.0
418933,-100.0,-100.0,-100.0,-100.0
418948,-100.0,-100.0,-100.0,-100.0
419048,-100.0,-100.0,-100.0,-100.0
419064,-100.0,-100.0,-100.0,-100.0
419068,-100.0,-100.0,-100.0,-100.0
419080,-100.0,-100.0,-100.0,-100.0
419086,-100.0,-100.0,-100.0,-100.0
419097,-100.0,-100.0,-100.0,-100.0
419100,-100.0,-100.0,-100.0,-100.0
419115,-100.0,-100.0,-100.0,-100.0
419118,-100.0,-100.0,-100.0,-100.0
419131,-100.0,-100.0,-100.0,-100.0
419136,-100.0,-100.0,-100.0,-100.0
419151,-100.0,-100.0,-100.0,-100.0
419152,-100.0,-100.0,-100.0,-100.0
419164,-100.0,-100.0,-100.0,-100.0
419192,-100.0,-100.0,-100.0,-100.0
419232,-100.0,-100.0,-100.0,-100.0
419283,-100.0,-100.0,-100.0,-100.0
419297,-100.0,-100.0,-100.0,-100.0
419300,-100.0,-100.0,-100.0,-100.0
419312,-100.0,-100.0,-100.0,-100.0
419314,-100.0,-100.0,-100.0,-100.0
419318,-100.0,-100.0,-100.0,-100.0
419331,-100.0,-100.0,-100.0,-100.0
419335,-100.0,-100.0,-100.0,-100.0
419347,-100.0,-100.0,-100.0,-100.0
419352,-100.0,-100.0,-100.0,-100.0
419392,-100.0,-100.0,-100.0,-100.0
419393,-100.0,-100.0,-100.0,-100.0
421890,-100.0,-100.0,-100.0,-100.0
421906,-100.0,-100.0,-100.0,-100.0
421912,-100.0,-100.0,-100.0,-100.0
421922,-100.0,-100.0,-100.0,-100.0
421930,-100.0,-100.0,-100.0,-100.0
421939,-100.0,-100.0,-100.0,-100.0
421948,-100.0,-100.0,-100.0,-100.0
421956,-100.0,-100.0,-100.0,-100.0
421966,-100.0,-100.0,-100.0,-100.0
421974,-100.0,-100.0,-100.0,-100.0
421981,-100.0,-100.0,-100.0,-100.0
421992,-100.0,-100.0,-100.0,-100.0
421999,-100.0,-100.0,-100.0,-100.0
422009,-100.0,-100.0,-100.0,-100.0
422017,-100.0,-100.0,-100.0,-100.0
422026,-100.0,-100.0,-100.0,-100.0
422034,-100.0,-100.0,-100.0,-100.0
422045,-100.0,-100.0,-100.0,-100.0
422067,-100.0,-100.0,-100.0,-100.0
422069,-100.0,-100.0,-100.0,-100.0
422075,-100.0,-100.0,-100.0,-100.0
422087,-100.0,-100.0,-100.0,-100.0
422095,-100.0,-100.0,-100.0,-100.0
422105,-100.0,-100.0,-100.0,-100.0
422111,-100.0,-100.0,-100.0,-100.0
422121,-100.0,-100.0,-100.0,-100.0
422132,-100.0,-100.0,-100.0,-100.0
422139,-100.0,-100.0,-100.0,-100.0
423424,-100.0,-100.0,-100.0,-100.0
423425,-100.0,-100.0,-100.0,-100.0
423465,-100.0,-100.0,-100.0,-100.0
423509,-100.0,-100.0,-100.0,-100.0
423550,-100.0,-100.0,-100.0,-100.0
423682,-100.0,-100.0,-100.0,-100.0
423723,-100.0,-100.0,-100.0,-100.0
424841,-100.0,-100.0,-100.0,-100.0
424885,-100.0,-100.0,-100.0,-100.0
424904,-100.0,-100.0,-100.0,-100.0
424925,-100.0,-100.0,-100.0,-100.0
424939,-100.0,-100.0,-100.0,-100.0
424959,-100.0,-100.0,-100.0,-100.0
424969,-100.0,-100.0,-100.0,-100.0
424996,-100.0,-100.0,-100.0,-100.0
425008,-100.0,-100.0,-100.0,-100.0
425038,-100.0,-100.0,-100.0,-100.0
425052,-100.0,-100.0,-100.0,-100.0
425068,-100.0,-100.0,-100.0,-100.0
425076,-100.0,-100.0,-100.0,-100.0
425100,-100.0,-100.0,-100.0,-100.0
425109,-100.0,-100.0,-100.0,-100.0
425124,-100.0,-100.0,-100.0,-100.0
425143,-100.0,-100.0,-100.0,-100.0
425151,-100.0,-100.0,-100.0,-100.0
425180,-100.0,-100.0,-100.0,-100.0
425196,-100.0,-100.0,-100.0,-100.0
425209,-100.0,-100.0,-100.0,-100.0
425225,-100.0,-100.0,-100.0,-100.0
425234,-100.0,-100.0,-100.0,-100.0
425253,-100.0,-100.0,-100.0,-100.0
425261,-100.0,-100.0,-100.0,-100.0
425273,-100.0,-100.0,-100.0,-100.0
425281,-100.0,-100.0,-100.0,-100.0
425323,-100.0,-100.0,-100.0,-100.0
425332,-100.0,-100.0,-100.0,-100.0
425351,-100.0,-100.0,-100.0,-100.0
425368,-100.0,-100.0,-100.0,-100.0
425389,-100.0,-100.0,-100.0,-100.0
425397,-100.0,-100.0,-100.0,-100.0
425413,-100.0,-100.0,-100.0,-100.0
425428,-100.0,-100.0,-100.0,-100.0
425439,-100.0,-100.0,-100.0,-100.0
425465,-100.0,-100.0,-100.0,-100.0
425473,-100.0,-100.0,-100.0,-100.0
425502,-100.0,-100.0,-100.0,-100.0
425518,-100.0,-100.0,-100.0,-100.0
425551,-100.0,-100.0,-100.0,-100.0
425561,-100.0,-100.0,-100.0,-100.0
425593,-100.0,-100.0,-100.0,-100.0
425613,-100.0,-100.0,-100.0,-100.0
425649,-100.0,-100.0,-100.0,-100.0
425665,-100.0,-100.0,-100.0,-100.0
425885,-100.0,-100.0,-100.0,-100.0
425896,-100.0,-100.0,-100.0,-100.0
425912,-100.0,-100.0,-100.0,-100.0
425922,-100.0,-100.0,-100.0,-100.0
425936,-100.0,-100.0,-100.0,-100.0
425959,-100.0,-100.0,-100.0,-100.0
425970,-100.0,-100.0,-100.0,-100.0
426000,-100.0,-100.0,-100.0,-100.0
426009,-100.0,-100.0,-100.0,-100.0
426031,-100.0,-100.0,-100.0,-100.0
426136,-100.0,-100.0,-100.0,-100.0
426166,-100.0,-100.0,-100.0,-100.0
426187,-100.0,-100.0,-100.0,-100.0
426212,-100.0,-100.0,-100.0,-100.0
426433,-100.0,-100.0,-100.0,-100.0
426449,-100.0,-100.0,-100.0,-100.0
426468,-100.0,-100.0,-100.0,-100.0
426485,-100.0,-100.0,-100.0,-100.0
426688,-100.0,-100.0,-100.0,-100.0
426700,-100.0,-100.0,-100.0,-100.0
426741,-100.0,-100.0,-100.0,-100.0
426751,-100.0,-100.0,-100.0,-100.0
426838,-100.0,-100.0,-100.0,-100.0
426913,-100.0,-100.0,-100.0,-100.0
426959,-100.0,-100.0,-100.0,-100.0
426988,-100.0,-100.0,-100.0,-100.0
426998,-100.0,-100.0,-100.0,-100.0
427020,-100.0,-100.0,-100.0,-100.0
427073,-100.0,-100.0,-100.0,-100.0
427091,-100.0,-100.0,-100.0,-100.0
427128,-100.0,-100.0,-100.0,-100.0
427139,-100.0,-100.0,-100.0,-100.0
427147,-100.0,-100.0,-100.0,-100.0
427176,-100.0,-100.0,-100.0,-100.0
427183,-100.0,-100.0,-100.0,-100.0
427196,-100.0,-100.0,-100.0,-100.0
427262,-100.0,-100.0,-100.0,-100.0
427281,-100.0,-100.0,-100.0,-100.0
427291,-100.0,-100.0,-100.0,-100.0
427336,-100.0,-100.0,-100.0,-100.0
427359,-100.0,-100.0,-100.0,-100.0
427388,-100.0,-100.0,-100.0,-100.0
427430,-100.0,-100.0,-100.0,-100.0
427460,-100.0,-100.0,-100.0,-100.0
427468,-100.0,-100.0,-100.0,-100.0
427495,-100.0,-100.0,-100.0,-100.0
427587,-100.0,-100.0,-100.0,-100.0
427629,-100.0,-100.0,-100.0,-100.0
427645,-100.0,-100.0,-100.0,-100.0
427655,-100.0,-100.0,-100.0,-100.0
427663,-100.0,-100.0,-100.0,-100.0
427696,-100.0,-100.0,-100.0,-100.0
427787,-100.0,-100.0,-100.0,-100.0
428017,-100.0,-100.0,-100.0,-100.0
428029,-100.0,-100.0,-100.0,-100.0
428047,-100.0,-100.0,-100.0,-100.0
428054,-100.0,-100.0,-100.0,-100.0
428097,-100.0,-100.0,-100.0,-100.0
428142,-100.0,-100.0,-100.0,-100.0
428163,-100.0,-100.0,-100.0,-100.0
428175,-100.0,-100.0,-100.0,-100.0
428191,-100.0,-100.0,-100.0,-100.0
428274,-100.0,-100.0,-100.0,-100.0
428306,-100.0,-100.0,-100.0,-100.0
428396,-100.0,-100.0,-100.0,-100.0
428404,-100.0,-100.0,-100.0,-100.0
428640,-100.0,-100.0,-100.0,-100.0
428650,-100.0,-100.0,-100.0,-100.0
428683,-100.0,-100.0,-100.0,-100.0
428730,-100.0,-100.0,-100.0,-100.0
428748,-100.0,-100.0,-100.0,-100.0
428756,-100.0,-100.0,-100.0,-100.0
428762,-100.0,-100.0,-100.0,-100.0
428772,-100.0,-100.0,-100.0,-100.0
428789,-100.0,-100.0,-100.0,-100.0
428794,-100.0,-100.0,-100.0,-100.0
428803,-100.0,-100.0,-100.0,-100.0
428820,-100.0,-100.0,-100.0,-100.0
