,A2RG35OL29USI,A2YP8M9VHFXZV,A1L7EVNM2HF85,A2YN6Z2DAW88X,A2Q3SM0KEI497,A1R09GS9W47R5
360430,,-100.0,,,-19.0,
360455,,-100.0,,,-19.0,
360473,,-100.0,,,-18.0,
360505,,-100.0,,,-18.0,
360522,,-100.0,,,-17.0,
360556,,-100.0,,,-17.0,
360576,,-100.0,,,-16.0,
360614,,-100.0,,,-16.0,
360631,,-100.0,,,-15.0,
360661,,-100.0,,,-15.0,
360679,,-100.0,,,-14.0,
360713,,-100.0,,,-14.0,
360731,,-100.0,,,-13.0,
360764,,-100.0,,,-13.0,
360783,,-100.0,,,-12.0,
360793,,-100.0,,,-12.0,
360814,,-100.0,,,-11.0,
360825,,-100.0,,,-11.0,
360846,,-100.0,,,-10.0,
360857,,-100.0,,,-10.0,
360865,,-100.0,,,-9.0,
360904,,-100.0,,,-9.0,
360921,,-100.0,,,-8.0,
360965,,-100.0,,,-8.0,
360981,,-100.0,,,-7.0,
361014,,-100.0,,,-7.0,
361032,,-100.0,,,-6.0,
361065,,-100.0,,,-6.0,
361082,,-100.0,,,-5.0,
361119,,-100.0,,,-5.0,
361137,,-100.0,,,-4.0,
361177,,-100.0,,,-4.0,
361203,,-100.0,,,-3.0,
361215,,-100.0,,,-3.0,
361246,,-100.0,,,-2.0,
361287,,-100.0,,,-2.0,
361295,,-100.0,,,-1.0,
361333,,-100.0,,,-1.0,
361355,,-100.0,,,0.0,
361398,,-100.0,,,0.0,
361417,,-100.0,,,1.0,
361456,,-100.0,,,1.0,
361483,,-100.0,,,2.0,
361515,,-100.0,,,2.0,
361528,,-100.0,,,3.0,
361539,,-100.0,,,3.0,
361598,,-100.0,,,6.0,
361640,,-100.0,,,6.0,
361660,,-100.0,,,7.0,
361692,,-100.0,,,7.0,
361710,,-100.0,,,8.0,
361734,,-100.0,,,8.0,
361757,,-100.0,,,9.0,
361796,,-100.0,,,9.0,
361816,,-100.0,,,10.0,
361827,,-100.0,,,10.0,
361848,,-100.0,,,11.0,
361883,,-100.0,,,11.0,
361900,,-100.0,,,12.0,
361942,,-100.0,,,12.0,
361947,,-100.0,,,13.0,
361983,,-100.0,,,13.0,
362001,,-100.0,,,14.0,
362036,,-100.0,,,14.0,
362059,,-100.0,,,15.0,
362070,,-100.0,,,15.0,
362089,,-100.0,,,16.0,
362128,,-100.0,,,16.0,
362145,,-100.0,,,17.0,
362171,,-100.0,,,17.0,
362188,,-100.0,,,18.0,
362198,,-100.0,,,18.0,
362218,,-100.0,,,19.0,
362257,,-100.0,,,19.0,
362273,,-100.0,,,20.0,
362309,,-100.0,,,20.0,
362327,,-100.0,,,21.0,
362366,,-100.0,,,21.0,
362377,,-100.0,,,22.0,
362415,,-100.0,,,22.0,
362431,,-100.0,,,23.0,
362463,,-100.0,,,23.0,
362480,,-100.0,,,24.0,
362518,,-100.0,,,24.0,
362534,,-100.0,,,25.0,
362569,,-100.0,,,25.0,
362578,,-100.0,,,26.0,
362612,,-100.0,,,26.0,
362630,,-100.0,,,27.0,
362674,,-100.0,,,27.0,
362692,,-100.0,,,28.0,
362729,,-100.0,,,28.0,
362748,,-100.0,,,29.0,
362786,,-100.0,,,29.0,
362797,,-100.0,,,30.0,
362833,,-100.0,,,30.0,
362850,,-100.0,,,31.0,
362884,,-100.0,,,31.0,
362901,,-100.0,,,32.0,
362935,,-100.0,,,32.0,
362954,,-100.0,,,33.0,
362994,,-100.0,,,33.0,
363006,,-100.0,,,34.0,
363041,,-100.0,,,34.0,
363060,,-100.0,,,35.0,
363071,,-100.0,,,35.0,
363091,,-100.0,,,36.0,
363129,,-100.0,,,36.0,
363149,,-100.0,,,37.0,
363185,,-100.0,,,37.0,
363201,,-100.0,,,38.0,
363213,,-100.0,,,38.0,
363221,,-100.0,,,39.0,
363232,,-100.0,,,39.0,
363259,,-100.0,,,40.0,
363299,,-100.0,,,40.0,
363317,,-100.0,,,41.0,
363355,,-100.0,,,41.0,
363373,,-100.0,,,42.0,
363412,,-100.0,,,42.0,
363420,,-100.0,,,43.0,
363454,,-100.0,,,43.0,
363471,,-100.0,,,44.0,
363509,,-100.0,,,44.0,
363530,,-100.0,,,45.0,
363565,,-100.0,,,45.0,
363588,,-100.0,,,46.0,
363630,,-100.0,,,46.0,
363647,,-100.0,,,47.0,
363673,,-100.0,,,47.0,
363690,,-100.0,,,48.0,
363727,,-100.0,,,48.0,
363745,,-100.0,,,49.0,
363756,,-100.0,,,49.0,
363775,,-100.0,,,50.0,
363816,,-100.0,,,50.0,
363836,,-100.0,,,51.0,
363862,,-100.0,,,51.0,
363882,,-100.0,,,52.0,
363893,,-100.0,,,52.0,
363915,,-100.0,,,53.0,
363957,,-100.0,,,53.0,
363976,,-100.0,,,54.0,
364018,,-100.0,,,54.0,
364037,,-100.0,,,55.0,
364074,,-100.0,,,55.0,
364098,,-100.0,,,56.0,
364144,,-100.0,,,56.0,
364167,,-100.0,,,57.0,
364204,,-100.0,,,57.0,
364224,,-100.0,,,58.0,
364265,,-100.0,,,58.0,
364273,,-100.0,,,59.0,
364308,,-100.0,,,59.0,
364327,,-100.0,,,60.0,
364364,,-100.0,,,60.0,
364384,,-100.0,,,61.0,
364420,,-100.0,,,61.0,
364441,,-100.0,,,62.0,
364478,,-100.0,,,62.0,
364498,,-100.0,,,63.0,
364524,,-100.0,,,63.0,
364544,,-100.0,,,64.0,
364555,,-100.0,,,64.0,
364576,,-100.0,,,65.0,
364612,,-100.0,,,65.0,
364631,,-100.0,,,66.0,
364670,,-100.0,,,66.0,
364688,,-100.0,,,67.0,
364714,,-100.0,,,67.0,
364737,,-100.0,,,68.0,
364777,,-100.0,,,68.0,
364800,,-100.0,,,69.0,
364863,,-100.0,,,69.0,
364884,,-100.0,,,70.0,
364929,,-100.0,,,70.0,
364943,,-100.0,,,71.0,
364967,,-100.0,,,71.0,
364977,,-100.0,,,72.0,
364999,,-100.0,,,72.0,
365013,,-100.0,,,73.0,
365019,,-100.0,,,73.0,
365032,,-100.0,,,74.0,
365061,,-100.0,,,74.0,
365071,,-100.0,,,75.0,
365096,,-100.0,,,75.0,
365113,,-100.0,,,76.0,
365148,,-100.0,,,76.0,
365159,,-100.0,,,77.0,
365183,,-100.0,,,77.0,
365199,,-100.0,,,78.0,
365226,,-100.0,,,78.0,
365239,,-100.0,,,79.0,
365264,,-100.0,,,79.0,
365275,,-100.0,,,80.0,
365298,,-100.0,,,80.0,
365309,,-100.0,,,81.0,
365333,,-100.0,,,81.0,
365350,,-100.0,,,82.0,
365356,,-100.0,,,82.0,
365358,,-100.0,,,83.0,
365386,,-100.0,,,83.0,
365402,,-100.0,,,84.0,
365442,,-100.0,,,84.0,
365458,,-100.0,,,85.0,
365481,,-100.0,,,85.0,
365496,,-100.0,,,86.0,
365526,,-100.0,,,86.0,
365536,,-100.0,,,87.0,
365552,,-100.0,,,87.0,
365568,,-100.0,,,88.0,
365599,,-100.0,,,88.0,
365622,,-100.0,,,89.0,
365668,,-100.0,,,89.0,
365686,,-100.0,,,90.0,
365713,,-100.0,,,90.0,
365726,,-100.0,,,91.0,
365734,,-100.0,,,91.0,
365758,,-100.0,,,93.0,
365780,,-100.0,,,93.0,
365820,,-100.0,,,96.0,
365847,,-100.0,,,96.0,
365857,,-100.0,,,97.0,
365889,,-100.0,,,97.0,
365899,,-100.0,,,98.0,
365923,,-100.0,,,98.0,
365937,,-100.0,,,99.0,
365962,,-100.0,,,99.0,
365978,,-100.0,,,100.0,
375569,,-100.0,,,100.0,
375587,,-100.0,,,99.0,
375616,,-100.0,,,99.0,
375627,,-100.0,,,98.0,
375661,,-100.0,,,98.0,
375674,,-100.0,,,97.0,
375702,,-100.0,,,97.0,
375715,,-100.0,,,96.0,
375723,,-100.0,,,96.0,
375746,,-100.0,,,95.0,
375756,,-100.0,,,95.0,
375775,,-100.0,,,94.0,
375795,,-100.0,,,94.0,
375813,,-100.0,,,93.0,
375837,,-100.0,,,93.0,
375852,,-100.0,,,92.0,
375862,,-100.0,,,92.0,
375877,,-100.0,,,91.0,
375907,,-100.0,,,91.0,
375923,,-100.0,,,90.0,
375954,,-100.0,,,90.0,
375968,,-100.0,,,89.0,
376000,,-100.0,,,89.0,
376013,,-100.0,,,88.0,
376038,,-100.0,,,88.0,
376051,,-100.0,,,87.0,
376087,,-100.0,,,87.0,
376104,,-100.0,,,86.0,
376138,,-100.0,,,86.0,
376155,,-100.0,,,85.0,
376185,,-100.0,,,85.0,
376202,,-100.0,,,84.0,
376226,,-100.0,,,84.0,
376252,,-100.0,,,83.0,
376262,,-100.0,,,83.0,
376283,,-100.0,,,82.0,
376335,,-100.0,,,82.0,
376358,,-100.0,,,81.0,
376394,,-100.0,,,81.0,
376413,,-100.0,,,80.0,
376445,,-100.0,,,80.0,
376450,,-100.0,,,79.0,
376489,,-100.0,,,79.0,
376509,,-100.0,,,78.0,
376538,,-100.0,,,78.0,
376557,,-100.0,,,77.0,
376595,,-100.0,,,77.0,
376610,,-100.0,,,76.0,
376641,,-100.0,,,76.0,
376649,,-100.0,,,75.0,
376681,,-100.0,,,75.0,
376697,,-100.0,,,74.0,
376726,,-100.0,,,74.0,
376745,,-100.0,,,73.0,
376777,,-100.0,,,73.0,
376793,,-100.0,,,72.0,
376823,,-100.0,,,72.0,
376838,,-100.0,,,71.0,
376876,,-100.0,,,71.0,
376882,,-100.0,,,70.0,
376913,,-100.0,,,70.0,
376933,,-100.0,,,69.0,
376961,,-100.0,,,69.0,
376980,,-100.0,,,68.0,
377011,,-100.0,,,68.0,
377028,,-100.0,,,67.0,
377066,,-100.0,,,67.0,
377075,,-100.0,,,66.0,
377084,,-100.0,,,66.0,
377103,,-100.0,,,65.0,
377146,,-100.0,,,65.0,
377161,,-100.0,,,64.0,
377198,,-100.0,,,64.0,
377214,,-100.0,,,63.0,
377224,,-100.0,,,63.0,
377241,,-100.0,,,62.0,
377274,,-100.0,,,62.0,
377300,,-100.0,,,61.0,
377318,,-100.0,,,61.0,
377332,,-100.0,,,60.0,
377362,,-100.0,,,60.0,
377376,,-100.0,,,59.0,
377411,,-100.0,,,59.0,
377425,,-100.0,,,58.0,
377455,,-100.0,,,58.0,
377470,,-100.0,,,57.0,
377505,,-100.0,,,57.0,
377513,,-100.0,,,56.0,
377541,,-100.0,,,56.0,
377556,,-100.0,,,55.0,
377592,,-100.0,,,55.0,
377608,,-100.0,,,54.0,
377637,,-100.0,,,54.0,
377654,,-100.0,,,53.0,
377684,,-100.0,,,53.0,
377700,,-100.0,,,52.0,
377727,,-100.0,,,52.0,
377733,,-100.0,,,51.0,
377764,,-100.0,,,51.0,
377789,,-100.0,,,50.0,
377824,,-100.0,,,50.0,
377842,,-100.0,,,49.0,
377882,,-100.0,,,49.0,
377902,,-100.0,,,48.0,
377935,,-100.0,,,48.0,
377953,,-100.0,,,47.0,
377989,,-100.0,,,47.0,
378003,,-100.0,,,46.0,
378036,,-100.0,,,46.0,
378056,,-100.0,,,45.0,
378066,,-100.0,,,45.0,
378090,,-100.0,,,44.0,
378140,,-100.0,,,44.0,
378200,,-100.0,,,40.0,
378240,,-100.0,,,40.0,
378256,,-100.0,,,39.0,
378285,,-100.0,,,39.0,
378301,,-100.0,,,38.0,
378333,,-100.0,,,38.0,
378346,,-100.0,,,37.0,
378369,,-100.0,,,37.0,
378387,,-100.0,,,36.0,
378416,,-100.0,,,36.0,
378432,,-100.0,,,35.0,
378474,,-100.0,,,35.0,
378494,,-100.0,,,34.0,
378527,,-100.0,,,34.0,
378543,,-100.0,,,33.0,
378576,,-100.0,,,33.0,
378581,,-100.0,,,32.0,
378613,,-100.0,,,32.0,
378628,,-100.0,,,31.0,
378663,,-100.0,,,31.0,
378675,,-100.0,,,30.0,
378707,,-100.0,,,30.0,
378725,,-100.0,,,29.0,
378755,,-100.0,,,29.0,
378769,,-100.0,,,28.0,
378792,,-100.0,,,28.0,
378809,,-100.0,,,27.0,
378843,,-100.0,,,27.0,
378856,,-100.0,,,26.0,
378893,,-100.0,,,26.0,
378909,,-100.0,,,25.0,
378918,,-100.0,,,25.0,
378934,,-100.0,,,24.0,
378975,,-100.0,,,24.0,
378991,,-100.0,,,23.0,
379014,,-100.0,,,23.0,
379029,,-100.0,,,22.0,
379059,,-100.0,,,22.0,
379079,,-100.0,,,21.0,
379108,,-100.0,,,21.0,
379128,,-100.0,,,20.0,
379166,,-100.0,,,20.0,
379183,,-100.0,,,19.0,
379193,,-100.0,,,19.0,
379210,,-100.0,,,18.0,
379249,,-100.0,,,18.0,
379265,,-100.0,,,17.0,
379277,,-100.0,,,17.0,
379305,,-100.0,,,16.0,
379340,,-100.0,,,16.0,
379360,,-100.0,,,15.0,
379389,,-100.0,,,15.0,
379405,,-100.0,,,14.0,
379433,,-100.0,,,14.0,
379438,,-100.0,,,13.0,
379473,,-100.0,,,13.0,
379489,,-100.0,,,12.0,
379520,,-100.0,,,12.0,
379539,,-100.0,,,11.0,
379548,,-100.0,,,11.0,
379568,,-100.0,,,10.0,
379600,,-100.0,,,10.0,
379614,,-100.0,,,9.0,
379639,,-100.0,,,9.0,
379652,,-100.0,,,8.0,
379682,,-100.0,,,8.0,
379699,,-100.0,,,7.0,
379729,,-100.0,,,7.0,
379753,,-100.0,,,6.0,
379767,,-100.0,,,6.0,
379786,,-100.0,,,5.0,
379819,,-100.0,,,5.0,
379839,,-100.0,,,4.0,
379863,,-100.0,,,4.0,
379875,,-100.0,,,3.0,
379909,,-100.0,,,3.0,
379928,,-100.0,,,2.0,
379936,,-100.0,,,2.0,
379953,,-100.0,,,1.0,
379985,,-100.0,,,1.0,
380003,,-100.0,,,0.0,
380032,,-100.0,,,0.0,
380052,,-100.0,,,-1.0,
380089,,-100.0,,,-1.0,
380115,,-100.0,,,-2.0,
380181,,-100.0,,,-2.0,
380197,,-100.0,,,-3.0,
380225,,-100.0,,,-3.0,
380238,,-100.0,,,-4.0,
380258,,-100.0,,,-4.0,
380272,,-100.0,,,-5.0,
380282,,-100.0,,,-5.0,
380293,,-100.0,,,-6.0,
380316,,-100.0,,,-6.0,
380328,,-100.0,,,-7.0,
380348,,-100.0,,,-7.0,
380362,,-100.0,,,-8.0,
380370,,-100.0,,,-8.0,
380382,,-100.0,,,-9.0,
380405,,-100.0,,,-9.0,
380418,,-100.0,,,-10.0,
380438,,-100.0,,,-10.0,
380453,,-100.0,,,-11.0,
380475,,-100.0,,,-11.0,
380489,,-100.0,,,-12.0,
380498,,-100.0,,,-13.0,
380514,,-100.0,,,-13.0,
380527,,-100.0,,,-14.0,
380552,,-100.0,,,-14.0,
380562,,-100.0,,,-15.0,
380582,,-100.0,,,-15.0,
380597,,-100.0,,,-16.0,
380619,,-100.0,,,-16.0,
380630,,-100.0,,,-17.0,
380654,,-100.0,,,-17.0,
380669,,-100.0,,,-18.0,
380676,,-100.0,,,-18.0,
380688,,-100.0,,,-19.0,
380710,,-100.0,,,-19.0,
380711,,-100.0,,,-20.0,
380739,,-100.0,,,-20.0,
380753,,-100.0,,,-21.0,
380759,,-100.0,,,-21.0,
380772,,-100.0,,,-22.0,
380796,,-100.0,,,-22.0,
380809,,-100.0,,,-23.0,
380842,,-100.0,,,-23.0,
380854,,-100.0,,,-24.0,
380886,,-100.0,,,-24.0,
380897,,-100.0,,,-25.0,
380918,,-100.0,,,-25.0,
380926,,-100.0,,,-26.0,
380954,,-100.0,,,-26.0,
380964,,-100.0,,,-27.0,
380986,,-100.0,,,-27.0,
381004,,-100.0,,,-28.0,
381031,,-100.0,,,-28.0,
381043,,-100.0,,,-29.0,
381065,,-100.0,,,-29.0,
381078,,-100.0,,,-30.0,
381109,,-100.0,,,-30.0,
381119,,-100.0,,,-31.0,
381137,,-100.0,,,-31.0,
381148,,-100.0,,,-32.0,
381169,,-100.0,,,-32.0,
381182,,-100.0,,,-33.0,
381202,,-100.0,,,-33.0,
381212,,-100.0,,,-34.0,
381235,,-100.0,,,-34.0,
381249,,-100.0,,,-35.0,
381256,,-100.0,,,-35.0,
381269,,-100.0,,,-36.0,
381293,,-100.0,,,-36.0,
381307,,-100.0,,,-37.0,
381333,,-100.0,,,-37.0,
381344,,-100.0,,,-38.0,
381353,,-100.0,,,-39.0,
381372,,-100.0,,,-39.0,
381393,,-100.0,,,-40.0,
381419,,-100.0,,,-40.0,
381430,,-100.0,,,-41.0,
381457,,-100.0,,,-41.0,
381469,,-100.0,,,-42.0,
381491,,-100.0,,,-42.0,
381501,,-100.0,,,-43.0,
381525,,-100.0,,,-43.0,
381537,,-100.0,,,-44.0,
381543,,-100.0,,,-44.0,
381559,,-100.0,,,-45.0,
381571,,-100.0,,,-45.0,
381584,,-100.0,,,-46.0,
381607,,-100.0,,,-46.0,
381617,,-100.0,,,-47.0,
381640,,-100.0,,,-47.0,
381652,,-100.0,,,-48.0,
381675,,-100.0,,,-48.0,
381691,,-100.0,,,-49.0,
381721,,-100.0,,,-49.0,
381729,,-100.0,,,-50.0,
381750,,-100.0,,,-50.0,
381768,,-100.0,,,-52.0,
381780,,-100.0,,,-52.0,
381793,,-100.0,,,-53.0,
381816,,-100.0,,,-53.0,
381828,,-100.0,,,-54.0,
381853,,-100.0,,,-54.0,
381865,,-100.0,,,-55.0,
381892,,-100.0,,,-55.0,
381904,,-100.0,,,-56.0,
381927,,-100.0,,,-56.0,
381938,,-100.0,,,-57.0,
381970,,-100.0,,,-57.0,
381985,,-100.0,,,-58.0,
382005,,-100.0,,,-58.0,
382021,,-100.0,,,-59.0,
382051,,-100.0,,,-59.0,
382063,,-100.0,,,-60.0,
382090,,-100.0,,,-60.0,
382101,,-100.0,,,-61.0,
382137,,-100.0,,,-61.0,
382153,,-100.0,,,-62.0,
382190,,-100.0,,,-62.0,
382194,,-100.0,,,-63.0,
382221,,-100.0,,,-63.0,
382240,,-100.0,,,-64.0,
382249,,-100.0,,,-64.0,
382270,,-100.0,,,-65.0,
382278,,-100.0,,,-65.0,
382299,,-100.0,,,-66.0,
382307,,-100.0,,,-66.0,
382334,,-100.0,,,-67.0,
382345,,-100.0,,,-67.0,
382394,,-100.0,,,-71.0,
382422,,-100.0,,,-71.0,
382426,,-100.0,,,-72.0,
382452,,-100.0,,,-72.0,
382463,,-100.0,,,-73.0,
382488,,-100.0,,,-73.0,
382500,,-100.0,,,-74.0,
382522,,-100.0,,,-74.0,
382543,,-100.0,,,-75.0,
382550,,-100.0,,,-75.0,
382566,,-100.0,,,-76.0,
382595,,-100.0,,,-76.0,
382610,,-100.0,,,-77.0,
382628,,-100.0,,,-77.0,
382639,,-100.0,,,-78.0,
382662,,-100.0,,,-78.0,
382677,,-100.0,,,-79.0,
382704,,-100.0,,,-79.0,
382714,,-100.0,,,-80.0,
382739,,-100.0,,,-80.0,
382751,,-100.0,,,-81.0,
382773,,-100.0,,,-81.0,
382784,,-100.0,,,-82.0,
382807,,-100.0,,,-82.0,
382821,,-100.0,,,-83.0,
382846,,-100.0,,,-83.0,
382849,,-100.0,,,-84.0,
382856,,-100.0,,,-84.0,
382876,,-100.0,,,-85.0,
382906,,-100.0,,,-85.0,
382916,,-100.0,,,-86.0,
382938,,-100.0,,,-86.0,
382952,,-100.0,,,-87.0,
382974,,-100.0,,,-87.0,
382985,,-100.0,,,-88.0,
383008,,-100.0,,,-88.0,
383018,,-100.0,,,-89.0,
383042,,-100.0,,,-89.0,
383044,,-100.0,,,-90.0,
383051,,-100.0,,,-90.0,
383067,,-100.0,,,-91.0,
383088,,-100.0,,,-91.0,
383099,,-100.0,,,-92.0,
383133,,-100.0,,,-92.0,
383150,,-100.0,,,-93.0,
383176,,-100.0,,,-93.0,
383193,,-100.0,,,-94.0,
383217,,-100.0,,,-94.0,
383227,,-100.0,,,-95.0,
383251,,-100.0,,,-95.0,
383262,,-100.0,,,-96.0,
383273,,-100.0,,,-96.0,
383284,,-100.0,,,-97.0,
383311,,-100.0,,,-97.0,
383322,,-100.0,,,-98.0,
383345,,-100.0,,,-98.0,
383358,,-100.0,,,-99.0,
383381,,-100.0,,,-99.0,
383392,,-100.0,,,-100.0,
383393,,-100.0,,,,
406306,,-100.0,,,,
406326,,-100.0,,,,
406368,,-100.0,,,,
406388,,-100.0,,,,
406411,,-100.0,,,,
406431,,-100.0,,,,
406451,,-100.0,,,,
406473,,-100.0,,,,
406483,,-100.0,,,,
406504,,-100.0,,,,
406525,,-100.0,,,,
406546,,-100.0,,,,
406567,,-100.0,,,,
406588,,-100.0,,,,
406610,,-100.0,,,,
406631,,-100.0,,,,
406651,,-100.0,,,,
406672,,-100.0,,,,
406694,,-100.0,,,,
406703,,-100.0,,,,
406725,,-100.0,,,,
406746,,-100.0,,,,
406766,,-100.0,,,,
406789,,-100.0,,,,
406809,,-100.0,,,,
406830,,-100.0,,,,
406851,,-100.0,,,,
406873,,-100.0,,,,
406892,,-100.0,,,,
406904,,-100.0,,,,
406923,,-100.0,,,,
406945,,-100.0,,,,
406965,,-100.0,,,,
406987,,-100.0,,,,
407007,,-100.0,,,,
407029,,-100.0,,,,
407049,,-100.0,,,,
407070,,-100.0,,,,
407092,,-100.0,,,,
407113,,-100.0,,,,
407133,,-100.0,,,,
407144,,-100.0,,,,
407164,,-100.0,,,,
407186,,-100.0,,,,
407208,,-100.0,,,,
407249,,-100.0,,,,
407270,,-100.0,,,,
407290,,-100.0,,,,
407312,,-100.0,,,,
407333,,-100.0,,,,
407343,,-100.0,,,,
407364,,-100.0,,,,
407385,,-100.0,,,,
407406,,-100.0,,,,
407427,,-100.0,,,,
407449,,-100.0,,,,
407470,,-100.0,,,,
407490,,-100.0,,,,
407511,,-100.0,,,,
407533,,-100.0,,,,
407553,,-100.0,,,,
407564,,-100.0,,,,
407585,,-100.0,,,,
407605,,-100.0,,,,
407627,,-100.0,,,,
407648,,-100.0,,,,
407668,,-100.0,,,,
407690,,-100.0,,,,
407711,,-100.0,,,,
407731,,-100.0,,,,
407754,,-100.0,,,,
407764,,-100.0,,,,
407785,,-100.0,,,,
416429,,-100.0,,,,
416430,-100.0,-100.0,,,,
416456,-99.0,-100.0,,,,
416480,-98.0,-100.0,,,,
416505,-96.0,-100.0,,,,
416532,-94.0,-100.0,,,,
416555,-93.0,-100.0,,,,
416580,-91.0,-100.0,,,,
416606,-89.0,-100.0,,,,
416630,-88.0,-100.0,,,,
416655,-86.0,-100.0,,,,
416680,-84.0,-100.0,,,,
416705,-83.0,-100.0,,,,
416713,-81.0,-100.0,,,,
416714,,-100.0,,,,
418852,,-100.0,,,,
418865,,-100.0,,,,
418905,,-100.0,,,,
418930,,-100.0,,,,
418948,,-100.0,,,,
418969,,-100.0,,,,
419031,,-100.0,,,,
419073,,-100.0,,,,
419084,,-100.0,,,,
419104,,-100.0,,,,
419125,,-100.0,,,,
419147,,-100.0,,,,
419167,,-100.0,,,,
419188,,-100.0,,,,
419210,,-100.0,,,,
419230,,-100.0,,,,
419251,,-100.0,,,,
419273,,-100.0,,,,
419282,,-100.0,,,,
419304,,-100.0,,,,
419325,,-100.0,,,,
419346,,-100.0,,,,
419367,,-100.0,,,,
419388,,-100.0,,,,
419408,,-100.0,,,,
419420,,-100.0,,,,
419421,,-100.0,,,,-43.0
419430,,-100.0,,,,-43.333333333333336
419451,,-100.0,,,,-43.666666666666664
419458,,-100.0,,,,-44.0
419472,,-100.0,,,,-44.5
419475,,-100.0,,,,-45.0
419493,,-100.0,,,,-46.0
419496,,-100.0,,,,-47.0
419503,,-100.0,,,,-47.0
419516,,-100.0,,,,-47.0
419525,,-100.0,,,,-47.666666666666664
419545,,-100.0,,,,-48.333333333333336
419547,,-100.0,,,,-49.0
419571,,-100.0,,,,-49.0
419600,,-100.0,,,,-51.0
419624,,-100.0,,,,-51.0
419644,,-100.0,,,,-53.0
419667,,-100.0,,,,-53.0
419696,,-100.0,,,,-55.0
419746,,-100.0,,,,-55.0
419760,,-100.0,,,,-56.0
419812,,-100.0,,,,-56.0
419827,,-100.0,,,,-57.0
419861,,-100.0,,,,-57.0
419872,,-100.0,,,,-58.0
419921,,-100.0,,,,-58.0
419933,,-100.0,,,,-59.0
419978,,-100.0,,,,-59.0
419993,,-100.0,,,,-60.0
420039,,-100.0,,,,-60.0
420053,,-100.0,,,,-61.0
420084,,-100.0,,,,-61.0
420095,,-100.0,,,,-62.0
420143,,-100.0,,,,-62.0
420155,,-100.0,,,,-63.0
420203,,-100.0,,,,-63.0
420216,,-100.0,,,,-64.0
420264,,-100.0,,,,-64.0
420277,,-100.0,,,,-65.0
420320,,-100.0,,,,-65.0
420339,,-100.0,,,,-66.0
420412,,-100.0,,,,-66.0
420432,,-100.0,,,,-68.0
420489,,-100.0,,,,-68.0
420490,,-100.0,,,,-69.0
420539,,-100.0,,,,-69.0
420551,,-100.0,,,,-70.0
420599,,-100.0,,,,-70.0
420621,,-100.0,,,,-71.0
420665,,-100.0,,,,-71.0
420676,,-100.0,,,,-72.0
420716,,-100.0,,,,-72.0
420723,,-100.0,,,,-73.0
420782,,-100.0,,,,-73.0
420802,,-100.0,,,,-74.0
420826,,-100.0,,,,-74.0
420850,,-100.0,,,,-75.0
420894,,-100.0,,,,-75.0
420911,,-100.0,,,,-76.0
420990,,-100.0,,,,-76.0
421007,,-100.0,,,,-77.0
421064,,-100.0,,,,-77.0
421087,,-100.0,,,,-78.0
421143,,-100.0,,,,-78.0
421146,,-100.0,,,,-79.0
421196,,-100.0,,,,-79.0
421206,,-100.0,,,,-80.0
421228,,-100.0,,,,-80.0
421242,,-100.0,,,,-81.0
421243,,-100.0,,,,
425217,,-100.0,,,,
425246,,-100.0,,,,
425296,,-100.0,,,,
425322,,-100.0,,,,
425349,,-100.0,,,,
425365,,-100.0,,,,
425390,,-100.0,,,,
425416,,-100.0,,,,
425444,,-100.0,,,,
426320,,-100.0,,,,
426349,,-100.0,,,,
426398,,-100.0,,,,
426415,,-100.0,,,,
426441,,-100.0,,,,
426467,,-100.0,,,,
426493,,-100.0,,,,
426520,,-100.0,,,,
426546,,-100.0,,,,
426572,,-100.0,,,,
426598,,-100.0,,,,
426624,,-100.0,,,,
426640,,-100.0,,,,
426666,,-100.0,,,,
426692,,-100.0,,,,
426798,,-100.0,,,,
426824,,-100.0,,,,
426841,,-100.0,,,,
426869,,-100.0,,,,
427397,,-100.0,,,,
427425,,-100.0,,,,
427449,,-100.0,,,,
427475,,-100.0,,,,
427517,,-100.0,,,,
427543,,-100.0,,,,
427676,,-100.0,,,,
427703,,-100.0,,,,
427719,,-100.0,,,,
427745,,-100.0,,,,
427770,,-100.0,,,,
427796,,-100.0,,,,
427918,,-100.0,,,,
427944,,-100.0,,,,
427970,,-100.0,,,,
427996,,-100.0,,,,
428022,,-100.0,,,,
428143,,-100.0,,,,
428171,,-100.0,,,,
428195,,-100.0,,,,
428221,,-100.0,,,,
428248,,-100.0,,,,
428275,,-100.0,,,,
428394,,-100.0,,,,
428423,,-100.0,,,,
428446,,-100.0,,,,
428473,,-100.0,,,,
428500,,-100.0,,,,
428621,,-100.0,,,,
428648,,-100.0,,,,
428675,,-100.0,,,,
428737,,-100.0,,,,
428821,,-100.0,,,,
428850,,-100.0,,,,
429048,,-100.0,,,,
429074,,-100.0,,,,
429101,,-100.0,,,,
429247,,-100.0,,,,
429273,,-100.0,,,,
429297,,-100.0,,,,
429351,,-100.0,,,,
451414,,-100.0,,,,
451428,,-99.0,,,,
451450,,-99.0,,,,
451494,,-97.0,,,,
451523,,-97.0,,,,
451534,,-96.0,,,,
451580,,-95.0,,,,
451589,,-94.0,,,,
451602,,-94.0,,,,
451619,,-93.0,,,,
451649,,-93.0,,,,
451661,,-92.0,,,,
451690,,-92.0,,,,
451703,,-91.0,,,,
451738,,-91.0,,,,
451750,,-89.0,,,,
451782,,-89.0,,,,
451784,,-88.0,,,,
