,A12FTSX85NQ89
95967,-100.0
95978,-100.0
95995,-100.0
95999,-100.0
96005,-100.0
96012,-100.0
96018,-100.0
96019,-100.0
96036,-100.0
96045,-100.0
96059,-100.0
96064,-100.0
96076,-100.0
96080,-100.0
96081,-100.0
96086,-100.0
96089,-100.0
96130,-100.0
96144,-100.0
96146,-100.0
96158,-100.0
96164,-100.0
96167,-100.0
96186,-100.0
96207,-100.0
96239,-100.0
96247,-100.0
96250,-100.0
96266,-100.0
96268,-100.0
96287,-100.0
96300,-100.0
96312,-100.0
96325,-100.0
96331,-100.0
96344,-100.0
96347,-100.0
96362,-100.0
96377,-100.0
96393,-100.0
96424,-100.0
96435,-100.0
96438,-100.0
96458,-100.0
96479,-100.0
96494,-100.0
96506,-100.0
96507,-100.0
96541,-100.0
96543,-100.0
96552,-100.0
96564,-100.0
96624,-100.0
96638,-100.0
96646,-100.0
96652,-100.0
96662,-100.0
96676,-100.0
96698,-100.0
96709,-100.0
96737,-100.0
96744,-100.0
96761,-100.0
96764,-100.0
96775,-100.0
96777,-100.0
96795,-100.0
96806,-100.0
96825,-100.0
96834,-100.0
96847,-100.0
96888,-100.0
96928,-100.0
96938,-100.0
96961,-100.0
96970,-100.0
96988,-100.0
96989,-100.0
97000,-100.0
97007,-100.0
97019,-100.0
97033,-100.0
97048,-100.0
97064,-100.0
97119,-100.0
97141,-100.0
97152,-100.0
97154,-100.0
97161,-100.0
97172,-100.0
97179,-100.0
97188,-100.0
97196,-100.0
97210,-100.0
97212,-100.0
97229,-100.0
97234,-100.0
97256,-100.0
97276,-100.0
97278,-100.0
97287,-100.0
97308,-100.0
97329,-100.0
97331,-100.0
97344,-100.0
97346,-100.0
97407,-100.0
97426,-100.0
97439,-100.0
97475,-100.0
97485,-100.0
97494,-100.0
97507,-100.0
97515,-100.0
97516,-100.0
97528,-100.0
97536,-100.0
97542,-100.0
97617,-100.0
97625,-100.0
97629,-100.0
97644,-100.0
97649,-100.0
97658,-100.0
97676,-100.0
97677,-100.0
97695,-100.0
97698,-100.0
97718,-100.0
97742,-100.0
97776,-100.0
97790,-100.0
97805,-100.0
97826,-100.0
97842,-100.0
97851,-100.0
97857,-100.0
97886,-100.0
97898,-100.0
97909,-100.0
97981,-100.0
98000,-100.0
98004,-100.0
98031,-100.0
98036,-100.0
98046,-100.0
98056,-100.0
98057,-100.0
98061,-100.0
98074,-100.0
98078,-100.0
98090,-100.0
98097,-100.0
98109,-100.0
98113,-100.0
98137,-100.0
98144,-100.0
98148,-100.0
98155,-100.0
98162,-100.0
98166,-100.0
98170,-100.0
98196,-100.0
98201,-100.0
98231,-100.0
98235,-100.0
98249,-100.0
98305,-100.0
98319,-100.0
98376,-100.0
98394,-100.0
98421,-100.0
98431,-100.0
98455,-100.0
98467,-100.0
98684,-100.0
98691,-100.0
98695,-100.0
98724,-100.0
98729,-100.0
98741,-100.0
98746,-100.0
98776,-100.0
98780,-100.0
98794,-100.0
98804,-100.0
98821,-100.0
98829,-100.0
98840,-100.0
98859,-100.0
98868,-100.0
98884,-100.0
98898,-100.0
100243,-100.0
100262,-100.0
100266,-100.0
100295,-100.0
100299,-100.0
100313,-100.0
100317,-100.0
100329,-100.0
100333,-100.0
100367,-100.0
100372,-100.0
100406,-100.0
100411,-100.0
100441,-100.0
101701,-100.0
101781,-100.0
101803,-100.0
101812,-100.0
101830,-100.0
101848,-100.0
101862,-100.0
101949,-100.0
101997,-100.0
102016,-100.0
102022,-100.0
102060,-100.0
102069,-100.0
102121,-100.0
102138,-100.0
102162,-100.0
102172,-100.0
102188,-100.0
102198,-100.0
102229,-100.0
102249,-100.0
102261,-100.0
102280,-100.0
102295,-100.0
102312,-100.0
102335,-100.0
102366,-100.0
102382,-100.0
102399,-100.0
102416,-100.0
102422,-100.0
102438,-100.0
102452,-100.0
102470,-100.0
102480,-100.0
102499,-100.0
102512,-100.0
102540,-100.0
102557,-100.0
102580,-100.0
102588,-100.0
102607,-100.0
102618,-100.0
102631,-100.0
102670,-100.0
102703,-100.0
102720,-100.0
102749,-100.0
102763,-100.0
102781,-100.0
102805,-100.0
102829,-100.0
102839,-100.0
102855,-100.0
102868,-100.0
102883,-100.0
102911,-100.0
102951,-100.0
102966,-100.0
102978,-100.0
102998,-100.0
103012,-100.0
103152,-100.0
103182,-100.0
103263,-100.0
103302,-100.0
103337,-100.0
103431,-100.0
103442,-100.0
103460,-100.0
103472,-100.0
103488,-100.0
103498,-100.0
103567,-100.0
103577,-100.0
103601,-100.0
103618,-100.0
103635,-100.0
103641,-100.0
103702,-100.0
103732,-100.0
103752,-100.0
103773,-100.0
103792,-100.0
103850,-100.0
103890,-100.0
103908,-100.0
103918,-100.0
103935,-100.0
103949,-100.0
103968,-100.0
103980,-100.0
104002,-100.0
104017,-100.0
104029,-100.0
104042,-100.0
104112,-100.0
104130,-100.0
104152,-100.0
104165,-100.0
104179,-100.0
104192,-100.0
104213,-100.0
104235,-100.0
104263,-100.0
104269,-100.0
104295,-100.0
104308,-100.0
104322,-100.0
104373,-100.0
104449,-100.0
104467,-100.0
104485,-100.0
104500,-100.0
104621,-100.0
104681,-100.0
106679,-100.0
106680,-100.0
106727,-100.0
106773,-100.0
106819,-100.0
106820,-100.0
116652,-100.0
116668,-100.0
116691,-100.0
116701,-100.0
116728,-100.0
116740,-100.0
116756,-100.0
116770,-100.0
116790,-100.0
116805,-100.0
116841,-100.0
116851,-100.0
116882,-100.0
116893,-100.0
116914,-100.0
116921,-100.0
116940,-100.0
116960,-100.0
116981,-100.0
116991,-100.0
117010,-100.0
117020,-100.0
117044,-100.0
117055,-100.0
117092,-100.0
117102,-100.0
117123,-100.0
117131,-100.0
117140,-100.0
117150,-100.0
117169,-100.0
117182,-100.0
117940,-100.0
117953,-100.0
117976,-100.0
117988,-100.0
118021,-100.0
118036,-100.0
118059,-100.0
118072,-100.0
118090,-100.0
118102,-100.0
118125,-100.0
118136,-100.0
118172,-100.0
118190,-100.0
120346,-100.0
120363,-100.0
120428,-100.0
120433,-100.0
120454,-100.0
120464,-100.0
120483,-100.0
120495,-100.0
120515,-100.0
120522,-100.0
120536,-100.0
120552,-100.0
120580,-100.0
120589,-100.0
120670,-100.0
120698,-100.0
120740,-100.0
120749,-100.0
120754,-100.0
120764,-100.0
120845,-100.0
120854,-100.0
120878,-100.0
120886,-100.0
120912,-100.0
120921,-100.0
120960,-100.0
120980,-100.0
120994,-100.0
121002,-100.0
121029,-100.0
121035,-100.0
121055,-100.0
121064,-100.0
121083,-100.0
121093,-100.0
121105,-100.0
121121,-100.0
121150,-100.0
121173,-100.0
121205,-100.0
121228,-100.0
121290,-100.0
121303,-100.0
121338,-100.0
121346,-100.0
121368,-100.0
121375,-100.0
135226,-100.0
135242,-100.0
135247,-100.0
135277,-100.0
135281,-100.0
135293,-100.0
135298,-100.0
135329,-100.0
135333,-100.0
135346,-100.0
135350,-100.0
135381,-100.0
135405,-100.0
135408,-100.0
135423,-100.0
135427,-100.0
135458,-100.0
135676,-100.0
135693,-100.0
135701,-100.0
135728,-100.0
135733,-100.0
135744,-100.0
135749,-100.0
135762,-100.0
135929,-100.0
135945,-100.0
135951,-100.0
135979,-100.0
135984,-100.0
135996,-100.0
136001,-100.0
136015,-100.0
136214,-100.0
136227,-100.0
136233,-100.0
136255,-100.0
136259,-100.0
136274,-100.0
136282,-100.0
136309,-100.0
141325,-100.0
141342,-100.0
141358,-100.0
141375,-100.0
141392,-100.0
141408,-100.0
141425,-100.0
141442,-100.0
141458,-100.0
141475,-100.0
141492,-100.0
141575,-100.0
141592,-100.0
141608,-100.0
141625,-100.0
141642,-100.0
141661,-100.0
141676,-100.0
141682,-100.0
141694,-100.0
141701,-100.0
141726,-100.0
141730,-100.0
141743,-100.0
141775,-100.0
141792,-100.0
141808,-100.0
141811,-100.0
141825,-100.0
141828,-100.0
141842,-100.0
141849,-100.0
141858,-100.0
141861,-100.0
141875,-100.0
141884,-100.0
141892,-100.0
141900,-100.0
141908,-100.0
141910,-100.0
141921,-100.0
141925,-100.0
141942,-100.0
141950,-100.0
141959,-100.0
141962,-100.0
141975,-100.0
141992,-100.0
141998,-100.0
142009,-100.0
142012,-100.0
142035,-100.0
142047,-100.0
142067,-100.0
142079,-100.0
142102,-100.0
142113,-100.0
142134,-100.0
142150,-100.0
142156,-100.0
142172,-100.0
142183,-100.0
142221,-100.0
142224,-100.0
142228,-100.0
142232,-100.0
142240,-100.0
142241,-100.0
142244,-100.0
142246,-100.0
142253,-100.0
142261,-100.0
142263,-100.0
142264,-100.0
142278,-100.0
142279,-100.0
142280,-100.0
142286,-100.0
142295,-100.0
142297,-100.0
142299,-100.0
142311,-100.0
142313,-100.0
142324,-100.0
142328,-100.0
142330,-100.0
142345,-100.0
142382,-100.0
142391,-100.0
142394,-100.0
142432,-100.0
142452,-100.0
142490,-100.0
142513,-100.0
142524,-100.0
142529,-100.0
142530,-100.0
142531,-100.0
142546,-100.0
142548,-100.0
142550,-100.0
142551,-100.0
142561,-100.0
142562,-100.0
142564,-100.0
142572,-100.0
142579,-100.0
142580,-100.0
142583,-100.0
142596,-100.0
142597,-100.0
142623,-100.0
142632,-100.0
142639,-100.0
142655,-100.0
142667,-100.0
142691,-100.0
142694,-100.0
142707,-100.0
142724,-100.0
142739,-100.0
142745,-100.0
142755,-100.0
142797,-100.0
142803,-100.0
142806,-100.0
142813,-100.0
142834,-100.0
142855,-100.0
142871,-100.0
142881,-100.0
142931,-100.0
142944,-100.0
142948,-100.0
142983,-100.0
142991,-100.0
143021,-100.0
143033,-100.0
143058,-100.0
143062,-100.0
143073,-100.0
143099,-100.0
143112,-100.0
143164,-100.0
143168,-100.0
143182,-100.0
143210,-100.0
143219,-100.0
143237,-100.0
143241,-100.0
143283,-100.0
143289,-100.0
143293,-100.0
143294,-100.0
143303,-100.0
143323,-100.0
143329,-100.0
143330,-100.0
143331,-100.0
143345,-100.0
143351,-100.0
143357,-100.0
143358,-100.0
143368,-100.0
143378,-100.0
143383,-100.0
143389,-100.0
143392,-100.0
143398,-100.0
143411,-100.0
143412,-100.0
143416,-100.0
143423,-100.0
143444,-100.0
143451,-100.0
143458,-100.0
143475,-100.0
143481,-100.0
143485,-100.0
143486,-100.0
143491,-100.0
143494,-100.0
143498,-100.0
143505,-100.0
143510,-100.0
143514,-100.0
143524,-100.0
143534,-100.0
143539,-100.0
143544,-100.0
143559,-100.0
143565,-100.0
143575,-100.0
143580,-100.0
143589,-100.0
143593,-100.0
143598,-100.0
143601,-100.0
143610,-100.0
143616,-100.0
143619,-100.0
143630,-100.0
143642,-100.0
143645,-100.0
143653,-100.0
143656,-100.0
143666,-100.0
143681,-100.0
143685,-100.0
143699,-100.0
143703,-100.0
143704,-100.0
143705,-100.0
143723,-100.0
143733,-100.0
143740,-100.0
143745,-100.0
143762,-100.0
143763,-100.0
143774,-100.0
143778,-100.0
143780,-100.0
143792,-100.0
143799,-100.0
143802,-100.0
143809,-100.0
143817,-100.0
143828,-100.0
143834,-100.0
143840,-100.0
143844,-100.0
143850,-100.0
143863,-100.0
143869,-100.0
143877,-100.0
143880,-100.0
143900,-100.0
143901,-100.0
143914,-100.0
143921,-100.0
143925,-100.0
143927,-100.0
143934,-100.0
143938,-100.0
143944,-100.0
143951,-100.0
143958,-100.0
143978,-100.0
143981,-100.0
143989,-100.0
143991,-100.0
143998,-100.0
144008,-100.0
144016,-100.0
144027,-100.0
144049,-100.0
144062,-100.0
144087,-100.0
144096,-100.0
144103,-100.0
144113,-100.0
144119,-100.0
144131,-100.0
144153,-100.0
144162,-100.0
144172,-100.0
144200,-100.0
144218,-100.0
144244,-100.0
144271,-100.0
144283,-100.0
144307,-100.0
144330,-100.0
144360,-100.0
144372,-100.0
144386,-100.0
144461,-100.0
144473,-100.0
144483,-100.0
144523,-100.0
144533,-100.0
144544,-100.0
144546,-100.0
144558,-100.0
144585,-100.0
144605,-100.0
144625,-100.0
144641,-100.0
144654,-100.0
144667,-100.0
144683,-100.0
144713,-100.0
144721,-100.0
144724,-100.0
144744,-100.0
144764,-100.0
144778,-100.0
144822,-100.0
144824,-100.0
144846,-100.0
144853,-100.0
144865,-100.0
144883,-100.0
144900,-100.0
144933,-100.0
144949,-100.0
144954,-100.0
144987,-100.0
145005,-100.0
145027,-100.0
145042,-100.0
145065,-100.0
145071,-100.0
145087,-100.0
145088,-100.0
145106,-100.0
145107,-100.0
145119,-100.0
145121,-100.0
145141,-100.0
145158,-100.0
145182,-100.0
145188,-100.0
145204,-100.0
145229,-100.0
145294,-100.0
145301,-100.0
145307,-100.0
145313,-100.0
145328,-100.0
145346,-100.0
145364,-100.0
145385,-100.0
145404,-100.0
145405,-100.0
145411,-100.0
145419,-100.0
145431,-100.0
145432,-100.0
145444,-100.0
145446,-100.0
145463,-100.0
145465,-100.0
145476,-100.0
145478,-100.0
145483,-100.0
145488,-100.0
145517,-100.0
145522,-100.0
145530,-100.0
145532,-100.0
145565,-100.0
145604,-100.0
145640,-100.0
145647,-100.0
145731,-100.0
145764,-100.0
145787,-100.0
145797,-100.0
145946,-100.0
145961,-100.0
145983,-100.0
145995,-100.0
146001,-100.0
146013,-100.0
146019,-100.0
146031,-100.0
146036,-100.0
146047,-100.0
146054,-100.0
146058,-100.0
146071,-100.0
146077,-100.0
146089,-100.0
146234,-100.0
146248,-100.0
146267,-100.0
146271,-100.0
146277,-100.0
146289,-100.0
146311,-100.0
146322,-100.0
146475,-100.0
146491,-100.0
146511,-100.0
146523,-100.0
146529,-100.0
146541,-100.0
146565,-100.0
146575,-100.0
146707,-100.0
146723,-100.0
146741,-100.0
146757,-100.0
146779,-100.0
146792,-100.0
146889,-100.0
146903,-100.0
146927,-100.0
146934,-100.0
146942,-100.0
146962,-100.0
146970,-100.0
146977,-100.0
146987,-100.0
146993,-100.0
147011,-100.0
147013,-100.0
147028,-100.0
147034,-100.0
147042,-100.0
147045,-100.0
147109,-100.0
147114,-100.0
147133,-100.0
147162,-100.0
147207,-100.0
147230,-100.0
147233,-100.0
147241,-100.0
147246,-100.0
147257,-100.0
147264,-100.0
147278,-100.0
147280,-100.0
147284,-100.0
147296,-100.0
147313,-100.0
147323,-100.0
147334,-100.0
147337,-100.0
147342,-100.0
147347,-100.0
147362,-100.0
147373,-100.0
147374,-100.0
147394,-100.0
147407,-100.0
147417,-100.0
147425,-100.0
147428,-100.0
147435,-100.0
147442,-100.0
147453,-100.0
147479,-100.0
147489,-100.0
147498,-100.0
147514,-100.0
147526,-100.0
147535,-100.0
147543,-100.0
147547,-100.0
147553,-100.0
147560,-100.0
147562,-100.0
147572,-100.0
147576,-100.0
147584,-100.0
147593,-100.0
147617,-100.0
147625,-100.0
147627,-100.0
147631,-100.0
147642,-100.0
147651,-100.0
147659,-100.0
147661,-100.0
147675,-100.0
147692,-100.0
147705,-100.0
147708,-100.0
147714,-100.0
147725,-100.0
147732,-100.0
147733,-100.0
147742,-100.0
147748,-100.0
147749,-100.0
147754,-100.0
147756,-100.0
147759,-100.0
147764,-100.0
147771,-100.0
147775,-100.0
147777,-100.0
147783,-100.0
147788,-100.0
147804,-100.0
147814,-100.0
147818,-100.0
147828,-100.0
147835,-100.0
147842,-100.0
147844,-100.0
147859,-100.0
147867,-100.0
147875,-100.0
147882,-100.0
147892,-100.0
147907,-100.0
147908,-100.0
147922,-100.0
147925,-100.0
147933,-100.0
147942,-100.0
147944,-100.0
147962,-100.0
147980,-100.0
147989,-100.0
148002,-100.0
148008,-100.0
148014,-100.0
148026,-100.0
148034,-100.0
148043,-100.0
148074,-100.0
148090,-100.0
148113,-100.0
148141,-100.0
148179,-100.0
148188,-100.0
148193,-100.0
148200,-100.0
148206,-100.0
148215,-100.0
148234,-100.0
148241,-100.0
148255,-100.0
148272,-100.0
148277,-100.0
148344,-100.0
148385,-100.0
148394,-100.0
148401,-100.0
148407,-100.0
148412,-100.0
148422,-100.0
148431,-100.0
148443,-100.0
148471,-100.0
148485,-100.0
148544,-100.0
148563,-100.0
148592,-100.0
148607,-100.0
148613,-100.0
148626,-100.0
148637,-100.0
148648,-100.0
148659,-100.0
148688,-100.0
148698,-100.0
148699,-100.0
148704,-100.0
148715,-100.0
148729,-100.0
148740,-100.0
148755,-100.0
148770,-100.0
148812,-100.0
148823,-100.0
148825,-100.0
148843,-100.0
148857,-100.0
148858,-100.0
148871,-100.0
148875,-100.0
148882,-100.0
148892,-100.0
148908,-100.0
148925,-100.0
148942,-100.0
148953,-100.0
148959,-100.0
148962,-100.0
148976,-100.0
149008,-100.0
149019,-100.0
149025,-100.0
149034,-100.0
149037,-100.0
149042,-100.0
149051,-100.0
149054,-100.0
149059,-100.0
149067,-100.0
149070,-100.0
149084,-100.0
149086,-100.0
149101,-100.0
149103,-100.0
149118,-100.0
149120,-100.0
149134,-100.0
149252,-100.0
149268,-100.0
149271,-100.0
149285,-100.0
149287,-100.0
149302,-100.0
149304,-100.0
149318,-100.0
149385,-100.0
149427,-100.0
149454,-100.0
149469,-100.0
149472,-100.0
149475,-100.0
149485,-100.0
149488,-100.0
149490,-100.0
149502,-100.0
149505,-100.0
149509,-100.0
149519,-100.0
149523,-100.0
149530,-100.0
149542,-100.0
149564,-100.0
149575,-100.0
149583,-100.0
149593,-100.0
149616,-100.0
149629,-100.0
149653,-100.0
149663,-100.0
149667,-100.0
149684,-100.0
149686,-100.0
149700,-100.0
149729,-100.0
149743,-100.0
149751,-100.0
149761,-100.0
149763,-100.0
149883,-100.0
149910,-100.0
149949,-100.0
149964,-100.0
150160,-100.0
150181,-100.0
150232,-100.0
150252,-100.0
151616,-100.0
151631,-100.0
151658,-100.0
151674,-100.0
151700,-100.0
151711,-100.0
151741,-100.0
151751,-100.0
151774,-100.0
151788,-100.0
151812,-100.0
151815,-100.0
151836,-100.0
151848,-100.0
152779,-100.0
152796,-100.0
152819,-100.0
152831,-100.0
152855,-100.0
152867,-100.0
152882,-100.0
152895,-100.0
152918,-100.0
152929,-100.0
152955,-100.0
152966,-100.0
152990,-100.0
153002,-100.0
153025,-100.0
153039,-100.0
153062,-100.0
153073,-100.0
153095,-100.0
153098,-100.0
153121,-100.0
153136,-100.0
153160,-100.0
153174,-100.0
153200,-100.0
153212,-100.0
153238,-100.0
153250,-100.0
153277,-100.0
153290,-100.0
153304,-100.0
153316,-100.0
153340,-100.0
153351,-100.0
153361,-100.0
153375,-100.0
153407,-100.0
153420,-100.0
153428,-100.0
153442,-100.0
153449,-100.0
153461,-100.0
153492,-100.0
153506,-100.0
153526,-100.0
153528,-100.0
153555,-100.0
153570,-100.0
153596,-100.0
153609,-100.0
153635,-100.0
153648,-100.0
153674,-100.0
153687,-100.0
153715,-100.0
153726,-100.0
153739,-100.0
153751,-100.0
153759,-100.0
153774,-100.0
153799,-100.0
153813,-100.0
153837,-100.0
153852,-100.0
153877,-100.0
153890,-100.0
153931,-100.0
153944,-100.0
153966,-100.0
153978,-100.0
153994,-100.0
154009,-100.0
154015,-100.0
154025,-100.0
154032,-100.0
154042,-100.0
154048,-100.0
154061,-100.0
154067,-100.0
154078,-100.0
154083,-100.0
154097,-100.0
154102,-100.0
154116,-100.0
154137,-100.0
154150,-100.0
154158,-100.0
154173,-100.0
154181,-100.0
154194,-100.0
154206,-100.0
154263,-100.0
154300,-100.0
154311,-100.0
154315,-100.0
154329,-100.0
154349,-100.0
154369,-100.0
154373,-100.0
154380,-100.0
154388,-100.0
154392,-100.0
154405,-100.0
154410,-100.0
154423,-100.0
154428,-100.0
154440,-100.0
154445,-100.0
154458,-100.0
154463,-100.0
154475,-100.0
154481,-100.0
154492,-100.0
154498,-100.0
154513,-100.0
154517,-100.0
154528,-100.0
154532,-100.0
154545,-100.0
154550,-100.0
154562,-100.0
154567,-100.0
154581,-100.0
154586,-100.0
154589,-100.0
154605,-100.0
154609,-100.0
154623,-100.0
154627,-100.0
154640,-100.0
154644,-100.0
154657,-100.0
154662,-100.0
154674,-100.0
154679,-100.0
154692,-100.0
154696,-100.0
154710,-100.0
154714,-100.0
154728,-100.0
154732,-100.0
154745,-100.0
154750,-100.0
154762,-100.0
154767,-100.0
154780,-100.0
154785,-100.0
154797,-100.0
154801,-100.0
154804,-100.0
154808,-100.0
154822,-100.0
154826,-100.0
154838,-100.0
154844,-100.0
154856,-100.0
154860,-100.0
154874,-100.0
154879,-100.0
154891,-100.0
154895,-100.0
154909,-100.0
154914,-100.0
154927,-100.0
154932,-100.0
154943,-100.0
154948,-100.0
154961,-100.0
154966,-100.0
154979,-100.0
154983,-100.0
154996,-100.0
155000,-100.0
155006,-100.0
155008,-100.0
155022,-100.0
155026,-100.0
155038,-100.0
155042,-100.0
155056,-100.0
155060,-100.0
155073,-100.0
155077,-100.0
155090,-100.0
155095,-100.0
155112,-100.0
155116,-100.0
155126,-100.0
155132,-100.0
155143,-100.0
155147,-100.0
155161,-100.0
155165,-100.0
155178,-100.0
155183,-100.0
155196,-100.0
155200,-100.0
155213,-100.0
163058,-100.0
163117,-100.0
163159,-100.0
163176,-100.0
163192,-100.0
163193,-100.0
163206,-100.0
163209,-100.0
163219,-100.0
163225,-100.0
163228,-100.0
163242,-100.0
163259,-100.0
163262,-100.0
163273,-100.0
163276,-100.0
163295,-100.0
163305,-100.0
163310,-100.0
163324,-100.0
163330,-100.0
163341,-100.0
163348,-100.0
163360,-100.0
163380,-100.0
163398,-100.0
163410,-100.0
163412,-100.0
163462,-100.0
163493,-100.0
163511,-100.0
163538,-100.0
163552,-100.0
163591,-100.0
163592,-100.0
163609,-100.0
163611,-100.0
163619,-100.0
163625,-100.0
163633,-100.0
163642,-100.0
163659,-100.0
163675,-100.0
163676,-100.0
163692,-100.0
163709,-100.0
163726,-100.0
163729,-100.0
163745,-100.0
163761,-100.0
163772,-100.0
163785,-100.0
163793,-100.0
163810,-100.0
163828,-100.0
163870,-100.0
163871,-100.0
163876,-100.0
163892,-100.0
163895,-100.0
163906,-100.0
163940,-100.0
163951,-100.0
163952,-100.0
163959,-100.0
163963,-100.0
163987,-100.0
164014,-100.0
164015,-100.0
164033,-100.0
164045,-100.0
164052,-100.0
164064,-100.0
164079,-100.0
164083,-100.0
164105,-100.0
164112,-100.0
164119,-100.0
164140,-100.0
164148,-100.0
164150,-100.0
164186,-100.0
164194,-100.0
164244,-100.0
164256,-100.0
164265,-100.0
164281,-100.0
164283,-100.0
164293,-100.0
164298,-100.0
164310,-100.0
164311,-100.0
164325,-100.0
164329,-100.0
164334,-100.0
164352,-100.0
164353,-100.0
164361,-100.0
164367,-100.0
164368,-100.0
164382,-100.0
164386,-100.0
164390,-100.0
164393,-100.0
164405,-100.0
164420,-100.0
164421,-100.0
164425,-100.0
164438,-100.0
164439,-100.0
164442,-100.0
164453,-100.0
164456,-100.0
164466,-100.0
164475,-100.0
164481,-100.0
164505,-100.0
164508,-100.0
164513,-100.0
164518,-100.0
164519,-100.0
164526,-100.0
164530,-100.0
164551,-100.0
164561,-100.0
164565,-100.0
164568,-100.0
164578,-100.0
164589,-100.0
164595,-100.0
164601,-100.0
164612,-100.0
164613,-100.0
164617,-100.0
164621,-100.0
164624,-100.0
164638,-100.0
164640,-100.0
164642,-100.0
164671,-100.0
164672,-100.0
164678,-100.0
164689,-100.0
164695,-100.0
164712,-100.0
164720,-100.0
164725,-100.0
164729,-100.0
164733,-100.0
164736,-100.0
164761,-100.0
164766,-100.0
164778,-100.0
164783,-100.0
164800,-100.0
164813,-100.0
164817,-100.0
164833,-100.0
164837,-100.0
164842,-100.0
164854,-100.0
164860,-100.0
164868,-100.0
164876,-100.0
164889,-100.0
164895,-100.0
164897,-100.0
164909,-100.0
164925,-100.0
164931,-100.0
164936,-100.0
164943,-100.0
164948,-100.0
164962,-100.0
164977,-100.0
164982,-100.0
165006,-100.0
165011,-100.0
165012,-100.0
165017,-100.0
165028,-100.0
165030,-100.0
165034,-100.0
165054,-100.0
165058,-100.0
165072,-100.0
165073,-100.0
165077,-100.0
165078,-100.0
165107,-100.0
165109,-100.0
165111,-100.0
165127,-100.0
165132,-100.0
165156,-100.0
165159,-100.0
165175,-100.0
165257,-100.0
165271,-100.0
165287,-100.0
165298,-100.0
165343,-100.0
165362,-100.0
165385,-100.0
165393,-100.0
165398,-100.0
165432,-100.0
165463,-100.0
165480,-100.0
165483,-100.0
165507,-100.0
165514,-100.0
165526,-100.0
165545,-100.0
165558,-100.0
165571,-100.0
165599,-100.0
165631,-100.0
165639,-100.0
165653,-100.0
165669,-100.0
165689,-100.0
165703,-100.0
165709,-100.0
165732,-100.0
165735,-100.0
165743,-100.0
165763,-100.0
165774,-100.0
165812,-100.0
165813,-100.0
165829,-100.0
165830,-100.0
165854,-100.0
165861,-100.0
165870,-100.0
165880,-100.0
165894,-100.0
165910,-100.0
165917,-100.0
165930,-100.0
165933,-100.0
165942,-100.0
165960,-100.0
165973,-100.0
165987,-100.0
165994,-100.0
165999,-100.0
166009,-100.0
166037,-100.0
166046,-100.0
166073,-100.0
166086,-100.0
166087,-100.0
166108,-100.0
166118,-100.0
166121,-100.0
166136,-100.0
166143,-100.0
166150,-100.0
166155,-100.0
166178,-100.0
166190,-100.0
166202,-100.0
166210,-100.0
166218,-100.0
166229,-100.0
166251,-100.0
166261,-100.0
166287,-100.0
166295,-100.0
166305,-100.0
166322,-100.0
166333,-100.0
166344,-100.0
166370,-100.0
166390,-100.0
166398,-100.0
166405,-100.0
166449,-100.0
166469,-100.0
166502,-100.0
166516,-100.0
166528,-100.0
166560,-100.0
166571,-100.0
166600,-100.0
166604,-100.0
166614,-100.0
166640,-100.0
166641,-100.0
166650,-100.0
166688,-100.0
166695,-100.0
166713,-100.0
166721,-100.0
166728,-100.0
166762,-100.0
166781,-100.0
166800,-100.0
166822,-100.0
166836,-100.0
166841,-100.0
166852,-100.0
166858,-100.0
166883,-100.0
166894,-100.0
166920,-100.0
166928,-100.0
166945,-100.0
166960,-100.0
166988,-100.0
167001,-100.0
167246,-100.0
167278,-100.0
167317,-100.0
167341,-100.0
167367,-100.0
167378,-100.0
167397,-100.0
167404,-100.0
167462,-100.0
167474,-100.0
167519,-100.0
167531,-100.0
167570,-100.0
167590,-100.0
167607,-100.0
167621,-100.0
167670,-100.0
167685,-100.0
167720,-100.0
167731,-100.0
167776,-100.0
167795,-100.0
167870,-100.0
167888,-100.0
167985,-100.0
167998,-100.0
168165,-100.0
168184,-100.0
168239,-100.0
168252,-100.0
168342,-100.0
168360,-100.0
168429,-100.0
168448,-100.0
168459,-100.0
168476,-100.0
168477,-100.0
168488,-100.0
168492,-100.0
168509,-100.0
168515,-100.0
168526,-100.0
168532,-100.0
168538,-100.0
168542,-100.0
168551,-100.0
168558,-100.0
168559,-100.0
168564,-100.0
168566,-100.0
168569,-100.0
168571,-100.0
168576,-100.0
168583,-100.0
168584,-100.0
168587,-100.0
168588,-100.0
168592,-100.0
168599,-100.0
168602,-100.0
168609,-100.0
168612,-100.0
168614,-100.0
168616,-100.0
168620,-100.0
168625,-100.0
168626,-100.0
168627,-100.0
168633,-100.0
168636,-100.0
168643,-100.0
168650,-100.0
168652,-100.0
168672,-100.0
168684,-100.0
168700,-100.0
168714,-100.0
168730,-100.0
168749,-100.0
168754,-100.0
168757,-100.0
168771,-100.0
168776,-100.0
168785,-100.0
168793,-100.0
168802,-100.0
168809,-100.0
168812,-100.0
168821,-100.0
168826,-100.0
168829,-100.0
168841,-100.0
168843,-100.0
168845,-100.0
168859,-100.0
168863,-100.0
168869,-100.0
168875,-100.0
168878,-100.0
168884,-100.0
168891,-100.0
168892,-100.0
168893,-100.0
168902,-100.0
168908,-100.0
168909,-100.0
168916,-100.0
168918,-100.0
168925,-100.0
168942,-100.0
168959,-100.0
168979,-100.0
168985,-100.0
168995,-100.0
169058,-100.0
169068,-100.0
