,A12FTSX85NQ89
169087,-100.0
169091,-100.0
169102,-100.0
169104,-100.0
169118,-100.0
169120,-100.0
169121,-100.0
169129,-100.0
169134,-100.0
169135,-100.0
169208,-100.0
169239,-100.0
169252,-100.0
169261,-100.0
169281,-100.0
169283,-100.0
169290,-100.0
169308,-100.0
169315,-100.0
169358,-100.0
169368,-100.0
169387,-100.0
169388,-100.0
169402,-100.0
169403,-100.0
169421,-100.0
169469,-100.0
169482,-100.0
169498,-100.0
169499,-100.0
169520,-100.0
169523,-100.0
169535,-100.0
169550,-100.0
169574,-100.0
169592,-100.0
169614,-100.0
169633,-100.0
169647,-100.0
169652,-100.0
169662,-100.0
169670,-100.0
169735,-100.0
169741,-100.0
169761,-100.0
169773,-100.0
169803,-100.0
169822,-100.0
169842,-100.0
169850,-100.0
169868,-100.0
169871,-100.0
169892,-100.0
169917,-100.0
169925,-100.0
169950,-100.0
169961,-100.0
169990,-100.0
169993,-100.0
170001,-100.0
170010,-100.0
170015,-100.0
170023,-100.0
170039,-100.0
170040,-100.0
170044,-100.0
170046,-100.0
170051,-100.0
170057,-100.0
170063,-100.0
170070,-100.0
170073,-100.0
170109,-100.0
170141,-100.0
170152,-100.0
170174,-100.0
170187,-100.0
170259,-100.0
170284,-100.0
170419,-100.0
170454,-100.0
170474,-100.0
170500,-100.0
170504,-100.0
170535,-100.0
170536,-100.0
170683,-100.0
170701,-100.0
170733,-100.0
170754,-100.0
170775,-100.0
170793,-100.0
170815,-100.0
170831,-100.0
170832,-100.0
171908,-100.0
171924,-100.0
171930,-100.0
171955,-100.0
171962,-100.0
171972,-100.0
171977,-100.0
171988,-100.0
171994,-100.0
172004,-100.0
172011,-100.0
172021,-100.0
172028,-100.0
172038,-100.0
172044,-100.0
172055,-100.0
172063,-100.0
172088,-100.0
172129,-100.0
172130,-100.0
172191,-100.0
172280,-100.0
172298,-100.0
172362,-100.0
172381,-100.0
172464,-100.0
172479,-100.0
172483,-100.0
172496,-100.0
172499,-100.0
172513,-100.0
172516,-100.0
172530,-100.0
172533,-100.0
172546,-100.0
172550,-100.0
172563,-100.0
172742,-100.0
172760,-100.0
172815,-100.0
172832,-100.0
172900,-100.0
172921,-100.0
172964,-100.0
172966,-100.0
172981,-100.0
172985,-100.0
172998,-100.0
173001,-100.0
173014,-100.0
173083,-100.0
173213,-100.0
173234,-100.0
173310,-100.0
173327,-100.0
173443,-100.0
173461,-100.0
173465,-100.0
173479,-100.0
173503,-100.0
173509,-100.0
173518,-100.0
173529,-100.0
173539,-100.0
173550,-100.0
173569,-100.0
173580,-100.0
173602,-100.0
173610,-100.0
173620,-100.0
173622,-100.0
173640,-100.0
173648,-100.0
173649,-100.0
173664,-100.0
173674,-100.0
173685,-100.0
173702,-100.0
173711,-100.0
173734,-100.0
173748,-100.0
173750,-100.0
173793,-100.0
173812,-100.0
173813,-100.0
173833,-100.0
173884,-100.0
173887,-100.0
173903,-100.0
173921,-100.0
173928,-100.0
173938,-100.0
173962,-100.0
173978,-100.0
173983,-100.0
174004,-100.0
174045,-100.0
174055,-100.0
174072,-100.0
174088,-100.0
174158,-100.0
174163,-100.0
174174,-100.0
174214,-100.0
174232,-100.0
174259,-100.0
174321,-100.0
174335,-100.0
174352,-100.0
174443,-100.0
174471,-100.0
174484,-100.0
174502,-100.0
174519,-100.0
174520,-100.0
174528,-100.0
174534,-100.0
174605,-100.0
174628,-100.0
174643,-100.0
174658,-100.0
174670,-100.0
174702,-100.0
174713,-100.0
174800,-100.0
174821,-100.0
174842,-100.0
174860,-100.0
174868,-100.0
174875,-100.0
174902,-100.0
174914,-100.0
174940,-100.0
175002,-100.0
175004,-100.0
175015,-100.0
175042,-100.0
175049,-100.0
175073,-100.0
175089,-100.0
175103,-100.0
175110,-100.0
175112,-100.0
175128,-100.0
175147,-100.0
175159,-100.0
175185,-100.0
175194,-100.0
175195,-100.0
175230,-100.0
175243,-100.0
175254,-100.0
175295,-100.0
175307,-100.0
175334,-100.0
175364,-100.0
175378,-100.0
175383,-100.0
175394,-100.0
175397,-100.0
175462,-100.0
175477,-100.0
175478,-100.0
175485,-100.0
175501,-100.0
175509,-100.0
175514,-100.0
175524,-100.0
175554,-100.0
175571,-100.0
175601,-100.0
175619,-100.0
175650,-100.0
175654,-100.0
175668,-100.0
175688,-100.0
175692,-100.0
175753,-100.0
175762,-100.0
175774,-100.0
175781,-100.0
175808,-100.0
175815,-100.0
175819,-100.0
175862,-100.0
175873,-100.0
175880,-100.0
175890,-100.0
175903,-100.0
175913,-100.0
175918,-100.0
175929,-100.0
175933,-100.0
175947,-100.0
175959,-100.0
175984,-100.0
175994,-100.0
176012,-100.0
176018,-100.0
176023,-100.0
176030,-100.0
176032,-100.0
176040,-100.0
176099,-100.0
176113,-100.0
176143,-100.0
176147,-100.0
176158,-100.0
176171,-100.0
176183,-100.0
176193,-100.0
176201,-100.0
176238,-100.0
176249,-100.0
176258,-100.0
176269,-100.0
176282,-100.0
176312,-100.0
176322,-100.0
176353,-100.0
176368,-100.0
176383,-100.0
176393,-100.0
176400,-100.0
176410,-100.0
176465,-100.0
176488,-100.0
176523,-100.0
176534,-100.0
176563,-100.0
176572,-100.0
176601,-100.0
176614,-100.0
176633,-100.0
176643,-100.0
176669,-100.0
176683,-100.0
176709,-100.0
176721,-100.0
176785,-100.0
176795,-100.0
176820,-100.0
176830,-100.0
176858,-100.0
176875,-100.0
176910,-100.0
176916,-100.0
176927,-100.0
176933,-100.0
176944,-100.0
176950,-100.0
176959,-100.0
176966,-100.0
176981,-100.0
176983,-100.0
176993,-100.0
177000,-100.0
177012,-100.0
177017,-100.0
177021,-100.0
177029,-100.0
177033,-100.0
177041,-100.0
177050,-100.0
177062,-100.0
177067,-100.0
177083,-100.0
177084,-100.0
177093,-100.0
177100,-100.0
177117,-100.0
177130,-100.0
177133,-100.0
177150,-100.0
177151,-100.0
177161,-100.0
177167,-100.0
177182,-100.0
177193,-100.0
177210,-100.0
177217,-100.0
177234,-100.0
177250,-100.0
177251,-100.0
177264,-100.0
177267,-100.0
177274,-100.0
177283,-100.0
177284,-100.0
177300,-100.0
177317,-100.0
177323,-100.0
177334,-100.0
177350,-100.0
177367,-100.0
177368,-100.0
177374,-100.0
177384,-100.0
177389,-100.0
177400,-100.0
177407,-100.0
177412,-100.0
177417,-100.0
177431,-100.0
177433,-100.0
177450,-100.0
177462,-100.0
177467,-100.0
177468,-100.0
177481,-100.0
177499,-100.0
177512,-100.0
177561,-100.0
177573,-100.0
177590,-100.0
177601,-100.0
177618,-100.0
177641,-100.0
177653,-100.0
177665,-100.0
177683,-100.0
177699,-100.0
177704,-100.0
177715,-100.0
177758,-100.0
177763,-100.0
177783,-100.0
177793,-100.0
177827,-100.0
177841,-100.0
177860,-100.0
177875,-100.0
177895,-100.0
177908,-100.0
177984,-100.0
177999,-100.0
178005,-100.0
178015,-100.0
178033,-100.0
178090,-100.0
178108,-100.0
178123,-100.0
178140,-100.0
178154,-100.0
178241,-100.0
178253,-100.0
178260,-100.0
178271,-100.0
178300,-100.0
178309,-100.0
178350,-100.0
178361,-100.0
178380,-100.0
178388,-100.0
178467,-100.0
178480,-100.0
178484,-100.0
178497,-100.0
178512,-100.0
178525,-100.0
178553,-100.0
178570,-100.0
178595,-100.0
178607,-100.0
178643,-100.0
178652,-100.0
178660,-100.0
178672,-100.0
178693,-100.0
178703,-100.0
178711,-100.0
178788,-100.0
178817,-100.0
178827,-100.0
178844,-100.0
178854,-100.0
178861,-100.0
178952,-100.0
178972,-100.0
178989,-100.0
178993,-100.0
179003,-100.0
180797,-100.0
180798,-100.0
180845,-100.0
180879,-100.0
180914,-100.0
180961,-100.0
180962,-100.0
187508,-100.0
187509,-100.0
187555,-100.0
187590,-100.0
187636,-100.0
188163,-100.0
188199,-100.0
188264,-100.0
188274,-100.0
188288,-100.0
188301,-100.0
188320,-100.0
188354,-100.0
188374,-100.0
188408,-100.0
188448,-100.0
188462,-100.0
188470,-100.0
188482,-100.0
188494,-100.0
188524,-100.0
188787,-100.0
188801,-100.0
188824,-100.0
188903,-100.0
188924,-100.0
188950,-100.0
188968,-100.0
188981,-100.0
189000,-100.0
189012,-100.0
189019,-100.0
189083,-100.0
189119,-100.0
189129,-100.0
189134,-100.0
189143,-100.0
189163,-100.0
189178,-100.0
189202,-100.0
189238,-100.0
189248,-100.0
189254,-100.0
189280,-100.0
189289,-100.0
189330,-100.0
189339,-100.0
189362,-100.0
189370,-100.0
189388,-100.0
189398,-100.0
189450,-100.0
189484,-100.0
189499,-100.0
189528,-100.0
189544,-100.0
189559,-100.0
189588,-100.0
189604,-100.0
189625,-100.0
189639,-100.0
189671,-100.0
189694,-100.0
189713,-100.0
189721,-100.0
189848,-100.0
189868,-100.0
189890,-100.0
189898,-100.0
189919,-100.0
189929,-100.0
189934,-100.0
189944,-100.0
189964,-100.0
189978,-100.0
189982,-100.0
189998,-100.0
190030,-100.0
190051,-100.0
190070,-100.0
190085,-100.0
190143,-100.0
190153,-100.0
190170,-100.0
190182,-100.0
190231,-100.0
190248,-100.0
190269,-100.0
190288,-100.0
190294,-100.0
190302,-100.0
190335,-100.0
190350,-100.0
190371,-100.0
190382,-100.0
190399,-100.0
190409,-100.0
190433,-100.0
190442,-100.0
190463,-100.0
190474,-100.0
190501,-100.0
190521,-100.0
190539,-100.0
190553,-100.0
190571,-100.0
190584,-100.0
190602,-100.0
190614,-100.0
190648,-100.0
190662,-100.0
190710,-100.0
190722,-100.0
190762,-100.0
190775,-100.0
190798,-100.0
190811,-100.0
190818,-100.0
190848,-100.0
190853,-100.0
190868,-100.0
190887,-100.0
190900,-100.0
191288,-100.0
191305,-100.0
191311,-100.0
191338,-100.0
191344,-100.0
191374,-100.0
191378,-100.0
191389,-100.0
191394,-100.0
191425,-100.0
191430,-100.0
191443,-100.0
191447,-100.0
191479,-100.0
191484,-100.0
191502,-100.0
191507,-100.0
191520,-100.0
191524,-100.0
191555,-100.0
191560,-100.0
191573,-100.0
191579,-100.0
191607,-100.0
191611,-100.0
191642,-100.0
191647,-100.0
191677,-100.0
191683,-100.0
191694,-100.0
191701,-100.0
191720,-100.0
191725,-100.0
191753,-100.0
191760,-100.0
191771,-100.0
191776,-100.0
191807,-100.0
191811,-100.0
191825,-100.0
191830,-100.0
191859,-100.0
191865,-100.0
191877,-100.0
191884,-100.0
191893,-100.0
191899,-100.0
191912,-100.0
191919,-100.0
191920,-100.0
191925,-100.0
191935,-100.0
191942,-100.0
191953,-100.0
191958,-100.0
191972,-100.0
191978,-100.0
191988,-100.0
192574,-100.0
192588,-100.0
192605,-100.0
192622,-100.0
192629,-100.0
192640,-100.0
192647,-100.0
192659,-100.0
192682,-100.0
192692,-100.0
192716,-100.0
192727,-100.0
192748,-100.0
192762,-100.0
192773,-100.0
192786,-100.0
192791,-100.0
192803,-100.0
192810,-100.0
192822,-100.0
192842,-100.0
192857,-100.0
192862,-100.0
192874,-100.0
192881,-100.0
192891,-100.0
192897,-100.0
192908,-100.0
192915,-100.0
192928,-100.0
192933,-100.0
192943,-100.0
192949,-100.0
192962,-100.0
192968,-100.0
192979,-100.0
192985,-100.0
192989,-100.0
193005,-100.0
193011,-100.0
193021,-100.0
193027,-100.0
193040,-100.0
193065,-100.0
193074,-100.0
193080,-100.0
193091,-100.0
193097,-100.0
193110,-100.0
193136,-100.0
193148,-100.0
193168,-100.0
193180,-100.0
193204,-100.0
193205,-100.0
193242,-100.0
193258,-100.0
193268,-100.0
193291,-100.0
193297,-100.0
193309,-100.0
193333,-100.0
193356,-100.0
193365,-100.0
193387,-100.0
193396,-100.0
193407,-100.0
193419,-100.0
193437,-100.0
193460,-100.0
193472,-100.0
193493,-100.0
193507,-100.0
193513,-100.0
193524,-100.0
193548,-100.0
193562,-100.0
193584,-100.0
193597,-100.0
193617,-100.0
193630,-100.0
193643,-100.0
193654,-100.0
193659,-100.0
193672,-100.0
193677,-100.0
193688,-100.0
193694,-100.0
193705,-100.0
193712,-100.0
193724,-100.0
193744,-100.0
193759,-100.0
193765,-100.0
193777,-100.0
193799,-100.0
193812,-100.0
193834,-100.0
193836,-100.0
193841,-100.0
193853,-100.0
193859,-100.0
193871,-100.0
193876,-100.0
193887,-100.0
193894,-100.0
193906,-100.0
193912,-100.0
193923,-100.0
193929,-100.0
193940,-100.0
204422,-100.0
204438,-100.0
204477,-100.0
204494,-100.0
204495,-100.0
204501,-100.0
204510,-100.0
204525,-100.0
204526,-100.0
204540,-100.0
204543,-100.0
204548,-100.0
204560,-100.0
204567,-100.0
204575,-100.0
204576,-100.0
204585,-100.0
204590,-100.0
204593,-100.0
204610,-100.0
204626,-100.0
204631,-100.0
204643,-100.0
204660,-100.0
204676,-100.0
204688,-100.0
204693,-100.0
204718,-100.0
204810,-100.0
204837,-100.0
204843,-100.0
204860,-100.0
204862,-100.0
204872,-100.0
204876,-100.0
204893,-100.0
204901,-100.0
204910,-100.0
204919,-100.0
204926,-100.0
204943,-100.0
204947,-100.0
204960,-100.0
204976,-100.0
204986,-100.0
204993,-100.0
205010,-100.0
205026,-100.0
205040,-100.0
205043,-100.0
205060,-100.0
205079,-100.0
205089,-100.0
205105,-100.0
205127,-100.0
205218,-100.0
205230,-100.0
205257,-100.0
205305,-100.0
205315,-100.0
205348,-100.0
205363,-100.0
205412,-100.0
205456,-100.0
205469,-100.0
205490,-100.0
205539,-100.0
205576,-100.0
205592,-100.0
205619,-100.0
205672,-100.0
205702,-100.0
205706,-100.0
205708,-100.0
205736,-100.0
205751,-100.0
205760,-100.0
205777,-100.0
205783,-100.0
205794,-100.0
205802,-100.0
205818,-100.0
205827,-100.0
205835,-100.0
205855,-100.0
205864,-100.0
205865,-100.0
205866,-100.0
205875,-100.0
205880,-100.0
205897,-100.0
205922,-100.0
205930,-100.0
205935,-100.0
205941,-100.0
205947,-100.0
205962,-100.0
205975,-100.0
205980,-100.0
205994,-100.0
206009,-100.0
206022,-100.0
206047,-100.0
206058,-100.0
206074,-100.0
206075,-100.0
206085,-100.0
206090,-100.0
206108,-100.0
206125,-100.0
206158,-100.0
206171,-100.0
206180,-100.0
206210,-100.0
206237,-100.0
206261,-100.0
206276,-100.0
206334,-100.0
206341,-100.0
206365,-100.0
206371,-100.0
206374,-100.0
206424,-100.0
206438,-100.0
206467,-100.0
206470,-100.0
206476,-100.0
206497,-100.0
206499,-100.0
206517,-100.0
206526,-100.0
206532,-100.0
206540,-100.0
206549,-100.0
206569,-100.0
206585,-100.0
206589,-100.0
206591,-100.0
206600,-100.0
206626,-100.0
206635,-100.0
206658,-100.0
206691,-100.0
206708,-100.0
206719,-100.0
206739,-100.0
206750,-100.0
206760,-100.0
206789,-100.0
206812,-100.0
206821,-100.0
206840,-100.0
206850,-100.0
206860,-100.0
206871,-100.0
206877,-100.0
206955,-100.0
206961,-100.0
206974,-100.0
206989,-100.0
206994,-100.0
207000,-100.0
207008,-100.0
207010,-100.0
207067,-100.0
207071,-100.0
207085,-100.0
207089,-100.0
207096,-100.0
207111,-100.0
207122,-100.0
207141,-100.0
207167,-100.0
207174,-100.0
207179,-100.0
207194,-100.0
207206,-100.0
207221,-100.0
207237,-100.0
207246,-100.0
207251,-100.0
207256,-100.0
207271,-100.0
207274,-100.0
207284,-100.0
207304,-100.0
207319,-100.0
207334,-100.0
207381,-100.0
207389,-100.0
207401,-100.0
207407,-100.0
207411,-100.0
207419,-100.0
207425,-100.0
207430,-100.0
207435,-100.0
207452,-100.0
207465,-100.0
207481,-100.0
207501,-100.0
207552,-100.0
207556,-100.0
207570,-100.0
207609,-100.0
207630,-100.0
207638,-100.0
207664,-100.0
207666,-100.0
207672,-100.0
207691,-100.0
207700,-100.0
207718,-100.0
207729,-100.0
207742,-100.0
207781,-100.0
207791,-100.0
207811,-100.0
207858,-100.0
207907,-100.0
207915,-100.0
207921,-100.0
207936,-100.0
207958,-100.0
207974,-100.0
208005,-100.0
208081,-100.0
208102,-100.0
208109,-100.0
208205,-100.0
208218,-100.0
208235,-100.0
208241,-100.0
208288,-100.0
208298,-100.0
208337,-100.0
208356,-100.0
208385,-100.0
208390,-100.0
208407,-100.0
208421,-100.0
208441,-100.0
208456,-100.0
208460,-100.0
208470,-100.0
208506,-100.0
208517,-100.0
208526,-100.0
208539,-100.0
208561,-100.0
208573,-100.0
208600,-100.0
208617,-100.0
208624,-100.0
208632,-100.0
208665,-100.0
208691,-100.0
208692,-100.0
208711,-100.0
208724,-100.0
208741,-100.0
208752,-100.0
208780,-100.0
208789,-100.0
208793,-100.0
208801,-100.0
208821,-100.0
208835,-100.0
208848,-100.0
208859,-100.0
208871,-100.0
208881,-100.0
208908,-100.0
208931,-100.0
208941,-100.0
208952,-100.0
208967,-100.0
208980,-100.0
208989,-100.0
209008,-100.0
209049,-100.0
209058,-100.0
209087,-100.0
209088,-100.0
209100,-100.0
209104,-100.0
209191,-100.0
209206,-100.0
209225,-100.0
209240,-100.0
209242,-100.0
209272,-100.0
209294,-100.0
209304,-100.0
209316,-100.0
209319,-100.0
209341,-100.0
209357,-100.0
209376,-100.0
209389,-100.0
209419,-100.0
209449,-100.0
209460,-100.0
209471,-100.0
209490,-100.0
209501,-100.0
209511,-100.0
209541,-100.0
209542,-100.0
209572,-100.0
209590,-100.0
209619,-100.0
209632,-100.0
209679,-100.0
209719,-100.0
209733,-100.0
209758,-100.0
209766,-100.0
209778,-100.0
209799,-100.0
209817,-100.0
209852,-100.0
209879,-100.0
209887,-100.0
209908,-100.0
209954,-100.0
209969,-100.0
209973,-100.0
209981,-100.0
209982,-100.0
210010,-100.0
210019,-100.0
210039,-100.0
210075,-100.0
210086,-100.0
210108,-100.0
210118,-100.0
210148,-100.0
210157,-100.0
210169,-100.0
210171,-100.0
210178,-100.0
210219,-100.0
210234,-100.0
210236,-100.0
210256,-100.0
210266,-100.0
210285,-100.0
210305,-100.0
210341,-100.0
210351,-100.0
210380,-100.0
210407,-100.0
210423,-100.0
210458,-100.0
210463,-100.0
210509,-100.0
210532,-100.0
210551,-100.0
210584,-100.0
210592,-100.0
210608,-100.0
210616,-100.0
210621,-100.0
210640,-100.0
210645,-100.0
210654,-100.0
210674,-100.0
210690,-100.0
210691,-100.0
210698,-100.0
210707,-100.0
210717,-100.0
210739,-100.0
210767,-100.0
210781,-100.0
210790,-100.0
210838,-100.0
210856,-100.0
213038,-100.0
213039,-100.0
213086,-100.0
213120,-100.0
213167,-100.0
213202,-100.0
213203,-100.0
213812,-100.0
213826,-100.0
213856,-100.0
213866,-100.0
213896,-100.0
213906,-100.0
213935,-100.0
213944,-100.0
213972,-100.0
213984,-100.0
214013,-100.0
214031,-100.0
214368,-100.0
214378,-100.0
214436,-100.0
214456,-100.0
214473,-100.0
214485,-100.0
214495,-100.0
214510,-100.0
214565,-100.0
214576,-100.0
214627,-100.0
214735,-100.0
214743,-100.0
214753,-100.0
214754,-100.0
214758,-100.0
214768,-100.0
214770,-100.0
214772,-100.0
214786,-100.0
214791,-100.0
214807,-100.0
214821,-100.0
214823,-100.0
214825,-100.0
214838,-100.0
214844,-100.0
214852,-100.0
214856,-100.0
214859,-100.0
214861,-100.0
214873,-100.0
214876,-100.0
214909,-100.0
214913,-100.0
214943,-100.0
214948,-100.0
214961,-100.0
214964,-100.0
214967,-100.0
214971,-100.0
214985,-100.0
214989,-100.0
215004,-100.0
215006,-100.0
215008,-100.0
215019,-100.0
215022,-100.0
215024,-100.0
215037,-100.0
215041,-100.0
215056,-100.0
215060,-100.0
215073,-100.0
215077,-100.0
215108,-100.0
215112,-100.0
215124,-100.0
215129,-100.0
215143,-100.0
215147,-100.0
215148,-100.0
215161,-100.0
215164,-100.0
215165,-100.0
215185,-100.0
215188,-100.0
215203,-100.0
215208,-100.0
215234,-100.0
215237,-100.0
215240,-100.0
215255,-100.0
215260,-100.0
215265,-100.0
215273,-100.0
215276,-100.0
215290,-100.0
215292,-100.0
215293,-100.0
215305,-100.0
215307,-100.0
215313,-100.0
215318,-100.0
215324,-100.0
215328,-100.0
215343,-100.0
215360,-100.0
215364,-100.0
215377,-100.0
215383,-100.0
215384,-100.0
215401,-100.0
215406,-100.0
215409,-100.0
215418,-100.0
215422,-100.0
215437,-100.0
215442,-100.0
215455,-100.0
215459,-100.0
215489,-100.0
215491,-100.0
215495,-100.0
215525,-100.0
215546,-100.0
215802,-100.0
215815,-100.0
215864,-100.0
215871,-100.0
215921,-100.0
215937,-100.0
215955,-100.0
215976,-100.0
216012,-100.0
216039,-100.0
216057,-100.0
216088,-100.0
216101,-100.0
216106,-100.0
216149,-100.0
216165,-100.0
216176,-100.0
216187,-100.0
216203,-100.0
216222,-100.0
216236,-100.0
216240,-100.0
216274,-100.0
216337,-100.0
216349,-100.0
216360,-100.0
216395,-100.0
216402,-100.0
216431,-100.0
216439,-100.0
216476,-100.0
216489,-100.0
216505,-100.0
216551,-100.0
216570,-100.0
216641,-100.0
216658,-100.0
216704,-100.0
216725,-100.0
216746,-100.0
216756,-100.0
216771,-100.0
216782,-100.0
216789,-100.0
216804,-100.0
216821,-100.0
216823,-100.0
216833,-100.0
216841,-100.0
216871,-100.0
216884,-100.0
216905,-100.0
216916,-100.0
216934,-100.0
216942,-100.0
216943,-100.0
216969,-100.0
216975,-100.0
216983,-100.0
216986,-100.0
216992,-100.0
217022,-100.0
217033,-100.0
217043,-100.0
217067,-100.0
217076,-100.0
217086,-100.0
217095,-100.0
217123,-100.0
217137,-100.0
217148,-100.0
217157,-100.0
217166,-100.0
217188,-100.0
217191,-100.0
217203,-100.0
217223,-100.0
217234,-100.0
217247,-100.0
217254,-100.0
217259,-100.0
217266,-100.0
217286,-100.0
217304,-100.0
217333,-100.0
217337,-100.0
217346,-100.0
217351,-100.0
217381,-100.0
217387,-100.0
217410,-100.0
217426,-100.0
217430,-100.0
217436,-100.0
217458,-100.0
217470,-100.0
217491,-100.0
217507,-100.0
217516,-100.0
217533,-100.0
217583,-100.0
217644,-100.0
217668,-100.0
217766,-100.0
217880,-100.0
217911,-100.0
217961,-100.0
217984,-100.0
218006,-100.0
218020,-100.0
218123,-100.0
218140,-100.0
218203,-100.0
218236,-100.0
218289,-100.0
218343,-100.0
218369,-100.0
218430,-100.0
218467,-100.0
218482,-100.0
218551,-100.0
218593,-100.0
218722,-100.0
218748,-100.0
218781,-100.0
218820,-100.0
218871,-100.0
218982,-100.0
219003,-100.0
219093,-100.0
219169,-100.0
219210,-100.0
219266,-100.0
219289,-100.0
219339,-100.0
219353,-100.0
219388,-100.0
219443,-100.0
219486,-100.0
219506,-100.0
219553,-100.0
219583,-100.0
222852,-100.0
222870,-100.0
222874,-100.0
222903,-100.0
222908,-100.0
222956,-100.0
222960,-100.0
223008,-100.0
223014,-100.0
223043,-100.0
223048,-100.0
223068,-100.0
223073,-100.0
223102,-100.0
223108,-100.0
223121,-100.0
223126,-100.0
223155,-100.0
223165,-100.0
223189,-100.0
223197,-100.0
223213,-100.0
223219,-100.0
223237,-100.0
223244,-100.0
223272,-100.0
223304,-100.0
223314,-100.0
223338,-100.0
223347,-100.0
223368,-100.0
223381,-100.0
223410,-100.0
223421,-100.0
223440,-100.0
223450,-100.0
223471,-100.0
223486,-100.0
223494,-100.0
223504,-100.0
223508,-100.0
223519,-100.0
223541,-100.0
223555,-100.0
223561,-100.0
223571,-100.0
223577,-100.0
223589,-100.0
223594,-100.0
223607,-100.0
223613,-100.0
223627,-100.0
223631,-100.0
223642,-100.0
223648,-100.0
223659,-100.0
223664,-100.0
223676,-100.0
223681,-100.0
223694,-100.0
223700,-100.0
223703,-100.0
223708,-100.0
223720,-100.0
223742,-100.0
223753,-100.0
223759,-100.0
223770,-100.0
223792,-100.0
223806,-100.0
223827,-100.0
223840,-100.0
223846,-100.0
223858,-100.0
223865,-100.0
223876,-100.0
223881,-100.0
223893,-100.0
223899,-100.0
223912,-100.0
223917,-100.0
223927,-100.0
223934,-100.0
223942,-100.0
223953,-100.0
223958,-100.0
223970,-100.0
223976,-100.0
223989,-100.0
223994,-100.0
224006,-100.0
224032,-100.0
224043,-100.0
224061,-100.0
224075,-100.0
224080,-100.0
224093,-100.0
224098,-100.0
224111,-100.0
224116,-100.0
224127,-100.0
224144,-100.0
224153,-100.0
224175,-100.0
224187,-100.0
224209,-100.0
224221,-100.0
224228,-100.0
224239,-100.0
224244,-100.0
224258,-100.0
224263,-100.0
224274,-100.0
224280,-100.0
224292,-100.0
224298,-100.0
224309,-100.0
224316,-100.0
224327,-100.0
224332,-100.0
224344,-100.0
224349,-100.0
224351,-100.0
224357,-100.0
224369,-100.0
224376,-100.0
224387,-100.0
224392,-100.0
224404,-100.0
224410,-100.0
224421,-100.0
224429,-100.0
224439,-100.0
224445,-100.0
224457,-100.0
224462,-100.0
224475,-100.0
224481,-100.0
224491,-100.0
224497,-100.0
224508,-100.0
224515,-100.0
224526,-100.0
224532,-100.0
224544,-100.0
224550,-100.0
224556,-100.0
224582,-100.0
224592,-100.0
224611,-100.0
224621,-100.0
224626,-100.0
224638,-100.0
248646,-100.0
248662,-100.0
248679,-100.0
248695,-100.0
248712,-100.0
248729,-100.0
248746,-100.0
248762,-100.0
248779,-100.0
248796,-100.0
248812,-100.0
248829,-100.0
248846,-100.0
263611,-100.0
263629,-100.0
263644,-100.0
263661,-100.0
263678,-100.0
263694,-100.0
263711,-100.0
263728,-100.0
263745,-100.0
263761,-100.0
263778,-100.0
263928,-100.0
263945,-100.0
263961,-100.0
263978,-100.0
263994,-100.0
264011,-100.0
264028,-100.0
264045,-100.0
264061,-100.0
264078,-100.0
264094,-100.0
264225,-100.0
264248,-100.0
264302,-100.0
264310,-100.0
264356,-100.0
264363,-100.0
264396,-100.0
264401,-100.0
264409,-100.0
264413,-100.0
264429,-100.0
264446,-100.0
264463,-100.0
264479,-100.0
264496,-100.0
264513,-100.0
264530,-100.0
264546,-100.0
264563,-100.0
264580,-100.0
264595,-100.0
264596,-100.0
264608,-100.0
264613,-100.0
264630,-100.0
264640,-100.0
264647,-100.0
264651,-100.0
264663,-100.0
264680,-100.0
264695,-100.0
264696,-100.0
264709,-100.0
264713,-100.0
264730,-100.0
264747,-100.0
264754,-100.0
264762,-100.0
264763,-100.0
264780,-100.0
264797,-100.0
264799,-100.0
264808,-100.0
264813,-100.0
264843,-100.0
264857,-100.0
264887,-100.0
264897,-100.0
264940,-100.0
264953,-100.0
264973,-100.0
264990,-100.0
265011,-100.0
265023,-100.0
265032,-100.0
265072,-100.0
265178,-100.0
265179,-100.0
265214,-100.0
265223,-100.0
265261,-100.0
265262,-100.0
265303,-100.0
265319,-100.0
265330,-100.0
265336,-100.0
265358,-100.0
265372,-100.0
265396,-100.0
265409,-100.0
265433,-100.0
265444,-100.0
265469,-100.0
265484,-100.0
265508,-100.0
265521,-100.0
265660,-100.0
265661,-100.0
265673,-100.0
265674,-100.0
265698,-100.0
265709,-100.0
265733,-100.0
265736,-100.0
265758,-100.0
265770,-100.0
265795,-100.0
265798,-100.0
265802,-100.0
265807,-100.0
265815,-100.0
265826,-100.0
265831,-100.0
265848,-100.0
265858,-100.0
265864,-100.0
265870,-100.0
265881,-100.0
265898,-100.0
265915,-100.0
265931,-100.0
265948,-100.0
265965,-100.0
266050,-100.0
266063,-100.0
266171,-100.0
266183,-100.0
266292,-100.0
266313,-100.0
266437,-100.0
266450,-100.0
266490,-100.0
266592,-100.0
266610,-100.0
266622,-100.0
267239,-100.0
267252,-100.0
267293,-100.0
267307,-100.0
267338,-100.0
267353,-100.0
267449,-100.0
267459,-100.0
267501,-100.0
267517,-100.0
267554,-100.0
267561,-100.0
267665,-100.0
267689,-100.0
267730,-100.0
267741,-100.0
267796,-100.0
267815,-100.0
267836,-100.0
267847,-100.0
267960,-100.0
267989,-100.0
268131,-100.0
