,A1L7EVNM2HF85,A3ST8XFT4X93K,A3SLISG1IED7T
294694,-100.0,-100.0,-100.0
294697,-100.0,-100.0,-100.0
294710,-100.0,-100.0,-100.0
294712,-100.0,-100.0,-100.0
294727,-100.0,-100.0,-100.0
294730,-100.0,-100.0,-100.0
294744,-100.0,-100.0,-100.0
294750,-100.0,-100.0,-100.0
294760,-100.0,-100.0,-100.0
294764,-100.0,-100.0,-100.0
294777,-100.0,-100.0,-100.0
294781,-100.0,-100.0,-100.0
294793,-100.0,-100.0,-100.0
294796,-100.0,-100.0,-100.0
294810,-100.0,-100.0,-100.0
295244,-100.0,-100.0,-100.0
295262,-100.0,-100.0,-100.0
295268,-100.0,-100.0,-100.0
295293,-100.0,-100.0,-100.0
295296,-100.0,-100.0,-100.0
295310,-100.0,-100.0,-100.0
295313,-100.0,-100.0,-100.0
295327,-100.0,-100.0,-100.0
295331,-100.0,-100.0,-100.0
295343,-100.0,-100.0,-100.0
300509,-100.0,-100.0,-100.0
300525,-100.0,-100.0,-100.0
300528,-100.0,-100.0,-100.0
300541,-100.0,-100.0,-100.0
300545,-100.0,-100.0,-100.0
300558,-100.0,-100.0,-100.0
300562,-100.0,-100.0,-100.0
300575,-100.0,-100.0,-100.0
300578,-100.0,-100.0,-100.0
300591,-100.0,-100.0,-100.0
300594,-100.0,-100.0,-100.0
300608,-100.0,-100.0,-100.0
300611,-100.0,-100.0,-100.0
300625,-100.0,-100.0,-100.0
300630,-100.0,-100.0,-100.0
300642,-100.0,-100.0,-100.0
300648,-100.0,-100.0,-100.0
300675,-100.0,-100.0,-100.0
300809,-100.0,-100.0,-100.0
300825,-100.0,-100.0,-100.0
300828,-100.0,-100.0,-100.0
300841,-100.0,-100.0,-100.0
300845,-100.0,-100.0,-100.0
300858,-100.0,-100.0,-100.0
300861,-100.0,-100.0,-100.0
300875,-100.0,-100.0,-100.0
300879,-100.0,-100.0,-100.0
300891,-100.0,-100.0,-100.0
300894,-100.0,-100.0,-100.0
300908,-100.0,-100.0,-100.0
300911,-100.0,-100.0,-100.0
300925,-100.0,-100.0,-100.0
300927,-100.0,-100.0,-100.0
300941,-100.0,-100.0,-100.0
301009,-100.0,-100.0,-100.0
301025,-100.0,-100.0,-100.0
301028,-100.0,-100.0,-100.0
301041,-100.0,-100.0,-100.0
301045,-100.0,-100.0,-100.0
301058,-100.0,-100.0,-100.0
301060,-100.0,-100.0,-100.0
301075,-100.0,-100.0,-100.0
301076,-100.0,-100.0,-100.0
301091,-100.0,-100.0,-100.0
301093,-100.0,-100.0,-100.0
301108,-100.0,-100.0,-100.0
301191,-100.0,-100.0,-100.0
301208,-100.0,-100.0,-100.0
301212,-100.0,-100.0,-100.0
301224,-100.0,-100.0,-100.0
301226,-100.0,-100.0,-100.0
301242,-100.0,-100.0,-100.0
301247,-100.0,-100.0,-100.0
301258,-100.0,-100.0,-100.0
301262,-100.0,-100.0,-100.0
301275,-100.0,-100.0,-100.0
301277,-100.0,-100.0,-100.0
301292,-100.0,-100.0,-100.0
301441,-100.0,-100.0,-100.0
301459,-100.0,-100.0,-100.0
301462,-100.0,-100.0,-100.0
301474,-100.0,-100.0,-100.0
301476,-100.0,-100.0,-100.0
301491,-100.0,-100.0,-100.0
301493,-100.0,-100.0,-100.0
301508,-100.0,-100.0,-100.0
301510,-100.0,-100.0,-100.0
301525,-100.0,-100.0,-100.0
301532,-100.0,-100.0,-100.0
301542,-100.0,-100.0,-100.0
301546,-100.0,-100.0,-100.0
301558,-100.0,-100.0,-100.0
301560,-100.0,-100.0,-100.0
301575,-100.0,-100.0,-100.0
301578,-100.0,-100.0,-100.0
301591,-100.0,-100.0,-100.0
301595,-100.0,-100.0,-100.0
301608,-100.0,-100.0,-100.0
301793,-100.0,-100.0,-100.0
301809,-100.0,-100.0,-100.0
301813,-100.0,-100.0,-100.0
301824,-100.0,-100.0,-100.0
301826,-100.0,-100.0,-100.0
301841,-100.0,-100.0,-100.0
301843,-100.0,-100.0,-100.0
301858,-100.0,-100.0,-100.0
301860,-100.0,-100.0,-100.0
301874,-100.0,-100.0,-100.0
301878,-100.0,-100.0,-100.0
301891,-100.0,-100.0,-100.0
302010,-100.0,-100.0,-100.0
302025,-100.0,-100.0,-100.0
302029,-100.0,-100.0,-100.0
302041,-100.0,-100.0,-100.0
302046,-100.0,-100.0,-100.0
302058,-100.0,-100.0,-100.0
302062,-100.0,-100.0,-100.0
302074,-100.0,-100.0,-100.0
302078,-100.0,-100.0,-100.0
302091,-100.0,-100.0,-100.0
302094,-100.0,-100.0,-100.0
302108,-100.0,-100.0,-100.0
310011,-100.0,-100.0,-100.0
310012,-100.0,-100.0,-100.0
310027,-100.0,-100.0,-100.0
310073,-100.0,-100.0,-100.0
310084,-100.0,-100.0,-100.0
310122,-100.0,-100.0,-100.0
310134,-100.0,-100.0,-100.0
310265,-100.0,-100.0,-100.0
310278,-100.0,-100.0,-100.0
310318,-100.0,-100.0,-100.0
310327,-100.0,-100.0,-100.0
310494,-100.0,-100.0,-100.0
310519,-100.0,-100.0,-100.0
310565,-100.0,-100.0,-100.0
310578,-100.0,-100.0,-100.0
310725,-100.0,-100.0,-100.0
310738,-100.0,-100.0,-100.0
310782,-100.0,-100.0,-100.0
310791,-100.0,-100.0,-100.0
311748,-100.0,-100.0,-100.0
311762,-100.0,-100.0,-100.0
311810,-100.0,-100.0,-100.0
311818,-100.0,-100.0,-100.0
311864,-100.0,-100.0,-100.0
311877,-100.0,-100.0,-100.0
311978,-100.0,-100.0,-100.0
311994,-100.0,-100.0,-100.0
312058,-100.0,-100.0,-100.0
312071,-100.0,-100.0,-100.0
312183,-100.0,-100.0,-100.0
312200,-100.0,-100.0,-100.0
312248,-100.0,-100.0,-100.0
312256,-100.0,-100.0,-100.0
312386,-100.0,-100.0,-100.0
312402,-100.0,-100.0,-100.0
312446,-100.0,-100.0,-100.0
312455,-100.0,-100.0,-100.0
312526,-100.0,-100.0,-100.0
312527,-100.0,-100.0,-100.0
312549,-100.0,-100.0,-100.0
312570,-100.0,-100.0,-100.0
312586,-100.0,-100.0,-100.0
312605,-100.0,-100.0,-100.0
312613,-100.0,-100.0,-100.0
312617,-100.0,-100.0,-100.0
312628,-100.0,-100.0,-100.0
312637,-100.0,-100.0,-100.0
312651,-100.0,-100.0,-100.0
312672,-100.0,-100.0,-100.0
312673,-100.0,-100.0,-100.0
312683,-100.0,-100.0,-100.0
312690,-100.0,-100.0,-100.0
312814,-100.0,-100.0,-100.0
312832,-100.0,-100.0,-100.0
312835,-100.0,-100.0,-100.0
312851,-100.0,-100.0,-100.0
312868,-100.0,-100.0,-100.0
312884,-100.0,-100.0,-100.0
312901,-100.0,-100.0,-100.0
312916,-100.0,-100.0,-100.0
312919,-100.0,-100.0,-100.0
312926,-100.0,-100.0,-100.0
312996,-100.0,-100.0,-100.0
313015,-100.0,-100.0,-100.0
313034,-100.0,-100.0,-100.0
313050,-100.0,-100.0,-100.0
313066,-100.0,-100.0,-100.0
313069,-100.0,-100.0,-100.0
313083,-100.0,-100.0,-100.0
313101,-100.0,-100.0,-100.0
313119,-100.0,-100.0,-100.0
313135,-100.0,-100.0,-100.0
313146,-100.0,-100.0,-100.0
313177,-100.0,-100.0,-100.0
313196,-100.0,-100.0,-100.0
313213,-100.0,-100.0,-100.0
313230,-100.0,-100.0,-100.0
313247,-100.0,-100.0,-100.0
313265,-100.0,-100.0,-100.0
313282,-100.0,-100.0,-100.0
313298,-100.0,-100.0,-100.0
313300,-100.0,-100.0,-100.0
313312,-100.0,-100.0,-100.0
313360,-100.0,-100.0,-100.0
313362,-100.0,-100.0,-100.0
313371,-100.0,-100.0,-100.0
313378,-100.0,-100.0,-100.0
313397,-100.0,-100.0,-100.0
313413,-100.0,-100.0,-100.0
313432,-100.0,-100.0,-100.0
313449,-100.0,-100.0,-100.0
313469,-100.0,-100.0,-100.0
313493,-100.0,-100.0,-100.0
313511,-100.0,-100.0,-100.0
313552,-100.0,-100.0,-100.0
313559,-100.0,-100.0,-100.0
313562,-100.0,-100.0,-100.0
313572,-100.0,-100.0,-100.0
313576,-100.0,-100.0,-100.0
313594,-100.0,-100.0,-100.0
313612,-100.0,-100.0,-100.0
313619,-100.0,-100.0,-100.0
313622,-100.0,-100.0,-100.0
313630,-100.0,-100.0,-100.0
313646,-100.0,-100.0,-100.0
313737,-100.0,-100.0,-100.0
313753,-100.0,-100.0,-100.0
313773,-100.0,-100.0,-100.0
313781,-100.0,-100.0,-100.0
313783,-100.0,-100.0,-100.0
313797,-100.0,-100.0,-100.0
313798,-100.0,-100.0,-100.0
313815,-100.0,-100.0,-100.0
313861,-100.0,-100.0,-100.0
313872,-100.0,-100.0,-100.0
313881,-100.0,-100.0,-100.0
313898,-100.0,-100.0,-100.0
313916,-100.0,-100.0,-100.0
313933,-100.0,-100.0,-100.0
313951,-100.0,-100.0,-100.0
313969,-100.0,-100.0,-100.0
313975,-100.0,-100.0,-100.0
313992,-100.0,-100.0,-100.0
314007,-100.0,-100.0,-100.0
314024,-100.0,-100.0,-100.0
314062,-100.0,-100.0,-100.0
314064,-100.0,-100.0,-100.0
314072,-100.0,-100.0,-100.0
314089,-100.0,-100.0,-100.0
314092,-100.0,-100.0,-100.0
314104,-100.0,-100.0,-100.0
314112,-100.0,-100.0,-100.0
314130,-100.0,-100.0,-100.0
314147,-100.0,-100.0,-100.0
314163,-100.0,-100.0,-100.0
314184,-100.0,-100.0,-100.0
314243,-100.0,-100.0,-100.0
314245,-100.0,-100.0,-100.0
314261,-100.0,-100.0,-100.0
314263,-100.0,-100.0,-100.0
314280,-100.0,-100.0,-100.0
314293,-100.0,-100.0,-100.0
314297,-100.0,-100.0,-100.0
314303,-100.0,-100.0,-100.0
314315,-100.0,-100.0,-100.0
314332,-100.0,-100.0,-100.0
314350,-100.0,-100.0,-100.0
314366,-100.0,-100.0,-100.0
314384,-100.0,-100.0,-100.0
314478,-100.0,-100.0,-100.0
314497,-100.0,-100.0,-100.0
314498,-100.0,-100.0,-100.0
314518,-100.0,-100.0,-100.0
314521,-100.0,-100.0,-100.0
314536,-100.0,-100.0,-100.0
314560,-100.0,-100.0,-100.0
314580,-100.0,-100.0,-100.0
314660,-100.0,-100.0,-100.0
314680,-100.0,-100.0,-100.0
314695,-100.0,-100.0,-100.0
314697,-100.0,-100.0,-100.0
314701,-100.0,-100.0,-100.0
314713,-100.0,-100.0,-100.0
314730,-100.0,-100.0,-100.0
314748,-100.0,-100.0,-100.0
314749,-100.0,-100.0,-100.0
314760,-100.0,-100.0,-100.0
314765,-100.0,-100.0,-100.0
314783,-100.0,-100.0,-100.0
314806,-100.0,-100.0,-100.0
314860,-100.0,-100.0,-100.0
314878,-100.0,-100.0,-100.0
314900,-100.0,-100.0,-100.0
314917,-100.0,-100.0,-100.0
314930,-100.0,-100.0,-100.0
314936,-100.0,-100.0,-100.0
314953,-100.0,-100.0,-100.0
314967,-100.0,-100.0,-100.0
314989,-100.0,-100.0,-100.0
315003,-100.0,-100.0,-100.0
315059,-100.0,-100.0,-100.0
315077,-100.0,-100.0,-100.0
315096,-100.0,-100.0,-100.0
315111,-100.0,-100.0,-100.0
315129,-100.0,-100.0,-100.0
315139,-100.0,-100.0,-100.0
315147,-100.0,-100.0,-100.0
315156,-100.0,-100.0,-100.0
315164,-100.0,-100.0,-100.0
315209,-100.0,-100.0,-100.0
315219,-100.0,-100.0,-100.0
315239,-100.0,-100.0,-100.0
315256,-100.0,-100.0,-100.0
315268,-100.0,-100.0,-100.0
315285,-100.0,-100.0,-100.0
315301,-100.0,-100.0,-100.0
315317,-100.0,-100.0,-100.0
315334,-100.0,-100.0,-100.0
315381,-100.0,-100.0,-100.0
315400,-100.0,-100.0,-100.0
315434,-100.0,-100.0,-100.0
315450,-100.0,-100.0,-100.0
315452,-100.0,-100.0,-100.0
315460,-100.0,-100.0,-100.0
315470,-100.0,-100.0,-100.0
315486,-100.0,-100.0,-100.0
315493,-100.0,-100.0,-100.0
315510,-100.0,-100.0,-100.0
315529,-100.0,-100.0,-100.0
315598,-100.0,-100.0,-100.0
315600,-100.0,-100.0,-100.0
315617,-100.0,-100.0,-100.0
315618,-100.0,-100.0,-100.0
315642,-100.0,-100.0,-100.0
315656,-100.0,-100.0,-100.0
315668,-100.0,-100.0,-100.0
315674,-100.0,-100.0,-100.0
315681,-100.0,-100.0,-100.0
315685,-100.0,-100.0,-100.0
315701,-100.0,-100.0,-100.0
315781,-100.0,-100.0,-100.0
315800,-100.0,-100.0,-100.0
315818,-100.0,-100.0,-100.0
315833,-100.0,-100.0,-100.0
315860,-100.0,-100.0,-100.0
315869,-100.0,-100.0,-100.0
315885,-100.0,-100.0,-100.0
315932,-100.0,-100.0,-100.0
315935,-100.0,-100.0,-100.0
315950,-100.0,-100.0,-100.0
315975,-100.0,-100.0,-100.0
315991,-100.0,-100.0,-100.0
316018,-100.0,-100.0,-100.0
316032,-100.0,-100.0,-100.0
316058,-100.0,-100.0,-100.0
316099,-100.0,-100.0,-100.0
316116,-100.0,-100.0,-100.0
316125,-100.0,-100.0,-100.0
316143,-100.0,-100.0,-100.0
316160,-100.0,-100.0,-100.0
316171,-100.0,-100.0,-100.0
316178,-100.0,-100.0,-100.0
316181,-100.0,-100.0,-100.0
316182,-100.0,-100.0,-100.0
316197,-100.0,-100.0,-100.0
316213,-100.0,-100.0,-100.0
316231,-100.0,-100.0,-100.0
316283,-100.0,-100.0,-100.0
316302,-100.0,-100.0,-100.0
316337,-100.0,-100.0,-100.0
316354,-100.0,-100.0,-100.0
316367,-100.0,-100.0,-100.0
316382,-100.0,-100.0,-100.0
316398,-100.0,-100.0,-100.0
316465,-100.0,-100.0,-100.0
316483,-100.0,-100.0,-100.0
316500,-100.0,-100.0,-100.0
316517,-100.0,-100.0,-100.0
316535,-100.0,-100.0,-100.0
316544,-100.0,-100.0,-100.0
316559,-100.0,-100.0,-100.0
316578,-100.0,-100.0,-100.0
316629,-100.0,-100.0,-100.0
316648,-100.0,-100.0,-100.0
316664,-100.0,-100.0,-100.0
316681,-100.0,-100.0,-100.0
316699,-100.0,-100.0,-100.0
316717,-100.0,-100.0,-100.0
316734,-100.0,-100.0,-100.0
316753,-100.0,-100.0,-100.0
316811,-100.0,-100.0,-100.0
316831,-100.0,-100.0,-100.0
316847,-100.0,-100.0,-100.0
316863,-100.0,-100.0,-100.0
316881,-100.0,-100.0,-100.0
316899,-100.0,-100.0,-100.0
316916,-100.0,-100.0,-100.0
316936,-100.0,-100.0,-100.0
316995,-100.0,-100.0,-100.0
317011,-100.0,-100.0,-100.0
317028,-100.0,-100.0,-100.0
317047,-100.0,-100.0,-100.0
317063,-100.0,-100.0,-100.0
317081,-100.0,-100.0,-100.0
317099,-100.0,-100.0,-100.0
317186,-100.0,-100.0,-100.0
317193,-100.0,-100.0,-100.0
317210,-100.0,-100.0,-100.0
317227,-100.0,-100.0,-100.0
317245,-100.0,-100.0,-100.0
317262,-100.0,-100.0,-100.0
317281,-100.0,-100.0,-100.0
317300,-100.0,-100.0,-100.0
317319,-100.0,-100.0,-100.0
317336,-100.0,-100.0,-100.0
317340,-100.0,-100.0,-100.0
317350,-100.0,-100.0,-100.0
317352,-100.0,-100.0,-100.0
317354,-100.0,-100.0,-100.0
317369,-100.0,-100.0,-100.0
317370,-100.0,-100.0,-100.0
317386,-100.0,-100.0,-100.0
317388,-100.0,-100.0,-100.0
317394,-100.0,-100.0,-100.0
317402,-100.0,-100.0,-100.0
317404,-100.0,-100.0,-100.0
317420,-100.0,-100.0,-100.0
317425,-100.0,-100.0,-100.0
317427,-100.0,-100.0,-100.0
317436,-100.0,-100.0,-100.0
317440,-100.0,-100.0,-100.0
317453,-100.0,-100.0,-100.0
317461,-100.0,-100.0,-100.0
317479,-100.0,-100.0,-100.0
317549,-100.0,-100.0,-100.0
317567,-100.0,-100.0,-100.0
317586,-100.0,-100.0,-100.0
317604,-100.0,-100.0,-100.0
317626,-100.0,-100.0,-100.0
317661,-100.0,-100.0,-100.0
317749,-100.0,-100.0,-100.0
317767,-100.0,-100.0,-100.0
317801,-100.0,-100.0,-100.0
317818,-100.0,-100.0,-100.0
317825,-100.0,-100.0,-100.0
317843,-100.0,-100.0,-100.0
317880,-100.0,-100.0,-100.0
317931,-100.0,-100.0,-100.0
317949,-100.0,-100.0,-100.0
317982,-100.0,-100.0,-100.0
318001,-100.0,-100.0,-100.0
318018,-100.0,-100.0,-100.0
318037,-100.0,-100.0,-100.0
318047,-100.0,-100.0,-100.0
318095,-100.0,-100.0,-100.0
318131,-100.0,-100.0,-100.0
318148,-100.0,-100.0,-100.0
318164,-100.0,-100.0,-100.0
318182,-100.0,-100.0,-100.0
318200,-100.0,-100.0,-100.0
318217,-100.0,-100.0,-100.0
318237,-100.0,-100.0,-100.0
318528,-100.0,-100.0,-100.0
318548,-100.0,-100.0,-100.0
318581,-100.0,-100.0,-100.0
318599,-100.0,-100.0,-100.0
318617,-100.0,-100.0,-100.0
318633,-100.0,-100.0,-100.0
318802,-100.0,-100.0,-100.0
318819,-100.0,-100.0,-100.0
318822,-100.0,-100.0,-100.0
318835,-100.0,-100.0,-100.0
318837,-100.0,-100.0,-100.0
318852,-100.0,-100.0,-100.0
318853,-100.0,-100.0,-100.0
318869,-100.0,-100.0,-100.0
318870,-100.0,-100.0,-100.0
318886,-100.0,-100.0,-100.0
318889,-100.0,-100.0,-100.0
318902,-100.0,-100.0,-100.0
318904,-100.0,-100.0,-100.0
318918,-100.0,-100.0,-100.0
318920,-100.0,-100.0,-100.0
318935,-100.0,-100.0,-100.0
319004,-100.0,-100.0,-100.0
319019,-100.0,-100.0,-100.0
319023,-100.0,-100.0,-100.0
319035,-100.0,-100.0,-100.0
319037,-100.0,-100.0,-100.0
319052,-100.0,-100.0,-100.0
319055,-100.0,-100.0,-100.0
319068,-100.0,-100.0,-100.0
319071,-100.0,-100.0,-100.0
319086,-100.0,-100.0,-100.0
319092,-100.0,-100.0,-100.0
319102,-100.0,-100.0,-100.0
319169,-100.0,-100.0,-100.0
319185,-100.0,-100.0,-100.0
319189,-100.0,-100.0,-100.0
319202,-100.0,-100.0,-100.0
319204,-100.0,-100.0,-100.0
319218,-100.0,-100.0,-100.0
319222,-100.0,-100.0,-100.0
319231,-100.0,-100.0,-100.0
319235,-100.0,-100.0,-100.0
319237,-100.0,-100.0,-100.0
319251,-100.0,-100.0,-100.0
319252,-100.0,-100.0,-100.0
319253,-100.0,-100.0,-100.0
319269,-100.0,-100.0,-100.0
319283,-100.0,-100.0,-100.0
319302,-100.0,-100.0,-100.0
319319,-100.0,-100.0,-100.0
319326,-100.0,-100.0,-100.0
319345,-100.0,-100.0,-100.0
319352,-100.0,-100.0,-100.0
319363,-100.0,-100.0,-100.0
319368,-100.0,-100.0,-100.0
319372,-100.0,-100.0,-100.0
319385,-100.0,-100.0,-100.0
319388,-100.0,-100.0,-100.0
319402,-100.0,-100.0,-100.0
319403,-100.0,-100.0,-100.0
319413,-100.0,-100.0,-100.0
319418,-100.0,-100.0,-100.0
319420,-100.0,-100.0,-100.0
319432,-100.0,-100.0,-100.0
319435,-100.0,-100.0,-100.0
319439,-100.0,-100.0,-100.0
319452,-100.0,-100.0,-100.0
319455,-100.0,-100.0,-100.0
319465,-100.0,-100.0,-100.0
319469,-100.0,-100.0,-100.0
319471,-100.0,-100.0,-100.0
319485,-100.0,-100.0,-100.0
319486,-100.0,-100.0,-100.0
319501,-100.0,-100.0,-100.0
319502,-100.0,-100.0,-100.0
319518,-100.0,-100.0,-100.0
319545,-100.0,-100.0,-100.0
319577,-100.0,-100.0,-100.0
319597,-100.0,-100.0,-100.0
319602,-100.0,-100.0,-100.0
319619,-100.0,-100.0,-100.0
319622,-100.0,-100.0,-100.0
319635,-100.0,-100.0,-100.0
319639,-100.0,-100.0,-100.0
319648,-100.0,-100.0,-100.0
319652,-100.0,-100.0,-100.0
319653,-100.0,-100.0,-100.0
319666,-100.0,-100.0,-100.0
319668,-100.0,-100.0,-100.0
319683,-100.0,-100.0,-100.0
319700,-100.0,-100.0,-100.0
319727,-100.0,-100.0,-100.0
319728,-100.0,-100.0,-100.0
319753,-100.0,-100.0,-100.0
319794,-100.0,-100.0,-100.0
319812,-100.0,-100.0,-100.0
319819,-100.0,-100.0,-100.0
319829,-100.0,-100.0,-100.0
319847,-100.0,-100.0,-100.0
319857,-100.0,-100.0,-100.0
319865,-100.0,-100.0,-100.0
319882,-100.0,-100.0,-100.0
319899,-100.0,-100.0,-100.0
319965,-100.0,-100.0,-100.0
319981,-100.0,-100.0,-100.0
319987,-100.0,-100.0,-100.0
319993,-100.0,-100.0,-100.0
319997,-100.0,-100.0,-100.0
320004,-100.0,-100.0,-100.0
320014,-100.0,-100.0,-100.0
320017,-100.0,-100.0,-100.0
320022,-100.0,-100.0,-100.0
320030,-100.0,-100.0,-100.0
320040,-100.0,-100.0,-100.0
320049,-100.0,-100.0,-100.0
320059,-100.0,-100.0,-100.0
320067,-100.0,-100.0,-100.0
320073,-100.0,-100.0,-100.0
320074,-100.0,-100.0,-100.0
320086,-100.0,-100.0,-100.0
320094,-100.0,-100.0,-100.0
320108,-100.0,-100.0,-100.0
320217,-100.0,-100.0,-100.0
320231,-100.0,-100.0,-100.0
320239,-100.0,-100.0,-100.0
320247,-100.0,-100.0,-100.0
320256,-100.0,-100.0,-100.0
320266,-100.0,-100.0,-100.0
320274,-100.0,-100.0,-100.0
320283,-100.0,-100.0,-100.0
320293,-100.0,-100.0,-100.0
320304,-100.0,-100.0,-100.0
320307,-100.0,-100.0,-100.0
320316,-100.0,-100.0,-100.0
320324,-100.0,-100.0,-100.0
320327,-100.0,-100.0,-100.0
320335,-100.0,-100.0,-100.0
320343,-100.0,-100.0,-100.0
320347,-100.0,-100.0,-100.0
320486,-100.0,-100.0,-100.0
320501,-100.0,-100.0,-100.0
320521,-100.0,-100.0,-100.0
320523,-100.0,-100.0,-100.0
320532,-100.0,-100.0,-100.0
320541,-100.0,-100.0,-100.0
320550,-100.0,-100.0,-100.0
320559,-100.0,-100.0,-100.0
320568,-100.0,-100.0,-100.0
320576,-100.0,-100.0,-100.0
320585,-100.0,-100.0,-100.0
320593,-100.0,-100.0,-100.0
320661,-100.0,-100.0,-100.0
320684,-100.0,-100.0,-100.0
320703,-100.0,-100.0,-100.0
320715,-100.0,-100.0,-100.0
320720,-100.0,-100.0,-100.0
320726,-100.0,-100.0,-100.0
320736,-100.0,-100.0,-100.0
320747,-100.0,-100.0,-100.0
320754,-100.0,-100.0,-100.0
320759,-100.0,-100.0,-100.0
320768,-100.0,-100.0,-100.0
320769,-100.0,-100.0,-100.0
320776,-100.0,-100.0,-100.0
320786,-100.0,-100.0,-100.0
320793,-100.0,-100.0,-100.0
320803,-100.0,-100.0,-100.0
320811,-100.0,-100.0,-100.0
320820,-100.0,-100.0,-100.0
320829,-100.0,-100.0,-100.0
320861,-100.0,-100.0,-100.0
320883,-100.0,-100.0,-100.0
320903,-100.0,-100.0,-100.0
320916,-100.0,-100.0,-100.0
320936,-100.0,-100.0,-100.0
320938,-100.0,-100.0,-100.0
320942,-100.0,-100.0,-100.0
320949,-100.0,-100.0,-100.0
320957,-100.0,-100.0,-100.0
320966,-100.0,-100.0,-100.0
320974,-100.0,-100.0,-100.0
320983,-100.0,-100.0,-100.0
320985,-100.0,-100.0,-100.0
320992,-100.0,-100.0,-100.0
321002,-100.0,-100.0,-100.0
321010,-100.0,-100.0,-100.0
321019,-100.0,-100.0,-100.0
321028,-100.0,-100.0,-100.0
321036,-100.0,-100.0,-100.0
321044,-100.0,-100.0,-100.0
321060,-100.0,-100.0,-100.0
321079,-100.0,-100.0,-100.0
321097,-100.0,-100.0,-100.0
321117,-100.0,-100.0,-100.0
321133,-100.0,-100.0,-100.0
321151,-100.0,-100.0,-100.0
321159,-100.0,-100.0,-100.0
321169,-100.0,-100.0,-100.0
321175,-100.0,-100.0,-100.0
321183,-100.0,-100.0,-100.0
321192,-100.0,-100.0,-100.0
321201,-100.0,-100.0,-100.0
321209,-100.0,-100.0,-100.0
321218,-100.0,-100.0,-100.0
321226,-100.0,-100.0,-100.0
321236,-100.0,-100.0,-100.0
321244,-100.0,-100.0,-100.0
321260,-100.0,-100.0,-100.0
321266,-100.0,-100.0,-100.0
321279,-100.0,-100.0,-100.0
321281,-100.0,-100.0,-100.0
321287,-100.0,-100.0,-100.0
321296,-100.0,-100.0,-100.0
321297,-100.0,-100.0,-100.0
321298,-100.0,-100.0,-100.0
321312,-100.0,-100.0,-100.0
321330,-100.0,-100.0,-100.0
321348,-100.0,-100.0,-100.0
321365,-100.0,-100.0,-100.0
321384,-100.0,-100.0,-100.0
321459,-100.0,-100.0,-100.0
321478,-100.0,-100.0,-100.0
321493,-100.0,-100.0,-100.0
321513,-100.0,-100.0,-100.0
321529,-100.0,-100.0,-100.0
321549,-100.0,-100.0,-100.0
321566,-100.0,-100.0,-100.0
321651,-100.0,-100.0,-100.0
321660,-100.0,-100.0,-100.0
321681,-100.0,-100.0,-100.0
321698,-100.0,-100.0,-100.0
321711,-100.0,-100.0,-100.0
321730,-100.0,-100.0,-100.0
321747,-100.0,-100.0,-100.0
321765,-100.0,-100.0,-100.0
321834,-100.0,-100.0,-100.0
321852,-100.0,-100.0,-100.0
321869,-100.0,-100.0,-100.0
321886,-100.0,-100.0,-100.0
321892,-100.0,-100.0,-100.0
321911,-100.0,-100.0,-100.0
321929,-100.0,-100.0,-100.0
321997,-100.0,-100.0,-100.0
322001,-100.0,-100.0,-100.0
322018,-100.0,-100.0,-100.0
322022,-100.0,-100.0,-100.0
322033,-100.0,-100.0,-100.0
322034,-100.0,-100.0,-100.0
322036,-100.0,-100.0,-100.0
322051,-100.0,-100.0,-100.0
322052,-100.0,-100.0,-100.0
322067,-100.0,-100.0,-100.0
322071,-100.0,-100.0,-100.0
322072,-100.0,-100.0,-100.0
322085,-100.0,-100.0,-100.0
322091,-100.0,-100.0,-100.0
322092,-100.0,-100.0,-100.0
322110,-100.0,-100.0,-100.0
322118,-100.0,-100.0,-100.0
322121,-100.0,-100.0,-100.0
322130,-100.0,-100.0,-100.0
322134,-100.0,-100.0,-100.0
322197,-100.0,-100.0,-100.0
322216,-100.0,-100.0,-100.0
322235,-100.0,-100.0,-100.0
322249,-100.0,-100.0,-100.0
322267,-100.0,-100.0,-100.0
322285,-100.0,-100.0,-100.0
322302,-100.0,-100.0,-100.0
322396,-100.0,-100.0,-100.0
322417,-100.0,-100.0,-100.0
322433,-100.0,-100.0,-100.0
322448,-100.0,-100.0,-100.0
322466,-100.0,-100.0,-100.0
322485,-100.0,-100.0,-100.0
322502,-100.0,-100.0,-100.0
322510,-100.0,-100.0,-100.0
322597,-100.0,-100.0,-100.0
322613,-100.0,-100.0,-100.0
322631,-100.0,-100.0,-100.0
322648,-100.0,-100.0,-100.0
322666,-100.0,-100.0,-100.0
322684,-100.0,-100.0,-100.0
322701,-100.0,-100.0,-100.0
322704,-100.0,-100.0,-100.0
322717,-100.0,-100.0,-100.0
322719,-100.0,-100.0,-100.0
322734,-100.0,-100.0,-100.0
322738,-100.0,-100.0,-100.0
322750,-100.0,-100.0,-100.0
322752,-100.0,-100.0,-100.0
322761,-100.0,-100.0,-100.0
322767,-100.0,-100.0,-100.0
322770,-100.0,-100.0,-100.0
322779,-100.0,-100.0,-100.0
322784,-100.0,-100.0,-100.0
322786,-100.0,-100.0,-100.0
322794,-100.0,-100.0,-100.0
322800,-100.0,-100.0,-100.0
322802,-100.0,-100.0,-100.0
322812,-100.0,-100.0,-100.0
322817,-100.0,-100.0,-100.0
322830,-100.0,-100.0,-100.0
322850,-100.0,-100.0,-100.0
322865,-100.0,-100.0,-100.0
