,A1L7EVNM2HF85,A3ST8XFT4X93K,A3SLISG1IED7T
69824,-100.0,-100.0,-100.0
69827,-100.0,-100.0,-100.0
69840,-100.0,-100.0,-100.0
69844,-100.0,-100.0,-100.0
69859,-100.0,-100.0,-100.0
69920,-100.0,-100.0,-100.0
69927,-100.0,-100.0,-100.0
69938,-100.0,-100.0,-100.0
69946,-100.0,-100.0,-100.0
69956,-100.0,-100.0,-100.0
69963,-100.0,-100.0,-100.0
69973,-100.0,-100.0,-100.0
69980,-100.0,-100.0,-100.0
69992,-100.0,-100.0,-100.0
69998,-100.0,-100.0,-100.0
70008,-100.0,-100.0,-100.0
70016,-100.0,-100.0,-100.0
70022,-100.0,-100.0,-100.0
70025,-100.0,-100.0,-100.0
70041,-100.0,-100.0,-100.0
70044,-100.0,-100.0,-100.0
70057,-100.0,-100.0,-100.0
70060,-100.0,-100.0,-100.0
70078,-100.0,-100.0,-100.0
70155,-100.0,-100.0,-100.0
70162,-100.0,-100.0,-100.0
70172,-100.0,-100.0,-100.0
70180,-100.0,-100.0,-100.0
70191,-100.0,-100.0,-100.0
70197,-100.0,-100.0,-100.0
70207,-100.0,-100.0,-100.0
70216,-100.0,-100.0,-100.0
70223,-100.0,-100.0,-100.0
70225,-100.0,-100.0,-100.0
70243,-100.0,-100.0,-100.0
70244,-100.0,-100.0,-100.0
70257,-100.0,-100.0,-100.0
70261,-100.0,-100.0,-100.0
70276,-100.0,-100.0,-100.0
70278,-100.0,-100.0,-100.0
70286,-100.0,-100.0,-100.0
70292,-100.0,-100.0,-100.0
70310,-100.0,-100.0,-100.0
70372,-100.0,-100.0,-100.0
70379,-100.0,-100.0,-100.0
70389,-100.0,-100.0,-100.0
70397,-100.0,-100.0,-100.0
70415,-100.0,-100.0,-100.0
70424,-100.0,-100.0,-100.0
70434,-100.0,-100.0,-100.0
70442,-100.0,-100.0,-100.0
70449,-100.0,-100.0,-100.0
70455,-100.0,-100.0,-100.0
70460,-100.0,-100.0,-100.0
70473,-100.0,-100.0,-100.0
70477,-100.0,-100.0,-100.0
70491,-100.0,-100.0,-100.0
70495,-100.0,-100.0,-100.0
70508,-100.0,-100.0,-100.0
70519,-100.0,-100.0,-100.0
70525,-100.0,-100.0,-100.0
70607,-100.0,-100.0,-100.0
70612,-100.0,-100.0,-100.0
70624,-100.0,-100.0,-100.0
70631,-100.0,-100.0,-100.0
70648,-100.0,-100.0,-100.0
70655,-100.0,-100.0,-100.0
70658,-100.0,-100.0,-100.0
70672,-100.0,-100.0,-100.0
70691,-100.0,-100.0,-100.0
70694,-100.0,-100.0,-100.0
70708,-100.0,-100.0,-100.0
70711,-100.0,-100.0,-100.0
70718,-100.0,-100.0,-100.0
70725,-100.0,-100.0,-100.0
70736,-100.0,-100.0,-100.0
70743,-100.0,-100.0,-100.0
70830,-100.0,-100.0,-100.0
70841,-100.0,-100.0,-100.0
70848,-100.0,-100.0,-100.0
70857,-100.0,-100.0,-100.0
70865,-100.0,-100.0,-100.0
70874,-100.0,-100.0,-100.0
70889,-100.0,-100.0,-100.0
70893,-100.0,-100.0,-100.0
70906,-100.0,-100.0,-100.0
70910,-100.0,-100.0,-100.0
70924,-100.0,-100.0,-100.0
70929,-100.0,-100.0,-100.0
70941,-100.0,-100.0,-100.0
70942,-100.0,-100.0,-100.0
70952,-100.0,-100.0,-100.0
70964,-100.0,-100.0,-100.0
70988,-100.0,-100.0,-100.0
71056,-100.0,-100.0,-100.0
71075,-100.0,-100.0,-100.0
71093,-100.0,-100.0,-100.0
71110,-100.0,-100.0,-100.0
71128,-100.0,-100.0,-100.0
71129,-100.0,-100.0,-100.0
190954,-100.0,-100.0,-100.0
190984,-100.0,-100.0,-100.0
191018,-100.0,-100.0,-100.0
191029,-100.0,-100.0,-100.0
191052,-100.0,-100.0,-100.0
191061,-100.0,-100.0,-100.0
191081,-100.0,-100.0,-100.0
191112,-100.0,-100.0,-100.0
191131,-100.0,-100.0,-100.0
191139,-100.0,-100.0,-100.0
191159,-100.0,-100.0,-100.0
191182,-100.0,-100.0,-100.0
191205,-100.0,-100.0,-100.0
191216,-100.0,-100.0,-100.0
191254,-100.0,-100.0,-100.0
191256,-100.0,-100.0,-100.0
191275,-100.0,-100.0,-100.0
191310,-100.0,-100.0,-100.0
191327,-100.0,-100.0,-100.0
191336,-100.0,-100.0,-100.0
191355,-100.0,-100.0,-100.0
191364,-100.0,-100.0,-100.0
191380,-100.0,-100.0,-100.0
191394,-100.0,-100.0,-100.0
191429,-100.0,-100.0,-100.0
191459,-100.0,-100.0,-100.0
191485,-100.0,-100.0,-100.0
191495,-100.0,-100.0,-100.0
191508,-100.0,-100.0,-100.0
191523,-100.0,-100.0,-100.0
191543,-100.0,-100.0,-100.0
191577,-100.0,-100.0,-100.0
191593,-100.0,-100.0,-100.0
191604,-100.0,-100.0,-100.0
191624,-100.0,-100.0,-100.0
191650,-100.0,-100.0,-100.0
191679,-100.0,-100.0,-100.0
191709,-100.0,-100.0,-100.0
191730,-100.0,-100.0,-100.0
191744,-100.0,-100.0,-100.0
191780,-100.0,-100.0,-100.0
191794,-100.0,-100.0,-100.0
191815,-100.0,-100.0,-100.0
191848,-100.0,-100.0,-100.0
191891,-100.0,-100.0,-100.0
191907,-100.0,-100.0,-100.0
191924,-100.0,-100.0,-100.0
191934,-100.0,-100.0,-100.0
191952,-100.0,-100.0,-100.0
191980,-100.0,-100.0,-100.0
192002,-100.0,-100.0,-100.0
192013,-100.0,-100.0,-100.0
192033,-100.0,-100.0,-100.0
192040,-100.0,-100.0,-100.0
192074,-100.0,-100.0,-100.0
192084,-100.0,-100.0,-100.0
192101,-100.0,-100.0,-100.0
192108,-100.0,-100.0,-100.0
192147,-100.0,-100.0,-100.0
192179,-100.0,-100.0,-100.0
192220,-100.0,-100.0,-100.0
192228,-100.0,-100.0,-100.0
192242,-100.0,-100.0,-100.0
192256,-100.0,-100.0,-100.0
192281,-100.0,-100.0,-100.0
192287,-100.0,-100.0,-100.0
192353,-100.0,-100.0,-100.0
192376,-100.0,-100.0,-100.0
192417,-100.0,-100.0,-100.0
192447,-100.0,-100.0,-100.0
192472,-100.0,-100.0,-100.0
192481,-100.0,-100.0,-100.0
192500,-100.0,-100.0,-100.0
192508,-100.0,-100.0,-100.0
192533,-100.0,-100.0,-100.0
192543,-100.0,-100.0,-100.0
192591,-100.0,-100.0,-100.0
192600,-100.0,-100.0,-100.0
192621,-100.0,-100.0,-100.0
192647,-100.0,-100.0,-100.0
192686,-100.0,-100.0,-100.0
192695,-100.0,-100.0,-100.0
192712,-100.0,-100.0,-100.0
192731,-100.0,-100.0,-100.0
192762,-100.0,-100.0,-100.0
192767,-100.0,-100.0,-100.0
192808,-100.0,-100.0,-100.0
192845,-100.0,-100.0,-100.0
192893,-100.0,-100.0,-100.0
192924,-100.0,-100.0,-100.0
192965,-100.0,-100.0,-100.0
192973,-100.0,-100.0,-100.0
193013,-100.0,-100.0,-100.0
193045,-100.0,-100.0,-100.0
193088,-100.0,-100.0,-100.0
193114,-100.0,-100.0,-100.0
193158,-100.0,-100.0,-100.0
193165,-100.0,-100.0,-100.0
193194,-100.0,-100.0,-100.0
193206,-100.0,-100.0,-100.0
193225,-100.0,-100.0,-100.0
193244,-100.0,-100.0,-100.0
193287,-100.0,-100.0,-100.0
193293,-100.0,-100.0,-100.0
193330,-100.0,-100.0,-100.0
193340,-100.0,-100.0,-100.0
193360,-100.0,-100.0,-100.0
193382,-100.0,-100.0,-100.0
193395,-100.0,-100.0,-100.0
193407,-100.0,-100.0,-100.0
193442,-100.0,-100.0,-100.0
193465,-100.0,-100.0,-100.0
193488,-100.0,-100.0,-100.0
193511,-100.0,-100.0,-100.0
193531,-100.0,-100.0,-100.0
193538,-100.0,-100.0,-100.0
193559,-100.0,-100.0,-100.0
193570,-100.0,-100.0,-100.0
193586,-100.0,-100.0,-100.0
193598,-100.0,-100.0,-100.0
193620,-100.0,-100.0,-100.0
193642,-100.0,-100.0,-100.0
193661,-100.0,-100.0,-100.0
193669,-100.0,-100.0,-100.0
193690,-100.0,-100.0,-100.0
193712,-100.0,-100.0,-100.0
193731,-100.0,-100.0,-100.0
193738,-100.0,-100.0,-100.0
193762,-100.0,-100.0,-100.0
193781,-100.0,-100.0,-100.0
193813,-100.0,-100.0,-100.0
193815,-100.0,-100.0,-100.0
193831,-100.0,-100.0,-100.0
193848,-100.0,-100.0,-100.0
193892,-100.0,-100.0,-100.0
193916,-100.0,-100.0,-100.0
193955,-100.0,-100.0,-100.0
193981,-100.0,-100.0,-100.0
193999,-100.0,-100.0,-100.0
194005,-100.0,-100.0,-100.0
194026,-100.0,-100.0,-100.0
194041,-100.0,-100.0,-100.0
194059,-100.0,-100.0,-100.0
194066,-100.0,-100.0,-100.0
194085,-100.0,-100.0,-100.0
194091,-100.0,-100.0,-100.0
194092,-100.0,-100.0,-100.0
238213,-100.0,-100.0,-100.0
238233,-100.0,-100.0,-100.0
238246,-100.0,-100.0,-100.0
238263,-100.0,-100.0,-100.0
238265,-100.0,-100.0,-100.0
238279,-100.0,-100.0,-100.0
238281,-100.0,-100.0,-100.0
238296,-100.0,-100.0,-100.0
238298,-100.0,-100.0,-100.0
238313,-100.0,-100.0,-100.0
238317,-100.0,-100.0,-100.0
238329,-100.0,-100.0,-100.0
238331,-100.0,-100.0,-100.0
238346,-100.0,-100.0,-100.0
238348,-100.0,-100.0,-100.0
238363,-100.0,-100.0,-100.0
239679,-100.0,-100.0,-100.0
239696,-100.0,-100.0,-100.0
239698,-100.0,-100.0,-100.0
239712,-100.0,-100.0,-100.0
239714,-100.0,-100.0,-100.0
239729,-100.0,-100.0,-100.0
239733,-100.0,-100.0,-100.0
239745,-100.0,-100.0,-100.0
239748,-100.0,-100.0,-100.0
239762,-100.0,-100.0,-100.0
239764,-100.0,-100.0,-100.0
239779,-100.0,-100.0,-100.0
239781,-100.0,-100.0,-100.0
239795,-100.0,-100.0,-100.0
239798,-100.0,-100.0,-100.0
239813,-100.0,-100.0,-100.0
243311,-100.0,-100.0,-100.0
243328,-100.0,-100.0,-100.0
243331,-100.0,-100.0,-100.0
243344,-100.0,-100.0,-100.0
243347,-100.0,-100.0,-100.0
243361,-100.0,-100.0,-100.0
243364,-100.0,-100.0,-100.0
243377,-100.0,-100.0,-100.0
243381,-100.0,-100.0,-100.0
243394,-100.0,-100.0,-100.0
243398,-100.0,-100.0,-100.0
243411,-100.0,-100.0,-100.0
243413,-100.0,-100.0,-100.0
243428,-100.0,-100.0,-100.0
244144,-100.0,-100.0,-100.0
244161,-100.0,-100.0,-100.0
244164,-100.0,-100.0,-100.0
244177,-100.0,-100.0,-100.0
244180,-100.0,-100.0,-100.0
244194,-100.0,-100.0,-100.0
244197,-100.0,-100.0,-100.0
244211,-100.0,-100.0,-100.0
244213,-100.0,-100.0,-100.0
244227,-100.0,-100.0,-100.0
244232,-100.0,-100.0,-100.0
244244,-100.0,-100.0,-100.0
244247,-100.0,-100.0,-100.0
244261,-100.0,-100.0,-100.0
244744,-100.0,-100.0,-100.0
244761,-100.0,-100.0,-100.0
244764,-100.0,-100.0,-100.0
244777,-100.0,-100.0,-100.0
244780,-100.0,-100.0,-100.0
244794,-100.0,-100.0,-100.0
244798,-100.0,-100.0,-100.0
244810,-100.0,-100.0,-100.0
244814,-100.0,-100.0,-100.0
244827,-100.0,-100.0,-100.0
244830,-100.0,-100.0,-100.0
244844,-100.0,-100.0,-100.0
244851,-100.0,-100.0,-100.0
244860,-100.0,-100.0,-100.0
244863,-100.0,-100.0,-100.0
244877,-100.0,-100.0,-100.0
244881,-100.0,-100.0,-100.0
244893,-100.0,-100.0,-100.0
245961,-100.0,-100.0,-100.0
245977,-100.0,-100.0,-100.0
245981,-100.0,-100.0,-100.0
245993,-100.0,-100.0,-100.0
245996,-100.0,-100.0,-100.0
246010,-100.0,-100.0,-100.0
246012,-100.0,-100.0,-100.0
246027,-100.0,-100.0,-100.0
246031,-100.0,-100.0,-100.0
246043,-100.0,-100.0,-100.0
246046,-100.0,-100.0,-100.0
246061,-100.0,-100.0,-100.0
246067,-100.0,-100.0,-100.0
246077,-100.0,-100.0,-100.0
246082,-100.0,-100.0,-100.0
246093,-100.0,-100.0,-100.0
246096,-100.0,-100.0,-100.0
246110,-100.0,-100.0,-100.0
247177,-100.0,-100.0,-100.0
247193,-100.0,-100.0,-100.0
247196,-100.0,-100.0,-100.0
247209,-100.0,-100.0,-100.0
247211,-100.0,-100.0,-100.0
247226,-100.0,-100.0,-100.0
247229,-100.0,-100.0,-100.0
247243,-100.0,-100.0,-100.0
247246,-100.0,-100.0,-100.0
247259,-100.0,-100.0,-100.0
247262,-100.0,-100.0,-100.0
247276,-100.0,-100.0,-100.0
247278,-100.0,-100.0,-100.0
247293,-100.0,-100.0,-100.0
247297,-100.0,-100.0,-100.0
247309,-100.0,-100.0,-100.0
247313,-100.0,-100.0,-100.0
247326,-100.0,-100.0,-100.0
249443,-100.0,-100.0,-100.0
249459,-100.0,-100.0,-100.0
249462,-100.0,-100.0,-100.0
249475,-100.0,-100.0,-100.0
249478,-100.0,-100.0,-100.0
249493,-100.0,-100.0,-100.0
249501,-100.0,-100.0,-100.0
249509,-100.0,-100.0,-100.0
249511,-100.0,-100.0,-100.0
249525,-100.0,-100.0,-100.0
249528,-100.0,-100.0,-100.0
249542,-100.0,-100.0,-100.0
250192,-100.0,-100.0,-100.0
250209,-100.0,-100.0,-100.0
250212,-100.0,-100.0,-100.0
250225,-100.0,-100.0,-100.0
250228,-100.0,-100.0,-100.0
250242,-100.0,-100.0,-100.0
250246,-100.0,-100.0,-100.0
250259,-100.0,-100.0,-100.0
250261,-100.0,-100.0,-100.0
250275,-100.0,-100.0,-100.0
250278,-100.0,-100.0,-100.0
250292,-100.0,-100.0,-100.0
250295,-100.0,-100.0,-100.0
250309,-100.0,-100.0,-100.0
250509,-100.0,-100.0,-100.0
250525,-100.0,-100.0,-100.0
250528,-100.0,-100.0,-100.0
250542,-100.0,-100.0,-100.0
250544,-100.0,-100.0,-100.0
250558,-100.0,-100.0,-100.0
250561,-100.0,-100.0,-100.0
250575,-100.0,-100.0,-100.0
250579,-100.0,-100.0,-100.0
250592,-100.0,-100.0,-100.0
250595,-100.0,-100.0,-100.0
250608,-100.0,-100.0,-100.0
250612,-100.0,-100.0,-100.0
250625,-100.0,-100.0,-100.0
250629,-100.0,-100.0,-100.0
250642,-100.0,-100.0,-100.0
250649,-100.0,-100.0,-100.0
250658,-100.0,-100.0,-100.0
250910,-100.0,-100.0,-100.0
250925,-100.0,-100.0,-100.0
250928,-100.0,-100.0,-100.0
250942,-100.0,-100.0,-100.0
250949,-100.0,-100.0,-100.0
250958,-100.0,-100.0,-100.0
250962,-100.0,-100.0,-100.0
250975,-100.0,-100.0,-100.0
250978,-100.0,-100.0,-100.0
250992,-100.0,-100.0,-100.0
250996,-100.0,-100.0,-100.0
251008,-100.0,-100.0,-100.0
251012,-100.0,-100.0,-100.0
251025,-100.0,-100.0,-100.0
251028,-100.0,-100.0,-100.0
251042,-100.0,-100.0,-100.0
251277,-100.0,-100.0,-100.0
251294,-100.0,-100.0,-100.0
251300,-100.0,-100.0,-100.0
251325,-100.0,-100.0,-100.0
251328,-100.0,-100.0,-100.0
251341,-100.0,-100.0,-100.0
251345,-100.0,-100.0,-100.0
251358,-100.0,-100.0,-100.0
251361,-100.0,-100.0,-100.0
251375,-100.0,-100.0,-100.0
251378,-100.0,-100.0,-100.0
251391,-100.0,-100.0,-100.0
251708,-100.0,-100.0,-100.0
251725,-100.0,-100.0,-100.0
251728,-100.0,-100.0,-100.0
251741,-100.0,-100.0,-100.0
251744,-100.0,-100.0,-100.0
251758,-100.0,-100.0,-100.0
251760,-100.0,-100.0,-100.0
251774,-100.0,-100.0,-100.0
251776,-100.0,-100.0,-100.0
251791,-100.0,-100.0,-100.0
251793,-100.0,-100.0,-100.0
251808,-100.0,-100.0,-100.0
252275,-100.0,-100.0,-100.0
252291,-100.0,-100.0,-100.0
252294,-100.0,-100.0,-100.0
252308,-100.0,-100.0,-100.0
252310,-100.0,-100.0,-100.0
252324,-100.0,-100.0,-100.0
252328,-100.0,-100.0,-100.0
252341,-100.0,-100.0,-100.0
252343,-100.0,-100.0,-100.0
252358,-100.0,-100.0,-100.0
252365,-100.0,-100.0,-100.0
252374,-100.0,-100.0,-100.0
252377,-100.0,-100.0,-100.0
252391,-100.0,-100.0,-100.0
252393,-100.0,-100.0,-100.0
252408,-100.0,-100.0,-100.0
252415,-100.0,-100.0,-100.0
252424,-100.0,-100.0,-100.0
252942,-100.0,-100.0,-100.0
252961,-100.0,-100.0,-100.0
252966,-100.0,-100.0,-100.0
252991,-100.0,-100.0,-100.0
252995,-100.0,-100.0,-100.0
253007,-100.0,-100.0,-100.0
253010,-100.0,-100.0,-100.0
253024,-100.0,-100.0,-100.0
253026,-100.0,-100.0,-100.0
253041,-100.0,-100.0,-100.0
253042,-100.0,-100.0,-100.0
253057,-100.0,-100.0,-100.0
253060,-100.0,-100.0,-100.0
253074,-100.0,-100.0,-100.0
253078,-100.0,-100.0,-100.0
253091,-100.0,-100.0,-100.0
253092,-100.0,-100.0,-100.0
253108,-100.0,-100.0,-100.0
253358,-100.0,-100.0,-100.0
253375,-100.0,-100.0,-100.0
253377,-100.0,-100.0,-100.0
253391,-100.0,-100.0,-100.0
253393,-100.0,-100.0,-100.0
253407,-100.0,-100.0,-100.0
253411,-100.0,-100.0,-100.0
253424,-100.0,-100.0,-100.0
253425,-100.0,-100.0,-100.0
253441,-100.0,-100.0,-100.0
253444,-100.0,-100.0,-100.0
253457,-100.0,-100.0,-100.0
253459,-100.0,-100.0,-100.0
253474,-100.0,-100.0,-100.0
253476,-100.0,-100.0,-100.0
253491,-100.0,-100.0,-100.0
253493,-100.0,-100.0,-100.0
253509,-100.0,-100.0,-100.0
254207,-100.0,-100.0,-100.0
254224,-100.0,-100.0,-100.0
254227,-100.0,-100.0,-100.0
254240,-100.0,-100.0,-100.0
254243,-100.0,-100.0,-100.0
254257,-100.0,-100.0,-100.0
254259,-100.0,-100.0,-100.0
254274,-100.0,-100.0,-100.0
254276,-100.0,-100.0,-100.0
254290,-100.0,-100.0,-100.0
254293,-100.0,-100.0,-100.0
254307,-100.0,-100.0,-100.0
254625,-100.0,-100.0,-100.0
254641,-100.0,-100.0,-100.0
254644,-100.0,-100.0,-100.0
254657,-100.0,-100.0,-100.0
254661,-100.0,-100.0,-100.0
254674,-100.0,-100.0,-100.0
254675,-100.0,-100.0,-100.0
254690,-100.0,-100.0,-100.0
254692,-100.0,-100.0,-100.0
254707,-100.0,-100.0,-100.0
254710,-100.0,-100.0,-100.0
254724,-100.0,-100.0,-100.0
255040,-100.0,-100.0,-100.0
255058,-100.0,-100.0,-100.0
255061,-100.0,-100.0,-100.0
255073,-100.0,-100.0,-100.0
255077,-100.0,-100.0,-100.0
255090,-100.0,-100.0,-100.0
255091,-100.0,-100.0,-100.0
255107,-100.0,-100.0,-100.0
255108,-100.0,-100.0,-100.0
255123,-100.0,-100.0,-100.0
255125,-100.0,-100.0,-100.0
255140,-100.0,-100.0,-100.0
255357,-100.0,-100.0,-100.0
255374,-100.0,-100.0,-100.0
255378,-100.0,-100.0,-100.0
255390,-100.0,-100.0,-100.0
255392,-100.0,-100.0,-100.0
255407,-100.0,-100.0,-100.0
255410,-100.0,-100.0,-100.0
255424,-100.0,-100.0,-100.0
255434,-100.0,-100.0,-100.0
255473,-100.0,-100.0,-100.0
255474,-100.0,-100.0,-100.0
255490,-100.0,-100.0,-100.0
255924,-100.0,-100.0,-100.0
255940,-100.0,-100.0,-100.0
255943,-100.0,-100.0,-100.0
255956,-100.0,-100.0,-100.0
255958,-100.0,-100.0,-100.0
255973,-100.0,-100.0,-100.0
255975,-100.0,-100.0,-100.0
255991,-100.0,-100.0,-100.0
255998,-100.0,-100.0,-100.0
256006,-100.0,-100.0,-100.0
256009,-100.0,-100.0,-100.0
256023,-100.0,-100.0,-100.0
256025,-100.0,-100.0,-100.0
256040,-100.0,-100.0,-100.0
257057,-100.0,-100.0,-100.0
257073,-100.0,-100.0,-100.0
257076,-100.0,-100.0,-100.0
257089,-100.0,-100.0,-100.0
257091,-100.0,-100.0,-100.0
257106,-100.0,-100.0,-100.0
257108,-100.0,-100.0,-100.0
257124,-100.0,-100.0,-100.0
257131,-100.0,-100.0,-100.0
257140,-100.0,-100.0,-100.0
257143,-100.0,-100.0,-100.0
257156,-100.0,-100.0,-100.0
257158,-100.0,-100.0,-100.0
257173,-100.0,-100.0,-100.0
257623,-100.0,-100.0,-100.0
257640,-100.0,-100.0,-100.0
257643,-100.0,-100.0,-100.0
257656,-100.0,-100.0,-100.0
257664,-100.0,-100.0,-100.0
257673,-100.0,-100.0,-100.0
257675,-100.0,-100.0,-100.0
257689,-100.0,-100.0,-100.0
257691,-100.0,-100.0,-100.0
257706,-100.0,-100.0,-100.0
257708,-100.0,-100.0,-100.0
257723,-100.0,-100.0,-100.0
257726,-100.0,-100.0,-100.0
257739,-100.0,-100.0,-100.0
257743,-100.0,-100.0,-100.0
257756,-100.0,-100.0,-100.0
258339,-100.0,-100.0,-100.0
258356,-100.0,-100.0,-100.0
258359,-100.0,-100.0,-100.0
258372,-100.0,-100.0,-100.0
258374,-100.0,-100.0,-100.0
258389,-100.0,-100.0,-100.0
258392,-100.0,-100.0,-100.0
258405,-100.0,-100.0,-100.0
258411,-100.0,-100.0,-100.0
258422,-100.0,-100.0,-100.0
258426,-100.0,-100.0,-100.0
258439,-100.0,-100.0,-100.0
258440,-100.0,-100.0,-100.0
258455,-100.0,-100.0,-100.0
258457,-100.0,-100.0,-100.0
258472,-100.0,-100.0,-100.0
258474,-100.0,-100.0,-100.0
258489,-100.0,-100.0,-100.0
258640,-100.0,-100.0,-100.0
258657,-100.0,-100.0,-100.0
258660,-100.0,-100.0,-100.0
258672,-100.0,-100.0,-100.0
258674,-100.0,-100.0,-100.0
258689,-100.0,-100.0,-100.0
258692,-100.0,-100.0,-100.0
258705,-100.0,-100.0,-100.0
258707,-100.0,-100.0,-100.0
258722,-100.0,-100.0,-100.0
258725,-100.0,-100.0,-100.0
258739,-100.0,-100.0,-100.0
259006,-100.0,-100.0,-100.0
259023,-100.0,-100.0,-100.0
259025,-100.0,-100.0,-100.0
259039,-100.0,-100.0,-100.0
259041,-100.0,-100.0,-100.0
259055,-100.0,-100.0,-100.0
259059,-100.0,-100.0,-100.0
259072,-100.0,-100.0,-100.0
259075,-100.0,-100.0,-100.0
259089,-100.0,-100.0,-100.0
259091,-100.0,-100.0,-100.0
259105,-100.0,-100.0,-100.0
259107,-100.0,-100.0,-100.0
259122,-100.0,-100.0,-100.0
259124,-100.0,-100.0,-100.0
259139,-100.0,-100.0,-100.0
259908,-100.0,-100.0,-100.0
259925,-100.0,-100.0,-100.0
259930,-100.0,-100.0,-100.0
259939,-100.0,-100.0,-100.0
259941,-100.0,-100.0,-100.0
259955,-100.0,-100.0,-100.0
259957,-100.0,-100.0,-100.0
259972,-100.0,-100.0,-100.0
259974,-100.0,-100.0,-100.0
259989,-100.0,-100.0,-100.0
259995,-100.0,-100.0,-100.0
260005,-100.0,-100.0,-100.0
260010,-100.0,-100.0,-100.0
260022,-100.0,-100.0,-100.0
260024,-100.0,-100.0,-100.0
260039,-100.0,-100.0,-100.0
260041,-100.0,-100.0,-100.0
260055,-100.0,-100.0,-100.0
260339,-100.0,-100.0,-100.0
260355,-100.0,-100.0,-100.0
260358,-100.0,-100.0,-100.0
260372,-100.0,-100.0,-100.0
260375,-100.0,-100.0,-100.0
260389,-100.0,-100.0,-100.0
260391,-100.0,-100.0,-100.0
260406,-100.0,-100.0,-100.0
260415,-100.0,-100.0,-100.0
260422,-100.0,-100.0,-100.0
260427,-100.0,-100.0,-100.0
260439,-100.0,-100.0,-100.0
260442,-100.0,-100.0,-100.0
260456,-100.0,-100.0,-100.0
260466,-100.0,-100.0,-100.0
260472,-100.0,-100.0,-100.0
260475,-100.0,-100.0,-100.0
260488,-100.0,-100.0,-100.0
261372,-100.0,-100.0,-100.0
261388,-100.0,-100.0,-100.0
261391,-100.0,-100.0,-100.0
261405,-100.0,-100.0,-100.0
261407,-100.0,-100.0,-100.0
261421,-100.0,-100.0,-100.0
261425,-100.0,-100.0,-100.0
261439,-100.0,-100.0,-100.0
261445,-100.0,-100.0,-100.0
261472,-100.0,-100.0,-100.0
261475,-100.0,-100.0,-100.0
261488,-100.0,-100.0,-100.0
261491,-100.0,-100.0,-100.0
261505,-100.0,-100.0,-100.0
261871,-100.0,-100.0,-100.0
261888,-100.0,-100.0,-100.0
261891,-100.0,-100.0,-100.0
261905,-100.0,-100.0,-100.0
261906,-100.0,-100.0,-100.0
261921,-100.0,-100.0,-100.0
261924,-100.0,-100.0,-100.0
261938,-100.0,-100.0,-100.0
261939,-100.0,-100.0,-100.0
261955,-100.0,-100.0,-100.0
262105,-100.0,-100.0,-100.0
262122,-100.0,-100.0,-100.0
262124,-100.0,-100.0,-100.0
262138,-100.0,-100.0,-100.0
262139,-100.0,-100.0,-100.0
262154,-100.0,-100.0,-100.0
262156,-100.0,-100.0,-100.0
262171,-100.0,-100.0,-100.0
262174,-100.0,-100.0,-100.0
262188,-100.0,-100.0,-100.0
262189,-100.0,-100.0,-100.0
262204,-100.0,-100.0,-100.0
262206,-100.0,-100.0,-100.0
262221,-100.0,-100.0,-100.0
262222,-100.0,-100.0,-100.0
262238,-100.0,-100.0,-100.0
262265,-100.0,-100.0,-100.0
262287,-100.0,-100.0,-100.0
262311,-100.0,-100.0,-100.0
262321,-100.0,-100.0,-100.0
262338,-100.0,-100.0,-100.0
262341,-100.0,-100.0,-100.0
262348,-100.0,-100.0,-100.0
262354,-100.0,-100.0,-100.0
262356,-100.0,-100.0,-100.0
262363,-100.0,-100.0,-100.0
262371,-100.0,-100.0,-100.0
262372,-100.0,-100.0,-100.0
262387,-100.0,-100.0,-100.0
262389,-100.0,-100.0,-100.0
262404,-100.0,-100.0,-100.0
262406,-100.0,-100.0,-100.0
262416,-100.0,-100.0,-100.0
262422,-100.0,-100.0,-100.0
262428,-100.0,-100.0,-100.0
262438,-100.0,-100.0,-100.0
262440,-100.0,-100.0,-100.0
262454,-100.0,-100.0,-100.0
262501,-100.0,-100.0,-100.0
262518,-100.0,-100.0,-100.0
262543,-100.0,-100.0,-100.0
262553,-100.0,-100.0,-100.0
262573,-100.0,-100.0,-100.0
262588,-100.0,-100.0,-100.0
262595,-100.0,-100.0,-100.0
262604,-100.0,-100.0,-100.0
262607,-100.0,-100.0,-100.0
262621,-100.0,-100.0,-100.0
262622,-100.0,-100.0,-100.0
262625,-100.0,-100.0,-100.0
262638,-100.0,-100.0,-100.0
262639,-100.0,-100.0,-100.0
262651,-100.0,-100.0,-100.0
262654,-100.0,-100.0,-100.0
262655,-100.0,-100.0,-100.0
262671,-100.0,-100.0,-100.0
262676,-100.0,-100.0,-100.0
262687,-100.0,-100.0,-100.0
262689,-100.0,-100.0,-100.0
262701,-100.0,-100.0,-100.0
262704,-100.0,-100.0,-100.0
262720,-100.0,-100.0,-100.0
262741,-100.0,-100.0,-100.0
262756,-100.0,-100.0,-100.0
262764,-100.0,-100.0,-100.0
262781,-100.0,-100.0,-100.0
262809,-100.0,-100.0,-100.0
262825,-100.0,-100.0,-100.0
262842,-100.0,-100.0,-100.0
262895,-100.0,-100.0,-100.0
262914,-100.0,-100.0,-100.0
262935,-100.0,-100.0,-100.0
262952,-100.0,-100.0,-100.0
262968,-100.0,-100.0,-100.0
262980,-100.0,-100.0,-100.0
262998,-100.0,-100.0,-100.0
263083,-100.0,-100.0,-100.0
263088,-100.0,-100.0,-100.0
