,A141CB4BKDYKD,AOSBRJKYSSGDA_x,AOEGJLWFISOZQ,AW62F9SMXXTFH,ACM1CEGHXTKZP
51694,-100.0,-100.0,-100.0,-100.0,-100.0
51722,-100.0,-100.0,-100.0,-100.0,-100.0
51756,-100.0,-100.0,-100.0,-100.0,-100.0
51811,-100.0,-100.0,-100.0,-100.0,-100.0
51846,-100.0,-100.0,-100.0,-100.0,-100.0
51877,-100.0,-100.0,-100.0,-100.0,-100.0
51911,-100.0,-100.0,-100.0,-100.0,-100.0
51942,-100.0,-100.0,-100.0,-100.0,-100.0
51968,-100.0,-100.0,-100.0,-100.0,-100.0
52014,-100.0,-100.0,-100.0,-100.0,-100.0
52032,-100.0,-100.0,-100.0,-100.0,-100.0
52033,-100.0,-100.0,-100.0,-100.0,-100.0
52061,-100.0,-100.0,-100.0,-100.0,-100.0
52067,-100.0,-100.0,-100.0,-100.0,-100.0
52071,-100.0,-100.0,-100.0,-100.0,-100.0
52088,-100.0,-100.0,-100.0,-100.0,-100.0
52106,-100.0,-100.0,-100.0,-100.0,-100.0
52126,-100.0,-100.0,-100.0,-100.0,-100.0
52128,-100.0,-100.0,-100.0,-100.0,-100.0
52143,-100.0,-100.0,-100.0,-100.0,-100.0
52177,-100.0,-100.0,-100.0,-100.0,-100.0
52211,-100.0,-100.0,-100.0,-100.0,-100.0
52221,-100.0,-100.0,-100.0,-100.0,-100.0
52246,-100.0,-100.0,-100.0,-100.0,-100.0
52247,-100.0,-100.0,-100.0,-100.0,-100.0
52260,-100.0,-100.0,-100.0,-100.0,-100.0
52264,-100.0,-100.0,-100.0,-100.0,-100.0
52277,-100.0,-100.0,-100.0,-100.0,-100.0
52280,-100.0,-100.0,-100.0,-100.0,-100.0
52300,-100.0,-100.0,-100.0,-100.0,-100.0
52302,-100.0,-100.0,-100.0,-100.0,-100.0
52311,-100.0,-100.0,-100.0,-100.0,-100.0
52312,-100.0,-100.0,-100.0,-100.0,-100.0
52344,-100.0,-100.0,-100.0,-100.0,-100.0
52348,-100.0,-100.0,-100.0,-100.0,-100.0
52366,-100.0,-100.0,-100.0,-100.0,-100.0
52379,-100.0,-100.0,-100.0,-100.0,-100.0
52403,-100.0,-100.0,-100.0,-100.0,-100.0
52439,-100.0,-100.0,-100.0,-100.0,-100.0
52463,-100.0,-100.0,-100.0,-100.0,-100.0
52499,-100.0,-100.0,-100.0,-100.0,-100.0
52519,-100.0,-100.0,-100.0,-100.0,-100.0
52534,-100.0,-100.0,-100.0,-100.0,-100.0
52536,-100.0,-100.0,-100.0,-100.0,-100.0
52552,-100.0,-100.0,-100.0,-100.0,-100.0
52570,-100.0,-100.0,-100.0,-100.0,-100.0
52591,-100.0,-100.0,-100.0,-100.0,-100.0
52596,-100.0,-100.0,-100.0,-100.0,-100.0
52620,-100.0,-100.0,-100.0,-100.0,-100.0
52628,-100.0,-100.0,-100.0,-100.0,-100.0
52653,-100.0,-100.0,-100.0,-100.0,-100.0
52691,-100.0,-100.0,-100.0,-100.0,-100.0
52724,-100.0,-100.0,-100.0,-100.0,-100.0
52747,-100.0,-100.0,-100.0,-100.0,-100.0
52782,-100.0,-100.0,-100.0,-100.0,-100.0
52887,-100.0,-100.0,-100.0,-100.0,-100.0
52907,-100.0,-100.0,-100.0,-100.0,-100.0
52936,-100.0,-100.0,-100.0,-100.0,-100.0
52937,-100.0,-100.0,-100.0,-100.0,-100.0
52971,-100.0,-100.0,-100.0,-100.0,-100.0
52980,-100.0,-100.0,-100.0,-100.0,-100.0
53001,-100.0,-100.0,-100.0,-100.0,-100.0
53008,-100.0,-100.0,-100.0,-100.0,-100.0
53054,-100.0,-100.0,-100.0,-100.0,-100.0
53082,-100.0,-100.0,-100.0,-100.0,-100.0
53091,-100.0,-100.0,-100.0,-100.0,-100.0
53098,-100.0,-100.0,-100.0,-100.0,-100.0
53127,-100.0,-100.0,-100.0,-100.0,-100.0
53130,-100.0,-100.0,-100.0,-100.0,-100.0
53159,-100.0,-100.0,-100.0,-100.0,-100.0
53169,-100.0,-100.0,-100.0,-100.0,-100.0
53193,-100.0,-100.0,-100.0,-100.0,-100.0
53224,-100.0,-100.0,-100.0,-100.0,-100.0
53226,-100.0,-100.0,-100.0,-100.0,-100.0
53249,-100.0,-100.0,-100.0,-100.0,-100.0
53260,-100.0,-100.0,-100.0,-100.0,-100.0
53283,-100.0,-100.0,-100.0,-100.0,-100.0
53312,-100.0,-100.0,-100.0,-100.0,-100.0
53321,-100.0,-100.0,-100.0,-100.0,-100.0
53348,-100.0,-100.0,-100.0,-100.0,-100.0
53367,-100.0,-100.0,-100.0,-100.0,-100.0
53381,-100.0,-100.0,-100.0,-100.0,-100.0
53386,-100.0,-100.0,-100.0,-100.0,-100.0
53404,-100.0,-100.0,-100.0,-100.0,-100.0
53405,-100.0,-100.0,-100.0,-100.0,-100.0
53406,-100.0,-100.0,-100.0,-100.0,-100.0
53423,-100.0,-100.0,-100.0,-100.0,-100.0
53440,-100.0,-100.0,-100.0,-100.0,-100.0
53452,-100.0,-100.0,-100.0,-100.0,-100.0
53458,-100.0,-100.0,-100.0,-100.0,-100.0
53466,-100.0,-100.0,-100.0,-100.0,-100.0
53468,-100.0,-100.0,-100.0,-100.0,-100.0
53472,-100.0,-100.0,-100.0,-100.0,-100.0
53504,-100.0,-100.0,-100.0,-100.0,-100.0
53560,-100.0,-100.0,-100.0,-100.0,-100.0
53565,-100.0,-100.0,-100.0,-100.0,-100.0
53590,-100.0,-100.0,-100.0,-100.0,-100.0
53593,-100.0,-100.0,-100.0,-100.0,-100.0
53618,-100.0,-100.0,-100.0,-100.0,-100.0
53631,-100.0,-100.0,-100.0,-100.0,-100.0
53649,-100.0,-100.0,-100.0,-100.0,-100.0
53661,-100.0,-100.0,-100.0,-100.0,-100.0
53685,-100.0,-100.0,-100.0,-100.0,-100.0
53697,-100.0,-100.0,-100.0,-100.0,-100.0
53726,-100.0,-100.0,-100.0,-100.0,-100.0
53753,-100.0,-100.0,-100.0,-100.0,-100.0
53796,-100.0,-100.0,-100.0,-100.0,-100.0
53797,-100.0,-100.0,-100.0,-100.0,-100.0
53823,-100.0,-100.0,-100.0,-100.0,-100.0
53861,-100.0,-100.0,-100.0,-100.0,-100.0
53872,-100.0,-100.0,-100.0,-100.0,-100.0
53879,-100.0,-100.0,-100.0,-100.0,-100.0
53898,-100.0,-100.0,-100.0,-100.0,-100.0
53939,-100.0,-100.0,-100.0,-100.0,-100.0
53956,-100.0,-100.0,-100.0,-100.0,-100.0
53976,-100.0,-100.0,-100.0,-100.0,-100.0
53989,-100.0,-100.0,-100.0,-100.0,-100.0
54003,-100.0,-100.0,-100.0,-100.0,-100.0
54027,-100.0,-100.0,-100.0,-100.0,-100.0
54044,-100.0,-100.0,-100.0,-100.0,-100.0
54055,-100.0,-100.0,-100.0,-100.0,-100.0
54077,-100.0,-100.0,-100.0,-100.0,-100.0
54087,-100.0,-100.0,-100.0,-100.0,-100.0
54118,-100.0,-100.0,-100.0,-100.0,-100.0
54149,-100.0,-100.0,-100.0,-100.0,-100.0
54160,-100.0,-100.0,-100.0,-100.0,-100.0
54194,-100.0,-100.0,-100.0,-100.0,-100.0
54202,-100.0,-100.0,-100.0,-100.0,-100.0
54217,-100.0,-100.0,-100.0,-100.0,-100.0
54246,-100.0,-100.0,-100.0,-100.0,-100.0
54251,-100.0,-100.0,-100.0,-100.0,-100.0
54278,-100.0,-100.0,-100.0,-100.0,-100.0
54284,-100.0,-100.0,-100.0,-100.0,-100.0
54311,-100.0,-100.0,-100.0,-100.0,-100.0
54328,-100.0,-100.0,-100.0,-100.0,-100.0
54345,-100.0,-100.0,-100.0,-100.0,-100.0
54354,-100.0,-100.0,-100.0,-100.0,-100.0
54368,-100.0,-100.0,-100.0,-100.0,-100.0
54375,-100.0,-100.0,-100.0,-100.0,-100.0
54395,-100.0,-100.0,-100.0,-100.0,-100.0
54420,-100.0,-100.0,-100.0,-100.0,-100.0
54448,-100.0,-100.0,-100.0,-100.0,-100.0
54477,-100.0,-100.0,-100.0,-100.0,-100.0
54483,-100.0,-100.0,-100.0,-100.0,-100.0
54502,-100.0,-100.0,-100.0,-100.0,-100.0
54527,-100.0,-100.0,-100.0,-100.0,-100.0
54543,-100.0,-100.0,-100.0,-100.0,-100.0
54570,-100.0,-100.0,-100.0,-100.0,-100.0
54596,-100.0,-100.0,-100.0,-100.0,-100.0
54613,-100.0,-100.0,-100.0,-100.0,-100.0
54632,-100.0,-100.0,-100.0,-100.0,-100.0
54635,-100.0,-100.0,-100.0,-100.0,-100.0
54662,-100.0,-100.0,-100.0,-100.0,-100.0
54668,-100.0,-100.0,-100.0,-100.0,-100.0
54693,-100.0,-100.0,-100.0,-100.0,-100.0
54694,-100.0,-100.0,-100.0,-100.0,-100.0
54713,-100.0,-100.0,-100.0,-100.0,-100.0
54717,-100.0,-100.0,-100.0,-100.0,-100.0
54747,-100.0,-100.0,-100.0,-100.0,-100.0
54753,-100.0,-100.0,-100.0,-100.0,-100.0
54785,-100.0,-100.0,-100.0,-100.0,-100.0
54791,-100.0,-100.0,-100.0,-100.0,-100.0
54818,-100.0,-100.0,-100.0,-100.0,-100.0
54822,-100.0,-100.0,-100.0,-100.0,-100.0
54841,-100.0,-100.0,-100.0,-100.0,-100.0
54848,-100.0,-100.0,-100.0,-100.0,-100.0
54874,-100.0,-100.0,-100.0,-100.0,-100.0
54878,-100.0,-100.0,-100.0,-100.0,-100.0
54898,-100.0,-100.0,-100.0,-100.0,-100.0
54909,-100.0,-100.0,-100.0,-100.0,-100.0
54942,-100.0,-100.0,-100.0,-100.0,-100.0
54952,-100.0,-100.0,-100.0,-100.0,-100.0
54972,-100.0,-100.0,-100.0,-100.0,-100.0
54976,-100.0,-100.0,-100.0,-100.0,-100.0
54999,-100.0,-100.0,-100.0,-100.0,-100.0
55009,-100.0,-100.0,-100.0,-100.0,-100.0
55032,-100.0,-100.0,-100.0,-100.0,-100.0
55046,-100.0,-100.0,-100.0,-100.0,-100.0
55066,-100.0,-100.0,-100.0,-100.0,-100.0
55082,-100.0,-100.0,-100.0,-100.0,-100.0
55091,-100.0,-100.0,-100.0,-100.0,-100.0
55101,-100.0,-100.0,-100.0,-100.0,-100.0
55132,-100.0,-100.0,-100.0,-100.0,-100.0
55140,-100.0,-100.0,-100.0,-100.0,-100.0
55146,-100.0,-100.0,-100.0,-100.0,-100.0
55154,-100.0,-100.0,-100.0,-100.0,-100.0
55155,-100.0,-100.0,-100.0,-100.0,-100.0
55166,-100.0,-100.0,-100.0,-100.0,-100.0
55191,-100.0,-100.0,-100.0,-100.0,-100.0
55198,-100.0,-100.0,-100.0,-100.0,-100.0
55220,-100.0,-100.0,-100.0,-100.0,-100.0
55232,-100.0,-100.0,-100.0,-100.0,-100.0
55255,-100.0,-100.0,-100.0,-100.0,-100.0
55261,-100.0,-100.0,-100.0,-100.0,-100.0
55294,-100.0,-100.0,-100.0,-100.0,-100.0
55295,-100.0,-100.0,-100.0,-100.0,-100.0
55318,-100.0,-100.0,-100.0,-100.0,-100.0
55327,-100.0,-100.0,-100.0,-100.0,-100.0
55358,-100.0,-100.0,-100.0,-100.0,-100.0
55359,-100.0,-100.0,-100.0,-100.0,-100.0
55388,-100.0,-100.0,-100.0,-100.0,-100.0
55401,-100.0,-100.0,-100.0,-100.0,-100.0
55410,-100.0,-100.0,-100.0,-100.0,-100.0
55427,-100.0,-100.0,-100.0,-100.0,-100.0
55450,-100.0,-100.0,-100.0,-100.0,-100.0
55459,-100.0,-100.0,-100.0,-100.0,-100.0
55469,-100.0,-100.0,-100.0,-100.0,-100.0
55499,-100.0,-100.0,-100.0,-100.0,-100.0
55569,-100.0,-100.0,-100.0,-100.0,-100.0
55611,-100.0,-100.0,-100.0,-100.0,-100.0
55643,-100.0,-100.0,-100.0,-100.0,-100.0
55657,-100.0,-100.0,-100.0,-100.0,-100.0
55676,-100.0,-100.0,-100.0,-100.0,-100.0
55696,-100.0,-100.0,-100.0,-100.0,-100.0
55727,-100.0,-100.0,-100.0,-100.0,-100.0
55763,-100.0,-100.0,-100.0,-100.0,-100.0
55782,-100.0,-100.0,-100.0,-100.0,-100.0
55807,-100.0,-100.0,-100.0,-100.0,-100.0
55824,-100.0,-100.0,-100.0,-100.0,-100.0
55855,-100.0,-100.0,-100.0,-100.0,-100.0
55881,-100.0,-100.0,-100.0,-100.0,-100.0
55922,-100.0,-100.0,-100.0,-100.0,-100.0
55950,-100.0,-100.0,-100.0,-100.0,-100.0
55951,-100.0,-100.0,-100.0,-100.0,-100.0
55964,-100.0,-100.0,-100.0,-100.0,-100.0
55976,-100.0,-100.0,-100.0,-100.0,-100.0
55991,-100.0,-100.0,-100.0,-100.0,-100.0
55999,-100.0,-100.0,-100.0,-100.0,-100.0
56020,-100.0,-100.0,-100.0,-100.0,-100.0
56030,-100.0,-100.0,-100.0,-100.0,-100.0
56056,-100.0,-100.0,-100.0,-100.0,-100.0
56067,-100.0,-100.0,-100.0,-100.0,-100.0
56101,-100.0,-100.0,-100.0,-100.0,-100.0
56117,-100.0,-100.0,-100.0,-100.0,-100.0
56122,-100.0,-100.0,-100.0,-100.0,-100.0
56129,-100.0,-100.0,-100.0,-100.0,-100.0
56154,-100.0,-100.0,-100.0,-100.0,-100.0
56168,-100.0,-100.0,-100.0,-100.0,-100.0
56188,-100.0,-100.0,-100.0,-100.0,-100.0
56189,-100.0,-100.0,-100.0,-100.0,-100.0
56226,-100.0,-100.0,-100.0,-100.0,-100.0
56235,-100.0,-100.0,-100.0,-100.0,-100.0
56250,-100.0,-100.0,-100.0,-100.0,-100.0
56254,-100.0,-100.0,-100.0,-100.0,-100.0
56278,-100.0,-100.0,-100.0,-100.0,-100.0
56286,-100.0,-100.0,-100.0,-100.0,-100.0
56307,-100.0,-100.0,-100.0,-100.0,-100.0
56312,-100.0,-100.0,-100.0,-100.0,-100.0
56347,-100.0,-100.0,-100.0,-100.0,-100.0
56350,-100.0,-100.0,-100.0,-100.0,-100.0
56381,-100.0,-100.0,-100.0,-100.0,-100.0
56415,-100.0,-100.0,-100.0,-100.0,-100.0
56434,-100.0,-100.0,-100.0,-100.0,-100.0
56478,-100.0,-100.0,-100.0,-100.0,-100.0
56486,-100.0,-100.0,-100.0,-100.0,-100.0
56513,-100.0,-100.0,-100.0,-100.0,-100.0
56527,-100.0,-100.0,-100.0,-100.0,-100.0
56536,-100.0,-100.0,-100.0,-100.0,-100.0
56560,-100.0,-100.0,-100.0,-100.0,-100.0
56569,-100.0,-100.0,-100.0,-100.0,-100.0
56589,-100.0,-100.0,-100.0,-100.0,-100.0
56596,-100.0,-100.0,-100.0,-100.0,-100.0
56629,-100.0,-100.0,-100.0,-100.0,-100.0
56634,-100.0,-100.0,-100.0,-100.0,-100.0
56658,-100.0,-100.0,-100.0,-100.0,-100.0
56667,-100.0,-100.0,-100.0,-100.0,-100.0
56677,-100.0,-100.0,-100.0,-100.0,-100.0
56700,-100.0,-100.0,-100.0,-100.0,-100.0
56720,-100.0,-100.0,-100.0,-100.0,-100.0
56722,-100.0,-100.0,-100.0,-100.0,-100.0
56747,-100.0,-100.0,-100.0,-100.0,-100.0
56784,-100.0,-100.0,-100.0,-100.0,-100.0
56830,-100.0,-100.0,-100.0,-100.0,-100.0
56847,-100.0,-100.0,-100.0,-100.0,-100.0
56879,-100.0,-100.0,-100.0,-100.0,-100.0
56891,-100.0,-100.0,-100.0,-100.0,-100.0
56908,-100.0,-100.0,-100.0,-100.0,-100.0
56941,-100.0,-100.0,-100.0,-100.0,-100.0
56979,-100.0,-100.0,-100.0,-100.0,-100.0
56990,-100.0,-100.0,-100.0,-100.0,-100.0
57011,-100.0,-100.0,-100.0,-100.0,-100.0
57012,-100.0,-100.0,-100.0,-100.0,-100.0
57040,-100.0,-100.0,-100.0,-100.0,-100.0
57052,-100.0,-100.0,-100.0,-100.0,-100.0
57074,-100.0,-100.0,-100.0,-100.0,-100.0
57092,-100.0,-100.0,-100.0,-100.0,-100.0
57117,-100.0,-100.0,-100.0,-100.0,-100.0
57130,-100.0,-100.0,-100.0,-100.0,-100.0
57141,-100.0,-100.0,-100.0,-100.0,-100.0
57143,-100.0,-100.0,-100.0,-100.0,-100.0
57145,-100.0,-100.0,-100.0,-100.0,-100.0
57157,-100.0,-100.0,-100.0,-100.0,-100.0
57190,-100.0,-100.0,-100.0,-100.0,-100.0
57192,-100.0,-100.0,-100.0,-100.0,-100.0
57199,-100.0,-100.0,-100.0,-100.0,-100.0
57208,-100.0,-100.0,-100.0,-100.0,-100.0
57227,-100.0,-100.0,-100.0,-100.0,-100.0
57245,-100.0,-100.0,-100.0,-100.0,-100.0
57260,-100.0,-100.0,-100.0,-100.0,-100.0
57304,-100.0,-100.0,-100.0,-100.0,-100.0
57307,-100.0,-100.0,-100.0,-100.0,-100.0
57356,-100.0,-100.0,-100.0,-100.0,-100.0
57387,-100.0,-100.0,-100.0,-100.0,-100.0
57389,-100.0,-100.0,-100.0,-100.0,-100.0
57404,-100.0,-100.0,-100.0,-100.0,-100.0
57405,-100.0,-100.0,-100.0,-100.0,-100.0
57428,-100.0,-100.0,-100.0,-100.0,-100.0
57438,-100.0,-100.0,-100.0,-100.0,-100.0
57464,-100.0,-100.0,-100.0,-100.0,-100.0
57472,-100.0,-100.0,-100.0,-100.0,-100.0
57504,-100.0,-100.0,-100.0,-100.0,-100.0
57506,-100.0,-100.0,-100.0,-100.0,-100.0
57534,-100.0,-100.0,-100.0,-100.0,-100.0
57537,-100.0,-100.0,-100.0,-100.0,-100.0
57562,-100.0,-100.0,-100.0,-100.0,-100.0
57571,-100.0,-100.0,-100.0,-100.0,-100.0
57595,-100.0,-100.0,-100.0,-100.0,-100.0
57618,-100.0,-100.0,-100.0,-100.0,-100.0
57640,-100.0,-100.0,-100.0,-100.0,-100.0
57658,-100.0,-100.0,-100.0,-100.0,-100.0
57662,-100.0,-100.0,-100.0,-100.0,-100.0
57697,-100.0,-100.0,-100.0,-100.0,-100.0
57709,-100.0,-100.0,-100.0,-100.0,-100.0
57730,-100.0,-100.0,-100.0,-100.0,-100.0
57767,-100.0,-100.0,-100.0,-100.0,-100.0
57809,-100.0,-100.0,-100.0,-100.0,-100.0
57851,-100.0,-100.0,-100.0,-100.0,-100.0
57865,-100.0,-100.0,-100.0,-100.0,-100.0
57893,-100.0,-100.0,-100.0,-100.0,-100.0
57907,-100.0,-100.0,-100.0,-100.0,-100.0
57934,-100.0,-100.0,-100.0,-100.0,-100.0
57954,-100.0,-100.0,-100.0,-100.0,-100.0
57973,-100.0,-100.0,-100.0,-100.0,-100.0
57983,-100.0,-100.0,-100.0,-100.0,-100.0
58042,-100.0,-100.0,-100.0,-100.0,-100.0
58073,-100.0,-100.0,-100.0,-100.0,-100.0
58078,-100.0,-100.0,-100.0,-100.0,-100.0
58088,-100.0,-100.0,-100.0,-100.0,-100.0
58099,-100.0,-100.0,-100.0,-100.0,-100.0
58118,-100.0,-100.0,-100.0,-100.0,-100.0
58134,-100.0,-100.0,-100.0,-100.0,-100.0
58139,-100.0,-100.0,-100.0,-100.0,-100.0
58164,-100.0,-100.0,-100.0,-100.0,-100.0
58178,-100.0,-100.0,-100.0,-100.0,-100.0
58189,-100.0,-100.0,-100.0,-100.0,-100.0
58262,-100.0,-100.0,-100.0,-100.0,-100.0
58295,-100.0,-100.0,-100.0,-100.0,-100.0
58374,-100.0,-100.0,-100.0,-100.0,-100.0
58407,-100.0,-100.0,-100.0,-100.0,-100.0
58409,-100.0,-100.0,-100.0,-100.0,-100.0
58442,-100.0,-100.0,-100.0,-100.0,-100.0
58516,-100.0,-100.0,-100.0,-100.0,-100.0
58551,-100.0,-100.0,-100.0,-100.0,-100.0
58557,-100.0,-100.0,-100.0,-100.0,-100.0
58571,-100.0,-100.0,-100.0,-100.0,-100.0
58584,-100.0,-100.0,-100.0,-100.0,-100.0
58587,-100.0,-100.0,-100.0,-100.0,-100.0
58597,-100.0,-100.0,-100.0,-100.0,-100.0
58602,-100.0,-100.0,-100.0,-100.0,-100.0
58634,-100.0,-100.0,-100.0,-100.0,-100.0
58658,-100.0,-100.0,-100.0,-100.0,-100.0
58704,-100.0,-100.0,-100.0,-100.0,-100.0
58726,-100.0,-100.0,-100.0,-100.0,-100.0
58777,-100.0,-100.0,-100.0,-100.0,-100.0
58806,-100.0,-100.0,-100.0,-100.0,-100.0
58881,-100.0,-100.0,-100.0,-100.0,-100.0
58887,-100.0,-100.0,-100.0,-100.0,-100.0
58907,-100.0,-100.0,-100.0,-100.0,-100.0
58913,-100.0,-100.0,-100.0,-100.0,-100.0
58941,-100.0,-100.0,-100.0,-100.0,-100.0
58951,-100.0,-100.0,-100.0,-100.0,-100.0
58952,-100.0,-100.0,-100.0,-100.0,-100.0
58982,-100.0,-100.0,-100.0,-100.0,-100.0
59010,-100.0,-100.0,-100.0,-100.0,-100.0
59038,-100.0,-100.0,-100.0,-100.0,-100.0
59047,-100.0,-100.0,-100.0,-100.0,-100.0
59074,-100.0,-100.0,-100.0,-100.0,-100.0
59083,-100.0,-100.0,-100.0,-100.0,-100.0
59107,-100.0,-100.0,-100.0,-100.0,-100.0
59154,-100.0,-100.0,-100.0,-100.0,-100.0
59161,-100.0,-100.0,-100.0,-100.0,-100.0
59177,-100.0,-100.0,-100.0,-100.0,-100.0
59191,-100.0,-100.0,-100.0,-100.0,-100.0
59195,-100.0,-100.0,-100.0,-100.0,-100.0
59222,-100.0,-100.0,-100.0,-100.0,-100.0
59294,-100.0,-100.0,-100.0,-100.0,-100.0
59310,-100.0,-100.0,-100.0,-100.0,-100.0
59351,-100.0,-100.0,-100.0,-100.0,-100.0
59364,-100.0,-100.0,-100.0,-100.0,-100.0
59385,-100.0,-100.0,-100.0,-100.0,-100.0
59391,-100.0,-100.0,-100.0,-100.0,-100.0
59392,-100.0,-100.0,-100.0,-100.0,-100.0
59393,-100.0,-100.0,-100.0,-100.0,-100.0
59422,-100.0,-100.0,-100.0,-100.0,-100.0
59435,-100.0,-100.0,-100.0,-100.0,-100.0
59458,-100.0,-100.0,-100.0,-100.0,-100.0
59489,-100.0,-100.0,-100.0,-100.0,-100.0
59526,-100.0,-100.0,-100.0,-100.0,-100.0
59553,-100.0,-100.0,-100.0,-100.0,-100.0
59600,-100.0,-100.0,-100.0,-100.0,-100.0
59615,-100.0,-100.0,-100.0,-100.0,-100.0
59620,-100.0,-100.0,-100.0,-100.0,-100.0
59669,-100.0,-100.0,-100.0,-100.0,-100.0
59681,-100.0,-100.0,-100.0,-100.0,-100.0
59712,-100.0,-100.0,-100.0,-100.0,-100.0
59782,-100.0,-100.0,-100.0,-100.0,-100.0
59784,-100.0,-100.0,-100.0,-100.0,-100.0
59792,-100.0,-100.0,-100.0,-100.0,-100.0
59797,-100.0,-100.0,-100.0,-100.0,-100.0
59801,-100.0,-100.0,-100.0,-100.0,-100.0
59810,-100.0,-100.0,-100.0,-100.0,-100.0
59819,-100.0,-100.0,-100.0,-100.0,-100.0
59827,-100.0,-100.0,-100.0,-100.0,-100.0
59839,-100.0,-100.0,-100.0,-100.0,-100.0
59843,-100.0,-100.0,-100.0,-100.0,-100.0
59853,-100.0,-100.0,-100.0,-100.0,-100.0
59884,-100.0,-100.0,-100.0,-100.0,-100.0
59910,-100.0,-100.0,-100.0,-100.0,-100.0
59922,-100.0,-100.0,-100.0,-100.0,-100.0
59976,-100.0,-100.0,-100.0,-100.0,-100.0
60020,-100.0,-100.0,-100.0,-100.0,-100.0
60046,-100.0,-100.0,-100.0,-100.0,-100.0
60082,-100.0,-100.0,-100.0,-100.0,-100.0
60359,-100.0,-100.0,-100.0,-100.0,-100.0
60386,-100.0,-100.0,-100.0,-100.0,-100.0
60397,-100.0,-100.0,-100.0,-100.0,-100.0
60419,-100.0,-100.0,-100.0,-100.0,-100.0
60444,-100.0,-100.0,-100.0,-100.0,-100.0
60460,-100.0,-100.0,-100.0,-100.0,-100.0
60477,-100.0,-100.0,-100.0,-100.0,-100.0
60490,-100.0,-100.0,-100.0,-100.0,-100.0
60543,-100.0,-100.0,-100.0,-100.0,-100.0
60544,-100.0,-100.0,-100.0,-100.0,-100.0
60548,-100.0,-100.0,-100.0,-100.0,-100.0
60564,-100.0,-100.0,-100.0,-100.0,-100.0
60576,-100.0,-100.0,-100.0,-100.0,-100.0
60588,-100.0,-100.0,-100.0,-100.0,-100.0
60599,-100.0,-100.0,-100.0,-100.0,-100.0
60619,-100.0,-100.0,-100.0,-100.0,-100.0
60628,-100.0,-100.0,-100.0,-100.0,-100.0
60637,-100.0,-100.0,-100.0,-100.0,-100.0
60648,-100.0,-100.0,-100.0,-100.0,-100.0
60663,-100.0,-100.0,-100.0,-100.0,-100.0
60729,-100.0,-100.0,-100.0,-100.0,-100.0
60766,-100.0,-100.0,-100.0,-100.0,-100.0
60790,-100.0,-100.0,-100.0,-100.0,-100.0
60827,-100.0,-100.0,-100.0,-100.0,-100.0
60890,-100.0,-100.0,-100.0,-100.0,-100.0
60931,-100.0,-100.0,-100.0,-100.0,-100.0
61034,-100.0,-100.0,-100.0,-100.0,-100.0
61050,-100.0,-100.0,-100.0,-100.0,-100.0
61091,-100.0,-100.0,-100.0,-100.0,-100.0
61098,-100.0,-100.0,-100.0,-100.0,-100.0
61121,-100.0,-100.0,-100.0,-100.0,-100.0
61133,-100.0,-100.0,-100.0,-100.0,-100.0
61138,-100.0,-100.0,-100.0,-100.0,-100.0
61163,-100.0,-100.0,-100.0,-100.0,-100.0
61166,-100.0,-100.0,-100.0,-100.0,-100.0
61174,-100.0,-100.0,-100.0,-100.0,-100.0
61228,-100.0,-100.0,-100.0,-100.0,-100.0
61234,-100.0,-100.0,-100.0,-100.0,-100.0
61244,-100.0,-100.0,-100.0,-100.0,-100.0
61303,-100.0,-100.0,-100.0,-100.0,-100.0
61323,-100.0,-100.0,-100.0,-100.0,-100.0
61325,-100.0,-100.0,-100.0,-100.0,-100.0
61352,-100.0,-100.0,-100.0,-100.0,-100.0
61387,-100.0,-100.0,-100.0,-100.0,-100.0
61401,-100.0,-100.0,-100.0,-100.0,-100.0
61472,-100.0,-100.0,-100.0,-100.0,-100.0
61525,-100.0,-100.0,-100.0,-100.0,-100.0
61568,-100.0,-100.0,-100.0,-100.0,-100.0
61635,-100.0,-100.0,-100.0,-100.0,-100.0
61648,-100.0,-100.0,-100.0,-100.0,-100.0
61666,-100.0,-100.0,-100.0,-100.0,-100.0
61703,-100.0,-100.0,-100.0,-100.0,-100.0
61722,-100.0,-100.0,-100.0,-100.0,-100.0
61759,-100.0,-100.0,-100.0,-100.0,-100.0
61773,-100.0,-100.0,-100.0,-100.0,-100.0
61798,-100.0,-100.0,-100.0,-100.0,-100.0
61892,-100.0,-100.0,-100.0,-100.0,-100.0
61922,-100.0,-100.0,-100.0,-100.0,-100.0
61950,-100.0,-100.0,-100.0,-100.0,-100.0
61955,-100.0,-100.0,-100.0,-100.0,-100.0
61995,-100.0,-100.0,-100.0,-100.0,-100.0
62011,-100.0,-100.0,-100.0,-100.0,-100.0
62029,-100.0,-100.0,-100.0,-100.0,-100.0
62034,-100.0,-100.0,-100.0,-100.0,-100.0
62101,-100.0,-100.0,-100.0,-100.0,-100.0
62143,-100.0,-100.0,-100.0,-100.0,-100.0
62170,-100.0,-100.0,-100.0,-100.0,-100.0
62189,-100.0,-100.0,-100.0,-100.0,-100.0
62224,-100.0,-100.0,-100.0,-100.0,-100.0
62323,-100.0,-100.0,-100.0,-100.0,-100.0
62346,-100.0,-100.0,-100.0,-100.0,-100.0
62380,-100.0,-100.0,-100.0,-100.0,-100.0
62393,-100.0,-100.0,-100.0,-100.0,-100.0
62448,-100.0,-100.0,-100.0,-100.0,-100.0
