,A141CB4BKDYKD,AOSBRJKYSSGDA_x,AOEGJLWFISOZQ,AW62F9SMXXTFH,ACM1CEGHXTKZP
148987,-100.0,-100.0,-100.0,-100.0,-100.0
148995,-100.0,-100.0,-100.0,-100.0,-100.0
149013,-100.0,-100.0,-100.0,-100.0,-100.0
149023,-100.0,-100.0,-100.0,-100.0,-100.0
149058,-100.0,-100.0,-100.0,-100.0,-100.0
149084,-100.0,-100.0,-100.0,-100.0,-100.0
149086,-100.0,-100.0,-100.0,-100.0,-100.0
149092,-100.0,-100.0,-100.0,-100.0,-100.0
149118,-100.0,-100.0,-100.0,-100.0,-100.0
149119,-100.0,-100.0,-100.0,-100.0,-100.0
149121,-100.0,-100.0,-100.0,-100.0,-100.0
149134,-100.0,-100.0,-100.0,-100.0,-100.0
149139,-100.0,-100.0,-100.0,-100.0,-100.0
149143,-100.0,-100.0,-100.0,-100.0,-100.0
149198,-100.0,-100.0,-100.0,-100.0,-100.0
149252,-100.0,-100.0,-100.0,-100.0,-100.0
149326,-100.0,-100.0,-100.0,-100.0,-100.0
149383,-100.0,-100.0,-100.0,-100.0,-100.0
149404,-100.0,-100.0,-100.0,-100.0,-100.0
149423,-100.0,-100.0,-100.0,-100.0,-100.0
149449,-100.0,-100.0,-100.0,-100.0,-100.0
149533,-100.0,-100.0,-100.0,-100.0,-100.0
149561,-100.0,-100.0,-100.0,-100.0,-100.0
149570,-100.0,-100.0,-100.0,-100.0,-100.0
149612,-100.0,-100.0,-100.0,-100.0,-100.0
149622,-100.0,-100.0,-100.0,-100.0,-100.0
149655,-100.0,-100.0,-100.0,-100.0,-100.0
149713,-100.0,-100.0,-100.0,-100.0,-100.0
149756,-100.0,-100.0,-100.0,-100.0,-100.0
149758,-100.0,-100.0,-100.0,-100.0,-100.0
149782,-100.0,-100.0,-100.0,-100.0,-100.0
149786,-100.0,-100.0,-100.0,-100.0,-100.0
149809,-100.0,-100.0,-100.0,-100.0,-100.0
149846,-100.0,-100.0,-100.0,-100.0,-100.0
149909,-100.0,-100.0,-100.0,-100.0,-100.0
149934,-100.0,-100.0,-100.0,-100.0,-100.0
149942,-100.0,-100.0,-100.0,-100.0,-100.0
149957,-100.0,-100.0,-100.0,-100.0,-100.0
149969,-100.0,-100.0,-100.0,-100.0,-100.0
149974,-100.0,-100.0,-100.0,-100.0,-100.0
149992,-100.0,-100.0,-100.0,-100.0,-100.0
149995,-100.0,-100.0,-100.0,-100.0,-100.0
150032,-100.0,-100.0,-100.0,-100.0,-100.0
150064,-100.0,-100.0,-100.0,-100.0,-100.0
150081,-100.0,-100.0,-100.0,-100.0,-100.0
150083,-100.0,-100.0,-100.0,-100.0,-100.0
150090,-100.0,-100.0,-100.0,-100.0,-100.0
150102,-100.0,-100.0,-100.0,-100.0,-100.0
150112,-100.0,-100.0,-100.0,-100.0,-100.0
150121,-100.0,-100.0,-100.0,-100.0,-100.0
150151,-100.0,-100.0,-100.0,-100.0,-100.0
150165,-100.0,-100.0,-100.0,-100.0,-100.0
150182,-100.0,-100.0,-100.0,-100.0,-100.0
150201,-100.0,-100.0,-100.0,-100.0,-100.0
150208,-100.0,-100.0,-100.0,-100.0,-100.0
150215,-100.0,-100.0,-100.0,-100.0,-100.0
150216,-100.0,-100.0,-100.0,-100.0,-100.0
150221,-100.0,-100.0,-100.0,-100.0,-100.0
150234,-100.0,-100.0,-100.0,-100.0,-100.0
150261,-100.0,-100.0,-100.0,-100.0,-100.0
150266,-100.0,-100.0,-100.0,-100.0,-100.0
150312,-100.0,-100.0,-100.0,-100.0,-100.0
150319,-100.0,-100.0,-100.0,-100.0,-100.0
150320,-100.0,-100.0,-100.0,-100.0,-100.0
150374,-100.0,-100.0,-100.0,-100.0,-100.0
150385,-100.0,-100.0,-100.0,-100.0,-100.0
150393,-100.0,-100.0,-100.0,-100.0,-100.0
150413,-100.0,-100.0,-100.0,-100.0,-100.0
150436,-100.0,-100.0,-100.0,-100.0,-100.0
150469,-100.0,-100.0,-100.0,-100.0,-100.0
150492,-100.0,-100.0,-100.0,-100.0,-100.0
150504,-100.0,-100.0,-100.0,-100.0,-100.0
150528,-100.0,-100.0,-100.0,-100.0,-100.0
150560,-100.0,-100.0,-100.0,-100.0,-100.0
150567,-100.0,-100.0,-100.0,-100.0,-100.0
150582,-100.0,-100.0,-100.0,-100.0,-100.0
150589,-100.0,-100.0,-100.0,-100.0,-100.0
150601,-100.0,-100.0,-100.0,-100.0,-100.0
150615,-100.0,-100.0,-100.0,-100.0,-100.0
150638,-100.0,-100.0,-100.0,-100.0,-100.0
150654,-100.0,-100.0,-100.0,-100.0,-100.0
150702,-100.0,-100.0,-100.0,-100.0,-100.0
150737,-100.0,-100.0,-100.0,-100.0,-100.0
150743,-100.0,-100.0,-100.0,-100.0,-100.0
150759,-100.0,-100.0,-100.0,-100.0,-100.0
150769,-100.0,-100.0,-100.0,-100.0,-100.0
150789,-100.0,-100.0,-100.0,-100.0,-100.0
150797,-100.0,-100.0,-100.0,-100.0,-100.0
150842,-100.0,-100.0,-100.0,-100.0,-100.0
150857,-100.0,-100.0,-100.0,-100.0,-100.0
150958,-100.0,-100.0,-100.0,-100.0,-100.0
150965,-100.0,-100.0,-100.0,-100.0,-100.0
150984,-100.0,-100.0,-100.0,-100.0,-100.0
151055,-100.0,-100.0,-100.0,-100.0,-100.0
151077,-100.0,-100.0,-100.0,-100.0,-100.0
151090,-100.0,-100.0,-100.0,-100.0,-100.0
151123,-100.0,-100.0,-100.0,-100.0,-100.0
151176,-100.0,-100.0,-100.0,-100.0,-100.0
151183,-100.0,-100.0,-100.0,-100.0,-100.0
151203,-100.0,-100.0,-100.0,-100.0,-100.0
151221,-100.0,-100.0,-100.0,-100.0,-100.0
151223,-100.0,-100.0,-100.0,-100.0,-100.0
151235,-100.0,-100.0,-100.0,-100.0,-100.0
151245,-100.0,-100.0,-100.0,-100.0,-100.0
151334,-100.0,-100.0,-100.0,-100.0,-100.0
151363,-100.0,-100.0,-100.0,-100.0,-100.0
151376,-100.0,-100.0,-100.0,-100.0,-100.0
151393,-100.0,-100.0,-100.0,-100.0,-100.0
151425,-100.0,-100.0,-100.0,-100.0,-100.0
151427,-100.0,-100.0,-100.0,-100.0,-100.0
151441,-100.0,-100.0,-100.0,-100.0,-100.0
151449,-100.0,-100.0,-100.0,-100.0,-100.0
151459,-100.0,-100.0,-100.0,-100.0,-100.0
151484,-100.0,-100.0,-100.0,-100.0,-100.0
151493,-100.0,-100.0,-100.0,-100.0,-100.0
151521,-100.0,-100.0,-100.0,-100.0,-100.0
151530,-100.0,-100.0,-100.0,-100.0,-100.0
151535,-100.0,-100.0,-100.0,-100.0,-100.0
151548,-100.0,-100.0,-100.0,-100.0,-100.0
151574,-100.0,-100.0,-100.0,-100.0,-100.0
151583,-100.0,-100.0,-100.0,-100.0,-100.0
151600,-100.0,-100.0,-100.0,-100.0,-100.0
151621,-100.0,-100.0,-100.0,-100.0,-100.0
151631,-100.0,-100.0,-100.0,-100.0,-100.0
151635,-100.0,-100.0,-100.0,-100.0,-100.0
151643,-100.0,-100.0,-100.0,-100.0,-100.0
151657,-100.0,-100.0,-100.0,-100.0,-100.0
151674,-100.0,-100.0,-100.0,-100.0,-100.0
151679,-100.0,-100.0,-100.0,-100.0,-100.0
151696,-100.0,-100.0,-100.0,-100.0,-100.0
151724,-100.0,-100.0,-100.0,-100.0,-100.0
151725,-100.0,-100.0,-100.0,-100.0,-100.0
151758,-100.0,-100.0,-100.0,-100.0,-100.0
151765,-100.0,-100.0,-100.0,-100.0,-100.0
151785,-100.0,-100.0,-100.0,-100.0,-100.0
151790,-100.0,-100.0,-100.0,-100.0,-100.0
151812,-100.0,-100.0,-100.0,-100.0,-100.0
151848,-100.0,-100.0,-100.0,-100.0,-100.0
151868,-100.0,-100.0,-100.0,-100.0,-100.0
151871,-100.0,-100.0,-100.0,-100.0,-100.0
151900,-100.0,-100.0,-100.0,-100.0,-100.0
151913,-100.0,-100.0,-100.0,-100.0,-100.0
151928,-100.0,-100.0,-100.0,-100.0,-100.0
151951,-100.0,-100.0,-100.0,-100.0,-100.0
151962,-100.0,-100.0,-100.0,-100.0,-100.0
151971,-100.0,-100.0,-100.0,-100.0,-100.0
151999,-100.0,-100.0,-100.0,-100.0,-100.0
152006,-100.0,-100.0,-100.0,-100.0,-100.0
152030,-100.0,-100.0,-100.0,-100.0,-100.0
152079,-100.0,-100.0,-100.0,-100.0,-100.0
152110,-100.0,-100.0,-100.0,-100.0,-100.0
152113,-100.0,-100.0,-100.0,-100.0,-100.0
152141,-100.0,-100.0,-100.0,-100.0,-100.0
152167,-100.0,-100.0,-100.0,-100.0,-100.0
152192,-100.0,-100.0,-100.0,-100.0,-100.0
152203,-100.0,-100.0,-100.0,-100.0,-100.0
152218,-100.0,-100.0,-100.0,-100.0,-100.0
152234,-100.0,-100.0,-100.0,-100.0,-100.0
152241,-100.0,-100.0,-100.0,-100.0,-100.0
152263,-100.0,-100.0,-100.0,-100.0,-100.0
152294,-100.0,-100.0,-100.0,-100.0,-100.0
152320,-100.0,-100.0,-100.0,-100.0,-100.0
152347,-100.0,-100.0,-100.0,-100.0,-100.0
152377,-100.0,-100.0,-100.0,-100.0,-100.0
152398,-100.0,-100.0,-100.0,-100.0,-100.0
152453,-100.0,-100.0,-100.0,-100.0,-100.0
152471,-100.0,-100.0,-100.0,-100.0,-100.0
152474,-100.0,-100.0,-100.0,-100.0,-100.0
152493,-100.0,-100.0,-100.0,-100.0,-100.0
152508,-100.0,-100.0,-100.0,-100.0,-100.0
152529,-100.0,-100.0,-100.0,-100.0,-100.0
152561,-100.0,-100.0,-100.0,-100.0,-100.0
152583,-100.0,-100.0,-100.0,-100.0,-100.0
152596,-100.0,-100.0,-100.0,-100.0,-100.0
152599,-100.0,-100.0,-100.0,-100.0,-100.0
152608,-100.0,-100.0,-100.0,-100.0,-100.0
152628,-100.0,-100.0,-100.0,-100.0,-100.0
152643,-100.0,-100.0,-100.0,-100.0,-100.0
152647,-100.0,-100.0,-100.0,-100.0,-100.0
152655,-100.0,-100.0,-100.0,-100.0,-100.0
152663,-100.0,-100.0,-100.0,-100.0,-100.0
152698,-100.0,-100.0,-100.0,-100.0,-100.0
152702,-100.0,-100.0,-100.0,-100.0,-100.0
152728,-100.0,-100.0,-100.0,-100.0,-100.0
152751,-100.0,-100.0,-100.0,-100.0,-100.0
152767,-100.0,-100.0,-100.0,-100.0,-100.0
152773,-100.0,-100.0,-100.0,-100.0,-100.0
152786,-100.0,-100.0,-100.0,-100.0,-100.0
152804,-100.0,-100.0,-100.0,-100.0,-100.0
152820,-100.0,-100.0,-100.0,-100.0,-100.0
152836,-100.0,-100.0,-100.0,-100.0,-100.0
152849,-100.0,-100.0,-100.0,-100.0,-100.0
152861,-100.0,-100.0,-100.0,-100.0,-100.0
152864,-100.0,-100.0,-100.0,-100.0,-100.0
152870,-100.0,-100.0,-100.0,-100.0,-100.0
152875,-100.0,-100.0,-100.0,-100.0,-100.0
152918,-100.0,-100.0,-100.0,-100.0,-100.0
152936,-100.0,-100.0,-100.0,-100.0,-100.0
152954,-100.0,-100.0,-100.0,-100.0,-100.0
152981,-100.0,-100.0,-100.0,-100.0,-100.0
153002,-100.0,-100.0,-100.0,-100.0,-100.0
153005,-100.0,-100.0,-100.0,-100.0,-100.0
153029,-100.0,-100.0,-100.0,-100.0,-100.0
153043,-100.0,-100.0,-100.0,-100.0,-100.0
153059,-100.0,-100.0,-100.0,-100.0,-100.0
153063,-100.0,-100.0,-100.0,-100.0,-100.0
153065,-100.0,-100.0,-100.0,-100.0,-100.0
153082,-100.0,-100.0,-100.0,-100.0,-100.0
153090,-100.0,-100.0,-100.0,-100.0,-100.0
153103,-100.0,-100.0,-100.0,-100.0,-100.0
153119,-100.0,-100.0,-100.0,-100.0,-100.0
153130,-100.0,-100.0,-100.0,-100.0,-100.0
153148,-100.0,-100.0,-100.0,-100.0,-100.0
153153,-100.0,-100.0,-100.0,-100.0,-100.0
153193,-100.0,-100.0,-100.0,-100.0,-100.0
153217,-100.0,-100.0,-100.0,-100.0,-100.0
153240,-100.0,-100.0,-100.0,-100.0,-100.0
153251,-100.0,-100.0,-100.0,-100.0,-100.0
153277,-100.0,-100.0,-100.0,-100.0,-100.0
153283,-100.0,-100.0,-100.0,-100.0,-100.0
153301,-100.0,-100.0,-100.0,-100.0,-100.0
153308,-100.0,-100.0,-100.0,-100.0,-100.0
153316,-100.0,-100.0,-100.0,-100.0,-100.0
153322,-100.0,-100.0,-100.0,-100.0,-100.0
153343,-100.0,-100.0,-100.0,-100.0,-100.0
153347,-100.0,-100.0,-100.0,-100.0,-100.0
153375,-100.0,-100.0,-100.0,-100.0,-100.0
153405,-100.0,-100.0,-100.0,-100.0,-100.0
153421,-100.0,-100.0,-100.0,-100.0,-100.0
153451,-100.0,-100.0,-100.0,-100.0,-100.0
153457,-100.0,-100.0,-100.0,-100.0,-100.0
153463,-100.0,-100.0,-100.0,-100.0,-100.0
153494,-100.0,-100.0,-100.0,-100.0,-100.0
153497,-100.0,-100.0,-100.0,-100.0,-100.0
153520,-100.0,-100.0,-100.0,-100.0,-100.0
153530,-100.0,-100.0,-100.0,-100.0,-100.0
153535,-100.0,-100.0,-100.0,-100.0,-100.0
153540,-100.0,-100.0,-100.0,-100.0,-100.0
153563,-100.0,-100.0,-100.0,-100.0,-100.0
153570,-100.0,-100.0,-100.0,-100.0,-100.0
153580,-100.0,-100.0,-100.0,-100.0,-100.0
153597,-100.0,-100.0,-100.0,-100.0,-100.0
153617,-100.0,-100.0,-100.0,-100.0,-100.0
153621,-100.0,-100.0,-100.0,-100.0,-100.0
153649,-100.0,-100.0,-100.0,-100.0,-100.0
153659,-100.0,-100.0,-100.0,-100.0,-100.0
153687,-100.0,-100.0,-100.0,-100.0,-100.0
153727,-100.0,-100.0,-100.0,-100.0,-100.0
153728,-100.0,-100.0,-100.0,-100.0,-100.0
153739,-100.0,-100.0,-100.0,-100.0,-100.0
153747,-100.0,-100.0,-100.0,-100.0,-100.0
153754,-100.0,-100.0,-100.0,-100.0,-100.0
153766,-100.0,-100.0,-100.0,-100.0,-100.0
153774,-100.0,-100.0,-100.0,-100.0,-100.0
153776,-100.0,-100.0,-100.0,-100.0,-100.0
153809,-100.0,-100.0,-100.0,-100.0,-100.0
153815,-100.0,-100.0,-100.0,-100.0,-100.0
153843,-100.0,-100.0,-100.0,-100.0,-100.0
153883,-100.0,-100.0,-100.0,-100.0,-100.0
153885,-100.0,-100.0,-100.0,-100.0,-100.0
153912,-100.0,-100.0,-100.0,-100.0,-100.0
153921,-100.0,-100.0,-100.0,-100.0,-100.0
153931,-100.0,-100.0,-100.0,-100.0,-100.0
153953,-100.0,-100.0,-100.0,-100.0,-100.0
153955,-100.0,-100.0,-100.0,-100.0,-100.0
153969,-100.0,-100.0,-100.0,-100.0,-100.0
153996,-100.0,-100.0,-100.0,-100.0,-100.0
154002,-100.0,-100.0,-100.0,-100.0,-100.0
154031,-100.0,-100.0,-100.0,-100.0,-100.0
154035,-100.0,-100.0,-100.0,-100.0,-100.0
154049,-100.0,-100.0,-100.0,-100.0,-100.0
154083,-100.0,-100.0,-100.0,-100.0,-100.0
154109,-100.0,-100.0,-100.0,-100.0,-100.0
154131,-100.0,-100.0,-100.0,-100.0,-100.0
154137,-100.0,-100.0,-100.0,-100.0,-100.0
154144,-100.0,-100.0,-100.0,-100.0,-100.0
154160,-100.0,-100.0,-100.0,-100.0,-100.0
154178,-100.0,-100.0,-100.0,-100.0,-100.0
154183,-100.0,-100.0,-100.0,-100.0,-100.0
154202,-100.0,-100.0,-100.0,-100.0,-100.0
154215,-100.0,-100.0,-100.0,-100.0,-100.0
154238,-100.0,-100.0,-100.0,-100.0,-100.0
154278,-100.0,-100.0,-100.0,-100.0,-100.0
154314,-100.0,-100.0,-100.0,-100.0,-100.0
154326,-100.0,-100.0,-100.0,-100.0,-100.0
154328,-100.0,-100.0,-100.0,-100.0,-100.0
154346,-100.0,-100.0,-100.0,-100.0,-100.0
154349,-100.0,-100.0,-100.0,-100.0,-100.0
154366,-100.0,-100.0,-100.0,-100.0,-100.0
154370,-100.0,-100.0,-100.0,-100.0,-100.0
154371,-100.0,-100.0,-100.0,-100.0,-100.0
154398,-100.0,-100.0,-100.0,-100.0,-100.0
154399,-100.0,-100.0,-100.0,-100.0,-100.0
154426,-100.0,-100.0,-100.0,-100.0,-100.0
154451,-100.0,-100.0,-100.0,-100.0,-100.0
154463,-100.0,-100.0,-100.0,-100.0,-100.0
154500,-100.0,-100.0,-100.0,-100.0,-100.0
154531,-100.0,-100.0,-100.0,-100.0,-100.0
154546,-100.0,-100.0,-100.0,-100.0,-100.0
154554,-100.0,-100.0,-100.0,-100.0,-100.0
154578,-100.0,-100.0,-100.0,-100.0,-100.0
154589,-100.0,-100.0,-100.0,-100.0,-100.0
154624,-100.0,-100.0,-100.0,-100.0,-100.0
154646,-100.0,-100.0,-100.0,-100.0,-100.0
154670,-100.0,-100.0,-100.0,-100.0,-100.0
154680,-100.0,-100.0,-100.0,-100.0,-100.0
154701,-100.0,-100.0,-100.0,-100.0,-100.0
154703,-100.0,-100.0,-100.0,-100.0,-100.0
154734,-100.0,-100.0,-100.0,-100.0,-100.0
154736,-100.0,-100.0,-100.0,-100.0,-100.0
154765,-100.0,-100.0,-100.0,-100.0,-100.0
154769,-100.0,-100.0,-100.0,-100.0,-100.0
154792,-100.0,-100.0,-100.0,-100.0,-100.0
154801,-100.0,-100.0,-100.0,-100.0,-100.0
154833,-100.0,-100.0,-100.0,-100.0,-100.0
154847,-100.0,-100.0,-100.0,-100.0,-100.0
154863,-100.0,-100.0,-100.0,-100.0,-100.0
154901,-100.0,-100.0,-100.0,-100.0,-100.0
154923,-100.0,-100.0,-100.0,-100.0,-100.0
154930,-100.0,-100.0,-100.0,-100.0,-100.0
154959,-100.0,-100.0,-100.0,-100.0,-100.0
154989,-100.0,-100.0,-100.0,-100.0,-100.0
155000,-100.0,-100.0,-100.0,-100.0,-100.0
155021,-100.0,-100.0,-100.0,-100.0,-100.0
155042,-100.0,-100.0,-100.0,-100.0,-100.0
155063,-100.0,-100.0,-100.0,-100.0,-100.0
155078,-100.0,-100.0,-100.0,-100.0,-100.0
155080,-100.0,-100.0,-100.0,-100.0,-100.0
155113,-100.0,-100.0,-100.0,-100.0,-100.0
155151,-100.0,-100.0,-100.0,-100.0,-100.0
155168,-100.0,-100.0,-100.0,-100.0,-100.0
155184,-100.0,-100.0,-100.0,-100.0,-100.0
155212,-100.0,-100.0,-100.0,-100.0,-100.0
155213,-100.0,-100.0,-100.0,-100.0,-100.0
155227,-100.0,-100.0,-100.0,-100.0,-100.0
155237,-100.0,-100.0,-100.0,-100.0,-100.0
155270,-100.0,-100.0,-100.0,-100.0,-100.0
155296,-100.0,-100.0,-100.0,-100.0,-100.0
155303,-100.0,-100.0,-100.0,-100.0,-100.0
155328,-100.0,-100.0,-100.0,-100.0,-100.0
155330,-100.0,-100.0,-100.0,-100.0,-100.0
155357,-100.0,-100.0,-100.0,-100.0,-100.0
155380,-100.0,-100.0,-100.0,-100.0,-100.0
155457,-100.0,-100.0,-100.0,-100.0,-100.0
155482,-100.0,-100.0,-100.0,-100.0,-100.0
155515,-100.0,-100.0,-100.0,-100.0,-100.0
155543,-100.0,-100.0,-100.0,-100.0,-100.0
155546,-100.0,-100.0,-100.0,-100.0,-100.0
155551,-100.0,-100.0,-100.0,-100.0,-100.0
155571,-100.0,-100.0,-100.0,-100.0,-100.0
155581,-100.0,-100.0,-100.0,-100.0,-100.0
155583,-100.0,-100.0,-100.0,-100.0,-100.0
155608,-100.0,-100.0,-100.0,-100.0,-100.0
155616,-100.0,-100.0,-100.0,-100.0,-100.0
155644,-100.0,-100.0,-100.0,-100.0,-100.0
155651,-100.0,-100.0,-100.0,-100.0,-100.0
155659,-100.0,-100.0,-100.0,-100.0,-100.0
155672,-100.0,-100.0,-100.0,-100.0,-100.0
155674,-100.0,-100.0,-100.0,-100.0,-100.0
155696,-100.0,-100.0,-100.0,-100.0,-100.0
155703,-100.0,-100.0,-100.0,-100.0,-100.0
155737,-100.0,-100.0,-100.0,-100.0,-100.0
155766,-100.0,-100.0,-100.0,-100.0,-100.0
155771,-100.0,-100.0,-100.0,-100.0,-100.0
155799,-100.0,-100.0,-100.0,-100.0,-100.0
155804,-100.0,-100.0,-100.0,-100.0,-100.0
155825,-100.0,-100.0,-100.0,-100.0,-100.0
155861,-100.0,-100.0,-100.0,-100.0,-100.0
155866,-100.0,-100.0,-100.0,-100.0,-100.0
155888,-100.0,-100.0,-100.0,-100.0,-100.0
155893,-100.0,-100.0,-100.0,-100.0,-100.0
155917,-100.0,-100.0,-100.0,-100.0,-100.0
155932,-100.0,-100.0,-100.0,-100.0,-100.0
155963,-100.0,-100.0,-100.0,-100.0,-100.0
155993,-100.0,-100.0,-100.0,-100.0,-100.0
156003,-100.0,-100.0,-100.0,-100.0,-100.0
156017,-100.0,-100.0,-100.0,-100.0,-100.0
156035,-100.0,-100.0,-100.0,-100.0,-100.0
156040,-100.0,-100.0,-100.0,-100.0,-100.0
156076,-100.0,-100.0,-100.0,-100.0,-100.0
156091,-100.0,-100.0,-100.0,-100.0,-100.0
156105,-100.0,-100.0,-100.0,-100.0,-100.0
156110,-100.0,-100.0,-100.0,-100.0,-100.0
156130,-100.0,-100.0,-100.0,-100.0,-100.0
156138,-100.0,-100.0,-100.0,-100.0,-100.0
156163,-100.0,-100.0,-100.0,-100.0,-100.0
156176,-100.0,-100.0,-100.0,-100.0,-100.0
156198,-100.0,-100.0,-100.0,-100.0,-100.0
156237,-100.0,-100.0,-100.0,-100.0,-100.0
156239,-100.0,-100.0,-100.0,-100.0,-100.0
156259,-100.0,-100.0,-100.0,-100.0,-100.0
156265,-100.0,-100.0,-100.0,-100.0,-100.0
156294,-100.0,-100.0,-100.0,-100.0,-100.0
156295,-100.0,-100.0,-100.0,-100.0,-100.0
156322,-100.0,-100.0,-100.0,-100.0,-100.0
156331,-100.0,-100.0,-100.0,-100.0,-100.0
156333,-100.0,-100.0,-100.0,-100.0,-100.0
156347,-100.0,-100.0,-100.0,-100.0,-100.0
156355,-100.0,-100.0,-100.0,-100.0,-100.0
156360,-100.0,-100.0,-100.0,-100.0,-100.0
156387,-100.0,-100.0,-100.0,-100.0,-100.0
156402,-100.0,-100.0,-100.0,-100.0,-100.0
156421,-100.0,-100.0,-100.0,-100.0,-100.0
156424,-100.0,-100.0,-100.0,-100.0,-100.0
156453,-100.0,-100.0,-100.0,-100.0,-100.0
156469,-100.0,-100.0,-100.0,-100.0,-100.0
156473,-100.0,-100.0,-100.0,-100.0,-100.0
156513,-100.0,-100.0,-100.0,-100.0,-100.0
156526,-100.0,-100.0,-100.0,-100.0,-100.0
156532,-100.0,-100.0,-100.0,-100.0,-100.0
156542,-100.0,-100.0,-100.0,-100.0,-100.0
156543,-100.0,-100.0,-100.0,-100.0,-100.0
156545,-100.0,-100.0,-100.0,-100.0,-100.0
156583,-100.0,-100.0,-100.0,-100.0,-100.0
156588,-100.0,-100.0,-100.0,-100.0,-100.0
156613,-100.0,-100.0,-100.0,-100.0,-100.0
156624,-100.0,-100.0,-100.0,-100.0,-100.0
156646,-100.0,-100.0,-100.0,-100.0,-100.0
156664,-100.0,-100.0,-100.0,-100.0,-100.0
156669,-100.0,-100.0,-100.0,-100.0,-100.0
156705,-100.0,-100.0,-100.0,-100.0,-100.0
156721,-100.0,-100.0,-100.0,-100.0,-100.0
156739,-100.0,-100.0,-100.0,-100.0,-100.0
156766,-100.0,-100.0,-100.0,-100.0,-100.0
156774,-100.0,-100.0,-100.0,-100.0,-100.0
156787,-100.0,-100.0,-100.0,-100.0,-100.0
156803,-100.0,-100.0,-100.0,-100.0,-100.0
156851,-100.0,-100.0,-100.0,-100.0,-100.0
156862,-100.0,-100.0,-100.0,-100.0,-100.0
156869,-100.0,-100.0,-100.0,-100.0,-100.0
156879,-100.0,-100.0,-100.0,-100.0,-100.0
156921,-100.0,-100.0,-100.0,-100.0,-100.0
156940,-100.0,-100.0,-100.0,-100.0,-100.0
156943,-100.0,-100.0,-100.0,-100.0,-100.0
156955,-100.0,-100.0,-100.0,-100.0,-100.0
156961,-100.0,-100.0,-100.0,-100.0,-100.0
156972,-100.0,-100.0,-100.0,-100.0,-100.0
156975,-100.0,-100.0,-100.0,-100.0,-100.0
156977,-100.0,-100.0,-100.0,-100.0,-100.0
156997,-100.0,-100.0,-100.0,-100.0,-100.0
157012,-100.0,-100.0,-100.0,-100.0,-100.0
157023,-100.0,-100.0,-100.0,-100.0,-100.0
157043,-100.0,-100.0,-100.0,-100.0,-100.0
157074,-100.0,-100.0,-100.0,-100.0,-100.0
157082,-100.0,-100.0,-100.0,-100.0,-100.0
157096,-100.0,-100.0,-100.0,-100.0,-100.0
157116,-100.0,-100.0,-100.0,-100.0,-100.0
157132,-100.0,-100.0,-100.0,-100.0,-100.0
157164,-100.0,-100.0,-100.0,-100.0,-100.0
157195,-100.0,-100.0,-100.0,-100.0,-100.0
157197,-100.0,-100.0,-100.0,-100.0,-100.0
157207,-100.0,-100.0,-100.0,-100.0,-100.0
157230,-100.0,-100.0,-100.0,-100.0,-100.0
157235,-100.0,-100.0,-100.0,-100.0,-100.0
157254,-100.0,-100.0,-100.0,-100.0,-100.0
157280,-100.0,-100.0,-100.0,-100.0,-100.0
157287,-100.0,-100.0,-100.0,-100.0,-100.0
157291,-100.0,-100.0,-100.0,-100.0,-100.0
157321,-100.0,-100.0,-100.0,-100.0,-100.0
157352,-100.0,-100.0,-100.0,-100.0,-100.0
157355,-100.0,-100.0,-100.0,-100.0,-100.0
157387,-100.0,-100.0,-100.0,-100.0,-100.0
157391,-100.0,-100.0,-100.0,-100.0,-100.0
157410,-100.0,-100.0,-100.0,-100.0,-100.0
157416,-100.0,-100.0,-100.0,-100.0,-100.0
157424,-100.0,-100.0,-100.0,-100.0,-100.0
157441,-100.0,-100.0,-100.0,-100.0,-100.0
157453,-100.0,-100.0,-100.0,-100.0,-100.0
157475,-100.0,-100.0,-100.0,-100.0,-100.0
157476,-100.0,-100.0,-100.0,-100.0,-100.0
157482,-100.0,-100.0,-100.0,-100.0,-100.0
157511,-100.0,-100.0,-100.0,-100.0,-100.0
157532,-100.0,-100.0,-100.0,-100.0,-100.0
157544,-100.0,-100.0,-100.0,-100.0,-100.0
157545,-100.0,-100.0,-100.0,-100.0,-100.0
157577,-100.0,-100.0,-100.0,-100.0,-100.0
157590,-100.0,-100.0,-100.0,-100.0,-100.0
157605,-100.0,-100.0,-100.0,-100.0,-100.0
157613,-100.0,-100.0,-100.0,-100.0,-100.0
157634,-100.0,-100.0,-100.0,-100.0,-100.0
157635,-100.0,-100.0,-100.0,-100.0,-100.0
157642,-100.0,-100.0,-100.0,-100.0,-100.0
157667,-100.0,-100.0,-100.0,-100.0,-100.0
157673,-100.0,-100.0,-100.0,-100.0,-100.0
157701,-100.0,-100.0,-100.0,-100.0,-100.0
157721,-100.0,-100.0,-100.0,-100.0,-100.0
157733,-100.0,-100.0,-100.0,-100.0,-100.0
157735,-100.0,-100.0,-100.0,-100.0,-100.0
157757,-100.0,-100.0,-100.0,-100.0,-100.0
157769,-100.0,-100.0,-100.0,-100.0,-100.0
157788,-100.0,-100.0,-100.0,-100.0,-100.0
157799,-100.0,-100.0,-100.0,-100.0,-100.0
157816,-100.0,-100.0,-100.0,-100.0,-100.0
157817,-100.0,-100.0,-100.0,-100.0,-100.0
157825,-100.0,-100.0,-100.0,-100.0,-100.0
157860,-100.0,-100.0,-100.0,-100.0,-100.0
157872,-100.0,-100.0,-100.0,-100.0,-100.0
