,A23KB5AO13NF7,A1W05TSPORJPX
106007,-100.0,-100.0
106055,-100.0,-100.0
106083,-100.0,-100.0
106112,-100.0,-100.0
106150,-100.0,-100.0
106199,-100.0,-100.0
106272,-100.0,-100.0
106312,-100.0,-100.0
106349,-100.0,-100.0
106394,-100.0,-100.0
106440,-100.0,-100.0
106477,-100.0,-100.0
106522,-100.0,-100.0
106589,-100.0,-100.0
106734,-100.0,-100.0
106750,-100.0,-100.0
106766,-100.0,-100.0
106769,-100.0,-100.0
106782,-100.0,-100.0
106784,-100.0,-100.0
106793,-100.0,-100.0
106799,-100.0,-100.0
106801,-100.0,-100.0
106816,-100.0,-100.0
106818,-100.0,-100.0
106832,-100.0,-100.0
106834,-100.0,-100.0
106846,-100.0,-100.0
106849,-100.0,-100.0
106852,-100.0,-100.0
106866,-100.0,-100.0
106867,-100.0,-100.0
106883,-100.0,-100.0
106884,-100.0,-100.0
106885,-100.0,-100.0
106899,-100.0,-100.0
106901,-100.0,-100.0
106916,-100.0,-100.0
106918,-100.0,-100.0
106930,-100.0,-100.0
106932,-100.0,-100.0
106935,-100.0,-100.0
106949,-100.0,-100.0
106951,-100.0,-100.0
106957,-100.0,-100.0
106966,-100.0,-100.0
106968,-100.0,-100.0
106982,-100.0,-100.0
106984,-100.0,-100.0
106999,-100.0,-100.0
107001,-100.0,-100.0
107015,-100.0,-100.0
107018,-100.0,-100.0
107032,-100.0,-100.0
107034,-100.0,-100.0
107049,-100.0,-100.0
107100,-100.0,-100.0
107137,-100.0,-100.0
107177,-100.0,-100.0
107233,-100.0,-100.0
107312,-100.0,-100.0
107395,-100.0,-100.0
107443,-100.0,-100.0
107518,-100.0,-100.0
107559,-100.0,-100.0
107583,-100.0,-100.0
107599,-100.0,-100.0
107602,-100.0,-100.0
107608,-100.0,-100.0
107616,-100.0,-100.0
107619,-100.0,-100.0
107632,-100.0,-100.0
107634,-100.0,-100.0
107649,-100.0,-100.0
107651,-100.0,-100.0
107666,-100.0,-100.0
107669,-100.0,-100.0
107676,-100.0,-100.0
107682,-100.0,-100.0
107686,-100.0,-100.0
107699,-100.0,-100.0
107701,-100.0,-100.0
107716,-100.0,-100.0
107718,-100.0,-100.0
107732,-100.0,-100.0
107734,-100.0,-100.0
107749,-100.0,-100.0
107751,-100.0,-100.0
107763,-100.0,-100.0
107766,-100.0,-100.0
107769,-100.0,-100.0
107782,-100.0,-100.0
107784,-100.0,-100.0
107799,-100.0,-100.0
107801,-100.0,-100.0
107809,-100.0,-100.0
107816,-100.0,-100.0
107818,-100.0,-100.0
107832,-100.0,-100.0
107834,-100.0,-100.0
107849,-100.0,-100.0
107852,-100.0,-100.0
107865,-100.0,-100.0
107866,-100.0,-100.0
107868,-100.0,-100.0
107882,-100.0,-100.0
107884,-100.0,-100.0
107897,-100.0,-100.0
107899,-100.0,-100.0
107901,-100.0,-100.0
107916,-100.0,-100.0
107918,-100.0,-100.0
107923,-100.0,-100.0
107932,-100.0,-100.0
107936,-100.0,-100.0
107949,-100.0,-100.0
107951,-100.0,-100.0
107966,-100.0,-100.0
107968,-100.0,-100.0
107971,-100.0,-100.0
107982,-100.0,-100.0
107984,-100.0,-100.0
107999,-100.0,-100.0
108001,-100.0,-100.0
108016,-100.0,-100.0
108020,-100.0,-100.0
108033,-100.0,-100.0
108039,-100.0,-100.0
108060,-100.0,-100.0
108066,-100.0,-100.0
108070,-100.0,-100.0
108083,-100.0,-100.0
108086,-100.0,-100.0
108099,-100.0,-100.0
108103,-100.0,-100.0
108108,-100.0,-100.0
108116,-100.0,-100.0
108119,-100.0,-100.0
108132,-100.0,-100.0
108136,-100.0,-100.0
108149,-100.0,-100.0
108152,-100.0,-100.0
108155,-100.0,-100.0
108166,-100.0,-100.0
108168,-100.0,-100.0
108172,-100.0,-100.0
108183,-100.0,-100.0
108185,-100.0,-100.0
108199,-100.0,-100.0
108201,-100.0,-100.0
108216,-100.0,-100.0
108218,-100.0,-100.0
108232,-100.0,-100.0
108235,-100.0,-100.0
108249,-100.0,-100.0
108251,-100.0,-100.0
108266,-100.0,-100.0
108269,-100.0,-100.0
108274,-100.0,-100.0
108282,-100.0,-100.0
108285,-100.0,-100.0
108299,-100.0,-100.0
108302,-100.0,-100.0
108316,-100.0,-100.0
108318,-100.0,-100.0
108324,-100.0,-100.0
108332,-100.0,-100.0
108335,-100.0,-100.0
108349,-100.0,-100.0
108352,-100.0,-100.0
108363,-100.0,-100.0
108366,-100.0,-100.0
108368,-100.0,-100.0
108382,-100.0,-100.0
108386,-100.0,-100.0
108399,-100.0,-100.0
108401,-100.0,-100.0
108416,-100.0,-100.0
108418,-100.0,-100.0
108433,-100.0,-100.0
108436,-100.0,-100.0
108450,-100.0,-100.0
108456,-100.0,-100.0
108483,-100.0,-100.0
108487,-100.0,-100.0
108499,-100.0,-100.0
108503,-100.0,-100.0
108516,-100.0,-100.0
108520,-100.0,-100.0
108525,-100.0,-100.0
108533,-100.0,-100.0
108536,-100.0,-100.0
108549,-100.0,-100.0
108553,-100.0,-100.0
108566,-100.0,-100.0
108569,-100.0,-100.0
108582,-100.0,-100.0
108588,-100.0,-100.0
108600,-100.0,-100.0
108603,-100.0,-100.0
108611,-100.0,-100.0
108632,-100.0,-100.0
108640,-100.0,-100.0
108650,-100.0,-100.0
108654,-100.0,-100.0
108666,-100.0,-100.0
108668,-100.0,-100.0
108682,-100.0,-100.0
108684,-100.0,-100.0
108699,-100.0,-100.0
108701,-100.0,-100.0
108716,-100.0,-100.0
108718,-100.0,-100.0
108733,-100.0,-100.0
108734,-100.0,-100.0
108749,-100.0,-100.0
108751,-100.0,-100.0
108766,-100.0,-100.0
108768,-100.0,-100.0
108782,-100.0,-100.0
108784,-100.0,-100.0
108799,-100.0,-100.0
108801,-100.0,-100.0
108816,-100.0,-100.0
108818,-100.0,-100.0
108826,-100.0,-100.0
108832,-100.0,-100.0
108834,-100.0,-100.0
108846,-100.0,-100.0
108847,-100.0,-100.0
108866,-100.0,-100.0
108898,-100.0,-100.0
108943,-100.0,-100.0
109095,-100.0,-100.0
109133,-100.0,-100.0
109176,-100.0,-100.0
109210,-100.0,-100.0
109247,-100.0,-100.0
109288,-100.0,-100.0
109388,-100.0,-100.0
109477,-100.0,-100.0
109510,-100.0,-100.0
109555,-100.0,-100.0
109685,-100.0,-100.0
109777,-100.0,-100.0
109822,-100.0,-100.0
109849,-100.0,-100.0
109856,-100.0,-100.0
109871,-100.0,-100.0
109878,-100.0,-100.0
109915,-100.0,-100.0
109917,-100.0,-100.0
109925,-100.0,-100.0
109959,-100.0,-100.0
109963,-100.0,-100.0
109971,-100.0,-100.0
110011,-100.0,-100.0
110015,-100.0,-100.0
110028,-100.0,-100.0
110055,-100.0,-100.0
110058,-100.0,-100.0
110069,-100.0,-100.0
110100,-100.0,-100.0
110105,-100.0,-100.0
110117,-100.0,-100.0
110150,-100.0,-100.0
110159,-100.0,-100.0
110194,-100.0,-100.0
110208,-100.0,-100.0
110221,-100.0,-100.0
110234,-100.0,-100.0
110235,-100.0,-100.0
110259,-100.0,-100.0
110266,-100.0,-100.0
110272,-100.0,-100.0
110293,-100.0,-100.0
110316,-100.0,-100.0
110332,-100.0,-100.0
110365,-100.0,-100.0
110368,-100.0,-100.0
110377,-100.0,-100.0
110395,-100.0,-100.0
110411,-100.0,-100.0
110425,-100.0,-100.0
110452,-100.0,-100.0
110461,-100.0,-100.0
110464,-100.0,-100.0
110479,-100.0,-100.0
110492,-100.0,-100.0
110528,-100.0,-100.0
110532,-100.0,-100.0
110540,-100.0,-100.0
110566,-100.0,-100.0
110580,-100.0,-100.0
110590,-100.0,-100.0
110628,-100.0,-100.0
110641,-100.0,-100.0
110655,-100.0,-100.0
110663,-100.0,-100.0
110668,-100.0,-100.0
110692,-100.0,-100.0
110694,-100.0,-100.0
110704,-100.0,-100.0
110739,-100.0,-100.0
110750,-100.0,-100.0
110766,-100.0,-100.0
110779,-100.0,-100.0
110813,-100.0,-100.0
110820,-100.0,-100.0
110824,-100.0,-100.0
110862,-100.0,-100.0
110866,-100.0,-100.0
110873,-100.0,-100.0
110895,-100.0,-100.0
110907,-100.0,-100.0
110910,-100.0,-100.0
110948,-100.0,-100.0
110963,-100.0,-100.0
111003,-100.0,-100.0
111021,-100.0,-100.0
111068,-100.0,-100.0
111075,-100.0,-100.0
111079,-100.0,-100.0
111104,-100.0,-100.0
111108,-100.0,-100.0
111142,-100.0,-100.0
111155,-100.0,-100.0
111189,-100.0,-100.0
111199,-100.0,-100.0
111201,-100.0,-100.0
111216,-100.0,-100.0
111230,-100.0,-100.0
111259,-100.0,-100.0
111269,-100.0,-100.0
111284,-100.0,-100.0
111323,-100.0,-100.0
111335,-100.0,-100.0
111355,-100.0,-100.0
111373,-100.0,-100.0
111387,-100.0,-100.0
111401,-100.0,-100.0
111404,-100.0,-100.0
111418,-100.0,-100.0
111432,-100.0,-100.0
111433,-100.0,-100.0
111448,-100.0,-100.0
111463,-100.0,-100.0
111484,-100.0,-100.0
111498,-100.0,-100.0
111499,-100.0,-100.0
111512,-100.0,-100.0
111517,-100.0,-100.0
111525,-100.0,-100.0
111546,-100.0,-100.0
111566,-100.0,-100.0
111605,-100.0,-100.0
111612,-100.0,-100.0
111620,-100.0,-100.0
111659,-100.0,-100.0
111676,-100.0,-100.0
111682,-100.0,-100.0
111690,-100.0,-100.0
111707,-100.0,-100.0
111720,-100.0,-100.0
111726,-100.0,-100.0
111728,-100.0,-100.0
111741,-100.0,-100.0
111762,-100.0,-100.0
111783,-100.0,-100.0
111797,-100.0,-100.0
111819,-100.0,-100.0
111826,-100.0,-100.0
111862,-100.0,-100.0
111878,-100.0,-100.0
111891,-100.0,-100.0
111913,-100.0,-100.0
111926,-100.0,-100.0
111942,-100.0,-100.0
111957,-100.0,-100.0
111959,-100.0,-100.0
111973,-100.0,-100.0
111998,-100.0,-100.0
112016,-100.0,-100.0
112029,-100.0,-100.0
112044,-100.0,-100.0
112058,-100.0,-100.0
112084,-100.0,-100.0
112099,-100.0,-100.0
112135,-100.0,-100.0
112139,-100.0,-100.0
112151,-100.0,-100.0
112176,-100.0,-100.0
112187,-100.0,-100.0
112224,-100.0,-100.0
112229,-100.0,-100.0
112238,-100.0,-100.0
112274,-100.0,-100.0
112276,-100.0,-100.0
112289,-100.0,-100.0
112302,-100.0,-100.0
112316,-100.0,-100.0
112322,-100.0,-100.0
112352,-100.0,-100.0
112360,-100.0,-100.0
112386,-100.0,-100.0
112401,-100.0,-100.0
112403,-100.0,-100.0
112437,-100.0,-100.0
112444,-100.0,-100.0
112452,-100.0,-100.0
112465,-100.0,-100.0
112481,-100.0,-100.0
112521,-100.0,-100.0
112525,-100.0,-100.0
112539,-100.0,-100.0
112552,-100.0,-100.0
112564,-100.0,-100.0
112566,-100.0,-100.0
112596,-100.0,-100.0
112610,-100.0,-100.0
112611,-100.0,-100.0
112646,-100.0,-100.0
112655,-100.0,-100.0
112657,-100.0,-100.0
112699,-100.0,-100.0
112713,-100.0,-100.0
112749,-100.0,-100.0
112763,-100.0,-100.0
112797,-100.0,-100.0
112808,-100.0,-100.0
112810,-100.0,-100.0
112825,-100.0,-100.0
112839,-100.0,-100.0
112855,-100.0,-100.0
112867,-100.0,-100.0
112880,-100.0,-100.0
112915,-100.0,-100.0
112927,-100.0,-100.0
112966,-100.0,-100.0
112985,-100.0,-100.0
113002,-100.0,-100.0
113010,-100.0,-100.0
113023,-100.0,-100.0
113040,-100.0,-100.0
113077,-100.0,-100.0
113092,-100.0,-100.0
113126,-100.0,-100.0
113138,-100.0,-100.0
113173,-100.0,-100.0
113187,-100.0,-100.0
113199,-100.0,-100.0
113212,-100.0,-100.0
113241,-100.0,-100.0
113255,-100.0,-100.0
113289,-100.0,-100.0
113301,-100.0,-100.0
113342,-100.0,-100.0
113354,-100.0,-100.0
113394,-100.0,-100.0
113413,-100.0,-100.0
113441,-100.0,-100.0
113445,-100.0,-100.0
113457,-100.0,-100.0
113475,-100.0,-100.0
113574,-100.0,-100.0
113654,-100.0,-100.0
113742,-100.0,-100.0
113775,-100.0,-100.0
113822,-100.0,-100.0
113882,-100.0,-100.0
113952,-100.0,-100.0
114034,-100.0,-100.0
114089,-100.0,-100.0
114145,-100.0,-100.0
114222,-100.0,-100.0
114246,-100.0,-100.0
114450,-100.0,-100.0
114738,-100.0,-100.0
114782,-100.0,-100.0
114833,-100.0,-100.0
114894,-100.0,-100.0
114934,-100.0,-100.0
114958,-100.0,-100.0
115091,-100.0,-100.0
115120,-100.0,-100.0
115154,-100.0,-100.0
115193,-100.0,-100.0
115230,-100.0,-100.0
115283,-100.0,-100.0
117070,-100.0,-100.0
117105,-100.0,-100.0
117153,-100.0,-100.0
117187,-100.0,-100.0
117226,-100.0,-100.0
117281,-100.0,-100.0
117351,-100.0,-100.0
117392,-100.0,-100.0
117442,-100.0,-100.0
117510,-100.0,-100.0
117562,-100.0,-100.0
117610,-100.0,-100.0
117649,-100.0,-100.0
117675,-100.0,-100.0
117731,-100.0,-100.0
117782,-100.0,-100.0
117906,-100.0,-100.0
117950,-100.0,-100.0
117981,-100.0,-100.0
118063,-100.0,-100.0
118128,-100.0,-100.0
118184,-100.0,-100.0
118222,-100.0,-100.0
118307,-100.0,-100.0
118384,-100.0,-100.0
118440,-100.0,-100.0
118456,-100.0,-100.0
118481,-100.0,-100.0
118490,-100.0,-100.0
118494,-100.0,-100.0
118496,-100.0,-100.0
118508,-100.0,-100.0
118514,-100.0,-100.0
118527,-100.0,-100.0
118529,-100.0,-100.0
118532,-100.0,-100.0
118546,-100.0,-100.0
118551,-100.0,-100.0
118560,-100.0,-100.0
118561,-100.0,-100.0
118571,-100.0,-100.0
118576,-100.0,-100.0
118587,-100.0,-100.0
118592,-100.0,-100.0
118603,-100.0,-100.0
118605,-100.0,-100.0
118611,-100.0,-100.0
118624,-100.0,-100.0
118645,-100.0,-100.0
118654,-100.0,-100.0
118662,-100.0,-100.0
118674,-100.0,-100.0
118680,-100.0,-100.0
118695,-100.0,-100.0
118700,-100.0,-100.0
118717,-100.0,-100.0
118725,-100.0,-100.0
118731,-100.0,-100.0
118741,-100.0,-100.0
118749,-100.0,-100.0
118760,-100.0,-100.0
118767,-100.0,-100.0
118770,-100.0,-100.0
118778,-100.0,-100.0
118784,-100.0,-100.0
118787,-100.0,-100.0
118792,-100.0,-100.0
118803,-100.0,-100.0
118808,-100.0,-100.0
118820,-100.0,-100.0
118824,-100.0,-100.0
118826,-100.0,-100.0
118839,-100.0,-100.0
118845,-100.0,-100.0
118855,-100.0,-100.0
118857,-100.0,-100.0
118863,-100.0,-100.0
118874,-100.0,-100.0
118880,-100.0,-100.0
118891,-100.0,-100.0
118897,-100.0,-100.0
118904,-100.0,-100.0
118908,-100.0,-100.0
118914,-100.0,-100.0
118930,-100.0,-100.0
118936,-100.0,-100.0
118949,-100.0,-100.0
118956,-100.0,-100.0
118969,-100.0,-100.0
118988,-100.0,-100.0
118993,-100.0,-100.0
118995,-100.0,-100.0
119014,-100.0,-100.0
119032,-100.0,-100.0
119033,-100.0,-100.0
119053,-100.0,-100.0
119062,-100.0,-100.0
119068,-100.0,-100.0
119074,-100.0,-100.0
119079,-100.0,-100.0
119100,-100.0,-100.0
119110,-100.0,-100.0
119117,-100.0,-100.0
119125,-100.0,-100.0
119129,-100.0,-100.0
119134,-100.0,-100.0
119145,-100.0,-100.0
119151,-100.0,-100.0
119153,-100.0,-100.0
119161,-100.0,-100.0
119168,-100.0,-100.0
119182,-100.0,-100.0
119187,-100.0,-100.0
119196,-100.0,-100.0
119200,-100.0,-100.0
119210,-100.0,-100.0
119218,-100.0,-100.0
119225,-100.0,-100.0
119237,-100.0,-100.0
119239,-100.0,-100.0
119244,-100.0,-100.0
119258,-100.0,-100.0
119278,-100.0,-100.0
119286,-100.0,-100.0
119292,-100.0,-100.0
119309,-100.0,-100.0
119312,-100.0,-100.0
119321,-100.0,-100.0
119328,-100.0,-100.0
119341,-100.0,-100.0
119346,-100.0,-100.0
119360,-100.0,-100.0
119366,-100.0,-100.0
119375,-100.0,-100.0
119382,-100.0,-100.0
119387,-100.0,-100.0
119405,-100.0,-100.0
119413,-100.0,-100.0
119415,-100.0,-100.0
119422,-100.0,-100.0
119433,-100.0,-100.0
119439,-100.0,-100.0
119450,-100.0,-100.0
119455,-100.0,-100.0
119468,-100.0,-100.0
119475,-100.0,-100.0
119494,-100.0,-100.0
119507,-100.0,-100.0
119521,-100.0,-100.0
119526,-100.0,-100.0
119538,-100.0,-100.0
119544,-100.0,-100.0
119555,-100.0,-100.0
119562,-100.0,-100.0
119571,-100.0,-100.0
119578,-100.0,-100.0
119591,-100.0,-100.0
119598,-100.0,-100.0
119608,-100.0,-100.0
119616,-100.0,-100.0
119626,-100.0,-100.0
119635,-100.0,-100.0
119649,-100.0,-100.0
119657,-100.0,-100.0
119659,-100.0,-100.0
119667,-100.0,-100.0
119691,-100.0,-100.0
119706,-100.0,-100.0
119724,-100.0,-100.0
119735,-100.0,-100.0
119759,-100.0,-100.0
119773,-100.0,-100.0
119775,-100.0,-100.0
119793,-100.0,-100.0
119807,-100.0,-100.0
119813,-100.0,-100.0
119821,-100.0,-100.0
119824,-100.0,-100.0
119829,-100.0,-100.0
119840,-100.0,-100.0
119848,-100.0,-100.0
119855,-100.0,-100.0
119866,-100.0,-100.0
119873,-100.0,-100.0
119890,-100.0,-100.0
119902,-100.0,-100.0
119907,-100.0,-100.0
119923,-100.0,-100.0
119936,-100.0,-100.0
119957,-100.0,-100.0
119965,-100.0,-100.0
119970,-100.0,-100.0
119977,-100.0,-100.0
119987,-100.0,-100.0
120009,-100.0,-100.0
120022,-100.0,-100.0
120032,-100.0,-100.0
120049,-100.0,-100.0
120061,-100.0,-100.0
120062,-100.0,-100.0
120075,-100.0,-100.0
120251,-100.0,-100.0
120298,-100.0,-100.0
120367,-100.0,-100.0
120410,-100.0,-100.0
120437,-100.0,-100.0
120487,-100.0,-100.0
120514,-100.0,-100.0
120577,-100.0,-100.0
120654,-100.0,-100.0
120684,-100.0,-100.0
120733,-100.0,-100.0
120852,-100.0,-100.0
120903,-100.0,-100.0
120974,-100.0,-100.0
121007,-100.0,-100.0
121049,-100.0,-100.0
121146,-100.0,-100.0
121204,-100.0,-100.0
121259,-100.0,-100.0
121315,-100.0,-100.0
121348,-100.0,-100.0
121383,-100.0,-100.0
121429,-100.0,-100.0
121492,-100.0,-100.0
121579,-100.0,-100.0
121629,-100.0,-100.0
121703,-100.0,-100.0
121733,-100.0,-100.0
121829,-100.0,-100.0
121870,-100.0,-100.0
121925,-100.0,-100.0
121957,-100.0,-100.0
121999,-100.0,-100.0
122059,-100.0,-100.0
122120,-100.0,-100.0
122166,-100.0,-100.0
122210,-100.0,-100.0
122239,-100.0,-100.0
122256,-100.0,-100.0
122332,-100.0,-100.0
122373,-100.0,-100.0
122414,-100.0,-100.0
122470,-100.0,-100.0
122528,-100.0,-100.0
122587,-100.0,-100.0
122630,-100.0,-100.0
122662,-100.0,-100.0
122698,-100.0,-100.0
122729,-100.0,-100.0
122783,-100.0,-100.0
122815,-100.0,-100.0
122939,-100.0,-100.0
122963,-100.0,-100.0
123059,-100.0,-100.0
123110,-100.0,-100.0
123154,-100.0,-100.0
123180,-100.0,-100.0
123208,-100.0,-100.0
123233,-100.0,-100.0
123256,-100.0,-100.0
123291,-100.0,-100.0
123363,-100.0,-100.0
123431,-100.0,-100.0
123491,-100.0,-100.0
123551,-100.0,-100.0
123577,-100.0,-100.0
123617,-100.0,-100.0
123644,-100.0,-100.0
123680,-100.0,-100.0
123741,-100.0,-100.0
123797,-100.0,-100.0
123833,-100.0,-100.0
123905,-100.0,-100.0
123949,-100.0,-100.0
124099,-100.0,-100.0
124155,-100.0,-100.0
124253,-100.0,-100.0
124321,-100.0,-100.0
124456,-100.0,-100.0
124497,-100.0,-100.0
124528,-100.0,-100.0
124581,-100.0,-100.0
124603,-100.0,-100.0
124652,-100.0,-100.0
124765,-100.0,-100.0
124839,-100.0,-100.0
124889,-100.0,-100.0
124950,-100.0,-100.0
124993,-100.0,-100.0
125100,-100.0,-100.0
125134,-100.0,-100.0
125188,-100.0,-100.0
125224,-100.0,-100.0
125255,-100.0,-100.0
125294,-100.0,-100.0
125373,-100.0,-100.0
125445,-100.0,-100.0
125491,-100.0,-100.0
125541,-100.0,-100.0
125580,-100.0,-100.0
125620,-100.0,-100.0
125693,-100.0,-100.0
125747,-100.0,-100.0
125787,-100.0,-100.0
125824,-100.0,-100.0
125883,-100.0,-100.0
126035,-100.0,-100.0
126074,-100.0,-100.0
126154,-100.0,-100.0
126197,-100.0,-100.0
126232,-100.0,-100.0
126323,-100.0,-100.0
126361,-100.0,-100.0
126440,-100.0,-100.0
132232,-100.0,-100.0
132239,-100.0,-100.0
132290,-100.0,-100.0
132393,-100.0,-100.0
132414,-100.0,-100.0
132438,-100.0,-100.0
132453,-100.0,-100.0
132476,-100.0,-100.0
132493,-100.0,-100.0
132506,-100.0,-100.0
132631,-100.0,-100.0
132646,-100.0,-100.0
132673,-100.0,-100.0
132719,-100.0,-100.0
132728,-100.0,-100.0
132738,-100.0,-100.0
132757,-100.0,-100.0
132761,-100.0,-100.0
132770,-100.0,-100.0
132779,-100.0,-100.0
132800,-100.0,-100.0
132808,-100.0,-100.0
132816,-100.0,-100.0
132850,-100.0,-100.0
132862,-100.0,-100.0
132891,-100.0,-100.0
132908,-100.0,-100.0
132928,-100.0,-100.0
132945,-100.0,-100.0
132964,-100.0,-100.0
133064,-100.0,-100.0
133080,-100.0,-100.0
133097,-100.0,-100.0
133115,-100.0,-100.0
133139,-100.0,-100.0
133227,-100.0,-100.0
133266,-100.0,-100.0
133300,-100.0,-100.0
133303,-100.0,-100.0
133324,-100.0,-100.0
133360,-100.0,-100.0
133374,-100.0,-100.0
133409,-100.0,-100.0
133410,-100.0,-100.0
133419,-100.0,-100.0
133435,-100.0,-100.0
133450,-100.0,-100.0
133464,-100.0,-100.0
133465,-100.0,-100.0
133488,-100.0,-100.0
133501,-100.0,-100.0
133513,-100.0,-100.0
133515,-100.0,-100.0
133522,-100.0,-100.0
133658,-100.0,-100.0
133679,-100.0,-100.0
133713,-100.0,-100.0
133823,-100.0,-100.0
133844,-100.0,-100.0
133877,-100.0,-100.0
133907,-100.0,-100.0
133933,-100.0,-100.0
133960,-100.0,-100.0
133977,-100.0,-100.0
134023,-100.0,-100.0
134040,-100.0,-100.0
134063,-100.0,-100.0
134080,-100.0,-100.0
134081,-100.0,-100.0
134098,-100.0,-100.0
134206,-100.0,-100.0
134229,-100.0,-100.0
134261,-100.0,-100.0
134302,-100.0,-100.0
134388,-100.0,-100.0
134390,-100.0,-100.0
134403,-100.0,-100.0
134410,-100.0,-100.0
134440,-100.0,-100.0
134450,-100.0,-100.0
134454,-100.0,-100.0
134463,-100.0,-100.0
134464,-100.0,-100.0
134470,-100.0,-100.0
134509,-100.0,-100.0
134517,-100.0,-100.0
134605,-100.0,-100.0
134623,-100.0,-100.0
134664,-100.0,-100.0
134781,-100.0,-100.0
134783,-100.0,-100.0
134796,-100.0,-100.0
134798,-100.0,-100.0
134807,-100.0,-100.0
134845,-100.0,-100.0
134856,-100.0,-100.0
134872,-100.0,-100.0
134873,-100.0,-100.0
134889,-100.0,-100.0
134897,-100.0,-100.0
134922,-100.0,-100.0
134931,-100.0,-100.0
134959,-100.0,-100.0
134984,-100.0,-100.0
134991,-100.0,-100.0
134996,-100.0,-100.0
134998,-100.0,-100.0
135004,-100.0,-100.0
135005,-100.0,-100.0
135007,-100.0,-100.0
135020,-100.0,-100.0
135029,-100.0,-100.0
135034,-100.0,-100.0
135040,-100.0,-100.0
135046,-100.0,-100.0
135051,-100.0,-100.0
135064,-100.0,-100.0
135075,-100.0,-100.0
135080,-100.0,-100.0
135088,-100.0,-100.0
135097,-100.0,-100.0
135113,-100.0,-100.0
135141,-100.0,-100.0
135151,-100.0,-100.0
135172,-100.0,-100.0
135180,-100.0,-100.0
135197,-100.0,-100.0
135204,-100.0,-100.0
135215,-100.0,-100.0
135217,-100.0,-100.0
135219,-100.0,-100.0
135226,-100.0,-100.0
135232,-100.0,-100.0
135236,-100.0,-100.0
135238,-100.0,-100.0
135250,-100.0,-100.0
135260,-100.0,-100.0
135265,-100.0,-100.0
135271,-100.0,-100.0
135279,-100.0,-100.0
135291,-100.0,-100.0
135309,-100.0,-100.0
135312,-100.0,-100.0
135315,-100.0,-100.0
135326,-100.0,-100.0
135349,-100.0,-100.0
135352,-100.0,-100.0
135360,-100.0,-100.0
135363,-100.0,-100.0
135376,-100.0,-100.0
135388,-100.0,-100.0
135396,-100.0,-100.0
135398,-100.0,-100.0
135419,-100.0,-100.0
135420,-100.0,-100.0
135436,-100.0,-100.0
135444,-100.0,-100.0
135455,-100.0,-100.0
135458,-100.0,-100.0
135480,-100.0,-100.0
135486,-100.0,-100.0
135491,-100.0,-100.0
135501,-100.0,-100.0
135507,-100.0,-100.0
135517,-100.0,-100.0
135524,-100.0,-100.0
135529,-100.0,-100.0
135535,-100.0,-100.0
135541,-100.0,-100.0
135542,-100.0,-100.0
135555,-100.0,-100.0
135562,-100.0,-100.0
135563,-100.0,-100.0
135575,-100.0,-100.0
135584,-100.0,-100.0
135594,-100.0,-100.0
135618,-100.0,-100.0
135619,-100.0,-100.0
135645,-100.0,-100.0
135656,-100.0,-100.0
135686,-100.0,-100.0
135696,-100.0,-100.0
135720,-100.0,-100.0
135736,-100.0,-100.0
135743,-100.0,-100.0
135752,-100.0,-100.0
135758,-100.0,-100.0
135761,-100.0,-100.0
135764,-100.0,-100.0
135765,-100.0,-100.0
135775,-100.0,-100.0
135783,-100.0,-100.0
135788,-100.0,-100.0
135792,-100.0,-100.0
135801,-100.0,-100.0
135810,-100.0,-100.0
135812,-100.0,-100.0
135813,-100.0,-100.0
135817,-100.0,-100.0
135821,-100.0,-100.0
135827,-100.0,-100.0
135828,-100.0,-100.0
135829,-100.0,-100.0
135843,-100.0,-100.0
135851,-100.0,-100.0
135868,-100.0,-100.0
135880,-100.0,-100.0
135903,-100.0,-100.0
135913,-100.0,-100.0
135945,-100.0,-100.0
135956,-100.0,-100.0
135959,-100.0,-100.0
135976,-100.0,-100.0
135984,-100.0,-100.0
135995,-100.0,-100.0
135997,-100.0,-100.0
136014,-100.0,-100.0
136021,-100.0,-100.0
136033,-100.0,-100.0
136042,-100.0,-100.0
136055,-100.0,-100.0
136059,-100.0,-100.0
136062,-100.0,-100.0
136083,-100.0,-100.0
136092,-100.0,-100.0
136119,-100.0,-100.0
136131,-100.0,-100.0
136154,-100.0,-100.0
136163,-100.0,-100.0
136174,-100.0,-100.0
136188,-100.0,-100.0
136199,-100.0,-100.0
136209,-100.0,-100.0
136236,-100.0,-100.0
136249,-100.0,-100.0
136293,-100.0,-100.0
136301,-100.0,-100.0
136324,-100.0,-100.0
136336,-100.0,-100.0
136343,-100.0,-100.0
136358,-100.0,-100.0
136382,-100.0,-100.0
136391,-100.0,-100.0
136413,-100.0,-100.0
136424,-100.0,-100.0
136953,-100.0,-100.0
136969,-100.0,-100.0
136991,-100.0,-100.0
137000,-100.0,-100.0
137010,-100.0,-100.0
137018,-100.0,-100.0
137023,-100.0,-100.0
137025,-100.0,-100.0
137033,-100.0,-100.0
137043,-100.0,-100.0
137051,-100.0,-100.0
137061,-100.0,-100.0
137188,-100.0,-100.0
137201,-100.0,-100.0
137226,-100.0,-100.0
137235,-100.0,-100.0
137247,-100.0,-100.0
137262,-100.0,-100.0
137270,-100.0,-100.0
137280,-100.0,-100.0
137588,-100.0,-100.0
137600,-100.0,-100.0
137639,-100.0,-100.0
137645,-100.0,-100.0
137657,-100.0,-100.0
137674,-100.0,-100.0
