,A1NRY8F9U4AYE,A2OSJ7ONK5Y0A,A3UTSRN8QLKWE,A1EK8YNHZHTW1,A2EZVULYVJOPN
96000,-100.0,,-12.0,-87.0,15.0
96005,-100.0,,-12.5,-87.0,15.0
96018,-100.0,,-13.0,-87.0,15.0
96028,-100.0,,-13.5,-87.0,15.0
96036,-100.0,,-14.0,-87.0,15.0
96052,-100.0,,-15.0,-87.0,15.0
96056,-100.0,,-15.5,-87.0,15.0
96069,-100.0,,-16.0,-87.0,15.0
96080,-100.0,,-16.5,-87.0,15.0
96087,-100.0,,-17.0,-87.0,15.0
96095,-100.0,,-17.5,-87.0,15.0
96106,-100.0,,-18.0,-87.0,15.0
96110,-100.0,,-18.5,-87.0,15.0
96121,-100.0,,-19.0,-87.0,15.0
96133,-100.0,,-19.5,-87.0,15.0
96139,-100.0,,-20.0,-87.0,15.0
96157,-100.0,,-21.0,-87.0,15.0
96158,-100.0,,-22.0,-87.0,15.0
96168,-100.0,,-22.5,-87.0,15.0
96175,-100.0,,-23.0,-87.0,15.0
96180,-100.0,,-23.5,-87.0,15.0
96182,-100.0,,-24.0,-87.0,15.0
96196,-100.0,,-24.5,-87.0,15.0
96200,-100.0,,-25.0,-87.0,15.0
96217,-100.0,,-26.0,-87.0,15.0
96223,-100.0,,-26.5,-87.0,15.0
96234,-100.0,,-27.0,-87.0,15.0
96270,-100.0,,-29.0,-87.0,15.0
96293,-100.0,,-30.0,-87.0,15.0
96321,-100.0,,-33.0,-87.0,15.0
96339,-100.0,,-34.0,-87.0,15.0
96375,-100.0,,-35.0,-87.0,15.0
96393,-100.0,,-36.0,-87.0,15.0
96403,-100.0,,-37.0,-87.0,15.0
96422,-100.0,,-38.0,-87.0,15.0
96444,-100.0,,-39.0,-87.0,15.0
96473,-100.0,,-40.0,-87.0,15.0
96505,-100.0,,-42.0,-87.0,15.0
96523,-100.0,,-43.0,-87.0,15.0
96539,-100.0,,-44.0,-87.0,15.0
96557,-100.0,,-45.0,-87.0,15.0
96580,-100.0,,-46.0,-87.0,15.0
96598,-100.0,,-47.0,-87.0,15.0
96609,-100.0,,-48.0,-87.0,15.0
96615,-100.0,,-49.0,-87.0,15.0
96633,-100.0,,-50.0,-87.0,15.0
96660,-100.0,,-51.0,-87.0,15.0
96671,-100.0,,-52.0,-87.0,15.0
96688,-100.0,,-53.0,-87.0,15.0
96704,-100.0,,-54.0,-87.0,15.0
96720,-100.0,,-55.0,-87.0,15.0
96741,-100.0,,-56.0,-87.0,15.0
96772,-100.0,,-57.0,-87.0,15.0
96782,-100.0,,-58.0,-87.0,15.0
96793,-100.0,,-58.0,-87.0,15.0
96838,-100.0,,-59.0,-87.0,15.0
96856,-100.0,,-60.0,-87.0,15.0
96872,-100.0,,-61.0,-87.0,15.0
96885,-100.0,,-61.0,-87.0,15.0
96903,-100.0,,-62.0,-87.0,15.0
96921,-100.0,,-63.0,-87.0,15.0
96946,-100.0,,-64.0,-87.0,15.0
96960,-100.0,,-65.0,-87.0,15.0
96972,-100.0,,-66.0,-87.0,15.0
96994,-100.0,,-67.0,-87.0,15.0
97008,-100.0,,-68.0,-87.0,15.0
97031,-100.0,,-69.0,-87.0,15.0
97032,-100.0,,-70.0,-87.0,15.0
97051,-100.0,,-71.0,-87.0,15.0
97067,-100.0,,-73.0,-87.0,15.0
97084,-100.0,,-74.0,-87.0,15.0
97112,-100.0,,-75.0,-87.0,15.0
97123,-100.0,,-75.0,-87.0,15.0
97137,-100.0,,-76.0,-87.0,15.0
97160,-100.0,,-77.0,-87.0,15.0
97172,-100.0,,-78.0,-87.0,15.0
97202,-100.0,,-79.0,-87.0,15.0
97211,-100.0,,-80.0,-87.0,15.0
97225,-100.0,,-80.0,-87.0,15.0
97258,-100.0,,-82.0,-87.0,15.0
97261,-100.0,,-84.0,-87.0,15.0
98729,-100.0,,-84.0,-87.0,15.0
98755,-100.0,,-84.0,-87.0,14.0
98779,-100.0,,-84.0,-87.0,13.0
98804,-100.0,,-84.0,-87.0,11.0
98829,-100.0,,-84.0,-87.0,9.0
98854,-100.0,,-84.0,-87.0,8.0
98879,-100.0,,-84.0,-87.0,6.0
98904,-100.0,,-84.0,-87.0,4.0
98929,-100.0,,-84.0,-87.0,3.0
98954,-100.0,,-84.0,-87.0,1.0
98980,-100.0,,-84.0,-87.0,-1.0
99005,-100.0,,-84.0,-87.0,-2.0
99030,-100.0,,-84.0,-87.0,-4.0
99055,-100.0,,-84.0,-87.0,-6.0
99082,-100.0,,-84.0,-87.0,-7.0
99105,-100.0,,-84.0,-87.0,-9.0
99130,-100.0,,-84.0,-87.0,-11.0
99155,-100.0,,-84.0,-87.0,-12.0
99180,-100.0,,-84.0,-87.0,-14.0
99205,-100.0,,-84.0,-87.0,-16.0
99230,-100.0,,-84.0,-87.0,-17.0
99255,-100.0,,-84.0,-87.0,-19.0
99282,-100.0,,-84.0,-87.0,-21.0
99306,-100.0,,-84.0,-87.0,-22.0
99331,-100.0,,-84.0,-87.0,-24.0
99356,-100.0,,-84.0,-87.0,-26.0
99381,-100.0,,-84.0,-87.0,-27.0
99406,-100.0,,-84.0,-87.0,-29.0
99431,-100.0,,-84.0,-87.0,-31.0
99456,-100.0,,-84.0,-87.0,-32.0
99481,-100.0,,-84.0,-87.0,-34.0
99506,-100.0,,-84.0,-87.0,-36.0
99531,-100.0,,-84.0,-87.0,-37.0
99556,-100.0,,-84.0,-87.0,-39.0
99574,-100.0,,-84.0,-87.0,-40.0
99582,-100.0,,-83.5,-87.0,-41.0
99593,-100.0,,-83.0,-87.0,-41.333333333333336
99600,-100.0,,-82.0,-87.0,-41.666666666666664
99607,-100.0,,-80.66666666666667,-87.0,-42.0
99632,-100.0,,-79.33333333333333,-87.0,-44.0
99651,-100.0,,-78.0,-87.0,-45.0
99657,-100.0,,-77.5,-87.0,-46.0
99668,-100.0,,-77.0,-87.0,-46.5
99682,-100.0,,-76.5,-87.0,-47.0
99691,-100.0,,-76.0,-87.0,-48.0
99707,-100.0,,-75.0,-87.0,-49.0
99732,-100.0,,-74.0,-87.0,-51.0
99740,-100.0,,-73.0,-87.0,-51.333333333333336
99755,-100.0,,-72.0,-87.0,-51.666666666666664
99757,-100.0,,-71.33333333333333,-87.0,-52.0
99782,-100.0,,-70.66666666666667,-87.0,-54.0
99791,-100.0,,-70.0,-87.0,-55.0
99807,-100.0,,-69.5,-87.0,-56.0
99811,-100.0,,-69.0,-87.0,-56.5
99832,-100.0,,-68.0,-87.0,-57.0
99833,-100.0,,-67.0,-87.0,-57.666666666666664
99854,-100.0,,-67.0,-87.0,-58.333333333333336
99857,-100.0,,-66.0,-87.0,-59.0
99871,-100.0,,-65.0,-87.0,-60.0
99882,-100.0,,-64.0,-87.0,-61.0
99908,-100.0,,-63.0,-87.0,-62.0
99933,-100.0,,-62.0,-87.0,-64.0
99940,-100.0,,-61.0,-87.0,-65.0
99958,-100.0,,-60.0,-87.0,-66.0
99973,-100.0,,-59.0,-87.0,-67.0
99984,-100.0,,-59.0,-87.0,-68.0
99995,-100.0,,-59.0,-87.0,-68.5
100008,-100.0,,-57.0,-87.0,-69.0
100015,-100.0,,-56.0,-87.0,-69.66666666666667
100032,-100.0,,-55.0,-87.0,-70.33333333333333
100033,-100.0,,-54.5,-87.0,-71.0
100049,-100.0,,-54.0,-87.0,-71.5
100058,-100.0,,-53.5,-87.0,-72.0
100072,-100.0,,-53.0,-87.0,-73.0
100083,-100.0,,-51.5,-87.0,-74.0
100103,-100.0,,-50.0,-87.0,-75.0
100108,-100.0,,-49.333333333333336,-87.0,-76.0
100133,-100.0,,-48.666666666666664,-87.0,-77.0
100137,-100.0,,-48.0,-87.0,-78.0
100158,-100.0,,-47.0,-87.0,-79.0
100172,-100.0,,-46.0,-87.0,-80.0
100183,-100.0,,-45.5,-87.0,-81.0
100196,-100.0,,-45.0,-87.0,-82.0
100210,-100.0,,-44.0,-87.0,-83.0
100225,-100.0,,-43.0,-87.0,-83.5
100234,-100.0,,-42.5,-87.0,-84.0
100246,-100.0,,-42.0,-87.0,-84.66666666666667
100251,-100.0,,-41.0,-87.0,-85.33333333333333
100259,-100.0,,-41.0,-87.0,-86.0
100276,-100.0,,-41.0,-87.0,-87.0
100284,-100.0,,-40.5,-87.0,-88.0
100285,-100.0,,-40.0,-87.0,-88.5
100309,-100.0,,-39.5,-87.0,-89.0
100315,-100.0,,-39.0,-87.0,-90.0
100335,-100.0,,-38.0,-87.0,-91.0
100365,-100.0,,-37.0,-87.0,-91.0
100376,-100.0,,-36.0,-87.0,-91.0
100390,-100.0,,-36.0,-87.0,-91.0
100408,-100.0,,-34.0,-87.0,-91.0
100426,-100.0,,-33.0,-87.0,-91.0
100443,-100.0,,-32.0,-87.0,-91.0
100452,-100.0,,-31.0,-87.0,-91.0
100467,-100.0,,-30.0,-87.0,-91.0
100485,-100.0,,-29.0,-87.0,-91.0
100500,-100.0,,-28.0,-87.0,-91.0
100527,-100.0,,-28.0,-87.0,-91.0
100537,-100.0,,-26.0,-87.0,-91.0
100553,-100.0,,-25.0,-87.0,-91.0
100574,-100.0,,-24.0,-87.0,-91.0
100588,-100.0,,-23.0,-87.0,-91.0
100605,-100.0,,-22.0,-87.0,-91.0
100623,-100.0,,-21.0,-87.0,-91.0
100642,-100.0,,-20.0,-87.0,-91.0
100670,-100.0,,-19.0,-87.0,-91.0
100671,-100.0,,-18.0,-87.0,-91.0
100686,-100.0,,-18.0,-87.0,-91.0
100700,-100.0,,-16.0,-87.0,-91.0
100718,-100.0,,-15.0,-87.0,-91.0
100736,-100.0,,-14.0,-87.0,-91.0
100760,-100.0,,-13.0,-87.0,-91.0
100771,-100.0,,-12.0,-87.0,-91.0
100791,-100.0,,-11.0,-87.0,-91.0
100810,-100.0,,-10.0,-87.0,-91.0
100824,-100.0,,-10.0,-87.0,-91.0
100841,-100.0,,-8.0,-87.0,-91.0
100858,-100.0,,-7.0,-87.0,-91.0
100875,-100.0,,-6.0,-87.0,-91.0
100883,-100.0,,-5.0,-87.0,-91.0
100900,-100.0,,-4.0,-87.0,-91.0
100917,-100.0,,-3.0,-87.0,-91.0
100944,-100.0,,-1.0,-87.0,-91.0
100955,-100.0,,-1.0,-87.0,-91.0
100970,-100.0,,0.0,-87.0,-91.0
100989,-100.0,,1.0,-87.0,-91.0
101004,-100.0,,2.0,-87.0,-91.0
101023,-100.0,,3.0,-87.0,-91.0
101041,-100.0,,4.0,-87.0,-91.0
101056,-100.0,,5.0,-87.0,-91.0
101075,-100.0,,6.0,-87.0,-91.0
101093,-100.0,,7.0,-87.0,-91.0
101099,-100.0,,8.0,-87.0,-91.0
101117,-100.0,,9.0,-87.0,-91.0
101147,-100.0,,10.0,-87.0,-91.0
101158,-100.0,,11.0,-87.0,-91.0
101170,-100.0,,12.0,-87.0,-91.0
101187,-100.0,,13.0,-87.0,-91.0
101205,-100.0,,14.0,-87.0,-91.0
101223,-100.0,,15.0,-87.0,-91.0
101241,-100.0,,16.0,-87.0,-91.0
101257,-100.0,,17.0,-87.0,-91.0
101274,-100.0,,18.0,-87.0,-91.0
101292,-100.0,,20.0,-87.0,-91.0
101299,-100.0,,21.0,-87.0,-91.0
101317,-100.0,,22.0,-87.0,-91.0
101333,-100.0,,23.0,-87.0,-91.0
101351,-100.0,,24.0,-87.0,-91.0
101368,-100.0,,25.0,-87.0,-91.0
101387,-100.0,,26.0,-87.0,-91.0
101404,-100.0,,27.0,-87.0,-91.0
101422,-100.0,,28.0,-87.0,-91.0
101441,-100.0,,30.0,-87.0,-91.0
101457,-100.0,,31.0,-87.0,-91.0
101474,-100.0,,32.0,-87.0,-91.0
101492,-100.0,,33.0,-87.0,-91.0
101509,-100.0,,34.0,-87.0,-91.0
101519,-100.0,,35.0,-87.0,-91.0
101533,-100.0,,36.0,-87.0,-91.0
101550,-100.0,,37.0,-87.0,-91.0
101568,-100.0,,38.0,-87.0,-91.0
101586,-100.0,,40.0,-87.0,-91.0
101605,-100.0,,41.0,-87.0,-91.0
101620,-100.0,,42.0,-87.0,-91.0
101639,-100.0,,43.0,-87.0,-91.0
101656,-100.0,,44.0,-87.0,-91.0
101673,-100.0,,45.0,-87.0,-91.0
101691,-100.0,,46.0,-87.0,-91.0
101707,-100.0,,47.0,-87.0,-91.0
101726,-100.0,,48.0,-87.0,-91.0
101733,-100.0,,50.0,-87.0,-91.0
101750,-100.0,,51.0,-87.0,-91.0
101769,-100.0,,52.0,-87.0,-91.0
101785,-100.0,,53.0,-87.0,-91.0
101803,-100.0,,54.0,-87.0,-91.0
101820,-100.0,,55.0,-87.0,-91.0
101838,-100.0,,56.0,-87.0,-91.0
101859,-100.0,,57.0,-87.0,-91.0
101872,-100.0,,58.0,-87.0,-91.0
101892,-100.0,,60.0,-87.0,-91.0
101908,-100.0,,61.0,-87.0,-91.0
101925,-100.0,,62.0,-87.0,-91.0
101943,-100.0,,63.0,-87.0,-91.0
101952,-100.0,,64.0,-87.0,-91.0
101967,-100.0,,65.0,-87.0,-91.0
101984,-100.0,,66.0,-87.0,-91.0
102001,-100.0,,67.0,-87.0,-91.0
102020,-100.0,,68.0,-87.0,-91.0
102037,-100.0,,70.0,-87.0,-91.0
102054,-100.0,,71.0,-87.0,-91.0
102072,-100.0,,72.0,-87.0,-91.0
102089,-100.0,,73.0,-87.0,-91.0
102106,-100.0,,74.0,-87.0,-91.0
102129,-100.0,,75.0,-87.0,-91.0
102144,-100.0,,76.0,-87.0,-91.0
102161,-100.0,,77.0,-87.0,-91.0
102194,-100.0,,78.0,-87.0,-91.0
102205,-100.0,,79.0,-87.0,-91.0
102219,-100.0,,80.0,-87.0,-91.0
102237,-100.0,,81.0,-87.0,-91.0
102253,-100.0,,82.0,-87.0,-91.0
102278,-100.0,,83.0,-87.0,-91.0
102289,-100.0,,84.0,-87.0,-91.0
102306,-100.0,,85.0,-87.0,-91.0
102331,-100.0,,86.0,-87.0,-91.0
102342,-100.0,,88.0,-87.0,-91.0
102358,-100.0,,89.0,-87.0,-91.0
102377,-100.0,,90.0,-87.0,-91.0
102383,-100.0,,91.0,-87.0,-91.0
102401,-100.0,,92.0,-87.0,-91.0
102418,-100.0,,93.0,-87.0,-91.0
102436,-100.0,,94.0,-87.0,-91.0
102452,-100.0,,95.0,-87.0,-91.0
102471,-100.0,,96.0,-87.0,-91.0
102489,-100.0,,98.0,-87.0,-91.0
102505,-100.0,,99.0,-87.0,-91.0
102524,-100.0,,100.0,-87.0,-91.0
103484,-100.0,,100.0,-87.0,-91.0
103502,-100.0,,99.0,-87.0,-91.0
103520,-100.0,,98.0,-87.0,-91.0
103537,-100.0,,97.0,-87.0,-91.0
103553,-100.0,,96.0,-87.0,-91.0
103573,-100.0,,95.0,-87.0,-91.0
103589,-100.0,,94.0,-87.0,-91.0
103606,-100.0,,93.0,-87.0,-91.0
103625,-100.0,,92.0,-87.0,-91.0
103660,-100.0,,89.0,-87.0,-91.0
103683,-100.0,,87.0,-87.0,-91.0
103701,-100.0,,86.0,-87.0,-91.0
103719,-100.0,,85.0,-87.0,-91.0
103735,-100.0,,84.0,-87.0,-91.0
103753,-100.0,,83.0,-87.0,-91.0
103771,-100.0,,82.0,-87.0,-91.0
103789,-100.0,,80.0,-87.0,-91.0
103806,-100.0,,79.0,-87.0,-91.0
103824,-100.0,,78.0,-87.0,-91.0
103858,-100.0,,76.0,-87.0,-91.0
103868,-100.0,,75.0,-87.0,-91.0
103901,-100.0,,73.0,-87.0,-91.0
103934,-100.0,,71.0,-87.0,-91.0
103963,-100.0,,69.0,-87.0,-91.0
103995,-100.0,,67.0,-87.0,-91.0
104023,-100.0,,65.0,-87.0,-91.0
104065,-100.0,,63.0,-87.0,-91.0
104106,-100.0,,61.0,-87.0,-91.0
104118,-100.0,,60.0,-87.0,-91.0
104159,-100.0,,59.0,-87.0,-91.0
104185,-100.0,,58.0,-87.0,-91.0
104220,-100.0,,57.0,-87.0,-91.0
104249,-100.0,,56.0,-87.0,-91.0
104266,-100.0,,55.0,-87.0,-91.0
104289,-100.0,,54.0,-87.0,-91.0
104303,-100.0,,53.0,-87.0,-91.0
104338,-100.0,,52.0,-87.0,-91.0
104359,-100.0,,51.0,-87.0,-91.0
104370,-100.0,,50.0,-87.0,-91.0
104387,-100.0,,48.0,-87.0,-91.0
104412,-100.0,,48.0,-87.0,-91.0
104426,-100.0,,47.0,-87.0,-91.0
104478,-100.0,,46.0,-87.0,-91.0
104502,-100.0,,45.0,-87.0,-91.0
104511,-100.0,,44.0,-87.0,-91.0
104517,-100.0,,43.0,-87.0,-91.0
104551,-100.0,,42.0,-87.0,-91.0
104562,-100.0,,41.0,-87.0,-91.0
104614,-100.0,,40.0,-87.0,-91.0
104626,-100.0,,39.0,-87.0,-91.0
104639,-100.0,,38.0,-87.0,-91.0
104664,-100.0,,37.0,-87.0,-91.0
104675,-100.0,,36.0,-87.0,-91.0
104691,-100.0,,35.0,-87.0,-91.0
104710,-100.0,,35.0,-87.0,-91.0
104734,-100.0,,34.0,-87.0,-91.0
104753,-100.0,,33.0,-87.0,-91.0
104777,-100.0,,33.0,-87.0,-91.0
104787,-100.0,,32.0,-87.0,-91.0
104806,-100.0,,31.0,-87.0,-91.0
104833,-100.0,,30.0,-87.0,-91.0
104844,-100.0,,29.0,-87.0,-91.0
104858,-100.0,,28.0,-87.0,-91.0
104886,-100.0,,27.0,-87.0,-91.0
104893,-100.0,,26.0,-87.0,-91.0
104913,-100.0,,25.0,-87.0,-91.0
104926,-100.0,,24.0,-87.0,-91.0
104932,-100.0,,23.0,-87.0,-91.0
104950,-100.0,,22.0,-87.0,-91.0
104968,-100.0,,21.0,-87.0,-91.0
104985,-100.0,,19.0,-87.0,-91.0
105002,-100.0,,18.0,-87.0,-91.0
105020,-100.0,,17.0,-87.0,-91.0
105038,-100.0,,16.0,-87.0,-91.0
105055,-100.0,,15.0,-87.0,-91.0
105072,-100.0,,14.0,-87.0,-91.0
105089,-100.0,,13.0,-87.0,-91.0
105107,-100.0,,12.0,-87.0,-91.0
105129,-100.0,,11.0,-87.0,-91.0
105161,-100.0,,9.0,-87.0,-91.0
105172,-100.0,,8.0,-87.0,-91.0
105195,-100.0,,7.0,-87.0,-91.0
105207,-100.0,,6.0,-87.0,-91.0
105225,-100.0,,5.0,-87.0,-91.0
105238,-100.0,,4.0,-87.0,-91.0
105258,-100.0,,3.0,-87.0,-91.0
105274,-100.0,,2.0,-87.0,-91.0
105299,-100.0,,1.0,-87.0,-91.0
105309,-100.0,,0.0,-87.0,-91.0
105332,-100.0,,0.0,-87.0,-91.0
105341,-100.0,,-1.0,-87.0,-91.0
105359,-100.0,,-2.0,-87.0,-91.0
105375,-100.0,,-3.0,-87.0,-91.0
105385,-100.0,,-4.0,-87.0,-91.0
105402,-100.0,,-5.0,-87.0,-91.0
105418,-100.0,,-6.0,-87.0,-91.0
105436,-100.0,,-8.0,-87.0,-91.0
105453,-100.0,,-9.0,-87.0,-91.0
105472,-100.0,,-10.0,-87.0,-91.0
105489,-100.0,,-11.0,-87.0,-91.0
105505,-100.0,,-12.0,-87.0,-91.0
105523,-100.0,,-13.0,-87.0,-91.0
105541,-100.0,,-14.0,-87.0,-91.0
105559,-100.0,,-15.0,-87.0,-91.0
105566,-100.0,,-16.0,-87.0,-91.0
105583,-100.0,,-18.0,-87.0,-91.0
105600,-100.0,,-19.0,-87.0,-91.0
105618,-100.0,,-20.0,-87.0,-91.0
105635,-100.0,,-21.0,-87.0,-91.0
105653,-100.0,,-22.0,-87.0,-91.0
105671,-100.0,,-23.0,-87.0,-91.0
105690,-100.0,,-24.0,-87.0,-91.0
105706,-100.0,,-25.0,-87.0,-91.0
105723,-100.0,,-26.0,-87.0,-91.0
105745,-100.0,,-27.0,-87.0,-91.0
105760,-100.0,,-29.0,-87.0,-91.0
105776,-100.0,,-30.0,-87.0,-91.0
105789,-100.0,,-30.0,-87.0,-91.0
105799,-100.0,,-31.0,-87.0,-91.0
105827,-100.0,,-32.0,-87.0,-91.0
105838,-100.0,,-33.0,-87.0,-91.0
105853,-100.0,,-34.0,-87.0,-91.0
105874,-100.0,,-35.0,-87.0,-91.0
105887,-100.0,,-37.0,-87.0,-91.0
105905,-100.0,,-38.0,-87.0,-91.0
105922,-100.0,,-39.0,-87.0,-91.0
105939,-100.0,,-40.0,-87.0,-91.0
105958,-100.0,,-41.0,-87.0,-91.0
105975,-100.0,,-42.0,-87.0,-91.0
105992,-100.0,,-43.0,-87.0,-91.0
105998,-100.0,,-44.0,-87.0,-91.0
106017,-100.0,,-45.0,-87.0,-91.0
106036,-100.0,,-47.0,-87.0,-91.0
106052,-100.0,,-48.0,-87.0,-91.0
106069,-100.0,,-49.0,-87.0,-91.0
106085,-100.0,,-50.0,-87.0,-91.0
106104,-100.0,,-51.0,-87.0,-91.0
106122,-100.0,,-52.0,-87.0,-91.0
106139,-100.0,,-53.0,-87.0,-91.0
106164,-100.0,,-54.0,-87.0,-91.0
106174,-100.0,,-54.0,-87.0,-91.0
106192,-100.0,,-55.0,-87.0,-91.0
106210,-100.0,,-57.0,-87.0,-91.0
106220,-100.0,,-57.0,-87.0,-91.0
106244,-100.0,,-58.0,-87.0,-91.0
106255,-100.0,,-59.0,-87.0,-91.0
106269,-100.0,,-60.0,-87.0,-91.0
106302,-100.0,,-60.0,-87.0,-91.0
106308,-100.0,,-61.0,-87.0,-91.0
106323,-100.0,,-61.0,-87.0,-91.0
106346,-100.0,,-62.0,-87.0,-91.0
106358,-100.0,,-63.0,-87.0,-91.0
106380,-100.0,,-63.0,-87.0,-91.0
106392,-100.0,,-64.0,-87.0,-91.0
106409,-100.0,,-65.0,-87.0,-91.0
106421,-100.0,,-66.0,-87.0,-91.0
106440,-100.0,,-67.0,-87.0,-91.0
106450,-100.0,,-68.0,-87.0,-91.0
106469,-100.0,,-69.0,-87.0,-91.0
106490,-100.0,,-70.0,-87.0,-91.0
106510,-100.0,,-71.0,-87.0,-91.0
106522,-100.0,,-72.0,-87.0,-91.0
106545,-100.0,,-73.0,-87.0,-91.0
106560,-100.0,,-74.0,-87.0,-91.0
106580,-100.0,,-75.0,-87.0,-91.0
106590,-100.0,,-76.0,-87.0,-91.0
106609,-100.0,,-77.0,-87.0,-91.0
106633,-100.0,,-78.0,-87.0,-91.0
106644,-100.0,,-79.0,-87.0,-91.0
106659,-100.0,,-80.0,-87.0,-91.0
106669,-100.0,,-81.0,-87.0,-91.0
106686,-100.0,,-82.0,-87.0,-91.0
106708,-100.0,,-83.0,-87.0,-91.0
106746,-100.0,,-84.0,-87.0,-91.0
106759,-100.0,,-85.0,-87.0,-91.0
106781,-100.0,,-85.0,-87.0,-91.0
106790,-100.0,,-87.0,-87.0,-91.0
106806,-100.0,,-88.0,-87.0,-91.0
106831,-100.0,,-88.0,-87.0,-91.0
106843,-100.0,,-90.0,-87.0,-91.0
106849,-100.0,,-91.0,-87.0,-91.0
106898,-100.0,,-91.0,-87.0,-91.0
106907,-100.0,,-92.0,-87.0,-91.0
106955,-100.0,,-92.0,-87.0,-91.0
106961,-100.0,,-93.0,-87.0,-91.0
106977,-100.0,,-93.0,-87.0,-91.0
107002,-100.0,,-95.0,-87.0,-91.0
107019,-100.0,,-96.0,-87.0,-91.0
110301,-100.0,,-96.0,-87.0,-91.0
110321,-100.0,,-95.0,-87.0,-91.0
110353,-100.0,,-93.0,-87.0,-91.0
110372,-100.0,,-92.0,-87.0,-91.0
110389,-100.0,,-91.0,-87.0,-91.0
110407,-100.0,,-90.0,-87.0,-91.0
110422,-100.0,,-88.0,-87.0,-91.0
110440,-100.0,,-87.0,-87.0,-91.0
110460,-100.0,,-86.0,-87.0,-91.0
110475,-100.0,,-85.0,-87.0,-91.0
110488,-100.0,,-84.0,-87.0,-91.0
110501,-100.0,,-83.0,-87.0,-91.0
110517,-100.0,,-82.0,-87.0,-91.0
110540,-100.0,,-81.0,-87.0,-91.0
110569,-100.0,,-78.0,-87.0,-91.0
110588,-100.0,,-78.0,-87.0,-91.0
110605,-100.0,,-76.0,-87.0,-91.0
110634,-100.0,,-75.0,-87.0,-91.0
110657,-100.0,,-73.0,-87.0,-91.0
110680,-100.0,,-72.0,-87.0,-91.0
110699,-100.0,,-69.0,-87.0,-91.0
110716,-100.0,,-68.0,-87.0,-91.0
110734,-100.0,,-67.0,-87.0,-91.0
110753,-100.0,,-67.0,-87.0,-91.0
110769,-100.0,,-65.0,-87.0,-91.0
110787,-100.0,,-64.0,-87.0,-91.0
110804,-100.0,,-63.0,-87.0,-91.0
110821,-100.0,,-62.0,-87.0,-91.0
110857,-100.0,,-60.0,-87.0,-91.0
110898,-100.0,,-59.0,-87.0,-91.0
110920,-100.0,,-58.0,-87.0,-91.0
110953,-100.0,,-56.0,-87.0,-91.0
110967,-100.0,,-55.0,-87.0,-91.0
110985,-100.0,,-53.0,-87.0,-91.0
111013,-100.0,,-53.0,-87.0,-91.0
111022,-100.0,,-52.0,-87.0,-91.0
111039,-100.0,,-51.0,-87.0,-91.0
111060,-100.0,,-50.0,-87.0,-91.0
111073,-100.0,,-49.0,-87.0,-91.0
111091,-100.0,,-48.0,-87.0,-91.0
111109,-100.0,,-47.0,-87.0,-91.0
111116,-100.0,,-46.0,-87.0,-91.0
111133,-100.0,,-44.0,-87.0,-91.0
111152,-100.0,,-43.0,-87.0,-91.0
111173,-100.0,,-43.0,-87.0,-91.0
111185,-100.0,,-41.0,-87.0,-91.0
111204,-100.0,,-40.0,-87.0,-91.0
111220,-100.0,,-39.0,-87.0,-91.0
111239,-100.0,,-38.0,-87.0,-91.0
111259,-100.0,,-37.0,-87.0,-91.0
111274,-100.0,,-36.0,-87.0,-91.0
111290,-100.0,,-34.0,-87.0,-91.0
111308,-100.0,,-33.0,-87.0,-91.0
111328,-100.0,,-32.0,-87.0,-91.0
111333,-100.0,,-31.0,-87.0,-91.0
111350,-100.0,,-30.0,-87.0,-91.0
111367,-100.0,,-29.0,-87.0,-91.0
111384,-100.0,,-28.0,-87.0,-91.0
111403,-100.0,,-27.0,-87.0,-91.0
111420,-100.0,,-26.0,-87.0,-91.0
111437,-100.0,,-24.0,-87.0,-91.0
111455,-100.0,,-23.0,-87.0,-91.0
111472,-100.0,,-22.0,-87.0,-91.0
111490,-100.0,,-21.0,-87.0,-91.0
111508,-100.0,,-20.0,-87.0,-91.0
111525,-100.0,,-19.0,-87.0,-91.0
111542,-100.0,,-18.0,-87.0,-91.0
111549,-100.0,,-17.0,-87.0,-91.0
111567,-100.0,,-16.0,-87.0,-91.0
111585,-100.0,,-14.0,-87.0,-91.0
111602,-100.0,,-13.0,-87.0,-91.0
111620,-100.0,,-12.0,-87.0,-91.0
111636,-100.0,,-11.0,-87.0,-91.0
111655,-100.0,,-10.0,-87.0,-91.0
111673,-100.0,,-9.0,-87.0,-91.0
111689,-100.0,,-8.0,-87.0,-91.0
111708,-100.0,,-7.0,-87.0,-91.0
111726,-100.0,,-6.0,-87.0,-91.0
111742,-100.0,,-4.0,-87.0,-91.0
111760,-100.0,,-3.0,-87.0,-91.0
111766,-100.0,,-2.0,-87.0,-91.0
111784,-100.0,,-1.0,-87.0,-91.0
111801,-100.0,,0.0,-87.0,-91.0
111818,-100.0,,1.0,-87.0,-91.0
111836,-100.0,,2.0,-87.0,-91.0
111854,-100.0,,3.0,-87.0,-91.0
111871,-100.0,,4.0,-87.0,-91.0
111888,-100.0,,6.0,-87.0,-91.0
111907,-100.0,,7.0,-87.0,-91.0
111923,-100.0,,8.0,-87.0,-91.0
111941,-100.0,,9.0,-87.0,-91.0
111959,-100.0,,10.0,-87.0,-91.0
111965,-100.0,,11.0,-87.0,-91.0
111984,-100.0,,12.0,-87.0,-91.0
112004,-100.0,,13.0,-87.0,-91.0
