,AZSSG2REHDX18,ACBG07QLGIDP0,AJE5OG666CBAC
540340,-100.0,-100.0,-87.88034188034187
540353,-100.0,-100.0,-87.86324786324786
540355,-100.0,-100.0,-87.84615384615384
540369,-100.0,-100.0,-87.82905982905983
540372,-100.0,-100.0,-87.8119658119658
540385,-100.0,-100.0,-87.7948717948718
540388,-100.0,-100.0,-87.77777777777777
540402,-100.0,-100.0,-87.76068376068376
540405,-100.0,-100.0,-87.74358974358974
540418,-100.0,-100.0,-87.72649572649573
540422,-100.0,-100.0,-87.7094017094017
540435,-100.0,-100.0,-87.6923076923077
540438,-100.0,-100.0,-87.67521367521367
540452,-100.0,-100.0,-87.65811965811966
540455,-100.0,-100.0,-87.64102564102564
540468,-100.0,-100.0,-87.62393162393163
540471,-100.0,-100.0,-87.6068376068376
540485,-100.0,-100.0,-87.58974358974359
540489,-100.0,-100.0,-87.57264957264957
540502,-100.0,-100.0,-87.55555555555556
540504,-100.0,-100.0,-87.53846153846153
540518,-100.0,-100.0,-87.52136752136752
540522,-100.0,-100.0,-87.5042735042735
540535,-100.0,-100.0,-87.48717948717949
540538,-100.0,-100.0,-87.47008547008546
540551,-100.0,-100.0,-87.45299145299145
540554,-100.0,-100.0,-87.43589743589743
540568,-100.0,-100.0,-87.41880341880342
540572,-100.0,-100.0,-87.4017094017094
540585,-100.0,-100.0,-87.38461538461539
540588,-100.0,-100.0,-87.36752136752136
540602,-100.0,-100.0,-87.35042735042735
540605,-100.0,-100.0,-87.33333333333333
540618,-100.0,-100.0,-87.31623931623932
540622,-100.0,-100.0,-87.2991452991453
540635,-100.0,-100.0,-87.28205128205128
540638,-100.0,-100.0,-87.26495726495726
540652,-100.0,-100.0,-87.24786324786325
540655,-100.0,-100.0,-87.23076923076923
540668,-100.0,-100.0,-87.21367521367522
540672,-100.0,-100.0,-87.19658119658119
540687,-100.0,-100.0,-87.17948717948718
540689,-100.0,-100.0,-87.16239316239316
540701,-100.0,-100.0,-87.14529914529915
540704,-100.0,-100.0,-87.12820512820512
540718,-100.0,-100.0,-87.11111111111111
540722,-100.0,-100.0,-87.09401709401709
540735,-100.0,-100.0,-87.07692307692308
540739,-100.0,-100.0,-87.05982905982906
540751,-100.0,-100.0,-87.04273504273505
540755,-100.0,-100.0,-87.02564102564102
540768,-100.0,-100.0,-87.00854700854701
540771,-100.0,-100.0,-86.99145299145299
540785,-100.0,-100.0,-86.97435897435898
540788,-100.0,-100.0,-86.95726495726495
540801,-100.0,-100.0,-86.94017094017094
540804,-100.0,-100.0,-86.92307692307692
540818,-100.0,-100.0,-86.90598290598291
540822,-100.0,-100.0,-86.88888888888889
540835,-100.0,-100.0,-86.87179487179488
540838,-100.0,-100.0,-86.85470085470085
540851,-100.0,-100.0,-86.83760683760684
540854,-100.0,-100.0,-86.82051282051282
540868,-100.0,-100.0,-86.80341880341881
540871,-100.0,-100.0,-86.78632478632478
540885,-100.0,-100.0,-86.76923076923077
540889,-100.0,-100.0,-86.75213675213675
540902,-100.0,-100.0,-86.73504273504274
540905,-100.0,-100.0,-86.71794871794872
540918,-100.0,-100.0,-86.7008547008547
540922,-100.0,-100.0,-86.68376068376068
540934,-100.0,-100.0,-86.66666666666667
540938,-100.0,-100.0,-86.64957264957265
540951,-100.0,-100.0,-86.63247863247864
540954,-100.0,-100.0,-86.61538461538461
540968,-100.0,-100.0,-86.5982905982906
540972,-100.0,-100.0,-86.58119658119658
540985,-100.0,-100.0,-86.56410256410257
540988,-100.0,-100.0,-86.54700854700855
541003,-100.0,-100.0,-86.52991452991454
541007,-100.0,-100.0,-86.51282051282051
541018,-100.0,-100.0,-86.4957264957265
541022,-100.0,-100.0,-86.47863247863248
541036,-100.0,-100.0,-86.46153846153847
541040,-100.0,-100.0,-86.44444444444444
541054,-100.0,-100.0,-86.42735042735043
541058,-100.0,-100.0,-86.41025641025641
541069,-100.0,-100.0,-86.3931623931624
541073,-100.0,-100.0,-86.37606837606837
541085,-100.0,-100.0,-86.35897435897436
541088,-100.0,-100.0,-86.34188034188034
541102,-100.0,-100.0,-86.32478632478633
541105,-100.0,-100.0,-86.3076923076923
541118,-100.0,-100.0,-86.2905982905983
541121,-100.0,-100.0,-86.27350427350427
541134,-100.0,-100.0,-86.25641025641026
541137,-100.0,-100.0,-86.23931623931624
541153,-100.0,-100.0,-86.22222222222223
541155,-100.0,-100.0,-86.2051282051282
541169,-100.0,-100.0,-86.1880341880342
541172,-100.0,-100.0,-86.17094017094017
541184,-100.0,-100.0,-86.15384615384616
541187,-100.0,-100.0,-86.13675213675214
541201,-100.0,-100.0,-86.11965811965813
541204,-100.0,-100.0,-86.1025641025641
541218,-100.0,-100.0,-86.08547008547009
541220,-100.0,-100.0,-86.06837606837607
541234,-100.0,-100.0,-86.05128205128204
541237,-100.0,-100.0,-86.03418803418803
541252,-100.0,-100.0,-86.01709401709401
541283,-100.0,-100.0,-86.0
541318,-100.0,-100.0,-87.0
541365,-100.0,-100.0,-88.0
541399,-100.0,-100.0,-91.0
541446,-100.0,-100.0,-93.0
541652,-100.0,-100.0,-93.125
541668,-100.0,-100.0,-93.25
541671,-100.0,-100.0,-93.375
541684,-100.0,-100.0,-93.5
541687,-100.0,-100.0,-93.625
541701,-100.0,-100.0,-93.75
541704,-100.0,-100.0,-93.875
541717,-100.0,-100.0,-94.0
541720,-100.0,-100.0,-94.125
541734,-100.0,-100.0,-94.25
541737,-100.0,-100.0,-94.375
541751,-100.0,-100.0,-94.5
541753,-100.0,-100.0,-94.625
541767,-100.0,-100.0,-94.75
541770,-100.0,-100.0,-94.875
541783,-100.0,-100.0,-95.0
541784,-100.0,-100.0,-95.14285714285714
541787,-100.0,-100.0,-95.28571428571429
541801,-100.0,-100.0,-95.42857142857143
541803,-100.0,-100.0,-95.57142857142857
541817,-100.0,-100.0,-95.71428571428571
541820,-100.0,-100.0,-95.85714285714286
541829,-100.0,-100.0,-96.0
541834,-100.0,-100.0,-96.6
541837,-100.0,-100.0,-97.2
541850,-100.0,-100.0,-97.8
541853,-100.0,-100.0,-98.4
541864,-100.0,-100.0,-99.0
541867,-100.0,-100.0,-99.0
541871,-100.0,-100.0,-99.0
541884,-100.0,-100.0,-99.0
541886,-100.0,-100.0,-99.0
541901,-100.0,-100.0,-99.0
541903,-100.0,-100.0,-99.0
541917,-100.0,-100.0,-99.0
541920,-100.0,-100.0,-99.0
541934,-100.0,-100.0,-99.0
541937,-100.0,-100.0,-99.0
541951,-100.0,-100.0,-99.0
541953,-100.0,-100.0,-99.0
541967,-100.0,-100.0,-99.0
541970,-100.0,-100.0,-99.0
541984,-100.0,-100.0,-99.0
542169,-100.0,-100.0,-99.0
542185,-100.0,-100.0,-99.0
542186,-100.0,-100.0,-99.0
542201,-100.0,-100.0,-99.0
542203,-100.0,-100.0,-99.0
542217,-100.0,-100.0,-99.0
542220,-100.0,-100.0,-99.0
542234,-100.0,-100.0,-99.0
542239,-100.0,-100.0,-99.0
542252,-100.0,-100.0,-99.0
542256,-100.0,-100.0,-99.0
542267,-100.0,-100.0,-99.0
542275,-100.0,-100.0,-99.0
542284,-100.0,-100.0,-99.0
542289,-100.0,-100.0,-99.0
542302,-100.0,-100.0,-99.0
542304,-100.0,-100.0,-99.0
542318,-100.0,-100.0,-99.0
542320,-100.0,-100.0,-99.0
542335,-100.0,-100.0,-99.0
542337,-100.0,-100.0,-99.0
542350,-100.0,-100.0,-99.0
542353,-100.0,-100.0,-99.0
542368,-100.0,-100.0,-99.0
542370,-100.0,-100.0,-99.0
542383,-100.0,-100.0,-99.0
542386,-100.0,-100.0,-99.0
542401,-100.0,-100.0,-99.0
542404,-100.0,-100.0,-99.0
542417,-100.0,-100.0,-99.0
542419,-100.0,-100.0,-99.0
542433,-100.0,-100.0,-99.0
542436,-100.0,-100.0,-99.0
542450,-100.0,-100.0,-99.0
542453,-100.0,-100.0,-99.0
542467,-100.0,-100.0,-99.0
542469,-100.0,-100.0,-99.0
542483,-100.0,-100.0,-99.0
542485,-100.0,-100.0,-99.0
542500,-100.0,-100.0,-99.0
542502,-100.0,-100.0,-99.0
542516,-100.0,-100.0,-99.0
542519,-100.0,-100.0,-99.0
542533,-100.0,-100.0,-99.0
542537,-100.0,-100.0,-99.0
542550,-100.0,-100.0,-99.0
542553,-100.0,-100.0,-99.0
542566,-100.0,-100.0,-99.0
542569,-100.0,-100.0,-99.0
542583,-100.0,-100.0,-99.0
542658,-100.0,-100.0,-99.0
542675,-100.0,-100.0,-99.0
542691,-100.0,-100.0,-99.0
542707,-100.0,-100.0,-99.0
542725,-100.0,-100.0,-99.0
542741,-100.0,-100.0,-99.0
542757,-100.0,-100.0,-99.0
542774,-100.0,-100.0,-99.0
542791,-100.0,-100.0,-99.0
542807,-100.0,-100.0,-99.0
542824,-100.0,-100.0,-99.0
542841,-100.0,-100.0,-99.0
543151,-100.0,-100.0,-99.0
543167,-100.0,-100.0,-99.0
543169,-100.0,-100.0,-99.0
543182,-100.0,-100.0,-99.0
543185,-100.0,-100.0,-99.0
543200,-100.0,-100.0,-99.0
543202,-100.0,-100.0,-99.0
543216,-100.0,-100.0,-99.0
543218,-100.0,-100.0,-99.0
543232,-100.0,-100.0,-99.0
543235,-100.0,-100.0,-99.0
543249,-100.0,-100.0,-99.0
543252,-100.0,-100.0,-99.0
543266,-100.0,-100.0,-99.0
543269,-100.0,-100.0,-99.0
543284,-100.0,-100.0,-99.0
543287,-100.0,-100.0,-99.0
543299,-100.0,-100.0,-99.0
543303,-100.0,-100.0,-99.0
543316,-100.0,-100.0,-99.0
543319,-100.0,-100.0,-99.0
543333,-100.0,-100.0,-99.0
543335,-100.0,-100.0,-99.0
543349,-100.0,-100.0,-99.0
543352,-100.0,-100.0,-99.0
543366,-100.0,-100.0,-99.0
543385,-100.0,-100.0,-99.0
543399,-100.0,-100.0,-99.0
543402,-100.0,-100.0,-99.0
543416,-100.0,-100.0,-99.0
543418,-100.0,-100.0,-99.0
543432,-100.0,-100.0,-99.0
543435,-100.0,-100.0,-99.0
543449,-100.0,-100.0,-99.0
543452,-100.0,-100.0,-99.0
543466,-100.0,-100.0,-99.0
543468,-100.0,-100.0,-99.0
543482,-100.0,-100.0,-99.0
543486,-100.0,-100.0,-99.0
543499,-100.0,-100.0,-99.0
543502,-100.0,-100.0,-99.0
543516,-100.0,-100.0,-99.0
543518,-100.0,-100.0,-99.0
543534,-100.0,-100.0,-99.0
543833,-100.0,-100.0,-99.0
543850,-100.0,-100.0,-99.0
543852,-100.0,-100.0,-99.0
543866,-100.0,-100.0,-99.0
543869,-100.0,-100.0,-99.0
543882,-100.0,-100.0,-99.0
543903,-100.0,-100.0,-99.0
543932,-100.0,-100.0,-99.0
543935,-100.0,-100.0,-99.0
543949,-100.0,-100.0,-99.0
543952,-100.0,-100.0,-99.0
543965,-100.0,-100.0,-99.0
543968,-100.0,-100.0,-99.0
543982,-100.0,-100.0,-99.0
543985,-100.0,-100.0,-99.0
543999,-100.0,-100.0,-99.0
544002,-100.0,-100.0,-99.0
544015,-100.0,-100.0,-99.0
544018,-100.0,-100.0,-99.0
544033,-100.0,-100.0,-99.0
544038,-100.0,-100.0,-99.0
544050,-100.0,-100.0,-99.0
551659,-100.0,-100.0,-99.0
551677,-100.0,-100.0,-99.0
551692,-100.0,-100.0,-99.0
551709,-100.0,-100.0,-99.0
551726,-100.0,-100.0,-99.0
551742,-100.0,-100.0,-99.0
551759,-100.0,-100.0,-99.0
551776,-100.0,-100.0,-99.0
551792,-100.0,-100.0,-99.0
551809,-100.0,-100.0,-99.0
551826,-100.0,-100.0,-99.0
551842,-100.0,-100.0,-99.0
551859,-100.0,-100.0,-99.0
551876,-100.0,-100.0,-99.0
551892,-100.0,-100.0,-99.0
551909,-100.0,-100.0,-99.0
551926,-100.0,-100.0,-99.0
551942,-100.0,-100.0,-99.0
551959,-100.0,-100.0,-99.0
551976,-100.0,-100.0,-99.0
551992,-100.0,-100.0,-99.0
552009,-100.0,-100.0,-99.0
552025,-100.0,-100.0,-99.0
552042,-100.0,-100.0,-99.0
552059,-100.0,-100.0,-99.0
552076,-100.0,-100.0,-99.0
552092,-100.0,-100.0,-99.0
552109,-100.0,-100.0,-99.0
552126,-100.0,-100.0,-99.0
552142,-100.0,-100.0,-99.0
552159,-100.0,-100.0,-99.0
552176,-100.0,-100.0,-99.0
552192,-100.0,-100.0,-99.0
552209,-100.0,-100.0,-99.0
552226,-100.0,-100.0,-99.0
552242,-100.0,-100.0,-99.0
552259,-100.0,-100.0,-99.0
552277,-100.0,-100.0,-99.0
552292,-100.0,-100.0,-99.0
552309,-100.0,-100.0,-99.0
552327,-100.0,-100.0,-99.0
552344,-100.0,-100.0,-99.0
552876,-100.0,-100.0,-99.0
552893,-100.0,-100.0,-99.0
552909,-100.0,-100.0,-99.0
552926,-100.0,-100.0,-99.0
552942,-100.0,-100.0,-99.0
552959,-100.0,-100.0,-99.0
552976,-100.0,-100.0,-99.0
552992,-100.0,-100.0,-99.0
553009,-100.0,-100.0,-99.0
553026,-100.0,-100.0,-99.0
553042,-100.0,-100.0,-99.0
553059,-100.0,-100.0,-99.0
553076,-100.0,-100.0,-99.0
553092,-100.0,-100.0,-99.0
553109,-100.0,-100.0,-99.0
553126,-100.0,-100.0,-99.0
553142,-100.0,-100.0,-99.0
553159,-100.0,-100.0,-99.0
553176,-100.0,-100.0,-99.0
553192,-100.0,-100.0,-99.0
553209,-100.0,-100.0,-99.0
553226,-100.0,-100.0,-99.0
553242,-100.0,-100.0,-99.0
553259,-100.0,-100.0,-99.0
553276,-100.0,-100.0,-99.0
553292,-100.0,-100.0,-99.0
553309,-100.0,-100.0,-99.0
553326,-100.0,-100.0,-99.0
553342,-100.0,-100.0,-99.0
553359,-100.0,-100.0,-99.0
553376,-100.0,-100.0,-99.0
553392,-100.0,-100.0,-99.0
553409,-100.0,-100.0,-99.0
553426,-100.0,-100.0,-99.0
553442,-100.0,-100.0,-99.0
553459,-100.0,-100.0,-99.0
553476,-100.0,-100.0,-99.0
553492,-100.0,-100.0,-99.0
553509,-100.0,-100.0,-99.0
553525,-100.0,-100.0,-99.0
553542,-100.0,-100.0,-99.0
553560,-100.0,-100.0,-99.0
553576,-100.0,-100.0,-99.0
553592,-100.0,-100.0,-99.0
553609,-100.0,-100.0,-99.0
554392,-100.0,-100.0,-99.0
554409,-100.0,-100.0,-99.0
554426,-100.0,-100.0,-99.0
554442,-100.0,-100.0,-99.0
554459,-100.0,-100.0,-99.0
554476,-100.0,-100.0,-99.0
554492,-100.0,-100.0,-99.0
554509,-100.0,-100.0,-99.0
554526,-100.0,-100.0,-99.0
592075,-100.0,-100.0,-99.0
592092,-100.0,-100.0,-99.0
592095,-100.0,-100.0,-99.0
592107,-100.0,-100.0,-99.0
592109,-100.0,-100.0,-99.0
592124,-100.0,-100.0,-99.0
592127,-100.0,-100.0,-99.0
592140,-100.0,-100.0,-99.0
592143,-100.0,-100.0,-99.0
592157,-100.0,-100.0,-99.0
592159,-100.0,-100.0,-99.0
592173,-100.0,-100.0,-99.0
592176,-100.0,-100.0,-99.0
592190,-100.0,-100.0,-99.0
592192,-100.0,-100.0,-99.0
592207,-100.0,-100.0,-99.0
592209,-100.0,-100.0,-99.0
592223,-100.0,-100.0,-99.0
592226,-100.0,-100.0,-99.0
592240,-100.0,-100.0,-99.0
592243,-100.0,-100.0,-99.0
592257,-100.0,-100.0,-99.0
592260,-100.0,-100.0,-99.0
592273,-100.0,-100.0,-99.0
592276,-100.0,-100.0,-99.0
592291,-100.0,-100.0,-99.0
592294,-100.0,-100.0,-99.0
592306,-100.0,-100.0,-99.0
592311,-100.0,-100.0,-99.0
592323,-100.0,-100.0,-99.0
592327,-100.0,-100.0,-99.0
592340,-100.0,-100.0,-99.0
592344,-100.0,-100.0,-99.0
592356,-100.0,-100.0,-99.0
592359,-100.0,-100.0,-99.0
592373,-100.0,-100.0,-99.0
592377,-100.0,-100.0,-99.0
592390,-100.0,-100.0,-99.0
592392,-100.0,-100.0,-99.0
592406,-100.0,-100.0,-99.0
592408,-100.0,-100.0,-99.0
592423,-100.0,-100.0,-99.0
592425,-100.0,-100.0,-99.0
592440,-100.0,-100.0,-99.0
592442,-100.0,-100.0,-99.0
592456,-100.0,-100.0,-99.0
592459,-100.0,-100.0,-99.0
592473,-100.0,-100.0,-99.0
592475,-100.0,-100.0,-99.0
592489,-100.0,-100.0,-99.0
592492,-100.0,-100.0,-99.0
592506,-100.0,-100.0,-99.0
592508,-100.0,-100.0,-99.0
592523,-100.0,-100.0,-99.0
592525,-100.0,-100.0,-99.0
592540,-100.0,-100.0,-99.0
592542,-100.0,-100.0,-99.0
592556,-100.0,-100.0,-99.0
592558,-100.0,-100.0,-99.0
592573,-100.0,-100.0,-99.0
592575,-100.0,-100.0,-99.0
592589,-100.0,-100.0,-99.0
592592,-100.0,-100.0,-99.0
592606,-100.0,-100.0,-99.0
592608,-100.0,-100.0,-99.0
592623,-100.0,-100.0,-99.0
592626,-100.0,-100.0,-99.0
592639,-100.0,-100.0,-99.0
592642,-100.0,-100.0,-99.0
592656,-100.0,-100.0,-99.0
592659,-100.0,-100.0,-99.0
592673,-100.0,-100.0,-99.0
592675,-100.0,-100.0,-99.0
592689,-100.0,-100.0,-99.0
592692,-100.0,-100.0,-99.0
592706,-100.0,-100.0,-99.0
592709,-100.0,-100.0,-99.0
592723,-100.0,-100.0,-99.0
592725,-100.0,-100.0,-99.0
592739,-100.0,-100.0,-99.0
592742,-100.0,-100.0,-99.0
592756,-100.0,-100.0,-99.0
592758,-100.0,-100.0,-99.0
592773,-100.0,-100.0,-99.0
592775,-100.0,-100.0,-99.0
592789,-100.0,-100.0,-99.0
592794,-100.0,-100.0,-99.0
592806,-100.0,-100.0,-99.0
592808,-100.0,-100.0,-99.0
592823,-100.0,-100.0,-99.0
592825,-100.0,-100.0,-99.0
592839,-100.0,-100.0,-99.0
592842,-100.0,-100.0,-99.0
592856,-100.0,-100.0,-99.0
592858,-100.0,-100.0,-99.0
592873,-100.0,-100.0,-99.0
592876,-100.0,-100.0,-99.0
592889,-100.0,-100.0,-99.0
592892,-100.0,-100.0,-99.0
592906,-100.0,-100.0,-99.0
592908,-100.0,-100.0,-99.0
592922,-100.0,-100.0,-99.0
592925,-100.0,-100.0,-99.0
592939,-100.0,-100.0,-99.0
592942,-100.0,-100.0,-99.0
592956,-100.0,-100.0,-99.0
592959,-100.0,-100.0,-99.0
592972,-100.0,-100.0,-99.0
592975,-100.0,-100.0,-99.0
592989,-100.0,-100.0,-99.0
592992,-100.0,-100.0,-99.0
593006,-100.0,-100.0,-99.0
594323,-100.0,-100.0,-99.0
594340,-100.0,-100.0,-99.0
594343,-100.0,-100.0,-99.0
594355,-100.0,-100.0,-99.0
594359,-100.0,-100.0,-99.0
594372,-100.0,-100.0,-99.0
594376,-100.0,-100.0,-99.0
594388,-100.0,-100.0,-99.0
594391,-100.0,-100.0,-99.0
594405,-100.0,-100.0,-99.0
594407,-100.0,-100.0,-99.0
594421,-100.0,-100.0,-99.0
594424,-100.0,-100.0,-99.0
594438,-100.0,-100.0,-99.0
594441,-100.0,-100.0,-99.0
594455,-100.0,-100.0,-99.0
594457,-100.0,-100.0,-99.0
594473,-100.0,-100.0,-99.0
594476,-100.0,-100.0,-99.0
594488,-100.0,-100.0,-99.0
594490,-100.0,-100.0,-99.0
594506,-100.0,-100.0,-99.0
594508,-100.0,-100.0,-99.0
594522,-100.0,-100.0,-99.0
594526,-100.0,-100.0,-99.0
594538,-100.0,-100.0,-99.0
594541,-100.0,-100.0,-99.0
594554,-100.0,-100.0,-99.0
594557,-100.0,-100.0,-99.0
594571,-100.0,-100.0,-99.0
594573,-100.0,-100.0,-99.0
594588,-100.0,-100.0,-99.0
594591,-100.0,-100.0,-99.0
594604,-100.0,-100.0,-99.0
594607,-100.0,-100.0,-99.0
594621,-100.0,-100.0,-99.0
594624,-100.0,-100.0,-99.0
594638,-100.0,-100.0,-99.0
594640,-100.0,-100.0,-99.0
594654,-100.0,-100.0,-99.0
594657,-100.0,-100.0,-99.0
594671,-100.0,-100.0,-99.0
594674,-100.0,-100.0,-99.0
594688,-100.0,-100.0,-99.0
594690,-100.0,-100.0,-99.0
594704,-100.0,-100.0,-99.0
594707,-100.0,-100.0,-99.0
594721,-100.0,-100.0,-99.0
594724,-100.0,-100.0,-99.0
594738,-100.0,-100.0,-99.0
594741,-100.0,-100.0,-99.0
594756,-100.0,-100.0,-99.0
594758,-100.0,-100.0,-99.0
594771,-100.0,-100.0,-99.0
594775,-100.0,-100.0,-99.0
594787,-100.0,-100.0,-99.0
594791,-100.0,-100.0,-99.0
594804,-100.0,-100.0,-99.0
594807,-100.0,-100.0,-99.0
594821,-100.0,-100.0,-99.0
594823,-100.0,-100.0,-99.0
594838,-100.0,-100.0,-99.0
594841,-100.0,-100.0,-99.0
594854,-100.0,-100.0,-99.0
594858,-100.0,-100.0,-99.0
594871,-100.0,-100.0,-99.0
594873,-100.0,-100.0,-99.0
594887,-100.0,-100.0,-99.0
594890,-100.0,-100.0,-99.0
594904,-100.0,-100.0,-99.0
594907,-100.0,-100.0,-99.0
594921,-100.0,-100.0,-99.0
594924,-100.0,-100.0,-99.0
594938,-100.0,-100.0,-99.0
594940,-100.0,-100.0,-99.0
594954,-100.0,-100.0,-99.0
594957,-100.0,-100.0,-99.0
594971,-100.0,-100.0,-99.0
594973,-100.0,-100.0,-99.0
594987,-100.0,-100.0,-99.0
594990,-100.0,-100.0,-99.0
595005,-100.0,-100.0,-99.0
595008,-100.0,-100.0,-99.0
597034,-100.0,-100.0,-99.0
