,AZSSG2REHDX18,ACBG07QLGIDP0,AJE5OG666CBAC
85780,-100.0,-68.0,-86.0
85788,-100.0,-67.66666666666667,-86.0
85790,-100.0,-67.33333333333333,-86.0
85802,-100.0,-67.0,-86.0
85804,-100.0,-66.8,-86.0
85806,-100.0,-66.6,-86.0
85821,-100.0,-66.4,-86.0
85824,-100.0,-66.2,-86.0
85835,-100.0,-66.0,-86.0
85838,-100.0,-66.0,-86.0
85840,-100.0,-66.0,-86.0
85854,-100.0,-66.0,-86.0
85860,-100.0,-66.0,-86.0
85880,-100.0,-65.0,-86.0
85925,-100.0,-65.0,-86.0
85942,-100.0,-64.0,-86.0
85956,-100.0,-64.0,-86.0
85971,-100.0,-64.0,-86.0
85974,-100.0,-64.0,-86.0
85976,-100.0,-64.0,-86.0
85988,-100.0,-63.0,-86.0
85990,-100.0,-62.0,-86.0
86004,-100.0,-62.0,-86.0
86006,-100.0,-62.0,-86.0
86021,-100.0,-62.0,-86.0
86024,-100.0,-62.0,-86.0
86037,-100.0,-62.0,-86.0
86039,-100.0,-62.0,-86.0
86050,-100.0,-62.0,-86.0
86054,-100.0,-61.666666666666664,-86.0
86057,-100.0,-61.333333333333336,-86.0
86069,-100.0,-61.0,-86.0
86071,-100.0,-60.666666666666664,-86.0
86089,-100.0,-60.333333333333336,-86.0
86092,-100.0,-60.0,-86.0
86104,-100.0,-59.666666666666664,-86.0
86106,-100.0,-59.333333333333336,-86.0
86111,-100.0,-59.0,-86.0
86121,-100.0,-59.0,-86.0
86123,-100.0,-59.0,-86.0
86132,-100.0,-59.0,-86.0
86137,-100.0,-58.666666666666664,-86.0
86140,-100.0,-58.333333333333336,-86.0
86145,-100.0,-58.0,-86.0
86154,-100.0,-58.0,-86.0
86157,-100.0,-58.0,-86.0
86171,-100.0,-58.0,-86.0
86172,-100.0,-58.0,-86.0
86173,-100.0,-57.5,-86.0
86183,-100.0,-57.0,-86.0
86187,-100.0,-57.0,-86.0
86189,-100.0,-57.0,-86.0
86204,-100.0,-57.0,-86.0
86207,-100.0,-57.0,-86.0
86209,-100.0,-57.0,-86.0
86221,-100.0,-56.0,-86.0
86224,-100.0,-56.0,-86.0
86237,-100.0,-56.0,-86.0
86240,-100.0,-56.0,-86.0
86243,-100.0,-56.0,-86.0
86254,-100.0,-55.666666666666664,-86.0
86257,-100.0,-55.333333333333336,-86.0
86258,-100.0,-55.0,-86.0
86271,-100.0,-54.666666666666664,-86.0
86273,-100.0,-54.333333333333336,-86.0
86283,-100.0,-54.0,-86.0
86287,-100.0,-54.0,-86.0
86289,-100.0,-54.0,-86.0
86304,-100.0,-54.0,-86.0
86306,-100.0,-54.0,-86.0
86310,-100.0,-54.0,-86.0
86321,-100.0,-53.666666666666664,-86.0
86324,-100.0,-53.333333333333336,-86.0
86328,-100.0,-53.0,-86.0
86337,-100.0,-53.0,-86.0
86339,-100.0,-53.0,-86.0
86348,-100.0,-53.0,-86.0
86354,-100.0,-52.666666666666664,-86.0
86356,-100.0,-52.333333333333336,-86.0
86361,-100.0,-52.0,-86.0
86370,-100.0,-52.0,-86.0
86373,-100.0,-52.0,-86.0
86387,-100.0,-52.0,-86.0
86388,-100.0,-52.0,-86.0
86390,-100.0,-51.5,-86.0
86398,-100.0,-51.0,-86.0
86404,-100.0,-51.0,-86.0
86407,-100.0,-51.0,-86.0
86422,-100.0,-51.0,-86.0
86424,-100.0,-51.0,-86.0
86427,-100.0,-51.0,-86.0
86439,-100.0,-50.0,-86.0
86440,-100.0,-49.0,-86.0
86441,-100.0,-49.0,-86.0
86455,-100.0,-49.0,-86.0
86458,-100.0,-49.0,-86.0
86471,-100.0,-49.0,-86.0
86473,-100.0,-49.0,-86.0
86476,-100.0,-49.0,-86.0
86488,-100.0,-49.0,-86.0
86490,-100.0,-49.0,-86.0
86493,-100.0,-49.0,-86.0
86504,-100.0,-49.0,-86.0
86507,-100.0,-49.0,-86.0
86520,-100.0,-49.0,-86.0
86523,-100.0,-49.0,-86.0
86538,-100.0,-49.0,-86.0
86540,-100.0,-49.0,-86.0
86542,-100.0,-49.0,-86.0
86555,-100.0,-49.0,-86.0
86558,-100.0,-49.0,-86.0
86571,-100.0,-49.0,-86.0
86574,-100.0,-49.0,-86.0
86587,-100.0,-49.0,-86.0
86589,-100.0,-49.0,-86.0
86603,-100.0,-49.0,-86.0
86605,-100.0,-49.0,-86.0
86620,-100.0,-49.0,-86.0
86622,-100.0,-49.0,-86.0
86637,-100.0,-49.0,-86.0
86639,-100.0,-49.0,-86.0
86643,-100.0,-49.0,-86.0
86654,-100.0,-49.0,-86.0
86656,-100.0,-49.0,-86.0
86660,-100.0,-49.0,-86.0
86670,-100.0,-49.0,-86.0
86672,-100.0,-49.0,-86.0
86686,-100.0,-49.0,-86.0
86688,-100.0,-49.0,-86.0
86690,-100.0,-49.0,-86.0
86703,-100.0,-49.0,-86.0
86706,-100.0,-49.0,-86.0
86720,-100.0,-49.0,-86.0
86723,-100.0,-49.0,-86.0
86727,-100.0,-49.0,-86.0
86737,-100.0,-49.0,-86.0
86739,-100.0,-49.0,-86.0
86753,-100.0,-49.0,-86.0
86756,-100.0,-49.0,-86.0
86770,-100.0,-49.0,-86.0
86773,-100.0,-49.0,-86.0
86787,-100.0,-49.0,-86.0
86789,-100.0,-49.0,-86.0
86803,-100.0,-49.0,-86.0
86805,-100.0,-49.0,-86.0
86820,-100.0,-49.0,-86.0
86823,-100.0,-49.0,-86.0
86837,-100.0,-49.0,-86.0
86839,-100.0,-49.0,-86.0
86844,-100.0,-49.0,-86.0
86853,-100.0,-49.0,-86.0
86856,-100.0,-49.0,-86.0
86863,-100.0,-49.0,-86.0
86870,-100.0,-49.0,-86.0
86872,-100.0,-49.0,-86.0
86887,-100.0,-49.0,-86.0
86889,-100.0,-49.0,-86.0
86899,-100.0,-49.0,-86.0
86903,-100.0,-49.0,-86.0
86906,-100.0,-49.0,-86.0
86915,-100.0,-49.0,-86.0
86920,-100.0,-49.0,-86.0
86922,-100.0,-49.0,-86.0
86923,-100.0,-49.0,-86.0
86937,-100.0,-49.0,-86.0
86939,-100.0,-49.0,-86.0
86954,-100.0,-49.0,-86.0
86956,-100.0,-49.0,-86.0
86972,-100.0,-49.0,-86.0
86989,-100.0,-49.0,-86.0
87004,-100.0,-49.0,-86.0
87006,-100.0,-49.0,-86.0
87020,-100.0,-49.0,-86.0
87022,-100.0,-49.0,-86.0
87037,-100.0,-49.0,-86.0
87039,-100.0,-49.0,-86.0
87040,-100.0,-49.0,-86.0
87053,-100.0,-49.0,-86.0
87055,-100.0,-49.0,-86.0
87056,-100.0,-49.0,-86.0
87070,-100.0,-49.0,-86.0
87072,-100.0,-49.0,-86.0
87087,-100.0,-49.0,-86.0
87089,-100.0,-49.0,-86.0
87103,-100.0,-49.0,-86.0
87106,-100.0,-49.0,-86.0
87120,-100.0,-49.0,-86.0
87122,-100.0,-49.0,-86.0
87123,-100.0,-49.0,-86.0
87136,-100.0,-49.0,-86.0
87139,-100.0,-49.0,-86.0
87153,-100.0,-49.0,-86.0
87155,-100.0,-49.0,-86.0
87156,-100.0,-49.0,-86.0
87170,-100.0,-49.166666666666664,-86.0
87172,-100.0,-49.333333333333336,-86.0
87173,-100.0,-49.5,-86.0
87186,-100.0,-49.666666666666664,-86.0
87189,-100.0,-49.833333333333336,-86.0
87191,-100.0,-50.0,-86.0
87203,-100.0,-50.0,-86.0
87206,-100.0,-50.0,-86.0
87220,-100.0,-50.0,-86.0
87222,-100.0,-50.0,-86.0
87232,-100.0,-50.0,-86.0
87236,-100.0,-50.333333333333336,-86.0
87239,-100.0,-50.666666666666664,-86.0
87248,-100.0,-51.0,-86.0
87253,-100.0,-51.2,-86.0
87256,-100.0,-51.4,-86.0
87270,-100.0,-51.6,-86.0
87272,-100.0,-51.8,-86.0
87281,-100.0,-52.0,-86.0
87286,-100.0,-52.0,-86.0
87289,-100.0,-52.0,-86.0
87302,-100.0,-52.0,-86.0
87303,-100.0,-52.2,-86.0
87306,-100.0,-52.4,-86.0
87319,-100.0,-52.6,-86.0
87322,-100.0,-52.8,-86.0
87324,-100.0,-53.0,-86.0
87336,-100.0,-53.25,-86.0
87339,-100.0,-53.5,-86.0
87353,-100.0,-53.75,-86.0
87354,-100.0,-54.0,-86.0
87355,-100.0,-54.2,-86.0
87356,-100.0,-54.4,-86.0
87370,-100.0,-54.6,-86.0
87372,-100.0,-54.8,-86.0
87381,-100.0,-55.0,-86.0
87386,-100.0,-55.0,-86.0
87388,-100.0,-55.0,-86.0
87401,-100.0,-55.0,-86.0
87403,-100.0,-55.333333333333336,-86.0
87406,-100.0,-55.666666666666664,-86.0
87419,-100.0,-56.0,-86.0
87421,-100.0,-56.0,-86.0
87423,-100.0,-56.0,-86.0
87438,-100.0,-56.0,-86.0
87445,-100.0,-56.0,-86.0
87459,-100.0,-57.0,-86.0
87491,-100.0,-58.0,-86.0
87513,-100.0,-59.0,-86.0
87531,-100.0,-59.0,-86.0
87551,-100.0,-60.0,-86.0
87578,-100.0,-61.0,-86.0
87600,-100.0,-62.0,-86.0
87617,-100.0,-62.0,-86.0
87642,-100.0,-63.0,-86.0
87670,-100.0,-63.0,-86.0
87682,-100.0,-64.0,-86.0
87970,-100.0,-64.0,-86.0
87985,-99.0,-64.0,-86.0
88001,-98.0,-64.0,-86.0
88016,-97.0,-64.0,-86.0
88031,-96.0,-64.0,-86.0
88056,-95.0,-64.0,-86.0
88074,-93.0,-64.0,-86.0
88088,-92.0,-64.0,-86.0
88103,-91.0,-64.0,-86.0
88503,-91.0,-64.0,-86.0
88519,-90.0,-64.0,-86.0
88535,-88.0,-64.0,-86.0
88549,-87.0,-64.0,-86.0
88564,-86.0,-64.0,-86.0
88590,-85.0,-64.0,-86.0
88607,-84.0,-64.0,-86.0
88621,-83.0,-64.0,-86.0
88636,-82.0,-64.0,-86.0
88653,-81.0,-64.0,-86.0
89035,-81.0,-64.0,-86.0
89053,-81.0,-64.0,-86.0
89102,-81.0,-64.0,-86.0
89119,-81.0,-64.0,-86.0
89136,-81.0,-64.0,-86.0
89154,-81.0,-64.0,-86.0
89292,-81.0,-64.0,-86.0
89314,-81.0,-65.0,-86.0
89342,-81.0,-65.0,-86.0
89360,-81.0,-66.0,-86.0
89400,-81.0,-66.0,-86.0
89418,-81.0,-67.0,-86.0
89445,-81.0,-67.0,-86.0
89459,-81.0,-69.0,-86.0
89484,-81.0,-69.0,-86.0
89495,-81.0,-70.0,-86.0
89521,-81.0,-70.0,-86.0
89535,-81.0,-71.0,-86.0
89562,-81.0,-71.0,-86.0
89593,-81.0,-72.0,-86.0
89633,-81.0,-73.0,-86.0
89637,-81.0,-73.0,-86.0
89654,-81.0,-73.0,-86.0
89662,-81.0,-73.0,-86.0
89685,-81.0,-74.0,-86.0
89708,-81.0,-75.0,-86.0
89723,-81.0,-76.0,-86.0
89747,-81.0,-76.0,-86.0
89762,-81.0,-77.0,-86.0
89790,-81.0,-77.0,-86.0
89811,-81.0,-78.0,-86.0
90540,-81.0,-78.0,-86.0
90564,-81.0,-79.0,-86.0
90603,-81.0,-79.0,-86.0
90610,-81.0,-80.0,-86.0
90634,-81.0,-80.0,-86.0
90646,-81.0,-81.0,-86.0
90673,-81.0,-81.0,-86.0
90682,-81.0,-82.0,-86.0
90701,-81.0,-82.0,-86.0
90713,-81.0,-83.0,-86.0
90735,-81.0,-83.0,-86.0
90750,-81.0,-84.0,-86.0
91240,-81.0,-84.0,-86.0
91308,-81.0,-85.0,-86.0
91391,-81.0,-85.0,-86.0
91397,-81.0,-86.0,-86.0
91421,-81.0,-87.0,-86.0
91447,-81.0,-87.0,-86.0
91459,-81.0,-88.0,-86.0
91719,-81.0,-88.0,-86.0
91740,-81.0,-89.0,-86.0
91767,-81.0,-89.0,-86.0
91774,-81.0,-90.0,-86.0
91798,-81.0,-90.0,-86.0
91811,-81.0,-91.0,-86.0
91837,-81.0,-91.0,-86.0
91849,-81.0,-92.0,-86.0
91880,-81.0,-92.0,-86.0
91894,-81.0,-93.0,-86.0
92013,-81.0,-93.0,-86.0
92028,-82.0,-93.0,-86.0
92044,-83.0,-93.0,-86.0
92059,-84.0,-93.0,-86.0
92073,-85.0,-93.0,-86.0
92089,-87.0,-93.0,-86.0
92104,-88.0,-93.0,-86.0
92131,-89.0,-93.0,-86.0
92145,-90.0,-93.0,-86.0
92161,-91.0,-93.0,-86.0
92177,-92.0,-93.0,-86.0
92192,-93.0,-93.0,-86.0
92206,-94.0,-93.0,-86.0
92224,-95.0,-93.0,-86.0
92531,-95.0,-93.0,-86.0
92547,-96.0,-93.0,-86.0
92560,-97.0,-93.0,-86.0
92578,-98.0,-93.0,-86.0
92593,-99.0,-93.0,-86.0
92606,-100.0,-93.0,-86.0
92918,-100.0,-93.0,-86.0
92952,-100.0,-93.0,-87.0
92999,-100.0,-93.0,-90.0
93034,-100.0,-93.0,-92.0
93080,-100.0,-93.0,-95.0
93457,-100.0,-93.0,-95.0
93479,-100.0,-94.0,-95.0
93502,-100.0,-94.0,-95.0
93513,-100.0,-95.0,-95.0
93539,-100.0,-95.0,-95.0
93561,-100.0,-96.0,-95.0
93585,-100.0,-97.0,-95.0
93612,-100.0,-97.0,-95.0
93628,-100.0,-98.0,-95.0
93651,-100.0,-98.0,-95.0
93666,-100.0,-99.0,-95.0
93693,-100.0,-99.0,-95.0
93708,-100.0,-100.0,-95.0
94125,-100.0,-100.0,-95.0
94171,-100.0,-100.0,-96.0
94206,-100.0,-100.0,-99.0
94207,-100.0,-100.0,
94223,-100.0,-100.0,
94239,-100.0,-100.0,
94256,-100.0,-100.0,
94272,-100.0,-100.0,
94289,-100.0,-100.0,
94306,-100.0,-100.0,
94322,-100.0,-100.0,
94339,-100.0,-100.0,
94356,-100.0,-100.0,
94372,-100.0,-100.0,
94389,-100.0,-100.0,
94406,-100.0,-100.0,
94422,-100.0,-100.0,
94439,-100.0,-100.0,
94456,-100.0,-100.0,
94472,-100.0,-100.0,
94489,-100.0,-100.0,
94506,-100.0,-100.0,
94522,-100.0,-100.0,
94539,-100.0,-100.0,
94556,-100.0,-100.0,
94572,-100.0,-100.0,
94589,-100.0,-100.0,
94606,-100.0,-100.0,
94623,-100.0,-100.0,
94639,-100.0,-100.0,
94656,-100.0,-100.0,
94672,-100.0,-100.0,
94689,-100.0,-100.0,
94706,-100.0,-100.0,
94723,-100.0,-100.0,
94739,-100.0,-100.0,
94756,-100.0,-100.0,
94772,-100.0,-100.0,
94789,-100.0,-100.0,
94806,-100.0,-100.0,
94822,-100.0,-100.0,
94839,-100.0,-100.0,
94856,-100.0,-100.0,
94872,-100.0,-100.0,
94889,-100.0,-100.0,
94906,-100.0,-100.0,
94922,-100.0,-100.0,
94939,-100.0,-100.0,
94956,-100.0,-100.0,
94972,-100.0,-100.0,
94989,-100.0,-100.0,
95006,-100.0,-100.0,
95022,-100.0,-100.0,
95225,-100.0,-100.0,
95242,-100.0,-100.0,
95292,-100.0,-100.0,
95626,-100.0,-100.0,
95643,-100.0,-100.0,
95677,-100.0,-100.0,
95711,-100.0,-100.0,
98571,-100.0,-100.0,
98588,-100.0,-100.0,
98637,-100.0,-100.0,
98655,-100.0,-100.0,
98805,-100.0,-100.0,
98825,-100.0,-100.0,
98855,-100.0,-100.0,
98891,-100.0,-100.0,
100328,-100.0,-100.0,
100344,-100.0,-100.0,
100394,-100.0,-100.0,
100427,-100.0,-100.0,
106016,-100.0,-100.0,
106032,-100.0,-100.0,
106082,-100.0,-100.0,
106099,-100.0,-100.0,
106233,-100.0,-100.0,
106249,-100.0,-100.0,
106299,-100.0,-100.0,
106400,-100.0,-100.0,
106418,-100.0,-100.0,
106450,-100.0,-100.0,
106468,-100.0,-100.0,
215007,-100.0,-100.0,
215026,-100.0,-100.0,
215040,-100.0,-100.0,
215057,-100.0,-100.0,
215073,-100.0,-100.0,
215090,-100.0,-100.0,
215107,-100.0,-100.0,
215123,-100.0,-100.0,
215140,-100.0,-100.0,
215156,-100.0,-100.0,
215173,-100.0,-100.0,
215623,-100.0,-100.0,
215640,-100.0,-100.0,
215657,-100.0,-100.0,
215673,-100.0,-100.0,
215690,-100.0,-100.0,
215707,-100.0,-100.0,
215723,-100.0,-100.0,
215740,-100.0,-100.0,
215757,-100.0,-100.0,
215773,-100.0,-100.0,
215790,-100.0,-100.0,
215807,-100.0,-100.0,
215823,-100.0,-100.0,
223773,-100.0,-100.0,
223790,-100.0,-100.0,
223807,-100.0,-100.0,
223824,-100.0,-100.0,
223840,-100.0,-100.0,
223857,-100.0,-100.0,
223873,-100.0,-100.0,
223890,-100.0,-100.0,
223907,-100.0,-100.0,
223923,-100.0,-100.0,
223940,-100.0,-100.0,
223957,-100.0,-100.0,
223973,-100.0,-100.0,
223990,-100.0,-100.0,
224007,-100.0,-100.0,
224023,-100.0,-100.0,
224040,-100.0,-100.0,
224057,-100.0,-100.0,
224073,-100.0,-100.0,
224090,-100.0,-100.0,
224107,-100.0,-100.0,
224123,-100.0,-100.0,
224140,-100.0,-100.0,
268489,-100.0,-100.0,
268505,-100.0,-100.0,
268522,-100.0,-100.0,
268538,-100.0,-100.0,
268555,-100.0,-100.0,
268572,-100.0,-100.0,
268588,-100.0,-100.0,
268605,-100.0,-100.0,
270557,-100.0,-100.0,
270574,-100.0,-100.0,
270591,-100.0,-100.0,
270607,-100.0,-100.0,
270624,-100.0,-100.0,
270641,-100.0,-100.0,
270658,-100.0,-100.0,
509042,-100.0,-100.0,
509059,-100.0,-100.0,
509080,-100.0,-100.0,
509092,-100.0,-100.0,
509108,-100.0,-100.0,
509125,-100.0,-100.0,
509142,-100.0,-100.0,
509159,-100.0,-100.0,
509177,-100.0,-100.0,
509192,-100.0,-100.0,
509209,-100.0,-100.0,
510405,-100.0,-100.0,
510427,-100.0,-100.0,
510473,-100.0,-100.0,
510506,-100.0,-100.0,
510523,-100.0,-100.0,
510573,-100.0,-100.0,
510590,-100.0,-100.0,
510608,-100.0,-100.0,
510623,-100.0,-100.0,
510659,-100.0,-100.0,
510723,-100.0,-100.0,
510740,-100.0,-100.0,
510759,-100.0,-100.0,
510774,-100.0,-100.0,
510820,-100.0,-100.0,
510854,-100.0,-100.0,
510907,-100.0,-100.0,
510929,-100.0,-100.0,
510944,-100.0,-100.0,
510961,-100.0,-100.0,
511041,-100.0,-100.0,
511058,-100.0,-100.0,
511081,-100.0,-100.0,
511100,-100.0,-100.0,
511342,-100.0,-100.0,
511360,-100.0,-100.0,
511375,-100.0,-100.0,
511392,-100.0,-100.0,
511409,-100.0,-100.0,
511425,-100.0,-100.0,
511442,-100.0,-100.0,
511459,-100.0,-100.0,
511475,-100.0,-100.0,
511492,-100.0,-100.0,
511509,-100.0,-100.0,
511525,-100.0,-100.0,
511542,-100.0,-100.0,
511559,-100.0,-100.0,
511575,-100.0,-100.0,
511592,-100.0,-100.0,
511610,-100.0,-100.0,
511625,-100.0,-100.0,
511644,-100.0,-100.0,
511659,-100.0,-100.0,
511675,-100.0,-100.0,
511692,-100.0,-100.0,
511709,-100.0,-100.0,
511728,-100.0,-100.0,
512179,-100.0,-100.0,
512196,-100.0,-100.0,
512792,-100.0,-100.0,
512809,-100.0,-100.0,
512825,-100.0,-100.0,
512832,-100.0,-100.0,
512842,-100.0,-100.0,
512848,-100.0,-100.0,
512859,-100.0,-100.0,
512875,-100.0,-100.0,
512883,-100.0,-100.0,
512892,-100.0,-100.0,
512908,-100.0,-100.0,
512925,-100.0,-100.0,
512942,-100.0,-100.0,
512959,-100.0,-100.0,
512975,-100.0,-100.0,
512992,-100.0,-100.0,
513009,-100.0,-100.0,
513025,-100.0,-100.0,
513042,-100.0,-100.0,
513059,-100.0,-100.0,
513075,-100.0,-100.0,
513092,-100.0,-100.0,
513109,-100.0,-100.0,
513125,-100.0,-100.0,
513142,-100.0,-100.0,
513159,-100.0,-100.0,
513175,-100.0,-100.0,
513192,-100.0,-100.0,
513209,-100.0,-100.0,
513225,-100.0,-100.0,
513242,-100.0,-100.0,
513259,-100.0,-100.0,
513275,-100.0,-100.0,
513292,-100.0,-100.0,
513309,-100.0,-100.0,
513325,-100.0,-100.0,
513342,-100.0,-100.0,
516193,-100.0,-100.0,
516210,-100.0,-100.0,
516245,-100.0,-100.0,
516262,-100.0,-100.0,
516278,-100.0,-100.0,
516294,-100.0,-100.0,
516628,-100.0,-100.0,
516646,-100.0,-100.0,
516682,-100.0,-100.0,
516697,-100.0,-100.0,
516715,-100.0,-100.0,
517283,-100.0,-100.0,
517298,-100.0,-100.0,
517332,-100.0,-100.0,
517348,-100.0,-100.0,
517649,-100.0,-100.0,
517667,-100.0,-100.0,
517700,-100.0,-100.0,
517716,-100.0,-100.0,
517733,-100.0,-100.0,
517850,-100.0,-100.0,
517866,-100.0,-100.0,
517900,-100.0,-100.0,
517918,-100.0,-100.0,
518068,-100.0,-100.0,
518084,-100.0,-100.0,
526875,-100.0,-100.0,
526893,-100.0,-100.0,
526909,-100.0,-100.0,
526925,-100.0,-100.0,
526942,-100.0,-100.0,
526959,-100.0,-100.0,
526975,-100.0,-100.0,
526992,-100.0,-100.0,
527009,-100.0,-100.0,
527025,-100.0,-100.0,
527042,-100.0,-100.0,
527059,-100.0,-100.0,
527075,-100.0,-100.0,
527092,-100.0,-100.0,
527109,-100.0,-100.0,
527125,-100.0,-100.0,
527142,-100.0,-100.0,
527159,-100.0,-100.0,
527175,-100.0,-100.0,
527192,-100.0,-100.0,
527209,-100.0,-100.0,
527225,-100.0,-100.0,
527242,-100.0,-100.0,
527259,-100.0,-100.0,
527275,-100.0,-100.0,
527292,-100.0,-100.0,
527309,-100.0,-100.0,
527325,-100.0,-100.0,
527342,-100.0,-100.0,
527359,-100.0,-100.0,
527375,-100.0,-100.0,
527392,-100.0,-100.0,
527409,-100.0,-100.0,
527425,-100.0,-100.0,
527442,-100.0,-100.0,
527459,-100.0,-100.0,
527476,-100.0,-100.0,
527492,-100.0,-100.0,
527509,-100.0,-100.0,
527525,-100.0,-100.0,
527543,-100.0,-100.0,
527559,-100.0,-100.0,
527575,-100.0,-100.0,
527592,-100.0,-100.0,
527609,-100.0,-100.0,
527625,-100.0,-100.0,
527642,-100.0,-100.0,
527659,-100.0,-100.0,
527676,-100.0,-100.0,
527692,-100.0,-100.0,
527709,-100.0,-100.0,
527725,-100.0,-100.0,
527742,-100.0,-100.0,
527759,-100.0,-100.0,
527776,-100.0,-100.0,
528709,-100.0,-100.0,
528726,-100.0,-100.0,
528742,-100.0,-100.0,
528759,-100.0,-100.0,
528775,-100.0,-100.0,
528792,-100.0,-100.0,
528809,-100.0,-100.0,
528826,-100.0,-100.0,
528842,-100.0,-100.0,
528859,-100.0,-100.0,
528875,-100.0,-100.0,
528876,-100.0,-100.0,
528892,-100.0,-100.0,
528893,-100.0,-100.0,
528909,-100.0,-100.0,
528925,-100.0,-100.0,
528942,-100.0,-100.0,
528959,-100.0,-100.0,
528975,-100.0,-100.0,
528992,-100.0,-100.0,
529009,-100.0,-100.0,
529026,-100.0,-100.0,
529042,-100.0,-100.0,
529059,-100.0,-100.0,
529075,-100.0,-100.0,
529092,-100.0,-100.0,
529109,-100.0,-100.0,
529125,-100.0,-100.0,
529142,-100.0,-100.0,
529159,-100.0,-100.0,
529175,-100.0,-100.0,
529192,-100.0,-100.0,
529209,-100.0,-100.0,
529225,-100.0,-100.0,
529242,-100.0,-100.0,
529259,-100.0,-100.0,
529275,-100.0,-100.0,
529294,-100.0,-100.0,
529309,-100.0,-100.0,
529326,-100.0,-100.0,
529342,-100.0,-100.0,
529359,-100.0,-100.0,
529378,-100.0,-100.0,
529859,-100.0,-100.0,
529876,-100.0,-100.0,
529892,-100.0,-100.0,
529909,-100.0,-100.0,
529925,-100.0,-100.0,
529942,-100.0,-100.0,
529959,-100.0,-100.0,
529976,-100.0,-100.0,
529992,-100.0,-100.0,
530009,-100.0,-100.0,
530026,-100.0,-100.0,
530042,-100.0,-100.0,
530060,-100.0,-100.0,
530075,-100.0,-100.0,
530092,-100.0,-100.0,
530109,-100.0,-100.0,
530125,-100.0,-100.0,
530142,-100.0,-100.0,
530159,-100.0,-100.0,
530176,-100.0,-100.0,
530192,-100.0,-100.0,
530209,-100.0,-100.0,
530225,-100.0,-100.0,
530242,-100.0,-100.0,
530246,-100.0,-100.0,
530259,-100.0,-100.0,
530263,-100.0,-100.0,
530275,-100.0,-100.0,
530292,-100.0,-100.0,
530297,-100.0,-100.0,
530309,-100.0,-100.0,
530325,-100.0,-100.0,
530342,-100.0,-100.0,
530359,-100.0,-100.0,
530375,-100.0,-100.0,
530392,-100.0,-100.0,
530409,-100.0,-100.0,
530425,-100.0,-100.0,
530442,-100.0,-100.0,
530459,-100.0,-100.0,
530476,-100.0,-100.0,
530492,-100.0,-100.0,
530509,-100.0,-100.0,
530525,-100.0,-100.0,
530542,-100.0,-100.0,
530559,-100.0,-100.0,
530576,-100.0,-100.0,
530592,-100.0,-100.0,
530609,-100.0,-100.0,
530626,-100.0,-100.0,
530642,-100.0,-100.0,
530659,-100.0,-100.0,
530675,-100.0,-100.0,
530692,-100.0,-100.0,
530709,-100.0,-100.0,
530725,-100.0,-100.0,
530742,-100.0,-100.0,
530759,-100.0,-100.0,
530776,-100.0,-100.0,
530792,-100.0,-100.0,
530917,-100.0,-100.0,
530934,-100.0,-100.0,
530966,-100.0,-100.0,
531792,-100.0,-100.0,
531809,-100.0,-100.0,
531825,-100.0,-100.0,
531842,-100.0,-100.0,
531859,-100.0,-100.0,
531875,-100.0,-100.0,
531892,-100.0,-100.0,
531909,-100.0,-100.0,
531925,-100.0,-100.0,
531942,-100.0,-100.0,
531959,-100.0,-100.0,
531975,-100.0,-100.0,
531992,-100.0,-100.0,
535779,-100.0,-100.0,
535780,-100.0,-100.0,-100.0
535827,-100.0,-100.0,-99.0
535873,-100.0,-100.0,-97.0
535908,-100.0,-100.0,-95.0
535909,-100.0,-100.0,
539905,-100.0,-100.0,
539920,-100.0,-100.0,
539924,-100.0,-100.0,
539936,-100.0,-100.0,
539938,-100.0,-100.0,
539952,-100.0,-100.0,
539955,-100.0,-100.0,
539969,-100.0,-100.0,
539973,-100.0,-100.0,
539986,-100.0,-100.0,
539989,-100.0,-100.0,
540002,-100.0,-100.0,
540006,-100.0,-100.0,
540019,-100.0,-100.0,
540023,-100.0,-100.0,
540037,-100.0,-100.0,
540043,-100.0,-100.0,
540070,-100.0,-100.0,
540076,-100.0,-100.0,
540086,-100.0,-100.0,
540091,-100.0,-100.0,
540103,-100.0,-100.0,
540106,-100.0,-100.0,
540119,-100.0,-100.0,
540124,-100.0,-100.0,
540136,-100.0,-100.0,
540139,-100.0,-100.0,
540153,-100.0,-100.0,
540156,-100.0,-100.0,
540157,-100.0,-100.0,-93.0
540158,-100.0,-100.0,-92.85714285714286
540169,-100.0,-100.0,-92.71428571428571
540172,-100.0,-100.0,-92.57142857142857
540185,-100.0,-100.0,-92.42857142857143
540188,-100.0,-100.0,-92.28571428571429
540202,-100.0,-100.0,-92.14285714285714
540204,-100.0,-100.0,-92.0
540205,-100.0,-100.0,-91.6
540218,-100.0,-100.0,-91.2
540222,-100.0,-100.0,-90.8
540235,-100.0,-100.0,-90.4
540238,-100.0,-100.0,-90.0
540239,-100.0,-100.0,-89.66666666666667
540252,-100.0,-100.0,-89.33333333333333
540256,-100.0,-100.0,-89.0
540268,-100.0,-100.0,-88.66666666666667
540272,-100.0,-100.0,-88.33333333333333
540285,-100.0,-100.0,-88.0
540289,-100.0,-100.0,-87.98290598290598
540303,-100.0,-100.0,-87.96581196581197
540306,-100.0,-100.0,-87.94871794871794
540322,-100.0,-100.0,-87.93162393162393
540328,-100.0,-100.0,-87.91452991452991
540336,-100.0,-100.0,-87.8974358974359
