,AM2RT8BYNQFDR,A3TDR6MXS6UO5,A1CF1W8CP0DHB,A1CRR9EZ64R0P
267541,25.0,100.0,100.0,-87.0
267553,25.0,100.0,100.0,-87.0
267589,25.0,100.0,100.0,-87.0
267602,25.0,100.0,100.0,-87.0
267652,25.0,100.0,100.0,-87.0
267665,25.0,100.0,100.0,-87.0
267697,25.0,100.0,100.0,-87.0
267724,25.0,100.0,100.0,-87.0
267776,25.0,100.0,100.0,-87.0
267795,25.0,100.0,100.0,-87.0
267842,25.0,100.0,100.0,-87.0
267855,25.0,100.0,100.0,-87.0
267896,25.0,100.0,100.0,-87.0
267908,25.0,100.0,100.0,-87.0
267911,25.0,100.0,100.0,-87.0
267923,25.0,100.0,100.0,-87.0
267960,25.0,100.0,100.0,-87.0
267971,25.0,100.0,100.0,-87.0
268004,25.0,100.0,100.0,-87.0
268018,25.0,100.0,100.0,-87.0
268062,25.0,100.0,100.0,-87.0
268080,25.0,100.0,100.0,-87.0
268111,25.0,100.0,100.0,-87.0
268115,25.0,100.0,100.0,-87.0
268159,25.0,100.0,100.0,-87.0
268177,25.0,100.0,100.0,-87.0
268194,25.0,100.0,100.0,-87.0
268208,25.0,100.0,100.0,-87.0
268246,25.0,100.0,100.0,-87.0
268257,25.0,100.0,100.0,-87.0
268289,25.0,100.0,100.0,-87.0
268303,25.0,100.0,100.0,-87.0
268337,25.0,100.0,100.0,-87.0
268345,25.0,100.0,100.0,-87.0
268389,25.0,100.0,100.0,-87.0
268401,25.0,100.0,100.0,-87.0
268441,25.0,100.0,100.0,-87.0
268454,25.0,100.0,100.0,-87.0
268495,25.0,100.0,100.0,-87.0
268511,25.0,100.0,100.0,-87.0
268540,25.0,100.0,100.0,-87.0
268541,25.0,100.0,100.0,-87.0
268576,25.0,100.0,100.0,-87.0
268585,25.0,100.0,100.0,-87.0
268623,25.0,100.0,100.0,-87.0
268638,25.0,100.0,100.0,-87.0
268674,25.0,100.0,100.0,-87.0
268687,25.0,100.0,100.0,-87.0
268725,25.0,100.0,100.0,-87.0
268739,25.0,100.0,100.0,-87.0
268772,25.0,100.0,100.0,-87.0
268790,25.0,100.0,100.0,-87.0
268802,25.0,100.0,100.0,-87.0
268815,25.0,100.0,100.0,-87.0
268836,25.0,100.0,100.0,-87.0
268850,25.0,100.0,100.0,-87.0
268886,25.0,100.0,100.0,-87.0
268898,25.0,100.0,100.0,-87.0
268938,25.0,100.0,100.0,-87.0
268950,25.0,100.0,100.0,-87.0
268972,25.0,100.0,100.0,-87.0
268982,25.0,100.0,100.0,-87.0
269012,25.0,100.0,100.0,-87.0
269023,25.0,100.0,100.0,-87.0
269057,25.0,100.0,100.0,-87.0
269069,25.0,100.0,100.0,-87.0
269109,25.0,100.0,100.0,-87.0
269118,25.0,100.0,100.0,-87.0
269150,25.0,100.0,100.0,-87.0
269159,25.0,100.0,100.0,-87.0
269188,25.0,100.0,100.0,-87.0
269189,25.0,100.0,100.0,-87.0
269218,25.0,100.0,100.0,-87.0
269233,25.0,100.0,100.0,-87.0
269260,25.0,100.0,100.0,-87.0
269269,25.0,100.0,100.0,-87.0
269300,25.0,100.0,100.0,-87.0
269312,25.0,100.0,100.0,-87.0
269344,25.0,100.0,100.0,-87.0
269354,25.0,100.0,100.0,-87.0
269393,25.0,100.0,100.0,-87.0
269396,25.0,100.0,100.0,-87.0
269424,25.0,100.0,100.0,-87.0
269433,25.0,100.0,100.0,-87.0
269466,25.0,100.0,100.0,-87.0
269476,25.0,100.0,100.0,-87.0
269507,25.0,100.0,100.0,-87.0
269520,25.0,100.0,100.0,-87.0
269551,25.0,100.0,100.0,-87.0
269563,25.0,100.0,100.0,-87.0
269594,25.0,100.0,100.0,-87.0
269607,25.0,100.0,100.0,-87.0
269632,25.0,100.0,100.0,-87.0
269642,25.0,100.0,100.0,-87.0
269670,25.0,100.0,100.0,-87.0
269686,25.0,100.0,100.0,-87.0
269700,25.0,100.0,100.0,-87.0
269709,25.0,100.0,100.0,-87.0
269742,25.0,100.0,100.0,-87.0
269752,25.0,100.0,100.0,-87.0
269784,25.0,100.0,100.0,-87.0
269794,25.0,100.0,100.0,-87.0
269819,25.0,100.0,100.0,-87.0
269823,25.0,100.0,100.0,-87.0
269852,25.0,100.0,100.0,-87.0
269865,25.0,100.0,100.0,-87.0
269878,25.0,100.0,100.0,-87.0
269891,25.0,100.0,100.0,-87.0
269924,25.0,100.0,100.0,-87.0
269933,25.0,100.0,100.0,-87.0
269968,25.0,100.0,100.0,-87.0
269980,25.0,100.0,100.0,-87.0
270012,25.0,100.0,100.0,-87.0
270021,25.0,100.0,100.0,-87.0
270069,25.0,100.0,100.0,-87.0
270090,25.0,100.0,100.0,-87.0
270122,25.0,100.0,100.0,-87.0
270133,25.0,100.0,100.0,-87.0
270170,25.0,100.0,100.0,-87.0
270179,25.0,100.0,100.0,-87.0
270212,25.0,100.0,100.0,-87.0
270222,25.0,100.0,100.0,-87.0
270246,25.0,100.0,100.0,-87.0
270255,25.0,100.0,100.0,-87.0
270288,25.0,100.0,100.0,-87.0
270297,25.0,100.0,100.0,-87.0
270331,25.0,100.0,100.0,-87.0
270341,25.0,100.0,100.0,-87.0
270381,25.0,100.0,100.0,-87.0
270394,25.0,100.0,100.0,-87.0
270427,25.0,100.0,100.0,-87.0
270440,25.0,100.0,100.0,-87.0
270470,25.0,100.0,100.0,-87.0
270474,25.0,100.0,100.0,-87.0
270503,25.0,100.0,100.0,-87.0
270514,25.0,100.0,100.0,-87.0
270546,25.0,100.0,100.0,-87.0
270556,25.0,100.0,100.0,-87.0
270589,25.0,100.0,100.0,-87.0
270600,25.0,100.0,100.0,-87.0
270638,25.0,100.0,100.0,-87.0
270655,25.0,100.0,100.0,-87.0
270667,25.0,100.0,100.0,-87.0
270670,25.0,100.0,100.0,-87.0
270701,25.0,100.0,100.0,-87.0
270715,25.0,100.0,100.0,-87.0
270730,25.0,100.0,100.0,-87.0
270742,25.0,100.0,100.0,-87.0
270774,25.0,100.0,100.0,-87.0
270786,25.0,100.0,100.0,-87.0
270822,25.0,100.0,100.0,-87.0
270831,25.0,100.0,100.0,-87.0
270866,25.0,100.0,100.0,-87.0
270879,25.0,100.0,100.0,-87.0
270900,25.0,100.0,100.0,-87.0
270911,25.0,100.0,100.0,-87.0
270944,25.0,100.0,100.0,-87.0
270954,25.0,100.0,100.0,-87.0
270997,25.0,100.0,100.0,-87.0
271008,25.0,100.0,100.0,-87.0
271021,25.0,100.0,100.0,-87.0
271035,25.0,100.0,100.0,-87.0
271068,25.0,100.0,100.0,-87.0
271078,25.0,100.0,100.0,-87.0
271107,25.0,100.0,100.0,-87.0
271119,25.0,100.0,100.0,-87.0
271153,25.0,100.0,100.0,-87.0
271166,25.0,100.0,100.0,-87.0
271208,25.0,100.0,100.0,-87.0
271223,25.0,100.0,100.0,-87.0
271271,25.0,100.0,100.0,-87.0
271299,25.0,100.0,100.0,-87.0
271320,25.0,100.0,100.0,-87.0
271331,25.0,100.0,100.0,-87.0
271377,25.0,100.0,100.0,-87.0
271391,25.0,100.0,100.0,-87.0
271431,25.0,100.0,100.0,-87.0
271446,25.0,100.0,100.0,-87.0
271487,25.0,100.0,100.0,-87.0
271498,25.0,100.0,100.0,-87.0
271524,25.0,100.0,100.0,-87.0
271535,25.0,100.0,100.0,-87.0
271584,25.0,100.0,100.0,-87.0
271600,25.0,100.0,100.0,-87.0
271642,25.0,100.0,100.0,-87.0
271654,25.0,100.0,100.0,-87.0
271692,25.0,100.0,100.0,-87.0
271705,25.0,100.0,100.0,-87.0
271744,25.0,100.0,100.0,-87.0
271746,25.0,100.0,100.0,-87.0
271782,25.0,100.0,100.0,-87.0
271795,25.0,100.0,100.0,-87.0
271834,25.0,100.0,100.0,-87.0
271850,25.0,100.0,100.0,-87.0
273747,25.0,100.0,100.0,-87.0
273783,24.0,100.0,100.0,-87.0
273846,22.0,100.0,100.0,-87.0
273862,21.0,100.0,100.0,-87.0
273879,19.0,100.0,100.0,-87.0
273896,18.0,100.0,100.0,-87.0
273912,17.0,100.0,100.0,-87.0
273931,16.0,100.0,100.0,-87.0
273963,15.0,100.0,100.0,-87.0
273979,14.0,100.0,100.0,-87.0
273997,13.0,100.0,100.0,-87.0
274030,10.0,100.0,100.0,-87.0
274063,8.0,100.0,100.0,-87.0
274079,7.0,100.0,100.0,-87.0
274095,6.0,100.0,100.0,-87.0
274114,5.0,100.0,100.0,-87.0
274129,4.0,100.0,100.0,-87.0
274147,3.0,100.0,100.0,-87.0
274163,1.0,100.0,100.0,-87.0
274180,0.0,100.0,100.0,-87.0
274213,-2.0,100.0,100.0,-87.0
289727,-2.0,100.0,100.0,-87.0
289728,,100.0,100.0,-87.0
290883,,100.0,100.0,-87.0
290884,-38.0,100.0,100.0,-87.0
293513,-38.0,100.0,100.0,-87.0
293532,-39.0,100.0,100.0,-87.0
293563,-40.0,100.0,100.0,-87.0
293581,-41.0,100.0,100.0,-87.0
293598,-43.0,100.0,100.0,-87.0
293615,-44.0,100.0,100.0,-87.0
293630,-45.0,100.0,100.0,-87.0
293648,-46.0,100.0,100.0,-87.0
293682,-48.0,100.0,100.0,-87.0
293698,-49.0,100.0,100.0,-87.0
293715,-50.0,100.0,100.0,-87.0
293732,-51.0,100.0,100.0,-87.0
293749,-52.0,100.0,100.0,-87.0
293765,-53.0,100.0,100.0,-87.0
293782,-55.0,100.0,100.0,-87.0
293798,-56.0,100.0,100.0,-87.0
293815,-57.0,100.0,100.0,-87.0
293832,-58.0,100.0,100.0,-87.0
293848,-59.0,100.0,100.0,-87.0
293865,-60.0,100.0,100.0,-87.0
293880,-61.0,100.0,100.0,-87.0
293898,-62.0,100.0,100.0,-87.0
293915,-64.0,100.0,100.0,-87.0
293933,-65.0,100.0,100.0,-87.0
293949,-66.0,100.0,100.0,-87.0
293965,-67.0,100.0,100.0,-87.0
293980,-68.0,100.0,100.0,-87.0
293999,-69.0,100.0,100.0,-87.0
294015,-70.0,100.0,100.0,-87.0
294032,-71.0,100.0,100.0,-87.0
294047,-72.0,100.0,100.0,-87.0
294064,-74.0,100.0,100.0,-87.0
294098,-75.0,100.0,100.0,-87.0
320705,-75.0,100.0,100.0,-87.0
320724,-74.0,100.0,100.0,-87.0
320772,-72.0,100.0,100.0,-87.0
320804,-70.0,100.0,100.0,-87.0
320821,-69.0,100.0,100.0,-87.0
320839,-68.0,100.0,100.0,-87.0
320856,-66.0,100.0,100.0,-87.0
321673,-66.0,100.0,100.0,-87.0
321691,-65.0,100.0,100.0,-87.0
321724,-64.0,100.0,100.0,-87.0
321773,-61.0,100.0,100.0,-87.0
321790,-60.0,100.0,100.0,-87.0
321807,-59.0,100.0,100.0,-87.0
321841,-57.0,100.0,100.0,-87.0
323591,-57.0,100.0,100.0,-87.0
323610,-56.0,100.0,100.0,-87.0
323630,-56.0,100.0,100.0,-87.0
323642,-55.0,100.0,100.0,-87.0
323659,-54.0,100.0,100.0,-87.0
323674,-53.0,100.0,100.0,-87.0
323691,-51.0,100.0,100.0,-87.0
323712,-50.0,100.0,100.0,-87.0
323725,-49.0,100.0,100.0,-87.0
323743,-48.0,100.0,100.0,-87.0
323765,-47.0,100.0,100.0,-87.0
323791,-47.0,100.0,100.0,-87.0
323802,-46.0,100.0,100.0,-87.0
323815,-46.0,100.0,100.0,-87.0
323827,-45.0,100.0,100.0,-87.0
334174,-45.0,100.0,100.0,-87.0
334191,-45.0,100.0,100.0,-87.0
334224,-45.0,100.0,100.0,-87.0
334248,-45.0,100.0,100.0,-87.0
334291,-45.0,100.0,100.0,-87.0
334324,-45.0,100.0,100.0,-87.0
334340,-45.0,100.0,100.0,-87.0
334357,-45.0,100.0,100.0,-87.0
334374,-45.0,100.0,100.0,-87.0
334390,-45.0,100.0,100.0,-87.0
334407,-45.0,100.0,100.0,-87.0
334424,-45.0,100.0,100.0,-87.0
334440,-45.0,100.0,100.0,-87.0
334457,-45.0,100.0,100.0,-87.0
334474,-45.0,100.0,100.0,-87.0
334490,-45.0,100.0,100.0,-87.0
334507,-45.0,100.0,100.0,-87.0
334523,-45.0,100.0,100.0,-87.0
334540,-45.0,100.0,100.0,-87.0
334557,-45.0,100.0,100.0,-87.0
334574,-45.0,100.0,100.0,-87.0
334590,-45.0,100.0,100.0,-87.0
335189,-45.0,100.0,100.0,-87.0
335209,-45.0,100.0,100.0,-87.0
335239,-45.0,100.0,100.0,-87.0
335257,-45.0,100.0,100.0,-87.0
335273,-45.0,100.0,100.0,-87.0
335289,-45.0,100.0,100.0,-87.0
335307,-45.0,100.0,100.0,-87.0
335323,-45.0,100.0,100.0,-87.0
335339,-45.0,100.0,100.0,-87.0
335356,-45.0,100.0,100.0,-87.0
335373,-45.0,100.0,100.0,-87.0
335389,-45.0,100.0,100.0,-87.0
335406,-45.0,100.0,100.0,-87.0
335422,-45.0,100.0,100.0,-87.0
335440,-45.0,100.0,100.0,-87.0
336670,-45.0,100.0,100.0,-87.0
336689,-44.0,100.0,100.0,-87.0
336736,-43.0,100.0,100.0,-87.0
336770,-41.0,100.0,100.0,-87.0
336804,-39.0,100.0,100.0,-87.0
336820,-38.0,100.0,100.0,-87.0
336854,-35.0,100.0,100.0,-87.0
336887,-33.0,100.0,100.0,-87.0
336904,-32.0,100.0,100.0,-87.0
336920,-31.0,100.0,100.0,-87.0
336937,-30.0,100.0,100.0,-87.0
336953,-29.0,100.0,100.0,-87.0
336972,-28.0,100.0,100.0,-87.0
336990,-28.0,100.0,100.0,-87.0
337021,-25.0,100.0,100.0,-87.0
337039,-25.0,100.0,100.0,-87.0
337054,-24.0,100.0,100.0,-87.0
337071,-24.0,100.0,100.0,-87.0
337103,-22.0,100.0,100.0,-87.0
337121,-20.0,100.0,100.0,-87.0
337137,-20.0,100.0,100.0,-87.0
337153,-18.0,100.0,100.0,-87.0
337170,-17.0,100.0,100.0,-87.0
337187,-16.0,100.0,100.0,-87.0
337203,-15.0,100.0,100.0,-87.0
337221,-14.0,100.0,100.0,-87.0
337236,-13.0,100.0,100.0,-87.0
337254,-12.0,100.0,100.0,-87.0
337270,-10.0,100.0,100.0,-87.0
337287,-9.0,100.0,100.0,-87.0
337303,-8.0,100.0,100.0,-87.0
337319,-7.0,100.0,100.0,-87.0
337337,-6.0,100.0,100.0,-87.0
339969,-6.0,100.0,100.0,-87.0
339986,-6.0,100.0,100.0,-87.0
340002,-6.0,100.0,100.0,-87.0
340018,-6.0,100.0,100.0,-87.0
340035,-6.0,100.0,100.0,-87.0
340052,-6.0,100.0,100.0,-87.0
340068,-6.0,100.0,100.0,-87.0
340086,-6.0,100.0,100.0,-87.0
340101,-6.0,100.0,100.0,-87.0
340118,-6.0,100.0,100.0,-87.0
340135,-6.0,100.0,100.0,-87.0
340152,-6.0,100.0,100.0,-87.0
340168,-6.0,100.0,100.0,-87.0
340185,-6.0,100.0,100.0,-87.0
340202,-6.0,100.0,100.0,-87.0
340218,-6.0,100.0,100.0,-87.0
340235,-6.0,100.0,100.0,-87.0
340252,-6.0,100.0,100.0,-87.0
340268,-6.0,100.0,100.0,-87.0
340285,-6.0,100.0,100.0,-87.0
340302,-6.0,100.0,100.0,-87.0
340319,-6.0,100.0,100.0,-87.0
340335,-6.0,100.0,100.0,-87.0
340353,-6.0,100.0,100.0,-87.0
343616,-6.0,100.0,100.0,-87.0
343633,-6.0,100.0,100.0,-87.0
343649,-6.0,100.0,100.0,-87.0
343665,-6.0,100.0,100.0,-87.0
343682,-6.0,100.0,100.0,-87.0
343698,-6.0,100.0,100.0,-87.0
343715,-6.0,100.0,100.0,-87.0
343732,-6.0,100.0,100.0,-87.0
343748,-6.0,100.0,100.0,-87.0
343765,-6.0,100.0,100.0,-87.0
343781,-6.0,100.0,100.0,-87.0
343798,-6.0,100.0,100.0,-87.0
343815,-6.0,100.0,100.0,-87.0
343831,-6.0,100.0,100.0,-87.0
343848,-6.0,100.0,100.0,-87.0
343865,-6.0,100.0,100.0,-87.0
343882,-6.0,100.0,100.0,-87.0
343898,-6.0,100.0,100.0,-87.0
343914,-6.0,100.0,100.0,-87.0
343931,-6.0,100.0,100.0,-87.0
343948,-6.0,100.0,100.0,-87.0
343965,-6.0,100.0,100.0,-87.0
343981,-6.0,100.0,100.0,-87.0
343998,-6.0,100.0,100.0,-87.0
344014,-6.0,100.0,100.0,-87.0
344031,-6.0,100.0,100.0,-87.0
344048,-6.0,100.0,100.0,-87.0
344065,-6.0,100.0,100.0,-87.0
344082,-6.0,100.0,100.0,-87.0
344098,-6.0,100.0,100.0,-87.0
344114,-6.0,100.0,100.0,-87.0
344131,-6.0,100.0,100.0,-87.0
344148,-6.0,100.0,100.0,-87.0
344164,-6.0,100.0,100.0,-87.0
344181,-6.0,100.0,100.0,-87.0
345380,-6.0,100.0,100.0,-87.0
345400,-6.0,100.0,100.0,-87.0
345414,-6.0,100.0,100.0,-87.0
345430,-6.0,100.0,100.0,-87.0
345447,-6.0,100.0,100.0,-87.0
345463,-6.0,100.0,100.0,-87.0
345481,-6.0,100.0,100.0,-87.0
345496,-6.0,100.0,100.0,-87.0
345514,-6.0,100.0,100.0,-87.0
345530,-6.0,100.0,100.0,-87.0
345548,-6.0,100.0,100.0,-87.0
345563,-6.0,100.0,100.0,-87.0
345580,-6.0,100.0,100.0,-87.0
345596,-6.0,100.0,100.0,-87.0
345614,-6.0,100.0,100.0,-87.0
345630,-6.0,100.0,100.0,-87.0
345646,-6.0,100.0,100.0,-87.0
345663,-6.0,100.0,100.0,-87.0
345679,-6.0,100.0,100.0,-87.0
345696,-6.0,100.0,100.0,-87.0
345713,-6.0,100.0,100.0,-87.0
345730,-6.0,100.0,100.0,-87.0
347128,-6.0,100.0,100.0,-87.0
347147,-6.0,100.0,100.0,-87.0
347162,-6.0,100.0,100.0,-87.0
347178,-6.0,100.0,100.0,-87.0
347195,-6.0,100.0,100.0,-87.0
347211,-6.0,100.0,100.0,-87.0
347228,-6.0,100.0,100.0,-87.0
347245,-6.0,100.0,100.0,-87.0
347262,-6.0,100.0,100.0,-87.0
347278,-6.0,100.0,100.0,-87.0
347295,-6.0,100.0,100.0,-87.0
347311,-6.0,100.0,100.0,-87.0
347329,-6.0,100.0,100.0,-87.0
347345,-6.0,100.0,100.0,-87.0
347362,-6.0,100.0,100.0,-87.0
347378,-6.0,100.0,100.0,-87.0
347395,-6.0,100.0,100.0,-87.0
347428,-6.0,100.0,100.0,-87.0
347444,-6.0,100.0,100.0,-87.0
347461,-6.0,100.0,100.0,-87.0
347478,-6.0,100.0,100.0,-87.0
347494,-6.0,100.0,100.0,-87.0
347512,-6.0,100.0,100.0,-87.0
347528,-6.0,100.0,100.0,-87.0
347545,-6.0,100.0,100.0,-87.0
347562,-6.0,100.0,100.0,-87.0
347596,-6.0,100.0,100.0,-87.0
350225,-6.0,100.0,100.0,-87.0
350243,-6.0,100.0,100.0,-87.0
350311,-6.0,100.0,100.0,-87.0
350323,-6.0,100.0,100.0,-87.0
350373,-6.0,100.0,100.0,-87.0
350391,-6.0,100.0,100.0,-87.0
350428,-6.0,100.0,100.0,-87.0
350437,-6.0,100.0,100.0,-87.0
350488,-6.0,100.0,100.0,-87.0
350508,-6.0,100.0,100.0,-87.0
350563,-6.0,100.0,100.0,-87.0
350580,-6.0,100.0,100.0,-87.0
350630,-6.0,100.0,100.0,-87.0
350637,-6.0,100.0,100.0,-87.0
350674,-6.0,100.0,100.0,-87.0
350688,-6.0,100.0,100.0,-87.0
350725,-6.0,100.0,100.0,-87.0
350738,-6.0,100.0,100.0,-87.0
350781,-6.0,100.0,100.0,-87.0
350796,-6.0,100.0,100.0,-87.0
350843,-6.0,100.0,100.0,-87.0
350855,-6.0,100.0,100.0,-87.0
350881,-6.0,100.0,100.0,-87.0
350893,-6.0,100.0,100.0,-87.0
350932,-6.0,100.0,100.0,-87.0
350945,-6.0,100.0,100.0,-87.0
350990,-6.0,100.0,100.0,-87.0
351005,-6.0,100.0,100.0,-87.0
351052,-6.0,100.0,100.0,-87.0
351058,-6.0,100.0,100.0,-87.0
351095,-6.0,100.0,100.0,-87.0
351114,-6.0,100.0,100.0,-87.0
351127,-6.0,100.0,100.0,-87.0
351141,-6.0,100.0,100.0,-87.0
351179,-6.0,100.0,100.0,-87.0
351190,-6.0,100.0,100.0,-87.0
351238,-6.0,100.0,100.0,-87.0
351249,-6.0,100.0,100.0,-87.0
351283,-6.0,100.0,100.0,-87.0
351295,-6.0,100.0,100.0,-87.0
351330,-6.0,100.0,100.0,-87.0
351347,-6.0,100.0,100.0,-87.0
351384,-6.0,100.0,100.0,-87.0
351400,-6.0,100.0,100.0,-87.0
351415,-6.0,100.0,100.0,-87.0
351435,-6.0,100.0,100.0,-87.0
351478,-6.0,100.0,100.0,-87.0
351479,-6.0,100.0,100.0,-87.0
351513,-6.0,100.0,100.0,-87.0
351526,-6.0,100.0,100.0,-87.0
351565,-6.0,100.0,100.0,-87.0
351574,-6.0,100.0,100.0,-87.0
351616,-6.0,100.0,100.0,-87.0
351633,-6.0,100.0,100.0,-87.0
351672,-6.0,100.0,100.0,-87.0
351690,-6.0,100.0,100.0,-87.0
351702,-6.0,100.0,100.0,-87.0
351710,-6.0,100.0,100.0,-87.0
351747,-6.0,100.0,100.0,-87.0
351758,-6.0,100.0,100.0,-87.0
351796,-6.0,100.0,100.0,-87.0
351811,-6.0,100.0,100.0,-87.0
351849,-6.0,100.0,100.0,-87.0
351860,-6.0,100.0,100.0,-87.0
351897,-6.0,100.0,100.0,-87.0
351905,-6.0,100.0,100.0,-87.0
351937,-6.0,100.0,100.0,-87.0
351953,-6.0,100.0,100.0,-87.0
351973,-6.0,100.0,100.0,-87.0
351991,-6.0,100.0,100.0,-87.0
352043,-6.0,100.0,100.0,-87.0
352057,-6.0,100.0,100.0,-87.0
352106,-6.0,100.0,100.0,-87.0
352119,-6.0,100.0,100.0,-87.0
352139,-6.0,100.0,100.0,-87.0
352150,-6.0,100.0,100.0,-87.0
352182,-6.0,100.0,100.0,-87.0
352191,-6.0,100.0,100.0,-87.0
352214,-6.0,100.0,100.0,-87.0
352228,-6.0,100.0,100.0,-87.0
352263,-6.0,100.0,100.0,-87.0
352278,-6.0,100.0,100.0,-87.0
352311,-6.0,100.0,100.0,-87.0
352321,-6.0,100.0,100.0,-87.0
352344,-6.0,100.0,100.0,-87.0
352355,-6.0,100.0,100.0,-87.0
352393,-6.0,100.0,100.0,-87.0
352403,-6.0,100.0,100.0,-87.0
352441,-6.0,100.0,100.0,-87.0
352450,-6.0,100.0,100.0,-87.0
352488,-6.0,100.0,100.0,-87.0
352499,-6.0,100.0,100.0,-87.0
352539,-6.0,100.0,100.0,-87.0
352554,-6.0,100.0,100.0,-87.0
352576,-6.0,100.0,100.0,-87.0
352586,-6.0,100.0,100.0,-87.0
352621,-6.0,100.0,100.0,-87.0
352633,-6.0,100.0,100.0,-87.0
352671,-6.0,100.0,100.0,-87.0
352683,-6.0,100.0,100.0,-87.0
352707,-6.0,100.0,100.0,-87.0
352718,-6.0,100.0,100.0,-87.0
352725,-6.0,100.0,100.0,-87.0
352729,-6.0,100.0,100.0,-87.0
352740,-6.0,100.0,100.0,-87.0
352787,-6.0,100.0,100.0,-87.0
352789,-6.0,100.0,100.0,-87.0
352798,-6.0,100.0,100.0,-87.0
352807,-6.0,100.0,100.0,-87.0
352823,-6.0,100.0,100.0,-87.0
352831,-6.0,100.0,100.0,-87.0
352843,-6.0,100.0,100.0,-87.0
352885,-6.0,100.0,100.0,-87.0
352898,-6.0,100.0,100.0,-87.0
352932,-6.0,100.0,100.0,-87.0
352947,-6.0,100.0,100.0,-87.0
352960,-6.0,100.0,100.0,-87.0
352970,-6.0,100.0,100.0,-87.0
352995,-6.0,100.0,100.0,-87.0
353007,-6.0,100.0,100.0,-87.0
353039,-6.0,100.0,100.0,-87.0
353049,-6.0,100.0,100.0,-87.0
353091,-6.0,100.0,100.0,-87.0
353100,-6.0,100.0,100.0,-87.0
353137,-6.0,100.0,100.0,-87.0
353147,-6.0,100.0,100.0,-87.0
353217,-6.0,100.0,100.0,-87.0
353227,-6.0,100.0,100.0,-87.0
353263,-6.0,100.0,100.0,-87.0
353273,-6.0,100.0,100.0,-87.0
353311,-6.0,100.0,100.0,-87.0
353321,-6.0,100.0,100.0,-87.0
353360,-6.0,100.0,100.0,-87.0
353371,-6.0,100.0,100.0,-87.0
353421,-6.0,100.0,100.0,-87.0
353436,-6.0,100.0,100.0,-87.0
353484,-6.0,100.0,100.0,-87.0
353502,-6.0,100.0,100.0,-87.0
353553,-6.0,100.0,100.0,-87.0
353573,-6.0,100.0,100.0,-87.0
353616,-6.0,100.0,100.0,-87.0
353621,-6.0,100.0,100.0,-87.0
353669,-6.0,100.0,100.0,-87.0
353685,-6.0,100.0,100.0,-87.0
353727,-6.0,100.0,100.0,-87.0
353740,-6.0,100.0,100.0,-87.0
353779,-6.0,100.0,100.0,-87.0
353793,-6.0,100.0,100.0,-87.0
353839,-6.0,100.0,100.0,-87.0
353840,-6.0,100.0,100.0,-87.0
353888,-6.0,100.0,100.0,-87.0
353901,-6.0,100.0,100.0,-87.0
353944,-6.0,100.0,100.0,-87.0
353956,-6.0,100.0,100.0,-87.0
353996,-6.0,100.0,100.0,-87.0
354009,-6.0,100.0,100.0,-87.0
354086,-6.0,100.0,100.0,-87.0
354100,-6.0,100.0,100.0,-87.0
354142,-6.0,100.0,100.0,-87.0
354154,-6.0,100.0,100.0,-87.0
354195,-6.0,100.0,100.0,-87.0
354211,-6.0,100.0,100.0,-87.0
354267,-6.0,100.0,100.0,-87.0
354268,-6.0,100.0,100.0,-87.0
354311,-6.0,100.0,100.0,-87.0
354326,-6.0,100.0,100.0,-87.0
354370,-6.0,100.0,100.0,-87.0
354384,-6.0,100.0,100.0,-87.0
354432,-6.0,100.0,100.0,-87.0
354442,-6.0,100.0,100.0,-87.0
354477,-6.0,100.0,100.0,-87.0
354490,-6.0,100.0,100.0,-87.0
354505,-6.0,100.0,100.0,-87.0
354523,-6.0,100.0,100.0,-87.0
354532,-6.0,100.0,100.0,-87.0
354538,-6.0,100.0,100.0,-87.0
354543,-6.0,100.0,100.0,-87.0
354555,-6.0,100.0,100.0,-87.0
354572,-6.0,100.0,100.0,-87.0
354588,-6.0,100.0,100.0,-87.0
354601,-6.0,100.0,100.0,-87.0
354605,-6.0,100.0,100.0,-87.0
354621,-6.0,100.0,100.0,-87.0
354638,-6.0,100.0,100.0,-87.0
354639,-6.0,100.0,100.0,-87.0
354654,-6.0,100.0,100.0,-87.0
354655,-6.0,100.0,100.0,-87.0
354671,-6.0,100.0,100.0,-87.0
354688,-6.0,100.0,100.0,-87.0
354695,-6.0,100.0,100.0,-87.0
354697,-6.0,100.0,100.0,-87.0
354743,-6.0,100.0,100.0,-87.0
354757,-6.0,100.0,100.0,-87.0
354775,-6.0,100.0,100.0,-87.0
354786,-6.0,100.0,100.0,-87.0
354826,-6.0,100.0,100.0,-87.0
354836,-6.0,100.0,100.0,-87.0
354873,-6.0,100.0,100.0,-87.0
354885,-6.0,100.0,100.0,-87.0
356086,-6.0,100.0,100.0,-87.0
356105,-6.0,100.0,100.0,-87.0
356120,-6.0,100.0,100.0,-87.0
356136,-6.0,100.0,100.0,-87.0
356153,-6.0,100.0,100.0,-87.0
356169,-6.0,100.0,100.0,-87.0
356186,-6.0,100.0,100.0,-87.0
356203,-6.0,100.0,100.0,-87.0
356220,-6.0,100.0,100.0,-87.0
356236,-6.0,100.0,100.0,-87.0
357285,-6.0,100.0,100.0,-87.0
357304,-6.0,100.0,100.0,-87.0
357319,-6.0,100.0,100.0,-87.0
357336,-6.0,100.0,100.0,-87.0
357352,-6.0,100.0,100.0,-87.0
357369,-6.0,100.0,100.0,-87.0
