76a62cdf-e40f-45a0-af3e-272bbf9ba896	tt0098319
95e1de20-a90c-49d0-8b54-c36217503615	tt6922040
d8c1bd12-4bcd-4a9b-8927-3a48f264488b	tt1134629
f5929424-f759-4d18-9249-0d76d2a6590c	tt0383534
f139e2f3-5e4b-4ceb-8b85-2d1d9a6c34fe	tt9809140
a29981eb-ca88-4121-8b36-2b991b8667e5	tt6903084
57be3315-2eb5-4650-be05-b4eced4a6f57	tt0214641
db1a2817-950d-4627-a3ff-fd235aa31656	tt0417225
6091aff0-e95b-4d5f-b4f4-27a35d1ac821	tt0061584
2d573b16-5e3a-4322-b17a-369808795351	tt0118998
70a75a87-47f4-4296-a8d1-2571094e0589	tt0240462
d7d43248-aa9b-4968-b836-f7df1fca19fc	tt3950488
84e7d531-7877-4f2d-81da-254eb0265f03	tt5862902
b3a2a7aa-f9a1-4954-800c-74eeb47d7a0d	tt0097722
90d7ef67-a0d2-4776-ae79-939625c9cf29	tt5706370
eb94d55d-4349-473b-9567-5597778590b8	tt8793990
10ff3cf9-2a93-4c1a-acdc-b4e6eb30a96b	tt2713440
817a5811-8b6b-469d-8145-e00acc771206	tt5886046
318a7889-0273-4d05-95c2-2ae490736b12	tt0093148
3bb504b2-6f96-4c78-ba6b-17f022bb5f88	tt2077908
16bc9ac9-0e8a-47e5-a933-329f61f3e67b	tt1054631
e60a6bec-f1b3-4398-925d-f7faaaca16c1	tt4642192
e0e1e8f7-11ee-4cf8-b62e-7db0e9cce681	tt0189192
93c1edc0-b1bb-45fc-afcd-095b19213d11	tt0088850
ce3f1883-fc4b-4e3b-b568-81de8c505276	tt2557478
b00b304e-4ac1-4137-85af-62a03781025d	tt0109254
14f70e1d-49de-483c-aebe-ce2142a4e4d1	tt0092644
33fe77eb-1ddd-4c81-a21e-5b43657f72c7	tt0097142
a0cb7da2-edb0-475d-b1a7-39f8a3fd6ae0	tt0093935
411ed033-4b9b-4dee-9fa4-d78cbdc6d5d2	tt0119280
7c306e73-84c7-4239-8a4e-109d9ed6e74a	tt0108101
545ec66f-ae0a-4a4d-a1f6-0c964669075a	tt0765458
d9ebbe2b-5feb-4df8-a161-97b8db1bd0d4	tt0106965
e50040da-5eb7-4efe-a93e-b903cf4909d3	tt4767274
4e1bf14b-9d34-421c-a775-8edca687dab1	tt0109127
ef57b12d-71ad-4b8d-b015-aa1c8c09e11d	tt0118829
50453206-141a-4269-b96e-cd5344ce0691	tt7054636
6b7362b3-61d9-4299-a023-ad7798c19105	tt0069289
44d3634c-e87e-409a-a579-5b3a37435537	tt0283987
d8eb8cd4-42da-4f57-88f1-0e62ff2c49ee	tt0387301
