OriginalName,DatabaseName,Participant,ExternalPID,SessionID,Timestamp,VideoTime,Value
Rambo__Last_Blood_cut1,C80102CD-4F16-408C-8B98-2DF02B7CFE58-1,2B5FA82C-64CA-F59D-422D-9EEABFE4EDEC,AZSSG2REHDX18,C891C054-7D75-1351-F81D-0F2CE264F89A,1592348735805,0,-100
Rambo__Last_Blood_cut1,C80102CD-4F16-408C-8B98-2DF02B7CFE58-1,2B5FA82C-64CA-F59D-422D-9EEABFE4EDEC,AZSSG2REHDX18,C891C054-7D75-1351-F81D-0F2CE264F89A,1592348735811,0,-100
Rambo__Last_Blood_cut1,C80102CD-4F16-408C-8B98-2DF02B7CFE58-1,2B5FA82C-64CA-F59D-422D-9EEABFE4EDEC,AZSSG2REHDX18,C891C054-7D75-1351-F81D-0F2CE264F89A,1592349346894,608034,-100
Rambo__Last_Blood_cut1,C80102CD-4F16-408C-8B98-2DF02B7CFE58-1,5BD7179D-6887-DFBB-2397-1CB75980BAC9,AOEGJLWFISOZQ,2095648E-B518-3F14-363B-14E6908EC15B,1592344165650,0,-100
Rambo__Last_Blood_cut1,C80102CD-4F16-408C-8B98-2DF02B7CFE58-1,5BD7179D-6887-DFBB-2397-1CB75980BAC9,AOEGJLWFISOZQ,2095648E-B518-3F14-363B-14E6908EC15B,1592344165654,0,-100
Rambo__Last_Blood_cut1,C80102CD-4F16-408C-8B98-2DF02B7CFE58-1,5BD7179D-6887-DFBB-2397-1CB75980BAC9,AOEGJLWFISOZQ,2095648E-B518-3F14-363B-14E6908EC15B,1592344334865,169132,-100
Rambo__Last_Blood_cut1,C80102CD-4F16-408C-8B98-2DF02B7CFE58-1,5BD7179D-6887-DFBB-2397-1CB75980BAC9,AOEGJLWFISOZQ,2095648E-B518-3F14-363B-14E6908EC15B,1592344334867,169149,-99
Rambo__Last_Blood_cut1,C80102CD-4F16-408C-8B98-2DF02B7CFE58-1,5BD7179D-6887-DFBB-2397-1CB75980BAC9,AOEGJLWFISOZQ,2095648E-B518-3F14-363B-14E6908EC15B,1592344334882,169165,-98
Rambo__Last_Blood_cut1,C80102CD-4F16-408C-8B98-2DF02B7CFE58-1,5BD7179D-6887-DFBB-2397-1CB75980BAC9,AOEGJLWFISOZQ,2095648E-B518-3F14-363B-14E6908EC15B,1592344334898,169182,-97
Rambo__Last_Blood_cut1,C80102CD-4F16-408C-8B98-2DF02B7CFE58-1,5BD7179D-6887-DFBB-2397-1CB75980BAC9,AOEGJLWFISOZQ,2095648E-B518-3F14-363B-14E6908EC15B,1592344334915,169199,-96
