OriginalName,DatabaseName,Participant,ExternalPID,SessionID,Timestamp,VideoTime,Value
Good_Boys_cut3,CB5F745C-14F1-49F6-A09C-87267E792890-1,000F1973-05FE-4B69-8A15-AECB60363A8C,A141CB4BKDYKD,0F6A98FB-8587-78AA-283D-9D45B72B1CB0,1592340732685,0,-100
Good_Boys_cut3,CB5F745C-14F1-49F6-A09C-87267E792890-1,000F1973-05FE-4B69-8A15-AECB60363A8C,A141CB4BKDYKD,0F6A98FB-8587-78AA-283D-9D45B72B1CB0,1592340732712,0,-100
Good_Boys_cut3,CB5F745C-14F1-49F6-A09C-87267E792890-1,000F1973-05FE-4B69-8A15-AECB60363A8C,A141CB4BKDYKD,0F6A98FB-8587-78AA-283D-9D45B72B1CB0,1592340760022,26424,-99
Good_Boys_cut3,CB5F745C-14F1-49F6-A09C-87267E792890-1,000F1973-05FE-4B69-8A15-AECB60363A8C,A141CB4BKDYKD,0F6A98FB-8587-78AA-283D-9D45B72B1CB0,1592340760052,26454,-98
Good_Boys_cut3,CB5F745C-14F1-49F6-A09C-87267E792890-1,000F1973-05FE-4B69-8A15-AECB60363A8C,A141CB4BKDYKD,0F6A98FB-8587-78AA-283D-9D45B72B1CB0,1592340760020,26405,-100
Good_Boys_cut3,CB5F745C-14F1-49F6-A09C-87267E792890-1,000F1973-05FE-4B69-8A15-AECB60363A8C,A141CB4BKDYKD,0F6A98FB-8587-78AA-283D-9D45B72B1CB0,1592340760050,26446,-99
Good_Boys_cut3,CB5F745C-14F1-49F6-A09C-87267E792890-1,000F1973-05FE-4B69-8A15-AECB60363A8C,A141CB4BKDYKD,0F6A98FB-8587-78AA-283D-9D45B72B1CB0,1592340760084,26476,-98
Good_Boys_cut3,CB5F745C-14F1-49F6-A09C-87267E792890-1,000F1973-05FE-4B69-8A15-AECB60363A8C,A141CB4BKDYKD,0F6A98FB-8587-78AA-283D-9D45B72B1CB0,1592340760089,26486,-97
Good_Boys_cut3,CB5F745C-14F1-49F6-A09C-87267E792890-1,000F1973-05FE-4B69-8A15-AECB60363A8C,A141CB4BKDYKD,0F6A98FB-8587-78AA-283D-9D45B72B1CB0,1592340760115,26505,-97
Good_Boys_cut3,CB5F745C-14F1-49F6-A09C-87267E792890-1,000F1973-05FE-4B69-8A15-AECB60363A8C,A141CB4BKDYKD,0F6A98FB-8587-78AA-283D-9D45B72B1CB0,1592340760120,26518,-96
Good_Boys_cut3,CB5F745C-14F1-49F6-A09C-87267E792890-1,000F1973-05FE-4B69-8A15-AECB60363A8C,A141CB4BKDYKD,0F6A98FB-8587-78AA-283D-9D45B72B1CB0,1592340760134,26537,-95
Good_Boys_cut3,CB5F745C-14F1-49F6-A09C-87267E792890-1,000F1973-05FE-4B69-8A15-AECB60363A8C,A141CB4BKDYKD,0F6A98FB-8587-78AA-283D-9D45B72B1CB0,1592340760159,26559,-94
Good_Boys_cut3,CB5F745C-14F1-49F6-A09C-87267E792890-1,000F1973-05FE-4B69-8A15-AECB60363A8C,A141CB4BKDYKD,0F6A98FB-8587-78AA-283D-9D45B72B1CB0,1592340760184,26586,-93
Good_Boys_cut3,CB5F745C-14F1-49F6-A09C-87267E792890-1,000F1973-05FE-4B69-8A15-AECB60363A8C,A141CB4BKDYKD,0F6A98FB-8587-78AA-283D-9D45B72B1CB0,1592340760221,26609,-93
Good_Boys_cut3,CB5F745C-14F1-49F6-A09C-87267E792890-1,000F1973-05FE-4B69-8A15-AECB60363A8C,A141CB4BKDYKD,0F6A98FB-8587-78AA-283D-9D45B72B1CB0,1592340760225,26625,-92
Good_Boys_cut3,CB5F745C-14F1-49F6-A09C-87267E792890-1,000F1973-05FE-4B69-8A15-AECB60363A8C,A141CB4BKDYKD,0F6A98FB-8587-78AA-283D-9D45B72B1CB0,1592340760255,26648,-92
Good_Boys_cut3,CB5F745C-14F1-49F6-A09C-87267E792890-1,000F1973-05FE-4B69-8A15-AECB60363A8C,A141CB4BKDYKD,0F6A98FB-8587-78AA-283D-9D45B72B1CB0,1592340760261,26658,-91
Good_Boys_cut3,CB5F745C-14F1-49F6-A09C-87267E792890-1,000F1973-05FE-4B69-8A15-AECB60363A8C,A141CB4BKDYKD,0F6A98FB-8587-78AA-283D-9D45B72B1CB0,1592340760285,26678,-91
Good_Boys_cut3,CB5F745C-14F1-49F6-A09C-87267E792890-1,000F1973-05FE-4B69-8A15-AECB60363A8C,A141CB4BKDYKD,0F6A98FB-8587-78AA-283D-9D45B72B1CB0,1592340760291,26688,-90
Good_Boys_cut3,CB5F745C-14F1-49F6-A09C-87267E792890-1,000F1973-05FE-4B69-8A15-AECB60363A8C,A141CB4BKDYKD,0F6A98FB-8587-78AA-283D-9D45B72B1CB0,1592340760315,26708,-90
Good_Boys_cut3,CB5F745C-14F1-49F6-A09C-87267E792890-1,000F1973-05FE-4B69-8A15-AECB60363A8C,A141CB4BKDYKD,0F6A98FB-8587-78AA-283D-9D45B72B1CB0,1592340760319,26718,-89
Good_Boys_cut3,CB5F745C-14F1-49F6-A09C-87267E792890-1,000F1973-05FE-4B69-8A15-AECB60363A8C,A141CB4BKDYKD,0F6A98FB-8587-78AA-283D-9D45B72B1CB0,1592340760352,26737,-89
Good_Boys_cut3,CB5F745C-14F1-49F6-A09C-87267E792890-1,000F1973-05FE-4B69-8A15-AECB60363A8C,A141CB4BKDYKD,0F6A98FB-8587-78AA-283D-9D45B72B1CB0,1592340760353,26756,-88
Good_Boys_cut3,CB5F745C-14F1-49F6-A09C-87267E792890-1,000F1973-05FE-4B69-8A15-AECB60363A8C,A141CB4BKDYKD,0F6A98FB-8587-78AA-283D-9D45B72B1CB0,1592340760365,26769,-87
Good_Boys_cut3,CB5F745C-14F1-49F6-A09C-87267E792890-1,000F1973-05FE-4B69-8A15-AECB60363A8C,A141CB4BKDYKD,0F6A98FB-8587-78AA-283D-9D45B72B1CB0,1592340760383,26786,-86
